"zone","state","lga","sector","ea","hhid","s10q1","s10q2","s10q3","s10q4","s10q5","s10q6","s10q7","s10q8"
5,32,3215,1,1896,320066,2,,2,,,1,,100000
5,32,3222,1,1624,320115,2,,1,1,80000,1,,50000
5,32,3221,2,132,320164,1,3000,2,,,2,,
5,32,3221,2,132,320166,1,2500,1,3,,2,,
5,32,3221,2,132,320170,1,10000,2,,,2,,
5,32,3210,2,1692,320180,1,12000,2,,,2,,
5,32,3213,2,128,320181,1,8000,2,,,2,,
5,32,3212,2,314,320207,1,1000,2,,,2,,
3,33,3321,1,1182,330009,2,,2,,,1,,200000
2,34,3401,2,526,340001,2,,2,,,1,,250
2,34,3401,2,526,340002,2,,2,,,1,,9000
2,34,3405,2,456,340039,1,700,1,1,700,2,,
2,34,3410,2,42,340047,2,,1,1,30000,2,,
2,34,3410,2,42,340048,2,,1,3,96000,2,,
2,34,3413,2,262,340070,2,,1,,2000,2,,
2,34,3408,2,870,340088,2,,1,,54000,2,,
2,35,3501,2,1228,350085,2,,2,,,1,,
3,36,3607,1,2596,360002,2,,2,,,1,,10000
3,36,3607,1,2596,360004,2,,1,1,10000,2,,
3,36,3607,1,2596,360010,2,,2,,,1,,7500
3,36,3605,2,240,360013,2,,2,,,1,,1000
3,36,3605,2,240,360014,2,,1,3,8000,2,,
3,36,3603,2,978,360022,2,,2,,,1,,7000
3,36,3610,2,1826,360057,2,,1,3,20000,2,,
1,37,3706,1,4144,370002,2,,2,,,1,,200000
1,37,3706,1,4144,370009,1,3000,2,,,2,,
1,37,3706,1,4144,370010,1,3000,2,,,2,,
