"zone","state","lga","sector","ea","hhid","indiv","s3q1","s3q2","s3q3","s3q4","s3q5","s3q6","s3q7","s3q8","s3q9","s3q10","s3q11","s3q12a","s3q12b","s3q13","s3q14","s3q15","s3q16","s3q17","s3q18","s3q19","s3q20","s3q21a","s3q21b","s3q22","s3q23a","s3q23b","s3q24","s3q25","s3q26","s3q27","s3q28","s3q29","s3q30","s3q31","s3q32","s3q33a","s3q33b","s3q34","s3q35a","s3q35b","s3q36","s3q37a","s3q37b","s3q38a","s3q38b"
5,9,908,1,278,90007,1,1,1,,1,2,2,1,,,,,,,,1,5,12,52,84,1,,7000,5,2,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,908,1,278,90007,2,1,2,1,2,2,1,1,,,,,,,3416,8,10,12,52,60,1,,5000,5,2,,,2,,,,,,,,,,,,,,2,0,0,2,20
5,9,908,1,278,90008,1,1,1,,2,2,2,2,2,9,,,7,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,38
5,9,908,1,278,90008,2,1,2,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,278,90009,1,1,1,,2,2,2,2,2,3,,,4,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,10,
5,9,908,1,278,90009,2,1,2,1,1,2,2,1,2,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,908,1,278,90009,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,278,90009,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,908,1,278,90010,1,1,2,2,1,2,2,1,,,,,,,,11,1,12,52,40,1,,100000,5,2,,,2,,,,,,,,,,,,,,1,0,0,0,0
5,9,908,1,278,90010,2,1,1,,1,1,2,1,,,,,,,,13,1,12,52,40,1,,32000,5,2,,,2,,,,,,,,,,,,,,1,0,0,0,0
5,9,908,1,278,90010,3,1,2,2,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,908,1,278,90010,6,1,2,2,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,903,2,48,90011,1,1,1,,2,2,1,1,,,,,,,8155,8,10,12,40,84,2,6,,,,,,1,8142,1,10,12,20,5,2,6,,,,,,2,0,0,0,20
5,9,903,2,48,90011,2,1,2,1,2,1,1,1,,,,,,,5230,8,10,12,52,30,2,6,,,,,,1,8142,1,10,12,30,15,2,6,,,,,,2,0,0,0,0
5,9,903,2,48,90011,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,903,2,48,90012,1,1,2,2,1,2,2,1,,,,,,,8322,7,5,12,52,78,1,,45000,5,2,,,2,,,,,,,,,,,,,,2,0,0,0,20
5,9,903,2,48,90012,2,1,1,,2,2,2,2,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,903,2,48,90013,1,1,1,,1,2,2,1,,,,,,,9211,1,10,12,52,45,1,,600,2,2,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,903,2,48,90013,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,903,2,48,90014,1,1,1,,2,1,1,1,,,,,,,3416,8,10,12,52,60,2,7,,,,,,1,6111,1,10,12,1,4,2,7,,,,,,2,0,,,5
5,9,903,2,48,90014,2,1,2,1,2,2,1,1,,,,,,,3416,8,10,12,52,24,2,7,,,,,,1,6111,1,10,12,1,4,2,2,,,,,,2,1,,,5
5,9,903,2,48,90014,3,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5
5,9,903,2,48,90014,4,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5
5,9,903,2,48,90014,5,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,903,2,48,90015,1,1,1,,2,2,1,1,,,,,,,3416,8,10,12,44,18,2,7,,,,,,1,6111,1,10,12,52,18,2,7,,,,,,2,2,,0,
5,9,903,2,48,90015,2,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,903,2,48,90015,3,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,903,2,48,90015,4,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,903,2,48,90016,1,1,1,,2,1,2,1,,,,,,,6210,1,10,12,52,42,2,6,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,903,2,48,90016,2,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,52,42,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,903,2,48,90016,3,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,52,42,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,903,2,48,90016,4,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,52,42,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,903,2,48,90016,5,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,52,42,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,903,2,48,90016,6,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,52,42,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,903,2,48,90016,7,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,52,42,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,903,2,48,90016,8,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,52,42,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,903,2,48,90017,1,1,1,,1,2,2,1,,,,,,,3445,13,1,12,52,40,1,,,2,2,,,2,,,,,,,,,,,,,,1,0,0,1,10
5,9,903,2,48,90017,2,1,1,,2,2,2,2,2,2,,,8,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,903,2,48,90018,1,1,1,,2,1,2,1,,,,,,,6210,1,10,12,52,60,1,,6000,5,2,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,903,2,48,90018,2,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,903,2,48,90018,3,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0
5,9,903,2,48,90018,4,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0
5,9,903,2,48,90018,5,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0
5,9,903,2,48,90019,1,1,1,,2,1,2,1,,,,,,,6210,1,10,3,12,40,2,6,,,,,,2,,,,,,,,,,,,,,2,0,,,5
5,9,903,2,48,90019,2,1,1,,2,2,1,1,,,,,,,5230,8,10,12,52,35,2,6,,,,,,2,,,,,,,,,,,,,,2,0,,,20
5,9,903,2,48,90019,3,1,1,,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,30
5,9,903,2,48,90019,4,1,1,,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,30
5,9,903,2,48,90019,5,1,1,,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,30
5,9,903,2,48,90020,1,1,1,,2,1,2,1,,,,,,,6210,1,10,3,36,49,2,6,,,,,,2,,,,,,,,,,,,,,2,4,,3,
5,9,903,2,48,90020,2,1,2,1,2,2,2,2,2,9,,,4,,6210,1,11,3,36,49,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,903,2,48,90020,3,1,2,1,2,2,2,2,2,9,,,4,,6210,1,11,3,36,49,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,903,2,48,90020,4,1,2,1,2,2,2,2,2,9,,,4,,6210,1,11,3,36,49,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,903,2,48,90020,5,1,2,1,2,2,2,2,2,9,,,4,,6210,1,11,3,36,49,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,915,1,1390,90021,1,1,1,,2,2,1,1,,,,,,,7433,10,10,12,52,56,2,6,,,,,,1,6210,1,10,12,25,0,2,6,,,,,,2,0,0,0,0
5,9,915,1,1390,90021,2,1,2,1,2,1,1,1,,,,,,,6210,1,10,12,40,42,2,6,,,,,,1,6130,4,10,12,30,3,2,6,,,,,,2,0,0,0,0
5,9,915,1,1390,90021,3,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,40
5,9,915,1,1390,90021,4,1,2,1,1,2,2,1,,,,,,,7437,6,5,12,50,56,2,3,,,,,,,,,,,,,,,,,,,,2,0,0,0,40
5,9,915,1,1390,90021,5,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,915,1,1390,90021,6,1,2,1,1,2,2,1,,,,,,,7212,6,5,12,50,56,2,3,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
5,9,915,1,1390,90022,1,1,1,,1,1,2,1,,,,,,,6210,1,10,12,52,42,2,6,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,915,1,1390,90022,2,1,2,1,2,1,2,1,,,,,,,9211,1,11,12,40,42,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,45
5,9,915,1,1390,90022,3,1,2,1,2,1,2,1,,,,,,,9211,1,11,3,12,42,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,45
5,9,915,1,1390,90022,4,1,2,1,2,1,2,1,,,,,,,9211,1,11,3,12,42,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,915,1,1390,90022,6,1,2,1,2,1,2,1,,,,,,,9211,1,11,3,12,42,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,915,1,1390,90023,1,1,1,,2,2,2,2,2,5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,915,1,1390,90023,2,1,1,,2,2,1,1,,,,,,,3416,8,10,12,52,18,2,7,,,,,,2,,,,,,,,,,,,,,2,3,,,20
5,9,915,1,1390,90023,3,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,20
5,9,915,1,1390,90024,1,1,2,2,1,2,2,1,,,,,,,2460,4,9,12,52,60,1,,30000,5,2,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,915,1,1390,90024,2,1,1,,2,2,2,2,2,9,,,7,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,915,1,1390,90024,3,1,1,,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,915,1,1390,90024,4,1,1,,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,915,1,1390,90024,5,1,1,,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,915,1,1390,90024,6,1,1,,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,915,1,1390,90024,7,1,1,,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,915,1,1390,90025,1,1,1,,2,1,2,1,,,,,,,6111,1,10,8,32,8,2,6,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,915,1,1390,90025,2,1,1,,2,1,2,1,,,,,,,6111,1,11,8,32,8,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,915,1,1390,90025,3,1,2,1,2,1,2,1,,,,,,,6111,1,11,8,32,8,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,915,1,1390,90025,4,1,2,1,2,1,2,1,,,,,,,6111,1,11,8,32,8,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,915,1,1390,90025,5,1,1,,2,2,2,2,2,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,915,1,1390,90025,6,1,2,1,2,1,2,1,,,,,,,6111,1,11,8,32,8,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,915,1,1390,90025,7,1,2,1,2,1,2,1,,,,,,,6111,1,11,8,32,8,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,915,1,1390,90025,8,1,2,1,2,1,2,1,,,,,,,6111,1,11,8,32,8,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,,30
5,9,915,1,1390,90025,11,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,915,1,1390,90026,1,1,1,,2,1,2,1,,,,,,,6111,1,10,12,52,56,2,6,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,915,1,1390,90026,2,1,1,,2,1,2,1,,,,,,,6111,1,11,12,52,56,2,2,,,,,,2,,,,,,,,,,,,,,2,3,0,,
5,9,915,1,1390,90026,3,1,2,1,2,1,2,1,,,,,,,6111,1,11,12,52,56,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,,15
5,9,915,1,1390,90026,4,1,2,1,2,1,2,1,,,,,,,6111,1,11,3,12,14,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,,
5,9,915,1,1390,90026,6,1,2,1,2,1,2,1,,,,,,,6111,4,11,4,16,28,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,915,1,1390,90027,1,1,1,,2,1,2,1,,,,,,,6210,1,10,11,48,38,1,,5000,5,2,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,915,1,1390,90027,2,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0
5,9,915,1,1390,90027,3,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0
5,9,915,1,1390,90027,4,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,915,1,1390,90027,5,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,915,1,1390,90028,1,1,1,,2,1,2,1,,,,,,,6210,1,10,12,52,36,1,,5000,5,2,,,2,,,,,,,,,,,,,,2,2,0,0,0
5,9,915,1,1390,90028,2,1,1,,2,1,1,1,,,,,,,6210,1,10,12,52,36,1,,3000,5,2,,,2,,,,,,,,,,,,,,2,2,0,10,
5,9,915,1,1390,90028,3,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,915,1,1390,90029,1,1,1,,2,1,2,1,,,,,,,6210,1,10,12,48,24,1,,4000,5,2,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,915,1,1390,90029,2,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,915,1,1390,90029,3,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,915,1,1390,90029,4,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,915,1,1390,90030,1,1,1,,2,1,2,1,,,,,,,6111,1,10,3,12,35,2,6,,,,,,2,,,,,,,,,,,,,,2,0,,0,0
5,9,917,1,1254,90031,1,1,1,,2,2,2,2,2,4,,,7,2010,6114,1,10,3,8,,2,6,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90031,2,1,2,1,2,1,2,1,,,,,,,6114,1,10,12,50,48,2,6,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90031,3,1,2,1,2,1,2,1,,,,,,,7123,6,5,12,40,56,1,,1000,2,2,,,1,9212,1,11,3,10,,2,2,,,,,,2,0,0,0,0
5,9,917,1,1254,90031,4,1,2,1,2,1,2,1,,,,,,,7123,6,5,12,40,56,1,,1000,2,2,,,1,9212,1,11,3,10,,2,2,,,,,,2,0,0,0,0
5,9,917,1,1254,90031,5,1,2,1,2,1,2,1,,,,,,,6210,1,10,12,42,48,1,,1500,2,2,,,1,6114,1,11,4,10,,2,2,,,,,,2,0,0,0,0
5,9,917,1,1254,90032,1,1,1,,2,1,2,1,,,,,,,9211,,,12,40,30,2,6,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90032,2,1,2,1,2,1,2,1,,,,,,,9211,,,12,45,30,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90032,3,1,2,1,2,1,2,1,,,,,,,9211,,,12,30,10,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90032,4,1,2,1,2,1,2,1,,,,,,,9211,,,12,30,10,2,2,,,,,,1,,6,5,5,40,16,1,,2000,2,2,,,2,0,0,0,0
5,9,917,1,1254,90032,5,1,2,1,1,1,2,1,,,,,,,9211,,,12,30,10,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90032,6,1,2,1,2,1,2,1,,,,,,,9211,,,12,30,10,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90033,1,1,2,1,1,2,2,1,,,,,,,5112,7,5,12,52,26,1,,400,2,2,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90033,2,1,1,,2,2,2,2,2,2,,,8,2010,6210,1,10,12,52,24,2,6,,,,,,2,,,,,,,,,,,,,,2,1,0,0,0
5,9,917,1,1254,90034,1,1,1,,2,2,2,2,2,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,917,1,1254,90034,2,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,20
5,9,917,1,1254,90035,1,1,1,,2,1,2,1,,,,,,,6111,1,10,6,26,40,2,7,,,,,,1,9213,1,10,12,52,24,2,7,,,,,,2,0,,0,
5,9,917,1,1254,90035,2,1,1,,2,1,2,1,,,,,,,6111,1,10,12,52,40,2,7,,,,,,2,,,,,,,,,,,,,,2,0,0,0,
5,9,917,1,1254,90035,3,1,2,2,2,1,2,1,,,,,,,6111,1,11,12,52,40,2,2,,,,,,2,,,,,,,,,,,,,,2,2,,1,
5,9,917,1,1254,90035,4,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,
5,9,917,1,1254,90035,5,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,917,1,1254,90035,6,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,917,1,1254,90035,7,1,2,1,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,917,1,1254,90036,1,1,2,3,2,1,2,1,,,,,,,6111,1,10,12,52,6,2,7,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,917,1,1254,90036,2,1,2,3,2,2,2,1,,,,,,,6111,1,10,12,52,24,2,7,,,,,,2,,,,,,,,,,,,,,2,0,0,0,
5,9,917,1,1254,90036,3,1,1,,2,2,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
5,9,917,1,1254,90036,4,1,1,,2,2,1,1,,,,,,,7433,10,10,12,52,60,2,7,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,917,1,1254,90036,5,1,2,3,2,2,1,1,,,,,,,7433,10,10,12,52,60,2,3,,,,,,2,,,,,,,,,,,,,,2,0,0,,0
5,9,917,1,1254,90036,6,1,1,,2,2,1,1,,,,,,,3416,8,10,12,52,60,2,7,,,,,,2,,,,,,,,,,,,,,2,0,0,0,20
5,9,917,1,1254,90036,7,1,2,3,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,20
5,9,917,1,1254,90036,8,1,2,3,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,20
5,9,917,1,1254,90036,9,1,2,3,2,2,2,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,20
5,9,917,1,1254,90037,1,1,1,,1,1,2,1,,,,,,,8322,7,4,12,48,50,1,,8750,5,2,,,1,6210,1,10,12,4,40,2,6,,,,,,2,0,,0,
5,9,917,1,1254,90037,2,1,2,1,1,1,2,1,,,,,,,3444,13,3,12,52,40,1,,2160,5,2,,,2,,,,,,,,,,,,,,1,0,,0,10
5,9,917,1,1254,90037,3,1,2,1,1,2,2,1,,,,,,,7122,6,5,4,4,54,1,,800,2,2,,,2,,,,,,,,,,,,,,2,5,,,30
5,9,917,1,1254,90037,4,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,12,4,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,917,1,1254,90037,5,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,12,4,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,917,1,1254,90037,6,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,12,4,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,917,1,1254,90037,7,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,12,4,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,917,1,1254,90037,8,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,12,4,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,917,1,1254,90037,9,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,12,4,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,917,1,1254,90037,10,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,12,4,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,917,1,1254,90037,11,1,2,1,2,1,2,1,,,,,,,6210,1,11,12,12,4,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,917,1,1254,90037,16,1,2,1,2,2,2,2,2,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,
5,9,917,1,1254,90038,1,1,1,,2,1,1,1,,,,,,,6210,1,10,12,52,77,2,6,,,,,,1,7413,10,10,1,44,49,2,6,,,,,,2,0,0,0,0
5,9,917,1,1254,90038,2,1,2,1,2,1,2,1,,,,,,,6210,1,10,12,52,77,2,6,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90038,3,1,2,1,2,1,2,1,,,,,,,6210,1,10,12,52,77,2,6,,,,,,2,,,,,,,,,,,,,,2,5,0,0,0
5,9,917,1,1254,90038,4,1,2,1,2,1,2,1,,,,,,,6210,1,11,4,8,20,2,2,,,,,,2,,,,,,,,,,,,,,2,5,,,10
5,9,917,1,1254,90038,5,1,2,1,2,1,2,1,,,,,,,6210,1,11,4,8,20,2,2,,,,,,2,,,,,,,,,,,,,,2,5,,,10
5,9,917,1,1254,90038,6,1,2,1,2,1,2,1,,,,,,,6210,1,11,4,8,20,2,2,,,,,,2,,,,,,,,,,,,,,2,5,,,10
5,9,917,1,1254,90038,7,1,2,1,2,1,2,1,,,,,,,6210,1,11,4,8,20,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90038,8,1,2,1,2,1,1,1,,,,,,,6210,1,11,4,8,20,2,2,,,,,,2,,,,,,,,,,,,,,2,0,,0,
5,9,917,1,1254,90039,1,1,1,,2,1,2,1,,,,,,,6210,1,10,12,40,36,1,,10000,5,2,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90039,2,1,2,1,2,1,2,1,,,,,,,6210,1,10,12,30,,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90039,3,1,2,1,2,2,2,2,2,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,917,1,1254,90039,4,1,2,1,2,1,2,1,,,,,,,6210,1,10,12,30,20,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90039,5,1,2,1,2,1,2,1,,,,,,,6210,1,10,12,30,20,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,917,1,1254,90039,6,1,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,9,917,1,1254,90040,1,1,1,,2,1,2,1,,,,,,,6210,1,10,12,45,24,1,,3000,5,2,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,901,2,398,90041,1,1,1,,2,2,2,2,2,4,,,12,2009,,,,3,8,,2,6,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,901,2,398,90041,2,1,2,1,2,1,2,1,,,,,,,9211,10,10,12,50,50,2,6,,,,,,2,,,,,,,,,,,,,,2,0,0,0,30
5,9,901,2,398,90041,3,1,2,1,2,1,2,1,,,,,,,9211,10,10,12,50,50,2,6,,,,,,2,,,,,,,,,,,,,,2,0,0,0,30
5,9,901,2,398,90041,6,1,2,1,2,2,2,2,2,10,,,7,2010,,,,,,,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,30
5,9,901,2,398,90042,1,1,2,1,2,1,2,1,,,,,,,6114,1,10,12,40,21,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,901,2,398,90042,2,1,2,1,2,1,2,1,,,,,,,6114,1,11,3,12,21,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,901,2,398,90042,3,1,2,1,2,1,2,1,,,,,,,6114,1,11,3,12,21,2,2,,,,,,2,,,,,,,,,,,,,,2,0,0,0,0
5,9,901,2,398,90042,4,1,2,1,2,2,2,2,2,10,,,8,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
5,9,901,2,398,90042,5,1,2,1,2,2,2,2,2,10,,,8,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
5,9,901,2,398,90042,9,1,1,,2,2,2,2,2,10,,,7,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
5,9,901,2,398,90042,10,1,2,1,2,2,2,2,2,10,,,8,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
5,9,901,2,398,90043,1,1,1,,2,1,1,1,,,,,,,2149,4,3,12,52,40,1,,33000,5,2,,,1,6210,1,10,6,20,3,2,6,,,,,,1,0,0,0,0
5,9,901,2,398,90044,1,1,1,,2,1,1,1,,,,,,,7124,3,10,8,32,16,2,7,,,,,,1,6111,1,10,5,20,24,2,7,,,,,,2,0,,0,
