"zone","state","lga","sector","ea","hhid","item_cd","s5q1"
1,7,713,2,304,70152,322,1
1,7,713,2,304,70153,304,1
1,7,713,2,304,70153,322,1
1,7,713,2,304,70154,304,1
1,7,713,2,304,70154,306,1
1,7,713,2,304,70154,322,1
1,7,713,2,304,70155,304,1
1,7,713,2,304,70155,322,1
1,7,713,2,304,70156,304,1
1,7,713,2,304,70156,307,1
1,7,713,2,304,70156,322,1
1,7,713,2,304,70157,302,1
1,7,713,2,304,70157,303,1
1,7,713,2,304,70157,304,1
1,7,713,2,304,70157,305,1
1,7,713,2,304,70157,306,1
1,7,713,2,304,70157,317,1
1,7,713,2,304,70157,318,1
1,7,713,2,304,70157,320,1
1,7,713,2,304,70157,322,1
1,7,713,2,304,70157,326,1
1,7,713,2,304,70158,302,2
1,7,713,2,304,70158,304,2
1,7,713,2,304,70158,305,1
1,7,713,2,304,70158,306,1
1,7,713,2,304,70158,311,1
1,7,713,2,304,70159,304,1
1,7,713,2,304,70159,305,1
1,7,713,2,304,70159,322,1
1,7,713,2,304,70159,326,1
1,7,713,2,304,70160,304,1
1,7,713,2,304,70160,305,1
1,7,713,2,304,70160,306,1
1,7,713,2,304,70160,311,1
1,7,713,2,304,70160,320,1
1,7,713,2,304,70160,322,1
2,8,813,2,2094,80001,301,1
2,8,813,2,2094,80001,302,2
2,8,813,2,2094,80001,303,1
2,8,813,2,2094,80001,304,1
2,8,813,2,2094,80001,305,1
2,8,813,2,2094,80001,306,4
2,8,813,2,2094,80001,307,1
2,8,813,2,2094,80001,308,1
2,8,813,2,2094,80001,309,1
2,8,813,2,2094,80001,311,1
2,8,813,2,2094,80001,312,1
2,8,813,2,2094,80001,318,30
2,8,813,2,2094,80001,322,2
2,8,813,2,2094,80001,323,17
2,8,813,2,2094,80001,324,13
2,8,813,2,2094,80001,326,3
2,8,813,2,2094,80001,327,1
2,8,813,2,2094,80001,329,1
2,8,813,2,2094,80002,301,2
2,8,813,2,2094,80002,303,2
2,8,813,2,2094,80002,304,5
2,8,813,2,2094,80002,305,5
2,8,813,2,2094,80002,306,1
2,8,813,2,2094,80002,307,1
2,8,813,2,2094,80002,311,2
2,8,813,2,2094,80002,312,2
2,8,813,2,2094,80002,322,1
2,8,813,2,2094,80002,326,1
2,8,813,2,2094,80002,327,1
2,8,813,2,2094,80002,330,1
2,8,813,2,2094,80003,305,2
2,8,813,2,2094,80003,306,2
2,8,813,2,2094,80003,320,1
2,8,813,2,2094,80003,321,1
2,8,813,2,2094,80003,322,1
2,8,813,2,2094,80003,327,1
2,8,813,2,2094,80003,329,1
2,8,813,2,2094,80004,302,1
2,8,813,2,2094,80004,304,2
2,8,813,2,2094,80004,305,1
2,8,813,2,2094,80004,306,2
2,8,813,2,2094,80004,307,1
2,8,813,2,2094,80004,311,1
2,8,813,2,2094,80004,312,1
2,8,813,2,2094,80004,318,1
2,8,813,2,2094,80004,319,1
2,8,813,2,2094,80004,321,1
2,8,813,2,2094,80004,322,1
2,8,813,2,2094,80004,323,1
2,8,813,2,2094,80004,326,1
2,8,813,2,2094,80004,327,1
2,8,813,2,2094,80004,329,1
2,8,813,2,2094,80004,330,1
2,8,813,2,2094,80004,331,1
2,8,813,2,2094,80005,302,1
2,8,813,2,2094,80005,304,5
2,8,813,2,2094,80005,305,5
2,8,813,2,2094,80005,306,1
2,8,813,2,2094,80005,313,1
2,8,813,2,2094,80005,320,1
2,8,813,2,2094,80005,321,2
2,8,813,2,2094,80005,322,1
2,8,813,2,2094,80005,327,2
2,8,813,2,2094,80005,329,2
2,8,813,2,2094,80006,302,2
2,8,813,2,2094,80006,304,1
2,8,813,2,2094,80006,305,1
2,8,813,2,2094,80006,306,4
2,8,813,2,2094,80006,312,1
2,8,813,2,2094,80006,313,1
2,8,813,2,2094,80006,317,1
2,8,813,2,2094,80006,321,2
2,8,813,2,2094,80006,323,1
2,8,813,2,2094,80006,326,1
2,8,813,2,2094,80006,327,1
2,8,813,2,2094,80006,331,1
2,8,813,2,2094,80007,302,2
2,8,813,2,2094,80007,304,2
2,8,813,2,2094,80007,305,2
2,8,813,2,2094,80007,306,3
2,8,813,2,2094,80008,304,1
2,8,813,2,2094,80008,306,1
2,8,813,2,2094,80008,326,1
2,8,813,2,2094,80009,304,1
2,8,813,2,2094,80009,311,1
2,8,813,2,2094,80009,321,1
2,8,813,2,2094,80009,324,1
2,8,813,2,2094,80009,326,1
2,8,813,2,2094,80010,302,3
2,8,813,2,2094,80010,304,1
2,8,813,2,2094,80010,305,1
2,8,813,2,2094,80010,306,2
2,8,813,2,2094,80010,320,1
2,8,813,2,2094,80010,321,1
2,8,813,2,2094,80010,322,1
2,8,813,2,2094,80010,327,1
2,8,821,1,1448,80011,304,2
2,8,821,1,1448,80011,305,2
2,8,821,1,1448,80011,306,1
2,8,821,1,1448,80011,322,1
2,8,821,1,1448,80012,304,1
2,8,821,1,1448,80012,305,1
2,8,821,1,1448,80012,306,2
2,8,821,1,1448,80012,317,1
2,8,821,1,1448,80012,323,1
2,8,821,1,1448,80013,306,2
2,8,821,1,1448,80014,303,1
2,8,821,1,1448,80014,304,2
2,8,821,1,1448,80014,305,2
2,8,821,1,1448,80014,306,2
2,8,821,1,1448,80014,307,2
2,8,821,1,1448,80014,308,2
2,8,821,1,1448,80014,309,2
2,8,821,1,1448,80014,310,2
2,8,821,1,1448,80014,311,2
2,8,821,1,1448,80014,312,2
2,8,821,1,1448,80014,313,2
2,8,821,1,1448,80014,314,2
2,8,821,1,1448,80014,315,2
2,8,821,1,1448,80014,316,2
2,8,821,1,1448,80014,317,2
2,8,821,1,1448,80014,318,2
2,8,821,1,1448,80014,319,2
2,8,821,1,1448,80014,320,2
2,8,821,1,1448,80014,321,2
2,8,821,1,1448,80014,322,2
2,8,821,1,1448,80014,323,2
2,8,821,1,1448,80014,324,2
2,8,821,1,1448,80014,325,2
2,8,821,1,1448,80014,326,2
2,8,821,1,1448,80014,327,2
2,8,821,1,1448,80014,328,2
2,8,821,1,1448,80014,329,2
2,8,821,1,1448,80014,330,2
2,8,821,1,1448,80014,331,2
2,8,821,1,1448,80014,332,2
2,8,821,1,1448,80015,304,2
2,8,821,1,1448,80015,317,1
2,8,821,1,1448,80015,322,1
2,8,821,1,1448,80016,303,1
2,8,821,1,1448,80016,304,2
2,8,821,1,1448,80016,305,1
2,8,821,1,1448,80016,306,3
2,8,821,1,1448,80016,322,1
2,8,821,1,1448,80016,323,1
2,8,821,1,1448,80017,302,20
2,8,821,1,1448,80017,303,1
2,8,821,1,1448,80017,304,1
2,8,821,1,1448,80017,305,3
2,8,821,1,1448,80017,326,2
2,8,821,1,1448,80018,302,3
2,8,821,1,1448,80018,304,2
2,8,821,1,1448,80018,305,2
2,8,821,1,1448,80018,306,4
2,8,821,1,1448,80018,318,1
2,8,821,1,1448,80018,322,1
2,8,821,1,1448,80019,302,1
2,8,821,1,1448,80019,303,2
2,8,821,1,1448,80019,304,1
2,8,821,1,1448,80019,305,1
2,8,821,1,1448,80019,306,5
2,8,821,1,1448,80020,302,2
2,8,821,1,1448,80020,304,2
2,8,821,1,1448,80020,305,1
2,8,821,1,1448,80020,306,2
2,8,821,1,5062,80021,301,2
2,8,821,1,5062,80021,303,1
2,8,821,1,5062,80021,304,1
2,8,821,1,5062,80021,305,1
2,8,821,1,5062,80021,306,2
2,8,821,1,5062,80021,307,1
2,8,821,1,5062,80021,312,1
2,8,821,1,5062,80021,326,1
2,8,821,1,5062,80021,327,1
2,8,821,1,5062,80022,304,2
2,8,821,1,5062,80022,305,1
2,8,821,1,5062,80022,306,2
2,8,821,1,5062,80022,312,1
2,8,821,1,5062,80023,304,1
2,8,821,1,5062,80023,305,1
2,8,821,1,5062,80023,306,3
2,8,821,1,5062,80023,307,1
2,8,821,1,5062,80023,319,1
2,8,821,1,5062,80023,320,1
2,8,821,1,5062,80023,321,1
2,8,821,1,5062,80023,322,1
2,8,821,1,5062,80023,327,2
2,8,821,1,5062,80024,304,1
2,8,821,1,5062,80024,305,1
2,8,821,1,5062,80024,318,1
2,8,821,1,5062,80024,323,1
2,8,821,1,5062,80025,302,2
2,8,821,1,5062,80025,304,3
2,8,821,1,5062,80025,305,2
2,8,821,1,5062,80025,306,7
2,8,821,1,5062,80025,307,1
2,8,821,1,5062,80025,327,1
2,8,821,1,5062,80026,301,1
2,8,821,1,5062,80026,304,2
2,8,821,1,5062,80026,306,3
2,8,821,1,5062,80026,307,1
2,8,821,1,5062,80026,312,1
2,8,821,1,5062,80026,314,9
2,8,821,1,5062,80026,321,3
2,8,821,1,5062,80026,322,1
2,8,821,1,5062,80026,323,1
2,8,821,1,5062,80026,327,1
2,8,821,1,5062,80026,329,1
2,8,821,1,5062,80027,304,1
2,8,821,1,5062,80027,305,1
2,8,821,1,5062,80027,306,1
2,8,821,1,5062,80027,307,1
2,8,821,1,5062,80027,312,1
2,8,821,1,5062,80027,320,1
2,8,821,1,5062,80027,321,1
2,8,821,1,5062,80027,327,1
2,8,821,1,5062,80027,330,1
2,8,821,1,5062,80028,302,4
2,8,821,1,5062,80028,304,4
2,8,821,1,5062,80028,305,2
2,8,821,1,5062,80028,306,6
2,8,821,1,5062,80028,318,1
2,8,821,1,5062,80028,321,2
2,8,821,1,5062,80028,322,3
2,8,821,1,5062,80028,327,2
2,8,821,1,5062,80028,329,1
2,8,821,1,5062,80029,304,1
2,8,821,1,5062,80029,305,1
2,8,821,1,5062,80029,306,1
2,8,821,1,5062,80030,302,1
2,8,821,1,5062,80030,304,1
2,8,821,1,5062,80030,306,3
2,8,821,1,5062,80030,318,1
2,8,821,1,5062,80030,322,1
2,8,821,1,5062,80030,326,1
2,8,816,2,1270,80031,304,1
2,8,816,2,1270,80031,305,1
2,8,816,2,1270,80031,306,6
2,8,816,2,1270,80031,311,1
2,8,816,2,1270,80031,312,1
2,8,816,2,1270,80031,316,1
2,8,816,2,1270,80031,317,1
2,8,816,2,1270,80031,326,1
2,8,816,2,1270,80032,304,2
2,8,816,2,1270,80032,305,1
2,8,816,2,1270,80032,306,1
2,8,816,2,1270,80032,322,1
2,8,816,2,1270,80033,301,1
2,8,816,2,1270,80033,304,1
2,8,816,2,1270,80033,306,3
2,8,816,2,1270,80034,302,2
2,8,816,2,1270,80034,303,1
2,8,816,2,1270,80034,304,3
2,8,816,2,1270,80034,305,3
2,8,816,2,1270,80034,306,3
2,8,816,2,1270,80034,317,1
2,8,816,2,1270,80035,301,1
2,8,816,2,1270,80035,304,1
2,8,816,2,1270,80035,305,1
2,8,816,2,1270,80035,306,5
2,8,816,2,1270,80035,326,1
2,8,816,2,1270,80036,304,2
2,8,816,2,1270,80036,305,1
2,8,816,2,1270,80036,306,4
2,8,816,2,1270,80037,304,2
2,8,816,2,1270,80037,305,2
2,8,816,2,1270,80037,306,5
2,8,816,2,1270,80037,317,1
2,8,816,2,1270,80037,318,1
2,8,816,2,1270,80037,322,1
2,8,816,2,1270,80038,304,1
2,8,816,2,1270,80038,305,1
2,8,816,2,1270,80038,317,1
2,8,816,2,1270,80039,303,2
2,8,816,2,1270,80039,304,1
2,8,816,2,1270,80039,305,4
2,8,816,2,1270,80040,303,1
2,8,816,2,1270,80040,304,2
2,8,816,2,1270,80040,305,2
2,8,816,2,1270,80040,306,1
2,8,816,2,1270,80040,317,1
2,8,816,2,1270,80040,318,1
2,8,816,2,1270,80040,323,1
2,8,816,2,1270,80040,326,1
2,8,803,1,944,80041,302,2
2,8,803,1,944,80041,304,1
2,8,803,1,944,80041,305,1
2,8,803,1,944,80041,306,5
2,8,803,1,944,80041,311,1
2,8,803,1,944,80041,317,2
2,8,803,1,944,80041,318,3
2,8,803,1,944,80041,320,1
2,8,803,1,944,80041,321,1
2,8,803,1,944,80041,322,2
2,8,803,1,944,80041,323,1
2,8,803,1,944,80041,326,1
2,8,803,1,944,80041,327,2
2,8,803,1,944,80041,329,2
2,8,803,1,944,80042,302,1
2,8,803,1,944,80042,303,1
2,8,803,1,944,80042,304,1
2,8,803,1,944,80042,306,1
2,8,803,1,944,80042,317,1
2,8,803,1,944,80042,318,1
2,8,803,1,944,80042,320,1
2,8,803,1,944,80042,321,1
2,8,803,1,944,80042,322,1
2,8,803,1,944,80042,325,1
2,8,803,1,944,80042,326,1
2,8,803,1,944,80042,328,1
2,8,803,1,944,80043,301,1
2,8,803,1,944,80043,304,2
2,8,803,1,944,80043,305,2
2,8,803,1,944,80043,306,3
2,8,803,1,944,80043,311,1
2,8,803,1,944,80043,322,3
2,8,803,1,944,80043,326,1
2,8,803,1,944,80043,327,1
2,8,803,1,944,80043,329,1
2,8,803,1,944,80044,301,1
2,8,803,1,944,80044,302,1
2,8,803,1,944,80044,303,1
2,8,803,1,944,80044,304,2
2,8,803,1,944,80044,305,1
2,8,803,1,944,80044,306,1
2,8,803,1,944,80044,311,1
2,8,803,1,944,80044,317,1
2,8,803,1,944,80044,318,1
2,8,803,1,944,80044,320,1
2,8,803,1,944,80044,321,1
2,8,803,1,944,80044,322,1
2,8,803,1,944,80044,323,1
2,8,803,1,944,80044,326,1
2,8,803,1,944,80044,327,1
2,8,803,1,944,80044,329,1
2,8,803,1,944,80045,301,1
2,8,803,1,944,80045,302,1
2,8,803,1,944,80045,303,2
2,8,803,1,944,80045,304,2
2,8,803,1,944,80045,305,1
2,8,803,1,944,80045,306,1
2,8,803,1,944,80045,311,1
2,8,803,1,944,80045,321,1
2,8,803,1,944,80045,326,1
2,8,803,1,944,80045,327,1
2,8,803,1,944,80046,302,2
2,8,803,1,944,80046,304,2
2,8,803,1,944,80046,305,1
2,8,803,1,944,80046,306,5
2,8,803,1,944,80046,309,1
2,8,803,1,944,80046,314,2
2,8,803,1,944,80046,315,1
2,8,803,1,944,80046,318,1
2,8,803,1,944,80046,319,1
2,8,803,1,944,80046,321,1
2,8,803,1,944,80047,304,1
2,8,803,1,944,80047,305,1
2,8,803,1,944,80047,306,2
2,8,803,1,944,80047,310,1
2,8,803,1,944,80047,317,2
2,8,803,1,944,80047,320,1
2,8,803,1,944,80047,322,10
2,8,803,1,944,80047,326,1
2,8,803,1,944,80047,327,1
2,8,803,1,944,80047,329,1
2,8,803,1,944,80048,304,1
2,8,803,1,944,80048,306,3
2,8,803,1,944,80048,317,1
2,8,803,1,944,80048,322,1
2,8,803,1,944,80048,326,1
2,8,803,1,944,80049,304,2
2,8,803,1,944,80049,305,2
2,8,803,1,944,80049,306,2
2,8,803,1,944,80049,318,1
2,8,803,1,944,80049,322,2
2,8,803,1,944,80049,326,2
2,8,803,1,944,80049,327,1
2,8,803,1,944,80050,304,1
2,8,803,1,944,80050,305,1
2,8,803,1,944,80050,306,1
2,8,803,1,944,80050,307,1
2,8,803,1,944,80050,311,1
2,8,803,1,944,80050,317,1
2,8,803,1,944,80050,320,1
2,8,803,1,944,80050,322,1
2,8,803,1,944,80050,327,1
2,8,811,1,1558,80051,304,3
2,8,811,1,1558,80051,305,2
2,8,811,1,1558,80051,306,4
2,8,811,1,1558,80051,317,1
2,8,811,1,1558,80051,321,1
2,8,811,1,1558,80051,322,1
2,8,811,1,1558,80051,323,1
2,8,811,1,1558,80051,327,1
2,8,811,1,1558,80051,329,1
2,8,811,1,1558,80052,302,1
2,8,811,1,1558,80052,303,2
2,8,811,1,1558,80052,304,3
2,8,811,1,1558,80052,305,1
2,8,811,1,1558,80052,306,5
2,8,811,1,1558,80052,321,2
2,8,811,1,1558,80052,322,1
2,8,811,1,1558,80052,323,1
2,8,811,1,1558,80052,326,1
2,8,811,1,1558,80052,327,1
2,8,811,1,1558,80052,329,1
2,8,811,1,1558,80052,331,1
2,8,811,1,1558,80053,304,2
2,8,811,1,1558,80053,305,1
2,8,811,1,1558,80053,306,6
2,8,811,1,1558,80053,317,1
2,8,811,1,1558,80054,302,4
2,8,811,1,1558,80054,304,2
2,8,811,1,1558,80054,305,2
2,8,811,1,1558,80054,306,4
2,8,811,1,1558,80054,317,2
2,8,811,1,1558,80054,318,1
2,8,811,1,1558,80054,320,1
2,8,811,1,1558,80054,322,1
2,8,811,1,1558,80054,323,1
2,8,811,1,1558,80054,326,1
2,8,811,1,1558,80055,304,2
2,8,811,1,1558,80055,305,1
2,8,811,1,1558,80055,306,1
2,8,811,1,1558,80055,322,1
2,8,811,1,1558,80056,304,1
2,8,811,1,1558,80056,305,1
2,8,811,1,1558,80056,322,1
2,8,811,1,1558,80057,302,1
2,8,811,1,1558,80057,303,1
2,8,811,1,1558,80057,304,2
2,8,811,1,1558,80057,305,2
2,8,811,1,1558,80057,306,3
2,8,811,1,1558,80057,326,1
2,8,811,1,1558,80058,304,2
2,8,811,1,1558,80058,305,3
2,8,811,1,1558,80058,306,2
2,8,811,1,1558,80058,317,2
2,8,811,1,1558,80058,322,1
2,8,811,1,1558,80059,304,3
2,8,811,1,1558,80059,305,1
2,8,811,1,1558,80059,306,5
2,8,811,1,1558,80059,317,1
2,8,811,1,1558,80059,322,2
2,8,811,1,1558,80059,326,1
2,8,811,1,1558,80060,304,2
2,8,811,1,1558,80060,306,1
2,8,811,1,1558,80060,317,1
2,8,811,1,1558,80060,323,1
2,8,811,2,390,80061,302,2
2,8,811,2,390,80061,303,1
2,8,811,2,390,80061,304,4
2,8,811,2,390,80061,305,3
2,8,811,2,390,80061,306,7
2,8,811,2,390,80061,317,3
2,8,811,2,390,80061,318,1
2,8,811,2,390,80061,320,1
2,8,811,2,390,80061,322,2
2,8,811,2,390,80061,323,2
2,8,811,2,390,80061,326,2
2,8,811,2,390,80062,304,2
2,8,811,2,390,80062,305,2
2,8,811,2,390,80062,306,6
2,8,811,2,390,80062,317,1
2,8,811,2,390,80062,320,1
2,8,811,2,390,80062,323,1
2,8,811,2,390,80063,301,1
2,8,811,2,390,80063,304,4
2,8,811,2,390,80063,305,4
2,8,811,2,390,80063,306,1
2,8,811,2,390,80063,307,1
2,8,811,2,390,80063,317,1
2,8,811,2,390,80064,301,1
2,8,811,2,390,80064,302,1
2,8,811,2,390,80064,304,1
2,8,811,2,390,80064,305,1
2,8,811,2,390,80064,317,1
2,8,811,2,390,80064,322,1
2,8,811,2,390,80064,323,1
2,8,811,2,390,80065,306,2
2,8,811,2,390,80065,322,1
2,8,811,2,390,80066,304,1
2,8,811,2,390,80066,306,1
2,8,811,2,390,80067,304,2
2,8,811,2,390,80067,305,1
2,8,811,2,390,80067,306,5
2,8,811,2,390,80067,317,1
2,8,811,2,390,80068,301,1
2,8,811,2,390,80068,302,2
2,8,811,2,390,80068,304,3
2,8,811,2,390,80068,305,3
2,8,811,2,390,80068,306,4
2,8,811,2,390,80068,307,2
2,8,811,2,390,80068,308,2
2,8,811,2,390,80068,309,2
2,8,811,2,390,80068,310,2
2,8,811,2,390,80068,311,2
2,8,811,2,390,80068,312,2
2,8,811,2,390,80068,313,2
2,8,811,2,390,80068,314,2
2,8,811,2,390,80068,315,2
2,8,811,2,390,80068,316,2
2,8,811,2,390,80068,317,1
2,8,811,2,390,80068,318,1
2,8,811,2,390,80068,322,1
2,8,811,2,390,80068,326,1
2,8,811,2,390,80069,302,1
2,8,811,2,390,80069,303,1
2,8,811,2,390,80069,304,1
2,8,811,2,390,80069,305,1
2,8,811,2,390,80069,306,2
2,8,811,2,390,80069,307,2
2,8,811,2,390,80069,322,1
2,8,811,2,390,80069,323,1
2,8,811,2,390,80070,304,2
2,8,811,2,390,80070,305,1
2,8,811,2,390,80070,306,3
2,8,811,2,390,80070,307,1
2,8,811,2,390,80070,317,1
2,8,811,2,390,80070,318,1
2,8,811,2,390,80070,322,1
2,8,811,2,390,80070,323,1
2,8,802,2,1152,80071,301,1
2,8,802,2,1152,80071,304,3
2,8,802,2,1152,80071,305,2
2,8,802,2,1152,80071,306,1
2,8,802,2,1152,80071,322,1
2,8,802,2,1152,80071,326,1
2,8,802,2,1152,80072,301,1
2,8,802,2,1152,80072,302,2
2,8,802,2,1152,80072,303,2
2,8,802,2,1152,80072,304,10
2,8,802,2,1152,80072,305,10
2,8,802,2,1152,80072,306,4
2,8,802,2,1152,80072,312,1
2,8,802,2,1152,80072,317,2
2,8,802,2,1152,80072,318,3
2,8,802,2,1152,80072,320,2
2,8,802,2,1152,80072,321,2
2,8,802,2,1152,80072,322,1
2,8,802,2,1152,80072,326,1
2,8,802,2,1152,80072,327,2
2,8,802,2,1152,80072,329,1
2,8,802,2,1152,80072,330,2
2,8,802,2,1152,80073,304,1
2,8,802,2,1152,80073,305,1
2,8,802,2,1152,80073,306,1
2,8,802,2,1152,80074,304,3
2,8,802,2,1152,80074,305,3
2,8,802,2,1152,80074,306,6
2,8,802,2,1152,80074,321,1
2,8,802,2,1152,80074,322,1
2,8,802,2,1152,80074,327,1
2,8,802,2,1152,80074,329,1
2,8,802,2,1152,80075,304,1
2,8,802,2,1152,80075,305,2
2,8,802,2,1152,80075,306,1
2,8,802,2,1152,80075,317,1
2,8,802,2,1152,80075,322,1
2,8,802,2,1152,80076,303,1
2,8,802,2,1152,80076,306,3
2,8,802,2,1152,80076,317,1
2,8,802,2,1152,80076,322,2
2,8,802,2,1152,80076,323,1
2,8,802,2,1152,80077,304,1
2,8,802,2,1152,80077,305,2
2,8,802,2,1152,80077,306,3
2,8,802,2,1152,80078,305,1
2,8,802,2,1152,80078,306,8
2,8,802,2,1152,80078,310,1
2,8,802,2,1152,80078,317,1
2,8,802,2,1152,80078,321,1
2,8,802,2,1152,80078,325,1
2,8,802,2,1152,80079,302,2
2,8,802,2,1152,80079,304,2
2,8,802,2,1152,80079,305,1
2,8,802,2,1152,80079,306,6
2,8,802,2,1152,80079,317,2
2,8,802,2,1152,80079,318,1
2,8,802,2,1152,80079,322,1
2,8,802,2,1152,80079,323,1
2,8,802,2,1152,80079,326,1
2,8,802,2,1152,80080,302,2
2,8,802,2,1152,80080,304,3
2,8,802,2,1152,80080,305,3
2,8,802,2,1152,80080,306,1
2,8,802,2,1152,80080,317,1
2,8,812,2,866,80081,301,1
2,8,812,2,866,80081,304,3
2,8,812,2,866,80081,305,2
2,8,812,2,866,80081,306,2
2,8,812,2,866,80081,322,2
2,8,812,2,866,80081,326,1
2,8,812,2,866,80082,302,2
2,8,812,2,866,80082,304,4
2,8,812,2,866,80082,305,4
2,8,812,2,866,80082,306,2
2,8,812,2,866,80082,322,1
2,8,812,2,866,80083,302,3
2,8,812,2,866,80083,303,2
2,8,812,2,866,80083,304,3
2,8,812,2,866,80083,305,2
2,8,812,2,866,80083,326,1
2,8,812,2,866,80084,302,2
2,8,812,2,866,80084,303,1
2,8,812,2,866,80084,304,5
2,8,812,2,866,80084,305,4
2,8,812,2,866,80084,306,4
2,8,812,2,866,80084,311,2
2,8,812,2,866,80084,318,1
2,8,812,2,866,80084,319,2
2,8,812,2,866,80084,320,1
2,8,812,2,866,80084,322,1
2,8,812,2,866,80084,323,1
2,8,812,2,866,80084,326,1
2,8,812,2,866,80085,302,2
2,8,812,2,866,80085,304,3
2,8,812,2,866,80085,305,2
2,8,812,2,866,80085,306,1
2,8,812,2,866,80085,322,2
2,8,812,2,866,80085,323,1
2,8,812,2,866,80086,304,2
2,8,812,2,866,80086,305,2
2,8,812,2,866,80086,306,2
2,8,812,2,866,80087,304,1
2,8,812,2,866,80087,305,1
2,8,812,2,866,80087,306,1
2,8,812,2,866,80087,322,1
2,8,812,2,866,80088,304,3
2,8,812,2,866,80088,305,3
2,8,812,2,866,80088,306,5
2,8,812,2,866,80088,307,1
2,8,812,2,866,80088,322,1
2,8,812,2,866,80089,302,2
2,8,812,2,866,80089,304,5
2,8,812,2,866,80089,305,2
2,8,812,2,866,80089,306,5
2,8,812,2,866,80089,322,2
2,8,812,2,866,80089,323,2
2,8,812,2,866,80089,326,1
2,8,812,2,866,80090,302,2
2,8,812,2,866,80090,304,4
2,8,812,2,866,80090,305,4
2,8,812,2,866,80090,306,6
2,8,805,2,46,80091,301,3
2,8,805,2,46,80091,303,3
2,8,805,2,46,80091,304,6
2,8,805,2,46,80091,305,4
2,8,805,2,46,80091,306,5
2,8,805,2,46,80091,307,1
2,8,805,2,46,80091,311,2
2,8,805,2,46,80091,312,1
2,8,805,2,46,80091,318,1
2,8,805,2,46,80091,319,1
2,8,805,2,46,80091,321,3
2,8,805,2,46,80091,322,3
2,8,805,2,46,80091,326,2
2,8,805,2,46,80091,327,1
2,8,805,2,46,80091,328,1
2,8,805,2,46,80091,329,2
2,8,805,2,46,80091,330,1
2,8,805,2,46,80092,304,1
2,8,805,2,46,80092,305,1
2,8,805,2,46,80092,306,3
2,8,805,2,46,80092,311,1
2,8,805,2,46,80092,319,3
2,8,805,2,46,80092,321,2
2,8,805,2,46,80092,322,1
2,8,805,2,46,80092,326,1
2,8,805,2,46,80092,327,1
2,8,805,2,46,80092,330,1
2,8,805,2,46,80093,304,1
2,8,805,2,46,80093,305,1
2,8,805,2,46,80094,301,1
2,8,805,2,46,80094,302,1
2,8,805,2,46,80094,304,3
2,8,805,2,46,80094,305,2
2,8,805,2,46,80094,306,3
2,8,805,2,46,80094,307,1
2,8,805,2,46,80094,312,1
2,8,805,2,46,80094,317,1
2,8,805,2,46,80094,320,1
2,8,805,2,46,80094,321,1
2,8,805,2,46,80094,322,1
2,8,805,2,46,80094,326,1
2,8,805,2,46,80094,327,1
2,8,805,2,46,80094,329,1
2,8,805,2,46,80094,330,1
2,8,805,2,46,80094,332,3
2,8,805,2,46,80095,301,1
2,8,805,2,46,80095,302,6
2,8,805,2,46,80095,304,1
2,8,805,2,46,80095,305,2
2,8,805,2,46,80095,306,3
2,8,805,2,46,80095,311,2
2,8,805,2,46,80095,312,1
2,8,805,2,46,80095,318,1
2,8,805,2,46,80095,320,1
2,8,805,2,46,80095,321,2
2,8,805,2,46,80095,322,1
2,8,805,2,46,80095,326,1
2,8,805,2,46,80095,327,1
2,8,805,2,46,80095,329,1
2,8,805,2,46,80096,302,3
2,8,805,2,46,80096,304,1
2,8,805,2,46,80096,305,1
2,8,805,2,46,80096,306,1
2,8,805,2,46,80096,311,1
2,8,805,2,46,80096,321,1
2,8,805,2,46,80096,322,1
2,8,805,2,46,80096,323,1
2,8,805,2,46,80096,326,1
2,8,805,2,46,80096,327,1
2,8,805,2,46,80096,329,1
2,8,805,2,46,80097,302,2
2,8,805,2,46,80097,304,2
2,8,805,2,46,80097,305,1
2,8,805,2,46,80097,306,2
2,8,805,2,46,80097,309,1
2,8,805,2,46,80097,311,1
2,8,805,2,46,80097,312,2
2,8,805,2,46,80097,318,1
2,8,805,2,46,80097,320,1
2,8,805,2,46,80097,321,1
2,8,805,2,46,80097,322,1
2,8,805,2,46,80097,323,1
2,8,805,2,46,80097,326,2
2,8,805,2,46,80097,327,1
2,8,805,2,46,80097,329,2
2,8,805,2,46,80098,302,4
2,8,805,2,46,80098,304,7
2,8,805,2,46,80098,305,3
2,8,805,2,46,80098,306,4
2,8,805,2,46,80098,307,1
2,8,805,2,46,80098,309,1
2,8,805,2,46,80098,311,1
2,8,805,2,46,80098,313,1
2,8,805,2,46,80098,318,1
2,8,805,2,46,80098,320,1
2,8,805,2,46,80098,321,3
2,8,805,2,46,80098,322,1
2,8,805,2,46,80098,323,1
2,8,805,2,46,80098,326,1
2,8,805,2,46,80098,327,1
2,8,805,2,46,80098,330,1
2,8,805,2,46,80099,301,1
2,8,805,2,46,80099,304,4
2,8,805,2,46,80099,305,4
2,8,805,2,46,80099,306,5
2,8,805,2,46,80099,318,1
2,8,805,2,46,80099,322,1
2,8,805,2,46,80100,302,1
2,8,805,2,46,80100,304,3
2,8,805,2,46,80100,305,2
2,8,805,2,46,80100,306,2
2,8,805,2,46,80100,310,1
2,8,805,2,46,80100,311,1
2,8,805,2,46,80100,312,1
2,8,805,2,46,80100,317,1
2,8,805,2,46,80100,321,2
2,8,805,2,46,80100,322,1
