"zone","state","lga","sector","ea","hhid","item_cd","s5q1"
4,1,111,1,1146,10035,312,1
4,1,111,1,1146,10035,320,1
4,1,111,1,1146,10035,321,1
4,1,111,1,1146,10035,322,1
4,1,111,1,1146,10035,323,1
4,1,111,1,1146,10035,326,1
4,1,111,1,1146,10035,327,1
4,1,111,1,1146,10035,329,1
4,1,111,1,1146,10036,301,1
4,1,111,1,1146,10036,303,1
4,1,111,1,1146,10036,304,4
4,1,111,1,1146,10036,305,3
4,1,111,1,1146,10036,307,1
4,1,111,1,1146,10036,311,2
4,1,111,1,1146,10036,312,1
4,1,111,1,1146,10036,313,1
4,1,111,1,1146,10036,321,3
4,1,111,1,1146,10036,323,1
4,1,111,1,1146,10036,324,1
4,1,111,1,1146,10036,326,1
4,1,111,1,1146,10036,327,1
4,1,111,1,1146,10036,329,1
4,1,111,1,1146,10037,304,1
4,1,111,1,1146,10037,305,1
4,1,111,1,1146,10037,306,1
4,1,111,1,1146,10037,311,2
4,1,111,1,1146,10038,301,1
4,1,111,1,1146,10038,303,1
4,1,111,1,1146,10038,304,3
4,1,111,1,1146,10038,305,2
4,1,111,1,1146,10038,311,1
4,1,111,1,1146,10038,312,1
4,1,111,1,1146,10038,313,1
4,1,111,1,1146,10038,320,1
4,1,111,1,1146,10038,321,3
4,1,111,1,1146,10038,327,1
4,1,111,1,1146,10038,329,1
4,1,111,1,1146,10038,332,1
4,1,111,1,1146,10039,301,1
4,1,111,1,1146,10039,303,1
4,1,111,1,1146,10039,304,3
4,1,111,1,1146,10039,305,3
4,1,111,1,1146,10039,306,1
4,1,111,1,1146,10039,311,2
4,1,111,1,1146,10039,312,1
4,1,111,1,1146,10039,320,1
4,1,111,1,1146,10039,321,2
4,1,111,1,1146,10039,322,1
4,1,111,1,1146,10039,326,1
4,1,111,1,1146,10039,327,1
4,1,111,1,1146,10039,329,1
4,1,111,1,1146,10040,301,1
4,1,111,1,1146,10040,303,1
4,1,111,1,1146,10040,304,2
4,1,111,1,1146,10040,311,1
4,1,111,1,1146,10040,312,1
4,1,111,1,1146,10040,320,1
4,1,111,1,1146,10040,321,2
4,1,111,1,1146,10040,322,1
4,1,111,1,1146,10040,326,1
4,1,111,1,1146,10040,327,1
4,1,111,1,1146,10040,329,1
4,1,102,1,536,10041,301,1
4,1,102,1,536,10041,302,2
4,1,102,1,536,10041,303,2
4,1,102,1,536,10041,304,3
4,1,102,1,536,10041,305,3
4,1,102,1,536,10041,307,1
4,1,102,1,536,10041,311,2
4,1,102,1,536,10041,312,1
4,1,102,1,536,10041,319,1
4,1,102,1,536,10041,321,3
4,1,102,1,536,10041,322,1
4,1,102,1,536,10041,326,2
4,1,102,1,536,10041,327,1
4,1,102,1,536,10042,304,1
4,1,102,1,536,10042,311,1
4,1,102,1,536,10042,321,1
4,1,102,1,536,10042,322,1
4,1,102,1,536,10042,327,1
4,1,102,1,536,10043,302,6
4,1,102,1,536,10043,303,1
4,1,102,1,536,10043,304,1
4,1,102,1,536,10043,305,1
4,1,102,1,536,10043,306,2
4,1,102,1,536,10043,311,1
4,1,102,1,536,10043,318,1
4,1,102,1,536,10043,321,1
4,1,102,1,536,10043,326,1
4,1,102,1,536,10043,327,1
4,1,102,1,536,10044,302,4
4,1,102,1,536,10044,303,1
4,1,102,1,536,10044,304,1
4,1,102,1,536,10044,305,1
4,1,102,1,536,10044,311,1
4,1,102,1,536,10044,321,1
4,1,102,1,536,10044,322,1
4,1,102,1,536,10044,327,1
4,1,102,1,536,10045,301,1
4,1,102,1,536,10045,302,2
4,1,102,1,536,10045,303,1
4,1,102,1,536,10045,304,2
4,1,102,1,536,10045,305,2
4,1,102,1,536,10045,306,1
4,1,102,1,536,10045,311,1
4,1,102,1,536,10045,312,1
4,1,102,1,536,10045,319,1
4,1,102,1,536,10045,320,1
4,1,102,1,536,10045,321,1
4,1,102,1,536,10045,322,1
4,1,102,1,536,10045,323,1
4,1,102,1,536,10045,324,1
4,1,102,1,536,10045,326,1
4,1,102,1,536,10045,327,1
4,1,102,1,536,10045,329,1
4,1,102,1,536,10046,301,1
4,1,102,1,536,10046,303,1
4,1,102,1,536,10046,304,1
4,1,102,1,536,10046,305,1
4,1,102,1,536,10046,306,1
4,1,102,1,536,10046,311,1
4,1,102,1,536,10046,312,1
4,1,102,1,536,10046,320,1
4,1,102,1,536,10046,321,2
4,1,102,1,536,10046,322,1
4,1,102,1,536,10046,326,1
4,1,102,1,536,10046,327,1
4,1,102,1,536,10046,329,1
4,1,102,1,536,10046,330,1
4,1,102,1,536,10047,301,1
4,1,102,1,536,10047,303,2
4,1,102,1,536,10047,304,3
4,1,102,1,536,10047,305,3
4,1,102,1,536,10047,306,1
4,1,102,1,536,10047,311,1
4,1,102,1,536,10047,312,1
4,1,102,1,536,10047,321,3
4,1,102,1,536,10047,326,1
4,1,102,1,536,10047,327,1
4,1,102,1,536,10047,329,1
4,1,102,1,536,10048,302,1
4,1,102,1,536,10048,303,1
4,1,102,1,536,10048,304,1
4,1,102,1,536,10048,305,1
4,1,102,1,536,10048,311,1
4,1,102,1,536,10048,320,1
4,1,102,1,536,10048,321,1
4,1,102,1,536,10048,322,1
4,1,102,1,536,10048,327,1
4,1,102,1,536,10048,329,1
4,1,102,1,536,10049,304,1
4,1,102,1,536,10049,306,1
4,1,102,1,536,10049,307,1
4,1,102,1,536,10049,311,1
4,1,102,1,536,10049,322,1
4,1,102,1,536,10049,326,1
4,1,102,1,536,10050,302,1
4,1,102,1,536,10050,304,1
4,1,102,1,536,10050,305,1
4,1,102,1,536,10050,306,1
4,1,102,1,536,10050,311,1
4,1,102,1,536,10050,322,1
4,1,102,1,536,10050,326,1
4,1,102,1,1690,10051,301,1
4,1,102,1,1690,10051,303,1
4,1,102,1,1690,10051,304,1
4,1,102,1,1690,10051,311,1
4,1,102,1,1690,10051,321,1
4,1,102,1,1690,10051,327,1
4,1,102,1,1690,10052,302,3
4,1,102,1,1690,10052,303,1
4,1,102,1,1690,10052,304,2
4,1,102,1,1690,10052,305,2
4,1,102,1,1690,10052,306,1
4,1,102,1,1690,10052,311,1
4,1,102,1,1690,10052,312,1
4,1,102,1,1690,10052,313,1
4,1,102,1,1690,10052,320,1
4,1,102,1,1690,10052,321,1
4,1,102,1,1690,10052,322,1
4,1,102,1,1690,10052,326,1
4,1,102,1,1690,10052,327,1
4,1,102,1,1690,10053,302,2
4,1,102,1,1690,10053,303,1
4,1,102,1,1690,10053,304,2
4,1,102,1,1690,10053,305,2
4,1,102,1,1690,10053,306,1
4,1,102,1,1690,10053,311,2
4,1,102,1,1690,10053,312,1
4,1,102,1,1690,10053,320,1
4,1,102,1,1690,10053,321,3
4,1,102,1,1690,10053,322,1
4,1,102,1,1690,10053,326,1
4,1,102,1,1690,10053,327,1
4,1,102,1,1690,10053,329,1
4,1,102,1,1690,10054,301,1
4,1,102,1,1690,10054,302,1
4,1,102,1,1690,10054,303,1
4,1,102,1,1690,10054,304,2
4,1,102,1,1690,10054,305,2
4,1,102,1,1690,10054,306,1
4,1,102,1,1690,10054,311,2
4,1,102,1,1690,10054,312,1
4,1,102,1,1690,10054,321,3
4,1,102,1,1690,10054,322,1
4,1,102,1,1690,10054,326,1
4,1,102,1,1690,10054,327,1
4,1,102,1,1690,10054,329,1
4,1,102,1,1690,10055,301,1
4,1,102,1,1690,10055,303,1
4,1,102,1,1690,10055,304,1
4,1,102,1,1690,10055,305,1
4,1,102,1,1690,10055,306,1
4,1,102,1,1690,10055,311,1
4,1,102,1,1690,10055,317,1
4,1,102,1,1690,10055,318,1
4,1,102,1,1690,10055,319,1
4,1,102,1,1690,10055,320,1
4,1,102,1,1690,10055,321,3
4,1,102,1,1690,10055,322,1
4,1,102,1,1690,10055,326,1
4,1,102,1,1690,10055,327,1
4,1,102,1,1690,10055,328,1
4,1,102,1,1690,10055,329,1
4,1,102,1,1690,10056,304,1
4,1,102,1,1690,10056,305,1
4,1,102,1,1690,10056,306,1
4,1,102,1,1690,10056,311,1
4,1,102,1,1690,10056,321,1
4,1,102,1,1690,10056,332,2
4,1,102,1,1690,10057,302,1
4,1,102,1,1690,10057,303,1
4,1,102,1,1690,10057,304,1
4,1,102,1,1690,10057,305,1
4,1,102,1,1690,10057,306,1
4,1,102,1,1690,10057,311,1
4,1,102,1,1690,10057,321,1
4,1,102,1,1690,10057,322,1
4,1,102,1,1690,10058,304,2
4,1,102,1,1690,10058,305,1
4,1,102,1,1690,10058,311,1
4,1,102,1,1690,10058,321,1
4,1,102,1,1690,10058,327,1
4,1,102,1,1690,10059,303,1
4,1,102,1,1690,10059,304,1
4,1,102,1,1690,10059,305,1
4,1,102,1,1690,10059,306,1
4,1,102,1,1690,10059,311,1
4,1,102,1,1690,10059,321,1
4,1,102,1,1690,10059,322,1
4,1,102,1,1690,10059,326,1
4,1,102,1,1690,10060,302,1
4,1,102,1,1690,10060,303,1
4,1,102,1,1690,10060,305,1
4,1,102,1,1690,10060,311,1
4,1,102,1,1690,10060,321,2
4,1,102,1,1690,10060,322,1
4,1,102,1,1690,10060,323,1
4,1,102,1,1690,10060,324,1
4,1,102,1,1690,10060,326,1
4,1,102,1,1690,10060,327,1
4,1,102,1,1690,10060,329,1
4,1,107,2,1044,10061,301,1
4,1,107,2,1044,10061,303,1
4,1,107,2,1044,10061,305,1
4,1,107,2,1044,10061,306,1
4,1,107,2,1044,10061,317,1
4,1,107,2,1044,10061,318,1
4,1,107,2,1044,10061,322,1
4,1,107,2,1044,10062,303,2
4,1,107,2,1044,10062,304,2
4,1,107,2,1044,10062,305,1
4,1,107,2,1044,10062,306,1
4,1,107,2,1044,10062,311,1
4,1,107,2,1044,10062,317,1
4,1,107,2,1044,10062,318,1
4,1,107,2,1044,10062,321,1
4,1,107,2,1044,10062,327,1
4,1,107,2,1044,10063,304,1
4,1,107,2,1044,10063,305,2
4,1,107,2,1044,10063,306,1
4,1,107,2,1044,10063,317,1
4,1,107,2,1044,10064,301,1
4,1,107,2,1044,10064,303,1
4,1,107,2,1044,10064,317,1
4,1,107,2,1044,10064,322,1
4,1,107,2,1044,10065,302,2
4,1,107,2,1044,10065,303,1
4,1,107,2,1044,10065,304,3
4,1,107,2,1044,10065,305,2
4,1,107,2,1044,10065,306,1
4,1,107,2,1044,10065,311,1
4,1,107,2,1044,10065,312,1
4,1,107,2,1044,10065,317,2
4,1,107,2,1044,10065,322,1
4,1,107,2,1044,10065,327,1
4,1,107,2,1044,10066,302,1
4,1,107,2,1044,10066,303,1
4,1,107,2,1044,10066,304,3
4,1,107,2,1044,10066,305,3
4,1,107,2,1044,10066,306,1
4,1,107,2,1044,10066,307,1
4,1,107,2,1044,10066,317,1
4,1,107,2,1044,10066,321,1
4,1,107,2,1044,10066,322,1
4,1,107,2,1044,10066,326,1
4,1,107,2,1044,10067,302,1
4,1,107,2,1044,10067,303,1
4,1,107,2,1044,10067,304,4
4,1,107,2,1044,10067,305,2
4,1,107,2,1044,10067,306,1
4,1,107,2,1044,10067,311,1
4,1,107,2,1044,10067,317,1
4,1,107,2,1044,10067,318,1
4,1,107,2,1044,10068,302,1
4,1,107,2,1044,10068,303,1
4,1,107,2,1044,10068,304,2
4,1,107,2,1044,10068,305,2
4,1,107,2,1044,10068,317,1
4,1,107,2,1044,10068,318,1
4,1,107,2,1044,10068,321,1
4,1,107,2,1044,10068,322,1
4,1,107,2,1044,10068,327,1
4,1,107,2,1044,10068,329,1
4,1,107,2,1044,10069,304,3
4,1,107,2,1044,10069,305,1
4,1,107,2,1044,10069,317,1
4,1,107,2,1044,10070,304,1
4,1,107,2,1044,10070,305,1
4,1,107,2,1044,10070,306,1
4,1,107,2,1044,10070,317,1
4,1,107,2,1044,10070,318,1
4,1,107,2,1044,10070,321,1
4,1,107,2,1044,10070,322,1
4,1,107,2,1044,10070,326,1
4,1,107,2,1044,10070,327,1
4,1,107,2,1044,10070,329,1
4,1,117,2,560,10071,302,1
4,1,117,2,560,10071,303,1
4,1,117,2,560,10071,304,1
4,1,117,2,560,10071,305,1
4,1,117,2,560,10071,306,1
4,1,117,2,560,10071,307,1
4,1,117,2,560,10071,311,1
4,1,117,2,560,10071,322,1
4,1,117,2,560,10072,302,1
4,1,117,2,560,10072,303,1
4,1,117,2,560,10072,304,2
4,1,117,2,560,10072,305,1
4,1,117,2,560,10072,306,1
4,1,117,2,560,10072,311,2
4,1,117,2,560,10072,318,1
4,1,117,2,560,10072,320,1
4,1,117,2,560,10072,322,1
4,1,117,2,560,10072,326,1
4,1,117,2,560,10073,302,1
4,1,117,2,560,10073,304,1
4,1,117,2,560,10073,305,1
4,1,117,2,560,10074,301,1
4,1,117,2,560,10074,303,1
4,1,117,2,560,10074,304,2
4,1,117,2,560,10074,305,2
4,1,117,2,560,10075,302,1
4,1,117,2,560,10075,303,1
4,1,117,2,560,10075,304,1
4,1,117,2,560,10075,305,1
4,1,117,2,560,10075,306,2
4,1,117,2,560,10075,322,1
4,1,117,2,560,10076,302,1
4,1,117,2,560,10076,303,1
4,1,117,2,560,10076,305,1
4,1,117,2,560,10076,332,1
4,1,117,2,560,10077,301,1
4,1,117,2,560,10077,302,1
4,1,117,2,560,10077,303,1
4,1,117,2,560,10077,304,2
4,1,117,2,560,10077,305,2
4,1,117,2,560,10077,322,1
4,1,117,2,560,10078,305,1
4,1,117,2,560,10078,306,1
4,1,117,2,560,10079,304,1
4,1,117,2,560,10079,305,1
4,1,117,2,560,10079,306,1
4,1,117,2,560,10079,322,1
4,1,117,2,560,10080,304,1
4,1,117,2,560,10080,305,1
4,1,117,2,560,10080,306,1
4,1,117,2,560,10080,317,1
4,1,117,2,560,10080,322,1
4,1,117,2,560,10080,326,1
4,1,110,2,76,10081,306,1
4,1,110,2,76,10082,305,1
4,1,110,2,76,10082,306,1
4,1,110,2,76,10083,304,1
4,1,110,2,76,10083,305,1
4,1,110,2,76,10083,321,1
4,1,110,2,76,10083,322,1
4,1,110,2,76,10084,304,1
4,1,110,2,76,10084,305,1
4,1,110,2,76,10084,306,1
4,1,110,2,76,10086,302,1
4,1,110,2,76,10086,306,1
4,1,110,2,76,10087,301,1
4,1,110,2,76,10087,302,1
4,1,110,2,76,10087,304,1
4,1,110,2,76,10088,305,2
4,1,110,2,76,10088,306,2
4,1,110,2,76,10089,304,1
4,1,110,2,76,10089,305,1
4,1,110,2,76,10090,306,1
4,1,105,2,638,10091,301,2
4,1,105,2,638,10091,302,2
4,1,105,2,638,10091,303,2
