"zone","state","lga","sector","ea","hhid","s9q1a","s9q1b","s9q1c","s9q1d","s9q1e","s9q1f","s9q1g","s9q1h","s9q1i","s9q2a","s9q2b","s9q3","s9q4a","s9q4b","s9q4c","s9q5","s9q6a","s9q6b","s9q6c","s9q6d","s9q6e","s9q6f","s9q7a","s9q7b","s9q7c"
6,27,2719,2,100,270086,1,1,1,1,0,0,0,0,0,3,0,1,,,,1,,,,4,5,7,8,5,8
6,27,2719,2,100,270087,1,0,0,2,1,0,0,0,0,2,0,1,,,,1,,,,3,,,9,,
6,27,2719,2,100,270088,0,0,3,3,0,0,0,0,0,2,,1,,,,1,9,10,,1,2,3,1,3,
6,27,2719,2,100,270089,1,1,0,1,0,0,1,0,0,2,,1,,,,1,,,,8,,,5,,
6,27,2719,2,100,270090,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,27,2703,1,1076,270091,3,2,1,1,3,0,2,2,0,2,3,1,,,,2,,,,,,,,,
6,27,2703,1,1076,270092,1,0,0,1,0,0,0,0,0,3,0,1,,,,1,8,,,3,,,9,5,
6,27,2703,1,1076,270093,1,0,2,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
6,27,2703,1,1076,270094,3,0,2,3,0,0,0,3,2,3,,1,,,,2,,,,,,,,,
6,27,2703,1,1076,270095,1,1,1,1,1,0,0,0,0,2,,2,1,3,3,,9,10,11,4,6,9,9,5,4
6,27,2703,1,1076,270096,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
6,27,2703,1,1076,270097,1,1,1,1,2,0,0,0,0,3,7,2,3,2,1,2,,,,,,,,,
6,27,2703,1,1076,270098,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
6,27,2703,1,1076,270099,0,0,0,0,0,0,0,0,0,2,5,1,,,,1,1,,,5,8,9,6,,
6,27,2703,1,1076,270100,0,2,1,3,1,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,27,2707,1,2136,270101,1,0,0,0,0,0,1,0,0,3,,1,,,,1,,,,9,,,5,9,
6,27,2707,1,2136,270102,2,2,1,2,3,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,27,2707,1,2136,270103,0,0,0,0,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,
6,27,2707,1,2136,270104,0,0,0,0,0,1,0,2,0,2,,1,,,,2,,,,,,,,,
6,27,2707,1,2136,270105,3,1,2,1,0,0,0,0,0,2,,2,3,2,,2,,,,,,,,,
6,27,2707,1,2136,270106,3,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,27,2707,1,2136,270107,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,27,2707,1,2136,270108,1,1,1,1,1,0,0,0,0,2,,2,3,3,,2,,,,,,,,,
6,27,2707,1,2136,270109,1,1,1,1,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,27,2707,1,2136,270110,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2806,1,802,280001,0,0,2,3,3,0,0,0,0,3,,1,,,,1,,,,2,5,,5,,
6,28,2806,1,802,280002,0,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,
6,28,2806,1,802,280003,3,2,3,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,
6,28,2806,1,802,280004,0,0,2,0,0,0,0,0,0,2,3,1,,,,1,3,,,7,,,5,1,7
6,28,2806,1,802,280005,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,28,2806,1,802,280006,5,4,3,6,5,0,0,0,0,2,4,2,,1,3,2,,,,,,,,,
6,28,2806,1,802,280007,1,1,2,1,0,1,0,0,0,3,5,1,,,,1,2,,,1,,,9,,
6,28,2806,1,802,280008,3,2,3,5,0,2,0,2,0,3,,1,,,,1,2,,,8,,,9,,
6,28,2806,1,802,280009,3,3,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2806,1,802,280010,4,3,3,3,0,0,0,0,0,2,0,1,,,,1,2,2,,1,2,8,9,,
6,28,2806,1,164,280011,1,0,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2806,1,164,280012,0,0,0,0,0,0,0,0,0,3,3,2,1,2,2,2,,,,,,,,,
6,28,2806,1,164,280013,0,7,7,7,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
6,28,2806,1,164,280014,3,3,3,1,0,0,0,0,0,3,5,1,,,,1,5,,,9,,,5,,
6,28,2806,1,164,280015,2,2,1,1,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2806,1,164,280016,2,2,2,2,0,0,0,0,0,2,3,2,1,2,3,2,,,,,,,,,
6,28,2806,1,164,280017,3,2,1,5,0,0,0,0,0,3,3,2,1,,,1,3,,,4,,,6,9,
6,28,2806,1,164,280018,1,2,2,3,,,1,0,0,2,6,1,,,,2,,,,,,,,,
6,28,2806,1,164,280019,3,4,4,3,3,0,4,0,0,2,4,1,,,,1,,,,7,8,,9,,
6,28,2806,1,164,280020,1,1,1,0,0,0,0,0,0,3,3,1,,,,1,,,,7,8,,8,9,
6,28,2816,1,2302,280021,1,2,2,0,1,0,0,0,0,1,0,1,,,,2,,,,,,,,,
6,28,2816,1,2302,280022,1,0,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2816,1,2302,280023,2,2,1,1,1,0,0,0,0,2,0,1,,,,2,,,,,,,,,
6,28,2816,1,2302,280024,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2816,1,2302,280025,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2816,1,2302,280026,3,4,3,2,,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2816,1,2302,280027,3,3,4,4,2,,0,0,0,3,5,1,,,,2,,,,,,,,,
6,28,2816,1,2302,280028,2,2,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2816,1,2302,280029,2,2,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2816,1,2302,280030,2,3,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2804,1,340,280031,2,1,5,3,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,28,2804,1,340,280032,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2804,1,340,280033,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2804,1,340,280034,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2804,1,340,280035,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,28,2804,1,340,280036,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2804,1,340,280037,3,2,3,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
6,28,2804,1,340,280038,2,2,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2804,1,340,280039,2,2,2,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2804,1,340,280040,4,4,4,3,0,2,0,0,0,2,,1,,,,2,,,,,,,,,
6,28,2802,2,566,280041,1,0,1,,,,,,,3,,1,,,,2,,,,,,,,,
6,28,2802,2,566,280042,0,0,1,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2802,2,566,280043,2,2,2,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2802,2,566,280044,3,3,3,3,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
6,28,2802,2,566,280045,2,5,3,2,1,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2802,2,566,280046,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2802,2,566,280047,0,0,0,0,0,0,0,0,0,3,5,2,2,1,,2,,,,,,,,,
6,28,2802,2,566,280048,2,2,3,4,2,0,0,0,0,2,3,2,,,3,1,10,11,12,4,5,7,9,,
6,28,2802,2,566,280049,4,3,3,4,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2802,2,566,280050,2,2,2,1,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2811,2,588,280051,1,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2811,2,588,280052,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2811,2,588,280053,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
6,28,2811,2,588,280054,2,2,2,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2811,2,588,280055,0,1,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2811,2,588,280056,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2811,2,588,280057,0,0,0,0,0,0,0,0,0,3,4,2,3,2,1,1,,,,7,,,5,,
6,28,2811,2,588,280058,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2811,2,588,280059,3,2,2,2,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
6,28,2811,2,588,280060,0,5,2,2,0,0,0,0,0,2,5,1,,,,2,,,,,,,,,
6,28,2815,2,1164,280061,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2815,2,1164,280062,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
6,28,2815,2,1164,280063,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2815,2,1164,280064,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2815,2,1164,280065,2,2,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2815,2,1164,280066,3,2,2,3,2,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2815,2,1164,280067,1,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2815,2,1164,280068,3,3,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2815,2,1164,280069,2,3,2,1,2,0,0,0,0,3,5,1,,,,2,,,,,,,,,
6,28,2815,2,1164,280070,2,4,5,2,2,0,0,2,2,3,,1,,,,2,,,,,,,,,
6,28,2816,2,3944,280071,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2816,2,3944,280072,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2816,2,3944,280073,0,1,0,2,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2816,2,3944,280074,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
6,28,2816,2,3944,280075,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
6,28,2816,2,3944,280076,2,2,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2816,2,3944,280077,2,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2816,2,3944,280078,2,2,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2816,2,3944,280079,3,4,2,2,3,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2816,2,3944,280080,,3,4,4,3,2,0,0,0,2,,1,,,,2,,,,,,,,,
6,28,2814,1,1876,280081,3,3,3,2,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,28,2814,1,1876,280082,2,2,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2814,1,1876,280083,2,2,2,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2814,1,1876,280084,2,2,2,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2814,1,1876,280085,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
6,28,2814,1,1876,280086,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
6,28,2814,1,1876,280087,3,2,3,3,1,0,0,0,0,3,6,1,,,,2,,,,,,,,,
6,28,2814,1,1876,280088,2,2,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2814,1,1876,280089,3,2,3,2,2,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,28,2814,1,1876,280090,3,1,1,1,2,2,0,0,0,3,5,1,,,,2,,,,,,,,,
6,28,2810,2,2394,280091,0,0,2,0,2,0,0,0,0,2,3,1,,,,2,,,,,,,,,
6,28,2810,2,2394,280092,1,1,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2810,2,2394,280093,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2810,2,2394,280094,2,2,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2810,2,2394,280095,0,1,2,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2810,2,2394,280096,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2810,2,2394,280097,1,0,0,0,0,0,0,0,0,3,,2,2,1,3,2,,,,,,,,,
6,28,2810,2,2394,280098,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2810,2,2394,280099,2,3,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,28,2810,2,2394,280100,1,1,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2810,1,3722,280101,3,3,3,2,0,0,0,0,0,3,,2,,1,,2,,,,,,,,,
6,28,2810,1,3722,280102,0,0,0,0,0,0,0,0,0,3,4,2,3,2,1,2,,,,,,,,,
6,28,2810,1,3722,280103,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2810,1,3722,280104,0,0,0,0,0,0,0,0,0,3,4,2,3,2,1,2,,,,,,,,,
6,28,2810,1,3722,280105,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2810,1,3722,280106,0,0,0,0,0,0,0,0,0,3,,2,2,2,3,2,,,,,,,,,
6,28,2810,1,3722,280107,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2810,1,3722,280108,3,2,2,2,2,0,0,0,0,2,3,1,,,,2,,,,,,,,,
6,28,2810,1,3722,280109,,,,,,,,,,3,,1,,,,2,,,,,,,,,
6,28,2810,1,3722,280110,0,0,0,1,,,,,,3,,1,,,,2,,,,,,,,,
6,28,2813,2,612,280111,2,1,2,1,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2813,2,612,280112,0,0,0,0,0,0,0,0,0,3,4,2,,,1,2,,,,,,,,,
6,28,2813,2,612,280113,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
6,28,2813,2,612,280114,0,0,0,0,0,0,0,0,0,0,,1,,,,2,,,,,,,,,
6,28,2813,2,612,280115,2,3,1,3,1,0,0,0,0,3,5,1,,,,2,,,,,,,,,
6,28,2813,2,612,280116,2,3,1,1,2,,,,,3,4,1,,,,2,,,,,,,,,
6,28,2813,2,612,280117,2,2,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2813,2,612,280118,2,2,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2813,2,612,280119,3,3,3,,,,,,,3,,2,2,1,,2,,,,,,,,,
6,28,2813,2,612,280120,,2,2,2,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2807,2,1266,280121,,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2807,2,1266,280122,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2807,2,1266,280123,3,3,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
6,28,2807,2,1266,280124,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,28,2807,2,1266,280125,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2807,2,1266,280126,2,3,2,3,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,28,2807,2,1266,280127,0,0,0,0,0,0,0,0,0,3,,2,2,,,2,,,,,,,,,
6,28,2807,2,1266,280128,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,28,2807,2,1266,280129,7,7,7,7,0,0,2,0,0,2,,1,,,,1,,,,8,9,10,1,4,
6,28,2807,2,1266,280130,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2930,1,530,290001,5,5,3,3,2,0,5,3,2,2,,1,,,,1,4,6,,,,,9,,
6,29,2930,1,530,290002,0,1,3,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,29,2930,1,530,290003,0,0,3,0,2,0,0,0,0,3,3,1,,,,1,8,4,5,,,,9,9,
6,29,2930,1,530,290004,3,0,0,0,3,0,0,0,0,3,,1,,,,1,1,1,,,,,9,,
6,29,2930,1,530,290005,0,0,0,0,0,0,0,0,0,3,,2,1,2,,2,,,,,,,,,
6,29,2930,1,530,290006,0,0,0,0,0,0,0,0,0,2,,2,1,,,2,,,,,,,,,
6,29,2930,1,530,290007,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2930,1,530,290008,0,0,0,0,0,0,0,0,0,1,,1,,,,2,,,,,,,,,
6,29,2930,1,530,290009,2,0,0,2,0,0,0,0,0,3,6,1,,,,1,11,12,7,3,,,9,,
6,29,2930,1,530,290010,4,3,3,3,0,0,3,3,2,2,,1,,,,1,3,7,,,,,9,9,
6,29,2927,1,1124,290011,1,0,0,0,1,0,0,0,0,3,,1,,,,1,11,12,1,2,,,9,,
6,29,2927,1,1124,290012,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2927,1,1124,290013,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2927,1,1124,290014,0,0,0,0,0,0,0,0,0,4,,1,,,,2,,,,,,,,,
6,29,2927,1,1124,290015,0,0,0,1,0,1,3,0,0,3,,1,,,,1,,8,,,,,9,,
6,29,2927,1,1124,290016,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2927,1,1124,290017,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2927,1,1124,290018,1,1,0,0,0,0,0,0,0,2,3,2,2,2,1,1,3,4,5,3,4,5,9,,
6,29,2927,1,1124,290019,2,2,0,0,0,0,0,0,0,2,3,2,3,2,1,1,3,1,,,,,9,,
6,29,2927,1,1124,290020,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2930,1,1418,290021,2,3,0,1,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
6,29,2930,1,1418,290022,3,3,3,2,2,0,3,3,2,3,,2,3,2,,1,,,,,,4,9,,
6,29,2930,1,1418,290023,,7,4,2,7,0,0,0,0,2,,1,,,,1,9,,,4,5,,9,1,
6,29,2930,1,1418,290024,0,0,0,0,0,0,0,0,0,1,1,2,3,3,1,2,,,,,,,,,
6,29,2930,1,1418,290025,0,0,0,0,0,0,0,0,0,3,5,2,2,3,1,2,,,,,,,,,
6,29,2930,1,1418,290026,0,,0,0,0,0,0,0,0,3,3,1,,,,1,5,6,5,6,9,,,,
6,29,2930,1,1418,290027,3,,3,3,6,6,0,0,0,0,0,2,,2,1,1,7,8,7,8,9,,,,
6,29,2930,1,1418,290028,,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,
6,29,2930,1,1418,290029,0,,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2930,1,1418,290030,4,3,3,3,4,0,1,0,0,2,3,1,,,,1,4,6,9,,,,,,
6,29,2930,1,1300,290031,,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,29,2930,1,1300,290032,,0,0,2,2,0,0,0,0,2,,1,,,,1,9,5,6,9,,,2,,
6,29,2930,1,1300,290033,,0,1,2,1,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,29,2930,1,1300,290034,,0,0,0,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,
6,29,2930,1,1300,290035,,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2930,1,1300,290036,,0,0,0,0,0,0,0,0,3,3,1,,,,1,7,9,,,,,,,
6,29,2930,1,1300,290037,2,,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,29,2930,1,1300,290038,0,0,0,0,0,0,0,0,0,5,2,1,,,,2,,,,,,,,,
6,29,2930,1,1300,290039,,2,2,2,2,0,0,0,0,2,4,2,2,1,3,1,6,7,9,9,,,,,
6,29,2930,1,1300,290040,,2,2,2,2,2,1,1,0,3,3,1,,,,1,3,4,9,9,,,,,
6,29,2909,2,220,290041,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2909,2,220,290042,,0,0,0,0,0,0,0,0,2,,1,,,,1,5,1,,,,,,,
6,29,2909,2,220,290043,,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2909,2,220,290044,,0,0,0,0,0,0,0,0,1,,1,,,,2,,,,,,,,,
6,29,2909,2,220,290045,,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2909,2,220,290046,,0,0,0,0,0,0,0,0,1,,1,,,,1,6,9,4,,,,,,
6,29,2909,2,220,290047,,3,3,3,0,0,0,0,0,3,,1,,,,1,10,11,12,1,2,3,9,,
6,29,2909,2,220,290048,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2909,2,220,290049,0,0,0,0,0,0,0,0,0,3,,1,,,,,7,8,7,8,,,,,
6,29,2909,2,220,290050,3,,3,3,0,0,0,0,0,3,,1,,,,1,1,2,1,2,9,,,,
6,29,2918,1,952,290051,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2918,1,952,290052,3,3,3,2,2,0,0,0,0,2,4,2,3,2,1,1,4,3,,,,,9,9,
6,29,2918,1,952,290053,4,3,3,4,0,0,0,0,0,2,,1,,,,1,,,,8,,,9,,
6,29,2918,1,952,290054,0,0,0,0,0,0,0,0,0,3,6,1,,,,2,,,,,,,,,
6,29,2918,1,952,290055,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2918,1,952,290056,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2918,1,952,290057,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2918,1,952,290058,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2918,1,952,290059,3,3,3,3,3,0,3,0,0,2,3,1,,,,1,2,,,6,,,9,,
6,29,2918,1,952,290060,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2905,1,384,290061,,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2905,1,384,290062,0,,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
6,29,2905,1,384,290063,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2905,1,384,290064,0,0,0,0,0,0,0,0,0,3,,1,,,,1,8,9,,,,,,,
6,29,2905,1,384,290065,0,,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
6,29,2905,1,384,290066,1,0,0,0,0,0,0,0,0,3,3,1,,,,1,5,5,9,,,,,,
6,29,2905,1,384,290067,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2905,1,384,290068,,4,4,4,4,0,0,0,2,2,,1,,,,1,9,10,11,12,1,2,8,9,9
6,29,2905,1,384,290069,,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
6,29,2905,1,384,290070,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
6,29,2905,1,1096,290071,0,,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2905,1,1096,290072,,0,0,0,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,
6,29,2905,1,1096,290073,,0,0,2,0,0,0,3,0,2,2,1,,,,1,,3,1,,,,,,
6,29,2905,1,1096,290074,0,,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2905,1,1096,290075,,0,0,0,0,0,0,0,0,2,4,2,2,1,3,2,,,,,,,,,
6,29,2905,1,1096,290076,,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2905,1,1096,290077,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2905,1,1096,290078,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2905,1,1096,290079,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2905,1,1096,290080,,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,29,2910,1,350,290081,0,0,0,0,0,0,0,0,0,3,,1,,,,1,,,,6,,,9,,
6,29,2910,1,350,290082,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,6,,,6,,,9,,
6,29,2910,1,350,290083,2,2,2,2,1,0,0,0,0,3,,1,,,,1,4,,,5,,,9,,
6,29,2910,1,350,290084,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,29,2910,1,350,290085,1,2,2,3,2,0,0,0,0,2,3,1,,,,1,6,7,,5,6,7,9,,
6,29,2910,1,350,290086,0,0,0,0,0,0,0,0,0,4,4,1,,,,1,12,,,8,,,9,,
6,29,2910,1,350,290087,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2910,1,350,290088,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2910,1,350,290089,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,10,,,5,6,,9,,
6,29,2910,1,350,290090,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2911,1,746,290091,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2911,1,746,290092,0,0,0,0,0,0,0,0,0,3,4,2,3,2,1,2,,,,,,,,,
6,29,2911,1,746,290093,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2911,1,746,290094,0,2,0,0,0,0,0,0,0,3,3,2,3,2,1,2,,,,,,,,,
6,29,2911,1,746,290095,2,2,2,2,1,0,0,0,0,2,3,1,,,,1,4,,,6,,,9,9,
6,29,2911,1,746,290096,1,2,2,2,1,0,1,0,1,2,,1,,,,1,4,,,2,,,9,9,
6,29,2911,1,746,290097,0,1,2,0,0,0,0,0,0,2,3,1,,,,1,11,,,6,7,8,9,,
6,29,2911,1,746,290098,0,1,3,4,0,0,0,0,0,2,2,1,,,,1,12,,,9,,,9,,
6,29,2911,1,746,290099,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2911,1,746,290100,1,1,2,2,1,0,0,0,0,3,4,1,,,,2,,,,,,,,,
6,29,2911,2,1870,290101,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2911,2,1870,290102,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,,,,5,,,9,,
6,29,2911,2,1870,290103,0,0,0,0,0,0,0,0,0,2,,1,,,,1,,,,8,,,9,,
6,29,2911,2,1870,290104,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
6,29,2911,2,1870,290105,2,2,2,2,2,0,0,0,0,3,4,1,,,,1,7,,,8,,,9,9,
6,29,2911,2,1870,290106,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
