"zone","state","lga","sector","ea","hhid","plotid","qa_type_plot","dist_household","srtmslp_nga","srtm_nga","twi_nga"
5,6,602,2,1356,60005,2,1,0.6,0.6,12,17
5,6,602,2,1356,60008,1,1,2.5,0.9,18,15
5,6,602,2,1356,60008,2,1,2.6,1.8,19,15
5,6,602,2,1356,60009,1,1,1.1,1.8,16,13
5,6,602,2,1356,60010,1,1,1,1.5,14,17
5,6,606,2,1372,60016,1,1,2.8,0.3,22,25
5,6,606,2,1372,60016,2,1,1.9,2.8,24,14
5,6,606,2,1372,60016,3,1,2.9,1.4,24,14
5,6,606,2,1372,60016,4,1,1.8,1.7,19,16
5,6,606,2,1372,60017,1,1,2.8,0.3,22,26
5,6,606,2,1372,60020,1,1,1.6,3.3,16,17
5,6,606,2,1372,60020,2,1,1.6,4.2,17,14
5,6,606,2,1372,60020,3,1,1.6,2.5,16,19
5,6,608,1,3978,60021,1,1,0.5,3.2,10,14
5,6,608,1,3978,60022,1,1,0.1,5.2,20,12
5,6,608,1,3978,60022,2,1,0.2,3.7,17,12
5,6,608,1,3978,60022,3,1,0.2,3.8,17,12
5,6,608,1,3978,60025,1,1,0.1,4.6,16,12
5,6,608,1,3978,60026,1,1,1.2,3.5,23,12
5,6,608,1,3978,60026,2,1,0,5.8,17,12
5,6,608,1,3978,60027,1,1,0.1,3,15,15
5,6,608,1,3978,60028,1,1,0.8,2.2,22,15
5,6,608,1,3978,60028,2,1,1.5,6.2,24,12
5,6,608,1,3978,60029,1,1,1.9,4.1,18,18
5,6,608,1,3978,60029,2,1,1.5,1.1,24,14
5,6,608,1,3978,60030,1,1,0.3,1.2,22,14
5,6,608,1,3978,60030,2,1,0.1,3,16,17
5,6,607,2,1892,60037,1,5,68.1,,,
5,6,607,2,1892,60038,1,1,0.8,4.4,6,13
5,6,607,2,1892,60040,1,1,0.5,2.5,7,14
1,7,707,2,560,70001,1,1,2.4,3,123,15
1,7,707,2,560,70001,2,1,1.6,1.5,124,14
1,7,707,2,560,70001,3,1,1.7,1.6,126,14
1,7,707,2,560,70002,1,3,1.9,0.6,135,15
1,7,707,2,560,70002,2,3,1.9,1,136,14
1,7,707,2,560,70003,1,1,2.2,1.7,132,13
1,7,707,2,560,70003,2,1,3.1,5.2,127,15
1,7,707,2,560,70003,3,1,3.3,2.6,121,13
1,7,707,2,560,70003,4,1,4.2,1,109,19
1,7,707,2,560,70004,1,3,1.5,1.8,125,13
1,7,707,2,560,70004,2,3,1.9,1.4,128,13
1,7,707,2,560,70005,1,1,3,2.3,131,14
1,7,707,2,560,70005,2,1,3,4,134,13
1,7,707,2,560,70007,1,3,1.4,1.2,135,13
1,7,707,2,560,70007,2,3,0.4,2.6,128,13
1,7,707,2,560,70008,1,1,0.8,1.4,115,14
1,7,707,2,560,70008,2,1,0.6,2.2,111,15
1,7,707,2,560,70008,3,1,0.1,2.1,111,16
1,7,707,2,560,70008,4,1,0.3,0.8,108,14
1,7,707,2,560,70008,5,1,0.2,1.2,108,15
1,7,707,2,560,70009,1,1,0.5,2.1,111,15
1,7,707,2,560,70009,2,1,1.2,2.4,125,14
1,7,707,2,560,70010,1,3,1.1,2.6,121,14
1,7,707,2,560,70010,2,3,1.1,1.9,116,15
1,7,707,2,560,70010,3,3,0.2,2.6,110,13
1,7,707,2,560,70010,4,3,0.3,1,107,15
1,7,708,2,754,70011,1,1,1.7,1.6,141,13
1,7,708,2,754,70011,2,1,1.5,2.6,152,13
1,7,708,2,754,70011,3,1,1.5,2.8,154,13
1,7,708,2,754,70012,1,2,1.6,3.8,157,12
1,7,708,2,754,70012,2,1,1.8,1.1,150,14
1,7,708,2,754,70013,1,2,1.6,3.8,157,12
1,7,708,2,754,70013,2,1,0.9,2.9,152,13
1,7,708,2,754,70014,1,1,0.5,2.6,137,19
1,7,708,2,754,70015,1,1,1.5,1.2,149,14
1,7,708,2,754,70015,2,1,6.3,2.3,127,17
1,7,708,2,754,70015,3,1,0.1,2.6,144,13
1,7,708,2,754,70016,1,1,1.4,2.2,152,14
1,7,708,2,754,70016,2,1,1.3,1.5,154,14
1,7,708,2,754,70017,1,1,0.1,2.1,142,14
1,7,708,2,754,70017,2,1,0.2,3.7,133,14
1,7,708,2,754,70018,1,3,1.3,1.9,159,13
1,7,708,2,754,70018,2,3,2.3,2.4,159,13
1,7,708,2,754,70018,3,3,1,1.3,150,14
1,7,708,2,754,70018,4,3,2.5,2.3,152,14
1,7,708,2,754,70019,1,3,0.9,1.6,153,13
1,7,708,2,754,70019,2,3,0.6,1.4,153,14
1,7,708,2,754,70019,3,3,0.3,1.3,153,14
1,7,708,2,754,70020,1,3,0.5,3.8,147,12
1,7,708,2,754,70020,2,3,0.5,2.9,149,13
1,7,708,2,754,70020,3,3,0.5,3.7,145,13
1,7,708,2,754,70020,4,3,0.5,1.6,153,14
1,7,708,2,754,70020,5,3,1.3,2.3,159,13
1,7,705,2,4186,70021,1,1,0.1,3.8,195,12
1,7,705,2,4186,70021,2,1,0.1,3.7,187,16
1,7,705,2,4186,70021,3,1,0.1,2.6,193,14
1,7,705,2,4186,70021,4,5,29.4,4.6,184,14
1,7,705,2,4186,70022,1,1,0.1,4.2,189,12
1,7,705,2,4186,70022,2,1,0,3.6,186,13
1,7,705,2,4186,70023,1,3,1.5,4.3,178,12
1,7,705,2,4186,70023,2,3,1.6,2.4,183,13
1,7,705,2,4186,70023,3,3,1.1,2.4,176,13
1,7,705,2,4186,70024,1,1,0,4.5,183,13
1,7,705,2,4186,70024,2,1,1.6,3.1,178,13
1,7,705,2,4186,70025,1,1,1.3,6.4,172,13
1,7,705,2,4186,70026,1,1,1.4,5.1,176,12
1,7,705,2,4186,70026,2,1,0.3,2.9,170,16
1,7,705,2,4186,70026,3,1,0.2,3,169,17
1,7,705,2,4186,70027,1,1,1.5,4.1,176,13
1,7,705,2,4186,70027,2,1,1.5,4.1,176,13
1,7,705,2,4186,70027,3,1,0.1,5.3,163,13
1,7,705,2,4186,70028,1,3,1.3,4.5,178,13
1,7,705,2,4186,70028,2,3,1,3.2,184,13
1,7,705,2,4186,70029,1,1,0.1,5.2,175,13
1,7,705,2,4186,70029,2,1,0.1,5.2,175,13
1,7,705,2,4186,70030,1,1,0.1,3.4,195,13
1,7,705,2,4186,70030,2,1,0,4.1,191,13
1,7,705,2,4186,70030,3,1,0.1,4.4,189,13
1,7,722,2,234,70031,1,1,0.2,1.6,202,14
1,7,722,2,234,70031,2,1,0.7,2.8,198,13
1,7,722,2,234,70032,1,1,2.1,4.1,199,13
1,7,722,2,234,70032,2,5,14.5,3.2,192,13
1,7,722,2,234,70033,1,1,4.5,3.3,166,12
1,7,722,2,234,70033,2,1,4,3.2,173,13
1,7,722,2,234,70033,3,1,0.3,3.7,211,13
1,7,722,2,234,70033,4,1,4.2,2.2,167,13
1,7,722,2,234,70034,1,5,13.2,2.8,187,14
1,7,722,2,234,70034,2,5,13.3,3.3,190,13
1,7,722,2,234,70034,3,5,13.3,3.1,190,13
1,7,722,2,234,70035,1,1,1,3.6,190,14
1,7,722,2,234,70035,2,1,0.8,1,190,13
1,7,722,2,234,70036,1,1,0.7,3.8,191,14
1,7,722,2,234,70036,2,1,0.1,3.7,197,15
1,7,722,2,234,70036,3,1,0,3.5,199,14
1,7,722,2,234,70037,1,1,0,2.5,196,13
1,7,722,2,234,70038,1,1,2.4,2.7,183,14
1,7,722,2,234,70038,2,1,0.3,0.7,209,13
1,7,722,2,234,70038,3,1,0.7,4.2,202,12
1,7,722,2,234,70039,1,1,2.5,4.3,183,12
1,7,722,2,234,70040,1,1,0,2.8,203,14
1,7,722,2,234,70040,2,1,0,2.3,203,14
1,7,722,2,892,70041,1,1,0.1,4.4,116,14
1,7,722,2,892,70041,2,1,0,3.5,119,12
1,7,722,2,892,70041,3,1,0.1,4.3,115,15
1,7,722,2,892,70041,4,1,0,3.6,119,12
1,7,722,2,892,70042,1,1,0,4.7,124,12
1,7,722,2,892,70042,2,1,0,4.7,124,12
1,7,722,2,892,70042,3,1,0,4.5,122,12
1,7,722,2,892,70042,4,1,0,4.4,122,12
1,7,722,2,892,70043,1,1,0.9,1,111,15
1,7,722,2,892,70043,2,1,1.1,3.9,115,13
1,7,722,2,892,70044,1,1,0.4,2.1,118,14
1,7,722,2,892,70044,2,1,0,1.7,122,13
1,7,722,2,892,70044,3,1,0,1.6,122,13
1,7,722,2,892,70044,4,1,0,1.6,123,13
1,7,722,2,892,70045,1,1,0.9,3.2,112,16
1,7,722,2,892,70045,2,1,0.7,4.4,115,15
1,7,722,2,892,70046,1,3,0,3.8,126,12
1,7,722,2,892,70046,2,3,0.1,6.3,122,13
1,7,722,2,892,70047,1,1,3.6,1.8,131,14
1,7,722,2,892,70047,2,1,0.3,2.1,136,14
1,7,722,2,892,70048,1,3,0,3.7,136,12
1,7,722,2,892,70048,2,3,0,3.2,135,13
1,7,722,2,892,70048,3,3,0,3.1,136,13
1,7,722,2,892,70049,1,3,0.1,4.9,135,12
1,7,722,2,892,70049,2,3,0,4.7,136,12
1,7,722,2,892,70050,1,3,0.2,2.7,125,13
1,7,722,2,892,70050,2,3,0.1,2.5,129,13
1,7,722,2,892,70050,3,3,0,3.9,129,13
1,7,710,2,2726,70051,1,1,0.9,3.4,100,13
1,7,710,2,2726,70052,1,1,1.8,0.6,88,15
1,7,710,2,2726,70052,2,1,0.5,3,117,13
1,7,710,2,2726,70053,1,1,2.5,0.7,87,19
1,7,710,2,2726,70053,2,1,2.3,1.1,87,15
1,7,710,2,2726,70053,3,1,0.8,4.9,107,12
1,7,710,2,2726,70054,1,1,1.2,5.3,110,14
1,7,710,2,2726,70054,2,1,0,3,99,13
1,7,710,2,2726,70055,1,1,1.5,3.2,91,14
1,7,710,2,2726,70055,2,1,1.9,2.5,89,15
1,7,710,2,2726,70055,3,1,1.9,2.4,89,15
1,7,710,2,2726,70055,4,1,1.1,3.6,90,13
1,7,710,2,2726,70056,1,3,0,3.5,104,13
1,7,710,2,2726,70056,2,1,0.2,2.6,103,13
1,7,710,2,2726,70057,1,1,1.2,0.1,87,33
1,7,710,2,2726,70057,2,1,1,5.9,90,17
1,7,710,2,2726,70058,1,1,1.4,3.9,89,16
1,7,710,2,2726,70058,2,1,1.5,8.3,99,13
1,7,710,2,2726,70059,1,1,1.6,2.4,87,27
1,7,710,2,2726,70059,2,3,1.3,5,99,12
1,7,710,2,2726,70059,3,3,1.6,0,87,36
1,7,710,2,2726,70060,1,3,0.2,3.4,103,13
1,7,710,2,2726,70060,2,1,0.3,3.4,101,13
1,7,711,2,2532,70061,1,1,0,6.8,224,12
1,7,711,2,2532,70061,2,1,0,7.2,222,12
1,7,711,2,2532,70062,1,1,0.1,3.8,221,15
1,7,711,2,2532,70062,2,1,0.1,5.4,218,13
1,7,711,2,2532,70062,3,1,0.1,5.7,218,13
1,7,711,2,2532,70062,4,1,0.2,7.2,218,13
1,7,711,2,2532,70063,1,1,0.1,5,229,12
1,7,711,2,2532,70063,2,5,57.3,57.6,885,10
1,7,711,2,2532,70064,1,1,0,5.5,232,12
1,7,711,2,2532,70066,1,1,0.1,6.6,226,13
1,7,711,2,2532,70066,2,1,0.5,5.4,237,12
1,7,711,2,2532,70066,3,1,0.5,4.8,235,12
1,7,711,2,2532,70067,1,1,0.9,7,231,12
1,7,711,2,2532,70068,1,1,0.2,5,223,14
1,7,711,2,2532,70068,2,1,0.2,2.9,223,14
1,7,711,2,2532,70068,3,1,0.2,3.9,225,13
1,7,711,2,2532,70069,1,3,0,4.8,236,12
1,7,711,2,2532,70069,2,5,54.4,1.9,175,13
1,7,711,2,2532,70070,1,1,0.2,8,228,12
1,7,711,2,2532,70070,2,1,0.4,8,224,12
1,7,709,2,1226,70071,1,1,0,1.6,217,13
1,7,709,2,1226,70071,2,3,0.1,1.9,217,13
1,7,709,2,1226,70072,1,1,0.1,3.6,206,13
1,7,709,2,1226,70072,2,1,0.3,3,196,15
1,7,709,2,1226,70072,3,1,0.1,2.5,209,13
1,7,709,2,1226,70073,1,1,0,1.6,221,13
1,7,709,2,1226,70073,2,1,0,1.5,222,13
1,7,709,2,1226,70074,1,1,0.1,2.4,217,14
1,7,709,2,1226,70074,2,1,0.1,2,219,14
1,7,709,2,1226,70074,3,1,1,4.5,205,12
1,7,709,2,1226,70074,4,1,1.3,3.4,193,17
1,7,709,2,1226,70075,1,1,0.2,1.1,221,14
1,7,709,2,1226,70075,2,1,0.2,2.2,218,14
1,7,709,2,1226,70075,3,1,0.2,2,220,13
1,7,709,2,1226,70076,1,1,1.3,3.3,203,15
1,7,709,2,1226,70076,2,1,0.7,2.9,212,13
1,7,709,2,1226,70076,3,1,0.7,2.2,217,13
1,7,709,2,1226,70077,1,3,0.1,4.5,212,12
1,7,709,2,1226,70077,2,3,0.1,5.2,212,13
1,7,709,2,1226,70078,1,1,0.1,3.9,210,13
1,7,709,2,1226,70078,2,1,0.2,2.7,212,13
1,7,709,2,1226,70079,1,4,58.1,2.6,214,14
1,7,709,2,1226,70079,2,4,58.1,3.8,217,14
1,7,709,2,1226,70080,1,3,0.3,1.6,218,14
1,7,719,1,1612,70083,1,3,3,2.5,156,15
1,7,719,1,1612,70083,2,3,3,1.8,155,15
1,7,719,1,1612,70083,3,3,3.1,1.6,155,17
1,7,719,1,1612,70083,4,3,2.6,3.2,162,16
1,7,719,1,1612,70088,1,3,3.5,2.2,150,16
1,7,719,1,1612,70088,2,3,3.4,3.4,151,13
1,7,717,2,1248,70091,1,3,1,25.4,235,11
1,7,717,2,1248,70091,2,3,1,21.4,242,11
1,7,717,2,1248,70092,1,3,0.4,17.9,240,11
1,7,717,2,1248,70093,1,2,1.2,8.5,166,15
1,7,717,2,1248,70094,1,2,1.3,8.5,166,15
1,7,717,2,1248,70095,1,3,0.3,24.4,265,11
1,7,717,2,1248,70095,2,3,0.4,19.8,246,11
1,7,717,2,1248,70095,3,3,0.4,22.9,259,11
1,7,717,2,1248,70096,1,1,0.7,19.9,212,12
1,7,717,2,1248,70097,1,1,1.1,10.5,224,11
1,7,717,2,1248,70097,2,1,0.6,10.3,258,12
1,7,717,2,1248,70098,1,1,0.1,18.7,309,11
1,7,717,2,1248,70099,1,1,0.7,19.4,246,11
1,7,717,2,1248,70099,2,1,0.5,8.9,259,12
1,7,717,2,1248,70100,1,1,0.1,13.8,311,11
1,7,701,2,606,70101,1,3,0.1,2.9,57,15
1,7,701,2,606,70102,1,3,1.3,4,76,13
1,7,701,2,606,70102,2,3,0.6,3.2,54,14
1,7,701,2,606,70102,3,3,0.5,3.4,55,14
1,7,701,2,606,70103,1,3,0.7,2.6,55,13
1,7,701,2,606,70103,2,3,0.7,1.1,52,15
1,7,701,2,606,70104,1,3,0.8,0,51,22
1,7,701,2,606,70104,2,3,0.7,0.6,51,16
1,7,701,2,606,70104,3,3,0.8,0.2,51,25
1,7,701,2,606,70105,1,3,0.9,1.4,57,14
1,7,701,2,606,70105,2,3,0.2,1.4,60,14
1,7,701,2,606,70105,3,3,0,0.6,59,15
1,7,701,2,606,70106,1,3,0.7,3.6,57,12
1,7,701,2,606,70106,2,3,0.5,2.8,72,14
1,7,701,2,606,70107,1,3,0.8,2.2,54,13
1,7,701,2,606,70107,2,3,0,0.6,59,15
1,7,701,2,606,70108,1,3,0.9,0.1,51,15
1,7,701,2,606,70108,2,3,0.8,1.1,52,14
1,7,701,2,606,70108,3,3,0,2.2,60,14
1,7,701,2,606,70109,1,3,1.4,5.4,64,12
1,7,701,2,606,70109,2,3,1.6,2.1,54,18
1,7,701,2,606,70110,1,3,0.9,0.2,51,15
1,7,701,2,606,70110,2,3,0.7,0.8,52,15
1,7,701,2,606,70110,3,3,0.2,4.4,65,13
1,7,702,2,632,70111,1,3,0.6,0.8,71,17
1,7,702,2,632,70111,2,3,0.7,0.8,72,15
1,7,702,2,632,70111,3,3,0.8,0.9,72,14
1,7,702,2,632,70111,4,3,0.9,1.4,71,14
1,7,702,2,632,70112,1,3,0.2,0.7,71,16
1,7,702,2,632,70112,2,3,0.3,1,73,14
1,7,702,2,632,70112,3,3,0.3,0.7,71,17
1,7,702,2,632,70112,4,3,0.3,1.4,73,15
1,7,702,2,632,70112,5,3,0.4,1.5,71,18
1,7,702,2,632,70112,6,3,0.2,1,71,17
1,7,702,2,632,70112,7,3,0.4,1.3,71,17
1,7,702,2,632,70112,8,3,0.3,1.7,73,14
1,7,702,2,632,70112,9,3,0.2,0.8,71,17
1,7,702,2,632,70113,1,2,0.4,0.5,73,16
1,7,702,2,632,70113,2,2,0.4,0.5,73,16
1,7,702,2,632,70113,3,3,0.4,0.6,73,17
1,7,702,2,632,70113,4,3,0.3,0.4,73,15
1,7,702,2,632,70114,1,3,0.5,0.5,72,22
1,7,702,2,632,70114,2,3,0.8,1.3,70,17
1,7,702,2,632,70114,3,3,0.8,1.6,71,16
1,7,702,2,632,70115,1,3,0.2,1.2,73,14
1,7,702,2,632,70115,2,3,0.6,0.3,73,27
1,7,702,2,632,70116,1,3,0.8,1.5,69,16
1,7,702,2,632,70116,2,3,0.3,0.9,72,15
1,7,702,2,632,70116,3,3,0.5,0.6,72,17
1,7,702,2,632,70116,4,3,0.2,1,72,14
1,7,702,2,632,70117,1,3,0.5,1.6,71,14
1,7,702,2,632,70117,2,3,0.2,0.8,71,15
1,7,702,2,632,70117,3,3,3.7,1.2,84,16
1,7,702,2,632,70117,4,3,0.2,1.1,71,16
1,7,702,2,632,70117,5,3,0.4,0.9,72,15
1,7,702,2,632,70118,1,3,0.6,1,72,15
1,7,702,2,632,70118,2,3,0.6,1,72,15
1,7,702,2,632,70118,3,3,1.8,1.4,68,14
1,7,702,2,632,70118,4,3,0.7,1.6,68,15
1,7,702,2,632,70118,5,3,0.5,2.1,70,17
1,7,702,2,632,70119,1,3,0.4,0.4,72,15
1,7,702,2,632,70119,2,3,0.4,0.7,73,15
1,7,702,2,632,70120,1,3,0.6,1.8,69,21
1,7,702,2,632,70120,2,3,0.5,1.7,70,16
1,7,702,2,632,70120,3,3,0.4,1.1,71,13
1,7,702,2,632,70120,4,3,0.4,1.1,72,14
1,7,702,2,632,70120,5,3,0.3,0.8,71,17
1,7,718,2,1640,70121,1,3,0,2.2,171,14
1,7,718,2,1640,70121,2,3,0,2.2,172,14
1,7,718,2,1640,70121,3,3,0.1,2.4,172,13
1,7,718,2,1640,70122,1,3,0.3,3.9,157,13
1,7,718,2,1640,70122,2,3,0.9,1.4,153,14
1,7,718,2,1640,70123,1,5,16,1.8,114,13
1,7,718,2,1640,70123,2,5,16.1,2.7,108,16
1,7,718,2,1640,70123,3,5,16,1.6,113,14
1,7,718,2,1640,70124,1,3,5.8,2.1,158,13
1,7,718,2,1640,70124,2,3,0.7,3.6,150,16
1,7,718,2,1640,70125,1,3,0.6,2.8,162,14
1,7,718,2,1640,70125,2,3,4.4,2.3,154,15
1,7,718,2,1640,70126,1,3,1.8,5.6,199,13
1,7,718,2,1640,70126,2,3,0.4,3.1,187,13
1,7,718,2,1640,70126,3,3,0.3,2.9,185,14
1,7,718,2,1640,70127,1,4,117.3,4.9,57,16
1,7,718,2,1640,70127,2,4,117.3,2.9,60,12
1,7,718,2,1640,70127,3,4,120.3,1.6,49,13
1,7,718,2,1640,70128,1,3,0.9,5.2,152,13
1,7,718,2,1640,70128,2,3,0.9,5.4,153,13
1,7,718,2,1640,70128,3,3,0.9,4.7,154,13
1,7,718,2,1640,70129,1,3,0.9,4.6,155,15
1,7,718,2,1640,70129,2,3,1,5.4,151,14
1,7,718,2,1640,70129,3,3,1.1,2.8,154,13
1,7,718,2,1640,70130,1,3,0.8,3.2,163,14
1,7,718,2,1640,70130,2,3,0.3,2,176,13
1,7,715,2,780,70131,1,1,1.8,7.8,245,13
1,7,715,2,780,70132,1,1,1.5,9.4,212,12
1,7,715,2,780,70133,1,1,1.1,3.7,202,13
1,7,715,2,780,70133,2,1,1.6,4.5,217,13
1,7,715,2,780,70134,1,1,0.3,3.1,228,13
1,7,715,2,780,70134,2,1,0.3,3.5,227,12
1,7,715,2,780,70135,1,1,2.3,1.2,271,15
1,7,715,2,780,70136,1,1,0.7,5,201,14
1,7,715,2,780,70137,1,1,0.3,5.7,221,13
1,7,715,2,780,70138,1,1,0.2,4,222,13
1,7,715,2,780,70138,2,5,70.5,9.7,172,12
1,7,715,2,780,70139,1,1,1.7,3.7,220,13
1,7,715,2,780,70139,2,5,70.3,10.1,177,12
1,7,715,2,780,70139,3,1,0.2,7.1,221,12
1,7,715,2,780,70139,4,1,1.5,4.8,207,15
1,7,715,2,780,70139,5,1,1.6,7.3,222,12
1,7,715,2,780,70140,1,1,0.7,1.6,198,18
1,7,715,1,294,70141,1,3,1.2,2.2,438,13
1,7,715,1,294,70141,2,3,1.9,3.4,429,15
1,7,715,1,294,70141,3,1,1.3,5.5,448,12
1,7,715,1,294,70142,1,2,0.1,3.8,436,14
1,7,715,1,294,70142,2,1,0.1,4.4,438,14
1,7,715,1,294,70143,1,5,58.5,7.7,416,14
1,7,715,1,294,70143,2,5,58.2,15.1,398,11
1,7,715,1,294,70150,1,2,0,3.8,436,14
1,7,713,2,304,70154,1,1,3.8,0.8,71,17
1,7,713,2,304,70157,1,1,3.6,1.2,73,14
1,7,713,2,304,70157,2,1,0.2,2.7,77,17
2,8,821,1,1448,80011,1,1,5.9,1.4,313,18
2,8,821,1,1448,80011,2,1,6.1,1,314,14
2,8,821,1,1448,80011,3,1,6.1,1.2,314,14
2,8,821,1,1448,80012,1,1,5.7,0.9,314,14
2,8,821,1,1448,80012,2,1,5.4,1,315,14
2,8,821,1,1448,80013,1,5,12,0.6,316,18
2,8,821,1,1448,80014,1,5,267,,,
2,8,821,1,1448,80015,1,5,28.8,0.6,338,14
2,8,821,1,1448,80016,1,5,15.7,0.5,337,15
2,8,821,1,1448,80018,1,5,15.7,1.4,337,14
2,8,821,1,1448,80019,1,1,5.6,0.6,314,15
2,8,821,1,1448,80019,2,1,5.7,0.7,313,20
2,8,821,1,1448,80020,1,1,3.3,0.8,320,15
2,8,821,1,1448,80020,2,1,2.4,0.2,316,15
2,8,821,1,5062,80030,1,1,9.4,0.6,338,17
2,8,816,2,1270,80031,1,1,1.2,1.4,322,14
2,8,816,2,1270,80032,1,1,0.9,0.4,320,20
2,8,816,2,1270,80033,1,1,1.5,0.8,321,17
2,8,816,2,1270,80034,1,1,3.8,0.5,319,14
2,8,816,2,1270,80035,1,1,1.6,0.7,321,21
2,8,816,2,1270,80036,1,1,2.8,0.9,318,18
2,8,816,2,1270,80037,1,1,1.5,0.7,320,17
2,8,816,2,1270,80037,2,1,1,1.5,321,15
2,8,816,2,1270,80038,1,1,1.4,1,322,15
2,8,816,2,1270,80039,1,1,3.5,0.8,318,17
2,8,816,2,1270,80039,2,1,0.9,1.4,321,16
2,8,816,2,1270,80040,1,1,1.1,0.8,321,15
2,8,816,2,1270,80040,2,1,1.4,0.5,321,18
2,8,816,2,1270,80040,3,1,1,1.3,324,14
2,8,803,1,944,80041,1,5,10.3,0.5,338,17
2,8,803,1,944,80041,2,1,9.7,0.4,338,25
2,8,803,1,944,80043,1,1,9,1,336,18
2,8,803,1,944,80044,1,1,10,0.3,339,16
2,8,803,1,944,80044,2,1,9.9,0.2,339,15
2,8,803,1,944,80047,1,5,12.3,0,339,36
2,8,803,1,944,80047,2,5,12.4,1,339,20
2,8,803,1,944,80048,1,1,0.6,1.1,326,14
2,8,803,1,944,80048,2,1,0.6,0.8,325,17
2,8,811,1,1558,80051,1,1,4.7,1.5,389,13
2,8,811,1,1558,80051,2,1,6.6,2.5,397,13
2,8,811,1,1558,80053,1,1,9.2,1,384,14
2,8,811,1,1558,80054,1,1,2.2,2.2,442,14
2,8,811,1,1558,80055,1,1,2.1,1.7,441,16
2,8,811,1,1558,80055,2,1,2.1,2,441,14
2,8,811,1,1558,80057,1,1,2,1.7,447,13
2,8,811,1,1558,80057,2,1,2,3,443,13
2,8,811,1,1558,80058,1,1,8.1,0.4,394,15
2,8,811,1,1558,80059,1,1,5.1,0.6,382,17
2,8,811,1,1558,80059,2,1,2.3,1.6,445,13
2,8,811,1,1558,80060,1,1,2.6,2,441,16
2,8,811,2,390,80061,1,1,1.6,0.7,368,18
2,8,811,2,390,80061,2,1,1.7,0.9,369,17
2,8,811,2,390,80062,1,1,0.3,1.2,368,16
2,8,811,2,390,80063,1,1,3.6,1.1,367,16
2,8,811,2,390,80063,2,1,0.5,3,371,13
2,8,811,2,390,80064,1,1,0.3,1.4,368,17
2,8,811,2,390,80065,1,1,0.8,0.5,367,18
2,8,811,2,390,80066,1,5,1297.8,1.2,202,14
2,8,811,2,390,80067,1,5,106.1,1.6,299,14
2,8,811,2,390,80067,2,5,106.6,0,298,25
2,8,811,2,390,80068,1,5,1105.6,0.1,496,21
2,8,811,2,390,80070,1,1,0.2,1.1,371,14
2,8,802,2,1152,80071,1,5,90.4,1.2,338,16
2,8,802,2,1152,80072,1,2,3.6,2.7,464,13
2,8,802,2,1152,80072,2,2,3.6,2.7,464,13
2,8,802,2,1152,80072,3,1,3.6,2.6,463,14
2,8,802,2,1152,80072,4,1,0.1,1.9,454,13
2,8,802,2,1152,80073,1,1,0,2.1,454,13
2,8,802,2,1152,80074,1,1,0.7,0.6,450,18
2,8,802,2,1152,80074,2,1,0,1.9,454,13
2,8,802,2,1152,80076,1,1,3,1.5,468,14
2,8,802,2,1152,80076,2,1,1.7,1,466,14
2,8,802,2,1152,80077,1,1,1.4,1.4,445,17
2,8,802,2,1152,80077,2,1,1.4,1.6,445,16
2,8,802,2,1152,80077,3,1,1.1,1.8,450,14
2,8,802,2,1152,80078,1,1,1.5,1.4,445,14
2,8,802,2,1152,80078,2,1,2,0.6,445,15
2,8,802,2,1152,80078,3,1,2,0.6,444,15
2,8,802,2,1152,80079,1,1,3,1.2,437,18
2,8,802,2,1152,80079,2,1,3.8,1,435,18
2,8,802,2,1152,80080,1,1,0.7,1.2,451,15
2,8,802,2,1152,80080,2,1,0.1,3.2,451,16
2,8,812,2,866,80081,1,1,0.5,15,585,14
2,8,812,2,866,80081,2,1,0.5,15.8,586,13
2,8,812,2,866,80081,3,1,0.6,15,585,14
2,8,812,2,866,80082,1,1,6.1,22.9,428,11
2,8,812,2,866,80082,2,1,0.5,8.4,660,13
2,8,812,2,866,80083,1,1,0.1,6.6,637,12
2,8,812,2,866,80083,2,1,1.9,20,656,11
2,8,812,2,866,80084,1,1,0.3,12.8,619,11
2,8,812,2,866,80084,2,1,0.6,12.7,576,15
2,8,812,2,866,80084,3,1,0.5,15.5,578,14
2,8,812,2,866,80084,4,1,0,16.3,634,12
2,8,812,2,866,80085,1,1,0.6,7.7,574,17
2,8,812,2,866,80085,2,5,205.6,1.1,336,15
2,8,812,2,866,80086,1,1,0.7,16,630,13
2,8,812,2,866,80087,1,1,0.1,12.5,625,11
2,8,812,2,866,80087,2,1,0.2,12.7,622,11
2,8,812,2,866,80088,1,1,0.4,18.5,606,12
2,8,812,2,866,80088,3,1,0.4,22.2,633,11
2,8,812,2,866,80088,5,1,0.4,8.7,595,15
2,8,812,2,866,80089,1,1,1.7,9.2,669,12
2,8,812,2,866,80089,2,1,0.1,9.2,632,12
2,8,812,2,866,80089,3,1,0.1,11,630,12
2,8,812,2,866,80090,1,3,0.2,17.8,613,13
2,8,812,2,866,80090,2,3,0,9.2,637,12
2,8,805,2,46,80091,1,3,3.7,2.4,735,13
2,8,805,2,46,80095,1,3,6.2,2.4,682,14
2,8,805,2,46,80095,2,3,6.2,2.3,682,14
2,8,805,2,46,80095,3,3,3,6.5,709,13
2,8,805,2,46,80098,1,1,5.3,1.3,677,13
2,8,805,2,46,80099,1,1,6.1,2.9,682,14
2,8,805,2,46,80099,2,5,26.3,2.5,675,13
