"zone","state","lga","sector","ea","c0q2","c0q3","c0q4","c0q6","c0q7","c0q9","c0q10"
6,29,2930,1,1418,2901,9/30/2012,,2901,10/2/2012,,
6,30,3002,1,1264,3001,9/23/2012,,3002,9/23/2012,,
6,30,3002,1,1310,3001,9/20/2012,,3002,9/20/2012,,
6,30,3004,2,216,3001,10/3/2012,,3002,10/3/2012,,
6,30,3005,1,2870,3002,9/25/2012,,3001,9/1/2012,,
6,30,3005,1,2942,3002,9/24/2012,,3001,9/28/2012,,
6,30,3007,1,1624,3002,10/9/2012,,3001,10/11/2012,,
6,30,3009,1,764,3002,10/14/2012,10/14/2012,3001,,,
6,30,3009,1,1642,3002,10/12/2012,,3001,10/15/2012,,
6,30,3010,1,1762,3002,10/7/2012,,3001,10/9/2012,,
6,30,3012,2,334,3002,10/20/2012,,3001,10/20/2012,,
6,30,3014,2,120,3002,10/23/2012,,3001,10/23/2012,,
6,30,3015,2,1688,3001,10/10/2012,,3002,10/10/2012,,
6,30,3016,1,390,3001,9/25/2012,,3002,9/25/2012,,
6,30,3018,2,914,3002,10/17/2012,,3001,10/17/2012,,
6,30,3020,1,322,3002,10/4/2012,,3001,10/12/2012,,
6,30,3023,2,622,3001,10/12/2012,,3002,10/12/2012,,
6,30,3024,1,1406,3002,10/3/2012,,3001,10/8/2012,,
6,30,3024,1,1924,3002,9/28/2012,,3001,10/6/2012,,
6,30,3025,1,2052,3002,9/20/2012,,3000,9/20/2012,,
6,30,3030,1,946,3001,10/16/2012,,3002,10/18/2012,,
6,30,3032,2,520,3001,10/7/2012,,3002,10/7/2012,,
6,30,3032,1,1088,3001,10/5/2012,,3002,,,
6,30,3033,2,554,3001,10/13/2012,,3002,,,
1,31,3101,2,604,3105,9/8/2012,,3106,10/13/2012,6,10/13/2012
1,31,3103,2,874,3105,10/17/2012,,3106,10/18/2012,6,10/18/2012
1,31,3105,1,2914,3105,10/15/2012,,3106,10/15/2012,6,10/18/2012
1,31,3107,1,724,3105,10/4/2012,,3106,10/13/2012,6,10/13/2012
1,31,3107,2,1092,3105,10/5/2012,,3106,10/13/2012,6,10/13/2012
1,31,3109,2,1026,3105,10/8/2012,,3106,10/13/2012,6,10/13/2012
1,31,3111,2,2966,3105,10/2/2012,,3106,10/13/2012,6,10/13/2012
1,31,3112,2,350,3105,10/9/2012,,3106,10/13/2012,6,10/13/2012
1,31,3113,2,332,3105,10/4/2012,,3106,10/13/2012,6,10/13/2012
1,31,3115,2,680,3105,9/27/2012,10/12/2012,3106,10/12/2012,6,10/12/2012
1,31,3116,2,1344,3105,10/11/2012,,3106,10/13/2012,6,10/13/2012
5,32,3201,2,2034,3202,10/2/2012,10/3/2012,3212,10/2/2012,,
5,32,3202,2,84,3202,10/6/2012,10/7/2012,3212,10/6/2012,,
5,32,3203,2,2644,3202,10/4/2012,10/5/2012,3212,10/4/2012,,
5,32,3204,1,346,3202,9/28/2012,9/29/2012,3212,9/28/2012,,
5,32,3206,2,276,3202,9/24/2012,9/25/2012,3212,9/24/2012,,
5,32,3207,2,1464,3202,10/8/2012,,3212,10/8/2012,,
5,32,3208,2,2244,3202,9/26/2012,9/27/2012,3212,9/26/2012,,
5,32,3209,1,1208,3201,9/27/2012,,3211,9/27/2012,,
5,32,3210,2,1692,3201,10/10/2012,,3211,10/11/2012,,
5,32,3212,2,314,3201,10/4/2012,,3211,10/4/2012,,
5,32,3213,2,128,3201,10/11/2012,,3211,10/11/2012,,
5,32,3215,1,1896,3202,9/17/2012,9/18/2012,3212,9/17/2012,,
5,32,3215,1,2978,3201,9/20/2012,,3211,9/20/2012,,
5,32,3215,1,4712,3202,9/19/2012,9/21/2012,3212,9/19/2012,,
5,32,3216,2,1184,3202,10/6/2012,10/7/2012,3212,10/6/2012,,
5,32,3218,2,296,3201,9/24/2012,,3211,9/24/2012,,
5,32,3221,2,132,3201,10/8/2012,,3211,10/11/2012,,
5,32,3222,1,1624,3202,9/10/2012,9/11/2012,3212,9/10/2012,,
5,32,3222,1,2780,3201,9/21/2012,,3211,9/21/2012,,
5,32,3223,2,390,3201,9/28/2012,,3211,9/28/2012,,
5,32,3223,2,578,3201,10/3/2012,,3211,10/3/2012,,
3,33,3304,2,418,3301,10/14/2012,,3304,10/18/2012,,
3,33,3307,2,688,3301,10/6/2012,,3304,10/10/2012,,
3,33,3310,2,476,3301,10/10/2012,,3304,10/15/2012,,
3,33,3311,1,702,3301,9/26/2012,,3304,9/26/2012,,
3,33,3313,2,930,3301,10/3/2012,,3304,10/6/2012,,
3,33,3318,2,30,3301,9/27/2012,,3300,9/29/2012,,
3,33,3321,1,1182,3301,9/22/2012,,3304,9/23/2012,,
3,33,3323,2,92,3301,9/30/2012,,3304,10/2/2012,,
2,34,3401,2,526,3401,10/9/2012,10/20/2012,3405,10/20/2012,,
2,34,3403,2,198,3401,9/30/2012,10/1/2012,3405,10/1/2012,,
2,34,3405,2,456,3401,10/6/2012,10/20/2012,3405,10/20/2012,,
2,34,3405,2,1706,3401,10/3/2012,10/6/2012,3405,10/6/2012,,
2,34,3408,2,870,3401,10/17/2012,10/20/2012,3405,10/20/2012,,
2,34,3410,2,42,3401,10/14/2012,10/17/2012,3405,10/17/2012,,
2,34,3412,2,156,3401,9/28/2012,,3405,9/28/2012,,
2,34,3413,2,262,3401,9/26/2012,10/2/2012,3405,9/26/2012,,
2,34,3415,2,268,3401,10/11/2012,10/20/2012,3405,10/20/2012,,
2,35,3501,1,702,3501,9/27/2012,9/27/2012,3506,9/28/2012,,
2,35,3501,2,1228,3501,10/6/2012,10/6/2012,3506,10/6/2012,,
2,35,3504,2,1288,3501,10/17/2012,10/17/2012,3506,10/18/2012,,
2,35,3506,2,1040,3501,10/12/2012,10/12/2012,3506,10/13/2012,,
2,35,3507,2,746,3501,10/15/2012,10/16/2012,3506,10/17/2012,,
2,35,3509,2,1310,3501,10/7/2012,10/7/2012,3506,10/8/2012,,
2,35,3509,2,2276,3501,10/8/2012,10/8/2012,3506,10/8/2012,,
2,35,3511,2,1646,3501,10/1/2012,10/1/2012,3506,10/2/2012,,
2,35,3513,2,576,3501,10/3/2012,10/3/2012,3506,10/3/2012,,
2,35,3513,1,1278,3501,10/2/2012,10/2/2012,3506,10/2/2012,,
2,35,3515,2,316,3501,10/13/2012,10/13/2012,3506,10/14/2012,,
2,35,3516,2,1632,3501,10/10/2012,10/10/2012,3506,10/11/2012,,
3,36,3601,2,1214,3601,10/9/2012,10/11/2012,3604,10/13/2012,,
3,36,3603,2,978,3601,9/27/2012,9/28/2012,3604,9/29/2012,,
3,36,3605,2,240,3601,10/14/2012,10/15/2012,3604,10/17/2012,,
3,36,3606,2,1956,3601,10/12/2012,10/14/2012,3604,10/15/2012,,
3,36,3607,1,2596,3601,9/21/2012,9/22/2012,3604,9/24/2012,4,9/24/2012
3,36,3608,2,2078,3601,9/25/2012,9/26/2012,3604,9/28/2012,,
3,36,3610,2,1826,3601,9/30/2012,10/2/2012,3604,10/3/2012,,
3,36,3612,1,1474,3601,9/3/2012,9/5/2012,3604,9/6/2012,,
3,36,3613,2,1066,3601,10/6/2012,10/8/2012,3604,10/9/2012,,
1,37,3702,1,972,3701,10/16/2012,,3702,10/16/2012,,
1,37,3706,2,6,3701,10/10/2012,,3702,10/10/2012,,
1,37,3706,1,156,3701,10/5/2012,,3702,10/5/2012,,
1,37,3706,1,4144,3701,9/24/2012,,3702,9/24/2012,,
