"zone","state","lga","sector","ea","pid","c1q2","c1q3","c1q4a","c1q4b","c1q4c","c1q5","c1q6"
5,12,1204,2,736,6,1,58,11,,"SECRETARY",44,
5,12,1204,2,736,7,1,42,8,,,15,26
5,12,1208,2,526,1,1,66,1,,,66,31
5,12,1208,2,526,2,1,75,3,,,75,0
5,12,1208,2,526,3,1,103,3,,,103,0
5,12,1208,2,526,4,1,45,3,,,45,16
5,12,1208,2,526,5,1,54,11,,"SECRETARY",44,42
5,12,1208,2,526,6,2,45,11,,"HOUSE WIFE",21,16
5,12,1208,2,526,7,2,35,5,,,20,34
5,12,1210,2,462,1,1,70,1,,,20,
5,12,1210,2,462,2,2,40,2,,,20,26
5,12,1210,2,462,3,1,60,11,,"SECRETARY",30,
5,12,1210,2,462,4,1,90,3,,,35,16
5,12,1210,2,462,5,2,76,8,,,76,0
5,12,1210,2,462,6,1,26,8,,,26,26
5,12,1211,1,2220,1,1,85,1,,,40,16
5,12,1211,1,2220,2,2,50,2,,,30,16
5,12,1211,1,2220,3,1,68,11,,"SECRETARY",22,33
5,12,1211,1,2220,4,1,70,11,,"ASST SECRETARY",12,41
5,12,1211,1,2220,5,1,72,3,,,38,33
5,12,1211,1,2220,6,1,80,3,,,40,0
5,12,1211,1,2220,7,1,70,3,,,39,16
5,12,1211,1,2220,8,1,68,3,,,36,26
5,12,1211,1,2856,1,1,62,1,,,60,
5,12,1211,1,2856,2,1,50,3,,,40,26
5,12,1211,1,2856,3,2,41,8,,,20,23
5,12,1211,1,2856,4,2,32,8,,,15,26
5,12,1211,1,2856,5,1,34,8,,,10,26
5,12,1212,1,1392,1,1,75,1,,,40,13
5,12,1212,1,1392,2,1,72,3,,,20,16
5,12,1212,1,1392,3,1,62,8,,,10,16
5,12,1212,1,1392,4,2,55,8,,,10,16
5,12,1212,1,1392,5,1,50,3,,,16,26
5,12,1214,2,452,1,1,80,1,,,30,16
5,12,1214,2,452,2,1,48,9,,,20,26
5,12,1214,2,452,3,2,56,2,,,30,16
5,12,1214,2,452,4,2,42,8,,,20,25
5,12,1214,2,452,5,1,40,3,,,30,41
5,12,1214,2,452,6,2,50,8,,,35,0
5,12,1216,2,618,1,1,64,1,,,30,0
5,12,1216,2,618,2,1,60,3,,,20,0
5,12,1216,2,618,3,2,40,8,,,20,16
5,12,1216,2,618,4,2,42,2,,,20,16
5,12,1216,2,618,5,1,30,3,,,20,16
5,12,1216,2,618,6,1,70,3,,,20,0
6,13,1301,1,1206,1,1,79,1,,,60,16
6,13,1301,1,1206,2,1,29,9,,,29,26
6,13,1301,1,1206,3,1,56,8,,,20,16
6,13,1301,1,1206,4,2,25,8,,,15,26
6,13,1301,1,1206,5,1,46,5,,,18,42
6,13,1301,1,1206,6,2,26,8,,,20,41
6,13,1303,1,626,1,1,75,1,,,70,0
6,13,1303,1,626,2,1,70,9,,,50,42
6,13,1303,1,626,3,1,65,11,,"MEMBER",65,16
6,13,1303,1,626,4,2,59,5,,,40,34
6,13,1303,1,626,5,1,28,11,,"YOUTH LEADER",12,42
6,13,1303,1,626,6,2,58,8,,,58,0
6,13,1303,1,626,7,1,32,3,,,25,26
6,13,1305,2,10,1,1,58,1,,,40,42
6,13,1305,2,10,2,1,71,3,,,65,0
6,13,1305,2,10,3,1,42,5,,,21,42
6,13,1305,2,10,4,2,72,8,,,70,11
6,13,1305,2,10,5,1,85,8,,,70,28
6,13,1305,2,10,6,2,62,8,,,62,0
6,13,1305,1,1232,1,1,65,1,,,50,41
6,13,1305,1,1232,2,1,75,11,,"MEMBER",75,15
6,13,1305,1,1232,3,2,32,7,,,25,26
6,13,1305,1,1232,4,1,54,11,,"MEMBER",45,16
6,13,1305,1,1232,5,2,62,3,,,55,0
6,13,1305,1,1232,6,1,68,11,,"MEMBER",68,11
6,13,1307,1,268,1,1,80,1,,,80,0
6,13,1307,1,268,2,1,43,11,,"YOUTH LEADER",35,23
6,13,1307,1,268,3,1,55,3,,,40,34
6,13,1307,1,268,4,1,52,11,,"MEMBER",40,26
6,13,1307,1,268,5,2,52,8,,,25,26
6,13,1307,1,268,6,2,38,8,,,30,16
6,13,1309,2,674,1,1,58,1,,,45,16
6,13,1309,2,674,2,1,27,11,,"YOUTH",10,26
6,13,1309,2,674,3,1,58,11,,"MEMBER",40,16
6,13,1309,2,674,4,2,22,8,,,10,26
6,13,1309,2,674,5,2,47,8,,,20,16
6,13,1310,1,1300,1,1,75,1,,,70,42
6,13,1310,1,1300,2,1,60,11,,"MEMBER",60,16
6,13,1310,1,1300,3,1,55,11,,"MEMBER",55,16
6,13,1310,1,1300,4,1,64,11,,"MEMBER",64,16
6,13,1310,1,1300,5,1,65,11,,"MEMBER",65,16
6,13,1310,1,1300,6,1,60,11,,"MEMBER",60,16
6,13,1310,1,1300,7,2,45,8,,,30,16
6,13,1310,1,1300,8,1,48,3,,,32,26
6,13,1314,1,6,1,1,65,1,,,65,0
6,13,1314,1,6,2,1,57,11,,"TREASURER",30,26
6,13,1314,1,6,3,1,33,9,,,25,41
6,13,1314,1,6,4,2,42,8,,,28,16
6,13,1314,1,6,5,2,38,8,,,30,16
6,13,1314,1,6,6,1,52,11,,"MEMEBER",20,16
4,14,1401,2,1116,1,1,45,1,1,,45,16
4,14,1401,2,1116,2,1,60,3,3,,60,34
4,14,1401,2,1116,3,1,44,3,3,,44,16
4,14,1401,2,1116,4,1,40,3,3,,40,16
4,14,1401,2,1116,5,1,50,3,3,,50,16
4,14,1401,2,1116,6,1,50,3,3,,50,16
4,14,1401,2,1116,7,1,45,3,3,,45,16
4,14,1401,2,1116,8,2,70,3,3,,70,0
4,14,1401,2,1116,9,2,56,3,3,,56,16
4,14,1403,1,34,1,1,38,1,,,15,43
4,14,1403,1,34,2,2,83,8,,,21,16
4,14,1403,1,34,3,2,70,7,,,10,41
4,14,1403,1,34,4,1,34,3,,,8,42
4,14,1403,1,34,5,1,36,8,,,8,43
4,14,1403,1,34,6,2,32,8,,,,42
4,14,1404,1,96,1,1,68,1,8,,40,16
4,14,1404,1,96,2,2,50,2,8,,40,16
4,14,1404,1,96,3,2,60,8,,,40,16
4,14,1404,1,96,4,1,39,11,,"LOCAL SECURITY HEAD",39,26
4,14,1404,1,96,5,1,22,8,,,22,26
4,14,1404,1,96,6,2,25,8,,,5,26
4,14,1404,1,96,7,2,35,8,,,20,26
4,14,1404,1,96,8,1,60,8,,,30,0
4,14,1406,2,694,1,1,85,1,1,,85,0
4,14,1406,2,694,2,2,75,2,2,,75,0
4,14,1406,2,694,3,2,39,3,3,,18,15
4,14,1406,2,694,4,1,58,3,3,,39,16
4,14,1406,2,694,5,1,55,3,3,,55,16
4,14,1406,2,694,6,2,51,3,3,,51,16
4,14,1406,2,694,7,1,80,3,3,,80,0
4,14,1407,2,68,1,1,102,1,1,,102,0
4,14,1407,2,68,2,1,40,2,2,,40,26
4,14,1407,2,68,3,1,55,3,3,,55,0
4,14,1407,2,68,4,2,27,3,3,,27,26
4,14,1407,2,68,5,2,58,3,3,,58,0
4,14,1407,2,68,6,1,50,3,3,,50,16
4,14,1407,2,68,7,1,35,3,3,,35,16
4,14,1407,2,68,8,1,63,3,3,,63,16
4,14,1407,2,68,9,2,20,3,3,,20,26
4,14,1408,2,968,1,1,35,1,1,,28,16
4,14,1408,2,968,2,2,32,2,2,,30,13
4,14,1408,2,968,3,1,60,3,3,,60,16
4,14,1408,2,968,4,1,53,3,3,,53,16
4,14,1408,2,968,5,2,19,3,3,,19,24
4,14,1408,2,968,6,1,48,3,3,,40,16
4,14,1408,2,968,7,1,53,3,3,,53,16
4,14,1408,2,1996,1,1,78,1,1,,78,14
4,14,1408,2,1996,2,2,55,2,2,,55,0
4,14,1408,2,1996,3,1,78,3,3,,78,31
4,14,1408,2,1996,4,2,59,3,3,,59,0
4,14,1408,2,1996,5,1,54,3,3,,54,26
4,14,1408,2,1996,6,1,33,3,3,,20,16
4,14,1408,2,1996,7,1,53,3,3,,53,16
4,14,1410,2,236,1,1,90,1,1,,90,0
4,14,1410,2,236,2,2,75,2,2,,75,0
4,14,1410,2,236,3,1,80,3,2,,80,0
4,14,1410,2,236,4,2,,3,3,,40,13
4,14,1410,2,236,5,2,26,3,3,,26,24
4,14,1410,2,236,6,2,,3,3,,30,16
4,14,1410,2,236,7,1,60,3,3,,60,16
4,14,1410,2,236,8,1,54,3,3,,54,0
4,14,1411,2,1066,1,1,64,1,1,,64,0
4,14,1411,2,1066,2,2,53,2,2,,53,0
4,14,1411,2,1066,3,2,27,3,3,,27,16
4,14,1411,2,1066,4,1,56,3,3,,56,0
4,14,1411,2,1066,5,1,19,3,3,,19,16
4,14,1411,2,1066,6,1,42,3,3,,42,0
4,14,1413,2,670,1,1,82,1,1,,48,0
4,14,1413,2,670,2,1,70,3,3,,50,16
4,14,1413,2,670,3,1,68,3,3,,68,0
4,14,1413,2,670,4,1,59,3,3,,35,16
4,14,1413,2,670,5,1,50,3,3,,50,15
4,14,1413,2,670,6,2,45,3,3,,45,16
4,14,1413,2,670,7,2,52,3,3,,52,0
4,14,1413,1,2578,1,1,59,1,1,,59,13
4,14,1413,1,2578,2,2,35,2,2,,35,12
4,14,1413,1,2578,3,2,80,3,3,,80,0
4,14,1413,1,2578,4,1,85,3,3,,85,0
4,14,1413,1,2578,5,1,55,3,3,,55,16
4,14,1413,1,2578,6,1,19,3,3,,10,26
4,14,1415,2,156,1,1,46,1,1,,46,41
4,14,1415,2,156,2,1,31,3,3,,31,42
4,14,1415,2,156,3,1,38,3,3,,38,26
4,14,1415,2,156,4,1,35,3,3,,35,26
4,14,1415,2,156,5,1,37,3,3,,37,42
4,14,1415,2,156,6,1,33,3,3,,33,26
4,14,1415,2,156,7,1,37,3,3,,37,26
4,14,1415,2,156,8,2,72,3,3,,72,0
4,14,1415,2,156,9,2,45,3,3,,45,
4,14,1415,2,952,1,1,52,1,1,,52,16
4,14,1415,2,952,2,2,48,2,2,,48,26
4,14,1415,2,952,3,1,62,3,3,,62,16
4,14,1415,2,952,4,2,41,3,3,,41,23
4,14,1415,2,952,5,1,21,3,3,,11,26
4,14,1415,2,952,6,1,50,3,3,,50,13
4,14,1415,2,952,7,2,19,3,10,,10,26
4,14,1416,2,2314,1,1,82,1,1,,82,0
4,14,1416,2,2314,2,2,83,2,2,,48,13
4,14,1416,2,2314,3,2,55,3,3,,55,13
4,14,1416,2,2314,4,1,20,3,3,,15,26
4,14,1416,2,2314,5,2,90,3,3,,90,0
4,14,1416,2,2314,6,1,65,3,3,,65,12
4,14,1416,2,2314,7,2,19,3,3,,8,25
2,15,1502,2,590,1,1,85,1,,,85,0
2,15,1502,2,590,2,1,40,3,,,40,51
2,15,1502,2,590,3,1,48,4,,,48,42
2,15,1502,2,590,4,1,40,3,,,40,0
2,15,1502,2,590,5,1,75,8,,,75,0
2,15,1502,2,590,6,1,35,11,,,35,31
2,15,1502,2,590,7,1,80,8,,,80,0
2,15,1502,2,590,8,1,60,11,,,60,0
2,15,1502,2,590,9,1,53,9,,,53,51
2,15,1503,2,634,1,1,50,1,,,50,23
2,15,1503,2,634,2,1,70,3,,,70,0
2,15,1503,2,634,3,1,60,3,,,60,
2,15,1503,2,634,4,1,65,3,,,65,
2,15,1503,2,634,5,1,45,8,,,45,0
2,15,1503,2,634,6,1,51,8,,,51,16
2,15,1503,2,634,7,1,70,9,,,70,
2,15,1506,1,148,1,1,40,1,,,40,41
2,15,1506,1,148,2,1,64,9,,,64,51
2,15,1506,1,148,3,1,65,3,,,65,51
2,15,1506,1,148,4,1,67,3,,,67,28
2,15,1506,1,148,5,1,68,8,,,68,51
2,15,1506,1,148,6,1,48,3,,,48,51
2,15,1506,1,148,7,1,27,3,,,27,41
2,15,1506,1,148,8,1,39,8,,,39,41
2,15,1506,1,148,9,1,48,8,,,48,51
2,15,1506,1,398,1,1,77,1,,,28,51
2,15,1506,1,398,2,1,62,8,,,25,28
2,15,1506,1,398,3,1,55,7,,,25,41
2,15,1506,1,398,4,1,53,3,,,16,43
2,15,1506,1,398,5,1,50,3,,,17,51
2,15,1507,2,458,1,1,49,1,,,49,34
2,15,1507,2,458,2,1,70,3,,,70,42
2,15,1507,2,458,3,1,75,3,,,75,41
2,15,1507,2,458,4,1,50,3,,,50,34
2,15,1507,2,458,5,1,40,9,,,40,41
2,15,1507,2,458,6,1,70,8,,,70,42
2,15,1507,2,458,7,1,65,10,,,65,28
2,15,1507,2,458,8,1,39,8,,,39,26
2,15,1508,2,1682,1,1,67,1,3,,67,51
2,15,1508,2,1682,2,1,37,8,,,37,51
2,15,1508,2,1682,3,1,70,1,,,70,0
2,15,1508,2,1682,4,1,47,8,,,47,26
2,15,1508,2,1682,5,1,37,3,,,37,26
2,15,1508,2,1682,6,1,18,11,,,18,25
2,15,1508,2,1682,7,1,55,3,,,55,16
2,15,1508,2,1682,8,1,58,1,,,58,51
2,15,1508,2,1682,9,1,53,5,,,53,34
2,15,1510,2,616,1,1,55,1,,,55,42
2,15,1510,2,616,2,1,42,3,,,45,16
2,15,1510,2,616,3,1,67,9,,,67,51
2,15,1510,2,616,4,1,35,9,,,35,16
2,15,1510,2,616,5,1,57,8,,,57,16
2,15,1510,2,616,6,1,30,11,,,30,16
2,15,1510,2,616,7,1,52,3,,,52,26
2,15,1510,2,616,8,1,40,3,,,40,34
2,15,1511,2,1938,1,1,68,1,,,68,28
2,15,1511,2,1938,2,1,40,3,,,40,41
2,15,1511,2,1938,3,1,52,3,,,52,51
2,15,1511,2,1938,4,1,45,7,,,45,26
2,15,1511,2,1938,5,1,40,5,,,40,51
2,15,1511,2,1938,6,1,61,3,,,61,51
2,15,1511,2,1938,7,1,70,3,,,70,51
2,15,1511,2,1938,8,1,38,8,,,38,24
2,15,1511,2,1938,9,1,25,5,,,25,16
4,16,1601,2,954,1,1,80,1,,,23,16
4,16,1601,2,954,2,1,71,11,,"EX WARD LEADER",8,16
4,16,1601,2,954,3,1,39,11,,"WARD LEADER",26,23
4,16,1601,2,954,4,1,62,6,,,62,26
4,16,1601,2,954,5,2,60,11,,"WOMEN  LEADER",30,26
4,16,1601,2,954,6,2,60,11,,"WOMEN  LEADER",30,16
4,16,1602,2,1576,1,1,72,1,,,72,41
4,16,1602,2,1576,2,1,83,3,,,83,14
4,16,1602,2,1576,3,1,72,3,,,72,13
4,16,1602,2,1576,4,2,56,11,,"MEMBER",41,15
4,16,1602,2,1576,5,2,50,8,,,25,22
4,16,1602,2,1576,6,1,43,11,,"YOUTH LEADER",43,26
4,16,1603,2,158,1,1,49,1,,,49,34
4,16,1603,2,158,2,1,35,11,,"VICE CHAIRMAN",35,26
4,16,1603,2,158,3,1,58,11,,"SECRETARY",58,34
4,16,1603,2,158,4,2,35,11,,"WOMEN LEADER",35,26
4,16,1603,2,158,5,1,38,11,,"YOUTH LEADER",38,26
4,16,1605,2,180,1,1,62,1,,,62,16
4,16,1605,2,180,2,1,47,11,,"VICE CHAIRMAN",47,16
4,16,1605,2,180,3,1,60,11,,"MEMBER",60,14
4,16,1605,2,180,4,2,53,11,,"WOMEN LEADER",53,25
4,16,1605,2,180,5,1,32,11,,"YOUTH LEADER",32,26
4,16,1606,2,590,1,1,72,11,,"TRADITIONAL RULER",72,34
4,16,1606,2,590,2,1,90,11,,"RETIRED CIVIL SERVAN",90,16
4,16,1606,2,590,3,2,62,2,,,37,16
4,16,1606,2,590,4,1,68,11,,"MEMBER",68,12
4,16,1606,2,590,5,1,39,11,,"YOUTH LEADER",39,26
4,16,1606,2,590,6,2,60,11,,"CHAIR LADY",37,16
4,16,1606,2,590,7,1,58,1,,,62,16
4,16,1606,2,590,8,1,60,11,,"CHAIRMAN",60,16
4,16,1608,2,1104,1,1,77,1,,,77,13
4,16,1608,2,1104,2,1,30,11,,"YOUTH LEADER",30,16
4,16,1608,2,1104,3,2,70,11,,"CHAIR LADY",40,0
4,16,1608,2,1104,4,2,58,11,,"MEMBER",21,16
4,16,1608,2,1104,5,1,30,11,,"SECRETARY",30,26
4,16,1609,2,738,1,1,62,1,,,62,41
4,16,1609,2,738,2,1,47,3,,,47,16
4,16,1609,2,738,3,1,65,4,,,65,34
4,16,1609,2,738,4,2,54,2,,,37,13
4,16,1609,2,738,5,2,54,11,,"CHAIR LADY",37,16
4,16,1610,2,1006,1,1,58,1,,,58,16
4,16,1610,2,1006,2,2,46,2,,,27,23
4,16,1610,2,1006,3,1,45,11,,"CHAIRMAN",45,16
4,16,1610,2,1006,4,2,56,11,,"CHAIRLADY",29,16
4,16,1610,2,1006,5,1,58,11,,"SECRETARY",58,16
4,16,1610,2,1006,6,1,60,11,,"PATRON",60,16
4,16,1612,2,108,1,1,71,1,,,71,41
4,16,1612,2,108,2,1,73,11,,"NZE",73,41
4,16,1612,2,108,3,1,72,11,,"SECRETARY",72,41
4,16,1612,2,108,4,1,27,11,,"YOUTH LEADER",27,26
4,16,1612,2,108,5,2,70,11,,"WOMEN  LEADER",50,0
4,16,1612,2,108,6,2,60,11,,"VICE WOMEN LEADER",40,16
4,16,1612,2,108,7,1,71,11,,"NZE",70,15
4,16,1612,2,108,8,1,50,11,,"FIN SEC",50,26
4,16,1612,2,108,9,1,80,11,,"COUNCIL OF ELDERS",52,41
4,16,1612,2,414,1,1,56,1,,,56,16
4,16,1612,2,414,2,2,40,2,,,35,16
4,16,1612,2,414,3,2,63,11,,"CHAIR LADY",42,16
4,16,1612,2,414,4,1,40,11,,"YOUTH LEADER",40,26
4,16,1612,2,414,5,1,69,3,,,69,16
4,16,1613,2,440,1,1,40,1,,,40,15
4,16,1613,2,440,2,1,40,3,,,40,14
4,16,1613,2,440,3,1,41,11,,"FIN SECRETARY",41,16
4,16,1613,2,440,4,2,62,11,,"WOMAN LEADER",62,0
4,16,1613,2,440,5,1,35,11,,"YOUTH LEADER",35,26
4,16,1613,2,440,6,1,55,11,,"MEMBER",55,0
4,16,1613,2,440,7,1,42,11,,"MEMBER",42,16
4,16,1616,2,296,1,1,50,1,,,50,15
4,16,1616,2,296,2,1,63,11,,"SECRETARY",63,42
4,16,1616,2,296,3,1,59,11,,"FIN SECRETARY",59,42
4,16,1616,2,296,4,1,59,11,,"MEMBER",59,16
4,16,1616,2,296,5,1,60,11,,"MEMBER",60,16
4,16,1616,2,296,6,1,75,11,,"MEMBER",75,16
4,16,1616,2,296,7,2,75,11,,"CHAIR LADY",75,25
4,16,1616,2,296,8,2,59,11,,"SECRETARY",59,16
4,16,1616,2,296,9,1,32,11,,"YOUTH MEMBER",32,41
4,16,1618,2,1060,1,1,65,1,,,65,16
4,16,1618,2,1060,2,1,39,11,,"YOUTH LEADER",39,34
4,16,1618,2,1060,3,1,70,1,,,70,26
4,16,1618,2,1060,4,1,55,11,,"FIN SECRETARY",55,16
4,16,1618,2,1060,5,2,58,11,,"WOMEN LEADER",25,16
4,16,1620,2,106,1,1,52,1,,,52,16
4,16,1620,2,106,2,1,36,11,,"SECRETARY",36,26
4,16,1620,2,106,3,1,68,11,,"TREASURER",68,16
4,16,1620,2,106,4,2,48,11,,"WOMEN  LEADER",48,26
4,16,1620,2,106,5,1,64,11,,"MEMBER",64,16
4,16,1620,2,106,6,1,32,11,,"YOUTH LEADER",32,26
4,16,1622,2,18,1,1,50,1,,,50,41
4,16,1622,2,18,2,2,37,2,,,15,26
4,16,1622,2,18,3,2,40,11,,"WOMEN P.G",19,34
4,16,1622,2,18,4,1,33,11,,"YOUTH LEADER",33,26
4,16,1622,2,18,5,1,61,11,,"PRESIDENT GENERAL",61,42
4,16,1622,2,18,6,1,59,11,,"SECRETARY",59,34
4,16,1622,2,18,7,2,34,11,,"WOMEN LEADER",20,26
4,16,1622,2,18,8,1,44,11,,"COORDINATOR",44,26
4,16,1624,1,136,1,1,70,1,,,70,16
4,16,1624,1,136,2,2,60,2,,,40,13
4,16,1624,1,136,3,1,60,3,,,40,42
4,16,1624,1,136,4,1,45,11,,"SECRETARY",45,34
4,16,1624,1,136,5,2,72,9,,,54,14
4,16,1624,1,136,6,1,40,11,,"VIGILANTEE CORDINATE",40,16
4,16,1624,1,136,7,1,60,11,,"SECRETARY",60,16
4,16,1624,1,286,1,1,55,1,,,55,42
4,16,1624,1,286,2,2,38,2,,,9,34
4,16,1624,1,286,3,1,35,11,,"YOUTH LEADER",35,23
4,16,1624,1,286,4,2,48,11,,"CHAIR LADY",25,16
4,16,1624,1,286,5,1,38,11,,"SECRETARY",38,26
4,16,1625,2,1210,1,1,71,1,,,71,41
4,16,1625,2,1210,2,1,30,11,,"YOUTH LEADER",30,26
4,16,1625,2,1210,3,1,48,11,,"MEMBER",48,25
4,16,1625,2,1210,4,1,55,11,,"MEMBER",55,26
4,16,1625,2,1210,5,1,50,11,,"SECRETARY",50,26
4,16,1625,2,1210,6,2,36,11,,"WOMEN LEADER",36,26
4,16,1626,2,1546,1,1,74,1,,,74,41
4,16,1626,2,1546,2,2,58,2,,,30,16
4,16,1626,2,1546,3,1,54,11,,"SECRETARY",54,42
4,16,1626,2,1546,4,2,53,11,,"WOMEN LEADER",28,26
4,16,1626,2,1546,5,1,35,11,,"YUOTH LEADER",35,42
3,17,1702,2,510,1,1,70,1,1,,70,51
3,17,1702,2,510,2,1,45,5,5,,45,31
3,17,1702,2,510,3,1,33,6,6,,33,51
3,17,1702,2,510,4,1,47,6,6,,47,16
3,17,1702,2,510,5,1,50,6,6,,50,16
3,17,1702,2,510,6,1,40,6,6,,40,16
3,17,1702,2,510,7,1,48,8,8,,48,26
3,17,1702,2,510,8,1,60,5,5,,60,51
3,17,1702,2,510,9,1,36,5,5,,36,31
3,17,1704,2,1080,1,1,52,1,1,,52,26
3,17,1704,2,1080,2,1,60,9,9,,60,51
3,17,1704,2,1080,3,1,48,5,5,,48,51
3,17,1704,2,1080,4,1,39,8,8,,39,34
3,17,1704,2,1080,5,1,55,3,3,,55,51
3,17,1704,2,1080,6,2,41,8,8,,41,34
3,17,1704,2,1080,7,2,33,11,,"POLITICIAN",33,26
3,17,1704,1,2074,1,1,53,1,1,,53,51
3,17,1704,1,2074,2,1,40,5,5,,40,34
3,17,1704,1,2074,3,1,33,9,9,,33,51
3,17,1704,1,2074,4,1,28,11,,"STUDENT",28,41
3,17,1704,1,2074,5,2,30,8,8,,30,26
3,17,1704,1,2074,6,1,39,11,,"STUDENT",39,41
3,17,1706,2,284,1,1,55,1,1,,55,51
3,17,1706,2,284,2,1,47,6,6,,47,51
3,17,1706,2,284,3,1,50,8,8,,50,51
3,17,1706,2,284,4,1,65,3,3,,65,51
3,17,1706,2,284,5,1,45,6,6,,45,51
3,17,1710,2,546,1,1,65,1,1,,65,51
3,17,1710,2,546,2,1,55,6,6,,55,51
3,17,1710,2,546,3,1,50,6,6,,50,51
3,17,1710,2,546,4,1,45,8,8,,45,51
3,17,1710,2,546,5,1,40,6,6,,40,51
3,17,1712,2,794,1,1,60,1,1,,60,51
3,17,1712,2,794,2,1,45,5,5,,45,26
3,17,1712,2,794,3,1,47,9,9,,47,51
3,17,1712,2,794,4,2,55,11,,"POLITICIAN",55,51
3,17,1712,2,794,5,1,25,11,,"STUDENT",25,26
3,17,1712,2,794,6,1,70,6,6,,70,51
3,17,1712,2,794,7,2,40,11,,"POLITICIAN",40,51
3,17,1713,1,226,1,1,55,1,1,,55,51
3,17,1713,1,226,2,1,42,6,6,,42,16
3,17,1713,1,226,3,1,50,7,7,,50,26
3,17,1713,1,226,4,1,52,6,6,,52,26
3,17,1713,1,226,5,1,58,9,9,,58,51
3,17,1713,1,226,6,1,35,8,8,,35,26
3,17,1715,2,2244,1,1,80,1,1,,80,51
3,17,1715,2,2244,2,1,40,5,5,,40,34
3,17,1715,2,2244,3,1,50,8,8,,50,26
3,17,1715,2,2244,4,1,50,4,4,,50,34
3,17,1715,2,2244,5,1,42,8,8,,42,51
3,17,1715,2,2244,6,1,42,6,6,,42,26
3,17,1715,2,2244,7,1,55,8,8,,55,51
3,17,1716,2,1452,1,1,69,1,1,,69,51
3,17,1716,2,1452,2,1,38,6,6,,38,51
3,17,1716,2,1452,3,1,60,8,8,,60,51
3,17,1716,2,1452,4,1,35,6,6,,35,51
3,17,1716,2,1452,5,1,36,8,8,,36,51
3,17,1716,2,1452,6,1,40,6,6,,40,26
3,17,1716,2,1452,7,1,38,6,6,,38,26
3,17,1719,2,1354,1,1,60,1,1,,60,51
3,17,1719,2,1354,2,1,40,10,10,,40,26
3,17,1719,2,1354,3,1,42,8,8,,42,26
3,17,1719,2,1354,4,1,37,8,8,,37,26
3,17,1719,2,1354,5,1,45,9,9,,45,51
3,17,1719,2,1354,6,1,60,5,5,,60,26
3,17,1719,2,1354,7,1,58,8,8,,58,26
3,17,1722,2,96,1,1,35,1,1,,35,51
3,17,1722,2,96,2,1,60,8,8,,60,51
3,17,1722,2,96,3,1,27,6,6,,27,51
3,17,1722,2,96,4,1,35,6,6,,35,51
3,17,1722,2,96,5,1,35,6,6,,35,51
3,17,1722,2,96,6,1,57,6,6,,57,51
3,17,1724,2,786,1,1,65,1,1,,65,51
3,17,1724,2,786,2,1,48,8,8,,48,51
3,17,1724,2,786,3,2,65,11,,"POLITICIAN",65,51
3,17,1724,2,786,4,2,50,11,,"POLITICIAN",50,51
3,17,1724,2,786,5,1,52,11,,"POLITICIAN",65,51
3,17,1724,2,786,6,1,65,11,,"POLITICIAN",65,51
3,17,1724,2,786,7,1,30,11,,"STUDENT",30,12
3,17,1724,2,786,8,1,40,5,5,,40,31
3,17,1727,2,634,1,1,60,1,1,,60,51
3,17,1727,2,634,2,1,42,8,8,,42,16
3,17,1727,2,634,3,1,48,6,6,,48,51
3,17,1727,2,634,4,1,60,8,8,,60,51
3,17,1727,2,634,5,1,51,5,5,,51,26
3,17,1727,2,634,6,1,22,11,,"STUDENT",22,26
3,18,1803,2,840,1,1,56,1,,,45,51
3,18,1803,2,840,2,1,48,9,,,48,51
3,18,1803,2,840,3,1,19,8,,,19,24
3,18,1803,2,840,4,1,22,8,,,25,51
3,18,1803,2,840,5,1,40,3,,,51,
3,18,1805,2,534,1,1,65,1,,,65,0
3,18,1805,2,534,2,1,25,3,,,25,51
3,18,1805,2,534,3,1,38,8,,,38,0
3,18,1805,2,534,4,1,55,8,,,55,0
3,18,1805,2,534,5,1,48,9,,,48,51
3,18,1805,2,534,6,1,62,8,,,62,51
3,18,1808,2,1726,1,1,35,1,,,35,16
3,18,1808,2,1726,2,1,35,8,,,35,16
3,18,1808,2,1726,3,1,37,8,,,20,21
3,18,1808,2,1726,4,1,30,8,,,30,16
3,18,1808,2,1726,5,1,49,3,,,49,0
3,18,1808,2,1726,6,1,52,8,,,52,0
3,18,1809,1,1272,1,1,80,1,,,80,51
3,18,1809,1,1272,2,1,62,8,,,15,0
3,18,1809,1,1272,3,1,46,8,,,5,16
3,18,1809,1,1272,4,1,42,5,,,19,41
3,18,1809,1,1272,5,1,52,3,,,12,51
3,18,1809,1,1272,6,1,51,8,,,13,51
3,18,1809,1,1272,7,1,65,8,,,43,51
3,18,1811,2,364,1,1,62,1,,,62,0
3,18,1811,2,364,2,1,38,8,,,38,0
3,18,1811,2,364,3,1,29,2,,,29,26
3,18,1811,2,364,4,1,56,8,,,56,0
3,18,1811,2,364,5,1,72,8,,,72,0
3,18,1811,2,364,6,1,43,8,,,43,0
3,18,1814,2,678,1,1,54,1,,,54,51
3,18,1814,2,678,2,1,41,8,,,28,16
3,18,1814,2,678,3,1,28,8,,,21,0
3,18,1814,2,678,4,1,45,8,,,21,0
3,18,1814,2,678,5,1,42,8,,,12,0
3,18,1814,2,678,6,1,57,8,,,24,0
3,18,1816,1,378,1,1,65,1,,,65,51
3,18,1816,1,378,2,1,62,3,,,62,51
3,18,1816,1,378,3,1,55,8,,,55,14
3,18,1816,1,378,4,1,50,8,,,50,0
