"zone","state","lga","sector","ea","pid","c1q2","c1q3","c1q4a","c1q4b","c1q4c","c1q5","c1q6"
5,6,606,2,1372,5,1,40,8,,,30,34
5,6,606,2,1372,6,1,31,11,,"TEACHER",31,34
5,6,606,2,1372,7,1,28,11,,"CDC MEMBER",28,26
5,6,607,2,1892,1,1,55,1,,,20,42
5,6,607,2,1892,2,2,49,2,,,20,42
5,6,607,2,1892,3,1,42,11,,"CDC CHAIRMAN",40,42
5,6,607,2,1892,4,1,29,11,,"YOUTH PRESIDENT",25,42
5,6,607,2,1892,5,2,52,11,,"WOMEN LEADER",50,26
5,6,607,2,1892,6,1,57,4,,,57,42
5,6,608,2,748,1,1,42,1,,,42,41
5,6,608,2,748,2,2,30,2,,,10,16
5,6,608,2,748,3,2,55,11,,"WOMEN LEADER",55,12
5,6,608,2,748,4,1,37,11,,"PRESIDENT(CDC)",37,26
5,6,608,2,748,5,1,29,11,,"YOUTH LEADER",17,42
5,6,608,2,748,6,1,30,11,,"PRO(CDC)",30,26
5,6,608,2,748,7,1,25,11,,"ASST SEC CDC",2,26
5,6,608,1,3978,1,1,59,1,,,30,42
5,6,608,1,3978,2,2,50,2,,,30,42
5,6,608,1,3978,3,1,36,11,,"CDC CHAIRMAN",20,26
5,6,608,1,3978,4,1,36,11,,"CDC SECRETARY",10,26
5,6,608,1,3978,5,1,53,11,,"CDC FINANCIAL SECRT",38,26
5,6,608,1,3978,6,2,40,11,,"WOMEN LEADER",28,26
1,7,701,2,606,1,1,64,1,,"HEADMAN",37,16
1,7,701,2,606,2,1,59,3,,"HEADMAN",42,16
1,7,701,2,606,3,2,45,8,,"BUSINESSMAN/WOMAN",32,16
1,7,701,2,606,4,1,94,11,,"ELDER",94,0
1,7,701,2,606,5,1,42,9,,"RELIGIOUS LEADER",27,26
1,7,702,2,632,1,1,64,1,,"HEADMAN",42,16
1,7,702,2,632,2,1,52,3,,"COUNSELOR TO HEADMAN",38,26
1,7,702,2,632,3,1,49,9,,"RELIGIOUS LEADER",30,1
1,7,702,2,632,4,2,44,8,,"BUSINESS MAN/WOMAN",24,16
1,7,702,2,632,5,1,82,11,,"ELDER",82,0
1,7,705,2,4186,1,1,48,1,1,,48,26
1,7,705,2,4186,2,2,43,2,2,,29,16
1,7,705,2,4186,3,1,51,3,3,,51,26
1,7,705,2,4186,4,1,59,9,9,,59,16
1,7,705,2,4186,5,1,50,5,5,,50,42
1,7,707,2,560,1,1,63,1,1,,63,0
1,7,707,2,560,2,1,40,5,5,,40,34
1,7,707,2,560,3,1,46,8,8,,46,16
1,7,707,2,560,4,1,46,4,4,,46,34
1,7,707,2,560,5,1,50,5,5,,50,34
1,7,707,2,560,6,1,53,5,5,,53,34
1,7,708,2,754,1,1,41,1,1,,41,0
1,7,708,2,754,2,2,35,2,2,,22,16
1,7,708,2,754,3,1,46,11,,,20,16
1,7,708,2,754,4,1,51,4,4,,51,34
1,7,708,2,754,5,1,66,8,8,,66,0
1,7,709,2,1226,1,1,66,,1,,66,16
1,7,709,2,1226,2,2,53,,2,,30,0
1,7,709,2,1226,3,1,49,5,5,,6,26
1,7,709,2,1226,4,1,51,5,5,,51,31
1,7,709,2,1226,5,1,47,7,7,,5,41
1,7,709,2,1226,6,1,45,9,9,,45,41
1,7,710,2,2726,1,1,51,1,1,,51,21
1,7,710,2,2726,2,2,30,2,2,,2,16
1,7,710,2,2726,3,1,52,7,7,,10,16
1,7,710,2,2726,4,1,40,5,5,,7,34
1,7,710,2,2726,5,1,40,8,8,,40,23
1,7,711,2,2532,1,1,51,1,1,,51,16
1,7,711,2,2532,2,1,50,4,4,,50,34
1,7,711,2,2532,3,2,52,5,5,,39,41
1,7,711,2,2532,4,1,38,8,8,,38,26
1,7,711,2,2532,5,1,37,7,7,,37,26
1,7,713,2,304,1,1,57,1,,"HEADMAN",20,16
1,7,713,2,304,2,1,49,6,,"AGRIC FIELD ASSISTAN",30,41
1,7,713,2,304,3,1,53,2,,"SPOUSE OF HEADMAN",15,26
1,7,713,2,304,4,2,50,8,,"BUSINESS MAN/WOMAN",25,16
1,7,713,2,304,5,1,58,9,,"RELIGIOUS LEADER",10,34
1,7,715,1,294,1,1,60,1,,"HEADMAN",60,26
1,7,715,1,294,2,1,57,3,,"HEADMAN",37,16
1,7,715,1,294,3,2,51,8,,"BUSSINESSMAN/WOMAN",38,14
1,7,715,1,294,4,1,48,9,,"RELIGIOUS LEADER",32,16
1,7,715,1,294,5,1,54,11,,"TEACHER",39,26
1,7,715,2,780,1,1,75,1,,"HEADMAN",75,16
1,7,715,2,780,2,1,50,9,,"RELIGIOUS  LEADER",42,26
1,7,715,2,780,3,1,48,8,,"BUSSINESS MAN/WOMAN",28,26
1,7,715,2,780,4,1,35,3,,"HEADMAN",24,26
1,7,715,2,780,5,1,40,5,,"SCHOOL TEACHER",15,34
1,7,717,2,1248,1,1,60,1,,"HEADMAN",60,16
1,7,717,2,1248,2,1,54,3,,"HEADMAN",42,26
1,7,717,2,1248,3,2,39,8,,"BUSINESS MAN/WOMAN",39,16
1,7,717,2,1248,4,1,40,11,,"YOUTH LEADER",27,26
1,7,717,2,1248,5,1,82,11,,"ELDER ONE",82,26
1,7,718,2,1640,1,1,72,1,1,,72,16
1,7,718,2,1640,2,2,49,11,,"WOMAN LEADER",28,16
1,7,718,2,1640,3,1,42,8,,"BUSSINESSMAN/WOMAN",24,26
1,7,718,2,1640,4,1,53,3,,"HEADMAN",53,26
1,7,718,2,1640,5,1,38,9,,"RELIGIOUS LEADER",24,16
1,7,719,1,1612,1,1,59,1,,"HEADMAN",30,26
1,7,719,1,1612,2,1,54,2,,"SPOUSE OF HEADMAN",24,26
1,7,719,1,1612,3,1,42,8,,"BUSINESS MAN/WOMAN",34,42
1,7,719,1,1612,4,2,38,8,,"BUSINESS MAN/WOMAN",18,34
1,7,719,1,1612,5,1,42,9,9,"RELIGIOUS LEADER",25,34
1,7,722,2,234,1,1,75,1,1,,75,1
1,7,722,2,234,2,1,75,11,,"FARMER",75,1
1,7,722,2,234,3,1,56,11,,"FARMER",56,16
1,7,722,2,234,4,1,55,4,4,,55,42
1,7,722,2,234,5,1,59,11,,"FARMER",59,16
1,7,722,2,234,6,2,65,11,,"FARMER",65,1
1,7,722,2,234,7,2,30,11,,"FARMER",15,41
1,7,722,2,892,1,1,60,1,1,,60,14
1,7,722,2,892,2,1,75,3,3,,75,1
1,7,722,2,892,3,1,53,11,,"FARMER",53,23
1,7,722,2,892,4,2,51,11,,"FARMER",51,1
1,7,722,2,892,5,1,45,11,,"FARMER",45,26
1,7,722,2,892,6,2,36,11,,"FARMER",36,16
2,8,802,2,1152,1,1,68,1,,,68,14
2,8,802,2,1152,2,1,62,3,,,62,14
2,8,802,2,1152,3,1,50,1,3,,50,13
2,8,802,2,1152,4,2,42,4,,,42,14
2,8,802,2,1152,5,1,48,8,,,48,34
2,8,803,1,944,1,1,45,1,,,45,43
2,8,803,1,944,2,1,95,3,,,95,0
2,8,803,1,944,3,1,48,3,,,48,15
2,8,803,1,944,4,2,35,2,,,0,0
2,8,803,1,944,5,1,38,7,,,43,
2,8,803,1,944,6,1,45,9,,,51,
2,8,805,2,46,1,1,46,1,,,46,34
2,8,805,2,46,2,2,65,5,,,65,31
2,8,805,2,46,3,1,70,3,,,70,0
2,8,805,2,46,4,1,72,3,8,,72,0
2,8,805,2,46,5,1,80,3,9,,80,34
2,8,807,2,946,1,1,75,1,,,75,51
2,8,807,2,946,2,2,36,2,,,36,0
2,8,807,2,946,3,2,46,2,,,46,0
2,8,807,2,946,4,1,60,3,,,60,0
2,8,807,2,946,5,2,45,2,,,45,0
2,8,807,2,946,6,2,40,2,,,40,0
2,8,807,2,946,7,1,40,3,,,40,0
2,8,807,2,946,8,2,38,2,,,38,0
2,8,807,2,946,9,1,45,4,,,45,34
2,8,807,2,1438,1,1,70,1,,,70,0
2,8,807,2,1438,2,1,62,2,,,62,0
2,8,807,2,1438,3,1,80,2,,,80,0
2,8,807,2,1438,4,1,48,8,,,48,34
2,8,807,2,1438,5,2,36,8,,,20,0
2,8,807,2,1438,6,1,55,4,,,55,34
2,8,807,2,2396,1,1,47,1,,,47,16
2,8,807,2,2396,2,1,50,3,,,50,0
2,8,807,2,2396,3,2,42,2,,,42,16
2,8,807,2,2396,4,1,50,11,,,50,34
2,8,807,2,2396,5,1,48,11,,,48,51
2,8,807,2,2396,6,1,50,8,,,50,16
2,8,809,2,1748,1,1,50,1,,,50,51
2,8,809,2,1748,2,1,60,3,,,60,0
2,8,809,2,1748,3,2,41,2,,,41,0
2,8,809,2,1748,4,1,50,9,,,50,0
2,8,809,2,1748,5,1,35,8,,,35,0
2,8,811,2,390,1,1,55,1,,,55,51
2,8,811,2,390,2,1,40,1,3,,40,0
2,8,811,2,390,3,2,30,2,,,30,0
2,8,811,2,390,4,1,50,3,,,50,0
2,8,811,2,390,5,1,45,8,,,40,32
2,8,811,2,390,6,1,57,8,,,57,0
2,8,811,1,1558,1,1,45,1,,,45,34
2,8,811,1,1558,2,1,40,3,1,,40,41
2,8,811,1,1558,3,2,37,5,,,37,41
2,8,811,1,1558,4,1,36,7,,,36,41
2,8,811,1,1558,5,1,70,8,3,,70,0
2,8,811,1,1558,6,1,80,3,3,,80,31
2,8,812,2,866,1,1,97,1,,,97,14
2,8,812,2,866,2,1,57,3,,,57,26
2,8,812,2,866,3,2,70,3,,,70,0
2,8,812,2,866,4,1,65,4,3,,65,34
2,8,812,2,866,5,1,58,9,3,,58,26
2,8,813,2,2094,1,1,63,1,,,63,51
2,8,813,2,2094,2,1,48,9,,,48,51
2,8,813,2,2094,3,2,53,8,,,50,0
2,8,813,2,2094,4,1,48,8,,,48,51
2,8,813,2,2094,5,1,60,7,,,50,51
2,8,815,2,362,1,1,40,1,,,40,41
2,8,815,2,362,2,1,69,2,,,69,0
2,8,815,2,362,3,1,70,8,,,70,31
2,8,815,2,362,4,2,60,8,,,60,0
2,8,815,2,362,5,1,38,3,,,38,26
2,8,816,2,1270,1,1,60,1,,"HEAD MAN",60,14
2,8,816,2,1270,2,1,56,7,,"HEALTH WORKER",5,51
2,8,816,2,1270,3,1,50,9,,"RELIGIOUS LEADER",50,51
2,8,816,2,1270,4,1,32,6,,"ASSISTANT HEALTH W.",32,42
2,8,816,2,1270,5,1,30,8,,"BUSINESS MAN",30,24
2,8,817,1,2476,1,1,46,1,,,10,41
2,8,817,1,2476,2,1,49,3,,,12,26
2,8,817,1,2476,3,2,33,10,,,18,26
2,8,817,1,2476,4,1,50,10,,,16,16
2,8,817,1,2476,5,1,52,10,,,16,16
2,8,820,2,1030,1,1,40,1,,,40,0
2,8,820,2,1030,2,1,50,3,,,50,0
2,8,820,2,1030,3,2,32,2,,,32,0
2,8,820,2,1030,4,1,60,8,,,60,0
2,8,820,2,1030,5,1,30,9,,,30,
2,8,821,1,5062,1,1,67,1,,,67,51
2,8,821,1,5062,2,1,70,3,,,35,51
2,8,821,1,5062,3,1,45,3,9,,18,51
2,8,821,1,5062,4,1,20,1,3,,50,51
2,8,821,1,5062,5,1,35,3,8,,35,26
2,8,821,1,5062,6,2,46,8,,,46,16
2,8,821,1,5062,7,2,45,2,,,45,51
2,8,823,2,548,1,1,50,1,,,50,0
2,8,823,2,548,2,1,80,9,,,80,51
2,8,823,2,548,3,2,25,2,,,25,0
2,8,823,2,548,4,1,27,3,,,27,0
2,8,823,2,548,5,1,35,1,,,35,0
2,8,824,2,768,1,1,34,1,,,34,42
2,8,824,2,768,2,1,82,3,,,82,0
2,8,824,2,768,3,2,40,2,,,40,0
2,8,824,2,768,4,1,36,8,,,36,0
2,8,824,2,768,5,1,44,9,,,44,1
2,8,826,2,926,1,1,62,1,,,62,51
2,8,826,2,926,2,1,68,3,,,68,0
2,8,826,2,926,3,1,28,8,,,28,0
2,8,826,2,926,4,1,57,9,,,57,51
2,8,826,2,926,5,1,68,6,,,68,0
2,8,827,2,804,1,1,50,1,,,50,26
2,8,827,2,804,2,1,80,1,3,,80,0
2,8,827,2,804,3,1,40,3,,,40,26
2,8,827,2,804,4,2,38,3,,,38,0
2,8,827,2,804,5,1,45,9,,,45,51
5,9,901,2,398,1,1,70,1,,,63,16
5,9,901,2,398,2,2,60,2,,,57,15
5,9,901,2,398,3,1,55,5,,,45,41
5,9,901,2,398,4,1,40,11,,"YOUTH LEADER",40,14
5,9,901,2,398,5,1,62,8,,,52,15
5,9,903,2,48,1,1,67,3,,,29,0
5,9,903,2,48,2,2,52,11,,"WOMEN LEADER",20,16
5,9,903,2,48,3,1,56,8,,,15,0
5,9,903,2,48,4,1,36,8,,,36,26
5,9,903,2,48,5,1,19,11,,"STUDENT",19,26
5,9,905,2,978,1,1,43,1,,,43,32
5,9,905,2,978,2,2,36,2,,,18,16
5,9,905,2,978,3,1,54,11,,"FARMER",54,16
5,9,905,2,978,4,1,29,8,,,29,26
5,9,905,2,978,5,1,28,8,,,28,26
5,9,907,2,1446,1,1,80,1,,,45,41
5,9,907,2,1446,2,2,56,2,,,39,16
5,9,907,2,1446,3,1,45,4,,,45,34
5,9,907,2,1446,4,2,43,8,,,43,42
5,9,907,2,1446,5,1,33,5,,,30,34
5,9,908,1,278,1,1,52,1,,,20,16
5,9,908,1,278,2,1,48,11,,"CIVIL SERVANT",29,26
5,9,908,1,278,3,1,40,11,,"COMPANY SECURITY",10,16
5,9,908,1,278,4,1,37,11,,"COMPANY WORKER",17,16
5,9,908,1,278,5,1,38,6,,,7,34
5,9,908,1,278,6,2,43,8,,,8,34
5,9,910,2,200,1,1,66,1,,,61,16
5,9,910,2,200,2,2,46,2,,,46,26
5,9,910,2,200,3,1,60,4,,,50,42
5,9,910,2,200,4,2,68,11,,"WOMEN LEADER",68,16
5,9,910,2,200,5,1,35,11,,"YOUTH LEADER",35,26
5,9,910,2,200,6,1,31,8,,,28,34
5,9,912,2,102,1,1,55,1,,,55,34
5,9,912,2,102,2,2,42,2,,,42,16
5,9,912,2,102,3,1,52,8,,,25,41
5,9,912,2,102,4,1,45,7,,,29,41
5,9,912,2,102,5,2,42,6,,,23,16
5,9,913,2,2266,1,1,67,1,,,67,16
5,9,913,2,2266,2,2,62,2,,,62,14
5,9,913,2,2266,3,1,34,3,,,34,15
5,9,913,2,2266,4,1,65,11,,"COMMUNITY ELDER",48,16
5,9,913,2,2266,5,1,40,11,,"COMMUNITY SECRETARY",40,15
5,9,914,2,1746,1,1,63,1,,,39,16
5,9,914,2,1746,2,2,53,2,,,53,14
5,9,914,2,1746,3,1,42,7,,,42,26
5,9,914,2,1746,4,1,22,11,,"STUDENT",22,25
5,9,914,2,1746,5,1,42,11,,"FARMER",42,0
5,9,915,1,1390,1,1,72,1,,,63,24
5,9,915,1,1390,2,2,62,2,,,43,16
5,9,915,1,1390,3,1,42,11,,"TOWN CRIER",20,0
5,9,915,1,1390,4,1,45,11,,"YOUTH LEADER",45,26
5,9,915,1,1390,5,2,60,11,,"WOMEN LEADER",60,16
5,9,916,2,1068,1,1,85,1,,,45,43
5,9,916,2,1068,2,2,47,2,,,3,11
5,9,916,2,1068,3,1,33,8,,,33,26
5,9,916,2,1068,4,1,65,3,,,35,16
5,9,916,2,1068,5,1,28,11,,"STUDENT",6,34
5,9,917,1,1254,1,1,76,1,,,54,41
5,9,917,1,1254,2,2,52,11,,"WOMEN LEADER",52,26
5,9,917,1,1254,3,1,44,11,,,44,42
5,9,917,1,1254,4,2,38,2,,,38,16
5,9,917,1,1254,5,1,46,9,,,46,42
5,9,918,2,834,1,1,58,1,,,52,16
5,9,918,2,834,2,2,40,2,,,40,13
5,9,918,2,834,3,1,58,3,,,50,31
5,9,918,2,834,4,2,40,11,,"FARMER",40,15
5,9,918,2,834,5,1,60,11,,"FARMER",40,16
5,10,1001,2,172,1,1,36,11,,"HOME PRESIDENT",25,41
5,10,1001,2,172,2,1,46,11,,"TOWN CLERK",7,34
5,10,1001,2,172,3,1,38,11,,"FARMER",38,26
5,10,1001,2,172,5,2,36,11,,"BUSINESS WOMAN",15,26
5,10,1001,2,172,6,1,76,11,,"FARMER",50,31
5,10,1001,2,172,7,1,56,11,,"FARMER",40,16
5,10,1005,1,662,1,1,58,11,,"SECRETARY",58,34
5,10,1005,1,662,2,1,49,5,,,25,43
5,10,1005,1,662,3,1,28,11,,"YOUTH CHAIRMAN",28,26
5,10,1005,1,662,4,2,80,11,,"WOMAN COM. LEADER",80,16
5,10,1005,1,662,5,1,59,11,,"COM. LEADER",59,26
5,10,1005,1,662,6,2,54,8,,,54,26
5,10,1005,2,1374,1,1,67,3,,,67,43
5,10,1005,2,1374,2,1,70,11,,"COMM. LEADER",20,26
5,10,1005,2,1374,3,1,65,11,,"SECRETRY",25,28
5,10,1005,2,1374,4,1,68,11,,"COMM.LEADER",10,26
5,10,1005,2,1374,5,2,50,5,,,50,42
5,10,1005,2,1374,6,2,49,5,,,49,42
5,10,1005,2,1374,7,2,80,8,,,80,0
5,10,1007,1,1166,1,1,75,1,,,43,
5,10,1007,1,1166,2,2,67,2,,,20,16
5,10,1007,1,1166,3,1,64,3,,,25,16
5,10,1007,1,1166,4,1,38,11,,"FARMER",15,16
5,10,1007,1,1166,5,1,60,11,,"BUSINESS MAN",38,16
5,10,1007,1,1166,6,1,45,11,,"FARMER",20,16
5,10,1007,1,1166,7,1,50,11,,"FARMER",30,16
5,10,1007,1,1166,8,2,50,11,,"HOUSEWIFE",43,
5,10,1008,2,1314,1,1,69,1,1,,15,14
5,10,1008,2,1314,2,1,48,2,5,,48,42
5,10,1008,2,1314,3,1,50,3,5,,33,42
5,10,1008,2,1314,4,1,55,3,11,"FARMER",55,16
5,10,1008,2,1314,5,1,38,11,,"YOUTH",38,16
5,10,1008,2,1314,6,2,55,11,,"WOMEN LEADER",55,0
5,10,1008,2,1314,7,2,60,11,,"VICE W/LEADER",60,16
5,10,1008,2,1314,8,2,52,11,,"WOMEN REP.",52,0
5,10,1008,2,1718,1,1,50,11,,"OKEBALI",20,42
5,10,1008,2,1718,2,1,39,1,1,,18,26
5,10,1008,2,1718,3,1,53,3,3,,50,16
5,10,1008,2,1718,4,1,60,3,3,,30,16
5,10,1008,2,1718,5,1,78,1,1,,78,0
5,10,1008,2,1718,6,1,43,3,3,,40,26
5,10,1008,2,1718,7,2,36,8,8,,30,16
5,10,1008,2,1718,8,2,40,11,,"WOMEN LEADER",20,26
5,10,1008,2,1718,9,2,32,11,,"YOUTH LEADER",15,41
5,10,1010,2,20,1,1,65,11,,"PALACE SECRETARY",50,42
5,10,1010,2,20,2,1,57,11,,"CHAIRMAN CDC",57,42
5,10,1010,2,20,3,1,56,11,,"ASSIST. SEC. CDC",56,42
5,10,1010,2,20,4,2,35,8,,,20,26
5,10,1010,2,20,5,1,72,11,,"PALACE CHIEF",10,43
5,10,1010,2,20,6,2,28,8,,,20,26
5,10,1012,2,936,1,1,55,3,11,"PRINCIPAL",20,42
5,10,1012,2,936,2,1,61,11,,"RETIREE",10,41
5,10,1012,2,936,3,2,52,8,8,,30,16
5,10,1012,2,936,4,1,50,3,5,,15,14
5,10,1012,2,936,5,1,40,7,7,,13,41
5,10,1012,2,936,6,1,36,6,6,,7,41
5,10,1012,2,936,7,2,48,11,,"VILLAGE MEMBER",20,34
5,10,1014,2,80,1,1,70,11,,"COMM. VICE PRESIDENT",30,43
5,10,1014,2,80,2,1,66,11,,"MEMBER",10,41
5,10,1014,2,80,3,1,66,11,,"CHAIRMAN WORKS",20,41
5,10,1014,2,80,4,2,36,11,,"WOMEN SEC.",12,34
5,10,1014,2,80,5,1,52,11,,"ASST. SECRETARY",7,26
5,10,1018,1,634,1,1,50,1,,,50,42
5,10,1018,1,634,2,1,51,11,,"LEADER",20,16
5,10,1018,1,634,3,1,55,11,,"VICE CHAIRMAN",10,26
5,10,1018,1,634,4,1,42,11,,"TREASURAL",42,26
5,10,1018,1,634,5,2,29,8,,,10,26
5,10,1018,1,634,6,2,32,8,,,10,26
5,10,1018,2,898,1,1,66,1,,,20,42
5,10,1018,2,898,2,1,39,11,,"YOUTH CHAIRMAN",39,16
5,10,1018,2,898,3,1,48,5,,,48,34
5,10,1018,2,898,4,1,30,11,,"COM.TREASURAL",26,26
5,10,1018,2,898,5,2,40,8,,,36,0
5,10,1018,2,898,6,1,39,8,,,16,16
5,10,1020,1,38,1,1,57,1,,,21,42
5,10,1020,1,38,2,1,46,11,,"TREASURAL",10,26
5,10,1020,1,38,3,1,44,11,,"YOUTH CHAIRMAN",33,26
5,10,1020,1,38,4,1,41,11,,"SPOKEMAN",36,23
5,10,1020,1,38,5,2,41,8,,,20,16
5,10,1021,2,120,1,1,53,1,1,,20,26
5,10,1021,2,120,2,1,46,3,3,,9,41
5,10,1021,2,120,3,1,50,3,3,,46,26
5,10,1021,2,120,4,2,40,8,8,,40,26
5,10,1021,2,120,5,1,38,3,3,,10,42
5,10,1025,2,1774,1,1,67,1,,,67,23
5,10,1025,2,1774,2,1,68,9,,,10,41
5,10,1025,2,1774,3,1,42,11,,"COMM.CHAIRMAN",42,42
5,10,1025,2,1774,4,2,33,8,,,15,26
5,10,1025,2,1774,5,1,32,11,,,10,42
4,11,1101,2,154,1,1,50,1,,,50,26
4,11,1101,2,154,2,1,34,1,,,34,16
4,11,1101,2,154,3,2,89,1,,,65,0
4,11,1101,2,154,4,1,20,11,,"STUDENT",20,26
4,11,1101,2,154,5,1,49,1,,,49,0
4,11,1101,2,154,6,1,52,1,,,52,26
4,11,1101,2,154,7,2,57,1,,,37,0
4,11,1101,2,154,8,1,67,1,,,67,0
4,11,1102,2,936,1,1,50,1,,,50,26
4,11,1102,2,936,2,1,52,1,,,52,16
4,11,1102,2,936,3,1,50,1,,,50,42
4,11,1102,2,936,4,1,67,1,,,67,16
4,11,1102,2,936,5,1,50,1,,,50,16
4,11,1102,2,936,6,2,54,1,,,30,16
4,11,1102,2,936,7,2,54,1,,,30,0
4,11,1102,2,936,8,2,42,2,,,21,16
4,11,1104,2,434,1,1,40,3,,,35,21
4,11,1104,2,434,2,1,55,1,,,55,16
4,11,1104,2,434,3,1,35,1,,,18,26
4,11,1104,2,434,4,2,34,8,,,16,0
4,11,1104,2,434,5,2,40,2,,,22,0
4,11,1104,2,434,6,1,38,1,,,13,14
4,11,1104,2,434,7,1,59,1,,,59,0
4,11,1104,2,434,8,1,45,1,,,45,16
4,11,1104,1,2028,1,1,25,11,,"STUDENT",4,42
4,11,1104,1,2028,2,2,51,2,,,18,26
4,11,1104,1,2028,3,2,56,5,,,14,42
4,11,1104,1,2028,4,2,30,5,,,11,42
4,11,1104,1,2028,5,1,58,1,,,17,42
4,11,1104,1,2028,6,2,54,2,,,12,0
4,11,1104,1,2028,7,1,51,1,,,9,26
4,11,1104,1,2028,8,1,54,1,,,20,43
4,11,1105,2,100,1,1,71,1,,,71,42
4,11,1105,2,100,2,1,52,1,,,52,16
4,11,1105,2,100,3,1,63,7,,,63,16
4,11,1105,2,100,4,1,45,1,,,45,12
4,11,1105,2,100,5,2,36,2,,,17,16
4,11,1105,2,100,6,1,32,5,,,15,42
4,11,1105,2,100,7,1,48,1,,,48,16
4,11,1105,2,100,8,2,50,2,,,30,0
4,11,1106,2,446,1,1,54,1,,,27,26
4,11,1106,2,446,2,1,62,1,,,20,34
4,11,1106,2,446,3,1,47,1,,,47,12
4,11,1106,2,446,4,2,70,1,,,51,0
4,11,1106,2,446,5,1,40,1,,,42,0
4,11,1106,2,446,6,1,32,1,,,32,16
4,11,1106,2,446,7,2,25,11,,"STUDENT",25,26
4,11,1107,2,1034,1,1,45,1,,,45,26
4,11,1107,2,1034,2,1,61,1,,,61,14
4,11,1107,2,1034,3,1,40,8,,,40,26
4,11,1107,2,1034,4,1,70,1,,,70,21
4,11,1107,2,1034,5,1,47,1,,,47,26
4,11,1107,2,1034,6,1,50,1,,,50,16
4,11,1107,2,1034,7,1,52,1,,,52,16
4,11,1107,2,1034,8,2,40,2,,,22,16
4,11,1107,2,1034,9,2,57,1,,,28,0
4,11,1108,2,492,1,1,63,1,,,63,26
4,11,1108,2,492,2,1,70,1,,,70,26
4,11,1108,2,492,3,1,22,11,,"STUDENT",22,42
4,11,1108,2,492,4,1,49,1,,,49,14
4,11,1108,2,492,5,2,34,9,,,10,16
4,11,1108,2,492,6,1,30,1,,,30,16
4,11,1108,2,492,7,2,70,1,,,38,0
4,11,1108,2,492,8,1,36,1,,,36,42
4,11,1109,2,672,1,1,50,1,,,50,26
4,11,1109,2,672,2,1,78,1,,,78,12
4,11,1109,2,672,3,1,50,1,,,50,16
4,11,1109,2,672,4,1,32,11,,"STUDENT",32,42
4,11,1109,2,672,5,2,34,2,,,17,16
4,11,1109,2,672,6,2,48,1,,,48,
4,11,1109,2,672,7,1,62,1,,,62,14
4,11,1109,2,672,8,1,47,1,,,47,26
4,11,1110,2,714,1,1,53,1,,,53,16
4,11,1110,2,714,2,1,60,1,,,60,26
4,11,1110,2,714,3,1,48,5,,,10,43
4,11,1110,2,714,4,1,63,1,,,63,0
4,11,1110,2,714,5,1,48,1,,,48,26
4,11,1110,2,714,6,2,61,1,,,42,0
4,11,1110,2,714,7,1,37,1,,,37,16
4,11,1110,2,714,8,1,56,1,,,56,16
4,11,1110,2,2752,1,1,62,1,,,62,16
4,11,1110,2,2752,2,1,63,5,,,30,43
4,11,1110,2,2752,3,1,35,1,,,35,16
4,11,1110,2,2752,4,1,57,1,,,57,0
4,11,1110,2,2752,5,1,47,5,,,20,34
4,11,1110,2,2752,6,1,34,1,,,34,26
4,11,1110,2,2752,7,2,41,2,,,41,14
4,11,1110,2,2752,8,2,40,2,,,10,16
4,11,1112,2,78,1,1,47,1,,,47,26
4,11,1112,2,78,2,2,27,2,,,5,21
4,11,1112,2,78,3,1,48,1,,,48,16
4,11,1112,2,78,4,1,40,1,,,40,23
4,11,1112,2,78,5,1,59,1,,,59,22
4,11,1112,2,78,6,2,47,1,,,19,0
4,11,1112,2,78,7,1,40,1,,,40,16
4,11,1112,2,78,8,1,72,1,,,72,0
4,11,1112,2,1952,1,1,55,1,,,55,42
4,11,1112,2,1952,2,1,56,1,,,56,16
4,11,1112,2,1952,3,1,48,1,,,48,16
4,11,1112,2,1952,4,1,32,1,,,32,26
4,11,1112,2,1952,5,2,30,9,,,4,26
4,11,1112,2,1952,6,1,37,1,,,37,15
4,11,1112,2,1952,7,1,52,1,,,38,16
4,11,1112,2,1952,8,1,29,1,,,29,15
4,11,1113,2,954,1,1,56,1,,,56,26
4,11,1113,2,954,2,1,57,1,,,57,13
4,11,1113,2,954,3,1,58,1,,,58,0
4,11,1113,2,954,4,1,48,1,,,48,26
4,11,1113,2,954,5,2,52,1,,,26,12
4,11,1113,2,954,6,1,33,1,,,25,16
4,11,1113,2,954,7,2,66,1,,,40,16
5,12,1202,1,2146,1,1,66,1,,,30,0
5,12,1202,1,2146,2,2,40,8,,,30,16
5,12,1202,1,2146,3,1,45,3,,,28,16
5,12,1202,1,2146,4,1,46,3,,,26,16
5,12,1202,1,2146,5,1,50,11,,"SECRETARY",20,16
5,12,1202,1,2146,6,1,,11,,"SECRETARY",20,41
5,12,1202,1,2146,7,2,78,8,,,29,0
5,12,1202,1,2710,1,1,72,1,,,40,0
5,12,1202,1,2710,2,1,57,8,,,26,41
5,12,1202,1,2710,3,2,43,8,,,24,26
5,12,1202,1,2710,4,2,65,2,,,38,2
5,12,1202,1,2710,5,1,39,3,,,25,26
5,12,1202,1,2710,6,1,41,11,,"SECRETARY",16,42
5,12,1204,2,736,1,1,68,1,,,38,16
5,12,1204,2,736,2,2,40,2,,,20,16
5,12,1204,2,736,3,1,70,3,,,45,0
5,12,1204,2,736,4,1,50,3,,,50,0
5,12,1204,2,736,5,1,62,3,,,62,0
