"zone","state","lga","sector","ea","csource_cd","c4q5","c4q6","c4q7","c4q8","c4q9","c4q10","c4q11","c4q12","c4q13","c4q14","c4q15","c4q16"
3,17,1704,1,2074,1,1,1,1,2,10,11000,10,10,60000,18,20,120000
3,17,1704,1,2074,2,1,1,1,2,10,11000,10,10,60000,18,20,120000
3,17,1704,1,2074,3,1,2,1,1,0,10000,1,0,50000,1,0,100000
3,17,1704,1,2074,4,1,2,1,1,0,10000,1,0,50000,1,0,100000
3,17,1706,2,284,1,2,2,2,,,,,,,,,
3,17,1706,2,284,2,2,2,2,,,,,,,,,
3,17,1706,2,284,3,2,2,2,,,,,,,,,
3,17,1706,2,284,4,2,2,2,,,,,,,,,
3,17,1710,2,546,1,2,2,2,,,,,,,,,
3,17,1710,2,546,2,2,2,2,,,,,,,,,
3,17,1710,2,546,3,1,2,1,5,0,2000,10,0,50000,20,0,100000
3,17,1710,2,546,4,2,2,2,,,,,,,,,
3,17,1712,2,794,1,2,2,2,,,,,,,,,
3,17,1712,2,794,2,2,2,2,,,,,,,,,
3,17,1712,2,794,3,1,2,1,10,0,10000,10,0,50000,20,0,100000
3,17,1712,2,794,4,2,2,2,,,,,,,,,
3,17,1713,1,226,1,1,1,1,2,18,2900,5,18,6800,10,18,118000
3,17,1713,1,226,2,2,2,2,,,,,,,,,
3,17,1713,1,226,3,1,2,1,5,0,2000,10,0,50000,10,0,100000
3,17,1713,1,226,4,2,2,2,,,,,,,,,
3,17,1715,2,2244,1,2,2,2,,,,,,,,,
3,17,1715,2,2244,2,2,2,2,,,,,,,,,
3,17,1715,2,2244,3,1,2,1,10,,1000,10,,5000,10,,10000
3,17,1715,2,2244,4,2,2,2,,,,,,,,,
3,17,1716,2,1452,1,2,2,2,,,,,,,,,
3,17,1716,2,1452,2,2,2,2,,,,,,,,,
3,17,1716,2,1452,3,1,2,1,10,0,10000,10,0,50000,20,0,100000
3,17,1716,2,1452,4,2,2,2,,,,,,,,,
3,17,1719,2,1354,1,2,2,2,,,,,,,,,
3,17,1719,2,1354,2,2,2,2,,,,,,,,,
3,17,1719,2,1354,3,1,2,1,10,0,10000,10,0,50000,10,0,100000
3,17,1719,2,1354,4,2,2,2,,,,,,,,,
3,17,1722,2,96,1,2,2,2,,,,,,,,,
3,17,1722,2,96,2,2,2,2,,,,,,,,,
3,17,1722,2,96,3,1,2,1,10,0,10000,10,0,50000,20,0,100000
3,17,1722,2,96,4,2,2,2,,,,,,,,,
3,17,1724,2,786,1,2,2,2,,,,,,,,,
3,17,1724,2,786,2,2,2,2,,,,,,,,,
3,17,1724,2,786,3,1,2,1,5,0,2000,10,0,50000,10,0,100000
3,17,1724,2,786,4,2,2,2,,,,,,,,,
3,17,1727,2,634,1,2,2,2,,,,,,,,,
3,17,1727,2,634,2,2,2,2,,,,,,,,,
3,17,1727,2,634,3,1,1,1,10,0,10000,10,0,50000,20,0,100000
3,17,1727,2,634,4,2,2,2,,,,,,,,,
3,18,1803,2,840,1,2,2,2,,,,,,,,,
3,18,1803,2,840,2,2,2,2,,,,,,,,,
3,18,1803,2,840,3,1,2,1,6,0,1500,12,0,50000,12,0,100000
3,18,1803,2,840,4,2,2,2,,,,,,,,,
3,18,1805,2,534,1,2,2,2,,,,,,,,,
3,18,1805,2,534,2,2,2,2,,,,,,,,,
3,18,1805,2,534,3,2,2,2,,,,,,,,,
3,18,1805,2,534,4,2,2,2,,,,,,,,,
3,18,1808,2,1726,1,2,2,2,,,,,,,,,
3,18,1808,2,1726,2,2,2,2,,,,,,,,,
3,18,1808,2,1726,3,2,2,2,,,,,,,,,
3,18,1808,2,1726,4,2,2,2,,,,,,,,,
3,18,1809,1,1272,1,2,2,2,,,,,,,,,
3,18,1809,1,1272,2,2,2,2,,,,,,,,,
3,18,1809,1,1272,3,2,2,2,,,,,,,,,
3,18,1809,1,1272,4,2,2,2,,,,,,,,,
3,18,1811,2,364,1,2,2,2,,,,,,,,,
3,18,1811,2,364,2,2,2,2,,,,,,,,,
3,18,1811,2,364,3,2,2,2,,,,,,,,,
3,18,1811,2,364,4,2,2,2,,,,,,,,,
3,18,1814,2,678,1,2,2,2,,,,,,,,,
3,18,1814,2,678,2,2,2,2,,,,,,,,,
3,18,1814,2,678,3,2,2,2,,,,,,,,,
3,18,1814,2,678,4,2,2,2,,,,,,,,,
3,18,1816,1,378,1,2,2,2,,,,,,,,,
3,18,1816,1,378,2,2,2,2,,,,,,,,,
3,18,1816,1,378,3,2,2,2,,,,,,,,,
3,18,1816,1,378,4,2,2,2,,,,,,,,,
3,18,1817,2,370,1,2,2,2,,,,,,,,,
3,18,1817,2,370,2,2,2,2,,,,,,,,,
3,18,1817,2,370,3,1,2,1,6,0,10000,12,0,50000,12,0,100000
3,18,1817,2,370,4,2,2,2,,,,,,,,,
3,18,1820,2,450,1,2,2,2,,,,,,,,,
3,18,1820,2,450,2,2,2,2,,,,,,,,,
3,18,1820,2,450,3,2,2,2,,,,,,,,,
3,18,1820,2,450,4,2,2,2,,,,,,,,,
3,18,1822,2,1654,1,2,2,2,,,,,,,,,
3,18,1822,2,1654,2,2,2,2,,,,,,,,,
3,18,1822,2,1654,3,2,2,2,,,,,,,,,
3,18,1822,2,1654,4,2,2,2,,,,,,,,,
3,18,1823,1,1822,1,1,1,1,6,10,2000,12,10,55000,24,10,110000
3,18,1823,1,1822,2,2,2,2,,,,,,,,,
3,18,1823,1,1822,3,1,2,1,12,0,1500,12,0,4000,12,0,100000
3,18,1823,1,1822,4,2,2,2,,,,,,,,,
3,19,1901,2,640,1,2,,,,,,,,,,,
3,19,1901,2,640,2,2,,,,,,,,,,,
3,19,1901,2,640,3,1,2,1,10,,1000,10,,5000,12,,
3,19,1901,2,640,4,1,2,1,3,,4500,5,,5000,5,10,110000
3,19,1902,2,52,1,2,,,,,,,,,,,
3,19,1902,2,52,2,2,,,,,,,,,,,
3,19,1902,2,52,3,2,,,,,,,,,,,
3,19,1902,2,52,4,2,,,,,,,,,,,
3,19,1905,2,1290,1,2,,,,,,,,,,,
3,19,1905,2,1290,2,2,,,,,,,,,,,
3,19,1905,2,1290,3,1,2,1,4,10,11000,,,,,,
3,19,1905,2,1290,4,2,,,,,,,,,,,
3,19,1908,2,284,1,2,,,,,,,,,,,
3,19,1908,2,284,2,2,,,,,,,,,,,
3,19,1908,2,284,3,1,2,1,4,10,11000,,,,,,
3,19,1908,2,284,4,2,,,,,,,,,,,
3,19,1910,2,808,1,2,,,,,,,,,,,
3,19,1910,2,808,2,2,,,,,,,,,,,
3,19,1910,2,808,3,1,2,1,2,10,11000,,,,,,
3,19,1910,2,808,4,1,2,1,3,20,12000,,,,,,
3,19,1912,1,1510,1,1,1,1,2,20,12000,10,20,60000,10,30,130000
3,19,1912,1,1510,2,2,,,,,,,,,,,
3,19,1912,1,1510,3,1,1,1,1,0,10000,,,,,,
3,19,1912,1,1510,4,2,,,,,,,,,,,
3,19,1914,2,934,1,2,,,,,,,,,,,
3,19,1914,2,934,2,2,,,,,,,,,,,
3,19,1914,2,934,3,2,,,,,,,,,,,
3,19,1914,2,934,4,2,,,,,,,,,,,
3,19,1916,2,1516,1,2,,,,,,,,,,,
3,19,1916,2,1516,2,1,2,1,2,,5000,1,,2770,18,,6700
3,19,1916,2,1516,3,1,2,1,5,,2000,1,,5000,10,,10000
3,19,1916,2,1516,4,1,2,1,3,,4000,1,,10000,5,,10000
3,19,1919,2,366,1,2,,,,,,,,,,,
3,19,1919,2,366,2,2,,,,,,,,,,,
3,19,1919,2,366,3,1,2,1,2,0,10000,6,10,60000,6,10,110000
3,19,1919,2,366,4,2,,,,,,,,,,,
3,19,1921,1,842,1,2,,,,,,,,,,,
3,19,1921,1,842,2,2,,,,,,,,,,,
3,19,1921,1,842,3,1,2,1,5,,200,5,,10000,10,,10000
3,19,1921,1,842,4,1,,,,,,5,,10000,10,,10000
3,19,1923,2,284,1,2,,,,,,,,,,,
3,19,1923,2,284,2,2,,,,,,,,,,,
3,19,1923,2,284,3,2,,,,,,,,,,,
3,19,1923,2,284,4,2,,,,,,,,,,,
3,19,1925,1,2858,1,2,,,,,,,,,,,
3,19,1925,1,2858,2,2,,,,,,,,,,,
3,19,1925,1,2858,3,1,2,1,4,20,12000,,,,,,
3,19,1925,1,2858,4,1,2,1,4,20,12000,,,,,,
3,19,1925,2,3394,1,2,,,,,,,,,,,
3,19,1925,2,3394,2,2,,,,,,,,,,,
3,19,1925,2,3394,3,2,,,,,,,,,,,
3,19,1925,2,3394,4,2,,,,,,,,,,,
3,19,1928,2,526,1,2,,,,,,,,,,,
3,19,1928,2,526,2,2,,,,,,,,,,,
3,19,1928,2,526,3,1,1,1,2,10,11000,,,,,,
3,19,1928,2,526,4,2,,,,,,,,,,,
3,19,1932,2,562,1,2,,,,,,,,,,,
3,19,1932,2,562,2,2,,,,,,,,,,,
3,19,1932,2,562,3,1,2,1,2,10,11000,1,10,55000,12,10,110000
3,19,1932,2,562,4,2,,,,,,,,,,,
3,19,1934,2,386,1,2,,,,,,,,,,,
3,19,1934,2,386,2,2,,,,,,,,,,,
3,19,1934,2,386,3,1,2,1,2,10,11000,5,10,55000,10,10,110000
3,19,1934,2,386,4,1,2,1,3,10,11000,5,10,55000,10,10,110000
3,19,1936,2,1994,1,2,,,,,,,,,,,
3,19,1936,2,1994,2,2,,,,,,,,,,,
3,19,1936,2,1994,3,2,,,,,,,,,,,
3,19,1936,2,1994,4,2,,,,,,,,,,,
3,19,1937,2,432,1,1,2,2,12,,1000,18,20,2800,24,20,120000
3,19,1937,2,432,2,2,,,,,,,,,,,
3,19,1937,2,432,3,2,,,,,,,,,,,
3,19,1937,2,432,4,1,2,1,3,10,4000,5,10,10000,12,20,120000
3,19,1941,2,518,1,2,,,,,,,,,,,
3,19,1941,2,518,2,2,,,,,,,,,,,
3,19,1941,2,518,3,2,,,,,,,,,,,
3,19,1941,2,518,4,2,,,,,,,,,,,
3,19,1943,2,668,1,2,,,,,,,,,,,
3,19,1943,2,668,2,2,,,,,,,,,,,
3,19,1943,2,668,3,1,1,1,10,,1000,10,,5000,10,,10000
3,19,1943,2,668,4,2,,,,,,,,,,,
3,20,2001,2,1354,1,1,1,2,12,4,2400,12,24,62000,12,24,124000
3,20,2001,2,1354,2,2,2,2,,,,,,,,,
3,20,2001,2,1354,3,1,2,2,12,10,11000,12,10,55000,12,10,110000
3,20,2001,2,1354,4,2,2,2,,,,,,,,,
3,20,2003,2,784,1,2,2,2,,,,,,,,,
3,20,2003,2,784,2,1,2,2,12,20,12000,12,20,60000,12,20,120000
3,20,2003,2,784,3,2,2,2,,,,,,,,,
3,20,2003,2,784,4,1,2,2,4,0,10000,4,0,50000,4,0,100000
3,20,2005,2,970,1,2,2,2,,,,,,,,,
3,20,2005,2,970,2,2,2,2,,,,,,,,,
3,20,2005,2,970,3,1,2,1,3,5,10500,10,5,52500,20,5,105000
3,20,2005,2,970,4,1,2,1,2,10,11000,5,10,55000,10,10,110000
3,20,2008,2,1474,1,2,2,2,,,,,,,,,
3,20,2008,2,1474,2,2,2,2,,,,,,,,,
3,20,2008,2,1474,3,2,2,2,,,,,,,,,
3,20,2008,2,1474,4,2,2,2,,,,,,,,,
3,20,2009,2,240,1,2,2,2,,,,,,,,,
3,20,2009,2,240,2,2,2,2,,,,,,,,,
3,20,2009,2,240,3,2,2,2,,,,,,,,,
3,20,2009,2,240,4,2,2,2,,,,,,,,,
3,20,2012,1,844,1,2,2,2,,,,,,,,,
3,20,2012,1,844,2,2,2,2,,,,,,,,,
3,20,2012,1,844,3,2,2,2,,,,,,,,,
3,20,2012,1,844,4,2,2,2,,,,,,,,,
3,20,2013,2,1232,1,1,1,2,12,24,12400,12,24,62000,12,24,124000
3,20,2013,2,1232,2,1,2,1,12,10,11000,0,,,,,
3,20,2013,2,1232,3,1,2,1,12,10,11000,12,10,55000,12,10,110000
3,20,2013,2,1232,4,2,2,2,,,,,,,,,
3,20,2015,2,1746,1,2,2,2,,,,,,,,,
3,20,2015,2,1746,2,2,2,2,,,,,,,,,
3,20,2015,2,1746,3,2,2,2,,,,,,,,,
3,20,2015,2,1746,4,1,2,1,3,0,10000,6,0,50000,12,0,100000
3,20,2018,2,1134,1,2,2,2,,,,,,,,,
3,20,2018,2,1134,2,2,2,2,,,,,,,,,
3,20,2018,2,1134,3,1,2,1,4,5,10500,10,50,52500,12,5,105000
3,20,2018,2,1134,4,1,2,2,,,,2,,,,,
3,20,2019,2,344,1,2,2,2,,,,,,,,,
3,20,2019,2,344,2,2,2,2,,,,,,,,,
3,20,2019,2,344,3,2,2,2,,,,,,,,,
3,20,2019,2,344,4,2,2,2,,,,,,,,,
3,20,2021,1,3300,1,2,2,2,,,,,,,,,
3,20,2021,1,3300,2,1,2,1,12,10,11000,12,10,55000,12,10,110000
3,20,2021,1,3300,3,1,2,1,12,10,11000,12,10,55000,24,10,110000
3,20,2021,1,3300,4,1,2,1,2,15,11500,6,15,57500,12,15,115000
3,20,2022,2,1130,1,2,2,2,,,,,,,,,
3,20,2022,2,1130,2,2,2,2,,,,,,,,,
3,20,2022,2,1130,3,2,2,2,,,,,,,,,
3,20,2022,2,1130,4,1,2,1,2,5,10500,4,5,52500,8,5,105000
3,20,2025,2,760,1,2,2,2,,,,,,,,,
3,20,2025,2,760,2,1,2,2,12,10,11000,24,10,55000,24,10,110000
3,20,2025,2,760,3,1,2,2,12,5,10500,12,5,2000,12,5,105000
3,20,2025,2,760,4,1,2,2,12,20,200,24,20,60000,24,20,120000
3,20,2025,2,1304,1,2,2,2,,,,,,,,,
3,20,2025,2,1304,2,1,2,2,12,10,11000,24,10,55000,24,10,110000
3,20,2025,2,1304,3,1,2,2,12,5,10500,12,5,52500,12,5,105000
3,20,2025,2,1304,4,1,2,2,12,20,12000,24,20,60000,24,20,120000
3,20,2028,2,498,1,2,2,2,,,,,,,,,
3,20,2028,2,498,2,2,2,2,,,,,,,,,
3,20,2028,2,498,3,2,2,2,,,,,,,,,
3,20,2028,2,498,4,2,2,2,,,,,,,,,
3,20,2030,2,1050,1,2,2,2,,,,,,,,,
3,20,2030,2,1050,2,2,2,2,,,,,,,,,
3,20,2030,2,1050,3,1,2,1,3,5,10500,6,5,52500,12,5,105000
3,20,2030,2,1050,4,2,2,2,,,,,,,,,
3,20,2032,1,1390,1,2,2,2,,,,,,,,,
3,20,2032,1,1390,2,2,2,2,,,,,,,,,
3,20,2032,1,1390,3,1,2,1,2,5,10500,6,5,52500,12,5,105000
3,20,2032,1,1390,4,2,2,2,,,,,,,,,
3,20,2032,2,1772,1,2,2,2,,,,,,,,,
3,20,2032,2,1772,2,2,2,2,,,,,,,,,
3,20,2032,2,1772,3,2,2,2,,,,,,,,,
3,20,2032,2,1772,4,1,2,1,2,10,11000,12,10,55000,12,10,110000
3,21,2102,2,1124,1,2,2,2,,,,,,,,,
3,21,2102,2,1124,2,2,2,2,,,,,,,,,
3,21,2102,2,1124,3,1,2,1,5,0,10000,10,0,50000,10,0,100000
3,21,2102,2,1124,4,1,1,1,6,30,13000,6,20,60000,6,20,120000
3,21,2106,2,236,1,1,1,1,12,30,13000,6,20,60000,9,40,140000
3,21,2106,2,236,2,1,1,1,3,25,12500,6,12,66250,12,25,125000
3,21,2106,2,236,3,1,2,1,5,0,10000,5,0,50000,10,0,100000
3,21,2106,2,236,4,1,2,1,3,20,12000,6,20,60000,12,20,120000
3,21,2106,2,2822,1,1,1,1,3,20,12000,6,30,65000,12,30,130000
3,21,2106,2,2822,2,1,1,1,4,20,12000,6,20,60000,12,20,120000
3,21,2106,2,2822,3,1,2,1,3,0,10000,5,0,50000,10,0,100000
3,21,2106,2,2822,4,1,2,1,1,10,11000,6,30,65000,12,30,130000
3,21,2108,1,520,1,1,1,1,4,30,13000,12,30,65000,12,30,130000
3,21,2108,1,520,2,1,1,1,5,20,12000,12,20,60000,12,25,125000
3,21,2108,1,520,3,1,2,1,5,0,10000,5,0,50000,10,0,100000
3,21,2108,1,520,4,1,1,1,5,30,13000,6,30,65000,6,30,130000
3,21,2109,2,38,1,2,2,2,,,,,,,,,
3,21,2109,2,38,2,1,1,1,5,15,11500,,,,,,
3,21,2109,2,38,3,1,2,1,5,0,10000,12,20,60000,12,20,120000
3,21,2109,2,38,4,1,1,1,5,20,12000,5,0,50000,10,0,100000
3,21,2111,2,180,1,2,2,2,,,,,,,,,
3,21,2111,2,180,2,1,1,1,1,10,11000,12,10,55000,12,10,110000
3,21,2111,2,180,3,1,2,1,5,0,10000,10,0,50000,10,0,100000
3,21,2111,2,180,4,1,1,1,6,20,12000,6,20,60000,6,20,120000
3,21,2115,2,926,1,2,2,2,,,,,,,,,
3,21,2115,2,926,2,2,2,2,,,,,,,,,
3,21,2115,2,926,3,2,2,2,,,,,,,,,
3,21,2115,2,926,4,2,2,2,,,,,,,,,
3,21,2117,2,554,1,1,1,1,3,20,12000,12,10,60000,12,20,120000
3,21,2117,2,554,2,1,1,1,3,20,12000,12,10,60000,12,20,120000
3,21,2117,2,554,3,1,2,1,5,0,10000,10,0,50000,10,0,100000
3,21,2117,2,554,4,1,1,1,3,20,12000,6,10,60000,6,20,120000
3,21,2119,2,2146,1,2,,,,,,,,,,,
3,21,2119,2,2146,2,1,1,1,4,10,11000,12,10,55000,12,10,110000
3,21,2119,2,2146,3,1,2,1,5,0,10000,10,0,50000,10,0,100000
3,21,2119,2,2146,4,2,,,,,,,,,,,
3,21,2119,2,3956,1,2,2,2,,,,,,,,,
3,21,2119,2,3956,2,2,2,2,,,,,,,,,
3,21,2119,2,3956,3,1,2,1,5,0,10000,5,0,50000,10,0,100000
3,21,2119,2,3956,4,1,1,1,5,30,13000,5,20,60000,5,20,120000
1,22,2201,2,422,1,2,,,,,,,,,,,
1,22,2201,2,422,2,2,,,,,,,,,,,
1,22,2201,2,422,3,1,1,1,3,20,12000,6,30,65000,12,40,140000
1,22,2201,2,422,4,1,1,1,3,30,13000,6,40,70000,12,50,150000
1,22,2203,2,266,1,2,,,,,,,,,,,
1,22,2203,2,266,2,1,1,1,10,10,11000,12,10,55000,24,10,110000
1,22,2203,2,266,3,1,1,1,10,10,11000,12,10,55000,24,10,110000
1,22,2203,2,266,4,1,1,1,10,20,12000,12,10,55000,24,10,110000
1,22,2203,2,530,1,2,,,,,,,,,,,
1,22,2203,2,530,2,2,,,,,,,,,,,
1,22,2203,2,530,3,2,,,,,,,,,,,
1,22,2203,2,530,4,2,,,,,,,,,,,
1,22,2205,2,664,1,2,,,,,,,,,,,
1,22,2205,2,664,2,2,,,,,,,,,,,
1,22,2205,2,664,3,2,,,,,,,,,,,
1,22,2205,2,664,4,2,,,,,,,,,,,
1,22,2205,2,2432,1,2,,,,,,,,,,,
1,22,2205,2,2432,2,1,1,1,10,10,11000,10,10,55000,12,10,110000
1,22,2205,2,2432,3,1,1,1,5,25,12500,10,5,25000,12,10,105000
1,22,2205,2,2432,4,2,,,,,,,,,,,
1,22,2209,1,792,1,1,1,1,10,21,12100,12,21,60500,12,21,121000
1,22,2209,1,792,2,1,2,1,12,15,11500,12,12,7500,12,15,115000
1,22,2209,1,792,3,2,,,,,,,,,,,
1,22,2209,1,792,4,2,,,,,,,,,,,
1,22,2211,2,594,1,2,,,,,,,,,,,
1,22,2211,2,594,2,2,,,,,,,,,,,
1,22,2211,2,594,3,2,,,,,,,,,,,
1,22,2211,2,594,4,2,,,,,,,,,,,
1,22,2211,1,806,1,2,,,,,,,,,,,
1,22,2211,1,806,2,1,1,1,10,5,2500,5,5,52500,12,5,105000
1,22,2211,1,806,3,2,,,,,,,,,,,
1,22,2211,1,806,4,1,1,1,2,5,2500,4,5,52500,12,5,105000
1,22,2214,2,1354,1,2,,,,,,,,,,,
1,22,2214,2,1354,2,2,,,,,,,,,,,
1,22,2214,2,1354,3,1,2,1,10,10,11000,1,10,55000,12,15,115000
1,22,2214,2,1354,4,1,2,1,10,10,11000,1,10,55000,12,15,115000
1,22,2216,1,428,1,1,1,1,6,10,11000,12,30,65000,12,30,130000
1,22,2216,1,428,2,1,1,1,6,10,11000,12,40,70000,12,40,140000
1,22,2216,1,428,3,1,1,1,5,20,12000,12,30,65000,12,30,130000
1,22,2216,1,428,4,1,1,1,5,20,12000,6,30,65000,12,30,130000
1,22,2218,2,596,1,2,,,,,,,,,,,
1,22,2218,2,596,2,2,,,,,,,,,,,
1,22,2218,2,596,3,2,,,,,,,,,,,
1,22,2218,2,596,4,2,,,,,,,,,,,
1,22,2220,1,1296,1,2,,,,,,,,,,,
1,22,2220,1,1296,2,1,1,1,6,10,11000,1,20,20000,12,20,120000
1,22,2220,1,1296,3,1,2,1,6,15,11500,1,2,20000,12,20,120000
1,22,2220,1,1296,4,2,,,,,,,,,,,
1,23,2302,2,1982,1,2,,,,,,,,,,,
1,23,2302,2,1982,2,2,,,,,,,,,,,
1,23,2302,2,1982,3,1,2,1,3,0,10000,6,,50000,12,0,100000
1,23,2302,2,1982,4,2,,,,,,,,,,,
1,23,2303,2,2348,1,2,,,,,,,,,,,
1,23,2303,2,2348,2,1,1,1,3,5,10500,6,5,52500,12,5,105000
1,23,2303,2,2348,3,1,2,1,3,0,10000,10,0,50000,18,0,100000
1,23,2303,2,2348,4,2,,,,,,,,,,,
1,23,2304,2,322,1,1,1,1,2,5,10500,6,5,52500,12,5,105000
1,23,2304,2,322,2,1,1,1,3,2,10200,6,4,52000,18,40,104000
1,23,2304,2,322,3,1,2,1,2,0,10000,10,0,50000,12,0,100000
1,23,2304,2,322,4,1,1,1,2,20,12000,3,20,60000,12,20,120000
1,23,2306,1,970,1,2,,,,,,,,,,,
1,23,2306,1,970,2,1,1,1,4,10,11000,12,10,55000,24,10,110000
1,23,2306,1,970,3,1,2,1,6,0,10000,12,0,50000,18,0,100000
1,23,2306,1,970,4,1,1,1,3,20,12000,6,20,60000,12,20,120000
1,23,2307,1,78,1,2,,,,,,,,,,,
1,23,2307,1,78,2,1,1,1,3,6,10600,6,6,53000,24,6,106000
1,23,2307,1,78,3,1,2,1,5,0,10000,12,0,50000,18,0,100000
1,23,2307,1,78,4,1,1,1,2,20,12000,6,30,65000,12,30,130000
1,23,2307,1,2316,1,1,1,1,3,8,10800,6,15,57500,12,21,121000
1,23,2307,1,2316,2,1,1,1,2,6,10600,8,6,53000,18,6,106000
1,23,2307,1,2316,3,1,2,1,3,0,10000,12,0,50000,12,0,100000
1,23,2307,1,2316,4,1,1,1,2,20,12000,6,20,60000,12,25,125000
1,23,2308,1,556,1,1,1,1,2,20,12000,6,20,60000,12,21,121000
1,23,2308,1,556,2,1,1,1,3,6,10600,6,6,53000,12,6,106000
1,23,2308,1,556,3,1,2,1,2,0,10000,6,0,50000,9,0,100000
1,23,2308,1,556,4,1,1,1,3,20,12000,6,30,65000,12,30,130000
1,23,2308,1,5180,1,2,,,,,,,,,,,
1,23,2308,1,5180,2,1,1,1,3,10,11000,12,10,55000,24,10,110000
1,23,2308,1,5180,3,1,2,1,6,0,10000,12,0,50000,18,0,100000
1,23,2308,1,5180,4,1,1,1,3,15,11500,6,20,60000,12,20,120000
1,23,2309,2,998,1,2,,,,,,,,,,,
1,23,2309,2,998,2,2,,,,,,,,,,,
1,23,2309,2,998,3,1,2,1,3,0,10000,10,0,50000,18,0,100000
1,23,2309,2,998,4,2,,,,,,,,,,,
1,23,2311,2,516,1,2,,,,,,,,,,,
1,23,2311,2,516,2,1,1,1,6,6,10600,6,6,53000,18,6,106000
1,23,2311,2,516,3,1,2,1,5,0,10000,10,0,50000,12,0,100000
1,23,2311,2,516,4,1,1,1,1,10,11000,6,15,57500,10,20,120000
1,23,2315,2,924,1,2,,,,,,,,,,,
1,23,2315,2,924,2,1,1,1,2,5,10500,6,7,53500,18,7,107000
1,23,2315,2,924,3,1,2,1,3,0,10000,10,0,50000,12,0,100000
1,23,2315,2,924,4,1,1,1,2,20,12000,6,30,65000,10,30,130000
1,23,2316,1,140,1,2,,,,,,,,,,,
1,23,2316,1,140,2,1,1,1,3,10,11000,5,10,55000,12,10,110000
1,23,2316,1,140,3,1,2,1,2,0,10000,10,0,50000,18,0,100000
1,23,2316,1,140,4,1,1,1,2,20,12000,5,25,62500,10,35,135000
6,24,2401,1,766,1,1,2,1,6,10,11000,6,16,58000,6,20,120000
6,24,2401,1,766,2,1,1,1,6,7,10700,12,35,53500,12,7,107000
6,24,2401,1,766,3,1,2,1,1,10,11000,6,10,55000,6,10,110000
6,24,2401,1,766,4,2,,,,,,,,,,,
6,24,2403,1,674,1,2,,2,,,,,,,,,
6,24,2403,1,674,2,1,1,1,6,15,10900,6,15,50750,10,15,101500
6,24,2403,1,674,3,1,2,1,1,,10000,1,20,50000,1,,100000
6,24,2403,1,674,4,2,,2,,,,,,,,,
6,24,2403,1,1588,1,1,1,1,6,10,11000,6,16,58000,6,20,120000
6,24,2403,1,1588,2,1,1,1,6,7,10700,12,7,53800,12,7,107000
6,24,2403,1,1588,3,1,2,1,3,10,11000,6,20,52000,6,5,105000
6,24,2403,1,1588,4,2,,,,,,,,,,,
6,24,2403,1,3592,1,1,2,1,6,10,11000,6,10,55000,6,20,120000
6,24,2403,1,3592,2,2,,,,,,,,,,,
6,24,2403,1,3592,3,1,2,1,6,10,11000,3,20,52000,6,5,105000
6,24,2403,1,3592,4,2,,,,,,,,,,,
6,24,2403,1,7586,1,2,,,,,,,,,,,
6,24,2403,1,7586,2,2,,,,,,,,,,,
6,24,2403,1,7586,3,1,2,1,3,10,13000,3,20,52000,6,30,130000
6,24,2403,1,7586,4,2,,,,,,,,,,,
6,24,2405,1,134,1,1,2,1,6,10,16000,6,16,58000,6,20,120000
6,24,2405,1,134,2,2,,,,,,,,,,,
6,24,2405,1,134,3,1,2,1,3,10,13000,3,20,52000,6,5,105000
6,24,2405,1,134,4,2,,,,,,,,,,,
6,24,2407,2,396,1,1,2,1,6,10,11000,6,16,58000,6,20,120000
6,24,2407,2,396,2,1,2,1,6,20,12000,6,20,52000,6,2,102000
6,24,2407,2,396,3,1,2,1,5,10,11000,6,20,52000,6,2,102000
6,24,2407,2,396,4,2,,,,,,,,,,,
6,24,2411,1,788,1,1,2,1,6,10,16000,6,16,58000,6,20,120000
6,24,2411,1,788,2,2,,,,,,,,,,,
6,24,2411,1,788,3,2,,,,,,,,,,,
6,24,2411,1,788,4,2,,,,,,,,,,,
6,24,2412,1,2798,1,2,,,,,,,,,,,
6,24,2412,1,2798,2,1,2,1,5,15,10150,5,15,50750,10,15,101500
6,24,2412,1,2798,3,1,2,1,1,0,10000,1,0,50000,1,0,100000
6,24,2412,1,2798,4,2,,,,,,,,,,,
6,24,2413,1,306,1,1,1,1,6,10,16000,6,12,56000,10,12,112000
6,24,2413,1,306,2,1,1,1,6,15,10900,6,15,50750,10,15,101500
6,24,2413,1,306,3,1,2,1,1,,,1,0,50000,1,0,100000
6,24,2413,1,306,4,2,,,,,,,,,,,
6,24,2415,1,696,1,1,1,1,4,10,11000,6,10,55000,10,12,112000
6,24,2415,1,696,2,1,1,1,4,18,10800,6,8,54000,10,10,110000
6,24,2415,1,696,3,1,2,1,1,,10000,1,,50000,1,,100000
6,24,2415,1,696,4,2,,,,,,,,,,,
6,24,2417,1,112,1,1,2,1,6,10,16000,6,16,58000,6,20,120000
6,24,2417,1,112,2,2,,,,,,,,,,,
6,24,2417,1,112,3,2,,,,,,,,,,,
6,24,2417,1,112,4,2,,,,,,,,,,,
6,24,2417,1,924,1,1,1,1,6,12,10700,6,12,56000,10,15,115000
6,24,2417,1,924,2,1,2,1,6,8,14800,6,8,54000,10,10,110000
6,24,2417,1,924,3,1,2,1,1,0,10000,1,0,50000,1,0,100000
6,24,2417,1,924,4,2,,,,,,,,,,,
6,24,2418,1,1770,1,2,,,,,,,,,,,
