"zone","state","lga","sector","ea","csource_cd","c4q5","c4q6","c4q7","c4q8","c4q9","c4q10","c4q11","c4q12","c4q13","c4q14","c4q15","c4q16"
2,8,812,2,866,4,2,2,2,,,,,,,,,
2,8,813,2,2094,1,2,2,2,,,,,,,,,
2,8,813,2,2094,2,2,2,2,,,,,,,,,
2,8,813,2,2094,3,2,2,2,,,,,,,,,
2,8,813,2,2094,4,2,2,2,,,,,,,,,
2,8,815,2,362,1,2,2,2,,,,,,,,,
2,8,815,2,362,2,2,2,2,,,,,,,,,
2,8,815,2,362,3,2,2,2,,,,,,,,,
2,8,815,2,362,4,2,2,2,,,,,,,,,
2,8,816,2,1270,1,2,2,2,,,,,,,,,
2,8,816,2,1270,2,2,2,2,,,,,,,,,
2,8,816,2,1270,3,2,2,2,,,,,,,,,
2,8,816,2,1270,4,,2,2,,,,,,,,,
2,8,817,1,2476,1,2,2,2,,,,,,,,,
2,8,817,1,2476,2,2,2,2,,,,,,,,,
2,8,817,1,2476,3,2,2,2,,,,,,,,,
2,8,817,1,2476,4,2,2,2,,,,,,,,,
2,8,820,2,1030,1,2,2,2,,,,,,,,,
2,8,820,2,1030,2,2,2,2,,,,,,,,,
2,8,820,2,1030,3,2,2,2,,,,,,,,,
2,8,820,2,1030,4,2,2,2,,,,,,,,,
2,8,821,1,5062,1,2,2,2,,,,,,,,,
2,8,821,1,5062,2,2,2,2,,,,,,,,,
2,8,821,1,5062,3,2,2,2,,,,,,,,,
2,8,821,1,5062,4,2,2,2,,,,,,,,,
2,8,823,2,548,1,2,2,2,,,,,,,,,
2,8,823,2,548,2,2,2,2,,,,,,,,,
2,8,823,2,548,3,2,2,2,,,,,,,,,
2,8,823,2,548,4,2,2,2,,,,,,,,,
2,8,824,2,768,1,2,2,2,,,,,,,,,
2,8,824,2,768,2,2,2,2,,,,,,,,,
2,8,824,2,768,3,2,2,2,,,,,,,,,
2,8,824,2,768,4,2,2,2,,,,,,,,,
2,8,826,2,926,1,2,2,2,,,,,,,,,
2,8,826,2,926,2,2,2,2,,,,,,,,,
2,8,826,2,926,3,2,2,2,,,,,,,,,
2,8,826,2,926,4,2,2,2,,,,,,,,,
2,8,827,2,804,1,2,2,2,,,,,,,,,
2,8,827,2,804,2,2,2,2,,,,,,,,,
2,8,827,2,804,3,2,2,2,,,,,,,,,
2,8,827,2,804,4,2,2,2,,,,,,,,,
5,9,901,2,398,1,2,2,2,,,,,,,,,
5,9,901,2,398,2,2,2,2,,,,,,,,,
5,9,901,2,398,3,2,2,2,,,,,,,,,
5,9,901,2,398,4,1,1,1,12,10,11000,12,10,55000,12,10,110000
5,9,903,2,48,1,2,2,2,,,,,,,,,
5,9,903,2,48,2,2,2,2,,,,,,,,,
5,9,903,2,48,3,2,2,2,,,,,,,,,
5,9,903,2,48,4,1,1,1,12,20,12000,12,20,60000,12,2,120000
5,9,905,2,978,1,2,2,2,,,,,,,,,
5,9,905,2,978,2,2,2,2,,,,,,,,,
5,9,905,2,978,3,1,1,1,12,10,12000,,,,,,
5,9,905,2,978,4,1,1,1,12,10,12000,,,,,,
5,9,907,2,1446,1,2,2,2,,,,,,,,,
5,9,907,2,1446,2,2,2,2,,,,,,,,,
5,9,907,2,1446,3,2,2,2,,,,,,,,,
5,9,907,2,1446,4,1,1,1,12,10,11000,12,10,55000,12,10,110000
5,9,908,1,278,1,1,1,1,12,20,12000,12,20,60000,12,20,120000
5,9,908,1,278,2,2,2,2,,,,,,,,,
5,9,908,1,278,3,2,2,2,,,,,,,,,
5,9,908,1,278,4,1,1,1,12,2,2000,12,20,60000,12,20,120000
5,9,910,2,200,1,2,2,2,,,,,,,,,
5,9,910,2,200,2,2,2,2,,,,,,,,,
5,9,910,2,200,3,2,2,2,,,,,,,,,
5,9,910,2,200,4,1,1,1,12,10,11000,12,10,55000,12,10,110000
5,9,912,2,102,1,2,2,2,,,,,,,,,
5,9,912,2,102,2,2,2,2,,,,,,,,,
5,9,912,2,102,3,1,1,1,12,15,11500,12,15,57500,12,15,115000
5,9,912,2,102,4,1,1,1,12,10,11000,12,10,55000,12,10,110000
5,9,913,2,2266,1,2,2,2,,,,,,,,,
5,9,913,2,2266,2,2,2,2,,,,,,,,,
5,9,913,2,2266,3,1,1,1,12,10,11000,,,,,,
5,9,913,2,2266,4,2,2,2,,,,,,,,,
5,9,914,2,1746,1,2,2,2,,,,,,,,,
5,9,914,2,1746,2,2,2,2,,,,,,,,,
5,9,914,2,1746,3,2,2,2,,,,,,,,,
5,9,914,2,1746,4,2,2,2,,,,,,,,,
5,9,915,1,1390,1,2,2,2,,,,,,,,,
5,9,915,1,1390,2,2,2,2,,,,,,,,,
5,9,915,1,1390,3,2,2,2,,,,,,,,,
5,9,915,1,1390,4,1,1,1,12,10,11000,12,10,55000,12,10,110000
5,9,916,2,1068,1,2,2,2,,,,,,,,,
5,9,916,2,1068,2,2,2,2,,,,,,,,,
5,9,916,2,1068,3,1,1,1,12,10,11000,12,10,55000,12,10,110000
5,9,916,2,1068,4,2,2,2,,,,,,,,,
5,9,917,1,1254,1,2,2,2,,,,,,,,,
5,9,917,1,1254,2,2,2,2,,,,,,,,,
5,9,917,1,1254,3,2,2,2,,,,,,,,,
5,9,917,1,1254,4,2,2,2,,,,,,,,,
5,9,918,2,834,1,2,2,2,,,,,,,,,
5,9,918,2,834,2,2,2,2,,,,,,,,,
5,9,918,2,834,3,2,2,2,,,,,,,,,
5,9,918,2,834,4,1,1,1,12,15,11500,12,15,57500,12,15,115000
5,10,1001,2,172,1,2,2,2,,,,,,,,,
5,10,1001,2,172,2,2,2,2,,,,,,,,,
5,10,1001,2,172,3,1,1,1,12,10,11000,12,10,55000,,,
5,10,1001,2,172,4,1,1,1,1,10,11000,1,10,55000,,,
5,10,1005,1,662,1,1,1,1,10,22,12200,11,19,59505,12,20,120500
5,10,1005,1,662,2,1,2,1,12,10,11000,12,10,55000,12,10,110000
5,10,1005,1,662,3,1,2,1,12,60,16000,12,60,80000,12,60,160000
5,10,1005,1,662,4,1,1,1,1,20,12000,10,60,80000,10,60,160000
5,10,1005,2,1374,1,2,2,2,,,,,,,,,
5,10,1005,2,1374,2,1,2,1,12,10,11000,12,10,55000,24,20,120000
5,10,1005,2,1374,3,1,2,1,12,10,10500,12,25,52500,12,10,105000
5,10,1005,2,1374,4,1,1,1,1,20,12000,1,10,60000,1,20,120000
5,10,1007,1,1166,1,2,2,2,,,,,,,,,
5,10,1007,1,1166,2,2,2,2,,,,,,,,,
5,10,1007,1,1166,3,1,2,1,6,10,10500,12,10,55000,,,
5,10,1007,1,1166,4,2,2,2,,,,,,,,,
5,10,1008,2,1314,1,2,,,,,,,,,,,
5,10,1008,2,1314,2,2,,,,,,,,,,,
5,10,1008,2,1314,3,1,2,1,12,10,11000,12,10,55000,,,
5,10,1008,2,1314,4,1,1,1,1,20,,,,,,,
5,10,1008,2,1718,1,2,,,,,,,,,,,
5,10,1008,2,1718,2,2,,,,,,,,,,,
5,10,1008,2,1718,3,1,2,1,12,10,11000,12,10,55000,12,10,110000
5,10,1008,2,1718,4,1,1,1,1,20,12000,1,20,60000,1,20,120000
5,10,1010,2,20,1,1,1,1,2,10,12700,6,10,55000,12,10,162999
5,10,1010,2,20,2,1,2,1,5,10,11000,12,10,55000,24,10,110000
5,10,1010,2,20,3,1,2,1,12,5,10500,12,25,52500,12,5,105000
5,10,1010,2,20,4,1,1,1,1,10,12000,6,10,55000,12,10,169999
5,10,1012,2,936,1,2,2,2,,,,,,,,,
5,10,1012,2,936,2,2,2,2,,,,,,,,,
5,10,1012,2,936,3,1,2,1,12,10,11000,12,10,55000,12,10,110000
5,10,1012,2,936,4,1,1,1,1,20,12000,1,20,60000,1,20,120000
5,10,1014,2,80,1,2,2,2,,,,,,,,,
5,10,1014,2,80,2,1,1,1,12,10,11000,12,10,55000,,,
5,10,1014,2,80,3,1,1,1,1,20,12000,1,20,60000,,,
5,10,1014,2,80,4,1,1,1,1,25,12500,1,25,62500,,,
5,10,1018,1,634,1,,,,,,,,,,,,
5,10,1018,1,634,2,1,2,1,12,12,11150,12,10,55000,12,10,110000
5,10,1018,1,634,3,1,2,1,12,10,11000,12,2,51000,12,2,102000
5,10,1018,1,634,4,1,1,1,12,30,13000,1,30,65000,1,30,130000
5,10,1018,2,898,1,2,2,2,,,,,,,,,
5,10,1018,2,898,2,1,2,1,12,10,11000,12,10,55000,12,10,110000
5,10,1018,2,898,3,1,2,1,12,,10000,12,,50000,12,,100000
5,10,1018,2,898,4,2,2,2,,,,,,,,,
5,10,1020,1,38,1,1,1,1,6,11,11150,12,22,60850,12,22,121700
5,10,1020,1,38,2,1,2,1,12,10,11000,12,10,55000,12,10,110000
5,10,1020,1,38,3,1,1,1,12,2,10200,12,10,51000,12,2,102000
5,10,1020,1,38,4,1,1,1,1,30,13000,1,30,65000,1,30,130000
5,10,1021,2,120,1,2,2,2,,,,,,,,,
5,10,1021,2,120,2,1,1,1,12,10,11000,12,10,55000,12,10,110000
5,10,1021,2,120,3,1,1,1,1,10,11000,1,10,55000,1,10,110000
5,10,1021,2,120,4,1,1,1,1,20,12000,1,20,60000,1,20,120000
5,10,1025,2,1774,1,1,1,1,4,9,10900,6,45,54500,6,9,109000
5,10,1025,2,1774,2,1,2,1,12,10,11000,12,10,55000,12,10,110000
5,10,1025,2,1774,3,1,2,1,12,5,10500,12,25,52500,12,5,105000
5,10,1025,2,1774,4,1,,,2,,,,,,,,
4,11,1101,2,154,1,2,,,,,,,,,,,
4,11,1101,2,154,2,2,,,,,,,,,,,
4,11,1101,2,154,3,1,2,1,6,10,16000,6,10,80000,18,10,280000
4,11,1101,2,154,4,2,,,,,,,,,,,
4,11,1102,2,936,1,2,,,,,,,,,,,
4,11,1102,2,936,2,2,,,,,,,,,,,
4,11,1102,2,936,3,1,2,1,6,10,16000,6,10,80000,12,10,220000
4,11,1102,2,936,4,2,,,,,,,,,,,
4,11,1104,2,434,1,2,,,,,,,,,,,
4,11,1104,2,434,2,2,,,,,,,,,,,
4,11,1104,2,434,3,1,1,1,3,20,16000,6,10,80000,6,10,220000
4,11,1104,2,434,4,2,,,,,,,,,,,
4,11,1104,1,2028,1,1,1,1,6,30,13000,12,60,80000,18,90,190000
4,11,1104,1,2028,2,1,1,1,6,30,13000,12,60,80000,18,90,190000
4,11,1104,1,2028,3,1,2,1,3,15,11500,6,30,65000,12,60,160000
4,11,1104,1,2028,4,1,1,1,3,15,11500,6,30,65000,12,60,160000
4,11,1105,2,100,1,2,,,,,,,,,,,
4,11,1105,2,100,2,2,,,,,,,,,,,
4,11,1105,2,100,3,1,2,1,3,10,13000,6,10,80000,12,10,220000
4,11,1105,2,100,4,2,,,,,,,,,,,
4,11,1106,2,446,1,2,,,,,,,,,,,
4,11,1106,2,446,2,2,,,,,,,,,,,
4,11,1106,2,446,3,1,2,1,6,60,16000,12,10,55000,18,80,180000
4,11,1106,2,446,4,1,2,1,6,120,22000,12,10,55000,18,80,180000
4,11,1107,2,1034,1,2,,,,,,,,,,,
4,11,1107,2,1034,2,2,,,,,,,,,,,
4,11,1107,2,1034,3,1,2,1,3,10,13000,6,10,80000,12,10,220000
4,11,1107,2,1034,4,2,,,,,,,,,,,
4,11,1108,2,492,1,2,,,,,,,,,,,
4,11,1108,2,492,2,2,,,,,,,,,,,
4,11,1108,2,492,3,1,2,1,3,10,13000,6,10,80000,12,10,220000
4,11,1109,2,672,1,2,,,,,,,,,,,
4,11,1109,2,672,2,2,,,,,,,,,,,
4,11,1109,2,672,3,1,2,1,6,10,16000,12,10,55000,12,10,220000
4,11,1109,2,672,4,2,,,,,,,,,,,
4,11,1110,2,714,1,,,,,,,,,,,,
4,11,1110,2,714,2,,,,,,,,,,,,
4,11,1110,2,714,3,1,2,1,6,60,16000,12,10,55000,18,80,180000
4,11,1110,2,714,4,1,2,1,6,120,22000,12,10,55000,18,80,180000
4,11,1110,2,2752,1,2,,,,,,,,,,,
4,11,1110,2,2752,2,2,,,,,,,,,,,
4,11,1110,2,2752,3,1,2,1,6,60,16000,12,10,55000,12,10,220000
4,11,1110,2,2752,4,2,,,,,,,,,,,
4,11,1112,2,78,1,2,,,,,,,,,,,
4,11,1112,2,78,2,2,,,,,,,,,,,
4,11,1112,2,78,3,1,2,1,6,10,16000,6,10,80000,12,10,220000
4,11,1112,2,78,4,2,,,,,,,,,,,
4,11,1112,2,1952,1,2,,,,,,,,,,,
4,11,1112,2,1952,2,2,,,,,,,,,,,
4,11,1112,2,1952,3,1,2,1,6,10,16000,6,10,80000,12,10,220000
4,11,1112,2,1952,4,2,,,,,,,,,,,
4,11,1113,2,954,1,2,,,,,,,,,,,
4,11,1113,2,954,2,2,,,,,,,,,,,
4,11,1113,2,954,3,1,2,1,6,10,16000,12,10,55000,12,10,220000
4,11,1113,2,954,4,2,,,,,,,,,,,
5,12,1202,1,2146,1,2,2,2,,,,,,,,,
5,12,1202,1,2146,2,2,2,2,,,,,,,,,
5,12,1202,1,2146,3,1,2,1,12,5,6000,12,3,12500,12,3,103000
5,12,1202,1,2146,4,2,2,2,,,,,,,,,
5,12,1202,1,2710,1,1,1,1,12,10,13000,36,10,55000,36,10,110000
5,12,1202,1,2710,2,1,2,1,5,8,10800,,,,,,
5,12,1202,1,2710,3,2,2,2,,,,,,,,,
5,12,1202,1,2710,4,2,2,2,,,,,,,,,
5,12,1208,2,526,1,2,2,2,,,,,,,,,
5,12,1208,2,526,2,2,2,2,,,,,,,,,
5,12,1208,2,526,3,1,2,1,11,5,6500,11,5,27500,11,5,105000
5,12,1208,2,526,4,2,2,2,,,,,,,,,
5,12,1210,2,462,1,2,2,2,,,,,,,,,
5,12,1210,2,462,2,2,2,2,,,,,,,,,
5,12,1210,2,462,3,1,2,1,12,5,6000,12,5,25000,12,5,105000
5,12,1210,2,462,4,2,2,2,,,,,,,,,
5,12,1211,1,2220,1,2,2,2,,,,,,,,,
5,12,1211,1,2220,2,2,2,2,,,,,,,,,
5,12,1211,1,2220,3,1,2,1,12,5,10500,12,5,5000,,,
5,12,1211,1,2220,4,2,2,2,,,,,,,,,
5,12,1211,1,2856,1,2,2,2,,,,,,,,,
5,12,1211,1,2856,2,2,2,2,,,,,,,,,
5,12,1211,1,2856,3,1,2,1,12,5,6000,12,5,12500,12,5,105000
5,12,1211,1,2856,4,2,2,2,,,,,,,,,
5,12,1212,1,1392,1,2,2,2,,,,,,,,,
5,12,1212,1,1392,2,2,2,2,,,,,,,,,
5,12,1212,1,1392,3,1,2,1,12,5,10500,12,5,49200,12,5,105000
5,12,1212,1,1392,4,2,2,2,,,,,,,,,
5,12,1214,2,452,1,2,2,2,,,,,,,,,
5,12,1214,2,452,2,2,2,2,,,,,,,,,
5,12,1214,2,452,3,2,2,2,,,,,,,,,
5,12,1214,2,452,4,2,2,2,,,,,,,,,
5,12,1216,2,618,1,2,2,2,,,,,,,,,
5,12,1216,2,618,2,2,2,2,,,,,,,,,
5,12,1216,2,618,3,1,2,1,11,3,2500,11,3,14000,11,3,103000
5,12,1216,2,618,4,2,2,2,,,,,,,,,
6,13,1301,1,1206,1,1,1,1,1,24,10240,6,24,57200,24,24,157600
6,13,1301,1,1206,2,1,2,1,6,15,10900,12,15,64400,12,15,118000
6,13,1301,1,1206,3,1,2,1,4,0,10000,12,0,50000,12,0,100000
6,13,1301,1,1206,4,2,,,,,,,,,,,
6,13,1303,1,626,1,1,1,1,1,24,10240,6,24,57200,24,24,157600
6,13,1303,1,626,2,1,2,1,12,20,12400,12,20,78000,12,20,156000
6,13,1303,1,626,3,1,2,1,12,1,11000,12,1,62000,12,1,112000
6,13,1303,1,626,4,2,2,2,,,,,,,,,
6,13,1305,2,10,1,1,1,1,1,24,10240,6,24,57200,24,24,157600
6,13,1305,2,10,2,1,2,1,6,15,10900,12,15,64400,12,15,118000
6,13,1305,2,10,3,1,2,1,3,0,10000,12,10,62000,12,10,110000
6,13,1305,2,10,4,2,2,2,,,,,,,,,
6,13,1305,1,1232,1,1,1,1,1,24,10240,6,24,57200,24,24,157600
6,13,1305,1,1232,2,1,2,1,6,15,10900,12,15,64400,12,15,118000
6,13,1305,1,1232,3,1,2,1,3,0,10000,12,0,50000,12,0,
6,13,1305,1,1232,4,2,,,,,,,,,,,
6,13,1307,1,268,1,1,1,1,1,24,10240,6,24,57200,24,24,157600
6,13,1307,1,268,2,1,2,1,6,15,10900,12,15,64400,12,15,118000
6,13,1307,1,268,3,1,2,1,3,0,10000,12,0,50000,12,0,100000
6,13,1307,1,268,4,2,2,2,,,,,,,,,
6,13,1309,2,674,1,2,2,2,,,,,,,,,
6,13,1309,2,674,2,2,2,2,,,,,,,,,
6,13,1309,2,674,3,1,2,1,4,0,10000,12,0,50000,12,0,100000
6,13,1309,2,674,4,2,2,2,,,,,,,,,
6,13,1310,1,1300,1,1,1,1,1,24,10240,6,24,57250,24,24,157650
6,13,1310,1,1300,2,1,2,1,12,15,11800,12,15,64400,12,15,118000
6,13,1310,1,1300,3,1,2,1,12,1,11000,12,1,62000,12,1,112000
6,13,1310,1,1300,4,2,,,,,,,,,,,
6,13,1314,1,6,1,1,1,1,1,24,10240,6,24,57200,24,24,157600
6,13,1314,1,6,2,1,2,1,6,15,10900,12,15,64400,12,15,118000
6,13,1314,1,6,3,1,2,1,4,0,10000,12,0,50000,12,0,
6,13,1314,1,6,4,2,,,,,,,,,,,
4,14,1401,2,1116,1,2,,,,,,,,,,,
4,14,1401,2,1116,2,2,,,,,,,,,,,
4,14,1401,2,1116,3,2,,,,,,,,,,,
4,14,1401,2,1116,4,2,,,,,,,,,,,
4,14,1403,1,34,1,1,1,1,1,25,12500,6,25,62500,12,25,125000
4,14,1403,1,34,2,2,2,2,,,,,,,,,
4,14,1403,1,34,3,2,2,2,,,,,,,,,
4,14,1403,1,34,4,2,2,2,,,,,,,,,
4,14,1404,1,96,1,2,2,2,,,,,,,,,
4,14,1404,1,96,2,2,2,2,,,,,,,,,
4,14,1404,1,96,3,1,2,1,6,60,16000,6,60,80000,6,60,160000
4,14,1404,1,96,4,2,2,2,,,,,,,,,
4,14,1406,2,694,1,2,,,,,,,,,,,
4,14,1406,2,694,2,2,,,,,,,,,,,
4,14,1406,2,694,3,2,,,,,,,,,,,
4,14,1406,2,694,4,2,,,,,,,,,,,
4,14,1407,2,68,1,2,,,,,,,,,,,
4,14,1407,2,68,2,2,,,,,,,,,,,
4,14,1407,2,68,3,2,,,,,,,,,,,
4,14,1407,2,68,4,2,,,,,,,,,,,
4,14,1408,2,968,1,2,2,2,,,,,,,,,
4,14,1408,2,968,2,2,2,2,,,,,,,,,
4,14,1408,2,968,3,1,2,1,12,10,22000,12,10,55000,12,10,220000
4,14,1408,2,968,4,2,2,2,,,,,,,,,
4,14,1408,2,1996,1,2,2,2,,,,,,,,,
4,14,1408,2,1996,2,2,2,2,,,,,,,,,
4,14,1408,2,1996,3,1,2,1,12,60,16000,12,60,80000,12,60,160000
4,14,1408,2,1996,4,2,2,2,,,,,,,,,
4,14,1410,2,236,1,2,,,,,,,,,,,
4,14,1410,2,236,2,2,,,,,,,,,,,
4,14,1410,2,236,3,2,,,,,,,,,,,
4,14,1410,2,236,4,2,,,,,,,,,,,
4,14,1411,2,1066,1,2,2,2,,,,,,,,,
4,14,1411,2,1066,2,2,2,2,,,,,,,,,
4,14,1411,2,1066,3,1,,1,12,60,16000,12,60,80000,12,60,160000
4,14,1411,2,1066,4,2,2,2,,,,,,,,,
4,14,1413,2,670,1,2,2,2,,,,,,,,,
4,14,1413,2,670,2,2,2,2,,,,,,,,,
4,14,1413,2,670,3,1,1,1,12,60,16000,12,60,80000,12,60,160000
4,14,1413,2,670,4,2,2,2,,,,,,,,,
4,14,1413,1,2578,1,2,,,,,,,,,,,
4,14,1413,1,2578,2,2,,,,,,,,,,,
4,14,1413,1,2578,3,2,,,,,,,,,,,
4,14,1413,1,2578,4,2,,,,,,,,,,,
4,14,1415,2,156,1,2,,,,,,,,,,,
4,14,1415,2,156,2,2,,,,,,,,,,,
4,14,1415,2,156,3,2,,,,,,,,,,,
4,14,1415,2,156,4,2,,,,,,,,,,,
4,14,1415,2,952,1,2,,,,,,,,,,,
4,14,1415,2,952,2,2,,,,,,,,,,,
4,14,1415,2,952,3,2,,,,,,,,,,,
4,14,1415,2,952,4,2,,,,,,,,,,,
4,14,1416,2,2314,1,2,,,,,,,,,,,
4,14,1416,2,2314,2,2,,,,,,,,,,,
4,14,1416,2,2314,3,2,,,,,,,,,,,
4,14,1416,2,2314,4,2,,,,,,,,,,,
2,15,1502,2,590,1,2,2,2,,,,,,,,,
2,15,1502,2,590,2,2,2,2,,,,,,,,,
2,15,1502,2,590,3,2,2,2,,,,,,,,,
2,15,1502,2,590,4,2,2,2,,,,,,,,,
2,15,1503,2,634,1,2,2,2,,,,,,,,,
2,15,1503,2,634,2,2,2,2,,,,,,,,,
2,15,1503,2,634,3,2,2,2,,,,,,,,,
2,15,1503,2,634,4,2,2,2,,,,,,,,,
2,15,1506,1,148,1,2,2,2,,,,,,,,,
2,15,1506,1,148,2,1,2,1,2,30,5000,5,20,12000,5,15,115000
2,15,1506,1,148,3,2,2,2,,,,,,,,,
2,15,1506,1,148,4,2,2,2,,,,,,,,,
2,15,1506,1,398,1,2,2,2,,,,,,,,,
2,15,1506,1,398,2,2,2,2,,,,,,,,,
2,15,1506,1,398,3,2,2,2,,,,,,,,,
2,15,1506,1,398,4,2,2,2,,,,,,,,,
2,15,1507,2,458,1,2,2,2,,,,,,,,,
2,15,1507,2,458,2,2,2,2,,,,,,,,,
2,15,1507,2,458,3,2,2,2,,,,,,,,,
2,15,1507,2,458,4,2,2,2,,,,,,,,,
2,15,1508,2,1682,1,2,2,2,,,,,,,,,
2,15,1508,2,1682,2,2,2,2,,,,,,,,,
2,15,1508,2,1682,3,2,2,2,,,,,,,,,
2,15,1508,2,1682,4,2,2,2,,,,,,,,,
2,15,1510,2,616,1,1,2,1,3,20,4000,12,20,,18,40,
2,15,1510,2,616,2,1,2,1,12,20,12000,0,0,50000,,,
2,15,1510,2,616,3,2,2,2,,,,,,,,,
2,15,1510,2,616,4,2,2,2,,,,,,,,,
2,15,1511,2,1938,1,2,2,2,,,,,,,,,
2,15,1511,2,1938,2,2,2,2,,,,,,,,,
2,15,1511,2,1938,3,2,2,2,,,,,,,,,
2,15,1511,2,1938,4,2,2,2,,,,,,,,,
4,16,1601,2,954,1,2,,,,,,,,,,,
4,16,1601,2,954,2,2,,,,,,,,,,,
4,16,1601,2,954,3,1,1,1,7,14,11400,7,14,5700,7,14,114000
4,16,1601,2,954,4,1,1,1,11,55,15500,11,55,77500,11,55,155000
4,16,1602,2,1576,1,2,,,,,,,,,,,
4,16,1602,2,1576,2,2,,,,,,,,,,,
4,16,1602,2,1576,3,1,1,1,8,16,11600,10,,75000,10,50,150000
4,16,1602,2,1576,4,1,1,1,6,18,11800,11,55,77500,11,55,155000
4,16,1603,2,158,1,2,,,,,,,,,,,
4,16,1603,2,158,2,2,,,,,,,,,,,
4,16,1603,2,158,3,1,1,1,10,10,11000,10,10,55000,10,10,110000
4,16,1603,2,158,4,2,,,,,,,,,,,
4,16,1605,2,180,1,2,,,,,,,,,,,
4,16,1605,2,180,2,2,,,,,,,,,,,
4,16,1605,2,180,3,1,1,1,10,10,11000,10,10,55000,10,10,110000
4,16,1605,2,180,4,2,,,,,,,,,,,
4,16,1606,2,590,1,2,,,,,,,,,,,
4,16,1606,2,590,2,2,,,,,,,,,,,
4,16,1606,2,590,3,1,1,1,12,36,13600,12,60,8000,12,60,160000
4,16,1606,2,590,4,1,1,1,11,55,15500,11,55,77500,11,55,155000
4,16,1608,2,1104,1,2,,,,,,,,,,,
4,16,1608,2,1104,2,2,,,,,,,,,,,
4,16,1608,2,1104,3,1,1,1,11,22,12200,11,22,61000,11,22,122000
4,16,1608,2,1104,4,1,1,1,9,18,11800,9,45,72000,9,45,145000
4,16,1609,2,738,1,2,,,,,,,,,,,
4,16,1609,2,738,2,2,,,,,,,,,,,
4,16,1609,2,738,3,1,1,1,11,33,13300,11,55,77500,11,55,155000
4,16,1609,2,738,4,1,1,1,10,30,13000,10,,75000,10,50,150000
4,16,1610,2,1006,1,2,,,,,,,,,,,
4,16,1610,2,1006,2,2,,,,,,,,,,,
4,16,1610,2,1006,3,1,1,1,9,27,12700,9,45,72500,9,45,145000
4,16,1610,2,1006,4,1,1,1,10,30,13000,10,,75000,10,50,150000
4,16,1612,2,108,1,2,,,,,,,,,,,
4,16,1612,2,108,2,2,,,,,,,,,,,
4,16,1612,2,108,3,1,1,1,10,0,10000,10,0,50000,10,0,100000
4,16,1612,2,108,4,2,,,,,,,,,,,
4,16,1612,2,414,1,2,,,,,,,,,,,
4,16,1612,2,414,2,2,,,,,,,,,,,
4,16,1612,2,414,3,1,1,1,11,22,12200,11,22,61000,11,22,122000
4,16,1612,2,414,4,1,1,1,9,54,15400,9,54,77000,9,54,154000
4,16,1613,2,440,1,2,,,,,,,,,,,
4,16,1613,2,440,2,2,,,,,,,,,,,
4,16,1613,2,440,3,1,1,1,10,5,10500,10,5,50500,10,1,100500
4,16,1613,2,440,4,2,,,,,,,,,,,
4,16,1616,2,296,1,2,,,,,,,,,,,
4,16,1616,2,296,2,2,,,,,,,,,,,
4,16,1616,2,296,3,1,1,1,4,10,11000,12,10,55000,12,10,110000
4,16,1616,2,296,4,2,,,,,,,,,,,
4,16,1618,2,1060,1,,,,,,,,,,,,
4,16,1618,2,1060,2,2,,,,,,,,,,,
4,16,1618,2,1060,3,1,2,1,12,5,10500,12,25,52500,12,5,105000
4,16,1618,2,1060,4,2,,,,,,,,,,,
4,16,1620,2,106,1,2,,,,,,,,,,,
4,16,1620,2,106,2,2,,,,,,,,,,,
4,16,1620,2,106,3,1,1,1,12,5,10500,12,25,52500,12,5,105000
4,16,1620,2,106,4,2,,,,,,,,,,,
4,16,1622,2,18,1,2,,,,,,,,,,,
4,16,1622,2,18,2,2,,,,,,,,,,,
4,16,1622,2,18,3,1,1,1,11,22,12200,11,33,66500,11,33,133000
4,16,1622,2,18,4,1,1,1,9,45,14500,10,,75000,10,50,150000
4,16,1624,1,136,1,,,,,,,,,,,,
4,16,1624,1,136,2,,,,,,,,,,,,
4,16,1624,1,136,3,1,1,1,10,30,13000,10,30,65000,10,30,130000
4,16,1624,1,136,4,1,1,1,9,30,13000,9,45,72500,10,50,150000
4,16,1624,1,286,1,2,,,,,,,,,,,
4,16,1624,1,286,2,2,,,,,,,,,,,
4,16,1624,1,286,3,1,1,1,9,36,13600,9,63,81500,9,63,163000
4,16,1624,1,286,4,1,1,1,11,44,14400,11,77,88500,11,77,177000
4,16,1625,2,1210,1,1,1,1,12,20,12000,12,20,60000,12,20,120000
4,16,1625,2,1210,2,2,,,,,,,,,,,
4,16,1625,2,1210,3,2,,,,,,,,,,,
4,16,1625,2,1210,4,1,1,1,9,45,14500,9,45,72500,9,45,145000
4,16,1626,2,1546,1,2,,,,,,,,,,,
4,16,1626,2,1546,2,2,,,,,,,,,,,
4,16,1626,2,1546,3,1,2,1,11,0,10000,11,0,50000,11,0,100000
4,16,1626,2,1546,4,1,1,1,9,45,14500,9,45,72500,9,45,145000
3,17,1702,2,510,1,2,2,2,,,,,,,,,
3,17,1702,2,510,2,2,2,2,,,,,,,,,
3,17,1702,2,510,3,1,2,1,5,0,2000,1,0,50000,20,0,100000
3,17,1702,2,510,4,2,2,2,,,,,,,,,
3,17,1704,2,1080,1,2,2,2,,,,,,,,,
3,17,1704,2,1080,2,2,2,2,,,,,,,,,
3,17,1704,2,1080,3,1,2,1,5,0,2000,10,0,50000,20,0,100000
3,17,1704,2,1080,4,1,2,1,5,0,2000,10,0,50000,20,0,100000
