"zone","state","lga","sector","ea","tenure_cd","c4q1","c4q2","c4q3","c4q4"
1,7,718,2,1640,5,1,2,1,50000
1,7,718,2,1640,6,1,1,2,200000
1,7,718,2,1640,7,1,1,2,100000
1,7,719,1,1612,1,1,3,1,600000
1,7,719,1,1612,2,1,2,1,100000
1,7,719,1,1612,3,1,4,,
1,7,719,1,1612,4,1,2,1,50000
1,7,719,1,1612,5,1,1,1,100000
1,7,719,1,1612,6,1,1,1,700000
1,7,719,1,1612,7,1,1,1,400000
1,7,722,2,234,1,2,,,
1,7,722,2,234,2,1,1,2,120000
1,7,722,2,234,3,2,,,
1,7,722,2,234,4,2,,,
1,7,722,2,234,5,1,1,2,120000
1,7,722,2,234,6,1,1,2,120000
1,7,722,2,234,7,1,1,2,120000
1,7,722,2,892,1,1,4,2,100000
1,7,722,2,892,2,1,1,2,100000
1,7,722,2,892,3,1,4,2,100000
1,7,722,2,892,4,1,4,2,100000
1,7,722,2,892,5,1,4,2,100000
1,7,722,2,892,6,1,1,2,100000
1,7,722,2,892,7,1,1,2,100000
2,8,802,2,1152,1,1,1,1,50000
2,8,802,2,1152,2,2,,,
2,8,802,2,1152,3,1,,,
2,8,802,2,1152,4,1,2,1,2000
2,8,802,2,1152,5,1,2,1,2000
2,8,802,2,1152,6,1,2,1,400000
2,8,802,2,1152,7,1,2,1,400000
2,8,803,1,944,1,1,3,2,150000
2,8,803,1,944,2,1,3,2,150000
2,8,803,1,944,3,1,2,2,1000
2,8,803,1,944,4,1,2,2,1000
2,8,803,1,944,5,1,2,2,1000
2,8,803,1,944,6,2,,,
2,8,803,1,944,7,2,,,
2,8,805,2,46,1,1,1,1,50000
2,8,805,2,46,2,2,,,
2,8,805,2,46,3,2,,,
2,8,805,2,46,4,1,1,1,100000
2,8,805,2,46,5,1,1,1,100000
2,8,805,2,46,6,1,1,1,100000
2,8,805,2,46,7,1,1,1,100000
2,8,807,2,946,1,1,1,2,20000
2,8,807,2,946,2,1,3,2,20000
2,8,807,2,946,3,2,,,
2,8,807,2,946,4,2,,,
2,8,807,2,946,5,2,,,
2,8,807,2,946,6,2,,,
2,8,807,2,946,7,1,1,2,20000
2,8,807,2,1438,1,1,1,2,50000
2,8,807,2,1438,2,2,,,
2,8,807,2,1438,3,2,,,
2,8,807,2,1438,4,1,3,2,1000
2,8,807,2,1438,5,1,3,2,1000
2,8,807,2,1438,6,1,1,2,50000
2,8,807,2,1438,7,1,1,2,
2,8,807,2,2396,1,1,1,2,50000
2,8,807,2,2396,2,2,,,
2,8,807,2,2396,3,2,,,
2,8,807,2,2396,4,2,,,
2,8,807,2,2396,5,2,,,
2,8,807,2,2396,6,1,2,2,50000
2,8,807,2,2396,7,1,2,2,50000
2,8,809,2,1748,1,2,,,
2,8,809,2,1748,2,1,2,2,6000
2,8,809,2,1748,3,1,2,2,6000
2,8,809,2,1748,4,2,,,
2,8,809,2,1748,5,2,,,
2,8,809,2,1748,6,2,,,
2,8,809,2,1748,7,1,2,2,6000
2,8,811,2,390,1,1,1,1,
2,8,811,2,390,2,1,2,2,
2,8,811,2,390,3,1,2,2,
2,8,811,2,390,4,1,2,2,10000
2,8,811,2,390,5,1,2,2,5000
2,8,811,2,390,6,1,3,2,100000
2,8,811,2,390,7,1,3,2,
2,8,811,1,1558,1,1,2,1,300000
2,8,811,1,1558,2,2,,,
2,8,811,1,1558,3,2,,,
2,8,811,1,1558,4,1,2,1,2000
2,8,811,1,1558,5,1,2,1,2000
2,8,811,1,1558,6,1,1,1,50000
2,8,811,1,1558,7,1,1,2,
2,8,812,2,866,1,1,1,1,50000
2,8,812,2,866,2,1,1,1,50000
2,8,812,2,866,3,2,,,
2,8,812,2,866,4,1,1,2,2000
2,8,812,2,866,5,1,1,2,2000
2,8,812,2,866,6,1,1,2,50000
2,8,812,2,866,7,1,1,2,50000
2,8,813,2,2094,1,1,3,1,3000000
2,8,813,2,2094,2,1,3,2,
2,8,813,2,2094,3,2,,,
2,8,813,2,2094,4,1,3,2,
2,8,813,2,2094,5,1,3,2,
2,8,813,2,2094,6,1,3,1,3000000
2,8,813,2,2094,7,2,,,
2,8,815,2,362,1,2,,,
2,8,815,2,362,2,1,1,2,8000
2,8,815,2,362,3,2,,,
2,8,815,2,362,4,2,,,
2,8,815,2,362,5,1,3,2,3000
2,8,815,2,362,6,2,,,
2,8,815,2,362,7,2,,,
2,8,816,2,1270,1,2,,,
2,8,816,2,1270,2,1,3,2,7000
2,8,816,2,1270,3,1,3,2,1000
2,8,816,2,1270,4,1,3,2,1000
2,8,816,2,1270,5,1,3,2,1000
2,8,816,2,1270,6,2,,,
2,8,816,2,1270,7,2,,,
2,8,817,1,2476,1,1,3,2,90000
2,8,817,1,2476,2,1,3,2,3000
2,8,817,1,2476,3,2,,,
2,8,817,1,2476,4,2,,,
2,8,817,1,2476,5,1,2,2,3000
2,8,817,1,2476,6,2,,,
2,8,817,1,2476,7,2,,,
2,8,820,2,1030,1,2,,,
2,8,820,2,1030,2,1,2,2,8000
2,8,820,2,1030,3,1,2,2,8000
2,8,820,2,1030,4,2,,,
2,8,820,2,1030,5,2,,,
2,8,820,2,1030,6,2,,,
2,8,820,2,1030,7,2,,,
2,8,821,1,5062,1,1,1,2,1000000
2,8,821,1,5062,2,2,,,
2,8,821,1,5062,3,2,,,
2,8,821,1,5062,4,1,3,2,2000
2,8,821,1,5062,5,1,3,1,2000
2,8,821,1,5062,6,1,1,1,100000
2,8,821,1,5062,7,1,1,1,100000
2,8,823,2,548,1,2,,,
2,8,823,2,548,2,1,2,2,5000
2,8,823,2,548,3,1,2,2,5000
2,8,823,2,548,4,2,,,
2,8,823,2,548,5,2,,,
2,8,823,2,548,6,2,,,
2,8,823,2,548,7,1,2,2,5000
2,8,824,2,768,1,2,,,
2,8,824,2,768,2,1,1,2,7000
2,8,824,2,768,3,2,,,
2,8,824,2,768,4,1,3,2,4000
2,8,824,2,768,5,1,3,2,4000
2,8,824,2,768,6,2,,,
2,8,824,2,768,7,2,,,
2,8,826,2,926,1,2,,,
2,8,826,2,926,2,1,1,2,6000
2,8,826,2,926,3,2,,,
2,8,826,2,926,4,1,3,2,2000
2,8,826,2,926,5,2,,,
2,8,826,2,926,6,2,,,
2,8,826,2,926,7,2,,,
2,8,827,2,804,1,1,1,2,
2,8,827,2,804,2,2,,,
2,8,827,2,804,3,2,,,
2,8,827,2,804,4,1,1,2,1000
2,8,827,2,804,5,1,1,2,2000
2,8,827,2,804,6,2,,,
2,8,827,2,804,7,1,1,2,
5,9,901,2,398,1,1,3,2,3000
5,9,901,2,398,2,1,1,2,2000
5,9,901,2,398,3,1,1,2,2000
5,9,901,2,398,4,1,1,2,2000
5,9,901,2,398,5,1,3,2,2000
5,9,901,2,398,6,1,2,2,3000000
5,9,901,2,398,7,1,1,2,2000
5,9,903,2,48,1,1,3,2,2000
5,9,903,2,48,2,1,1,1,2000
5,9,903,2,48,3,1,1,1,2000
5,9,903,2,48,4,1,3,2,2000
5,9,903,2,48,5,1,1,1,2000
5,9,903,2,48,6,1,1,2,200000
5,9,903,2,48,7,1,1,1,2000
5,9,905,2,978,1,2,,,
5,9,905,2,978,2,1,1,1,
5,9,905,2,978,3,1,1,1,
5,9,905,2,978,4,1,3,2,1000
5,9,905,2,978,5,1,3,2,1000
5,9,905,2,978,6,2,,,
5,9,905,2,978,7,1,1,2,
5,9,907,2,1446,1,1,3,2,
5,9,907,2,1446,2,1,1,1,
5,9,907,2,1446,3,1,2,1,
5,9,907,2,1446,4,1,3,1,1000
5,9,907,2,1446,5,1,3,1,1000
5,9,907,2,1446,6,1,3,2,100000
5,9,907,2,1446,7,1,1,2,
5,9,908,1,278,1,1,1,1,3000
5,9,908,1,278,2,1,3,1,2000
5,9,908,1,278,3,2,4,2,
5,9,908,1,278,4,1,3,1,2000
5,9,908,1,278,5,1,3,1,2000
5,9,908,1,278,6,1,2,1,3000000
5,9,908,1,278,7,1,1,1,2000
5,9,910,2,200,1,1,3,2,1000
5,9,910,2,200,2,1,1,2,1000
5,9,910,2,200,3,1,2,2,1000
5,9,910,2,200,4,1,2,1,1000
5,9,910,2,200,5,1,3,1,1000
5,9,910,2,200,6,1,3,2,100000
5,9,910,2,200,7,1,1,2,
5,9,912,2,102,1,1,1,2,1000
5,9,912,2,102,2,1,1,1,1000
5,9,912,2,102,3,1,1,1,1000
5,9,912,2,102,4,1,3,1,1000
5,9,912,2,102,5,1,3,1,1000
5,9,912,2,102,6,2,,,
5,9,912,2,102,7,1,1,1,1000
5,9,913,2,2266,1,2,,,
5,9,913,2,2266,2,1,1,1,5000
5,9,913,2,2266,3,2,,,
5,9,913,2,2266,4,1,3,1,5000
5,9,913,2,2266,5,1,2,1,5000
5,9,913,2,2266,6,2,,,
5,9,913,2,2266,7,1,1,2,
5,9,914,2,1746,1,1,3,2,1000
5,9,914,2,1746,2,1,1,1,1000
5,9,914,2,1746,3,1,1,1,1000
5,9,914,2,1746,4,1,3,1,1000
5,9,914,2,1746,5,1,3,1,1000
5,9,914,2,1746,6,2,,,
5,9,914,2,1746,7,1,1,2,
5,9,915,1,1390,1,1,2,2,3000
5,9,915,1,1390,2,1,1,2,5000
5,9,915,1,1390,3,1,4,2,3000
5,9,915,1,1390,4,1,3,2,3000
5,9,915,1,1390,5,1,2,2,1000
5,9,915,1,1390,6,1,3,2,200000
5,9,915,1,1390,7,1,1,2,3000
5,9,916,2,1068,1,1,3,2,3000
5,9,916,2,1068,2,1,1,1,3000
5,9,916,2,1068,3,1,2,1,3000
5,9,916,2,1068,4,1,3,1,3000
5,9,916,2,1068,5,1,3,1,3000
5,9,916,2,1068,6,1,1,2,50000
5,9,916,2,1068,7,1,1,1,
5,9,917,1,1254,1,1,3,2,2000
5,9,917,1,1254,2,1,1,2,2000
5,9,917,1,1254,3,1,2,2,2000
5,9,917,1,1254,4,1,2,2,2000
5,9,917,1,1254,5,1,3,2,2000
5,9,917,1,1254,6,1,1,2,200000
5,9,917,1,1254,7,1,1,2,2000
5,9,918,2,834,1,1,3,2,
5,9,918,2,834,2,1,1,1,0
5,9,918,2,834,3,1,2,1,0
5,9,918,2,834,4,2,,,
5,9,918,2,834,5,2,,,
5,9,918,2,834,6,2,,,
5,9,918,2,834,7,1,1,1,0
5,10,1001,2,172,1,1,1,2,
5,10,1001,2,172,2,1,1,2,
5,10,1001,2,172,3,2,,,
5,10,1001,2,172,4,1,3,1,5000
5,10,1001,2,172,5,1,3,1,5000
5,10,1001,2,172,6,2,,,
5,10,1001,2,172,7,2,,,
5,10,1005,1,662,1,1,1,2,100000
5,10,1005,1,662,2,1,1,1,8000
5,10,1005,1,662,3,1,1,1,4000
5,10,1005,1,662,4,1,1,1,8000
5,10,1005,1,662,5,1,1,1,8000
5,10,1005,1,662,6,1,1,2,2000000
5,10,1005,1,662,7,1,1,1,2000
5,10,1005,2,1374,1,1,1,2,
5,10,1005,2,1374,2,1,1,1,40000
5,10,1005,2,1374,3,1,1,2,5000
5,10,1005,2,1374,4,1,2,1,40000
5,10,1005,2,1374,5,1,1,1,40000
5,10,1005,2,1374,6,1,1,1,2000000
5,10,1005,2,1374,7,1,2,1,
5,10,1007,1,1166,1,1,1,2,
5,10,1007,1,1166,2,1,1,2,
5,10,1007,1,1166,3,2,,,
5,10,1007,1,1166,4,1,3,2,40000
5,10,1007,1,1166,5,2,,,
5,10,1007,1,1166,6,1,1,2,
5,10,1007,1,1166,7,2,,,
5,10,1008,2,1314,1,1,1,2,
5,10,1008,2,1314,2,1,1,2,
5,10,1008,2,1314,3,1,3,2,
5,10,1008,2,1314,4,1,1,1,1500
5,10,1008,2,1314,5,2,,,
5,10,1008,2,1314,6,1,1,2,
5,10,1008,2,1314,7,1,1,2,
5,10,1008,2,1718,1,1,1,1,
5,10,1008,2,1718,2,1,1,1,
5,10,1008,2,1718,3,2,,,
5,10,1008,2,1718,4,1,1,1,15000
5,10,1008,2,1718,5,1,1,1,15000
5,10,1008,2,1718,6,1,4,2,15000
5,10,1008,2,1718,7,1,3,2,15000
5,10,1010,2,20,1,1,1,2,80000
5,10,1010,2,20,2,1,1,1,2000
5,10,1010,2,20,3,1,1,2,1000
5,10,1010,2,20,4,1,1,1,2000
5,10,1010,2,20,5,1,3,1,4000
5,10,1010,2,20,6,1,3,2,1600000
5,10,1010,2,20,7,1,3,1,
5,10,1012,2,936,1,1,1,2,
5,10,1012,2,936,2,1,1,2,
5,10,1012,2,936,3,2,,,
5,10,1012,2,936,4,1,1,2,10000
5,10,1012,2,936,5,1,1,2,10000
5,10,1012,2,936,6,1,1,2,10000
5,10,1012,2,936,7,1,1,2,10000
5,10,1014,2,80,1,2,,,
5,10,1014,2,80,2,2,,,
5,10,1014,2,80,3,2,,,
5,10,1014,2,80,4,2,,,
5,10,1014,2,80,5,1,3,1,30000
5,10,1014,2,80,6,2,,,
5,10,1014,2,80,7,2,,,
5,10,1018,1,634,1,1,1,1,600000
5,10,1018,1,634,2,1,1,1,0
5,10,1018,1,634,3,1,1,1,80000
5,10,1018,1,634,4,1,1,1,160000
5,10,1018,1,634,5,1,1,1,160000
5,10,1018,1,634,6,2,,,
5,10,1018,1,634,7,2,,,
5,10,1018,2,898,1,1,1,1,160000
5,10,1018,2,898,2,1,1,1,40000
5,10,1018,2,898,3,1,1,1,40000
5,10,1018,2,898,4,1,1,1,40000
5,10,1018,2,898,5,2,,,
5,10,1018,2,898,6,1,1,1,1600000
5,10,1018,2,898,7,1,1,1,
5,10,1020,1,38,1,1,1,1,400000
5,10,1020,1,38,2,1,1,1,15000
5,10,1020,1,38,3,1,1,1,30000
5,10,1020,1,38,4,1,1,1,40000
5,10,1020,1,38,5,1,1,1,600000
5,10,1020,1,38,6,1,1,2,15000000
5,10,1020,1,38,7,1,1,2,15000
5,10,1021,2,120,1,2,,,
5,10,1021,2,120,2,2,,,
5,10,1021,2,120,3,1,1,1,
5,10,1021,2,120,4,1,1,1,200
5,10,1021,2,120,5,2,,,
5,10,1021,2,120,6,2,,,
5,10,1021,2,120,7,2,,,
5,10,1025,2,1774,1,1,1,1,800000
5,10,1025,2,1774,2,2,,,
5,10,1025,2,1774,3,1,1,1,80000
5,10,1025,2,1774,4,2,,,
5,10,1025,2,1774,5,2,,,
5,10,1025,2,1774,6,1,1,1,8000000
5,10,1025,2,1774,7,1,1,2,1500
4,11,1101,2,154,1,1,1,2,150000
4,11,1101,2,154,2,1,1,2,100000
4,11,1101,2,154,3,1,1,2,100000
4,11,1101,2,154,4,1,1,2,100000
4,11,1101,2,154,5,1,1,2,100000
4,11,1101,2,154,6,1,1,2,150000
4,11,1101,2,154,7,1,1,2,150000
4,11,1102,2,936,1,1,1,2,150000
4,11,1102,2,936,2,1,1,2,120000
4,11,1102,2,936,3,1,1,2,120000
4,11,1102,2,936,4,1,1,2,120000
4,11,1102,2,936,5,1,1,2,100000
4,11,1102,2,936,6,1,1,2,150000
4,11,1102,2,936,7,1,1,2,150000
4,11,1104,2,434,1,1,1,2,200000
4,11,1104,2,434,2,1,1,2,150000
4,11,1104,2,434,3,1,1,2,100000
4,11,1104,2,434,4,1,3,2,40000
4,11,1104,2,434,5,1,3,2,70000
4,11,1104,2,434,6,1,1,2,200000
4,11,1104,2,434,7,1,1,2,200000
4,11,1104,1,2028,1,2,,,
4,11,1104,1,2028,2,2,,,
4,11,1104,1,2028,3,2,,,
4,11,1104,1,2028,4,2,,,
4,11,1104,1,2028,5,2,,,
4,11,1104,1,2028,6,2,,,
4,11,1104,1,2028,7,2,,,
4,11,1105,2,100,1,1,1,2,200000
4,11,1105,2,100,2,1,1,2,150000
4,11,1105,2,100,3,1,1,2,150000
4,11,1105,2,100,4,1,1,2,150000
4,11,1105,2,100,5,1,1,2,150000
4,11,1105,2,100,6,1,1,2,200000
4,11,1105,2,100,7,1,1,2,200000
4,11,1106,2,446,1,1,1,1,200000
4,11,1106,2,446,2,1,1,1,100000
4,11,1106,2,446,3,1,1,1,100000
4,11,1106,2,446,4,1,1,1,100000
4,11,1106,2,446,5,1,1,1,70000
4,11,1106,2,446,6,1,1,1,200000
4,11,1106,2,446,7,1,1,1,200000
4,11,1107,2,1034,1,1,1,2,15000
4,11,1107,2,1034,2,1,1,2,120000
4,11,1107,2,1034,3,1,1,2,12000
4,11,1107,2,1034,4,1,1,2,12000
4,11,1107,2,1034,5,1,1,2,12000
4,11,1107,2,1034,6,1,1,2,150000
4,11,1107,2,1034,7,1,1,2,12000
4,11,1108,2,492,1,1,1,2,200000
4,11,1108,2,492,2,1,1,2,180000
4,11,1108,2,492,3,1,1,2,180000
4,11,1108,2,492,4,1,1,2,180000
4,11,1108,2,492,5,1,1,2,180000
4,11,1108,2,492,6,1,1,2,200000
4,11,1108,2,492,7,1,1,2,200000
4,11,1109,2,672,1,1,1,2,200000
4,11,1109,2,672,2,1,1,2,150000
4,11,1109,2,672,3,1,1,2,150000
4,11,1109,2,672,4,1,1,2,150000
4,11,1109,2,672,5,1,1,2,120000
4,11,1109,2,672,6,1,1,2,200000
4,11,1109,2,672,7,1,1,2,200000
4,11,1110,2,714,1,1,1,2,150000
4,11,1110,2,714,2,1,1,2,100000
4,11,1110,2,714,3,1,1,2,80000
4,11,1110,2,714,4,1,1,2,70000
4,11,1110,2,714,5,1,1,2,70000
4,11,1110,2,714,6,1,1,2,10000
4,11,1110,2,714,7,1,1,2,150000
4,11,1110,2,2752,1,1,1,2,120000
4,11,1110,2,2752,2,1,1,2,100000
4,11,1110,2,2752,3,1,1,2,100000
4,11,1110,2,2752,4,1,1,2,90000
4,11,1110,2,2752,5,1,1,2,90000
4,11,1110,2,2752,6,1,1,2,100000
4,11,1110,2,2752,7,1,1,2,120000
4,11,1112,2,78,1,1,1,2,150000
4,11,1112,2,78,2,1,1,2,100000
4,11,1112,2,78,3,1,1,2,100000
4,11,1112,2,78,4,1,1,2,100000
4,11,1112,2,78,5,1,1,2,90000
4,11,1112,2,78,6,1,1,2,150000
4,11,1112,2,78,7,1,1,2,150000
4,11,1112,2,1952,1,1,1,2,150000
4,11,1112,2,1952,2,1,1,2,120000
4,11,1112,2,1952,3,1,1,2,100000
4,11,1112,2,1952,4,1,1,2,100000
4,11,1112,2,1952,5,1,1,2,100000
4,11,1112,2,1952,6,1,1,2,150000
4,11,1112,2,1952,7,1,1,2,150000
4,11,1113,2,954,1,1,1,2,150000
4,11,1113,2,954,2,1,1,2,120000
4,11,1113,2,954,3,1,1,2,120000
4,11,1113,2,954,4,1,1,2,100000
4,11,1113,2,954,5,1,1,2,100000
4,11,1113,2,954,6,1,1,2,150000
4,11,1113,2,954,7,1,1,2,150000
5,12,1202,1,2146,1,2,,,
5,12,1202,1,2146,2,2,,,
5,12,1202,1,2146,3,2,,,
5,12,1202,1,2146,4,2,,,
5,12,1202,1,2146,5,2,,,
5,12,1202,1,2146,6,2,,,
5,12,1202,1,2146,7,2,,,
5,12,1202,1,2710,1,2,,,
5,12,1202,1,2710,2,2,,,
5,12,1202,1,2710,3,2,,,
5,12,1202,1,2710,4,2,,,
5,12,1202,1,2710,5,2,,,
5,12,1202,1,2710,6,2,,,
5,12,1202,1,2710,7,2,,,
5,12,1204,2,736,1,1,1,2,20000
5,12,1204,2,736,2,1,1,2,20000
5,12,1204,2,736,3,2,,,
5,12,1204,2,736,4,1,1,2,20000
5,12,1204,2,736,5,2,,,
5,12,1204,2,736,6,1,1,2,20000
5,12,1204,2,736,7,1,1,2,20000
5,12,1208,2,526,1,1,1,2,30000
5,12,1208,2,526,2,1,1,2,30000
5,12,1208,2,526,3,2,,,
5,12,1208,2,526,4,2,,,
5,12,1208,2,526,5,2,,,
5,12,1208,2,526,6,1,1,2,30000
5,12,1208,2,526,7,1,1,2,30000
5,12,1210,2,462,1,1,1,2,20000
5,12,1210,2,462,2,2,,,
5,12,1210,2,462,3,1,1,2,
5,12,1210,2,462,4,1,1,2,
5,12,1210,2,462,5,1,1,2,
5,12,1210,2,462,6,1,1,2,25000
5,12,1210,2,462,7,1,1,2,
5,12,1211,1,2220,1,2,,,
5,12,1211,1,2220,2,2,,,
5,12,1211,1,2220,3,2,,,
5,12,1211,1,2220,4,2,,,
5,12,1211,1,2220,5,2,,,
5,12,1211,1,2220,6,2,,,
5,12,1211,1,2220,7,2,,,
5,12,1211,1,2856,1,2,,,
5,12,1211,1,2856,2,2,,,
5,12,1211,1,2856,3,2,,,
5,12,1211,1,2856,4,2,,,
5,12,1211,1,2856,5,2,,,
5,12,1211,1,2856,6,2,,,
5,12,1211,1,2856,7,2,,,
5,12,1212,1,1392,1,2,,,
5,12,1212,1,1392,2,2,,,
5,12,1212,1,1392,3,2,,,
5,12,1212,1,1392,4,2,,,
5,12,1212,1,1392,5,2,,,
5,12,1212,1,1392,6,2,,,
5,12,1212,1,1392,7,2,,,
5,12,1214,2,452,1,1,3,1,5000
5,12,1214,2,452,2,2,,,
5,12,1214,2,452,3,2,,,
5,12,1214,2,452,4,1,3,1,5000
5,12,1214,2,452,5,1,3,1,5000
5,12,1214,2,452,6,2,,,
5,12,1214,2,452,7,1,3,1,5000
5,12,1216,2,618,1,2,,,
5,12,1216,2,618,2,2,,,
5,12,1216,2,618,3,2,,,
5,12,1216,2,618,4,1,4,2,
5,12,1216,2,618,5,1,4,2,
5,12,1216,2,618,6,2,,,
5,12,1216,2,618,7,2,,,
6,13,1301,1,1206,1,1,2,1,200000
6,13,1301,1,1206,2,1,3,1,500000
6,13,1301,1,1206,3,1,2,2,75000
6,13,1301,1,1206,4,1,3,2,50000
6,13,1301,1,1206,5,1,3,2,50000
6,13,1301,1,1206,6,1,2,2,2000000
6,13,1301,1,1206,7,1,1,2,2000000
6,13,1303,1,626,1,1,1,1,200000
6,13,1303,1,626,2,1,2,1,20000
6,13,1303,1,626,3,1,3,2,20000
6,13,1303,1,626,4,1,3,2,40000
6,13,1303,1,626,5,1,3,2,20000
6,13,1303,1,626,6,2,,,
6,13,1303,1,626,7,1,1,2,10000
6,13,1305,2,10,1,1,1,1,250000
6,13,1305,2,10,2,1,2,1,50000
6,13,1305,2,10,3,1,3,2,30000
6,13,1305,2,10,4,1,3,2,20000
6,13,1305,2,10,5,1,3,2,20000
6,13,1305,2,10,6,1,2,1,250000
6,13,1305,2,10,7,1,1,2,300000
6,13,1305,1,1232,1,1,1,1,200000
6,13,1305,1,1232,2,1,2,1,50000
6,13,1305,1,1232,3,1,3,2,20000
6,13,1305,1,1232,4,1,2,2,20000
6,13,1305,1,1232,5,1,3,2,10000
6,13,1305,1,1232,6,1,3,2,200000
6,13,1305,1,1232,7,1,1,2,200000
6,13,1307,1,268,1,1,3,1,500000
6,13,1307,1,268,2,1,3,1,100000
6,13,1307,1,268,3,1,2,1,50000
6,13,1307,1,268,4,1,3,2,50000
6,13,1307,1,268,5,1,3,2,40000
6,13,1307,1,268,6,1,2,2,250000
6,13,1307,1,268,7,1,1,2,500000
6,13,1309,2,674,1,1,3,1,50000
6,13,1309,2,674,2,1,3,1,30000
6,13,1309,2,674,3,1,2,2,20000
6,13,1309,2,674,4,1,3,2,10000
6,13,1309,2,674,5,1,1,2,10000
6,13,1309,2,674,6,1,3,2,50000
6,13,1309,2,674,7,1,3,2,50000
6,13,1310,1,1300,1,1,3,1,150000
6,13,1310,1,1300,2,1,2,1,10000
6,13,1310,1,1300,3,1,3,2,5000
6,13,1310,1,1300,4,1,3,2,5000
6,13,1310,1,1300,5,1,3,2,5000
6,13,1310,1,1300,6,2,,,
6,13,1310,1,1300,7,1,1,2,0
6,13,1314,1,6,1,1,2,1,1000000
6,13,1314,1,6,2,1,3,1,80000
6,13,1314,1,6,3,1,3,2,30000
6,13,1314,1,6,4,1,2,2,25000
6,13,1314,1,6,5,1,3,1,20000
6,13,1314,1,6,6,2,,,
6,13,1314,1,6,7,1,2,2,1000000
4,14,1401,2,1116,1,1,1,2,700000
4,14,1401,2,1116,2,1,1,2,10000
4,14,1401,2,1116,3,2,,,
4,14,1401,2,1116,4,2,,,
4,14,1401,2,1116,5,2,,,
4,14,1401,2,1116,6,1,1,2,700000
4,14,1401,2,1116,7,1,1,2,
4,14,1403,1,34,1,2,,,
4,14,1403,1,34,2,2,,,
4,14,1403,1,34,3,2,,,
4,14,1403,1,34,4,2,,,
4,14,1403,1,34,5,2,,,
4,14,1403,1,34,6,2,,,
4,14,1403,1,34,7,2,,,
4,14,1404,1,96,1,2,,,
4,14,1404,1,96,2,2,,,
4,14,1404,1,96,3,2,,,
4,14,1404,1,96,4,2,,,
4,14,1404,1,96,5,2,,,
4,14,1404,1,96,6,2,,,
4,14,1404,1,96,7,2,,,
4,14,1406,2,694,1,1,1,2,250000
4,14,1406,2,694,2,1,1,2,80000
4,14,1406,2,694,3,2,,,
4,14,1406,2,694,4,2,,,
4,14,1406,2,694,5,2,,,
4,14,1406,2,694,6,1,1,2,250000
4,14,1406,2,694,7,1,1,,
4,14,1407,2,68,1,1,1,2,600000
4,14,1407,2,68,2,1,1,2,20000
4,14,1407,2,68,3,1,1,2,20000
4,14,1407,2,68,4,2,,,
4,14,1407,2,68,5,2,,,
4,14,1407,2,68,6,1,1,2,600000
4,14,1407,2,68,7,1,1,2,600000
4,14,1408,2,968,1,1,1,2,500000
4,14,1408,2,968,2,1,1,2,5000
4,14,1408,2,968,3,2,,,
4,14,1408,2,968,4,2,,,
4,14,1408,2,968,5,2,,,
4,14,1408,2,968,6,1,1,2,500000
4,14,1408,2,968,7,1,1,2,0
4,14,1408,2,1996,1,1,1,2,500000
4,14,1408,2,1996,2,1,1,2,10000
4,14,1408,2,1996,3,1,1,2,10000
4,14,1408,2,1996,4,2,,,
4,14,1408,2,1996,5,2,,,
4,14,1408,2,1996,6,1,1,2,500000
4,14,1408,2,1996,7,1,1,2,0
4,14,1410,2,236,1,1,1,2,500000
4,14,1410,2,236,2,1,1,,8000
4,14,1410,2,236,3,2,,,
4,14,1410,2,236,4,2,,,
4,14,1410,2,236,5,2,,,
4,14,1410,2,236,6,1,1,,500000
4,14,1410,2,236,7,1,1,,0
4,14,1411,2,1066,1,1,1,2,600000
4,14,1411,2,1066,2,1,1,2,6000
4,14,1411,2,1066,3,2,,,
4,14,1411,2,1066,4,2,,,
4,14,1411,2,1066,5,1,1,2,4000
4,14,1411,2,1066,6,1,1,2,600000
4,14,1411,2,1066,7,1,1,2,0
4,14,1413,2,670,1,1,1,2,1000000
4,14,1413,2,670,2,1,1,2,10000
4,14,1413,2,670,3,2,,,
4,14,1413,2,670,4,1,1,2,1000000
4,14,1413,2,670,5,2,,,
4,14,1413,2,670,6,1,1,,10000
4,14,1413,2,670,7,1,1,,0
4,14,1413,1,2578,1,1,1,2,800000
4,14,1413,1,2578,2,1,3,2,10000
4,14,1413,1,2578,3,2,,,
4,14,1413,1,2578,4,1,2,2,10000
4,14,1413,1,2578,5,1,2,2,10000
4,14,1413,1,2578,6,1,1,2,80000
4,14,1413,1,2578,7,1,1,2,0
4,14,1415,2,156,1,1,2,2,400000
4,14,1415,2,156,2,1,2,2,50000
4,14,1415,2,156,3,1,1,2,30000
4,14,1415,2,156,4,1,1,,
4,14,1415,2,156,5,1,1,,
4,14,1415,2,156,6,1,1,2,400000
4,14,1415,2,156,7,1,1,2,400000
4,14,1415,2,952,1,1,1,2,1000000
4,14,1415,2,952,2,1,1,2,10000
4,14,1415,2,952,3,2,,,
4,14,1415,2,952,4,2,,,
4,14,1415,2,952,5,,,,
4,14,1415,2,952,6,1,1,2,1000000
4,14,1415,2,952,7,1,2,1,10000
4,14,1416,2,2314,1,1,1,2,500000
4,14,1416,2,2314,2,1,1,2,150000
4,14,1416,2,2314,3,1,1,2,20000
4,14,1416,2,2314,4,1,1,2,20000
4,14,1416,2,2314,5,1,1,2,20000
4,14,1416,2,2314,6,1,1,2,500000
