"zone","state","sector","lga","ea","item_cd","c2q1","c2q2","c2q3"
4,1,1,102,536,10,1,13,30
4,1,1,102,536,11,1,13,30
4,1,1,102,536,13,1,13,40
4,1,1,102,536,14,1,13,50
4,1,1,102,536,16,1,1,450
4,1,1,102,536,17,1,13,35
4,1,1,102,536,18,1,13,25
4,1,1,102,536,19,1,1,450
4,1,1,102,536,21,1,13,30
4,1,1,102,536,25,1,1,170
4,1,1,102,536,26,1,1,50
4,1,1,102,536,27,1,1,10
4,1,1,102,536,28,1,1,10
4,1,1,102,536,29,1,1,50
4,1,1,102,536,30,1,1,40
4,1,1,102,536,31,1,1,300
4,1,1,102,536,32,1,13,20
4,1,1,102,536,33,1,13,20
4,1,1,102,536,35,1,1,200
4,1,1,102,536,37,1,1,200
4,1,1,102,536,40,1,13,50
4,1,1,102,536,41,1,13,100
4,1,1,102,536,42,1,13,100
4,1,1,102,536,43,1,13,50
4,1,1,102,536,44,1,13,100
4,1,1,102,536,50,1,3,267
4,1,1,102,536,51,1,1,200
4,1,1,102,536,52,1,1,220
4,1,1,102,536,60,1,1,200
4,1,1,102,536,61,1,1,100
4,1,1,102,536,64,1,1,200
4,1,1,102,536,65,1,3,303
4,1,1,102,536,70,1,1,100
4,1,1,102,536,71,1,1,30
4,1,1,102,536,72,1,1,30
4,1,1,102,536,73,1,1,50
4,1,1,102,536,74,1,1,100
4,1,1,102,536,76,1,1,50
4,1,1,102,536,80,1,1,1500
4,1,1,102,536,82,1,1,850
4,1,1,102,536,83,1,1,30
4,1,1,102,536,84,1,1,30
4,1,1,102,536,85,1,1,30
4,1,1,102,536,90,1,1,700
4,1,1,102,536,93,1,1,750
4,1,1,102,536,95,1,1,600
4,1,1,102,536,101,1,1,250
4,1,1,102,536,102,1,1,300
4,1,1,102,536,103,1,1,200
4,1,1,102,536,106,1,1,100
4,1,1,102,536,107,1,1,150
4,1,1,102,536,111,1,1,35
4,1,1,102,536,112,1,1,1250
4,1,1,102,536,113,1,1,120
4,1,1,102,536,115,1,1,600
4,1,1,102,536,120,1,1,280
4,1,1,102,536,121,1,1,35
4,1,1,102,536,122,1,1,150
4,1,1,102,536,130,1,1,200
4,1,1,102,536,132,1,3,1600
4,1,1,102,536,133,1,2,1
4,1,1,102,536,140,1,1,20
4,1,1,102,536,150,1,3,100
4,1,1,102,536,151,1,3,8
4,1,1,102,536,152,1,3,303
4,1,1,102,536,153,1,3,143
4,1,1,102,536,154,1,1,250
4,1,1,102,536,155,1,3,733
4,1,1,102,536,160,1,3,333
4,1,1,102,536,161,1,3,133
4,1,1,102,536,163,1,3,667
4,1,1,102,536,164,1,3,1333
4,1,1,102,1690,10,1,13,30
4,1,1,102,1690,11,1,13,30
4,1,1,102,1690,13,1,13,40
4,1,1,102,1690,14,1,13,50
4,1,1,102,1690,16,1,1,430
4,1,1,102,1690,17,1,13,30
4,1,1,102,1690,18,1,13,20
4,1,1,102,1690,19,1,1,450
4,1,1,102,1690,20,1,1,30
4,1,1,102,1690,21,1,13,30
4,1,1,102,1690,25,1,1,60
4,1,1,102,1690,26,1,1,50
4,1,1,102,1690,27,1,1,10
4,1,1,102,1690,28,1,1,10
4,1,1,102,1690,29,1,1,50
4,1,1,102,1690,30,1,1,50
4,1,1,102,1690,31,1,1,200
4,1,1,102,1690,32,1,13,20
4,1,1,102,1690,33,1,13,20
4,1,1,102,1690,35,1,1,200
4,1,1,102,1690,37,1,1,200
4,1,1,102,1690,40,1,13,30
4,1,1,102,1690,41,1,13,100
4,1,1,102,1690,42,1,13,80
4,1,1,102,1690,43,1,13,40
4,1,1,102,1690,44,1,13,100
4,1,1,102,1690,50,1,3,267
4,1,1,102,1690,51,1,1,200
4,1,1,102,1690,52,1,3,293
4,1,1,102,1690,60,1,1,100
4,1,1,102,1690,61,1,1,50
4,1,1,102,1690,63,1,1,100
4,1,1,102,1690,64,1,1,200
4,1,1,102,1690,65,1,3,133
4,1,1,102,1690,70,1,1,100
4,1,1,102,1690,71,1,1,30
4,1,1,102,1690,72,1,1,40
4,1,1,102,1690,73,1,1,50
4,1,1,102,1690,74,1,1,100
4,1,1,102,1690,76,1,13,80
4,1,1,102,1690,80,1,1,800
4,1,1,102,1690,82,1,1,900
4,1,1,102,1690,83,1,1,30
4,1,1,102,1690,84,1,1,30
4,1,1,102,1690,85,1,1,25
4,1,1,102,1690,90,1,1,600
4,1,1,102,1690,93,1,1,800
4,1,1,102,1690,95,1,1,350
4,1,1,102,1690,100,1,1,1000
4,1,1,102,1690,101,1,1,350
4,1,1,102,1690,102,1,1,400
4,1,1,102,1690,103,1,1,450
4,1,1,102,1690,104,1,1,700
4,1,1,102,1690,106,1,1,100
4,1,1,102,1690,111,1,1,30
4,1,1,102,1690,112,1,1,1250
4,1,1,102,1690,113,1,1,120
4,1,1,102,1690,120,1,1,280
4,1,1,102,1690,121,1,1,30
4,1,1,102,1690,122,1,1,150
4,1,1,102,1690,130,1,1,200
4,1,1,102,1690,132,1,3,1600
4,1,1,102,1690,133,1,1,5
4,1,1,102,1690,140,1,1,30
4,1,1,102,1690,150,1,3,100
4,1,1,102,1690,151,1,3,8
4,1,1,102,1690,152,1,3,303
4,1,1,102,1690,153,1,3,143
4,1,1,102,1690,154,1,3,250
4,1,1,102,1690,155,1,3,733
4,1,1,102,1690,160,1,3,333
4,1,1,102,1690,161,1,3,133
4,1,1,102,1690,163,1,3,667
4,1,1,102,1690,164,1,3,933
4,1,2,104,1364,13,1,13,40
4,1,2,104,1364,14,1,13,50
4,1,2,104,1364,21,1,13,40
4,1,2,104,1364,25,1,1,100
4,1,2,104,1364,26,1,1,50
4,1,2,104,1364,27,1,1,10
4,1,2,104,1364,28,1,1,10
4,1,2,104,1364,29,1,1,50
4,1,2,104,1364,30,1,1,30
4,1,2,104,1364,31,1,1,150
4,1,2,104,1364,32,1,13,40
4,1,2,104,1364,33,1,13,40
4,1,2,104,1364,34,1,1,100
4,1,2,104,1364,35,1,1,200
4,1,2,104,1364,37,1,1,200
4,1,2,104,1364,42,1,13,90
4,1,2,104,1364,43,1,13,50
4,1,2,104,1364,44,1,13,100
4,1,2,104,1364,50,1,3,267
4,1,2,104,1364,51,1,1,200
4,1,2,104,1364,52,1,3,293
4,1,2,104,1364,60,1,1,100
4,1,2,104,1364,61,1,1,50
4,1,2,104,1364,63,1,1,60
4,1,2,104,1364,64,1,1,200
4,1,2,104,1364,65,1,3,364
4,1,2,104,1364,70,1,1,150
4,1,2,104,1364,71,1,1,30
4,1,2,104,1364,72,1,1,40
4,1,2,104,1364,73,1,1,50
4,1,2,104,1364,74,1,1,100
4,1,2,104,1364,76,1,13,80
4,1,2,104,1364,80,1,1,1500
4,1,2,104,1364,83,1,1,30
4,1,2,104,1364,84,1,1,30
4,1,2,104,1364,90,1,1,800
4,1,2,104,1364,101,1,1,300
4,1,2,104,1364,102,1,1,400
4,1,2,104,1364,103,1,1,250
4,1,2,104,1364,104,1,1,500
4,1,2,104,1364,106,1,1,120
4,1,2,104,1364,111,1,1,30
4,1,2,104,1364,112,1,1,1200
4,1,2,104,1364,113,1,1,120
4,1,2,104,1364,115,1,1,600
4,1,2,104,1364,121,1,1,35
4,1,2,104,1364,122,1,1,150
4,1,2,104,1364,130,1,1,230
4,1,2,104,1364,132,1,3,1067
4,1,2,104,1364,133,1,2,1
4,1,2,104,1364,150,1,3,100
4,1,2,104,1364,151,1,3,8
4,1,2,104,1364,152,1,3,303
4,1,2,104,1364,154,1,3,300
4,1,2,104,1364,155,1,3,867
4,1,2,104,1364,160,1,3,333
4,1,2,104,1364,161,1,3,133
4,1,2,105,638,13,1,13,40
4,1,2,105,638,14,1,13,50
4,1,2,105,638,20,1,1,30
4,1,2,105,638,25,1,1,100
4,1,2,105,638,26,1,1,50
4,1,2,105,638,27,1,1,20
4,1,2,105,638,28,1,1,10
4,1,2,105,638,29,1,1,50
4,1,2,105,638,31,1,1,150
4,1,2,105,638,32,1,13,20
4,1,2,105,638,33,1,13,20
4,1,2,105,638,35,1,1,50
4,1,2,105,638,41,1,13,80
4,1,2,105,638,42,1,13,80
4,1,2,105,638,43,1,13,50
4,1,2,105,638,44,1,13,100
4,1,2,105,638,50,1,3,267
4,1,2,105,638,51,1,1,200
4,1,2,105,638,52,1,3,293
4,1,2,105,638,60,1,1,100
4,1,2,105,638,61,1,1,20
4,1,2,105,638,64,1,1,200
4,1,2,105,638,70,1,1,100
4,1,2,105,638,71,1,1,30
4,1,2,105,638,72,1,1,20
4,1,2,105,638,73,1,1,10
4,1,2,105,638,74,1,1,60
4,1,2,105,638,76,1,13,100
4,1,2,105,638,80,1,1,1000
4,1,2,105,638,83,1,1,30
4,1,2,105,638,84,1,1,30
4,1,2,105,638,101,1,1,350
4,1,2,105,638,102,1,1,400
4,1,2,105,638,103,1,1,400
4,1,2,105,638,111,1,1,35
4,1,2,105,638,113,1,1,130
4,1,2,105,638,121,1,1,35
4,1,2,105,638,122,1,2,1
4,1,2,105,638,130,1,1,20
4,1,2,105,638,140,1,1,40
4,1,2,105,638,150,1,3,93
4,1,2,105,638,151,1,3,8
4,1,2,105,638,152,1,3,303
4,1,2,105,638,153,1,3,171
4,1,2,105,638,160,1,3,333
4,1,2,105,638,161,1,3,133
4,1,2,105,638,163,1,3,400
4,1,2,105,638,164,1,3,667
4,1,2,106,880,13,1,13,40
4,1,2,106,880,14,1,13,50
4,1,2,106,880,20,1,1,30
4,1,2,106,880,21,1,13,40
4,1,2,106,880,25,1,1,90
4,1,2,106,880,26,1,1,50
4,1,2,106,880,27,1,1,20
4,1,2,106,880,28,1,1,10
4,1,2,106,880,29,1,1,50
4,1,2,106,880,30,1,1,40
4,1,2,106,880,31,1,1,150
4,1,2,106,880,32,1,13,20
4,1,2,106,880,33,1,13,20
4,1,2,106,880,35,1,1,50
4,1,2,106,880,42,1,13,80
4,1,2,106,880,43,1,13,50
4,1,2,106,880,44,1,13,80
4,1,2,106,880,50,1,3,200
4,1,2,106,880,51,1,1,250
4,1,2,106,880,52,1,3,307
4,1,2,106,880,60,1,1,50
4,1,2,106,880,61,1,1,20
4,1,2,106,880,64,1,1,150
4,1,2,106,880,70,1,1,100
4,1,2,106,880,71,1,1,30
4,1,2,106,880,72,1,1,30
4,1,2,106,880,73,1,1,10
4,1,2,106,880,74,1,1,50
4,1,2,106,880,76,1,13,100
4,1,2,106,880,80,1,1,800
4,1,2,106,880,83,1,1,30
4,1,2,106,880,84,1,1,30
4,1,2,106,880,101,1,1,300
4,1,2,106,880,102,1,1,400
4,1,2,106,880,103,1,1,350
4,1,2,106,880,111,1,1,35
4,1,2,106,880,113,1,1,130
4,1,2,106,880,121,1,1,35
4,1,2,106,880,122,1,2,1
4,1,2,106,880,130,1,1,20
4,1,2,106,880,140,1,1,50
4,1,2,106,880,150,1,3,140
4,1,2,106,880,151,1,3,17
4,1,2,106,880,152,1,3,364
4,1,2,106,880,153,1,3,171
4,1,2,106,880,160,1,3,333
4,1,2,106,880,161,1,3,67
4,1,2,106,880,163,1,3,333
4,1,2,106,880,164,1,3,800
4,1,2,107,1044,13,1,13,40
4,1,2,107,1044,14,1,13,50
4,1,2,107,1044,20,1,1,50
4,1,2,107,1044,21,1,13,40
4,1,2,107,1044,25,1,1,100
4,1,2,107,1044,26,1,1,50
4,1,2,107,1044,27,1,1,20
4,1,2,107,1044,28,1,1,10
4,1,2,107,1044,30,1,1,40
4,1,2,107,1044,31,1,1,150
4,1,2,107,1044,32,1,13,20
4,1,2,107,1044,33,1,13,20
4,1,2,107,1044,35,1,1,50
4,1,2,107,1044,42,1,13,80
4,1,2,107,1044,43,1,13,50
4,1,2,107,1044,44,1,13,80
4,1,2,107,1044,50,1,3,200
4,1,2,107,1044,51,1,1,250
4,1,2,107,1044,52,1,3,307
4,1,2,107,1044,60,1,1,50
4,1,2,107,1044,61,1,1,150
4,1,2,107,1044,70,1,1,100
4,1,2,107,1044,71,1,1,30
4,1,2,107,1044,72,1,1,20
4,1,2,107,1044,73,1,1,10
4,1,2,107,1044,74,1,1,60
4,1,2,107,1044,76,1,13,80
4,1,2,107,1044,80,1,1,700
4,1,2,107,1044,83,1,1,30
4,1,2,107,1044,84,1,1,30
4,1,2,107,1044,101,1,1,300
4,1,2,107,1044,102,1,1,350
4,1,2,107,1044,103,1,1,250
4,1,2,107,1044,111,1,1,35
4,1,2,107,1044,113,1,1,130
4,1,2,107,1044,121,1,1,35
4,1,2,107,1044,122,1,1,20
4,1,2,107,1044,130,1,1,20
4,1,2,107,1044,140,1,1,40
4,1,2,107,1044,150,1,3,120
4,1,2,107,1044,151,1,3,8
4,1,2,107,1044,152,1,3,303
4,1,2,107,1044,153,1,3,143
4,1,2,107,1044,160,1,3,333
4,1,2,107,1044,161,1,3,67
4,1,2,107,1044,163,1,3,333
4,1,2,107,1044,164,1,3,800
4,1,2,108,904,10,1,13,30
4,1,2,108,904,11,1,13,30
4,1,2,108,904,13,1,13,30
4,1,2,108,904,14,1,13,50
4,1,2,108,904,16,1,1,500
4,1,2,108,904,19,1,1,500
4,1,2,108,904,21,1,13,40
4,1,2,108,904,25,1,1,80
4,1,2,108,904,26,1,1,60
4,1,2,108,904,27,1,1,20
4,1,2,108,904,28,1,1,10
4,1,2,108,904,29,1,1,50
4,1,2,108,904,31,1,1,250
4,1,2,108,904,32,1,13,15
4,1,2,108,904,33,1,13,15
4,1,2,108,904,34,1,1,100
4,1,2,108,904,35,1,1,200
4,1,2,108,904,37,1,1,150
4,1,2,108,904,40,1,13,30
4,1,2,108,904,41,1,13,900
4,1,2,108,904,42,1,13,80
4,1,2,108,904,43,1,13,50
4,1,2,108,904,44,1,13,80
4,1,2,108,904,50,1,3,267
4,1,2,108,904,51,1,1,200
4,1,2,108,904,52,1,3,293
4,1,2,108,904,60,1,1,100
4,1,2,108,904,61,1,1,50
4,1,2,108,904,64,1,1,150
4,1,2,108,904,65,1,3,364
4,1,2,108,904,70,1,1,150
4,1,2,108,904,71,1,1,30
4,1,2,108,904,72,1,1,40
4,1,2,108,904,73,1,1,50
4,1,2,108,904,74,1,1,100
4,1,2,108,904,76,1,13,100
4,1,2,108,904,80,1,1,800
4,1,2,108,904,83,1,1,30
4,1,2,108,904,84,1,1,30
4,1,2,108,904,85,1,1,30
4,1,2,108,904,90,1,1,800
4,1,2,108,904,95,1,1,700
4,1,2,108,904,101,1,1,250
4,1,2,108,904,102,1,1,250
4,1,2,108,904,103,1,1,150
4,1,2,108,904,104,1,1,200
4,1,2,108,904,106,1,1,100
4,1,2,108,904,107,1,1,170
4,1,2,108,904,111,1,1,35
4,1,2,108,904,112,1,1,1300
4,1,2,108,904,113,1,1,120
4,1,2,108,904,120,1,1,300
4,1,2,108,904,121,1,1,35
4,1,2,108,904,122,1,1,150
4,1,2,108,904,130,1,1,220
4,1,2,108,904,132,1,3,1333
4,1,2,108,904,133,1,2,1
4,1,2,108,904,140,1,1,40
4,1,2,108,904,150,1,3,100
4,1,2,108,904,151,1,3,8
4,1,2,108,904,152,1,3,303
4,1,2,108,904,153,1,3,143
4,1,2,108,904,154,1,1,280
4,1,2,108,904,155,1,3,800
4,1,2,108,904,160,1,3,333
4,1,2,108,904,161,1,3,133
4,1,2,108,904,163,1,3,733
4,1,2,108,904,164,1,3,1333
4,1,2,110,76,13,1,13,40
4,1,2,110,76,14,1,13,50
4,1,2,110,76,21,1,13,40
4,1,2,110,76,25,1,1,70
4,1,2,110,76,26,1,1,50
4,1,2,110,76,27,1,1,10
4,1,2,110,76,28,1,1,10
4,1,2,110,76,29,1,1,50
4,1,2,110,76,31,1,1,100
4,1,2,110,76,32,1,13,15
4,1,2,110,76,33,1,13,15
4,1,2,110,76,34,1,1,100
4,1,2,110,76,35,1,1,150
4,1,2,110,76,42,1,13,100
4,1,2,110,76,43,1,13,50
4,1,2,110,76,44,1,13,100
4,1,2,110,76,50,1,3,200
4,1,2,110,76,52,1,3,267
4,1,2,110,76,60,1,1,200
4,1,2,110,76,61,1,1,100
4,1,2,110,76,64,1,1,100
4,1,2,110,76,70,1,1,200
4,1,2,110,76,71,1,1,30
4,1,2,110,76,72,1,1,40
4,1,2,110,76,74,1,1,100
4,1,2,110,76,76,1,1,30
4,1,2,110,76,80,1,1,600
4,1,2,110,76,83,1,1,30
4,1,2,110,76,84,1,1,20
4,1,2,110,76,101,1,1,250
4,1,2,110,76,102,1,1,250
4,1,2,110,76,103,1,1,150
4,1,2,110,76,106,1,1,120
4,1,2,110,76,107,1,1,150
4,1,2,110,76,111,1,1,40
4,1,2,110,76,112,1,1,1300
4,1,2,110,76,113,1,1,130
4,1,2,110,76,121,1,1,40
4,1,2,110,76,122,1,1,20
4,1,2,110,76,130,1,1,220
4,1,2,110,76,132,1,3,1333
4,1,2,110,76,140,1,1,40
4,1,2,110,76,150,1,3,133
4,1,2,110,76,151,1,3,8
4,1,2,110,76,152,1,3,364
4,1,2,110,76,153,1,3,171
4,1,2,110,76,161,1,3,267
4,1,2,110,76,163,1,3,667
4,1,2,110,76,164,1,3,1467
4,1,1,111,1146,10,1,13,30
4,1,1,111,1146,11,1,13,30
4,1,1,111,1146,13,1,13,40
4,1,1,111,1146,14,1,13,50
4,1,1,111,1146,16,1,1,450
4,1,1,111,1146,17,1,13,25
4,1,1,111,1146,18,1,13,25
4,1,1,111,1146,19,1,1,450
4,1,1,111,1146,21,1,13,30
4,1,1,111,1146,25,1,1,150
4,1,1,111,1146,26,1,1,50
4,1,1,111,1146,27,1,1,20
4,1,1,111,1146,28,1,1,10
4,1,1,111,1146,29,1,1,50
4,1,1,111,1146,31,1,1,200
4,1,1,111,1146,32,1,13,20
4,1,1,111,1146,33,1,13,20
4,1,1,111,1146,35,1,1,250
4,1,1,111,1146,37,1,1,200
4,1,1,111,1146,40,1,13,40
4,1,1,111,1146,41,1,13,100
4,1,1,111,1146,42,1,13,80
4,1,1,111,1146,43,1,13,50
4,1,1,111,1146,44,1,13,100
4,1,1,111,1146,50,1,3,267
4,1,1,111,1146,51,1,1,200
4,1,1,111,1146,52,1,3,293
4,1,1,111,1146,60,1,1,200
4,1,1,111,1146,61,1,1,100
4,1,1,111,1146,63,1,1,80
4,1,1,111,1146,64,1,1,200
4,1,1,111,1146,65,1,1,120
4,1,1,111,1146,70,1,1,100
4,1,1,111,1146,71,1,1,30
4,1,1,111,1146,72,1,1,30
4,1,1,111,1146,73,1,1,50
4,1,1,111,1146,74,1,1,50
4,1,1,111,1146,76,1,13,80
4,1,1,111,1146,77,1,1,100
4,1,1,111,1146,80,1,1,850
4,1,1,111,1146,82,1,1,850
4,1,1,111,1146,83,1,1,30
4,1,1,111,1146,84,1,1,30
4,1,1,111,1146,85,1,1,30
4,1,1,111,1146,90,1,1,700
4,1,1,111,1146,93,1,1,700
4,1,1,111,1146,95,1,1,600
4,1,1,111,1146,101,1,1,200
4,1,1,111,1146,102,1,1,250
4,1,1,111,1146,103,1,1,200
4,1,1,111,1146,104,1,1,600
4,1,1,111,1146,106,1,1,100
4,1,1,111,1146,107,1,1,150
4,1,1,111,1146,111,1,1,35
4,1,1,111,1146,112,1,1,1200
4,1,1,111,1146,113,1,1,120
4,1,1,111,1146,120,1,1,300
4,1,1,111,1146,121,1,1,35
4,1,1,111,1146,122,1,1,150
4,1,1,111,1146,130,1,1,200
4,1,1,111,1146,132,1,3,1333
4,1,1,111,1146,133,1,2,1
4,1,1,111,1146,140,1,1,30
4,1,1,111,1146,150,1,3,100
4,1,1,111,1146,151,1,3,8
4,1,1,111,1146,152,1,3,303
4,1,1,111,1146,153,1,3,143
4,1,1,111,1146,154,1,3,250
4,1,1,111,1146,155,1,3,733
4,1,1,111,1146,160,1,3,333
4,1,1,111,1146,161,1,3,133
4,1,1,111,1146,163,1,3,667
4,1,1,111,1146,164,1,3,1333
4,1,1,115,670,10,1,13,30
4,1,1,115,670,11,1,13,30
4,1,1,115,670,13,1,13,40
4,1,1,115,670,14,1,13,50
4,1,1,115,670,15,1,1,450
4,1,1,115,670,17,1,13,35
4,1,1,115,670,18,1,13,25
4,1,1,115,670,19,1,1,450
4,1,1,115,670,21,1,13,30
4,1,1,115,670,25,1,1,60
4,1,1,115,670,26,1,1,50
4,1,1,115,670,27,1,1,20
4,1,1,115,670,28,1,1,10
4,1,1,115,670,29,1,1,50
4,1,1,115,670,31,1,1,150
4,1,1,115,670,32,1,13,20
4,1,1,115,670,33,1,13,20
4,1,1,115,670,35,1,1,200
4,1,1,115,670,37,1,1,300
4,1,1,115,670,40,1,13,40
4,1,1,115,670,41,1,13,100
4,1,1,115,670,42,1,13,80
4,1,1,115,670,43,1,13,50
4,1,1,115,670,44,1,13,100
4,1,1,115,670,50,1,3,267
4,1,1,115,670,51,1,3,80
4,1,1,115,670,52,1,3,293
4,1,1,115,670,60,1,1,200
4,1,1,115,670,61,1,1,100
4,1,1,115,670,64,1,1,200
4,1,1,115,670,65,1,3,364
4,1,1,115,670,70,1,1,100
4,1,1,115,670,71,1,1,30
4,1,1,115,670,72,1,1,30
4,1,1,115,670,73,1,1,50
4,1,1,115,670,74,1,1,50
4,1,1,115,670,76,1,13,100
4,1,1,115,670,77,1,1,100
4,1,1,115,670,80,1,1,900
4,1,1,115,670,82,1,1,900
4,1,1,115,670,83,1,1,30
4,1,1,115,670,84,1,1,30
4,1,1,115,670,85,1,1,30
4,1,1,115,670,90,1,1,700
4,1,1,115,670,92,1,1,800
4,1,1,115,670,93,1,1,700
4,1,1,115,670,95,1,1,700
4,1,1,115,670,100,1,1,1000
4,1,1,115,670,101,1,1,350
4,1,1,115,670,102,1,1,400
4,1,1,115,670,103,1,1,500
4,1,1,115,670,104,1,1,600
4,1,1,115,670,106,1,1,120
4,1,1,115,670,107,1,1,150
4,1,1,115,670,111,1,1,35
4,1,1,115,670,112,1,1,2000
4,1,1,115,670,113,1,1,120
4,1,1,115,670,120,1,1,300
4,1,1,115,670,121,1,1,35
4,1,1,115,670,122,1,1,120
4,1,1,115,670,130,1,1,200
4,1,1,115,670,132,1,3,1333
4,1,1,115,670,133,1,2,1
4,1,1,115,670,140,1,1,30
4,1,1,115,670,150,1,3,100
4,1,1,115,670,151,1,3,8
4,1,1,115,670,152,1,3,303
4,1,1,115,670,153,1,3,143
4,1,1,115,670,154,1,3,250
4,1,1,115,670,155,1,3,800
4,1,1,115,670,160,1,3,333
4,1,1,115,670,161,1,3,133
4,1,1,115,670,163,1,3,667
4,1,1,115,670,164,1,3,1333
4,1,2,117,560,10,1,13,30
4,1,2,117,560,11,1,13,30
4,1,2,117,560,13,1,13,40
4,1,2,117,560,14,1,13,50
4,1,2,117,560,16,1,1,450
4,1,2,117,560,19,1,1,450
4,1,2,117,560,21,1,13,30
4,1,2,117,560,25,1,1,180
4,1,2,117,560,26,1,1,50
4,1,2,117,560,27,1,1,10
4,1,2,117,560,28,1,1,10
4,1,2,117,560,29,1,1,50
4,1,2,117,560,31,1,1,150
4,1,2,117,560,32,1,13,15
4,1,2,117,560,33,1,13,15
4,1,2,117,560,34,1,1,200
4,1,2,117,560,35,1,1,200
4,1,2,117,560,37,1,1,350
4,1,2,117,560,42,1,13,80
4,1,2,117,560,43,1,13,50
4,1,2,117,560,44,1,13,100
4,1,2,117,560,50,1,3,267
4,1,2,117,560,51,1,1,220
4,1,2,117,560,52,1,3,333
4,1,2,117,560,60,1,1,100
4,1,2,117,560,61,1,1,50
4,1,2,117,560,64,1,1,200
4,1,2,117,560,70,1,1,150
4,1,2,117,560,71,1,1,30
4,1,2,117,560,72,1,1,30
4,1,2,117,560,73,1,1,50
4,1,2,117,560,74,1,1,50
4,1,2,117,560,76,1,1,50
4,1,2,117,560,80,1,1,1200
4,1,2,117,560,83,1,1,30
4,1,2,117,560,84,1,1,30
4,1,2,117,560,90,1,1,800
4,1,2,117,560,101,1,1,250
4,1,2,117,560,102,1,1,300
4,1,2,117,560,103,1,1,200
4,1,2,117,560,106,1,1,120
4,1,2,117,560,107,1,1,180
4,1,2,117,560,111,1,1,40
4,1,2,117,560,112,1,1,1300
4,1,2,117,560,113,1,1,120
4,1,2,117,560,115,1,1,650
4,1,2,117,560,121,1,1,35
4,1,2,117,560,122,1,1,20
4,1,2,117,560,130,1,1,220
4,1,2,117,560,132,1,3,933
4,1,2,117,560,133,1,2,1
4,1,2,117,560,140,1,1,40
4,1,2,117,560,150,1,3,100
4,1,2,117,560,151,1,3,8
4,1,2,117,560,152,1,3,364
4,1,2,117,560,153,1,3,171
4,1,2,117,560,154,1,3,300
4,1,2,117,560,155,1,3,800
4,1,2,117,560,160,1,3,333
4,1,2,117,560,161,1,3,133
4,1,2,117,560,163,1,3,800
4,1,2,117,560,164,1,3,1600
2,2,2,201,60,10,1,5,150
2,2,2,201,60,11,1,5,250
2,2,2,201,60,13,1,5,300
2,2,2,201,60,14,1,5,550
2,2,2,201,60,18,1,5,120
2,2,2,201,60,21,1,5,50
2,2,2,201,60,25,1,1,120
2,2,2,201,60,26,1,1,50
2,2,2,201,60,27,1,1,50
2,2,2,201,60,28,1,1,50
2,2,2,201,60,30,1,1,50
2,2,2,201,60,31,1,1,500
2,2,2,201,60,41,1,5,350
2,2,2,201,60,42,1,5,250
2,2,2,201,60,43,1,5,380
2,2,2,201,60,50,1,3,267
2,2,2,201,60,52,1,3,293
2,2,2,201,60,60,1,1,50
2,2,2,201,60,61,1,1,50
2,2,2,201,60,62,1,1,20
2,2,2,201,60,70,1,1,200
2,2,2,201,60,71,1,1,40
2,2,2,201,60,73,1,1,10
2,2,2,201,60,74,1,2,3
2,2,2,201,60,75,1,2,2
2,2,2,201,60,76,1,1,10
2,2,2,201,60,77,1,1,10
2,2,2,201,60,80,1,1,1200
2,2,2,201,60,81,1,1,1000
2,2,2,201,60,82,1,1,500
2,2,2,201,60,83,1,1,50
2,2,2,201,60,84,1,1,20
2,2,2,201,60,85,1,1,15
2,2,2,201,60,90,1,1,200
2,2,2,201,60,91,1,1,200
2,2,2,201,60,92,1,1,200
2,2,2,201,60,93,1,1,200
2,2,2,201,60,94,1,1,200
2,2,2,201,60,100,1,1,150
2,2,2,201,60,101,1,1,120
2,2,2,201,60,102,1,1,1000
2,2,2,201,60,103,1,1,200
2,2,2,201,60,106,1,1,150
2,2,2,201,60,110,1,3,40
2,2,2,201,60,130,1,1,20
2,2,2,201,60,132,1,3,850
2,2,2,201,60,133,1,1,5
2,2,2,201,60,140,1,1,20
2,2,2,201,60,151,1,3,20
2,2,2,201,60,152,1,3,303
2,2,2,201,60,153,1,3,160
2,2,2,201,60,154,1,3,200
2,2,2,201,60,160,1,3,400
2,2,2,201,60,162,1,3,50
2,2,2,203,1224,10,1,5,100
2,2,2,203,1224,11,1,5,100
2,2,2,203,1224,13,1,5,150
2,2,2,203,1224,14,1,5,300
2,2,2,203,1224,18,1,5,130
2,2,2,203,1224,21,1,5,125
2,2,2,203,1224,25,1,1,120
2,2,2,203,1224,28,1,1,30
2,2,2,203,1224,30,1,1,150
2,2,2,203,1224,31,1,1,300
2,2,2,203,1224,32,1,5,200
2,2,2,203,1224,33,1,5,200
2,2,2,203,1224,36,1,1,100
2,2,2,203,1224,37,1,1,100
2,2,2,203,1224,42,1,5,300
2,2,2,203,1224,43,1,5,150
2,2,2,203,1224,50,1,3,364
2,2,2,203,1224,52,1,3,267
2,2,2,203,1224,60,1,1,20
2,2,2,203,1224,61,1,1,50
2,2,2,203,1224,62,1,1,100
2,2,2,203,1224,70,1,1,50
2,2,2,203,1224,71,1,1,100
2,2,2,203,1224,72,1,1,200
2,2,2,203,1224,73,1,1,50
2,2,2,203,1224,74,1,1,100
2,2,2,203,1224,75,1,5,200
2,2,2,203,1224,76,1,1,200
2,2,2,203,1224,77,1,1,150
2,2,2,203,1224,80,1,1,700
2,2,2,203,1224,81,1,1,400
