"zone","state","lga","sector","ea","hhid","plotid","cropid","sa3q1","sa3q2","sa3q3","sa3q4","sa3q4b","sa3q5a","sa3q5b","sa3q6a","sa3q6b","sa3q7","sa3q8a","sa3q8b","sa3q9","sa3q10","sa3q11a","sa3q11b","sa3q12","sa3q13","sa3q14","sa3q15a","sa3q15b","sa3q15c","sa3q16a","sa3q16b","sa3q17","sa3q18","sa3q19a","sa3q19b","sa3q20a","sa3q20b","sa3q21a","sa3q21b","sa3q22a","sa3q22b","sa3q23a","sa3q23b","trackingobs"
2,5,518,2,1304,50158,2,2,"G.CORN",1070,1,,,4768,7,300,1,2,,,2,,,,,,,,,,,,,21000,0,,30,1,0,,30,1,0,,0
2,5,518,2,1304,50159,1,1,"RICE",1111,1,,,6892,7,700,1,2,,,2,,,,,,,,,,,,,35000,800,1,100,1,0,,0,,0,,0
2,5,518,2,1304,50159,2,1,"G.NUT",1060,1,,,9742,7,1700,1,2,,,1,"N2",1700,1,68000,,,,,,,,,68000,100,1,300,1,0,,200,1,0,,0
2,5,518,2,1304,50159,2,2,"MAIZE",1080,1,,,,,800,1,2,,,2,,,,,,,,,,,,,40000,1000,1,100,1,0,,500,1,0,,0
2,5,518,2,1304,50159,3,1,"G.NUT",1060,1,,,11246,7,1200,1,2,,,2,,,,,,,,,,,,,48000,75,1,75,1,0,,75,1,0,,0
2,5,518,2,1304,50159,3,2,"MAIZE",1080,1,,,,,500,1,2,,,2,,,,,,,,,,,,,25000,,,,,,,,,,,0
2,5,518,2,1304,50159,4,1,"G.NUT",1060,1,,,7298,7,1800,1,2,,,1,"N2",1800,1,72000,,,,,,,,,90000,,,,,,,,,,,0
2,5,518,2,1304,50159,4,2,"MAIZE",1080,1,,,,,1300,1,2,,,2,,,,,,,,,,,,,65000,,,,,,,,,,,0
2,5,518,2,1304,50159,5,1,"RICE",1111,1,,,494,7,600,1,2,,,2,,,,,,,,,,,,,30000,,,,,,,,,,,0
2,5,518,2,1304,50159,6,1,"G.CORN",1070,1,,,13786,7,800,1,2,,,2,,,,,,,,,,,,,32000,,,,,,,,,,,0
2,5,518,2,1304,50160,1,1,"G.NUT",1060,1,,,7385,7,500,1,2,,,2,,,,,,,,,,,,,30000,30,1,12,1,0,,15,1,0,,0
2,5,518,2,1304,50160,1,2,"MAIZE",1080,1,,,,,1000,1,2,,,1,"N1",300,1,9000,1,2,,,,,,,30000,0,1,10.5,1,0,,9,1,0,,0
2,5,518,2,1304,50160,2,1,"MAIZE",1080,1,,,4876,7,400,1,2,,,2,,,,,,,,,,,,,12000,,,,,,,,,,,0
2,5,520,2,1756,50161,1,1,"MILLET",1100,1,,,160,2,2000,1,2,,,2,,,,,,,,,,,,,80000,100,1,1000,1,,,,,,,0
2,5,520,2,1756,50161,1,2,"G.CORN",1070,1,,,160,2,1000,1,2,,,2,,,,,,,,,,,,,48000,1000,1,,,,,,,,,0
2,5,520,2,1756,50161,1,3,"BEAN",1010,1,,,160,2,500,1,2,,,1,"N1",200,1,14000,1,2,,,,,,,32500,,,300,1,,,,,,,0
2,5,520,2,1756,50161,2,1,"MILLET",1100,1,,,100,2,1500,1,2,,,2,,,,,,,,,,,,,60000,,,1500,1,,,,,,,0
2,5,520,2,1756,50161,2,2,"G.CORN",1070,1,,,100,2,500,1,2,,,2,,,,,,,,,,,,,24000,,,500,1,,,,,,,0
2,5,520,2,1756,50161,2,3," BEAN",1010,1,,,100,2,200,1,2,,,2,,,,,,,,,,,,,13000,,,200,1,,,,,,,0
2,5,520,2,1756,50161,2,4,"B.SEEDS",2040,1,,,100,2,100,1,2,,,1,"N1",100,1,8000,1,2,,,,,,,8000,,,,,,,,,,,0
2,5,520,2,1756,50161,3,1,"MILLET",1100,1,,,100,2,1500,1,2,,,2,,,,,,,,,,,,,60000,,,1500,1,,,,,,,0
2,5,520,2,1756,50161,3,2,"G.CORN",1070,1,,,100,2,500,1,2,,,2,,,,,,,,,,,,,24000,,,500,1,,,,,,,0
2,5,520,2,1756,50161,3,3,"BEAN",1010,1,,,100,2,100,1,2,,,2,,,,,,,,,,,,,6500,,,100,1,,,,,,,0
2,5,520,2,1756,50161,3,4,"B.SEEDS",2040,1,,,100,2,100,1,2,,,2,,,,,,,,,,,,,8000,,,100,1,,,,,,,0
2,5,520,2,1756,50162,1,1,"MILLET",1100,1,,,100,2,1500,1,2,,,2,,,,,,,,,,,,,60000,500,1,1000,1,,,,,,,0
2,5,520,2,1756,50162,1,2,"G.CORN",1020,1,,,100,2,1000,1,2,,,2,,,,,,,,,,,,,48000,500,1,500,1,,,,,,,0
2,5,520,2,1756,50162,1,3,"BEAN",1010,1,,,100,2,100,1,2,,,1,"N1",100,1,6500,1,2,,,,,,,6500,,,,,,,,,,,0
2,5,520,2,1756,50162,2,1,"MILLET",1100,1,,,160,2,1700,1,2,,,2,,,,,,,,,,,,,68000,,,1700,1,,,,,,,0
2,5,520,2,1756,50162,2,2,"G.CORN",1020,1,,,160,2,800,1,2,,,2,,,,,,,,,,,,,38400,,,800,1,,,,,,,0
2,5,520,2,1756,50162,2,3,"BEAN",1010,1,,,160,2,100,1,2,,,2,,,,,,,,,,,,,65000,,,100,1,,,,,,,0
2,5,520,2,1756,50162,2,4,"B.SEEDS",2040,1,,,160,2,200,1,2,,,1,"N1",100,1,8000,1,2,,,,,,,16000,,,100,1,,,,,,,0
2,5,520,2,1756,50163,1,1,"MILLET",1100,1,,,220,2,300,1,2,,,2,,,,,,,,,,,,,33000,100,1,50,1,0,,20,1,0,,0
2,5,520,2,1756,50163,1,2,"G.CORN",1070,1,,,220,2,200,1,2,,,2,,,,,,,,,,,,,20000,50,1,50,1,0,,10,1,0,,0
2,5,520,2,1756,50163,1,3,"BEAN",1010,1,,,220,2,100,1,2,,,1,"N2",50,1,3500,1,2,,,,,,,7000,10,1,10,1,0,,0,,0,,0
2,5,520,2,1756,50163,1,4,"BEENI SEED",2040,1,,,220,2,150,1,2,,,1,"N2",100,1,10000,1,2,,,,,,,15000,0,,10,1,0,,0,,0,,0
2,5,520,2,1756,50164,1,1,"MILLET",1100,1,,,120,2,200,1,2,,,2,,,,,,,,,,,,,80000,500,1,1500,1,,,,,,,0
2,5,520,2,1756,50164,1,2,"G.CORN",1070,1,,,120,2,1500,1,2,,,2,,,,,,,,,,,,,72000,500,1,1000,1,,,,,,,0
2,5,520,2,1756,50164,1,3,"BEAN",1010,1,,,120,2,300,1,2,,,1,"N1",200,1,13000,1,2,,,,,,,19500,,,100,1,,,,,,,0
2,5,520,2,1756,50164,1,4,"B.SEED",2040,1,,,120,2,300,1,2,,,1,"N2",200,1,16000,1,2,,,,,,,24000,,,100,1,,,,,,,0
2,5,520,2,1756,50165,1,1,"MILLET",1100,1,,,400,2,1200,1,2,,,2,,,,,,,,,,,,,66000,350,1,56,1,100,1,150,1,0,,0
2,5,520,2,1756,50165,1,2,"G.CORN",1070,1,,,400,2,350,1,2,,,2,,,,,,,,,,,,,17500,200,1,50,1,0,,100,1,0,,0
2,5,520,2,1756,50165,1,3,"BEENI SEED",2040,1,,,400,2,300,1,2,,,1,"N2",200,1,20000,,,,,,,,,30000,10,1,10,1,0,,25,1,0,,0
2,5,520,2,1756,50165,1,4,"BEAN",1010,1,,,400,2,500,1,2,,,1,"N2",100,1,7000,,,,,,,,,35000,25,1,10,1,0,,50,1,0,,0
2,5,520,2,1756,50165,2,1,"MILLET",1100,1,,,300,2,500,1,2,,,2,,,,,,,,,,,,,27500,0,,0,,0,,0,,0,,0
2,5,520,2,1756,50165,2,2,"G.CORN",1070,1,,,300,2,310,1,2,,,2,,,,,,,,,,,,,15500,0,,25,1,0,,0,,0,,0
2,5,520,2,1756,50165,2,3,"BEENI SEED",2040,1,,,300,2,200,1,2,,,1,"N2",300,1,80000,,,,,,,,,20000,0,,0,,0,,0,,0,,0
2,5,520,2,1756,50165,2,4,"BEAN",1010,1,,,300,2,300,1,2,,,1,"N2",100,1,7000,,,,,,,,,21000,0,,25,1,10,1,0,,0,,0
2,5,520,2,1756,50166,1,1,"MILLET",1100,1,,,100,2,300,1,2,,,2,,,,,,,,,,,,,12000,100,1,30,1,0,,100,1,0,,0
2,5,520,2,1756,50166,1,2,"G.CORN",1070,1,,,100,2,500,1,2,,,2,,,,,,,,,,,,,20000,100,1,30,1,0,,100,1,0,,0
2,5,520,2,1756,50166,1,3,"BEAN",1010,1,,,100,2,200,1,2,,,1,"N4",200,1,20400,1,2,,,,,,,20400,0,,0,,0,,0,,0,,0
2,5,520,2,1756,50166,2,1,"MILLET",1100,1,,,330,2,1800,1,2,,,2,,,,,,,,,,,,,72000,0,,30,1,0,,100,1,0,,0
2,5,520,2,1756,50166,2,2,"BEAN",1010,1,,,330,2,300,1,2,,,1,"N4",200,1,20400,1,2,,,,,,,30600,20,1,20,1,0,,30,1,0,,0
2,5,520,2,1756,50167,1,1,"MILLET",1100,1,,,200,2,900,1,2,,,2,,,,,,,,,,,,,49500,200,1,50,1,0,,100,1,0,,0
2,5,520,2,1756,50167,1,2,"G.CORN",1070,1,,,200,2,350,1,2,,,2,,,,,,,,,,,,,17500,50,1,10,1,0,,10,1,0,,0
2,5,520,2,1756,50167,1,3,"BEAN",1010,1,,,200,2,100,1,2,,,1,"N1",50,1,3500,1,2,,,,,,,7000,10,1,10,1,0,,0,,0,,0
2,5,520,2,1756,50168,1,1,"MILLET",1100,1,,,150,2,400,1,2,,,2,,,,,,,,,,,,,16000,50,1,20,1,0,,50,1,0,,0
2,5,520,2,1756,50168,1,2,"BEAN",1010,1,,,150,2,300,1,2,,,1,"N3",200,1,20800,1,2,,,,,,,31200,20,1,15,1,0,,0,,0,,0
2,5,520,2,1756,50168,1,3,"G.CORN",1070,1,,,150,2,200,1,2,,,2,,,,,,,,,,,,,8000,30,1,20,1,0,,50,1,0,,0
2,5,520,2,1756,50169,1,1,"MILLET",1100,1,,,350,2,1300,1,2,,,1,"N1",700,1,28000,1,2,,,,,,,52000,100,1,30,1,0,,100,1,0,,0
2,5,520,2,1756,50169,1,2,"G.CORN",1070,1,,,350,2,800,1,2,,,1,"N1",100,1,4000,1,2,,,,,,,32000,100,1,30,1,0,,100,1,0,,0
2,5,520,2,1756,50169,1,3,"BEAN",1010,1,,,350,2,200,1,2,,,1,"N1",100,1,6700,1,2,,,,,,,13400,20,1,20,1,0,,25,1,0,,0
2,5,520,2,1756,50169,1,4,"B.SEED",2040,1,,,350,2,600,1,2,,,1,"N1",500,1,55000,1,2,,,,,,,66000,0,,25,1,0,,25,1,0,,0
2,5,520,2,1756,50170,1,1,"MILLET",1100,1,,,480,2,900,1,2,,,2,,,,,,,,,,,,,36000,30,1,0,,0,,50,1,0,,0
2,5,520,2,1756,50170,1,2,"G.CORN",1070,1,,,480,2,700,1,2,,,2,,,,,,,,,,,,,28000,30,1,0,,0,,50,1,0,,0
2,5,520,2,1756,50170,1,3,"BEAN",1010,1,,,480,2,200,1,2,,,1,"N1",100,1,8400,1,2,,,,,,,20000,10,1,0,,0,,20,1,0,,0
5,6,602,2,1356,60003,1,1,"CASSAVA",1020,1,,,250,3,100,1,2,,,2,,,,,,,,,,,,,12000,100,1,0,,0,,20,1,0,,0
5,6,602,2,1356,60003,1,2,"COCOYAM",1040,1,,,56,1,25,1,2,,,1,"N4",5,1,1000,1,2,,,,,,,5000,,,,,,,,,,,0
5,6,602,2,1356,60004,1,1,"CASSAVA",1020,1,,,1,4,1,1,2,,,2,,,,,,,,,,,,,15000,100,1,0,,0,,20,1,1,1,0
5,6,602,2,1356,60005,1,1,"CASSAVA STEM",1020,1,,,,4,150,1,2,,,2,,,,,,,,,,,,,12000,150,1,0,,0,,8,1,0,,0
5,6,602,2,1356,60005,2,1,"CASSAVA STEM",1020,1,,,,4,50,1,2,,,2,,,,,,,,,,,,,4000,50,1,0,,0,,0,,0,,0
5,6,602,2,1356,60008,1,1,"CASSAVA",1020,1,,,,4,600,1,2,,,2,,,,,,,,,,,,,39000,,,,,,,,,,,0
5,6,602,2,1356,60008,1,2,"PLANTAIN",2170,1,,,,3,240,1,2,,,1,"N1",40,1,2500,2,1,"N2",,,180,1,10000,15000,0,,0,,0,,20,1,0,,0
5,6,602,2,1356,60008,2,1,"COCOYAM",1040,1,,,,4,25,12,2,,,2,,,,,,,,,,,,,2890,0,,40,1,0,,0,,0,,0
5,6,602,2,1356,60009,1,1,"CASSAVA",1020,1,,,120,3,150,1,2,,,2,,,,,,,,,,,,,18000,120,1,0,,0,,6,1,0,,0
5,6,602,2,1356,60009,1,2,"PLANTAIN",2170,1,,,30,3,240,1,2,,,1,"N1",13,1,800,2,1,"N2",,,5,1,500,22800,117,1,0,,0,,18,1,8,1,0
5,6,602,2,1356,60010,1,1,"CASSAVA",1020,1,,,1,4,300,1,2,,,2,,,,,,,,,,,,,36000,270,1,0,,0,,25,1,5,1,0
5,6,606,2,1372,60015,1,1,"PLANTAIN",2170,1,,,1,4,100,1,2,,,1,"N1",70,1,22000,1,1,"N2",,,8,1,700,40000,50,1,0,,0,,10,1,5,1,0
5,6,606,2,1372,60015,2,1,"CASSAVA",1020,1,,,1,4,50,1,2,,,2,,,,,,,,,,,,,5000,50,1,0,,0,,5,1,10,1,0
5,6,606,2,1372,60016,1,1,"CASSAVA",1020,1,,,1,4,500,1,2,,,2,,,,,,,,,,,,,60000,480,1,0,,0,,20,1,0,,0
5,6,606,2,1372,60016,2,1,"PLANTAIN",2170,1,,,75,3,2160,1,2,,,1,"N1",362.5,1,40600,2,1,"N2","N3",,250,1,28000,,0,,0,,0,,112.5,1,30,1,0
5,6,606,2,1372,60016,3,1,"CASSAVA",1020,1,,,1,4,550,1,2,,,2,,,,,,,,,,,,,70000,400,1,0,,0,,0,,0,,0
5,6,606,2,1372,60016,4,1,"CASSAVA",1020,1,,,75,,300,1,2,,,2,,,,,,,,,,,,,50000,0,,0,,0,,20,1,0,,0
5,6,606,2,1372,60017,1,1,"CASSAVA",1020,1,,,1,4,650,1,2,,,2,,,,,,,,,,,,,70000,1800,1,0,,0,,20,1,0,,0
5,6,606,2,1372,60020,1,1,"CASSAVA",1020,1,,,38,3,80,1,2,,,2,,,,,,,,,,,,,10000,50,1,0,,0,,1,,0,,0
5,6,606,2,1372,60020,1,2,"COCOYAM",1040,1,,,20,3,30,1,2,,,2,,,,,,,,,,,,,3000,0,,12,1,0,,1,,0,,0
5,6,606,2,1372,60020,1,3,"CORN",1080,1,,,50,3,50,2,2,,,2,,,,,,,,,,,,,800,0,,5,1,0,,1,,0,,0
5,6,606,2,1372,60020,2,1,"CASSAVA",1020,1,,,70,3,80,1,2,,,2,,,,,,,,,,,,,10000,50,1,0,,0,,1,,0,,0
5,6,606,2,1372,60020,2,2,"COCOYAM",1040,1,,,30,3,40,1,2,,,2,,,,,,,,,,,,,6000,0,,0,,0,,1,,0,,0
5,6,606,2,1372,60020,2,3,"CORN",1080,1,,,60,3,50,2,2,,,2,,,,,,,,,,,,,1200,0,,5,1,0,,1,,0,,0
5,6,606,2,1372,60020,3,1,"CASSAVA",1020,1,,,38,3,80,1,2,,,2,,,,,,,,,,,,,10000,50,1,0,,0,,1,,0,,0
5,6,606,2,1372,60020,3,2,"COCOYAM",1040,1,,,20,3,30,1,2,,,2,,,,,,,,,,,,,3500,0,,0,,0,,1,,0,,0
5,6,606,2,1372,60020,3,3,"CORN",1080,1,,,50,3,50,2,2,,,2,,,,,,,,,,,,,800,0,,5,1,0,,0,,0,,0
5,6,608,1,3978,60021,1,1,"CASSAVA FARM",1020,1,,,1,4,300,1,2,,,2,,,,,,,,,,,,,300,1,,0,,0,,50,1,20,1,0
5,6,608,1,3978,60022,1,1,"CASSAVA",1020,1,,,1,4,275,1,2,,,2,,,,,,,,,,,,,30000,275,1,0,,0,,70,1,2.5,1,0
5,6,608,1,3978,60022,2,1,"PLANTAIN",2170,1,,,1,4,38,1,2,,,1,"N4",18,1,1200,2,2,,,,,,,3000,0,,0,,0,,8,1,4,1,0
5,6,608,1,3978,60022,3,1,"CASSAVA",1020,1,,,1,4,300,1,2,,,2,,,,,,,,,,,,,32000,3000,1,0,,0,,10,1,2,1,0
5,6,608,1,3978,60025,1,1,"CASSAVA",1020,1,,,1,4,50,1,2,,,2,,,,,,,,,,,,,3500,50,1,0,,0,,5,1,0.300000011920929,1,0
5,6,608,1,3978,60026,1,1,"CASSAVA",1020,1,,,1,4,400,1,2,,,2,,,,,,,,,,,,,12000,300,1,0,,0,,40,1,40,1,0
5,6,608,1,3978,60026,2,1,"CASSAVA",1020,1,,,1,4,600,1,2,,,2,,,,,,,,,,,,,18000,450,1,0,,0,,0,,50,1,0
5,6,608,1,3978,60027,1,1,"CASSAVA",1020,1,,,1,4,300,1,1,150,1,2,,,,,,,,,,,,,4500,150,1,0,,0,,0,,0,,0
5,6,608,1,3978,60028,1,1,"CASSAVA",1020,1,,,360,3,360,3,2,,,2,,,,,,,,,,,,,26000,75,1,0,,0,,10,1,15,1,0
5,6,608,1,3978,60028,1,2,"PLANTAIN",2170,1,,,60,3,42,3,2,,,1,"N1",315,1,19500,1,2,,,,,,,35000,,,0,,0,,8,1,25,1,0
5,6,608,1,3978,60028,2,1,"CASSAVA",1020,1,,,955,3,900,3,2,,,2,,,,,,,,,,,,,48000,200,1,0,,0,,0,,10,1,0
5,6,608,1,3978,60028,2,2,"PLANTAIN",2170,1,,,175,3,100,3,2,,,1,"N1",387,1,13500,1,2,,,,,,,40000,,,0,,0,,11,1,36,1,0
5,6,608,1,3978,60029,1,1,"CASSAVA",1020,1,,,1,4,45,1,2,,,2,,,,,,,,,,,,,5700,45,1,0,,0,,5,1,0.25,1,0
5,6,608,1,3978,60029,2,1,"CASSAVA",1020,1,,,1,4,50,1,2,,,2,,,,,,,,,,,,,7000,50,1,0,,0,,7,1,0.400000005960464,1,0
5,6,608,1,3978,60030,1,1,"CASSAVA",1020,1,,,1,4,1300,1,2,,,2,,,,,,,,,,,,,39000,1300,1,0,,100,1,50,1,50,1,0
5,6,608,1,3978,60030,2,1,"CASSAVA",1020,1,,,1,4,500,1,2,,,2,,,,,,,,,,,,,18000,600,1,0,,100,1,50,1,50,1,0
5,6,607,2,1892,60037,1,1,"CASSAVA",1020,1,,,18,2,100,1,2,,,2,,,,,,,,,,,,,2600,80,1,0,,0,,20,1,0,,0
5,6,607,2,1892,60040,1,1,"PLANTAIN",2170,1,,,75,4,750,1,2,,,1,"N1",75,1,2100,1,1,"N2","N3",,250,1,7500,21000,250,1,0,,0,,25,1,0,,0
5,6,607,2,1892,60040,1,2,"BITTER LEAF",2194,1,,,20,3,40,1,2,,,2,,,,,,,,,,,,,1000,20,1,0,,0,,15,1,5,1,0
1,7,707,2,560,70001,1,1,"YAM",1120,1,,,3600,1,785,1,2,,,2,,,,,,,,,,,,,45000,0,,200,1,0,,0,,0,,0
1,7,707,2,560,70001,1,2,"BENISEED",2040,1,,,3600,1,50,1,2,,,1,"N1",50,1,180000,1,2,,,,,,,6000,0,,5,1,0,,0,,0,,0
1,7,707,2,560,70001,2,1,"CASSAVA",1020,1,,,3600,1,8000,1,2,,,1,"N1",4000,1,30000,1,2,,,,,,,55000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70001,3,1,"GUINEA CORN",1070,1,,,3600,1,50,1,2,,,2,,,,,,,,,,,,,5000,0,,5,1,0,,0,,0,,0
1,7,707,2,560,70001,3,2,"SOYA BEANS",2220,1,,,3600,1,150,1,2,,,1,"N1",100,1,10000,1,2,,,,,,,30000,0,,50,1,0,,0,,0,,0
1,7,707,2,560,70002,1,1,"YAM",1120,1,,,2600,1,1000,1,2,,,2,,,,,,,,,,,,,45000,40,1,80,1,0,,0,,0,,0
1,7,707,2,560,70002,1,2,"SOYA BEANS",2220,1,,,2600,1,5000,1,2,,,1,"N1",5000,1,50000,1,2,,,,,,,50000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70002,1,3,"GUINEA CORN",1070,1,,,2600,1,100,1,2,,,2,,,,,,,,,,,,,6000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70002,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,707,2,560,70003,1,1,"YAM",1120,1,,,2000,1,200,1,2,,,2,,,,,,,,,,,,,14000,0,,80,1,0,,0,,0,,0
1,7,707,2,560,70003,1,2,"CASSAVA",1020,1,,,2000,1,2000,1,2,,,2,,,,,,,,,,,,,60000,100,1,0,,0,,0,,0,,0
1,7,707,2,560,70003,2,1,"CASSAVA",1020,1,,,5000,1,3000,1,2,,,2,,,,,,,,,,,,,42000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70003,3,1,"GUINEA CORN",1070,1,,,4000,1,300,1,2,,,2,,,,,,,,,,,,,21000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70003,3,2,"SOYA BEAN",2220,1,,,3000,1,400,1,2,,,2,,,,,,,,,,,,,16000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70003,4,1,"BENISEED",2040,1,,,1800,1,200,1,2,,,2,,,,,,,,,,,,,9000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70004,1,1,"YAM",1120,1,,,2500,1,200,1,2,,,2,,,,,,,,,,,,,15000,40,1,160,1,0,,0,,0,,0
1,7,707,2,560,70004,1,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,707,2,560,70004,2,1,"BENISEED",2040,1,,,3500,1,160,1,2,,,1,"N1",150,1,9000,1,2,,,,,,,9500,0,,10,1,0,,0,,0,,0
1,7,707,2,560,70005,1,1,"YAM",1120,1,,,4000,1,600,1,2,,,2,,,,,,,,,,,,,21000,0,,40,1,0,,0,,0,,0
1,7,707,2,560,70005,1,2,"CASSAVA",1020,1,,,4000,1,700,1,2,,,2,,,,,,,,,,,,,49000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70005,2,1,"CASSAVA",1020,1,,,2000,1,500,1,2,,,2,,,,,,,,,,,,,25000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70006,1,1,"YAM",1120,1,,,4480,1,600,1,2,,,2,,,,,,,,,,,,,45000,80,1,520,1,0,,0,,0,,0
1,7,707,2,560,70006,2,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,707,2,560,70006,3,1,"GUINEA CORN",1070,1,,,1850,1,100,1,2,,,2,,,,,,,,,,,,,6000,100,1,0,,0,,0,,0,,0
1,7,707,2,560,70006,3,3,"SOYA BEANS",2220,1,,,1850,1,300,1,2,,,1,"N1",300,1,16500,1,2,,,,,,,16500,0,,0,,0,,0,,0,,0
1,7,707,2,560,70006,4,4,"BENISEED",2040,1,,,6750,1,200,1,2,,,1,"N1",200,1,1200,1,2,,,,,,,0,0,,0,,0,,0,,0,,0
1,7,707,2,560,70007,1,1,"YAM",1120,1,,,4300,1,1320,1,2,,,2,,,,,,,,,,,,,21000,0,,660,,0,,0,,0,,0
1,7,707,2,560,70007,1,2,"CASSAVA",1020,1,,,4300,1,4000,1,2,,,1,"N1",2350,1,31500,1,2,,,,,,,450000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70007,2,1,"BENISEED",2020,1,,,2010,1,20,1,2,,,2,,,,,,,,,,,,,8000,0,,10,1,0,,0,,0,,0
1,7,707,2,560,70008,1,1,"YAM",1120,1,,,1500,1,600,1,2,,,2,,,,,,,,,,,,,33000,0,,40,1,0,,0,,0,,0
1,7,707,2,560,70008,1,2,"GUINEA CORN",1070,1,,,1500,1,400,1,2,,,2,,,,,,,,,,,,,27000,0,,25,1,0,,0,,0,,0
1,7,707,2,560,70008,1,3,"SOYA BEANS",2220,1,,,1500,1,300,1,2,,,2,,,,,,,,,,,,,26000,0,,25,1,0,,0,,0,,0
1,7,707,2,560,70008,1,4,"CASSAVA",1020,1,,,1500,1,700,1,2,,,1,"N1",300,1,23000,1,2,,,,,,,29000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70008,2,1,"CASSAVA",1020,1,,,4000,1,700,1,2,,,2,,,,,,,,,,,,,49000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70008,3,1,"RICE",1110,1,,,3600,1,300,1,2,,,2,,,,,,,,,,,,,49000,0,,25,1,0,,0,,0,,0
1,7,707,2,560,70008,4,1,"YAM",1120,1,,,2600,1,300,1,2,,,2,,,,,,,,,,,,,28000,0,,40,1,0,,0,,0,,0
1,7,707,2,560,70008,4,2,"CASSAVA",1020,1,,,2600,1,400,1,2,,,2,,,,,,,,,,,,,16000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70008,5,1,"GROUND NUT",1060,1,,,3600,1,300,1,2,,,2,,,,,,,,,,,,,18000,0,,16,1,0,,0,,0,,0
1,7,707,2,560,70008,5,2,"GUINEA CORN",1070,1,,,3600,1,400,1,2,,,2,,,,,,,,,,,,,21000,0,,25,1,0,,0,,0,,0
1,7,707,2,560,70009,1,1,"YAM",1120,1,,,4000,1,595,1,2,,,2,,,,,,,,,,,,,57000,0,,1320,1,0,,0,,0,,0
1,7,707,2,560,70009,1,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,707,2,560,70009,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,707,2,560,70010,1,1,"YAM",1120,1,,,7300,1,800,1,2,,,2,,,,,,,,,,,,,60000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70010,1,2,"CASSAVA",1020,1,,,7300,1,600,1,2,,,1,"N1",400,1,8000,1,2,,,,,,,12000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70010,1,3,"SESAME",2020,1,,,7300,1,100,1,2,,,1,"N1",100,1,6000,1,2,,,,,,,6000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70010,2,1,"CASSAVA",1020,2,10,"IMMATURED",0,,0,,2,,,2,,,,,,,,,,,,,12000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70010,3,1,"RICA",1110,1,,,790,1,200,1,2,,,1,"N1",150,1,9000,1,2,,,,,,,60000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70010,4,1,"GROUND NUT",1060,1,,,8000,1,1000,1,2,,,1,"N1",900,1,54000,1,2,,,,,,,12000,0,,0,,0,,0,,0,,0
1,7,707,2,560,70010,4,2,"GUINEA CORN",1070,1,,,8000,1,200,1,2,,,2,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,0
1,7,708,2,754,70011,1,1,"SESAME",2040,1,,,1800,1,600,1,2,,,2,,,,,,,,,,,,,33000,0,,50,1,0,,0,,0,,0
1,7,708,2,754,70011,2,1,"MAIZE",1080,1,,,3900,1,750,1,2,,,2,,,,,,,,,,,,,47000,0,,0,,0,,0,,0,,0
1,7,708,2,754,70011,3,1,"CASSAVA",1040,1,,,1750,1,600,1,2,,,2,,,,,,,,,,,,,30000,0,,0,,0,,0,,0,,0
1,7,708,2,754,70012,1,1,"CASSAVA",1020,1,,,2000,1,500,1,2,,,2,,,,,,,,,,,,,44000,0,,60,1,0,,0,,0,,0
1,7,708,2,754,70012,1,2,"GUINEA CORN",1070,1,,,2000,1,700,1,2,,,2,,,,,,,,,,,,,50000,0,,0,,0,,0,,0,,0
1,7,708,2,754,70012,1,3,"YAM",1120,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,708,2,754,70012,2,1,"CASSAVA",1020,1,,,1800,1,360,1,2,,,2,,,,,,,,,,,,,30000,0,,0,,0,,0,,0,,0
1,7,708,2,754,70012,2,2,"RICE",1110,1,,,1800,1,400,1,2,,,2,,,,,,,,,,,,,35000,0,,0,,0,,0,,0,,0
