"zone","state","lga","sector","ea","hhid","item_cd","sa7q1","sa7q2","sa7q3","sa7q4a","sa7q4b","sa7q5"
1,23,2302,2,1982,230095,2,1,15000,,"N1",,2
1,23,2302,2,1982,230095,3,1,4000,,"N3",,2
1,23,2302,2,1982,230096,2,1,28000,,"N1",,2
1,23,2302,2,1982,230096,3,1,2500,,"N1",,2
1,23,2302,2,1982,230097,2,1,160000,,"N5",,2
1,23,2302,2,1982,230098,2,1,30000,,"N5",,2
1,23,2302,2,1982,230098,3,1,10000,,"N4",,2
1,23,2302,2,1982,230098,6,1,2000,,"N6",,2
1,23,2302,2,1982,230099,2,1,110000,,"N6",,2
1,23,2302,2,1982,230100,2,1,15000,,"N3",,2
1,23,2302,2,1982,230100,3,1,8000,,"N2",,2
1,23,2302,2,1982,230100,6,1,1000,,"N4",,2
1,23,2316,1,140,230101,1,1,22100,,"N3",,2
1,23,2316,1,140,230101,2,1,3000,,"N1",,2
1,23,2316,1,140,230104,2,1,3000,,"N2",,
1,23,2316,1,140,230104,3,1,500,,"N3",,2
1,23,2316,1,140,230105,1,1,10800,,"N2",,
1,23,2316,1,140,230107,2,1,3000,,"N1",,2
1,23,2316,1,140,230108,2,1,3000,,"N1",,2
1,23,2316,1,140,230109,1,1,25200,,"N3",,2
1,23,2316,1,140,230110,2,1,4000,,"N2",,2
1,23,2303,2,2348,230111,1,1,31800,,"N3",,2
1,23,2303,2,2348,230111,2,1,7000,,"N4",,2
1,23,2303,2,2348,230112,2,1,3000,,"N6",,2
1,23,2303,2,2348,230114,2,1,1500,,"N3",,2
1,23,2303,2,2348,230114,3,1,600,,"N2",,2
1,23,2303,2,2348,230117,2,1,5000,,"N2",,2
1,23,2303,2,2348,230117,6,1,500,,"N2",,2
1,23,2303,2,2348,230118,2,1,1500,,"N1","N2",2
1,23,2303,2,2348,230118,6,1,400,,"N1",,2
1,23,2303,2,2348,230119,1,1,18000,,"N3",,2
1,23,2303,2,2348,230119,2,1,3000,,"N1",,2
6,24,2407,2,396,240168,2,1,500,,"N1","N2",2
1,25,2508,1,2788,250005,2,1,3000,,"N3",,2
1,25,2508,1,2788,250005,6,1,1500,,"N3",,2
1,25,2504,2,222,250015,3,1,4000,2,"N1",,2
1,25,2504,2,222,250020,2,1,50,,"N2",,2
1,25,2504,2,222,250020,3,1,1500,,"N2",,2
1,25,2509,2,248,250028,3,1,100,,"N2",,2
1,25,2502,2,728,250053,2,1,5200,,"N3",,2
1,25,2502,2,728,250053,3,1,6000,,"N3",,2
1,25,2502,2,728,250054,2,1,40000,,"N2",,2
1,25,2502,2,728,250054,3,1,5000,,"N2",,2
1,25,2502,2,728,250056,2,1,5000,,"N1",,2
1,25,2502,2,728,250056,3,1,3500,,"N1",,2
1,25,2502,2,728,250056,6,1,500,,"N1",,2
1,25,2502,2,728,250057,2,1,1200,,"N4",,2
1,25,2502,2,728,250057,3,1,4000,,"N4",,2
1,25,2502,2,728,250057,8,1,3000,,"N5",,
1,25,2502,2,728,250058,2,1,24000,,"N2",,2
1,25,2502,2,728,250058,3,1,50000,,"N2",,2
1,25,2502,2,728,250058,8,1,30000,,"N3",,2
1,25,2511,2,1424,250068,4,1,15000,,"N1",,2
1,25,2511,2,1424,250068,6,1,3000,,"N1",,2
1,25,2511,2,1424,250069,2,1,2000,,"N2",,2
1,26,2618,2,1276,260021,2,1,5000,,"N1",,2
1,26,2618,2,1276,260022,2,1,2500,,"N1",,2
1,26,2618,2,1276,260024,2,1,10000,,"N3",,2
1,26,2618,2,1276,260029,2,1,6000,,"N1",,2
1,26,2615,2,2196,260051,2,1,2000,,"N1",,2
1,26,2615,2,2196,260052,2,1,18000,,,,2
1,26,2615,2,2196,260053,2,1,50000,,"N1",,2
1,26,2615,2,2196,260053,3,1,80000,,"N1",,2
1,26,2615,2,2196,260054,2,1,20000,,"N1",,2
1,26,2615,2,2196,260054,3,1,50000,,"N1",,2
1,26,2615,2,2196,260055,2,1,1200,,"N1",,2
1,26,2615,2,2196,260056,2,1,250,,"N1",,2
1,26,2615,2,2196,260057,2,1,3200,,"N1",,2
1,26,2615,2,2196,260058,2,1,1000,,"N1",,2
1,26,2615,2,2196,260059,2,1,2000,,"N1",,2
1,26,2615,2,2196,260060,2,1,3000,,"N1",,2
1,26,2615,2,2178,260067,2,1,6000,,"N1",,2
1,26,2621,2,100,260071,2,1,6000,,"N1",,2
1,26,2621,2,100,260072,2,1,2500,,"N1",,2
1,26,2621,2,100,260073,2,1,2500,,"N1",,2
1,26,2621,2,100,260074,2,1,3000,,"N1",,2
1,26,2621,2,100,260075,2,1,2500,,"N1",,2
1,26,2621,2,100,260076,2,1,6700,,"N1",,2
1,26,2621,2,100,260077,2,1,9000,,"N1",,2
1,26,2621,2,100,260077,7,1,150,,"N1",,
1,26,2621,2,100,260078,2,1,17350,,"N1",,2
1,26,2621,2,100,260078,5,1,1500,,"N1",,2
1,26,2621,2,100,260079,2,1,3000,,"N1",,2
1,26,2621,2,100,260080,2,1,4000,,"N1",,2
1,26,2605,2,594,260091,3,1,28000,,"N1",,2
1,26,2605,2,594,260092,1,1,9000,,"N10",,2
1,26,2605,2,594,260092,2,1,7000,,"N10",,2
1,26,2605,2,594,260092,3,1,2000,,"N10",,2
1,26,2605,2,594,260094,2,1,3000,,"N1",,2
1,26,2605,2,594,260094,3,1,800,,"N2",,2
1,26,2605,2,594,260094,6,1,500,,"N3",,2
1,26,2605,2,594,260096,2,1,24000,,"N4",,2
1,26,2605,2,594,260099,9,1,400,,"N5",,
1,26,2603,1,1786,260110,2,1,2000,,"N1",,
1,26,2603,1,1786,260110,6,1,500,,"N1",,
1,26,2613,2,2248,260126,3,1,10000,,"N2",,2
1,26,2613,2,2248,260127,2,1,1000,,"N2",,
1,26,2608,2,820,260136,2,1,3000,,"N1",,
1,26,2601,2,822,260141,2,1,2000,,"N1",,2
1,26,2601,2,822,260141,6,1,500,,"N1",,2
1,26,2601,2,822,260145,2,1,8000,,"N2",,2
1,26,2601,2,822,260145,3,1,6000,,"N2",,2
1,26,2601,2,822,260148,2,1,10000,,"N2",,2
1,26,2601,2,822,260148,3,1,15000,,"N2",,2
1,26,2613,2,1462,260154,2,1,200,,"N1",,2
1,26,2616,2,254,260169,2,1,1200,,"N1",,2
1,26,2616,2,254,260170,2,1,600,,"N1",,2
1,26,2625,2,926,260172,2,1,2000,,"N1",,2
1,26,2625,2,926,260172,3,1,3000,,"N2",,2
1,26,2625,2,926,260174,2,1,1200,,"N1",,2
1,26,2625,2,926,260174,3,1,3000,,"N2",,2
6,28,2806,1,164,280020,2,1,2500,,"N3",,2
6,28,2816,2,3944,280072,2,1,500,,"N6",,2
6,28,2813,2,612,280118,2,1,4000,,"N3",,2
6,28,2813,2,612,280118,3,1,1500,,"N3",,2
6,29,2930,1,530,290003,2,1,1600,,"N3",,2
6,29,2930,1,530,290007,2,1,800,200,"N1",,2
6,29,2930,1,1418,290023,2,1,6000,0,,,2
6,29,2930,1,1418,290023,3,1,1000,0,,,2
6,29,2930,1,1300,290039,2,1,2000,,"N2",,2
6,29,2909,2,220,290043,2,1,5000,2,"N4",,2
6,29,2909,2,220,290043,3,1,,,"N2",,2
6,29,2909,2,220,290047,2,1,1000,1500,"N3",,2
6,29,2909,2,220,290047,3,1,600,,"N4",,2
6,29,2909,2,220,290050,2,1,1200,0,"N6",,2
6,29,2905,1,384,290065,2,1,3800,0,"N1",,2
6,29,2905,1,384,290066,2,1,1000,0,"N1",,2
6,29,2905,1,384,290067,2,1,1000,,"N1",,2
6,29,2911,1,746,290094,2,1,2200,,"N2",,2
6,29,2911,2,1870,290103,2,1,800,400,"N3","N4",2
6,29,2911,2,1870,290105,2,1,14000,,"N2",,2
6,29,2911,2,1870,290105,3,1,2000,,"N3",,2
6,29,2911,2,1870,290108,2,1,2000,,"N2",,2
6,29,2923,2,1126,290111,2,1,2500,0,"N4",,2
6,29,2923,2,1126,290112,2,1,1200,0,"N1",,2
6,29,2923,2,1126,290113,2,1,1000,,"N5",,2
6,29,2923,2,1126,290114,2,1,5000,0,"N4",,2
6,29,2923,2,1126,290116,2,1,4500,0,"N4",,2
6,29,2923,2,1126,290117,2,1,30000,,"N7",,
6,29,2923,1,396,290124,2,1,,2000,"N4",,
6,29,2923,1,396,290124,3,1,1500,,,,
6,29,2923,1,396,290126,2,1,1000,0,"N2",,2
6,29,2923,1,396,290127,2,1,2000,,"N4",,2
6,29,2923,1,396,290128,2,1,2000,,"N3",,2
6,29,2923,1,396,290128,3,1,1000,,"N1",,2
6,29,2923,1,396,290128,5,1,300,500,"N4",,2
6,29,2923,1,396,290129,2,1,1500,,"N3",,2
6,29,2923,1,396,290129,3,1,500,,"N3",,2
6,29,2923,1,396,290129,5,1,1700,,"N2",,2
6,29,2923,1,396,290130,2,1,1000,,"N4",,2
6,29,2902,1,1028,290135,2,1,4000,,"N1",,2
6,29,2902,1,1028,290137,2,1,1000,,"N2",,2
6,29,2920,1,506,290142,2,1,2000,500,"N2","N3",2
6,29,2920,1,506,290142,3,1,1800,,"N1",,2
6,29,2920,1,1210,290155,2,1,900,,"N1",,2
6,29,2914,1,214,290161,2,1,250000,7500,"N1","N2",
6,29,2914,1,214,290161,3,1,,10000,"N2",,
6,29,2914,1,214,290161,5,1,2000,1500,"N3","N2",
6,29,2914,1,214,290161,6,1,,500,,"N2",
6,29,2914,1,214,290161,9,1,5000,,"N4",,
6,29,2914,1,214,290162,2,1,7000,,"N5",,2
6,29,2914,1,214,290162,3,1,2500,,"N6",,2
6,29,2914,1,214,290163,2,1,3000,,"N2",,2
6,29,2914,1,214,290165,2,1,2000,,"N2",,2
6,29,2914,1,214,290166,2,1,500,,"N3",,2
6,29,2914,1,214,290167,2,1,2000,,"N4",,2
6,29,2914,1,214,290168,2,1,2000,,"N2",,2
6,29,2914,1,214,290168,3,1,600,,"N3",,2
6,29,2914,1,214,290169,2,1,700,,"N2",,2
6,29,2920,2,1628,290176,2,1,2500,,"N1",,
6,29,2920,2,1628,290176,6,1,700,,"N2",,
6,29,2920,2,1628,290177,2,1,500,,"N1",,2
6,29,2920,2,1628,290177,6,1,200,,"N2",,2
6,29,2920,2,1628,290178,2,1,2000,,"N3",,2
6,29,2920,2,1628,290178,6,1,300,,"N4",,2
6,29,2920,2,1628,290179,2,1,1000,,"N3",,2
6,29,2920,2,1628,290179,6,1,400,,"N4",,2
6,30,3014,2,120,300044,1,1,28200,1000,"N1",,2
6,30,3020,1,322,300129,1,1,450000,,"N7",,2
6,30,3020,1,322,300129,2,1,1200000,,"N1",,2
6,30,3020,1,322,300129,3,1,55000,,"N1",,2
6,30,3020,1,322,300129,5,1,58000,,,,2
6,30,3020,1,322,300129,6,1,15000,,,,2
6,30,3020,1,322,300129,7,1,10000,,,,2
6,30,3030,1,946,300151,1,1,9000,,,,
6,30,3023,2,622,300171,2,1,1500,200,"N3",,2
6,30,3023,2,622,300180,2,1,300,1800,"N1",,2
6,30,3033,2,554,300183,2,1,3000,520,"N4",,2
6,30,3033,2,554,300184,2,1,,2000,,,2
6,30,3033,2,554,300186,2,1,1200,200,"N6",,2
6,30,3033,2,554,300187,2,1,20000,,"N1",,2
6,30,3033,2,554,300187,4,1,,50000,"N2",,2
6,30,3033,2,554,300188,2,1,15000,60000,"N2",,2
6,30,3033,2,554,300189,2,1,1200,4000,"N1","N2",2
6,30,3033,2,554,300189,3,1,1500,,"N1",,2
6,30,3033,2,554,300190,2,1,2000,,"N1",,2
6,30,3033,2,554,300190,3,1,4000,,"N1",,2
6,30,3032,2,520,300211,2,1,1000,150,"N3",,2
6,30,3004,2,216,300227,2,1,2000,500,"N3",,2
1,31,3101,2,604,310017,3,1,250,,"N2",,
1,31,3115,2,680,310022,3,1,500,,"N4",,2
1,31,3115,2,680,310030,2,1,600,,"N1","N2",2
1,31,3115,2,680,310030,3,1,400,,"N2",,2
1,31,3111,2,2966,310033,3,1,2480,,"N3",,2
1,31,3111,2,2966,310033,4,1,7600,,"N2",,2
1,31,3111,2,2966,310035,2,1,2000,,"N2",,2
1,31,3111,2,2966,310035,3,1,20000,,"N2",,2
1,31,3111,2,2966,310036,3,1,1500,,"N2",,1
1,31,3111,2,2966,310037,3,1,3000,,"N2",,2
1,31,3111,2,2966,310038,2,1,2000,,"N1",,
1,31,3111,2,2966,310038,3,1,150,,"N2",,
1,31,3111,2,2966,310040,2,1,20000,,,,2
1,31,3111,2,2966,310040,3,1,60000,,,,2
1,31,3107,2,1092,310043,2,1,600,,"N4",,2
1,31,3107,2,1092,310043,3,1,1100,,"N3",,2
1,31,3107,2,1092,310046,3,1,140,,"N3",,2
1,31,3107,2,1092,310049,3,1,1500,,"N2",,2
1,31,3107,1,724,310052,2,1,3000,,"N1",,2
1,31,3107,1,724,310052,3,1,4000,,"N1",,2
1,31,3107,1,724,310055,3,1,600,,"N1",,1
1,31,3113,2,332,310063,3,1,150,,"N2",,2
1,31,3113,2,332,310066,2,1,2000,,"N4",,2
1,31,3113,2,332,310067,2,1,3000,,"N1",,2
1,31,3113,2,332,310068,3,1,400,,"N2",,2
1,31,3109,2,1026,310072,3,1,300,,"N2",,2
1,31,3109,2,1026,310073,3,1,1500,,"N3",,
1,31,3109,2,1026,310074,3,1,1200,,"N4",,2
1,31,3109,2,1026,310076,3,1,1500,,"N2",,2
1,31,3109,2,1026,310080,3,1,3000,,"N2",,2
1,31,3112,2,350,310089,3,1,2050,,"N3",,1
1,31,3116,2,1344,310092,3,1,500,,"N1",,2
1,31,3103,2,874,310101,2,1,800,,"N3",,2
1,31,3103,2,874,310101,3,1,1500,,"N4",,2
1,31,3103,2,874,310103,3,1,400,,"N1",,2
1,31,3103,2,874,310104,2,1,500,,"N2",,2
1,31,3103,2,874,310104,3,1,1000,,"N2",,2
1,31,3103,2,874,310104,8,1,1500,,"N3",,
1,31,3103,2,874,310105,3,1,80,,"N3",,2
1,31,3103,2,874,310106,2,1,4000,,"N3",,2
1,31,3103,2,874,310106,3,1,12000,,"N3",,2
1,31,3103,2,874,310109,3,1,50,,"N3",,2
5,32,3201,2,2034,320104,2,1,500,150,"N2",,2
5,32,3203,2,2644,320124,2,1,300,200,"N1",,2
5,32,3203,2,2644,320126,2,1,500,200,"N1",,2
5,32,3203,2,2644,320126,5,1,2000,500,"N1",,2
5,32,3203,2,2644,320126,6,1,500,100,"N1",,2
5,32,3202,2,84,320135,2,1,600,200,"N1",,2
5,32,3202,2,84,320135,5,1,1200,500,"N1",,2
5,32,3202,2,84,320136,2,1,500,200,"N1",,2
5,32,3202,2,84,320136,5,1,2000,300,"N1",,2
5,32,3202,2,84,320136,6,1,500,150,"N1",,2
5,32,3216,2,1184,320144,2,1,500,150,"N1",,2
5,32,3216,2,1184,320144,5,1,1500,500,"N1",,2
3,33,3321,1,1182,330005,3,1,400,,"N1",,2
3,33,3321,1,1182,330006,2,1,10000,,"N1",,2
3,33,3321,1,1182,330008,1,1,2000,,,,2
3,33,3321,1,1182,330008,2,1,800,,,,2
3,33,3321,1,1182,330008,3,1,800,,,,2
3,33,3321,1,1182,330008,6,1,400,,,,2
3,33,3321,1,1182,330009,1,1,3000,,,,2
3,33,3321,1,1182,330009,2,1,10000,,,,2
3,33,3321,1,1182,330009,4,1,2000,,,,2
3,33,3321,1,1182,330009,5,1,200,,,,2
3,33,3321,1,1182,330009,6,1,1000,,,,2
3,33,3321,1,1182,330010,2,1,60000,,"N2",,2
3,33,3321,1,1182,330010,5,1,1000,,"N4",,2
3,33,3321,1,1182,330010,6,1,3000,,"N3",,2
3,33,3311,1,702,330011,2,1,25000,,"N3",,2
3,33,3311,1,702,330011,5,1,4000,,"N4",,2
3,33,3311,1,702,330011,6,1,5000,,"N4",,2
3,33,3311,1,702,330012,2,1,15000,,"N1",,2
3,33,3311,1,702,330012,5,1,,,"N2",,2
3,33,3311,1,702,330012,6,1,,,"N2",,2
3,33,3311,1,702,330012,9,1,2000,,"N3",,
3,33,3311,1,702,330013,2,1,10000,,"N3",,2
3,33,3311,1,702,330016,2,1,6000,,"N1",,2
3,33,3311,1,702,330016,6,1,1000,,"N2",,2
3,33,3311,1,702,330018,2,1,2000,,"N2",,2
3,33,3311,1,702,330019,2,1,2400,,"N3",,2
3,33,3310,2,476,330021,2,1,30000,,"N2",,2
3,33,3310,2,476,330021,6,1,400,,"N3",,2
3,33,3310,2,476,330022,2,1,6000,,"N1",,2
3,33,3310,2,476,330022,6,1,600,,"N2",,2
3,33,3310,2,476,330023,2,1,48000,,"N1",,2
3,33,3310,2,476,330023,6,1,2400,,"N1",,2
3,33,3310,2,476,330024,2,1,17000,,"N1",,2
3,33,3310,2,476,330025,2,1,11000,,"N2",,2
3,33,3310,2,476,330026,2,1,30000,,"N2",,2
3,33,3310,2,476,330027,2,1,25000,,"N1",,2
3,33,3310,2,476,330028,2,1,6000,,"N2",,2
3,33,3310,2,476,330029,2,1,7000,,"N2",,2
3,33,3310,2,476,330030,2,1,12000,,"N2",,2
3,33,3310,2,476,330030,6,1,600,,"N3",,2
3,33,3323,2,92,330031,2,1,1500,,"N1",,2
3,33,3323,2,92,330032,2,1,15000,,"N2",,2
3,33,3323,2,92,330033,2,1,40000,,"N3",,2
3,33,3323,2,92,330034,2,1,22000,,"N2",,2
3,33,3323,2,92,330034,6,1,3000,,"N3",,2
3,33,3323,2,92,330035,2,1,8000,,"N1",,2
3,33,3323,2,92,330036,2,1,11000,,"N2",,2
3,33,3323,2,92,330038,2,1,60000,,"N4",,2
3,33,3323,2,92,330038,4,1,1200,,"N5",,2
3,33,3323,2,92,330039,2,1,7000,,"N1",,2
3,33,3323,2,92,330040,2,1,25000,,"N2",,2
3,33,3318,2,30,330041,2,1,4000,,"N1",,2
3,33,3318,2,30,330041,6,1,600,,"N2",,2
3,33,3318,2,30,330042,2,1,2000,,"N1",,2
3,33,3318,2,30,330044,2,1,1500,,"N1",,2
3,33,3318,2,30,330049,2,1,40000,,"N1",,2
3,33,3313,2,930,330051,2,1,3000,,"N2",,2
3,33,3313,2,930,330052,2,1,8000,,"N1",,2
3,33,3313,2,930,330053,2,1,7200,,"N2",,2
3,33,3313,2,930,330053,6,1,800,,"N2",,2
3,33,3313,2,930,330055,2,1,2000,,"N2",,2
3,33,3313,2,930,330056,2,1,15000,,"N2",,2
3,33,3313,2,930,330057,2,1,17000,,"N1",,2
3,33,3313,2,930,330058,2,1,25000,,"N2",,2
3,33,3313,2,930,330059,2,1,2400,,"N2",,2
3,33,3313,2,930,330060,2,1,10000,,"N1",,2
3,33,3313,2,930,330060,6,1,1200,,"N2",,2
3,33,3304,2,418,330061,2,1,10000,,"N1",,2
3,33,3304,2,418,330063,2,1,10000,,"N2",,2
3,33,3304,2,418,330064,2,1,20000,,"N1",,2
3,33,3304,2,418,330064,6,1,1500,,"N2",,2
3,33,3304,2,418,330066,2,1,20000,,"N2",,2
3,33,3304,2,418,330066,6,1,1000,,"N3",,2
3,33,3304,2,418,330067,2,1,3200,,"N2",,2
3,33,3304,2,418,330068,2,1,20000,,"N2",,2
3,33,3307,2,688,330071,2,1,22000,,"N1",,
3,33,3307,2,688,330072,2,1,10000,,"N2",,2
3,33,3307,2,688,330075,2,1,4000,,"N1",,
3,33,3307,2,688,330076,2,1,6000,,"N1",,2
3,33,3307,2,688,330079,2,1,10000,,"N2",,2
3,33,3307,2,688,330079,3,1,500,,"N1",,2
3,33,3307,2,688,330079,6,1,2000,,"N3",,1
3,33,3307,2,688,330080,2,1,20000,,"N3",,2
2,34,3401,2,526,340001,1,1,5000,,"N2",,2
2,34,3401,2,526,340001,2,1,17000,,"N1",,2
2,34,3401,2,526,340001,6,1,1000,,"N1",,2
2,34,3401,2,526,340001,7,1,500,,"N1",,
2,34,3401,2,526,340001,9,1,1000,,"N1",,
2,34,3401,2,526,340002,2,1,200,200,"N4",,2
2,34,3401,2,526,340003,1,1,5000,,"N1",,2
2,34,3401,2,526,340003,2,1,7000,,"N1",,2
2,34,3401,2,526,340003,5,1,3000,,"N2",,2
2,34,3401,2,526,340003,6,1,1300,,"N3",,2
2,34,3401,2,526,340004,2,1,300,,"N2",,2
2,34,3401,2,526,340005,2,1,4000,,"N3",,2
2,34,3401,2,526,340005,5,1,3000,,"N3",,2
2,34,3401,2,526,340005,6,1,1300,,"N3",,2
2,34,3401,2,526,340007,2,1,1500,,,,
2,34,3401,2,526,340007,3,1,6000,,,,
2,34,3401,2,526,340008,2,1,2000,,"N6",,2
2,34,3401,2,526,340008,3,1,2000,,"N6",,2
2,34,3401,2,526,340009,1,1,6000,,"N1",,2
2,34,3401,2,526,340009,2,1,2300,,"N1",,2
2,34,3401,2,526,340009,4,1,3000,,"N1",,2
2,34,3405,2,1706,340021,2,1,3500,,"N1",,2
2,34,3405,2,1706,340027,2,1,1500,,"N2",,2
2,34,3405,2,1706,340027,6,1,150,,"N3",,2
2,34,3405,2,1706,340028,2,1,3000,,"N1",,2
2,34,3405,2,1706,340028,3,1,2500,,"N1",,2
2,34,3405,2,1706,340029,2,1,,2000,"N3",,2
2,34,3405,2,1706,340030,2,1,6000,,"N1",,2
2,34,3405,2,456,340035,2,1,3000,,"N2",,2
2,34,3410,2,42,340044,2,1,300,,"N3",,2
2,34,3410,2,42,340045,2,1,2500,,,,2
2,34,3410,2,42,340045,6,1,300,,,,2
2,34,3410,2,42,340047,2,1,1500,,"N3",,2
2,34,3410,2,42,340047,3,1,500,,"N3",,2
2,34,3410,2,42,340048,2,1,3000,,"N2",,2
2,34,3408,2,870,340081,2,1,1500,,"N1",,2
2,34,3408,2,870,340084,2,1,600,,"N3",,2
2,34,3408,2,870,340085,4,1,20000,,"N2",,2
2,34,3408,2,870,340086,2,1,1800,,"N2",,2
2,34,3408,2,870,340086,3,1,1000,,"N2",,2
2,35,3503,1,54,350002,2,1,1000,,"N1",,2
2,35,3503,1,54,350003,2,1,6000,,"N1",,
2,35,3503,1,54,350003,6,1,1000,,"N2",,2
2,35,3503,1,54,350004,2,1,70000,,"N1",,2
2,35,3503,1,54,350004,4,1,50000,,"N2",,2
2,35,3503,1,54,350006,2,1,2000,,"N1",,2
2,35,3503,1,54,350010,2,1,1200,500,"N3","N4",2
2,35,3507,2,746,350013,2,1,1500,,"N1",,2
2,35,3507,2,746,350014,1,1,7500,,"N1",,2
2,35,3507,2,746,350016,2,1,1200,2,"N1","N2",2
2,35,3507,2,746,350017,2,1,1700,,"N3",,2
2,35,3507,2,746,350017,6,1,550,,"N4",,2
2,35,3507,2,746,350019,2,1,2000,,"N1","N2",2
2,35,3515,2,316,350022,2,1,10000,,"N3",,2
2,35,3515,2,316,350022,6,1,500,,"N4",,2
2,35,3515,2,316,350025,2,1,7000,,,,
2,35,3515,2,316,350026,2,1,1000,,"N2",,2
2,35,3515,2,316,350026,6,1,500,,"N3",,2
2,35,3515,2,316,350027,2,1,3000,,"N4",,2
2,35,3515,2,316,350028,2,1,3500,,"N2",,2
2,35,3515,2,316,350029,2,1,5000,,"N2",,2
2,35,3515,2,316,350029,6,1,500,,"N3",,2
2,35,3516,2,1632,350034,2,1,12000,,,,2
2,35,3516,2,1632,350034,6,1,1000,,,,2
2,35,3516,2,1632,350036,6,1,3500,,"N3",,2
2,35,3516,2,1632,350038,2,1,5000,,"N5",,2
2,35,3516,2,1632,350038,6,1,400,,"N6",,2
2,35,3516,2,1632,350040,2,1,1500,,"N2",,2
2,35,3506,2,1040,350041,2,1,800,,"N3",,2
2,35,3506,2,1040,350046,2,1,2700,,"N3",,2
2,35,3506,2,1040,350046,6,1,650,,"N4",,2
2,35,3506,2,1040,350047,2,1,2000,,"N4",,2
2,35,3506,2,1040,350047,6,1,400,,"N5",,2
2,35,3506,2,1040,350050,2,1,18000,,"N2",,2
2,35,3506,2,1040,350050,6,1,5000,,"N3",,2
2,35,3511,2,1646,350054,2,1,1500,,"N3",,2
2,35,3511,2,1646,350057,2,1,1500,,"N3",,2
2,35,3511,2,1646,350060,2,1,2000,,"N1",,2
2,35,3513,2,576,350062,2,1,1000,,"N1","N2",2
2,35,3513,2,576,350070,2,1,2000,1500,"N4","N5",2
2,35,3501,2,1228,350084,1,1,5000,,"N1",,
2,35,3501,2,1228,350088,2,1,6000,,"N3",,2
2,35,3501,2,1228,350088,6,1,1000,,"N4",,2
2,35,3501,1,702,350093,2,1,1300,,"N2",,2
2,35,3501,1,702,350093,7,1,200,,"N3",,
2,35,3509,2,1310,350105,2,1,5000,,"N1",,2
2,35,3509,2,1310,350105,6,1,200,,"N2",,2
2,35,3509,2,1310,350107,2,1,1500,,"N1",,2
2,35,3509,2,1310,350107,6,1,200,,"N2",,2
2,35,3509,2,1310,350109,1,1,1000,,"N3",,2
2,35,3509,2,1310,350109,3,1,2300,,"N4",,2
2,35,3509,2,1310,350110,2,1,2000,,"N2",,2
2,35,3509,2,2276,350111,2,1,6000,,"N4",,2
2,35,3509,2,2276,350112,2,1,1500,,"N2",,2
2,35,3509,2,2276,350112,6,1,300,,"N3",,2
2,35,3509,2,2276,350114,2,1,4000,,"N3",,2
2,35,3509,2,2276,350116,2,1,2700,,"N4",,2
2,35,3509,2,2276,350116,6,1,1000,,"N5",,2
2,35,3509,2,2276,350118,2,1,10000,,"N4",,2
2,35,3504,2,1288,350123,2,1,3000,,"N3",,2
2,35,3504,2,1288,350125,2,1,2500,,"N1",,2
2,35,3504,2,1288,350125,6,1,500,,"N2",,2
2,35,3504,2,1288,350126,2,1,4000,,"N1",,2
2,35,3504,2,1288,350130,2,1,3000,,"N1",,2
2,35,3504,2,1288,350130,6,1,500,,"N2",,2
3,36,3607,1,2596,360001,1,1,3000,,"N4",,2
3,36,3607,1,2596,360001,2,1,3200,,"N5",,2
3,36,3607,1,2596,360003,2,1,4500,300,"N1",,2
3,36,3607,1,2596,360003,6,1,250,50,"N2",,2
3,36,3605,2,240,360011,2,1,5000,2000,"N6",,2
3,36,3605,2,240,360011,3,1,2500,,"N5",,2
3,36,3605,2,240,360011,6,1,400,200,,,2
3,36,3605,2,240,360011,7,1,3000,,,,
3,36,3605,2,240,360012,2,1,300,400,"N3",,2
3,36,3605,2,240,360012,3,1,600,120,"N3",,2
3,36,3605,2,240,360012,6,1,120,,"N2",,2
3,36,3605,2,240,360013,2,1,6000,,"N1",,2
3,36,3605,2,240,360013,3,1,1000,,"N3",,2
3,36,3605,2,240,360014,2,1,4000,,"N11",,2
3,36,3605,2,240,360015,2,1,6000,,"N3",,2
3,36,3605,2,240,360016,2,1,10000,,"N4",,2
3,36,3605,2,240,360017,2,1,15000,,"N1",,1
3,36,3605,2,240,360017,3,1,4000,,"N2",,1
3,36,3605,2,240,360018,3,1,1500,,"N2",,2
3,36,3605,2,240,360020,2,1,1000,,"N2",,2
3,36,3603,2,978,360021,2,1,500,,"N3",,2
3,36,3603,2,978,360022,2,1,35000,,"N1",,2
3,36,3603,2,978,360025,2,1,5000,500,"N2","N3",2
3,36,3603,2,978,360025,3,1,1850,200,"N2","N3",2
3,36,3603,2,978,360025,6,1,600,200,"N4",,2
3,36,3603,2,978,360026,2,1,10000,,"N1",,2
3,36,3603,2,978,360026,3,1,2000,,"N2",,2
3,36,3603,2,978,360027,2,1,100000,,"N1",,2
3,36,3603,2,978,360029,2,1,20000,,"N1",,2
3,36,3608,2,2078,360031,2,1,10000,,"N2",,2
3,36,3608,2,2078,360032,2,1,60000,,"N1",,2
3,36,3608,2,2078,360033,2,1,20000,5000,"N3",,2
3,36,3608,2,2078,360034,2,1,10400,1500,"N1","N2",2
3,36,3608,2,2078,360034,6,1,600,100,"N3",,2
3,36,3608,2,2078,360035,2,1,16000,20000,"N2",,2
3,36,3608,2,2078,360036,2,1,8000,,,,2
3,36,3608,2,2078,360037,2,1,10000,,"N2",,1
3,36,3613,2,1066,360041,2,1,,13000,"N2",,2
