"zone","state","lga","sector","ea","hhid","item_cd","sa7q1","sa7q2","sa7q3","sa7q4a","sa7q4b","sa7q5"
3,17,1706,2,284,170004,6,1,500,,"N1",,2
3,17,1706,2,284,170005,2,1,7000,,"N2",,2
3,17,1706,2,284,170006,2,1,100,,"N1",,2
3,17,1706,2,284,170008,2,1,20000,,,,2
3,17,1706,2,284,170008,5,1,18000,,,,2
3,17,1706,2,284,170010,2,1,300,,"N1",,2
3,17,1719,2,1354,170011,2,1,5000,,"N1",,2
3,17,1719,2,1354,170012,2,1,3000,,"N3",,2
3,17,1719,2,1354,170013,2,1,6000,,"N4",,2
3,17,1719,2,1354,170016,2,1,320,,"N1",,2
3,17,1719,2,1354,170017,2,1,4000,,"N1",,2
3,17,1719,2,1354,170017,3,1,2500,,"N2",,2
3,17,1719,2,1354,170018,2,1,1200,,"N1",,2
3,17,1719,2,1354,170020,3,1,360,,"N2",,2
3,17,1704,2,1080,170021,2,1,2000,,"N1",,2
3,17,1704,2,1080,170022,2,1,2000,,"N1",,2
3,17,1704,2,1080,170024,2,1,4000,,"N1",,2
3,17,1704,2,1080,170026,2,1,3000,,"N1",,2
3,17,1704,2,1080,170027,2,1,1000,,"N1",,2
3,17,1704,2,1080,170028,2,1,1000,300,"N1",,2
3,17,1704,2,1080,170030,2,1,5000,,"N2",,2
3,17,1704,1,2074,170037,2,1,3000,,"N2",,2
3,17,1722,2,96,170041,2,1,20000,,"N1",,2
3,17,1722,2,96,170041,3,1,7000,,"N2",,2
3,17,1722,2,96,170042,2,1,10000,,"N3",,2
3,17,1722,2,96,170043,2,1,3000,,,,2
3,17,1722,2,96,170043,5,1,1000,,,,2
3,17,1722,2,96,170046,2,1,3000,,"N2",,2
3,17,1722,2,96,170048,2,1,160,,"N2",,2
3,17,1722,2,96,170049,2,1,1200,,"N2",,2
3,17,1722,2,96,170049,6,1,140,,"N2",,2
3,17,1715,2,2244,170051,2,1,4000,,"N6",,2
3,17,1715,2,2244,170052,2,1,7000,,"N1",,2
3,17,1715,2,2244,170052,3,1,500,,"N1",,2
3,17,1715,2,2244,170053,2,1,4000,,"N2",,2
3,17,1715,2,2244,170053,3,1,500,,"N2",,2
3,17,1715,2,2244,170053,6,1,200,,"N2",,2
3,17,1715,2,2244,170054,2,1,10000,,,,2
3,17,1715,2,2244,170056,2,1,1500,,"N2",,2
3,17,1715,2,2244,170059,2,1,4000,,"N1",,2
3,17,1715,2,2244,170059,3,1,1000,,"N2",,2
3,17,1715,2,2244,170060,2,1,20000,,"N1",,2
3,17,1710,2,546,170061,2,1,5000,,"N1",,2
3,17,1710,2,546,170061,3,1,4500,,"N1",,2
3,17,1710,2,546,170062,2,1,3000,,"N1",,2
3,17,1710,2,546,170062,3,1,1000,,"N2",,2
3,17,1710,2,546,170064,2,1,1000,,"N6",,2
3,17,1710,2,546,170064,3,1,1200,,"N6",,2
3,17,1710,2,546,170064,6,1,200,,"N6",,2
3,17,1710,2,546,170070,2,1,10000,,"N3",,2
3,17,1713,1,226,170079,2,1,4000,,"N1","N2",2
3,17,1716,2,1452,170081,2,1,400,,"N1",,2
3,17,1716,2,1452,170082,2,1,1000,,"N3",,2
3,17,1716,2,1452,170082,3,1,5000,,"N3",,2
3,17,1716,2,1452,170082,6,1,100,,"N3",,2
3,17,1716,2,1452,170084,2,1,3000,,"N3",,2
3,17,1716,2,1452,170089,2,1,8000,,"N3",,2
3,17,1716,2,1452,170089,3,1,2500,,"N3",,2
3,17,1716,2,1452,170089,6,1,100,,"N3",,2
3,17,1716,2,1452,170090,3,1,40,,"N2",,2
3,17,1702,2,510,170091,2,1,2000,,"N5",,2
3,17,1702,2,510,170092,2,1,10000,,"N1",,2
3,17,1702,2,510,170095,2,1,6000,,"N2",,2
3,17,1702,2,510,170096,2,1,420,,"N2",,2
3,17,1702,2,510,170097,2,1,5000,,"N2",,2
3,17,1702,2,510,170097,3,1,3000,,"N2",,2
3,17,1702,2,510,170098,2,1,10000,,"N4",,2
3,17,1702,2,510,170099,2,1,20000,,,,2
3,17,1702,2,510,170099,3,1,5000,,"N5",,2
3,17,1702,2,510,170099,6,1,400,,,,2
3,17,1702,2,510,170100,2,1,3000,,"N1","N2",2
3,17,1727,2,634,170103,2,1,7000,,"N1",,2
3,17,1727,2,634,170103,6,1,700,,,,2
3,17,1727,2,634,170104,2,1,20000,,"N1",,2
3,17,1727,2,634,170104,3,1,2000,,"N2",,2
3,17,1727,2,634,170106,2,1,25000,,"N1","N2",2
3,17,1727,2,634,170107,2,1,9000,,"N2",,2
3,17,1727,2,634,170108,2,1,6000,,"N1",,2
3,17,1727,2,634,170109,2,1,2000,,"N1",,2
3,17,1727,2,634,170110,2,1,7000,,"N2",,2
3,17,1712,2,794,170112,2,1,1500,,"N3",,2
3,17,1712,2,794,170115,2,1,4000,,"N1",,2
3,17,1712,2,794,170117,2,1,4000,,"N1",,2
3,17,1712,2,794,170117,3,1,500,,"N2",,2
3,17,1712,2,794,170119,2,1,20000,,,,2
3,17,1712,2,794,170120,2,1,10000,,"N5",,2
3,17,1712,2,794,170120,3,1,5000,,"N5",,2
3,17,1712,2,794,170120,4,1,2000,,"N5",,2
3,17,1712,2,794,170120,6,1,500,,"N5",,2
3,17,1724,2,786,170121,2,1,20000,,"N2",,2
3,17,1724,2,786,170121,3,1,1600,,"N2",,2
3,17,1724,2,786,170124,2,1,4000,,"N3",,2
3,17,1724,2,786,170125,2,1,10000,,"N1",,2
3,17,1724,2,786,170125,3,1,12,,"N2",,2
3,17,1724,2,786,170126,2,1,20000,,"N2",,2
3,17,1724,2,786,170128,2,1,15000,,"N2",,2
3,17,1724,2,786,170128,6,1,120,,"N2",,2
3,17,1724,2,786,170129,2,1,6000,,"N1",,2
3,17,1724,2,786,170130,2,1,1000,,"N1",,2
3,18,1804,1,2690,180001,2,1,1200,,"N1","N2",2
3,18,1804,1,2690,180004,2,1,2000,300,"N1","N3",2
3,18,1804,1,2690,180004,3,1,100,,"N2",,2
3,18,1804,1,2690,180006,2,1,13200,,"N1",,2
3,18,1804,1,2690,180006,6,1,1500,,"N1",,2
3,18,1804,1,2690,180008,2,1,6000,,"N1",,2
3,18,1804,1,2690,180008,6,1,200,,"N2",,2
3,18,1804,1,2690,180008,7,1,400,,"N1",,2
3,18,1803,2,840,180032,2,1,5000,,"N1",,2
3,18,1803,2,840,180032,6,1,200,,"N1",,2
3,18,1803,2,840,180034,7,1,1500,,"N3",,
3,18,1803,2,840,180038,7,1,2500,,"N1",,
3,18,1803,2,840,180040,3,1,1300,500,"N4",,2
3,18,1816,1,378,180041,2,1,3500,,"N1",,2
3,18,1816,1,378,180043,2,1,1800,,"N1",,2
3,18,1805,2,534,180057,2,1,1800,,"N1",,2
3,18,1805,2,534,180057,6,1,200,,"N1",,2
3,18,1805,2,534,180059,2,1,10000,,"N4",,2
3,18,1805,2,534,180059,3,1,5500,,"N4",,2
3,18,1805,2,534,180059,6,1,800,,"N5",,2
3,18,1817,2,370,180065,7,1,400,1200,"N2",,
3,18,1808,2,1726,180071,7,1,500,,"N1",,
3,18,1808,2,1726,180072,2,1,11350,,"N2",,2
3,18,1808,2,1726,180072,3,1,2000,,"N3",,2
3,18,1808,2,1726,180075,2,1,400,,"N2",,2
3,18,1808,2,1726,180076,2,1,500,,"N3",,2
3,18,1808,2,1726,180076,6,1,500,,"N3",,2
3,18,1808,2,1726,180076,7,1,100,,"N3",,2
3,18,1811,2,364,180081,2,1,300,,"N2",,2
3,18,1811,2,364,180081,3,1,2000,,"N2",,2
3,18,1811,2,364,180081,6,1,300,,"N2",,2
3,18,1811,2,364,180084,2,1,4000,1000,"N3",,2
3,18,1811,2,364,180084,3,1,600,,"N2",,2
3,18,1811,2,364,180085,7,1,200,,"N4",,
3,18,1811,2,364,180088,2,1,3500,,"N3",,2
3,18,1811,2,364,180088,3,1,500,,"N2",,2
3,18,1811,2,364,180088,6,1,300,,"N2",,2
3,18,1820,2,450,180099,2,1,1200,,"N1",,2
3,18,1822,2,1654,180102,2,1,1700,,"N1",,2
3,18,1822,2,1654,180102,9,1,700,,"N2",,
3,18,1822,2,1654,180110,3,1,2400,600,"N3",,2
3,18,1814,2,678,180111,2,1,1900,,"N3",,2
3,18,1814,2,678,180111,3,1,,1000,"N3",,2
3,18,1814,2,678,180111,6,1,500,,"N4",,2
3,18,1814,2,678,180111,7,1,5000,,"N5",,
3,18,1814,2,678,180112,2,1,4500,,"N2",,2
3,18,1814,2,678,180112,6,1,300,,"N2",,2
3,18,1814,2,678,180112,7,1,1800,,"N2",,2
3,18,1814,2,678,180113,1,1,,50000,"N1",,2
3,18,1814,2,678,180116,2,1,13000,,"N1",,2
3,18,1814,2,678,180116,3,1,1600,,"N2",,2
3,18,1814,2,678,180117,2,1,3000,,"N2",,2
3,18,1814,2,678,180117,6,1,200,,"N2",,2
3,18,1814,2,678,180117,7,1,2800,,"N2",,
3,19,1943,2,668,190023,2,1,3000,,"N1",,2
3,19,1916,2,1516,190034,2,1,10000,,"N2",,2
3,19,1916,2,1516,190037,2,1,3650,,"N1","N2",2
3,19,1916,2,1516,190038,2,1,2100,,"N1",,2
3,19,1916,2,1516,190039,2,1,2500,,"N1",,
3,19,1916,2,1516,190039,6,1,600,,"N2",,
3,19,1916,2,1516,190040,2,1,1200,,"N3",,
3,19,1916,2,1516,190040,6,1,800,,"N4",,
3,19,1901,2,640,190041,2,1,5000,,"N4",,2
3,19,1901,2,640,190041,3,1,1000,,"N4",,2
3,19,1901,2,640,190041,6,1,800,,"N5",,2
3,19,1901,2,640,190042,2,1,1800,,"N3",,
3,19,1901,2,640,190042,6,1,800,,"N4",,
3,19,1901,2,640,190043,2,1,1000,,"N3",,
3,19,1901,2,640,190044,1,1,25000,,"N1",,2
3,19,1901,2,640,190044,2,1,3000,,"N2",,2
3,19,1901,2,640,190045,2,1,6200,,"N5","N2",2
3,19,1901,2,640,190046,1,1,28000,,"N1",,2
3,19,1901,2,640,190046,2,1,4000,,"N2",,2
3,19,1901,2,640,190047,2,1,10000,,"N3",,2
3,19,1901,2,640,190047,3,1,1000,,"N2",,2
3,19,1901,2,640,190048,2,1,3000,,"N2",,2
3,19,1901,2,640,190049,2,1,2800,,"N1",,2
3,19,1901,2,640,190050,2,1,4000,,"N1","N1",2
3,19,1901,2,640,190050,6,1,200,,,,2
3,19,1937,2,432,190051,2,1,2000,,"N1",,2
3,19,1937,2,432,190051,7,1,800,,"N1",,2
3,19,1937,2,432,190054,2,1,12000,,"N1",,
3,19,1937,2,432,190059,2,1,1800,,"N4",,2
3,19,1937,2,432,190059,7,1,900,,"N5",,2
3,19,1936,2,1994,190061,1,1,20000,,"N2",,2
3,19,1936,2,1994,190061,2,1,8000,,"N1","N2",2
3,19,1936,2,1994,190063,2,1,3000,,"N1","N2",2
3,19,1936,2,1994,190064,2,1,5000,,"N6",,
3,19,1936,2,1994,190064,3,1,2000,,"N7",,
3,19,1936,2,1994,190064,6,1,800,,"N8",,
3,19,1936,2,1994,190065,2,1,3000,,"N5",,2
3,19,1936,2,1994,190065,3,1,1400,,"N6",,2
3,19,1936,2,1994,190065,6,1,1000,,"N7",,2
3,19,1936,2,1994,190066,2,1,5000,,"N2",,2
3,19,1936,2,1994,190067,2,1,3000,,"N2",,
3,19,1936,2,1994,190067,7,1,300,,"N1",,
3,19,1936,2,1994,190068,2,1,5000,,"N1","N2",
3,19,1936,2,1994,190070,2,1,2000,,"N5",,
3,19,1936,2,1994,190070,3,1,1000,,"N6",,
3,19,1936,2,1994,190070,6,1,400,,"N7",,
3,19,1902,2,52,190071,2,1,15000,5000,"N2","N3",2
3,19,1902,2,52,190074,2,1,1000,200,"N1",,2
3,19,1902,2,52,190076,1,1,5000,7000,,,
3,19,1902,2,52,190076,2,1,2000,,,,
3,19,1902,2,52,190077,2,1,1500,,"N1",,2
3,19,1902,2,52,190077,3,1,1000,,"N1",,2
3,19,1902,2,52,190077,6,1,700,,"N1",,2
3,19,1902,2,52,190078,2,1,2000,,"N3",,2
3,19,1902,2,52,190078,3,1,800,,"N4",,2
3,19,1902,2,52,190078,6,1,1000,,"N5",,2
3,19,1902,2,52,190079,2,1,3500,,"N1","N2",2
3,19,1902,2,52,190080,2,1,2900,,"N1","N2",2
3,19,1914,2,934,190083,2,1,4000,,"N1",,2
3,19,1914,2,934,190083,6,1,300,,"N1",,2
3,19,1914,2,934,190084,2,1,6000,,"N1",,2
3,19,1914,2,934,190086,2,1,15000,,"N2",,2
3,19,1914,2,934,190089,2,1,1200,,"N1",,2
3,19,1914,2,934,190089,6,1,600,,"N2",,2
3,19,1914,2,934,190090,2,1,1200,,"N5",,2
3,19,1914,2,934,190090,6,1,900,,"N6",,2
3,19,1941,2,518,190091,2,1,1300,,"N2",,2
3,19,1941,2,518,190091,5,1,800,,"N3",,2
3,19,1941,2,518,190092,2,1,4000,,"N1","N2",2
3,19,1941,2,518,190093,1,1,27000,,"N1","N1",2
3,19,1941,2,518,190093,2,1,3000,,"N1","N1",2
3,19,1941,2,518,190095,2,1,10000,,"N1",,2
3,19,1941,2,518,190096,2,1,15000,,"N2",,2
3,19,1941,2,518,190097,2,1,4000,,"N3",,
3,19,1941,2,518,190097,6,1,1200,,"N4",,
3,19,1941,2,518,190099,1,1,8000,,"N1",,2
3,19,1941,2,518,190099,2,1,2000,,"N1",,2
3,19,1941,2,518,190100,3,1,1200,,"N3",,2
3,19,1941,2,518,190100,6,1,1000,,"N4",,2
3,20,2021,1,3300,200010,2,1,3600,,"N1",,2
3,20,2021,1,3300,200010,6,1,900,,"N2",,2
3,20,2021,1,3300,200010,9,1,300,,"N1",,
3,20,2018,2,1134,200016,2,1,4000,,"N2",,2
3,20,2018,2,1134,200016,6,1,350,,"N3",,2
3,20,2018,2,1134,200017,2,1,2100,,"N2",,
3,20,2018,2,1134,200017,3,1,1000,,"N1",,
3,20,2018,2,1134,200017,6,1,200,,"N3",,
3,20,2018,2,1134,200018,2,1,8000,,"N4",,2
3,20,2018,2,1134,200018,3,1,3400,,"N4",,2
3,20,2018,2,1134,200018,6,1,640,,"N5",,2
3,20,2018,2,1134,200018,7,1,500,,"N6",,2
3,20,2005,2,970,200026,2,1,2000,,"N1",,2
3,20,2005,2,970,200029,2,1,16000,,"N1",,2
3,20,2003,2,784,200031,2,1,2500,,"N1",,
3,20,2003,2,784,200031,3,1,300,,"N1",,
3,20,2003,2,784,200032,2,1,2500,,"N1",,2
3,20,2003,2,784,200032,3,1,300,,"N2",,2
3,20,2003,2,784,200033,2,1,1000,,"N1",,2
3,20,2003,2,784,200035,2,1,3000,,"N1",,2
3,20,2003,2,784,200037,2,1,10000,,"N2",,2
3,20,2003,2,784,200037,6,1,3000,,"N2",,2
3,20,2003,2,784,200037,7,1,1500,,"N2",,
3,20,2003,2,784,200040,2,1,3800,,"N2",,2
3,20,2003,2,784,200040,6,1,200,,"N3",,2
3,20,2030,2,1050,200041,2,1,5000,,"N1",,2
3,20,2030,2,1050,200042,2,1,2700,,"N2",,2
3,20,2030,2,1050,200043,2,1,1200,,"N2",,2
3,20,2030,2,1050,200044,2,1,6000,,"N1",,2
3,20,2030,2,1050,200044,6,1,300,,"N2",,2
3,20,2030,2,1050,200045,3,1,700,,"N1",,2
3,20,2030,2,1050,200047,2,1,300,,"N1",,2
3,20,2030,2,1050,200048,2,1,3400,,"N1",,2
3,20,2030,2,1050,200048,6,1,500,,"N2",,2
3,20,2030,2,1050,200049,2,1,2600,,"N1",,2
3,20,2030,2,1050,200049,6,1,200,,"N2",,2
3,20,2030,2,1050,200050,2,1,4200,,"N1",,2
3,20,2030,2,1050,200050,6,1,500,,"N2",,2
3,20,2032,1,1390,200051,2,1,4000,,"N1",,2
3,20,2032,1,1390,200051,6,1,300,,"N2",,2
3,20,2032,1,1390,200052,2,1,3600,,"N2",,2
3,20,2032,1,1390,200052,6,1,120,,"N3",,2
3,20,2032,1,1390,200053,2,1,1600,,"N2",,2
3,20,2032,1,1390,200059,2,1,6000,,"N1",,
3,20,2032,2,1772,200061,2,1,10000,,"N1",,2
3,20,2032,2,1772,200062,2,1,10000,,"N1",,2
3,20,2032,2,1772,200063,2,1,8000,,"N1",,2
3,20,2032,2,1772,200064,2,1,4000,,"N1",,2
3,20,2032,2,1772,200065,2,1,1800,,"N1",,2
3,20,2032,2,1772,200065,7,1,400,,"N2",,2
3,20,2032,2,1772,200066,2,1,2700,,"N1",,2
3,20,2032,2,1772,200066,6,1,400,,"N2",,2
3,20,2032,2,1772,200067,2,1,3800,,"N1",,2
3,20,2032,2,1772,200067,6,1,340,,"N1",,2
3,20,2032,2,1772,200068,2,1,10000,,"N1",,2
3,20,2015,2,1746,200072,2,1,1000,,"N2",,2
3,20,2015,2,1746,200072,6,1,600,,"N3","N4",2
3,20,2015,2,1746,200072,9,1,300,,"N2",,
3,20,2015,2,1746,200073,2,1,6000,,"N2",,2
3,20,2015,2,1746,200073,6,1,2600,,"N3","N3",2
3,20,2015,2,1746,200074,2,1,6000,,"N1",,2
3,20,2015,2,1746,200075,2,1,3100,,"N1",,2
3,20,2015,2,1746,200075,6,1,400,,"N2",,2
3,20,2015,2,1746,200076,2,1,3600,,"N1",,2
3,20,2015,2,1746,200076,6,1,300,,"N2",,2
3,20,2015,2,1746,200077,2,1,1600,,"N1",,2
3,20,2015,2,1746,200077,6,1,150,,"N2",,2
3,20,2015,2,1746,200078,2,1,7000,,"N1",,2
3,20,2015,2,1746,200079,2,1,7000,,"N1",,2
3,20,2015,2,1746,200080,2,1,3000,,"N1",,2
3,20,2022,2,1130,200081,2,1,1800,,"N1",,2
3,20,2022,2,1130,200081,6,1,300,,"N2",,2
3,20,2022,2,1130,200082,2,1,1200,,"N1",,2
3,20,2022,2,1130,200083,2,1,1200,,"N1",,2
3,20,2022,2,1130,200084,2,1,2600,,"N1",,2
3,20,2022,2,1130,200084,6,1,150,,"N2",,2
3,20,2022,2,1130,200085,2,1,700,,"N1",,2
3,20,2022,2,1130,200086,2,1,2000,,"N1",,2
3,20,2022,2,1130,200087,2,1,2000,,"N1",,2
3,20,2022,2,1130,200089,2,1,200,,"N1","N2",2
3,20,2022,2,1130,200089,7,1,1500,,"N1",,
3,20,2001,2,1354,200091,2,1,3500,,"N1",,2
3,20,2001,2,1354,200093,2,1,16000,,"N1",,2
3,20,2001,2,1354,200094,2,1,2000,,,,
3,20,2001,2,1354,200096,2,1,1200,,"N3",,1
3,20,2001,2,1354,200097,2,1,2000,,"N2",,2
3,20,2001,2,1354,200097,3,1,1200,,"N1",,2
3,20,2025,2,1304,200113,2,1,3000,,"N1",,2
3,20,2025,2,1304,200113,6,1,500,,"N3",,2
3,20,2025,2,1304,200117,2,1,1200,,"N2",,2
3,20,2019,2,344,200123,2,1,2500,,"N1",,2
3,20,2019,2,344,200124,2,1,1400,,"N3",,2
3,20,2019,2,344,200127,2,1,2500,100,"N4",,1
3,20,2019,2,344,200130,2,1,2500,,"N1",,2
3,20,2009,2,240,200133,2,1,4500,,"N2",,2
3,20,2009,2,240,200138,2,1,4000,,"N1",,2
3,20,2008,2,1474,200143,2,1,2500,,"N2",,1
3,20,2008,2,1474,200148,2,1,2800,,"N1",,2
3,20,2008,2,1474,200149,2,1,3500,,"N2",,2
3,20,2013,2,1232,200153,3,1,150,,"N2",,2
3,20,2013,2,1232,200157,1,1,4500,,"N1",,2
3,20,2013,2,1232,200157,2,1,5000,,"N2",,2
3,20,2013,2,1232,200158,2,1,2800,,"N1",,2
3,20,2013,2,1232,200159,2,1,4500,,"N1",,2
3,20,2028,2,498,200164,2,1,2000,,"N2",,2
3,20,2028,2,498,200165,2,1,250,,,,2
3,20,2028,2,498,200166,1,1,2400,,"N1","N2",2
3,20,2028,2,498,200168,2,1,1200,,,,2
3,20,2028,2,498,200170,2,1,850,,,,2
3,21,2106,2,2822,210002,1,1,10000,,"N2",,2
3,21,2106,2,2822,210002,2,1,8000,,"N2",,2
3,21,2106,2,2822,210002,3,1,1000,,"N1",,2
3,21,2106,2,2822,210008,2,1,6000,,"N1",,2
3,21,2106,2,2822,210008,7,1,600,,"N1",,
3,21,2106,2,236,210011,2,1,4000,,"N4",,2
3,21,2106,2,236,210011,3,1,1000,,"N3","N3",2
3,21,2106,2,236,210012,2,1,3500,,"N1",,2
3,21,2106,2,236,210012,3,1,200,,"N1",,2
3,21,2106,2,236,210012,5,1,150,,"N1",,2
3,21,2106,2,236,210013,2,1,400,,"N3",,1
3,21,2106,2,236,210013,6,1,2000,,"N4",,1
3,21,2106,2,236,210015,2,1,3000,,"N1",,2
3,21,2106,2,236,210015,3,1,250,,"N1",,2
3,21,2106,2,236,210019,2,1,4000,,"N1",,2
3,21,2109,2,38,210021,2,1,3000,,"N2",,2
3,21,2109,2,38,210022,2,1,5000,,"N1",,2
3,21,2109,2,38,210023,2,1,2000,,"N6",,2
3,21,2109,2,38,210024,2,1,10000,,"N1",,1
3,21,2109,2,38,210024,3,1,400,,"N2",,1
3,21,2109,2,38,210029,2,1,20000,,"N1",,2
3,21,2109,2,38,210030,2,1,2000,,"N1",,2
3,21,2119,2,3956,210031,2,1,200,,"N1",,2
3,21,2119,2,3956,210031,3,1,300,,"N1",,2
3,21,2119,2,3956,210032,2,1,1500,,"N1",,2
3,21,2119,2,3956,210032,3,1,5000,,"N1",,2
3,21,2119,2,3956,210038,2,1,2000,,"N3",,2
3,21,2119,2,3956,210040,2,1,4000,,"N2",,1
3,21,2119,2,2146,210041,2,1,2400,,"N2",,2
3,21,2119,2,2146,210041,6,1,200,,"N3",,2
3,21,2119,2,2146,210041,7,1,800,,"N4",,
3,21,2119,2,2146,210043,2,1,2000,,"N2",,1
3,21,2119,2,2146,210044,2,1,7000,,"N1",,2
3,21,2119,2,2146,210045,2,1,23000,,"N3",,2
3,21,2119,2,2146,210045,3,1,3000,,"N2",,2
3,21,2119,2,2146,210046,2,1,6000,,"N3",,1
3,21,2119,2,2146,210046,3,1,2000,,"N2",,1
3,21,2119,2,2146,210046,6,1,450,,"N2",,1
3,21,2119,2,2146,210048,1,1,,50000,"N5",,2
3,21,2119,2,2146,210048,2,1,33600,,"N1","N5",2
3,21,2119,2,2146,210048,3,1,8500,,"N2","N4",2
3,21,2119,2,2146,210048,5,1,3000,,"N1",,2
3,21,2119,2,2146,210048,6,1,1500,,"N5",,2
3,21,2119,2,2146,210048,7,1,1000,,,,
3,21,2119,2,2146,210050,1,1,600,,"N3",,2
3,21,2119,2,2146,210050,2,1,2130,,"N2",,2
3,21,2119,2,2146,210050,6,1,600,,"N3",,2
3,21,2119,2,2146,210050,7,1,200,,"N2",,
3,21,2119,2,2146,210050,8,1,2000,,"N4",,
3,21,2115,2,926,210051,4,1,1600,,"N2",,1
3,21,2115,2,926,210053,2,1,4000,,"N1",,1
3,21,2115,2,926,210053,3,1,500,,"N2",,2
3,21,2115,2,926,210054,1,1,4000,2000,"N2",,2
3,21,2115,2,926,210054,2,1,2000,,"N1",,2
3,21,2115,2,926,210054,3,1,1000,,"N1",,2
3,21,2115,2,926,210055,2,1,7500,,"N1",,2
3,21,2115,2,926,210055,3,1,3000,,"N1",,2
3,21,2115,2,926,210056,2,1,12000,,"N2",,2
3,21,2115,2,926,210057,2,1,18000,,"N2",,2
3,21,2115,2,926,210058,2,1,7000,,"N1",,2
3,21,2115,2,926,210058,3,1,2000,,"N1",,2
3,21,2117,2,554,210062,2,1,1500,,"N4",,2
3,21,2117,2,554,210063,2,1,12000,,"N1",,2
3,21,2117,2,554,210063,7,1,400,,"N1",,
3,21,2117,2,554,210065,2,1,2000,,"N1",,2
3,21,2117,2,554,210066,2,1,5000,,"N1",,2
3,21,2117,2,554,210067,2,1,3000,,"N1",,2
3,21,2117,2,554,210068,2,1,5000,,"N1",,2
3,21,2108,1,520,210072,2,1,50000,,"N2",,2
3,21,2108,1,520,210074,2,1,3000,,"N1",,2
3,21,2108,1,520,210076,2,1,5500,,"N1",,2
3,21,2102,2,1124,210081,2,1,240,,,,2
3,21,2102,2,1124,210081,3,1,500,,,,2
3,21,2102,2,1124,210085,2,1,2500,,"N1",,2
3,21,2102,2,1124,210089,2,1,200,,"N1",,2
3,21,2102,2,1124,210090,2,1,300,,"N1",,2
3,21,2111,2,180,210093,1,1,1500,,"N1","N2",1
3,21,2111,2,180,210093,2,1,4000,,"N3",,1
3,21,2111,2,180,210093,6,1,50,,"N4",,1
3,21,2111,2,180,210094,2,1,1500,,"N1",,1
3,21,2111,2,180,210094,3,1,850,,"N3",,2
3,21,2111,2,180,210095,2,1,2000,,,,
3,21,2111,2,180,210097,2,1,4000,,"N1",,2
3,21,2111,2,180,210097,3,1,1000,,"N1",,2
3,21,2111,2,180,210098,2,1,12000,,"N2",,1
3,21,2111,2,180,210098,3,1,2000,,"N3",,2
3,21,2111,2,180,210100,2,1,2400,,"N1",,1
3,21,2111,2,180,210100,6,1,150,,"N2",,1
1,22,2211,2,594,220012,1,1,3600,,"N1",,2
1,22,2211,2,594,220012,2,1,5000,,"N4",,2
1,22,2211,2,594,220012,3,1,3600,,"N3",,2
1,22,2209,1,792,220049,9,1,600,,"N1",,
1,23,2308,1,5180,230001,2,1,18000,,"N2",,2
1,23,2308,1,5180,230002,2,1,1500,,,,2
1,23,2308,1,5180,230002,3,1,500,,,,2
1,23,2308,1,5180,230003,2,1,4000,,"N1",,2
1,23,2308,1,5180,230006,2,1,8000,,"N1",,2
1,23,2308,1,5180,230008,2,1,1500,,"N1",,2
1,23,2308,1,5180,230009,2,1,2000,,"N1",,2
1,23,2307,1,2316,230018,2,1,1000,,"N1",,2
1,23,2307,1,2316,230019,2,1,2000,,"N1","N2",2
1,23,2307,1,78,230024,2,1,3500,,"N3",,2
1,23,2307,1,78,230027,2,1,2400,,"N1",,2
1,23,2307,1,78,230028,2,1,1000,,"N1",,2
1,23,2307,1,78,230030,2,1,600,,"N1",,2
1,23,2306,1,970,230031,2,1,600,,"N1",,
1,23,2306,1,970,230031,6,1,120,,"N1",,
1,23,2306,1,970,230037,2,1,1500,,"N2",,2
1,23,2308,1,556,230041,2,1,36000,,"N1",,2
1,23,2308,1,556,230046,2,1,500,,"N1",,2
1,23,2308,1,556,230050,2,1,2000,,"N1",,2
1,23,2315,2,924,230051,2,1,1500,,"N2",,2
1,23,2315,2,924,230056,2,1,7200,,"N1",,2
1,23,2309,2,998,230061,2,1,6000,,"N3",,2
1,23,2309,2,998,230063,2,1,1200,,,,2
1,23,2309,2,998,230065,2,1,1500,,"N3",,2
1,23,2309,2,998,230068,2,1,2500,,"N2",,
1,23,2304,2,322,230071,2,1,2000,,"N3",,2
1,23,2304,2,322,230074,2,1,30000,,"N1",,2
1,23,2304,2,322,230074,3,1,3000,,"N1",,2
1,23,2304,2,322,230074,6,1,2000,,,,2
1,23,2304,2,322,230076,2,1,2000,,"N2",,2
1,23,2304,2,322,230077,2,1,5600,,"N2",,2
1,23,2304,2,322,230077,6,1,480,,"N2",,2
1,23,2311,2,516,230083,2,1,2000,,"N2",,2
1,23,2311,2,516,230083,3,1,750,,"N1",,2
1,23,2311,2,516,230087,2,1,900,,"N1",,2
1,23,2311,2,516,230088,2,1,1000,,"N1",,2
1,23,2302,2,1982,230091,2,1,110000,,"N3",,2
1,23,2302,2,1982,230091,3,1,15000,,"N3",,2
1,23,2302,2,1982,230092,1,1,4800,,"N3",,2
1,23,2302,2,1982,230092,2,1,55000,,"N1",,2
1,23,2302,2,1982,230092,3,1,2000,,"N2",,2
1,23,2302,2,1982,230093,2,1,220000,,"N6",,2
1,23,2302,2,1982,230094,2,1,35000,,"N4",,2
1,23,2302,2,1982,230094,3,1,10000,,"N3",,2
1,23,2302,2,1982,230094,6,1,2000,,"N5",,2
1,23,2302,2,1982,230095,1,1,116650,,"N4",,2
