"zone","state","lga","sector","ea","hhid","network_cd","sa10q2a","sa10q2b","sa10q3","trackingobs"
1,7,701,2,606,70104,"N23",2,,,0
1,7,701,2,606,70104,"N24",2,,,0
1,7,701,2,606,70104,"N25",2,,,0
1,7,701,2,606,70104,"N26",1,,,0
1,7,701,2,606,70104,"N27",2,,,0
1,7,701,2,606,70104,"N28",2,,,0
1,7,701,2,606,70104,"N29",2,,,0
1,7,701,2,606,70104,"N3",9,,2,0
1,7,701,2,606,70104,"N30",2,,,0
1,7,701,2,606,70104,"N4",1,,,0
1,7,701,2,606,70104,"N5",2,,,0
1,7,701,2,606,70104,"N6",2,,,0
1,7,701,2,606,70104,"N7",2,,,0
1,7,701,2,606,70104,"N8",1,,,0
1,7,701,2,606,70104,"N9",1,,,0
1,7,701,2,606,70105,"N1",9,,2,0
1,7,701,2,606,70105,"N10",2,,,0
1,7,701,2,606,70105,"N11",2,,,0
1,7,701,2,606,70105,"N12",2,,,0
1,7,701,2,606,70105,"N13",1,,,0
1,7,701,2,606,70105,"N14",2,,,0
1,7,701,2,606,70105,"N15",1,,,0
1,7,701,2,606,70105,"N16",2,,,0
1,7,701,2,606,70105,"N17",2,,,0
1,7,701,2,606,70105,"N18",2,,,0
1,7,701,2,606,70105,"N19",2,,,0
1,7,701,2,606,70105,"N2",2,,2,0
1,7,701,2,606,70105,"N20",2,,,0
1,7,701,2,606,70105,"N21",2,,,0
1,7,701,2,606,70105,"N22",2,,,0
1,7,701,2,606,70105,"N23",2,,,0
1,7,701,2,606,70105,"N24",2,,,0
1,7,701,2,606,70105,"N25",2,,,0
1,7,701,2,606,70105,"N26",1,,,0
1,7,701,2,606,70105,"N27",2,,,0
1,7,701,2,606,70105,"N28",2,,,0
1,7,701,2,606,70105,"N29",2,,,0
1,7,701,2,606,70105,"N3",2,,,0
1,7,701,2,606,70105,"N30",2,,,0
1,7,701,2,606,70105,"N4",1,,,0
1,7,701,2,606,70105,"N5",2,,,0
1,7,701,2,606,70105,"N6",2,,,0
1,7,701,2,606,70105,"N7",2,,,0
1,7,701,2,606,70105,"N8",1,,,0
1,7,701,2,606,70105,"N9",1,,,0
1,7,701,2,606,70106,"N1",9,,2,0
1,7,701,2,606,70106,"N10",2,,,0
1,7,701,2,606,70106,"N11",2,,,0
1,7,701,2,606,70106,"N12",2,,,0
1,7,701,2,606,70106,"N13",1,,,0
1,7,701,2,606,70106,"N14",2,,,0
1,7,701,2,606,70106,"N15",1,,,0
1,7,701,2,606,70106,"N16",2,,,0
1,7,701,2,606,70106,"N17",2,,,0
1,7,701,2,606,70106,"N18",2,,,0
1,7,701,2,606,70106,"N19",2,,,0
1,7,701,2,606,70106,"N2",2,,1,0
1,7,701,2,606,70106,"N20",2,,,0
1,7,701,2,606,70106,"N21",2,,,0
1,7,701,2,606,70106,"N22",2,,,0
1,7,701,2,606,70106,"N23",2,,,0
1,7,701,2,606,70106,"N24",2,,,0
1,7,701,2,606,70106,"N25",2,,,0
1,7,701,2,606,70106,"N26",1,,,0
1,7,701,2,606,70106,"N27",2,,,0
1,7,701,2,606,70106,"N28",2,,,0
1,7,701,2,606,70106,"N29",2,,,0
1,7,701,2,606,70106,"N3",10,,2,0
1,7,701,2,606,70106,"N30",2,,,0
1,7,701,2,606,70106,"N4",1,,1,0
1,7,701,2,606,70106,"N5",2,,,0
1,7,701,2,606,70106,"N6",2,,,0
1,7,701,2,606,70106,"N7",2,,,0
1,7,701,2,606,70106,"N8",1,,,0
1,7,701,2,606,70106,"N9",2,,,0
1,7,701,2,606,70107,"N1",10,,2,0
1,7,701,2,606,70107,"N10",2,,,0
1,7,701,2,606,70107,"N11",2,,,0
1,7,701,2,606,70107,"N12",2,,,0
1,7,701,2,606,70107,"N13",1,,,0
1,7,701,2,606,70107,"N14",1,,,0
1,7,701,2,606,70107,"N15",2,,,0
1,7,701,2,606,70107,"N16",2,,,0
1,7,701,2,606,70107,"N17",2,,,0
1,7,701,2,606,70107,"N18",2,,,0
1,7,701,2,606,70107,"N19",2,,,0
1,7,701,2,606,70107,"N2",3,,1,0
1,7,701,2,606,70107,"N20",2,,,0
1,7,701,2,606,70107,"N21",2,,,0
1,7,701,2,606,70107,"N22",2,,,0
1,7,701,2,606,70107,"N23",1,,,0
1,7,701,2,606,70107,"N24",2,,,0
1,7,701,2,606,70107,"N25",2,,,0
1,7,701,2,606,70107,"N26",1,,,0
1,7,701,2,606,70107,"N27",2,,,0
1,7,701,2,606,70107,"N28",2,,,0
1,7,701,2,606,70107,"N29",2,,,0
1,7,701,2,606,70107,"N3",10,,2,0
1,7,701,2,606,70107,"N30",2,,,0
1,7,701,2,606,70107,"N4",1,,1,0
1,7,701,2,606,70107,"N5",9,,2,0
1,7,701,2,606,70107,"N6",2,,,0
1,7,701,2,606,70107,"N7",2,,,0
1,7,701,2,606,70107,"N8",2,,,0
1,7,701,2,606,70107,"N9",2,,,0
1,7,701,2,606,70108,"N1",9,,2,0
1,7,701,2,606,70108,"N10",2,,,0
1,7,701,2,606,70108,"N11",2,,,0
1,7,701,2,606,70108,"N12",2,,,0
1,7,701,2,606,70108,"N13",1,,,0
1,7,701,2,606,70108,"N14",2,,,0
1,7,701,2,606,70108,"N15",1,,,0
1,7,701,2,606,70108,"N16",2,,,0
1,7,701,2,606,70108,"N17",2,,,0
1,7,701,2,606,70108,"N18",2,,,0
1,7,701,2,606,70108,"N19",2,,,0
1,7,701,2,606,70108,"N2",2,,2,0
1,7,701,2,606,70108,"N20",2,,,0
1,7,701,2,606,70108,"N21",2,,,0
1,7,701,2,606,70108,"N22",2,,,0
1,7,701,2,606,70108,"N23",2,,,0
1,7,701,2,606,70108,"N24",2,,,0
1,7,701,2,606,70108,"N25",1,,,0
1,7,701,2,606,70108,"N26",1,,,0
1,7,701,2,606,70108,"N27",2,,,0
1,7,701,2,606,70108,"N28",2,,,0
1,7,701,2,606,70108,"N29",2,,,0
1,7,701,2,606,70108,"N3",2,,1,0
1,7,701,2,606,70108,"N30",2,,,0
1,7,701,2,606,70108,"N4",1,,,0
1,7,701,2,606,70108,"N5",2,,,0
1,7,701,2,606,70108,"N6",2,,,0
1,7,701,2,606,70108,"N7",2,,,0
1,7,701,2,606,70108,"N8",2,,,0
1,7,701,2,606,70108,"N9",2,,,0
1,7,701,2,606,70109,"N1",9,,2,0
1,7,701,2,606,70109,"N10",2,,,0
1,7,701,2,606,70109,"N11",2,,,0
1,7,701,2,606,70109,"N12",2,,,0
1,7,701,2,606,70109,"N13",1,,,0
1,7,701,2,606,70109,"N14",1,,,0
1,7,701,2,606,70109,"N15",1,,,0
1,7,701,2,606,70109,"N16",2,,,0
1,7,701,2,606,70109,"N17",2,,,0
1,7,701,2,606,70109,"N18",2,,,0
1,7,701,2,606,70109,"N19",2,,,0
1,7,701,2,606,70109,"N2",2,,1,0
1,7,701,2,606,70109,"N20",2,,,0
1,7,701,2,606,70109,"N21",2,,,0
1,7,701,2,606,70109,"N22",2,,,0
1,7,701,2,606,70109,"N23",1,,,0
1,7,701,2,606,70109,"N24",2,,,0
1,7,701,2,606,70109,"N25",2,,,0
1,7,701,2,606,70109,"N26",1,,,0
1,7,701,2,606,70109,"N27",2,,,0
1,7,701,2,606,70109,"N28",2,,,0
1,7,701,2,606,70109,"N29",2,,,0
1,7,701,2,606,70109,"N3",2,,,0
1,7,701,2,606,70109,"N30",2,,,0
1,7,701,2,606,70109,"N4",1,,,0
1,7,701,2,606,70109,"N5",2,,,0
1,7,701,2,606,70109,"N6",2,,,0
1,7,701,2,606,70109,"N7",2,,,0
1,7,701,2,606,70109,"N8",2,,,0
1,7,701,2,606,70109,"N9",2,,,0
1,7,701,2,606,70110,"N1",9,,2,0
1,7,701,2,606,70110,"N10",2,,,0
1,7,701,2,606,70110,"N11",2,,,0
1,7,701,2,606,70110,"N12",2,,,0
1,7,701,2,606,70110,"N13",1,,,0
1,7,701,2,606,70110,"N14",2,,,0
1,7,701,2,606,70110,"N15",2,,,0
1,7,701,2,606,70110,"N16",2,,,0
1,7,701,2,606,70110,"N17",2,,,0
1,7,701,2,606,70110,"N18",2,,,0
1,7,701,2,606,70110,"N19",2,,,0
1,7,701,2,606,70110,"N2",2,,1,0
1,7,701,2,606,70110,"N20",2,,,0
1,7,701,2,606,70110,"N21",2,,,0
1,7,701,2,606,70110,"N22",2,,,0
1,7,701,2,606,70110,"N23",1,,,0
1,7,701,2,606,70110,"N24",2,,,0
1,7,701,2,606,70110,"N25",1,,,0
1,7,701,2,606,70110,"N26",1,,,0
1,7,701,2,606,70110,"N27",2,,,0
1,7,701,2,606,70110,"N28",2,,,0
1,7,701,2,606,70110,"N29",2,,,0
1,7,701,2,606,70110,"N3",10,,2,0
1,7,701,2,606,70110,"N30",2,,,0
1,7,701,2,606,70110,"N4",1,,1,0
1,7,701,2,606,70110,"N5",2,,,0
1,7,701,2,606,70110,"N6",1,,,0
1,7,701,2,606,70110,"N7",2,,,0
1,7,701,2,606,70110,"N8",1,,,0
1,7,701,2,606,70110,"N9",2,,,0
1,7,702,2,632,70111,"N1",10,,2,0
1,7,702,2,632,70112,"N1",9,,2,0
1,7,702,2,632,70113,"N1",2,,1,0
1,7,702,2,632,70113,"N2",12,,7,0
1,7,702,2,632,70113,"N3",9,,2,0
1,7,702,2,632,70114,"N1",8,,1,0
1,7,702,2,632,70114,"N2",9,,2,0
1,7,702,2,632,70115,"N1",10,,2,0
1,7,702,2,632,70116,"N1",9,,2,0
1,7,702,2,632,70117,"N1",13,,3,0
1,7,702,2,632,70118,"N1",10,,3,0
1,7,702,2,632,70118,"N2",1,,1,0
1,7,702,2,632,70119,"N1",10,,3,0
1,7,702,2,632,70119,"N2",1,,1,0
1,7,702,2,632,70120,"N1",10,,2,0
1,7,718,2,1640,70121,"N1",10,,2,0
1,7,718,2,1640,70121,"N2",2,,1,0
1,7,718,2,1640,70121,"N3",2,,1,0
1,7,718,2,1640,70122,"N1",9,,3,0
1,7,718,2,1640,70123,"N1",10,,2,0
1,7,718,2,1640,70124,"N1",10,,2,0
1,7,718,2,1640,70124,"N2",2,,1,0
1,7,718,2,1640,70125,"N1",10,,2,0
1,7,718,2,1640,70126,"N1",10,,2,0
1,7,718,2,1640,70126,"N2",9,,2,0
1,7,718,2,1640,70126,"N3",3,,1,0
1,7,718,2,1640,70127,"N1",9,,2,0
1,7,718,2,1640,70127,"N2",10,,2,0
1,7,718,2,1640,70127,"N3",2,,1,0
1,7,718,2,1640,70128,"N1",9,,2,0
1,7,718,2,1640,70129,"N1",9,,2,0
1,7,718,2,1640,70130,"N1",10,,2,0
1,7,718,2,1640,70130,"N2",2,,1,0
1,7,715,2,780,70131,"N1",9,,2,0
1,7,715,2,780,70132,"N1",10,,3,0
1,7,715,2,780,70133,"N1",10,,2,0
1,7,715,2,780,70134,"N1",10,,2,0
1,7,715,2,780,70134,"N2",10,,2,0
1,7,715,2,780,70135,"N1",9,,2,0
1,7,715,2,780,70136,"N1",9,,2,0
1,7,715,2,780,70136,"N2",9,,2,0
1,7,715,2,780,70137,"N1",10,,2,0
1,7,715,2,780,70138,"N1",10,,3,0
1,7,715,2,780,70139,"N1",9,,2,0
1,7,715,2,780,70139,"N2",9,,2,0
1,7,715,2,780,70140,"N1",9,,2,0
1,7,715,2,780,70140,"N2",9,,2,0
1,7,715,1,294,70141,"N1",10,,2,0
1,7,715,1,294,70141,"N2",9,,2,0
1,7,715,1,294,70143,"N1",9,,2,0
1,7,715,1,294,70150,"N1",9,,2,0
1,7,713,2,304,70156,"N1",10,,3,0
1,7,713,2,304,70156,"N2",2,,1,0
1,7,713,2,304,70157,"N1",8,,1,0
1,7,713,2,304,70157,"N2",8,,1,0
2,8,821,1,1448,80011,"N1",9,,5,0
2,8,821,1,1448,80013,"N1",1,,1,0
2,8,821,1,1448,80013,"N2",1,,1,0
2,8,821,1,1448,80013,"N3",1,,1,0
2,8,821,1,1448,80015,"N1",12,,5,0
2,8,821,1,1448,80016,"N1",12,,3,0
2,8,821,1,1448,80020,"N1",12,,1,0
2,8,821,1,1448,80020,"N2",12,,1,0
2,8,821,1,1448,80020,"N3",2,,1,0
2,8,821,1,5062,80023,"N1",7,,1,0
2,8,821,1,5062,80023,"N2",9,,1,0
2,8,821,1,5062,80025,"N1",9,,3,0
2,8,821,1,5062,80026,"N1",10,,3,0
2,8,821,1,5062,80026,"N2",11,,3,0
2,8,816,2,1270,80031,"N1",9,,2,0
2,8,816,2,1270,80031,"N2",9,,2,0
2,8,816,2,1270,80031,"N3",9,,2,0
2,8,816,2,1270,80032,"N1",9,,2,0
2,8,816,2,1270,80032,"N2",9,,2,0
2,8,816,2,1270,80033,"N1",12,,1,0
2,8,816,2,1270,80034,"N1",9,,2,0
2,8,816,2,1270,80034,"N2",9,,2,0
2,8,816,2,1270,80035,"N1",10,,2,0
2,8,816,2,1270,80035,"N2",12,,5,0
2,8,816,2,1270,80036,"N1",8,,2,0
2,8,816,2,1270,80037,"N1",9,,2,0
2,8,816,2,1270,80037,"N2",8,,2,0
2,8,816,2,1270,80037,"N3",2,,1,0
2,8,816,2,1270,80038,"N1",9,,1,0
2,8,816,2,1270,80038,"N2",13,,6,0
2,8,816,2,1270,80039,"N1",8,,2,0
2,8,816,2,1270,80040,"N1",9,,3,0
2,8,816,2,1270,80040,"N2",9,,1,0
2,8,803,1,944,80041,"N1",12,,1,0
2,8,803,1,944,80042,"N1",7,,3,0
2,8,803,1,944,80042,"N2",9,,3,0
2,8,803,1,944,80043,"N1",9,,1,0
2,8,803,1,944,80044,"N1",9,,1,0
2,8,803,1,944,80045,"N1",9,,3,0
2,8,803,1,944,80045,"N2",10,,3,0
2,8,803,1,944,80045,"N3",9,,3,0
2,8,803,1,944,80047,"N1",10,,5,0
2,8,803,1,944,80047,"N2",10,,3,0
2,8,803,1,944,80049,"N1",9,,3,0
2,8,811,1,1558,80051,"N1",2,,1,0
2,8,811,1,1558,80051,"N2",9,,1,0
2,8,811,1,1558,80055,"N1",13,,3,0
2,8,811,1,1558,80055,"N2",2,,1,0
2,8,811,1,1558,80057,"N1",8,,1,0
2,8,811,1,1558,80057,"N2",9,,1,0
2,8,811,1,1558,80060,"N1",9,,3,0
2,8,811,2,390,80061,"N1",1,,2,0
2,8,811,2,390,80061,"N2",2,,2,0
2,8,811,2,390,80061,"N3",2,,2,0
2,8,811,2,390,80061,"N4",9,,2,0
2,8,811,2,390,80061,"N5",1,,1,0
2,8,811,2,390,80061,"N6",9,,6,0
2,8,811,2,390,80064,"N1",13,,5,0
2,8,811,2,390,80064,"N2",16,"NOMADIC MAN",3,0
2,8,811,2,390,80065,"N1",9,,1,0
2,8,811,2,390,80066,"N1",9,,5,0
2,8,811,2,390,80068,"N1",9,,5,0
2,8,811,2,390,80068,"N2",9,,5,0
2,8,811,2,390,80068,"N3",9,,5,0
2,8,811,2,390,80068,"N4",11,,1,0
2,8,811,2,390,80070,"N1",9,,3,0
2,8,811,2,390,80070,"N2",1,,1,0
2,8,802,2,1152,80072,"N1",15,,3,0
2,8,802,2,1152,80073,"N1",9,,2,0
2,8,802,2,1152,80073,"N2",9,,2,0
2,8,802,2,1152,80073,"N3",9,,1,0
2,8,802,2,1152,80074,"N1",28,,2,0
2,8,802,2,1152,80074,"N2",2,,1,0
2,8,802,2,1152,80075,"N1",2,,1,0
2,8,802,2,1152,80076,"N1",2,,1,0
2,8,802,2,1152,80076,"N2",9,,2,0
2,8,802,2,1152,80080,"N1",9,,5,0
2,8,802,2,1152,80080,"N2",9,,5,0
2,8,802,2,1152,80080,"N3",9,,5,0
2,8,812,2,866,80081,"N1",11,,4,0
2,8,812,2,866,80082,"N1",9,,5,0
2,8,812,2,866,80082,"N2",9,,5,0
2,8,812,2,866,80082,"N3",9,,5,0
2,8,812,2,866,80083,"N1",1,,1,0
2,8,812,2,866,80083,"N2",9,,2,0
2,8,812,2,866,80084,"N1",9,,2,0
2,8,812,2,866,80084,"N2",9,,2,0
2,8,812,2,866,80085,"N1",9,,2,0
2,8,812,2,866,80086,"N1",10,,3,0
2,8,812,2,866,80087,"N1",11,,2,0
2,8,812,2,866,80087,"N2",11,,2,0
2,8,812,2,866,80088,"N1",1,,2,0
2,8,812,2,866,80088,"N2",2,,2,0
2,8,812,2,866,80088,"N3",28,,2,0
2,8,812,2,866,80089,"N1",9,,2,0
2,8,812,2,866,80089,"N2",9,,2,0
2,8,812,2,866,80090,"N1",9,,5,0
2,8,812,2,866,80090,"N2",9,,5,0
2,8,812,2,866,80090,"N3",9,,5,0
2,8,805,2,46,80091,"N1",9,,3,0
2,8,805,2,46,80091,"N2",9,,3,0
2,8,805,2,46,80091,"N3",9,,3,0
2,8,805,2,46,80091,"N4",9,,3,0
2,8,805,2,46,80099,"N1",1,,3,0
2,8,805,2,46,80099,"N2",2,,3,0
2,8,805,2,46,80099,"N3",9,,3,0
2,8,805,2,46,80100,"N1",12,,3,0
2,8,805,2,46,80100,"N2",28,,3,0
2,8,827,2,804,80101,"N1",9,,2,0
2,8,827,2,804,80101,"N2",9,,2,0
2,8,827,2,804,80102,"N1",13,,5,0
2,8,827,2,804,80102,"N2",1,,1,0
2,8,827,2,804,80102,"N3",2,,1,0
2,8,827,2,804,80104,"N1",9,,4,0
2,8,827,2,804,80104,"N2",9,,4,0
2,8,827,2,804,80105,"N1",9,,4,0
2,8,827,2,804,80106,"N1",1,,1,0
2,8,827,2,804,80106,"N2",9,,2,0
2,8,827,2,804,80106,"N3",1,,1,0
2,8,827,2,804,80107,"N1",9,,1,0
2,8,827,2,804,80108,"N1",1,,2,0
2,8,827,2,804,80108,"N2",2,,1,0
2,8,827,2,804,80110,"N1",9,,1,0
2,8,827,2,804,80110,"N2",9,,1,0
2,8,827,2,804,80110,"N3",9,,1,0
2,8,807,2,946,80111,"N1",8,,2,0
2,8,807,2,946,80111,"N2",2,,1,0
2,8,807,2,946,80111,"N3",6,,2,0
2,8,807,2,946,80112,"N1",9,,2,0
2,8,807,2,946,80113,"N1",15,,3,0
2,8,807,2,946,80113,"N2",15,,3,0
2,8,807,2,946,80114,"N1",9,,6,0
2,8,807,2,946,80114,"N2",12,,5,0
2,8,807,2,946,80114,"N3",9,,6,0
2,8,807,2,946,80114,"N4",9,,6,0
2,8,807,2,946,80114,"N5",13,,2,0
2,8,807,2,946,80115,"N1",9,,4,0
2,8,807,2,946,80116,"N1",12,,2,0
2,8,807,2,946,80116,"N2",12,,2,0
2,8,807,2,946,80117,"N1",9,,5,0
2,8,807,2,946,80118,"N1",9,,5,0
2,8,807,2,946,80118,"N2",28,,1,0
2,8,807,2,946,80119,"N1",9,,7,0
2,8,807,2,946,80120,"N1",2,,1,0
2,8,807,2,2396,80121,"N1",9,,5,0
2,8,807,2,2396,80121,"N2",9,,5,0
2,8,807,2,2396,80121,"N3",9,,2,0
2,8,807,2,2396,80121,"N4",9,,2,0
2,8,807,2,2396,80121,"N5",9,,1,0
2,8,807,2,2396,80123,"N1",10,,3,0
2,8,807,2,2396,80125,"N1",9,,5,0
2,8,807,2,2396,80126,"N1",12,,2,0
2,8,807,2,2396,80126,"N2",12,,2,0
2,8,807,2,2396,80127,"N1",1,,1,0
2,8,807,2,2396,80127,"N2",9,,2,0
2,8,807,2,2396,80127,"N3",12,,2,0
2,8,807,2,2396,80127,"N4",9,,2,0
2,8,807,2,2396,80128,"N1",9,,2,0
2,8,807,2,2396,80128,"N2",2,,1,0
2,8,807,2,2396,80130,"N1",9,,2,0
2,8,807,2,1438,80131,"N1",13,,4,0
2,8,807,2,1438,80132,"N1",9,,5,0
2,8,807,2,1438,80132,"N2",9,,5,0
2,8,807,2,1438,80132,"N3",9,,5,0
2,8,807,2,1438,80135,"N1",15,,3,0
2,8,807,2,1438,80135,"N2",10,,3,0
2,8,807,2,1438,80137,"N1",9,,5,0
2,8,807,2,1438,80137,"N2",2,,1,0
2,8,807,2,1438,80137,"N3",1,,1,0
2,8,807,2,1438,80138,"N1",9,,1,0
2,8,807,2,1438,80138,"N2",9,,1,0
2,8,807,2,1438,80139,"N1",9,,1,0
2,8,807,2,1438,80140,"N1",9,,1,0
2,8,807,2,1438,80140,"N2",2,,1,0
2,8,807,2,1438,80140,"N3",2,,1,0
2,8,820,2,1030,80141,"N1",9,,2,0
2,8,820,2,1030,80141,"N2",1,,1,0
2,8,820,2,1030,80143,"N1",13,,5,0
2,8,820,2,1030,80144,"N1",9,,2,0
2,8,820,2,1030,80145,"N1",12,,5,0
2,8,820,2,1030,80146,"N1",1,,1,0
2,8,820,2,1030,80146,"N2",9,,2,0
2,8,820,2,1030,80147,"N1",9,,1,0
2,8,820,2,1030,80148,"N1",9,,1,0
2,8,820,2,1030,80149,"N1",9,,2,0
2,8,820,2,1030,80149,"N2",1,,2,0
2,8,820,2,1030,80150,"N1",9,,2,0
2,8,824,2,768,80151,"N1",12,,3,0
2,8,824,2,768,80151,"N2",12,,3,0
2,8,824,2,768,80156,"N1",2,,1,0
2,8,824,2,768,80156,"N2",9,,1,0
2,8,824,2,768,80160,"N1",10,,3,0
2,8,824,2,768,80160,"N2",10,,3,0
2,8,817,1,2476,80167,"N1",28,,1,0
2,8,817,1,2476,80167,"N2",9,,1,0
2,8,817,1,2476,80167,"N3",2,,2,0
2,8,817,1,2476,80167,"N4",2,,6,0
2,8,823,2,548,80171,"N1",9,,3,0
2,8,823,2,548,80171,"N2",9,,3,0
2,8,823,2,548,80171,"N3",9,,3,0
2,8,823,2,548,80171,"N4",9,,3,0
2,8,823,2,548,80172,"N1",10,,3,0
2,8,823,2,548,80173,"N1",9,,4,0
2,8,823,2,548,80173,"N2",10,,3,0
2,8,823,2,548,80174,"N1",9,,3,0
2,8,823,2,548,80175,"N1",9,,4,0
2,8,823,2,548,80175,"N2",10,,2,0
2,8,823,2,548,80176,"N1",9,,3,0
2,8,823,2,548,80178,"N1",9,,2,0
2,8,823,2,548,80179,"N1",9,,3,0
2,8,823,2,548,80179,"N2",9,,3,0
2,8,823,2,548,80180,"N1",9,,4,0
2,8,809,2,1748,80181,"N1",9,,2,0
2,8,809,2,1748,80181,"N2",9,,2,0
2,8,809,2,1748,80182,"N1",9,,5,0
2,8,809,2,1748,80182,"N2",9,,4,0
2,8,809,2,1748,80183,"N1",9,,5,0
2,8,809,2,1748,80184,"N1",9,,2,0
2,8,809,2,1748,80185,"N1",9,,2,0
2,8,809,2,1748,80186,"N1",9,,2,0
2,8,809,2,1748,80187,"N1",9,,2,0
2,8,809,2,1748,80190,"N1",9,,3,0
2,8,809,2,1748,80190,"N2",9,,3,0
2,8,826,2,926,80191,"N1",13,,4,0
2,8,826,2,926,80191,"N10",,,,0
2,8,826,2,926,80191,"N11",,,,0
2,8,826,2,926,80191,"N12",,,,0
2,8,826,2,926,80191,"N13",,,,0
2,8,826,2,926,80191,"N14",,,,0
2,8,826,2,926,80191,"N15",,,,0
2,8,826,2,926,80191,"N16",,,,0
2,8,826,2,926,80191,"N17",,,,0
2,8,826,2,926,80191,"N18",,,,0
2,8,826,2,926,80191,"N19",,,,0
2,8,826,2,926,80191,"N2",13,,4,0
2,8,826,2,926,80191,"N20",,,,0
2,8,826,2,926,80191,"N21",,,,0
2,8,826,2,926,80191,"N22",,,,0
2,8,826,2,926,80191,"N23",,,,0
2,8,826,2,926,80191,"N24",,,,0
2,8,826,2,926,80191,"N25",,,,0
2,8,826,2,926,80191,"N26",,,,0
2,8,826,2,926,80191,"N27",,,,0
2,8,826,2,926,80191,"N28",,,,0
2,8,826,2,926,80191,"N29",,,,0
2,8,826,2,926,80191,"N3",,,,0
2,8,826,2,926,80191,"N30",,,,0
2,8,826,2,926,80191,"N4",,,,0
2,8,826,2,926,80191,"N5",,,,0
2,8,826,2,926,80191,"N6",,,,0
2,8,826,2,926,80191,"N7",,,,0
2,8,826,2,926,80191,"N8",,,,0
2,8,826,2,926,80191,"N9",,,,0
2,8,826,2,926,80193,"N1",9,,4,0
2,8,826,2,926,80193,"N2",15,,4,0
2,8,826,2,926,80194,"N1",10,,2,0
2,8,826,2,926,80195,"N1",9,,2,0
2,8,826,2,926,80195,"N2",9,,2,0
2,8,826,2,926,80196,"N1",9,,3,0
2,8,826,2,926,80196,"N2",9,,3,0
2,8,826,2,926,80198,"N1",8,,2,0
2,8,826,2,926,80198,"N2",2,,1,0
2,8,826,2,926,80198,"N3",9,,2,0
2,8,826,2,926,80199,"N1",1,,1,0
2,8,826,2,926,80199,"N2",1,,1,0
2,8,826,2,926,80199,"N3",9,,,0
2,8,826,2,926,80200,"N1",1,,1,0
2,8,826,2,926,80200,"N2",2,,1,0
2,8,826,2,926,80200,"N3",2,,1,0
2,8,826,2,926,80200,"N4",9,,1,0
2,8,815,2,362,80201,"N1",9,,3,0
2,8,815,2,362,80201,"N2",9,,3,0
2,8,815,2,362,80201,"N3",9,,3,0
2,8,815,2,362,80203,"N1",9,,3,0
2,8,815,2,362,80203,"N2",1,,1,0
2,8,815,2,362,80203,"N3",15,,2,0
2,8,815,2,362,80203,"N4",15,,2,0
2,8,815,2,362,80206,"N1",7,,1,0
2,8,815,2,362,80208,"N1",9,,3,0
5,9,908,1,278,90010,"N1",2,,3,0
5,9,908,1,278,90010,"N2",11,,4,0
5,9,908,1,278,90010,"N3",11,,4,0
5,9,903,2,48,90014,"N1",12,,5,0
5,9,903,2,48,90014,"N2",12,,5,0
5,9,903,2,48,90018,"N1",2,,2,0
5,9,903,2,48,90019,"N1",1,,1,0
5,9,903,2,48,90019,"N2",1,,1,0
5,9,903,2,48,90019,"N3",1,,1,0
5,9,903,2,48,90019,"N4",12,,2,0
5,9,903,2,48,90020,"N1",13,,2,0
5,9,903,2,48,90020,"N2",9,,2,0
5,9,915,1,1390,90021,"N1",9,,2,0
5,9,915,1,1390,90021,"N2",2,,1,0
5,9,915,1,1390,90025,"N1",9,,1,0
5,9,915,1,1390,90027,"N1",13,,2,0
5,9,915,1,1390,90029,"N1",9,,2,0
5,9,915,1,1390,90029,"N2",9,,2,0
5,9,915,1,1390,90030,"N1",2,,1,0
5,9,917,1,1254,90033,"N1",2,,1,0
5,9,917,1,1254,90035,"N1",9,,3,0
5,9,917,1,1254,90036,"N1",2,,1,0
5,9,917,1,1254,90036,"N2",9,,3,0
5,9,917,1,1254,90037,"N1",9,,1,0
5,9,917,1,1254,90038,"N1",6,,1,0
5,9,917,1,1254,90039,"N1",10,,3,0
5,9,901,2,398,90041,"N1",13,,5,0
5,9,901,2,398,90044,"N1",9,,2,0
5,9,901,2,398,90044,"N2",9,,2,0
5,9,901,2,398,90045,"N1",9,,2,0
5,9,901,2,398,90045,"N2",2,,2,0
5,9,901,2,398,90045,"N3",2,,2,0
5,9,901,2,398,90046,"N1",9,,2,0
5,9,901,2,398,90047,"N1",9,,2,0
5,9,910,2,200,90051,"N1",11,,4,0
5,9,910,2,200,90051,"N2",31,,1,0
5,9,910,2,200,90052,"N1",11,,5,0
5,9,910,2,200,90052,"N2",11,,5,0
5,9,910,2,200,90055,"N1",9,,1,0
5,9,910,2,200,90057,"N1",10,,2,0
5,9,910,2,200,90059,"N1",9,,3,0
5,9,910,2,200,90060,"N1",9,,3,0
5,9,907,2,1446,90063,"N1",15,,2,0
5,9,907,2,1446,90063,"N2",10,,1,0
5,9,907,2,1446,90064,"N1",9,,1,0
5,9,907,2,1446,90064,"N2",9,,1,0
5,9,907,2,1446,90064,"N3",9,,1,0
5,9,907,2,1446,90070,"N1",2,,1,0
5,9,912,2,102,90071,"N1",12,,5,0
5,9,912,2,102,90072,"N1",12,,5,0
5,9,912,2,102,90072,"N2",2,,1,0
5,9,912,2,102,90074,"N1",9,,2,0
5,9,912,2,102,90074,"N2",1,,1,0
5,9,912,2,102,90076,"N1",9,,2,0
5,9,912,2,102,90076,"N2",9,,2,0
