"zone","state","lga","sector","ea","hhid","plotid","sa2q1a1","sa2q1a2","sa2q1a3","sa2q1a4","sa2q1b1","sa2q1b2","sa2q1b3","sa2q1b4","sa2q1c1","sa2q1c2","sa2q1c3","sa2q1c4","sa2q1d1","sa2q1d2","sa2q1d3","sa2q1d4","sa2q2","sa2q3","sa2q4","sa2q5","sa2q6","sa2q7","sa2q8","sa2q9","sa2q10","sa2q11a","sa2q11b","sa2q11c","sa2q12a","sa2q12b","sa2q12c","sa2q13a","sa2q13b","sa2q13c"
2,5,508,2,718,50114,3,3,6,7,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,508,2,718,50116,1,1,4,3,5,,,,,,,,,,,,,3,2,2000,0,,,0,,,,0,,2,0,0,"N1","N2",
2,5,508,2,718,50117,1,1,4,3,7,,,,,,,,,,,,,2,2,2000,0,,,0,,,,0,,2,,,"N1",,
2,5,508,2,718,50118,1,1,0,5,6,3,0,5,6,4,0,2,3,,,,,5,10,500,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,508,2,718,50118,2,1,0,5,6,3,0,4,6,4,0,2,3,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
2,5,508,2,718,50119,1,1,,,,3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,2,"N1","N2",
2,5,508,2,718,50119,2,1,,,,3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,508,2,718,50120,1,1,0,5,7,3,0,5,7,4,0,5,7,,,,,,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,508,2,718,50120,2,1,0,3,7,3,0,3,7,1,0,3,7,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,510,1,872,50121,1,1,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
2,5,510,1,872,50124,1,1,2,4,4,3,2,4,6,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,510,1,872,50125,1,1,24,7,3,3,24,7,3,4,24,7,3,5,24,7,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,510,1,872,50126,1,1,1,2,4,10,1,5,5,11,1,5,5,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,510,1,872,50127,1,1,3,14,4,,,,,,,,,,,,,4,6,7500,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50131,1,4,8,6,6,12,8,5,5,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50131,2,4,8,6,6,12,8,5,5,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50131,3,4,8,6,6,12,8,5,5,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50131,4,4,1,6,6,12,1,5,5,3,1,3,5,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50131,5,4,1,6,2,12,1,5,2,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50131,6,4,1,6,2,12,1,5,2,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50132,1,3,8,6,7,4,8,6,7,5,8,6,7,6,6,5,5,0,0,0,0,0,0,0,,,,,,0,0,0,,,
2,5,518,2,1588,50132,2,3,6,6,7,4,6,6,7,5,6,6,7,6,4,5,5,0,0,0,0,0,0,0,,,,,,0,0,0,,,
2,5,518,2,1588,50132,3,3,4,5,6,4,4,5,6,5,4,5,5,6,4,2,5,0,0,0,0,0,0,7,5,200,1060,50,1,0,0,0,,,
2,5,518,2,1588,50133,1,,,,,,,,,,,,,,,,,2,2,500,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50133,2,,,,,,,,,,,,,,,,,2,2,500,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50133,3,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50134,1,3,8,7,8,6,8,7,8,,,,,,,,,2,3,400,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50134,2,2,1,5,5,6,1,5,5,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50135,1,1,1,7,9,,,,,,,,,,,,,5,3,300,0,0,0,0,0,200,,0,,0,0,7,"N1","N2",
2,5,518,2,1588,50135,2,1,1,7,9,,,,,,,,,,,,,3,4,300,0,0,0,0,0,200,,,,,,,,,
2,5,518,2,1588,50135,3,1,1,7,9,,,,,,,,,,,,,2,4,300,0,0,0,0,0,200,,,,,,,,,
2,5,518,2,1588,50135,4,1,1,7,9,,,,,,,,,,,,,2,2,300,0,0,0,2,3,200,,,,,,,,,
2,5,518,2,1588,50136,1,1,4,5,7,3,4,5,5,4,4,5,5,5,4,5,5,0,,,0,,,0,,,,0,,2,,,"N1",,
2,5,518,2,1588,50136,2,1,4,5,7,3,4,5,5,4,4,5,5,5,4,5,5,0,,,0,,,0,,,,0,,2,,,"N1",,
2,5,518,2,1588,50137,1,1,2,14,9,3,,,,,,,,,,,,4,10,200,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50137,2,1,1,7,7,3,,,,,,,,,,,,2,12,200,0,0,0,0,0,0,,,,,,,,,
2,5,518,2,1588,50137,3,1,2,14,9,3,,,,,,,,,,,,6,10,200,0,0,0,0,0,0,,,,,,,,,
2,5,518,2,1588,50137,4,1,3,21,9,3,,,,,,,,,,,,2,8,200,0,0,0,0,0,0,,,,,,,,,
2,5,518,2,1588,50137,5,1,1,7,8,3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
2,5,518,2,1588,50137,6,1,0,5,8,3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
2,5,518,2,1588,50138,1,1,4,3,6,,,,,,,,,,,,,0,,,0,,,0,,,,0,,3,0,0,"N2",,
2,5,518,2,1588,50138,2,1,4,3,6,,,,,,,,,,,,,0,,,0,,,0,,,,0,,3,0,0,"N2",,
2,5,518,2,1588,50138,3,1,4,3,6,,,,,,,,,,,,,0,,,0,,,0,,,,0,,3,0,0,"N2",,
2,5,518,2,1588,50138,4,1,4,3,6,,,,,,,,,,,,,0,,,0,,,0,,,,0,,3,0,0,"N2",,
2,5,518,2,1588,50139,1,1,4,4,5,9,4,4,6,,,,,,,,,0,,,0,,,0,,,,0,,1,,,"N2",,
2,5,518,2,1588,50139,2,1,4,3,4,9,4,3,4,,,,,,,,,0,,,0,,,0,,,,0,,1,,,"N2",,
2,5,518,2,1588,50139,3,1,4,4,3,9,4,4,3,,,,,,,,,2,1,1000,0,,,0,,,,0,,1,,,"N2",,
2,5,518,2,1588,50139,4,1,4,3,5,9,4,3,3,,,,,,,,,2,1,1000,2,10,,0,,,,0,,1,,,"N2",,
2,5,518,2,1588,50140,1,1,0,6,7,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,518,2,1588,50140,2,1,0,6,7,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,510,2,1516,50141,1,1,2,7,6,3,2,7,6,4,1,4,4,5,1,4,4,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,510,2,1516,50142,1,1,3,7,4,3,3,7,4,4,3,7,3,,,,,0,,,0,,,0,,,,0,,0,0,0,,,
2,5,510,2,1516,50143,1,1,24,7,5,3,24,7,5,4,24,7,3,9,24,7,3,3,5,300,,,,,,,,,,0,0,0,,,
2,5,510,2,1516,50143,2,,,,,,,,,,,,,,,,,2,3,300,,,,,,,,,,0,0,0,,,
2,5,510,2,1516,50144,1,1,24,7,5,3,24,7,3,,,,,,,,,3,5,300,,,,,,,,,,0,0,0,,,
2,5,510,2,1516,50145,1,1,2,7,8,3,2,7,8,4,2,7,5,5,1,6,5,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,510,2,1516,50146,1,1,24,7,5,3,24,7,3,4,24,7,3,,,,,3,4,300,,,,,,,,,,0,0,0,,,
2,5,510,2,1516,50147,1,1,3,7,8,,,,,,,,,,,,,4,10,250,0,0,0,0,0,0,,,,3,,,"N1","N2",
2,5,510,2,1516,50148,1,2,28,7,4,3,28,7,4,4,28,7,4,,,,,,,,,,,,,,,,,0,0,0,,,
2,5,510,2,1516,50149,1,1,3,7,5,3,3,7,5,4,3,7,4,10,3,7,4,0,,,0,,,0,,,,,,0,0,0,,,
2,5,510,2,1516,50150,1,1,4,7,5,4,4,7,5,5,4,7,3,,,,0,,,0,,,,0,,,,,,0,0,0,,,
2,5,510,2,1516,50150,2,1,3,7,4,4,3,7,4,5,3,7,3,,,,,0,,,0,,,0,,,,,,0,0,0,,,
2,5,518,2,1304,50151,1,3,2,7,7,4,1,2,3,,,,,,,,,2,2,300,0,,0,,0,,,,,0,0,0,,,
2,5,518,2,1304,50151,2,3,2,7,7,4,1,2,3,,,,,,,,,3,4,500,0,,0,,0,,,,,0,0,0,,,
2,5,518,2,1304,50152,1,,,,,,,,,,,,,,,,,3,5,500,7,7,200,6,3,100,,,,0,0,0,,,
2,5,518,2,1304,50152,2,,,,,,,,,,,,,,,,,2,3,500,2,1,350,0,0,0,,,,0,0,0,,,
2,5,518,2,1304,50153,1,1,2,17,9,3,2,17,9,4,2,17,9,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,5,518,2,1304,50153,2,1,0,5,9,3,0,5,9,4,0,5,9,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,5,518,2,1304,50154,1,3,6,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,5,518,2,1304,50154,2,3,6,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,5,518,2,1304,50155,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,,,,
2,5,518,2,1304,50155,2,,,,,,,,,,,,,,,,,4,1,600,0,0,0,3,5,300,,,,0,0,,,,
2,5,518,2,1304,50155,3,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,,,,
2,5,518,2,1304,50155,4,,,,,,,,,,,,,,,,,1,4,3000,0,0,0,0,0,0,,,,0,0,,,,
2,5,518,2,1304,50155,5,,,,,,,,,,,,,,,,,1,2,1000,0,0,0,0,0,0,,,,0,0,,,,
2,5,518,2,1304,50156,1,1,4,5,4,3,4,5,4,5,4,5,4,6,4,5,4,0,,,0,,,0,,,,0,,3,0,0,"N1",,
2,5,518,2,1304,50156,2,1,4,2,3,3,4,2,3,5,4,2,3,6,4,2,3,0,,,0,,,0,,,,0,,3,0,0,"N1",,
2,5,518,2,1304,50156,3,1,4,2,3,3,4,2,3,5,4,2,3,6,4,2,3,0,,,0,,,0,,,,0,,3,0,0,"N1",,
2,5,518,2,1304,50156,4,1,4,5,5,3,4,5,5,5,4,5,5,6,4,5,5,0,,,0,,,0,,,,0,,3,0,0,"N1",,
2,5,518,2,1304,50157,1,1,4,5,7,4,4,2,3,,,,,,,,,0,,,0,,,0,,,,0,,5,0,0,"N1",,
2,5,518,2,1304,50157,2,1,4,5,7,4,4,2,3,,,,,,,,,0,,,0,,,0,,,,0,,5,0,0,"N2",,
2,5,518,2,1304,50158,1,0,4,3,7,4,4,3,4,,,,,,,,,0,,,0,,,0,,,,0,,3,0,0,"N1",,
2,5,518,2,1304,50158,2,1,4,3,7,4,4,3,4,,,,,,,,,0,,,0,,,0,,,,0,,3,0,0,"N2",,
2,5,518,2,1304,50159,1,1,1,7,8,3,1,6,5,4,1,7,5,5,1,4,4,0,0,0,0,0,0,0,0,0,,,,1,0,0,"N1",,
2,5,518,2,1304,50159,2,1,2,14,8,3,2,6,5,4,2,7,5,5,1,4,4,5,3,1600,0,0,0,0,0,0,,,,,,,,,
2,5,518,2,1304,50159,3,1,2,14,8,3,2,6,5,4,2,7,5,5,1,4,4,4,2,750,0,0,0,0,0,0,,,,,,,,,
2,5,518,2,1304,50159,4,1,2,14,8,3,2,6,5,4,2,7,5,5,1,4,4,5,3,1000,0,0,0,0,0,0,,,,,,,,,
2,5,518,2,1304,50159,5,1,1,7,8,3,1,6,5,4,1,7,5,5,1,4,4,4,3,1200,0,0,0,0,0,0,,,,,,,,,
2,5,518,2,1304,50159,6,1,1,7,8,3,1,6,5,4,1,7,5,5,1,4,4,5,2,300,0,0,0,0,0,0,,,,,,,,,
2,5,518,2,1304,50160,1,1,2,14,6,3,2,14,6,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,5,518,2,1304,50160,2,1,2,14,6,3,2,14,6,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,5,520,2,1756,50161,1,1,28,7,5,3,28,7,5,4,28,7,4,5,28,7,4,3,4,250,,,,,,,,,,0,0,0,,,
2,5,520,2,1756,50162,1,1,28,7,5,3,28,7,3,4,28,7,3,5,28,7,3,3,3,250,,,,,,,,,,0,0,0,,,
2,5,520,2,1756,50163,1,1,3,7,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,5,"N1",,
2,5,520,2,1756,50164,1,1,28,7,5,3,28,7,3,4,28,7,3,5,28,7,3,2,3,250,,,,,,,,,,0,0,0,,,
2,5,520,2,1756,50165,1,1,3,7,4,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,7,"N1",,
2,5,520,2,1756,50165,2,1,2,7,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,5,"N1",,
2,5,520,2,1756,50166,1,1,4,12,14,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,5,,,,,
2,5,520,2,1756,50167,1,1,3,7,4,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,520,2,1756,50168,1,1,3,5,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,3,,,"N1","N2",
2,5,520,2,1756,50169,1,1,3,7,5,,,,,,,,,,,,,4,6,1800,0,0,0,0,0,0,,0,,0,0,0,,,
2,5,520,2,1756,50170,1,1,3,7,6,,,,,,,,,,,,,3,7,600,0,0,0,0,0,0,,0,,0,0,0,,,
5,6,602,2,1356,60003,1,1,16,3,5,2,12,3,5,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,1,1,2,"N1","N2","N3"
5,6,602,2,1356,60004,1,1,8,3,7,2,8,8,5,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,2,0,"N1","N2",
5,6,602,2,1356,60005,1,1,32,8,10,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
5,6,602,2,1356,60008,1,1,,18,3,5,18,3,5,,,,,,,,,0,0,0,5,6,600,0,0,0,,0,,0,0,0,,,
5,6,602,2,1356,60008,2,1,,18,2,5,18,2,5,,,,,,,,,0,0,0,5,6,600,0,0,0,,0,,0,0,0,,,
5,6,602,2,1356,60009,1,1,20,3,5,2,20,2,5,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
5,6,602,2,1356,60010,1,1,15,3,5,2,8,3,5,1,8,3,5,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
5,6,606,2,1372,60015,1,1,2,4,5,2,1,3,5,,,,,,,,,0,0,,0,,,0,,,,,,0,0,0,,,
5,6,606,2,1372,60015,2,1,3,3,4,2,1,2,4,,,,,,,,,0,0,,0,,,0,,,,,,0,0,0,,,
5,6,606,2,1372,60016,1,1,18,5,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,,,,,
5,6,606,2,1372,60016,2,1,10,5,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,,,,,
5,6,606,2,1372,60016,3,2,18,5,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,,,,,
5,6,606,2,1372,60016,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,606,2,1372,60017,1,1,15,2,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,,,,,,
5,6,606,2,1372,60020,1,1,15,2,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
5,6,606,2,1372,60020,2,1,15,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,606,2,1372,60020,3,1,15,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,608,1,3978,60021,1,2,10,3,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
5,6,608,1,3978,60022,1,1,2,3,1,2,3,1,2,3,2,1,2,,,,,0,0,0,0,0,0,0,0,0,,0,,0,1,0,,"N3",
5,6,608,1,3978,60022,2,1,8,3,3,,,,,3,2,1,2,,,,,0,0,0,0,0,0,0,0,0,,0,,2,1,0,"N1","N2",
5,6,608,1,3978,60022,3,1,2,2,1,2,9,3,5,3,4,2,3,,,,,0,0,0,0,0,0,0,0,0,,0,,1,1,0,"N2","N3",
5,6,608,1,3978,60025,1,2,4,3,2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,1,0,"N1",,
5,6,608,1,3978,60026,1,2,10,2,5,3,10,2,5,4,10,2,5,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
5,6,608,1,3978,60026,2,2,10,2,5,3,10,2,5,4,10,2,5,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
5,6,608,1,3978,60027,1,1,4,2,5,2,4,2,5,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
5,6,608,1,3978,60028,1,1,3,4,8,2,1,2,8,3,1,2,8,,,,,0,,,0,,,0,,,,,,0,0,0,,,
5,6,608,1,3978,60028,2,1,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,,0,0,0,,,
5,6,608,1,3978,60029,1,1,2,3,5,2,2,3,5,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,1,0,0,"N1",,
5,6,608,1,3978,60030,1,1,10,3,7,4,5,3,7,6,5,3,7,,,,,2,2,600,0,0,0,0,0,0,1020,50,1,0,0,0,,,
5,6,608,1,3978,60030,2,1,10,3,7,4,5,3,7,6,5,3,7,,,,,2,2,600,0,0,0,0,0,0,1020,50,1,0,0,0,,,
5,6,607,2,1892,60037,1,2,1,4,3,3,1,4,3,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
5,6,607,2,1892,60040,1,2,4,1,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1,7,707,2,560,70001,1,1,50,6,7,2,50,6,7,3,50,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,707,2,560,70001,2,1,50,6,7,2,50,6,7,3,50,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,707,2,560,70001,3,1,50,6,7,2,50,6,7,3,50,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,,0,0,0,,,
1,7,707,2,560,70002,1,1,17,6,48,2,18,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,707,2,560,70002,2,1,17,6,48,2,18,6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,707,2,560,70003,1,1,1,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,707,2,560,70003,2,1,1,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,707,2,560,70003,3,1,1,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,,0,0,0,,,
1,7,707,2,560,70003,4,1,1,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,,0,0,0,,,
1,7,707,2,560,70004,1,1,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,707,2,560,70004,2,1,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,707,2,560,70005,1,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,707,2,560,70005,2,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,707,2,560,70006,1,1,5,6,8,2,22,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,707,2,560,70006,2,1,5,6,8,2,22,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,707,2,560,70006,3,1,5,6,8,2,22,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,,0,0,0,,,
1,7,707,2,560,70006,4,1,5,6,8,2,22,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,,0,0,0,,,
1,7,707,2,560,70007,1,2,50,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,707,2,560,70007,2,2,50,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,0,,0,0,0,,,
1,7,707,2,560,70008,1,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,707,2,560,70008,2,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,707,2,560,70008,3,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,,0,0,0,,,
1,7,707,2,560,70008,4,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,707,2,560,70008,5,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,,0,0,0,,,
1,7,707,2,560,70009,1,1,52,7,8,2,50,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,707,2,560,70009,2,1,52,7,8,2,50,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,707,2,560,70010,1,1,22,6,8,2,20,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,707,2,560,70010,2,1,22,6,8,2,20,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,707,2,560,70010,3,1,22,6,8,2,20,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,,0,0,0,,,
1,7,707,2,560,70010,4,1,22,6,8,2,20,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,,0,0,0,,,
1,7,708,2,754,70011,1,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,,0,0,0,,,
1,7,708,2,754,70011,2,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,0,,0,0,0,,,
1,7,708,2,754,70011,3,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,708,2,754,70012,1,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,708,2,754,70012,2,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,,0,0,0,,,
1,7,708,2,754,70013,1,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,708,2,754,70013,2,1,26,6,8,2,26,6,8,3,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,,0,0,0,,,
1,7,708,2,754,70014,1,1,21,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,,0,0,0,,,
1,7,708,2,754,70015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,,0,0,0,,,
1,7,708,2,754,70015,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,708,2,754,70015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,,0,0,0,,,
1,7,708,2,754,70016,1,2,50,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,,0,0,0,,,
1,7,708,2,754,70016,2,2,50,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,,0,0,0,,,
1,7,708,2,754,70017,1,1,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,708,2,754,70017,2,1,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,,0,0,0,,,
1,7,708,2,754,70018,1,1,19,6,8,2,20,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,708,2,754,70018,2,1,19,6,8,2,20,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,708,2,754,70018,3,1,19,6,8,2,20,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,,0,0,0,,,"."
1,7,708,2,754,70018,4,1,19,6,8,2,20,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,708,2,754,70019,1,1,1,22,6,8,20,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,708,2,754,70019,2,1,1,22,6,8,20,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,708,2,754,70019,3,1,1,22,6,8,20,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,,0,0,0,,,
1,7,708,2,754,70020,1,1,19,6,8,2,16,6,8,4,18,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,,0,0,0,,,
1,7,708,2,754,70020,2,1,19,6,8,2,16,6,8,4,18,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,708,2,754,70020,3,1,19,6,8,2,16,6,8,4,18,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,,0,0,0,,,
1,7,708,2,754,70020,4,1,19,6,8,2,16,6,8,4,18,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,0,,0,0,0,,,
