"zone","state","lga","sector","ea","hhid","plotid","sa2q1a1","sa2q1a2","sa2q1a3","sa2q1a4","sa2q1b1","sa2q1b2","sa2q1b3","sa2q1b4","sa2q1c1","sa2q1c2","sa2q1c3","sa2q1c4","sa2q1d1","sa2q1d2","sa2q1d3","sa2q1d4","sa2q2","sa2q3","sa2q4","sa2q5","sa2q6","sa2q7","sa2q8","sa2q9","sa2q10","sa2q11a","sa2q11b","sa2q11c","sa2q12a","sa2q12b","sa2q12c","sa2q13a","sa2q13b","sa2q13c"
6,28,2815,2,1164,280066,3,1,2,4,6,2,3,5,8,3,5,6,9,,,,,1,2,1000,0,,,,,,1120,30,52,,,,,,
6,28,2815,2,1164,280070,1,1,4,7,56,1,4,7,56,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,2,,,
6,28,2816,2,3944,280071,1,1,5,7,56,,,,,,,,,,,,,4,1,4,0,0,0,0,0,0,1120,115,1,1,0,0,,,
6,28,2816,2,3944,280072,1,1,8,5,6,2,10,5,5,,,,,,,,,1,3,1000,0,,,0,,,,,,,,,,,
6,28,2816,2,3944,280072,2,1,4,5,6,2,6,5,6,,,,,,,,,1,2,1000,0,,,0,,,1120,20,1,0,0,0,,,
6,28,2816,2,3944,280075,1,1,1,5,25,3,1,5,25,,,,,,,,,2,5,500,1,2,500,,,,,,,,,,,,
6,28,2816,2,3944,280076,1,1,20,6,7,2,15,5,6,,,,,,,,,3,4,300,3,4,2400,,,,,,,,,,,,
6,28,2816,2,3944,280079,1,1,2,3,30,,,,,,,,,,,,,1,4,4000,0,0,0,0,0,0,2030,5,1,1,0,0,,,
6,28,2816,2,3944,280080,1,1,4,4,56,,,,,,,,,,,,,3,2,4000,0,0,0,0,0,0,2030,11,1,1,0,0,,,
6,28,2814,1,1876,280081,1,1,20,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,28,2814,1,1876,280084,1,5,6,6,8,4,4,6,,,,,,,,,,2,10,1000,1,10,700,0,0,0,,,,,,,,,
6,28,2814,1,1876,280084,2,,,,,8,2,2,6,4,2,2,6,,,,,0,,,,,,,,,,,,,,,,,
6,28,2814,1,1876,280086,1,1,2,4,42,2,2,4,42,,,,,,,,,2,10,1000,,,,,,,3183,200,3,0,0,0,,,
6,28,2814,1,1876,280086,2,1,2,4,42,2,2,4,42,,,,,,,,,2,10,1000,,,,,,,3183,150,3,0,0,0,,,
6,28,2814,1,1876,280087,1,1,6,6,56,2,4,5,56,,,,,,,,,2,2,200,,,,,,,,,,,,,,,
6,28,2814,1,1876,280088,1,1,1,2,4,2,1,2,4,,,,,,,,,2,3,800,1,3,500,,,,,,,,,,,,
6,28,2814,1,1876,280090,1,1,2,4,56,2,2,5,56,,,,,,,,,1,1,1000,,,,,,,,,,,,,,,
6,28,2813,2,612,280111,1,2,6,7,56,2,4,6,56,,,,,,,,,3,6,1000,0,0,0,0,0,0,2170,15,1,6,0,0,,,
6,28,2813,2,612,280112,1,1,2,5,3,2,2,5,3,,,,,,,,,3,4,800,1,4,500,0,0,0,,,,,,,,,
6,28,2813,2,612,280113,1,1,1,3,9,2,1,3,9,3,1,3,9,,,,,2,3,800,2,3,800,0,0,0,,,,,,,,,
6,28,2813,2,612,280115,1,1,4,7,56,2,4,7,56,,,,,,,,,4,2,700,0,0,0,0,0,0,2170,15,1,,,,,,
6,28,2813,2,612,280116,1,1,7,6,56,3,4,5,56,,,,,,,,,2,7,70000,0,0,0,0,0,0,2170,15,1,2,0,0,,,
6,28,2813,2,612,280117,1,1,6,5,6,2,3,5,6,,,,,,,,,1,2,1000,0,,,0,,,,0,,0,0,0,,,
6,28,2813,2,612,280118,1,1,20,6,9,2,20,5,7,3,16,6,7,,,,,6,6,4200,,,,,,,,,,,,,,,
6,28,2813,2,612,280118,2,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
6,28,2813,2,612,280119,1,1,20,6,8,2,15,5,6,,,,,,,,,2,3,1000,,,,,,,,,,0,0,0,,,
6,29,2930,1,530,290003,1,1,24,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290007,1,1,6,2,4,2,6,2,4,3,6,2,4,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,530,290007,2,1,6,2,4,2,6,2,2,3,6,2,2,,,,,,,,,,,,,,,,,,,,,,
6,29,2930,1,1418,290021,1,1,16,6,6,,,,,,,,,,,,,0,0,,0,0,,0,0,,,,,,,,,,
6,29,2930,1,1418,290023,1,1,4,4,8,2,2,4,8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
6,29,2930,1,1300,290039,1,1,9,5,6,2,6,4,6,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
6,29,2909,2,220,290042,1,1,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,"N1",,
6,29,2909,2,220,290043,1,1,4,6,2,2,4,6,2,3,4,6,2,4,4,6,2,,,,,,,,,,,,,,,,,,
6,29,2909,2,220,290050,1,1,28,4,6,2,18,2,6,,,,,,,,,,,,,,,,,,,0,,2,2,,"N1",,
6,29,2918,1,952,290054,1,1,22,6,5,2,20,5,5,3,20,5,5,,,,,0,0,0,0,0,0,0,,0,,0,,,,,,,
6,29,2918,1,952,290059,2,1,24,7,4,2,14,5,3,4,12,4,4,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290065,1,1,8,3,5,2,6,3,5,4,4,2,5,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290066,1,1,6,2,8,2,8,3,8,3,6,2,8,,,,,,,,,,,,,,,,,0,,,,,
6,29,2905,1,384,290067,1,1,2,5,4,2,2,5,4,3,2,5,4,4,2,5,4,,,,,,,,,,,,,,,,,,
6,29,2905,1,384,290068,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,1096,290071,1,8,5,14,6,10,4,14,8,10,4,14,,,,,,2,3,2000,0,,,,,,,,,,,,,,
6,29,2905,1,1096,290076,1,1,15,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2905,1,1096,290076,2,1,15,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,1,746,290094,1,1,20,5,4,2,10,3,3,4,10,3,3,5,6,2,3,0,0,0,0,0,0,0,0,0,,,,,,,,,
6,29,2911,1,746,290094,2,1,18,5,4,2,10,3,3,4,10,3,3,5,6,2,3,0,0,0,0,0,0,0,0,0,,,,,,,,,
6,29,2911,1,746,290094,3,1,18,5,2,2,10,3,3,4,10,3,3,5,6,2,3,0,0,0,0,0,0,0,0,0,,,,,,,,,
6,29,2911,2,1870,290101,1,1,20,6,8,2,14,5,6,,,,,,,,,1,4,1000,0,,0,,0,0,,0,,0,,0,,,
6,29,2911,2,1870,290102,1,1,22,6,8,2,20,5,6,4,2,2,6,,,,,1,7,1000,0,0,0,0,0,0,,0,,0,,0,,,
6,29,2911,2,1870,290103,1,1,24,6,7,2,20,5,5,4,2,2,7,,,,,2,8,1000,0,,0,,0,,,0,,0,0,0,,,
6,29,2911,2,1870,290104,1,1,3,4,5,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,
6,29,2911,2,1870,290104,2,1,3,4,6,2,3,4,6,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,,
6,29,2911,2,1870,290105,1,1,20,6,6,2,20,6,6,,0,0,0,0,0,0,0,1,10,1000,0,0,0,0,0,0,,0,,0,,0,,,
6,29,2911,2,1870,290106,1,1,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2000,1,4,700,0,0,0,2170,3,42,0,0,0,,,
6,29,2911,2,1870,290106,2,1,1,8,4,6,0,0,0,0,0,0,0,0,0,0,0,2,3,2000,1,3,700,0,0,0,2170,3,42,0,0,0,,,
6,29,2911,2,1870,290106,3,1,1,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
6,29,2911,2,1870,290107,1,1,12,5,4,2,4,5,4,,0,0,,0,0,0,0,2,5,2000,2,5,1400,0,0,0,,0,,0,,0,,,
6,29,2911,2,1870,290108,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290108,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2911,2,1870,290108,3,1,2,3,3,2,1,2,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
6,29,2911,2,1870,290109,1,1,10,4,4,2,4,4,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0,,0,,0,,,
6,29,2911,2,1870,290110,1,1,5,4,6,2,4,4,5,3,2,4,6,7,2,4,5,2,2,2000,2,2,1400,0,0,0,2170,4,42,0,0,0,,,
6,29,2911,2,1870,290110,2,1,5,5,6,2,4,4,5,3,3,4,6,7,3,4,5,2,3,3000,2,2,1400,0,0,0,2170,4,42,0,0,0,,,
6,29,2923,2,1126,290111,1,12,6,8,2,4,2,8,,,,,,,,,,1,5,800,2,5,500,,,,,0,,0,,,,,
6,29,2923,2,1126,290113,1,2,6,8,2,2,6,8,3,2,2,8,4,2,2,8,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290114,1,5,4,7,4,4,4,7,9,4,4,7,8,5,52,5,8,,,,,,,,,,,,,0,,,,,
6,29,2923,2,1126,290116,1,1,10,4,6,2,8,3,6,4,14,4,8,4,16,2,6,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290116,2,1,10,3,6,2,4,3,6,4,14,3,8,4,16,2,6,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290117,1,1,2,5,6,2,2,5,6,5,2,5,6,8,2,5,6,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290118,1,1,12,48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290118,2,1,12,48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290120,1,12,12,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,2,1126,290120,2,1,12,13,5,,,,,,,,,,,,,2,2,700,3,2,500,,,,,,,,,,,,
6,29,2923,1,396,290124,1,1,20,6,4,2,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290126,1,1,16,3,8,2,16,3,8,3,8,2,6,4,16,2,8,,,,2,2,1000,,,,,,,,,,,,
6,29,2923,1,396,290126,2,1,16,3,8,2,16,3,8,3,8,2,6,4,16,2,8,,,,2,2,1000,,,,,,,,,,,,
6,29,2923,1,396,290127,1,1,8,3,8,2,2,2,8,,,,,,,,,1,4,1000,2,2,1000,,,,,,,5,,,"N1",,
6,29,2923,1,396,290127,2,1,8,3,8,2,2,2,8,,,,,,,,,1,4,1000,2,2,1000,,,,,,,5,,,"N1",,
6,29,2923,1,396,290127,3,1,8,2,8,2,2,2,8,,,,,,,,,2,3,1600,2,2,1000,,,,,,,5,,,"N1",,
6,29,2923,1,396,290127,4,1,10,3,8,2,4,2,8,,,,,,,,,0,,,4,4,2000,,,,,,,5,,,"N1",,
6,29,2923,1,396,290128,1,1,15,6,6,2,5,2,4,3,5,6,6,8,5,6,6,4,2,,6,2,600,,,,,,,,,,,,
6,29,2923,1,396,290128,2,1,15,6,6,2,5,2,4,3,5,6,6,8,5,6,6,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290129,1,1,10,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2923,1,396,290130,1,1,6,3,8,2,4,3,8,8,4,3,8,3,4,2,8,,,,,,,,,,,,,5,0,0,,,
6,29,2902,1,1028,290134,1,1,20,6,10,2,20,6,7,3,5,2,4,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290134,2,1,20,6,10,2,15,6,6,3,5,2,4,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290134,3,1,20,6,10,2,15,5,6,3,5,2,4,,,,,,,,,,,,,,,,,,,,,,
6,29,2902,1,1028,290135,1,1,4,5,7,2,2,2,7,,,,,,,,,3,3,500,6,3,300,0,,,,0,,0,0,,,,
6,29,2902,1,1028,290135,2,1,4,5,7,2,2,2,7,,,,,,,,,3,3,500,3,3,300,0,,,,0,,0,,,,,
6,29,2902,1,1028,290137,1,1,1,1,1,2,1,1,1,3,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,,,
6,29,2920,1,1210,290151,1,1,2,4,10,3,2,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,1210,290151,2,1,2,4,10,3,2,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,1210,290151,3,1,2,4,10,3,2,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,1210,290152,1,1,4,3,10,2,4,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,1210,290152,2,1,4,3,10,2,4,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,1210,290153,1,1,22,6,6,2,18,5,4,6,18,5,4,11,22,6,6,1,10,500,0,0,0,0,0,0,,,,,,,,,
6,29,2920,1,1210,290153,2,1,20,6,6,2,18,5,4,6,18,5,4,11,20,6,6,1,10,500,0,0,0,0,0,0,,,,,,,,,
6,29,2920,1,1210,290154,1,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,1,1210,290158,1,1,22,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
6,29,2914,1,214,290162,1,1,12,3,8,3,10,3,8,4,10,3,8,5,10,3,8,2,3,750,5,3,500,,,,,,,,,,,,
6,29,2914,1,214,290162,2,1,8,2,8,3,5,2,8,4,5,2,8,5,5,2,8,2,2,750,3,3,500,,,,,,,,,,,,
6,29,2914,1,214,290162,3,1,10,3,8,3,5,2,8,4,5,2,8,5,5,2,8,3,3,750,5,3,500,,,,,,,,,,,,
6,29,2914,1,214,290165,1,1,10,4,8,2,4,2,5,3,7,4,8,5,7,2,8,,,,2,4,500,,,,,,,,,,,,
6,29,2914,1,214,290165,2,1,10,9,8,2,4,2,6,3,4,2,8,5,4,2,8,,,,,,,,,,,,,,,,,,
6,29,2914,1,214,290166,1,1,1,2,5,2,1,5,2,13,1,5,5,7,1,5,2,,,,,,,,,,,,,,,,,,
6,29,2914,1,214,290167,1,1,24,5,8,2,10,2,3,6,5,1,2,,,,,2,1,1500,1,1,500,,,,,,,,,,,,
6,29,2914,1,214,290168,1,1,10,3,8,2,10,3,8,3,6,2,8,4,10,3,8,2,5,700,2,5,500,,,,,,,,,,,,
6,29,2914,1,214,290169,1,1,1,5,4,2,1,5,4,3,1,5,4,4,1,5,4,,,,,,,,,,,,,,,,,,
6,29,2914,1,214,290170,1,1,4,2,3,,,,,,,,,,,,,2,1,1000,2,1,500,,,,,,,,,,,,
6,29,2920,2,1628,290172,1,2,10,4,2,3,14,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290172,2,2,10,4,2,3,14,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290172,3,2,12,4,3,3,12,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290173,1,1,8,7,8,2,8,4,5,3,8,2,4,3,4,2,4,2,6,2000,2,6,1500,,,,1120,8,51,,,,,,
6,29,2920,2,1628,290173,2,1,,7,8,2,6,5,5,3,2,2,4,3,2,2,5,2,6,2000,3,6,1500,,,,2170,4,42,,,,,,
6,29,2920,2,1628,290173,3,1,8,7,8,2,6,5,5,3,2,2,4,3,2,2,5,2,6,2000,3,6,1500,,,,1080,5,11,,,,,,
6,29,2920,2,1628,290173,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2170,,,,,,,,
6,29,2920,2,1628,290175,1,1,2,3,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
6,29,2920,2,1628,290175,2,1,2,3,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,,
6,29,2920,2,1628,290176,1,1,20,6,4,2,10,2,4,3,6,2,4,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290176,2,1,18,4,3,2,12,3,4,3,8,3,4,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290176,3,1,18,4,3,2,12,,4,3,8,3,4,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290177,1,1,10,5,6,2,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290177,2,1,10,5,6,2,8,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290178,1,1,13,6,7,2,13,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290178,2,1,13,6,2,2,13,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290179,1,1,25,7,4,2,18,5,4,3,2,2,4,4,2,2,4,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290179,2,1,25,6,4,2,18,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290179,3,1,25,6,4,2,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290180,1,1,8,6,8,2,8,6,5,3,4,6,8,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290180,2,1,8,6,7,2,8,5,5,3,8,5,8,,,,,,,,,,,,,,,,,,,,,,
6,29,2920,2,1628,290180,3,1,8,6,8,2,8,5,5,3,6,5,6,,,,,,,,,,,,,,,,,,,,,,
6,30,3018,2,914,300021,1,1,16,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3018,2,914,300022,1,1,4,6,8,2,4,6,8,,,,,,,,,0,0,0,3,3,600,0,0,0,,,,,,,,,
6,30,3018,2,914,300024,1,1,8,5,6,2,8,7,8,3,8,7,8,,,,,0,,0,,,,,,,,,,,,,,,
6,30,3018,2,914,300024,2,1,4,3,5,2,4,3,5,3,4,3,5,,,,,,,,,,,,,0,,,,,,,,,
6,30,3018,2,914,300025,1,1,5,3,8,1,2,3,4,,,,0,0,,0,,2,4,10000,,,,,,,,,,,,,,,
6,30,3018,2,914,300025,2,1,2,3,4,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,
6,30,3018,2,914,300026,1,1,2,5,8,2,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3018,2,914,300026,2,1,5,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3018,2,914,300026,3,1,5,3,8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,
6,30,3018,2,914,300026,4,1,4,3,8,0,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,
6,30,3018,2,914,300027,1,1,16,5,6,2,16,5,6,3,16,5,6,4,16,5,6,,,,,,,,,,,,,,,,,,
6,30,3018,2,914,300027,2,1,16,5,6,2,16,5,6,3,16,5,6,4,16,5,6,,,,,,,,,,,,,,,,,,
6,30,3018,2,914,300027,3,1,16,5,6,2,16,5,6,3,16,5,6,4,16,5,6,,,,,,,,,,,,,,,,,,
6,30,3018,2,914,300027,4,1,16,5,6,2,16,5,6,3,16,5,6,4,16,5,6,,,,,,,,,,,,,,,,,,
6,30,3018,2,914,300030,1,1,8,3,4,2,3,2,4,3,3,3,4,,,,,2,3,0,2,3,0,3,1,0,,,,,,,,,
6,30,3018,2,914,300030,2,1,8,3,5,2,2,2,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,
6,30,3012,2,334,300032,1,1,10,14,21,2,14,18,24,3,10,14,21,7,15,18,8,9,13,1600,6,8,200,3,4,166.66667175293,1120,5,71,0,0,0,,,
6,30,3012,2,334,300033,1,1,16,6,9,2,16,5,6,3,16,3,2,4,16,3,2,6,6,9000,,,,,,,1120,572,1,,,,,,
6,30,3012,2,334,300034,1,1,20,6,9,2,12,4,5,7,10,4,5,,,,,4,6,6000,0,,,,,,1120,140,1,0,0,0,,,
6,30,3012,2,334,300034,2,1,20,6,9,2,12,4,5,7,10,4,5,,,,,4,6,6000,0,,,,,,,,,,,,,,
6,30,3012,2,334,300034,3,1,20,6,9,2,12,4,5,7,10,4,5,,,,,4,6,6000,0,,,,,,1123,100,1,0,0,0,,,
6,30,3012,2,334,300034,4,1,20,6,9,2,12,4,5,7,10,4,5,,,,,4,6,6000,0,,,,,,1080,10,1,0,0,0,,,
6,30,3012,2,334,300035,1,1,3,6,8,2,3,6,8,3,3,6,8,4,3,6,8,5,11,1000,0,0,0,0,0,0,1122,2,71,0,0,0,,,
6,30,3012,2,334,300035,2,1,2,5,6,2,2,5,6,,,,,,,,,2,3,1000,,,,,,,,,,,,,,,
6,30,3012,2,334,300035,3,1,3,7,8,2,3,7,7,3,3,7,7,5,3,7,7,0,0,0,4,4,600,0,0,0,,,,,,,,,
6,30,3012,2,334,300036,1,1,12,6,1,12,6,,,,,,,,,,,2,6,3000,0,0,0,0,0,0,,,,,,,,,
6,30,3012,2,334,300036,2,2,12,6,2,12,6,,,,,,,,,,,2,6,3000,0,0,0,0,0,0,,,,,,,,,
6,30,3012,2,334,300037,1,1,5,3,4,2,5,2,4,6,5,3,4,7,2,2,6,10,3,4000,,,,,,,,,,,,,,,
6,30,3012,2,334,300037,2,1,1,3,4,2,1,2,4,6,1,3,4,7,2,2,4,,,,,,,,,,,,,,,,,,
6,30,3012,2,334,300037,3,1,1,2,6,2,3,2,2,6,2,2,2,,,,,10,3,4000,,,,,,,1123,10,53,0,0,0,,,
6,30,3012,2,334,300038,1,1,2,5,6,2,2,5,6,,,,,,,,,3,5,800,0,0,,,,,1120,2,73,0,0,0,,,
6,30,3012,2,334,300038,2,1,3,6,7,2,2,6,7,,,,,,,,,2,5,800,2,2,600,0,0,0,1120,3,72,0,0,0,,,
6,30,3012,2,334,300039,1,1,12,4,8,2,12,4,8,,,,,,,,,2,6,3000,0,,,,,,,,,,,,,,
6,30,3012,2,334,300039,2,1,8,2,6,2,6,2,4,,,,,,,,,2,6,3000,0,,,,,,,,,,,,,,
6,30,3014,2,120,300041,1,1,2,2,6,2,2,1,5,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,
6,30,3014,2,120,300042,1,1,3,5,6,2,3,3,4,,,,,,,,,2,2,1000,0,0,0,0,0,,3040,0,,0,0,0,,,
6,30,3014,2,120,300043,1,1,2,6,8,2,2,6,5,3,2,6,8,4,2,6,8,8,2,8000,2,2,2000,0,0,0,,,,,,,,,
6,30,3014,2,120,300044,1,1,3,7,5,2,3,7,5,,,,,,,,,7,3,1000,4,3,600,0,0,0,,,,,,,,,
6,30,3014,2,120,300045,1,1,20,5,6,,,,,,,,,,,,,4,6,24000,4,1,2000,,,,,,,,,,,,
6,30,3014,2,120,300046,1,1,16,5,5,2,16,6,5,7,16,4,6,,,,,4,4,1000,6,3,800,,,,,,,,,,,,
6,30,3014,2,120,300046,2,2,10,4,5,1,10,4,5,5,9,3,5,,,,,3,3,1000,5,2,800,,,,,,,,,,,,
6,30,3014,2,120,300046,3,7,14,7,8,7,14,6,6,,,0,0,,,,,2,2,1000,,,,0,,0,,,,,,,,,
6,30,3014,2,120,300047,1,1,2,6,5,0,,,,,,,,,,,,4,4,1500,4,4,1000,0,0,0,,,,4,4,0,,,
6,30,3014,2,120,300048,1,1,2,5,8,2,20,5,6,,,,,,,,,4,20,15000,0,,0,0,,0,,,,0,,,,,
6,30,3014,2,120,300049,1,1,16,5,7,2,14,5,6,5,14,16,5,4,16,6,7,,,,,,,,,,,,,,,,,,
6,30,3014,2,120,300050,1,1,3,6,7,2,3,6,5,3,3,6,7,4,3,6,3,2,2,4000,2,2,2400,,,,,,,,,,,,
6,30,3014,2,120,300050,2,1,1,2,2,1,1,2,2,3,1,1,2,4,,,,,,,,,,,,,,,,,,,,,
6,30,3030,1,946,300151,1,1,50,5,,,,,,,,,,,,,,,,,,,,,,,1020,,,0,0,0,,,
6,30,3030,1,946,300151,2,,,,,,,,,,,,,,,,,5,3,9000,,,,,,,1080,,,0,0,0,,,
6,30,3030,1,946,300151,3,,,,,,,,,,,,,,,,,,,,,,,,,,1120,,,0,0,0,,,
6,30,3030,1,946,300151,4,,,,,,,,,,,,,,,,,,,,,,,,,,1020,,,,,,,,
6,30,3030,1,946,300152,1,1,40,4,7,4,52,3,7,,,,,,,,,1,7,300,,,,,,,1080,,,0,0,0,,,
6,30,3030,1,946,300152,2,1,40,2,4,4,12,2,7,,,,,,,,,1,14,500,,,,,,,1020,,,0,0,0,,,
6,30,3030,1,946,300152,3,1,8,6,6,,,,,,,,,,,,,2,7,300,,,,,,,1120,20,51,0,0,0,,,
6,30,3030,1,946,300152,4,1,8,6,6,,,,,,,,,,,,,,,,2,5,200,,,,2140,1,21,0,0,0,,,
6,30,3030,1,946,300152,5,,,,,,,,,,,,,,,,,,,,,,,,,,2194,,,,,,,,
6,30,3030,1,946,300153,1,1,2,3,4,,,,,,,,,,,,,2,7,300,,,,,,,1080,,,,,,,,
6,30,3030,1,946,300153,2,1,2,3,4,,,,,,,,,,,,,2,7,500,,,,,,,1020,,,,,,,,
6,30,3030,1,946,300153,3,1,2,3,4,,,,,,,,,,,,,2,14,300,,,,,,,1120,,,,,,,,
6,30,3030,1,946,300154,1,1,20,4,4,,,,,,,,,,,,,1,10,300,,,,,,,1080,,,0,0,0,,,
6,30,3030,1,946,300154,2,1,20,4,4,,,,,,,,,,,,,1,5,300,,,,,,,1020,,,0,0,0,,,
6,30,3030,1,946,300156,1,1,6,4,4,2,6,4,4,6,6,4,4,,,,,,,,,,,,,,,,,0,0,0,,,
6,30,3030,1,946,300156,2,1,6,4,4,2,6,4,4,6,6,4,4,,,,,,,,,,,,,,,,,0,0,0,,,
6,30,3030,1,946,300156,3,1,6,4,4,2,6,4,4,6,6,4,4,,,,,,,,,,,,,,,,,0,0,0,,,
6,30,3030,1,946,300158,1,1,20,3,4,2,12,2,4,7,20,3,2,,,,,2,3,4000,,,,,,,,,,0,0,0,,,
6,30,3030,1,946,300158,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
6,30,3016,1,390,300164,1,1,20,6,8,2,20,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3023,2,622,300171,1,1,4,20,5,,,,,,,,,,,,,2,6,1000,,,,,,,,,,0,0,0,,,
6,30,3023,2,622,300172,1,1,20,4,6,,,,,,,,,,,,,3,10,1000,1,5,300,,,,1020,1,23,0,0,0,,,
6,30,3023,2,622,300175,1,1,4,6,6,2,2,4,4,3,3,4,4,,,,,2,5,600,5,5,500,,,,,2,11,,,,,,
6,30,3023,2,622,300175,2,1,4,6,6,2,2,4,4,3,3,4,4,,,,,2,10,600,,,,,,,,2,32,,,,,,
6,30,3023,2,622,300175,3,1,4,6,6,2,2,4,4,3,3,4,4,,,,,2,10,600,,,,,,,,,,,,,,,
6,30,3023,2,622,300176,1,1,4,4,2,,,,,,,,,,,,,2,2,125,,,,,,,,,,2,,,,,
6,30,3023,2,622,300177,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
6,30,3023,2,622,300178,1,1,4,4,6,2,4,6,6,6,4,6,6,5,4,4,4,,,,,,,,,,,,,0,0,0,,,
6,30,3023,2,622,300178,2,1,4,4,5,5,4,4,4,7,4,4,4,8,4,4,4,,,,,,,,,,,,,0,0,0,,,
