"zone","state","lga","sector","ea","hhid","animal_cd","sa6q1a","sa6q1b","sa6q2","sa6q3","sa6q4a","sa6q4b","sa6q5a","sa6q5b","sa6q6","sa6q7","sa6q8a","sa6q8b","sa6q9","sa6q10","sa6q11","sa6q12","sa6q13","sa6q14a","sa6q14b","sa6q15","sa6q16","sa6q17","sa6q18","sa6q19","sa6q20a","sa6q20b","sa6q21","sa6q22","sa6q23","sa6q24a1","sa6q24a2","sa6q24a3","sa6q25a1","sa6q25a2","sa6q25a3","sa6q26","sa6q27a","sa6q27b","sa6q28a","sa6q28b","sa6q28c","sa6q28d","trackingobs"
2,5,518,2,1588,50137,105,1,,13,70000,1,,1,3,1,3,5,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,,,,,,,,0
2,5,518,2,1588,50137,106,1,,5,80000,1,,1,3,1,3,5,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,,,,,,,,0
2,5,518,2,1588,50137,110,1,,12,6000,1,,1,3,2,,,,2,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,0
2,5,518,2,1588,50137,111,1,,3,8000,1,,1,3,2,,,,0,0,0,0,,,,0,0,0,2,16000,"N1",,0,0,2,,,,,,,,,,,,,,0
2,5,518,2,1588,50137,114,1,,22,500,1,,1,3,2,,,,10,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,,,,,,,,0
2,5,518,2,1588,50137,120,1,,13,5000,1,,1,3,2,,,,3,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,,,,,,,,0
2,5,518,2,1588,50138,102,1,,2,30000,1,,1,,2,,,,0,0,0,2,40000,"N1",,0,0,0,,,,,0,0,2,,,,,,,2,"N1",,11,,,,0
2,5,518,2,1588,50138,110,1,,5,6000,1,,1,2,2,,,,0,0,0,0,,,,5,0,4,11,55000,"N1",,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1588,50138,114,1,,34,500,1,,1,2,2,,,,30,4,0,0,,,,0,0,6,1,450,"N1",,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1588,50138,118,1,,2,,,,,,,,,,,,0,2,1000,"N3",,0,,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1588,50139,110,1,,13,5000,1,,1,9,2,,,,3,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1588,50139,111,1,,5,10000,1,,1,9,2,,,,0,0,0,2,20000,"N1",,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1588,50139,114,1,,30,500,1,,1,9,2,,,,20,0,0,0,,,,0,0,3,0,,,,0,5,2,,,,,,,0,,,,,,,0
2,5,518,2,1588,50140,110,1,,0,0,0,0,0,0,2,,,,0,0,0,0,,,,0,0,0,5,2500,"N2",,0,0,1,9,,,2,0,0,0,,,,,,,0
2,5,510,2,1516,50141,110,1,,6,6000,1,,,,2,,,,0,0,0,0,,,,0,0,0,1,6000,"N1",,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50142,107,1,,4,80000,1,,3,4,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50142,110,1,,10,7000,1,,3,4,2,,,,15,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50142,111,1,,20,9000,1,,3,4,2,,,,30,0,0,0,,,,0,0,0,3,26000,"N1",,0,2,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50143,107,1,,2,90000,1,,3,9,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50143,110,1,,13,6500,1,,3,9,2,,,,4,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50143,111,1,,2,8000,1,,3,9,2,,,,2,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50143,114,1,,10,500,1,,2,8,2,,,,10,0,0,0,,,,3,0,0,5,2500,"N4",,0,2,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50144,110,1,,5,6500,1,,1,3,2,,,,2,0,0,0,,,,0,0,0,0,0,,,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50144,111,1,,4,8000,1,,1,3,2,,,,1,0,0,0,,,,0,0,0,0,0,,,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50144,114,1,,10,600,1,,2,8,2,,,,7,0,0,0,,,,2,0,0,3,1500,"N2",,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50145,107,1,,3,80000,1,,1,4,2,,,,0,0,0,1,80000,"N1",,0,0,0,0,,,,0,0,2,,,,,,,3,"N4",,4,6,,,0
2,5,510,2,1516,50145,110,1,,4,5000,1,,1,4,2,,,,2,0,0,0,,,,,0,0,0,,,,0,0,2,,,,,,,2,,,,,,,0
2,5,510,2,1516,50145,111,1,,1,9000,1,,1,4,2,,,,0,0,0,0,,,,0,0,0,3,24400,"N2",,0,0,2,,,,,,,2,,,,,,,0
2,5,510,2,1516,50145,114,1,,65,400,2,1,2,,2,,,,55,0,0,0,,,,0,0,0,5,2000,"N3",,0,5,2,,,,,,,2,,,,,,,0
2,5,510,2,1516,50145,120,1,,60,500,2,1,2,,2,,,,36,0,0,,,,,0,0,0,3,1500,"N3",,,3,2,,,,,,,2,,,,,,,0
2,5,510,2,1516,50146,107,1,,2,90000,1,,3,4,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50146,110,1,,6,6500,1,,3,4,2,,,,4,0,0,0,,,,0,0,0,2,15000,"N2",,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50146,111,1,,8,8000,1,,3,4,2,,,,3,0,0,0,,,,0,0,0,3,24000,"N2",,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50146,114,1,,10,600,1,,2,8,2,,,,12,0,0,0,,,,0,0,0,4,2400,"N3",,0,2,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50146,122,1,,80,300,1,2,8,2,2,,,,20,0,0,0,,,,0,0,0,30,9000,"N4",,,5,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50147,107,1,,2,90000,1,,1,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50147,110,1,,2,6000,1,,1,,2,,,,0,0,0,0,,,,0,0,0,1,5500,"N4",,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50147,111,1,,1,12000,1,,1,,2,,,,0,0,0,0,,,,0,0,0,1,12000,"N4",,0,0,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50147,114,1,,22,500,2,,2,,2,,,,14,0,0,0,,,,0,0,2,0,,,,0,4,2,,,,,,,0,,,,,,,0
2,5,510,2,1516,50148,110,1,,10,6000,1,6,2,3,2,,,,4,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,,,,,,,,0
2,5,510,2,1516,50148,111,1,,5,8000,1,6,2,3,2,,,,2,0,0,0,,,,0,0,0,,,,,0,0,2,,,,,,,,,,,,,,0
2,5,510,2,1516,50148,114,1,,15,500,1,6,1,6,2,,,,10,0,0,0,,,,0,0,0,7,3500,"N3",,0,3,2,,,,,,,,,,,,,,0
2,5,510,2,1516,50149,107,1,,4,100,1,,3,10,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,2,,,,,,,0
2,5,510,2,1516,50149,110,1,,10,8000,1,2,4,10,2,,,,20,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,2,,,,,,,0
2,5,510,2,1516,50149,111,1,,10,9000,1,,4,10,2,,,,7,0,0,0,,,,0,0,0,0,,,,0,3,2,,,,,,,2,,,,,,,0
2,5,510,2,1516,50149,114,1,,3,500,1,9,2,9,2,,,,30,0,0,0,,,,0,0,0,0,,,,0,5,2,,,,,,,2,,,,,,,0
2,5,510,2,1516,50150,107,1,,3,100000,1,,4,5,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,2,,,,,,,0
2,5,510,2,1516,50150,111,1,,4,9000,1,,4,5,2,,,,3,0,0,0,,,,0,0,0,0,,,,0,1,2,,,,,,,2,,,,,,,0
2,5,510,2,1516,50150,114,1,,10,500,1,,2,10,2,,,,20,0,0,0,,,,0,0,0,5,2500,"N2","N3",0,4,2,,,,,,,2,,,,,,,0
2,5,518,2,1304,50152,110,1,,8,600,1,2,1,2,2,,,,2,0,0,2,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1304,50153,106,1,,2,80000,1,,1,3,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,1,9,,,0,,,2,"N2",,9,8,,,0
2,5,518,2,1304,50154,105,1,,1,60000,1,,1,3,2,,,,0,0,0,0,,,,,0,0,4,200000,"N2",,0,0,2,,,,,,,2,,,,,,,0
2,5,518,2,1304,50155,107,1,,4,95000,1,,,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,4,"N2",,6,,,,0
2,5,518,2,1304,50155,110,1,,13,6500,1,,,,2,,,,2,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1304,50155,111,1,,6,12000,1,,,,2,,,,1,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1304,50156,106,1,,2,70000,1,,1,2,2,,,,0,0,0,,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1304,50156,110,1,,3,500,1,,1,2,2,,,,0,0,0,,,,,0,0,0,2,12000,"N3",,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1304,50156,114,1,,10,500,1,,1,2,2,,,,0,0,0,,,,,0,0,0,5,2500,"N4",,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1304,50157,106,1,,2,80000,1,,1,2,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,,2,,,,,,,0,,,,,,,0
2,5,518,2,1304,50157,110,1,,5,4500,1,,1,2,2,,,,2,0,0,0,,,,0,0,0,2,11000,"N4",,0,,2,,,,,,,,,,,,,,0
2,5,518,2,1304,50157,114,1,,12,450,1,,1,2,2,,,,4,0,0,0,,,,0,0,2,3,1200,"N5",,0,1,2,,,,,,,0,,,,,,,0
2,5,518,2,1304,50158,110,1,,2,5000,1,,1,,2,,,,0,0,0,2,4000,"N4",,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,518,2,1304,50159,106,1,,2,120000,1,,4,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,2,"N4",,9,10,,,0
2,5,518,2,1304,50159,110,1,,3,5000,1,,4,,2,,,,0,0,0,0,,,,0,0,0,26,130000,"N3",,0,0,1,9,,,,,,0,,,,,,,0
2,5,518,2,1304,50159,114,1,,3,500,1,,4,,2,,,,0,0,0,0,,,,0,0,0,10,5000,"N3",,0,15,1,10,,,,,,0,,,,,,,0
2,5,520,2,1756,50161,107,1,,3,85000,1,,3,5,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50161,110,1,,15,6000,1,,4,6,2,,,,5,0,0,0,,,,0,0,0,5,30000,"N2",,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50161,111,1,,15,8000,1,,4,6,2,,,,5,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50161,114,1,,15,500,1,,2,,2,,,,0,0,0,,,,,,,,0,,,,0,5,1,1,,,10,,0,,,,,,,,0
2,5,520,2,1756,50161,120,1,,10,800,1,,2,,2,,,,0,0,0,0,,,,,,,0,,,,0,3,1,1,,,3,,0,,,,,,,,0
2,5,520,2,1756,50162,107,1,,2,80000,1,,1,3,2,,,,0,,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50162,110,1,,12,6500,1,,3,4,2,,,,5,,0,0,,,,0,0,0,3,18000,"N2",,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50162,111,1,,11,8000,1,,3,4,2,,,,3,,0,0,,,,0,0,0,2,14500,"N2",,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50162,114,1,,15,500,1,,2,8,2,,,,5,,0,0,,,,2,0,1,2,1000,"N3",,0,2,1,1,,,8,,,0,,,,,,,0
2,5,520,2,1756,50163,107,1,,2,80000,1,,1,,2,,,,0,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,0,,,,,,,0
2,5,520,2,1756,50163,110,1,,5,6000,1,,1,,2,,,,5,0,0,0,,,,0,0,0,1,6000,"N1",,0,,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50163,111,1,,3,9000,1,,1,,2,,,,3,0,0,0,,,,0,0,0,1,9000,"N1",,0,1,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50164,107,1,,2,75000,1,,3,4,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50164,110,1,,5,6500,1,,3,4,2,,,,2,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50164,111,1,,3,8000,1,,3,4,2,,,,1,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50165,107,1,,2,75000,1,,1,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,2,,,,,,,0
2,5,520,2,1756,50165,110,1,,6,6000,1,,1,,2,,,,3,0,0,0,,,,0,0,0,1,6000,"N1",,0,0,2,,,,,,,2,,,,,,,0
2,5,520,2,1756,50165,111,1,,4,8500,1,,1,,2,,,,3,0,0,0,,,,0,0,0,0,,,,0,1,2,,,,,,,2,,,,,,,0
2,5,520,2,1756,50165,114,1,,4,500,2,5,2,5,2,,,,6,0,0,0,,,,0,0,0,0,,,,0,4,2,,,,,,,2,,,,,,,0
2,5,520,2,1756,50166,107,1,,2,,1,,1,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50166,110,1,,4,,2,5,2,5,2,,,,0,4,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50166,111,1,,4,,2,5,2,5,2,,,,0,4,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50167,107,1,,2,,1,,,,2,,,,0,0,0,0,,,,0,0,0,0,,,,,,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50167,110,1,,2,,1,,,,2,,,,0,0,0,0,,,,0,0,0,3,121000,"N1",,,2,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50167,111,1,,2,,1,,,,2,,,,0,0,0,0,,,,0,0,0,3,15000,"N1",,,,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50168,110,1,,2,5000,1,,1,,2,,,,0,0,0,2,7000,"N4",,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50168,111,1,,3,12000,1,,1,,2,,,,0,0,0,3,15000,"N4",,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50169,107,1,,2,90000,1,,1,,2,,,,,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50169,110,1,,11,6000,1,,1,,2,,,,3,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50169,111,1,,10,15000,1,,1,,2,,,,5,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50169,114,1,,3,300,2,,2,,2,,,,6,0,0,0,,,,0,0,0,1,500,"N2",,0,2,2,,,,,,,0,,,,,,,0
2,5,520,2,1756,50170,107,1,,2,100000,1,,1,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
5,6,601,2,640,60048,113,1,,4,1300,1,,1,,2,,,,0,0,0,0,,,,0,0,3,13,16900,"N2",,0,4,2,,,,,,,0,,,,,,,0
5,6,601,2,640,60048,114,1,,5,1000,1,,1,,2,,,,12,0,0,0,,,,3,0,2,0,,,,0,,2,,,,,,,0,,,,,,,0
5,6,601,2,640,60048,116,1,,4,2000,1,,1,,2,,,,10,0,0,0,,,,2,0,0,15,30000,"N1",,0,3,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70001,110,1,,5,8000,1,2,1,2,2,,,,2,0,0,0,,,,0,0,0,2,2000,"N1",,0,1,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70001,111,1,,7,9000,1,2,1,2,2,,,,1,0,0,0,,,,0,0,0,4,36000,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70001,114,1,,30,1000,1,2,1,2,2,,,,6,0,0,0,,,,0,0,0,10,10000,"N1",,0,1,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70001,117,1,,1,6000,1,2,1,2,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70002,114,1,,20,950,1,2,2,,2,,,,6,0,0,0,,,,0,0,0,3,2850,"N2",,0,2,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70003,114,1,,6,1000,1,,1,,2,,,,6,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70005,114,1,,30,1000,2,,2,,2,,,,8,0,0,0,,,,0,0,0,5,6000,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70006,114,1,,1,1000,1,2,2,,2,,,,18,2,2,0,,,,2,2,2,2,2000,"N2","N3",0,0,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70007,114,1,,4,1000,1,2,2,,2,,,,0,0,0,0,,,,0,0,5,15,15000,"N2",,0,3,1,1,,,13,,,0,,,,,,,0
1,7,707,2,560,70008,110,1,,20,8000,1,,2,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70008,111,1,,8,10000,1,,2,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70009,110,1,,1,7000,2,,2,,2,,,,0,0,0,0,,,,0,0,0,3,24000,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70009,114,1,,2,1000,2,,2,,2,,,,0,0,0,0,,,,0,0,0,3,3000,"N1",,0,1,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70010,110,1,,1,3,1,,1,,2,,,,0,0,0,0,,,,0,0,0,2,10000,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,707,2,560,70010,114,1,,1,16,1,2,2,,2,,,,16,0,0,0,,,,0,0,0,2,850,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,708,2,754,70011,114,1,,30,1000,2,,2,,2,,,,8,0,0,0,,,,0,0,0,7,7000,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,708,2,754,70012,114,1,,16,1200,2,,2,,2,,,,8,0,0,0,,,,0,0,0,6,6000,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,708,2,754,70013,114,1,,25,1000,2,,2,,2,,,,8,0,0,0,,,,0,0,0,4,5500,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,708,2,754,70014,114,1,,0,1000,0,,0,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,1,1,,,4,,,0,,,,,,,0
1,7,708,2,754,70017,114,1,,4,1000,2,,2,,2,,,,6,0,0,0,,,,0,0,,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,708,2,754,70018,110,1,,2,9500,1,,1,3,2,,,,1,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,708,2,754,70018,114,1,,12,750,2,3,2,1,2,,,,9,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,708,2,754,70019,110,1,,2,10000,1,,1,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,708,2,754,70019,114,1,,19,900,1,2,2,,2,,,,12,0,0,0,,,,0,0,0,2,900,"N2","N3",0,2,2,,,,,,,0,,,,,,,0
1,7,708,2,754,70020,110,1,,6,9500,1,,1,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,708,2,754,70020,114,1,,10,900,1,2,2,,2,,,,12,0,0,0,,,,0,0,5,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70021,110,1,,8,5000,1,2,2,,2,,,,3,0,0,0,,,,0,0,0,10,50000,"N1",,0,3,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70021,111,1,,2,8000,1,2,2,,2,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70021,112,1,,2,10000,1,2,2,,2,,,,0,0,0,0,,,,0,0,0,2,20000,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70021,114,1,,40500,40500,1,2,2,,2,,,,12,0,0,0,,,,0,0,0,50,25000,"N1",,0,6,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70022,114,1,,49,1000,1,2,2,0,2,,,,13,0,0,0,,,,0,0,0,3,3000,"N2",,0,1,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70023,114,1,,12,1200,2,,5,,2,,,,6,0,0,0,,,,0,0,0,3,3600,"N1",,0,1,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70024,114,1,,16,1200,2,,4,5,2,,,,11,0,0,0,,,,0,0,0,6,7200,"N1",,0,2,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70025,110,1,,6,800,1,,1,,2,,,,2,0,0,0,,,,0,0,0,6,4000,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70025,114,1,,30,1000,1,,2,,2,,,,5,0,0,0,,,,0,0,0,0,,,,0,1,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70026,114,1,,68,1000,,,1,2,2,,,,40,0,0,0,,,,0,0,0,5,5000,"N1",,0,2,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70027,114,1,,38,1000,1,,1,,2,,,,18,0,0,20,2500,"N1",,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70028,114,1,,9,1200,2,,2,,2,,,,6,0,0,0,,,,0,0,0,4,4800,"N1",,0,1,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70029,110,1,,2,8,1,,1,,2,,,,2,0,0,0,,,,0,0,0,4,42000,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70029,114,1,,19,850,5,,,2,2,,,,6,0,0,0,,,,0,0,0,6,5100,"N1",,0,3,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70030,110,1,,6,10500,1,,1,,2,,,,2,0,0,4,19500,"N3","N4",0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,705,2,4186,70030,114,1,,68,1000,1,2,2,,2,,,,24,0,0,0,,,,0,0,0,4,3800,"N2",,0,3,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70031,114,1,,9,1200,2,,2,,2,,,,6,0,0,0,,,,0,0,0,3,3600,"N1",,0,1,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70033,110,1,,6,10000,1,,1,,2,,,,1,2,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70033,114,1,,41,1000,1,2,2,,2,,,,1,12,0,0,,,,0,0,0,6,6000,"N2",,0,3,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70034,114,1,,17,1200,1,,2,,2,,,,4,0,0,0,,,,0,0,0,3,3600,"N1",,0,2,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70035,114,1,,5,1000,1,2,2,,2,,,,10,0,0,0,,,,0,0,0,6,6000,"N2","N3",0,4,1,1,,,27,,,0,,,,,,,0
1,7,722,2,234,70036,114,1,,40,1000,1,2,2,,2,,,,18,0,0,0,,,,0,0,0,5,5000,"N1",,0,3,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70037,110,1,,5,10000,1,,1,,2,,,,2,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70037,114,1,,46,1100,1,,1,,2,,,,13,0,0,0,,,,0,0,4,0,,,,0,3,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70037,118,1,,15,800,1,,1,,2,,,,11,0,0,0,,,,0,0,6,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70038,110,1,,5,7000,1,2,2,3,2,,,,1,0,0,0,,,,0,0,0,3,30000,"N1",,0,2,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70038,114,1,,30,1000,1,2,2,3,2,,,,10,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70039,110,1,,4,8000,1,,1,,2,,,,2,0,0,0,,,,0,0,1,3,24000,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70039,114,1,,35,1000,1,,1,,2,,,,5,0,0,0,,,,0,0,5,15,15000,"N1",,0,5,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70040,110,1,,2,6000,2,,2,,2,,,,0,0,0,0,,,,0,0,0,2,16000,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,234,70040,114,1,,21,1000,2,,2,,2,,,,11,,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,892,70041,110,1,,4,8000,1,2,1,2,2,,,,3,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,892,70041,114,1,,15,1000,1,2,1,2,2,,,,6,0,0,0,,,,0,0,3,7,7000,"N1",,0,4,2,,,,,,,0,,,,,,,0
1,7,722,2,892,70042,110,1,,2,8000,1,2,1,2,2,,,,1,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,892,70042,114,1,,22,1000,1,2,1,2,2,,,,6,0,0,0,,,,0,0,0,4,400,"N1",,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,892,70043,110,1,,3,10000,1,,2,,2,,,,1,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,892,70043,114,1,,22,1050,1,1,1,2,2,,,,6,0,0,0,,,,0,0,0,3,3250,"N1","N1",0,1,2,,,,,,,0,,,,,,,0
1,7,722,2,892,70044,110,1,,4,10000,1,,1,,2,,,,1,0,0,0,,,,0,0,0,0,,,,0,0,2,,,,,,,0,,,,,,,0
1,7,722,2,892,70044,114,1,,21,950,1,2,2,,2,,,,16,0,0,0,,,,0,0,0,0,,,,0,3,2,,,,,,,0,,,,,,,0
1,7,722,2,892,70045,114,1,,14,950,1,2,2,,2,,,,10,2,2,2,0,,,2,2,6,7,6650,"N2",,0,6,2,,,,,,,0,,,,,,,0
1,7,722,2,892,70047,114,1,,14,1000,1,2,1,2,2,,,,3,0,0,0,,,,0,0,6,8,8000,"N1",,0,1,2,,,,,,,0,,,,,,,0
