"zone","state","lga","sector","ea","hhid","topic_cd","sa5aq1","sa5aq2a","sa5aq2b","trackingobs"
3,33,3323,2,92,330039,6,1,11,,0
3,33,3323,2,92,330039,10,1,11,,0
3,33,3323,2,92,330039,11,1,11,,0
3,33,3323,2,92,330040,3,1,11,,0
3,33,3323,2,92,330040,5,1,11,,0
3,33,3318,2,30,330041,1,1,11,,0
3,33,3318,2,30,330041,2,1,11,,0
3,33,3318,2,30,330041,3,1,11,,0
3,33,3318,2,30,330041,5,1,11,,0
3,33,3318,2,30,330041,6,1,11,,0
3,33,3318,2,30,330042,1,1,11,,0
3,33,3318,2,30,330042,2,1,11,,0
3,33,3318,2,30,330042,3,1,11,,0
3,33,3318,2,30,330042,5,1,11,,0
3,33,3318,2,30,330042,6,1,11,,0
3,33,3318,2,30,330043,1,1,11,,0
3,33,3318,2,30,330043,2,1,11,,0
3,33,3318,2,30,330043,3,1,11,,0
3,33,3318,2,30,330043,5,1,11,,0
3,33,3318,2,30,330044,1,1,11,,0
3,33,3318,2,30,330044,2,1,11,,0
3,33,3318,2,30,330044,3,1,11,,0
3,33,3318,2,30,330044,5,1,11,,0
3,33,3318,2,30,330044,10,1,11,,0
3,33,3318,2,30,330044,11,1,11,,0
3,33,3318,2,30,330045,1,1,11,,0
3,33,3318,2,30,330045,2,1,11,,0
3,33,3318,2,30,330045,3,1,11,,0
3,33,3318,2,30,330045,5,1,11,,0
3,33,3318,2,30,330045,6,1,11,,0
3,33,3318,2,30,330046,1,1,11,,0
3,33,3318,2,30,330046,3,1,11,,0
3,33,3318,2,30,330047,1,1,11,,0
3,33,3318,2,30,330047,3,1,11,,0
3,33,3318,2,30,330047,5,1,11,,0
3,33,3318,2,30,330048,1,1,11,,0
3,33,3318,2,30,330048,3,1,11,,0
3,33,3318,2,30,330049,1,1,11,,0
3,33,3318,2,30,330049,3,1,11,,0
3,33,3318,2,30,330049,5,1,11,,0
3,33,3318,2,30,330050,1,1,11,,0
3,33,3318,2,30,330050,3,1,11,,0
3,33,3318,2,30,330050,5,1,11,,0
3,33,3313,2,930,330051,1,1,11,,0
3,33,3313,2,930,330051,2,1,11,,0
3,33,3313,2,930,330051,3,1,11,,0
3,33,3313,2,930,330051,5,1,11,,0
3,33,3313,2,930,330051,6,1,11,,0
3,33,3313,2,930,330051,10,1,11,,0
3,33,3313,2,930,330052,1,1,11,,0
3,33,3313,2,930,330052,2,1,11,,0
3,33,3313,2,930,330052,3,1,11,,0
3,33,3313,2,930,330052,5,1,11,,0
3,33,3313,2,930,330052,6,1,11,,0
3,33,3313,2,930,330052,10,1,11,,0
3,33,3313,2,930,330052,11,1,11,,0
3,33,3313,2,930,330053,1,1,11,,0
3,33,3313,2,930,330053,3,1,11,,0
3,33,3313,2,930,330055,1,1,11,,0
3,33,3313,2,930,330055,2,1,11,,0
3,33,3313,2,930,330055,3,1,11,,0
3,33,3313,2,930,330055,5,1,11,,0
3,33,3313,2,930,330055,6,1,11,,0
3,33,3313,2,930,330055,10,1,11,,0
3,33,3313,2,930,330056,1,1,11,,0
3,33,3313,2,930,330056,3,1,11,,0
3,33,3313,2,930,330057,1,1,11,,0
3,33,3313,2,930,330057,3,1,11,,0
3,33,3313,2,930,330057,5,1,11,,0
3,33,3313,2,930,330058,1,1,11,,0
3,33,3313,2,930,330058,3,1,11,,0
3,33,3313,2,930,330058,5,1,11,,0
3,33,3313,2,930,330059,3,1,11,,0
3,33,3313,2,930,330059,5,1,11,,0
3,33,3313,2,930,330060,1,1,11,,0
3,33,3313,2,930,330060,2,1,11,,0
3,33,3313,2,930,330060,3,1,11,,0
3,33,3313,2,930,330060,5,1,11,,0
3,33,3313,2,930,330060,6,1,11,,0
3,33,3313,2,930,330060,10,1,11,,0
3,33,3304,2,418,330061,1,1,11,,0
3,33,3304,2,418,330061,3,1,11,,0
3,33,3304,2,418,330061,5,1,11,,0
3,33,3304,2,418,330062,1,1,11,,0
3,33,3304,2,418,330062,3,1,11,,0
3,33,3304,2,418,330062,5,1,11,,0
3,33,3304,2,418,330063,1,1,11,,0
3,33,3304,2,418,330063,3,1,11,,0
3,33,3304,2,418,330063,5,1,11,,0
3,33,3304,2,418,330064,1,1,11,,0
3,33,3304,2,418,330064,2,1,11,,0
3,33,3304,2,418,330064,3,1,11,,0
3,33,3304,2,418,330064,5,1,11,,0
3,33,3304,2,418,330064,6,1,11,,0
3,33,3304,2,418,330065,1,1,11,,0
3,33,3304,2,418,330065,3,1,11,,0
3,33,3304,2,418,330065,5,1,11,,0
3,33,3304,2,418,330066,1,1,11,,0
3,33,3304,2,418,330066,2,1,11,,0
3,33,3304,2,418,330066,3,1,11,,0
3,33,3304,2,418,330066,5,1,11,,0
3,33,3304,2,418,330066,6,1,11,,0
3,33,3304,2,418,330066,10,1,11,,0
3,33,3304,2,418,330066,11,1,11,,0
3,33,3304,2,418,330067,1,1,11,,0
3,33,3304,2,418,330067,2,1,11,,0
3,33,3304,2,418,330067,3,1,11,,0
3,33,3304,2,418,330067,5,1,11,,0
3,33,3304,2,418,330067,6,1,11,,0
3,33,3304,2,418,330068,1,1,11,,0
3,33,3304,2,418,330068,3,1,11,,0
3,33,3304,2,418,330068,5,1,11,,0
3,33,3304,2,418,330069,1,1,11,,0
3,33,3304,2,418,330069,2,1,11,,0
3,33,3304,2,418,330069,3,1,11,,0
3,33,3304,2,418,330069,5,1,11,,0
3,33,3304,2,418,330069,6,1,11,,0
3,33,3304,2,418,330069,10,1,11,,0
3,33,3304,2,418,330069,11,1,11,,0
3,33,3304,2,418,330070,1,1,11,,0
3,33,3304,2,418,330070,2,1,11,,0
3,33,3304,2,418,330070,3,1,11,,0
3,33,3304,2,418,330070,5,1,11,,0
3,33,3304,2,418,330070,6,1,11,,0
3,33,3304,2,418,330070,10,1,11,,0
3,33,3307,2,688,330074,1,1,11,,0
3,33,3307,2,688,330074,2,1,11,,0
3,33,3307,2,688,330074,3,1,11,,0
3,33,3307,2,688,330074,5,1,11,,0
3,33,3307,2,688,330076,1,1,11,,0
3,33,3307,2,688,330076,2,1,11,,0
3,33,3307,2,688,330076,3,1,11,,0
3,33,3307,2,688,330076,5,1,11,,0
3,33,3307,2,688,330076,6,1,11,,0
3,33,3307,2,688,330078,1,1,11,,0
3,33,3307,2,688,330078,2,1,11,,0
3,33,3307,2,688,330078,3,1,11,,0
3,33,3307,2,688,330078,4,1,11,,0
3,33,3307,2,688,330078,6,1,11,,0
3,33,3307,2,688,330079,1,1,11,,0
3,33,3307,2,688,330079,2,1,11,,0
3,33,3307,2,688,330079,3,1,11,,0
3,33,3307,2,688,330079,5,1,11,,0
3,33,3307,2,688,330079,10,1,11,,0
3,33,3307,2,688,330079,11,1,11,,0
3,33,3307,2,688,330080,1,1,11,,0
3,33,3307,2,688,330080,2,1,11,,0
3,33,3307,2,688,330080,3,1,11,,0
3,33,3307,2,688,330080,4,1,11,,0
3,33,3307,2,688,330080,5,1,11,,0
3,33,3307,2,688,330080,6,1,11,,0
3,33,3307,2,688,330080,10,1,11,,0
2,34,3401,2,526,340002,1,1,11,,0
2,34,3401,2,526,340002,3,1,11,,0
2,34,3401,2,526,340002,11,1,11,,0
2,35,3513,2,576,350067,2,1,,,0
2,35,3513,2,576,350067,11,1,,,0
2,35,3509,2,1310,350104,1,1,1,,0
2,35,3509,2,1310,350104,3,1,1,,0
3,36,3605,2,240,360013,1,1,5,,0
3,36,3605,2,240,360013,2,1,5,,0
3,36,3605,2,240,360013,3,1,5,,0
3,36,3605,2,240,360013,5,1,5,,0
3,36,3605,2,240,360018,1,1,5,,0
3,36,3605,2,240,360018,2,1,5,,0
3,36,3605,2,240,360018,3,1,5,,0
3,36,3605,2,240,360018,5,1,5,,0
3,36,3605,2,240,360018,10,1,5,,0
3,36,3605,2,240,360018,11,1,5,,0
3,36,3603,2,978,360029,2,1,11,,0
3,36,3603,2,978,360029,6,1,11,,0
3,36,3603,2,978,360029,10,1,11,,0
3,36,3603,2,978,360029,11,1,2,,0
3,36,3613,2,1066,360042,2,1,1,,0
3,36,3613,2,1066,360042,3,1,8,,0
3,36,3613,2,1066,360044,1,1,1,,0
3,36,3613,2,1066,360044,2,1,1,,0
3,36,3613,2,1066,360044,3,1,1,,0
3,36,3610,2,1826,360055,2,1,1,,0
3,36,3610,2,1826,360055,3,1,8,,0
3,36,3610,2,1826,360057,1,1,1,,0
3,36,3610,2,1826,360057,2,1,11,,0
3,36,3610,2,1826,360057,3,1,5,,0
