"zone","state","lga","sector","ea","resource_cd","resource_specify","c4q1","c4q2","c4q3","c4q4a","c4q4b","c4q4c","c4q4d","c4q5a","c4q5b","c4q5c"
5,10,1018,2,898,403,,2,,,,,,,,,
5,10,1018,2,898,404,,1,2,2,4,,,,8,,
5,10,1020,1,38,401,,2,,,,,,,,,
5,10,1020,1,38,402,,1,2,2,4,,,,8,,
5,10,1020,1,38,403,,2,,,,,,,,,
5,10,1020,1,38,404,,1,2,2,4,,,,8,,
5,10,1020,1,38,405,,2,,,,,,,,,
5,10,1021,2,120,401,,1,1,1,3,,,,1,,
5,10,1021,2,120,404,,1,2,,,,,,,,
5,10,1025,2,1774,401,,2,,,,,,,,,
5,10,1025,2,1774,402,,1,2,2,4,,,,8,,
5,10,1025,2,1774,403,,2,,,,,,,,,
5,10,1025,2,1774,404,,1,2,2,4,,,,8,,
4,11,1101,2,154,402,,1,1,1,1,,,,1,,
4,11,1102,2,936,402,,1,1,1,1,,,,1,,
4,11,1104,2,434,402,,1,1,1,2,,,,1,,
4,11,1106,2,446,402,,1,1,1,4,,,,1,,
4,11,1107,2,1034,402,,1,1,1,1,,,,1,,
4,11,1108,2,492,402,,1,1,1,1,,,,1,,
4,11,1109,2,672,402,,1,1,1,1,,,,1,,
4,11,1110,2,2752,402,,1,1,1,1,,,,1,,
4,11,1113,2,954,402,,1,1,1,1,,,,1,,
5,12,1202,1,2710,401,,2,,,,,,,,,
5,12,1202,1,2710,402,,2,,,,,,,,,
5,12,1202,1,2710,403,,2,,,,,,,,,
5,12,1202,1,2710,404,,2,,,,,,,,,
5,12,1202,1,2710,405,,2,,,,,,,,,
5,12,1204,2,736,401,,1,1,1,1,3,,,1,2,6
5,12,1208,2,526,401,,1,1,1,3,,,,1,6,
5,12,1210,2,462,401,,1,1,1,3,5,,,1,6,
5,12,1211,1,2856,401,,2,,,,,,,,,
5,12,1211,1,2856,402,,2,,,,,,,,,
5,12,1211,1,2856,403,,2,,,,,,,,,
5,12,1211,1,2856,404,,2,,,,,,,,,
5,12,1211,1,2856,405,,2,,,,,,,,,
5,12,1214,2,452,401,,1,1,1,,,,,,,
5,12,1214,2,452,402,,2,,,,,,,,,
5,12,1214,2,452,403,,2,,,,,,,,,
5,12,1214,2,452,404,,2,,,,,,,,,
5,12,1214,2,452,405,,2,,,,,,,,,
5,12,1216,2,618,401,,1,1,1,3,,,,1,3,6
5,12,1216,2,618,402,,2,,,,,,,,,
5,12,1216,2,618,403,,2,,,,,,,,,
5,12,1216,2,618,404,,2,,,,,,,,,
5,12,1216,2,618,405,,2,,,,,,,,,
6,13,1301,1,1206,401,,2,,,,,,,,,
6,13,1301,1,1206,402,,2,,,,,,,,,
6,13,1301,1,1206,403,,2,,,,,,,,,
6,13,1301,1,1206,404,,2,,,,,,,,,
6,13,1301,1,1206,405,,2,,,,,,,,,
6,13,1303,1,626,401,,2,,,,,,,,,
6,13,1303,1,626,402,,2,,,,,,,,,
6,13,1303,1,626,403,,2,,,,,,,,,
6,13,1303,1,626,404,,2,,,,,,,,,
6,13,1303,1,626,405,,2,,,,,,,,,
6,13,1305,2,10,401,,2,,,,,,,,,
6,13,1305,2,10,402,,2,,,,,,,,,
6,13,1305,2,10,403,,2,,,,,,,,,
6,13,1305,2,10,404,,2,,,,,,,,,
6,13,1305,2,10,405,,2,,,,,,,,,
6,13,1305,1,1232,401,,2,,,,,,,,,
6,13,1305,1,1232,402,,2,,,,,,,,,
6,13,1305,1,1232,403,,2,,,,,,,,,
6,13,1305,1,1232,404,,1,1,1,4,,,,8,,
6,13,1305,1,1232,405,,2,,,,,,,,,
6,13,1307,1,268,401,,1,2,1,1,2,,,1,3,2
6,13,1307,1,268,402,,2,,,,,,,,,
6,13,1307,1,268,403,,2,,,,,,,,,
6,13,1307,1,268,404,,1,1,1,4,,,,1,3,2
6,13,1307,1,268,405,,2,,,,,,,,,
6,13,1309,2,674,401,,2,,,,,,,,,
6,13,1309,2,674,402,,2,,,,,,,,,
6,13,1309,2,674,403,,2,,,,,,,,,
6,13,1309,2,674,404,,2,,,,,,,,,
6,13,1309,2,674,405,,2,,,,,,,,,
6,13,1310,1,1300,401,,1,2,1,1,2,,,1,2,
6,13,1310,1,1300,402,,1,2,1,1,2,,,1,2,
6,13,1310,1,1300,403,,2,,,,,,,,,
6,13,1310,1,1300,404,,2,,,,,,,,,
6,13,1310,1,1300,405,,2,,,,,,,,,
6,13,1314,1,6,401,,2,,,,,,,,,
6,13,1314,1,6,402,,1,2,1,1,2,,,1,5,
6,13,1314,1,6,403,,2,,,,,,,,,
6,13,1314,1,6,404,,2,,,,,,,,,
4,14,1401,2,1116,401,,1,1,1,3,,,,1,7,2
4,14,1401,2,1116,402,,2,,,,,,,,,
4,14,1401,2,1116,403,,2,,,,,,,,,
4,14,1401,2,1116,404,,2,,,,,,,,,
4,14,1401,2,1116,405,,2,,,,,,,,,
4,14,1403,1,34,401,,2,,,,,,,,,
4,14,1403,1,34,402,,2,,,,,,,,,
4,14,1403,1,34,403,,2,,,,,,,,,
4,14,1403,1,34,404,,2,,,,,,,,,
4,14,1403,1,34,405,,2,,,,,,,,,
4,14,1404,1,96,401,,2,,,,,,,,,
4,14,1404,1,96,402,,2,,,,,,,,,
4,14,1404,1,96,403,,2,,,,,,,,,
4,14,1404,1,96,404,,2,,,,,,,,,
4,14,1404,1,96,405,,2,,,,,,,,,
4,14,1406,2,694,401,,2,,,,,,,,,
4,14,1406,2,694,402,,2,,,,,,,,,
4,14,1406,2,694,403,,2,,,,,,,,,
4,14,1406,2,694,404,,2,,,,,,,,,
4,14,1406,2,694,405,,2,,,,,,,,,
4,14,1407,2,68,401,,1,1,1,3,,,,3,1,2
4,14,1407,2,68,402,,2,,,,,,,,,
4,14,1407,2,68,403,,2,,,,,,,,,
4,14,1407,2,68,404,,2,,,,,,,,,
4,14,1407,2,68,405,,2,,,,,,,,,
4,14,1408,2,968,401,,2,,,,,,,,,
4,14,1408,2,968,402,,2,,,,,,,,,
4,14,1408,2,968,403,,2,,,,,,,,,
4,14,1408,2,968,404,,2,,,,,,,,,
4,14,1408,2,968,405,,2,,,,,,,,,
4,14,1408,2,1996,401,,2,,,,,,,,,
4,14,1408,2,1996,402,,2,,,,,,,,,
4,14,1408,2,1996,403,,2,,,,,,,,,
4,14,1408,2,1996,404,,2,,,,,,,,,
4,14,1408,2,1996,405,,2,,,,,,,,,
4,14,1410,2,236,401,,2,,,,,,,,,
4,14,1410,2,236,402,,2,,,,,,,,,
4,14,1410,2,236,403,,2,,,,,,,,,
4,14,1410,2,236,404,,2,,,,,,,,,
4,14,1411,2,1066,401,,1,1,1,2,3,,,1,2,
4,14,1413,2,670,401,,2,,,,,,,,,
4,14,1413,2,670,402,,2,,,,,,,,,
4,14,1413,2,670,403,,2,,,,,,,,,
4,14,1413,2,670,404,,2,,,,,,,,,
4,14,1413,2,670,405,,2,,,,,,,,,
4,14,1413,1,2578,401,,1,1,1,1,2,,,1,2,7
4,14,1415,2,156,401,,2,,,,,,,,,
4,14,1415,2,156,402,,2,,,,,,,,,
4,14,1415,2,156,403,,2,,,,,,,,,
4,14,1415,2,156,404,,2,,,,,,,,,
4,14,1415,2,952,401,,2,,,,,,,,,
4,14,1415,2,952,402,,2,,,,,,,,,
4,14,1415,2,952,403,,2,,,,,,,,,
4,14,1415,2,952,404,,2,,,,,,,,,
4,14,1415,2,952,405,,2,,,,,,,,,
4,14,1416,2,2314,401,,1,1,1,3,,,,3,7,
4,14,1416,2,2314,402,,2,,,,,,,,,
4,14,1416,2,2314,403,,2,,,,,,,,,
4,14,1416,2,2314,404,,2,,,,,,,,,
2,15,1511,2,1938,401,,2,,,,,,,,,
2,15,1511,2,1938,402,,2,,,,,,,,,
2,15,1511,2,1938,403,,2,,,,,,,,,
2,15,1511,2,1938,404,,2,,,,,,,,,
2,15,1511,2,1938,405,,2,,,,,,,,,
4,16,1602,2,1576,401,,2,,,,,,,,,
4,16,1602,2,1576,402,,2,,,,,,,,,
4,16,1602,2,1576,403,,2,,,,,,,,,
4,16,1602,2,1576,404,,2,,,,,,,,,
4,16,1602,2,1576,405,,2,,,,,,,,,
4,16,1603,2,158,401,,2,,,,,,,,,
4,16,1603,2,158,402,,2,,,,,,,,,
4,16,1603,2,158,403,,2,,,,,,,,,
4,16,1603,2,158,404,,2,,,,,,,,,
4,16,1603,2,158,405,,2,,,,,,,,,
4,16,1605,2,180,401,,2,,,,,,,,,
4,16,1605,2,180,402,,2,,,,,,,,,
4,16,1605,2,180,403,,2,,,,,,,,,
4,16,1605,2,180,404,,2,,,,,,,,,
4,16,1605,2,180,405,,2,,,,,,,,,
4,16,1606,2,590,404,,1,2,1,4,,,,8,,
4,16,1608,2,1104,404,,1,2,1,4,,,,8,,
4,16,1609,2,738,404,,1,1,1,4,,,,8,,
4,16,1610,2,1006,404,,1,2,1,4,,,,8,,
4,16,1612,2,108,401,,2,,,,,,,,,
4,16,1612,2,108,402,,2,,,,,,,,,
4,16,1612,2,108,403,,2,,,,,,,,,
4,16,1612,2,108,404,,2,,,,,,,,,
4,16,1612,2,108,405,,2,,,,,,,,,
4,16,1613,2,440,401,,2,,,,,,,,,
4,16,1613,2,440,402,,2,,,,,,,,,
4,16,1613,2,440,403,,2,,,,,,,,,
4,16,1613,2,440,404,,2,,,,,,,,,
4,16,1613,2,440,405,,2,,,,,,,,,
4,16,1616,2,296,401,,2,,,,,,,,,
4,16,1616,2,296,402,,2,,,,,,,,,
4,16,1616,2,296,403,,2,,,,,,,,,
4,16,1616,2,296,404,,2,,,,,,,,,
4,16,1616,2,296,405,,2,,,,,,,,,
4,16,1618,2,1060,401,,1,1,1,3,,,,1,3,
4,16,1620,2,106,401,,2,,,,,,,,,
4,16,1620,2,106,402,,2,,,,,,,,,
4,16,1620,2,106,403,,2,,,,,,,,,
4,16,1620,2,106,404,,2,,,,,,,,,
4,16,1620,2,106,405,,2,,,,,,,,,
4,16,1622,2,18,401,,1,1,1,4,2,,,1,,
4,16,1622,2,18,402,,1,1,1,4,2,,,1,,
4,16,1622,2,18,404,,1,1,1,4,4,,,1,,
4,16,1625,2,1210,401,,2,,,,,,,,,
4,16,1625,2,1210,402,,2,,,,,,,,,
4,16,1625,2,1210,403,,2,,,,,,,,,
4,16,1625,2,1210,404,,2,,,,,,,,,
4,16,1625,2,1210,405,,2,,,,,,,,,
4,16,1626,2,1546,404,,1,2,1,2,,,,8,,
3,17,1702,2,510,401,,2,,,,,,,,,
3,17,1702,2,510,402,,2,,,,,,,,,
3,17,1702,2,510,403,,2,,,,,,,,,
3,17,1702,2,510,404,,2,,,,,,,,,
3,17,1702,2,510,405,,2,,,,,,,,,
3,17,1704,2,1080,401,,2,,,,,,,,,
3,17,1704,2,1080,402,,2,,,,,,,,,
3,17,1704,2,1080,403,,2,,,,,,,,,
3,17,1704,2,1080,404,,2,,,,,,,,,
3,17,1704,2,1080,405,,2,,,,,,,,,
3,17,1704,1,2074,401,,2,,,,,,,,,
3,17,1704,1,2074,402,,2,,,,,,,,,
3,17,1704,1,2074,403,,2,,,,,,,,,
3,17,1704,1,2074,404,,2,,,,,,,,,
3,17,1704,1,2074,405,,2,,,,,,,,,
3,17,1706,2,284,401,,2,,,,,,,,,
3,17,1706,2,284,402,,2,,,,,,,,,
3,17,1706,2,284,403,,2,,,,,,,,,
3,17,1706,2,284,404,,2,,,,,,,,,
3,17,1706,2,284,405,,2,,,,,,,,,
3,17,1710,2,546,401,,2,,,,,,,,,
3,17,1710,2,546,402,,2,,,,,,,,,
3,17,1710,2,546,403,,2,,,,,,,,,
3,17,1710,2,546,404,,2,,,,,,,,,
3,17,1710,2,546,405,,2,,,,,,,,,
3,17,1712,2,794,401,,2,,,,,,,,,
3,17,1712,2,794,402,,2,,,,,,,,,
3,17,1712,2,794,403,,2,,,,,,,,,
3,17,1712,2,794,404,,2,,,,,,,,,
3,17,1712,2,794,405,,2,,,,,,,,,
3,17,1713,1,226,401,,2,,,,,,,,,
3,17,1713,1,226,402,,2,,,,,,,,,
3,17,1713,1,226,403,,2,,,,,,,,,
3,17,1713,1,226,404,,2,,,,,,,,,
3,17,1713,1,226,405,,2,,,,,,,,,
3,17,1715,2,2244,401,,2,,,,,,,,,
3,17,1715,2,2244,402,,2,,,,,,,,,
3,17,1715,2,2244,403,,2,,,,,,,,,
3,17,1715,2,2244,404,,2,,,,,,,,,
3,17,1715,2,2244,405,,2,,,,,,,,,
3,17,1716,2,1452,401,,2,,,,,,,,,
3,17,1716,2,1452,402,,2,,,,,,,,,
3,17,1716,2,1452,403,,2,,,,,,,,,
3,17,1716,2,1452,404,,2,,,,,,,,,
3,17,1716,2,1452,405,,2,,,,,,,,,
3,17,1719,2,1354,401,,2,,,,,,,,,
3,17,1719,2,1354,402,,2,,,,,,,,,
3,17,1719,2,1354,403,,2,,,,,,,,,
3,17,1719,2,1354,404,,2,,,,,,,,,
3,17,1719,2,1354,405,,2,,,,,,,,,
3,17,1722,2,96,401,,2,,,,,,,,,
3,17,1722,2,96,402,,2,,,,,,,,,
3,17,1722,2,96,403,,2,,,,,,,,,
3,17,1722,2,96,404,,2,,,,,,,,,
3,17,1722,2,96,405,,2,,,,,,,,,
3,17,1724,2,786,401,,2,,,,,,,,,
3,17,1724,2,786,402,,2,,,,,,,,,
3,17,1724,2,786,403,,2,,,,,,,,,
3,17,1724,2,786,404,,2,,,,,,,,,
3,17,1724,2,786,405,,2,,,,,,,,,
3,17,1727,2,634,401,,2,,,,,,,,,
3,17,1727,2,634,402,,2,,,,,,,,,
3,17,1727,2,634,403,,2,,,,,,,,,
3,17,1727,2,634,404,,2,,,,,,,,,
3,17,1727,2,634,405,,2,,,,,,,,,
3,18,1803,2,840,401,,2,,,,,,,,,
3,18,1803,2,840,402,,2,,,,,,,,,
3,18,1803,2,840,403,,2,,,,,,,,,
3,18,1803,2,840,404,,2,,,,,,,,,
3,18,1805,2,534,401,,2,,,,,,,,,
3,18,1805,2,534,402,,2,,,,,,,,,
3,18,1805,2,534,403,,2,,,,,,,,,
3,18,1805,2,534,404,,2,,,,,,,,,
3,18,1805,2,534,405,,2,,,,,,,,,
3,18,1808,2,1726,401,,2,,,,,,,,,
3,18,1808,2,1726,402,,2,,,,,,,,,
3,18,1808,2,1726,403,,2,,,,,,,,,
3,18,1808,2,1726,404,,2,,,,,,,,,
3,18,1808,2,1726,405,,2,,,,,,,,,
3,18,1809,1,1272,401,,2,,,,,,,,,
3,18,1809,1,1272,402,,2,,,,,,,,,
3,18,1809,1,1272,403,,2,,,,,,,,,
3,18,1809,1,1272,404,,2,,,,,,,,,
3,18,1809,1,1272,405,,2,,,,,,,,,
3,18,1811,2,364,401,,2,,,,,,,,,
3,18,1811,2,364,402,,2,,,,,,,,,
3,18,1811,2,364,403,,2,,,,,,,,,
3,18,1811,2,364,404,,2,,,,,,,,,
3,18,1811,2,364,405,,2,,,,,,,,,
3,18,1814,2,678,401,,2,,,,,,,,,
3,18,1814,2,678,402,,2,,,,,,,,,
3,18,1814,2,678,403,,2,,,,,,,,,
3,18,1814,2,678,404,,2,,,,,,,,,
3,18,1814,2,678,405,,2,,,,,,,,,
3,18,1816,1,378,401,,2,,,,,,,,,
3,18,1816,1,378,402,,2,,,,,,,,,
3,18,1816,1,378,403,,2,,,,,,,,,
3,18,1817,2,370,401,,2,,,,,,,,,
3,18,1817,2,370,402,,2,,,,,,,,,
3,18,1817,2,370,403,,2,,,,,,,,,
3,18,1817,2,370,404,,2,,,,,,,,,
3,18,1817,2,370,405,,2,,,,,,,,,
3,18,1820,2,450,401,,2,,,,,,,,,
3,18,1820,2,450,402,,2,,,,,,,,,
3,18,1820,2,450,403,,2,,,,,,,,,
3,18,1820,2,450,404,,2,,,,,,,,,
3,18,1822,2,1654,401,,2,,,,,,,,,
3,18,1822,2,1654,402,,2,,,,,,,,,
3,18,1822,2,1654,403,,2,,,,,,,,,
3,18,1822,2,1654,404,,2,,,,,,,,,
3,18,1822,2,1654,405,,2,,,,,,,,,
3,18,1823,1,1822,401,,2,,,,,,,,,
3,18,1823,1,1822,402,,2,,,,,,,,,
3,18,1823,1,1822,403,,2,,,,,,,,,
3,19,1901,2,640,401,,1,1,1,2,,,,1,6,
3,19,1901,2,640,403,,1,1,1,2,,,,1,6,
3,19,1902,2,52,401,,1,2,1,1,,,,,,
3,19,1902,2,52,403,,1,2,1,1,,,,,,
3,19,1908,2,284,401,,1,2,1,4,,,,8,,
3,19,1914,2,934,401,,1,1,1,1,,,,1,,
3,19,1914,2,934,403,,1,1,1,1,,,,1,,
3,19,1916,2,1516,401,,1,1,1,4,,,,,,
3,19,1916,2,1516,403,,1,1,1,4,,,,1,6,
3,19,1923,2,284,401,,1,1,1,1,,,,1,,
3,19,1925,1,2858,401,,1,1,1,4,,,,1,,
3,19,1925,1,2858,403,,1,1,1,4,,,,1,,
3,19,1925,2,3394,401,,1,1,1,4,,,,3,6,
3,19,1936,2,1994,401,,1,1,1,1,2,,,1,3,6
3,19,1936,2,1994,402,,1,1,1,1,2,,,1,3,6
3,19,1936,2,1994,403,,1,1,1,1,2,,,1,3,6
3,19,1937,2,432,401,,1,1,1,4,,,,1,6,
3,19,1937,2,432,403,,1,1,1,4,,,,6,1,
3,19,1941,2,518,401,,1,1,1,1,2,,,1,6,
3,19,1941,2,518,402,,1,1,1,1,2,,,,,
3,19,1941,2,518,403,,1,1,1,1,2,,,,,
3,19,1943,2,668,401,,1,1,1,4,,,,1,,
3,19,1943,2,668,403,,1,1,1,4,,,,1,,
3,20,2001,2,1354,401,,1,1,1,1,,,,1,,
3,20,2001,2,1354,402,,2,,,,,,,,,
3,20,2001,2,1354,403,,2,,,,,,,,,
3,20,2001,2,1354,404,,2,,,,,,,,,
3,20,2001,2,1354,405,,2,,,,,,,,,
3,20,2003,2,784,403,,1,2,1,4,,,,8,,
3,20,2003,2,784,404,,1,2,1,4,,,,8,,
3,20,2005,2,970,402,,1,2,1,4,,,,,,
3,20,2005,2,970,403,,1,2,1,4,,,,,,
3,20,2005,2,970,404,,1,2,1,4,,,,,,
3,20,2008,2,1474,401,,2,,,,,,,,,
3,20,2008,2,1474,402,,2,,,,,,,,,
3,20,2008,2,1474,403,,2,,,,,,,,,
3,20,2008,2,1474,404,,2,,,,,,,,,
3,20,2008,2,1474,405,,2,,,,,,,,,
3,20,2009,2,240,401,,1,1,1,1,,,,1,,
3,20,2009,2,240,402,,2,,,,,,,,,
3,20,2009,2,240,403,,2,,,,,,,,,
3,20,2009,2,240,404,,2,,,,,,,,,
3,20,2009,2,240,405,,2,,,,,,,,,
3,20,2012,1,844,401,,2,,,,,,,,,
3,20,2012,1,844,402,,2,,,,,,,,,
3,20,2012,1,844,403,,2,,,,,,,,,
3,20,2012,1,844,404,,2,,,,,,,,,
3,20,2012,1,844,405,,2,,,,,,,,,
3,20,2013,2,1232,401,,2,,,,,,,,,
3,20,2013,2,1232,402,,2,,,,,,,,,
3,20,2013,2,1232,403,,2,,,,,,,,,
3,20,2013,2,1232,404,,2,,,,,,,,,
3,20,2013,2,1232,405,,2,,,,,,,,,
3,20,2015,2,1746,403,,1,2,1,4,,,,8,,
3,20,2015,2,1746,404,,1,2,1,4,,,,8,,
3,20,2018,2,1134,403,,1,1,1,4,,,,8,,
3,20,2018,2,1134,404,,1,1,1,4,,,,8,,
3,20,2019,2,344,401,,2,,,,,,,,,
3,20,2019,2,344,402,,2,,,,,,,,,
3,20,2019,2,344,403,,2,,,,,,,,,
3,20,2019,2,344,404,,2,,,,,,,,,
3,20,2019,2,344,405,,2,,,,,,,,,
3,20,2021,1,3300,401,,2,,,,,,,,,
3,20,2021,1,3300,402,,2,,,,,,,,,
3,20,2021,1,3300,403,,2,,,,,,,,,
3,20,2021,1,3300,404,,2,,,,,,,,,
3,20,2021,1,3300,405,,2,,,,,,,,,
3,20,2022,2,1130,403,,1,2,1,4,,,,2,,
3,20,2022,2,1130,404,,1,1,1,4,,,,8,,
3,20,2025,2,760,401,,1,1,1,1,,,,1,,
3,20,2025,2,760,402,,2,,,,,,,,,
3,20,2025,2,760,403,,1,1,1,1,,,,1,,
3,20,2025,2,760,404,,2,,,,,,,,,
3,20,2025,2,760,405,"OTHER",2,,,,,,,,,
3,20,2025,2,1304,401,,1,1,1,1,,,,1,,
3,20,2025,2,1304,402,,2,,,,,,,,,
3,20,2025,2,1304,403,,1,1,1,1,,,,1,,
3,20,2025,2,1304,404,,2,,,,,,,,,
3,20,2025,2,1304,405,,2,,,,,,,,,
3,20,2028,2,498,401,,2,,,,,,,,,
3,20,2028,2,498,402,,2,,,,,,,,,
3,20,2028,2,498,403,,2,,,,,,,,,
3,20,2028,2,498,404,,2,,,,,,,,,
3,20,2028,2,498,405,,2,,,,,,,,,
3,20,2030,2,1050,401,,2,,,,,,,,,
3,20,2030,2,1050,402,,2,,,,,,,,,
3,20,2030,2,1050,403,,1,2,1,4,,,,8,,
3,20,2030,2,1050,404,,1,2,1,4,,,,8,,
3,20,2030,2,1050,405,,2,,,,,,,,,
3,20,2032,1,1390,402,,1,1,1,1,,,,2,3,
3,20,2032,1,1390,403,,1,1,1,1,,,,2,,
3,20,2032,1,1390,404,,1,1,1,4,,,,8,,
3,20,2032,2,1772,403,,1,1,1,4,,,,2,,
3,20,2032,2,1772,404,,1,2,1,4,,,,8,,
3,21,2102,2,1124,401,,1,1,1,1,2,,,1,3,6
3,21,2102,2,1124,402,,2,,,,,,,,,
3,21,2102,2,1124,403,,2,,,,,,,,,
3,21,2102,2,1124,404,,2,,,,,,,,,
3,21,2102,2,1124,405,,2,,,,,,,,,
3,21,2106,2,236,401,,2,,,,,,,,,
3,21,2106,2,236,402,,2,,,,,,,,,
3,21,2106,2,236,403,,2,,,,,,,,,
3,21,2106,2,236,404,,1,1,1,2,,,,1,3,2
3,21,2106,2,236,405,,2,,,,,,,,,
3,21,2106,2,2822,401,,2,,,,,,,,,
3,21,2106,2,2822,402,,2,,,,,,,,,
3,21,2106,2,2822,403,,2,,,,,,,,,
3,21,2106,2,2822,404,,1,2,2,4,,,,8,,
3,21,2106,2,2822,405,,2,,,,,,,,,
3,21,2108,1,520,401,,2,,,,,,,,,
3,21,2108,1,520,402,,2,,,,,,,,,
3,21,2108,1,520,403,,1,1,1,2,,,,1,3,6
3,21,2108,1,520,404,,1,1,1,2,,,,1,3,6
3,21,2108,1,520,405,,1,1,1,2,,,,1,3,6
3,21,2109,2,38,401,,1,1,1,1,2,,,1,3,2
3,21,2109,2,38,402,,2,,,,,,,,,
3,21,2109,2,38,403,,1,1,1,1,2,,,1,2,3
3,21,2109,2,38,404,,1,1,1,2,1,,,1,2,3
3,21,2109,2,38,405,,2,,,,,,,,,
3,21,2111,2,180,401,,2,,,,,,,,,
3,21,2111,2,180,402,,2,,,,,,,,,
3,21,2111,2,180,403,,1,2,1,4,,,,5,,
3,21,2111,2,180,404,,2,,,,,,,,,
3,21,2111,2,180,405,,2,,,,,,,,,
3,21,2115,2,926,401,,2,,,,,,,,,
3,21,2115,2,926,402,,2,,,,,,,,,
3,21,2115,2,926,403,,2,,,,,,,,,
3,21,2115,2,926,404,,1,2,2,4,,,,8,,
3,21,2115,2,926,405,,2,,,,,,,,,
3,21,2117,2,554,401,,1,1,1,2,1,,,1,3,6
3,21,2117,2,554,402,,2,,,,,,,,,
3,21,2117,2,554,403,,2,,,,,,,,,
3,21,2117,2,554,404,,1,1,1,1,2,,,1,3,6
3,21,2119,2,2146,402,,2,,,,,,,,,
3,21,2119,2,2146,403,,2,,,,,,,,,
3,21,2119,2,2146,404,,2,,,,,,,,,
3,21,2119,2,2146,405,,1,2,2,4,,,,8,,
3,21,2119,2,3956,401,,2,,,,,,,,,
3,21,2119,2,3956,402,,2,,,,,,,,,
3,21,2119,2,3956,403,,2,,,,,,,,,
3,21,2119,2,3956,404,,1,2,2,4,,,,8,,
3,21,2119,2,3956,405,,2,,,,,,,,,
1,22,2203,2,266,401,,1,1,1,2,1,,,1,2,5
1,22,2203,2,530,401,,1,1,1,1,2,3,,1,5,
1,22,2203,2,530,402,,1,1,1,1,2,3,,1,5,
1,22,2203,2,530,403,,1,1,1,1,2,3,,1,5,
1,22,2205,2,2432,401,,1,1,1,1,2,3,,1,5,
1,22,2205,2,2432,402,,1,1,1,1,2,,,1,5,
1,22,2209,1,792,404,,1,1,1,1,2,,,1,,
1,22,2211,2,594,401,,2,,,,,,,,,
1,22,2214,2,1354,401,,2,,,,,,,,,
1,22,2214,2,1354,402,,2,,,,,,,,,
1,22,2214,2,1354,403,,2,,,,,,,,,
1,22,2214,2,1354,404,,2,,,,,,,,,
1,22,2218,2,596,401,,1,1,1,3,2,1,,1,5,7
1,22,2218,2,596,402,,1,1,1,1,2,3,,1,5,7
1,23,2302,2,1982,401,,2,,,,,,,,,
1,23,2302,2,1982,402,,2,,,,,,,,,
1,23,2302,2,1982,403,,2,,,,,,,,,
1,23,2302,2,1982,404,,2,,,,,,,,,
1,23,2302,2,1982,405,,2,,,,,,,,,
1,23,2303,2,2348,401,,2,,,,,,,,,
1,23,2303,2,2348,402,,2,,,,,,,,,
1,23,2303,2,2348,403,,1,1,1,1,2,,,1,3,7
1,23,2303,2,2348,404,,2,,,,,,,,,
1,23,2303,2,2348,405,,2,,,,,,,,,
1,23,2304,2,322,401,,1,1,1,1,2,,,3,7,
1,23,2304,2,322,402,,2,,,,,,,,,
1,23,2304,2,322,403,,2,,,,,,,,,
1,23,2304,2,322,404,,2,,,,,,,,,
1,23,2304,2,322,405,,2,,,,,,,,,
1,23,2306,1,970,401,,1,1,1,4,,,,8,,
1,23,2306,1,970,402,,2,,,,,,,,,
1,23,2306,1,970,403,,2,,,,,,,,,
1,23,2306,1,970,404,,2,,,,,,,,,
1,23,2306,1,970,405,,2,,,,,,,,,
1,23,2307,1,78,401,,1,1,1,4,,,,8,,
1,23,2307,1,78,402,,2,,,,,,,,,
1,23,2307,1,78,403,,1,1,1,4,,,,8,,
1,23,2307,1,78,404,,2,,,,,,,,,
1,23,2307,1,78,405,,2,,,,,,,,,
1,23,2307,1,2316,401,,1,1,1,4,,,,8,,
1,23,2307,1,2316,402,,2,,,,,,,,,
1,23,2307,1,2316,403,,2,,,,,,,,,
1,23,2307,1,2316,404,,2,,,,,,,,,
1,23,2307,1,2316,405,,2,,,,,,,,,
1,23,2308,1,556,401,,2,,,,,,,,,
1,23,2308,1,556,402,,2,,,,,,,,,
1,23,2308,1,556,403,,2,,,,,,,,,
1,23,2308,1,556,404,,2,,,,,,,,,
1,23,2308,1,556,405,,2,,,,,,,,,
1,23,2308,1,5180,401,,1,1,1,4,,,,1,3,7
1,23,2308,1,5180,402,,2,,,,,,,,,
1,23,2308,1,5180,403,,2,,,,,,,,,
1,23,2308,1,5180,404,,2,,,,,,,,,
1,23,2308,1,5180,405,,2,,,,,,,,,
1,23,2309,2,998,401,,2,,,,,,,,,
1,23,2309,2,998,402,,2,,,,,,,,,
1,23,2309,2,998,403,,2,,,,,,,,,
1,23,2309,2,998,404,,2,,,,,,,,,
1,23,2309,2,998,405,,2,,,,,,,,,
1,23,2311,2,516,401,,1,1,1,4,,,,1,,
1,23,2311,2,516,402,,2,,,,,,,,,
1,23,2311,2,516,403,,2,,,,,,,,,
1,23,2311,2,516,404,,2,,,,,,,,,
1,23,2311,2,516,405,,2,,,,,,,,,
1,23,2315,2,924,401,,1,1,1,4,,,,8,,
1,23,2315,2,924,402,,2,,,,,,,,,
1,23,2315,2,924,403,,2,,,,,,,,,
1,23,2315,2,924,404,,2,,,,,,,,,
1,23,2315,2,924,405,,2,,,,,,,,,
1,23,2316,1,140,401,,1,1,1,1,2,,,3,7,
1,23,2316,1,140,402,,2,,,,,,,,,
