"zone","state","lga","sector","ea","resource_cd","resource_specify","c4q1","c4q2","c4q3","c4q4a","c4q4b","c4q4c","c4q4d","c4q5a","c4q5b","c4q5c"
1,23,2316,1,140,403,,1,1,1,,,,,,,
1,23,2316,1,140,404,,2,,,,,,,,,
1,23,2316,1,140,405,,2,,,,,,,,,
6,24,2401,1,766,401,,2,,,,,,,,,
6,24,2401,1,766,402,,2,,,,,,,,,
6,24,2401,1,766,403,,2,,,,,,,,,
6,24,2401,1,766,404,,2,,,,,,,,,
6,24,2401,1,766,405,,2,,,,,,,,,
6,24,2403,1,674,402,,2,,,,,,,,,
6,24,2403,1,674,403,,2,,,,,,,,,
6,24,2403,1,674,404,,2,,,,,,,,,
6,24,2403,1,674,405,,2,,,,,,,,,
6,24,2403,1,1588,401,,2,,,,,,,,,
6,24,2403,1,1588,402,,2,,,,,,,,,
6,24,2403,1,1588,403,,2,,,,,,,,,
6,24,2403,1,1588,404,,2,,,,,,,,,
6,24,2403,1,1588,405,,2,,,,,,,,,
6,24,2403,1,3592,401,,2,,,,,,,,,
6,24,2403,1,3592,402,,2,,,,,,,,,
6,24,2403,1,3592,403,,2,,,,,,,,,
6,24,2403,1,3592,404,,2,,,,,,,,,
6,24,2403,1,3592,405,,2,,,,,,,,,
6,24,2403,1,7586,401,,2,,,,,,,,,
6,24,2403,1,7586,402,,2,,,,,,,,,
6,24,2403,1,7586,403,,2,,,,,,,,,
6,24,2403,1,7586,404,,2,,,,,,,,,
6,24,2403,1,7586,405,,2,,,,,,,,,
6,24,2405,1,134,401,,2,,,,,,,,,
6,24,2405,1,134,402,,2,,,,,,,,,
6,24,2405,1,134,403,,2,,,,,,,,,
6,24,2405,1,134,404,,2,,,,,,,,,
6,24,2405,1,134,405,,2,,,,,,,,,
6,24,2407,2,396,401,,1,1,1,1,3,2,,1,6,
6,24,2407,2,396,402,,1,1,1,1,3,2,,1,6,
6,24,2407,2,396,403,,1,1,1,1,3,2,,1,6,
6,24,2407,2,396,404,,1,1,1,1,3,2,,1,6,
6,24,2407,2,396,405,,2,,,,,,,,,
6,24,2408,1,2074,401,,2,,,,,,,,,
6,24,2408,1,2074,402,,2,,,,,,,,,
6,24,2408,1,2074,403,,2,,,,,,,,,
6,24,2408,1,2074,404,,2,,,,,,,,,
6,24,2408,1,2074,405,,2,,,,,,,,,
6,24,2411,1,788,401,,2,,,,,,,,,
6,24,2411,1,788,402,,2,,,,,,,,,
6,24,2411,1,788,403,,2,,,,,,,,,
6,24,2411,1,788,404,,2,,,,,,,,,
6,24,2411,1,788,405,,2,,,,,,,,,
6,24,2412,1,2798,401,,2,,,,,,,,,
6,24,2412,1,2798,402,,2,,,,,,,,,
6,24,2412,1,2798,403,,2,,,,,,,,,
6,24,2412,1,2798,404,,2,,,,,,,,,
6,24,2412,1,2798,405,,2,,,,,,,,,
6,24,2413,1,306,401,,2,,,,,,,,,
6,24,2413,1,306,402,,2,,,,,,,,,
6,24,2413,1,306,403,,2,,,,,,,,,
6,24,2413,1,306,404,,2,,,,,,,,,
6,24,2413,1,306,405,,2,,,,,,,,,
6,24,2415,1,696,401,,2,,,,,,,,,
6,24,2415,1,696,402,,2,,,,,,,,,
6,24,2415,1,696,403,,2,,,,,,,,,
6,24,2415,1,696,404,,2,,,,,,,,,
6,24,2415,1,696,405,,2,,,,,,,,,
6,24,2417,1,112,401,,1,1,1,3,1,,,1,6,
6,24,2417,1,112,402,,2,,,,,,,,,
6,24,2417,1,112,403,,2,,,,,,,,,
6,24,2417,1,112,404,,1,2,1,4,,,,1,6,
6,24,2417,1,924,401,,2,,,,,,,,,
6,24,2417,1,924,402,,2,,,,,,,,,
6,24,2417,1,924,403,,2,,,,,,,,,
6,24,2417,1,924,404,,2,,,,,,,,,
6,24,2417,1,924,405,,2,,,,,,,,,
6,24,2418,1,1770,402,,2,,,,,,,,,
6,24,2418,1,1770,403,,2,,,,,,,,,
6,24,2418,1,1770,404,,2,,,,,,,,,
6,24,2418,1,1770,405,,2,,,,,,,,,
6,24,2419,1,330,402,,2,,,,,,,,,
6,24,2419,1,330,403,,2,,,,,,,,,
6,24,2419,1,330,404,,2,,,,,,,,,
6,24,2419,1,330,405,,2,,,,,,,,,
6,24,2420,1,402,401,,2,,,,,,,,,
6,24,2420,1,402,402,,2,,,,,,,,,
6,24,2420,1,402,403,,2,,,,,,,,,
6,24,2420,1,402,404,,2,,,,,,,,,
6,24,2420,1,402,405,,2,,,,,,,,,
1,25,2502,2,728,401,,2,,,,,,,,,
1,25,2504,2,222,401,,2,,,,,,,,,
1,25,2504,2,222,402,,2,,,,,,,,,
1,25,2504,2,222,403,,2,,,,,,,,,
1,25,2504,2,222,404,,2,,,,,,,,,
1,25,2504,2,222,405,,2,,,,,,,,,
1,25,2507,2,814,401,,2,,,,,,,,,
1,25,2507,2,814,402,,2,,,,,,,,,
1,25,2507,2,814,403,,2,,,,,,,,,
1,25,2507,2,814,404,,2,,,,,,,,,
1,25,2507,2,814,405,,2,,,,,,,,,
1,25,2511,2,1424,401,,2,,,,,,,,,
1,25,2511,2,1424,402,,2,,,,,,,,,
1,25,2511,2,1424,403,,2,,,,,,,,,
1,25,2511,2,1424,404,,2,,,,,,,,,
1,25,2511,2,1424,405,,2,,,,,,,,,
1,26,2601,2,822,401,,2,,,,,,,,,
1,26,2601,2,822,402,,2,,,,,,,,,
1,26,2601,2,822,403,,2,,,,,,,,,
1,26,2601,2,822,404,,2,,,,,,,,,
1,26,2601,2,822,405,,2,,,,,,,,,
1,26,2603,1,658,401,,2,,,,,,,,,
1,26,2603,1,658,402,,2,,,,,,,,,
1,26,2603,1,658,403,,2,,,,,,,,,
1,26,2603,1,658,404,,2,,,,,,,,,
1,26,2603,1,658,405,,2,,,,,,,,,
1,26,2603,1,1786,401,,2,,,,,,,,,
1,26,2603,1,1786,402,,2,,,,,,,,,
1,26,2603,1,1786,403,,2,,,,,,,,,
1,26,2603,1,1786,404,,2,,,,,,,,,
1,26,2603,1,1786,405,,2,,,,,,,,,
1,26,2605,2,594,401,,2,,,,,,,,,
1,26,2605,2,594,402,,2,,,,,,,,,
1,26,2605,2,594,403,,2,,,,,,,,,
1,26,2605,2,594,404,,2,,,,,,,,,
1,26,2605,2,594,405,,2,,,,,,,,,
1,26,2606,1,516,401,,2,,,,,,,,,
1,26,2606,1,516,402,,2,,,,,,,,,
1,26,2606,1,516,403,,2,,,,,,,,,
1,26,2606,1,516,404,,2,,,,,,,,,
1,26,2606,1,516,405,,2,,,,,,,,,
1,26,2608,2,820,401,,1,1,1,3,,,,8,,
1,26,2608,2,820,402,,1,1,1,3,,,,8,,
1,26,2608,2,820,403,,1,1,1,3,,,,8,,
1,26,2608,2,820,404,,1,1,1,3,,,,8,,
1,26,2608,2,820,405,,2,,,,,,,,,
1,26,2611,2,424,401,,2,,,,,,,,,
1,26,2611,2,424,402,,2,,,,,,,,,
1,26,2611,2,424,403,,2,,,,,,,,,
1,26,2611,2,424,404,,2,,,,,,,,,
1,26,2613,2,1462,401,,1,1,1,4,,,,5,,
1,26,2613,2,1462,402,,1,1,1,4,,,,5,,
1,26,2613,2,1462,403,,1,1,1,4,,,,5,,
1,26,2613,2,1462,404,,2,,,,,,,,,
1,26,2613,2,2248,401,,1,1,1,4,,,,5,2,
1,26,2613,2,2248,402,,1,1,1,4,,,,1,5,
1,26,2613,2,2248,403,,1,1,1,4,,,,2,1,
1,26,2613,2,2248,404,,2,,,,,,,,,
1,26,2613,2,2248,405,,2,,,,,,,,,
1,26,2615,2,2178,401,,2,,,,,,,,,
1,26,2615,2,2178,402,,2,,,,,,,,,
1,26,2615,2,2178,403,,2,,,,,,,,,
1,26,2615,2,2178,404,,2,,,,,,,,,
1,26,2615,2,2178,405,,2,,,,,,,,,
1,26,2615,2,2196,401,,2,,,,,,,,,
1,26,2615,2,2196,402,,2,,,,,,,,,
1,26,2615,2,2196,403,,2,,,,,,,,,
1,26,2615,2,2196,404,,2,,,,,,,,,
1,26,2616,2,254,401,,1,1,1,4,,,,6,3,
1,26,2616,2,254,402,,1,1,1,4,,,,6,3,
1,26,2616,2,254,403,,1,1,1,4,,,,1,2,
1,26,2616,2,254,404,,1,1,1,4,,,,8,,
1,26,2616,2,254,405,,2,,,,,,,,,
1,26,2618,2,494,401,,1,1,1,1,2,3,,1,3,8
1,26,2618,2,494,402,,2,,,,,,,,,
1,26,2618,2,494,403,,2,,,,,,,,,
1,26,2618,2,494,404,,2,,,,,,,,,
1,26,2618,2,494,405,,2,,,,,,,,,
1,26,2618,2,1276,401,,1,1,1,1,2,3,,1,3,8
1,26,2618,2,1276,402,,2,,,,,,,,,
1,26,2618,2,1276,403,,2,,,,,,,,,
1,26,2618,2,1276,404,,2,,,,,,,,,
1,26,2618,2,1276,405,,2,,,,,,,,,
1,26,2621,2,100,401,,2,,,,,,,,,
1,26,2621,2,100,402,,2,,,,,,,,,
1,26,2621,2,100,403,,2,,,,,,,,,
1,26,2621,2,100,404,,2,,,,,,,,,
1,26,2621,1,940,401,,2,,,,,,,,,
1,26,2621,1,940,402,,2,,,,,,,,,
1,26,2621,1,940,403,,2,,,,,,,,,
1,26,2621,1,940,404,,2,,,,,,,,,
1,26,2621,1,940,405,,2,,,,,,,,,
1,26,2623,2,1688,401,,2,,,,,,,,,
1,26,2623,2,1688,402,,2,,,,,,,,,
1,26,2623,2,1688,403,,2,,,,,,,,,
1,26,2623,2,1688,404,,2,,,,,,,,,
1,26,2625,2,926,401,,1,2,1,4,,,,3,1,
1,26,2625,2,926,402,,1,2,1,4,,,,3,1,
1,26,2625,2,926,403,,1,2,1,4,,,,3,1,
1,26,2625,2,926,404,,2,,,,,,,,,
1,26,2625,2,926,405,,2,,,,,,,,,
6,27,2701,1,506,401,,2,,,,,,,,,
6,27,2701,1,506,402,,2,,,,,,,,,
6,27,2701,1,506,403,,2,,,,,,,,,
6,27,2701,1,506,404,,2,,,,,,,,,
6,27,2701,1,506,405,,2,,,,,,,,,
6,27,2703,1,1076,401,,2,,,,,,,,,
6,27,2703,1,1076,402,,2,,,,,,,,,
6,27,2703,1,1076,403,,2,,,,,,,,,
6,27,2703,1,1076,404,,2,,,,,,,,,
6,27,2703,1,1076,405,,2,,,,,,,,,
6,27,2703,1,1612,401,,2,,,,,,,,,
6,27,2703,1,1612,402,,2,,,,,,,,,
6,27,2703,1,1612,403,,2,,,,,,,,,
6,27,2703,1,1612,404,,2,,,,,,,,,
6,27,2703,1,1612,405,,2,,,,,,,,,
6,27,2704,2,204,401,,2,,,,,,,,,
6,27,2704,2,204,402,,2,,,,,,,,,
6,27,2704,2,204,403,,2,,,,,,,,,
6,27,2704,2,204,404,,2,,,,,,,,,
6,27,2704,2,204,405,,2,,,,,,,,,
6,27,2707,1,1410,401,,2,,,,,,,,,
6,27,2707,1,1410,402,,2,,,,,,,,,
6,27,2707,1,1410,403,,2,,,,,,,,,
6,27,2707,1,1410,404,,2,,,,,,,,,
6,27,2707,1,1410,405,,2,,,,,,,,,
6,27,2707,1,2136,401,,2,,,,,,,,,
6,27,2707,1,2136,402,,2,,,,,,,,,
6,27,2707,1,2136,403,,2,,,,,,,,,
6,27,2707,1,2136,404,,2,,,,,,,,,
6,27,2707,1,2136,405,,2,,,,,,,,,
6,27,2709,1,1646,401,,2,,,,,,,,,
6,27,2709,1,1646,402,,2,,,,,,,,,
6,27,2709,1,1646,403,,2,,,,,,,,,
6,27,2709,1,1646,404,,2,,,,,,,,,
6,27,2709,1,1646,405,,2,,,,,,,,,
6,27,2711,1,710,401,,2,,,,,,,,,
6,27,2711,1,710,402,,2,,,,,,,,,
6,27,2711,1,710,403,,2,,,,,,,,,
6,27,2711,1,710,404,,2,,,,,,,,,
6,27,2711,1,710,405,,2,,,,,,,,,
6,27,2712,2,110,401,,2,,,,,,,,,
6,27,2712,2,110,402,,2,,,,,,,,,
6,27,2712,2,110,403,,2,,,,,,,,,
6,27,2712,2,110,404,,2,,,,,,,,,
6,27,2712,2,110,405,,2,,,,,,,,,
6,27,2715,2,752,401,,2,,,,,,,,,
6,27,2715,2,752,402,,2,,,,,,,,,
6,27,2715,2,752,403,,2,,,,,,,,,
6,27,2715,2,752,404,,2,,,,,,,,,
6,27,2715,2,752,405,,2,,,,,,,,,
6,27,2719,2,100,401,,2,,,,,,,,,
6,27,2719,2,100,402,,2,,,,,,,,,
6,27,2719,2,100,403,,2,,,,,,,,,
6,27,2719,2,100,404,,2,,,,,,,,,
6,27,2719,2,100,405,,2,,,,,,,,,
6,28,2802,2,566,401,,2,,,,,,,,,
6,28,2802,2,566,402,,2,,,,,,,,,
6,28,2802,2,566,403,,2,,,,,,,,,
6,28,2802,2,566,404,,2,,,,,,,,,
6,28,2802,2,566,405,,2,,,,,,,,,
6,28,2804,1,340,401,,2,,,,,,,,,
6,28,2804,1,340,402,,2,,,,,,,,,
6,28,2804,1,340,403,,2,,,,,,,,,
6,28,2804,1,340,404,,2,,,,,,,,,
6,28,2804,1,340,405,,2,,,,,,,,,
6,28,2806,1,164,401,,2,,,,,,,,,
6,28,2806,1,164,402,,2,,,,,,,,,
6,28,2806,1,164,403,,2,,,,,,,,,
6,28,2806,1,164,404,,1,1,1,4,,,,3,,
6,28,2806,1,164,405,,2,,,,,,,,,
6,28,2806,1,802,401,,2,,,,,,,,,
6,28,2806,1,802,402,,2,,,,,,,,,
6,28,2806,1,802,403,,2,,,,,,,,,
6,28,2806,1,802,404,,2,,,,,,,,,
6,28,2806,1,802,405,,2,,,,,,,,,
6,28,2807,2,1266,401,,2,,,,,,,,,
6,28,2807,2,1266,402,,2,,,,,,,,,
6,28,2807,2,1266,403,,2,,,,,,,,,
6,28,2807,2,1266,404,,2,,,,,,,,,
6,28,2807,2,1266,405,,2,,,,,,,,,
6,28,2810,2,2394,401,,2,,,,,,,,,
6,28,2810,2,2394,402,,2,,,,,,,,,
6,28,2810,2,2394,403,,2,,,,,,,,,
6,28,2810,2,2394,404,,2,,,,,,,,,
6,28,2810,2,2394,405,,2,,,,,,,,,
6,28,2810,1,3722,401,,2,,,,,,,,,
6,28,2810,1,3722,402,,2,,,,,,,,,
6,28,2810,1,3722,403,,2,,,,,,,,,
6,28,2810,1,3722,404,,2,,,,,,,,,
6,28,2810,1,3722,405,,2,,,,,,,,,
6,28,2811,2,588,401,,2,,,,,,,,,
6,28,2811,2,588,402,,2,,,,,,,,,
6,28,2811,2,588,403,,2,,,,,,,,,
6,28,2811,2,588,404,,2,,,,,,,,,
6,28,2811,2,588,405,,2,,,,,,,,,
6,28,2813,2,612,401,,1,1,1,1,2,,,3,6,
6,28,2813,2,612,402,,2,,,,,,,,,
6,28,2813,2,612,403,,2,,,,,,,,,
6,28,2813,2,612,404,,2,,,,,,,,,
6,28,2813,2,612,405,,2,,,,,,,,,
6,28,2814,1,1876,401,,2,,,,,,,,,
6,28,2814,1,1876,402,,2,,,,,,,,,
6,28,2814,1,1876,403,,2,,,,,,,,,
6,28,2814,1,1876,404,,2,,,,,,,,,
6,28,2814,1,1876,405,,2,,,,,,,,,
6,28,2815,2,1164,401,,2,,,,,,,,,
6,28,2815,2,1164,402,,2,,,,,,,,,
6,28,2815,2,1164,403,,2,,,,,,,,,
6,28,2815,2,1164,404,,1,1,1,1,5,,,3,5,
6,28,2815,2,1164,405,,2,,,,,,,,,
6,28,2816,1,2302,401,,2,,,,,,,,,
6,28,2816,1,2302,402,,2,,,,,,,,,
6,28,2816,1,2302,403,,2,,,,,,,,,
6,28,2816,1,2302,404,,2,,,,,,,,,
6,28,2816,1,2302,405,,2,,,,,,,,,
6,28,2816,2,3944,401,,1,1,1,1,2,,,3,1,
6,28,2816,2,3944,402,,2,,,,,,,,,
6,28,2816,2,3944,403,,2,,,,,,,,,
6,28,2816,2,3944,404,,2,,,,,,,,,
6,28,2816,2,3944,405,,2,,,,,,,,,
6,29,2902,1,1028,401,,1,1,,1,,,,1,,
6,29,2902,1,1028,402,,1,1,,1,,,,1,,
6,29,2902,1,1028,403,,1,1,,1,,,,1,,
6,29,2902,1,1028,404,,2,,,,,,,,,
6,29,2905,1,384,401,,1,2,1,1,,,,3,8,
6,29,2905,1,384,402,,1,2,1,1,,,,3,8,
6,29,2905,1,384,403,,1,2,1,1,,,,3,8,
6,29,2905,1,1096,401,,1,1,1,4,,,,3,8,
6,29,2905,1,1096,402,,1,1,1,4,,,,,,
6,29,2905,1,1096,403,,1,1,1,4,,,,,,
6,29,2905,1,1096,404,,2,,,,,,,,,
6,29,2909,2,220,401,,1,1,1,4,,,,8,3,
6,29,2909,2,220,402,,1,1,1,4,,,,8,3,
6,29,2909,2,220,403,,1,1,1,4,,,,8,3,
6,29,2909,2,220,404,,1,1,1,4,,,,8,3,
6,29,2910,1,350,401,,2,,,,,,,,,
6,29,2910,1,350,402,,2,,,,,,,,,
6,29,2910,1,350,403,,2,,,,,,,,,
6,29,2910,1,350,404,,2,,,,,,,,,
6,29,2910,1,350,405,,2,,,,,,,,,
6,29,2911,1,746,401,,2,,,,,,,,,
6,29,2911,1,746,402,,2,,,,,,,,,
6,29,2911,1,746,403,,2,,,,,,,,,
6,29,2911,1,746,404,,2,,,,,,,,,
6,29,2911,1,746,405,,2,,,,,,,,,
6,29,2911,2,1870,401,,2,,,,,,,,,
6,29,2911,2,1870,402,,2,,,,,,,,,
6,29,2911,2,1870,403,,2,,,,,,,,,
6,29,2911,2,1870,404,,2,,,,,,,,,
6,29,2911,2,1870,405,,2,,,,,,,,,
6,29,2914,1,214,401,,1,1,1,4,,,,8,,
6,29,2914,1,214,402,,1,1,1,4,,,,8,,
6,29,2914,1,214,403,,1,1,1,4,,,,8,,
6,29,2914,1,214,404,,1,1,1,4,,,,8,,
6,29,2918,1,952,401,,2,,,,,,,,,
6,29,2918,1,952,402,,2,,,,,,,,,
6,29,2918,1,952,403,,2,,,,,,,,,
6,29,2918,1,952,404,,2,,,,,,,,,
6,29,2918,1,952,405,,2,,,,,,,,,
6,29,2920,1,506,401,,2,,,,,,,,,
6,29,2920,1,506,402,,2,,,,,,,,,
6,29,2920,1,506,403,,2,,,,,,,,,
6,29,2920,1,506,404,,2,,,,,,,,,
6,29,2920,1,506,405,,2,,,,,,,,,
6,29,2920,1,1210,401,,2,,,,,,,,,
6,29,2920,1,1210,402,,2,,,,,,,,,
6,29,2920,1,1210,403,,2,,,,,,,,,
6,29,2920,1,1210,404,,2,,,,,,,,,
6,29,2920,1,1210,405,,2,,,,,,,,,
6,29,2920,2,1628,401,,2,,,,,,,,,
6,29,2920,2,1628,402,,2,,,,,,,,,
6,29,2920,2,1628,403,,2,,,,,,,,,
6,29,2920,2,1628,404,,2,,,,,,,,,
6,29,2920,2,1628,405,,2,,,,,,,,,
6,29,2923,1,396,401,,1,2,1,4,,,,8,,
6,29,2923,1,396,402,,1,2,1,4,,,,8,,
6,29,2923,1,396,403,,1,2,1,4,,,,8,,
6,29,2923,2,1126,401,,1,1,1,4,,,,8,,
6,29,2923,2,1126,402,,1,1,1,4,,,,8,,
6,29,2923,2,1126,403,,1,1,1,4,,,,8,,
6,29,2927,1,1124,401,,2,,,,,,,,,
6,29,2927,1,1124,402,,2,,,,,,,,,
6,29,2927,1,1124,403,,2,,,,,,,,,
6,29,2927,1,1124,404,,2,,,,,,,,,
6,29,2927,1,1124,405,,2,,,,,,,,,
6,29,2930,1,530,401,,2,,,,,,,,,
6,29,2930,1,530,402,,2,,,,,,,,,
6,29,2930,1,530,403,,2,,,,,,,,,
6,29,2930,1,530,404,,2,,,,,,,,,
6,29,2930,1,530,405,,2,,,,,,,,,
6,29,2930,1,1300,401,,2,,,,,,,,,
6,29,2930,1,1300,402,,2,,,,,,,,,
6,29,2930,1,1300,403,,2,,,,,,,,,
6,29,2930,1,1300,404,,2,,,,,,,,,
6,29,2930,1,1418,401,,2,,,,,,,,,
6,29,2930,1,1418,402,,2,,,,,,,,,
6,29,2930,1,1418,403,,2,,,,,,,,,
6,29,2930,1,1418,404,,2,,,,,,,,,
6,30,3002,1,1264,401,,2,,,,,,,,,
6,30,3002,1,1264,402,,2,,,,,,,,,
6,30,3002,1,1264,403,,2,,,,,,,,,
6,30,3002,1,1264,404,,2,,,,,,,,,
6,30,3002,1,1264,405,,2,,,,,,,,,
6,30,3002,1,1310,401,,2,,,,,,,,,
6,30,3002,1,1310,402,,2,,,,,,,,,
6,30,3002,1,1310,403,,2,,,,,,,,,
6,30,3002,1,1310,404,,2,,,,,,,,,
6,30,3002,1,1310,405,,2,,,,,,,,,
6,30,3004,2,216,401,,1,1,1,3,4,,,5,6,
6,30,3005,1,2870,401,,2,,,,,,,,,
6,30,3005,1,2870,402,,2,,,,,,,,,
6,30,3005,1,2870,403,,2,,,,,,,,,
6,30,3005,1,2870,404,,2,,,,,,,,,
6,30,3005,1,2870,405,,2,,,,,,,,,
6,30,3005,1,2942,401,,2,,,,,,,,,
6,30,3005,1,2942,402,,2,,,,,,,,,
6,30,3005,1,2942,403,,2,,,,,,,,,
6,30,3005,1,2942,404,,2,,,,,,,,,
6,30,3005,1,2942,405,,2,,,,,,,,,
6,30,3007,1,1624,401,,2,,,,,,,,,
6,30,3007,1,1624,402,,2,,,,,,,,,
6,30,3007,1,1624,403,,2,,,,,,,,,
6,30,3007,1,1624,404,,2,,,,,,,,,
6,30,3007,1,1624,405,,2,,,,,,,,,
6,30,3009,1,764,401,,2,,,,,,,,,
6,30,3009,1,764,402,,2,,,,,,,,,
6,30,3009,1,764,403,,2,,,,,,,,,
6,30,3009,1,764,404,,2,,,,,,,,,
6,30,3009,1,764,405,,2,,,,,,,,,
6,30,3009,1,1642,401,,2,,,,,,,,,
6,30,3009,1,1642,402,,2,,,,,,,,,
6,30,3009,1,1642,403,,2,,,,,,,,,
6,30,3009,1,1642,404,,2,,,,,,,,,
6,30,3009,1,1642,405,,2,,,,,,,,,
6,30,3010,1,1762,401,,2,,,,,,,,,
6,30,3010,1,1762,402,,2,,,,,,,,,
6,30,3010,1,1762,403,,2,,,,,,,,,
6,30,3010,1,1762,404,,2,,,,,,,,,
6,30,3010,1,1762,405,,2,,,,,,,,,
6,30,3012,2,334,401,,2,,,,,,,,,
6,30,3012,2,334,402,,2,,,,,,,,,
6,30,3012,2,334,403,,2,,,,,,,,,
6,30,3012,2,334,404,,2,,,,,,,,,
6,30,3012,2,334,405,,2,,,,,,,,,
6,30,3014,2,120,401,,2,,,,,,,,,
6,30,3015,2,1688,401,,1,1,1,2,3,,,1,6,
6,30,3016,1,390,401,,1,1,1,3,1,4,,3,1,5
6,30,3018,2,914,401,,2,,,,,,,,,
6,30,3018,2,914,402,,2,,,,,,,,,
6,30,3018,2,914,403,,2,,,,,,,,,
6,30,3018,2,914,404,,2,,,,,,,,,
6,30,3018,2,914,405,,2,,,,,,,,,
6,30,3020,1,322,401,,2,,,,,,,,,
6,30,3020,1,322,402,,2,,,,,,,,,
6,30,3020,1,322,403,,2,,,,,,,,,
6,30,3020,1,322,404,,2,,,,,,,,,
6,30,3020,1,322,405,,2,,,,,,,,,
6,30,3023,2,622,401,,1,1,1,3,4,,,1,2,
6,30,3024,1,1406,401,,2,,,,,,,,,
6,30,3024,1,1406,402,,2,,,,,,,,,
6,30,3024,1,1406,403,,2,,,,,,,,,
6,30,3024,1,1406,404,,2,,,,,,,,,
6,30,3024,1,1406,405,,2,,,,,,,,,
6,30,3024,1,1924,401,,2,,,,,,,,,
6,30,3024,1,1924,402,,2,,,,,,,,,
6,30,3024,1,1924,403,,2,,,,,,,,,
6,30,3024,1,1924,404,,2,,,,,,,,,
6,30,3025,1,2052,401,,2,,,,,,,,,
6,30,3032,2,520,401,,1,1,1,3,1,,,1,6,
6,30,3033,2,554,401,,1,1,1,1,3,,,1,5,6
1,31,3101,2,604,402,,1,1,1,5,,,,3,,
1,31,3103,2,874,401,,1,1,1,1,,,,8,,
1,31,3103,2,874,402,,1,1,1,1,,,,8,,
1,31,3105,1,2914,401,,2,,,,,,,,,
1,31,3105,1,2914,402,,2,,,,,,,,,
1,31,3105,1,2914,403,,2,,,,,,,,,
1,31,3112,2,350,401,,2,,,,,,,,,
1,31,3112,2,350,402,,2,,,,,,,,,
1,31,3112,2,350,403,,2,,,,,,,,,
1,31,3112,2,350,404,,2,,,,,,,,,
1,31,3113,2,332,401,,2,,,,,,,,,
1,31,3113,2,332,402,,2,,,,,,,,,
1,31,3113,2,332,403,,2,,,,,,,,,
1,31,3113,2,332,404,,1,1,1,1,1,3,,1,,
1,31,3115,2,680,401,,2,,,,,,,,,
1,31,3115,2,680,402,,2,,,,,,,,,
1,31,3115,2,680,403,,1,1,1,1,3,,,1,2,
1,31,3115,2,680,404,,2,,,,,,,,,
1,31,3116,2,1344,401,,2,,,,,,,,,
1,31,3116,2,1344,402,,2,,,,,,,,,
1,31,3116,2,1344,403,,2,,,,,,,,,
1,31,3116,2,1344,404,,2,,,,,,,,,
5,32,3201,2,2034,401,,1,1,1,3,2,,,1,,
5,32,3201,2,2034,402,,1,1,1,5,2,,,8,,
5,32,3201,2,2034,403,,2,,,,,,,,,
5,32,3201,2,2034,404,,1,1,1,5,,,,8,,
5,32,3201,2,2034,405,,2,,,,,,,,,
5,32,3202,2,84,401,,2,,,,,,,,,
5,32,3202,2,84,402,,1,1,1,2,,,,1,2,
5,32,3202,2,84,403,,2,,,,,,,,,
5,32,3202,2,84,404,,1,1,1,2,,,,1,2,
5,32,3202,2,84,405,,2,,,,,,,,,
5,32,3203,2,2644,401,,2,,,,,,,,,
5,32,3203,2,2644,402,,1,1,1,1,,,,1,3,
5,32,3203,2,2644,403,,2,,,,,,,,,
5,32,3203,2,2644,404,,2,,,,,,,,,
5,32,3203,2,2644,405,,2,,,,,,,,,
5,32,3204,1,346,401,,2,,,,,,,,,
5,32,3204,1,346,402,,2,,,,,,,,,
5,32,3204,1,346,403,,2,,,,,,,,,
5,32,3204,1,346,404,,1,1,1,4,,,,8,,
5,32,3204,1,346,405,,2,,,,,,,,,
5,32,3206,2,276,401,,1,1,1,4,,,,8,,
5,32,3206,2,276,402,,1,1,1,4,,,,8,,
5,32,3206,2,276,403,,2,,,,,,,,,
5,32,3206,2,276,404,,1,1,1,4,,,,8,,
5,32,3207,2,1464,402,,1,1,1,1,,,,1,2,
5,32,3207,2,1464,404,,1,1,1,4,,,,1,2,
5,32,3209,1,1208,401,,1,1,1,1,2,,,5,1,
5,32,3209,1,1208,402,,1,1,1,1,2,,,5,1,
5,32,3209,1,1208,403,,2,,,,,,,,,
5,32,3209,1,1208,404,,2,,,,,,,,,
5,32,3209,1,1208,405,,2,,,,,,,,,
5,32,3210,2,1692,401,,2,,,,,,,,,
5,32,3210,2,1692,402,,1,2,1,4,,,,8,,
5,32,3210,2,1692,403,,2,,,,,,,,,
5,32,3210,2,1692,404,,1,2,1,4,,,,8,,
5,32,3212,2,314,401,,1,1,1,1,2,,,1,3,
5,32,3212,2,314,402,,2,,,,,,,,,
5,32,3212,2,314,403,,2,,,,,,,,,
5,32,3212,2,314,404,,2,,,,,,,,,
5,32,3212,2,314,405,,2,,,,,,,,,
5,32,3213,2,128,401,,2,,,,,,,,,
5,32,3213,2,128,402,,2,,,,,,,,,
5,32,3213,2,128,403,,2,,,,,,,,,
5,32,3213,2,128,404,,2,,,,,,,,,
5,32,3213,2,128,405,,2,,,,,,,,,
5,32,3215,1,1896,401,,2,,,,,,,,,
5,32,3215,1,1896,402,,2,,,,,,,,,
5,32,3215,1,1896,403,,2,,,,,,,,,
5,32,3215,1,1896,404,,2,,,,,,,,,
5,32,3215,1,1896,405,,2,,,,,,,,,
5,32,3215,1,2978,401,,2,,,,,,,,,
5,32,3215,1,2978,402,,2,,,,,,,,,
5,32,3215,1,2978,403,,2,,,,,,,,,
