"zone","state","lga","sector","ea","is_cd","c2q1","c2q2","c2q3","c2q4a","c2q4b","c2q5","c2q6a","c2q6b"
3,17,1727,2,634,207,2,,50,5,,250,0,40
3,17,1727,2,634,208,2,,50,5,,250,0,40
3,17,1727,2,634,209,2,,50,5,,250,0,40
3,17,1727,2,634,210,2,,50,5,,250,0,40
3,17,1727,2,634,211,2,,50,5,,250,0,40
3,17,1727,2,634,212,2,,50,5,,250,0,40
3,17,1727,2,634,213,2,,50,5,,250,0,40
3,17,1727,2,634,214,1,1,,,,,,
3,17,1727,2,634,215,2,,50,5,,250,0,40
3,17,1727,2,634,216,2,,50,5,,250,0,40
3,17,1727,2,634,217,2,,50,5,,250,0,40
3,17,1727,2,634,218,2,,15,5,,80,0,15
3,17,1727,2,634,219,2,,15,5,,80,0,15
3,17,1727,2,634,220,2,,2,1,,,,
3,17,1727,2,634,221,2,,50,5,,250,0,40
3,17,1727,2,634,222,2,,50,5,,250,0,40
3,18,1803,2,840,201,1,,,,,,,
3,18,1803,2,840,202,1,,,,,,,
3,18,1803,2,840,203,1,,,,,,,
3,18,1803,2,840,204,1,8,,,,,,
3,18,1803,2,840,205,1,8,,,,,,
3,18,1803,2,840,206,2,,7,4,,100,0,36
3,18,1803,2,840,207,1,8,,,,,,
3,18,1803,2,840,208,2,,7,4,,100,0,36
3,18,1803,2,840,209,2,,7,4,,100,0,36
3,18,1803,2,840,210,2,,7,4,,100,0,36
3,18,1803,2,840,211,2,,7,4,,100,0,36
3,18,1803,2,840,212,2,,7,4,,100,0,36
3,18,1803,2,840,213,2,,7,4,,100,0,36
3,18,1803,2,840,214,1,8,,,,,,
3,18,1803,2,840,215,2,,7,4,,100,0,36
3,18,1803,2,840,216,2,,8,4,,100,0,36
3,18,1803,2,840,217,2,,8,4,,100,0,36
3,18,1803,2,840,218,2,,8,4,,100,0,36
3,18,1803,2,840,219,1,8,,,,,,
3,18,1803,2,840,220,1,8,,,,,,
3,18,1803,2,840,221,2,,8,4,,100,0,36
3,18,1803,2,840,222,2,,8,4,,100,0,36
3,18,1805,2,534,201,1,,,,,,,
3,18,1805,2,534,202,1,,,,,,,
3,18,1805,2,534,203,1,,,,,,,
3,18,1805,2,534,204,2,,24,4,,,,
3,18,1805,2,534,205,1,,,,,,,
3,18,1805,2,534,206,2,,24,4,,200,0,42
3,18,1805,2,534,207,2,,13,4,,100,0,22
3,18,1805,2,534,208,2,,24,4,,200,0,42
3,18,1805,2,534,209,2,,21,4,,200,0,42
3,18,1805,2,534,210,2,,24,4,,200,0,42
3,18,1805,2,534,211,2,,24,4,,200,0,42
3,18,1805,2,534,212,2,,24,4,,200,0,42
3,18,1805,2,534,213,2,,24,4,,200,0,42
3,18,1805,2,534,214,1,,,,,,,
3,18,1805,2,534,215,2,,24,4,,200,0,42
3,18,1805,2,534,216,2,,23,4,,200,0,42
3,18,1805,2,534,217,2,,24,4,,200,0,42
3,18,1805,2,534,218,2,,24,4,,200,0,42
3,18,1805,2,534,219,2,,24,4,,200,0,42
3,18,1805,2,534,220,1,8,,,,,,
3,18,1805,2,534,221,2,,24,4,,200,0,42
3,18,1805,2,534,222,2,,24,4,,200,0,42
3,18,1808,2,1726,201,1,,,,,,,
3,18,1808,2,1726,202,1,,,,,,,
3,18,1808,2,1726,203,2,,2,4,,70,0,22
3,18,1808,2,1726,204,1,8,,,,,,
3,18,1808,2,1726,205,2,,43,4,,200,1,10
3,18,1808,2,1726,206,2,,43,4,,200,1,10
3,18,1808,2,1726,207,2,,43,4,,200,1,10
3,18,1808,2,1726,208,2,,43,4,,200,1,10
3,18,1808,2,1726,209,2,,43,4,,200,1,10
3,18,1808,2,1726,210,2,,43,4,,200,1,10
3,18,1808,2,1726,211,2,,43,4,,200,1,10
3,18,1808,2,1726,212,2,,43,4,,200,1,10
3,18,1808,2,1726,213,2,,43,4,,200,1,10
3,18,1808,2,1726,214,1,8,,,,,,
3,18,1808,2,1726,215,2,,43,4,,200,1,10
3,18,1808,2,1726,216,2,,43,4,,200,1,10
3,18,1808,2,1726,217,2,,43,4,,200,1,10
3,18,1808,2,1726,218,2,,43,4,,200,1,10
3,18,1808,2,1726,219,2,,16,4,,150,0,43
3,18,1808,2,1726,220,1,8,,,,,,
3,18,1808,2,1726,221,2,,43,4,,200,1,10
3,18,1808,2,1726,222,2,,43,4,,200,1,10
3,18,1809,1,1272,201,1,,,,,,,
3,18,1809,1,1272,202,1,,,,,,,
3,18,1809,1,1272,203,1,,,,,,,
3,18,1809,1,1272,204,1,8,,,,,,
3,18,1809,1,1272,205,1,8,,,,,,
3,18,1809,1,1272,206,1,8,,,,,,
3,18,1809,1,1272,207,1,8,,,,,,
3,18,1809,1,1272,208,1,8,,,,,,
3,18,1809,1,1272,209,1,8,,,,,,
3,18,1809,1,1272,210,1,8,,,,,,
3,18,1809,1,1272,211,1,8,,,,,,
3,18,1809,1,1272,212,1,,,,,,,
3,18,1809,1,1272,213,2,,12,4,,80,0,20
3,18,1809,1,1272,214,1,8,,,,,,
3,18,1809,1,1272,215,1,8,,,,,,
3,18,1809,1,1272,216,2,,3,3,,,,
3,18,1809,1,1272,217,2,,3,3,,,,
3,18,1809,1,1272,218,2,,3,3,,,,
3,18,1809,1,1272,219,1,8,,,,,,
3,18,1809,1,1272,220,1,8,,,,,,
3,18,1809,1,1272,221,2,,3,3,,,,
3,18,1809,1,1272,222,2,,28,4,,120,0,27
3,18,1811,2,364,201,2,,16,4,,280,1,32
3,18,1811,2,364,202,1,,,,,,,
3,18,1811,2,364,203,2,,7,4,,200,1,5
3,18,1811,2,364,204,2,,7,4,,200,1,5
3,18,1811,2,364,205,2,,7,4,,200,1,5
3,18,1811,2,364,206,2,,7,4,,200,1,5
3,18,1811,2,364,207,2,,9,4,,250,1,30
3,18,1811,2,364,208,2,,28,4,,480,2,15
3,18,1811,2,364,209,2,,9,4,,250,1,30
3,18,1811,2,364,210,2,,28,,,480,2,15
3,18,1811,2,364,211,2,,9,4,,250,1,30
3,18,1811,2,364,212,2,,28,,,,,
3,18,1811,2,364,213,2,,28,,,,,
3,18,1811,2,364,214,2,,5,4,,80,0,25
3,18,1811,2,364,215,2,,28,4,,480,2,15
3,18,1811,2,364,216,2,,28,4,,450,2,15
3,18,1811,2,364,217,2,,28,4,,450,2,15
3,18,1811,2,364,218,2,,9,4,,150,1,5
3,18,1811,2,364,219,1,4,,,,,,
3,18,1811,2,364,220,1,7,,,,,,
3,18,1811,2,364,221,1,8,,,,,,
3,18,1811,2,364,222,2,,28,4,,450,2,15
3,18,1814,2,678,201,2,,7,4,,100,0,54
3,18,1814,2,678,202,2,,7,4,,100,0,54
3,18,1814,2,678,203,2,,7,4,,100,0,54
3,18,1814,2,678,204,2,,7,4,,100,0,54
3,18,1814,2,678,205,2,,7,4,,100,0,54
3,18,1814,2,678,206,2,,7,4,,100,0,54
3,18,1814,2,678,207,2,,7,4,,100,0,54
3,18,1814,2,678,208,2,,7,4,,100,0,54
3,18,1814,2,678,209,2,,7,4,,100,0,54
3,18,1814,2,678,210,2,,7,4,,100,0,54
3,18,1814,2,678,211,2,,7,4,,100,0,54
3,18,1814,2,678,212,2,,7,4,,100,0,54
3,18,1814,2,678,213,2,,7,4,,100,0,54
3,18,1814,2,678,214,2,,7,4,,100,0,54
3,18,1814,2,678,215,1,8,,,,,,
3,18,1814,2,678,216,2,,36,4,,250,1,25
3,18,1814,2,678,217,2,,36,4,,250,1,25
3,18,1814,2,678,218,2,,7,4,,100,0,54
3,18,1814,2,678,219,2,,7,4,,100,0,54
3,18,1814,2,678,220,1,8,,,,,,
3,18,1814,2,678,221,2,,36,4,,250,1,25
3,18,1814,2,678,222,2,,36,4,,250,1,25
3,18,1816,1,378,201,1,,,,,,,
3,18,1816,1,378,202,1,,,,,,,
3,18,1816,1,378,203,1,,,,,,,
3,18,1816,1,378,204,1,8,,,,,,
3,18,1816,1,378,205,1,8,,,,,,
3,18,1816,1,378,206,1,8,,,,,,
3,18,1816,1,378,207,1,8,,,,,,
3,18,1816,1,378,208,1,8,,,,,,
3,18,1816,1,378,209,1,8,,,,,,
3,18,1816,1,378,210,1,8,,,,,,
3,18,1816,1,378,211,1,8,,,,,,
3,18,1816,1,378,212,2,,34,4,,140,0,42
3,18,1816,1,378,213,2,,34,4,,140,0,42
3,18,1816,1,378,214,1,8,,,,,,
3,18,1816,1,378,215,1,8,,,,,,
3,18,1816,1,378,216,2,,13,4,,80,0,35
3,18,1816,1,378,217,1,8,,,,,,
3,18,1816,1,378,218,1,8,,,,,,
3,18,1816,1,378,219,1,8,,,,,,
3,18,1816,1,378,220,1,8,,,,,,
3,18,1816,1,378,221,1,8,,,,,,
3,18,1816,1,378,222,2,,34,4,,140,0,42
3,18,1817,2,370,201,1,,,,,,,
3,18,1817,2,370,202,1,,,,,,,
3,18,1817,2,370,203,2,,3,4,,50,0,26
3,18,1817,2,370,204,1,,,,,,,
3,18,1817,2,370,205,2,,8,4,,100,0,42
3,18,1817,2,370,206,2,,8,4,,100,0,42
3,18,1817,2,370,207,1,8,,,,,,
3,18,1817,2,370,208,2,,8,4,,100,0,42
3,18,1817,2,370,209,2,,8,4,,100,0,42
3,18,1817,2,370,210,2,,8,4,,100,0,42
3,18,1817,2,370,211,2,,8,4,,100,0,42
3,18,1817,2,370,212,2,,8,4,,100,0,42
3,18,1817,2,370,213,2,,8,4,,100,0,42
3,18,1817,2,370,214,1,8,,,,,,
3,18,1817,2,370,215,2,,8,4,,100,0,42
3,18,1817,2,370,216,2,,8,4,,100,0,42
3,18,1817,2,370,217,2,,8,4,,10,0,42
3,18,1817,2,370,218,2,,2,3,,,,
3,18,1817,2,370,219,2,,2,3,,,,
3,18,1817,2,370,220,1,8,,,,,,
3,18,1817,2,370,221,2,,8,4,,100,0,42
3,18,1817,2,370,222,2,,8,4,,100,0,42
3,18,1820,2,450,201,2,,12,4,,120,0,43
3,18,1820,2,450,202,2,,0.5,3,,,,
3,18,1820,2,450,203,2,,12,4,,120,0,43
3,18,1820,2,450,204,2,,1,3,,,,
3,18,1820,2,450,205,2,,12,4,,120,0,43
3,18,1820,2,450,206,2,,12,4,,120,0,43
3,18,1820,2,450,207,2,,12,4,,120,0,43
3,18,1820,2,450,208,2,,12,4,,120,0,43
3,18,1820,2,450,209,2,,12,4,,120,0,43
3,18,1820,2,450,210,2,,12,4,,120,0,43
3,18,1820,2,450,211,2,,12,4,,120,0,43
3,18,1820,2,450,212,2,,,,,,,
3,18,1820,2,450,213,2,,,,,,,
3,18,1820,2,450,214,2,,7,4,,50,0,16
3,18,1820,2,450,215,2,,12,4,,120,0,43
3,18,1820,2,450,216,2,,12,4,,120,0,43
3,18,1820,2,450,217,2,,12,4,,120,0,43
3,18,1820,2,450,218,2,,12,4,,120,0,43
3,18,1820,2,450,219,1,,,,,,,
3,18,1820,2,450,220,1,8,,,,,,
3,18,1820,2,450,221,2,,12,4,,120,0,43
3,18,1820,2,450,222,2,,2.79999995231628,4,,350,1,20
3,18,1822,2,1654,201,2,,2,4,,54,0,20
3,18,1822,2,1654,202,1,,,,,,,
3,18,1822,2,1654,203,2,,2,4,,50,0,20
3,18,1822,2,1654,204,1,8,,,,,,
3,18,1822,2,1654,205,2,,15,4,,300,1,15
3,18,1822,2,1654,206,2,,15,4,,300,1,15
3,18,1822,2,1654,207,2,,15,4,,300,1,15
3,18,1822,2,1654,208,2,,15,4,,300,1,15
3,18,1822,2,1654,209,2,,15,4,,300,1,15
3,18,1822,2,1654,210,2,,15,4,,300,1,15
3,18,1822,2,1654,211,2,,15,4,,300,1,15
3,18,1822,2,1654,212,2,,15,4,,300,1,15
3,18,1822,2,1654,213,2,,15,4,,300,1,15
3,18,1822,2,1654,214,1,8,,,,,,
3,18,1822,2,1654,215,2,,15,4,,300,1,15
3,18,1822,2,1654,216,2,,22,4,,400,1,40
3,18,1822,2,1654,217,2,,22,4,,400,1,40
3,18,1822,2,1654,218,2,,22,4,,400,1,40
3,18,1822,2,1654,219,1,,,,,,,
3,18,1822,2,1654,220,1,8,,,,,,
3,18,1822,2,1654,221,2,,22,4,,400,1,40
3,18,1822,2,1654,222,2,,22,4,,400,1,40
3,18,1823,1,1822,201,1,,,,,,,
3,18,1823,1,1822,202,1,,,,,,,
3,18,1823,1,1822,203,1,,,,,,,
3,18,1823,1,1822,204,1,8,,,,,,
3,18,1823,1,1822,205,2,,5,3,,,,
3,18,1823,1,1822,206,2,,5,3,,,,
3,18,1823,1,1822,207,2,,5,3,,,,
3,18,1823,1,1822,208,2,,5,3,,,,
3,18,1823,1,1822,209,1,8,,,,,,
3,18,1823,1,1822,210,2,,5,3,,,,
3,18,1823,1,1822,211,1,8,,,,,,
3,18,1823,1,1822,212,1,,,,,,,
3,18,1823,1,1822,213,2,,11,4,,50,0,22
3,18,1823,1,1822,214,1,8,,,,,,
3,18,1823,1,1822,215,1,8,,,,,,
3,18,1823,1,1822,216,1,8,,,,,,
3,18,1823,1,1822,217,2,,5,3,,,,
3,18,1823,1,1822,218,1,8,,,,,,
3,18,1823,1,1822,219,1,8,,,,,,
3,18,1823,1,1822,220,1,8,,,,,,
3,18,1823,1,1822,221,1,8,,,,,,
3,18,1823,1,1822,222,2,,7,4,,20,0,15
3,19,1901,2,640,202,1,,,,,,,
3,19,1901,2,640,204,1,8,,,,,,
3,19,1901,2,640,220,1,8,,,,,,
3,19,1902,2,52,221,1,8,,,,,,
3,19,1905,2,1290,201,2,,5,4,,50,0,15
3,19,1905,2,1290,202,1,,,,,,,
3,19,1905,2,1290,203,2,,5,4,,50,0,15
3,19,1905,2,1290,204,2,,5,4,,50,0,15
3,19,1905,2,1290,205,1,8,,,,,,
3,19,1905,2,1290,206,2,,5,4,,50,0,15
3,19,1905,2,1290,207,2,,5,4,,50,0,15
3,19,1905,2,1290,208,2,,5,4,,50,0,15
3,19,1905,2,1290,209,2,,5,4,,50,0,15
3,19,1905,2,1290,210,2,,5,4,,50,0,15
3,19,1905,2,1290,211,2,,5,4,,50,0,15
3,19,1905,2,1290,212,1,,,,,,,
3,19,1905,2,1290,213,2,,5,4,,50,0,15
3,19,1905,2,1290,214,1,8,,,,,,
3,19,1905,2,1290,215,2,,5,4,,50,0,15
3,19,1905,2,1290,216,2,,5,4,,50,0,15
3,19,1905,2,1290,217,2,,5,4,,50,0,15
3,19,1905,2,1290,218,2,,5,4,,50,0,15
3,19,1905,2,1290,219,2,,5,4,,50,0,15
3,19,1905,2,1290,220,1,8,,,,,,
3,19,1905,2,1290,221,2,,5,4,,50,0,15
3,19,1905,2,1290,222,2,,5,4,,50,0,15
3,19,1908,2,284,201,2,,15,4,,200,1,10
3,19,1908,2,284,202,2,,2,1,,,,
3,19,1908,2,284,203,2,,15,4,,200,1,10
3,19,1908,2,284,204,2,,15,4,,200,1,10
3,19,1908,2,284,205,2,,3,1,,,,
3,19,1908,2,284,206,2,,15,4,,200,1,10
3,19,1908,2,284,207,2,,15,4,,200,1,10
3,19,1908,2,284,208,2,,15,4,,200,1,10
3,19,1908,2,284,209,2,,15,4,,200,1,10
3,19,1908,2,284,210,2,,15,4,,200,1,10
3,19,1908,2,284,211,2,,15,4,,200,1,10
3,19,1908,2,284,212,1,,,,,,,
3,19,1908,2,284,213,2,,15,4,,200,1,10
3,19,1908,2,284,214,2,,15,4,,200,1,10
3,19,1908,2,284,215,2,,60,4,,400,2,30
3,19,1908,2,284,216,2,,15,4,,100,0,30
3,19,1908,2,284,217,2,,15,4,,100,0,30
3,19,1908,2,284,218,2,,15,4,,100,0,30
3,19,1908,2,284,219,2,,15,4,,100,0,30
3,19,1908,2,284,220,1,5,,,,,,
3,19,1908,2,284,221,2,,15,4,,100,0,30
3,19,1908,2,284,222,2,,15,4,,100,0,30
3,19,1910,2,808,201,2,,20,4,,50,0,30
3,19,1910,2,808,202,1,,,,,,,
3,19,1910,2,808,203,1,,,,,,,
3,19,1910,2,808,204,1,5,,,,,,
3,19,1910,2,808,205,1,2,,,,,,
3,19,1910,2,808,206,2,,30,4,,100,1,0
3,19,1910,2,808,207,2,,30,4,,100,1,0
3,19,1910,2,808,208,2,,30,4,,100,1,0
3,19,1910,2,808,209,2,,30,4,,100,1,0
3,19,1910,2,808,210,2,,30,4,,100,1,0
3,19,1910,2,808,211,2,,30,4,,100,1,0
3,19,1910,2,808,212,1,,,,,,,
3,19,1910,2,808,213,2,,50,4,,150,1,30
3,19,1910,2,808,214,1,5,,,,,,
3,19,1910,2,808,215,2,,30,4,,100,1,0
3,19,1910,2,808,216,2,,30,4,,50,0,20
3,19,1910,2,808,217,2,,30,4,,50,0,20
3,19,1910,2,808,218,2,,30,4,,50,0,20
3,19,1910,2,808,219,2,,30,4,,50,0,20
3,19,1910,2,808,220,1,8,,,,,,
3,19,1910,2,808,221,2,,30,4,,50,0,20
3,19,1910,2,808,222,2,,30,4,,50,0,20
3,19,1912,1,1510,201,1,,,,,,,
3,19,1912,1,1510,202,1,,,,,,,
3,19,1912,1,1510,203,1,,,,,,,
3,19,1912,1,1510,204,1,1,,,,,,
3,19,1912,1,1510,205,1,1,,,,,,
3,19,1912,1,1510,206,1,1,,,,,,
3,19,1912,1,1510,207,1,1,,,,,,
3,19,1912,1,1510,208,1,1,,,,,,
3,19,1912,1,1510,209,1,1,,,,,,
3,19,1912,1,1510,210,1,1,,,,,,
3,19,1912,1,1510,211,1,1,,,,,,
3,19,1912,1,1510,212,1,,,,,,,
3,19,1912,1,1510,213,2,,15,5,,70,0,40
3,19,1912,1,1510,214,1,1,,,,,,
3,19,1912,1,1510,215,1,1,,,,,,
3,19,1912,1,1510,216,2,,4,4,,20,0,12
3,19,1912,1,1510,217,1,8,,,,,,
3,19,1912,1,1510,219,1,8,,,,,,
3,19,1912,1,1510,220,1,8,,,,,,
3,19,1912,1,1510,221,1,8,,,,,,
3,19,1912,1,1510,222,2,,3,4,,20,0,10
3,19,1914,2,934,201,2,,20,4,,100,0,30
3,19,1914,2,934,202,1,,,,,,,
3,19,1914,2,934,203,2,,20,4,,100,0,30
3,19,1914,2,934,204,2,,20,4,,100,0,30
3,19,1914,2,934,205,2,,20,4,,100,0,30
3,19,1914,2,934,206,2,,60,5,,400,1,0
3,19,1914,2,934,207,2,,60,5,,400,1,0
3,19,1914,2,934,208,2,,60,5,,400,1,0
3,19,1914,2,934,209,2,,20,4,,100,0,30
3,19,1914,2,934,210,2,,60,5,,400,1,0
3,19,1914,2,934,211,2,,60,5,,400,1,0
3,19,1914,2,934,212,2,,60,5,,400,1,0
3,19,1914,2,934,213,2,,60,5,,400,1,0
3,19,1914,2,934,214,2,,20,4,,100,0,30
3,19,1914,2,934,215,2,,60,5,,400,1,0
3,19,1914,2,934,216,2,,40,5,,200,0,45
3,19,1914,2,934,217,2,,40,5,,200,0,45
3,19,1914,2,934,218,2,,20,4,,100,0,30
3,19,1914,2,934,219,2,,20,4,,100,0,30
3,19,1914,2,934,220,1,8,,,,,,
3,19,1914,2,934,221,2,,25,5,,180,0,50
3,19,1914,2,934,222,2,,60,5,,400,1,0
3,19,1916,2,1516,204,1,8,,,,,,
3,19,1916,2,1516,205,1,8,,,,,,
3,19,1916,2,1516,206,2,,30,5,,220,0,45
3,19,1916,2,1516,207,2,,30,5,,220,0,45
3,19,1916,2,1516,208,2,,30,5,,220,0,45
3,19,1916,2,1516,209,1,8,,,,,,
3,19,1916,2,1516,210,2,,30,5,,220,0,45
3,19,1916,2,1516,211,2,,30,5,,220,0,45
3,19,1916,2,1516,212,1,,,,,,,
3,19,1916,2,1516,213,2,,30,5,,220,0,45
3,19,1916,2,1516,214,1,8,,,,,,
3,19,1916,2,1516,215,2,,30,5,,220,0,45
3,19,1916,2,1516,216,2,,10,5,,80,0,15
3,19,1916,2,1516,217,2,,10,5,,80,0,15
3,19,1916,2,1516,218,1,8,,,,,,
3,19,1916,2,1516,219,1,5,,,,,,
3,19,1916,2,1516,220,1,8,,,,,,
3,19,1916,2,1516,221,1,1,,,,,,
3,19,1916,2,1516,222,2,,30,5,,220,0,45
3,19,1919,2,366,201,2,,10,4,,150,0,40
3,19,1919,2,366,202,1,,,,,,,
3,19,1919,2,366,203,2,,10,4,,150,0,10
3,19,1919,2,366,204,2,,10,4,,150,0,40
3,19,1919,2,366,205,2,,5,4,,150,0,10
3,19,1919,2,366,206,2,,10,4,,150,0,40
3,19,1919,2,366,207,2,,10,4,,150,0,40
3,19,1919,2,366,208,2,,10,4,,150,0,40
3,19,1919,2,366,209,2,,10,4,,150,0,40
3,19,1919,2,366,210,2,,10,4,,150,0,40
3,19,1919,2,366,211,2,,10,4,,150,0,40
3,19,1919,2,366,212,1,,,,,,,
3,19,1919,2,366,213,2,,70,4,,150,1,30
3,19,1919,2,366,214,2,,10,4,,150,0,40
3,19,1919,2,366,215,2,,70,4,,150,1,30
3,19,1919,2,366,216,2,,10,4,,150,0,40
3,19,1919,2,366,217,2,,10,4,,150,0,40
3,19,1919,2,366,218,2,,10,4,,150,0,40
3,19,1919,2,366,219,2,,10,4,,150,0,40
3,19,1919,2,366,220,2,,5,1,,,,
3,19,1919,2,366,221,2,,10,4,,150,0,40
3,19,1919,2,366,222,2,,10,4,,150,0,40
3,19,1921,1,842,201,1,,,,,,,
3,19,1921,1,842,202,1,,,,,,,
3,19,1921,1,842,203,1,,,,,,,
3,19,1921,1,842,204,1,8,,,,,,
3,19,1921,1,842,205,1,8,,,,,,
3,19,1921,1,842,206,2,,1,6,,50,0,20
3,19,1921,1,842,207,2,,1,6,,50,0,20
3,19,1921,1,842,213,1,,,,,,,
3,19,1921,1,842,215,1,8,,,,,,
3,19,1921,1,842,216,1,8,,,,,,
3,19,1921,1,842,217,1,8,,,,,,
3,19,1921,1,842,218,1,8,,,,,,
3,19,1921,1,842,219,1,8,,,,,,
3,19,1921,1,842,220,1,8,,,,,,
3,19,1921,1,842,221,2,,2,6,,100,0,45
3,19,1921,1,842,222,1,8,,,,,,
3,19,1923,2,284,201,1,,,,,,,
3,19,1923,2,284,202,1,,,,,,,
3,19,1923,2,284,203,1,,,,,,,
3,19,1923,2,284,204,1,8,,,,,,
3,19,1923,2,284,205,1,8,,,,,,
3,19,1923,2,284,206,2,,10,5,,100,0,20
3,19,1923,2,284,207,1,8,,,,,,
3,19,1923,2,284,208,2,,10,5,,100,0,20
3,19,1923,2,284,209,2,,10,5,,100,0,20
3,19,1923,2,284,210,2,,10,5,,100,0,20
3,19,1923,2,284,211,2,,30,5,,200,0,20
3,19,1923,2,284,212,1,,,,,,,
3,19,1923,2,284,213,2,,60,5,,300,1,30
3,19,1923,2,284,214,1,8,,,,,,
3,19,1923,2,284,215,2,,60,5,,300,1,30
3,19,1923,2,284,216,2,,10,5,,100,0,20
3,19,1923,2,284,217,1,8,,,,,,
3,19,1923,2,284,218,1,8,,,,,,
3,19,1923,2,284,219,1,8,,,,,,
3,19,1923,2,284,220,1,8,,,,,,
3,19,1923,2,284,221,1,8,,,,,,
3,19,1923,2,284,222,1,8,,,,,,
3,19,1925,1,2858,201,2,,10,4,,100,0,30
3,19,1925,1,2858,202,2,,2,1,,,,
3,19,1925,1,2858,203,2,,2,1,,,,
3,19,1925,1,2858,204,2,,1,4,,100,0,30
3,19,1925,1,2858,205,2,,2,1,,,,
3,19,1925,1,2858,206,2,,10,4,,100,0,30
3,19,1925,1,2858,207,2,,10,4,,100,0,30
3,19,1925,1,2858,208,2,,10,4,,100,0,30
3,19,1925,1,2858,209,2,,10,4,,100,0,30
3,19,1925,1,2858,210,2,,10,4,,100,0,30
3,19,1925,1,2858,211,2,,10,4,,100,0,30
3,19,1925,1,2858,212,1,,,,,,,
3,19,1925,1,2858,213,2,,20,4,,200,1,15
3,19,1925,1,2858,214,2,,10,4,,100,0,30
3,19,1925,1,2858,215,2,,10,4,,100,0,30
3,19,1925,1,2858,216,2,,20,4,,200,1,20
3,19,1925,1,2858,217,2,,20,4,,200,1,20
3,19,1925,1,2858,218,2,,10,4,,100,0,30
3,19,1925,1,2858,219,2,,10,4,,100,0,30
3,19,1925,1,2858,220,1,8,,,,,,
3,19,1925,1,2858,221,2,,10,4,,100,0,30
3,19,1925,1,2858,222,2,,10,4,,100,0,30
3,19,1925,2,3394,201,2,,2,6,,50,0,15
3,19,1925,2,3394,202,1,1,,,,,,
3,19,1925,2,3394,203,1,1,,,,,,
3,19,1925,2,3394,204,1,1,,,,,,
3,19,1925,2,3394,205,2,,8,6,,50,0,15
3,19,1925,2,3394,206,2,,8,2,,,,
3,19,1925,2,3394,207,2,,8,6,,50,0,15
3,19,1925,2,3394,208,2,,8,6,,50,0,15
3,19,1925,2,3394,209,2,,8,6,,50,0,15
3,19,1925,2,3394,210,2,,8,6,,50,0,15
3,19,1925,2,3394,211,2,,8,6,,50,0,15
3,19,1925,2,3394,212,1,1,,,,,,
3,19,1925,2,3394,213,2,,5,6,,150,0,45
3,19,1925,2,3394,214,1,8,,,,,,
3,19,1925,2,3394,215,2,,8,2,,,,
3,19,1925,2,3394,216,2,,8,6,,100,0,30
3,19,1925,2,3394,217,2,,2,6,,100,0,30
3,19,1925,2,3394,218,2,,1,6,,50,0,15
3,19,1925,2,3394,219,1,8,,,,,,
3,19,1925,2,3394,220,1,1,,,,,,
3,19,1925,2,3394,221,2,,1,6,,50,0,10
3,19,1925,2,3394,222,2,,3,6,,15,0,45
3,19,1928,2,526,201,2,,30,4,,250,1,20
3,19,1928,2,526,202,1,,,,,,,
3,19,1928,2,526,203,2,,5,3,,,,
3,19,1928,2,526,204,2,,5,4,,50,0,10
3,19,1928,2,526,205,2,,3,1,,,,
3,19,1928,2,526,206,2,,30,4,,250,1,20
3,19,1928,2,526,207,2,,30,4,,250,1,20
3,19,1928,2,526,208,2,,30,4,,250,1,20
3,19,1928,2,526,209,2,,30,4,,250,1,20
3,19,1928,2,526,210,2,,30,4,,250,1,20
3,19,1928,2,526,211,2,,30,4,,250,1,20
3,19,1928,2,526,212,1,,,,,,,
3,19,1928,2,526,213,2,,50,4,,300,1,40
3,19,1928,2,526,214,2,,3,1,,,,
3,19,1928,2,526,215,2,,50,4,,300,1,40
3,19,1928,2,526,216,2,,30,4,,250,1,20
3,19,1928,2,526,217,2,,30,4,,250,1,20
3,19,1928,2,526,218,2,,30,4,,250,1,20
3,19,1928,2,526,219,2,,30,4,,250,1,20
3,19,1928,2,526,220,2,,30,4,,250,1,20
3,19,1928,2,526,221,2,,30,4,,250,1,20
3,19,1928,2,526,222,2,,30,4,,250,1,20
3,19,1932,2,562,201,2,,5,4,,100,0,20
3,19,1932,2,562,202,1,,,,,,,
3,19,1932,2,562,203,2,,5,4,,100,0,20
3,19,1932,2,562,204,2,,5,4,,100,0,20
3,19,1932,2,562,205,2,,5,4,,100,0,20
3,19,1932,2,562,206,2,,5,4,,100,0,20
3,19,1932,2,562,207,2,,5,4,,100,0,20
3,19,1932,2,562,208,2,,5,4,,100,0,20
3,19,1932,2,562,209,2,,5,4,,100,0,20
3,19,1932,2,562,210,2,,5,4,,100,0,20
3,19,1932,2,562,211,2,,5,4,,100,0,20
3,19,1932,2,562,212,1,,,,,,,
3,19,1932,2,562,213,2,,75,4,,300,1,20
3,19,1932,2,562,214,2,,5,4,,100,0,20
3,19,1932,2,562,215,2,,75,4,,300,1,20
3,19,1932,2,562,216,2,,5,4,,100,0,20
3,19,1932,2,562,217,2,,5,4,,100,0,20
3,19,1932,2,562,218,2,,5,4,,100,0,20
3,19,1932,2,562,219,2,,5,4,,100,0,20
3,19,1932,2,562,220,2,,5,4,,100,0,20
3,19,1932,2,562,221,2,,5,4,,100,0,20
3,19,1932,2,562,222,2,,5,4,,100,0,20
3,19,1934,2,386,201,1,,,,,,,
3,19,1934,2,386,202,1,,,,,,,
3,19,1934,2,386,203,1,,,,,,,
