"zone","state","lga","sector","ea","is_cd","c2q1","c2q2","c2q3","c2q4a","c2q4b","c2q5","c2q6a","c2q6b"
4,1,102,1,536,201,1,,,,,,,
4,1,102,1,536,202,1,,,,,,,
4,1,102,1,536,203,1,,,,,,,
4,1,102,1,536,204,1,1,,,,,,
4,1,102,1,536,205,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,206,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,207,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,208,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,209,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,210,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,211,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,212,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,213,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,214,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,215,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,216,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,217,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,218,2,,1,8,"KEKE",50,0,20
4,1,102,1,536,219,1,1,,,,,,
4,1,102,1,536,220,1,8,,,,,,
4,1,102,1,536,221,1,8,,,,,,
4,1,102,1,536,222,2,,1,8,"KEKE",50,0,20
4,1,102,1,1690,201,1,,,,,,,
4,1,102,1,1690,202,1,,,,,,,
4,1,102,1,1690,203,,,2,1,,,,
4,1,102,1,1690,204,2,,1,8,"KEKE",50,0,20
4,1,102,1,1690,205,2,,1,8,"KEKE",50,0,20
4,1,102,1,1690,206,1,8,,,,,,
4,1,102,1,1690,207,1,8,,,,,,
4,1,102,1,1690,208,1,8,,,,,,
4,1,102,1,1690,209,1,8,,,,,,
4,1,102,1,1690,210,2,,1,8,"KEKE",50,0,20
4,1,102,1,1690,211,1,8,,,,,,
4,1,102,1,1690,212,1,,,,,,,
4,1,102,1,1690,213,1,,,,,,,
4,1,102,1,1690,214,1,8,,,,,,
4,1,102,1,1690,215,1,3,,,,,,
4,1,102,1,1690,216,2,,0.300000011920929,8,"KEKE",50,0,20
4,1,102,1,1690,217,2,,0.300000011920929,8,"KEKE",50,0,20
4,1,102,1,1690,218,1,2,,,,,,
4,1,102,1,1690,219,1,8,,,,,,
4,1,102,1,1690,220,1,8,,,,,,
4,1,102,1,1690,221,1,8,,,,,,
4,1,102,1,1690,222,1,8,,,,,,
4,1,104,2,1364,201,1,,,,,,,
4,1,104,2,1364,202,1,,,,,,,
4,1,104,2,1364,203,2,,1,1,,,,
4,1,104,2,1364,204,1,1,,,,,,
4,1,104,2,1364,205,2,,10,5,,150,0,20
4,1,104,2,1364,206,2,,10,5,,150,0,20
4,1,104,2,1364,207,2,,10,5,,150,0,20
4,1,104,2,1364,208,2,,10,5,,150,0,20
4,1,104,2,1364,209,1,8,,,,,,
4,1,104,2,1364,210,2,,10,5,,150,0,20
4,1,104,2,1364,211,2,,10,5,,150,0,20
4,1,104,2,1364,212,2,,10,5,,150,0,20
4,1,104,2,1364,213,1,,,,,,,
4,1,104,2,1364,214,1,,,,,,,
4,1,104,2,1364,215,2,,10,5,,150,0,20
4,1,104,2,1364,216,1,1,,,,,,
4,1,104,2,1364,217,2,,8,4,,300,0,40
4,1,104,2,1364,218,2,,0.200000002980232,1,,,,
4,1,104,2,1364,219,1,8,,,,,,
4,1,104,2,1364,220,1,8,,,,,,
4,1,104,2,1364,221,1,8,,,,,,
4,1,104,2,1364,222,2,,10,5,,150,0,20
4,1,105,2,638,201,1,,,,,,,
4,1,105,2,638,202,1,,,,,,,
4,1,105,2,638,203,1,,,,,,,
4,1,105,2,638,204,1,1,,,,,,
4,1,105,2,638,205,2,,10,5,,250,1,0
4,1,105,2,638,206,2,,10,5,,250,1,0
4,1,105,2,638,207,2,,10,5,,250,1,0
4,1,105,2,638,208,2,,10,5,,250,1,0
4,1,105,2,638,209,2,,10,5,,250,1,0
4,1,105,2,638,210,2,,10,5,,250,1,0
4,1,105,2,638,211,2,,10,5,,250,1,0
4,1,105,2,638,212,2,,10,5,,250,1,0
4,1,105,2,638,213,2,,10,5,,250,1,0
4,1,105,2,638,214,2,,5,4,,150,0,30
4,1,105,2,638,215,2,,10,5,,250,1,0
4,1,105,2,638,216,2,,10,5,,250,1,0
4,1,105,2,638,217,2,,10,5,,250,1,0
4,1,105,2,638,218,2,,10,5,,250,1,0
4,1,105,2,638,219,2,,6,4,,150,0,30
4,1,105,2,638,220,1,8,,,,,,
4,1,105,2,638,221,1,8,,,,,,
4,1,105,2,638,222,2,,10,5,,250,1,0
4,1,106,2,880,201,2,,3,1,,,,
4,1,106,2,880,202,2,,3,1,,,,
4,1,106,2,880,203,2,,5,3,,,,
4,1,106,2,880,204,2,,5,4,,100,0,30
4,1,106,2,880,205,2,,5,4,,100,0,30
4,1,106,2,880,206,2,,5,4,,100,0,30
4,1,106,2,880,207,2,,5,4,,100,0,30
4,1,106,2,880,208,2,,5,4,,100,0,30
4,1,106,2,880,209,2,,5,4,,100,0,30
4,1,106,2,880,210,2,,12,5,,250,1,0
4,1,106,2,880,211,2,,5,5,,100,0,30
4,1,106,2,880,212,2,,5,4,,100,0,30
4,1,106,2,880,213,2,,5,4,,100,0,30
4,1,106,2,880,214,2,,3,4,,100,0,30
4,1,106,2,880,215,2,,5,4,,100,0,30
4,1,106,2,880,216,2,,,,,,,
4,1,106,2,880,217,2,,,,,,,
4,1,106,2,880,218,2,,,,,,,
4,1,106,2,880,219,2,,,,,,,
4,1,106,2,880,220,1,8,,,,,,
4,1,106,2,880,221,1,8,,,,,,
4,1,106,2,880,222,2,,,,,,,
4,1,107,2,1044,201,1,,,,,,,
4,1,107,2,1044,202,1,,,,,,,
4,1,107,2,1044,203,1,,,,,,,
4,1,107,2,1044,204,1,1,,,,,,
4,1,107,2,1044,205,2,,10,4,,150,0,30
4,1,107,2,1044,206,2,,10,4,,150,0,40
4,1,107,2,1044,207,2,,10,4,,150,0,40
4,1,107,2,1044,208,2,,10,4,,150,0,40
4,1,107,2,1044,209,1,8,,,,,,
4,1,107,2,1044,210,2,,15,5,,300,1,0
4,1,107,2,1044,211,2,,10,4,,450,0,40
4,1,107,2,1044,212,2,,15,5,,450,1,0
4,1,107,2,1044,213,2,,15,5,,450,1,0
4,1,107,2,1044,214,2,,10,4,,300,0,50
4,1,107,2,1044,215,2,,15,5,,500,1,0
4,1,107,2,1044,216,2,,15,5,,450,1,0
4,1,107,2,1044,217,2,,15,5,,450,1,0
4,1,107,2,1044,218,2,,10,4,,300,0,30
4,1,107,2,1044,219,1,8,,,,,,
4,1,107,2,1044,220,1,8,,,,,,
4,1,107,2,1044,221,1,8,,,,,,
4,1,107,2,1044,222,2,,15,5,,450,1,0
4,1,108,2,904,201,1,,,,,,,
4,1,108,2,904,202,1,,,,,,,
4,1,108,2,904,203,1,,,,,,,
4,1,108,2,904,204,1,1,,,,,,
4,1,108,2,904,205,2,,4,5,,100,0,50
4,1,108,2,904,206,2,,10,5,,100,0,50
4,1,108,2,904,207,2,,10,5,,100,0,50
4,1,108,2,904,208,2,,10,5,,100,0,50
4,1,108,2,904,209,2,,10,5,,100,0,50
4,1,108,2,904,210,2,,15,5,,200,1,0
4,1,108,2,904,211,2,,10,5,,100,0,50
4,1,108,2,904,212,2,,3,4,,100,0,30
4,1,108,2,904,213,1,,,,,,,
4,1,108,2,904,214,1,8,,,,,,
4,1,108,2,904,215,2,,3,4,,100,0,30
4,1,108,2,904,216,2,,3,4,,100,0,30
4,1,108,2,904,217,2,,3,4,,100,0,20
4,1,108,2,904,218,1,1,,,,,,
4,1,108,2,904,219,1,8,,,,,,
4,1,108,2,904,220,1,8,,,,,,
4,1,108,2,904,221,1,8,,,,,,
4,1,108,2,904,222,2,,15,5,,200,1,0
4,1,110,2,76,201,1,,,,,,,
4,1,110,2,76,202,1,,,,,,,
4,1,110,2,76,203,1,,,,,,,
4,1,110,2,76,204,1,,,,,,,
4,1,110,2,76,205,2,,12,5,,400,0,40
4,1,110,2,76,206,2,,12,5,,400,0,40
4,1,110,2,76,207,2,,12,5,,400,0,40
4,1,110,2,76,208,2,,12,5,,400,0,40
4,1,110,2,76,209,2,,12,5,,400,0,40
4,1,110,2,76,210,2,,12,5,,400,0,40
4,1,110,2,76,211,2,,12,5,,400,0,40
4,1,110,2,76,212,2,,12,5,,400,0,40
4,1,110,2,76,213,2,,12,5,,400,0,40
4,1,110,2,76,214,1,,,,,,,
4,1,110,2,76,215,2,,12,5,,400,0,40
4,1,110,2,76,216,2,,12,5,,400,0,40
4,1,110,2,76,217,2,,12,5,,400,0,40
4,1,110,2,76,218,1,1,,,,,,
4,1,110,2,76,219,1,2,,,,,,
4,1,110,2,76,220,1,8,,,,,,
4,1,110,2,76,221,1,8,,,,,,
4,1,110,2,76,222,2,,45,5,,600,0,35
4,1,111,1,1146,201,1,,,,,,,
4,1,111,1,1146,202,1,,,,,,,
4,1,111,1,1146,203,1,,,,,,,
4,1,111,1,1146,204,1,1,,,,,,
4,1,111,1,1146,205,2,,0.400000005960464,8,"KEKE",100,0,20
4,1,111,1,1146,206,1,8,,,,,,
4,1,111,1,1146,207,1,8,,,,,,
4,1,111,1,1146,208,1,8,,,,,,
4,1,111,1,1146,209,1,8,,,,,,
4,1,111,1,1146,210,2,,0.200000002980232,8,"KEKE",100,0,20
4,1,111,1,1146,211,1,8,,,,,,
4,1,111,1,1146,212,1,,,,,,,
4,1,111,1,1146,213,1,,,,,,,
4,1,111,1,1146,214,1,8,,,,,,
4,1,111,1,1146,215,1,4,,,,,,
4,1,111,1,1146,216,1,2,,,,,,
4,1,111,1,1146,217,1,1,,,,,,
4,1,111,1,1146,218,2,,2,4,,200,0,30
4,1,111,1,1146,219,1,8,,,,,,
4,1,111,1,1146,220,1,8,,,,,,
4,1,111,1,1146,221,1,8,,,,,,
4,1,111,1,1146,222,2,,1,8,"KEKE",50,0,20
4,1,115,1,670,201,1,,,,,,,
4,1,115,1,670,202,1,,,,,,,
4,1,115,1,670,203,1,,,,,,,
4,1,115,1,670,204,2,,0.300000011920929,5,,50,0,20
4,1,115,1,670,205,2,,1,5,,50,0,20
4,1,115,1,670,206,1,8,,,,,,
4,1,115,1,670,207,1,8,,,,,,
4,1,115,1,670,208,2,,1,5,,50,0,20
4,1,115,1,670,209,2,,1,5,,50,0,20
4,1,115,1,670,210,2,,1,5,,50,0,20
4,1,115,1,670,211,2,,1,5,,50,0,20
4,1,115,1,670,212,2,,1,5,,50,0,20
4,1,115,1,670,213,2,,1,5,,50,0,20
4,1,115,1,670,214,1,8,,,,,,
4,1,115,1,670,215,2,,1,5,,50,0,20
4,1,115,1,670,216,2,,1,5,,50,0,20
4,1,115,1,670,217,2,,1,5,,50,0,20
4,1,115,1,670,218,1,8,,,,,,
4,1,115,1,670,219,2,,1,5,,50,0,20
4,1,115,1,670,220,1,8,,,,,,
4,1,115,1,670,221,2,,0.400000005960464,5,,50,0,20
4,1,115,1,670,222,2,,1,5,,50,0,20
4,1,117,2,560,201,1,,,,,,,
4,1,117,2,560,202,1,,,,,,,
4,1,117,2,560,203,1,,,,,,,
4,1,117,2,560,204,2,,8,5,,200,0,30
4,1,117,2,560,205,2,,8,5,,200,0,30
4,1,117,2,560,206,2,,8,5,,200,0,30
4,1,117,2,560,207,2,,8,5,,200,0,30
4,1,117,2,560,208,2,,8,5,,200,0,30
4,1,117,2,560,209,2,,8,5,,200,0,30
4,1,117,2,560,210,2,,8,5,,200,0,30
4,1,117,2,560,211,2,,8,5,,200,0,30
4,1,117,2,560,212,2,,8,5,,200,0,30
4,1,117,2,560,213,2,,8,5,,200,0,30
4,1,117,2,560,214,2,,0.200000002980232,1,,,,
4,1,117,2,560,215,2,,8,5,,200,0,30
4,1,117,2,560,216,2,,40,5,,400,1,0
4,1,117,2,560,217,2,,8,5,,200,0,30
4,1,117,2,560,218,2,,8,5,,200,0,30
4,1,117,2,560,219,1,8,,,,,,
4,1,117,2,560,220,1,8,,,,,,
4,1,117,2,560,221,1,8,,,,,,
4,1,117,2,560,222,2,,40,5,,400,1,0
2,2,201,2,60,201,1,,,,,,,
2,2,201,2,60,202,1,,,,,,,
2,2,201,2,60,203,1,,,,,,,
2,2,201,2,60,204,1,8,,,,,,
2,2,201,2,60,205,2,,12,4,,100,0,30
2,2,201,2,60,206,2,,12,4,,100,0,30
2,2,201,2,60,207,2,,12,4,,100,0,30
2,2,201,2,60,208,2,,12,4,,100,0,30
2,2,201,2,60,209,1,8,,,,,,
2,2,201,2,60,210,2,,12,4,,100,0,30
2,2,201,2,60,211,1,8,,,,,,
2,2,201,2,60,212,1,,,,,,,
2,2,201,2,60,213,2,,12,4,,100,0,30
2,2,201,2,60,214,1,8,,,,,,
2,2,201,2,60,215,2,,12,4,,100,0,30
2,2,201,2,60,216,2,,12,4,,100,0,30
2,2,201,2,60,217,2,,12,4,,100,0,30
2,2,201,2,60,218,1,8,,,,,,
2,2,201,2,60,219,1,2,,,,,,
2,2,201,2,60,220,1,8,,,,,,
2,2,201,2,60,221,2,,12,4,,100,0,30
2,2,201,2,60,222,2,,12,4,,100,0,30
2,2,203,2,1224,202,1,,,,,,,
2,2,203,2,1224,204,1,8,,,,,,
2,2,203,2,1224,219,1,3,,,,,,
2,2,203,2,1224,220,1,8,,,,,,
2,2,205,2,712,201,1,,,,,,,
2,2,205,2,712,202,1,,,,,,,
2,2,205,2,712,203,1,,,,,,,
2,2,205,2,712,204,1,8,,,,,,
2,2,205,2,712,205,2,,20,4,,250,0,40
2,2,205,2,712,206,2,,20,4,,250,0,40
2,2,205,2,712,207,2,,20,4,,250,0,40
2,2,205,2,712,208,2,,20,4,,250,0,40
2,2,205,2,712,209,1,8,,,,,,
2,2,205,2,712,210,2,,20,4,,250,0,40
2,2,205,2,712,211,1,8,,,,,,
2,2,205,2,712,212,2,,20,4,,250,0,40
2,2,205,2,712,213,2,,20,4,,250,0,40
2,2,205,2,712,214,1,8,,,,,,
2,2,205,2,712,215,2,,20,4,,250,0,40
2,2,205,2,712,216,2,,20,4,,250,0,40
2,2,205,2,712,217,2,,20,4,,250,0,40
2,2,205,2,712,218,1,8,,,,,,
2,2,205,2,712,219,1,4,,,,,,
2,2,205,2,712,220,1,8,,,,,,
2,2,205,2,712,221,2,,20,4,,250,0,40
2,2,205,2,712,222,2,,20,4,,250,0,40
2,2,207,2,1302,201,2,,6,4,,200,0,30
2,2,207,2,1302,204,1,8,,,,,,
2,2,207,2,1302,205,2,,6,4,,200,0,30
2,2,207,2,1302,206,2,,15,4,,300,0,40
2,2,207,2,1302,207,2,,27,4,,400,1,0
2,2,207,2,1302,208,2,,15,4,,300,0,40
2,2,207,2,1302,209,2,,6,4,,200,0,30
2,2,207,2,1302,210,2,,6,4,,200,0,30
2,2,207,2,1302,211,2,,6,4,,200,0,30
2,2,207,2,1302,212,2,,6,4,,200,0,30
2,2,207,2,1302,213,2,,6,4,,200,0,30
2,2,207,2,1302,215,2,,10,5,,250,0,35
2,2,207,2,1302,216,2,,6,4,,200,0,30
2,2,207,2,1302,217,2,,6,4,,200,0,30
2,2,207,2,1302,218,2,,6,4,,200,0,30
2,2,207,2,1302,221,2,,6,4,,200,0,30
2,2,207,2,1302,222,2,,27,5,,400,1,0
2,2,209,2,1040,202,1,,,,,,,
2,2,209,2,1040,203,1,,,,,,,
2,2,209,2,1040,213,1,,,,,,,
2,2,209,2,1040,214,1,,,,,,,
2,2,209,2,1040,218,1,8,,,,,,
2,2,209,2,1040,219,1,6,,,,,,
2,2,209,2,1040,220,1,5,,,,,,
2,2,210,2,1300,201,1,,,,,,,
2,2,210,2,1300,202,1,,,,,,,
2,2,210,2,1300,203,1,,,,,,,
2,2,210,2,1300,204,1,8,,,,,,
2,2,210,2,1300,219,1,7,,,,,,
2,2,210,2,1300,220,1,8,,,,,,
2,2,212,2,956,220,1,8,,,,,,
2,2,214,2,898,201,1,,,,,,,
2,2,214,2,898,202,1,,,,,,,
2,2,214,2,898,203,1,,,,,,,
2,2,214,2,898,204,1,8,,,,,,
2,2,214,2,898,205,1,8,,,,,,
2,2,214,2,898,206,1,8,,,,,,
2,2,214,2,898,207,1,8,,,,,,
2,2,214,2,898,211,1,8,,,,,,
2,2,214,2,898,214,1,8,,,,,,
2,2,214,2,898,215,1,8,,,,,,
2,2,214,2,898,216,1,8,,,,,,
2,2,214,2,898,217,1,8,,,,,,
2,2,214,2,898,218,1,8,,,,,,
2,2,214,2,898,219,1,8,,,,,,
2,2,214,2,898,220,1,8,,,,,,
2,2,215,1,8,201,1,,,,,,,
2,2,215,1,8,202,1,,,,,,,
2,2,215,1,8,203,1,,,,,,,
2,2,215,1,8,207,1,8,,,,,,
2,2,215,1,8,209,1,8,,,,,,
2,2,215,1,8,212,1,,,,,,,
2,2,215,1,8,220,1,7,,,,,,
2,2,216,2,200,202,2,,0.200000002980232,1,,,,
2,2,216,2,200,204,1,8,,,,,,
2,2,216,2,200,211,1,8,,,,,,
2,2,216,2,200,216,2,,25,4,,250,1,0
2,2,216,2,200,217,2,,25,4,,250,1,0
2,2,216,2,200,218,2,,25,4,,250,1,0
2,2,216,2,200,219,2,,25,4,,100,0,30
2,2,216,2,200,220,1,8,,,,,,
2,2,216,2,200,221,2,,25,4,,250,1,0
2,2,216,2,200,222,2,,25,4,,250,1,0
2,2,218,2,1592,201,2,,15,4,,150,0,25
2,2,218,2,1592,202,2,,15,4,,150,0,25
2,2,218,2,1592,203,2,,15,4,,150,0,25
2,2,218,2,1592,204,2,,15,4,,150,0,25
2,2,218,2,1592,205,2,,15,4,,150,0,25
2,2,218,2,1592,206,2,,15,4,,150,0,25
2,2,218,2,1592,207,2,,15,4,,150,0,25
2,2,218,2,1592,208,2,,15,4,,150,0,25
2,2,218,2,1592,209,2,,15,4,,150,0,25
2,2,218,2,1592,210,2,,15,4,,150,0,25
2,2,218,2,1592,211,2,,4,3,,,,
2,2,218,2,1592,212,2,,15,4,,150,0,25
2,2,218,2,1592,213,2,,15,4,,150,0,25
2,2,218,2,1592,214,2,,4,3,,,,
2,2,218,2,1592,215,2,,15,4,,150,0,25
2,2,218,2,1592,216,2,,15,4,,150,0,25
2,2,218,2,1592,217,2,,15,4,,150,0,25
2,2,218,2,1592,218,2,,15,4,,150,0,25
2,2,218,2,1592,219,2,,15,4,,150,0,25
2,2,218,2,1592,220,1,8,,,,,,
2,2,218,2,1592,221,2,,15,4,,150,0,25
2,2,218,2,1592,222,2,,15,4,,150,0,25
2,2,221,2,18,202,1,,,,,,,
2,2,221,2,18,204,1,,,,,,,
2,2,221,2,18,209,1,,,,,,,
2,2,221,2,18,220,1,8,,,,,,
5,3,301,1,1198,201,1,,,,,,,
5,3,301,1,1198,202,1,,,,,,,
5,3,301,1,1198,203,1,,,,,,,
5,3,301,1,1198,204,1,8,,,,,,
5,3,301,1,1198,205,1,8,,,,,,
5,3,301,1,1198,206,1,8,,,,,,
5,3,305,2,4,201,1,,,,,,,
5,3,305,2,1542,201,1,,,,,,,
5,3,305,2,1542,202,1,,,,,,,
5,3,305,2,1542,203,2,,1.5,1,,,,
5,3,305,2,1542,204,2,,1,1,,,,
5,3,305,2,1542,205,2,,4,4,,100,0,50
5,3,305,2,1542,206,2,,4,4,,100,0,45
5,3,305,2,1542,207,2,,4,4,,100,0,45
5,3,305,2,1542,208,2,,4,4,,100,0,45
5,3,305,2,1542,209,2,,4,4,,100,0,50
5,3,305,2,1542,210,2,,4,4,,100,0,50
5,3,305,2,1542,211,2,,4,4,,100,0,50
5,3,305,2,1542,212,2,,4,4,,100,0,45
5,3,305,2,1542,213,2,,4,4,,100,0,45
5,3,305,2,1542,214,2,,4,4,,100,0,45
5,3,305,2,1542,215,2,,4,4,,100,0,45
5,3,305,2,1542,216,2,,4,4,,100,0,45
5,3,305,2,1542,217,2,,4,4,,100,0,45
5,3,305,2,1542,218,2,,4,4,,100,0,45
5,3,305,2,1542,219,2,,4,4,,100,0,45
5,3,305,2,1542,220,1,7,,,,,,
5,3,305,2,1542,221,2,,4,4,,100,0,45
5,3,305,2,1542,222,2,,4,4,,100,0,45
5,3,307,1,634,201,1,,,,,,,
5,3,307,1,634,202,1,,,,,,,
5,3,307,1,634,203,1,,,,,,,
5,3,307,1,634,204,1,8,,,,,,
5,3,307,1,634,205,1,8,,,,,,
5,3,307,1,634,206,1,8,,,,,,
5,3,307,1,634,207,1,8,,,,,,
5,3,307,1,634,208,1,8,,,,,,
5,3,307,1,634,209,1,8,,,,,,
5,3,307,1,634,210,1,8,,,,,,
5,3,307,1,634,211,1,8,,,,,,
5,3,307,1,634,212,1,,,,,,,
5,3,307,1,634,213,1,,,,,,,
5,3,307,1,634,214,1,8,,,,,,
5,3,307,1,634,215,1,8,,,,,,
5,3,307,1,634,216,1,8,,,,,,
5,3,307,1,634,217,1,8,,,,,,
5,3,307,1,634,218,1,8,,,,,,
5,3,307,1,634,219,1,8,,,,,,
5,3,307,1,634,220,1,8,,,,,,
5,3,307,1,634,221,1,8,,,,,,
5,3,307,1,634,222,1,8,,,,,,
5,3,309,2,478,201,1,,,,,,,
5,3,309,2,478,202,1,,,,,,,
5,3,309,2,478,203,2,,0.100000001490116,1,,,,
5,3,309,2,478,204,2,,4,4,,200,1,0
5,3,309,2,478,205,2,,4,4,,200,1,0
5,3,309,2,478,206,2,,4,4,,200,1,0
5,3,309,2,478,207,2,,4,4,,200,1,0
5,3,309,2,478,208,2,,4,4,,200,1,0
5,3,309,2,478,209,2,,4,4,,200,1,0
5,3,309,2,478,210,2,,4,4,,200,1,0
5,3,309,2,478,211,2,,4,4,,200,1,0
5,3,309,2,478,212,2,,4,4,,200,1,0
5,3,309,2,478,213,2,,4,4,,200,1,0
5,3,309,2,478,214,2,,4,4,,200,1,0
5,3,309,2,478,215,2,,4,4,,200,1,0
5,3,309,2,478,216,2,,4,4,,200,1,0
5,3,309,2,478,217,2,,4,4,,200,1,0
5,3,309,2,478,218,2,,4,4,,200,1,0
5,3,309,2,478,219,1,5,,,,,,
5,3,309,2,478,220,1,7,,,,,,
5,3,309,2,478,221,2,,4,4,,200,1,0
5,3,309,2,478,222,2,,4,4,,200,1,0
5,3,312,2,20,201,2,,2,3,,,,
5,3,312,2,20,202,2,,2,3,,,,
5,3,312,2,20,203,2,,2,3,,,,
5,3,312,2,20,204,2,,2,4,,50,0,20
5,3,312,2,20,205,2,,2,4,,50,0,20
5,3,312,2,20,206,2,,2,4,,50,0,20
5,3,312,2,20,207,2,,2,4,,50,0,20
5,3,312,2,20,208,2,,2,4,,50,0,20
5,3,312,2,20,209,2,,2,4,,50,0,20
5,3,312,2,20,210,2,,2,4,,50,0,20
5,3,312,2,20,211,2,,2,4,,50,0,20
5,3,312,2,20,212,2,,2,4,,50,0,20
5,3,312,2,20,213,2,,2,4,,50,0,20
5,3,312,2,20,214,2,,2,4,,50,0,20
5,3,312,2,20,215,2,,2,4,,50,0,20
5,3,312,2,20,216,2,,2,4,,50,0,20
5,3,312,2,20,217,2,,2,4,,50,0,20
5,3,312,2,20,218,2,,2,4,,50,0,20
5,3,312,2,20,219,2,,2,4,,50,0,20
5,3,312,2,20,220,1,7,,,,,,
5,3,312,2,20,221,2,,2,4,,50,0,20
5,3,312,2,20,222,2,,8,4,,200,1,20
5,3,313,2,70,201,2,,2,1,,,,
5,3,313,2,70,202,2,,2,1,,,,
5,3,313,2,70,203,1,,,,,,,
5,3,313,2,70,204,2,,4,2,,,,
5,3,313,2,70,205,2,,4,2,,,,
5,3,313,2,70,206,2,,4,2,,,,
5,3,313,2,70,207,2,,4,2,,,,
5,3,313,2,70,208,2,,4,2,,,,
5,3,313,2,70,209,2,,4,2,,,,
5,3,313,2,70,210,2,,4,2,,,,
5,3,313,2,70,211,2,,4,2,,,,
5,3,313,2,70,212,2,,4,2,,,,
5,3,313,2,70,213,2,,4,2,,,,
5,3,313,2,70,214,2,,4,2,,,,
5,3,313,2,70,215,2,,4,2,,,,
5,3,313,2,70,216,2,,4,2,,,,
5,3,313,2,70,217,2,,4,2,,,,
5,3,313,2,70,218,2,,4,2,,,,
5,3,313,2,70,219,1,6,,,,,,
5,3,313,2,70,220,1,7,,,,,,
5,3,313,2,70,221,2,,4,4,,100,0,45
5,3,313,2,70,222,2,,4,4,,100,0,45
5,3,316,2,874,201,1,,,,,,,
5,3,316,2,874,202,1,,,,,,,
5,3,316,2,874,203,2,,1,1,,,,
5,3,316,2,874,204,1,8,,,,,,
5,3,316,2,874,205,2,,2,4,,50,0,20
5,3,316,2,874,206,2,,2,4,,50,0,20
5,3,316,2,874,207,1,8,,,,,,
5,3,316,2,874,208,2,,1.5,4,,50,0,20
5,3,316,2,874,209,2,,0.5,1,,,,
5,3,316,2,874,210,2,,2,4,,50,0,20
5,3,316,2,874,211,1,8,,,,,,
5,3,316,2,874,212,1,,,,,,,
5,3,316,2,874,213,2,,2,4,,50,0,20
5,3,316,2,874,214,1,8,,,,,,
5,3,316,2,874,215,2,,2,4,,50,0,20
5,3,316,2,874,216,2,,2,4,,100,0,40
5,3,316,2,874,217,2,,2,4,,100,0,40
5,3,316,2,874,218,1,8,,,,,,
5,3,316,2,874,219,1,5,,,,,,
5,3,316,2,874,220,1,7,,,,,,
5,3,316,2,874,221,2,,2,4,,100,0,40
5,3,316,2,874,222,2,,2,4,,100,0,40
5,3,318,2,1136,201,1,,,,,,,
5,3,318,2,1136,202,1,,,,,,,
5,3,318,2,1136,203,1,,,,,,,
5,3,318,2,1136,204,2,,2,4,,50,0,30
5,3,318,2,1136,205,2,,4,4,,100,0,45
5,3,318,2,1136,206,2,,2,4,,50,0,30
5,3,318,2,1136,207,2,,2,4,,50,0,30
5,3,318,2,1136,208,2,,2,4,,50,0,30
5,3,318,2,1136,209,2,,2,4,,50,0,30
5,3,318,2,1136,210,2,,4,4,,100,0,50
5,3,318,2,1136,211,2,,2,4,,50,0,30
5,3,318,2,1136,212,2,,2,4,,50,0,30
5,3,318,2,1136,213,2,,2,4,,50,0,30
5,3,318,2,1136,214,2,,2,4,,50,0,30
5,3,318,2,1136,215,2,,2,4,,50,0,30
5,3,318,2,1136,216,2,,4,4,,100,0,45
5,3,318,2,1136,217,2,,4,4,,100,0,45
5,3,318,2,1136,218,2,,2,4,,50,0,45
5,3,318,2,1136,219,2,,1,1,,,,
5,3,318,2,1136,220,1,,,,,,,
5,3,318,2,1136,221,2,,2,4,,50,0,30
5,3,318,2,1136,222,2,,4,4,,100,0,45
5,3,321,2,364,201,1,,,,,,,
5,3,321,2,364,202,1,,,,,,,
5,3,321,2,364,203,1,,,,,,,
5,3,321,2,364,204,1,8,,,,,,
5,3,321,2,364,205,1,8,,,,,,
5,3,321,2,364,206,1,8,,,,,,
5,3,321,2,364,207,1,8,,,,,,
5,3,321,2,364,208,1,4,,,,,,
5,3,321,2,364,209,1,8,,,,,,
5,3,321,2,364,210,1,8,,,,,,
5,3,321,2,364,211,1,8,,,,,,
5,3,321,2,364,212,1,,,,,,,
5,3,321,2,364,213,1,,,,,,,
5,3,321,2,364,214,1,8,,,,,,
5,3,321,2,364,215,1,8,,,,,,
5,3,321,2,364,216,1,1,,,,,,
5,3,321,2,364,217,1,1,,,,,,
5,3,321,2,364,218,1,1,,,,,,
5,3,321,2,364,219,1,5,,,,,,
5,3,321,2,364,220,1,7,,,,,,
5,3,321,2,364,221,1,6,,,,,,
5,3,321,2,364,222,2,,4,4,,150,0,45
5,3,323,2,580,201,1,,,,,,,
5,3,323,2,580,202,1,,,,,,,
5,3,323,2,580,203,1,,,,,,,
5,3,323,2,580,204,2,,2,4,,50,0,25
5,3,323,2,580,205,2,,2,4,,50,0,25
5,3,323,2,580,206,2,,2,4,,50,0,25
