"zone","state","sector","lga","ea","serial_no","c1q2","c1q3","c1q4a","c1q4b","c1q4c","c1q5","c1q6"
6,29,2,2920,1628,2,1,69,11,,"COMMUNITY MEMBER",69,0
6,29,2,2920,1628,3,2,61,8,,,47,0
6,29,2,2920,1628,4,1,28,11,,"YOUTH",28,26
6,29,2,2920,1628,5,1,46,11,,"COMMUNITY MEMBER",46,15
6,29,2,2920,1628,6,2,19,11,,"YOUTH",15,23
6,29,2,2920,1628,7,2,65,11,,"COMMUNITY MEMBER",50,0
6,29,2,2920,1628,8,2,57,8,,,35,0
6,29,1,2923,396,1,1,53,8,,,10,32
6,29,1,2923,396,2,1,24,11,,"YOUTH",24,41
6,29,1,2923,396,3,1,23,11,,"STUDENT",23,41
6,29,1,2923,396,4,1,65,6,,,33,16
6,29,1,2923,396,5,1,24,8,,,3,26
6,29,1,2923,396,6,2,47,8,,,4,32
6,29,1,2923,396,7,1,62,11,,"FARMER",43,16
6,29,1,2923,396,8,2,42,11,,"FARMER",42,16
6,29,2,2923,1126,1,1,27,11,,"STUDENT",27,41
6,29,2,2923,1126,2,2,55,8,,,30,0
6,29,2,2923,1126,3,2,65,11,,"FARMING",40,0
6,29,2,2923,1126,4,1,45,6,,,26,26
6,29,2,2923,1126,5,2,40,5,,,30,34
6,29,2,2923,1126,6,2,54,8,,,20,0
6,29,2,2923,1126,7,1,56,11,,"FARMER",25,26
6,29,2,2923,1126,8,1,72,11,,"CHIEF",18,0
6,29,1,2927,1124,1,1,75,1,,,75,0
6,29,1,2927,1124,2,2,62,8,,,37,0
6,29,1,2927,1124,3,2,68,11,,"COMMUNITY MEMBER",38,0
6,29,1,2927,1124,4,1,49,8,,,49,33
6,29,1,2927,1124,5,1,27,11,,"YOUTH",27,26
6,29,1,2927,1124,6,1,35,9,,,35,26
6,29,1,2930,530,1,1,66,1,,,30,16
6,29,1,2930,530,2,2,31,8,,,13,16
6,29,1,2930,530,3,2,30,8,,,3,26
6,29,1,2930,530,4,2,57,8,,,40,0
6,29,1,2930,530,5,1,33,8,,,3,26
6,29,1,2930,530,6,1,26,11,,"YOUTH",26,26
6,29,1,2930,1300,1,1,83,,6,,10,0
6,29,1,2930,1300,2,1,45,,8,,29,16
6,29,1,2930,1300,3,1,28,,11,,25,26
6,29,1,2930,1300,4,1,30,,11,,30,26
6,29,1,2930,1300,5,2,35,,8,,6,23
6,29,1,2930,1300,6,2,24,,7,,4,41
6,29,1,2930,1300,7,2,25,,5,,10,34
6,29,1,2930,1300,8,2,31,,8,,8,26
6,29,1,2930,1418,1,1,57,8,,,10,33
6,29,1,2930,1418,2,1,53,8,,,20,26
6,29,1,2930,1418,3,1,58,8,,,30,26
6,29,1,2930,1418,4,2,28,7,,,28,26
6,29,1,2930,1418,5,1,50,9,,,30,34
6,29,1,2930,1418,6,1,24,11,,,24,16
6,29,1,2930,1418,7,1,68,6,,,68,0
6,29,1,2930,1418,8,2,35,,,,15,23
6,30,1,3002,1264,1,1,74,9,3,,35,16
6,30,1,3002,1264,2,1,68,8,9,,23,33
6,30,1,3002,1264,3,1,68,3,8,,23,16
6,30,1,3002,1264,4,2,56,8,3,,22,16
6,30,1,3002,1264,5,2,57,8,3,,30,0
6,30,1,3002,1310,1,1,59,1,8,,38,0
6,30,1,3002,1310,2,1,62,9,3,,35,16
6,30,1,3002,1310,3,1,48,3,8,,37,16
6,30,1,3002,1310,4,1,60,3,8,,11,34
6,30,1,3002,1310,5,2,65,8,3,,40,16
6,30,1,3002,1310,6,1,72,9,3,,20,23
6,30,1,3002,1310,7,1,50,3,8,,50,16
6,30,1,3002,1310,8,1,28,3,8,,28,26
6,30,1,3002,1310,9,2,65,8,3,,32,33
6,30,2,3004,216,1,1,63,1,9,,32,0
6,30,2,3004,216,2,1,72,3,9,,22,0
6,30,2,3004,216,3,1,67,3,6,,13,16
6,30,2,3004,216,4,1,81,9,3,,37,0
6,30,2,3004,216,5,2,60,3,8,,10,0
6,30,2,3004,216,6,2,39,2,8,,12,16
6,30,2,3004,216,7,2,60,3,8,,37,0
6,30,2,3004,216,8,1,33,6,8,,13,12
6,30,1,3005,2870,1,1,68,1,,,21,26
6,30,1,3005,2870,2,1,65,9,,,11,33
6,30,1,3005,2870,3,2,46,3,,,17,33
6,30,1,3005,2870,4,1,55,9,,,18,26
6,30,1,3005,2870,5,1,31,8,,,8,26
6,30,1,3005,2942,1,1,70,3,,,27,32
6,30,1,3005,2942,2,1,69,1,,,21,28
6,30,1,3005,2942,3,1,47,3,,,16,26
6,30,1,3005,2942,4,1,64,3,,,8,28
6,30,1,3005,2942,5,1,47,5,,,19,42
6,30,1,3007,1624,1,1,57,1,,,30,26
6,30,1,3007,1624,2,1,56,11,,"DRIVER",29,26
6,30,1,3007,1624,3,2,54,3,,,26,0
6,30,1,3007,1624,4,1,44,7,,,26,26
6,30,1,3007,1624,5,1,69,3,,,27,0
6,30,1,3009,764,1,1,65,9,,,41,0
6,30,1,3009,764,2,1,31,11,11,"CAPENTER",11,16
6,30,1,3009,764,3,1,33,11,,"POOL AGENT",10,26
6,30,1,3009,764,4,2,66,11,,"WIDOW",49,0
6,30,1,3009,1642,1,1,60,9,,,21,33
6,30,1,3009,1642,2,1,52,11,,"WELDER",17,16
6,30,1,3009,1642,3,1,63,11,,"DRIVER",18,33
6,30,1,3010,1762,1,1,66,1,,,31,16
6,30,1,3010,1762,2,1,77,3,,,23,51
6,30,1,3010,1762,3,1,80,3,,,33,0
6,30,1,3010,1762,4,2,70,3,,,31,16
6,30,1,3010,1762,5,2,82,3,,,31,0
6,30,2,3012,334,1,1,66,1,,,31,23
6,30,2,3012,334,2,1,73,3,,,61,0
6,30,2,3012,334,3,1,71,3,,,41,13
6,30,2,3012,334,4,1,62,11,,"FARMER",21,0
6,30,2,3014,120,1,1,71,1,,,25,0
6,30,2,3014,120,2,1,73,3,,,25,16
6,30,2,3014,120,3,1,66,11,,"FARMER",25,0
6,30,2,3014,120,4,1,61,11,,"FARMER",25,0
6,30,2,3014,120,5,1,41,11,,"PRODUCE BUYER",24,26
6,30,2,3014,120,6,1,66,9,,,24,0
6,30,2,3015,1688,1,1,76,1,8,,22,0
6,30,2,3015,1688,2,2,71,2,8,,22,0
6,30,2,3015,1688,3,1,31,3,8,,26,16
6,30,2,3015,1688,4,1,80,3,9,,15,0
6,30,2,3015,1688,5,2,70,3,8,,15,0
6,30,2,3015,1688,6,1,75,8,9,,14,16
6,30,2,3015,1688,7,1,43,3,8,,5,16
6,30,2,3015,1688,8,1,26,3,8,,13,0
6,30,1,3016,390,1,1,86,1,,,86,0
6,30,1,3016,390,2,2,72,2,8,,42,0
6,30,1,3016,390,3,1,73,1,8,,73,0
6,30,1,3016,390,4,1,70,1,3,,70,0
6,30,1,3016,390,5,2,71,3,8,,35,0
6,30,1,3016,390,6,1,69,9,8,,69,16
6,30,1,3016,390,7,1,32,3,8,,32,26
6,30,2,3018,914,1,1,63,1,,,41,0
6,30,2,3018,914,2,1,81,3,,,41,0
6,30,2,3018,914,3,1,51,3,,,6,16
6,30,2,3018,914,4,2,61,2,,,31,0
6,30,2,3018,914,5,1,60,8,,,7,0
6,30,1,3020,322,1,2,65,8,,,26,43
6,30,1,3020,322,2,1,54,11,,"CIVIL SERVANT",6,43
6,30,1,3020,322,3,1,50,8,,,12,43
6,30,2,3023,622,1,1,57,1,9,,57,0
6,30,2,3023,622,2,1,56,1,9,,56,16
6,30,2,3023,622,3,2,72,3,8,,72,16
6,30,2,3023,622,4,1,72,8,9,,72,15
6,30,2,3023,622,5,1,47,3,8,,47,26
6,30,2,3023,622,6,1,62,3,8,,62,0
6,30,2,3023,622,7,2,51,8,,,51,0
6,30,2,3023,622,8,1,46,3,8,,46,16
6,30,1,3024,1406,1,1,63,1,1,,31,27
6,30,1,3024,1406,2,1,65,2,,,28,27
6,30,1,3024,1406,3,1,59,2,,,27,27
6,30,1,3024,1406,4,1,61,2,,,41,26
6,30,1,3024,1406,5,1,58,2,,,25,26
6,30,1,3024,1924,1,1,57,1,,,26,41
6,30,1,3024,1924,2,1,74,3,,,21,41
6,30,1,3024,1924,3,2,52,5,,,17,42
6,30,1,3024,1924,4,1,47,9,,,15,26
6,30,1,3024,1924,5,2,61,8,,,23,41
6,30,1,3025,2052,1,1,57,1,,,31,34
6,30,1,3025,2052,2,2,40,2,,,21,34
6,30,1,3025,2052,3,1,58,3,,,32,27
6,30,1,3025,2052,4,1,58,9,,,30,16
6,30,1,3025,2052,5,1,75,3,,,34,14
6,30,1,3030,946,1,1,69,1,9,,69,16
6,30,1,3030,946,2,1,59,1,8,,59,16
6,30,1,3030,946,3,1,72,3,8,,72,0
6,30,1,3030,946,4,2,71,3,8,,41,16
6,30,1,3030,946,5,1,63,3,8,,63,16
6,30,1,3030,946,6,1,70,8,3,,70,26
6,30,2,3032,520,1,1,46,1,8,,12,16
6,30,2,3032,520,2,1,42,3,8,,8,16
6,30,2,3032,520,3,2,38,2,8,,10,16
6,30,2,3032,520,4,1,51,8,3,,8,0
6,30,2,3032,520,5,1,45,6,8,,9,0
6,30,2,3032,520,6,2,37,8,3,,8,16
6,30,2,3032,520,7,1,44,6,8,,11,0
6,30,2,3032,520,8,1,45,6,8,,10,0
6,30,1,3032,1088,1,1,73,1,8,,11,0
6,30,1,3032,1088,2,2,53,2,8,,11,0
6,30,1,3032,1088,3,2,48,8,9,,8,41
6,30,1,3032,1088,4,1,62,9,3,,6,0
6,30,1,3032,1088,5,1,54,3,8,,11,16
6,30,1,3032,1088,6,1,38,8,3,,3,41
6,30,2,3033,554,1,1,78,1,9,,78,15
6,30,2,3033,554,2,1,63,3,8,,63,16
6,30,2,3033,554,3,2,57,8,3,,46,0
6,30,2,3033,554,4,1,47,3,8,,47,16
6,30,2,3033,554,5,1,77,8,9,,77,0
6,30,2,3033,554,6,1,45,9,8,,45,0
1,31,2,3101,604,1,1,80,1,,,80,16
1,31,2,3101,604,2,2,50,5,,,50,42
1,31,2,3101,604,3,1,62,10,,,62,26
1,31,2,3101,604,4,2,22,8,,,22,26
1,31,2,3101,604,5,1,70,8,,,35,14
1,31,2,3103,874,1,1,38,1,,,38,26
1,31,2,3103,874,2,1,35,1,,,35,0
1,31,2,3103,874,3,1,40,,,"YOUTH LEADER",40,26
1,31,2,3103,874,4,1,52,,,"HEAD MASTER",6,34
1,31,2,3103,874,5,1,46,,,"YOUTH PRO (II)",46,16
1,31,1,3105,2914,1,1,68,1,,,60,0
1,31,1,3105,2914,2,1,65,3,,,58,16
1,31,1,3105,2914,3,1,75,11,,,18,16
1,31,1,3105,2914,4,1,75,11,,,75,16
1,31,1,3105,2914,5,2,56,8,,,36,13
1,31,1,3105,2914,6,2,48,8,,,35,14
1,31,1,3105,2914,7,1,45,9,,,4,42
1,31,1,3107,724,1,1,,1,,,,
1,31,1,3107,724,2,1,45,11,,,13,41
1,31,1,3107,724,3,2,35,5,,,5,34
1,31,1,3107,724,4,2,40,8,,,20,0
1,31,1,3107,724,5,2,32,5,,,13,41
1,31,2,3107,1092,1,1,45,1,,,45,0
1,31,2,3107,1092,2,2,40,9,,,40,34
1,31,2,3107,1092,3,1,56,8,,,56,34
1,31,2,3107,1092,4,1,28,11,,,28,41
1,31,2,3107,1092,5,1,56,11,,,56,0
1,31,2,3107,1092,6,1,86,3,,,86,0
1,31,2,3109,1026,1,1,53,10,,,53,26
1,31,2,3109,1026,2,1,57,11,,,57,0
1,31,2,3109,1026,3,1,41,3,,,41,0
1,31,2,3109,1026,4,1,43,11,,,43,0
1,31,2,3109,1026,5,1,53,8,,,53,16
1,31,2,3111,2966,1,1,52,1,,,48,0
1,31,2,3111,2966,2,1,55,11,,,55,0
1,31,2,3111,2966,3,1,40,9,,,5,34
1,31,2,3111,2966,4,2,40,8,,,40,16
1,31,2,3111,2966,5,2,42,,,,2,26
1,31,2,3111,2966,6,1,40,,,"YOUTH LEADER",40,26
1,31,2,3112,350,1,1,76,1,,,76,1
1,31,2,3112,350,2,1,41,3,,,41,14
1,31,2,3112,350,3,2,22,11,,,3,26
1,31,2,3112,350,4,1,35,11,,"CHAIRMAN",,16
1,31,2,3112,350,5,1,36,11,,,36,22
1,31,2,3113,332,1,1,46,11,,"NATIONAL PRESIDENT",46,42
1,31,2,3113,332,2,1,38,11,,"SEC",38,43
1,31,2,3113,332,3,1,48,5,,,48,34
1,31,2,3113,332,4,1,30,8,,,30,26
1,31,2,3113,332,5,2,40,11,,"WOMEN LEADER",40,34
1,31,2,3115,680,1,1,45,1,,,42,26
1,31,2,3115,680,2,1,54,5,,,54,34
1,31,2,3115,680,3,1,45,9,,,45,34
1,31,2,3115,680,4,2,36,8,,,34,32
1,31,2,3115,680,5,2,33,7,,,33,41
1,31,2,3116,1344,1,1,61,1,,,61,26
1,31,2,3116,1344,2,1,72,11,,"BASIN GARI",12,26
1,31,2,3116,1344,3,2,26,8,,,10,22
1,31,2,3116,1344,4,1,65,11,,"CHAIRMAN OF BANGA",65,0
1,31,2,3116,1344,5,1,51,9,,,6,34
1,31,2,3116,1344,6,1,51,5,,,13,34
5,32,2,3201,2034,1,1,44,1,,,40,26
5,32,2,3201,2034,2,2,30,2,,,30,23
5,32,2,3201,2034,3,1,56,11,,"COMPOUND CHIEF",55,16
5,32,2,3201,2034,4,1,43,11,,"YOUTH LEADER",40,26
5,32,2,3201,2034,5,1,40,11,,"FARMER",32,16
5,32,2,3201,2034,6,2,45,11,,"WOMEN LEADER",45,33
5,32,2,3202,84,1,1,51,1,,,40,42
5,32,2,3202,84,2,1,65,11,,"SECOND IN COMMAND",61,26
5,32,2,3202,84,3,1,71,11,,"COMMUNITY TREASURER",65,26
5,32,2,3202,84,4,1,87,11,,"LAND LORD",81,42
5,32,2,3202,84,5,2,51,11,,"WOMEN LEADER",50,42
5,32,2,3203,2644,1,1,53,1,,,50,26
5,32,2,3203,2644,2,2,44,2,,,40,26
5,32,2,3203,2644,3,1,29,11,,"YOUTH LEADER",21,26
5,32,2,3203,2644,4,1,32,11,,"CDC  CHAIRMAN",30,26
5,32,2,3203,2644,5,2,31,11,,"WOMEN LEADER",26,16
5,32,2,3203,2644,6,1,33,8,,,26,26
5,32,1,3204,346,1,1,65,1,,,60,43
5,32,1,3204,346,2,1,58,8,,,53,42
5,32,1,3204,346,3,1,32,11,,"YOUTH LEADER",31,42
5,32,1,3204,346,4,2,29,11,,"WOMEN LEADER",25,26
5,32,2,3206,276,1,1,81,1,,,66,42
5,32,2,3206,276,2,2,70,2,,,30,23
5,32,2,3206,276,3,1,75,11,,"CHIEF",45,42
5,32,2,3206,276,4,1,72,11,,"CHIEF",41,42
5,32,2,3206,276,5,1,32,11,,"YOUTH LEADER",28,42
5,32,2,3206,276,6,2,63,11,,"WOMEN LEADER",60,16
5,32,2,3206,276,7,1,82,11,,"CHIEF",60,16
5,32,2,3207,1464,1,1,52,1,,,52,16
5,32,2,3207,1464,2,1,50,,,"ELDER",48,26
5,32,2,3207,1464,3,1,37,,,"YOUTH LEADER",36,26
5,32,2,3207,1464,4,2,32,,,"WOMEN LEADER",31,26
5,32,2,3208,2244,1,1,58,1,,,58,42
5,32,2,3208,2244,2,1,72,9,,,70,42
5,32,2,3208,2244,3,1,41,11,,"YOUTH LEADER",40,34
5,32,2,3208,2244,4,2,52,2,,,52,16
5,32,2,3208,2244,5,2,41,11,,"WOMEN LEADER",40,42
5,32,2,3208,2244,6,2,62,11,,"MEMBER WOMEN",60,26
5,32,1,3209,1208,1,1,73,1,,,73,23
5,32,1,3209,1208,2,2,61,2,,,61,0
5,32,1,3209,1208,3,1,36,8,,,36,42
5,32,1,3209,1208,4,1,50,3,,,50,26
5,32,1,3209,1208,5,1,72,3,,,72,26
5,32,1,3209,1208,6,2,50,8,,,50,26
5,32,2,3210,1692,1,1,65,1,,,65,41
5,32,2,3210,1692,2,2,59,2,,,35,34
5,32,2,3210,1692,3,2,43,3,,,43,16
5,32,2,3210,1692,4,1,57,3,,,57,42
5,32,2,3210,1692,5,1,72,3,,,72,26
5,32,2,3210,1692,6,1,60,3,,,60,42
5,32,2,3212,314,1,1,73,1,,,73,42
5,32,2,3212,314,2,1,52,3,,,52,42
5,32,2,3212,314,3,1,65,3,,,65,43
5,32,2,3212,314,4,1,37,3,,,37,26
5,32,2,3212,314,5,1,63,3,,,63,16
5,32,2,3212,314,6,1,35,3,,,35,26
5,32,2,3212,314,7,1,42,3,,,42,16
5,32,2,3213,128,1,1,82,1,,,82,42
5,32,2,3213,128,2,1,65,3,,,65,24
5,32,2,3213,128,3,1,45,3,,,45,42
5,32,2,3213,128,4,2,47,8,,,47,23
5,32,2,3213,128,5,1,42,3,,,42,26
5,32,2,3213,128,6,1,53,3,,,53,42
5,32,1,3215,1896,1,1,48,1,,,16,42
5,32,1,3215,1896,2,1,51,8,,,10,16
5,32,1,3215,1896,3,1,34,8,,,,16
5,32,1,3215,1896,4,2,38,2,,,12,26
5,32,1,3215,2978,1,1,46,1,,,46,42
5,32,1,3215,2978,2,1,41,3,,,41,42
5,32,1,3215,2978,3,1,66,3,,,66,26
5,32,1,3215,2978,4,2,54,11,,"WOMEN LEADER",25,42
5,32,1,3215,2978,5,2,42,2,,,22,42
5,32,1,3215,2978,6,1,37,11,,"YOUTH LEADER",37,26
5,32,1,3215,2978,7,1,37,3,,,37,26
5,32,1,3215,4712,1,1,47,1,,,40,43
5,32,1,3215,4712,2,2,51,11,,"FINANCIAL SEC",20,42
5,32,1,3215,4712,3,1,47,11,,"TREASURER",30,42
5,32,1,3215,4712,4,1,26,11,,"EX. YOUTH LEADER",20,42
5,32,1,3215,4712,5,1,25,11,,"YOUTH MEMBER",15,26
5,32,1,3215,4712,6,1,35,11,,"YOUTH PRESIDENT",20,42
5,32,1,3215,4712,7,1,26,11,,"YOUTH MEMBER",18,42
5,32,2,3216,1184,1,1,62,1,,,61,16
5,32,2,3216,1184,2,1,36,11,,"COMMUNITY SECRETARY",36,26
5,32,2,3216,1184,3,1,38,11,,"PRO CDC",38,26
5,32,2,3216,1184,4,2,58,11,,"WOMEN LEADER",58,16
5,32,2,3216,1184,5,1,59,11,,"CDC CHAIRMAN",58,42
5,32,2,3216,1184,6,1,38,11,,"YOUTH LEADER",36,16
5,32,2,3218,296,1,1,74,1,,,74,26
5,32,2,3218,296,2,1,56,3,,,56,42
5,32,2,3218,296,3,2,46,7,,,16,42
5,32,2,3218,296,4,1,52,3,,,52,26
5,32,2,3218,296,5,1,52,3,,,52,26
5,32,2,3218,296,6,1,52,3,,,52,26
5,32,2,3218,296,7,1,43,3,,,43,26
5,32,2,3218,296,8,2,56,5,,,56,42
5,32,2,3221,132,1,1,52,1,,,52,26
5,32,2,3221,132,2,1,73,3,,,73,42
5,32,2,3221,132,3,1,71,3,,,71,42
5,32,2,3221,132,4,1,48,3,,,48,42
5,32,2,3221,132,5,1,35,3,,,35,42
5,32,2,3221,132,6,1,45,8,,,25,26
5,32,2,3221,132,7,2,70,3,,,70,16
5,32,1,3222,1624,1,1,82,1,,,42,27
5,32,1,3222,1624,2,2,71,2,,,42,14
5,32,1,3222,1624,3,1,50,11,,,31,42
5,32,1,3222,1624,4,1,72,8,,,40,26
5,32,1,3222,1624,5,1,70,8,,,36,26
5,32,1,3222,2780,1,1,44,11,,,44,34
5,32,1,3222,2780,2,2,38,11,,,9,26
5,32,1,3222,2780,3,1,42,8,,,8,34
5,32,2,3223,390,1,1,70,1,,,70,16
5,32,2,3223,390,2,1,55,3,,,43,43
5,32,2,3223,390,3,2,48,2,,,48,16
5,32,2,3223,390,4,1,54,3,,,54,42
5,32,2,3223,390,5,1,49,3,,,49,42
5,32,2,3223,390,6,1,56,3,,,56,42
5,32,2,3223,390,7,1,49,11,,"YOUTH LEADER",49,41
5,32,2,3223,390,8,1,33,11,,"YOUTH SECRETARY",33,42
5,32,2,3223,390,9,1,56,3,,,56,16
5,32,2,3223,578,1,1,44,1,,,44,16
5,32,2,3223,578,2,1,49,5,,,20,34
5,32,2,3223,578,3,2,49,8,,,26,13
5,32,2,3223,578,4,1,64,3,,,20,16
5,32,2,3223,578,5,2,37,8,,,24,15
5,32,2,3223,578,6,1,37,3,,,32,16
5,32,2,3223,578,7,1,67,3,,,36,0
5,32,2,3223,578,8,1,32,11,,"YOUTH LEADER",7,16
3,33,2,3304,418,1,1,52,1,,,52,51
3,33,2,3304,418,2,1,55,3,,,55,51
3,33,2,3304,418,3,1,50,9,,,50,51
3,33,2,3304,418,4,1,55,8,,,55,51
3,33,2,3304,418,5,1,40,4,,,40,34
3,33,2,3304,418,6,1,36,8,,,36,51
3,33,2,3304,418,7,2,60,8,,,60,51
3,33,2,3304,418,8,1,40,3,,,40,16
3,33,2,3304,418,9,1,70,9,,,70,51
3,33,2,3307,688,1,1,79,1,,,79,51
3,33,2,3307,688,2,1,38,3,,,38,16
3,33,2,3307,688,3,1,50,4,,,50,34
3,33,2,3307,688,4,1,65,3,,,65,51
3,33,2,3307,688,5,1,60,9,,,60,51
3,33,2,3307,688,6,2,48,8,,,48,51
3,33,2,3307,688,7,2,55,8,,,55,51
3,33,2,3307,688,8,1,38,8,,,38,51
3,33,2,3307,688,9,1,23,11,,"STUDENT",23,26
3,33,2,3310,476,1,1,60,1,,,60,51
3,33,2,3310,476,2,1,50,3,,,50,51
3,33,2,3310,476,3,1,70,9,,,70,51
3,33,2,3310,476,4,1,61,8,,,61,51
3,33,2,3310,476,5,1,46,11,,"YOUTH LEADER",46,51
3,33,2,3310,476,6,1,41,4,,,41,34
3,33,2,3310,476,7,2,50,8,,,50,51
3,33,2,3310,476,8,2,50,8,,,50,51
3,33,1,3311,702,1,1,56,1,,,56,51
3,33,1,3311,702,2,1,45,3,,,45,26
3,33,1,3311,702,3,1,48,8,,,48,16
3,33,1,3311,702,4,1,65,9,,,65,51
3,33,1,3311,702,5,2,40,8,,,40,51
3,33,1,3311,702,6,2,46,8,,,46,51
3,33,1,3311,702,7,1,22,11,,"STUDENT",22,26
3,33,1,3311,702,8,1,20,11,,"STUDENT",20,26
3,33,2,3313,930,1,1,81,1,,,81,28
3,33,2,3313,930,2,1,50,9,,,50,51
3,33,2,3313,930,3,1,60,3,,,60,51
3,33,2,3313,930,4,1,40,4,,,40,34
3,33,2,3313,930,5,2,42,8,,,42,51
3,33,2,3313,930,6,2,50,8,,,50,51
3,33,2,3313,930,7,1,30,7,,,30,41
3,33,2,3313,930,8,1,24,11,,"STUDENT",24,26
3,33,2,3313,930,9,1,40,8,,,40,26
3,33,2,3318,30,1,1,82,1,,,82,51
3,33,2,3318,30,2,1,62,1,,,62,51
3,33,2,3318,30,3,1,65,9,,,65,51
3,33,2,3318,30,4,1,30,9,,,30,51
3,33,2,3318,30,5,1,41,4,,,41,34
3,33,2,3318,30,6,2,61,8,,,61,51
3,33,2,3318,30,7,2,65,8,,,65,51
3,33,2,3318,30,8,1,30,11,,"STUDENT",30,34
3,33,2,3318,30,9,1,32,7,,,32,41
3,33,1,3321,1182,1,1,90,1,,,90,51
3,33,1,3321,1182,2,1,70,9,,,70,51
3,33,1,3321,1182,3,2,60,7,,,60,51
3,33,1,3321,1182,4,1,30,4,,,30,34
3,33,1,3321,1182,5,1,60,3,,,60,42
3,33,1,3321,1182,6,1,40,11,,,40,42
3,33,1,3321,1182,7,1,20,11,,,20,41
3,33,2,3323,92,1,1,93,1,,,93,27
3,33,2,3323,92,2,1,56,3,,,56,51
3,33,2,3323,92,3,1,40,4,,,40,34
3,33,2,3323,92,4,1,37,7,,,37,41
3,33,2,3323,92,5,1,25,11,,"STUDENT",25,34
3,33,2,3323,92,6,1,33,11,,"STUDENT",33,34
3,33,2,3323,92,7,1,40,8,,,40,51
3,33,2,3323,92,8,1,55,9,,,55,51
3,33,2,3323,92,9,2,52,8,,,52,51
2,34,2,3401,526,1,1,60,1,,,55,0
2,34,2,3401,526,2,1,50,9,,,30,0
2,34,2,3401,526,3,1,50,3,,,11,52
2,34,2,3401,526,4,2,58,2,,,35,0
2,34,2,3401,526,5,1,49,8,,,30,0
2,34,2,3403,198,1,1,60,1,,,60,0
2,34,2,3403,198,2,1,60,9,,,54,0
2,34,2,3403,198,3,1,35,5,,,20,34
2,34,2,3403,198,4,1,41,3,,,41,16
2,34,2,3403,198,5,1,50,3,,,50,16
2,34,2,3405,456,1,1,90,1,,,90,0
2,34,2,3405,456,2,1,45,3,,,45,26
2,34,2,3405,456,3,1,30,3,,,30,16
2,34,2,3405,456,4,1,50,8,,,50,26
2,34,2,3405,456,5,1,53,3,,,53,26
2,34,2,3405,1706,1,1,37,1,,,37,0
2,34,2,3405,1706,2,1,50,3,,,50,0
2,34,2,3405,1706,3,1,45,5,,,45,34
2,34,2,3405,1706,4,1,28,8,,,28,0
2,34,2,3405,1706,5,2,57,8,,,45,0
2,34,2,3408,870,1,1,60,1,,,60,41
2,34,2,3408,870,2,1,32,5,,,32,34
2,34,2,3408,870,3,1,54,11,,,34,41
2,34,2,3408,870,4,1,24,8,,,24,41
2,34,2,3408,870,5,2,38,11,,"WOMEN LEADER",38,26
2,34,2,3410,42,1,1,39,1,,,39,16
2,34,2,3410,42,2,2,35,11,,"WOMEN LEADER",35,26
2,34,2,3410,42,3,1,40,6,,,40,42
2,34,2,3410,42,4,1,47,8,,,47,16
2,34,2,3410,42,5,1,42,3,,,42,16
2,34,2,3412,156,1,1,60,1,,,60,0
2,34,2,3412,156,2,2,50,2,,,30,16
2,34,2,3412,156,3,1,40,3,,,40,16
2,34,2,3412,156,4,1,27,9,,,27,41
2,34,2,3412,156,5,2,30,8,,,15,0
2,34,2,3413,262,1,1,55,1,,,55,0
2,34,2,3413,262,2,1,26,11,,"STUDENT",26,15
2,34,2,3413,262,3,1,32,3,,,32,16
2,34,2,3413,262,4,1,35,11,,"YOUTH LEADER",35,16
2,34,2,3413,262,5,1,75,9,,,50,41
2,34,2,3415,268,1,1,60,1,,,60,16
2,34,2,3415,268,2,1,40,3,,,40,16
2,34,2,3415,268,3,2,48,8,,,48,0
2,34,2,3415,268,4,1,51,9,,,51,34
2,34,2,3415,268,5,1,37,3,,,37,26
2,34,2,3415,268,6,1,40,8,,,40,16
2,35,1,3501,702,1,1,55,1,1,,55,0
2,35,1,3501,702,2,1,50,1,1,,50,0
2,35,1,3501,702,3,1,45,8,8,,45,0
2,35,1,3501,702,4,1,53,9,9,,47,51
2,35,1,3501,702,5,1,30,8,8,,30,0
2,35,1,3501,702,6,1,30,11,11,"NO POSITION",30,0
2,35,1,3501,702,7,2,27,8,8,,27,0
2,35,1,3501,702,8,2,32,11,11,"NO POSITION",25,0
2,35,2,3501,1228,1,1,56,1,1,,56,61
2,35,2,3501,1228,2,1,80,2,2,,80,0
2,35,2,3501,1228,3,1,46,9,9,,46,51
2,35,2,3501,1228,4,1,41,9,9,,41,51
2,35,2,3501,1228,5,1,41,2,2,,41,0
2,35,2,3501,1228,6,2,45,11,11,"NO POSITION",45,0
2,35,2,3501,1228,7,2,50,11,11,"NO POSITION",50,0
2,35,2,3504,1288,1,1,61,1,1,,51,51
2,35,2,3504,1288,2,1,40,9,9,,31,51
2,35,2,3504,1288,3,1,50,11,11,"NO POSITION",30,0
2,35,2,3504,1288,4,1,51,11,11,,39,0
2,35,2,3504,1288,5,1,15,11,11,,15,0
2,35,2,3504,1288,6,2,46,2,2,,41,0
2,35,2,3504,1288,7,2,43,11,11,,31,0
2,35,2,3504,1288,8,2,35,11,11,,20,0
2,35,2,3506,1040,1,1,61,1,1,,60,51
2,35,2,3506,1040,2,1,66,9,9,,45,51
2,35,2,3506,1040,3,1,51,8,8,,48,0
2,35,2,3506,1040,4,1,19,8,8,,18,0
2,35,2,3506,1040,5,2,48,2,2,,47,0
2,35,2,3506,1040,6,2,56,11,11,"NO POSITION",55,0
