"zone","state","lga","sector","ea","c0q2","c0q3","c0q4","c0q6","c0q7","c0q9","c0q10"
5,10,1005,2,1374,1002,,,1009,,,
5,10,1007,1,1166,1001,,,1001,,,
5,10,1008,2,1314,1001,,,1001,,,
5,10,1008,2,1718,1001,,,1001,,,
5,10,1010,2,20,1002,,,1009,,,
5,10,1012,2,936,1001,,,1001,,,
5,10,1014,2,80,1001,,,1001,,,
5,10,1018,1,634,1002,,,1009,,,
5,10,1018,2,898,1002,,,1009,3/17/2013,,
5,10,1020,1,38,1002,,,1009,,,
5,10,1021,2,120,1001,,,1001,,,
5,10,1025,2,1774,1002,,,1009,,,
4,11,1101,2,154,1101,,,1106,,,
4,11,1102,2,936,1101,,,1106,,,
4,11,1104,2,434,1101,,,1106,,,
4,11,1104,1,2028,1101,,,1106,,,
4,11,1105,2,100,1101,,,1106,,,
4,11,1106,2,446,1101,,,1106,,,
4,11,1107,2,1034,1101,,,1106,,,
4,11,1108,2,492,1101,,,1106,,,
4,11,1109,2,672,1101,,,1106,,,
4,11,1110,2,714,1101,,,1106,,,
4,11,1110,2,2752,1101,,,1106,,,
4,11,1112,2,78,1101,,,1106,,,
4,11,1112,2,1952,1101,,,1106,,,
4,11,1113,2,954,1101,,,1106,,,
5,12,1202,1,2146,1201,,,1202,,,
5,12,1202,1,2710,1201,,,1202,,,
5,12,1204,2,736,1201,,,1202,,,
5,12,1208,2,526,1201,,,1202,,,
5,12,1210,2,462,1201,,,1202,,,
5,12,1211,1,2220,1201,,,1202,,,
5,12,1211,1,2856,1201,,,1202,,,
5,12,1212,1,1392,1201,,,1202,,,
5,12,1214,2,452,1201,,,1202,,,
5,12,1216,2,618,1201,,,1202,,,
6,13,1301,1,1206,1301,,,1301,,,
6,13,1303,1,626,1301,,,1301,,,
6,13,1305,2,10,1301,,,1301,,,
6,13,1305,1,1232,1301,,,1301,,,
6,13,1307,1,268,1301,,,1301,,,
6,13,1309,2,674,1301,,,1301,,,
6,13,1310,1,1300,1301,,,1301,,,
6,13,1314,1,6,1301,,,1301,,,
4,14,1401,2,1116,1401,,,1406,,,
4,14,1403,1,34,1401,,,1406,,,
4,14,1404,1,96,1401,,,1406,,,
4,14,1406,2,694,1401,,,1406,,,
4,14,1407,2,68,1401,,,1406,,,
4,14,1408,2,968,1401,,,1406,,,
4,14,1408,2,1996,1401,,,1406,,,
4,14,1410,2,236,1401,,,1406,,,
4,14,1411,2,1066,1401,,,1406,,,
4,14,1413,2,670,1401,,,1406,,,
4,14,1413,1,2578,1401,,,1406,,,
4,14,1415,2,156,1401,,,1406,,,
4,14,1415,2,952,1401,,,1406,,,
4,14,1416,2,2314,1401,,,1406,,,
2,15,1502,2,590,1501,,,,,,
2,15,1503,2,634,1501,,,1501,,,
2,15,1506,1,148,1501,,,1501,,,
2,15,1506,1,398,1501,,,,,,
2,15,1507,2,458,1501,,,1501,,,
2,15,1508,2,1682,1501,,,1501,,,
2,15,1510,2,616,1501,,,1506,,,
2,15,1511,2,1938,1501,,,1506,,,
4,16,1601,2,954,1607,,,1610,,,
4,16,1602,2,1576,1601,,,1609,,,
4,16,1603,2,158,1607,,,1610,,,
4,16,1605,2,180,1607,,,1610,,,
4,16,1606,2,590,1601,,,1609,,,
4,16,1608,2,1104,1601,,,1609,,,
4,16,1609,2,738,1601,,,1609,,,
4,16,1610,2,1006,1601,,,1609,,,
4,16,1612,2,108,1607,,,1610,,,
4,16,1612,2,414,1601,,,1609,,,
4,16,1613,2,440,1607,,,1610,,,
4,16,1616,2,296,1607,,,1610,,,
4,16,1618,2,1060,1607,,,1610,,,
4,16,1620,2,106,1607,,,1610,,,
4,16,1622,2,18,1601,,,1609,,,
4,16,1624,1,136,1601,,,1609,,,
4,16,1624,1,286,1601,,,1609,,,
4,16,1625,2,1210,1607,,,1610,,,
4,16,1626,2,1546,1601,,,1609,,,
3,17,1702,2,510,1701,3/15/2013,3/16/2013,1706,3/17/2013,,
3,17,1704,2,1080,1701,2/27/2013,2/27/2013,1706,3/12/2013,,
3,17,1704,1,2074,1701,3/3/2013,3/3/2013,1706,3/12/2013,,
3,17,1706,2,284,1701,2/25/2013,2/25/2013,1706,3/12/2013,,
3,17,1710,2,546,1701,3/11/2013,3/11/2013,1706,3/12/2013,,
3,17,1712,2,794,1701,,,,,,
3,17,1713,1,226,1701,3/11/2013,3/11/2013,1706,3/12/2013,,
3,17,1715,2,2244,1701,3/9/2013,3/9/2013,1706,3/12/2013,,
3,17,1716,2,1452,1701,3/4/2013,3/4/2013,1706,3/17/2013,,
3,17,1719,2,1354,1701,3/1/2013,3/1/2013,1706,3/12/2013,,
3,17,1722,2,96,1701,3/7/2013,3/7/2013,1706,3/12/2013,,
3,17,1724,2,786,1701,,,,,,
3,17,1727,2,634,1701,3/17/2013,3/18/2013,1706,3/17/2013,,
3,18,1803,2,840,1801,,,1802,,,
3,18,1805,2,534,1801,,,1802,,,
3,18,1808,2,1726,1801,,,1802,,,
3,18,1809,1,1272,1801,,,1802,,,
3,18,1811,2,364,1801,,,1802,,,
3,18,1814,2,678,1801,,,1802,,,
3,18,1816,1,378,1801,,,1802,,,
3,18,1817,2,370,1801,,,1802,,,
3,18,1820,2,450,1801,,,1802,,,
3,18,1822,2,1654,1801,,,1802,,,
3,18,1823,1,1822,1801,,,1802,,,
3,19,1901,2,640,1901,3/3/2013,3/3/2013,1912,3/21/2013,12,
3,19,1902,2,52,1901,3/6/2013,3/6/2013,1912,,12,
3,19,1905,2,1290,1902,2/11/2013,,1913,3/23/2013,,
3,19,1908,2,284,1902,2/27/2013,,1913,3/23/2013,,
3,19,1910,2,808,1902,3/2/2013,,1913,3/24/2013,,
3,19,1912,1,1510,1902,2/25/2013,,1913,3/24/2013,,
3,19,1914,2,934,1901,3/15/2013,3/15/2013,1912,3/21/2013,12,
3,19,1916,2,1516,1901,2/1/2013,2/1/2013,1912,3/21/2013,12,
3,19,1919,2,366,1902,3/15/2013,3/15/2013,1913,3/24/2013,,
3,19,1921,1,842,1901,2/25/2013,,1912,3/21/2013,12,
3,19,1923,2,284,1902,3/8/2013,,1913,3/24/2013,,
3,19,1925,1,2858,1902,,,1913,,,
3,19,1925,2,3394,1901,2/25/2013,2/25/2013,1912,3/22/2013,12,
3,19,1928,2,526,1902,3/6/2013,,1913,3/23/2013,,
3,19,1932,2,562,1902,2/9/2013,,1913,3/23/2013,,
3,19,1934,2,386,1902,3/13/2013,,1913,3/24/2013,,
3,19,1936,2,1994,1901,3/5/2013,3/5/2013,1912,3/21/2013,12,
3,19,1937,2,432,1901,3/8/2013,3/8/2013,1912,3/21/2013,12,
3,19,1941,2,518,1901,3/16/2013,3/16/2013,1912,3/21/2013,12,
3,19,1943,2,668,1901,2/27/2013,,1912,2/21/2013,12,
3,20,2001,2,1354,2002,3/1/2013,,2010,3/1/2013,,
3,20,2003,2,784,2001,,,2009,,,
3,20,2005,2,970,2001,,,2009,,,
3,20,2008,2,1474,2002,3/6/2013,3/6/2013,2010,3/7/2013,,
3,20,2009,2,240,2002,3/4/2013,3/4/2013,2010,3/6/2013,,
3,20,2012,1,844,2002,3/14/2013,,2010,3/16/2013,,
3,20,2013,2,1232,2002,3/9/2013,3/10/2013,2010,3/13/2013,,
3,20,2015,2,1746,2001,,,2009,,,
3,20,2018,2,1134,2001,,,2009,,,
3,20,2019,2,344,2002,3/16/2013,,2010,3/17/2013,,
3,20,2021,1,3300,2001,,,2010,,,
3,20,2022,2,1130,2001,,,2009,,,
3,20,2025,2,760,2002,2/23/2013,2/24/2013,2010,2/24/2013,,
3,20,2025,2,1304,2002,2/26/2013,2/26/2013,2010,2/28/2013,,
3,20,2028,2,498,2002,3/12/2013,,2010,3/13/2013,,
3,20,2030,2,1050,2001,2/4/2013,,2009,3/19/2013,,
3,20,2032,1,1390,2001,,,2009,,,
3,20,2032,2,1772,2001,3/9/2013,,2009,2/20/2013,,
3,21,2102,2,1124,2101,,,2105,,,
3,21,2106,2,236,2101,,,2105,,,
3,21,2106,2,2822,2101,,,2105,,,
3,21,2108,1,520,2101,,,2105,,,
3,21,2109,2,38,2101,,,2105,,,
3,21,2111,2,180,2101,,,2105,,,
3,21,2115,2,926,2101,,,2105,,,
3,21,2117,2,554,2101,,,2105,,,
3,21,2119,2,2146,2101,,,2105,,,
3,21,2119,2,3956,2101,,,2105,,,
1,22,2201,2,422,2201,3/18/2013,,2201,3/26/2013,1,
1,22,2203,2,266,2201,3/3/2013,,2201,3/19/2013,1,
1,22,2203,2,530,2201,2/28/2013,,2201,3/19/2013,1,
1,22,2205,2,664,2201,3/5/2013,,2201,3/19/2013,1,
1,22,2205,2,2432,2201,3/5/2013,,2201,3/19/2013,1,
1,22,2209,1,792,2201,3/21/2013,,2201,3/27/2013,1,
1,22,2211,2,594,2201,3/13/2013,,2201,3/19/2013,1,
1,22,2211,1,806,2201,3/15/2013,,2201,3/27/2013,1,
1,22,2214,2,1354,2201,3/8/2013,,2201,3/19/2013,1,
1,22,2216,1,428,2201,3/18/2013,,2201,3/27/2013,1,
1,22,2218,2,596,2201,2/26/2013,,2201,3/19/2013,1,
1,22,2220,1,1296,2201,3/20/2013,,2201,3/26/2013,1,
1,23,2302,2,1982,2301,3/26/2013,,2301,4/2/2013,1,
1,23,2303,2,2348,2301,3/19/2013,,2301,,1,
1,23,2304,2,322,2301,3/12/2013,,2301,,1,
1,23,2306,1,970,2301,3/3/2013,,2301,,1,
1,23,2307,1,78,2301,3/2/2013,,2301,3/31/2013,1,
1,23,2307,1,2316,2301,2/27/2013,,2301,3/31/2013,1,
1,23,2308,1,556,2301,3/6/2013,,2301,,1,
1,23,2308,1,5180,2301,2/26/2013,,2301,3/30/2013,1,
1,23,2309,2,998,2301,3/9/2013,,2301,4/1/2013,1,
1,23,2311,2,516,2301,3/23/2013,,2301,,1,
1,23,2315,2,924,2301,3/7/2013,,2301,,1,
1,23,2316,1,140,2301,3/17/2013,,2301,4/2/2013,1,
6,24,2401,1,766,2401,,,2402,,1,
6,24,2403,1,674,2402,,,2401,,1,
6,24,2403,1,1588,2401,,,2402,,1,
6,24,2403,1,3592,2401,,,2402,,1,
6,24,2403,1,7586,2401,,,2402,,1,
6,24,2405,1,134,2401,,,2402,,1,
6,24,2407,2,396,2401,,,2402,,1,
6,24,2408,1,2074,2402,,,2401,,1,
6,24,2411,1,788,2401,,,2402,,1,
6,24,2412,1,2798,2402,3/5/2013,3/5/2013,2401,3/5/2013,1,3/5/2013
6,24,2413,1,306,2402,2/25/2013,2/25/2013,2401,2/25/2013,1,2/25/2013
6,24,2415,1,696,2402,,,2401,,1,
6,24,2417,1,112,2401,,,2401,,1,
6,24,2417,1,924,2402,,,2401,,1,
6,24,2418,1,1770,2402,,,2401,,1,
6,24,2419,1,330,2402,,,2401,,1,
6,24,2420,1,402,2401,,,2402,,1,
1,25,2502,2,728,2501,,,2505,,,
1,25,2504,2,222,2501,,,2505,,,
1,25,2507,2,814,2501,,,2505,,,
1,25,2508,1,2788,2501,,,2505,,,
1,25,2509,2,248,2501,,,2505,,,
1,25,2511,2,1424,2501,,,2505,,,
1,25,2513,2,128,2501,,,2505,,,
1,26,2601,2,822,2602,,,2610,,,
1,26,2603,1,658,2602,,,2610,,,
1,26,2603,1,1786,2602,,,2610,,,
1,26,2605,2,594,2602,,,2610,,,
1,26,2606,1,516,2601,,,2609,,,
1,26,2608,2,820,2602,,,2610,,,
1,26,2611,2,424,2601,,,2609,,,
1,26,2613,2,1462,2602,,,2610,,,
1,26,2613,2,2248,2602,,,2610,,,
1,26,2615,2,2178,2601,,,2609,,,
1,26,2615,2,2196,2601,,,2609,,,
1,26,2616,2,254,2602,,,2610,,,
1,26,2618,2,494,2601,,,2609,,,
1,26,2618,2,1276,2601,,,2609,,,
1,26,2621,2,100,2601,,,2609,,1,
1,26,2621,1,940,2601,,,2609,,,
1,26,2623,2,1688,2601,,,2609,,,
1,26,2625,2,926,2602,,,2610,,,
6,27,2701,1,506,2701,,,2701,,,
6,27,2703,1,1076,2701,,,2701,,,
6,27,2703,1,1612,2701,,,2701,,,
6,27,2704,2,204,2701,,,2701,,,
6,27,2707,1,1410,2701,,,2701,,,
6,27,2707,1,2136,2701,,,2701,,,
6,27,2709,1,1646,2701,,,2701,,,
6,27,2711,1,710,2701,,,2701,,,
6,27,2712,2,110,2701,,,2701,,,
6,27,2715,2,752,2701,,,2701,,,
6,27,2719,2,100,2701,,,2701,,,
6,28,2802,2,566,2801,,,2801,,,
6,28,2804,1,340,2801,,,2801,,,
6,28,2806,1,164,2801,,,2801,,,
6,28,2806,1,802,2801,,,2801,,,
6,28,2807,2,1266,2801,,,2801,,,
6,28,2810,2,2394,2801,,,2801,,,
6,28,2810,1,3722,2801,,,2801,,,
6,28,2811,2,588,2801,,,2801,,,
6,28,2813,2,612,2801,,,2801,,,
6,28,2814,1,1876,2801,,,2801,,,
6,28,2815,2,1164,2801,,,2801,,,
6,28,2816,1,2302,2801,,,2801,,,
6,28,2816,2,3944,2801,,,2801,,,
6,29,2902,1,1028,2901,,,2901,,,
6,29,2905,1,384,2901,,,2901,,,
6,29,2905,1,1096,2901,,,2901,3/8/2013,,
6,29,2909,2,220,2901,3/4/2013,,,,,
6,29,2910,1,350,2902,,,2902,3/12/2013,,
6,29,2911,1,746,2902,3/8/2013,,2902,3/12/2013,,
6,29,2911,2,1870,2902,3/20/2013,,2902,3/20/2013,,
6,29,2914,1,214,2901,,,2901,,,
6,29,2918,1,952,2902,3/2/2013,,2902,3/12/2013,,
6,29,2920,1,506,2902,3/10/2013,,2902,3/12/2013,,
6,29,2920,1,1210,2902,3/11/2013,,2902,3/20/2013,,
6,29,2920,2,1628,2902,3/16/2013,,2902,3/20/2013,,
6,29,2923,1,396,2901,,,2901,,,
6,29,2923,2,1126,2901,,,2901,,,
6,29,2927,1,1124,2902,2/25/2013,,2902,3/12/2013,,
6,29,2930,1,530,2902,2/28/2013,,2902,3/12/2013,,
6,29,2930,1,1300,2901,,,2901,,,
6,29,2930,1,1418,2901,,,2901,,,
6,30,3002,1,1264,3001,2/25/2013,,3002,2/26/2013,,
6,30,3002,1,1310,3001,2/26/2013,,3002,2/28/2013,,
6,30,3004,2,216,3001,3/12/2013,,3002,3/14/2013,,
6,30,3005,1,2870,3002,,,3001,,,
6,30,3005,1,2942,3002,,,3001,,,
6,30,3007,1,1624,3002,,,3001,,,
6,30,3009,1,764,3002,,,3001,,,
6,30,3009,1,1642,3002,,,3001,,,
6,30,3010,1,1762,3002,,,3001,,,
6,30,3012,2,334,3002,,,3001,,,
6,30,3014,2,120,3002,,,3001,,,
6,30,3015,2,1688,3001,3/23/2013,,3002,3/25/2013,,
6,30,3016,1,390,3001,3/9/2013,,3002,3/11/2013,,
6,30,3018,2,914,3002,,,3001,,,
6,30,3020,1,322,3002,,,3001,,,
6,30,3023,2,622,3001,3/1/2013,,3002,3/2/2013,,
6,30,3024,1,1406,3002,,,3001,,,
6,30,3024,1,1924,3002,,,3001,,,
6,30,3025,1,2052,3002,,,3001,,,
6,30,3030,1,946,3001,3/3/2013,,3002,3/5/2013,,
6,30,3032,2,520,3001,3/18/2013,,3002,3/20/2013,,
6,30,3032,1,1088,3001,3/16/2013,,3002,3/17/2013,,
6,30,3033,2,554,3001,3/6/2013,,3002,3/8/2013,,
1,31,3101,2,604,3105,3/1/2013,,3106,3/6/2013,6,3/6/2013
1,31,3103,2,874,3105,3/5/2013,3/5/2013,3106,3/12/2013,6,3/12/2013
1,31,3105,1,2914,3105,2/25/2013,2/25/2013,3106,2/25/2013,6,2/25/2013
1,31,3107,1,724,3105,3/10/2013,,3106,3/12/2013,6,3/12/2013
1,31,3107,2,1092,3105,,,3106,,6,
1,31,3109,2,1026,3105,3/13/2013,3/24/2013,3106,3/24/2013,6,3/24/2013
1,31,3111,2,2966,3105,3/7/2013,3/7/2013,3106,3/24/2013,6,3/24/2013
1,31,3112,2,350,3105,3/15/2013,3/15/2013,3106,3/24/2013,6,3/24/2013
1,31,3113,2,332,3105,,,3106,,,
1,31,3115,2,680,3105,,,3106,,,
1,31,3116,2,1344,3105,,,3106,,,
5,32,3201,2,2034,3202,3/10/2013,3/10/2013,3212,3/11/2013,,
5,32,3202,2,84,3202,3/15/2013,3/15/2013,3212,3/16/2013,,
5,32,3203,2,2644,3202,3/13/2013,3/13/2013,3212,3/14/2013,,
5,32,3204,1,346,3202,3/8/2013,3/8/2013,3212,3/9/2013,,
5,32,3206,2,276,3202,,,3212,,,
5,32,3207,2,1464,3202,,,,,,
5,32,3208,2,2244,3202,3/7/2013,3/7/2013,3212,3/10/2013,,
5,32,3209,1,1208,3201,,,3211,,,
5,32,3210,2,1692,3201,,,3211,,,
5,32,3212,2,314,3201,,,3211,,,
5,32,3213,2,128,3201,,,3211,,,
5,32,3215,1,1896,3202,,,3212,,,
5,32,3215,1,2978,3201,,,3211,,,
5,32,3215,1,4712,3202,2/27/2013,2/27/2013,3212,2/28/2013,,
5,32,3216,2,1184,3202,3/16/2013,3/16/2013,3212,3/17/2013,,
5,32,3218,2,296,3201,,,3211,,,
5,32,3221,2,132,3201,,,3211,,,
5,32,3222,1,1624,3202,2/25/2013,2/25/2013,3212,3/11/2013,,
5,32,3222,1,2780,3202,3/3/2013,,,3/4/2013,,
5,32,3223,2,390,3201,,,3211,,,
5,32,3223,2,578,3201,,,3211,,,
3,33,3304,2,418,3301,3/16/2013,,3304,3/16/2013,4,
3,33,3307,2,688,3301,3/4/2013,,3304,3/5/2013,4,
3,33,3310,2,476,3301,3/10/2013,,3304,3/11/2013,,
3,33,3311,1,702,3301,3/1/2013,,3304,3/2/2013,,
3,33,3313,2,930,3301,3/12/2013,,3304,3/12/2013,,
3,33,3318,2,30,3301,3/4/2013,,3304,3/5/2013,,
3,33,3321,1,1182,3301,,,3304,,,
3,33,3323,2,92,3301,3/16/2013,,3304,3/17/2013,,
2,34,3401,2,526,3401,2/25/2013,,3405,3/18/2013,,
2,34,3403,2,198,3401,3/11/2013,,3405,3/18/2013,,
2,34,3405,2,456,3401,3/17/2013,,3405,3/18/2013,,
2,34,3405,2,1706,3401,3/15/2013,,3405,3/18/2013,,
2,34,3408,2,870,3401,2/28/2013,,3405,3/18/2013,,
2,34,3410,2,42,3401,3/2/2013,,3405,3/18/2013,,
2,34,3412,2,156,3401,3/8/2013,,3405,3/18/2013,,
2,34,3413,2,262,3401,3/6/2013,,3405,3/18/2013,,
2,34,3415,2,268,3401,3/3/2013,,3405,3/18/2013,,
2,35,3501,1,702,3501,3/12/2013,3/12/2013,3506,3/12/2013,,
2,35,3501,2,1228,3501,3/11/2013,3/11/2013,3506,3/11/2013,,
2,35,3504,2,1288,3501,3/18/2013,3/18/2013,3506,3/18/2013,1,
2,35,3506,2,1040,3501,3/5/2013,3/5/2013,3506,3/5/2013,1,
2,35,3507,2,746,3501,2/27/2013,2/27/2013,3506,2/27/2013,1,
2,35,3509,2,1310,3501,3/14/2013,3/14/2013,3506,3/14/2013,,
2,35,3509,2,2276,3501,3/15/2013,3/15/2013,3506,3/15/2013,,
2,35,3511,2,1646,3501,3/5/2013,3/5/2013,3506,3/5/2013,1,
2,35,3513,2,576,3501,3/9/2013,3/9/2013,3506,3/9/2013,,
2,35,3513,1,1278,3501,3/8/2013,3/8/2013,3506,3/8/2013,1,
2,35,3515,2,316,3501,2/28/2013,,3506,2/28/2013,1,
2,35,3516,2,1632,3501,3/2/2013,3/2/2013,3506,3/2/2013,1,
3,36,3601,2,1214,3601,,,3604,,,
3,36,3603,2,978,3601,,,3604,,,
3,36,3605,2,240,3601,,,3604,,,
3,36,3606,2,1956,3601,,,3604,,,
3,36,3607,1,2596,3601,,,3604,,,
3,36,3608,2,2078,3601,,,3604,,,
3,36,3610,2,1826,3601,,,3604,,,
3,36,3612,1,1474,3601,,,3604,,,
3,36,3613,2,1066,3601,,,3604,,,
1,37,3702,1,972,3701,3/20/2013,3/20/2013,3701,3/26/2013,1,3/26/2013
1,37,3706,2,6,3701,3/15/2013,3/15/2013,3701,3/26/2013,2,3/26/2013
1,37,3706,1,156,3701,3/12/2013,3/12/2013,3701,3/13/2013,1,
1,37,3706,1,4144,3701,2/28/2013,2/28/2013,3701,3/1/2013,1,3/1/2013
