"zone","state","lga","sector","ea","group_cd","group_specify","c3q1","c3q2","c3q3","c3q3b","c3q4","c3q5","c3q6"
5,9,901,2,398,310,,1,1,3,,20,7,5
5,9,901,2,398,311,,1,2,3,,40,20,5
5,9,901,2,398,312,,1,1,2,,20,5,0
5,9,901,2,398,313,,1,1,2,,25,0,0
5,9,901,2,398,314,,1,1,2,,10,5,3
5,9,903,2,48,301,,2,,,,,,
5,9,903,2,48,302,,1,4,2,,20,10,7
5,9,903,2,48,303,,2,,,,,,
5,9,903,2,48,304,,2,,,,,,
5,9,903,2,48,305,,1,3,2,,40,40,10
5,9,903,2,48,306,,1,5,2,,30,10,20
5,9,903,2,48,307,,1,3,6,"WHEN THERE' NEE",100,30,50
5,9,903,2,48,308,,1,2,6,"WHEN THER'SNEED",30,7,20
5,9,903,2,48,309,,2,,,,,,
5,9,903,2,48,310,,2,,,,,,
5,9,903,2,48,311,,1,3,3,,40,20,10
5,9,903,2,48,312,,2,,,,,,
5,9,903,2,48,313,,2,,,,,,
5,9,903,2,48,314,,1,1,1,,12,6,6
5,9,903,2,48,315,,2,,,,,,
5,9,905,2,978,301,,2,,,,,,
5,9,905,2,978,302,,2,,,,,,
5,9,905,2,978,303,,2,,,,,,
5,9,905,2,978,304,,2,,,,,,
5,9,905,2,978,305,,1,2,1,,50,50,10
5,9,905,2,978,306,,1,1,2,,70,10,0
5,9,905,2,978,307,,1,6,1,,120,45,10
5,9,905,2,978,308,,1,1,2,,30,5,0
5,9,905,2,978,309,,2,,,,,,
5,9,905,2,978,310,,1,1,3,,35,10,0
5,9,905,2,978,311,,1,3,3,,40,15,0
5,9,905,2,978,312,,2,,,,,,
5,9,905,2,978,313,,2,,,,,,
5,9,905,2,978,314,,2,,,,,,
5,9,907,2,1446,301,,1,1,2,,8,4,1
5,9,907,2,1446,302,,1,8,6,"WHEN THERES NEE",21,7,3
5,9,907,2,1446,303,,2,,,,,,
5,9,907,2,1446,304,,1,5,2,,30,10,5
5,9,907,2,1446,305,,1,11,2,,20,20,0
5,9,907,2,1446,306,,1,4,2,,20,5,10
5,9,907,2,1446,307,,1,4,6,"WHEN THERES NEE",200,50,30
5,9,907,2,1446,308,,1,8,6,"WHEN THERES NEE",30,10,10
5,9,907,2,1446,309,,1,1,6,"WHEN THERES NEE",7,2,0
5,9,907,2,1446,310,,1,1,3,,8,2,0
5,9,907,2,1446,311,,1,4,3,,120,50,10
5,9,907,2,1446,312,,1,1,6,"WHEN THERES NEE",200,40,10
5,9,907,2,1446,313,,1,1,6,"WHEN THERES NEE",25,0,10
5,9,907,2,1446,314,,2,,,,,,
5,9,908,1,278,301,,2,,,,,,
5,9,908,1,278,302,,2,,,,,,
5,9,908,1,278,303,,2,,,,,,
5,9,908,1,278,304,,2,,,,,,
5,9,908,1,278,305,,2,,,,,,
5,9,908,1,278,306,,2,,,,,,
5,9,908,1,278,307,,2,,,,,,
5,9,908,1,278,308,,2,,,,,,
5,9,908,1,278,309,,2,,,,,,
5,9,908,1,278,310,,2,,,,,,
5,9,908,1,278,311,,2,,,,,,
5,9,908,1,278,312,,2,,,,,,
5,9,908,1,278,313,,2,,,,,,
5,9,908,1,278,314,,2,,,,,,
5,9,908,1,278,315,,2,,,,,,
5,9,910,2,200,301,,1,1,2,,20,5,0
5,9,910,2,200,302,,1,17,2,,15,6,2
5,9,910,2,200,303,,1,15,2,,20,5,0
5,9,910,2,200,304,,1,6,2,,10,4,0
5,9,910,2,200,305,,1,5,1,,20,20,0
5,9,910,2,200,306,,1,1,1,,60,20,20
5,9,910,2,200,307,,1,3,6,"WHEN THERES NEE",50,20,20
5,9,910,2,200,308,,1,10,6,"WHEN THERES NEE",20,10,5
5,9,910,2,200,309,,1,1,2,,15,5,2
5,9,910,2,200,310,,1,3,3,,20,6,3
5,9,910,2,200,311,,1,3,3,,60,20,0
5,9,910,2,200,312,,2,,,,,,
5,9,910,2,200,313,,2,,,,,,
5,9,910,2,200,314,,1,1,2,,19,6,4
5,9,912,2,102,301,,1,1,2,,25,5,0
5,9,912,2,102,302,,1,6,2,,20,5,0
5,9,912,2,102,303,,2,,,,,,
5,9,912,2,102,304,,1,4,1,,30,10,0
5,9,912,2,102,305,,1,6,1,,80,80,10
5,9,912,2,102,306,,1,1,1,,60,15,20
5,9,912,2,102,307,,1,4,6,,60,15,0
5,9,912,2,102,308,,1,3,6,,50,10,15
5,9,912,2,102,309,,1,1,6,,12,3,0
5,9,912,2,102,310,,1,3,3,,15,5,0
5,9,912,2,102,311,,1,3,3,,50,30,0
5,9,912,2,102,312,,1,2,,,,,
5,9,912,2,102,313,,1,1,6,,30,0,10
5,9,912,2,102,314,,1,,2,,11,4,0
5,9,913,2,2266,301,,2,,,,,,
5,9,913,2,2266,302,,2,,,,,,
5,9,913,2,2266,303,,2,,,,,,
5,9,913,2,2266,304,,2,,,,,,
5,9,913,2,2266,305,,1,1,1,,30,30,10
5,9,913,2,2266,306,,1,1,1,,25,10,5
5,9,913,2,2266,307,,1,3,6,,50,10,10
5,9,913,2,2266,308,,1,3,6,,80,20,30
5,9,913,2,2266,309,,2,,,,,,
5,9,913,2,2266,310,,2,,,,,,
5,9,913,2,2266,311,,2,,,,,,
5,9,913,2,2266,312,,2,,,,,,
5,9,913,2,2266,313,,2,,,,,,
5,9,913,2,2266,314,,2,,,,,,
5,9,913,2,2266,315,,2,,,,,,
5,9,914,2,1746,301,,1,1,2,,12,1,1
5,9,914,2,1746,302,,2,,,,,,
5,9,914,2,1746,303,,2,,,,,,
5,9,914,2,1746,305,,1,20,1,,30,30,0
5,9,914,2,1746,306,,1,5,2,,20,7,5
5,9,914,2,1746,307,,1,5,6,"WHEN THERES NEE",200,60,30
5,9,914,2,1746,308,,1,5,6,"WHEN THERES NEE",50,0,0
5,9,914,2,1746,309,,1,1,2,,6,2,0
5,9,914,2,1746,310,,1,1,2,,12,2,0
5,9,914,2,1746,311,,1,3,3,,12,2,0
5,9,914,2,1746,312,,1,1,2,,,0,0
5,9,914,2,1746,313,,1,1,2,,12,0,3
5,9,915,1,1390,301,,1,1,6,,15,5,0
5,9,915,1,1390,302,,2,,,,,,
5,9,915,1,1390,303,,2,,,,,,
5,9,915,1,1390,304,,2,,,,,,
5,9,915,1,1390,305,,1,4,2,,40,40,0
5,9,915,1,1390,306,,1,1,2,,50,10,10
5,9,915,1,1390,307,,1,4,6,"WHEN THERES NEE",65,10,7
5,9,915,1,1390,308,,1,5,6,"WHEN THERES NEE",30,10,5
5,9,915,1,1390,309,,1,1,2,,15,5,0
5,9,915,1,1390,310,,1,1,3,,20,8,0
5,9,915,1,1390,311,,1,4,3,,45,20,0
5,9,915,1,1390,312,,2,,,,,,
5,9,915,1,1390,313,,2,,,,,,
5,9,915,1,1390,314,,2,,,,,,
5,9,916,2,1068,301,,1,1,2,,15,5,0
5,9,916,2,1068,302,,1,5,2,,20,5,0
5,9,916,2,1068,303,,1,1,1,,30,10,0
5,9,916,2,1068,304,,1,10,1,,30,10,0
5,9,916,2,1068,305,,1,10,1,,50,50,7
5,9,916,2,1068,306,,1,10,1,,40,10,5
5,9,916,2,1068,307,,1,4,6,"WHEN THERES NEE",150,40,10
5,9,916,2,1068,308,,1,2,6,"WHEN THERES NEE",50,15,15
5,9,916,2,1068,309,,1,1,3,,20,5,1
5,9,916,2,1068,310,,1,5,3,,20,7,0
5,9,916,2,1068,311,,1,6,3,,70,30,5
5,9,916,2,1068,312,,1,1,2,,32,12,0
5,9,916,2,1068,313,,2,,,,,,
5,9,916,2,1068,314,,2,,,,,,
5,9,917,1,1254,301,,1,1,2,,30,10,0
5,9,917,1,1254,302,,1,5,2,,30,10,6
5,9,917,1,1254,303,,1,1,2,,40,10,0
5,9,917,1,1254,304,,1,1,2,,40,10,5
5,9,917,1,1254,305,,1,5,2,,40,40,5
5,9,917,1,1254,306,,1,5,2,,50,15,20
5,9,917,1,1254,307,,1,5,6,,100,30,20
5,9,917,1,1254,308,,1,5,6,,100,30,30
5,9,917,1,1254,309,,1,1,6,,20,7,0
5,9,917,1,1254,310,,1,1,3,,20,7,3
5,9,917,1,1254,311,,1,5,3,,50,20,10
5,9,917,1,1254,312,,1,2,2,,20,7,3
5,9,917,1,1254,313,,1,1,2,,50,0,10
5,9,917,1,1254,314,,1,1,2,,50,18,15
5,9,918,2,834,301,,1,1,2,,20,5,2
5,9,918,2,834,302,,1,5,2,,20,5,0
5,9,918,2,834,303,,2,,,,,,
5,9,918,2,834,304,,2,,,,,,
5,9,918,2,834,305,,1,2,1,,70,70,0
5,9,918,2,834,306,,1,1,1,,60,10,0
5,9,918,2,834,307,,1,4,6,,150,30,20
5,9,918,2,834,308,,1,5,6,,30,0,10
5,9,918,2,834,309,,2,,,,,,
5,9,918,2,834,310,,1,1,3,,22,9,0
5,9,918,2,834,311,,1,3,3,,40,18,0
5,9,918,2,834,313,,1,1,2,,20,0,6
5,9,918,2,834,314,,1,1,2,,10,4,0
5,10,1001,2,172,301,,1,1,2,,21,3,0
5,10,1001,2,172,302,,1,3,1,,35,0,0
5,10,1001,2,172,303,,1,8,1,,150,30,20
5,10,1001,2,172,304,,1,10,1,,215,10,5
5,10,1001,2,172,305,,1,15,2,,70,70,30
5,10,1001,2,172,306,,1,3,2,,85,20,15
5,10,1001,2,172,307,,1,4,2,,105,25,15
5,10,1001,2,172,308,,1,20,2,,232,5,10
5,10,1001,2,172,309,,1,1,2,,7,2,0
5,10,1001,2,172,310,,1,1,2,,9,3,0
5,10,1001,2,172,311,,1,3,2,,21,4,0
5,10,1001,2,172,312,,1,1,,,15,0,0
5,10,1001,2,172,313,,1,1,1,,23,0,0
5,10,1005,1,662,301,,1,1,1,,125,25,15
5,10,1005,1,662,302,,1,2,1,,35,25,10
5,10,1005,1,662,303,,1,4,1,,30,5,10
5,10,1005,1,662,304,,1,6,1,,15,3,5
5,10,1005,1,662,305,,1,6,1,,20,20,15
5,10,1005,1,662,306,,1,18,1,,25,5,20
5,10,1005,1,662,307,,1,2,1,,200,20,30
5,10,1005,1,662,308,,1,2,1,,20,8,5
5,10,1005,1,662,309,,2,,,,,,
5,10,1005,1,662,310,,2,,,,,,
5,10,1005,1,662,311,,1,10,4,,20,12,10
5,10,1005,1,662,312,,1,1,1,,10,8,5
5,10,1005,1,662,313,,1,1,1,,42,0,42
5,10,1005,2,1374,301,,1,3,2,,60,25,3
5,10,1005,2,1374,302,,2,,,,,,
5,10,1005,2,1374,303,,2,,,,,,
5,10,1005,2,1374,304,,2,,,,,,
5,10,1005,2,1374,305,,1,3,2,,30,30,5
5,10,1005,2,1374,306,,1,2,2,,40,10,30
5,10,1005,2,1374,307,,1,5,2,,60,30,20
5,10,1005,2,1374,308,,1,6,2,,20,8,8
5,10,1005,2,1374,309,,2,,,,,,
5,10,1005,2,1374,310,,2,,,,,,
5,10,1005,2,1374,311,,1,5,3,,50,20,0
5,10,1005,2,1374,312,,2,,,,,,
5,10,1005,2,1374,313,,1,1,1,,25,0,15
5,10,1005,2,1374,314,,2,,,,,,
5,10,1005,2,1374,315,,2,,,,,,
5,10,1007,1,1166,301,,1,1,2,,17,2,0
5,10,1007,1,1166,303,,1,10,1,,27,0,0
5,10,1007,1,1166,304,,1,3,1,,230,20,5
5,10,1007,1,1166,305,,1,7,2,,7,4,0
5,10,1007,1,1166,306,,1,3,2,,150,50,10
5,10,1007,1,1166,307,,1,8,2,,70,20,5
5,10,1007,1,1166,308,,1,11,2,,435,15,3
5,10,1007,1,1166,309,,1,1,2,,118,10,5
5,10,1007,1,1166,310,,1,1,2,,11,3,0
5,10,1007,1,1166,311,,1,1,2,,9,2,0
5,10,1007,1,1166,313,,1,1,1,,15,3,0
5,10,1008,2,1314,301,,1,1,2,,19,3,0
5,10,1008,2,1314,302,,1,2,2,,70,2,0
5,10,1008,2,1314,303,,1,20,1,,300,200,30
5,10,1008,2,1314,304,,1,22,1,,350,300,20
5,10,1008,2,1314,305,,1,25,2,,400,400,50
5,10,1008,2,1314,306,,1,4,2,,180,80,100
5,10,1008,2,1314,307,,1,4,2,,300,200,70
5,10,1008,2,1314,308,,1,20,2,,500,230,50
5,10,1008,2,1314,309,,1,1,2,,9,2,0
5,10,1008,2,1314,313,,1,1,2,,30,0,0
5,10,1008,2,1314,314,,1,1,2,,11,6,5
5,10,1008,2,1718,301,,1,1,2,,42,21,4
5,10,1008,2,1718,302,,1,2,2,,20,5,2
5,10,1008,2,1718,303,,1,40,2,,450,50,10
5,10,1008,2,1718,304,,1,15,1,,250,30,40
5,10,1008,2,1718,305,,1,20,2,,400,400,50
5,10,1008,2,1718,306,,1,4,2,,300,200,30
5,10,1008,2,1718,307,,1,4,2,,300,200,10
5,10,1008,2,1718,308,,1,15,2,,300,50,10
5,10,1008,2,1718,309,,1,1,2,,9,3,0
5,10,1008,2,1718,310,,1,1,2,,7,2,0
5,10,1008,2,1718,311,,1,3,2,,27,0,0
5,10,1008,2,1718,313,,1,1,2,,30,0,0
5,10,1008,2,1718,314,,1,5,2,,30,10,5
5,10,1010,2,20,301,,1,3,2,,50,20,5
5,10,1010,2,20,302,,1,10,2,,100,40,10
5,10,1010,2,20,303,,1,10,3,,100,70,30
5,10,1010,2,20,304,,1,5,3,,70,30,10
5,10,1010,2,20,305,,1,5,2,,80,80,30
5,10,1010,2,20,306,,2,,,,,,
5,10,1010,2,20,307,,1,25,1,,200,100,50
5,10,1010,2,20,308,,1,30,1,,100,55,30
5,10,1010,2,20,309,,2,,,,,,
5,10,1010,2,20,310,,2,,,,,,
5,10,1010,2,20,311,,1,10,3,,300,120,10
5,10,1010,2,20,312,,2,,,,,,
5,10,1010,2,20,313,,1,1,1,,50,0,0
5,10,1010,2,20,314,,2,,,,,,
5,10,1012,2,936,301,,1,1,2,,23,3,0
5,10,1012,2,936,302,,1,10,2,,75,5,0
5,10,1012,2,936,303,,1,30,1,,330,200,10
5,10,1012,2,936,304,,1,20,1,,200,150,15
5,10,1012,2,936,305,,1,40,2,,350,350,30
5,10,1012,2,936,306,,1,7,2,,120,50,17
5,10,1012,2,936,307,,1,10,2,,250,30,20
5,10,1012,2,936,308,,1,13,2,,225,60,20
5,10,1012,2,936,309,,1,1,2,,15,5,0
5,10,1012,2,936,310,,1,1,2,,13,3,0
5,10,1012,2,936,311,,1,4,2,,33,5,0
5,10,1012,2,936,312,,1,1,1,,7,2,0
5,10,1012,2,936,313,,1,1,1,,30,0,0
5,10,1012,2,936,314,,1,1,1,,7,1,1
5,10,1014,2,80,301,,1,1,2,,19,4,0
5,10,1014,2,80,302,,1,2,1,,37,1,0
5,10,1014,2,80,303,,1,5,1,,45,13,5
5,10,1014,2,80,304,,1,10,1,,13,9,2
5,10,1014,2,80,305,,1,13,2,,80,80,3
5,10,1014,2,80,306,,1,4,2,,50,30,10
5,10,1014,2,80,307,,1,5,2,,100,40,15
5,10,1014,2,80,308,,1,15,2,,25,15,10
5,10,1014,2,80,309,,1,1,2,,9,2,0
5,10,1014,2,80,310,,1,1,2,,11,5,0
5,10,1014,2,80,311,,1,2,2,,17,7,0
5,10,1014,2,80,313,,1,1,1,,20,0,0
5,10,1018,1,634,301,,1,3,1,,12,5,5
5,10,1018,1,634,302,,1,3,1,,20,15,10
5,10,1018,1,634,303,,1,6,5,,100,50,30
5,10,1018,1,634,304,,2,,,,,,
5,10,1018,1,634,305,,1,9,3,,30,30,5
5,10,1018,1,634,306,,1,3,1,,50,20,40
5,10,1018,1,634,307,,1,6,4,,80,20,20
5,10,1018,1,634,308,,1,6,3,,20,12,5
5,10,1018,1,634,309,,1,9,1,,12,0,2
5,10,1018,1,634,310,,1,3,4,,15,10,5
5,10,1018,1,634,311,,1,3,4,,15,10,2
5,10,1018,1,634,312,,2,,,,,,
5,10,1018,1,634,313,,1,1,1,,50,0,45
5,10,1018,1,634,314,,1,,,,,,
5,10,1018,1,634,315,,2,,,,,,
5,10,1018,2,898,301,,1,1,2,,5,0,2
5,10,1018,2,898,302,,2,,,,,,
5,10,1018,2,898,303,,2,,,,,,
5,10,1018,2,898,304,,2,,,,,,
5,10,1018,2,898,305,,1,2,1,,100,100,500
5,10,1018,2,898,306,,1,1,2,,120,0,80
5,10,1018,2,898,307,,1,2,3,,100,20,10
5,10,1018,2,898,308,,1,3,3,,40,30,10
5,10,1018,2,898,309,,2,,,,,,
5,10,1018,2,898,310,,1,1,3,,5,2,0
5,10,1018,2,898,311,,1,2,4,,60,30,20
5,10,1018,2,898,312,,2,,,,,,
5,10,1018,2,898,313,,1,1,1,,16,0,16
5,10,1018,2,898,314,,2,,,,,,
5,10,1018,2,898,315,,2,,,,,,
5,10,1020,1,38,301,,1,1,1,,6,0,0
5,10,1020,1,38,302,,2,,,,,,
5,10,1020,1,38,303,,2,,,,,,
5,10,1020,1,38,304,,1,5,2,,50,20,10
5,10,1020,1,38,305,,1,1,2,,250,250,50
5,10,1020,1,38,306,,1,3,1,,900,300,30
5,10,1020,1,38,307,,1,10,3,,950,72,35
5,10,1020,1,38,308,,1,3,3,,300,200,50
5,10,1020,1,38,309,,1,1,2,,6,0,2
5,10,1020,1,38,310,,1,1,2,,6,0,3
5,10,1020,1,38,311,,1,1,2,,25,10,5
5,10,1020,1,38,312,,1,1,3,,10,3,2
5,10,1020,1,38,313,,1,1,1,,40,0,40
5,10,1020,1,38,314,,2,,,,,,
5,10,1020,1,38,315,,2,,,,,,
5,10,1021,2,120,301,,1,1,2,,23,5,0
5,10,1021,2,120,302,,1,20,2,,300,100,0
5,10,1021,2,120,303,,1,30,1,,450,250,30
5,10,1021,2,120,304,,1,20,1,,500,300,40
5,10,1021,2,120,305,,1,10,1,,700,700,87
5,10,1021,2,120,306,,1,1,1,,300,200,100
5,10,1021,2,120,307,,1,4,1,,450,250,150
5,10,1021,2,120,308,,1,15,1,,300,120,130
5,10,1021,2,120,309,,1,1,1,,11,3,0
5,10,1021,2,120,310,,1,1,1,,9,2,0
5,10,1021,2,120,311,,1,3,1,,45,4,0
5,10,1021,2,120,312,,1,1,1,,25,8,0
5,10,1021,2,120,313,,1,1,1,,45,0,0
5,10,1021,2,120,314,,1,1,1,,11,4,8
5,10,1025,2,1774,301,,1,1,1,,9,1,0
5,10,1025,2,1774,302,,2,,,,,,
5,10,1025,2,1774,303,,1,3,2,,30,10,5
5,10,1025,2,1774,304,,1,1,1,,150,50,30
5,10,1025,2,1774,305,,1,4,2,,200,200,50
5,10,1025,2,1774,306,,1,2,2,,120,50,100
5,10,1025,2,1774,307,,1,5,3,,200,40,30
5,10,1025,2,1774,308,,1,3,3,,50,30,10
5,10,1025,2,1774,309,,2,,,,,,
5,10,1025,2,1774,310,,1,1,4,,20,12,5
5,10,1025,2,1774,311,,1,2,5,,50,30,10
5,10,1025,2,1774,312,,2,,,,,,
5,10,1025,2,1774,313,,1,2,1,,20,0,20
5,10,1025,2,1774,314,,2,,,,,,
4,11,1101,2,154,301,,1,26,3,,52,20,15
4,11,1101,2,154,305,,1,26,2,,43,43,24
4,11,1101,2,154,306,,1,26,3,,36,12,30
4,11,1101,2,154,307,,1,2,3,,67,38,46
4,11,1101,2,154,308,,1,6,2,,40,22,10
4,11,1101,2,154,310,,1,2,3,,10,6,3
4,11,1101,2,154,311,,1,1,3,,10,8,4
4,11,1101,2,154,313,,1,26,1,,6,0,2
4,11,1102,2,936,301,,1,2,2,,22,4,6
4,11,1102,2,936,305,,1,4,2,,68,68,40
4,11,1102,2,936,306,,1,1,3,,27,12,25
4,11,1102,2,936,307,,1,2,3,,40,22,20
4,11,1102,2,936,308,,1,2,2,,18,10,6
4,11,1102,2,936,310,,1,2,2,,10,6,2
4,11,1102,2,936,311,,1,2,2,,12,5,4
4,11,1102,2,936,313,,1,1,1,,10,0,6
4,11,1104,2,434,301,,1,11,2,,33,11,4
4,11,1104,2,434,305,,1,11,2,,66,66,45
4,11,1104,2,434,306,,1,11,3,,30,11,27
4,11,1104,2,434,307,,1,2,3,,50,28,29
4,11,1104,2,434,308,,1,1,1,,16,12,3
4,11,1104,2,434,310,,1,1,2,,10,4,2
4,11,1104,2,434,311,,1,1,2,,12,6,4
4,11,1104,2,434,313,,1,11,1,,20,0,14
4,11,1104,1,2028,310,,1,1,2,,10,6,2
4,11,1104,1,2028,311,,1,1,2,,180,50,50
4,11,1104,1,2028,313,,1,1,1,,10,0,5
4,11,1105,2,100,301,,1,2,3,,45,2,12
4,11,1105,2,100,305,,1,2,2,,50,50,11
4,11,1105,2,100,306,,1,2,3,,40,25,45
4,11,1105,2,100,307,,1,2,3,,60,22,30
4,11,1105,2,100,308,,1,2,1,,15,7,7
4,11,1105,2,100,310,,1,2,2,,8,3,2
4,11,1105,2,100,311,,1,2,2,,60,4,8
4,11,1105,2,100,313,,1,2,2,,10,0,4
4,11,1106,2,446,301,,1,2,3,,40,4,10
4,11,1106,2,446,305,,1,2,2,,60,60,15
4,11,1106,2,446,306,,1,2,3,,25,10,20
4,11,1106,2,446,307,,1,2,3,,48,25,22
4,11,1106,2,446,308,,1,3,1,,20,8,16
4,11,1106,2,446,310,,1,2,2,,10,6,2
4,11,1106,2,446,311,,1,2,2,,120,20,26
4,11,1106,2,446,313,,1,1,2,,10,0,2
4,11,1107,2,1034,301,,1,1,3,,12,4,2
4,11,1107,2,1034,305,,1,3,2,,68,68,42
4,11,1107,2,1034,306,,1,3,2,,26,10,24
4,11,1107,2,1034,307,,1,2,3,,45,8,4
4,11,1107,2,1034,308,,1,2,2,,32,26,10
4,11,1107,2,1034,310,,1,1,2,,6,4,3
4,11,1107,2,1034,313,,1,1,1,,10,0,5
4,11,1108,2,492,301,,1,1,2,,10,5,2
4,11,1108,2,492,305,,1,2,2,,40,40,10
4,11,1108,2,492,306,,1,5,3,,20,5,20
4,11,1108,2,492,307,,1,2,1,,30,12,15
4,11,1108,2,492,308,,1,5,2,,50,20,21
4,11,1108,2,492,310,,1,2,3,,10,6,2
4,11,1108,2,492,311,,1,2,3,,20,11,6
4,11,1108,2,492,313,,1,5,1,,25,0,10
4,11,1109,2,672,301,,1,1,2,,20,8,5
4,11,1109,2,672,305,,1,1,2,,65,65,21
4,11,1109,2,672,306,,1,1,3,,30,17,26
4,11,1109,2,672,307,,1,2,3,,50,30,29
4,11,1109,2,672,308,,1,1,1,,12,5,8
4,11,1109,2,672,310,,1,2,2,,8,5,1
4,11,1109,2,672,311,,1,1,2,,14,11,4
4,11,1110,2,714,301,,1,4,3,,52,6,20
4,11,1110,2,714,305,,1,4,2,,48,48,10
4,11,1110,2,714,306,,1,4,3,,25,12,25
4,11,1110,2,714,307,,1,2,3,,40,15,20
4,11,1110,2,714,308,,1,4,1,,30,16,28
4,11,1110,2,714,310,,1,2,2,,8,2,4
4,11,1110,2,714,311,,1,2,2,,19,5,7
4,11,1110,2,714,313,,1,2,1,,12,0,2
4,11,1110,2,2752,301,,1,6,2,,14,6,4
4,11,1110,2,2752,305,,1,1,2,,120,120,50
4,11,1110,2,2752,306,,1,1,3,,40,11,36
4,11,1110,2,2752,307,,1,2,3,,50,20,15
4,11,1110,2,2752,308,,1,1,1,,20,9,5
4,11,1110,2,2752,310,,1,2,2,,6,4,2
4,11,1110,2,2752,311,,1,1,2,,10,6,3
4,11,1110,2,2752,313,,1,1,1,,7,0,3
4,11,1112,2,78,301,,1,2,2,,10,2,2
4,11,1112,2,78,308,,1,3,3,,17,7,6
4,11,1112,2,78,311,,1,2,3,,27,2,2
4,11,1112,2,1952,301,,1,1,2,,5,1,1
4,11,1112,2,1952,305,,1,4,2,,154,154,5
4,11,1112,2,1952,306,,1,3,3,,100,40,90
4,11,1112,2,1952,307,,1,3,1,,40,5,10
4,11,1112,2,1952,308,,1,3,4,,12,4,3
4,11,1112,2,1952,309,,1,1,3,,9,4,2
4,11,1112,2,1952,311,,1,2,3,,200,120,40
4,11,1112,2,1952,313,,1,3,1,,15,0,10
4,11,1113,2,954,301,,1,1,2,,8,2,2
4,11,1113,2,954,305,,1,3,2,,62,62,26
4,11,1113,2,954,306,,1,1,3,,23,11,20
4,11,1113,2,954,307,,1,2,3,,28,15,10
4,11,1113,2,954,308,,1,3,2,,14,8,9
4,11,1113,2,954,310,,1,2,2,,6,2,3
4,11,1113,2,954,311,,1,2,2,,8,3,5
4,11,1113,2,954,313,,1,3,1,,7,0,5
5,12,1202,1,2146,313,,1,,1,,40,0,30
5,12,1202,1,2710,301,,2,,,,,,
5,12,1202,1,2710,302,,2,,,,,,
5,12,1202,1,2710,303,,2,,,,,,
5,12,1202,1,2710,304,,2,,,,,,
5,12,1202,1,2710,305,,2,,,,,,
5,12,1202,1,2710,306,,2,,,,,,
5,12,1202,1,2710,307,,2,,,,,,
5,12,1202,1,2710,308,,2,,,,,,
5,12,1202,1,2710,309,,2,,,,,,
5,12,1202,1,2710,310,,2,,,,,,
5,12,1202,1,2710,311,,2,,,,,,
5,12,1202,1,2710,312,,2,,,,,,
5,12,1202,1,2710,313,,2,,,,,,
5,12,1202,1,2710,314,,2,,,,,,
5,12,1202,1,2710,315,,2,,,,,,
5,12,1204,2,736,301,,2,,,,,,
5,12,1204,2,736,302,,2,,,,,,
5,12,1204,2,736,303,,2,,,,,,
5,12,1204,2,736,304,,2,,,,,,
5,12,1204,2,736,305,,2,,,,,,
5,12,1204,2,736,306,,2,,,,,,
5,12,1204,2,736,307,,2,,,,,,
5,12,1204,2,736,308,,2,,,,,,
5,12,1204,2,736,309,,2,,,,,,
5,12,1204,2,736,310,,2,,,,,,
5,12,1204,2,736,311,,2,,,,,,
5,12,1204,2,736,312,,2,,,,,,
5,12,1204,2,736,313,,2,,,,,,
5,12,1204,2,736,314,,2,,,,,,
5,12,1204,2,736,315,,2,,,,,,
5,12,1208,2,526,301,,2,,,,,,
5,12,1208,2,526,302,,2,,,,,,
5,12,1208,2,526,303,,1,2,6,"FORTH NIGHTLY",25,15,5
5,12,1208,2,526,304,,2,,,,,,
5,12,1208,2,526,305,,2,,,,,,
5,12,1208,2,526,306,,2,,,,,,
5,12,1208,2,526,307,,2,,,,,,
5,12,1208,2,526,308,,2,,,,,,
5,12,1208,2,526,309,,2,,,,,,
5,12,1208,2,526,310,,2,,,,,,
5,12,1208,2,526,311,,2,,,,,,
5,12,1208,2,526,312,,2,,,,,,
5,12,1208,2,526,313,,2,,,,,,
5,12,1208,2,526,314,,2,,,,,,
5,12,1208,2,526,315,,2,,,,,,
5,12,1210,2,462,310,,1,1,,,12,0,5
5,12,1210,2,462,311,,1,1,,,40,10,10
5,12,1211,1,2220,301,,2,,,,,,
5,12,1211,1,2220,302,,2,,,,,,
5,12,1211,1,2220,303,,2,,,,,,
5,12,1211,1,2220,304,,2,,,,,,
5,12,1211,1,2220,305,,2,,,,,,
5,12,1211,1,2220,306,,2,,,,,,
5,12,1211,1,2220,307,,2,,,,,,
5,12,1211,1,2220,308,,2,,,,,,
5,12,1211,1,2220,309,,2,,,,,,
5,12,1211,1,2220,310,,2,,,,,,
5,12,1211,1,2220,311,,2,,,,,,
5,12,1211,1,2220,312,,2,,,,,,
5,12,1211,1,2220,313,,2,,,,,,
5,12,1211,1,2220,314,,2,,,,,,
5,12,1211,1,2220,315,,2,,,,,,
5,12,1211,1,2856,301,,1,1,6,,15,0,5
5,12,1211,1,2856,313,,1,1,1,,25,0,15
5,12,1214,2,452,301,,2,,,,,,
5,12,1214,2,452,302,,2,,,,,,
5,12,1214,2,452,303,,2,,,,,,
5,12,1214,2,452,304,,2,,,,,,
5,12,1214,2,452,305,,2,,,,,,
5,12,1214,2,452,306,,2,,,,,,
5,12,1214,2,452,307,,2,,,,,,
5,12,1214,2,452,308,,2,,,,,,
5,12,1214,2,452,309,,2,,,,,,
5,12,1214,2,452,310,,2,,,,,,
5,12,1214,2,452,311,,2,,,,,,
