"zone","state","lga","sector","ea","amenities_cd","c5q1"
5,10,1008,2,1314,527,6
5,10,1008,2,1314,528,6
5,10,1008,2,1314,529,4
5,10,1008,2,1314,530,4
5,10,1008,2,1314,531,4
5,10,1008,2,1314,532,4
5,10,1008,2,1314,533,4
5,10,1008,2,1314,534,4
5,10,1008,2,1718,501,3
5,10,1008,2,1718,502,4
5,10,1008,2,1718,503,3
5,10,1008,2,1718,504,3
5,10,1008,2,1718,505,3
5,10,1008,2,1718,506,3
5,10,1008,2,1718,507,2
5,10,1008,2,1718,508,2
5,10,1008,2,1718,509,2
5,10,1008,2,1718,510,3
5,10,1008,2,1718,511,3
5,10,1008,2,1718,512,3
5,10,1008,2,1718,513,4
5,10,1008,2,1718,514,4
5,10,1008,2,1718,515,6
5,10,1008,2,1718,516,4
5,10,1008,2,1718,517,4
5,10,1008,2,1718,518,2
5,10,1008,2,1718,519,4
5,10,1008,2,1718,520,4
5,10,1008,2,1718,521,3
5,10,1008,2,1718,522,4
5,10,1008,2,1718,523,4
5,10,1008,2,1718,524,3
5,10,1008,2,1718,525,3
5,10,1008,2,1718,526,3
5,10,1008,2,1718,527,4
5,10,1008,2,1718,528,4
5,10,1008,2,1718,529,4
5,10,1008,2,1718,530,4
5,10,1008,2,1718,531,4
5,10,1008,2,1718,532,4
5,10,1008,2,1718,533,2
5,10,1008,2,1718,534,2
5,10,1010,2,20,501,4
5,10,1010,2,20,502,4
5,10,1010,2,20,503,3
5,10,1010,2,20,504,3
5,10,1010,2,20,505,2
5,10,1010,2,20,506,4
5,10,1010,2,20,507,5
5,10,1010,2,20,508,3
5,10,1010,2,20,509,3
5,10,1010,2,20,510,2
5,10,1010,2,20,511,4
5,10,1010,2,20,512,4
5,10,1010,2,20,513,3
5,10,1010,2,20,514,3
5,10,1010,2,20,515,3
5,10,1010,2,20,516,4
5,10,1010,2,20,517,4
5,10,1010,2,20,518,4
5,10,1010,2,20,519,4
5,10,1010,2,20,520,4
5,10,1010,2,20,521,4
5,10,1010,2,20,522,4
5,10,1010,2,20,523,4
5,10,1010,2,20,524,2
5,10,1010,2,20,525,1
5,10,1010,2,20,526,4
5,10,1010,2,20,527,4
5,10,1010,2,20,528,5
5,10,1010,2,20,529,4
5,10,1010,2,20,530,4
5,10,1010,2,20,531,4
5,10,1010,2,20,532,4
5,10,1010,2,20,533,2
5,10,1010,2,20,534,3
5,10,1012,2,936,501,4
5,10,1012,2,936,502,5
5,10,1012,2,936,503,5
5,10,1012,2,936,504,5
5,10,1012,2,936,505,5
5,10,1012,2,936,506,5
5,10,1012,2,936,507,5
5,10,1012,2,936,508,3
5,10,1012,2,936,509,3
5,10,1012,2,936,510,5
5,10,1012,2,936,511,5
5,10,1012,2,936,512,5
5,10,1012,2,936,513,5
5,10,1012,2,936,514,5
5,10,1012,2,936,515,6
5,10,1012,2,936,516,4
5,10,1012,2,936,517,4
5,10,1012,2,936,518,4
5,10,1012,2,936,519,4
5,10,1012,2,936,520,5
5,10,1012,2,936,521,4
5,10,1012,2,936,522,4
5,10,1012,2,936,523,4
5,10,1012,2,936,524,2
5,10,1012,2,936,525,2
5,10,1012,2,936,526,2
5,10,1012,2,936,527,6
5,10,1012,2,936,528,6
5,10,1012,2,936,529,3
5,10,1012,2,936,530,3
5,10,1012,2,936,531,3
5,10,1012,2,936,532,3
5,10,1012,2,936,533,4
5,10,1012,2,936,534,4
5,10,1014,2,80,501,4
5,10,1014,2,80,502,4
5,10,1014,2,80,503,3
5,10,1014,2,80,504,3
5,10,1014,2,80,505,3
5,10,1014,2,80,506,3
5,10,1014,2,80,507,3
5,10,1014,2,80,508,3
5,10,1014,2,80,509,3
5,10,1014,2,80,510,3
5,10,1014,2,80,511,3
5,10,1014,2,80,512,4
5,10,1014,2,80,513,4
5,10,1014,2,80,514,4
5,10,1014,2,80,515,6
5,10,1014,2,80,516,4
5,10,1014,2,80,517,4
5,10,1014,2,80,518,4
5,10,1014,2,80,519,4
5,10,1014,2,80,520,4
5,10,1014,2,80,521,4
5,10,1014,2,80,522,3
5,10,1014,2,80,523,3
5,10,1014,2,80,524,3
5,10,1014,2,80,525,2
5,10,1014,2,80,526,3
5,10,1014,2,80,527,4
5,10,1014,2,80,528,3
5,10,1014,2,80,529,4
5,10,1014,2,80,530,4
5,10,1014,2,80,531,4
5,10,1014,2,80,532,4
5,10,1014,2,80,533,2
5,10,1014,2,80,534,2
5,10,1018,1,634,501,4
5,10,1018,1,634,502,4
5,10,1018,1,634,503,4
5,10,1018,1,634,504,4
5,10,1018,1,634,505,4
5,10,1018,1,634,506,4
5,10,1018,1,634,507,2
5,10,1018,1,634,508,3
5,10,1018,1,634,509,3
5,10,1018,1,634,510,4
5,10,1018,1,634,511,4
5,10,1018,1,634,512,4
5,10,1018,1,634,513,4
5,10,1018,1,634,514,4
5,10,1018,1,634,515,4
5,10,1018,1,634,516,4
5,10,1018,1,634,517,4
5,10,1018,1,634,518,4
5,10,1018,1,634,519,4
5,10,1018,1,634,520,4
5,10,1018,1,634,521,4
5,10,1018,1,634,522,4
5,10,1018,1,634,523,4
5,10,1018,1,634,524,3
5,10,1018,1,634,525,2
5,10,1018,1,634,526,4
5,10,1018,1,634,527,4
5,10,1018,1,634,528,4
5,10,1018,1,634,529,4
5,10,1018,1,634,530,4
5,10,1018,1,634,531,4
5,10,1018,1,634,532,4
5,10,1018,1,634,533,3
5,10,1018,1,634,534,4
5,10,1018,2,898,501,4
5,10,1018,2,898,502,4
5,10,1018,2,898,503,4
5,10,1018,2,898,504,4
5,10,1018,2,898,505,4
5,10,1018,2,898,506,3
5,10,1018,2,898,507,4
5,10,1018,2,898,508,2
5,10,1018,2,898,509,2
5,10,1018,2,898,510,3
5,10,1018,2,898,511,4
5,10,1018,2,898,512,4
5,10,1018,2,898,513,3
5,10,1018,2,898,514,3
5,10,1018,2,898,515,4
5,10,1018,2,898,516,4
5,10,1018,2,898,517,4
5,10,1018,2,898,518,4
5,10,1018,2,898,519,3
5,10,1018,2,898,520,4
5,10,1018,2,898,521,4
5,10,1018,2,898,522,4
5,10,1018,2,898,523,4
5,10,1018,2,898,524,2
5,10,1018,2,898,525,2
5,10,1018,2,898,526,2
5,10,1018,2,898,527,4
5,10,1018,2,898,528,4
5,10,1018,2,898,529,4
5,10,1018,2,898,530,4
5,10,1018,2,898,531,4
5,10,1018,2,898,532,4
5,10,1018,2,898,533,2
5,10,1018,2,898,534,3
5,10,1020,1,38,501,4
5,10,1020,1,38,502,4
5,10,1020,1,38,503,4
5,10,1020,1,38,504,4
5,10,1020,1,38,505,4
5,10,1020,1,38,506,3
5,10,1020,1,38,507,4
5,10,1020,1,38,508,4
5,10,1020,1,38,509,3
5,10,1020,1,38,510,4
5,10,1020,1,38,511,4
5,10,1020,1,38,512,5
5,10,1020,1,38,513,4
5,10,1020,1,38,514,4
5,10,1020,1,38,515,6
5,10,1020,1,38,516,3
5,10,1020,1,38,517,4
5,10,1020,1,38,518,4
5,10,1020,1,38,519,3
5,10,1020,1,38,520,4
5,10,1020,1,38,521,3
5,10,1020,1,38,522,4
5,10,1020,1,38,523,4
5,10,1020,1,38,524,6
5,10,1020,1,38,525,2
5,10,1020,1,38,526,4
5,10,1020,1,38,527,4
5,10,1020,1,38,528,3
5,10,1020,1,38,529,3
5,10,1020,1,38,530,4
5,10,1020,1,38,531,4
5,10,1020,1,38,532,4
5,10,1020,1,38,533,2
5,10,1020,1,38,534,3
5,10,1021,2,120,501,4
5,10,1021,2,120,502,4
5,10,1021,2,120,503,4
5,10,1021,2,120,504,4
5,10,1021,2,120,505,3
5,10,1021,2,120,506,3
5,10,1021,2,120,507,2
5,10,1021,2,120,508,2
5,10,1021,2,120,509,2
5,10,1021,2,120,510,4
5,10,1021,2,120,511,4
5,10,1021,2,120,512,4
5,10,1021,2,120,513,4
5,10,1021,2,120,514,4
5,10,1021,2,120,515,6
5,10,1021,2,120,516,4
5,10,1021,2,120,517,4
5,10,1021,2,120,518,4
5,10,1021,2,120,519,4
5,10,1021,2,120,520,4
5,10,1021,2,120,521,4
5,10,1021,2,120,522,4
5,10,1021,2,120,523,4
5,10,1021,2,120,524,3
5,10,1021,2,120,525,2
5,10,1021,2,120,526,4
5,10,1021,2,120,527,6
5,10,1021,2,120,528,6
5,10,1021,2,120,529,4
5,10,1021,2,120,530,4
5,10,1021,2,120,531,4
5,10,1021,2,120,532,4
5,10,1021,2,120,533,4
5,10,1021,2,120,534,4
5,10,1025,2,1774,501,4
5,10,1025,2,1774,502,4
5,10,1025,2,1774,503,4
5,10,1025,2,1774,504,4
5,10,1025,2,1774,505,4
5,10,1025,2,1774,506,4
5,10,1025,2,1774,507,4
5,10,1025,2,1774,508,2
5,10,1025,2,1774,509,2
5,10,1025,2,1774,510,2
5,10,1025,2,1774,511,4
5,10,1025,2,1774,512,4
5,10,1025,2,1774,513,4
5,10,1025,2,1774,514,4
5,10,1025,2,1774,515,4
5,10,1025,2,1774,516,3
5,10,1025,2,1774,517,4
5,10,1025,2,1774,518,4
5,10,1025,2,1774,519,4
5,10,1025,2,1774,520,4
5,10,1025,2,1774,521,4
5,10,1025,2,1774,522,4
5,10,1025,2,1774,523,4
5,10,1025,2,1774,524,4
5,10,1025,2,1774,525,4
5,10,1025,2,1774,526,4
5,10,1025,2,1774,527,3
5,10,1025,2,1774,528,4
5,10,1025,2,1774,529,3
5,10,1025,2,1774,530,4
5,10,1025,2,1774,531,4
5,10,1025,2,1774,532,4
5,10,1025,2,1774,533,4
5,10,1025,2,1774,534,2
4,11,1101,2,154,501,4
4,11,1101,2,154,502,4
4,11,1101,2,154,503,4
4,11,1101,2,154,504,4
4,11,1101,2,154,505,4
4,11,1101,2,154,506,4
4,11,1101,2,154,507,6
4,11,1101,2,154,508,4
4,11,1101,2,154,509,4
4,11,1101,2,154,510,4
4,11,1101,2,154,511,4
4,11,1101,2,154,512,4
4,11,1101,2,154,513,4
4,11,1101,2,154,514,4
4,11,1101,2,154,515,4
4,11,1101,2,154,516,4
4,11,1101,2,154,517,4
4,11,1101,2,154,518,4
4,11,1101,2,154,519,4
4,11,1101,2,154,520,4
4,11,1101,2,154,521,3
4,11,1101,2,154,522,4
4,11,1101,2,154,523,4
4,11,1101,2,154,524,6
4,11,1101,2,154,525,2
4,11,1101,2,154,526,3
4,11,1101,2,154,527,4
4,11,1101,2,154,528,4
4,11,1101,2,154,529,4
4,11,1101,2,154,530,4
4,11,1101,2,154,531,4
4,11,1101,2,154,532,4
4,11,1101,2,154,533,2
4,11,1101,2,154,534,3
4,11,1102,2,936,501,4
4,11,1102,2,936,502,4
4,11,1102,2,936,503,4
4,11,1102,2,936,504,5
4,11,1102,2,936,505,4
4,11,1102,2,936,506,4
4,11,1102,2,936,507,3
4,11,1102,2,936,508,4
4,11,1102,2,936,509,4
4,11,1102,2,936,510,4
4,11,1102,2,936,511,4
4,11,1102,2,936,512,4
4,11,1102,2,936,513,4
4,11,1102,2,936,514,4
4,11,1102,2,936,515,4
4,11,1102,2,936,516,4
4,11,1102,2,936,517,4
4,11,1102,2,936,518,4
4,11,1102,2,936,519,4
4,11,1102,2,936,520,4
4,11,1102,2,936,521,3
4,11,1102,2,936,522,4
4,11,1102,2,936,523,4
4,11,1102,2,936,524,6
4,11,1102,2,936,525,2
4,11,1102,2,936,526,4
4,11,1102,2,936,527,4
4,11,1102,2,936,528,4
4,11,1102,2,936,529,4
4,11,1102,2,936,530,4
4,11,1102,2,936,531,3
4,11,1102,2,936,532,3
4,11,1102,2,936,533,2
4,11,1102,2,936,534,3
4,11,1104,2,434,501,3
4,11,1104,2,434,502,2
4,11,1104,2,434,503,3
4,11,1104,2,434,504,3
4,11,1104,2,434,505,4
4,11,1104,2,434,506,3
4,11,1104,2,434,507,6
4,11,1104,2,434,508,4
4,11,1104,2,434,509,4
4,11,1104,2,434,510,4
4,11,1104,2,434,511,3
4,11,1104,2,434,512,4
4,11,1104,2,434,513,4
4,11,1104,2,434,514,4
4,11,1104,2,434,515,4
4,11,1104,2,434,516,4
4,11,1104,2,434,517,4
4,11,1104,2,434,518,4
4,11,1104,2,434,519,4
4,11,1104,2,434,520,4
4,11,1104,2,434,521,2
4,11,1104,2,434,522,4
4,11,1104,2,434,523,4
4,11,1104,2,434,524,6
4,11,1104,2,434,525,2
4,11,1104,2,434,526,3
4,11,1104,2,434,527,4
4,11,1104,2,434,528,4
4,11,1104,2,434,529,3
4,11,1104,2,434,530,3
4,11,1104,2,434,531,3
4,11,1104,2,434,532,4
4,11,1104,2,434,533,2
4,11,1104,2,434,534,3
4,11,1104,1,2028,501,4
4,11,1104,1,2028,502,4
4,11,1104,1,2028,503,4
4,11,1104,1,2028,504,4
4,11,1104,1,2028,505,4
4,11,1104,1,2028,506,4
4,11,1104,1,2028,507,4
4,11,1104,1,2028,508,6
4,11,1104,1,2028,509,6
4,11,1104,1,2028,510,4
4,11,1104,1,2028,511,4
4,11,1104,1,2028,512,4
4,11,1104,1,2028,513,4
4,11,1104,1,2028,514,4
4,11,1104,1,2028,515,4
4,11,1104,1,2028,516,4
4,11,1104,1,2028,517,4
4,11,1104,1,2028,518,4
4,11,1104,1,2028,519,4
4,11,1104,1,2028,520,4
4,11,1104,1,2028,521,4
4,11,1104,1,2028,522,4
4,11,1104,1,2028,523,4
4,11,1104,1,2028,524,3
4,11,1104,1,2028,525,3
4,11,1104,1,2028,526,3
4,11,1104,1,2028,527,4
4,11,1104,1,2028,528,6
4,11,1104,1,2028,529,6
4,11,1104,1,2028,530,3
4,11,1104,1,2028,531,3
4,11,1104,1,2028,532,3
4,11,1104,1,2028,533,4
4,11,1104,1,2028,534,4
4,11,1105,2,100,501,4
4,11,1105,2,100,502,4
4,11,1105,2,100,503,4
4,11,1105,2,100,504,4
4,11,1105,2,100,505,3
4,11,1105,2,100,506,3
4,11,1105,2,100,507,3
4,11,1105,2,100,508,4
4,11,1105,2,100,509,4
4,11,1105,2,100,510,4
4,11,1105,2,100,511,4
4,11,1105,2,100,512,4
4,11,1105,2,100,513,4
4,11,1105,2,100,514,4
4,11,1105,2,100,515,4
4,11,1105,2,100,516,4
4,11,1105,2,100,517,4
4,11,1105,2,100,518,4
4,11,1105,2,100,519,4
4,11,1105,2,100,520,3
4,11,1105,2,100,521,4
4,11,1105,2,100,522,4
4,11,1105,2,100,523,3
4,11,1105,2,100,525,3
4,11,1105,2,100,526,4
4,11,1105,2,100,527,4
4,11,1105,2,100,528,4
4,11,1105,2,100,529,4
4,11,1105,2,100,530,3
4,11,1105,2,100,531,3
4,11,1105,2,100,532,3
4,11,1105,2,100,533,4
4,11,1105,2,100,534,4
4,11,1106,2,446,501,4
4,11,1106,2,446,502,4
4,11,1106,2,446,503,4
4,11,1106,2,446,504,4
4,11,1106,2,446,505,5
4,11,1106,2,446,506,3
4,11,1106,2,446,507,6
4,11,1106,2,446,508,4
4,11,1106,2,446,509,4
4,11,1106,2,446,510,4
4,11,1106,2,446,511,4
4,11,1106,2,446,512,4
4,11,1106,2,446,513,4
4,11,1106,2,446,514,4
4,11,1106,2,446,515,4
4,11,1106,2,446,516,4
4,11,1106,2,446,517,4
4,11,1106,2,446,518,3
4,11,1106,2,446,519,4
4,11,1106,2,446,520,3
4,11,1106,2,446,521,3
4,11,1106,2,446,522,4
4,11,1106,2,446,523,4
4,11,1106,2,446,524,6
4,11,1106,2,446,525,4
4,11,1106,2,446,526,4
4,11,1106,2,446,527,4
4,11,1106,2,446,528,6
4,11,1106,2,446,529,4
4,11,1106,2,446,530,4
4,11,1106,2,446,531,4
4,11,1106,2,446,532,4
4,11,1106,2,446,533,3
4,11,1106,2,446,534,3
4,11,1107,2,1034,501,4
4,11,1107,2,1034,502,4
4,11,1107,2,1034,503,4
4,11,1107,2,1034,504,4
4,11,1107,2,1034,505,4
4,11,1107,2,1034,506,4
4,11,1107,2,1034,507,6
4,11,1107,2,1034,508,4
4,11,1107,2,1034,509,4
4,11,1107,2,1034,510,4
4,11,1107,2,1034,511,4
4,11,1107,2,1034,512,4
4,11,1107,2,1034,513,4
4,11,1107,2,1034,514,4
4,11,1107,2,1034,515,4
4,11,1107,2,1034,516,4
4,11,1107,2,1034,517,4
4,11,1107,2,1034,518,4
4,11,1107,2,1034,519,4
4,11,1107,2,1034,520,4
4,11,1107,2,1034,521,3
4,11,1107,2,1034,522,4
4,11,1107,2,1034,523,4
4,11,1107,2,1034,524,6
4,11,1107,2,1034,525,2
4,11,1107,2,1034,526,3
4,11,1107,2,1034,527,4
4,11,1107,2,1034,528,4
4,11,1107,2,1034,529,3
4,11,1107,2,1034,530,4
4,11,1107,2,1034,531,4
4,11,1107,2,1034,532,4
4,11,1107,2,1034,533,2
4,11,1107,2,1034,534,3
4,11,1108,2,492,501,4
4,11,1108,2,492,502,4
4,11,1108,2,492,503,4
4,11,1108,2,492,504,4
4,11,1108,2,492,505,3
4,11,1108,2,492,506,3
4,11,1108,2,492,507,4
4,11,1108,2,492,508,4
4,11,1108,2,492,509,4
4,11,1108,2,492,510,4
4,11,1108,2,492,511,4
4,11,1108,2,492,512,4
4,11,1108,2,492,513,4
4,11,1108,2,492,514,4
4,11,1108,2,492,515,4
4,11,1108,2,492,516,4
4,11,1108,2,492,517,4
4,11,1108,2,492,518,4
4,11,1108,2,492,519,4
4,11,1108,2,492,520,4
4,11,1108,2,492,521,4
4,11,1108,2,492,522,4
4,11,1108,2,492,523,4
4,11,1108,2,492,524,6
4,11,1108,2,492,525,2
4,11,1108,2,492,526,6
4,11,1108,2,492,527,4
4,11,1108,2,492,529,3
4,11,1108,2,492,530,3
4,11,1108,2,492,531,4
4,11,1108,2,492,532,4
4,11,1108,2,492,533,2
4,11,1108,2,492,534,4
4,11,1109,2,672,501,4
4,11,1109,2,672,502,4
4,11,1109,2,672,503,4
4,11,1109,2,672,504,4
4,11,1109,2,672,505,4
4,11,1109,2,672,506,4
4,11,1109,2,672,507,4
4,11,1109,2,672,508,4
4,11,1109,2,672,509,4
4,11,1109,2,672,510,4
4,11,1109,2,672,511,4
4,11,1109,2,672,512,4
4,11,1109,2,672,513,4
4,11,1109,2,672,514,4
4,11,1109,2,672,515,3
4,11,1109,2,672,516,4
4,11,1109,2,672,517,4
4,11,1109,2,672,518,4
4,11,1109,2,672,519,4
4,11,1109,2,672,520,4
4,11,1109,2,672,521,4
4,11,1109,2,672,522,4
4,11,1109,2,672,523,4
4,11,1109,2,672,524,6
4,11,1109,2,672,525,2
4,11,1109,2,672,526,3
4,11,1109,2,672,527,2
4,11,1109,2,672,528,4
4,11,1109,2,672,529,3
4,11,1109,2,672,530,3
4,11,1109,2,672,531,4
4,11,1109,2,672,532,4
4,11,1109,2,672,533,2
4,11,1109,2,672,534,3
4,11,1110,2,714,501,4
4,11,1110,2,714,502,4
4,11,1110,2,714,503,4
4,11,1110,2,714,504,4
4,11,1110,2,714,505,3
4,11,1110,2,714,506,3
4,11,1110,2,714,507,4
4,11,1110,2,714,508,4
4,11,1110,2,714,509,4
4,11,1110,2,714,510,4
4,11,1110,2,714,511,4
4,11,1110,2,714,512,4
4,11,1110,2,714,513,4
4,11,1110,2,714,514,4
4,11,1110,2,714,515,4
4,11,1110,2,714,516,4
4,11,1110,2,714,517,4
4,11,1110,2,714,518,4
4,11,1110,2,714,519,4
4,11,1110,2,714,520,4
4,11,1110,2,714,521,4
4,11,1110,2,714,522,4
4,11,1110,2,714,523,4
4,11,1110,2,714,524,6
4,11,1110,2,714,525,3
4,11,1110,2,714,526,4
4,11,1110,2,714,527,4
4,11,1110,2,714,528,4
4,11,1110,2,714,529,3
4,11,1110,2,714,530,3
4,11,1110,2,714,531,4
4,11,1110,2,714,532,4
4,11,1110,2,714,533,4
4,11,1110,2,714,534,4
4,11,1110,2,2752,501,4
4,11,1110,2,2752,502,4
4,11,1110,2,2752,503,4
4,11,1110,2,2752,504,4
4,11,1110,2,2752,505,4
4,11,1110,2,2752,506,4
4,11,1110,2,2752,507,4
4,11,1110,2,2752,508,4
4,11,1110,2,2752,509,4
4,11,1110,2,2752,510,4
4,11,1110,2,2752,511,4
4,11,1110,2,2752,512,4
4,11,1110,2,2752,513,4
4,11,1110,2,2752,514,4
4,11,1110,2,2752,515,4
4,11,1110,2,2752,516,4
4,11,1110,2,2752,517,4
4,11,1110,2,2752,518,4
4,11,1110,2,2752,519,4
4,11,1110,2,2752,520,4
4,11,1110,2,2752,521,2
4,11,1110,2,2752,522,4
4,11,1110,2,2752,523,4
4,11,1110,2,2752,524,6
4,11,1110,2,2752,525,2
4,11,1110,2,2752,526,3
4,11,1110,2,2752,527,4
4,11,1110,2,2752,528,4
4,11,1110,2,2752,529,4
4,11,1110,2,2752,530,3
4,11,1110,2,2752,531,4
4,11,1110,2,2752,532,4
4,11,1110,2,2752,533,2
4,11,1110,2,2752,534,3
4,11,1112,2,78,501,3
4,11,1112,2,78,502,4
4,11,1112,2,78,503,3
4,11,1112,2,78,504,2
4,11,1112,2,78,505,4
4,11,1112,2,78,506,3
4,11,1112,2,78,507,6
4,11,1112,2,78,508,4
4,11,1112,2,78,509,3
4,11,1112,2,78,510,3
4,11,1112,2,78,511,4
4,11,1112,2,78,512,4
4,11,1112,2,78,513,6
4,11,1112,2,78,514,6
4,11,1112,2,78,516,4
4,11,1112,2,78,517,3
4,11,1112,2,78,518,4
4,11,1112,2,78,519,4
4,11,1112,2,78,520,3
4,11,1112,2,78,521,2
4,11,1112,2,78,522,3
4,11,1112,2,78,524,2
4,11,1112,2,78,525,2
4,11,1112,2,78,526,6
4,11,1112,2,78,527,3
4,11,1112,2,78,528,4
4,11,1112,2,78,529,2
4,11,1112,2,78,530,3
4,11,1112,2,78,531,3
4,11,1112,2,78,532,4
4,11,1112,2,78,533,2
4,11,1112,2,78,534,3
4,11,1112,2,1952,501,3
4,11,1112,2,1952,502,4
4,11,1112,2,1952,503,4
4,11,1112,2,1952,504,4
4,11,1112,2,1952,505,3
4,11,1112,2,1952,506,2
4,11,1112,2,1952,507,4
4,11,1112,2,1952,508,4
4,11,1112,2,1952,509,4
4,11,1112,2,1952,510,4
4,11,1112,2,1952,511,4
4,11,1112,2,1952,512,4
4,11,1112,2,1952,513,4
4,11,1112,2,1952,514,4
4,11,1112,2,1952,515,3
4,11,1112,2,1952,516,4
4,11,1112,2,1952,517,3
4,11,1112,2,1952,518,4
4,11,1112,2,1952,519,3
4,11,1112,2,1952,520,3
4,11,1112,2,1952,521,2
4,11,1112,2,1952,522,4
4,11,1112,2,1952,523,4
4,11,1112,2,1952,524,6
4,11,1112,2,1952,525,2
4,11,1112,2,1952,526,2
4,11,1112,2,1952,527,2
4,11,1112,2,1952,528,4
4,11,1112,2,1952,529,2
4,11,1112,2,1952,530,2
4,11,1112,2,1952,531,3
4,11,1112,2,1952,532,3
4,11,1112,2,1952,533,2
4,11,1112,2,1952,534,2
4,11,1113,2,954,501,4
4,11,1113,2,954,502,4
4,11,1113,2,954,503,4
4,11,1113,2,954,504,4
4,11,1113,2,954,505,4
4,11,1113,2,954,506,4
4,11,1113,2,954,507,4
4,11,1113,2,954,508,4
4,11,1113,2,954,509,4
4,11,1113,2,954,510,4
4,11,1113,2,954,511,4
4,11,1113,2,954,512,4
4,11,1113,2,954,513,4
4,11,1113,2,954,514,4
4,11,1113,2,954,515,4
4,11,1113,2,954,516,4
4,11,1113,2,954,517,4
4,11,1113,2,954,518,4
4,11,1113,2,954,519,4
4,11,1113,2,954,520,3
4,11,1113,2,954,521,3
4,11,1113,2,954,522,4
4,11,1113,2,954,523,4
4,11,1113,2,954,524,6
4,11,1113,2,954,525,2
4,11,1113,2,954,526,3
4,11,1113,2,954,527,4
4,11,1113,2,954,528,4
4,11,1113,2,954,529,3
4,11,1113,2,954,530,3
4,11,1113,2,954,531,4
4,11,1113,2,954,532,4
4,11,1113,2,954,533,2
4,11,1113,2,954,534,3
5,12,1202,1,2146,502,3
5,12,1202,1,2146,503,3
5,12,1202,1,2146,504,3
5,12,1202,1,2146,505,3
5,12,1202,1,2146,506,3
5,12,1202,1,2146,507,3
5,12,1202,1,2146,508,3
5,12,1202,1,2146,509,3
5,12,1202,1,2146,510,4
5,12,1202,1,2146,511,4
5,12,1202,1,2146,512,4
5,12,1202,1,2146,513,4
5,12,1202,1,2146,514,4
5,12,1202,1,2146,515,4
5,12,1202,1,2146,516,4
5,12,1202,1,2146,517,4
5,12,1202,1,2146,518,4
5,12,1202,1,2146,520,4
5,12,1202,1,2146,521,4
5,12,1202,1,2146,522,4
5,12,1202,1,2146,523,3
5,12,1202,1,2146,524,3
5,12,1202,1,2146,525,3
5,12,1202,1,2146,526,4
5,12,1202,1,2146,527,2
5,12,1202,1,2146,528,3
5,12,1202,1,2146,529,3
5,12,1202,1,2146,530,3
5,12,1202,1,2146,531,2
5,12,1202,1,2146,532,3
5,12,1202,1,2146,533,3
5,12,1202,1,2146,534,3
5,12,1202,1,2710,501,5
5,12,1202,1,2710,502,5
5,12,1202,1,2710,503,4
5,12,1202,1,2710,504,4
5,12,1202,1,2710,505,5
5,12,1202,1,2710,506,5
5,12,1202,1,2710,507,5
5,12,1202,1,2710,508,4
5,12,1202,1,2710,509,4
5,12,1202,1,2710,510,5
5,12,1202,1,2710,511,5
5,12,1202,1,2710,512,5
5,12,1202,1,2710,513,5
5,12,1202,1,2710,514,5
5,12,1202,1,2710,515,6
5,12,1202,1,2710,516,5
5,12,1202,1,2710,517,5
5,12,1202,1,2710,518,5
5,12,1202,1,2710,519,5
5,12,1202,1,2710,520,5
5,12,1202,1,2710,521,4
5,12,1202,1,2710,522,5
5,12,1202,1,2710,523,5
5,12,1202,1,2710,524,6
5,12,1202,1,2710,525,3
5,12,1202,1,2710,526,4
5,12,1202,1,2710,527,2
5,12,1202,1,2710,528,2
5,12,1202,1,2710,529,3
5,12,1202,1,2710,530,2
5,12,1202,1,2710,531,3
5,12,1202,1,2710,532,2
5,12,1202,1,2710,533,4
5,12,1202,1,2710,534,3
5,12,1204,2,736,501,5
5,12,1204,2,736,502,5
5,12,1204,2,736,503,5
5,12,1204,2,736,504,5
5,12,1204,2,736,505,4
5,12,1204,2,736,506,5
5,12,1204,2,736,507,4
5,12,1204,2,736,508,3
5,12,1204,2,736,509,3
5,12,1204,2,736,510,5
5,12,1204,2,736,511,5
5,12,1204,2,736,512,5
5,12,1204,2,736,513,4
5,12,1204,2,736,514,5
5,12,1204,2,736,515,6
5,12,1204,2,736,516,4
5,12,1204,2,736,517,5
5,12,1204,2,736,518,5
5,12,1204,2,736,519,5
5,12,1204,2,736,520,4
5,12,1204,2,736,521,3
5,12,1204,2,736,522,4
5,12,1204,2,736,523,4
5,12,1204,2,736,524,6
5,12,1204,2,736,525,2
5,12,1204,2,736,526,4
5,12,1204,2,736,527,3
5,12,1204,2,736,528,3
5,12,1204,2,736,529,3
5,12,1204,2,736,530,3
5,12,1204,2,736,531,2
5,12,1204,2,736,532,2
5,12,1204,2,736,533,3
5,12,1204,2,736,534,3
5,12,1208,2,526,501,4
5,12,1208,2,526,502,4
5,12,1208,2,526,503,4
5,12,1208,2,526,504,4
5,12,1208,2,526,505,3
5,12,1208,2,526,506,4
5,12,1208,2,526,507,4
5,12,1208,2,526,508,3
5,12,1208,2,526,509,3
5,12,1208,2,526,510,4
5,12,1208,2,526,511,4
5,12,1208,2,526,512,5
5,12,1208,2,526,513,4
5,12,1208,2,526,514,4
5,12,1208,2,526,515,6
5,12,1208,2,526,516,4
5,12,1208,2,526,517,4
5,12,1208,2,526,518,4
5,12,1208,2,526,519,4
5,12,1208,2,526,520,4
5,12,1208,2,526,521,5
5,12,1208,2,526,522,4
5,12,1208,2,526,523,4
5,12,1208,2,526,524,6
5,12,1208,2,526,525,6
5,12,1208,2,526,526,4
