"zone","state","lga","sector","ea","is_cd","sc2q1","sc2q2","sc2q3","sc2q4a","sc2q4b","sc2q5","sc2q6a","sc2q6b"
4,11,1102,2,936,220,2,,15,1,,,,
4,11,1102,2,936,221,2,,12,1,,,,
4,11,1102,2,936,222,1,,,,,,,
4,11,1104,2,434,201,1,,,,,,,
4,11,1104,2,434,202,2,,16,1,,,,
4,11,1104,2,434,203,2,,24,3,,,,
4,11,1104,2,434,204,2,,30,3,,,,
4,11,1104,2,434,205,1,,,,,,,
4,11,1104,2,434,206,1,,,,,,,
4,11,1104,2,434,207,2,,34,3,,,,
4,11,1104,2,434,208,1,,,,,,,
4,11,1104,2,434,209,2,,30,3,,,,
4,11,1104,2,434,210,1,,,,,,,
4,11,1104,2,434,211,1,,,,,,,
4,11,1104,2,434,212,1,,,,,,,
4,11,1104,2,434,213,1,,,,,,,
4,11,1104,2,434,214,2,,40,3,,,,
4,11,1104,2,434,215,1,,,,,,,
4,11,1104,2,434,216,2,,40,3,,,,
4,11,1104,2,434,217,2,,30,3,,,,
4,11,1104,2,434,218,1,,,,,,,
4,11,1104,2,434,219,2,,40,3,,,,
4,11,1104,2,434,220,1,,,,,,,
4,11,1104,2,434,221,2,,36,3,,,,
4,11,1104,2,434,222,2,,40,3,,,,
4,11,1104,1,2028,201,2,,4,4,,50,,40
4,11,1104,1,2028,202,2,,4,4,,50,,40
4,11,1104,1,2028,203,2,,6,4,,80,1,0
4,11,1104,1,2028,204,2,,4,4,,50,,50
4,11,1104,1,2028,205,2,,7,4,,80,1,0
4,11,1104,1,2028,206,2,,3,4,,40,,40
4,11,1104,1,2028,207,2,,6,4,,60,1,30
4,11,1104,1,2028,208,2,,10,4,,100,1,40
4,11,1104,1,2028,209,2,,5,4,,50,,50
4,11,1104,1,2028,210,2,,9,4,,90,1,10
4,11,1104,1,2028,211,2,,2,4,,40,,45
4,11,1104,1,2028,212,2,,3,5,,40,,50
4,11,1104,1,2028,213,2,,9,4,,100,1,20
4,11,1104,1,2028,214,2,,2,5,,40,,40
4,11,1104,1,2028,215,2,,4,4,,50,1,0
4,11,1104,1,2028,216,1,8,,,,,,
4,11,1104,1,2028,217,1,8,,,,,,
4,11,1104,1,2028,218,1,8,,,,,,
4,11,1104,1,2028,219,1,8,,,,,,
4,11,1104,1,2028,220,2,,11,4,,50,,45
4,11,1104,1,2028,221,2,,14,4,,60,1,20
4,11,1104,1,2028,222,2,,12,5,,60,1,0
4,11,1105,2,100,201,2,,16,1,,,,
4,11,1105,2,100,202,2,,18,1,,,,
4,11,1105,2,100,203,2,,21,3,,,,
4,11,1105,2,100,204,2,,24,3,,,,
4,11,1105,2,100,205,1,,,,,,,
4,11,1105,2,100,206,1,,,,,,,
4,11,1105,2,100,207,2,,14,3,,,,
4,11,1105,2,100,208,1,,,,,,,
4,11,1105,2,100,209,2,,11,3,,,,
4,11,1105,2,100,210,1,,,,,,,
4,11,1105,2,100,211,1,,,,,,,
4,11,1105,2,100,212,1,,,,,,,
4,11,1105,2,100,213,1,,,,,,,
4,11,1105,2,100,214,2,,41,4,,200,,46
4,11,1105,2,100,215,1,,,,,,,
4,11,1105,2,100,216,1,,,,,,,
4,11,1105,2,100,217,1,,,,,,,
4,11,1105,2,100,218,1,,,,,,,
4,11,1105,2,100,219,2,,41,4,,200,,46
4,11,1105,2,100,220,1,,,,,,,
4,11,1105,2,100,221,2,,14,3,,,,
4,11,1105,2,100,222,1,,,,,,,
4,11,1106,2,446,201,2,,14,1,,,,
4,11,1106,2,446,202,2,,26,1,,,,
4,11,1106,2,446,203,2,,34,3,,,,
4,11,1106,2,446,204,2,,21,3,,,,
4,11,1106,2,446,205,1,,,,,,,
4,11,1106,2,446,206,1,,,,,,,
4,11,1106,2,446,207,1,,,,,,,
4,11,1106,2,446,208,1,,,,,,,
4,11,1106,2,446,209,1,,,,,,,
4,11,1106,2,446,210,1,,,,,,,
4,11,1106,2,446,211,1,,,,,,,
4,11,1106,2,446,212,1,,,,,,,
4,11,1106,2,446,213,1,,,,,,,
4,11,1106,2,446,214,1,,,,,,,
4,11,1106,2,446,216,1,,,,,,,
4,11,1106,2,446,217,1,,,,,,,
4,11,1106,2,446,218,1,,,,,,,
4,11,1106,2,446,219,2,,26,3,,,,
4,11,1106,2,446,220,2,,19,3,,,,
4,11,1106,2,446,221,2,,22,4,,200,1,
4,11,1106,2,446,222,1,,,,,,,
4,11,1107,2,1034,201,2,,7,1,,,,
4,11,1107,2,1034,202,2,,26,1,,,,
4,11,1107,2,1034,203,2,,30,3,,,,
4,11,1107,2,1034,204,2,,27,3,,,,
4,11,1107,2,1034,205,1,,,,,,,
4,11,1107,2,1034,206,1,,,,,,,
4,11,1107,2,1034,207,2,,22,3,,,,
4,11,1107,2,1034,208,1,,,,,,,
4,11,1107,2,1034,209,2,,19,3,,,,
4,11,1107,2,1034,210,1,,,,,,,
4,11,1107,2,1034,211,1,,,,,,,
4,11,1107,2,1034,212,1,,,,,,,
4,11,1107,2,1034,213,1,,,,,,,
4,11,1107,2,1034,214,2,,36,3,,,,
4,11,1107,2,1034,215,1,,,,,,,
4,11,1107,2,1034,216,1,,,,,,,
4,11,1107,2,1034,217,1,,,,,,,
4,11,1107,2,1034,218,1,,,,,,,
4,11,1107,2,1034,219,2,,20,1,,,,
4,11,1107,2,1034,220,2,,19,1,,,,
4,11,1107,2,1034,221,2,,35,3,,,,
4,11,1107,2,1034,222,1,,,,,,,
4,11,1108,2,492,201,2,,10,1,,,,
4,11,1108,2,492,202,2,,17,1,,,,
4,11,1108,2,492,203,2,,14,1,,,,
4,11,1108,2,492,204,2,,21,3,,,,
4,11,1108,2,492,205,1,,,,,,,
4,11,1108,2,492,206,1,,,,,,,
4,11,1108,2,492,207,2,,19,1,,,,
4,11,1108,2,492,208,2,,25,3,,,,
4,11,1108,2,492,209,2,,9,1,,,,
4,11,1108,2,492,210,1,,,,,,,
4,11,1108,2,492,211,1,,,,,,,
4,11,1108,2,492,212,1,,,,,,,
4,11,1108,2,492,213,1,,,,,,,
4,11,1108,2,492,214,2,,18,3,,,,
4,11,1108,2,492,215,1,,,,,,,
4,11,1108,2,492,216,1,,,,,,,
4,11,1108,2,492,217,1,,,,,,,
4,11,1108,2,492,218,1,,,,,,,
4,11,1108,2,492,219,2,,17,3,,,,
4,11,1108,2,492,220,1,,,,,,,
4,11,1108,2,492,221,2,,12,1,,,,
4,11,1108,2,492,222,1,,,,,,,
4,11,1109,2,672,201,2,,14,1,,,,
4,11,1109,2,672,202,2,,26,1,,,,
4,11,1109,2,672,203,2,,34,3,,,,
4,11,1109,2,672,204,2,,21,3,,,,
4,11,1109,2,672,205,1,,,,,,,
4,11,1109,2,672,206,1,,,,,,,
4,11,1109,2,672,207,1,,,,,,,
4,11,1109,2,672,208,1,,,,,,,
4,11,1109,2,672,209,1,,,,,,,
4,11,1109,2,672,210,1,,,,,,,
4,11,1109,2,672,211,1,,,,,,,
4,11,1109,2,672,212,1,,,,,,,
4,11,1109,2,672,213,1,,,,,,,
4,11,1109,2,672,214,2,,20,3,,,,
4,11,1109,2,672,215,1,,,,,,,
4,11,1109,2,672,216,1,,,,,,,
4,11,1109,2,672,217,1,,,,,,,
4,11,1109,2,672,218,2,,30,4,,300,1,20
4,11,1109,2,672,219,2,,24,3,,,,
4,11,1109,2,672,220,2,,18,3,,,,
4,11,1109,2,672,221,2,,24,4,,240,1,0
4,11,1109,2,672,222,1,,,,,,,
4,11,1110,2,714,201,2,,4,1,,,,
4,11,1110,2,714,202,2,,10,1,,,,
4,11,1110,2,714,203,2,,27,3,,,,
4,11,1110,2,714,204,2,,14,1,,,,
4,11,1110,2,714,205,1,,,,,,,
4,11,1110,2,714,206,1,,,,,,,
4,11,1110,2,714,207,1,,,,,,,
4,11,1110,2,714,208,1,,,,,,,
4,11,1110,2,714,209,1,,,,,,,
4,11,1110,2,714,210,1,,,,,,,
4,11,1110,2,714,211,1,,,,,,,
4,11,1110,2,714,212,1,,,,,,,
4,11,1110,2,714,213,1,,,,,,,
4,11,1110,2,714,214,2,,24,3,,,,
4,11,1110,2,714,215,1,,,,,,,
4,11,1110,2,714,216,2,,10,3,,,,
4,11,1110,2,714,217,2,,10,3,,,,
4,11,1110,2,714,218,2,,10,3,,,,
4,11,1110,2,714,219,2,,10,1,,,,
4,11,1110,2,714,220,2,,10,3,,,,
4,11,1110,2,714,221,2,,12,1,,,,
4,11,1110,2,714,222,2,,10,3,,,,
4,11,1110,2,2752,201,2,,3,1,,,,
4,11,1110,2,2752,202,2,,9,1,,,,
4,11,1110,2,2752,203,2,,20,3,,,,
4,11,1110,2,2752,204,2,,16,3,,,,
4,11,1110,2,2752,205,1,,,,,,,
4,11,1110,2,2752,206,1,,,,,,,
4,11,1110,2,2752,207,2,,14,1,,,,
4,11,1110,2,2752,208,1,,,,,,,
4,11,1110,2,2752,209,1,,,,,,,
4,11,1110,2,2752,210,1,,,,,,,
4,11,1110,2,2752,211,1,,,,,,,
4,11,1110,2,2752,212,1,,,,,,,
4,11,1110,2,2752,213,1,,,,,,,
4,11,1110,2,2752,214,2,,9,3,,,,
4,11,1110,2,2752,215,1,,,,,,,
4,11,1110,2,2752,216,1,,,,,,,
4,11,1110,2,2752,217,1,,,,,,,
4,11,1110,2,2752,218,1,,,,,,,
4,11,1110,2,2752,219,2,,11,1,,,,
4,11,1110,2,2752,220,1,,,,,,,
4,11,1110,2,2752,221,2,,12,1,,,,
4,11,1110,2,2752,222,1,,,,,,,
4,11,1112,2,78,201,2,,6,1,,,,
4,11,1112,2,78,202,2,,10,1,,,,
4,11,1112,2,78,203,2,,24,1,,,,
4,11,1112,2,78,204,2,,7,1,,,,
4,11,1112,2,78,205,1,,,,,,,
4,11,1112,2,78,206,1,,,,,,,
4,11,1112,2,78,207,2,,16,1,,,,
4,11,1112,2,78,208,2,,14,1,,,,
4,11,1112,2,78,209,2,,9,1,,,,
4,11,1112,2,78,210,1,,,,,,,
4,11,1112,2,78,211,1,,,,,,,
4,11,1112,2,78,212,1,,,,,,,
4,11,1112,2,78,213,1,,,,,,,
4,11,1112,2,78,214,2,,17,3,,,,
4,11,1112,2,78,215,1,,,,,,,
4,11,1112,2,78,216,1,,,,,,,
4,11,1112,2,78,217,1,,,,,,,
4,11,1112,2,78,218,1,,,,,,,
4,11,1112,2,78,219,2,,8,1,,,,
4,11,1112,2,78,220,1,,,,,,,
4,11,1112,2,78,221,1,,,,,,,
4,11,1112,2,78,222,1,,,,,,,
4,11,1112,2,1952,201,2,,5,1,,,,
4,11,1112,2,1952,202,2,,5,1,,,,
4,11,1112,2,1952,203,2,,10,1,,,,
4,11,1112,2,1952,204,2,,16,1,,,,
4,11,1112,2,1952,205,1,,,,,,,
4,11,1112,2,1952,206,1,,,,,,,
4,11,1112,2,1952,207,1,,,,,,,
4,11,1112,2,1952,208,1,,,,,,,
4,11,1112,2,1952,209,1,,,,,,,
4,11,1112,2,1952,210,1,,,,,,,
4,11,1112,2,1952,211,1,,,,,,,
4,11,1112,2,1952,213,2,,7,1,,,,
4,11,1112,2,1952,214,1,,,,,,,
4,11,1112,2,1952,215,1,,,,,,,
4,11,1112,2,1952,216,1,8,,,,,,
4,11,1112,2,1952,217,1,,,,,,,
4,11,1112,2,1952,218,1,8,,,,,,
4,11,1112,2,1952,219,1,2,,,,,,
4,11,1112,2,1952,220,1,,,,,,,
4,11,1112,2,1952,221,2,,6,1,,,,
4,11,1112,2,1952,222,1,,,,,,,
4,11,1113,2,954,201,2,,2,1,,,,
4,11,1113,2,954,202,2,,12,1,,,,
4,11,1113,2,954,203,2,,26,1,,,,
4,11,1113,2,954,204,2,,30,3,,,,
4,11,1113,2,954,205,2,,40,3,,,,
4,11,1113,2,954,206,2,,24,3,,,,
4,11,1113,2,954,207,2,,16,1,,,,
4,11,1113,2,954,208,1,1,,,,,,
4,11,1113,2,954,209,2,,14,1,,,,
4,11,1113,2,954,210,1,,,,,,,
4,11,1113,2,954,211,1,,,,,,,
4,11,1113,2,954,212,1,,,,,,,
4,11,1113,2,954,213,1,,,,,,,
4,11,1113,2,954,214,2,,18,1,,,,
4,11,1113,2,954,215,1,,,,,,,
4,11,1113,2,954,216,1,,,,,,,
4,11,1113,2,954,217,1,,,,,,,
4,11,1113,2,954,218,2,,16,3,,,,
4,11,1113,2,954,219,2,,16,3,,,,
4,11,1113,2,954,220,1,,,,,,,
4,11,1113,2,954,221,2,,14,3,,,,
4,11,1113,2,954,222,2,,13,3,,,,
5,12,1202,1,2146,201,1,,2,1,,,,30
5,12,1202,1,2146,202,2,,2,1,,,,
5,12,1202,1,2146,203,2,,2,1,,,,
5,12,1202,1,2146,204,2,,2,4,,50,,30
5,12,1202,1,2146,205,2,,2,4,,50,,30
5,12,1202,1,2146,206,2,,2,4,,50,,30
5,12,1202,1,2146,207,1,,1,1,,,,
5,12,1202,1,2146,208,2,,2,4,,50,,
5,12,1202,1,2146,209,2,,2,4,,50,,30
5,12,1202,1,2146,210,2,,2,4,,50,,30
5,12,1202,1,2146,211,2,,2,4,,50,,30
5,12,1202,1,2146,212,2,,2,4,,50,,30
5,12,1202,1,2146,213,2,,2,4,,50,,30
5,12,1202,1,2146,214,2,,2,4,,50,,30
5,12,1202,1,2146,215,2,,2,4,,50,,30
5,12,1202,1,2710,201,1,,,1,,,,
5,12,1202,1,2710,202,2,,2,1,,,,
5,12,1202,1,2710,203,2,,2,1,,,,
5,12,1202,1,2710,204,2,,5,4,,30,0,20
5,12,1202,1,2710,205,2,,6,4,,30,0,20
5,12,1202,1,2710,206,2,,3,4,,30,0,20
5,12,1202,1,2710,207,2,,3,4,,30,0,2
5,12,1202,1,2710,208,2,,6,4,,30,0,20
5,12,1202,1,2710,209,2,,6,4,,30,0,20
5,12,1202,1,2710,210,2,,6,4,,30,0,20
5,12,1202,1,2710,211,2,,3,1,,,,
5,12,1202,1,2710,212,2,,10,4,,30,0,25
5,12,1202,1,2710,213,2,,6,4,,30,0,20
5,12,1202,1,2710,214,1,,1,,,,,
5,12,1202,1,2710,215,2,,6,4,,30,0,25
5,12,1202,1,2710,216,2,,1,4,,30,0,20
5,12,1202,1,2710,217,2,,1,4,,30,0,15
5,12,1202,1,2710,218,2,,2,4,,30,0,10
5,12,1202,1,2710,219,2,,1,1,,,,
5,12,1202,1,2710,220,2,,5,4,,30,0,15
5,12,1202,1,2710,221,2,,6,4,,30,0,10
5,12,1202,1,2710,222,2,,6,4,,30,0,10
5,12,1204,2,736,201,1,3,,,,,,
5,12,1204,2,736,202,1,8,,,,,,
5,12,1204,2,736,203,1,8,,,,,,
5,12,1204,2,736,204,1,8,,,,,,
5,12,1204,2,736,205,2,,10,4,,100,0,20
5,12,1204,2,736,206,1,8,,,,,,
5,12,1204,2,736,207,2,,10,4,,150,0,20
5,12,1204,2,736,208,2,,10,4,,150,0,20
5,12,1204,2,736,209,2,,20,4,,200,0,30
5,12,1204,2,736,210,2,,20,4,,200,0,25
5,12,1204,2,736,211,2,,20,4,,200,0,25
5,12,1204,2,736,212,1,8,,,,,,
5,12,1204,2,736,213,1,8,,,,,,
5,12,1204,2,736,214,1,8,,,,,,
5,12,1204,2,736,215,2,,1,1,,,,
5,12,1204,2,736,216,2,,25,4,,150,0,45
5,12,1204,2,736,217,2,,25,4,,150,0,45
5,12,1204,2,736,218,1,3,,,,,,
5,12,1204,2,736,219,1,1,,,,,,
5,12,1204,2,736,220,2,,20,4,,150,0,45
5,12,1204,2,736,221,1,3,,,,,,
5,12,1204,2,736,222,2,,3,1,,,,
5,12,1208,2,526,201,1,,0.100000001490116,1,,,,
5,12,1208,2,526,202,1,,0.100000001490116,1,,,,
5,12,1208,2,526,203,2,,3,1,,,,
5,12,1208,2,526,204,2,,3,4,,50,0,15
5,12,1208,2,526,205,2,,20,4,,250,0,45
5,12,1208,2,526,206,2,,8,4,,250,0,30
5,12,1208,2,526,207,2,,8,4,,250,0,30
5,12,1208,2,526,208,2,,20,4,,250,0,45
5,12,1208,2,526,209,2,,20,4,,250,0,45
5,12,1208,2,526,210,2,,20,4,,250,0,45
5,12,1208,2,526,211,2,,20,4,,250,0,45
5,12,1208,2,526,212,2,,15,4,,150,0,30
5,12,1208,2,526,213,2,,15,4,,150,0,30
5,12,1208,2,526,214,2,,10,4,,100,0,20
5,12,1208,2,526,215,2,,20,4,,150,0,30
5,12,1208,2,526,216,2,,7,4,,100,0,30
5,12,1208,2,526,217,2,,7,4,,100,0,30
5,12,1208,2,526,218,2,,8,4,,100,0,30
5,12,1208,2,526,219,1,8,1,1,,,,
5,12,1208,2,526,220,1,8,,,,,,
5,12,1208,2,526,221,1,8,,,,,,
5,12,1208,2,526,222,2,,145,5,,1200,2,30
5,12,1210,2,462,201,1,,,,,,,
5,12,1210,2,462,202,1,,,,,,,
5,12,1210,2,462,203,1,,,,,,,
5,12,1210,2,462,204,1,8,,,,,,
5,12,1210,2,462,205,2,,10,4,,200,0,20
5,12,1210,2,462,206,2,,10,4,,200,0,20
5,12,1210,2,462,207,2,,10,4,,200,0,20
5,12,1210,2,462,208,2,,10,4,,200,0,20
5,12,1210,2,462,209,1,8,,,,,,
5,12,1210,2,462,210,2,,10,4,,200,0,20
5,12,1210,2,462,211,2,,10,4,,200,0,20
5,12,1210,2,462,212,2,,10,4,,200,0,20
5,12,1210,2,462,213,2,,10,4,,200,0,20
5,12,1210,2,462,214,2,,10,4,,200,0,20
5,12,1210,2,462,215,2,,10,4,,200,0,0
5,12,1210,2,462,216,2,,10,4,,200,1,0
5,12,1210,2,462,217,2,,10,4,,200,1,0
5,12,1210,2,462,218,2,,10,4,,200,1,0
5,12,1210,2,462,219,1,8,,,,,,
5,12,1210,2,462,220,2,,20,4,,250,1,0
5,12,1210,2,462,221,2,,10,4,,200,1,0
5,12,1210,2,462,222,2,,10,4,,250,1,15
5,12,1211,1,2220,201,1,8,,,,,,
5,12,1211,1,2220,202,1,8,,,,,,
5,12,1211,1,2220,203,1,8,,,,,,
5,12,1211,1,2220,204,1,8,,,,,,
5,12,1211,1,2220,205,1,,0.400000005960464,4,,50,0,25
5,12,1211,1,2220,206,2,,0.400000005960464,4,,50,0,20
5,12,1211,1,2220,207,1,8,0.200000002980232,4,,50,0,20
5,12,1211,1,2220,208,2,,0.400000005960464,4,,50,0,20
5,12,1211,1,2220,209,2,,0.5,4,,50,0,25
5,12,1211,1,2220,210,2,,0.400000005960464,4,,50,0,25
5,12,1211,1,2220,211,2,,0.200000002980232,1,,,,
5,12,1211,1,2220,212,2,,0.300000011920929,4,,50,0,25
5,12,1211,1,2220,213,2,,0.5,4,,50,0,0
5,12,1211,1,2220,214,1,8,,,,,,
5,12,1211,1,2220,215,2,,0.300000011920929,4,,50,0,25
5,12,1211,1,2220,216,2,,20,4,,50,0,20
5,12,1211,1,2220,217,2,,15,4,,50,0,15
5,12,1211,1,2220,218,2,,6,1,,,,
5,12,1211,1,2220,219,2,,5,1,,,,
5,12,1211,1,2220,220,2,,20,4,,50,0,20
5,12,1211,1,2220,221,2,,10,1,,,,
5,12,1211,1,2220,222,2,,20,4,,50,0,20
5,12,1211,1,2856,201,1,,0.200000002980232,1,,,0,20
5,12,1211,1,2856,202,2,,3,1,,,,20
5,12,1211,1,2856,203,2,,3,1,,,,20
5,12,1211,1,2856,204,2,,5,4,,100,,45
5,12,1211,1,2856,205,2,,10,4,,100,,45
5,12,1211,1,2856,206,2,,8,4,,100,,45
5,12,1211,1,2856,207,2,,8,4,,100,,45
5,12,1211,1,2856,208,2,,15,4,,100,,50
5,12,1211,1,2856,209,2,,15,4,,100,,50
5,12,1211,1,2856,210,2,,15,4,,100,,50
5,12,1211,1,2856,211,2,,10,4,,100,,30
5,12,1211,1,2856,212,2,,10,4,,100,,30
5,12,1211,1,2856,213,2,,15,4,,100,,30
5,12,1211,1,2856,214,2,,10,4,,100,,30
5,12,1211,1,2856,215,2,,10,4,,100,,30
5,12,1211,1,2856,216,2,,20,5,,150,,45
5,12,1211,1,2856,217,2,,20,5,,100,,45
5,12,1211,1,2856,218,2,,20,5,,100,,45
5,12,1211,1,2856,219,2,,10,1,,,,
5,12,1211,1,2856,220,2,,20,5,,100,,45
5,12,1211,1,2856,221,2,,20,5,,100,,45
5,12,1211,1,2856,222,2,,20,5,,100,,45
5,12,1212,1,1392,201,1,,,1,,,,
5,12,1212,1,1392,202,1,,,1,,,,
5,12,1212,1,1392,203,1,,,1,,,,
5,12,1212,1,1392,204,2,,10,4,,50,0,20
5,12,1212,1,1392,205,2,,10,4,,50,0,20
5,12,1212,1,1392,206,2,,5,1,,,,
5,12,1212,1,1392,207,2,,2,4,,30,0,10
5,12,1212,1,1392,208,2,,10,4,,50,0,2
5,12,1212,1,1392,209,2,,10,4,,50,0,20
5,12,1212,1,1392,210,2,,10,4,,50,0,20
5,12,1212,1,1392,211,2,,2,1,,,,
5,12,1212,1,1392,212,2,,10,4,,50,0,20
5,12,1212,1,1392,213,2,,10,4,,50,0,20
5,12,1212,1,1392,214,1,,10,1,,0,0,10
5,12,1212,1,1392,215,2,,5,4,,50,0,20
5,12,1212,1,1392,216,2,,2,4,,30,0,20
5,12,1212,1,1392,217,2,,10,4,,30,0,20
5,12,1212,1,1392,218,2,,10,4,,30,0,20
5,12,1212,1,1392,219,2,,10,4,,30,0,20
5,12,1212,1,1392,220,2,,10,4,,30,0,25
5,12,1212,1,1392,221,2,,,4,,30,0,20
5,12,1212,1,1392,222,2,,15,4,,30,0,25
5,12,1214,2,452,201,2,,4,1,,,,
5,12,1214,2,452,202,1,4,,,,,,
5,12,1214,2,452,203,2,,4,1,,,,
5,12,1214,2,452,204,2,,4,1,,,,
5,12,1214,2,452,205,2,,20,5,,200,1,0
5,12,1214,2,452,206,2,,15,5,,200,1,0
5,12,1214,2,452,207,2,,15,5,,200,1,0
5,12,1214,2,452,208,2,,15,5,,200,1,0
5,12,1214,2,452,209,2,,15,5,,200,1,0
5,12,1214,2,452,210,2,,15,5,,200,1,0
5,12,1214,2,452,211,2,,15,5,,200,1,0
5,12,1214,2,452,212,2,,10,5,,200,1,0
5,12,1214,2,452,213,2,,15,5,,200,1,0
5,12,1214,2,452,214,2,,15,5,,200,1,0
5,12,1214,2,452,215,2,,20,5,,200,1,0
5,12,1214,2,452,216,2,,25,5,,200,1,0
5,12,1214,2,452,217,2,,20,5,,200,1,0
5,12,1214,2,452,218,2,,20,5,,200,1,0
5,12,1214,2,452,219,2,,5,1,,,,
5,12,1214,2,452,220,2,,25,5,,200,1,0
5,12,1214,2,452,221,2,,4,1,,,,
5,12,1214,2,452,222,2,,25,5,,200,1,0
5,12,1216,2,618,201,2,,4,1,,,,
5,12,1216,2,618,202,2,,4,1,,,,
5,12,1216,2,618,203,2,,4,1,,,,
5,12,1216,2,618,204,2,,5,4,,50,0,30
5,12,1216,2,618,205,2,,12,4,,60,0,45
5,12,1216,2,618,206,2,,12,4,,100,0,45
5,12,1216,2,618,207,2,,12,4,,100,0,45
5,12,1216,2,618,208,2,,12,4,,100,0,45
5,12,1216,2,618,209,2,,12,4,,100,0,45
5,12,1216,2,618,210,2,,12,4,,100,0,45
5,12,1216,2,618,211,2,,12,4,,100,0,45
5,12,1216,2,618,212,2,,15,4,,100,0,45
5,12,1216,2,618,213,2,,12,4,,100,0,45
5,12,1216,2,618,214,2,,4,4,,100,0,45
5,12,1216,2,618,215,2,,15,4,,100,0,45
5,12,1216,2,618,216,2,,15,1,,,,
5,12,1216,2,618,217,2,,15,4,,150,0,40
5,12,1216,2,618,218,2,,15,4,,150,0,40
5,12,1216,2,618,219,2,,5,1,,,,
5,12,1216,2,618,220,1,1,,,,,,
5,12,1216,2,618,221,2,,15,4,,150,0,40
5,12,1216,2,618,222,2,,20,4,,200,0,45
6,13,1301,1,1206,201,1,,0.300000011920929,1,,,,
6,13,1301,1,1206,202,1,,0.300000011920929,1,,,,
6,13,1301,1,1206,203,1,,0.300000011920929,1,,,,
6,13,1301,1,1206,204,1,,0.800000011920929,1,,,,
6,13,1301,1,1206,205,1,,0.699999988079071,1,,,,
6,13,1301,1,1206,206,1,,0.400000005960464,1,,,,
6,13,1301,1,1206,207,1,,0.400000005960464,1,,,,
6,13,1301,1,1206,208,1,,0.5,1,,,,
6,13,1301,1,1206,209,1,,0.5,1,,,,
6,13,1301,1,1206,210,2,,4,6,,60,,15
6,13,1301,1,1206,211,1,,4,6,,60,,15
6,13,1301,1,1206,212,1,,0.5,1,,,,
6,13,1301,1,1206,213,2,,3,6,,40,,10
6,13,1301,1,1206,214,1,,0.400000005960464,1,,,,
6,13,1301,1,1206,215,1,,0.600000023841858,1,,,,
6,13,1301,1,1206,216,2,,2,6,,30,,5
6,13,1301,1,1206,217,2,,1.5,6,,30,,4
6,13,1301,1,1206,218,2,,2,6,,30,,5
6,13,1301,1,1206,219,1,,0.800000011920929,1,,,,
6,13,1301,1,1206,220,1,,,1,,,,
6,13,1301,1,1206,221,2,,3,6,,40,,10
6,13,1301,1,1206,222,2,,3.5,6,,40,,10
6,13,1303,1,626,201,1,,0.5,1,,,,
6,13,1303,1,626,202,1,,0.5,1,,,,
6,13,1303,1,626,203,1,,0.5,1,,,,
6,13,1303,1,626,204,1,,0.800000011920929,1,,,,
6,13,1303,1,626,205,2,,2,4,,30,,8
6,13,1303,1,626,206,1,,0.800000011920929,1,,,,
6,13,1303,1,626,207,1,,0.699999988079071,1,,,,
6,13,1303,1,626,208,1,,0.5,1,,,,
6,13,1303,1,626,209,1,,0.800000011920929,1,,,,
6,13,1303,1,626,210,2,,2,4,,30,,8
6,13,1303,1,626,211,1,8,,,,,,
6,13,1303,1,626,212,2,,2.5,4,,30,,10
6,13,1303,1,626,213,2,,2.5,4,,30,,10
6,13,1303,1,626,214,1,,0.600000023841858,1,,,,
6,13,1303,1,626,215,2,,2.5,4,,30,,10
6,13,1303,1,626,216,2,,2,4,,30,,8
6,13,1303,1,626,217,2,,2.5,4,,30,,8
6,13,1303,1,626,218,2,,2.5,4,,30,,8
6,13,1303,1,626,219,2,,1,1,,,,
6,13,1303,1,626,220,1,,0.200000002980232,1,,,,
6,13,1303,1,626,221,2,,1,1,,,,
6,13,1303,1,626,222,2,,35,5,,200,,40
6,13,1305,2,10,201,1,,0.400000005960464,1,,,,
6,13,1305,2,10,202,1,,0.400000005960464,1,,,,
6,13,1305,2,10,203,1,,1.20000004768372,1,,,,
6,13,1305,2,10,204,1,,0.800000011920929,1,,,,
6,13,1305,2,10,205,2,,28,5,,200,,35
6,13,1305,2,10,206,2,,28,5,,200,,35
6,13,1305,2,10,207,1,,1,4,,30,,4
6,13,1305,2,10,208,2,,28,5,,,,35
6,13,1305,2,10,209,1,,0.800000011920929,1,,,,
6,13,1305,2,10,210,2,,28,5,,200,,35
6,13,1305,2,10,211,1,,0.600000023841858,1,,,,
6,13,1305,2,10,212,1,,0.5,1,,,,
6,13,1305,2,10,213,2,,28,5,,200,,35
6,13,1305,2,10,214,1,,0.5,1,,,,
6,13,1305,2,10,215,2,,28,5,,200,,35
6,13,1305,2,10,216,1,,0.800000011920929,1,,,,
6,13,1305,2,10,217,2,,28,5,,,,35
6,13,1305,2,10,218,1,,0.699999988079071,1,,,,
6,13,1305,2,10,219,1,,0.600000023841858,1,,,,
6,13,1305,2,10,220,1,,0.5,1,,,,
6,13,1305,2,10,221,1,,0.800000011920929,1,,,,
6,13,1305,2,10,222,2,,28,5,,,,35
6,13,1305,1,1232,201,1,,0.200000002980232,1,,,,
6,13,1305,1,1232,202,1,,0.200000002980232,1,,,,
6,13,1305,1,1232,203,1,,0.200000002980232,1,,,,
6,13,1305,1,1232,204,1,,0.800000011920929,1,,,,
6,13,1305,1,1232,205,2,,16,5,,150,,20
6,13,1305,1,1232,206,2,,16,5,,150,,20
