"zone","state","lga","sector","ea","item_cd","itemspecify","sc7q1","sc7q2a","sc7q2b","sc7q3","sc7q4a","sc7q4b","sc7q4c","sc7q4d","sc7q4e","sc7q4f","sc7q5","sc7q6a","sc7q6b","sc7q6c","sc7q6d","sc7q6e","sc7q6f","sc7q7","sc7q8a","sc7q8b","sc7q8c","sc7q8d","sc7q8e","sc7q8f"
5,9,917,1,1254,701,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,702,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,703,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,704,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,705,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,706,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,707,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,708,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,709,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,710,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,711,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,712,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,713,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,714,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,917,1,1254,715,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,701,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,702,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,703,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,704,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,705,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,706,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,707,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,708,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,709,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,710,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,711,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,712,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,713,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,714,,2,,,,,,,,,,,,,,,,,,,,,,,
5,9,918,2,834,715,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,701,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,702,,1,10,,2,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,703,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,704,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,705,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,706,,1,10,,2,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,707,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,708,,1,10,,2,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,709,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,710,,1,10,,2,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,711,,1,10,,2,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,712,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,713,,1,1,,2,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,714,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1001,2,172,715,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,701,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,702,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,703,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,704,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,705,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,706,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,707,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,708,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,709,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,710,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,711,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,712,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,713,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,714,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1005,2,1374,715,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,701,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,702,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,703,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,704,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,705,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,706,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,707,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,708,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,709,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,710,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,711,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,712,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,713,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,714,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1007,1,1166,715,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,701,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,702,,1,3,,1,2,,,,,,1,1,2,2,2,2,,1,2,2,1,2,2,2
5,10,1008,2,1314,703,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,704,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,705,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,706,,1,4,,1,3,,,,,,1,1,2,2,2,2,,1,1,2,2,2,2,2
5,10,1008,2,1314,707,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,708,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,709,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,710,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,711,,1,3,,1,2,,,,,,1,1,2,2,2,2,,1,1,2,2,2,2,2
5,10,1008,2,1314,712,,1,3,,1,2,,,,,,1,1,2,2,2,2,,1,1,2,2,2,2,2
5,10,1008,2,1314,713,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1314,714,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1718,701,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1718,702,,1,11,"YOUTH II",1,10,,,,,,1,1,2,2,2,2,,2,1,2,2,2,2,2
5,10,1008,2,1718,703,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1718,704,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1718,705,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1718,706,,1,4,,1,3,,,,,,1,1,2,2,1,2,,1,1,2,2,,,
5,10,1008,2,1718,707,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1718,708,,1,4,,1,3,,,,,,1,2,,,,,,,,,,,,
5,10,1008,2,1718,709,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1718,710,,1,5,,1,4,,,,,,1,1,2,2,2,2,,2,2,2,2,2,2,2
5,10,1008,2,1718,711,,1,11,"YOUTH",1,10,,,,,,1,1,2,2,2,2,,2,1,2,1,2,2,1
5,10,1008,2,1718,712,,1,11,"YOUTH",1,10,,,,,,1,1,2,2,2,2,,2,1,2,1,2,2,1
5,10,1008,2,1718,713,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1008,2,1718,714,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1010,2,20,701,"ROAD CONSTRUCTION",1,2,,2,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,701,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,702,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,703,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,704,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,705,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,706,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,707,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,708,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,709,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,710,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,711,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,712,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,713,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,714,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1012,2,936,715,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1014,2,80,701,,1,3,,1,1,2,,,,,1,1,1,1,1,2,,2,1,2,1,1,2,1
5,10,1014,2,80,702,,1,3,,1,1,2,,,,,1,1,1,1,1,2,,2,1,2,1,1,2,1
5,10,1014,2,80,703,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1014,2,80,704,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1014,2,80,705,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1014,2,80,706,,1,4,,1,2,3,,,,,1,1,1,1,1,2,,2,1,2,1,1,2,1
5,10,1014,2,80,707,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1014,2,80,708,,1,4,,1,2,3,,,,,1,1,1,1,1,2,,2,1,2,1,1,2,1
5,10,1014,2,80,709,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1014,2,80,710,,1,5,,1,2,4,,,,,1,1,1,1,1,2,,2,1,2,1,1,2,1
5,10,1014,2,80,711,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1014,2,80,712,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1014,2,80,713,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1014,2,80,714,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1014,2,80,715,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,1018,1,634,701,,1,3,,1,2,8,,,,,1,2,1,1,2,2,,2,2,2,2,2,2,2
5,10,1018,1,634,702,,1,3,,1,2,8,,,,,1,2,1,1,2,2,,2,2,2,2,2,2,2
5,10,1018,2,898,701,,1,11,"YOUTH",1,1,10,8,,,"YOUTH",1,,,1,,,,2,2,1,1,2,2,1
5,10,1018,2,898,702,,1,11,"YOUTH",1,1,10,8,,,"YOUTH",1,,,1,,,,2,2,1,1,2,2,1
5,10,1018,2,898,703,,1,1,,1,8,10,,,,"YOUTH",1,,,,1,,,2,2,1,1,2,2,1
5,10,1018,2,898,707,,1,3,,1,1,10,,,,"YOUTH",1,,,,1,,,2,2,1,1,2,2,1
5,10,1018,2,898,709,,1,1,,1,1,10,,,,"YOUTH",1,,,,,,,2,2,1,1,2,2,1
5,10,1020,1,38,705,,1,3,,1,2,3,,,,,2,,,,,,,,,,,,,
5,10,1020,1,38,707,,1,3,,1,2,3,,,,,2,,,,,,,,,,,,,
5,10,1020,1,38,709,,1,3,,1,2,4,,,,,2,,,,,,,,,,,,,
5,10,1021,2,120,701,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1021,2,120,702,,1,3,,1,2,,,,,,1,1,2,2,2,2,,1,1,1,2,2,2,
5,10,1025,2,1774,701,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,702,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,703,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,704,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,705,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,706,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,707,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,708,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,709,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,710,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,711,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,712,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,713,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,714,,2,,,,,,,,,,,,,,,,,,,,,,,
5,10,1025,2,1774,715,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1101,2,154,701,,1,2,,1,9,2,8,1,5,,2,,,,,,,,,,,,,
4,11,1101,2,154,702,,1,10,,1,8,9,5,2,1,,2,,,,,,,,,,,,,
4,11,1101,2,154,703,,1,10,,1,5,1,2,8,9,,2,,,,,,,,,,,,,
4,11,1101,2,154,704,,1,9,,1,6,5,2,9,8,,2,,,,,,,,,,,,,
4,11,1101,2,154,705,,1,9,,1,5,3,8,9,2,,2,,,,,,,,,,,,,
4,11,1101,2,154,706,,1,9,,1,4,9,8,5,3,,2,,,,,,,,,,,,,
4,11,1101,2,154,707,,1,10,,1,2,1,8,9,3,,2,,,,,,,,,,,,,
4,11,1101,2,154,708,,1,10,,1,9,8,6,2,3,,2,,,,,,,,,,,,,
4,11,1101,2,154,709,,1,5,,1,3,2,4,8,9,,2,,,,,,,,,,,,,
4,11,1101,2,154,710,,1,5,,1,2,1,4,9,8,,2,,,,,,,,,,,,,
4,11,1101,2,154,711,,1,9,,1,8,2,9,6,5,,2,,,,,,,,,,,,,
4,11,1101,2,154,712,,1,9,,1,2,1,5,9,8,,2,,,,,,,,,,,,,
4,11,1101,2,154,713,,1,2,,1,6,1,2,8,9,,2,,,,,,,,,,,,,
4,11,1101,2,154,714,,1,6,,1,5,8,6,9,2,,2,,,,,,,,,,,,,
4,11,1101,2,154,715,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1102,2,936,701,,1,2,,1,5,9,8,1,2,,2,,,,,,,,,,,,,
4,11,1102,2,936,702,,1,9,,1,9,8,1,2,5,,2,,,,,,,,,,,,,
4,11,1102,2,936,703,,1,10,,1,2,1,9,8,5,,2,,,,,,,,,,,,,
4,11,1102,2,936,704,,1,9,,1,2,6,8,9,5,,2,,,,,,,,,,,,,
4,11,1102,2,936,705,,1,10,,1,3,5,9,8,2,,2,,,,,,,,,,,,,
4,11,1102,2,936,706,,1,10,,1,4,8,9,3,5,,2,,,,,,,,,,,,,
4,11,1102,2,936,707,,1,10,,1,2,1,8,9,3,,2,,,,,,,,,,,,,
4,11,1102,2,936,708,,1,10,,1,9,8,2,5,6,,2,,,,,,,,,,,,,
4,11,1102,2,936,709,,1,5,,1,2,3,8,4,5,,2,,,,,,,,,,,,,
4,11,1102,2,936,710,,1,5,,1,4,1,2,9,8,,2,,,,,,,,,,,,,
4,11,1102,2,936,711,,1,9,,1,2,8,9,6,5,,2,,,,,,,,,,,,,
4,11,1102,2,936,712,,1,10,,1,1,5,9,8,2,,2,,,,,,,,,,,,,
4,11,1102,2,936,713,,1,10,,1,9,6,8,2,1,,2,,,,,,,,,,,,,
4,11,1102,2,936,714,,1,10,,1,8,6,2,9,1,,2,,,,,,,,,,,,,
4,11,1102,2,936,715,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,2,434,701,,1,9,,1,2,8,9,5,6,,2,,,,,,,,,,,,,
4,11,1104,2,434,702,,1,9,,1,9,8,2,6,3,,2,,,,,,,,,,,,,
4,11,1104,2,434,703,,1,10,,1,8,9,2,1,3,,2,,,,,,,,,,,,,
4,11,1104,2,434,704,,1,10,,1,9,8,1,2,5,,2,,,,,,,,,,,,,
4,11,1104,2,434,705,,1,3,,1,3,4,9,8,2,,2,,,,,,,,,,,,,
4,11,1104,2,434,706,,1,4,,1,2,1,8,9,6,,2,,,,,,,,,,,,,
4,11,1104,2,434,707,,1,10,,1,1,9,8,5,3,,2,,,,,,,,,,,,,
4,11,1104,2,434,708,,1,9,,1,4,5,8,9,2,,2,,,,,,,,,,,,,
4,11,1104,2,434,709,,1,5,,1,4,1,9,8,2,,2,,,,,,,,,,,,,
4,11,1104,2,434,710,,1,10,,1,4,9,8,2,6,,2,,,,,,,,,,,,,
4,11,1104,2,434,711,,1,3,,1,5,6,9,8,2,,2,,,,,,,,,,,,,
4,11,1104,2,434,712,,1,9,,1,1,9,8,2,5,,2,,,,,,,,,,,,,
4,11,1104,2,434,713,,1,3,,1,1,8,9,2,6,,2,,,,,,,,,,,,,
4,11,1104,2,434,714,,1,6,,1,6,5,9,8,2,,2,,,,,,,,,,,,,
4,11,1104,2,434,715,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1104,1,2028,701,,1,3,,1,1,2,8,9,5,,2,,,,,,,,,,,,,
4,11,1104,1,2028,702,,1,3,,1,2,4,1,6,5,,2,,,,,,,,,,,,,
4,11,1104,1,2028,703,,1,10,,1,1,2,9,8,6,,2,,,,,,,,,,,,,
4,11,1104,1,2028,704,,1,10,,1,2,4,5,8,9,,2,,,,,,,,,,,,,
4,11,1104,1,2028,705,,1,3,,1,3,2,4,8,9,,2,,,,,,,,,,,,,
4,11,1104,1,2028,706,,1,10,,1,3,2,4,8,9,,2,,,,,,,,,,,,,
4,11,1104,1,2028,707,,1,10,,1,1,2,8,9,5,,2,,,,,,,,,,,,,
4,11,1104,1,2028,708,,1,10,,1,3,2,1,9,8,,2,,,,,,,,,,,,,
4,11,1104,1,2028,709,,1,10,,1,4,3,2,6,8,,2,,,,,,,,,,,,,
4,11,1104,1,2028,710,,1,10,,1,4,2,3,8,9,,2,,,,,,,,,,,,,
4,11,1104,1,2028,711,,1,10,,1,2,4,8,9,5,,2,,,,,,,,,,,,,
4,11,1104,1,2028,712,,1,10,,1,2,4,8,9,5,,2,,,,,,,,,,,,,
4,11,1104,1,2028,713,,1,10,,1,2,5,6,8,9,,2,,,,,,,,,,,,,
4,11,1104,1,2028,714,,1,10,,1,5,6,2,3,8,,2,,,,,,,,,,,,,
4,11,1104,1,2028,715,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,100,701,,1,9,,2,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,100,702,,1,3,,1,5,8,9,2,1,,2,,,,,,,,,,,,,
4,11,1105,2,100,703,,1,10,,2,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,100,704,,1,3,,1,8,5,2,1,9,,2,,,,,,,,,,,,,
4,11,1105,2,100,705,,1,10,,2,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,100,706,,1,9,,1,2,9,8,5,1,,2,,,,,,,,,,,,,
4,11,1105,2,100,707,,1,4,,2,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,100,708,,1,10,,2,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,100,709,,1,5,,1,9,5,2,1,8,,2,,,,,,,,,,,,,
4,11,1105,2,100,710,,1,5,,1,8,5,1,2,9,,2,,,,,,,,,,,,,
4,11,1105,2,100,711,,1,10,,2,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,100,712,,1,9,,2,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,100,713,,1,10,,2,,,,,,,,,,,,,,,,,,,,
4,11,1105,2,100,714,,1,6,,1,10,9,5,2,8,,2,,,,,,,,,,,,,
4,11,1105,2,100,715,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1106,2,446,701,,1,2,,1,2,1,8,5,9,,2,,,,,,,,,,,,,
4,11,1106,2,446,702,,1,10,,1,9,8,2,1,5,,2,,,,,,,,,,,,,
4,11,1106,2,446,703,,1,9,,1,2,1,8,9,5,,2,,,,,,,,,,,,,
4,11,1106,2,446,704,,1,10,,1,2,9,8,6,5,,2,,,,,,,,,,,,,
4,11,1106,2,446,705,,1,10,,1,5,3,8,9,2,,2,,,,,,,,,,,,,
4,11,1106,2,446,706,,1,10,,1,9,4,8,5,3,,2,,,,,,,,,,,,,
4,11,1106,2,446,707,,1,9,,1,2,1,8,9,2,,2,,,,,,,,,,,,,
4,11,1106,2,446,708,,1,9,,1,8,9,6,2,5,,2,,,,,,,,,,,,,
4,11,1106,2,446,709,,1,5,,1,3,2,4,8,5,,2,,,,,,,,,,,,,
4,11,1106,2,446,710,,1,5,,1,2,1,4,9,8,,2,,,,,,,,,,,,,
4,11,1106,2,446,711,,1,9,,1,8,2,9,6,5,,2,,,,,,,,,,,,,
4,11,1106,2,446,712,,1,9,,1,2,1,5,9,8,,2,,,,,,,,,,,,,
4,11,1106,2,446,713,,1,2,,1,2,8,9,6,1,,2,,,,,,,,,,,,,
4,11,1106,2,446,714,,1,6,,1,9,2,8,6,1,,2,,,,,,,,,,,,,
4,11,1106,2,446,715,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1107,2,1034,701,,1,2,,1,9,2,5,8,1,,2,,,,,,,,,,,,,
4,11,1107,2,1034,702,,1,9,,1,1,9,8,5,2,,2,,,,,,,,,,,,,
4,11,1107,2,1034,703,,1,10,,1,9,8,2,5,1,,2,,,,,,,,,,,,,
4,11,1107,2,1034,704,,1,10,,1,8,9,6,5,2,,2,,,,,,,,,,,,,
4,11,1107,2,1034,705,,1,9,,1,5,3,9,8,2,,2,,,,,,,,,,,,,
4,11,1107,2,1034,706,,1,9,,1,3,4,8,5,9,,2,,,,,,,,,,,,,
4,11,1107,2,1034,707,,1,10,,1,3,2,1,8,9,,2,,,,,,,,,,,,,
4,11,1107,2,1034,708,,1,10,,1,9,8,6,3,2,,2,,,,,,,,,,,,,
4,11,1107,2,1034,709,,1,5,,1,4,3,9,8,2,,2,,,,,,,,,,,,,
4,11,1107,2,1034,710,,1,5,,1,8,9,2,4,1,,2,,,,,,,,,,,,,
4,11,1107,2,1034,711,,1,9,,1,5,6,2,9,8,,2,,,,,,,,,,,,,
4,11,1107,2,1034,712,,1,9,,1,2,1,9,8,5,,2,,,,,,,,,,,,,
4,11,1107,2,1034,713,,1,2,,1,6,9,8,2,1,,2,,,,,,,,,,,,,
4,11,1107,2,1034,714,,1,6,,1,2,5,6,8,9,,2,,,,,,,,,,,,,
4,11,1107,2,1034,715,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,701,,1,9,,2,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,702,,1,3,,1,2,1,5,8,9,,2,,,,,,,,,,,,,
4,11,1108,2,492,703,,1,10,,2,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,704,,1,3,,1,10,9,8,5,2,,2,,,,,,,,,,,,,
4,11,1108,2,492,705,,1,9,,2,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,706,,1,4,,1,8,5,2,10,9,,2,,,,,,,,,,,,,
4,11,1108,2,492,707,,1,9,,2,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,708,,1,10,,2,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,709,,1,5,,1,4,2,10,9,4,,2,,,,,,,,,,,,,
4,11,1108,2,492,710,,1,5,,1,8,4,9,10,2,,2,,,,,,,,,,,,,
4,11,1108,2,492,711,,1,10,,2,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,712,,1,9,,2,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,713,,1,10,,2,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,714,,1,6,,1,5,6,10,9,8,,2,,,,,,,,,,,,,
4,11,1108,2,492,715,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1109,2,672,701,,1,2,,1,8,5,9,1,2,,2,,,,,,,,,,,,,
4,11,1109,2,672,702,,1,10,,1,2,1,5,8,9,,2,,,,,,,,,,,,,
4,11,1109,2,672,703,,1,9,,1,8,9,5,2,1,,2,,,,,,,,,,,,,
4,11,1109,2,672,704,,1,10,,1,2,9,8,6,5,,2,,,,,,,,,,,,,
4,11,1109,2,672,705,,1,10,,1,3,5,9,8,2,,2,,,,,,,,,,,,,
4,11,1109,2,672,706,,1,10,,1,4,9,8,5,3,,2,,,,,,,,,,,,,
4,11,1109,2,672,707,,1,9,,1,8,1,9,3,2,,2,,,,,,,,,,,,,
4,11,1109,2,672,708,,1,9,,1,9,8,6,2,5,,2,,,,,,,,,,,,,
4,11,1109,2,672,709,,1,5,,1,2,3,4,8,5,,2,,,,,,,,,,,,,
4,11,1109,2,672,710,,1,5,,1,2,4,3,8,5,,2,,,,,,,,,,,,,
4,11,1109,2,672,711,,1,9,,1,4,9,1,2,8,,2,,,,,,,,,,,,,
4,11,1109,2,672,712,,1,9,,1,9,2,6,5,9,,2,,,,,,,,,,,,,
4,11,1109,2,672,713,,1,2,,1,1,6,9,8,2,,2,,,,,,,,,,,,,
4,11,1109,2,672,714,,1,6,,1,8,9,6,2,1,,2,,,,,,,,,,,,,
4,11,1109,2,672,715,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,701,,1,9,,1,8,9,1,2,5,,2,,,,,,,,,,,,,
4,11,1110,2,714,702,,1,10,,1,1,2,5,9,8,,2,,,,,,,,,,,,,
4,11,1110,2,714,703,,1,10,,1,9,2,8,1,5,,2,,,,,,,,,,,,,
4,11,1110,2,714,704,,1,10,,1,8,9,5,2,1,,2,,,,,,,,,,,,,
4,11,1110,2,714,705,,1,10,,1,8,5,9,1,2,,2,,,,,,,,,,,,,
4,11,1110,2,714,706,,1,10,,1,8,5,9,1,2,,2,,,,,,,,,,,,,
4,11,1110,2,714,707,,1,10,,1,3,9,8,2,5,,2,,,,,,,,,,,,,
4,11,1110,2,714,708,,1,10,,1,3,8,9,1,2,,2,,,,,,,,,,,,,
4,11,1110,2,714,709,,1,9,,1,4,9,8,1,2,,2,,,,,,,,,,,,,
4,11,1110,2,714,710,,1,9,,1,4,8,9,5,2,,2,,,,,,,,,,,,,
4,11,1110,2,714,711,,1,10,,1,2,9,5,8,1,,2,,,,,,,,,,,,,
4,11,1110,2,714,712,,1,10,,1,9,8,2,5,2,,2,,,,,,,,,,,,,
4,11,1110,2,714,713,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,714,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,715,,2,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,701,,1,9,,2,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,702,,1,9,,2,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,703,,1,10,,2,,,,,,,,,,,,,,,,,,,,
