"zone","state","lga","sector","ea","item_cd","itemspecify","sc7q1","sc7q2a","sc7q2b","sc7q3","sc7q4a","sc7q4b","sc7q4c","sc7q4d","sc7q4e","sc7q4f","sc7q5","sc7q6a","sc7q6b","sc7q6c","sc7q6d","sc7q6e","sc7q6f","sc7q7","sc7q8a","sc7q8b","sc7q8c","sc7q8d","sc7q8e","sc7q8f"
3,20,2012,1,844,709,,1,10,,1,9,,,,,,2,,,,,,,,,,,,,
3,20,2012,1,844,710,,1,10,,1,9,,,,,,1,2,2,1,2,2,,1,2,2,2,2,2,2
3,20,2012,1,844,711,,1,10,,1,9,,,,,,1,2,2,1,2,2,,1,2,2,2,2,2,2
3,20,2012,1,844,712,,1,10,,1,9,,,,,,1,2,2,1,2,2,,1,2,2,2,2,2,2
3,20,2012,1,844,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2012,1,844,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2012,1,844,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2013,2,1232,701,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2013,2,1232,702,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2013,2,1232,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2013,2,1232,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2013,2,1232,705,,1,2,,1,1,2,3,8,9,,1,1,1,1,1,2,,3,2,2,2,2,2,2
3,20,2013,2,1232,706,,1,2,,1,1,2,3,8,9,,1,1,1,1,1,2,,3,2,2,2,2,2,2
3,20,2013,2,1232,707,,1,2,,1,1,2,3,8,9,,2,,,,,,,,,,,,,
3,20,2013,2,1232,708,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2013,2,1232,709,,1,3,,1,1,2,3,4,9,,2,,,,,,,,,,,,,
3,20,2013,2,1232,710,,1,3,,1,1,2,3,4,9,,2,,,,,,,,,,,,,
3,20,2013,2,1232,711,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2013,2,1232,712,,1,3,,1,1,2,5,8,9,,2,,,,,,,,,,,,,
3,20,2013,2,1232,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2013,2,1232,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2013,2,1232,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,701,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,702,,1,1,,1,2,,,,,,1,1,2,2,1,2,,2,2,1,1,1,2,1
3,20,2015,2,1746,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,705,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,706,,1,1,,1,2,,,,,,1,1,2,2,1,2,,2,2,1,1,1,2,1
3,20,2015,2,1746,707,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,708,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,709,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,710,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,711,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,712,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2015,2,1746,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2018,2,1134,701,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2018,2,1134,702,,1,1,,1,1,,,,,,1,2,2,1,2,2,,2,1,1,1,2,1,
3,20,2018,2,1134,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2018,2,1134,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2018,2,1134,705,,1,1,,1,1,,,,,,2,,,,,,,,,,,,,
3,20,2018,2,1134,706,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2018,2,1134,707,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2018,2,1134,708,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2018,2,1134,709,,1,1,,1,1,,,,,,2,,,,,,,,,,,,,
3,20,2018,2,1134,710,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2018,2,1134,711,,1,1,,1,1,,,,,,2,,,,,,,,,,,,,
3,20,2018,2,1134,712,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2018,2,1134,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2018,2,1134,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2018,2,1134,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,701,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,702,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,705,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,706,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,707,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,708,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,709,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,710,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,711,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,712,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2019,2,344,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2021,1,3300,701,,1,3,,1,1,2,,,,,2,,,,,,,,,,,,,
3,20,2021,1,3300,702,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2021,1,3300,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2021,1,3300,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2021,1,3300,705,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2021,1,3300,706,,1,3,,1,1,2,,,,,2,,,,,,,,,,,,,
3,20,2021,1,3300,707,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2021,1,3300,708,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2021,1,3300,709,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2021,1,3300,710,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2021,1,3300,711,,1,3,,1,1,2,9,,,,2,,,,,,,,,,,,,
3,20,2021,1,3300,712,,1,3,,1,1,2,,,,,1,1,2,2,1,2,,2,1,1,1,1,1,2
3,20,2021,1,3300,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2021,1,3300,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2021,1,3300,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,701,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,702,,1,2,,1,1,2,,,,,1,2,1,2,1,2,,2,2,1,1,2,2,1
3,20,2022,2,1130,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,705,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,706,,1,2,,1,1,2,,,,,1,2,1,2,1,2,,2,2,1,1,2,2,1
3,20,2022,2,1130,707,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,708,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,709,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,710,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,711,,1,2,,1,1,2,,,,,2,,,,,,,,,,,,,
3,20,2022,2,1130,712,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2022,2,1130,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2025,2,760,701,,1,2,,1,1,2,3,4,6,,1,1,1,1,1,1,,2,1,2,1,2,1,1
3,20,2025,2,760,702,,1,2,,1,1,2,3,4,6,,1,1,1,1,1,1,,2,1,2,1,2,1,1
3,20,2025,2,760,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2025,2,760,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2025,2,760,705,,1,4,,1,2,3,8,4,9,,1,1,1,1,1,1,,2,2,2,1,2,1,1
3,20,2025,2,760,706,,1,4,,1,2,3,8,4,9,,1,1,1,1,1,1,,2,2,2,1,2,1,1
3,20,2025,2,760,707,,1,4,,1,2,3,8,4,9,,1,1,1,1,1,1,,2,2,2,1,2,1,1
3,20,2025,2,760,708,,1,4,,1,2,3,8,4,9,,1,1,1,1,1,1,,2,2,2,1,2,1,1
3,20,2025,2,760,709,,1,3,,1,2,4,1,8,9,,1,1,1,1,1,1,,2,1,2,1,2,1,1
3,20,2025,2,760,710,,1,3,,1,2,4,1,8,9,,1,1,1,1,1,1,,2,1,2,1,2,1,1
3,20,2025,2,760,711,,1,3,,1,1,2,4,5,8,,1,1,1,1,1,1,,3,2,2,1,2,1,1
3,20,2025,2,760,712,,1,3,,1,1,2,4,5,8,,1,1,1,1,1,1,,3,2,2,1,2,1,1
3,20,2025,2,760,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2025,2,760,714,,1,6,,1,1,2,5,6,8,,1,1,1,1,1,1,,3,2,2,1,2,1,1
3,20,2025,2,760,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2025,2,1304,701,,1,3,,1,1,2,4,9,10,,1,1,1,1,1,1,,3,2,2,2,2,2,2
3,20,2025,2,1304,702,,1,3,,1,1,2,3,4,10,,1,1,1,1,1,1,,3,2,2,2,2,2,2
3,20,2025,2,1304,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2025,2,1304,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2025,2,1304,705,,1,4,,1,1,3,2,9,10,,1,1,1,1,1,1,,2,2,2,2,2,2,2
3,20,2025,2,1304,706,,1,4,,1,1,4,9,3,10,,1,1,1,1,1,1,,3,1,2,1,2,2,2
3,20,2025,2,1304,707,,1,4,,1,1,2,4,4,10,,1,1,1,1,1,1,,3,1,2,1,2,2,2
3,20,2025,2,1304,708,,1,4,,1,1,2,4,4,10,,1,1,1,1,1,1,,2,1,2,1,2,2,2
3,20,2025,2,1304,709,,1,5,,1,1,2,4,4,10,,1,1,1,1,1,1,,2,1,2,1,2,2,2
3,20,2025,2,1304,710,,1,5,,1,1,2,4,4,10,,1,1,1,1,1,1,,2,1,2,1,2,2,2
3,20,2025,2,1304,711,,1,9,,1,1,2,4,4,10,,1,1,1,1,1,1,,2,2,2,1,2,2,2
3,20,2025,2,1304,712,,1,9,,1,1,2,4,4,10,,1,1,1,1,1,1,,2,2,2,1,2,2,2
3,20,2025,2,1304,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2025,2,1304,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2025,2,1304,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2028,2,498,701,,1,3,,1,1,2,3,4,5,,1,1,1,1,1,2,,3,2,2,2,2,2,2
3,20,2028,2,498,702,,1,3,,1,1,2,3,4,5,,1,1,1,1,2,2,,3,2,2,2,2,2,2
3,20,2028,2,498,703,,1,3,,1,1,2,3,4,5,,1,1,1,1,2,2,,3,2,2,2,2,2,2
3,20,2028,2,498,704,,1,3,,1,1,2,3,4,5,,1,1,1,1,2,2,,3,2,2,2,2,2,2
3,20,2028,2,498,705,,1,4,,1,1,2,3,4,5,,1,1,1,1,2,2,,2,2,2,2,2,2,2
3,20,2028,2,498,706,,1,4,,1,1,2,3,4,5,,1,1,1,1,1,2,,2,2,2,2,2,2,2
3,20,2028,2,498,707,,1,4,,1,1,2,3,4,5,,1,1,1,1,1,2,,2,2,2,2,2,2,2
3,20,2028,2,498,708,,1,4,,1,1,2,3,4,5,,1,1,1,1,1,2,"2",2,2,2,2,2,2,2
3,20,2028,2,498,709,,1,5,,1,1,2,3,4,5,,1,1,1,1,1,2,"2",3,2,2,2,2,2,2
3,20,2028,2,498,710,,1,5,,1,1,2,3,4,5,,1,1,1,1,1,2,"2",3,2,2,2,2,2,2
3,20,2028,2,498,711,,1,3,,1,1,2,3,4,5,,1,1,1,1,1,2,"2",3,2,2,2,2,2,2
3,20,2028,2,498,712,,1,3,,1,1,2,3,4,5,,1,1,1,1,1,2,"2",3,2,2,2,2,2,2
3,20,2028,2,498,713,,1,3,,1,1,2,3,4,5,,1,1,1,1,1,2,"2",3,2,2,2,2,2,2
3,20,2028,2,498,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2028,2,498,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,701,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,702,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,705,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,706,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,707,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,708,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,709,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,710,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,711,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,712,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2030,2,1050,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,1,1390,701,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,1,1390,702,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,1,1390,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,1,1390,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,1,1390,705,,1,3,,1,1,2,3,,,,2,,,,,,,,,,,,,
3,20,2032,1,1390,706,,1,3,,1,1,2,3,,,,1,2,1,2,1,2,,2,1,1,1,1,1,2
3,20,2032,1,1390,707,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,1,1390,708,,1,3,,1,1,2,3,,,,1,2,1,2,1,2,,2,1,1,1,1,2,1
3,20,2032,1,1390,709,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,1,1390,710,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,1,1390,711,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,1,1390,712,,1,3,,1,1,2,,,,,1,1,2,2,2,2,,1,1,1,2,1,1,2
3,20,2032,1,1390,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,1,1390,714,,1,3,,1,1,2,,,,,1,1,1,2,1,2,,2,1,2,2,2,1,2
3,20,2032,1,1390,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,2,1772,701,,1,3,,1,1,2,,,,,2,,,,,,,,,,,,,
3,20,2032,2,1772,702,,1,3,,1,1,2,,,,,1,1,2,1,2,2,,2,2,1,1,1,1,2
3,20,2032,2,1772,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,2,1772,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,2,1772,705,,1,2,,1,1,2,,,,,2,,,,,,,,,,,,,
3,20,2032,2,1772,706,,1,2,,1,1,2,,,,,2,,,,,,,,,,,,,
3,20,2032,2,1772,707,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,2,1772,708,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,2,1772,709,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,2,1772,710,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,2,1772,711,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,2,1772,712,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,2,1772,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,20,2032,2,1772,714,,1,3,,1,1,2,,,,,2,,,,,,,,,,,,,
3,20,2032,2,1772,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2102,2,1124,701,,1,3,,1,1,2,8,,,,1,1,1,1,2,2,,2,2,1,2,2,1,2
3,21,2102,2,1124,702,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2102,2,1124,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2102,2,1124,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2102,2,1124,705,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2102,2,1124,706,,1,3,,1,1,2,8,9,,,1,1,1,1,2,2,,3,1,1,1,1,1,2
3,21,2102,2,1124,707,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2102,2,1124,708,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2102,2,1124,709,,1,3,,1,1,2,4,9,8,,1,1,1,1,2,2,,3,2,1,1,2,1,2
3,21,2102,2,1124,710,,1,3,,1,1,2,4,8,9,,1,1,1,1,2,2,,3,2,1,1,2,1,2
3,21,2102,2,1124,711,,1,3,,1,1,2,8,,,,1,1,1,2,1,2,,2,1,1,1,2,1,2
3,21,2102,2,1124,712,,1,3,,1,1,2,8,,,,1,1,1,2,1,2,,2,1,1,1,2,1,2
3,21,2102,2,1124,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2102,2,1124,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2102,2,1124,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2106,2,236,701,,1,3,,1,1,2,9,,,,1,2,2,1,2,2,,2,2,2,2,2,2,2
3,21,2106,2,236,702,,1,3,,1,1,2,9,,,,1,2,1,1,1,2,,2,1,1,1,1,1,1
3,21,2106,2,236,703,,1,3,,1,1,2,9,,,,2,,,,,,,,,,,,,
3,21,2106,2,236,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2106,2,236,705,,1,4,,1,3,2,9,,,,1,1,1,1,1,2,,2,2,1,1,2,1,1
3,21,2106,2,236,706,,1,4,,1,3,2,9,,,,1,1,1,1,1,2,,2,1,1,1,2,1,1
3,21,2106,2,236,707,,1,4,,1,3,2,9,,,,1,1,1,1,1,2,,2,1,1,1,2,1,1
3,21,2106,2,236,708,,1,4,,1,3,2,9,,,,1,1,1,1,1,2,,2,1,1,1,2,1,1
3,21,2106,2,236,709,,1,5,,1,4,2,8,,,,1,2,1,1,2,2,,3,2,2,2,2,1,1
3,21,2106,2,236,710,,1,5,,1,4,2,8,,,,1,2,1,1,2,2,,3,2,1,2,1,1,1
3,21,2106,2,236,711,,1,3,,1,1,2,9,,,,1,2,1,1,2,2,,3,1,1,2,1,1,1
3,21,2106,2,236,712,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2106,2,236,713,,1,3,,1,2,2,9,,,,1,2,2,2,2,2,,,,,,,,
3,21,2106,2,236,714,,1,3,,1,5,2,9,,,,1,2,1,1,2,2,,3,2,2,2,2,2,2
3,21,2106,2,236,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2106,2,2822,701,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2106,2,2822,702,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2106,2,2822,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2106,2,2822,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2106,2,2822,705,,1,4,,1,1,2,3,9,,,1,2,1,1,2,2,,2,1,2,2,2,1,2
3,21,2106,2,2822,706,,1,4,,1,1,2,3,9,,,1,2,1,1,2,2,,2,1,2,2,2,1,2
3,21,2106,2,2822,707,,1,4,,1,1,2,3,9,,,1,2,1,1,2,2,,2,1,2,2,2,1,2
3,21,2106,2,2822,708,,1,4,,1,1,2,3,9,,,1,2,1,1,2,2,,2,1,2,2,2,1,2
3,21,2106,2,2822,709,,1,9,,1,2,1,4,8,,,1,2,1,1,2,2,,2,2,2,2,1,2,2
3,21,2106,2,2822,710,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2106,2,2822,711,,1,9,,1,2,9,1,,,,1,2,1,1,2,2,,3,2,2,2,2,1,2
3,21,2106,2,2822,712,,1,9,,1,2,9,1,,,,1,1,1,1,2,2,,3,2,2,2,2,1,2
3,21,2106,2,2822,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2106,2,2822,714,,1,6,,1,1,2,5,8,9,,1,2,1,1,2,2,,3,2,2,2,2,1,2
3,21,2106,2,2822,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2108,1,520,701,,1,10,,1,1,2,8,9,2,,1,2,2,1,2,2,,1,2,2,2,2,2,2
3,21,2108,1,520,702,,1,3,,1,2,8,9,1,,,1,2,1,1,2,2,,1,2,2,2,2,2,2
3,21,2108,1,520,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2108,1,520,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2108,1,520,705,,1,4,,1,1,2,3,8,9,,1,2,1,1,2,2,,2,2,1,2,2,1,2
3,21,2108,1,520,706,,1,4,,1,1,2,3,8,9,,1,2,1,1,1,2,,2,1,1,1,2,1,2
3,21,2108,1,520,707,,1,10,,1,3,2,8,9,,,1,2,2,1,2,2,,2,2,1,2,2,1,2
3,21,2108,1,520,708,,1,10,,1,2,3,8,9,,,1,2,2,1,2,2,,2,2,1,1,2,1,2
3,21,2108,1,520,709,,1,9,,1,2,4,8,9,,,1,2,1,2,2,2,,2,2,1,2,2,1,2
3,21,2108,1,520,710,,1,9,,1,2,4,8,9,,,1,2,1,2,2,2,,2,2,1,1,2,1,2
3,21,2108,1,520,711,,1,10,,1,4,8,9,1,,,1,2,1,2,1,2,,2,1,1,1,2,1,2
3,21,2108,1,520,712,,1,10,,1,2,4,8,9,,,1,2,1,1,1,2,,2,1,1,1,2,1,2
3,21,2108,1,520,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2108,1,520,714,,1,10,,1,2,5,8,9,6,,1,2,1,1,2,2,,2,2,1,2,2,1,2
3,21,2108,1,520,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2109,2,38,701,,1,1,,1,1,8,,,,,2,,,,,,,,,,,,,
3,21,2109,2,38,702,,1,1,,1,1,8,,,,,2,,,,,,,,,,,,,
3,21,2109,2,38,703,,1,1,,1,1,8,,,,,2,,,,,,,,,,,,,
3,21,2109,2,38,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2109,2,38,705,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2109,2,38,706,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2109,2,38,707,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2109,2,38,708,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2109,2,38,709,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2109,2,38,710,,1,1,,1,1,8,,,,,1,2,1,2,2,2,,2,1,1,1,1,1,1
3,21,2109,2,38,711,,1,1,,1,1,8,,,,,1,2,1,2,2,2,,3,2,2,2,2,1,1
3,21,2109,2,38,712,,1,1,,1,1,8,,,,,2,,,,,,,,,,,,,
3,21,2109,2,38,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2109,2,38,714,,1,1,,1,1,8,,,,,2,,,,,,,,,,,,,
3,21,2109,2,38,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2111,2,180,701,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2111,2,180,702,,1,1,,1,1,2,8,9,,,1,1,1,1,1,2,,2,1,1,1,1,1,1
3,21,2111,2,180,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2111,2,180,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2111,2,180,705,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2111,2,180,706,,1,4,,1,1,3,2,8,,,1,2,1,1,2,2,,2,2,1,2,2,1,1
3,21,2111,2,180,707,,1,4,,1,1,3,2,9,,,1,2,2,1,2,2,,2,2,1,2,2,1,1
3,21,2111,2,180,708,,1,4,,1,1,3,2,9,,,1,2,2,1,2,2,,2,1,1,2,2,1,1
3,21,2111,2,180,709,,1,3,,1,1,4,2,8,,,1,1,1,1,1,2,,2,1,1,1,1,1,1
3,21,2111,2,180,710,,1,3,,1,1,4,2,8,,,1,2,1,1,1,2,,1,1,1,1,1,1,1
3,21,2111,2,180,711,,1,1,,1,2,8,9,4,,,1,2,1,1,1,2,,2,2,1,2,2,1,1
3,21,2111,2,180,712,,1,1,,1,2,8,9,4,,,1,2,1,1,1,2,,2,1,1,1,1,1,1
3,21,2111,2,180,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2111,2,180,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2111,2,180,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2115,2,926,701,,1,1,,1,1,7,8,10,,,1,2,1,2,2,2,,2,2,2,2,2,2,2
3,21,2115,2,926,702,,1,1,,1,1,7,8,10,,,1,2,1,2,2,2,,2,1,1,1,2,1,2
3,21,2115,2,926,703,,1,1,,1,1,7,8,10,,,2,,,,,,,,,,,,,
3,21,2115,2,926,704,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2115,2,926,705,,1,1,,1,1,7,8,10,,,1,2,1,1,2,2,,2,2,1,1,2,1,2
3,21,2115,2,926,706,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2115,2,926,707,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2115,2,926,708,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2115,2,926,709,,1,1,,1,1,7,8,10,,,1,2,1,1,1,2,,2,2,2,2,2,2,2
3,21,2115,2,926,710,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2115,2,926,711,,1,1,,1,1,7,8,10,,,1,2,1,2,2,2,,3,1,1,1,2,1,1
3,21,2115,2,926,712,,1,1,,1,1,7,8,10,,,1,2,1,2,2,2,,3,1,1,1,2,1,1
3,21,2115,2,926,713,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2115,2,926,714,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2115,2,926,715,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2117,2,554,701,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2117,2,554,702,,1,1,,1,1,2,8,10,,,1,1,1,2,1,2,,2,1,1,1,2,1,1
3,21,2117,2,554,703,,2,,,,,,,,,,,,,,,,,,,,,,,
3,21,2117,2,554,704,,2,,,,,,,,,,,,,,,,,,,,,,,
