"zone","state","lga","sector","ea","group_cd","groupspecify","sc3q1","sc3q2","sc3q3a","sc3q3b","sc3q4","sc3q5","sc3q6"
3,19,1912,1,1510,303,,2,,,,,,
3,19,1912,1,1510,304,,1,5,3,,10,2,2
3,19,1912,1,1510,305,,1,5,3,,10,10,2
3,19,1912,1,1510,306,,1,4,2,,15,2,15
3,19,1912,1,1510,307,,1,4,2,,18,2,10
3,19,1912,1,1510,308,,2,,,,,,
3,19,1912,1,1510,309,,1,2,2,,10,2,2
3,19,1912,1,1510,310,,1,2,2,,12,4,4
3,19,1912,1,1510,311,,1,2,2,,12,4,4
3,19,1912,1,1510,312,,1,1,2,,,,
3,19,1912,1,1510,313,,1,1,2,,10,4,4
3,19,1912,1,1510,314,,1,1,2,,10,2,2
3,19,1912,1,1510,315,,2,,,,,,
3,19,1914,2,934,302,,2,,,,,,
3,19,1914,2,934,303,,2,,,,,,
3,19,1914,2,934,304,,2,,,,,,
3,19,1914,2,934,305,,2,,,,,,
3,19,1914,2,934,306,,2,,,,,,
3,19,1914,2,934,307,,1,3,1,,150,500,80
3,19,1914,2,934,308,,2,,,,,,
3,19,1914,2,934,309,,2,,,,,,
3,19,1914,2,934,310,,2,,,,,,
3,19,1914,2,934,311,,2,,,,,,
3,19,1914,2,934,312,,2,,,,,,
3,19,1914,2,934,313,,2,,,,,,
3,19,1914,2,934,314,,2,,,,,,
3,19,1914,2,934,315,,2,,,,,,
3,19,1916,2,1516,301,,2,,,,,,
3,19,1916,2,1516,302,,2,,,,,,
3,19,1916,2,1516,303,,2,,,,,,
3,19,1916,2,1516,304,,2,,,,,,
3,19,1916,2,1516,305,,2,,,,,,
3,19,1916,2,1516,306,,2,,,,,,
3,19,1916,2,1516,307,,1,4,1,,100,300,50
3,19,1916,2,1516,308,,2,,,,,,
3,19,1916,2,1516,309,,2,,,,,,
3,19,1916,2,1516,310,,2,,,,,,
3,19,1916,2,1516,311,,1,5,3,,300,50,50
3,19,1916,2,1516,312,,2,,,,,,
3,19,1916,2,1516,313,,2,,,,,,
3,19,1916,2,1516,314,,2,,,,,,
3,19,1916,2,1516,315,,2,,,,,,
3,19,1919,2,366,301,,1,1,4,,200,0,98
3,19,1919,2,366,302,,1,8,4,,200,50,79
3,19,1919,2,366,303,,1,4,2,,120,60,40
3,19,1919,2,366,304,,2,,,,,,
3,19,1919,2,366,305,,2,,,,,,
3,19,1919,2,366,306,,1,1,4,,200,0,80
3,19,1919,2,366,307,,1,4,2,,900,150,99
3,19,1919,2,366,308,,2,,,,,,
3,19,1919,2,366,309,,1,1,4,,12,2,4
3,19,1919,2,366,310,,1,1,4,,12,2,4
3,19,1919,2,366,311,,1,1,4,,12,2,4
3,19,1919,2,366,312,,2,,,,,,
3,19,1919,2,366,313,,1,1,2,,12,2,4
3,19,1919,2,366,314,,2,,,,,,
3,19,1919,2,366,315,,2,,,,,,
3,19,1921,1,842,302,,2,,,,,,
3,19,1921,1,842,303,,2,,,,,,
3,19,1921,1,842,304,,2,,,,,,
3,19,1921,1,842,305,,2,,,,,,
3,19,1921,1,842,306,,2,,,,,,
3,19,1921,1,842,307,,1,5,1,,400,180,20
3,19,1921,1,842,308,,2,,,,,,
3,19,1921,1,842,309,,2,,,,,,
3,19,1921,1,842,310,,2,,,,,,
3,19,1921,1,842,311,,1,4,3,,100,40,50
3,19,1921,1,842,312,,2,,,,,,
3,19,1921,1,842,313,,2,,,,,,
3,19,1921,1,842,314,,2,,,,,,
3,19,1921,1,842,315,,2,,,,,,
3,19,1923,2,284,301,,1,4,3,,400,0,20
3,19,1923,2,284,302,,1,10,4,,250,50,10
3,19,1923,2,284,303,,1,10,2,,100,20,30
3,19,1923,2,284,304,,1,4,2,,80,10,10
3,19,1923,2,284,305,,1,3,4,,30,30,10
3,19,1923,2,284,306,,1,4,4,,100,0,10
3,19,1923,2,284,307,,1,4,2,,140,200,70
3,19,1923,2,284,308,,2,,,,,,
3,19,1923,2,284,309,,1,4,4,,48,10,18
3,19,1923,2,284,310,,1,4,4,,48,10,18
3,19,1923,2,284,311,,1,4,3,,48,10,18
3,19,1923,2,284,312,,2,,,,,,
3,19,1923,2,284,313,,1,4,2,,40,0,10
3,19,1923,2,284,314,,1,4,4,,40,5,10
3,19,1923,2,284,315,,2,,,,,,
3,19,1925,1,2858,301,,1,1,4,,50,10,20
3,19,1925,1,2858,302,,1,4,4,,100,15,25
3,19,1925,1,2858,303,,1,2,4,,60,30,10
3,19,1925,1,2858,304,,2,,,,,,
3,19,1925,1,2858,305,,1,1,4,,20,20,10
3,19,1925,1,2858,306,,1,1,4,,120,20,10
3,19,1925,1,2858,307,,1,3,4,,150,20,50
3,19,1925,1,2858,308,,2,,,,,,
3,19,1925,1,2858,309,,1,1,4,,12,2,2
3,19,1925,1,2858,310,,1,1,4,,12,2,2
3,19,1925,1,2858,311,,1,1,4,,12,2,2
3,19,1925,1,2858,312,,2,,,,,,
3,19,1925,1,2858,313,,2,,,,,,
3,19,1925,1,2858,314,,2,,,,,,
3,19,1925,1,2858,315,,2,,,,,,
3,19,1925,2,3394,301,,2,,,,,,
3,19,1925,2,3394,302,,2,,,,,,
3,19,1925,2,3394,303,,2,,,,,,
3,19,1925,2,3394,304,,2,,,,,,
3,19,1925,2,3394,305,,2,,,,,,
3,19,1925,2,3394,306,,2,,,,,,
3,19,1925,2,3394,307,,1,5,1,,600,200,30
3,19,1925,2,3394,308,,2,,,,,,
3,19,1925,2,3394,309,,1,1,4,,15,4,2
3,19,1925,2,3394,310,,2,,,,,,
3,19,1925,2,3394,311,,1,8,3,,20,7,5
3,19,1925,2,3394,312,,2,,,,,,
3,19,1925,2,3394,313,,2,,,,,,
3,19,1925,2,3394,314,,2,,,,,,
3,19,1925,2,3394,315,,2,,,,,,
3,19,1928,2,526,301,,1,1,4,,60,10,30
3,19,1928,2,526,302,,1,1,4,,50,25,25
3,19,1928,2,526,303,,1,1,4,,30,10,10
3,19,1928,2,526,304,,2,,,,,,
3,19,1928,2,526,305,,1,1,4,,20,20,20
3,19,1928,2,526,306,,1,1,4,,50,0,20
3,19,1928,2,526,307,,1,1,4,,150,20,40
3,19,1928,2,526,308,,2,,,,,,
3,19,1928,2,526,309,,2,,,,,,
3,19,1928,2,526,310,,2,,,,,,
3,19,1928,2,526,311,,1,1,4,,12,2,2
3,19,1928,2,526,312,,2,,,,,,
3,19,1928,2,526,313,,2,,,,,,
3,19,1928,2,526,314,,2,,,,,,
3,19,1928,2,526,315,,2,,,,,,
3,19,1932,2,562,301,,1,1,2,,60,,
3,19,1932,2,562,302,,1,2,2,,50,,
3,19,1932,2,562,303,,1,3,2,,36,,
3,19,1932,2,562,304,,1,1,2,,10,,
3,19,1932,2,562,305,,1,1,2,,12,,
3,19,1932,2,562,306,,1,2,2,,40,,
3,19,1932,2,562,307,,1,3,2,,300,,
3,19,1932,2,562,308,,2,,,,,,
3,19,1932,2,562,309,,1,1,2,,12,,
3,19,1932,2,562,310,,1,1,2,,12,,
3,19,1932,2,562,311,,1,1,2,,12,,
3,19,1932,2,562,312,,2,,,,,,
3,19,1932,2,562,313,,1,1,2,,6,,
3,19,1932,2,562,314,,2,,,,,,
3,19,1932,2,562,315,,2,,,,,,
3,19,1934,2,386,301,,1,5,5,,250,0,97
3,19,1934,2,386,302,,1,10,5,,250,50,73
3,19,1934,2,386,303,,1,20,2,,200,100,40
3,19,1934,2,386,304,,1,4,3,,80,20,30
3,19,1934,2,386,305,,1,5,5,,60,60,0
3,19,1934,2,386,306,,1,5,5,,200,0,98
3,19,1934,2,386,307,,1,4,2,,800,200,97
3,19,1934,2,386,308,,2,,,,,,
3,19,1934,2,386,309,,1,2,3,,24,4,5
3,19,1934,2,386,310,,1,3,3,,24,6,5
3,19,1934,2,386,311,,1,3,3,,24,4,6
3,19,1934,2,386,312,,2,,,,,,
3,19,1934,2,386,313,,1,2,2,,24,4,6
3,19,1934,2,386,314,,1,3,5,,24,4,6
3,19,1934,2,386,315,,2,,,,,,
3,19,1936,2,1994,302,,2,,,,,,
3,19,1936,2,1994,303,,2,,,,,,
3,19,1936,2,1994,304,,2,,,,,,
3,19,1936,2,1994,305,,2,,,,,,
3,19,1936,2,1994,306,,2,,,,,,
3,19,1936,2,1994,307,,1,4,1,,250,500,10
3,19,1936,2,1994,308,,2,,,,,,
3,19,1936,2,1994,309,,2,,,,,,
3,19,1936,2,1994,310,,2,,,,,,
3,19,1936,2,1994,311,,2,,,,,,
3,19,1936,2,1994,312,,2,,,,,,
3,19,1936,2,1994,313,,2,,,,,,
3,19,1936,2,1994,314,,2,,,,,,
3,19,1936,2,1994,315,,2,,,,,,
3,19,1937,2,432,301,,1,1,3,,20,0,0
3,19,1937,2,432,302,,2,,,,,,
3,19,1937,2,432,303,,2,,,,,,
3,19,1937,2,432,304,,2,,,,,,
3,19,1937,2,432,305,,2,,,,,,
3,19,1937,2,432,306,,2,,,,,,
3,19,1937,2,432,307,,1,4,1,,300,160,70
3,19,1937,2,432,308,".",2,,,,,,
3,19,1937,2,432,309,,2,,,,,,
3,19,1937,2,432,310,,1,1,3,,15,4,5
3,19,1937,2,432,311,,1,1,3,,70,10,20
3,19,1937,2,432,312,,2,,,,,,
3,19,1937,2,432,313,,2,,,,,,
3,19,1937,2,432,314,,2,,,,,,
3,19,1937,2,432,315,,2,,,,,,
3,19,1941,2,518,301,,2,,,,,,
3,19,1941,2,518,302,,2,,,,,,
3,19,1941,2,518,303,,2,,,,,,
3,19,1941,2,518,304,,2,,,,,,
3,19,1941,2,518,305,,2,,,,,,
3,19,1941,2,518,306,,2,,,,,,
3,19,1941,2,518,307,,1,3,1,,200,350,15
3,19,1941,2,518,308,,2,,,,,,
3,19,1941,2,518,309,,2,,,,,,
3,19,1941,2,518,310,,2,,,,,,
3,19,1941,2,518,311,,2,,,,,,
3,19,1941,2,518,312,,2,,,,,,
3,19,1941,2,518,313,,2,,,,,,
3,19,1941,2,518,314,,2,,,,,,
3,19,1941,2,518,315,,2,,,,,,
3,19,1943,2,668,301,,2,,,,,,
3,19,1943,2,668,302,,2,,,,,,
3,19,1943,2,668,303,,2,,,,,,
3,19,1943,2,668,304,,2,,,,,,
3,19,1943,2,668,305,,2,,,,,,
3,19,1943,2,668,306,,2,,,,,,
3,19,1943,2,668,307,,1,2,1,,200,50,80
3,19,1943,2,668,308,,2,,,,,,
3,19,1943,2,668,309,,2,,,,,,
3,19,1943,2,668,310,,2,,,,,,
3,19,1943,2,668,311,,2,,,,,,
3,19,1943,2,668,312,,2,,,,,,
3,19,1943,2,668,313,,2,,,,,,
3,19,1943,2,668,314,,2,,,,,,
3,19,1943,2,668,315,,2,,,,,,
3,20,2001,2,1354,301,,1,1,2,,20,3,10
3,20,2001,2,1354,302,,1,1,2,,30,4,6
3,20,2001,2,1354,303,,1,1,2,,25,8,5
3,20,2001,2,1354,304,,2,,,,,,
3,20,2001,2,1354,305,,2,,,,,,
3,20,2001,2,1354,306,,2,,,,,,
3,20,2001,2,1354,307,,1,1,1,,80,15,35
3,20,2001,2,1354,308,,1,1,2,,28,2,14
3,20,2001,2,1354,309,,2,,,,,,
3,20,2001,2,1354,310,,1,1,2,,10,0,0
3,20,2001,2,1354,311,,2,,,,,,
3,20,2001,2,1354,312,,2,,,,,,
3,20,2001,2,1354,313,,2,,,,,,
3,20,2001,2,1354,314,,2,,,,,,
3,20,2001,2,1354,315,,2,,,,,,
3,20,2003,2,784,301,,1,1,5,,11,,1
3,20,2003,2,784,302,,2,,,,,,
3,20,2003,2,784,303,,2,,,,,,
3,20,2003,2,784,304,,1,2,,,,,
3,20,2003,2,784,305,,2,,,,,,
3,20,2003,2,784,306,,1,1,2,,21,2,21
3,20,2003,2,784,307,,1,2,2,,25,4,7
3,20,2003,2,784,308,,2,,,,,,
3,20,2003,2,784,309,,2,,,,,,
3,20,2003,2,784,310,,2,,,,,,
3,20,2003,2,784,311,,2,,,,,,
3,20,2003,2,784,312,,2,,,,,,
3,20,2003,2,784,313,,2,,,,,,
3,20,2003,2,784,314,,2,,,,,,
3,20,2003,2,784,315,,2,,,,,,
3,20,2005,2,970,301,,1,1,4,,9,,1
3,20,2005,2,970,302,,2,,,,,,
3,20,2005,2,970,303,,2,,,,,,
3,20,2005,2,970,304,,2,,,,,,
3,20,2005,2,970,305,,2,,,,,,
3,20,2005,2,970,306,,1,1,3,,18,2,18
3,20,2005,2,970,307,,1,2,2,,28,4,10
3,20,2005,2,970,308,,2,,,,,,
3,20,2005,2,970,309,,2,,,,,,
3,20,2005,2,970,310,,2,,,,,,
3,20,2005,2,970,311,,2,,,,,,
3,20,2005,2,970,312,,2,,,,,,
3,20,2005,2,970,313,,2,,,,,,
3,20,2005,2,970,314,,2,,,,,,
3,20,2005,2,970,315,,2,,,,,,
3,20,2008,2,1474,301,,1,1,2,,30,0,15
3,20,2008,2,1474,302,,1,1,2,,35,10,20
3,20,2008,2,1474,303,,2,,,,,,
3,20,2008,2,1474,304,,2,,,,,,
3,20,2008,2,1474,305,,2,,,,,,
3,20,2008,2,1474,306,,1,1,2,,38,0,38
3,20,2008,2,1474,307,,1,1,1,,80,20,40
3,20,2008,2,1474,308,,1,1,2,,40,0,22
3,20,2008,2,1474,309,,2,,,,,,
3,20,2008,2,1474,310,,2,,,,,,
3,20,2008,2,1474,311,,2,,,,,,
3,20,2008,2,1474,312,,2,,,,,,
3,20,2008,2,1474,313,,1,1,2,,20,0,10
3,20,2008,2,1474,314,,2,,,,,,
3,20,2008,2,1474,315,,2,,,,,,
3,20,2009,2,240,301,,2,,,,,,
3,20,2009,2,240,302,,1,1,2,,30,0,16
3,20,2009,2,240,303,,1,1,2,,30,0,10
3,20,2009,2,240,304,,2,,,,,,
3,20,2009,2,240,305,,2,,,,,,
3,20,2009,2,240,306,,1,1,2,,40,0,30
3,20,2009,2,240,307,,1,1,1,,80,6,35
3,20,2009,2,240,308,,1,1,2,,36,0,23
3,20,2009,2,240,309,,2,,,,,,
3,20,2009,2,240,310,,2,,,,,,
3,20,2009,2,240,311,,2,,,,,,
3,20,2009,2,240,312,,2,,,,,,
3,20,2009,2,240,313,,2,,,,,,
3,20,2009,2,240,314,,2,,,,,,
3,20,2009,2,240,315,,2,,,,,,
3,20,2012,1,844,301,,2,,,,,,
3,20,2012,1,844,302,,2,,,,,,
3,20,2012,1,844,303,,2,,,,,,
3,20,2012,1,844,304,,2,,,,,,
3,20,2012,1,844,305,,2,,,,,,
3,20,2012,1,844,306,,2,,,,,,
3,20,2012,1,844,307,,2,,,,,,
3,20,2012,1,844,308,,2,,,,,,
3,20,2012,1,844,309,,2,,,,,,
3,20,2012,1,844,310,,2,,,,,,
3,20,2012,1,844,311,,1,1,3,,50,20,25
3,20,2012,1,844,312,,2,,,,,,
3,20,2012,1,844,313,,2,,,,,,
3,20,2012,1,844,314,,2,,,,,,
3,20,2012,1,844,315,,2,,,,,,
3,20,2013,2,1232,301,,2,,,,,,
3,20,2013,2,1232,302,,1,1,1,,30,0,14
3,20,2013,2,1232,303,,1,1,1,,20,0,11
3,20,2013,2,1232,304,,2,,,,,,
3,20,2013,2,1232,305,,2,,,,,,
3,20,2013,2,1232,306,,2,,,,,,
3,20,2013,2,1232,307,,1,1,1,,50,5,26
3,20,2013,2,1232,308,,1,1,1,,24,3,14
3,20,2013,2,1232,309,,2,,,,,,
3,20,2013,2,1232,310,,2,,,,,,
3,20,2013,2,1232,311,,2,,,,,,
3,20,2013,2,1232,312,,2,,,,,,
3,20,2013,2,1232,313,,2,,,,,,
3,20,2013,2,1232,314,,2,,,,,,
3,20,2013,2,1232,315,,2,,,,,,
3,20,2015,2,1746,301,,1,1,4,,17,,3
3,20,2015,2,1746,302,,2,,,,,,
3,20,2015,2,1746,303,,2,,,,,,
3,20,2015,2,1746,304,,2,,,,,,
3,20,2015,2,1746,305,,2,,,,,,
3,20,2015,2,1746,306,,2,,,,,,
3,20,2015,2,1746,307,,2,,,,,,
3,20,2015,2,1746,308,,2,,,,,,
3,20,2015,2,1746,309,,2,,,,,,
3,20,2015,2,1746,310,,2,,,,,,
3,20,2015,2,1746,311,,2,,,,,,
3,20,2015,2,1746,312,,2,,,,,,
3,20,2015,2,1746,313,,2,,,,,,
3,20,2015,2,1746,314,,2,,,,,,
3,20,2015,2,1746,315,,2,,,,,,
3,20,2018,2,1134,301,,2,,,,,,
3,20,2018,2,1134,302,,2,,,,,,
3,20,2018,2,1134,303,,2,,,,,,
3,20,2018,2,1134,304,,2,,,,,,
3,20,2018,2,1134,305,,2,,,,,,
3,20,2018,2,1134,306,,1,1,4,,17,,15
3,20,2018,2,1134,307,,2,,,,,,
3,20,2018,2,1134,308,,2,,,,,,
3,20,2018,2,1134,309,,2,,,,,,
3,20,2018,2,1134,310,,2,,,,,,
3,20,2018,2,1134,311,,2,,,,,,
3,20,2018,2,1134,312,,2,,,,,,
3,20,2018,2,1134,313,,2,,,,,,
3,20,2018,2,1134,314,,2,,,,,,
3,20,2018,2,1134,315,,2,,,,,,
3,20,2019,2,344,301,,2,,,,,,
3,20,2019,2,344,302,,1,1,2,,20,0,9
3,20,2019,2,344,303,,1,1,2,,20,0,10
3,20,2019,2,344,304,,2,,,,,,
3,20,2019,2,344,305,,2,,,,,,
3,20,2019,2,344,306,,2,,,,,,
3,20,2019,2,344,307,,1,2,2,,40,0,15
3,20,2019,2,344,308,,1,1,2,,24,0,13
3,20,2019,2,344,309,,2,,,,,,
3,20,2019,2,344,310,,2,,,,,,
3,20,2019,2,344,311,,2,,,,,,
3,20,2019,2,344,312,,2,,,,,,
3,20,2019,2,344,313,,2,,,,,,
3,20,2019,2,344,314,,2,,,,,,
3,20,2019,2,344,315,,2,,,,,,
3,20,2021,1,3300,301,,1,1,4,,15,0,3
3,20,2021,1,3300,302,,1,1,5,,25,,10
3,20,2021,1,3300,303,,2,,,,,,
3,20,2021,1,3300,304,,2,,,,,,
3,20,2021,1,3300,305,,2,,,,,,
3,20,2021,1,3300,306,,1,1,3,,30,5,30
3,20,2021,1,3300,307,,1,1,2,,20,3,4
3,20,2021,1,3300,308,,2,,,,,,
3,20,2021,1,3300,309,,2,,,,,,
3,20,2021,1,3300,310,,2,,,,,,
3,20,2021,1,3300,311,,2,,,,,,
3,20,2021,1,3300,312,,2,,,,,,
3,20,2021,1,3300,313,,2,,,,,,
3,20,2021,1,3300,314,,2,,,,,,
3,20,2021,1,3300,315,,2,,,,,,
3,20,2022,2,1130,301,,1,1,5,,13,,2
3,20,2022,2,1130,302,,2,,,,,,
3,20,2022,2,1130,303,,2,,,,,,
3,20,2022,2,1130,304,,1,1,3,,21,,8
3,20,2022,2,1130,305,,2,,,,,,
3,20,2022,2,1130,306,,2,,,,,,
3,20,2022,2,1130,307,,1,2,2,,19,,9
3,20,2022,2,1130,308,,2,,,,,,
3,20,2022,2,1130,309,,2,,,,,,
3,20,2022,2,1130,310,,2,,,,,,
3,20,2022,2,1130,311,,2,,,,,,
3,20,2022,2,1130,314,,2,,,,,,
3,20,2022,2,1130,315,,2,,,,,,
3,20,2025,2,760,301,,1,1,2,,20,0,10
3,20,2025,2,760,302,,1,1,2,,30,4,14
3,20,2025,2,760,303,,1,1,2,,25,10,16
3,20,2025,2,760,304,,2,,,,,,
3,20,2025,2,760,305,,2,,,,,,
3,20,2025,2,760,306,,2,,,,,,
3,20,2025,2,760,307,,1,4,2,,100,20,45
3,20,2025,2,760,308,,1,1,2,,35,5,18
3,20,2025,2,760,309,,2,,,,,,
3,20,2025,2,760,310,,2,,,,,,
3,20,2025,2,760,311,,1,1,2,,20,2,5
3,20,2025,2,760,312,,2,,,,,,
3,20,2025,2,760,313,,2,,,,,,
3,20,2025,2,760,314,,2,,,,,,
3,20,2025,2,760,315,,2,,,,,,
3,20,2025,2,1304,301,,1,1,2,,15,2,6
3,20,2025,2,1304,302,,1,1,2,,10,0,4
3,20,2025,2,1304,303,,2,,,,,,
3,20,2025,2,1304,304,,2,,,,,,
3,20,2025,2,1304,305,,2,,,,,,
3,20,2025,2,1304,306,,2,,,,,,
3,20,2025,2,1304,307,,1,6,1,,100,15,35
3,20,2025,2,1304,308,,1,3,2,,25,0,15
3,20,2025,2,1304,309,,2,,,,,,
3,20,2025,2,1304,310,,2,,,,,,
3,20,2025,2,1304,311,,2,,,,,,
3,20,2025,2,1304,312,,2,,,,,,
3,20,2025,2,1304,313,,2,,,,,,
3,20,2025,2,1304,314,,2,,,,,,
3,20,2025,2,1304,315,,2,,,,,,
3,20,2028,2,498,301,,1,1,3,,102,,10
3,20,2028,2,498,302,,1,2,2,,16,,2
3,20,2028,2,498,303,,2,,,,,,
3,20,2028,2,498,304,,1,1,2,,20,,4
3,20,2028,2,498,305,,1,1,2,,10,10,2
3,20,2028,2,498,306,,1,1,2,,41,,4
3,20,2028,2,498,307,,1,3,2,,110,10,18
3,20,2028,2,498,308,,2,,,,,,
3,20,2028,2,498,309,,1,1,2,,10,1,2
3,20,2028,2,498,310,,2,,,,,,
3,20,2028,2,498,311,,2,,,,,,
3,20,2028,2,498,312,,2,,,,,,
3,20,2028,2,498,313,,2,,,,,,
3,20,2028,2,498,314,,2,,,,,,
3,20,2028,2,498,315,,2,,,,,,
3,20,2030,2,1050,301,,2,,,,,,
3,20,2030,2,1050,302,,2,,,,,,
3,20,2030,2,1050,303,,2,,,,,,
3,20,2030,2,1050,304,,1,1,3,,13,,3
3,20,2030,2,1050,305,,2,,,,,,
3,20,2030,2,1050,306,,1,1,2,,21,,19
3,20,2030,2,1050,307,,2,,,,,,
3,20,2030,2,1050,308,,2,,,,,,
3,20,2030,2,1050,309,,2,,,,,,
3,20,2030,2,1050,310,,2,,,,,,
3,20,2030,2,1050,311,,2,,,,,,
3,20,2030,2,1050,312,,2,,,,,,
3,20,2030,2,1050,313,,2,,,,,,
3,20,2030,2,1050,314,,2,,,,,,
3,20,2030,2,1050,315,,2,,,,,,
3,20,2032,1,1390,301,,1,1,5,,13,,2
3,20,2032,1,1390,302,,1,1,4,,30,,7
3,20,2032,1,1390,303,,2,,,,,,
3,20,2032,1,1390,304,,1,3,3,,15,2,5
3,20,2032,1,1390,305,,1,1,5,,11,11,5
3,20,2032,1,1390,306,,1,1,3,,22,2,17
3,20,2032,1,1390,307,,1,3,2,,30,4,10
3,20,2032,1,1390,308,,2,,,,,,
3,20,2032,1,1390,309,,2,,,,,,
3,20,2032,1,1390,310,,2,,,,,,
3,20,2032,1,1390,311,,1,1,5,,25,,
3,20,2032,1,1390,312,,2,,,,,,
3,20,2032,1,1390,313,,1,1,3,,18,,10
3,20,2032,1,1390,314,,2,,,,,,
3,20,2032,1,1390,315,,2,,,,,,
3,20,2032,2,1772,301,,1,1,4,,19,,1
3,20,2032,2,1772,302,,2,,,,,,
3,20,2032,2,1772,303,,2,,,,,,
3,20,2032,2,1772,304,,2,,,,,,
3,20,2032,2,1772,305,,2,,,,,,
3,20,2032,2,1772,306,,1,1,3,,25,,23
3,20,2032,2,1772,307,,1,2,2,,30,2,2
3,20,2032,2,1772,308,,2,,,,,,
3,20,2032,2,1772,309,,2,,,,,,
3,20,2032,2,1772,310,,2,,,,,,
3,20,2032,2,1772,311,,2,,,,,,
3,20,2032,2,1772,312,,2,,,,,,
3,20,2032,2,1772,313,,2,,,,,,
3,20,2032,2,1772,314,,2,,,,,,
3,20,2032,2,1772,315,,2,,,,,,
3,21,2102,2,1124,301,,1,1,3,,12,4,3
3,21,2102,2,1124,302,,1,2,3,,70,12,27
3,21,2102,2,1124,303,,2,,,,,,
3,21,2102,2,1124,304,,1,1,2,,60,10,37
3,21,2102,2,1124,305,,1,1,2,,80,80,36
3,21,2102,2,1124,306,,1,1,2,,100,0,43
3,21,2102,2,1124,307,,1,2,1,,50,5,22
3,21,2102,2,1124,308,,2,,,,,,
3,21,2102,2,1124,309,,1,1,2,,10,4,4
3,21,2102,2,1124,310,,2,,,,,,
3,21,2102,2,1124,311,,1,1,2,,15,0,4
3,21,2102,2,1124,312,,2,,,,,,
3,21,2102,2,1124,313,,1,1,2,,3,0,0
3,21,2102,2,1124,314,,1,1,3,,11,4,3
3,21,2102,2,1124,315,,2,,,,,,
3,21,2106,2,236,301,,1,1,2,,10,0,3
3,21,2106,2,236,302,,1,3,2,,25,6,14
3,21,2106,2,236,303,,1,1,3,,7,2,0
3,21,2106,2,236,304,,1,1,1,,20,4,2
3,21,2106,2,236,305,,1,1,1,,22,22,6
3,21,2106,2,236,306,,1,1,1,,30,0,21
3,21,2106,2,236,307,,1,1,1,,14,2,7
3,21,2106,2,236,308,,1,1,2,,12,4,4
3,21,2106,2,236,309,,1,1,1,,6,2,0
3,21,2106,2,236,310,,1,1,1,,12,3,2
3,21,2106,2,236,311,,1,2,2,,16,0,2
3,21,2106,2,236,312,,2,,,,,,
3,21,2106,2,236,313,,1,1,1,,25,0,7
3,21,2106,2,236,314,,2,,,,,,
3,21,2106,2,236,315,,2,,,,,,
3,21,2106,2,2822,301,,1,1,2,,15,3,2
3,21,2106,2,2822,302,,1,3,1,,60,8,15
3,21,2106,2,2822,303,".",1,1,1,,10,2,3
3,21,2106,2,2822,304,,1,1,1,,25,7,8
3,21,2106,2,2822,305,,1,1,2,,20,20,9
3,21,2106,2,2822,306,,1,1,1,,15,0,8
3,21,2106,2,2822,307,,1,1,1,,19,5,9
3,21,2106,2,2822,308,,1,1,2,,12,5,4
3,21,2106,2,2822,309,,1,1,1,,10,2,0
3,21,2106,2,2822,310,,1,1,1,,15,3,4
3,21,2106,2,2822,311,,1,1,2,,12,2,3
3,21,2106,2,2822,312,,2,,,,,,
3,21,2106,2,2822,313,,1,1,1,,21,0,6
3,21,2106,2,2822,314,,1,1,2,,28,6,17
3,21,2106,2,2822,315,,2,,,,,,
3,21,2108,1,520,301,,1,1,2,,30,7,5
3,21,2108,1,520,302,,1,4,2,,50,16,13
3,21,2108,1,520,303,,1,2,2,,36,8,14
3,21,2108,1,520,304,,1,4,2,,42,16,16
3,21,2108,1,520,305,,1,1,3,,55,55,21
3,21,2108,1,520,306,,1,3,1,,28,18,32
3,21,2108,1,520,307,,1,5,1,,25,6,11
3,21,2108,1,520,308,,1,1,2,,15,7,4
3,21,2108,1,520,309,,1,1,2,,20,6,3
3,21,2108,1,520,310,,1,1,2,,32,4,6
3,21,2108,1,520,311,,1,1,2,,25,7,7
3,21,2108,1,520,312,,2,,,,,,
3,21,2108,1,520,313,,1,1,1,,46,8,17
3,21,2108,1,520,314,,1,1,3,,48,12,23
3,21,2108,1,520,315,,2,,,,,,
3,21,2109,2,38,301,,2,,,,,,
3,21,2109,2,38,302,,1,2,2,,30,10,6
3,21,2109,2,38,303,,2,,,,,,
3,21,2109,2,38,304,,2,,,,,,
3,21,2109,2,38,305,,2,,,,,,
3,21,2109,2,38,306,,2,,,,,,
3,21,2109,2,38,307,,1,3,1,,30,10,9
3,21,2109,2,38,308,,2,,,,,,
3,21,2109,2,38,309,,2,,,,,,
3,21,2109,2,38,310,,2,,,,,,
3,21,2109,2,38,311,,2,,,,,,
3,21,2109,2,38,312,,2,,,,,,
3,21,2109,2,38,313,,2,,,,,,
3,21,2109,2,38,314,,2,,,,,,
3,21,2109,2,38,315,,2,,,,,,
3,21,2111,2,180,301,,1,1,1,,16,0,4
3,21,2111,2,180,302,,1,3,2,,25,0,10
3,21,2111,2,180,303,,2,,,,,,
3,21,2111,2,180,304,,1,1,2,,20,0,6
3,21,2111,2,180,305,,2,,,,,,
3,21,2111,2,180,306,,1,1,2,,35,0,20
3,21,2111,2,180,307,,1,3,1,,20,0,15
3,21,2111,2,180,308,,1,1,1,,10,0,3
3,21,2111,2,180,309,,2,,,,,,
3,21,2111,2,180,310,,1,1,2,,10,0,2
3,21,2111,2,180,311,,1,1,2,,10,0,2
