"zone","state","lga","sector","ea","group_cd","groupspecify","sc3q1","sc3q2","sc3q3a","sc3q3b","sc3q4","sc3q5","sc3q6"
5,10,1007,1,1166,307,,1,4,2,,100,70,5
5,10,1007,1,1166,308,,1,5,2,,220,10,5
5,10,1007,1,1166,309,,2,,,,,,
5,10,1007,1,1166,310,,2,,,,,,
5,10,1007,1,1166,311,,1,3,3,,8,3,0
5,10,1007,1,1166,312,,2,,,,,,
5,10,1007,1,1166,313,,2,,,,,,
5,10,1007,1,1166,314,,2,,,,,,
5,10,1008,2,1314,301,,2,,,,,,
5,10,1008,2,1314,302,,2,,,,,,
5,10,1008,2,1314,303,,2,,,,,,
5,10,1008,2,1314,304,,2,,,,,,
5,10,1008,2,1314,305,,1,10,2,,200,200,0
5,10,1008,2,1314,306,,2,,,,,,
5,10,1008,2,1314,307,,1,4,6,,100,70,0
5,10,1008,2,1314,308,,2,,,,,,
5,10,1008,2,1314,309,,1,1,2,,12,3,0
5,10,1008,2,1314,310,,2,,,,,,
5,10,1008,2,1314,311,,1,1,2,,15,4,0
5,10,1008,2,1314,312,,2,,,,,,
5,10,1008,2,1314,313,,2,,,,,,
5,10,1008,2,1314,314,,2,,,,,,
5,10,1008,2,1314,315,,,,,,,,
5,10,1008,2,1718,301,,2,,,,,,
5,10,1008,2,1718,302,,2,,,,,,
5,10,1008,2,1718,303,,2,,,,,,
5,10,1008,2,1718,304,,1,6,1,,30,20,5
5,10,1008,2,1718,305,,1,4,1,,60,60,10
5,10,1008,2,1718,306,,1,1,1,,400,0,20
5,10,1008,2,1718,307,,1,4,1,,150,100,
5,10,1008,2,1718,308,,2,,,,,,
5,10,1008,2,1718,309,,1,2,2,,13,3,0
5,10,1008,2,1718,310,,2,,,,,,
5,10,1008,2,1718,311,,1,4,2,,10,3,0
5,10,1008,2,1718,312,,2,,,,,,
5,10,1008,2,1718,313,,1,1,6,,37,0,0
5,10,1008,2,1718,314,,2,,,,,,
5,10,1008,2,1718,315,,,,,,,,
5,10,1010,2,20,301,,1,1,2,,49,3,8
5,10,1010,2,20,305,,1,1,2,,20,20,0
5,10,1010,2,20,307,,1,2,2,,34,12,10
5,10,1010,2,20,308,,1,1,2,,7,2,0
5,10,1010,2,20,313,,1,1,2,,54,0,3
5,10,1012,2,936,301,,1,1,2,,25,3,0
5,10,1012,2,936,302,,1,5,2,,30,3,0
5,10,1012,2,936,303,,1,10,1,,20,5,0
5,10,1012,2,936,304,,1,10,1,,10,4,0
5,10,1012,2,936,305,,1,1,2,,400,400,20
5,10,1012,2,936,306,,1,3,2,,400,50,50
5,10,1012,2,936,307,,1,7,1,,150,35,10
5,10,1012,2,936,308,,2,,,,,,
5,10,1012,2,936,309,,1,1,2,,13,3,1
5,10,1012,2,936,310,,1,1,2,,13,3,0
5,10,1012,2,936,311,,1,6,3,,15,2,0
5,10,1012,2,936,312,,1,3,2,,17,7,1
5,10,1012,2,936,313,,1,1,2,,20,0,0
5,10,1012,2,936,314,,2,,,,,,
5,10,1012,2,936,315,,,,,,,,
5,10,1014,2,80,301,,2,,,,,,
5,10,1014,2,80,302,,1,3,2,,20,5,2
5,10,1014,2,80,303,,1,5,2,,50,30,5
5,10,1014,2,80,304,,1,4,2,,10,4,0
5,10,1014,2,80,305,,2,,,,,,
5,10,1014,2,80,306,,1,1,2,,50,20,40
5,10,1014,2,80,307,,1,3,2,,100,40,30
5,10,1014,2,80,308,,1,4,2,,40,10,10
5,10,1014,2,80,309,,2,,,,,,
5,10,1014,2,80,310,,2,,,,,,
5,10,1014,2,80,311,,1,1,3,,25,5,3
5,10,1014,2,80,312,,2,,,,,,
5,10,1014,2,80,313,,2,,,,,,
5,10,1014,2,80,314,,2,,,,,,
5,10,1014,2,80,315,,2,,,,,,
5,10,1018,1,634,305,,1,1,2,,300,300,90
5,10,1018,1,634,306,,1,1,3,,500,150,26
5,10,1018,1,634,307,,1,6,6,"ANY TIME",400,120,10
5,10,1018,1,634,308,,1,3,1,,130,55,40
5,10,1018,2,898,301,,2,,,,,,
5,10,1018,2,898,302,,2,,,,,,
5,10,1018,2,898,303,,2,,,,,,
5,10,1018,2,898,304,,2,,,,,,
5,10,1018,2,898,305,,1,1,3,,90,90,20
5,10,1018,2,898,306,,1,1,3,,120,40,60
5,10,1018,2,898,307,,1,3,6,"NO FIXED DATE",500,150,10
5,10,1018,2,898,308,,1,1,6,"NO FIXED DATE",50,20,18
5,10,1018,2,898,310,,1,1,4,,7,0,0
5,10,1018,2,898,311,,1,1,3,,180,60,10
5,10,1020,1,38,301,,1,7,1,,7,2,0
5,10,1020,1,38,305,,1,1,1,,100,100,30
5,10,1020,1,38,306,,1,1,1,,600,200,25
5,10,1020,1,38,307,,1,8,2,,100,300,50
5,10,1020,1,38,308,,1,3,2,,25,10,2
5,10,1020,1,38,309,,1,1,1,,7,2,0
5,10,1020,1,38,310,,1,1,5,,5,0,0
5,10,1020,1,38,311,,1,1,3,,9,0,0
5,10,1021,2,120,301,,1,1,2,,15,0,0
5,10,1021,2,120,302,,1,5,2,,13,13,0
5,10,1021,2,120,303,,1,30,2,,20,8,0
5,10,1021,2,120,304,,1,4,2,,10,4,0
5,10,1021,2,120,305,,1,1,2,,90,90,3
5,10,1021,2,120,306,,1,1,2,,250,50,10
5,10,1021,2,120,307,,1,4,1,,150,90,0
5,10,1021,2,120,308,,1,3,2,,18,5,0
5,10,1021,2,120,309,,1,1,2,,13,2,0
5,10,1021,2,120,310,,1,1,2,,12,3,0
5,10,1021,2,120,311,,1,8,,,12,2,0
5,10,1021,2,120,312,,2,,,,,,
5,10,1021,2,120,313,,1,1,1,,25,0,0
5,10,1021,2,120,314,,1,1,1,,8,3,0
5,10,1021,2,120,315,,,,,,,,
5,10,1025,2,1774,301,,1,1,3,,9,,
5,10,1025,2,1774,305,,1,1,3,,75,75,15
5,10,1025,2,1774,306,,1,1,2,,130,40,70
5,10,1025,2,1774,307,,1,4,6,"ANY TIME",400,180,30
5,10,1025,2,1774,308,,1,1,2,,25,14,0
5,10,1025,2,1774,311,,1,1,3,,60,30,0
4,11,1101,2,154,301,,1,1,2,,16,4,3
4,11,1101,2,154,302,,2,,,,,,
4,11,1101,2,154,303,,2,,,,,,
4,11,1101,2,154,304,,2,,,,,,
4,11,1101,2,154,305,,1,1,3,,28,28,4
4,11,1101,2,154,306,,1,1,1,,19,6,14
4,11,1101,2,154,307,,1,1,1,,21,7,10
4,11,1101,2,154,308,,1,1,4,,17,3,2
4,11,1101,2,154,309,,1,1,2,,14,5,3
4,11,1101,2,154,310,,1,1,2,,20,6,1
4,11,1101,2,154,311,,1,1,3,,12,4,3
4,11,1101,2,154,312,,2,,,,,,
4,11,1101,2,154,313,,1,1,2,,11,0,5
4,11,1101,2,154,314,,2,,,,,,
4,11,1101,2,154,315,,2,,,,,,
4,11,1102,2,936,301,,1,1,2,,16,2,2
4,11,1102,2,936,302,,2,,,,,,
4,11,1102,2,936,303,,2,,,,,,
4,11,1102,2,936,304,,2,,,,,,
4,11,1102,2,936,305,,1,1,3,,30,30,7
4,11,1102,2,936,306,,1,1,1,,17,4,10
4,11,1102,2,936,307,,1,1,1,,19,3,7
4,11,1102,2,936,308,,1,1,4,,20,2,2
4,11,1102,2,936,309,,1,1,2,,16,6,4
4,11,1102,2,936,310,,1,1,2,,14,5,2
4,11,1102,2,936,311,,1,1,2,,21,8,3
4,11,1102,2,936,312,,2,,,,,,
4,11,1102,2,936,313,,1,1,2,,10,0,3
4,11,1102,2,936,314,,2,,,,,,
4,11,1102,2,936,315,,2,,,,,,
4,11,1104,2,434,301,,1,1,3,,20,3,4
4,11,1104,2,434,302,,2,,,,,,
4,11,1104,2,434,303,,2,,,,,,
4,11,1104,2,434,304,,2,,,,,,
4,11,1104,2,434,305,,1,1,3,,24,24,3
4,11,1104,2,434,306,,1,1,3,,26,6,17
4,11,1104,2,434,307,,1,1,1,,16,3,10
4,11,1104,2,434,308,,1,1,4,,14,4,2
4,11,1104,2,434,309,,1,1,2,,12,3,3
4,11,1104,2,434,310,,1,1,3,,11,4,1
4,11,1104,2,434,311,,1,1,3,,15,5,2
4,11,1104,2,434,312,,2,,,,,,
4,11,1104,2,434,313,,1,1,2,,9,0,4
4,11,1104,2,434,314,,2,,,,,,
4,11,1104,2,434,315,,2,,,,,,
4,11,1104,1,2028,301,,1,1,2,,10,3,4
4,11,1104,1,2028,302,,1,1,2,,12,4,6
4,11,1104,1,2028,303,,1,1,3,,9,2,4
4,11,1104,1,2028,304,,1,2,2,,11,4,5
4,11,1104,1,2028,305,,1,2,2,,14,14,7
4,11,1104,1,2028,306,,1,1,2,,16,7,6
4,11,1104,1,2028,307,,1,2,1,,13,6,8
4,11,1104,1,2028,308,,1,1,1,,8,2,5
4,11,1104,1,2028,309,,1,1,2,,8,2,4
4,11,1104,1,2028,310,,1,1,3,,9,3,3
4,11,1104,1,2028,311,,1,1,3,,10,4,2
4,11,1104,1,2028,312,,1,1,3,,5,1,1
4,11,1104,1,2028,313,,1,1,3,,4,,1
4,11,1104,1,2028,314,,1,1,2,,7,2,2
4,11,1104,1,2028,315,,2,,,,,,
4,11,1105,2,100,301,,1,1,3,,16,3,4
4,11,1105,2,100,302,,2,,,,,,
4,11,1105,2,100,303,,2,,,,,,
4,11,1105,2,100,304,,2,,,,,,
4,11,1105,2,100,305,,1,1,2,,19,19,3
4,11,1105,2,100,306,,1,1,4,,20,5,2
4,11,1105,2,100,307,,1,6,2,,25,4,5
4,11,1105,2,100,308,,1,1,5,,11,0,0
4,11,1105,2,100,309,,1,1,3,,14,6,1
4,11,1105,2,100,310,,1,1,3,,10,0,2
4,11,1105,2,100,311,,1,1,3,,21,7,2
4,11,1105,2,100,312,,2,,,,,,
4,11,1105,2,100,313,,1,1,2,,18,0,3
4,11,1105,2,100,314,,2,,,,,,
4,11,1105,2,100,315,,2,,,,,,
4,11,1106,2,446,301,,1,1,2,,14,3,2
4,11,1106,2,446,302,,2,,,,,,
4,11,1106,2,446,303,,2,,,,,,
4,11,1106,2,446,304,,2,,,,,,
4,11,1106,2,446,305,,1,1,3,,24,24,6
4,11,1106,2,446,306,,1,1,1,,16,6,11
4,11,1106,2,446,307,,1,1,1,,17,4,9
4,11,1106,2,446,308,,1,1,4,,20,5,2
4,11,1106,2,446,309,,1,1,2,,15,7,3
4,11,1106,2,446,310,,1,1,2,,12,5,2
4,11,1106,2,446,311,,1,1,3,,14,6,2
4,11,1106,2,446,312,,2,,,,,,
4,11,1106,2,446,313,,1,1,2,,10,0,4
4,11,1106,2,446,314,,2,,,,,,
4,11,1106,2,446,315,,2,,,,,,
4,11,1107,2,1034,301,,1,1,2,,24,5,7
4,11,1107,2,1034,302,,2,,,,,,
4,11,1107,2,1034,303,,2,,,,,,
4,11,1107,2,1034,304,,2,,,,,,
4,11,1107,2,1034,305,,1,1,3,,26,26,9
4,11,1107,2,1034,306,,1,1,1,,20,7,16
4,11,1107,2,1034,307,,1,1,1,,18,4,14
4,11,1107,2,1034,308,,1,1,4,,16,3,2
4,11,1107,2,1034,309,,1,1,2,,12,5,3
4,11,1107,2,1034,310,,1,1,2,,14,6,2
4,11,1107,2,1034,311,,1,1,3,,10,4,1
4,11,1107,2,1034,312,,2,,,,,,
4,11,1107,2,1034,313,,1,1,2,,9,0,4
4,11,1107,2,1034,314,,2,,,,,,
4,11,1107,2,1034,315,,2,,,,,,
4,11,1108,2,492,301,,1,1,3,,14,2,3
4,11,1108,2,492,302,,2,,,,,,
4,11,1108,2,492,303,,2,,,,,,
4,11,1108,2,492,304,,2,,,,,,
4,11,1108,2,492,305,,1,1,2,,10,10,0
4,11,1108,2,492,306,,1,1,4,,24,4,5
4,11,1108,2,492,307,,1,4,2,,17,2,14
4,11,1108,2,492,308,,1,1,5,,9,0,0
4,11,1108,2,492,309,,1,1,3,,12,0,1
4,11,1108,2,492,310,,1,1,3,,13,1,2
4,11,1108,2,492,311,,1,1,3,,19,2,2
4,11,1108,2,492,312,,2,,,,,,
4,11,1108,2,492,313,,1,1,2,,15,0,2
4,11,1108,2,492,314,,2,,,,,,
4,11,1108,2,492,315,,2,,,,,,
4,11,1109,2,672,301,,1,1,2,,14,3,2
4,11,1109,2,672,302,,2,,,,,,
4,11,1109,2,672,303,,2,,,,,,
4,11,1109,2,672,304,,2,,,,,,
4,11,1109,2,672,305,,1,1,3,,26,26,4
4,11,1109,2,672,306,,1,1,1,,17,4,10
4,11,1109,2,672,307,,1,1,1,,19,3,8
4,11,1109,2,672,308,,1,1,4,,21,4,2
4,11,1109,2,672,309,,1,1,2,,16,5,3
4,11,1109,2,672,310,,1,1,2,,14,4,2
4,11,1109,2,672,311,,1,1,3,,12,4,2
4,11,1109,2,672,312,,1,1,2,,9,0,3
4,11,1109,2,672,314,,2,,,,,,
4,11,1109,2,672,315,,2,,,,,,
4,11,1110,2,714,301,,1,1,3,,20,2,9
4,11,1110,2,714,302,,2,,,,,,
4,11,1110,2,714,303,,2,,,,,,
4,11,1110,2,714,304,,2,,,,,,
4,11,1110,2,714,305,,1,1,3,,12,12,2
4,11,1110,2,714,306,,1,1,2,,16,4,4
4,11,1110,2,714,307,,1,1,2,,16,2,5
4,11,1110,2,714,308,,1,1,5,,14,3,4
4,11,1110,2,714,309,,1,1,3,,10,2,3
4,11,1110,2,714,310,,1,1,3,,12,4,2
4,11,1110,2,714,311,,1,1,3,,17,6,4
4,11,1110,2,714,312,,2,,,,,,
4,11,1110,2,714,313,,1,1,4,,9,0,2
4,11,1110,2,714,314,,2,,,,,,
4,11,1110,2,714,315,,2,,,,,,
4,11,1110,2,2752,301,,1,1,3,,18,3,2
4,11,1110,2,2752,302,,2,,,,,,
4,11,1110,2,2752,303,,2,,,,,,
4,11,1110,2,2752,304,,2,,,,,,
4,11,1110,2,2752,305,,1,1,2,,24,24,5
4,11,1110,2,2752,306,,1,1,2,,26,6,4
4,11,1110,2,2752,307,,1,1,2,,30,5,10
4,11,1110,2,2752,308,,1,1,5,,16,4,0
4,11,1110,2,2752,309,,1,1,2,,10,5,2
4,11,1110,2,2752,310,,1,1,3,,14,6,0
4,11,1110,2,2752,311,,1,1,3,,19,8,3
4,11,1110,2,2752,312,,2,,,,,,
4,11,1110,2,2752,313,,1,1,1,,9,0,6
4,11,1110,2,2752,314,,2,,,,,,
4,11,1110,2,2752,315,,2,,,,,,
4,11,1112,2,78,301,,1,1,2,,7,0,2
4,11,1112,2,78,302,,2,,,,,,
4,11,1112,2,78,303,,2,,,,,,
4,11,1112,2,78,304,,2,,,,,,
4,11,1112,2,78,305,,1,1,2,,9,9,1
4,11,1112,2,78,306,,1,1,2,,16,6,4
4,11,1112,2,78,307,,1,1,2,,10,2,3
4,11,1112,2,78,308,,1,1,3,,12,3,1
4,11,1112,2,78,309,,2,,,,,,
4,11,1112,2,78,310,,1,1,3,,6,0,0
4,11,1112,2,78,311,,1,1,3,,14,4,1
4,11,1112,2,78,312,,2,,,,,,
4,11,1112,2,78,313,,1,1,3,,8,0,2
4,11,1112,2,78,314,,2,,,,,,
4,11,1112,2,78,315,,2,,,,,,
4,11,1112,2,1952,301,,1,1,2,,9,3,1
4,11,1112,2,1952,302,,2,,,,,,
4,11,1112,2,1952,303,,2,,,,,,
4,11,1112,2,1952,304,,1,1,3,,10,4,1
4,11,1112,2,1952,305,,1,1,2,,7,7,0
4,11,1112,2,1952,306,,1,1,2,,14,5,10
4,11,1112,2,1952,307,,1,1,1,,20,6,9
4,11,1112,2,1952,308,,1,1,5,,11,2,0
4,11,1112,2,1952,309,,2,,,,,,
4,11,1112,2,1952,310,,1,1,2,,8,4,1
4,11,1112,2,1952,311,,1,1,3,,7,3,0
4,11,1112,2,1952,312,,2,,,,,,
4,11,1112,2,1952,313,,2,,,,,,
4,11,1112,2,1952,314,,2,,,,,,
4,11,1112,2,1952,315,,2,,,,,,
4,11,1113,2,954,301,,1,1,2,,20,4,6
4,11,1113,2,954,302,,2,,,,,,
4,11,1113,2,954,303,,2,,,,,,
4,11,1113,2,954,304,,2,,,,,,
4,11,1113,2,954,305,,1,1,1,,24,24,5
4,11,1113,2,954,306,,1,1,2,,16,6,9
4,11,1113,2,954,307,,1,1,1,,14,2,8
4,11,1113,2,954,308,,1,1,5,,11,1,1
4,11,1113,2,954,309,,1,1,3,,12,4,1
4,11,1113,2,954,310,,1,1,3,,10,3,2
4,11,1113,2,954,311,,1,1,3,,18,5,1
4,11,1113,2,954,312,,2,,,,,,
4,11,1113,2,954,313,,1,1,1,,8,0,3
4,11,1113,2,954,314,,2,,,,,,
4,11,1113,2,954,315,,2,,,,,,
5,12,1202,1,2146,302,,2,,,,,,
5,12,1202,1,2146,303,,2,,,,,,
5,12,1202,1,2146,304,,2,,,,,,
5,12,1202,1,2146,305,,2,,,,,,
5,12,1202,1,2146,306,,2,,,,,,
5,12,1202,1,2146,307,,2,,,,,,
5,12,1202,1,2146,308,,2,,,,,,
5,12,1202,1,2146,309,,2,,,,,,
5,12,1202,1,2146,310,,2,,,,,,
5,12,1202,1,2146,311,,2,,,,,,
5,12,1202,1,2146,312,,2,,,,,,
5,12,1202,1,2146,313,,2,,,,,,
5,12,1202,1,2146,314,,2,,,,,,
5,12,1202,1,2146,315,,2,,,,,,
5,12,1202,1,2710,301,,2,,,,,,
5,12,1202,1,2710,,,1,1,2,,999,999,99
5,12,1204,2,736,301,,1,1,,,7,0,2
5,12,1204,2,736,302,,2,,,,,,
5,12,1204,2,736,303,,2,,,,,,
5,12,1204,2,736,304,,2,,,,,,
5,12,1204,2,736,305,,2,,,,,,
5,12,1204,2,736,306,,2,,,,,,
5,12,1204,2,736,307,,2,,,,,,
5,12,1204,2,736,308,,2,,,,,,
5,12,1204,2,736,309,,1,1,,,6,0,2
5,12,1204,2,736,310,,1,1,,,,5,1
5,12,1204,2,736,311,,1,,,,,,
5,12,1204,2,736,312,,2,,,,,,
5,12,1204,2,736,313,,1,7,,,20,0,10
5,12,1204,2,736,314,,2,,,,,,
5,12,1204,2,736,315,,2,,,,,,
5,12,1208,2,526,301,,2,,,,,,
5,12,1208,2,526,302,,2,,,,,,
5,12,1208,2,526,303,,2,,,,,,
5,12,1208,2,526,304,,2,,,,,,
5,12,1208,2,526,305,,1,1,1,,156,156,50
5,12,1208,2,526,306,,1,1,2,,250,0,20
5,12,1208,2,526,307,,,,,,,,
5,12,1208,2,526,310,,1,1,3,,10,0,0
5,12,1208,2,526,311,,1,1,4,,50,10,0
5,12,1208,2,526,312,,2,,,,,,
5,12,1208,2,526,313,,2,,,,,,
5,12,1208,2,526,314,,2,,,,,,
5,12,1208,2,526,315,,2,,,,,,
5,12,1210,2,462,301,,2,,,,,,
5,12,1210,2,462,302,,2,,,,,,
5,12,1210,2,462,303,,2,,,,,,
5,12,1210,2,462,304,,2,,,,,,
5,12,1210,2,462,305,,2,,,,,,
5,12,1210,2,462,306,,2,,,,,,
5,12,1210,2,462,307,,2,,,,,,
5,12,1210,2,462,308,,2,,,,,,
5,12,1210,2,462,309,,2,,,,,,
5,12,1210,2,462,310,,1,1,3,,13,3,4
5,12,1210,2,462,311,,2,,,,,,
5,12,1210,2,462,312,,2,,,,,,
5,12,1210,2,462,313,,1,1,1,,14,,8
5,12,1210,2,462,314,,2,,,,,,
5,12,1210,2,462,315,,2,,,,,,
5,12,1211,1,2220,301,,2,,,,,,
5,12,1211,1,2220,302,,2,,,,,,
5,12,1211,1,2220,303,,2,,,,,,
5,12,1211,1,2220,304,,2,,,,,,
5,12,1211,1,2220,305,,2,,,,,,
5,12,1211,1,2220,306,,2,,,,,,
5,12,1211,1,2220,307,,2,,,,,,
5,12,1211,1,2220,308,,2,,,,,,
5,12,1211,1,2220,309,,2,,,,,,
5,12,1211,1,2220,310,,2,,,,,,
5,12,1211,1,2220,311,,2,,,,,,
5,12,1211,1,2220,312,,2,,,,,,
5,12,1211,1,2220,313,,1,1,1,,13,0,4
5,12,1211,1,2220,314,,2,,,,,,
5,12,1211,1,2220,315,,1,1,2,,210,20,10
5,12,1211,1,2856,301,,1,1,1,,10,,4
5,12,1211,1,2856,302,,2,,,,,,
5,12,1211,1,2856,303,,2,,,,,,
5,12,1211,1,2856,304,,2,,,,,,
5,12,1211,1,2856,305,,2,,,,,,
5,12,1211,1,2856,306,,2,,,,,,
5,12,1211,1,2856,307,,2,,,,,,
5,12,1211,1,2856,308,,2,,,,,,
5,12,1211,1,2856,309,,2,,,,,,
5,12,1211,1,2856,310,,2,,,,,,
5,12,1211,1,2856,311,,2,,,,,,
5,12,1211,1,2856,312,,2,,,,,,
5,12,1211,1,2856,313,,1,1,6,,12,,3
5,12,1211,1,2856,314,,2,,,,,,
5,12,1211,1,2856,315,,2,,,,,,
5,12,1212,1,1392,301,,2,,,,,,
5,12,1212,1,1392,302,,2,,,,,,
5,12,1212,1,1392,303,,2,,,,,,
5,12,1212,1,1392,304,,2,,,,,,
5,12,1212,1,1392,305,,2,,,,,,
5,12,1212,1,1392,306,,2,,,,,,
5,12,1212,1,1392,307,,2,,,,,,
5,12,1212,1,1392,308,,2,,,,,,
5,12,1212,1,1392,309,,2,,,,,,
5,12,1212,1,1392,310,,2,,,,,,
5,12,1212,1,1392,311,,2,,,,,,
5,12,1212,1,1392,312,,2,,,,,,
5,12,1212,1,1392,313,,2,,,,,,
5,12,1212,1,1392,314,,2,,,,,,
5,12,1212,1,1392,315,,2,,,,,,
5,12,1214,2,452,301,,2,,,,,,
5,12,1214,2,452,302,,2,,,,,,
5,12,1214,2,452,303,,2,,,,,,
5,12,1214,2,452,304,,2,,,,,,
5,12,1214,2,452,305,,2,,,,,,
5,12,1214,2,452,306,,2,,,,,,
5,12,1214,2,452,307,,2,,,,,,
5,12,1214,2,452,308,,2,,,,,,
5,12,1214,2,452,309,,2,,,,,,
5,12,1214,2,452,310,,2,,,,,,
5,12,1214,2,452,311,,2,,,,,,
5,12,1214,2,452,312,,2,,,,,,
5,12,1214,2,452,313,,2,,,,,,
5,12,1214,2,452,314,,2,,,,,,
5,12,1214,2,452,315,,2,,,,,,
5,12,1216,2,618,301,,2,,,,,,
5,12,1216,2,618,302,,2,,,,,,
5,12,1216,2,618,303,,2,,,,,,
5,12,1216,2,618,304,,2,,,,,,
5,12,1216,2,618,305,,1,1,1,,100,100,
5,12,1216,2,618,306,,2,,,,,,
5,12,1216,2,618,307,,2,,,,,,
5,12,1216,2,618,308,,2,,,,,,
5,12,1216,2,618,309,,2,,,,,,
5,12,1216,2,618,310,,2,,,,,,
5,12,1216,2,618,311,,2,,,,,,
5,12,1216,2,618,312,,2,,,,,,
5,12,1216,2,618,313,,2,,,,,,
5,12,1216,2,618,314,,2,,,,,,
5,12,1216,2,618,315,,2,,,,,,
6,13,1301,1,1206,301,,1,2,2,,30,8,2
6,13,1301,1,1206,302,,2,,,,,,
6,13,1301,1,1206,303,,1,5,2,,50,26,5
6,13,1301,1,1206,304,,1,10,2,,25,5,4
6,13,1301,1,1206,305,,1,6,1,,40,40,10
6,13,1301,1,1206,306,,1,1,2,,60,25,45
6,13,1301,1,1206,307,,1,12,1,,180,100,50
6,13,1301,1,1206,308,,2,,,,,,
6,13,1301,1,1206,309,,2,,,,,,
6,13,1301,1,1206,310,,2,,,,,,
6,13,1301,1,1206,311,,1,2,3,,250,150,45
6,13,1301,1,1206,312,,2,,,,,,
6,13,1301,1,1206,313,,1,1,1,,18,0,4
6,13,1301,1,1206,314,,2,,,,,,
6,13,1301,1,1206,315,,2,,,,,,
6,13,1303,1,626,301,,1,1,2,,15,3,
6,13,1303,1,626,302,,2,,,,,,
6,13,1303,1,626,303,,1,5,2,,50,30,10
6,13,1303,1,626,304,,1,10,1,,40,20,12
6,13,1303,1,626,305,,1,6,1,,55,55,15
6,13,1303,1,626,306,,1,1,2,,80,35,40
6,13,1303,1,626,307,,1,8,1,,200,120,50
6,13,1303,1,626,308,,1,1,1,,10,4,2
6,13,1303,1,626,309,,1,1,1,,12,5,2
6,13,1303,1,626,310,,2,,,,,,
6,13,1303,1,626,311,,1,2,3,,150,80,25
6,13,1303,1,626,312,,2,,,,,,
6,13,1303,1,626,313,,1,1,2,,10,,1
6,13,1303,1,626,314,,2,,,,,,
6,13,1303,1,626,315,,2,,,,,,
6,13,1305,2,10,301,,1,1,2,,15,5,0
6,13,1305,2,10,302,,2,,,,,,
6,13,1305,2,10,303,,1,6,2,,50,26,5
6,13,1305,2,10,304,,1,10,1,,45,25,10
6,13,1305,2,10,305,,1,6,1,,50,50,15
6,13,1305,2,10,306,,1,1,2,,80,35,45
6,13,1305,2,10,307,,1,12,1,,200,120,50
6,13,1305,2,10,308,,1,2,2,,15,4,2
6,13,1305,2,10,309,,1,1,2,,12,5,1
6,13,1305,2,10,310,,2,,,,,,
6,13,1305,2,10,311,,1,2,3,,250,150,
6,13,1305,2,10,312,,2,,,,,,
6,13,1305,2,10,313,,1,1,2,,12,0,2
6,13,1305,2,10,314,,2,,,,,,
6,13,1305,2,10,315,,2,,,,,,
6,13,1305,1,1232,301,,1,1,2,,12,6,2
6,13,1305,1,1232,302,,2,,,,,,
6,13,1305,1,1232,303,,1,5,2,,50,28,10
6,13,1305,1,1232,304,,1,12,1,,50,30,
6,13,1305,1,1232,305,,1,15,1,,65,65,15
6,13,1305,1,1232,306,,1,1,2,,60,27,40
6,13,1305,1,1232,307,,1,10,1,,300,180,80
6,13,1305,1,1232,308,,2,,,,,,
6,13,1305,1,1232,309,,1,1,1,,10,4,2
6,13,1305,1,1232,310,,2,,,,,,
6,13,1305,1,1232,311,,1,2,3,,250,150,40
6,13,1305,1,1232,312,,2,,,,,,
6,13,1305,1,1232,313,,1,1,2,,10,0,2
6,13,1305,1,1232,314,,2,,,,,,
6,13,1305,1,1232,315,,2,,,,,,
6,13,1307,1,268,301,,1,1,2,,10,2,
6,13,1307,1,268,302,,2,,,,,,
6,13,1307,1,268,303,,1,8,2,,50,30,10
6,13,1307,1,268,304,,1,15,1,,45,20,12
6,13,1307,1,268,305,,1,8,1,,55,55,18
6,13,1307,1,268,306,,1,2,2,,60,28,45
6,13,1307,1,268,307,,1,10,1,,250,150,50
6,13,1307,1,268,308,,2,,,,,,
6,13,1307,1,268,309,,1,1,2,,12,5,2
6,13,1307,1,268,310,,2,,,,,,
6,13,1307,1,268,311,,1,2,3,,200,130,20
6,13,1307,1,268,312,,2,,,,,,
6,13,1307,1,268,313,,1,1,1,,15,,3
6,13,1307,1,268,314,,2,,,,,,
6,13,1307,1,268,315,,2,,,,,,
6,13,1309,2,674,301,,1,1,2,,10,2,0
6,13,1309,2,674,302,,2,,,,,,
6,13,1309,2,674,303,,2,,,,,,
6,13,1309,2,674,304,,2,,,,,,
6,13,1309,2,674,305,,2,,,,,,
6,13,1309,2,674,306,,2,,,,,,
6,13,1309,2,674,307,,2,,,,,,
6,13,1309,2,674,308,,2,,,,,,
6,13,1309,2,674,309,,2,,,,,,
6,13,1309,2,674,310,,2,,,,,,
6,13,1309,2,674,311,,2,,,,,,
6,13,1309,2,674,312,,2,,,,,,
6,13,1309,2,674,313,,2,,,,,,
6,13,1309,2,674,314,,2,,,,,,
6,13,1309,2,674,315,,2,,,,,,
6,13,1310,1,1300,301,,1,1,2,,10,3,0
6,13,1310,1,1300,302,,2,,,,,,
6,13,1310,1,1300,303,,1,4,2,,35,18,5
6,13,1310,1,1300,304,,1,6,1,,40,22,8
6,13,1310,1,1300,305,,1,2,1,,50,50,20
6,13,1310,1,1300,306,,1,1,2,,35,15,20
6,13,1310,1,1300,307,,1,5,1,,200,80,70
6,13,1310,1,1300,308,,2,,,,,,
6,13,1310,1,1300,309,,1,1,2,,12,5,1
6,13,1310,1,1300,310,,1,2,3,,15,6,0
6,13,1310,1,1300,311,,1,1,3,,80,45,10
