"zone","state","lga","sector","ea","hhid","indiv","s4aq1","s4aq2a","s4aq2b","s4aq2c","s4aq3","s4aq4","s4aq5","s4aq6a","s4aq6b","s4aq6c","s4aq7a","s4aq7b","s4aq7c","s4aq8a","s4aq8b","s4aq8c","s4aq9","s4aq10","s4aq11a","s4aq11b","s4aq12a","s4aq12b","s4aq13","s4aq14","s4aq15","s4aq16","s4aq17","s4aq18","s4aq19","s4aq20","s4aq20b","s4aq21","s4aq22a","s4aq22b","s4aq22c","s4aq22d","s4aq22e","s4aq23","s4aq24","s4aq25","s4aq26","s4aq27","s4aq28","s4aq29","s4aq30","s4aq31","s4aq32","s4aq33","s4aq34","s4aq35","s4aq35b","s4aq35c","s4aq36","s4aq36b","s4aq37","s4aq38","s4aq39","s4aq40","s4aq41","s4aq42","s4aq43","s4aq44a","s4aq44b","s4aq45a","s4aq45b","s4aq46","s4aq47","s4aq48","s4aq49","s4aq50","s4aq51","s4aq52","s4aq53","s4aq54","s4aq54b","trackingobs"
4,4,419,2,296,40089,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,2,,,,,,,,,,,,,,,0
4,4,419,2,296,40089,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,419,2,296,40089,7,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,15.1999998092651,90.1999969482422,1,,0
4,4,419,2,296,40090,1,1,6,,,1,1,3,8,,,9,,,7,,,2000,80,,15,,2,1,4000,2,,,2,,,,,2,2,1,2,2,2,65,2,,3,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,419,2,296,40090,2,1,6,,,1,1,3,8,,,9,,,7,,,1500,80,,15,,2,1,2000,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,,,,,2,,,,,,,,,,0
4,4,419,2,296,40090,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,2,,1,,1,,,,,,,4,,,2,,1,1,,,,,2,,,,,,,,,,0
4,4,419,2,296,40090,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,,,,,2,,,,,,,,,,0
4,4,419,2,296,40090,5,1,6,,,1,1,2,8,,,9,,,7,,,800,80,,15,,2,1,1000,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,419,2,296,40090,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,419,2,296,40090,7,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,419,2,296,40090,8,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,15.1499996185303,80.0500030517578,1,,0
4,4,419,2,296,40090,9,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,19.3500003814697,100,1,,0
4,4,401,1,1460,40091,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1700,1,,1700,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,3,2,,,2,,,,,,,,,,0
4,4,401,1,1460,40091,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,500,1,,500,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,2,,,,,,,,,,,,,,,0
4,4,401,1,1460,40091,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,300,3,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,2,,,,,,,,,,,,,,,0
4,4,401,1,1460,40092,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,,,1,1,2,,,,,,,,,,0
4,4,401,1,1460,40093,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,200,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,3,1,,2,,,,,,,,,,0
4,4,401,1,1460,40093,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,13,1,2,,,,,,,,,,,,,,,0
4,4,401,1,1460,40093,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,13,1,1,,,,,,,,,,,,,,,0
4,4,401,1,1460,40093,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,13,1,2,,,,,,,,,,,,,,,0
4,4,401,1,1460,40093,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40093,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,10.6499996185303,7.80000019073486,1,,0
4,4,401,1,1460,40094,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,2,2,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40094,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,2,2,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40095,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,2,,1,1,2,1,0,0,2,,,,,,,,,,0
4,4,401,1,1460,40095,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,1,2,1,2,,,,,,,,,,,,,,,0
4,4,401,1,1460,40095,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,2,,2,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40095,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,2,,2,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40096,1,1,7,,,1,1,8,1,8,,1,4,,7,,,20000,200,,40,,15,1,3500,2,,,1,4000,11,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,1,1,,2,,1,1,4,1,,1,2,,,,,,,,,,0
4,4,401,1,1460,40096,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,1,1,,2,,2,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40096,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,1,1,,2,,1,2,,,,,,,,,,,,,,,0
4,4,401,1,1460,40097,1,1,1,,,1,1,2,1,,,1,,,2,,,2000,100,,15,,10,1,1000,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40097,2,1,7,,,1,1,3,1,,,1,,,2,,,2500,100,,15,,10,1,400,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,3,2,,,2,,,,,,,,,,0
4,4,401,1,1460,40097,3,1,7,,,1,1,2,1,,,1,,,2,,,3000,100,,15,,10,1,200,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40097,4,1,7,,,1,1,2,1,,,1,,,2,,,3000,100,,15,,10,1,200,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40097,5,1,7,,,1,1,2,1,,,1,,,2,,,3000,100,,15,,10,1,200,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,1,1,1,1,,4,,,2,,1,2,,,,,,,,,,,,,,,0
4,4,401,1,1460,40098,1,2,,,,3,,,,,,,,,,,,,,,,,,1,200,2,,,1,2500,1,,2500,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40098,2,2,,,,3,,,,,,,,,,,,,,,,,,1,300,2,,,1,4000,1,,3000,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,3,2,,,2,,,,,,,,,,0
4,4,401,1,1460,40098,3,2,,,,3,,,,,,,,,,,,,,,,,,1,250,2,,,1,2800,3,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40099,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,6500,4,,450,2,1,1,1,2,1,,1,,1,,1,,1,,1,,2,,2,3,,4,,,2,,1,1,3,2,,,2,,,,,,,,,,0
4,4,401,1,1460,40099,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,900,4,,,1,1,1,1,2,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40100,1,2,,,,3,,,,,,,,,,,,,,,,,,1,50,2,,,1,1000,1,,1000,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,2,2,,,,,,,,,,,2,,,,,0
4,4,401,1,1460,40100,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,2,7000,1,9000,2,,1200,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,2,1,1,,,,,2,,,,,,,,,,0
4,4,401,1,1460,40100,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1500,3,,,2,2,1,2,2,1,,1,,4,,1,,4,,1,,4,4,4,1,,4,,,,,,,,,,,,,,,,1,5.80000019073486,69.0999984741211,1,,0
4,4,412,2,2592,40101,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,750,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40101,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1000,2,,200,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,2,1,0,0,2,,,,,,,,,,0
4,4,412,2,2592,40101,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,2,1,2,,,,,,,,,,,,,,,0
4,4,412,2,2592,40101,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,,,,,,0
4,4,412,2,2592,40101,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,400,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40102,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40102,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,600,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
4,4,412,2,2592,40102,3,1,,,,1,1,2,2,,,1,,,7,,,,200,1,0,1,30,1,,2,,,1,3200,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,,,,,,,,,,,,,,1,7,69.4400024414063,1,,0
4,4,412,2,2592,40103,1,1,6,,,1,1,7,2,,,1,,,7,,,300,300,2,20,2,0,1,35000,1,,,1,6400,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,2,,,,2,,,,,,,,,,0
4,4,412,2,2592,40103,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,600,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,2,,,,2,,,,,,,,,,0
4,4,412,2,2592,40103,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,200,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40103,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,300,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40103,5,1,8,,,1,2,,11,,,11,,,7,,,0,0,,5,,3,1,150,2,,,1,500,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,10.6999998092651,84.0199966430664,1,,0
4,4,412,2,2592,40103,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,800,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,13,1,1,1,0,0,0,2,,,,,,,,,,0
4,4,412,2,2592,40103,7,1,8,,,1,2,,11,,,11,,,7,,,,0,,5,,3,1,250,2,,,1,1300,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,7.90000009536743,62.0800018310547,1,,0
4,4,412,2,2592,40103,8,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40104,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,400,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40104,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1000,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
4,4,412,2,2592,40104,3,1,6,,,1,2,,11,,,11,,,7,,,0,100,,9,,18,1,150,2,,,1,350,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40104,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,300,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40104,5,1,6,,,1,2,,11,,,11,,,7,,,0,100,,10,,35,2,,2,,,1,400,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40104,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,300,3,,0,1,1,1,2,2,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,10.6999998092651,91.0599975585938,1,,0
4,4,412,2,2592,40104,7,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,800,3,,0,1,1,1,2,2,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,6.40000009536743,68.0500030517578,1,,0
4,4,412,2,2592,40104,8,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1600,4,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,3,2,0,0,2,,,,,,,,,,0
4,4,412,2,2592,40105,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40105,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,790,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,1,0,0,2,,,,,,,,,,0
4,4,412,2,2592,40105,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,,,,,,0
4,4,412,2,2592,40105,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40105,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,14.5,99.0199966430664,1,,0
4,4,412,2,2592,40105,6,1,7,,,1,2,,8,,,4,,,7,,,,0,,15,,10,1,580,2,,,1,1230,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,13.8000001907349,95.3000030517578,1,,0
4,4,412,2,2592,40106,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,3,1,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40106,2,2,,,,3,,,,,,,,,,,,,,,,,,1,350,2,,,1,600,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,3,1,,2,,1,1,0,0,0,0,1,1,4,1,2,,,,,,0
4,4,412,2,2592,40106,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40106,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40106,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,13.8000001907349,98.0299987792969,1,,0
4,4,412,2,2592,40106,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,8.89999961853027,74.0500030517578,1,,0
4,4,412,2,2592,40106,7,1,6,,,1,2,,8,2,,9,5,,7,,,2000,200,,20,1,30,1,1000,2,,,1,5000,4,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,1,1,,1,2,,,,,,,,,,0
4,4,412,2,2592,40107,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,3000,1,,3000,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40107,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1500,2,,1500,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
4,4,412,2,2592,40107,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1000,3,,0,1,2,1,2,2,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,13.3999996185303,95.0500030517578,1,,0
4,4,412,2,2592,40107,4,2,,,,1,2,,8,,,4,,,7,,,300,0,,20,,10,1,300,2,,,1,1000,3,,0,2,2,1,2,2,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,9.39999961853027,62.0400009155273,1,,0
4,4,412,2,2592,40108,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1800,1,,1800,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,1,1,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40108,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1200,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,1,1,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
4,4,412,2,2592,40108,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,1,1,,2,,1,2,,,,,,,,,,,,,,,0
4,4,412,2,2592,40108,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40108,5,1,6,,,1,2,,8,,,4,,,7,,,200,0,0,0,0,0,1,200,2,,,1,1000,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40108,6,1,6,,,1,2,,8,,,4,,,7,,,200,0,0,0,0,0,1,200,2,,,1,1000,3,,0,1,2,1,2,2,1,,1,,1,,1,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,1,10.6999998092651,82.0299987792969,1,,0
4,4,412,2,2592,40108,7,1,6,,,1,2,,8,,,4,,,7,,,3000,200,1,0,,40,1,3000,1,1,1000,1,5000,3,,0,2,2,2,2,2,1,,1,,1,,1,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,1,6.05000019073486,65,1,,0
4,4,412,2,2592,40109,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,10000,4,,0,2,2,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,5,2,1,0,2,,,,,,,,,,0
4,4,412,2,2592,40109,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,600,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,2,,,,,,,,,,,,,,,0
4,4,412,2,2592,40109,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,600,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,2,,,,,,,,,,,,,,,0
4,4,412,2,2592,40109,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,600,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,2,,,,,,,,,,,,,,,0
4,4,412,2,2592,40110,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,800,1,,800,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40110,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1300,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,1,1,0,0,2,,,,,,,,,,0
4,4,412,2,2592,40110,3,1,6,,,1,2,,11,,,8,,,7,,,0,0,0,15,,5,1,400,2,,,1,2000,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,2592,40110,4,1,6,,,1,2,,11,,,8,,,7,,,0,0,0,15,,5,1,300,2,,,1,1500,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,1606,40111,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,400,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,1606,40111,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,650,2,,100,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,1,1,0,1,2,,,,,,,,,,0
4,4,412,2,1606,40111,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,2,1,2,,,,,,,,,,,,,,,0
4,4,412,2,1606,40111,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,2,1,2,,,,,,,,,,,,,,,0
4,4,412,2,1606,40111,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,1606,40112,1,1,6,,,1,1,7,2,,,1,,,7,,,3,50,5,,1,10,1,105000,1,12,12000,1,130000,4,,12000,2,1,1,1,1,3,68,1,,1,,1,,1,,1,,1,4,1,2,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,1606,40112,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,4,2,0,0,2,,,,,,,,,,0
4,4,412,2,1606,40112,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,1606,40113,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,700,1,,0,1,1,1,1,1,1,,2,1,1,,1,,1,,1,,,,,,,1,1,,2,,2,,,,,,,,,,,2,,,,,0
4,4,412,2,1606,40113,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1200,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,1,0,0,1,1,5,1,2,,,,,,0
4,4,412,2,1606,40113,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
4,4,412,2,1606,40113,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
