"zone","state","lga","sector","ea","hhid","item_cd","s10cq7"
4,1,104,2,1364,10020,11,1
4,1,106,2,880,10021,1,3
4,1,106,2,880,10021,2,7
4,1,106,2,880,10021,3,3
4,1,106,2,880,10021,4,4
4,1,106,2,880,10021,5,4
4,1,106,2,880,10021,6,2
4,1,106,2,880,10021,7,1
4,1,106,2,880,10021,8,0
4,1,106,2,880,10021,9,4
4,1,106,2,880,10021,10,0
4,1,106,2,880,10021,11,0
4,1,106,2,880,10022,1,2
4,1,106,2,880,10022,2,7
4,1,106,2,880,10022,3,2
4,1,106,2,880,10022,4,2
4,1,106,2,880,10022,5,4
4,1,106,2,880,10022,6,0
4,1,106,2,880,10022,7,1
4,1,106,2,880,10022,8,0
4,1,106,2,880,10022,9,0
4,1,106,2,880,10022,10,0
4,1,106,2,880,10022,11,0
4,1,106,2,880,10023,1,3
4,1,106,2,880,10023,2,7
4,1,106,2,880,10023,3,1
4,1,106,2,880,10023,4,2
4,1,106,2,880,10023,5,3
4,1,106,2,880,10023,6,0
4,1,106,2,880,10023,7,0
4,1,106,2,880,10023,8,0
4,1,106,2,880,10023,9,3
4,1,106,2,880,10023,10,0
4,1,106,2,880,10023,11,0
4,1,106,2,880,10024,1,1
4,1,106,2,880,10024,2,3
4,1,106,2,880,10024,3,1
4,1,106,2,880,10024,4,3
4,1,106,2,880,10024,5,2
4,1,106,2,880,10024,6,0
4,1,106,2,880,10024,7,1
4,1,106,2,880,10024,8,1
4,1,106,2,880,10024,9,3
4,1,106,2,880,10024,10,1
4,1,106,2,880,10024,11,3
4,1,106,2,880,10025,1,2
4,1,106,2,880,10025,2,3
4,1,106,2,880,10025,3,1
4,1,106,2,880,10025,4,3
4,1,106,2,880,10025,5,3
4,1,106,2,880,10025,6,0
4,1,106,2,880,10025,7,1
4,1,106,2,880,10025,8,0
4,1,106,2,880,10025,9,3
4,1,106,2,880,10025,10,1
4,1,106,2,880,10025,11,2
4,1,106,2,880,10026,1,1
4,1,106,2,880,10026,2,3
4,1,106,2,880,10026,3,1
4,1,106,2,880,10026,4,3
4,1,106,2,880,10026,5,3
4,1,106,2,880,10026,6,0
4,1,106,2,880,10026,7,0
4,1,106,2,880,10026,8,0
4,1,106,2,880,10026,9,3
4,1,106,2,880,10026,10,1
4,1,106,2,880,10026,11,2
4,1,106,2,880,10027,1,4
4,1,106,2,880,10027,2,7
4,1,106,2,880,10027,3,1
4,1,106,2,880,10027,4,7
4,1,106,2,880,10027,5,7
4,1,106,2,880,10027,6,0
4,1,106,2,880,10027,7,1
4,1,106,2,880,10027,8,2
4,1,106,2,880,10027,9,7
4,1,106,2,880,10027,10,2
4,1,106,2,880,10027,11,2
4,1,106,2,880,10028,1,1
4,1,106,2,880,10028,2,7
4,1,106,2,880,10028,3,1
4,1,106,2,880,10028,4,7
4,1,106,2,880,10028,5,0
4,1,106,2,880,10028,6,0
4,1,106,2,880,10028,7,0
4,1,106,2,880,10028,8,1
4,1,106,2,880,10028,9,7
4,1,106,2,880,10028,10,1
4,1,106,2,880,10028,11,7
4,1,106,2,880,10029,1,3
4,1,106,2,880,10029,2,7
4,1,106,2,880,10029,3,3
4,1,106,2,880,10029,4,2
4,1,106,2,880,10029,5,6
4,1,106,2,880,10029,6,0
4,1,106,2,880,10029,7,3
4,1,106,2,880,10029,8,3
4,1,106,2,880,10029,9,7
4,1,106,2,880,10029,10,2
4,1,106,2,880,10029,11,7
4,1,106,2,880,10030,2,7
4,1,106,2,880,10030,3,3
4,1,106,2,880,10030,4,7
4,1,106,2,880,10030,5,4
4,1,106,2,880,10030,6,0
4,1,106,2,880,10030,8,0
4,1,106,2,880,10030,9,7
4,1,106,2,880,10030,10,0
4,1,106,2,880,10030,11,7
4,1,111,1,1146,10031,1,1
4,1,111,1,1146,10031,2,3
4,1,111,1,1146,10031,3,1
4,1,111,1,1146,10031,4,2
4,1,111,1,1146,10031,5,2
4,1,111,1,1146,10031,6,0
4,1,111,1,1146,10031,7,1
4,1,111,1,1146,10031,8,1
4,1,111,1,1146,10031,9,2
4,1,111,1,1146,10031,10,1
4,1,111,1,1146,10031,11,2
4,1,111,1,1146,10032,1,1
4,1,111,1,1146,10032,2,2
4,1,111,1,1146,10032,3,2
4,1,111,1,1146,10032,4,2
4,1,111,1,1146,10032,5,2
4,1,111,1,1146,10032,6,0
4,1,111,1,1146,10032,7,1
4,1,111,1,1146,10032,8,1
4,1,111,1,1146,10032,9,2
4,1,111,1,1146,10032,10,1
4,1,111,1,1146,10032,11,2
4,1,111,1,1146,10033,1,4
4,1,111,1,1146,10033,2,7
4,1,111,1,1146,10033,3,2
4,1,111,1,1146,10033,4,4
4,1,111,1,1146,10033,5,3
4,1,111,1,1146,10033,6,0
4,1,111,1,1146,10033,7,2
4,1,111,1,1146,10033,8,3
4,1,111,1,1146,10033,9,4
4,1,111,1,1146,10033,10,3
4,1,111,1,1146,10033,11,3
4,1,111,1,1146,10034,1,5
4,1,111,1,1146,10034,2,6
4,1,111,1,1146,10034,3,3
4,1,111,1,1146,10034,4,3
4,1,111,1,1146,10034,5,4
4,1,111,1,1146,10034,6,0
4,1,111,1,1146,10034,7,3
4,1,111,1,1146,10034,8,3
4,1,111,1,1146,10034,9,5
4,1,111,1,1146,10034,10,3
4,1,111,1,1146,10034,11,3
4,1,111,1,1146,10035,1,3
4,1,111,1,1146,10035,2,2
4,1,111,1,1146,10035,3,2
4,1,111,1,1146,10035,4,1
4,1,111,1,1146,10035,5,3
4,1,111,1,1146,10035,6,3
4,1,111,1,1146,10035,7,1
4,1,111,1,1146,10035,8,1
4,1,111,1,1146,10035,9,3
4,1,111,1,1146,10036,1,2
4,1,111,1,1146,10036,2,2
4,1,111,1,1146,10036,3,1
4,1,111,1,1146,10036,4,1
4,1,111,1,1146,10036,5,1
4,1,111,1,1146,10036,6,2
4,1,111,1,1146,10036,7,1
4,1,111,1,1146,10036,8,1
4,1,111,1,1146,10036,9,4
4,1,111,1,1146,10036,11,1
4,1,111,1,1146,10037,1,2
4,1,111,1,1146,10037,2,2
4,1,111,1,1146,10037,3,2
4,1,111,1,1146,10037,4,1
4,1,111,1,1146,10037,5,2
4,1,111,1,1146,10037,6,2
4,1,111,1,1146,10037,7,1
4,1,111,1,1146,10037,8,1
4,1,111,1,1146,10037,9,2
4,1,111,1,1146,10038,1,4
4,1,111,1,1146,10038,2,7
4,1,111,1,1146,10038,3,3
4,1,111,1,1146,10038,4,7
4,1,111,1,1146,10038,5,7
4,1,111,1,1146,10038,6,7
4,1,111,1,1146,10038,7,2
4,1,111,1,1146,10038,8,2
4,1,111,1,1146,10038,9,2
4,1,111,1,1146,10038,10,2
4,1,111,1,1146,10038,11,2
4,1,111,1,1146,10039,1,4
4,1,111,1,1146,10039,2,7
4,1,111,1,1146,10039,3,2
4,1,111,1,1146,10039,4,7
4,1,111,1,1146,10039,5,7
4,1,111,1,1146,10039,6,0
4,1,111,1,1146,10039,7,1
4,1,111,1,1146,10039,8,2
4,1,111,1,1146,10039,9,7
4,1,111,1,1146,10039,10,2
4,1,111,1,1146,10039,11,2
4,1,111,1,1146,10040,1,2
4,1,111,1,1146,10040,2,7
4,1,111,1,1146,10040,3,0
4,1,111,1,1146,10040,4,7
4,1,111,1,1146,10040,5,7
4,1,111,1,1146,10040,6,7
4,1,111,1,1146,10040,7,0
4,1,111,1,1146,10040,8,2
4,1,111,1,1146,10040,9,7
4,1,111,1,1146,10040,10,3
4,1,111,1,1146,10040,11,3
4,1,102,1,536,10041,1,3
4,1,102,1,536,10041,2,7
4,1,102,1,536,10041,3,3
4,1,102,1,536,10041,4,4
4,1,102,1,536,10041,5,7
4,1,102,1,536,10041,6,0
4,1,102,1,536,10041,7,1
4,1,102,1,536,10041,8,2
4,1,102,1,536,10041,9,7
4,1,102,1,536,10041,10,3
4,1,102,1,536,10041,11,4
4,1,102,1,536,10042,1,4
4,1,102,1,536,10042,2,4
4,1,102,1,536,10042,3,2
4,1,102,1,536,10042,4,3
4,1,102,1,536,10042,5,4
4,1,102,1,536,10042,6,0
4,1,102,1,536,10042,7,2
4,1,102,1,536,10042,8,3
4,1,102,1,536,10042,9,3
4,1,102,1,536,10042,10,3
4,1,102,1,536,10042,11,3
4,1,102,1,536,10043,1,4
4,1,102,1,536,10043,2,3
4,1,102,1,536,10043,3,2
4,1,102,1,536,10043,4,4
4,1,102,1,536,10043,5,4
4,1,102,1,536,10043,6,0
4,1,102,1,536,10043,7,2
4,1,102,1,536,10043,8,1
4,1,102,1,536,10043,9,4
4,1,102,1,536,10043,10,0
4,1,102,1,536,10043,11,0
4,1,102,1,536,10044,1,2
4,1,102,1,536,10044,2,2
4,1,102,1,536,10044,3,1
4,1,102,1,536,10044,4,3
4,1,102,1,536,10044,6,2
4,1,102,1,536,10044,7,1
4,1,102,1,536,10044,9,7
4,1,102,1,536,10045,1,4
4,1,102,1,536,10045,2,3
4,1,102,1,536,10045,3,1
4,1,102,1,536,10045,4,2
4,1,102,1,536,10045,5,2
4,1,102,1,536,10045,6,2
4,1,102,1,536,10045,7,2
4,1,102,1,536,10045,8,2
4,1,102,1,536,10045,9,7
4,1,102,1,536,10046,1,7
4,1,102,1,536,10046,2,2
4,1,102,1,536,10046,3,2
4,1,102,1,536,10046,4,7
4,1,102,1,536,10046,5,7
4,1,102,1,536,10046,6,7
4,1,102,1,536,10046,7,0
4,1,102,1,536,10046,8,7
4,1,102,1,536,10046,9,7
4,1,102,1,536,10046,10,2
4,1,102,1,536,10046,11,7
4,1,102,1,536,10047,1,4
4,1,102,1,536,10047,2,7
4,1,102,1,536,10047,3,4
4,1,102,1,536,10047,4,7
4,1,102,1,536,10047,5,7
4,1,102,1,536,10047,6,7
4,1,102,1,536,10047,7,2
4,1,102,1,536,10047,8,4
4,1,102,1,536,10047,9,7
4,1,102,1,536,10047,10,4
4,1,102,1,536,10047,11,7
4,1,102,1,536,10048,1,2
4,1,102,1,536,10048,2,3
4,1,102,1,536,10048,3,1
4,1,102,1,536,10048,4,2
4,1,102,1,536,10048,5,2
4,1,102,1,536,10048,6,1
4,1,102,1,536,10048,7,0
4,1,102,1,536,10048,8,0
4,1,102,1,536,10048,9,1
4,1,102,1,536,10048,10,1
4,1,102,1,536,10048,11,2
4,1,102,1,536,10049,1,1
4,1,102,1,536,10049,2,3
4,1,102,1,536,10049,3,1
4,1,102,1,536,10049,4,1
4,1,102,1,536,10049,5,2
4,1,102,1,536,10049,6,0
4,1,102,1,536,10049,7,0
4,1,102,1,536,10049,8,1
4,1,102,1,536,10049,9,1
4,1,102,1,536,10049,10,1
4,1,102,1,536,10049,11,1
4,1,102,1,536,10050,1,2
4,1,102,1,536,10050,2,3
4,1,102,1,536,10050,3,1
4,1,102,1,536,10050,4,2
4,1,102,1,536,10050,5,2
4,1,102,1,536,10050,6,0
4,1,102,1,536,10050,7,0
4,1,102,1,536,10050,8,0
4,1,102,1,536,10050,9,3
4,1,102,1,536,10050,10,1
4,1,102,1,536,10050,11,0
4,1,102,1,1690,10051,1,4
4,1,102,1,1690,10051,2,3
4,1,102,1,1690,10051,3,1
4,1,102,1,1690,10051,4,4
4,1,102,1,1690,10051,5,3
4,1,102,1,1690,10051,6,0
4,1,102,1,1690,10051,7,1
4,1,102,1,1690,10051,8,0
4,1,102,1,1690,10051,9,4
4,1,102,1,1690,10051,10,0
4,1,102,1,1690,10051,11,0
4,1,102,1,1690,10052,1,4
4,1,102,1,1690,10052,2,2
4,1,102,1,1690,10052,3,3
4,1,102,1,1690,10052,4,4
4,1,102,1,1690,10052,5,3
4,1,102,1,1690,10052,6,4
4,1,102,1,1690,10052,7,6
4,1,102,1,1690,10052,8,7
4,1,102,1,1690,10052,9,3
4,1,102,1,1690,10052,10,5
4,1,102,1,1690,10052,11,7
4,1,102,1,1690,10053,1,2
4,1,102,1,1690,10053,2,4
4,1,102,1,1690,10053,3,1
4,1,102,1,1690,10053,4,3
4,1,102,1,1690,10053,5,3
4,1,102,1,1690,10053,6,3
4,1,102,1,1690,10053,7,2
4,1,102,1,1690,10053,8,3
4,1,102,1,1690,10053,9,4
4,1,102,1,1690,10053,10,1
4,1,102,1,1690,10053,11,3
4,1,102,1,1690,10054,1,2
4,1,102,1,1690,10054,2,4
4,1,102,1,1690,10054,3,1
4,1,102,1,1690,10054,4,3
4,1,102,1,1690,10054,5,3
4,1,102,1,1690,10054,6,2
4,1,102,1,1690,10054,7,0
4,1,102,1,1690,10054,8,1
4,1,102,1,1690,10054,9,4
4,1,102,1,1690,10054,10,1
4,1,102,1,1690,10054,11,3
4,1,102,1,1690,10055,1,4
4,1,102,1,1690,10055,2,7
4,1,102,1,1690,10055,3,2
4,1,102,1,1690,10055,4,7
4,1,102,1,1690,10055,5,7
4,1,102,1,1690,10055,6,7
4,1,102,1,1690,10055,7,0
4,1,102,1,1690,10055,8,4
4,1,102,1,1690,10055,9,7
4,1,102,1,1690,10055,10,4
4,1,102,1,1690,10055,11,4
4,1,102,1,1690,10056,1,4
4,1,102,1,1690,10056,2,7
4,1,102,1,1690,10056,3,2
4,1,102,1,1690,10056,4,4
4,1,102,1,1690,10056,5,2
4,1,102,1,1690,10056,6,1
4,1,102,1,1690,10056,8,2
4,1,102,1,1690,10056,9,7
4,1,102,1,1690,10056,10,2
4,1,102,1,1690,10056,11,2
4,1,102,1,1690,10057,1,2
4,1,102,1,1690,10057,2,2
4,1,102,1,1690,10057,3,2
4,1,102,1,1690,10057,4,7
4,1,102,1,1690,10057,5,7
4,1,102,1,1690,10057,6,7
4,1,102,1,1690,10057,7,1
4,1,102,1,1690,10057,8,2
4,1,102,1,1690,10057,9,7
4,1,102,1,1690,10057,10,2
4,1,102,1,1690,10057,11,2
4,1,102,1,1690,10058,1,5
4,1,102,1,1690,10058,2,5
4,1,102,1,1690,10058,3,2
4,1,102,1,1690,10058,4,7
4,1,102,1,1690,10058,5,2
4,1,102,1,1690,10058,6,2
4,1,102,1,1690,10059,1,2
4,1,102,1,1690,10059,2,4
4,1,102,1,1690,10059,3,2
4,1,102,1,1690,10059,6,2
4,1,102,1,1690,10060,1,5
4,1,102,1,1690,10060,2,2
4,1,102,1,1690,10060,4,3
4,1,102,1,1690,10060,6,7
4,1,102,1,1690,10060,8,7
4,1,102,1,1690,10060,9,7
4,1,102,1,1690,10060,11,5
4,1,107,2,1044,10061,1,4
4,1,107,2,1044,10061,2,1
4,1,107,2,1044,10061,3,2
4,1,107,2,1044,10061,4,7
4,1,107,2,1044,10061,5,7
4,1,107,2,1044,10061,6,0
4,1,107,2,1044,10061,7,0
4,1,107,2,1044,10061,8,1
4,1,107,2,1044,10061,9,7
4,1,107,2,1044,10061,10,1
4,1,107,2,1044,10061,11,0
4,1,107,2,1044,10062,1,2
4,1,107,2,1044,10062,2,7
4,1,107,2,1044,10062,3,2
4,1,107,2,1044,10062,4,7
4,1,107,2,1044,10062,5,0
4,1,107,2,1044,10062,6,0
4,1,107,2,1044,10062,7,0
4,1,107,2,1044,10062,8,0
4,1,107,2,1044,10062,9,7
4,1,107,2,1044,10062,10,0
4,1,107,2,1044,10062,11,0
4,1,107,2,1044,10063,1,2
4,1,107,2,1044,10063,2,7
4,1,107,2,1044,10063,3,2
4,1,107,2,1044,10063,4,2
4,1,107,2,1044,10063,5,3
4,1,107,2,1044,10063,6,0
4,1,107,2,1044,10063,7,0
4,1,107,2,1044,10063,8,0
4,1,107,2,1044,10063,9,4
4,1,107,2,1044,10063,10,0
4,1,107,2,1044,10063,11,0
4,1,107,2,1044,10064,1,3
4,1,107,2,1044,10064,2,7
4,1,107,2,1044,10064,3,1
4,1,107,2,1044,10064,4,4
4,1,107,2,1044,10064,5,3
4,1,107,2,1044,10064,6,0
4,1,107,2,1044,10064,7,1
4,1,107,2,1044,10064,8,0
4,1,107,2,1044,10064,9,3
4,1,107,2,1044,10064,10,0
4,1,107,2,1044,10064,11,0
4,1,107,2,1044,10065,1,4
4,1,107,2,1044,10065,2,6
4,1,107,2,1044,10065,3,2
4,1,107,2,1044,10065,4,4
4,1,107,2,1044,10065,5,3
4,1,107,2,1044,10065,6,0
4,1,107,2,1044,10065,7,1
4,1,107,2,1044,10065,8,0
4,1,107,2,1044,10065,9,3
4,1,107,2,1044,10065,10,0
4,1,107,2,1044,10065,11,3
4,1,107,2,1044,10066,1,1
4,1,107,2,1044,10066,2,3
4,1,107,2,1044,10066,3,1
4,1,107,2,1044,10066,4,2
4,1,107,2,1044,10066,5,2
4,1,107,2,1044,10066,6,0
4,1,107,2,1044,10066,7,0
4,1,107,2,1044,10066,8,1
4,1,107,2,1044,10066,9,2
4,1,107,2,1044,10066,10,1
4,1,107,2,1044,10066,11,2
4,1,107,2,1044,10067,1,2
4,1,107,2,1044,10067,2,3
4,1,107,2,1044,10067,3,1
4,1,107,2,1044,10067,4,3
4,1,107,2,1044,10067,5,2
4,1,107,2,1044,10067,6,2
4,1,107,2,1044,10067,7,0
4,1,107,2,1044,10067,8,1
4,1,107,2,1044,10067,9,2
4,1,107,2,1044,10067,10,1
4,1,107,2,1044,10067,11,2
4,1,107,2,1044,10068,1,1
4,1,107,2,1044,10068,2,3
4,1,107,2,1044,10068,3,1
4,1,107,2,1044,10068,4,2
4,1,107,2,1044,10068,5,3
4,1,107,2,1044,10068,6,0
4,1,107,2,1044,10068,7,0
4,1,107,2,1044,10068,8,1
4,1,107,2,1044,10068,9,2
4,1,107,2,1044,10068,10,1
4,1,107,2,1044,10068,11,1
4,1,107,2,1044,10069,1,2
4,1,107,2,1044,10069,2,3
4,1,107,2,1044,10069,4,1
4,1,107,2,1044,10069,5,2
4,1,107,2,1044,10069,7,2
4,1,107,2,1044,10070,1,2
4,1,107,2,1044,10070,2,3
4,1,107,2,1044,10070,3,1
4,1,107,2,1044,10070,4,2
4,1,107,2,1044,10070,5,3
4,1,107,2,1044,10070,7,1
4,1,107,2,1044,10070,8,1
4,1,107,2,1044,10070,9,3
4,1,107,2,1044,10070,10,1
4,1,107,2,1044,10070,11,1
4,1,117,2,560,10071,1,3
4,1,117,2,560,10071,2,7
4,1,117,2,560,10071,3,2
4,1,117,2,560,10071,4,3
4,1,117,2,560,10071,5,2
4,1,117,2,560,10071,6,2
4,1,117,2,560,10071,7,0
4,1,117,2,560,10071,8,2
4,1,117,2,560,10071,9,3
4,1,117,2,560,10071,10,3
4,1,117,2,560,10071,11,3
4,1,117,2,560,10072,1,2
4,1,117,2,560,10072,2,3
4,1,117,2,560,10072,3,2
4,1,117,2,560,10072,4,2
4,1,117,2,560,10072,5,3
4,1,117,2,560,10072,6,0
4,1,117,2,560,10072,7,1
4,1,117,2,560,10072,8,1
4,1,117,2,560,10072,9,2
4,1,117,2,560,10072,10,1
4,1,117,2,560,10072,11,2
4,1,117,2,560,10073,1,3
4,1,117,2,560,10073,2,7
4,1,117,2,560,10073,3,2
4,1,117,2,560,10073,4,3
4,1,117,2,560,10073,5,3
4,1,117,2,560,10073,6,0
4,1,117,2,560,10073,7,0
4,1,117,2,560,10073,8,0
4,1,117,2,560,10073,9,3
4,1,117,2,560,10073,10,2
4,1,117,2,560,10073,11,2
4,1,117,2,560,10074,1,2
4,1,117,2,560,10074,2,7
4,1,117,2,560,10074,3,2
4,1,117,2,560,10074,4,3
4,1,117,2,560,10074,5,3
4,1,117,2,560,10074,6,0
4,1,117,2,560,10074,7,0
4,1,117,2,560,10074,8,0
4,1,117,2,560,10074,9,3
4,1,117,2,560,10074,10,4
4,1,117,2,560,10074,11,3
4,1,117,2,560,10075,1,2
4,1,117,2,560,10075,2,7
4,1,117,2,560,10075,3,2
4,1,117,2,560,10075,4,7
4,1,117,2,560,10075,5,7
4,1,117,2,560,10075,6,0
4,1,117,2,560,10075,7,2
4,1,117,2,560,10075,8,2
4,1,117,2,560,10075,9,7
4,1,117,2,560,10075,10,2
4,1,117,2,560,10075,11,7
4,1,117,2,560,10076,1,4
4,1,117,2,560,10076,2,7
4,1,117,2,560,10076,3,2
4,1,117,2,560,10076,4,7
4,1,117,2,560,10076,5,0
4,1,117,2,560,10076,6,7
4,1,117,2,560,10076,7,1
4,1,117,2,560,10076,8,2
4,1,117,2,560,10076,9,7
4,1,117,2,560,10076,10,2
4,1,117,2,560,10076,11,2
4,1,117,2,560,10077,1,3
4,1,117,2,560,10077,2,7
4,1,117,2,560,10077,3,3
4,1,117,2,560,10077,4,7
4,1,117,2,560,10077,5,0
4,1,117,2,560,10077,6,0
4,1,117,2,560,10077,7,0
4,1,117,2,560,10077,8,2
4,1,117,2,560,10077,9,7
4,1,117,2,560,10077,10,3
4,1,117,2,560,10077,11,7
4,1,117,2,560,10078,1,2
4,1,117,2,560,10078,2,3
4,1,117,2,560,10078,3,2
4,1,117,2,560,10078,4,3
4,1,117,2,560,10078,5,2
4,1,117,2,560,10078,6,2
