"zone","state","lga","sector","ea","hhid","indiv","s3bq1a","s3bq1b","s3bq1c","s3bsept10","s3bq1d","s3bq1e","s3bq1f","s3boct10","s3bq1g","s3bq1h","s3bq1i","s3bnov10","s3bq1j","s3bq1k","s3bq1l","s3bdec10","s3bq1m","s3bq1n","s3bq1o","s3bjan11","s3bq1p","s3bq1q","s3bq1r","s3bfeb11","trackingobs"
5,32,3206,2,276,320080,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3206,2,276,320080,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3206,2,276,320081,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3206,2,276,320081,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3206,2,276,320081,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3206,2,276,320081,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3206,2,276,320081,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3206,2,276,320081,6,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3206,2,276,320082,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320084,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320084,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320084,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320084,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320085,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320085,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320086,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320086,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320086,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320086,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320086,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320086,6,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320086,7,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320086,8,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320086,9,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3208,2,2244,320087,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3208,2,2244,320087,2,8,1,,,8,1,,,8,1,,,8,1,,,8,1,,,8,1,,,0
5,32,3208,2,2244,320087,3,8,1,,,8,1,,,8,1,,,8,1,,,8,1,,,8,1,,,0
5,32,3208,2,2244,320088,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320088,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3208,2,2244,320088,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3208,2,2244,320089,1,6,,,,6,,,,6,,,,6,,,,6,,,,6,,,,0
5,32,3208,2,2244,320090,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320090,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320091,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320092,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320092,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320092,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320092,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320093,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3208,2,2244,320093,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3204,1,346,320095,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320095,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320095,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320095,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320095,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320097,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320097,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320097,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320098,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320098,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320098,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320098,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3204,1,346,320099,1,16,,,,16,,,,16,,,,16,,,,16,,,,16,,,,1
5,32,3204,1,346,320099,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320099,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320100,1,16,,,,16,,,,16,,,,16,,,,16,,,,16,,,,1
5,32,3204,1,346,320100,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320100,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320100,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320100,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320101,1,5,,,,1,,,,8,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320101,2,8,,,,1,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320101,3,4,,,,13,,,,16,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320101,4,8,,,,15,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320101,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320102,1,7,,,,7,,,,7,,,,7,,,,7,,,,7,,,,1
5,32,3204,1,346,320102,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,1
5,32,3204,1,346,320102,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320102,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3204,1,346,320102,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,1
5,32,3201,2,2034,320104,1,13,6,,,13,6,,,13,6,,,13,6,,,13,6,,,13,6,,,0
5,32,3201,2,2034,320104,2,8,1,,,8,1,,,8,1,,,8,6,,,8,6,,,8,6,,,0
5,32,3201,2,2034,320104,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320104,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320104,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3201,2,2034,320105,1,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,0
5,32,3201,2,2034,320106,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320106,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320106,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320106,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3222,1,1624,320107,1,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320107,2,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320107,3,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320107,4,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320107,5,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320107,6,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320108,1,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320108,2,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320109,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320109,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320109,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320109,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320109,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320110,1,,,14,,,14,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320110,2,,,14,,,14,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320110,3,,,14,,,14,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320110,4,,,14,,,14,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320110,5,,,14,,,14,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320110,6,,,14,,,14,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320110,7,,,14,,,14,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320110,8,,,14,,,14,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320111,1,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320111,2,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320111,3,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320111,4,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320111,5,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320111,6,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320112,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320112,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320113,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,32,3222,1,1624,320113,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320113,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320114,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320114,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320114,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320114,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320115,1,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320115,2,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320115,3,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320115,4,14,,,,,,14,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320116,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,32,3222,1,1624,320116,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,32,3222,1,1624,320116,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3222,1,1624,320116,4,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,32,3222,1,1624,320116,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320117,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320117,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320117,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320117,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320118,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320118,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320118,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320118,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320119,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320119,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320119,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320119,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320119,9,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320119,10,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320120,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320120,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320120,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320120,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320121,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320121,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320121,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320121,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320121,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3201,2,2034,320122,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320122,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320122,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320122,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320122,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320122,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320122,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320122,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320122,9,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320122,10,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320122,11,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320122,12,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320123,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320123,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320123,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320123,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320123,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320123,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320123,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3201,2,2034,320123,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3203,2,2644,320124,1,7,1,,,7,1,,,7,1,,,7,1,,,7,1,,,7,1,,,0
5,32,3203,2,2644,320124,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3203,2,2644,320125,1,7,,,,7,,,,7,,,,7,,,,7,,,,7,,,,0
5,32,3203,2,2644,320125,2,4,,,,4,,,,4,,,,4,,,,4,,,,4,,,,0
5,32,3203,2,2644,320125,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3203,2,2644,320126,1,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,0
5,32,3203,2,2644,320126,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3203,2,2644,320126,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3203,2,2644,320126,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3203,2,2644,320126,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3203,2,2644,320126,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3203,2,2644,320126,7,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3203,2,2644,320126,8,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3203,2,2644,320126,9,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3203,2,2644,320126,10,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3203,2,2644,320127,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320127,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320127,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320127,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320127,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320127,8,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320128,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320128,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320128,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320128,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320128,6,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320128,7,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320128,8,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320128,9,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320128,10,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320129,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320129,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320130,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320130,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320130,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320130,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320130,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320130,6,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320130,7,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320130,8,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320131,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320131,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320131,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320131,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320131,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320131,6,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3203,2,2644,320132,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3203,2,2644,320132,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3203,2,2644,320132,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3203,2,2644,320132,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3203,2,2644,320133,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3203,2,2644,320133,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3203,2,2644,320133,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3203,2,2644,320133,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3202,2,84,320134,1,6,,,,6,,,,6,,,,6,,,,6,,,,6,,,,0
5,32,3202,2,84,320134,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3202,2,84,320135,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3202,2,84,320135,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3202,2,84,320135,3,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,0
5,32,3202,2,84,320135,4,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,0
5,32,3202,2,84,320135,5,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,0
5,32,3202,2,84,320136,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3202,2,84,320136,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3202,2,84,320137,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320137,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320138,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320138,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320138,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320138,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320138,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320138,6,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320138,7,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320139,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320139,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320139,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320139,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320139,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320139,6,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320139,7,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320139,8,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320140,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320140,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320140,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320140,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320140,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320140,6,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320140,7,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320141,1,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320141,2,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320141,3,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320141,4,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320141,5,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320141,6,,,14,,,,14,,,,14,,,,14,,,,14,,,,14,,0
5,32,3202,2,84,320142,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3202,2,84,320142,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3202,2,84,320142,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3202,2,84,320143,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3202,2,84,320143,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3202,2,84,320143,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3202,2,84,320143,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3202,2,84,320143,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3202,2,84,320143,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3202,2,84,320143,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3216,2,1184,320144,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,32,3216,2,1184,320144,2,7,,,,7,,,,7,,,,7,,,,7,,,,7,,,,0
5,32,3216,2,1184,320144,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3216,2,1184,320144,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3216,2,1184,320144,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3216,2,1184,320144,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3216,2,1184,320145,1,4,,,,4,,,,4,,,,4,,,,4,,,,4,,,,0
5,32,3216,2,1184,320145,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,32,3216,2,1184,320145,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3216,2,1184,320145,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,32,3216,2,1184,320145,5,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
