"zone","state","lga","sector","ea","hhid","indiv","s3bq1a","s3bq1b","s3bq1c","s3bsept10","s3bq1d","s3bq1e","s3bq1f","s3boct10","s3bq1g","s3bq1h","s3bq1i","s3bnov10","s3bq1j","s3bq1k","s3bq1l","s3bdec10","s3bq1m","s3bq1n","s3bq1o","s3bjan11","s3bq1p","s3bq1q","s3bq1r","s3bfeb11","trackingobs"
2,5,520,2,1756,50168,1,1,,," 1     1     1",,,,,,,,,,,,,,,,,,,,,0
2,5,520,2,1756,50169,1,1,8,," 1 8   1 8   1 8   8",,,8,,,,,,,,,,,,,,,,,,0
2,5,520,2,1756,50169,6,8,,," 8     8     8     8",,,8,,,,,,,,,,,,,,,,,,0
2,5,520,2,1756,50170,1,1,,," 1     1     1     1",,,1,,,,,,,,,,,,,,,,,,0
5,6,602,2,1356,60001,1,16,,,,16,,,,16,,,,11,16,,,11,16,,,11,16,,,0
5,6,602,2,1356,60002,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,602,2,1356,60003,1,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,0
5,6,602,2,1356,60003,2,1,,,,1,,,,1,,,,14,,,,14,,,,14,,,,0
5,6,602,2,1356,60004,1,1,1,,,1,1,,,1,1,,,8,1,,,8,1,,,8,1,,,0
5,6,602,2,1356,60004,2,1,1,,,1,1,,,1,1,,,14,14,,,14,14,,,1,1,,,0
5,6,602,2,1356,60004,3,14,14,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,602,2,1356,60005,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
5,6,602,2,1356,60005,2,13,,,,13,,,,13,,,,13,,,,13,,,,13,,,,0
5,6,602,2,1356,60005,3,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,602,2,1356,60006,1,14,,,,13,,,,13,,,,13,,,,13,,,,13,,,,0
5,6,602,2,1356,60006,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,602,2,1356,60006,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,602,2,1356,60007,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,602,2,1356,60007,3,,,,,,,,,,,,,,,,,,,,,,,,,0
5,6,602,2,1356,60008,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,602,2,1356,60008,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,602,2,1356,60009,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,602,2,1356,60009,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,602,2,1356,60010,1,1,,,,1,,,,1,1,,,1,1,,,1,1,,,1,1,,,0
5,6,602,2,1356,60010,2,8,,,,8,,,,8,1,,,8,1,,,8,1,,,8,1,,,0
5,6,602,2,1356,60010,3,,,,,,,,,,,,,8,,,,8,,,,8,,,,0
5,6,602,2,1356,60010,4,,,,,,,,,1,,,,1,,,,1,,,,,,,,0
5,6,602,2,1356,60010,5,,,,,,,,,1,,,,,,,,1,,,,,,,,0
5,6,602,2,1356,60010,6,,,,,,,,,1,,,,,,,,1,,,,,,,,0
5,6,602,2,1356,60010,8,,,,,,,,,8,1,,,8,1,,,8,1,,,8,1,,,0
5,6,602,2,1356,60010,9,,,,,,,,,1,,,,1,,,,,,,,,,,,0
5,6,602,2,1356,60010,10,,,,,,,,,1,,,,1,,,,,,,,,,,,0
5,6,602,2,1356,60010,12,,,,,,,,,1,,,,1,,,,1,,,,,,,,0
5,6,606,2,1372,60012,1,3,,,,6,,,,6,,,,6,,,,6,,,,6,,,,0
5,6,606,2,1372,60012,2,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,606,2,1372,60012,3,14,,,,14,,,,13,,,,13,,,,13,,,,13,,,,0
5,6,606,2,1372,60012,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,606,2,1372,60013,1,12,,,,12,,,,12,,,,12,,,,12,,,,14,,,,0
5,6,606,2,1372,60014,1,7,,,,7,,,,7,,,,7,,,,7,,,,7,,,,0
5,6,606,2,1372,60015,1,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,606,2,1372,60015,2,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,606,2,1372,60015,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,606,2,1372,60016,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,606,2,1372,60016,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,606,2,1372,60017,1,11,1,,,11,1,,,11,1,,,11,1,,,11,1,,,11,1,,,0
5,6,606,2,1372,60018,1,14,,,,14,,,,14,,,,14,,,,8,,,,8,,,,0
5,6,606,2,1372,60019,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,606,2,1372,60020,1,8,1,,,8,1,,,8,1,,,8,1,,,8,1,,,8,1,,,0
5,6,608,1,3978,60021,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,608,1,3978,60021,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,608,1,3978,60022,1,1,,,,1,,,,1,1,,,1,1,,,1,1,,,1,,,,0
5,6,608,1,3978,60022,2,8,,,,8,,,,8,1,,,8,1,,,8,1,,,8,,,,0
5,6,608,1,3978,60022,3,,,,,,,,,1,,,,,,,,1,,,,,,,,0
5,6,608,1,3978,60022,4,,,,,,,,,1,,,,,,,,1,,,,,,,,0
5,6,608,1,3978,60022,5,,,,,,,,,1,,,,,,,,1,,,,,,,,0
5,6,608,1,3978,60022,6,,,,,,,,,1,,,,,,,,1,,,,,,,,0
5,6,608,1,3978,60023,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,608,1,3978,60023,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,608,1,3978,60024,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,608,1,3978,60025,1,7,,,,7,,,,7,,,,,,,,7,,,,7,,,,0
5,6,608,1,3978,60025,2,1,,,,1,,,,,,,,,,,,1,,,,1,,,,0
5,6,608,1,3978,60026,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,608,1,3978,60026,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,608,1,3978,60027,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,608,1,3978,60027,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,608,1,3978,60028,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
5,6,608,1,3978,60028,2,14,,,,,,,,1,,,,14,,,,1,,,,1,,,,0
5,6,608,1,3978,60028,3,14,,,,,,,,1,,,,14,,,,1,,,,1,,,,0
5,6,608,1,3978,60028,4,14,,,,,,,,1,,,,14,,,,1,,,,1,,,,0
5,6,608,1,3978,60028,5,14,,,,,,,,1,,,,14,,,,1,,,,1,,,,0
5,6,608,1,3978,60029,1,8,,,,8,,,,8,1,,,8,1,,,8,1,,,8,,,,0
5,6,608,1,3978,60029,2,8,,,,8,,,,8,1,,,8,,,,8,,,,8,,,,0
5,6,608,1,3978,60030,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,608,1,3978,60030,2,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,0
5,6,607,2,1892,60031,1,6,,,,6,,,,6,,,,6,,,,6,,,,6,,,,0
5,6,607,2,1892,60031,2,11,,,,11,,,,11,,,,11,,,,11,,,,11,,,,0
5,6,607,2,1892,60031,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60032,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,607,2,1892,60033,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60033,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,607,2,1892,60033,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60033,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60033,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60033,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60034,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60034,2,8,10,,,8,10,,,8,10,,,8,10,,,8,10,,,8,10,,,0
5,6,607,2,1892,60034,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60034,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60035,1,11,,,,11,,,,11,,,,11,,,,11,,,,11,,,,0
5,6,607,2,1892,60035,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60036,2,8,,,,8,,,,8,,,,8,,,,8,,,,14,,,,0
5,6,607,2,1892,60037,1,8,13,,,8,13,,,8,13,,,8,13,,,8,13,,,8,13,,,0
5,6,607,2,1892,60037,2,8,1,,,8,1,,,8,,,,8,,,,8,,,,8,,,,0
5,6,607,2,1892,60037,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60037,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60037,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60037,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60037,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60038,1,16,,,,16,,,,15,,,,15,,,,6,,,,6,,,,0
5,6,607,2,1892,60038,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,607,2,1892,60039,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60039,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,607,2,1892,60039,3,14,,,,14,,,,7,,,,7,,,,7,,,,7,,,,0
5,6,607,2,1892,60039,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60039,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60039,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60039,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60040,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,607,2,1892,60040,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,607,2,1892,60040,4,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0
5,6,601,2,640,60041,1,13,10,,,13,10,,,13,10,,,13,10,,,13,10,,,13,10,,,0
5,6,601,2,640,60041,2,11,10,,,11,10,,,11,10,,,11,10,,,11,10,,,11,10,,,0
5,6,601,2,640,60041,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,601,2,640,60041,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,601,2,640,60042,1,13,6,,,13,6,,,13,6,,,13,6,,,13,6,,,13,6,,,0
5,6,601,2,640,60043,1,15,,,,15,,,,15,,,,2,,,,2,,,,2,,,,0
5,6,601,2,640,60043,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,601,2,640,60044,1,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,601,2,640,60044,2,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,601,2,640,60045,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
5,6,601,2,640,60046,1,16,,,,16,,,,16,,,,16,,,,16,,,,16,,,,0
5,6,601,2,640,60047,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0
5,6,601,2,640,60047,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,601,2,640,60048,1,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,1,1,,,0
5,6,601,2,640,60048,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,601,2,640,60049,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0
5,6,601,2,640,60049,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,601,2,640,60050,1,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,0
5,6,601,2,640,60050,2,11,,,,11,,,,11,,,,11,,,,11,,,,11,,,,0
5,6,601,2,640,60050,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,601,2,640,60050,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,601,2,640,60050,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,601,2,640,60050,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,605,2,162,60051,1,16,7,,,16,7,,,16,7,,,16,,,,16,,,,16,7,,,0
5,6,605,2,162,60051,2,,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,605,2,162,60051,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,605,2,162,60051,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,605,2,162,60051,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,605,2,162,60052,1,11,,,,11,,,,11,,,,11,,,,11,,,,11,,,,0
5,6,605,2,162,60052,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,605,2,162,60053,1,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,605,2,162,60054,1,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,605,2,162,60054,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,605,2,162,60054,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,605,2,162,60054,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,605,2,162,60054,6,,,,,,,,,,,,,,,,,8,,,,8,,,,0
5,6,605,2,162,60054,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,605,2,162,60054,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,605,2,162,60055,1,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,605,2,162,60055,2,11,8,,,11,8,,,11,8,,,11,8,,,11,8,,,11,8,,,0
5,6,605,2,162,60056,1,12,,,,12,,,,12,,,,12,,,,12,,,,12,,,,0
5,6,605,2,162,60057,1,12,,,,12,,,,12,,,,12,,,,12,,,,12,,,,0
5,6,605,2,162,60058,1,12,,,,12,,,,12,,,,12,,,,12,,,,12,,,,0
5,6,605,2,162,60058,2,15,,,,15,,,,15,,,,15,,,,15,,,,15,,,,0
5,6,605,2,162,60059,1,12,,,,12,,,,12,,,,12,,,,12,,,,12,,,,0
5,6,605,2,162,60060,1,4,,,,4,,,,4,,,,4,,,,4,,,,4,,,,0
5,6,605,2,162,60060,2,12,,,,12,,,,12,,,,12,,,,12,,,,12,,,,0
5,6,608,2,748,60061,1,13,,,,13,8,,,13,8,,,13,8,,,13,8,,,13,8,,,0
5,6,608,2,748,60061,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,608,2,748,60061,3,14,,,,6,,,,6,,,,6,,,,6,,,,6,,,,0
5,6,608,2,748,60061,4,14,,,,14,,,,7,,,,7,,,,7,,,,7,,,,0
5,6,608,2,748,60061,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,608,2,748,60061,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,608,2,748,60062,1,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,608,2,748,60062,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,608,2,748,60063,3,,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,608,2,748,60063,4,,,,,,,,,,,,,10,,,,10,,,,10,,,,0
5,6,608,2,748,60063,5,,,,,,,,,,,,,,,,,,,,,,,,,0
5,6,608,2,748,60064,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,608,2,748,60064,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,608,2,748,60065,1,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,608,2,748,60065,2,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,608,2,748,60066,1,15,,,,15,,,,15,,,,15,,,,15,,,,15,,,,0
5,6,608,2,748,60068,1,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
5,6,608,2,748,60068,2,11,,,,11,,,,11,,,,11,,,,11,,,,11,,,,0
5,6,608,2,748,60068,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,608,2,748,60068,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
5,6,608,2,748,60069,1,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
5,6,608,2,748,60069,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
5,6,608,2,748,60070,1,13,,,,13,,,,13,,,,13,,,,13,,,,13,,,,0
5,6,608,2,748,60070,2,15,,,,15,,,,15,,,,15,,,,15,,,,15,,,,0
1,7,707,2,560,70001,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70001,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70001,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70002,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70002,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70003,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70004,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70005,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70005,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70005,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70006,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70006,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70007,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70008,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70008,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70008,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70009,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70009,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70010,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,707,2,560,70010,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70011,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70011,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70011,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70012,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70012,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70012,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70012,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70013,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70013,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70013,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70013,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70014,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70015,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70015,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70015,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70016,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70017,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70018,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70019,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70019,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70020,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,708,2,754,70020,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70021,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70021,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70021,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70021,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70021,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70021,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70021,7,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70021,8,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70021,9,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70022,1,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
1,7,705,2,4186,70022,2,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
1,7,705,2,4186,70022,3,1,,,,1,,,,,,,,,,,,,,,,,,,,0
1,7,705,2,4186,70022,4,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
1,7,705,2,4186,70022,5,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
1,7,705,2,4186,70023,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70023,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70023,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70023,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70023,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70023,7,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,705,2,4186,70023,8,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,705,2,4186,70023,9,,,,,,,,,,,,,,,,,,,,,,,,,0
1,7,705,2,4186,70024,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70024,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70024,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70024,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70024,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70024,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70024,7,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70024,8,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70024,9,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70025,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70025,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70025,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70025,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70025,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70026,1,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,0
1,7,705,2,4186,70026,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70026,3,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,0
1,7,705,2,4186,70026,4,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,0
1,7,705,2,4186,70026,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70026,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70026,7,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70027,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70027,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70027,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70027,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70028,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70028,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70028,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70028,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70028,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70029,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70029,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70029,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70029,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70029,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70030,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70030,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70030,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70030,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,705,2,4186,70030,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,722,2,234,70031,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,722,2,234,70031,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
1,7,722,2,234,70031,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
