"zone","state","lga","sector","ea","ric","hhid","item_cd","s10bq1","s10bq2a","s10bq2b","s10bq3a","s10bq3b","s10bq4","s10bq5a","s10bq5b","s10bq6a","s10bq6b"
2,15,1508,2,1682,1308,150012,15,1,6,2,6,2,360,0,,0,
2,15,1508,2,1682,1308,150012,36,1,3.57,1,3.57,1,200,0,,0,
2,15,1508,2,1682,1308,150012,43,1,1.65,1,0,,,1.65,1,0,
2,15,1508,2,1682,1308,150012,44,1,3,1,3,1,350,0,,0,
2,15,1508,2,1682,1308,150012,51,1,5,3,5,3,600,0,,0,
2,15,1508,2,1682,1308,150012,53,1,4,3,4,3,500,0,,0,
2,15,1508,2,1682,1308,150012,72,1,4.5,1,4.5,1,200,0,,0,
2,15,1508,2,1682,1308,150012,74,1,10,1,10,1,400,0,,0,
2,15,1508,2,1682,1308,150012,76,1,1,1,1,1,200,0,,0,
2,15,1508,2,1682,1308,150012,78,1,1,1,1,1,180,0,,0,
2,15,1508,2,1682,1308,150012,92,1,2,1,2,1,900,0,,0,
2,15,1508,2,1682,1308,150012,130,1,1,1,1,1,400,0,,0,
2,15,1508,2,1682,1308,150012,132,1,1,1,1,1,600,0,,0,
2,15,1508,2,1682,1308,150012,140,1,1,1,1,1,300,0,,0,
2,15,1508,2,1682,1308,150013,10,1,14,1,0,,,14,1,0,
2,15,1508,2,1682,1308,150013,11,1,14,1,0,,,14,1,0,
2,15,1508,2,1682,1308,150013,12,1,28,1,0,,,28,1,0,
2,15,1508,2,1682,1308,150013,13,1,4.2,1,4.2,1,800,0,,0,
2,15,1508,2,1682,1308,150013,36,1,3.5,1,3.5,1,100,0,,0,
2,15,1508,2,1682,1308,150013,42,1,2.8,1,0,,,2.8,1,2.8,1
2,15,1508,2,1682,1308,150013,50,1,0.6,3,0.6,3,180,0,,0,
2,15,1508,2,1682,1308,150013,52,1,35,3,35,3,100,0,,0,
2,15,1508,2,1682,1308,150013,72,1,1.4,1,1.4,1,150,0,,0,
2,15,1508,2,1682,1308,150013,130,1,1.4,1,1.4,1,400,0,,0,
2,15,1508,2,1682,1308,150013,150,1,200,2,200,2,150,0,,0,
2,15,1508,2,1682,1308,150014,10,1,8,1,0,,,8,1,0,
2,15,1508,2,1682,1308,150014,11,1,8,1,0,,,8,1,0,
2,15,1508,2,1682,1308,150014,12,1,5,1,0,,,5,1,0,
2,15,1508,2,1682,1308,150014,13,1,2,1,0,,,2,1,0,
2,15,1508,2,1682,1308,150014,42,1,2,1,0,,,2,1,0,
2,15,1508,2,1682,1308,150014,51,1,1,3,1,3,200,0,,0,
2,15,1508,2,1682,1308,150014,53,1,1,3,1,3,200,0,,0,
2,15,1508,2,1682,1308,150014,78,1,50,2,50,2,50,0,,0,
2,15,1508,2,1682,1308,150014,130,1,100,2,100,2,120,0,,0,
2,15,1508,2,1682,1308,150014,133,1,150,2,150,2,100,0,,0,
2,15,1508,2,1682,1308,150015,10,1,2.8,1,0,,,2.8,1,0,
2,15,1508,2,1682,1308,150015,12,1,2.8,1,2.8,1,100,0,,0,
2,15,1508,2,1682,1308,150015,13,1,4,1,4,1,200,0,,0,
2,15,1508,2,1682,1308,150015,50,1,2,3,2,3,500,0,,0,
2,15,1508,2,1682,1308,150015,52,1,2,3,2,3,750,0,,0,
2,15,1508,2,1682,1308,150015,60,1,3.6,1,3.6,1,300,0,,0,
2,15,1508,2,1682,1308,150015,71,1,2,1,2,1,200,0,,0,
2,15,1508,2,1682,1308,150015,73,1,1,1,1,1,170,0,,0,
2,15,1508,2,1682,1308,150015,75,1,1,1,1,1,170,0,,0,
2,15,1508,2,1682,1308,150015,110,1,5,3,5,3,900,0,,0,
2,15,1508,2,1682,1308,150015,130,1,1,1,1,1,320,0,,0,
2,15,1508,2,1682,1308,150015,133,1,1,1,1,1,400,0,,0,
2,15,1508,2,1682,1308,150016,10,1,14,1,14,1,800,0,,0,
2,15,1508,2,1682,1308,150016,11,1,7,1,7,1,350,0,,0,
2,15,1508,2,1682,1308,150016,12,1,7,1,7,1,350,0,,0,
2,15,1508,2,1682,1308,150016,13,1,14,1,14,1,2240,0,,0,
2,15,1508,2,1682,1308,150016,20,1,30,4,30,4,7000,0,,0,
2,15,1508,2,1682,1308,150016,40,1,4,1,4,1,400,0,,0,
2,15,1508,2,1682,1308,150016,43,1,1,3,1,3,250,0,,0,
2,15,1508,2,1682,1308,150016,50,1,1,3,1,3,260,0,,0,
2,15,1508,2,1682,1308,150016,65,1,1,1,1,1,250,0,,0,
2,15,1508,2,1682,1308,150016,74,1,1,1,1,1,300,0,,0,
2,15,1508,2,1682,1308,150016,110,1,1,1,1,1,550,0,,0,
2,15,1508,2,1682,1308,150016,121,1,1,1,1,1,130,0,,0,
2,15,1508,2,1682,1308,150016,122,1,1,1,1,1,350,0,,0,
2,15,1508,2,1682,1308,150016,133,1,1,1,1,1,100,0,,0,
2,15,1508,2,1682,1308,150016,152,1,7,3,7,3,350,0,,0,
2,15,1508,2,1682,1308,150017,10,1,5.1,1,0,,,5.1,1,0,
2,15,1508,2,1682,1308,150017,11,1,5.1,1,0,,,5.1,1,0,
2,15,1508,2,1682,1308,150017,12,1,4.44,1,0,,,4.44,1,0,
2,15,1508,2,1682,1308,150017,13,1,1,1,1,1,170,0,,0,
2,15,1508,2,1682,1308,150017,15,1,1,1,1,1,120,0,,0,
2,15,1508,2,1682,1308,150017,32,1,1.25,1,1.25,1,100,0,,0,
2,15,1508,2,1682,1308,150017,50,1,4,3,4,3,750,0,,0,
2,15,1508,2,1682,1308,150017,70,1,2.4,1,2.4,1,250,0,,0,
2,15,1508,2,1682,1308,150017,72,1,7,1,7,1,300,0,,0,
2,15,1508,2,1682,1308,150017,74,1,,,,,,,,,
2,15,1508,2,1682,1308,150017,76,1,,,,,,,,,
2,15,1508,2,1682,1308,150017,90,1,1,1,1,1,800,0,,0,
2,15,1508,2,1682,1308,150017,93,1,1,1,1,1,600,0,,0,
2,15,1508,2,1682,1308,150017,122,1,5,3,5,3,200,0,,0,
2,15,1508,2,1682,1308,150017,130,1,1,1,1,1,350,0,,0,
2,15,1508,2,1682,1308,150018,10,1,9,1,0,,,9,1,9,1
2,15,1508,2,1682,1308,150018,11,1,4,1,0,,,4,1,4,1
2,15,1508,2,1682,1308,150018,15,1,50,2,50,2,100,0,,0,
2,15,1508,2,1682,1308,150018,52,1,1,3,1,3,200,0,,0,
2,15,1508,2,1682,1308,150018,70,1,50,2,50,2,50,0,,0,
2,15,1508,2,1682,1308,150018,72,1,250,2,250,2,50,0,,0,
2,15,1508,2,1682,1308,150018,130,1,0.7,1,0.7,1,190,0,,0,
2,15,1508,2,1682,1308,150019,10,1,5,1,5,1,350,0,,0,
2,15,1508,2,1682,1308,150019,13,1,2,1,2,1,300,0,,0,
2,15,1508,2,1682,1308,150019,14,1,7,1,7,1,840,0,,0,
2,15,1508,2,1682,1308,150019,42,1,2,1,2,1,200,0,,0,
2,15,1508,2,1682,1308,150019,51,1,1,3,1,3,200,0,,0,
2,15,1508,2,1682,1308,150019,53,1,1,3,1,3,250,0,,0,
2,15,1508,2,1682,1308,150019,72,1,10,2,10,2,200,0,,0,
2,15,1508,2,1682,1308,150019,111,1,1,1,1,1,450,0,,0,
2,15,1508,2,1682,1308,150019,122,1,1,1,1,1,120,0,,0,
2,15,1508,2,1682,1308,150019,130,1,1,1,1,1,350,0,,0,
2,15,1508,2,1682,1308,150019,153,1,7,3,7,3,350,0,,0,
2,15,1508,2,1682,1308,150020,10,1,14,1,7,1,,14,1,7,1
2,15,1508,2,1682,1308,150020,11,1,14,1,7,1,,14,1,7,1
2,15,1508,2,1682,1308,150020,12,1,7,1,0,,,0,,14,1
2,15,1508,2,1682,1308,150020,13,1,3,1,3,1,500,0,,0,
2,15,1508,2,1682,1308,150020,50,1,1,3,1,3,180,0,,0,
2,15,1508,2,1682,1308,150020,52,1,1,3,1,3,200,0,,0,
2,15,1508,2,1682,1308,150020,76,1,1,1,1,1,100,0,,0,
2,15,1508,2,1682,1308,150020,93,1,1,1,1,1,500,0,,0,
2,15,1508,2,1682,1308,150020,130,1,0.5,1,0.5,1,100,0,,0,
2,15,1508,2,1682,1308,150020,162,1,40,3,40,3,200,0,,0,
2,15,1511,2,1938,1410,150021,10,1,4,1,0,,,0,,0,
2,15,1511,2,1938,1410,150021,11,1,4,1,0,,,0,,0,
2,15,1511,2,1938,1410,150021,12,1,3,1,2,1,,0,,0,
2,15,1511,2,1938,1410,150021,13,1,2,1,2,1,400,0,,0,
2,15,1511,2,1938,1410,150021,15,1,4,2,4,2,360,0,,0,
2,15,1511,2,1938,1410,150021,30,1,3.2,1,3.2,1,200,0,,0,
2,15,1511,2,1938,1410,150021,32,1,1,1,1,1,100,0,,0,
2,15,1511,2,1938,1410,150021,33,1,1,3,1,3,200,0,,0,
2,15,1511,2,1938,1410,150021,40,1,4.2,1,4.2,1,300,0,,0,
2,15,1511,2,1938,1410,150021,42,1,3,1,3,1,360,0,,0,
2,15,1511,2,1938,1410,150021,50,1,4,3,4,3,750,0,,0,
2,15,1511,2,1938,1410,150021,52,1,4,3,4,3,550,0,,0,
2,15,1511,2,1938,1410,150021,60,1,1,1,1,1,150,0,,0,
2,15,1511,2,1938,1410,150021,61,1,1,1,1,1,150,0,,0,
2,15,1511,2,1938,1410,150021,70,1,2,1,2,1,200,0,,0,
2,15,1511,2,1938,1410,150021,72,1,8,1,8,1,300,0,,0,
2,15,1511,2,1938,1410,150021,76,1,4,1,4,1,100,0,,0,
2,15,1511,2,1938,1410,150021,81,1,1,1,1,1,700,0,,0,
2,15,1511,2,1938,1410,150021,90,1,2,1,2,1,800,0,,0,
2,15,1511,2,1938,1410,150021,122,1,5,3,5,3,500,0,,0,
2,15,1511,2,1938,1410,150021,130,1,,,,,,,,,
2,15,1511,2,1938,1410,150021,140,1,3,1,3,1,400,0,,0,
2,15,1511,2,1938,1410,150022,10,1,10.5,1,,,,0,,10.5,1
2,15,1511,2,1938,1410,150022,12,1,3,1,,,,6,1,6,1
2,15,1511,2,1938,1410,150022,13,1,10.5,1,10.5,1,1500,0,,0,
2,15,1511,2,1938,1410,150022,15,1,500,2,500,2,60,0,,0,
2,15,1511,2,1938,1410,150022,19,1,4.5,1,4.5,1,400,0,,0,
2,15,1511,2,1938,1410,150022,30,1,2,1,2,1,200,0,,0,
2,15,1511,2,1938,1410,150022,35,1,3,1,3,1,200,0,,0,
2,15,1511,2,1938,1410,150022,41,1,9,1,9,1,600,0,,0,
2,15,1511,2,1938,1410,150022,43,1,60,1,60,1,220,0,,0,
2,15,1511,2,1938,1410,150022,50,1,0.6,1,60,1,270,0,,0,
2,15,1511,2,1938,1410,150022,70,1,20,1,20,1,140,0,,0,
2,15,1511,2,1938,1410,150022,72,1,50,2,50,2,50,0,,0,
2,15,1511,2,1938,1410,150022,74,1,40,2,40,2,80,0,,0,
2,15,1511,2,1938,1410,150022,90,1,7.5,1,7.5,1,50,0,,0,
2,15,1511,2,1938,1410,150022,130,1,0.25,1,0.25,1,50,0,,0,
2,15,1511,2,1938,1410,150023,10,1,8,1,8,1,400,0,,0,
2,15,1511,2,1938,1410,150023,13,1,14,1,14,1,2100,0,,0,
2,15,1511,2,1938,1410,150023,15,1,7,2,7,2,840,0,,0,
2,15,1511,2,1938,1410,150023,31,1,2,1,2,1,300,0,,0,
2,15,1511,2,1938,1410,150023,42,1,3,1,3,1,240,0,,0,
2,15,1511,2,1938,1410,150023,50,1,1,3,1,3,250,0,,0,
2,15,1511,2,1938,1410,150023,52,1,1,3,1,3,500,0,,0,
2,15,1511,2,1938,1410,150023,76,1,20,1,20,1,150,0,,0,
2,15,1511,2,1938,1410,150023,103,1,15,2,15,2,200,0,,0,
2,15,1511,2,1938,1410,150023,111,1,1,1,1,1,450,0,,0,
2,15,1511,2,1938,1410,150023,122,1,1,1,1,1,130,0,,0,
2,15,1511,2,1938,1410,150023,130,1,1,1,1,1,350,0,,0,
2,15,1511,2,1938,1410,150023,153,1,7,3,7,3,350,0,,0,
2,15,1511,2,1938,1410,150024,10,1,10.5,1,,,,10.5,1,0,
2,15,1511,2,1938,1410,150024,12,1,1.5,1,,,,1.5,1,0,
2,15,1511,2,1938,1410,150024,13,1,4.5,1,4.5,1,450,0,,0,
2,15,1511,2,1938,1410,150024,15,1,50,2,500,2,60,0,,0,
2,15,1511,2,1938,1410,150024,36,1,3.5,1,3.5,1,200,0,,0,
2,15,1511,2,1938,1410,150024,41,1,3,1,3,1,,3,1,0,
2,15,1511,2,1938,1410,150024,44,1,35,3,35,3,110,0,,0,
2,15,1511,2,1938,1410,150024,51,1,35,3,35,3,130,0,,0,
2,15,1511,2,1938,1410,150024,70,1,4.5,1,4.5,1,150,0,,0,
2,15,1511,2,1938,1410,150024,72,1,,,,,,,,,
2,15,1511,2,1938,1410,150024,73,1,100,2,100,2,30,0,,0,
2,15,1511,2,1938,1410,150024,76,1,0.2,1,0.2,1,60,0,,0,
2,15,1511,2,1938,1410,150024,90,1,5,1,0.5,1,300,0,,0,
2,15,1511,2,1938,1410,150024,130,1,1.4,1,1.4,1,40,0,,0,
2,15,1511,2,1938,1410,150025,10,1,7,1,7,1,350,0,,0,
2,15,1511,2,1938,1410,150025,11,1,7,1,7,1,,7,1,7,1
2,15,1511,2,1938,1410,150025,13,1,7,1,7,1,1050,0,,0,
2,15,1511,2,1938,1410,150025,15,1,7,2,7,2,840,0,,0,
2,15,1511,2,1938,1410,150025,40,1,2,1,2,1,240,0,,0,
2,15,1511,2,1938,1410,150025,44,1,1,1,1,1,250,0,,0,
2,15,1511,2,1938,1410,150025,51,1,1,1,1,1,270,0,,0,
2,15,1511,2,1938,1410,150025,66,1,10,2,10,2,70,0,,0,
2,15,1511,2,1938,1410,150025,71,1,6,2,6,2,50,0,,0,
2,15,1511,2,1938,1410,150025,75,1,10,2,10,2,60,0,,0,
2,15,1511,2,1938,1410,150025,92,1,2,1,2,1,1400,0,,0,
2,15,1511,2,1938,1410,150025,110,1,1,1,1,1,550,0,,0,
2,15,1511,2,1938,1410,150025,121,1,1,1,1,1,130,0,,0,
2,15,1511,2,1938,1410,150025,122,1,1,1,1,1,350,0,,0,
2,15,1511,2,1938,1410,150025,133,1,1,1,1,1,100,0,,0,
2,15,1511,2,1938,1410,150025,152,1,7,3,7,3,350,0,,0,
2,15,1511,2,1938,1410,150026,10,1,14,1,0,,,0,,0,
2,15,1511,2,1938,1410,150026,11,1,8.5,1,0,,,0,,0,
2,15,1511,2,1938,1410,150026,12,1,5.92,1,5.92,1,300,0,,0,
2,15,1511,2,1938,1410,150026,13,1,5,1,5,1,900,0,,0,
2,15,1511,2,1938,1410,150026,15,1,5,1,5,1,150,0,,0,
2,15,1511,2,1938,1410,150026,30,1,3.75,1,3.75,1,300,0,,0,
2,15,1511,2,1938,1410,150026,34,1,6.69,1,6.69,1,300,0,,0,
2,15,1511,2,1938,1410,150026,40,1,4.05,1,4.05,1,360,0,,0,
2,15,1511,2,1938,1410,150026,43,1,4,3,4,3,750,0,,0,
2,15,1511,2,1938,1410,150026,50,1,3,3,3,3,500,0,,0,
2,15,1511,2,1938,1410,150026,52,1,10.8,1,10.8,1,400,0,,0,
2,15,1511,2,1938,1410,150026,53,1,5.2,1,5.2,1,300,0,,0,
2,15,1511,2,1938,1410,150026,65,1,7.2,1,7.2,1,200,0,,0,
2,15,1511,2,1938,1410,150026,70,1,4,1,4,1,200,0,,0,
2,15,1511,2,1938,1410,150026,74,1,4.5,1,4.5,1,250,0,,0,
2,15,1511,2,1938,1410,150026,77,1,3,1,3,1,400,0,,0,
2,15,1511,2,1938,1410,150026,91,1,1,1,1,1,700,0,,0,
2,15,1511,2,1938,1410,150026,130,1,1,1,1,1,370,0,,0,
2,15,1511,2,1938,1410,150026,140,1,3,1,3,1,200,0,,0,
2,15,1511,2,1938,1410,150027,10,1,10.5,1,,,,0,,10.5,1
2,15,1511,2,1938,1410,150027,11,1,4.5,1,4.5,1,240,0,,0,
2,15,1511,2,1938,1410,150027,12,1,4.5,1,4.5,1,240,0,,0,
2,15,1511,2,1938,1410,150027,13,1,6,1,6,1,600,0,,0,
2,15,1511,2,1938,1410,150027,15,1,,,,,,,,,
2,15,1511,2,1938,1410,150027,42,1,3,1,3,1,330,0,,0,
2,15,1511,2,1938,1410,150027,44,1,1,3,1,3,180,0,,0,
2,15,1511,2,1938,1410,150027,51,1,1,3,1,3,200,0,,0,
2,15,1511,2,1938,1410,150027,70,1,1.5,1,1.5,1,50,0,,0,
2,15,1511,2,1938,1410,150027,72,1,3,1,3,1,70,0,,0,
2,15,1511,2,1938,1410,150027,130,1,0.75,1,0.75,1,190,0,,0,
2,15,1511,2,1938,1410,150028,10,1,21,1,21,1,1480,0,,0,
2,15,1511,2,1938,1410,150028,11,1,7,1,7,1,420,0,,0,
2,15,1511,2,1938,1410,150028,13,1,21,1,21,1,3700,0,,0,
2,15,1511,2,1938,1410,150028,15,1,7,2,7,2,840,0,,0,
2,15,1511,2,1938,1410,150028,42,1,7,1,7,1,0,0,,0,
2,15,1511,2,1938,1410,150028,50,1,3,3,3,3,660,0,,0,
2,15,1511,2,1938,1410,150028,52,1,3,3,3,3,700,0,,0,
2,15,1511,2,1938,1410,150028,103,1,,,,,,,,,
2,15,1511,2,1938,1410,150028,122,1,1,1,1,1,130,0,,0,
2,15,1511,2,1938,1410,150028,130,1,1,1,1,1,350,0,,0,
2,15,1511,2,1938,1410,150028,153,1,7,3,7,3,350,0,,0,
2,15,1511,2,1938,1410,150029,10,1,300,1,0,,,0,,0,
2,15,1511,2,1938,1410,150029,11,1,8.5,1,8.5,1,300,0,,0,
2,15,1511,2,1938,1410,150029,12,1,17,1,17,1,700,0,,0,
2,15,1511,2,1938,1410,150029,13,1,5,1,5,1,700,0,,0,
2,15,1511,2,1938,1410,150029,15,1,750,2,750,2,180,0,,0,
2,15,1511,2,1938,1410,150029,31,1,9.2,1,9.2,1,400,0,,0,
2,15,1511,2,1938,1410,150029,34,1,8.65,1,8.65,1,250,0,,0,
2,15,1511,2,1938,1410,150029,36,1,5,1,5,1,250,0,,0,
2,15,1511,2,1938,1410,150029,42,1,4.05,1,4.05,1,360,0,,0,
2,15,1511,2,1938,1410,150029,50,1,2,3,2,3,500,0,,0,
2,15,1511,2,1938,1410,150029,52,1,2,3,2,3,500,0,,0,
2,15,1511,2,1938,1410,150029,61,1,5.2,1,5.2,1,200,0,,0,
2,15,1511,2,1938,1410,150029,70,1,5,1,5,1,140,0,,0,
2,15,1511,2,1938,1410,150029,72,1,3,1,3,1,150,0,,0,
2,15,1511,2,1938,1410,150029,80,1,4,1,4,1,700,0,,0,
2,15,1511,2,1938,1410,150029,90,1,3,1,3,1,700,0,,0,
2,15,1511,2,1938,1410,150029,103,1,1,1,1,1,500,0,,0,
2,15,1511,2,1938,1410,150029,130,1,1,1,1,1,370,0,,0,
2,15,1511,2,1938,1410,150029,140,1,1,1,1,1,300,0,,0,
2,15,1511,2,1938,1410,150030,10,1,21,1,0,,,21,1,21,1
2,15,1511,2,1938,1410,150030,12,1,7,1,0,,,7,1,7,1
2,15,1511,2,1938,1410,150030,13,1,7.5,1,7.5,1,750,0,,0,
2,15,1511,2,1938,1410,150030,15,1,100,2,100,2,100,0,,0,
2,15,1511,2,1938,1410,150030,35,1,7.14,1,7.14,1,200,0,,0,
2,15,1511,2,1938,1410,150030,40,1,10.1,1,0,,,0,,10.1,1
2,15,1511,2,1938,1410,150030,43,1,35,3,35,3,120,0,,0,
2,15,1511,2,1938,1410,150030,50,1,35,3,35,3,135,0,,0,
2,15,1511,2,1938,1410,150030,70,1,4.5,1,4.5,1,150,0,,0,
2,15,1511,2,1938,1410,150030,72,1,2.4,1,2.4,1,100,0,,0,
2,15,1511,2,1938,1410,150030,90,1,7.5,1,7.5,1,400,0,,0,
2,15,1502,2,590,1002,150031,12,1,2.96,1,2.96,1,120,0,,0,
2,15,1502,2,590,1002,150031,13,1,3,1,3,1,450,0,,0,
2,15,1502,2,590,1002,150031,15,1,1,1,1,1,120,0,,0,
2,15,1502,2,590,1002,150031,32,1,2.5,1,2.5,1,200,0,,0,
2,15,1502,2,590,1002,150031,42,1,1.35,1,1.35,1,120,0,,0,
2,15,1502,2,590,1002,150031,50,1,2,3,2,3,500,0,,0,
2,15,1502,2,590,1002,150031,52,1,3,3,3,3,750,0,,0,
2,15,1502,2,590,1002,150031,72,1,5,1,5,1,300,0,,0,
2,15,1502,2,590,1002,150031,84,1,0.1,1,0.1,1,180,0,,0,
2,15,1502,2,590,1002,150031,91,1,2,1,2,1,900,0,,0,
2,15,1502,2,590,1002,150031,130,1,1,1,1,1,360,0,,0,
2,15,1502,2,590,1002,150031,133,1,1,1,1,1,150,0,,0,
2,15,1502,2,590,1002,150032,10,1,15,1,0,,,15,1,0,
2,15,1502,2,590,1002,150032,13,1,3,1,3,1,450,0,,0,
2,15,1502,2,590,1002,150032,36,1,3.5,1,3.5,1,100,0,,0,
2,15,1502,2,590,1002,150032,41,1,3,1,3,1,200,0,,0,
2,15,1502,2,590,1002,150032,44,1,0.6,3,0.6,3,200,0,,0,
2,15,1502,2,590,1002,150032,51,1,0.6,3,0.6,3,240,0,,0,
2,15,1502,2,590,1002,150032,65,1,4.5,1,4.5,1,200,0,,0,
2,15,1502,2,590,1002,150032,70,1,1,1,1,1,100,0,,0,
2,15,1502,2,590,1002,150032,103,1,200,2,200,2,250,0,,0,
2,15,1502,2,590,1002,150033,10,1,10.5,1,0,,,10.5,1,0,
2,15,1502,2,590,1002,150033,12,1,10.5,1,0,,,10.5,1,0,
2,15,1502,2,590,1002,150033,15,1,1.5,1,3,1,360,0,,0,
2,15,1502,2,590,1002,150033,42,1,7.5,1,0,,,7.5,1,0,
2,15,1502,2,590,1002,150033,50,1,1,3,1,3,250,0,,0,
2,15,1502,2,590,1002,150033,52,1,1,3,1,3,270,0,,0,
2,15,1502,2,590,1002,150033,70,1,2.6,1,2.6,1,120,0,,0,
2,15,1502,2,590,1002,150033,76,1,3,1,3,1,250,0,,0,
2,15,1502,2,590,1002,150033,103,1,1.9,1,1.9,1,400,0,,0,
2,15,1502,2,590,1002,150033,130,1,1.5,1,1.5,1,400,0,,0,
2,15,1502,2,590,1002,150033,153,1,105,4,105,4,150,0,,0,
2,15,1502,2,590,1002,150034,10,1,11.9,1,0,,,11.9,1,0,
2,15,1502,2,590,1002,150034,12,1,10.3,1,10.3,1,420,0,,0,
2,15,1502,2,590,1002,150034,13,1,6,1,6,1,910,0,,0,
2,15,1502,2,590,1002,150034,14,1,3,1,3,1,360,0,,0,
2,15,1502,2,590,1002,150034,31,1,1,1,1,1,100,0,,0,
2,15,1502,2,590,1002,150034,35,1,2,1,2,1,100,0,,0,
2,15,1502,2,590,1002,150034,42,1,2.7,1,0,,,2.7,1,0,
2,15,1502,2,590,1002,150034,50,1,1.3,1,1.3,1,250,0,,0,
2,15,1502,2,590,1002,150034,52,1,1,3,1,3,120,0,,0,
2,15,1502,2,590,1002,150034,72,1,3,1,3,1,250,0,,0,
2,15,1502,2,590,1002,150034,75,1,,,,,,,,,
2,15,1502,2,590,1002,150034,80,1,1,1,1,1,500,0,,0,
2,15,1502,2,590,1002,150034,94,1,2,1,2,1,800,0,,0,
2,15,1502,2,590,1002,150034,130,1,3,3,3,3,200,0,,0,
2,15,1502,2,590,1002,150034,131,1,2,1,2,1,630,0,,0,
2,15,1502,2,590,1002,150034,150,1,2,1,2,1,250,0,,0,
2,15,1502,2,590,1002,150035,10,1,10.5,1,5.7,1,,5.3,1,0,
2,15,1502,2,590,1002,150035,12,1,10.5,1,5.7,1,,5.3,1,0,
2,15,1502,2,590,1002,150035,13,1,7,1,7,1,1050,0,,0,
2,15,1502,2,590,1002,150035,15,1,4,2,4,2,480,0,,0,
2,15,1502,2,590,1002,150035,42,1,7.5,1,0,,,7.5,1,0,
2,15,1502,2,590,1002,150035,50,1,1,3,1,3,250,0,,0,
2,15,1502,2,590,1002,150035,52,1,1,3,1,3,270,0,,0,
2,15,1502,2,590,1002,150035,66,1,15,1,15,1,80,0,,0,
2,15,1502,2,590,1002,150035,74,1,1,1,1,1,100,0,,0,
2,15,1502,2,590,1002,150035,75,1,1,1,1,1,250,0,,0,
2,15,1502,2,590,1002,150035,92,1,1,1,1,1,750,0,,0,
2,15,1502,2,590,1002,150035,102,1,2,1,2,1,400,0,,0,
2,15,1502,2,590,1002,150035,121,1,1,1,1,1,130,0,,0,
2,15,1502,2,590,1002,150035,122,1,1,1,1,1,400,0,,0,
2,15,1502,2,590,1002,150035,152,1,3,3,3,3,150,0,,0,
2,15,1502,2,590,1002,150036,12,1,2,1,2,1,100,0,,0,
2,15,1502,2,590,1002,150036,13,1,2,1,2,1,300,0,,0,
2,15,1502,2,590,1002,150036,15,1,500,2,500,2,120,0,,0,
2,15,1502,2,590,1002,150036,42,1,1,1,1,1,100,0,,0,
2,15,1502,2,590,1002,150036,50,1,35,3,35,3,100,0,,0,
2,15,1502,2,590,1002,150036,52,1,35,3,35,3,130,0,,0,
2,15,1502,2,590,1002,150036,70,1,4,1,4,1,200,0,,0,
2,15,1502,2,590,1002,150036,72,1,20,1,2,1,150,0,,0,
2,15,1502,2,590,1002,150036,131,1,1.5,1,1.5,1,400,0,,0,
2,15,1502,2,590,1002,150037,10,1,21,1,0,,,21,1,21,1
2,15,1502,2,590,1002,150037,12,1,10.5,1,0,,,5.2,1,5.3,1
2,15,1502,2,590,1002,150037,14,1,1,1,0.004,1,480,0,,0,
2,15,1502,2,590,1002,150037,41,1,7.5,1,0,,,7.5,1,7.5,1
2,15,1502,2,590,1002,150037,44,1,1,1,3,1,250,0,,0,
2,15,1502,2,590,1002,150037,51,1,1,1,3,1,270,0,,0,
2,15,1502,2,590,1002,150037,76,1,3.3,1,3.3,1,500,0,,0,
2,15,1502,2,590,1002,150037,93,1,25,2,25,2,130,0,,0,
2,15,1502,2,590,1002,150037,94,1,1.5,1,1.5,1,400,0,,0,
2,15,1502,2,590,1002,150037,101,1,1.5,1,1.5,1,100,0,,0,
2,15,1502,2,590,1002,150037,105,1,105,4,105,4,150,0,,0,
2,15,1502,2,590,1002,150038,10,1,30,1,0,,,30,1,30,1
2,15,1502,2,590,1002,150038,12,1,7.5,1,0,,,7.5,1,7.5,1
2,15,1502,2,590,1002,150038,13,1,7.5,1,7.5,1,750,0,,0,
2,15,1502,2,590,1002,150038,15,1,100,2,100,2,120,0,,0,
2,15,1502,2,590,1002,150038,51,1,120,4,120,4,400,0,,0,
2,15,1502,2,590,1002,150038,53,1,0.6,3,0.6,3,240,0,,0,
2,15,1502,2,590,1002,150038,71,1,4.5,1,4.5,1,250,0,,0,
2,15,1502,2,590,1002,150038,77,1,1.5,1,1.5,1,70,0,,0,
2,15,1502,2,590,1002,150038,131,1,1.5,1,1.5,1,400,0,,0,
2,15,1502,2,590,1002,150039,10,1,4,1,0,,,0,,0,
2,15,1502,2,590,1002,150039,12,1,4,1,4,1,240,0,,0,
2,15,1502,2,590,1002,150039,15,1,2,1,2,1,120,0,,0,
2,15,1502,2,590,1002,150039,41,1,1.35,1,1.35,1,120,0,,0,
2,15,1502,2,590,1002,150039,50,1,3,3,3,3,250,0,,0,
2,15,1502,2,590,1002,150039,52,1,3,3,3,3,750,0,,0,
2,15,1502,2,590,1002,150039,60,1,1.55,1,1.55,1,200,0,,0,
2,15,1502,2,590,1002,150039,72,1,4,1,4,1,300,0,,0,
2,15,1502,2,590,1002,150039,90,1,2,1,2,1,800,0,,0,
2,15,1502,2,590,1002,150039,122,1,3,3,3,3,200,0,,0,
2,15,1502,2,590,1002,150039,130,1,1,1,1,1,4350,0,,0,
2,15,1502,2,590,1002,150039,140,1,2,1,2,1,150,0,,0,
