"zone","state","lga","sector","ea","ric","hhid","item_cd","s10bq1","s10bq2a","s10bq2b","s10bq3a","s10bq3b","s10bq4","s10bq5a","s10bq5b","s10bq6a","s10bq6b"
4,1,115,1,670,1309,10001,14,1,50,1,50,1,8500,0,,0,
4,1,115,1,670,1309,10001,15,1,2.5,1,2.5,1,750,0,,0,
4,1,115,1,670,1309,10001,31,1,16,1,16,1,1500,0,,0,
4,1,115,1,670,1309,10001,32,1,10.5,1,10.5,1,800,0,,0,
4,1,115,1,670,1309,10001,35,1,5.2,1,5.2,1,850,0,,0,
4,1,115,1,670,1309,10001,36,1,1.5,1,1.5,1,150,0,,0,
4,1,115,1,670,1309,10001,42,1,3,1,3,1,600,0,,0,
4,1,115,1,670,1309,10001,50,1,0.75,3,0.75,3,230,0,,0,
4,1,115,1,670,1309,10001,52,1,0.01,3,3,3,220,0,,0,
4,1,115,1,670,1309,10001,60,1,1.3,1,1.3,1,200,0,,0,
4,1,115,1,670,1309,10001,64,1,2.2,1,2.2,1,250,0,,0,
4,1,115,1,670,1309,10001,66,1,0.3,1,0.3,1,100,0,,0,
4,1,115,1,670,1309,10001,70,1,1,1,1,1,150,0,,0,
4,1,115,1,670,1309,10001,71,1,0.42,1,0.42,1,150,0,,0,
4,1,115,1,670,1309,10001,72,1,0.45,1,0.45,1,100,0,,0,
4,1,115,1,670,1309,10001,73,1,0.4,1,0.4,1,100,0,,0,
4,1,115,1,670,1309,10001,74,1,0.06,1,0.06,1,50,0,,0,
4,1,115,1,670,1309,10001,76,1,0.02,1,0.02,1,40,0,,0,
4,1,115,1,670,1309,10001,78,1,0.2,1,0.2,1,80,0,,0,
4,1,115,1,670,1309,10001,80,1,2,1,2,1,1400,0,,0,
4,1,115,1,670,1309,10001,83,1,0.89,1,0.89,1,280,0,,0,
4,1,115,1,670,1309,10001,90,1,1,1,1,1,500,0,,0,
4,1,115,1,670,1309,10001,103,1,0.6,1,0.6,1,350,0,,0,
4,1,115,1,670,1309,10001,104,1,1,1,1,1,300,0,,0,
4,1,115,1,670,1309,10001,111,1,0.45,1,0.45,1,500,0,,0,
4,1,115,1,670,1309,10001,121,1,0.5,1,0.5,1,550,0,,0,
4,1,115,1,670,1309,10001,130,1,0.5,1,0.5,1,200,0,,0,
4,1,115,1,670,1309,10001,140,1,0.5,1,0.5,1,50,0,,0,
4,1,115,1,670,1309,10001,150,1,4.5,3,4.5,3,360,0,,0,
4,1,115,1,670,1309,10001,151,1,3,3,3,3,25,0,,0,
4,1,115,1,670,1309,10001,152,1,0.66,3,0.66,3,200,0,,0,
4,1,115,1,670,1309,10001,153,1,1.05,3,1.05,3,150,0,,0,
4,1,115,1,670,1309,10001,160,1,2.25,3,2.25,3,540,0,,0,
4,1,115,1,670,1309,10002,14,1,5.5,1,5.5,1,1100,0,,0,
4,1,115,1,670,1309,10002,15,1,1.5,1,1.5,1,450,0,,0,
4,1,115,1,670,1309,10002,31,1,13.8,1,13.8,1,1200,0,,0,
4,1,115,1,670,1309,10002,33,1,5.25,1,5.25,1,500,0,,0,
4,1,115,1,670,1309,10002,35,1,5.2,1,5.2,1,800,0,,0,
4,1,115,1,670,1309,10002,36,1,1.8,1,1.8,1,200,0,,0,
4,1,115,1,670,1309,10002,42,1,2,1,2,1,400,0,,0,
4,1,115,1,670,1309,10002,50,1,0.75,3,0.75,3,200,0,,0,
4,1,115,1,670,1309,10002,52,1,0.01,3,3,3,220,0,,0,
4,1,115,1,670,1309,10002,60,1,1.3,1,1.3,1,180,0,,0,
4,1,115,1,670,1309,10002,64,1,1.9,1,1.9,1,200,0,,0,
4,1,115,1,670,1309,10002,70,1,1,1,1,1,120,0,,0,
4,1,115,1,670,1309,10002,71,1,0.56,1,0.56,1,240,0,,0,
4,1,115,1,670,1309,10002,72,1,0.45,1,0.45,1,150,0,,0,
4,1,115,1,670,1309,10002,76,1,0.02,1,0.02,1,50,0,,0,
4,1,115,1,670,1309,10002,78,1,0.2,1,0.2,1,70,0,,0,
4,1,115,1,670,1309,10002,80,1,3,1,3,1,2100,0,,0,
4,1,115,1,670,1309,10002,83,1,0.89,1,0.89,1,280,0,,0,
4,1,115,1,670,1309,10002,90,1,2,1,2,1,1200,0,,0,
4,1,115,1,670,1309,10002,101,1,0.4,1,0.4,1,300,0,,0,
4,1,115,1,670,1309,10002,103,1,0.06,1,0.06,1,150,0,,0,
4,1,115,1,670,1309,10002,104,1,3.8,1,3.8,1,500,0,,0,
4,1,115,1,670,1309,10002,111,1,0.5,1,0.5,1,500,0,,0,
4,1,115,1,670,1309,10002,121,1,0.5,1,0.5,1,350,0,,0,
4,1,115,1,670,1309,10002,122,1,0.12,1,0.12,1,140,0,,0,
4,1,115,1,670,1309,10002,130,1,0.5,1,0.5,1,200,0,,0,
4,1,115,1,670,1309,10002,140,1,0.5,1,0.5,1,50,0,,0,
4,1,115,1,670,1309,10002,150,1,6,3,6,3,480,0,,0,
4,1,115,1,670,1309,10002,151,1,4.2,3,4.2,3,35,0,,0,
4,1,115,1,670,1309,10002,152,1,0.33,3,0.33,3,100,0,,0,
4,1,115,1,670,1309,10002,153,1,8.4,3,8.4,3,900,0,,0,
4,1,115,1,670,1309,10002,160,1,9,3,9,3,2000,0,,0,
4,1,115,1,670,1309,10003,14,1,2.5,1,2.5,1,500,0,,0,
4,1,115,1,670,1309,10003,15,1,0.8,1,0.8,1,200,0,,0,
4,1,115,1,670,1309,10003,31,1,4.6,1,4.6,1,400,0,,0,
4,1,115,1,670,1309,10003,32,1,3.67,1,3.67,1,300,0,,0,
4,1,115,1,670,1309,10003,35,1,1.3,1,1.3,1,200,0,,0,
4,1,115,1,670,1309,10003,36,1,1.4,1,1.4,1,200,0,,0,
4,1,115,1,670,1309,10003,42,1,0.6,1,0.6,1,100,0,,0,
4,1,115,1,670,1309,10003,50,1,0.75,3,0.75,3,200,0,,0,
4,1,115,1,670,1309,10003,52,1,0.75,3,0.75,3,230,0,,0,
4,1,115,1,670,1309,10003,60,1,0.35,1,0.35,1,100,0,,0,
4,1,115,1,670,1309,10003,61,1,1.2,1,1.2,1,100,0,,0,
4,1,115,1,670,1309,10003,70,1,1,1,1,1,100,0,,0,
4,1,115,1,670,1309,10003,71,1,0.21,1,0.21,1,90,0,,0,
4,1,115,1,670,1309,10003,72,1,0.45,1,0.45,1,100,0,,0,
4,1,115,1,670,1309,10003,74,1,0.75,1,0.75,1,100,0,,0,
4,1,115,1,670,1309,10003,76,1,0.05,1,0.05,1,40,0,,0,
4,1,115,1,670,1309,10003,83,1,0.44,1,0.44,1,180,0,,0,
4,1,115,1,670,1309,10003,90,1,0.3,1,0.3,1,500,0,,0,
4,1,115,1,670,1309,10003,102,1,0.8,1,0.8,1,400,0,,0,
4,1,115,1,670,1309,10003,103,1,0.3,1,0.3,1,200,0,,0,
4,1,115,1,670,1309,10003,113,1,0.34,1,0.34,1,200,0,,0,
4,1,115,1,670,1309,10003,122,1,0.3,1,0.3,1,60,0,,0,
4,1,115,1,670,1309,10003,130,1,0.06,1,0.06,1,30,0,,0,
4,1,115,1,670,1309,10003,140,1,0.2,1,0.2,1,40,0,,0,
4,1,115,1,670,1309,10003,151,1,0.6,3,0.6,3,5,0,,0,
4,1,115,1,670,1309,10003,152,1,0.33,3,0.33,3,100,0,,0,
4,1,115,1,670,1309,10004,14,1,2,1,2,1,400,0,,0,
4,1,115,1,670,1309,10004,15,1,0.4,1,0.4,1,120,0,,0,
4,1,115,1,670,1309,10004,31,1,4.6,1,4.6,1,400,0,,0,
4,1,115,1,670,1309,10004,33,1,2.1,1,2.1,1,200,0,,0,
4,1,115,1,670,1309,10004,35,1,1.3,1,1.3,1,200,0,,0,
4,1,115,1,670,1309,10004,37,1,2.2,1,2.2,1,200,0,,0,
4,1,115,1,670,1309,10004,42,1,0.6,1,0.6,1,100,0,,0,
4,1,115,1,670,1309,10004,50,1,0.75,3,0.75,3,150,0,,0,
4,1,115,1,670,1309,10004,52,1,0.75,3,0.75,3,200,0,,0,
4,1,115,1,670,1309,10004,60,1,0.35,1,0.35,1,100,0,,0,
4,1,115,1,670,1309,10004,61,1,1.2,1,1.2,1,100,0,,0,
4,1,115,1,670,1309,10004,64,1,1.9,1,1.9,1,200,0,,0,
4,1,115,1,670,1309,10004,70,1,1,1,1,1,100,0,,0,
4,1,115,1,670,1309,10004,71,1,0.14,1,0.14,1,60,0,,0,
4,1,115,1,670,1309,10004,72,1,0.45,1,0.45,1,100,0,,0,
4,1,115,1,670,1309,10004,74,1,0.75,1,0.75,1,100,0,,0,
4,1,115,1,670,1309,10004,76,1,0.05,1,0.05,1,40,0,,0,
4,1,115,1,670,1309,10004,83,1,0.44,1,0.44,1,180,0,,0,
4,1,115,1,670,1309,10004,90,1,0.3,1,0.3,1,500,0,,0,
4,1,115,1,670,1309,10004,101,1,0.4,1,0.4,1,300,0,,0,
4,1,115,1,670,1309,10004,102,1,0.4,1,0.4,1,200,0,,0,
4,1,115,1,670,1309,10004,103,1,0.3,1,0.3,1,200,0,,0,
4,1,115,1,670,1309,10004,113,1,0.17,1,0.17,1,100,0,,0,
4,1,115,1,670,1309,10004,122,1,0.15,1,0.15,1,30,0,,0,
4,1,115,1,670,1309,10004,130,1,0.06,1,0.06,1,40,0,,0,
4,1,115,1,670,1309,10004,140,1,0.2,1,0.2,1,40,0,,0,
4,1,115,1,670,1309,10004,151,1,0.6,3,0.6,3,5,0,,0,
4,1,115,1,670,1309,10004,152,1,0.33,3,0.33,3,100,0,,0,
4,1,115,1,670,1309,10006,14,1,1.75,1,1.75,1,350,0,,0,
4,1,115,1,670,1309,10006,15,1,0.8,1,0.8,1,150,0,,0,
4,1,115,1,670,1309,10006,31,1,4.6,1,4.6,1,400,0,,0,
4,1,115,1,670,1309,10006,33,1,1.75,1,1.75,1,140,0,,0,
4,1,115,1,670,1309,10006,35,1,2.64,1,2.64,1,500,0,,0,
4,1,115,1,670,1309,10006,41,1,0.6,1,0.6,1,180,0,,0,
4,1,115,1,670,1309,10006,50,1,0.75,3,0.75,3,200,0,,0,
4,1,115,1,670,1309,10006,52,1,1.12,3,1.12,3,345,0,,0,
4,1,115,1,670,1309,10006,60,1,1.05,1,1.05,1,300,0,,0,
4,1,115,1,670,1309,10006,61,1,3.6,1,3.6,1,300,0,,0,
4,1,115,1,670,1309,10006,64,1,1.9,1,1.9,1,150,0,,0,
4,1,115,1,670,1309,10006,70,1,4,1,4,1,400,0,,0,
4,1,115,1,670,1309,10006,72,1,0.48,1,0.48,1,180,0,,0,
4,1,115,1,670,1309,10006,73,1,2.6,1,2.6,1,400,0,,0,
4,1,115,1,670,1309,10006,74,1,1.5,1,1.5,1,200,0,,0,
4,1,115,1,670,1309,10006,76,1,0.16,1,0.16,1,80,0,,0,
4,1,115,1,670,1309,10006,78,1,1.2,1,1.2,1,480,0,,0,
4,1,115,1,670,1309,10006,90,1,0.6,1,0.6,1,300,0,,0,
4,1,115,1,670,1309,10006,101,1,5,1,5,1,1500,0,,0,
4,1,115,1,670,1309,10006,102,1,0.41,1,0.41,1,300,0,,0,
4,1,115,1,670,1309,10006,122,1,4.7,1,4.7,1,650,0,,0,
4,1,115,1,670,1309,10006,130,1,0.02,1,0.02,1,10,0,,0,
4,1,115,1,670,1309,10006,140,1,0.1,1,0.1,1,50,0,,0,
4,1,115,1,670,1309,10008,14,1,3.75,1,3.75,1,600,0,,0,
4,1,115,1,670,1309,10008,15,1,0.5,1,0.5,1,150,0,,0,
4,1,115,1,670,1309,10008,31,1,3.2,1,3.2,1,400,0,,0,
4,1,115,1,670,1309,10008,33,1,5.25,1,5.25,1,450,0,,0,
4,1,115,1,670,1309,10008,42,1,2,1,2,1,400,0,,0,
4,1,115,1,670,1309,10008,50,1,0.75,3,0.75,3,200,0,,0,
4,1,115,1,670,1309,10008,52,1,0.75,3,0.75,3,250,0,,0,
4,1,115,1,670,1309,10008,60,1,1.55,1,1.55,1,300,0,,0,
4,1,115,1,670,1309,10008,63,1,0.9,1,0.9,1,90,0,,0,
4,1,115,1,670,1309,10008,70,1,1,1,1,1,100,0,,0,
4,1,115,1,670,1309,10008,71,1,3.5,1,3.5,1,350,0,,0,
4,1,115,1,670,1309,10008,72,1,0.1,1,0.1,1,40,0,,0,
4,1,115,1,670,1309,10008,73,1,0.22,1,0.22,1,50,0,,0,
4,1,115,1,670,1309,10008,76,1,0.04,1,0.04,1,80,0,,0,
4,1,115,1,670,1309,10008,78,1,0.9,1,0.9,1,180,0,,0,
4,1,115,1,670,1309,10008,83,1,0.89,1,0.89,1,360,0,,0,
4,1,115,1,670,1309,10008,91,1,1.2,1,1.2,1,950,0,,0,
4,1,115,1,670,1309,10008,101,1,0.35,1,0.35,1,150,0,,0,
4,1,115,1,670,1309,10008,102,1,0.6,1,0.6,1,200,0,,0,
4,1,115,1,670,1309,10008,103,1,1.2,1,1.2,1,700,0,,0,
4,1,115,1,670,1309,10008,150,1,0.75,3,0.75,3,70,0,,0,
4,1,115,1,670,1309,10008,152,1,0.33,3,0.33,3,100,0,,0,
4,1,115,1,670,1309,10008,153,1,0.35,3,0.35,3,50,0,,0,
4,1,115,1,670,1309,10009,14,1,4,1,4,1,800,0,,0,
4,1,115,1,670,1309,10009,15,1,0.4,1,0.4,1,120,0,,0,
4,1,115,1,670,1309,10009,31,1,4.6,1,4.6,1,400,0,,0,
4,1,115,1,670,1309,10009,33,1,2.45,1,2.45,1,200,0,,0,
4,1,115,1,670,1309,10009,35,1,1.6,1,1.6,1,200,0,,0,
4,1,115,1,670,1309,10009,42,1,1.8,1,1.8,1,270,0,,0,
4,1,115,1,670,1309,10009,43,1,0.2,1,0.2,1,50,0,,0,
4,1,115,1,670,1309,10009,50,1,0.75,3,0.75,3,200,0,,0,
4,1,115,1,670,1309,10009,51,1,0.35,1,0.35,1,200,0,,0,
4,1,115,1,670,1309,10009,52,1,0.75,3,0.75,3,230,0,,0,
4,1,115,1,670,1309,10009,60,1,0.35,1,0.35,1,100,0,,0,
4,1,115,1,670,1309,10009,61,1,0.3,1,0.3,1,50,0,,0,
4,1,115,1,670,1309,10009,70,1,2,1,2,1,200,0,,0,
4,1,115,1,670,1309,10009,71,1,0.28,1,0.28,1,120,0,,0,
4,1,115,1,670,1309,10009,72,1,0.22,1,0.22,1,50,0,,0,
4,1,115,1,670,1309,10009,73,1,1.3,1,1.3,1,100,0,,0,
4,1,115,1,670,1309,10009,74,1,1.12,1,1.12,1,150,0,,0,
4,1,115,1,670,1309,10009,76,1,0.04,1,0.04,1,80,0,,0,
4,1,115,1,670,1309,10009,78,1,1.2,1,1.2,1,420,0,,0,
4,1,115,1,670,1309,10009,90,1,0.3,1,0.3,1,300,0,,0,
4,1,115,1,670,1309,10009,102,1,0.6,1,0.6,1,300,0,,0,
4,1,115,1,670,1309,10009,103,1,0.3,1,0.3,1,200,0,,0,
4,1,115,1,670,1309,10009,112,1,0.45,1,0.45,1,600,0,,0,
4,1,115,1,670,1309,10009,113,1,0.51,1,0.51,1,300,0,,0,
4,1,115,1,670,1309,10009,122,1,0.3,1,0.3,1,60,0,,0,
4,1,115,1,670,1309,10009,130,1,0.5,1,0.5,1,80,0,,0,
4,1,115,1,670,1309,10009,140,1,0.65,1,0.65,1,50,0,,0,
4,1,115,1,670,1309,10009,152,1,1.32,3,1.32,3,400,0,,0,
4,1,115,1,670,1309,10009,153,1,0.9,3,0.9,3,150,0,,0,
4,1,115,1,670,1309,10010,14,1,4.5,1,4.5,1,720,0,,0,
4,1,115,1,670,1309,10010,15,1,0.5,1,0.5,1,150,0,,0,
4,1,115,1,670,1309,10010,31,1,4.6,1,4.6,1,400,0,,0,
4,1,115,1,670,1309,10010,32,1,7.35,1,7.35,1,600,0,,0,
4,1,115,1,670,1309,10010,35,1,2,1,2,1,300,0,,0,
4,1,115,1,670,1309,10010,42,1,2,1,2,1,300,0,,0,
4,1,115,1,670,1309,10010,50,1,0.75,3,0.75,3,200,0,,0,
4,1,115,1,670,1309,10010,52,1,0.75,3,0.75,3,230,0,,0,
4,1,115,1,670,1309,10010,60,1,1.2,1,1.2,1,150,0,,0,
4,1,115,1,670,1309,10010,61,1,4.8,1,4.8,1,300,0,,0,
4,1,115,1,670,1309,10010,70,1,2,1,2,1,200,0,,0,
4,1,115,1,670,1309,10010,71,1,2.8,1,2.8,1,120,0,,0,
4,1,115,1,670,1309,10010,72,1,0.24,1,0.24,1,50,0,,0,
4,1,115,1,670,1309,10010,73,1,0.22,1,0.22,1,50,0,,0,
4,1,115,1,670,1309,10010,74,1,0.15,1,0.15,1,50,0,,0,
4,1,115,1,670,1309,10010,76,1,0.04,1,0.04,1,100,0,,0,
4,1,115,1,670,1309,10010,78,1,1,1,1,1,200,0,,0,
4,1,115,1,670,1309,10010,90,1,1,1,1,1,500,0,,0,
4,1,115,1,670,1309,10010,102,1,2,1,2,1,500,0,,0,
4,1,115,1,670,1309,10010,103,1,0.6,1,0.6,1,350,0,,0,
4,1,115,1,670,1309,10010,113,1,0.34,1,0.34,1,200,0,,0,
4,1,115,1,670,1309,10010,122,1,0.16,1,0.16,1,30,0,,0,
4,1,115,1,670,1309,10010,130,1,0.12,1,0.12,1,40,0,,0,
4,1,115,1,670,1309,10010,140,1,0.02,1,0.02,1,10,0,,0,
4,1,115,1,670,1309,10010,150,1,3,3,3,3,240,0,,0,
4,1,115,1,670,1309,10010,152,1,1.75,3,1.75,3,500,0,,0,
4,1,115,1,670,1309,10010,153,1,2.1,3,2.1,3,300,0,,0,
4,1,104,2,1364,1103,10011,13,1,3,1,3,1,480,0,,0,
4,1,104,2,1364,1103,10011,31,1,4.6,1,4.6,1,400,0,,0,
4,1,104,2,1364,1103,10011,35,1,5,1,5,1,800,0,,0,
4,1,104,2,1364,1103,10011,42,1,1.2,1,1.2,1,200,0,,0,
4,1,104,2,1364,1103,10011,50,1,0.75,3,0.75,3,180,0,,0,
4,1,104,2,1364,1103,10011,64,1,1.9,1,1.9,1,150,0,,0,
4,1,104,2,1364,1103,10011,70,1,1,1,1,1,100,0,,0,
4,1,104,2,1364,1103,10011,71,1,0.14,1,0.14,1,60,0,,0,
4,1,104,2,1364,1103,10011,72,1,0.06,1,0.06,1,40,0,,0,
4,1,104,2,1364,1103,10011,76,1,0.02,1,0.02,1,50,0,,0,
4,1,104,2,1364,1103,10011,78,1,0.2,1,0.2,1,50,0,,0,
4,1,104,2,1364,1103,10011,90,1,1,1,1,1,500,0,,0,
4,1,104,2,1364,1103,10011,101,1,0.32,1,0.32,1,280,0,,0,
4,1,104,2,1364,1103,10011,103,1,0.05,1,0.05,1,100,0,,0,
4,1,104,2,1364,1103,10011,104,1,0.8,1,0.8,1,200,0,,0,
4,1,104,2,1364,1103,10011,111,1,0.45,1,0.45,1,500,0,,0,
4,1,104,2,1364,1103,10011,121,1,0.45,1,0.45,1,550,0,,0,
4,1,104,2,1364,1103,10011,130,1,0.5,1,0.5,1,200,0,,0,
4,1,104,2,1364,1103,10011,140,1,0.5,1,0.5,1,50,0,,0,
4,1,104,2,1364,1103,10011,151,1,1.8,3,1.8,3,10,0,,0,
4,1,104,2,1364,1103,10011,152,1,0.33,3,0.33,3,100,0,,0,
4,1,104,2,1364,1103,10012,13,1,3.75,1,3.75,1,600,0,,0,
4,1,104,2,1364,1103,10012,15,1,1,1,1,1,300,0,,0,
4,1,104,2,1364,1103,10012,31,1,6.9,1,6.9,1,600,0,,0,
4,1,104,2,1364,1103,10012,42,1,1.8,1,1.8,1,300,0,,0,
4,1,104,2,1364,1103,10012,50,1,0.75,3,0.75,3,180,0,,0,
4,1,104,2,1364,1103,10012,52,1,0.75,3,0.75,3,180,0,,0,
4,1,104,2,1364,1103,10012,70,1,1,1,1,1,150,0,,0,
4,1,104,2,1364,1103,10012,71,1,0.28,1,0.28,1,120,0,,0,
4,1,104,2,1364,1103,10012,72,1,0.09,1,0.09,1,30,0,,0,
4,1,104,2,1364,1103,10012,73,1,0.4,1,0.4,1,50,0,,0,
4,1,104,2,1364,1103,10012,76,1,0.27,1,0.27,1,50,0,,0,
4,1,104,2,1364,1103,10012,78,1,0.4,1,0.4,1,80,0,,0,
4,1,104,2,1364,1103,10012,90,1,1,1,1,1,500,0,,0,
4,1,104,2,1364,1103,10012,101,1,0.37,1,0.37,1,270,0,,0,
4,1,104,2,1364,1103,10012,103,1,0.04,1,0.04,1,100,0,,0,
4,1,104,2,1364,1103,10012,111,1,0.45,1,0.45,1,500,0,,0,
4,1,104,2,1364,1103,10012,112,1,0.5,1,0.5,1,1200,0,,0,
4,1,104,2,1364,1103,10012,121,1,0.5,1,0.5,1,500,0,,0,
4,1,104,2,1364,1103,10012,130,1,0.5,1,0.5,1,200,0,,0,
4,1,104,2,1364,1103,10012,140,1,0.5,1,0.5,1,50,0,,0,
4,1,104,2,1364,1103,10012,151,1,4.2,3,4.2,3,70,0,,0,
4,1,104,2,1364,1103,10012,153,1,1.75,3,1.75,3,350,0,,0,
4,1,104,2,1364,1103,10012,161,1,3,3,3,3,200,0,,0,
4,1,104,2,1364,1103,10013,13,1,2.25,1,2.25,1,300,0,,0,
4,1,104,2,1364,1103,10013,15,1,0.4,1,0.4,1,120,0,,0,
4,1,104,2,1364,1103,10013,31,1,2.3,1,2.3,1,200,0,,0,
4,1,104,2,1364,1103,10013,33,1,4.2,1,0,,,4.2,1,0,
4,1,104,2,1364,1103,10013,35,1,1.3,1,1.3,1,200,0,,0,
4,1,104,2,1364,1103,10013,42,1,0.6,1,0.6,1,100,0,,0,
4,1,104,2,1364,1103,10013,50,1,0.75,3,0.75,3,150,0,,0,
4,1,104,2,1364,1103,10013,52,1,0.75,3,0.75,3,200,0,,0,
4,1,104,2,1364,1103,10013,60,1,0.35,1,0.35,1,100,0,,0,
4,1,104,2,1364,1103,10013,70,1,1,1,1,1,100,0,,0,
4,1,104,2,1364,1103,10013,71,1,0.14,1,0.14,1,60,0,,0,
4,1,104,2,1364,1103,10013,72,1,0.45,1,0.45,1,100,0,,0,
4,1,104,2,1364,1103,10013,74,1,0.75,1,0.75,1,100,0,,0,
4,1,104,2,1364,1103,10013,76,1,0.05,1,0.05,1,40,0,,0,
4,1,104,2,1364,1103,10013,90,1,0.3,1,0.3,1,400,0,,0,
4,1,104,2,1364,1103,10013,102,1,0.4,1,0.4,1,200,0,,0,
4,1,104,2,1364,1103,10013,103,1,0.3,1,0.3,1,200,0,,0,
4,1,104,2,1364,1103,10013,113,1,0.17,1,0.17,1,100,0,,0,
4,1,104,2,1364,1103,10013,122,1,0.15,1,0.15,1,30,0,,0,
4,1,104,2,1364,1103,10013,130,1,0.06,1,0.06,1,40,0,,0,
4,1,104,2,1364,1103,10013,140,1,0.2,1,0.2,1,40,0,,0,
4,1,104,2,1364,1103,10013,152,1,0.33,1,0.33,1,100,0,,0,
4,1,104,2,1364,1103,10014,14,1,1.5,1,1.5,1,300,0,,0,
4,1,104,2,1364,1103,10014,15,1,0.4,1,0.4,1,120,0,,0,
4,1,104,2,1364,1103,10014,31,1,2.3,1,2.3,1,200,0,,0,
4,1,104,2,1364,1103,10014,33,1,2.45,1,2.45,1,200,0,,0,
4,1,104,2,1364,1103,10014,35,1,1.3,1,1.3,1,200,0,,0,
4,1,104,2,1364,1103,10014,42,1,0.6,1,0.6,1,100,0,,0,
4,1,104,2,1364,1103,10014,50,1,0.75,3,0.75,3,150,0,,0,
4,1,104,2,1364,1103,10014,52,1,0.75,3,0.75,3,200,0,,0,
4,1,104,2,1364,1103,10014,60,1,0.35,1,0.35,1,100,0,,0,
4,1,104,2,1364,1103,10014,61,1,0.6,1,0.6,1,50,0,,0,
4,1,104,2,1364,1103,10014,70,1,1,1,1,1,100,0,,0,
4,1,104,2,1364,1103,10014,71,1,0.14,1,0.14,1,30,0,,0,
4,1,104,2,1364,1103,10014,72,1,0.45,1,0.45,1,100,0,,0,
4,1,104,2,1364,1103,10014,74,1,0.75,1,0.75,1,100,0,,0,
4,1,104,2,1364,1103,10014,76,1,0.02,1,0.02,1,20,0,,0,
4,1,104,2,1364,1103,10014,90,1,1,1,1,1,500,0,,0,
4,1,104,2,1364,1103,10014,102,1,0.4,1,0.4,1,200,0,,0,
4,1,104,2,1364,1103,10014,103,1,0.3,1,0.3,1,200,0,,0,
4,1,104,2,1364,1103,10014,113,1,0.17,3,0.17,3,100,0,,0,
4,1,104,2,1364,1103,10014,122,1,0.3,1,0.3,1,60,0,,0,
4,1,104,2,1364,1103,10014,130,1,0.06,1,0.06,1,40,0,,0,
4,1,104,2,1364,1103,10014,140,1,0.2,1,0.2,1,40,0,,0,
4,1,104,2,1364,1103,10014,152,1,0.33,3,0.33,3,100,0,,0,
4,1,104,2,1364,1103,10015,13,1,1.75,1,1.75,1,280,0,,0,
4,1,104,2,1364,1103,10015,31,1,4.6,1,4.6,1,400,0,,0,
4,1,104,2,1364,1103,10015,32,1,2.45,1,2.45,1,200,0,,0,
4,1,104,2,1364,1103,10015,42,1,0.6,1,0.6,1,100,0,,0,
4,1,104,2,1364,1103,10015,50,1,0.75,3,0.75,3,180,0,,0,
4,1,104,2,1364,1103,10015,70,1,0.5,1,0.5,1,80,0,,0,
4,1,104,2,1364,1103,10015,71,1,0.07,1,0.07,1,30,0,,0,
4,1,104,2,1364,1103,10015,72,1,0.03,1,0.03,1,10,0,,0,
4,1,104,2,1364,1103,10015,73,1,0.4,1,0.4,1,100,0,,0,
4,1,104,2,1364,1103,10015,76,1,0.02,1,0.02,1,50,0,,0,
4,1,104,2,1364,1103,10015,78,1,0.2,1,0.2,1,70,0,,0,
4,1,104,2,1364,1103,10015,101,1,0.35,1,0.35,1,280,0,,0,
4,1,104,2,1364,1103,10015,102,1,0.22,1,0.22,1,150,0,,0,
4,1,104,2,1364,1103,10015,103,1,0.02,1,0.02,1,50,0,,0,
4,1,104,2,1364,1103,10015,140,1,0.5,1,0.5,1,50,0,,0,
4,1,104,2,1364,1103,10015,151,1,1.2,3,1.2,3,10,0,,0,
4,1,104,2,1364,1103,10015,153,1,0.35,3,0.35,3,50,0,,0,
4,1,104,2,1364,1103,10016,14,1,3.25,1,3.25,1,650,0,,0,
4,1,104,2,1364,1103,10016,15,1,1.16,1,1.16,1,300,0,,0,
4,1,104,2,1364,1103,10016,31,1,4.6,1,4.6,1,400,0,,0,
4,1,104,2,1364,1103,10016,33,1,3.67,1,0,,,3.67,1,0,
4,1,104,2,1364,1103,10016,35,1,2.3,1,0,,,2.3,1,0,
4,1,104,2,1364,1103,10016,42,1,1.2,1,1.2,1,180,0,,0,
4,1,104,2,1364,1103,10016,50,1,0.75,3,0,,,0.75,3,0,
4,1,104,2,1364,1103,10016,52,1,0.75,3,0.75,3,230,0,,0,
4,1,104,2,1364,1103,10016,70,1,0.16,1,0.16,1,50,0,,0,
4,1,104,2,1364,1103,10016,71,1,0.84,1,0.84,1,200,0,,0,
4,1,104,2,1364,1103,10016,72,1,0.24,1,0.24,1,90,0,,0,
4,1,104,2,1364,1103,10016,73,1,1.95,1,1.95,1,150,0,,0,
4,1,104,2,1364,1103,10016,74,1,0.75,1,0.75,1,100,0,,0,
4,1,104,2,1364,1103,10016,75,1,0.16,1,0.16,1,80,0,,0,
4,1,104,2,1364,1103,10016,77,1,0.3,1,0.3,1,120,0,,0,
4,1,104,2,1364,1103,10016,90,1,0.3,1,0.3,1,500,0,,0,
4,1,104,2,1364,1103,10016,101,1,1,1,1,1,300,0,,0,
4,1,104,2,1364,1103,10016,102,1,0.3,1,0.3,1,200,0,,0,
4,1,104,2,1364,1103,10016,103,1,0.15,1,0.15,1,100,0,,0,
4,1,104,2,1364,1103,10016,111,1,0.9,1,0.9,1,200,0,,0,
4,1,104,2,1364,1103,10016,122,1,0.18,1,0.18,1,30,0,,0,
