"zone","state","lga","sector","ea","hhid","indiv","s6q1","s6q2","s6q3","s6q4","s6q5","s6q5b","s6q6","s6q7","s6q7b","s6q8","s6q9","s6q10","s6q11","s6q11b","s6q12"
5,6,601,2,640,60048,2,2,,,,,,,,,,,,,,
5,6,601,2,640,60048,3,2,,,,,,,,,,,,,,
5,6,601,2,640,60048,6,2,,,,,,,,,,,,,,
5,6,601,2,640,60049,1,2,,,,,,,,,,,,,,
5,6,601,2,640,60049,2,2,,,,,,,,,,,,,,
5,6,601,2,640,60049,3,2,,,,,,,,,,,,,,
5,6,601,2,640,60049,4,2,,,,,,,,,,,,,,
5,6,601,2,640,60049,5,2,,,,,,,,,,,,,,
5,6,601,2,640,60050,1,2,,,,,,,,,,,,,,
5,6,601,2,640,60050,2,2,,,,,,,,,,,,,,
5,6,601,2,640,60050,3,2,,,,,,,,,,,,,,
5,6,601,2,640,60050,4,2,,,,,,,,,,,,,,
5,6,601,2,640,60050,5,2,,,,,,,,,,,,,,
5,6,601,2,640,60050,6,2,,,,,,,,,,,,,,
5,6,605,2,162,60051,1,2,,,,,,,,,,,,,,
5,6,605,2,162,60051,2,2,,,,,,,,,,,,,,
5,6,605,2,162,60051,3,2,,,,,,,,,,,,,,
5,6,605,2,162,60051,4,2,,,,,,,,,,,,,,
5,6,605,2,162,60052,1,2,,,,,,,,,,,,,,
5,6,605,2,162,60052,2,2,,,,,,,,,,,,,,
5,6,605,2,162,60052,4,2,,,,,,,,,,,,,,
5,6,605,2,162,60052,5,2,,,,,,,,,,,,,,
5,6,605,2,162,60052,6,2,,,,,,,,,,,,,,
5,6,605,2,162,60053,1,2,,,,,,,,,,,,,,
5,6,605,2,162,60054,1,2,,,,,,,,,,,,,,
5,6,605,2,162,60054,2,2,,,,,,,,,,,,,,
5,6,605,2,162,60054,3,2,,,,,,,,,,,,,,
5,6,605,2,162,60054,4,2,,,,,,,,,,,,,,
5,6,605,2,162,60054,6,2,,,,,,,,,,,,,,
5,6,605,2,162,60054,7,2,,,,,,,,,,,,,,
5,6,605,2,162,60054,8,2,,,,,,,,,,,,,,
5,6,605,2,162,60055,1,2,,,,,,,,,,,,,,
5,6,605,2,162,60055,2,2,,,,,,,,,,,,,,
5,6,605,2,162,60055,4,2,,,,,,,,,,,,,,
5,6,605,2,162,60056,1,2,,,,,,,,,,,,,,
5,6,605,2,162,60057,1,2,,,,,,,,,,,,,,
5,6,605,2,162,60058,1,2,,,,,,,,,,,,,,
5,6,605,2,162,60058,2,2,,,,,,,,,,,,,,
5,6,605,2,162,60058,5,2,,,,,,,,,,,,,,
5,6,605,2,162,60059,1,2,,,,,,,,,,,,,,
5,6,605,2,162,60060,1,2,,,,,,,,,,,,,,
5,6,605,2,162,60060,2,2,,,,,,,,,,,,,,
5,6,605,2,162,60060,3,2,,,,,,,,,,,,,,
5,6,605,2,162,60060,4,2,,,,,,,,,,,,,,
5,6,605,2,162,60060,5,2,,,,,,,,,,,,,,
5,6,605,2,162,60060,6,2,,,,,,,,,,,,,,
5,6,605,2,162,60060,7,2,,,,,,,,,,,,,,
5,6,608,2,748,60061,1,2,,,,,,,,,,,,,,
5,6,608,2,748,60061,2,2,,,,,,,,,,,,,,
5,6,608,2,748,60061,3,2,,,,,,,,,,,,,,
5,6,608,2,748,60061,4,2,,,,,,,,,,,,,,
5,6,608,2,748,60062,1,2,,,,,,,,,,,,,,
5,6,608,2,748,60062,2,2,,,,,,,,,,,,,,
5,6,608,2,748,60063,1,2,,,,,,,,,,,,,,
5,6,608,2,748,60063,2,2,,,,,,,,,,,,,,
5,6,608,2,748,60063,3,2,,,,,,,,,,,,,,
5,6,608,2,748,60063,4,2,,,,,,,,,,,,,,
5,6,608,2,748,60063,5,2,,,,,,,,,,,,,,
5,6,608,2,748,60063,6,2,,,,,,,,,,,,,,
5,6,608,2,748,60063,7,2,,,,,,,,,,,,,,
5,6,608,2,748,60064,1,2,,,,,,,,,,,,,,
5,6,608,2,748,60064,2,2,,,,,,,,,,,,,,
5,6,608,2,748,60065,1,2,,,,,,,,,,,,,,
5,6,608,2,748,60065,2,2,,,,,,,,,,,,,,
5,6,608,2,748,60066,1,2,,,,,,,,,,,,,,
5,6,608,2,748,60067,1,2,,,,,,,,,,,,,,
5,6,608,2,748,60068,1,2,,,,,,,,,,,,,,
5,6,608,2,748,60068,2,2,,,,,,,,,,,,,,
5,6,608,2,748,60068,3,2,,,,,,,,,,,,,,
5,6,608,2,748,60069,1,2,,,,,,,,,,,,,,
5,6,608,2,748,60069,2,2,,,,,,,,,,,,,,
5,6,608,2,748,60070,1,2,,,,,,,,,,,,,,
5,6,608,2,748,60070,2,2,,,,,,,,,,,,,,
1,7,707,2,560,70001,1,2,,,,,,,,,,,,,,
1,7,707,2,560,70001,2,2,,,,,,,,,,,,,,
1,7,707,2,560,70001,3,2,,,,,,,,,,,,,,
1,7,707,2,560,70002,1,2,,,,,,,,,,,,,,
1,7,707,2,560,70002,2,2,,,,,,,,,,,,,,
1,7,707,2,560,70003,1,2,,,,,,,,,,,,,,
1,7,707,2,560,70004,1,2,,,,,,,,,,,,,,
1,7,707,2,560,70005,1,2,,,,,,,,,,,,,,
1,7,707,2,560,70005,2,2,,,,,,,,,,,,,,
1,7,707,2,560,70006,1,2,,,,,,,,,,,,,,
1,7,707,2,560,70006,2,2,,,,,,,,,,,,,,
1,7,707,2,560,70007,1,2,,,,,,,,,,,,,,
1,7,707,2,560,70007,2,2,,,,,,,,,,,,,,
1,7,707,2,560,70008,1,2,,,,,,,,,,,,,,
1,7,707,2,560,70008,2,2,,,,,,,,,,,,,,
1,7,707,2,560,70008,3,2,,,,,,,,,,,,,,
1,7,707,2,560,70008,4,2,,,,,,,,,,,,,,
1,7,707,2,560,70008,5,2,,,,,,,,,,,,,,
1,7,707,2,560,70009,1,2,,,,,,,,,,,,,,
1,7,707,2,560,70009,2,2,,,,,,,,,,,,,,
1,7,707,2,560,70010,1,2,,,,,,,,,,,,,,
1,7,707,2,560,70010,2,2,,,,,,,,,,,,,,
1,7,708,2,754,70011,1,2,,,,,,,,,,,,,,
1,7,708,2,754,70011,2,2,,,,,,,,,,,,,,
1,7,708,2,754,70011,4,2,,,,,,,,,,,,,,
1,7,708,2,754,70012,1,2,,,,,,,,,,,,,,
1,7,708,2,754,70012,2,2,,,,,,,,,,,,,,
1,7,708,2,754,70012,3,2,,,,,,,,,,,,,,
1,7,708,2,754,70012,4,2,,,,,,,,,,,,,,
1,7,708,2,754,70012,5,2,,,,,,,,,,,,,,
1,7,708,2,754,70013,1,2,,,,,,,,,,,,,,
1,7,708,2,754,70013,2,2,,,,,,,,,,,,,,
1,7,708,2,754,70013,6,2,,,,,,,,,,,,,,
1,7,708,2,754,70014,1,2,,,,,,,,,,,,,,
1,7,708,2,754,70015,1,2,,,,,,,,,,,,,,
1,7,708,2,754,70015,2,2,,,,,,,,,,,,,,
1,7,708,2,754,70015,5,2,,,,,,,,,,,,,,
1,7,708,2,754,70016,1,2,,,,,,,,,,,,,,
1,7,708,2,754,70016,2,2,,,,,,,,,,,,,,
1,7,708,2,754,70017,1,2,,,,,,,,,,,,,,
1,7,708,2,754,70018,1,2,,,,,,,,,,,,,,
1,7,708,2,754,70018,2,2,,,,,,,,,,,,,,
1,7,708,2,754,70018,3,2,,,,,,,,,,,,,,
1,7,708,2,754,70018,4,2,,,,,,,,,,,,,,
1,7,708,2,754,70019,1,2,,,,,,,,,,,,,,
1,7,708,2,754,70019,2,2,,,,,,,,,,,,,,
1,7,708,2,754,70019,3,2,,,,,,,,,,,,,,
1,7,708,2,754,70020,1,2,,,,,,,,,,,,,,
1,7,708,2,754,70020,2,2,,,,,,,,,,,,,,
1,7,708,2,754,70020,3,2,,,,,,,,,,,,,,
1,7,708,2,754,70020,4,2,,,,,,,,,,,,,,
1,7,708,2,754,70020,5,2,,,,,,,,,,,,,,
1,7,708,2,754,70020,6,2,,,,,,,,,,,,,,
1,7,708,2,754,70020,9,2,,,,,,,,,,,,,,
1,7,705,2,4186,70021,1,2,,,,,,,,,,,,,,
1,7,705,2,4186,70021,2,2,,,,,,,,,,,,,,
1,7,705,2,4186,70021,3,2,,,,,,,,,,,,,,
1,7,705,2,4186,70021,4,2,,,,,,,,,,,,,,
1,7,705,2,4186,70021,5,2,,,,,,,,,,,,,,
1,7,705,2,4186,70021,6,2,,,,,,,,,,,,,,
1,7,705,2,4186,70021,9,2,,,,,,,,,,,,,,
1,7,705,2,4186,70022,1,2,,,,,,,,,,,,,,
1,7,705,2,4186,70022,2,2,,,,,,,,,,,,,,
1,7,705,2,4186,70022,3,2,,,,,,,,,,,,,,
1,7,705,2,4186,70022,4,2,,,,,,,,,,,,,,
1,7,705,2,4186,70023,1,2,,,,,,,,,,,,,,
1,7,705,2,4186,70023,2,2,,,,,,,,,,,,,,
1,7,705,2,4186,70023,3,2,,,,,,,,,,,,,,
1,7,705,2,4186,70023,4,2,,,,,,,,,,,,,,
1,7,705,2,4186,70023,5,2,,,,,,,,,,,,,,
1,7,705,2,4186,70023,7,,,,,,,,,,,,,,,
1,7,705,2,4186,70023,8,,,,,,,,,,,,,,,
1,7,705,2,4186,70023,9,,,,,,,,,,,,,,,
1,7,705,2,4186,70024,1,2,,,,,,,,,,,,,,
1,7,705,2,4186,70024,2,2,,,,,,,,,,,,,,
1,7,705,2,4186,70024,3,2,,,,,,,,,,,,,,
1,7,705,2,4186,70024,4,2,,,,,,,,,,,,,,
1,7,705,2,4186,70024,5,2,,,,,,,,,,,,,,
1,7,705,2,4186,70024,6,2,,,,,,,,,,,,,,
1,7,705,2,4186,70024,7,2,,,,,,,,,,,,,,
1,7,705,2,4186,70025,1,2,,,,,,,,,,,,,,
1,7,705,2,4186,70025,2,2,,,,,,,,,,,,,,
1,7,705,2,4186,70025,3,2,,,,,,,,,,,,,,
1,7,705,2,4186,70025,6,2,,,,,,,,,,,,,,
1,7,705,2,4186,70026,1,2,,,,,,,,,,,,,,
1,7,705,2,4186,70026,2,2,,,,,,,,,,,,,,
1,7,705,2,4186,70026,3,2,,,,,,,,,,,,,,
1,7,705,2,4186,70026,4,2,,,,,,,,,,,,,,
1,7,705,2,4186,70026,5,2,,,,,,,,,,,,,,
1,7,705,2,4186,70027,1,2,,,,,,,,,,,,,,
1,7,705,2,4186,70027,2,2,,,,,,,,,,,,,,
1,7,705,2,4186,70027,3,2,,,,,,,,,,,,,,
1,7,705,2,4186,70027,4,2,,,,,,,,,,,,,,
1,7,705,2,4186,70028,1,2,,,,,,,,,,,,,,
1,7,705,2,4186,70028,2,2,,,,,,,,,,,,,,
1,7,705,2,4186,70028,3,2,,,,,,,,,,,,,,
1,7,705,2,4186,70029,1,2,,,,,,,,,,,,,,
1,7,705,2,4186,70029,2,2,,,,,,,,,,,,,,
1,7,705,2,4186,70029,3,2,,,,,,,,,,,,,,
1,7,705,2,4186,70029,4,2,,,,,,,,,,,,,,
1,7,705,2,4186,70029,5,2,,,,,,,,,,,,,,
1,7,705,2,4186,70030,1,2,,,,,,,,,,,,,,
1,7,705,2,4186,70030,2,2,,,,,,,,,,,,,,
1,7,705,2,4186,70030,3,2,,,,,,,,,,,,,,
1,7,722,2,234,70031,1,2,,,,,,,,,,,,,,
1,7,722,2,234,70031,2,2,,,,,,,,,,,,,,
1,7,722,2,234,70031,3,2,,,,,,,,,,,,,,
1,7,722,2,234,70031,4,2,,,,,,,,,,,,,,
1,7,722,2,234,70031,5,2,,,,,,,,,,,,,,
1,7,722,2,234,70032,1,2,,,,,,,,,,,,,,
1,7,722,2,234,70033,1,2,,,,,,,,,,,,,,
1,7,722,2,234,70033,2,2,,,,,,,,,,,,,,
1,7,722,2,234,70033,3,2,,,,,,,,,,,,,,
1,7,722,2,234,70034,1,2,,,,,,,,,,,,,,
1,7,722,2,234,70034,2,2,,,,,,,,,,,,,,
1,7,722,2,234,70034,3,2,,,,,,,,,,,,,,
1,7,722,2,234,70034,4,2,,,,,,,,,,,,,,
1,7,722,2,234,70035,1,2,,,,,,,,,,,,,,
1,7,722,2,234,70035,2,2,,,,,,,,,,,,,,
1,7,722,2,234,70035,3,2,,,,,,,,,,,,,,
1,7,722,2,234,70035,4,2,,,,,,,,,,,,,,
1,7,722,2,234,70035,6,2,,,,,,,,,,,,,,
1,7,722,2,234,70036,1,2,,,,,,,,,,,,,,
1,7,722,2,234,70036,2,2,,,,,,,,,,,,,,
1,7,722,2,234,70036,3,2,,,,,,,,,,,,,,
1,7,722,2,234,70036,4,2,,,,,,,,,,,,,,
1,7,722,2,234,70036,5,2,,,,,,,,,,,,,,
1,7,722,2,234,70036,6,2,,,,,,,,,,,,,,
1,7,722,2,234,70037,1,2,,,,,,,,,,,,,,
1,7,722,2,234,70038,1,2,,,,,,,,,,,,,,
1,7,722,2,234,70038,2,2,,,,,,,,,,,,,,
1,7,722,2,234,70038,3,2,,,,,,,,,,,,,,
1,7,722,2,234,70039,1,2,,,,,,,,,,,,,,
1,7,722,2,234,70039,2,2,,,,,,,,,,,,,,
1,7,722,2,234,70039,3,2,,,,,,,,,,,,,,
1,7,722,2,234,70039,4,2,,,,,,,,,,,,,,
1,7,722,2,234,70040,1,2,,,,,,,,,,,,,,
1,7,722,2,234,70040,2,2,,,,,,,,,,,,,,
1,7,722,2,234,70040,3,2,,,,,,,,,,,,,,
1,7,722,2,234,70040,4,2,,,,,,,,,,,,,,
1,7,722,2,892,70041,1,2,,,,,,,,,,,,,,
1,7,722,2,892,70041,2,2,,,,,,,,,,,,,,
1,7,722,2,892,70041,4,2,,,,,,,,,,,,,,
1,7,722,2,892,70042,1,2,,,,,,,,,,,,,,
1,7,722,2,892,70042,2,2,,,,,,,,,,,,,,
1,7,722,2,892,70043,1,2,,,,,,,,,,,,,,
1,7,722,2,892,70043,2,2,,,,,,,,,,,,,,
1,7,722,2,892,70044,1,2,,,,,,,,,,,,,,
1,7,722,2,892,70044,2,2,,,,,,,,,,,,,,
1,7,722,2,892,70045,1,2,,,,,,,,,,,,,,
1,7,722,2,892,70045,2,2,,,,,,,,,,,,,,
1,7,722,2,892,70045,3,2,,,,,,,,,,,,,,
1,7,722,2,892,70046,1,2,,,,,,,,,,,,,,
1,7,722,2,892,70046,2,2,,,,,,,,,,,,,,
1,7,722,2,892,70047,1,2,,,,,,,,,,,,,,
1,7,722,2,892,70047,2,2,,,,,,,,,,,,,,
1,7,722,2,892,70047,4,2,,,,,,,,,,,,,,
1,7,722,2,892,70048,1,2,,,,,,,,,,,,,,
1,7,722,2,892,70049,1,2,,,,,,,,,,,,,,
1,7,722,2,892,70049,2,2,,,,,,,,,,,,,,
1,7,722,2,892,70049,3,2,,,,,,,,,,,,,,
1,7,722,2,892,70049,4,2,,,,,,,,,,,,,,
1,7,722,2,892,70050,1,2,,,,,,,,,,,,,,
1,7,722,2,892,70050,2,2,,,,,,,,,,,,,,
1,7,722,2,892,70050,3,2,,,,,,,,,,,,,,
1,7,722,2,892,70050,4,2,,,,,,,,,,,,,,
1,7,722,2,892,70050,5,2,,,,,,,,,,,,,,
1,7,710,2,2726,70051,1,2,,,,,,,,,,,,,,
1,7,710,2,2726,70051,2,2,,,,,,,,,,,,,,
1,7,710,2,2726,70052,1,2,,,,,,,,,,,,,,
1,7,710,2,2726,70052,2,2,,,,,,,,,,,,,,
1,7,710,2,2726,70052,3,2,,,,,,,,,,,,,,
1,7,710,2,2726,70052,4,2,,,,,,,,,,,,,,
1,7,710,2,2726,70053,1,2,,,,,,,,,,,,,,
1,7,710,2,2726,70053,2,2,,,,,,,,,,,,,,
1,7,710,2,2726,70054,1,2,,,,,,,,,,,,,,
1,7,710,2,2726,70054,2,2,,,,,,,,,,,,,,
1,7,710,2,2726,70054,6,2,,,,,,,,,,,,,,
1,7,710,2,2726,70055,1,2,,,,,,,,,,,,,,
1,7,710,2,2726,70055,2,2,,,,,,,,,,,,,,
1,7,710,2,2726,70055,3,2,,,,,,,,,,,,,,
1,7,710,2,2726,70055,4,2,,,,,,,,,,,,,,
1,7,710,2,2726,70055,5,2,,,,,,,,,,,,,,
1,7,710,2,2726,70056,1,2,,,,,,,,,,,,,,
1,7,710,2,2726,70057,1,2,,,,,,,,,,,,,,
1,7,710,2,2726,70057,2,2,,,,,,,,,,,,,,
1,7,710,2,2726,70057,3,2,,,,,,,,,,,,,,
1,7,710,2,2726,70057,4,2,,,,,,,,,,,,,,
1,7,710,2,2726,70057,5,2,,,,,,,,,,,,,,
1,7,710,2,2726,70058,1,2,,,,,,,,,,,,,,
1,7,710,2,2726,70058,2,2,,,,,,,,,,,,,,
1,7,710,2,2726,70058,3,2,,,,,,,,,,,,,,
1,7,710,2,2726,70058,4,2,,,,,,,,,,,,,,
1,7,710,2,2726,70058,5,2,,,,,,,,,,,,,,
1,7,710,2,2726,70059,1,2,,,,,,,,,,,,,,
1,7,710,2,2726,70059,2,2,,,,,,,,,,,,,,
1,7,710,2,2726,70059,3,2,,,,,,,,,,,,,,
1,7,710,2,2726,70059,4,2,,,,,,,,,,,,,,
1,7,710,2,2726,70059,5,2,,,,,,,,,,,,,,
1,7,710,2,2726,70059,6,2,,,,,,,,,,,,,,
1,7,710,2,2726,70060,1,2,,,,,,,,,,,,,,
1,7,710,2,2726,70060,2,2,,,,,,,,,,,,,,
1,7,710,2,2726,70060,3,2,,,,,,,,,,,,,,
1,7,710,2,2726,70060,4,2,,,,,,,,,,,,,,
1,7,710,2,2726,70060,5,2,,,,,,,,,,,,,,
1,7,710,2,2726,70060,8,2,,,,,,,,,,,,,,
1,7,711,2,2532,70061,1,2,,,,,,,,,,,,,,
1,7,711,2,2532,70062,1,2,,,,,,,,,,,,,,
1,7,711,2,2532,70062,2,2,,,,,,,,,,,,,,
1,7,711,2,2532,70062,3,2,,,,,,,,,,,,,,
1,7,711,2,2532,70063,1,2,,,,,,,,,,,,,,
1,7,711,2,2532,70063,2,2,,,,,,,,,,,,,,
1,7,711,2,2532,70064,1,2,,,,,,,,,,,,,,
1,7,711,2,2532,70064,4,2,,,,,,,,,,,,,,
1,7,711,2,2532,70065,1,2,,,,,,,,,,,,,,
1,7,711,2,2532,70066,1,2,,,,,,,,,,,,,,
1,7,711,2,2532,70066,2,2,,,,,,,,,,,,,,
1,7,711,2,2532,70066,5,2,,,,,,,,,,,,,,
1,7,711,2,2532,70067,1,2,,,,,,,,,,,,,,
1,7,711,2,2532,70067,2,2,,,,,,,,,,,,,,
1,7,711,2,2532,70067,3,2,,,,,,,,,,,,,,
1,7,711,2,2532,70067,4,2,,,,,,,,,,,,,,
1,7,711,2,2532,70068,1,2,,,,,,,,,,,,,,
1,7,711,2,2532,70068,2,2,,,,,,,,,,,,,,
1,7,711,2,2532,70068,3,2,,,,,,,,,,,,,,
1,7,711,2,2532,70068,4,2,,,,,,,,,,,,,,
1,7,711,2,2532,70068,5,2,,,,,,,,,,,,,,
1,7,711,2,2532,70069,1,2,,,,,,,,,,,,,,
1,7,711,2,2532,70069,2,2,,,,,,,,,,,,,,
1,7,711,2,2532,70069,3,2,,,,,,,,,,,,,,
1,7,711,2,2532,70070,1,2,,,,,,,,,,,,,,
1,7,711,2,2532,70070,2,2,,,,,,,,,,,,,,
1,7,711,2,2532,70070,3,2,,,,,,,,,,,,,,
1,7,709,2,1226,70071,1,2,,,,,,,,,,,,,,
1,7,709,2,1226,70071,2,2,,,,,,,,,,,,,,
1,7,709,2,1226,70071,3,2,,,,,,,,,,,,,,
1,7,709,2,1226,70071,4,2,,,,,,,,,,,,,,
1,7,709,2,1226,70071,5,2,,,,,,,,,,,,,,
1,7,709,2,1226,70072,1,2,,,,,,,,,,,,,,
1,7,709,2,1226,70072,2,2,,,,,,,,,,,,,,
1,7,709,2,1226,70073,1,2,,,,,,,,,,,,,,
1,7,709,2,1226,70073,2,2,,,,,,,,,,,,,,
1,7,709,2,1226,70073,3,2,,,,,,,,,,,,,,
1,7,709,2,1226,70073,4,2,,,,,,,,,,,,,,
1,7,709,2,1226,70074,1,2,,,,,,,,,,,,,,
1,7,709,2,1226,70074,2,2,,,,,,,,,,,,,,
1,7,709,2,1226,70074,3,2,,,,,,,,,,,,,,
1,7,709,2,1226,70074,4,2,,,,,,,,,,,,,,
1,7,709,2,1226,70074,5,2,,,,,,,,,,,,,,
1,7,709,2,1226,70075,1,2,,,,,,,,,,,,,,
1,7,709,2,1226,70075,2,2,,,,,,,,,,,,,,
1,7,709,2,1226,70075,3,2,,,,,,,,,,,,,,
1,7,709,2,1226,70075,4,2,,,,,,,,,,,,,,
1,7,709,2,1226,70076,1,2,,,,,,,,,,,,,,
1,7,709,2,1226,70076,2,2,,,,,,,,,,,,,,
1,7,709,2,1226,70076,3,2,,,,,,,,,,,,,,
1,7,709,2,1226,70076,4,2,,,,,,,,,,,,,,
1,7,709,2,1226,70076,5,2,,,,,,,,,,,,,,
1,7,709,2,1226,70076,6,2,,,,,,,,,,,,,,
1,7,709,2,1226,70077,1,2,,,,,,,,,,,,,,
1,7,709,2,1226,70077,2,2,,,,,,,,,,,,,,
1,7,709,2,1226,70077,3,2,,,,,,,,,,,,,,
1,7,709,2,1226,70077,4,2,,,,,,,,,,,,,,
1,7,709,2,1226,70077,5,2,,,,,,,,,,,,,,
1,7,709,2,1226,70077,6,2,,,,,,,,,,,,,,
1,7,709,2,1226,70077,7,2,,,,,,,,,,,,,,
1,7,709,2,1226,70077,8,2,,,,,,,,,,,,,,
1,7,709,2,1226,70078,1,2,,,,,,,,,,,,,,
1,7,709,2,1226,70078,2,2,,,,,,,,,,,,,,
1,7,709,2,1226,70079,1,2,,,,,,,,,,,,,,
1,7,709,2,1226,70079,2,2,,,,,,,,,,,,,,
1,7,709,2,1226,70079,5,2,,,,,,,,,,,,,,
1,7,709,2,1226,70080,1,2,,,,,,,,,,,,,,
1,7,709,2,1226,70080,2,2,,,,,,,,,,,,,,
1,7,709,2,1226,70080,3,2,,,,,,,,,,,,,,
1,7,709,2,1226,70080,5,2,,,,,,,,,,,,,,
1,7,719,1,1612,70081,1,2,,,,,,,,,,,,,,
1,7,719,1,1612,70081,2,2,,,,,,,,,,,,,,
1,7,719,1,1612,70081,3,2,,,,,,,,,,,,,,
1,7,719,1,1612,70081,4,2,,,,,,,,,,,,,,
1,7,719,1,1612,70082,1,2,,,,,,,,,,,,,,
1,7,719,1,1612,70083,1,2,,,,,,,,,,,,,,
1,7,719,1,1612,70083,2,2,,,,,,,,,,,,,,
1,7,719,1,1612,70083,3,2,,,,,,,,,,,,,,
1,7,719,1,1612,70083,6,2,,,,,,,,,,,,,,
1,7,719,1,1612,70083,7,2,,,,,,,,,,,,,,
1,7,719,1,1612,70083,8,2,,,,,,,,,,,,,,
1,7,719,1,1612,70084,1,2,,,,,,,,,,,,,,
1,7,719,1,1612,70085,1,2,,,,,,,,,,,,,,
1,7,719,1,1612,70085,2,2,,,,,,,,,,,,,,
1,7,719,1,1612,70085,3,2,,,,,,,,,,,,,,
1,7,719,1,1612,70085,4,2,,,,,,,,,,,,,,
1,7,719,1,1612,70085,5,2,,,,,,,,,,,,,,
1,7,719,1,1612,70086,1,2,,,,,,,,,,,,,,
1,7,719,1,1612,70087,1,2,,,,,,,,,,,,,,
1,7,719,1,1612,70087,2,2,,,,,,,,,,,,,,
1,7,719,1,1612,70087,3,2,,,,,,,,,,,,,,
1,7,719,1,1612,70087,4,2,,,,,,,,,,,,,,
1,7,719,1,1612,70087,5,2,,,,,,,,,,,,,,
1,7,719,1,1612,70087,6,2,,,,,,,,,,,,,,
1,7,719,1,1612,70088,1,2,,,,,,,,,,,,,,
1,7,719,1,1612,70088,2,2,,,,,,,,,,,,,,
1,7,719,1,1612,70088,3,2,,,,,,,,,,,,,,
1,7,719,1,1612,70088,4,2,,,,,,,,,,,,,,
1,7,719,1,1612,70088,5,2,,,,,,,,,,,,,,
1,7,719,1,1612,70088,6,2,,,,,,,,,,,,,,
1,7,719,1,1612,70088,7,2,,,,,,,,,,,,,,
1,7,719,1,1612,70088,8,2,,,,,,,,,,,,,,
1,7,719,1,1612,70089,1,2,,,,,,,,,,,,,,
1,7,719,1,1612,70089,2,2,,,,,,,,,,,,,,
1,7,719,1,1612,70089,3,2,,,,,,,,,,,,,,
1,7,719,1,1612,70089,4,2,,,,,,,,,,,,,,
1,7,719,1,1612,70089,5,2,,,,,,,,,,,,,,
1,7,719,1,1612,70089,7,2,,,,,,,,,,,,,,
1,7,719,1,1612,70090,1,2,,,,,,,,,,,,,,
1,7,719,1,1612,70090,2,2,,,,,,,,,,,,,,
1,7,719,1,1612,70090,3,2,,,,,,,,,,,,,,
1,7,719,1,1612,70090,4,2,,,,,,,,,,,,,,
1,7,719,1,1612,70090,5,2,,,,,,,,,,,,,,
1,7,719,1,1612,70090,6,2,,,,,,,,,,,,,,
1,7,717,2,1248,70091,1,2,,,,,,,,,,,,,,
1,7,717,2,1248,70092,1,2,,,,,,,,,,,,,,
1,7,717,2,1248,70092,2,2,,,,,,,,,,,,,,
1,7,717,2,1248,70093,1,2,,,,,,,,,,,,,,
1,7,717,2,1248,70093,2,2,,,,,,,,,,,,,,
1,7,717,2,1248,70093,3,2,,,,,,,,,,,,,,
1,7,717,2,1248,70093,4,2,,,,,,,,,,,,,,
1,7,717,2,1248,70093,5,2,,,,,,,,,,,,,,
1,7,717,2,1248,70093,6,2,,,,,,,,,,,,,,
1,7,717,2,1248,70093,7,2,,,,,,,,,,,,,,
1,7,717,2,1248,70094,1,2,,,,,,,,,,,,,,
1,7,717,2,1248,70095,1,2,,,,,,,,,,,,,,
1,7,717,2,1248,70095,2,2,,,,,,,,,,,,,,
1,7,717,2,1248,70095,3,2,,,,,,,,,,,,,,
1,7,717,2,1248,70095,4,2,,,,,,,,,,,,,,
1,7,717,2,1248,70095,6,2,,,,,,,,,,,,,,
1,7,717,2,1248,70095,7,2,,,,,,,,,,,,,,
1,7,717,2,1248,70096,1,2,,,,,,,,,,,,,,
1,7,717,2,1248,70096,2,2,,,,,,,,,,,,,,
1,7,717,2,1248,70096,3,2,,,,,,,,,,,,,,
1,7,717,2,1248,70096,5,2,,,,,,,,,,,,,,
1,7,717,2,1248,70097,1,2,,,,,,,,,,,,,,
1,7,717,2,1248,70097,2,2,,,,,,,,,,,,,,
1,7,717,2,1248,70098,1,2,,,,,,,,,,,,,,
1,7,717,2,1248,70098,2,2,,,,,,,,,,,,,,
1,7,717,2,1248,70098,3,2,,,,,,,,,,,,,,
1,7,717,2,1248,70098,4,2,,,,,,,,,,,,,,
1,7,717,2,1248,70098,5,2,,,,,,,,,,,,,,
1,7,717,2,1248,70098,6,2,,,,,,,,,,,,,,
1,7,717,2,1248,70099,1,2,,,,,,,,,,,,,,
1,7,717,2,1248,70099,2,2,,,,,,,,,,,,,,
1,7,717,2,1248,70099,3,2,,,,,,,,,,,,,,
1,7,717,2,1248,70099,4,2,,,,,,,,,,,,,,
1,7,717,2,1248,70100,1,2,,,,,,,,,,,,,,
1,7,717,2,1248,70100,2,2,,,,,,,,,,,,,,
1,7,717,2,1248,70100,3,2,,,,,,,,,,,,,,
1,7,717,2,1248,70100,4,,,,,,,,,,,,,,,
1,7,717,2,1248,70100,5,2,,,,,,,,,,,,,,
1,7,717,2,1248,70100,7,2,,,,,,,,,,,,,,
1,7,717,2,1248,70100,8,2,,,,,,,,,,,,,,
1,7,717,2,1248,70100,9,2,,,,,,,,,,,,,,
1,7,701,2,606,70101,1,2,,,,,,,,,,,,,,
1,7,701,2,606,70101,2,2,,,,,,,,,,,,,,
1,7,701,2,606,70102,1,2,,,,,,,,,,,,,,
1,7,701,2,606,70102,2,2,,,,,,,,,,,,,,
1,7,701,2,606,70102,3,2,,,,,,,,,,,,,,
1,7,701,2,606,70102,4,2,,,,,,,,,,,,,,
