"zone","state","lga","sector","ea","hhid","indiv","s3bq1","s3bq2","s3bq3","s3bq4","s3bq5a","s3bq5b","s3bq6a","s3bq6b","s3bq7","s3bq8","s3bq9","s3bq9b","s3bq10","s3bq11a","s3bq11b","s3bq12a","s3bq12b","s3bq13","s3bq14","s3bq15","s3bq15b","tracked_obs"
2,8,811,1,1558,80051,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80051,10,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80052,1,2,2,1,1,"SALES OF CLOTHING MATERIA",3416,"BUYING AND SELLING",47,12,42,9,,2,,,,,,,,,0
2,8,811,1,1558,80052,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80052,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80052,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80052,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80052,7,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80053,1,2,1,1,1,"SALES OF PROVISION",3416,"BUYING AND SELLING",47,12,48,9,,1,"CROP FARMING",6114,"AGRICULTURAL ACTIVIES",1,6,35,9,,0
2,8,811,1,1558,80053,2,2,1,1,1,"HAND LAUNDAERY",9133,"HAND LAUNDARY",96,12,40,9,,1,"CROP FARMING",6114,"AGRICULTURALACTIVIES",1,6,30,9,,0
2,8,811,1,1558,80053,3,2,1,1,1,"CAP KNITTING",7432,"MANUFACTURING OF HEAD WEA",14,12,40,9,,1,"CROP FARMING",6114,"AGRICULTIRAL ACTIVITIES",1,6,30,9,,0
2,8,811,1,1558,80053,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80053,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80053,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80053,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80053,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80053,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80053,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80053,11,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80054,1,2,1,1,1,"CROP FARMER",6114,"MIXED CROP FARMING",1,12,50,9,,1,"BUYING AND SELLING",3416,"PITY TRADER",47,6,40,9,,0
2,8,811,1,1558,80054,2,2,1,1,1,"CROP FARMER",6114,"MIXED CROP FARMING",1,12,45,9,,1,"OIL (G/NUT PROCESSING)",7412,"OIL EXTRACTION",3,6,40,9,,0
2,8,811,1,1558,80054,3,2,1,2,1,"CROP FARMER",6114,"MIXED CROP FARMING",1,12,40,9,,2,,,,,,,,,0
2,8,811,1,1558,80054,4,2,1,2,1,"CROP FARMER",6114,"MIXED CROP FARMING",1,6,35,9,,2,,,,,,,,,0
2,8,811,1,1558,80054,5,2,1,2,1,"CROP FARMER",6114,"MIXED CROP FARMING",1,4,35,9,,2,,,,,,,,,0
2,8,811,1,1558,80054,6,2,1,2,1,"CROP FARMER",6114,"MIXED CROP FARMING",1,12,40,9,,2,,,,,,,,,0
2,8,811,1,1558,80055,1,2,1,2,1,"CROPFARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
2,8,811,1,1558,80055,2,2,1,1,1,"CAP WEAVING",7432,"MANUFACTURING OF WEARING",14,12,48,9,,1,"SALES OF PROVISION",3416,"BUYING AND SELLING",47,12,36,9,,0
2,8,811,1,1558,80055,3,2,1,1,1,"KULIKULI MAKING",7412,"MANUFACTURING OF FOOD",10,12,40,9,,2,,,,,,,,,0
2,8,811,1,1558,80055,4,2,1,1,1,"AKARA MAKING",7412,"MANUFACTURING OF FOOD",10,12,40,9,,2,,,,,,,,,0
2,8,811,1,1558,80056,1,2,2,1,1,"TAILORING",7433,"MANUFACTURING OF WEARING",14,12,48,9,,2,,,,,,,,,0
2,8,811,1,1558,80056,2,2,2,1,1,"SALES OF KOLANUT",3416,"BUYING AND SELLING",47,12,48,9,,2,,,,,,,,,0
2,8,811,1,1558,80056,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80056,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80056,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80057,1,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,48,1,,2,,,,,,,,,0
2,8,811,1,1558,80057,2,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,45,10,,2,,,,,,,,,0
2,8,811,1,1558,80057,3,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,47,10,,2,,,,,,,,,0
2,8,811,1,1558,80058,1,2,1,1,1,"CROP FARMING",6114,"MIXED CROP FARMER",1,7,50,9,,2,,,,,,,,,0
2,8,811,1,1558,80058,2,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMER",1,6,40,9,,2,,,,,,,,,0
2,8,811,1,1558,80058,3,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMER",1,6,40,9,,2,,,,,,,,,0
2,8,811,1,1558,80058,4,2,1,1,1,"CROP FARMING",6114,"MIXED CROP FARMER",1,6,40,9,,2,,,,,,,,,0
2,8,811,1,1558,80058,5,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMER",1,6,40,9,,2,,,,,,,,,0
2,8,811,1,1558,80058,6,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMER",1,3,30,9,,2,,,,,,,,,0
2,8,811,1,1558,80058,7,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FAEMER",1,3,20,9,,2,,,,,,,,,0
2,8,811,1,1558,80059,1,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,45,9,,2,,,,,,,,,0
2,8,811,1,1558,80059,2,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,45,10,,2,,,,,,,,,0
2,8,811,1,1558,80059,3,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,45,10,,2,,,,,,,,,0
2,8,811,1,1558,80059,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80059,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80059,6,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,40,10,,2,,,,,,,,,0
2,8,811,1,1558,80059,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80059,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,1,1558,80060,1,2,1,1,1,"BUYING AND SELLING",9112,"AGRIC",1,6,48,9,,2,,,,,,,,,0
2,8,811,1,1558,80060,2,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,48,10,,2,,,,,,,,,0
2,8,811,1,1558,80060,3,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,48,10,,2,,,,,,,,,0
2,8,811,1,1558,80060,4,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80061,1,2,1,1,1,"CROP FARMING",6114,"MIXED CROP FARMING",1,8,50,9,,1,"MEAT SELLER (BUCHER)",7411,"MEAT SELLER",47,12,50,9,,0
2,8,811,2,390,80061,2,2,1,1,1,"CROP FARMING",6114,"MIXED CROP FARMING",1,8,40,9,,1,"G.NUT IOD PROCESSING(OID)",7412,"KULIKULI SELLER",3,6,30,9,,0
2,8,811,2,390,80061,3,2,1,1,1,"CROP FARMING",6114,"MIXED CROP FARMING",1,8,40,9,,,,,,,,,,,0
2,8,811,2,390,80061,4,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMING",1,6,20,9,,,,,,,,,,,0
2,8,811,2,390,80061,5,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMING",1,6,20,9,,,,,,,,,,,0
2,8,811,2,390,80061,6,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMING",1,8,20,9,,1,"G.NUT OIL PROCESSING(OID)",7412,"KULIKULI SELLER",3,6,20,9,,0
2,8,811,2,390,80061,7,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80061,8,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80062,1,2,1,1,1,"MIXED CROP FARMING",6114,"CROP FARMING",1,8,40,9,,1,"MEAT SELLER(BURCHAR",7411,"MEAT SELLER (BUYING /SELL",47,12,40,9,,0
2,8,811,2,390,80062,2,2,1,2,1,"MIXED CROP FARMING",6114,"CROP FARMING",1,8,40,9,,2,,,,,,,,,0
2,8,811,2,390,80062,3,2,1,2,1,"MIXED CROP FARMING",6114,"CROP FARMING",1,8,35,9,,2,,,,,,,,,0
2,8,811,2,390,80062,4,2,1,2,1,"MIXED CROP FARMING",6114,"CROP FARMING",1,8,35,9,,2,,,,,,,,,0
2,8,811,2,390,80062,5,2,1,2,1,"MIXED CROP FARMING",6114,"CROP FARMING",1,8,30,9,,2,,,,,,,,,0
2,8,811,2,390,80062,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80062,7,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80062,8,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80063,1,2,1,1,1,"MIXED CROP FARMING",6114,"MIXED CROP FARMING",1,12,40,9,,1,"MEAT SELLER",3416,"MEAT SELLER",47,12,40,9,,0
2,8,811,2,390,80063,2,2,1,1,1,"MIXED CROP FARMING",6114,"MIXED CROP FARMING",1,12,40,9,,1,"G/NUT OIL EXTRACTION",7412,"G/NUT OIL SELLER",10,6,40,9,,0
2,8,811,2,390,80063,3,2,1,1,1,"MIXED CROP FARMING",6114,"MIXED CROP FARMING",1,12,40,9,,1,"PETROL SELLER",9112,"PETROL SELLER",47,8,40,9,,0
2,8,811,2,390,80063,4,2,1,2,2,,,,,,,,,2,,,,,,,,,0
2,8,811,2,390,80063,5,2,1,1,1,"MIXED CROP FARMING",6114,"MIXED CROP FARMING",1,12,40,9,,1,"ACHABA",8221,"ACHABA",49,12,40,9,,0
2,8,811,2,390,80063,6,2,1,2,2,,,,,,,,,2,,,,,,,,,0
2,8,811,2,390,80063,7,2,1,1,1,"MIXED CROP FARMING",6114,"MIXED CROPFARMING",1,12,40,9,,1,"AKARA MAKER",7412,"AKARA FARING",10,8,40,9,,0
2,8,811,2,390,80063,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80063,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80063,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80064,1,2,1,1,1,"BUTCHER",7411,"BUYING AND SELLING",8,9,40,9,,1,"CROP FARMING",6114,"AGRIC",1,3,40,9,,0
2,8,811,2,390,80065,1,2,1,1,1,"BUTCHER",7411,"BUYING AND SELLING",47,6,46,9,,1,"CROP FARMING",6114,"AGRIC",1,6,40,9,,0
2,8,811,2,390,80065,2,2,1,1,1,"G.NUT",7412,"MANUFACTURING",10,6,46,10,,1,"CROP FARMING",6114,"AGRIC",1,6,40,10,,0
2,8,811,2,390,80065,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80065,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80065,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80065,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80065,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80065,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80066,1,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,45,9,,2,,,,,,,,,0
2,8,811,2,390,80067,1,2,1,1,1,"SALES OF MEAT(BEEF)",3416,"BUYING/SELLING OF BEEF M",47,12,48,9,,1,"CROP FARMING",6114,"AGRICULTURAI ACTIVITIES",1,12,35,9,,0
2,8,811,2,390,80067,2,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,3,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIAS",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,4,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,8,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,9,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,13,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,48,9,,2,,,,,,,,,0
2,8,811,2,390,80067,14,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,15,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,16,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,17,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,18,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,19,2,1,2,1,"CROP FARMINGA",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,20,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80067,21,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,22,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80067,23,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80068,1,2,1,1,1,"BUTCHER",3416,"BUYING AND SELLING OF MEA",47,12,50,9,,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,0
2,8,811,2,390,80068,2,2,1,1,1,"CAP WEAVING",7432,"MANUFACTURING HEAD WEAR",10,12,40,9,,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,35,9,,0
2,8,811,2,390,80068,3,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,"CROP FARMING",6114,,,,,,,0
2,8,811,2,390,80068,4,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80068,5,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80068,6,2,1,1,1,"CAP WEAVING",7432,"MANUFACURING OF HEAD WEAR",10,12,40,9,,1,"CROP FARMING",6114,"AGRIC ACTIVITES",1,6,35,9,,0
2,8,811,2,390,80068,7,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80068,8,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80068,9,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80069,1,2,1,1,1,"BUTCHER",3416,"BUYING AND SELLING OF BEE",47,12,50,9,,1,"CROP FARMING",6114,"AGRIC  ACTIVITIES",3,6,35,9,,0
2,8,811,2,390,80069,2,2,1,2,1,"CROP FARMING",3416,"AGRIC   ACTIVITIES",3,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80069,3,2,1,2,1,"CROP FARMING",3416,"AGRIC   ACTIVITIES",3,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80069,4,2,1,2,1,"CROP FARMING",3416,"AGRIC  ACTIVITIES",3,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80069,5,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80069,6,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80070,1,2,1,1,1,"SALES OF PESTICIDE",3416,"BUYING AND SELLING OF PES",47,12,40,9,,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",3,6,36,,,0
2,8,811,2,390,80070,2,2,1,1,1,"G/NUT OIL EXTRACTION",7412,"MANUFACTURING OF OIL",10,12,40,9,,1,"CROP FARMING",6114,"AGRIC ACTIVITEIS",3,6,36,,,0
2,8,811,2,390,80070,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80070,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80070,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80070,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80070,7,2,1,2,1,"CROP FARMING",6114,"AGRIC AACTIVIATIES",3,6,40,9,,2,,,,,,,,,0
2,8,811,2,390,80070,8,,,,,,,,,,,,,,,,,,,,,,0
2,8,811,2,390,80070,9,2,1,1,1,"SALES OF SESAME SEED",3416,"BUYING AND SELLING OF S/S",47,12,40,9,,1,"CROP FAARMING",6114,"AGRIC ACTIVITES",3,6,36,,,0
2,8,802,2,1152,80071,1,1,1,2,1,"CIVIL SERVANT",2310,"EDUCATION",8,11,48,2,,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,35,9,,0
2,8,802,2,1152,80071,2,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80071,3,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80071,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80071,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80071,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80071,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80072,1,2,1,1,1,"CHEMICAL SELLES",3416,"BUYING & SELLEING OF CHEM",47,12,40,9,,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",3,6,40,9,,0
2,8,802,2,1152,80072,2,2,1,1,1,"TAILORING",7433,"MANUFACTURING",14,12,40,9,,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",3,6,40,9,,0
2,8,802,2,1152,80072,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80072,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80072,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80072,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80072,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80072,8,2,1,2,1,"CROP FAEMING",6114,"AGRIC ACTIVITES",3,6,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80072,9,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",3,6,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80073,1,2,1,1,1,"CROP FARMING",6114,"MIXED CROP FARMER",1,8,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80073,2,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMER",1,8,30,9,,2,,,,,,,,,0
2,8,802,2,1152,80074,1,2,1,1,1,"CROP FARMING",6114,"MIXED CROP FARMING",1,12,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80074,2,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMING",1,12,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80074,3,1,2,2,1,"CIVIL SERVANT",2229,"HOSPITAL ASISTANT",6,12,40,1,,2,,,,,,,,,0
2,8,802,2,1152,80075,1,2,1,1,1,"CROP FARMING",6114,"MIXED CRROP FARMER",1,12,40,9,,1,"PITY TRADER(BUYING & SELL",3416,"PITY PROVISION",47,12,45,9,,0
2,8,802,2,1152,80075,2,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMER",1,12,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80075,3,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMER",1,12,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80075,4,2,1,2,1,"CROP FARMING",6114,"MIXED  CROP FARMER",1,12,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80075,5,2,1,2,1,"CROP FARMING",6114,"MIXED CROP FARMER",1,12,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80076,1,2,1,2,1,"CROP FARMING",6114,"MIXED FARMING",1,12,50,9,,2,,,,,,,,,0
2,8,802,2,1152,80076,2,2,1,1,1,"CROP FARMING",6114,"MIXED FARMING",1,12,40,9,,1,"PITYPROVISION(BUYIN & SEL",3416,"BUYING AND SELLING",47,12,40,9,,0
2,8,802,2,1152,80076,3,2,1,2,1,"CROP FARMING",6114,"MIXED FARMING",1,12,40,9,,2,,,,,,,,,0
2,8,802,2,1152,80076,4,2,1,2,1,"CROP FARMING",6114,"MIXED FARMING",1,12,30,9,,2,,,,,,,,,0
2,8,802,2,1152,80076,5,2,1,2,1,"CROP FARMING",6114,"MIXED FARMING",1,3,20,9,,2,,,,,,,,,0
2,8,802,2,1152,80077,1,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,48,9,,2,,,,,,,,,0
2,8,802,2,1152,80077,2,2,1,2,1,"MANUFACTURING",7412,"MANUFACTURING",1,6,48,9,,1,"CROP FARMING",6114,"AGRIC",1,6,40,9,,0
2,8,802,2,1152,80077,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80077,4,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,1,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,7,46,9,,2,,,,,,,,,0
2,8,802,2,1152,80078,2,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,7,46,10,,2,,,,,,,,,0
2,8,802,2,1152,80078,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,8,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,7,46,10,,2,,,,,,,,,0
2,8,802,2,1152,80078,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,11,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,12,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,13,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,14,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80078,15,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80079,1,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,48,9,,2,,,,,,,,,0
2,8,802,2,1152,80079,2,2,1,2,1,"CROP FARMING",6114,"AGRIC",1,6,48,9,,2,,,,,,,,,0
2,8,802,2,1152,80079,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80079,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80079,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80079,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80079,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80079,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80079,9,2,1,2,1,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80079,10,2,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80079,11,,,,,,,,,,,,,,,,,,,,,,0
2,8,802,2,1152,80080,1,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,48,9,,2,,,,,,,,,0
2,8,802,2,1152,80080,2,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,48,9,,2,,,,,,,,,0
2,8,802,2,1152,80080,3,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,48,9,,2,,,,,,,,,0
2,8,812,2,866,80081,1,2,1,1,1,"BLACK SMITH",7221,"MANUFACTURING OF METAL AP",24,12,40,9,,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,35,9,,0
2,8,812,2,866,80081,2,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,35,9,,2,,,,,,,,,0
2,8,812,2,866,80081,3,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,35,9,,2,,,,,,,,,0
2,8,812,2,866,80081,4,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,35,9,,2,,,,,,,,,0
2,8,812,2,866,80081,5,2,1,2,1,"CROP FARMING",6114,"AGRIC ACTIVITIES",1,6,35,9,,2,,,,,,,,,0
2,8,812,2,866,80081,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80081,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80081,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80082,1,1,1,2,1,"CROP PRODUCTION",6114,"AGRIC (MIXED CROP FARMING",1,10,45,9,,2,,,,,,,,,0
2,8,812,2,866,80082,2,1,1,2,1,"CROP PRODUCTION",6114,"AGRIC(MIXED CROP FRMING",1,10,40,9,,2,,,,,,,,,0
2,8,812,2,866,80082,3,1,1,2,1,"CROP FARMING",6114,"AGRIC(MIXED CROPMFARMING",1,10,35,9,,2,,,,,,,,,0
2,8,812,2,866,80082,4,2,2,2,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80082,5,2,2,2,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80082,6,,,,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80082,7,2,1,2,1,"CROP FARMING",6114,"AGRIC(MIXED CROP FARMING",1,10,40,9,,2,,,,,,,,,0
2,8,812,2,866,80082,8,2,1,2,1,"CROP FARMING",6114,"AGRIC(MIXED CROP FARMING",1,10,30,9,,2,,,,,,,,,0
2,8,812,2,866,80082,9,2,2,2,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80082,10,2,2,2,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80082,11,2,2,2,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80082,12,2,2,2,,,,,,,,,,,,,,,,,,,0
2,8,812,2,866,80083,1,2,1,1,1,"CROP PRODUCTION",6114,"MIXED CROP PRODUCTION",1,12,40,9,,1,"BLACK SMITH",7221,"HOE MANUFACTURER",3,12,30,9,,0
2,8,812,2,866,80083,2,2,1,2,1,"CROP PRODUCTION",6114,"MIXED CROP PRODUCTION",1,12,40,9,,2,,,,,,,,,0
2,8,812,2,866,80083,3,2,1,2,1,"CROP PRODUCTION",6114,"MIXED CROP PRODUCTION",1,6,30,9,,2,,,,,,,,,0
2,8,812,2,866,80083,4,2,1,2,1,"CROP PRODUCTION",6114,"MIXED CROP PRODUCTION",1,6,30,9,,2,,,,,,,,,0
