"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s10cq10","s10cq11","tracked_obs"
4,4,415,1,2108,40049,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,413,2,1540,40053,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,413,2,1540,40053,2,"CHILDREN 6-15 YEARS",3,9,0
4,4,413,2,1540,40053,3,"ADULTS 16-65 YEARS",0,0,0
4,4,413,2,1540,40053,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,413,2,1540,40054,1,"CHILDREN 0-5 YEARS",1,3,0
4,4,413,2,1540,40054,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,413,2,1540,40054,3,"ADULTS 16-65 YEARS",2,3,0
4,4,413,2,1540,40054,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,413,2,1540,40060,1,"CHILDREN 0-5 YEARS",3,2,0
4,4,413,2,1540,40060,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,413,2,1540,40060,3,"ADULTS 16-65 YEARS",0,0,0
4,4,413,2,1540,40060,4,"PEOPLE OVER 65 YEARS OLD",2,1,0
4,4,405,2,722,40067,1,"CHILDREN 0-5 YEARS",3,2,0
4,4,405,2,722,40067,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,405,2,722,40067,3,"ADULTS 16-65 YEARS",0,0,0
4,4,405,2,722,40067,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,405,2,722,40069,1,"CHILDREN 0-5 YEARS",7,3,0
4,4,405,2,722,40069,2,"CHILDREN 6-15 YEARS",7,3,0
4,4,405,2,722,40069,3,"ADULTS 16-65 YEARS",7,3,0
4,4,405,2,722,40069,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,405,2,484,40076,1,"CHILDREN 0-5 YEARS",2,2,0
4,4,405,2,484,40076,2,"CHILDREN 6-15 YEARS",1,1,0
4,4,405,2,484,40076,3,"ADULTS 16-65 YEARS",0,0,0
4,4,405,2,484,40076,4,"PEOPLE OVER 65 YEARS OLD",2,1,0
4,4,419,2,296,40083,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,419,2,296,40083,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,419,2,296,40083,3,"ADULTS 16-65 YEARS",2,3,0
4,4,419,2,296,40083,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,401,1,1460,40099,1,"CHILDREN 0-5 YEARS",1,1,0
4,4,401,1,1460,40099,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,401,1,1460,40099,3,"ADULTS 16-65 YEARS",0,0,0
4,4,401,1,1460,40099,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,412,2,2592,40101,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,412,2,2592,40101,2,"CHILDREN 6-15 YEARS",1,1,0
4,4,412,2,2592,40101,3,"ADULTS 16-65 YEARS",1,1,0
4,4,412,2,2592,40101,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,412,2,1606,40112,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,412,2,1606,40112,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,412,2,1606,40112,3,"ADULTS 16-65 YEARS",1,1,0
4,4,412,2,1606,40112,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,412,2,1606,40117,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,412,2,1606,40117,2,"CHILDREN 6-15 YEARS",2,5,0
4,4,412,2,1606,40117,3,"ADULTS 16-65 YEARS",0,0,0
4,4,412,2,1606,40117,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,412,2,1606,40120,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,412,2,1606,40120,2,"CHILDREN 6-15 YEARS",2,3,0
4,4,412,2,1606,40120,3,"ADULTS 16-65 YEARS",0,0,0
4,4,412,2,1606,40120,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,410,2,4036,40126,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,410,2,4036,40126,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,410,2,4036,40126,3,"ADULTS 16-65 YEARS",2,1,0
4,4,410,2,4036,40126,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,410,2,4036,40129,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,410,2,4036,40129,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,410,2,4036,40129,3,"ADULTS 16-65 YEARS",2,2,0
4,4,410,2,4036,40129,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,407,2,796,40134,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,407,2,796,40134,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,407,2,796,40134,3,"ADULTS 16-65 YEARS",1,1,0
4,4,407,2,796,40134,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,410,1,3192,40146,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,410,1,3192,40146,2,"CHILDREN 6-15 YEARS",2,1,0
4,4,410,1,3192,40146,3,"ADULTS 16-65 YEARS",0,0,0
4,4,410,1,3192,40146,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
4,4,410,1,3414,40155,1,"CHILDREN 0-5 YEARS",3,3,0
4,4,410,1,3414,40155,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,410,1,3414,40155,3,"ADULTS 16-65 YEARS",0,0,0
4,4,410,1,3414,40155,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,411,1,1486,40185,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,411,1,1486,40185,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,411,1,1486,40185,3,"ADULTS 16-65 YEARS",1,2,0
4,4,411,1,1486,40185,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,411,1,1486,40187,1,"CHILDREN 0-5 YEARS",2,2,0
4,4,411,1,1486,40187,2,"CHILDREN 6-15 YEARS",1,2,0
4,4,411,1,1486,40187,3,"ADULTS 16-65 YEARS",1,1,0
4,4,411,1,1486,40187,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,411,1,1486,40190,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,411,1,1486,40190,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,411,1,1486,40190,3,"ADULTS 16-65 YEARS",2,2,0
4,4,411,1,1486,40190,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,401,2,2106,40196,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,401,2,2106,40196,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,401,2,2106,40196,3,"ADULTS 16-65 YEARS",2,3,0
4,4,401,2,2106,40196,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,401,2,2106,40197,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,401,2,2106,40197,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,401,2,2106,40197,3,"ADULTS 16-65 YEARS",1,2,0
4,4,401,2,2106,40197,4,"PEOPLE OVER 65 YEARS OLD",1,3,0
4,4,402,2,1080,40201,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,402,2,1080,40201,2,"CHILDREN 6-15 YEARS",2,2,0
4,4,402,2,1080,40201,3,"ADULTS 16-65 YEARS",2,2,0
4,4,402,2,1080,40201,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,402,2,1080,40202,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,402,2,1080,40202,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,402,2,1080,40202,3,"ADULTS 16-65 YEARS",1,1,0
4,4,402,2,1080,40202,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,402,2,1080,40203,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,402,2,1080,40203,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,402,2,1080,40203,3,"ADULTS 16-65 YEARS",1,1,0
4,4,402,2,1080,40203,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,402,2,1080,40206,1,"CHILDREN 0-5 YEARS",2,3,0
4,4,402,2,1080,40206,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,402,2,1080,40206,3,"ADULTS 16-65 YEARS",0,0,0
4,4,402,2,1080,40206,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,402,2,1080,40209,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,402,2,1080,40209,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,402,2,1080,40209,3,"ADULTS 16-65 YEARS",1,2,0
4,4,402,2,1080,40209,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,402,2,1080,40210,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,402,2,1080,40210,2,"CHILDREN 6-15 YEARS",1,2,0
4,4,402,2,1080,40210,3,"ADULTS 16-65 YEARS",2,2,0
4,4,402,2,1080,40210,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,403,2,836,40211,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,403,2,836,40211,2,"CHILDREN 6-15 YEARS",1,2,0
4,4,403,2,836,40211,3,"ADULTS 16-65 YEARS",0,0,0
4,4,403,2,836,40211,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,403,2,836,40213,1,"CHILDREN 0-5 YEARS",0,0,0
4,4,403,2,836,40213,2,"CHILDREN 6-15 YEARS",0,0,0
4,4,403,2,836,40213,3,"ADULTS 16-65 YEARS",1,2,0
4,4,403,2,836,40213,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,506,2,830,50001,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,506,2,830,50001,2,"CHILDREN 6-15 YEARS",0,0,0
2,5,506,2,830,50001,3,"ADULTS 16-65 YEARS",4,4,0
2,5,506,2,830,50001,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,506,2,830,50003,1,"CHILDREN 0-5 YEARS",3,2,0
2,5,506,2,830,50003,2,"CHILDREN 6-15 YEARS",2,1,0
2,5,506,2,830,50003,3,"ADULTS 16-65 YEARS",1,1,0
2,5,506,2,830,50003,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
2,5,506,2,830,50004,1,"CHILDREN 0-5 YEARS",3,0,0
2,5,506,2,830,50004,2,"CHILDREN 6-15 YEARS",3,0,0
2,5,506,2,830,50004,3,"ADULTS 16-65 YEARS",2,0,0
2,5,506,2,830,50004,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,506,2,830,50005,1,"CHILDREN 0-5 YEARS",6,1,0
2,5,506,2,830,50005,2,"CHILDREN 6-15 YEARS",4,1,0
2,5,506,2,830,50005,3,"ADULTS 16-65 YEARS",7,1,0
2,5,506,2,830,50005,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,506,2,830,50006,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,506,2,830,50006,2,"CHILDREN 6-15 YEARS",2,3,0
2,5,506,2,830,50006,3,"ADULTS 16-65 YEARS",7,7,0
2,5,506,2,830,50006,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,506,2,830,50008,1,"CHILDREN 0-5 YEARS",3,1,0
2,5,506,2,830,50008,2,"CHILDREN 6-15 YEARS",2,1,0
2,5,506,2,830,50008,3,"ADULTS 16-65 YEARS",3,1,0
2,5,506,2,830,50008,4,"PEOPLE OVER 65 YEARS OLD",3,1,0
2,5,506,2,830,50009,1,"CHILDREN 0-5 YEARS",7,8,0
2,5,506,2,830,50009,2,"CHILDREN 6-15 YEARS",2,6,0
2,5,506,2,830,50009,3,"ADULTS 16-65 YEARS",7,14,0
2,5,506,2,830,50009,4,"PEOPLE OVER 65 YEARS OLD",1,2,0
2,5,502,1,2194,50011,1,"CHILDREN 0-5 YEARS",2,1,0
2,5,502,1,2194,50011,2,"CHILDREN 6-15 YEARS",0,0,0
2,5,502,1,2194,50011,3,"ADULTS 16-65 YEARS",0,0,0
2,5,502,1,2194,50011,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,502,1,2194,50012,1,"CHILDREN 0-5 YEARS",2,1,0
2,5,502,1,2194,50012,2,"CHILDREN 6-15 YEARS",0,0,0
2,5,502,1,2194,50012,3,"ADULTS 16-65 YEARS",0,0,0
2,5,502,1,2194,50012,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,502,1,2194,50017,1,"CHILDREN 0-5 YEARS",3,2,0
2,5,502,1,2194,50017,2,"CHILDREN 6-15 YEARS",3,2,0
2,5,502,1,2194,50017,3,"ADULTS 16-65 YEARS",0,0,0
2,5,502,1,2194,50017,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,515,2,18,50022,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,515,2,18,50022,2,"CHILDREN 6-15 YEARS",3,2,0
2,5,515,2,18,50022,3,"ADULTS 16-65 YEARS",5,2,0
2,5,515,2,18,50022,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,515,2,18,50023,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,515,2,18,50023,2,"CHILDREN 6-15 YEARS",2,3,0
2,5,515,2,18,50023,3,"ADULTS 16-65 YEARS",0,0,0
2,5,515,2,18,50023,4,"PEOPLE OVER 65 YEARS OLD",7,14,0
2,5,515,2,18,50024,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,515,2,18,50024,2,"CHILDREN 6-15 YEARS",0,0,0
2,5,515,2,18,50024,3,"ADULTS 16-65 YEARS",5,8,0
2,5,515,2,18,50024,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,515,2,18,50026,1,"CHILDREN 0-5 YEARS",2,3,0
2,5,515,2,18,50026,2,"CHILDREN 6-15 YEARS",2,3,0
2,5,515,2,18,50026,3,"ADULTS 16-65 YEARS",2,3,0
2,5,515,2,18,50026,4,"PEOPLE OVER 65 YEARS OLD",2,3,0
2,5,515,2,18,50027,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,515,2,18,50027,2,"CHILDREN 6-15 YEARS",2,3,0
2,5,515,2,18,50027,3,"ADULTS 16-65 YEARS",4,7,0
2,5,515,2,18,50027,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,515,2,18,50030,1,"CHILDREN 0-5 YEARS",1,2,0
2,5,515,2,18,50030,2,"CHILDREN 6-15 YEARS",1,2,0
2,5,515,2,18,50030,3,"ADULTS 16-65 YEARS",3,2,0
2,5,515,2,18,50030,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,502,2,3878,50031,1,"CHILDREN 0-5 YEARS",3,3,0
2,5,502,2,3878,50031,2,"CHILDREN 6-15 YEARS",7,4,0
2,5,502,2,3878,50031,3,"ADULTS 16-65 YEARS",7,7,0
2,5,502,2,3878,50031,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,502,2,3878,50032,1,"CHILDREN 0-5 YEARS",7,14,0
2,5,502,2,3878,50032,2,"CHILDREN 6-15 YEARS",7,14,0
2,5,502,2,3878,50032,3,"ADULTS 16-65 YEARS",7,7,0
2,5,502,2,3878,50032,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,502,2,3878,50033,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,502,2,3878,50033,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,502,2,3878,50033,3,"ADULTS 16-65 YEARS",7,7,0
2,5,502,2,3878,50033,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,502,2,3878,50034,1,"CHILDREN 0-5 YEARS",2,2,0
2,5,502,2,3878,50034,2,"CHILDREN 6-15 YEARS",1,1,0
2,5,502,2,3878,50034,3,"ADULTS 16-65 YEARS",1,1,0
2,5,502,2,3878,50034,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
2,5,502,2,3878,50035,1,"CHILDREN 0-5 YEARS",7,7,0
2,5,502,2,3878,50035,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,502,2,3878,50035,3,"ADULTS 16-65 YEARS",7,7,0
2,5,502,2,3878,50035,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,502,2,3878,50036,1,"CHILDREN 0-5 YEARS",4,2,0
2,5,502,2,3878,50036,2,"CHILDREN 6-15 YEARS",1,1,0
2,5,502,2,3878,50036,3,"ADULTS 16-65 YEARS",0,0,0
2,5,502,2,3878,50036,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,502,2,3878,50037,1,"CHILDREN 0-5 YEARS",7,7,0
2,5,502,2,3878,50037,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,502,2,3878,50037,3,"ADULTS 16-65 YEARS",7,7,0
2,5,502,2,3878,50037,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,502,2,3878,50038,1,"CHILDREN 0-5 YEARS",7,7,0
2,5,502,2,3878,50038,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,502,2,3878,50038,3,"ADULTS 16-65 YEARS",7,7,0
2,5,502,2,3878,50038,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,502,2,3878,50039,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,502,2,3878,50039,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,502,2,3878,50039,3,"ADULTS 16-65 YEARS",7,7,0
2,5,502,2,3878,50039,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,502,2,3878,50040,1,"CHILDREN 0-5 YEARS",3,2,0
2,5,502,2,3878,50040,2,"CHILDREN 6-15 YEARS",4,2,0
2,5,502,2,3878,50040,3,"ADULTS 16-65 YEARS",2,2,0
2,5,502,2,3878,50040,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,504,2,708,50041,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,504,2,708,50041,2,"CHILDREN 6-15 YEARS",2,2,0
2,5,504,2,708,50041,3,"ADULTS 16-65 YEARS",4,2,0
2,5,504,2,708,50041,4,"PEOPLE OVER 65 YEARS OLD",5,2,0
2,5,504,2,708,50042,1,"CHILDREN 0-5 YEARS",3,2,0
2,5,504,2,708,50042,2,"CHILDREN 6-15 YEARS",3,2,0
2,5,504,2,708,50042,3,"ADULTS 16-65 YEARS",5,3,0
2,5,504,2,708,50042,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,504,2,708,50043,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,504,2,708,50043,2,"CHILDREN 6-15 YEARS",2,4,0
2,5,504,2,708,50043,3,"ADULTS 16-65 YEARS",7,9,0
2,5,504,2,708,50043,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,504,2,708,50044,1,"CHILDREN 0-5 YEARS",2,2,0
2,5,504,2,708,50044,2,"CHILDREN 6-15 YEARS",4,2,0
2,5,504,2,708,50044,3,"ADULTS 16-65 YEARS",7,2,0
2,5,504,2,708,50044,4,"PEOPLE OVER 65 YEARS OLD",3,2,0
2,5,504,2,708,50046,1,"CHILDREN 0-5 YEARS",1,2,0
2,5,504,2,708,50046,2,"CHILDREN 6-15 YEARS",5,2,0
2,5,504,2,708,50046,3,"ADULTS 16-65 YEARS",7,2,0
2,5,504,2,708,50046,4,"PEOPLE OVER 65 YEARS OLD",4,2,0
2,5,504,2,708,50047,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,504,2,708,50047,2,"CHILDREN 6-15 YEARS",0,0,0
2,5,504,2,708,50047,3,"ADULTS 16-65 YEARS",3,7,0
2,5,504,2,708,50047,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,504,2,708,50048,1,"CHILDREN 0-5 YEARS",2,3,0
2,5,504,2,708,50048,2,"CHILDREN 6-15 YEARS",5,2,0
2,5,504,2,708,50048,3,"ADULTS 16-65 YEARS",7,2,0
2,5,504,2,708,50048,4,"PEOPLE OVER 65 YEARS OLD",2,2,0
2,5,504,2,708,50050,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,504,2,708,50050,2,"CHILDREN 6-15 YEARS",0,0,0
2,5,504,2,708,50050,3,"ADULTS 16-65 YEARS",4,7,0
2,5,504,2,708,50050,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,513,2,348,50051,1,"CHILDREN 0-5 YEARS",7,21,0
2,5,513,2,348,50051,2,"CHILDREN 6-15 YEARS",7,21,0
2,5,513,2,348,50051,3,"ADULTS 16-65 YEARS",7,21,0
2,5,513,2,348,50051,4,"PEOPLE OVER 65 YEARS OLD",7,21,0
2,5,513,2,348,50052,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,513,2,348,50052,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,513,2,348,50052,3,"ADULTS 16-65 YEARS",7,7,0
2,5,513,2,348,50052,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,513,2,348,50053,1,"CHILDREN 0-5 YEARS",1,2,0
2,5,513,2,348,50053,2,"CHILDREN 6-15 YEARS",2,3,0
2,5,513,2,348,50053,3,"ADULTS 16-65 YEARS",3,3,0
2,5,513,2,348,50053,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,513,2,348,50054,1,"CHILDREN 0-5 YEARS",7,21,0
2,5,513,2,348,50054,2,"CHILDREN 6-15 YEARS",7,21,0
2,5,513,2,348,50054,3,"ADULTS 16-65 YEARS",7,21,0
2,5,513,2,348,50054,4,"PEOPLE OVER 65 YEARS OLD",7,21,0
2,5,513,2,348,50055,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,513,2,348,50055,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,513,2,348,50055,3,"ADULTS 16-65 YEARS",7,7,0
2,5,513,2,348,50055,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,513,2,348,50056,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,513,2,348,50056,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,513,2,348,50056,3,"ADULTS 16-65 YEARS",7,7,0
2,5,513,2,348,50056,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,513,2,348,50057,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,513,2,348,50057,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,513,2,348,50057,3,"ADULTS 16-65 YEARS",7,7,0
2,5,513,2,348,50057,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,513,2,348,50058,1,"CHILDREN 0-5 YEARS",7,21,0
2,5,513,2,348,50058,2,"CHILDREN 6-15 YEARS",7,21,0
2,5,513,2,348,50058,3,"ADULTS 16-65 YEARS",7,21,0
2,5,513,2,348,50058,4,"PEOPLE OVER 65 YEARS OLD",7,21,0
2,5,513,2,348,50059,1,"CHILDREN 0-5 YEARS",3,2,0
2,5,513,2,348,50059,2,"CHILDREN 6-15 YEARS",3,2,0
2,5,513,2,348,50059,3,"ADULTS 16-65 YEARS",5,2,0
2,5,513,2,348,50059,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,513,2,348,50060,1,"CHILDREN 0-5 YEARS",2,2,0
2,5,513,2,348,50060,2,"CHILDREN 6-15 YEARS",0,0,0
2,5,513,2,348,50060,3,"ADULTS 16-65 YEARS",5,2,0
2,5,513,2,348,50060,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,514,2,710,50061,1,"CHILDREN 0-5 YEARS",1,2,0
2,5,514,2,710,50061,2,"CHILDREN 6-15 YEARS",4,2,0
2,5,514,2,710,50061,3,"ADULTS 16-65 YEARS",2,2,0
2,5,514,2,710,50061,4,"PEOPLE OVER 65 YEARS OLD",3,2,0
2,5,514,2,710,50063,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,514,2,710,50063,2,"CHILDREN 6-15 YEARS",2,3,0
2,5,514,2,710,50063,3,"ADULTS 16-65 YEARS",5,9,0
2,5,514,2,710,50063,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,514,2,710,50064,1,"CHILDREN 0-5 YEARS",2,3,0
2,5,514,2,710,50064,2,"CHILDREN 6-15 YEARS",2,3,0
2,5,514,2,710,50064,3,"ADULTS 16-65 YEARS",4,1,0
2,5,514,2,710,50064,4,"PEOPLE OVER 65 YEARS OLD",7,2,0
2,5,514,2,710,50065,1,"CHILDREN 0-5 YEARS",7,10,0
2,5,514,2,710,50065,2,"CHILDREN 6-15 YEARS",3,5,0
2,5,514,2,710,50065,3,"ADULTS 16-65 YEARS",5,11,0
2,5,514,2,710,50065,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,514,2,710,50066,1,"CHILDREN 0-5 YEARS",1,2,0
2,5,514,2,710,50066,2,"CHILDREN 6-15 YEARS",4,1,0
2,5,514,2,710,50066,3,"ADULTS 16-65 YEARS",5,2,0
2,5,514,2,710,50066,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,514,2,710,50069,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,514,2,710,50069,2,"CHILDREN 6-15 YEARS",2,3,0
2,5,514,2,710,50069,3,"ADULTS 16-65 YEARS",5,10,0
2,5,514,2,710,50069,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,514,2,710,50070,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,514,2,710,50070,2,"CHILDREN 6-15 YEARS",6,9,0
2,5,514,2,710,50070,3,"ADULTS 16-65 YEARS",7,16,0
2,5,514,2,710,50070,4,"PEOPLE OVER 65 YEARS OLD",2,3,0
2,5,501,2,60,50071,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,501,2,60,50071,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,501,2,60,50071,3,"ADULTS 16-65 YEARS",7,7,0
2,5,501,2,60,50071,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,501,2,60,50072,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,501,2,60,50072,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,501,2,60,50072,3,"ADULTS 16-65 YEARS",7,7,0
2,5,501,2,60,50072,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,501,2,60,50073,1,"CHILDREN 0-5 YEARS",4,1,0
2,5,501,2,60,50073,2,"CHILDREN 6-15 YEARS",2,2,0
2,5,501,2,60,50073,3,"ADULTS 16-65 YEARS",5,2,0
2,5,501,2,60,50073,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,501,2,60,50074,1,"CHILDREN 0-5 YEARS",4,2,0
2,5,501,2,60,50074,2,"CHILDREN 6-15 YEARS",6,2,0
2,5,501,2,60,50074,3,"ADULTS 16-65 YEARS",6,2,0
2,5,501,2,60,50074,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,501,2,60,50076,1,"CHILDREN 0-5 YEARS",7,14,0
2,5,501,2,60,50076,2,"CHILDREN 6-15 YEARS",7,14,0
2,5,501,2,60,50076,3,"ADULTS 16-65 YEARS",7,14,0
2,5,501,2,60,50076,4,"PEOPLE OVER 65 YEARS OLD",7,14,0
2,5,501,2,60,50077,1,"CHILDREN 0-5 YEARS",0,0,0
2,5,501,2,60,50077,2,"CHILDREN 6-15 YEARS",7,7,0
2,5,501,2,60,50077,3,"ADULTS 16-65 YEARS",7,7,0
2,5,501,2,60,50077,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
2,5,501,2,60,50079,1,"CHILDREN 0-5 YEARS",4,2,0
2,5,501,2,60,50079,2,"CHILDREN 6-15 YEARS",5,2,0
2,5,501,2,60,50079,3,"ADULTS 16-65 YEARS",5,3,0
2,5,501,2,60,50079,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,5,501,2,60,50080,1,"CHILDREN 0-5 YEARS",3,2,0
2,5,501,2,60,50080,2,"CHILDREN 6-15 YEARS",5,3,0
2,5,501,2,60,50080,3,"ADULTS 16-65 YEARS",5,3,0
