"zone","state","lga","sector","ea","hhid","plotid","sa1q1a","sa1q2","sa1q3","sa1q4","sa1q4b","sa1q5","sa1q5b","sa1q6","sa1q7","sa1q7b","sa1q8","sa1q9a","sa1q9b","sa1q9c","sa1q10a","sa1q10b","sa1q10bb","sa1q10c","sa1q11","sa1q11b","sa1q12","sa1q13","sa1q14","sa1q14b","sa1q15","sa1q16","sa1q17","sa1q18a","sa1q18b","sa1q18c","sa1q19","sa1q20","sa1q21","sa1q22a","sa1q22b","sa1q22c","sa1q22d","sa1q23","sa1q24a","sa1q24b","sa1q24c","sa1q25","sa1q25b"
4,4,412,2,1606,40112,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,412,2,1606,40113,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,412,2,1606,40114,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,412,2,1606,40115,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,412,2,1606,40116,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,412,2,1606,40117,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,412,2,1606,40117,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,412,2,1606,40118,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,412,2,1606,40119,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,412,2,1606,40120,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,2,4036,40123,1,1,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,2,4036,40124,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,2,4036,40125,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,2,4036,40125,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,2,4036,40126,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,2,4036,40126,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,2,4036,40128,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,2,4036,40129,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,2,4036,40130,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,2,4036,40130,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,407,2,796,40131,1,2,1,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40131,2,2,1,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40133,1,2,1,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40133,2,2,1,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40133,3,2,1,2,1,2,,,,,,,,,7996.2,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,407,2,796,40134,1,2,1,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40134,2,2,1,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40134,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,407,2,796,40135,1,2,2,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40135,2,1,2,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40135,3,1,2,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40135,4,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,407,2,796,40135,5,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,407,2,796,40136,1,2,1,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40136,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,407,2,796,40137,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,407,2,796,40137,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,407,2,796,40138,1,2,1,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40138,2,2,1,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40138,3,2,1,2,2,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40138,4,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,407,2,796,40140,1,2,1,2,2,,2,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,2,796,40140,2,2,1,2,1,2,,,,,,,,,4803.12,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40141,1,2,1,2,1,2,,,,,,,,,820.66,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40141,2,2,1,2,1,2,,,,,,,,,,2,1,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40141,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40142,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40142,2,2,1,2,1,2,,,,,,,,,,2,4,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40142,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40142,4,2,1,2,1,2,,,,,,,,,298.6,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40143,1,2,1,2,1,2,,,,,,,,,297.87,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40143,2,2,1,2,1,2,,,,,,,,,256.13,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40144,1,2,2,2,1,2,,,,,,,,,1403,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40144,2,2,2,2,1,2,,,,,,,,,396.76,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40144,3,2,2,2,1,2,,,,,,,,,,2,4,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40144,4,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40146,1,2,2,2,1,2,,,,,,,,,466.44,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40146,2,2,2,2,1,2,,,,,,,,,222.32,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40146,3,2,2,2,1,2,,,,,,,,,,2,4,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40147,1,2,2,2,1,2,,,,,,,,,437.96,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40147,2,2,2,2,1,2,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40147,3,2,1,2,1,2,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40147,4,2,1,2,1,2,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40148,1,2,1,2,1,2,,,,,,,,,283.91,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40149,1,2,1,2,1,2,,,,,,,,,485.26,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3192,40149,2,2,1,2,1,2,,,,,,,,,,2,1,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40151,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40151,2,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40152,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40152,2,2,1,2,1,2,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40153,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40154,1,1,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,0,40155,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,0,40155,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,0,40155,3,2,1,2,1,2,,,,,,,,,,2,5,"HOLDER HAS LEG INJURY",2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40157,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,2,
4,4,410,1,3414,40157,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,2,
4,4,410,1,3414,40158,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40158,2,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40158,3,2,2,2,1,2,,,,,,,,,,2,4,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40159,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40159,2,2,1,2,1,2,,,,,,,,,,2,4,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40159,3,2,1,2,1,2,,,,,,,,,,2,4,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,410,1,3414,40160,1,2,1,2,1,2,,,,,,,,,,2,4,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,1,738,40161,1,1,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,1,738,40161,2,1,5,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,1,738,40162,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,1,738,40162,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,1,738,40163,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,1,738,40163,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,1,738,40164,1,2,2,2,1,2,,,,,,,,,,2,4,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,1,738,40166,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,1,738,40167,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,1,738,40169,1,2,1,2,1,2,,,,,,,,,,2,1,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,1,738,40170,1,2,1,2,1,2,,,,,,,,,880.71,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,421,1,0,40173,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,421,1,800,40174,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,
4,4,421,1,800,40174,2,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,
4,4,421,1,0,40176,1,2,2,2,1,2,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,421,1,0,40176,2,2,2,2,1,2,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,421,1,800,40177,1,1,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,421,1,800,40177,2,1,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,421,1,800,40178,1,2,2,2,1,2,,,,,,,,,483.43,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,411,1,1486,40181,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,411,1,1486,40182,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,411,1,1486,40184,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,411,1,1486,40187,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,411,1,1486,40188,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,411,1,1486,40188,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,411,1,1486,40189,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,411,1,1486,40189,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,411,1,1486,40190,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40191,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40192,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40192,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40193,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40193,2,2,1,2,1,2,,,,,,,,,232.9,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40194,1,2,1,2,1,2,,,,,,,,,,2,1,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40194,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40195,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40196,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40196,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40197,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40198,1,2,1,2,1,2,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40199,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40199,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40200,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,401,2,2106,40200,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40201,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40201,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40201,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40202,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40202,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40204,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40206,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40207,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40207,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40208,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40209,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40209,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,402,2,1080,40210,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,403,2,836,40211,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,403,2,836,40211,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,403,2,836,40212,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,403,2,836,40212,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,403,2,836,40213,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,403,2,836,40213,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,403,2,836,40214,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,403,2,836,40215,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,403,2,836,40218,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,4,403,2,836,40220,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50001,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50001,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50001,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50002,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50003,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50003,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50003,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50003,4,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50003,5,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50004,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50004,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50004,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50005,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50006,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50006,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50007,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50007,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50007,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50007,4,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50007,5,2,1,2,1,2,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50008,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50008,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50008,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50008,4,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50009,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50009,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50009,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50009,4,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50009,5,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50009,6,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50010,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,506,2,830,50010,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,502,1,2194,50016,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,502,1,2194,50016,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,502,1,2194,50016,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,502,1,2194,50016,4,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,502,1,2194,50016,5,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50021,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50021,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50021,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50022,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50022,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50023,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50023,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50023,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50024,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50024,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50025,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50025,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50025,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50026,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50026,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50027,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50027,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50028,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50028,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50029,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2,5,515,2,18,50029,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
