"crop_name","crop_cd","unit_name","unit_cd","conv_national","conv_NC_1","conv_NE_2","conv_NW_3","conv_SE_4","conv_SS_5","conv_SW_6","note"
"COCOYAM",1040,"SACK/BAG SMALL",130,45.1,45.0999984741211,45.0999984741211,45.0999984741211,45.0999984741211,45.0999984741211,45.0999984741211,
"COCOYAM",1040,"SACK/BAG MEDIUM",131,57.8,57.7999992370605,57.7999992370605,57.7999992370605,57.7999992370605,57.7999992370605,57.7999992370605,
"COCOYAM",1040,"SACK/BAG LARGE",132,62.823,62.8230018615723,62.8230018615723,62.8230018615723,62.8230018615723,62.8230018615723,62.8230018615723,
"COCOYAM",1040,"BASKET SMALL",140,2.908,2.90799999237061,2.90799999237061,2.90799999237061,2.90799999237061,2.90799999237061,2.90799999237061,
"COCOYAM",1040,"BASKET MEDIUM",141,11.358,11.3579998016357,11.3579998016357,11.3579998016357,11.3579998016357,11.3579998016357,11.3579998016357,
"COCOYAM",1040,"BASKET LARGE",142,17.585,17.5849990844727,17.5849990844727,17.5849990844727,17.5849990844727,17.5849990844727,17.5849990844727,
"COCOYAM",1040,"BASIN SMALL",150,15.59,15.5900001525879,15.5900001525879,15.5900001525879,15.5900001525879,15.5900001525879,15.5900001525879,
"COCOYAM",1040,"BASIN MEDIUM",151,21.4,21.3999996185303,21.3999996185303,21.3999996185303,21.3999996185303,21.3999996185303,21.3999996185303,
"COTTON",1050,"KILOGRAM (KG)",1,1,1,1,1,1,1,1,
"GROUND NUT/PEANUTS",1060,"KILOGRAM (KG)",1,1,1,1,1,1,1,1,
"GROUND NUT/PEANUTS",1060,"PAINT RUBBER",11,2.581,2.58100008964539,2.58100008964539,2.58100008964539,2.58100008964539,2.58100008964539,2.58100008964539,
"GROUND NUT/PEANUTS",1060,"MILK CUP",12,0.103,0.103000000119209,0.103000000119209,0.103000000119209,0.103000000119209,0.103000000119209,0.103000000119209,
"GROUND NUT/PEANUTS",1060,"CIGARETTE CUP",13,0.158,0.158000007271767,0.158000007271767,0.158000007271767,0.158000007271767,0.158000007271767,0.158000007271767,
"GROUND NUT/PEANUTS",1060,"TIN",14,11.023,11.0229997634888,11.0229997634888,11.0229997634888,11.0229997634888,11.0229997634888,11.0229997634888,
"GROUND NUT/PEANUTS",1060,"CONGO SMALL",20,0.621,0.620999991893768,0.620999991893768,0.620999991893768,0.620999991893768,0.620999991893768,0.620999991893768,
"GROUND NUT/PEANUTS",1060,"CONGO LARGE",21,0.984,0.984000027179718,0.984000027179718,0.984000027179718,0.984000027179718,0.984000027179718,0.984000027179718,
"GROUND NUT/PEANUTS",1060,"MUDU SMALL",30,0.629,0.629000008106232,0.629000008106232,0.629000008106232,0.629000008106232,0.629000008106232,0.629000008106232,
"GROUND NUT/PEANUTS",1060,"MUDU LARGE",31,0.908,0.907999992370605,0.907999992370605,0.907999992370605,0.907999992370605,0.907999992370605,0.907999992370605,
"GROUND NUT/PEANUTS",1060,"DERICA SMALL",40,0.146,0.145999997854233,0.145999997854233,0.145999997854233,0.145999997854233,0.145999997854233,0.145999997854233,
"GROUND NUT/PEANUTS",1060,"DERICA MEDIUM",41,0.351,0.351000010967255,0.351000010967255,0.351000010967255,0.351000010967255,0.351000010967255,0.351000010967255,
"GROUND NUT/PEANUTS",1060,"DERICA LARGE",42,0.767,0.767000019550323,0.767000019550323,0.767000019550323,0.767000019550323,0.767000019550323,0.767000019550323,
"GROUND NUT/PEANUTS",1060,"DERICA VERY LARGE",43,1.37,1.37000000476837,1.37000000476837,1.37000000476837,1.37000000476837,1.37000000476837,1.37000000476837,
"GROUND NUT/PEANUTS",1060,"TIYA MEDIUM",51,0.89,0.889999985694885,0.889999985694885,0.889999985694885,0.889999985694885,0.889999985694885,0.889999985694885,
"GROUND NUT/PEANUTS",1060,"TIYA LARGE",52,1.548,1.54799997806549,1.54799997806549,1.54799997806549,1.54799997806549,1.54799997806549,1.54799997806549,
"GROUND NUT/PEANUTS",1060,"KOBIOWU SMALL",60,0.29,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,
"GROUND NUT/PEANUTS",1060,"KOBIOWU MEDIUM",61,0.61,0.610000014305115,0.610000014305115,0.610000014305115,0.610000014305115,0.610000014305115,0.610000014305115,
"GROUND NUT/PEANUTS",1060,"KOBIOWU LARGE",62,0.94,0.939999997615814,0.939999997615814,0.939999997615814,0.939999997615814,0.939999997615814,0.939999997615814,
"GROUND NUT/PEANUTS",1060,"SACK/BAG SMALL",130,48.2,48.2000007629395,48.2000007629395,48.2000007629395,48.2000007629395,48.2000007629395,48.2000007629395,
"GROUND NUT/PEANUTS",1060,"SACK/BAG MEDIUM",131,62.3,62.2999992370605,62.2999992370605,62.2999992370605,62.2999992370605,62.2999992370605,62.2999992370605,
"GROUND NUT/PEANUTS",1060,"SACK/BAG LARGE",132,86.3,86.3000030517578,86.3000030517578,86.3000030517578,86.3000030517578,86.3000030517578,86.3000030517578,
"GROUND NUT/PEANUTS",1060,"BASKET SMALL",140,3.757,3.75699996948242,3.75699996948242,3.75699996948242,3.75699996948242,3.75699996948242,3.75699996948242,
"GROUND NUT/PEANUTS",1060,"BASKET MEDIUM",141,6.7,6.69999980926514,6.69999980926514,6.69999980926514,6.69999980926514,6.69999980926514,6.69999980926514,
"GROUND NUT/PEANUTS",1060,"BASKET LARGE",142,22.995,22.9950008392334,22.9950008392334,22.9950008392334,22.9950008392334,22.9950008392334,22.9950008392334,
"GROUND NUT/PEANUTS",1060,"BASIN SMALL",150,5.535,5.53499984741211,5.53499984741211,5.53499984741211,5.53499984741211,5.53499984741211,5.53499984741211,
"GROUND NUT/PEANUTS",1060,"BASIN MEDIUM",151,10.235,10.2349996566772,10.2349996566772,10.2349996566772,10.2349996566772,10.2349996566772,10.2349996566772,
"GROUND NUT/PEANUTS",1060,"BASIN LARGE",152,20.725,20.7250003814697,20.7250003814697,20.7250003814697,20.7250003814697,20.7250003814697,20.7250003814697,
"UNSHELLED GROUND NUTS",1061,"KILOGRAM (KG)",1,1,1,1,1,1,1,1,
"UNSHELLED GROUND NUTS",1061,"PAINT RUBBER",11,1.932,1.72699999809265,1.932000041008,1.932000041008,2.30200004577637,1.932000041008,1.68499994277954,
"UNSHELLED GROUND NUTS",1061,"MILK CUP",12,0.078,0.0700000002980232,0.068000003695488,0.0520000010728836,0.123999997973442,0.0780000016093254,0.0750000029802322,
"UNSHELLED GROUND NUTS",1061,"CIGARETTE CUP",13,0.079,0.0790000036358833,0.0790000036358833,0.0790000036358833,0.0790000036358833,0.0790000036358833,0.0790000036358833,"Used milk cup ratio, garri"
"UNSHELLED GROUND NUTS",1061,"TIN",14,8.798,8.79800033569336,8.79800033569336,8.79800033569336,8.79800033569336,8.79800033569336,8.79800033569336,"Used milk cup ratio, garri"
"UNSHELLED GROUND NUTS",1061,"CONGO SMALL",20,0.396,0.381999999284744,0.395999997854233,0.395999997854233,0.395999997854233,0.395999997854233,0.409999996423721,
"UNSHELLED GROUND NUTS",1061,"CONGO LARGE",21,0.77,0.769999980926514,0.769999980926514,0.769999980926514,0.769999980926514,0.769999980926514,0.769999980926514,
"UNSHELLED GROUND NUTS",1061,"MUDU SMALL",30,0.412,0.44200000166893,0.33500000834465,0.419999986886978,0.412000000476837,0.412000000476837,0.412000000476837,
"UNSHELLED GROUND NUTS",1061,"MUDU LARGE",31,0.636,0.584999978542328,0.764999985694885,0.59799998998642,0.635999977588654,0.635999977588654,0.635999977588654,
"UNSHELLED GROUND NUTS",1061,"DERICA SMALL",40,0.063,0.063000001013279,0.063000001013279,0.063000001013279,0.0689999982714653,0.063000001013279,0.0500000007450581,
"UNSHELLED GROUND NUTS",1061,"DERICA MEDIUM",41,0.187,0.187000006437302,0.159999996423721,0.109999999403954,0.187000006437302,0.187000006437302,0.28999999165535,
"UNSHELLED GROUND NUTS",1061,"DERICA LARGE",42,0.483,0.483000010251999,0.33500000834465,0.314999997615814,0.483000010251999,0.483000010251999,0.800000011920929,
"UNSHELLED GROUND NUTS",1061,"DERICA VERY LARGE",43,1.171,1.1710000038147,1.1710000038147,1.1710000038147,1.1710000038147,1.1710000038147,1.1710000038147,
"UNSHELLED GROUND NUTS",1061,"TIYA SMALL",50,0.255,0.254999995231628,0.254999995231628,0.254999995231628,0.254999995231628,0.254999995231628,0.254999995231628,"Used milk cup ratio, garri"
"UNSHELLED GROUND NUTS",1061,"TIYA MEDIUM",51,0.48,0.479999989271164,0.479999989271164,0.479999989271164,0.479999989271164,0.479999989271164,0.479999989271164,
"UNSHELLED GROUND NUTS",1061,"TIYA LARGE",52,0.935,0.935000002384186,0.935000002384186,0.935000002384186,0.935000002384186,0.935000002384186,0.935000002384186,
"UNSHELLED GROUND NUTS",1061,"KOBIOWU SMALL",60,0.29,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,0.28999999165535,
"UNSHELLED GROUND NUTS",1061,"KOBIOWU MEDIUM",61,0.61,0.610000014305115,0.610000014305115,0.610000014305115,0.610000014305115,0.610000014305115,0.610000014305115,
"UNSHELLED GROUND NUTS",1061,"KOBIOWU LARGE",62,0.94,0.939999997615814,0.939999997615814,0.939999997615814,0.939999997615814,0.939999997615814,0.939999997615814,
"UNSHELLED GROUND NUTS",1061,"HEAP SMALL",90,0.3,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929,
"UNSHELLED GROUND NUTS",1061,"HEAP MEDIUM",91,0.465,0.465000003576279,0.465000003576279,0.465000003576279,0.465000003576279,0.465000003576279,0.465000003576279,
"UNSHELLED GROUND NUTS",1061,"HEAP LARGE",92,0.72,0.720000028610229,0.720000028610229,0.720000028610229,0.720000028610229,0.720000028610229,0.720000028610229,
"UNSHELLED GROUND NUTS",1061,"SACK/BAG SMALL",130,42.633,42.632999420166,40.5999984741211,46.7000007629395,42.632999420166,42.632999420166,42.632999420166,
"UNSHELLED GROUND NUTS",1061,"SACK/BAG MEDIUM",131,50.9,50.9000015258789,50.9000015258789,47.7999992370605,50.9000015258789,50.9000015258789,57.0999984741211,
"UNSHELLED GROUND NUTS",1061,"SACK/BAG LARGE",132,73.4,77.8000030517578,69,73.4000015258789,73.4000015258789,73.4000015258789,73.4000015258789,
"UNSHELLED GROUND NUTS",1061,"BASKET SMALL",140,3.757,3.75699996948242,3.75699996948242,3.75699996948242,3.75699996948242,3.75699996948242,3.75699996948242,
"UNSHELLED GROUND NUTS",1061,"BASKET MEDIUM",141,6.7,6.69999980926514,6.69999980926514,6.69999980926514,6.69999980926514,6.69999980926514,6.69999980926514,
"UNSHELLED GROUND NUTS",1061,"BASKET LARGE",142,22.995,22.9950008392334,22.9950008392334,22.9950008392334,22.9950008392334,22.9950008392334,22.9950008392334,
"SHELLED GROUND NUTS",1062,"KILOGRAM (KG)",1,1,1,1,1,1,1,1,
"SHELLED GROUND NUTS",1062,"PAINT RUBBER",11,3.052,3.11999988555908,3.05200004577637,3.05200004577637,2.81800007820129,3.1489999294281,3.16499996185303,
"SHELLED GROUND NUTS",1062,"MILK CUP",12,0.127,0.129999995231628,0.123999997973442,0.119999997317791,0.142000004649162,0.127000004053116,0.125,
"SHELLED GROUND NUTS",1062,"CIGARETTE CUP",13,0.158,0.158000007271767,0.158000007271767,0.158000007271767,0.155000001192093,0.159999996423721,0.158000007271767,
"SHELLED GROUND NUTS",1062,"TIN",14,11.023,12.8450002670288,11.0229997634888,11.0229997634888,9.19999980926514,11.0229997634888,11.0229997634888,
"SHELLED GROUND NUTS",1062,"CONGO SMALL",20,0.922,1.07700002193451,0.921999990940094,0.921999990940094,0.921999990940094,0.921999990940094,0.610000014305115,
"SHELLED GROUND NUTS",1062,"CONGO LARGE",21,1.268,1.26800000667572,1.26800000667572,1.26800000667572,1.26800000667572,1.26800000667572,1.26800000667572,
"SHELLED GROUND NUTS",1062,"MUDU SMALL",30,0.847,0.649999976158142,0.977999985218048,0.847000002861023,0.847000002861023,0.847000002861023,0.847000002861023,
"SHELLED GROUND NUTS",1062,"MUDU LARGE",31,1.088,1.01499998569489,1.02499997615814,1.15799999237061,1.08800005912781,1.08800005912781,1.08800005912781,
"SHELLED GROUND NUTS",1062,"DERICA SMALL",40,0.188,0.187999993562698,0.187999993562698,0.270000010728836,0.187999993562698,0.146999999880791,0.270000010728836,
"SHELLED GROUND NUTS",1062,"DERICA MEDIUM",41,0.515,0.514999985694885,0.514999985694885,0.514999985694885,0.514999985694885,0.514999985694885,0.514999985694885,
"SHELLED GROUND NUTS",1062,"DERICA LARGE",42,0.937,0.936999976634979,0.644999980926514,0.644999980926514,1.38999998569489,0.936999976634979,0.615000009536743,
"SHELLED GROUND NUTS",1062,"DERICA VERY LARGE",43,1.52,1.51999998092651,1.51999998092651,1.51999998092651,1.45000004768372,1.53999996185303,1.54999995231628,
"SHELLED GROUND NUTS",1062,"TIYA SMALL",50,0.418,0.418000012636185,0.418000012636185,0.418000012636185,0.418000012636185,0.418000012636185,0.418000012636185,"Used milk cup ratio, garri"
"SHELLED GROUND NUTS",1062,"TIYA MEDIUM",51,1.3,1.29999995231628,1.29999995231628,1.29999995231628,1.29999995231628,1.29999995231628,1.29999995231628,
"SHELLED GROUND NUTS",1062,"TIYA LARGE",52,2.16,2.16000008583069,2.16000008583069,2.16000008583069,2.16000008583069,2.16000008583069,2.16000008583069,
"SHELLED GROUND NUTS",1062,"KOBIOWU MEDIUM",61,0.534,0.533999979496002,0.533999979496002,0.533999979496002,0.533999979496002,0.533999979496002,0.533999979496002,"Used milk cup ratio, garri"
"SHELLED GROUND NUTS",1062,"KOBIOWU LARGE",62,0.928,0.927999973297119,0.927999973297119,0.927999973297119,0.927999973297119,0.927999973297119,0.927999973297119,"Used milk cup ratio, garri"
"SHELLED GROUND NUTS",1062,"SACK/BAG SMALL",130,64.9,64.9000015258789,64.9000015258789,64.9000015258789,64.9000015258789,64.9000015258789,64.9000015258789,
"SHELLED GROUND NUTS",1062,"SACK/BAG MEDIUM",131,79.4,79.4000015258789,79.4000015258789,79.4000015258789,79.4000015258789,79.4000015258789,79.4000015258789,
"SHELLED GROUND NUTS",1062,"SACK/BAG LARGE",132,92.75,92.75,91.5,94.1999969482422,92.75,91.0999984741211,92.75,
"SHELLED GROUND NUTS",1062,"BASIN SMALL",150,5.535,5.53499984741211,5.53499984741211,5.53499984741211,5.53499984741211,5.53499984741211,5.53499984741211,
"SHELLED GROUND NUTS",1062,"BASIN MEDIUM",151,10.235,10.2349996566772,10.2349996566772,10.2349996566772,10.2349996566772,10.2349996566772,10.2349996566772,
"SHELLED GROUND NUTS",1062,"BASIN LARGE",152,20.725,20.7250003814697,20.7250003814697,20.7250003814697,20.7250003814697,17.3600006103516,24.0900001525879,
"GUINEA COURN/SORGHUM",1070,"KILOGRAM (KG)",1,1,1,1,1,1,1,1,
"GUINEA COURN/SORGHUM",1070,"PAINT RUBBER",11,3.612,3.75799989700317,3.61199998855591,3.61199998855591,3.76799988746643,3.83200001716614,2.82800006866455,
"GUINEA COURN/SORGHUM",1070,"MILK CUP",12,0.161,0.204999998211861,0.125,0.162000000476837,0.180000007152557,0.160999998450279,0.158999994397163,
"GUINEA COURN/SORGHUM",1070,"CIGARETTE CUP",13,0.205,0.204999998211861,0.204999998211861,0.204999998211861,0.215000003576279,0.197999998927116,0.204999998211861,
"GUINEA COURN/SORGHUM",1070,"TIN",14,14.738,15.5100002288818,14.7379999160767,14.7379999160767,13.9650001525879,14.7379999160767,14.7379999160767,
"GUINEA COURN/SORGHUM",1070,"CONGO SMALL",20,1,1.27999997138977,1,1,1,1,0.720000028610229,
"GUINEA COURN/SORGHUM",1070,"CONGO LARGE",21,1.978,1.97800004482269,1.97800004482269,1.97800004482269,1.97800004482269,1.97800004482269,1.97800004482269,
"GUINEA COURN/SORGHUM",1070,"MUDU SMALL",30,1.073,0.977999985218048,1.10199999809265,1.14499998092651,1.07299995422363,1.05999994277954,1.07299995422363,
"GUINEA COURN/SORGHUM",1070,"MUDU LARGE",31,1.353,1.36699998378754,1.24699997901917,1.44500005245209,1.35300004482269,1.35300004482269,1.35300004482269,
"GUINEA COURN/SORGHUM",1070,"DERICA SMALL",40,0.293,0.293000012636185,0.514999985694885,0.293000012636185,0.293000012636185,0.137999996542931,0.337999999523163,
"GUINEA COURN/SORGHUM",1070,"DERICA MEDIUM",41,0.669,0.669000029563904,0.643999993801117,0.669000029563904,0.669000029563904,0.669000029563904,0.745000004768372,
"GUINEA COURN/SORGHUM",1070,"DERICA LARGE",42,1.587,1.58700001239777,1.58700001239777,1.58700001239777,1.81299996376038,1.58700001239777,1.36099994182587,
"GUINEA COURN/SORGHUM",1070,"DERICA VERY LARGE",43,1.889,1.88900005817413,1.88900005817413,1.88900005817413,1.88999998569489,1.87000000476837,1.92499995231628,
"GUINEA COURN/SORGHUM",1070,"TIYA SMALL",50,0.529,0.528999984264374,0.528999984264374,0.528999984264374,0.528999984264374,0.528999984264374,0.528999984264374,"Used milk cup ratio, garri"
"GUINEA COURN/SORGHUM",1070,"TIYA MEDIUM",51,1.825,1.82500004768372,1.82500004768372,1.82500004768372,1.82500004768372,1.82500004768372,1.82500004768372,
"GUINEA COURN/SORGHUM",1070,"TIYA LARGE",52,2.65,2.65000009536743,2.65000009536743,2.65000009536743,2.65000009536743,2.65000009536743,2.65000009536743,
"GUINEA COURN/SORGHUM",1070,"KOBIOWU MEDIUM",61,0.595,0.595000028610229,0.595000028610229,0.595000028610229,0.595000028610229,0.595000028610229,0.595000028610229,
"GUINEA COURN/SORGHUM",1070,"KOBIOWU LARGE",62,1.21,1.21000003814697,1.21000003814697,1.21000003814697,1.21000003814697,1.21000003814697,1.21000003814697,
"GUINEA COURN/SORGHUM",1070,"BOWL SMALL",70,0.571,0.570999979972839,0.570999979972839,0.570999979972839,0.570999979972839,0.570999979972839,0.570999979972839,"Used milk cup ratio, wheat flour, for bowl"
"GUINEA COURN/SORGHUM",1070,"BOWL MEDIUM",71,0.873,0.873000025749207,0.873000025749207,0.873000025749207,0.873000025749207,0.873000025749207,0.873000025749207,"Used milk cup ratio, wheat flour, for bowl"
"GUINEA COURN/SORGHUM",1070,"BOWL LARGE",72,1.856,1.85599994659424,1.85599994659424,1.85599994659424,1.85599994659424,1.85599994659424,1.85599994659424,"Used milk cup ratio, wheat flour, for bowl"
"GUINEA COURN/SORGHUM",1070,"SACK/BAG SMALL",130,86.925,89.5999984741211,85.0999984741211,86.5,86.9250030517578,86.9250030517578,86.9250030517578,
"GUINEA COURN/SORGHUM",1070,"SACK/BAG MEDIUM",131,97.28,97.2799987792969,99.5999984741211,93.8000030517578,97.2799987792969,97.2799987792969,97.2799987792969,
"GUINEA COURN/SORGHUM",1070,"SACK/BAG LARGE",132,125.35,136.699996948242,125.349998474121,125.349998474121,125.099998474121,102.900001525879,125.349998474121,
"GUINEA COURN/SORGHUM",1070,"BASIN SMALL",150,3.362,2.78500008583069,3.36199998855591,3.36199998855591,3.36199998855591,3.36199998855591,3.94000005722046,
"GUINEA COURN/SORGHUM",1070,"BASIN MEDIUM",151,6.34,5.17999982833862,6.34000015258789,6.34000015258789,6.34000015258789,6.34000015258789,7.5,
"GUINEA COURN/SORGHUM",1070,"BASIN LARGE",152,17.171,18.2299995422363,17.1709995269775,17.1709995269775,17.1709995269775,17.4650001525879,15.5249996185303,
"MAIZE",1080,"KILOGRAM (KG)",1,1,1,1,1,1,1,1,
"MAIZE",1080,"GRAMS (G)",2,0.001,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,
"MAIZE",1080,"PAINT RUBBER",11,3.667,3.58999991416931,3.66700005531311,3.66700005531311,3.55800008773804,3.73499989509583,3.84500002861023,
"MAIZE",1080,"MILK CUP",12,0.167,0.196999996900558,0.145999997854233,0.172000005841255,0.170000001788139,0.166999995708466,0.158000007271767,
"MAIZE",1080,"CIGARETTE CUP",13,0.189,0.188999995589256,0.188999995589256,0.188999995589256,0.207000002264977,0.170000001788139,0.188999995589256,
"MAIZE",1080,"TIN",14,14.512,15.0699996948242,14.5120000839233,14.5120000839233,13.9549999237061,14.5120000839233,14.5120000839233,
