"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","sa3iq3","sa3iq4","sa3iq4a1","sa3iq4a2","sa3iq5a","sa3iq5b","sa3iq5c","sa3iq6i","sa3iq6ii","sa3iq6ii_os","sa3iq6a","sa3iq6b","sa3iq6c1","sa3iq6c2","sa3iq6d1","sa3iq6d2","sa3iq6d2_os","sa3iq6e1","sa3iq6e2"
2,5,515,2,18,50021,1,1,"BEENI SEED",2040,1,,10,2015,300,2,100,3,131,,24000,1,10,2015,,,,1,
2,5,515,2,18,50021,1,2,"GUINEA CORN",1070,1,,9,2015,300,2,100,4,131,,16000,1,9,2015,,,,1,
2,5,515,2,18,50021,1,3,"MILLET",1100,1,,9,2015,300,2,100,2,131,,6000,1,9,2015,,,,1,
2,5,515,2,18,50021,1,4,"MAIZE",1080,1,,10,2015,300,2,100,2,131,,10000,1,10,2015,,,,1,
2,5,515,2,18,50021,2,1,"MAIZE",1080,1,,10,2015,400,2,100,3,131,,15000,1,10,2015,,,,1,
2,5,515,2,18,50021,2,2,"GUINEA CORN",1070,1,,9,2015,400,2,100,1,131,,4000,1,9,2015,,,,1,
2,5,515,2,18,50021,2,3,"BEENISEED",2040,1,,11,2015,400,2,100,1,131,,8000,1,11,2015,,,,1,
2,5,515,2,18,50021,2,4,"BEANS",1010,1,,11,2015,400,2,100,1,131,,9000,1,11,2015,,,,1,
2,5,515,2,18,50021,3,1,"MAIZE",1080,1,,10,2015,300,2,100,2,131,,10000,1,10,2015,,,,1,
2,5,515,2,18,50021,3,2,"GUINEA CORN",1070,1,,9,2015,300,2,100,2,131,,8000,1,9,2015,,,,1,
2,5,515,2,18,50021,3,3,"BEANS",1010,1,,11,2015,300,2,100,1,131,,9000,1,11,2015,,,,1,
2,5,515,2,18,50022,1,1,"MAIZE",1080,1,,10,2015,300,2,50,15,131,,75000,1,10,2015,,,,1,
2,5,515,2,18,50022,1,2,"MILLET",1100,1,,9,2015,150,2,25,5,131,,25000,1,9,2015,,,,1,
2,5,515,2,18,50022,1,3,"GUINEA CORN",1070,1,,12,2015,150,2,25,8,131,,40000,1,12,2015,,,,1,
2,5,515,2,18,50022,2,1,"BEANS",1010,1,,11,2015,200,2,40,8,131,,80000,1,11,2015,,,,1,
2,5,515,2,18,50022,2,2,"GROUNDNUT",1060,1,,10,2015,150,2,30,7,131,,70000,1,10,2015,,,,1,
2,5,515,2,18,50022,2,3,"SEASAME",2040,1,,10,2015,150,2,30,4,131,,48000,1,10,2015,,,,1,
2,5,515,2,18,50023,1,1,"BEENI SEED",2040,1,,11,2015,185,2,100,3,132,,30000,1,12,2015,,,,1,
2,5,515,2,18,50023,1,2,"GUINEA CORN",1070,1,,12,2015,100,2,100,2,132,,12000,1,12,2015,,,,1,
2,5,515,2,18,50023,2,1,"GUINEA CORN",1070,1,,12,2015,150,2,100,1,132,,600,1,12,2015,,,,1,
2,5,515,2,18,50023,2,2,"GROUNDNUT",1060,1,,11,2015,200,2,100,5,131,,18000,1,12,2015,,,,1,
2,5,515,2,18,50023,2,3,"MILLET",1100,1,,10,2015,100,2,100,1,132,,6500,1,11,2015,,,,1,
2,5,515,2,18,50023,3,1,"MILLET",1100,1,,11,2015,200,2,100,2,132,,14000,1,12,2015,,,,1,
2,5,515,2,18,50023,3,2,"BEANS",1010,1,,12,2015,150,2,100,2,132,,20000,1,12,2015,,,,1,
2,5,515,2,18,50024,1,1,"GUINEA CORN",1070,1,,11,2015,300,2,100,5,132,,30000,1,12,2015,,,,1,
2,5,515,2,18,50024,1,2,"BEENISEED",2040,1,,10,2015,100,2,100,6,131,,60000,1,11,2015,,,,1,
2,5,515,2,18,50024,1,3,"MILLET",1100,1,,10,2015,500,2,100,10,132,,65000,1,11,2015,,,,1,
2,5,515,2,18,50024,1,4,"BEANS",1010,1,,11,2015,100,2,100,4,132,,44000,1,12,2015,,,,1,
2,5,515,2,18,50024,2,1,"GUINEA CORN",1070,1,,11,2015,160,2,100,3,132,,18000,1,12,2015,,,,1,
2,5,515,2,18,50024,2,2,"GROUND NUT",1060,1,,10,2015,300,2,100,17.5,132,,105000,1,11,2015,,,,1,
2,5,515,2,18,50025,1,1,"MAIZE",1080,1,,9,2015,400,2,100,5,131,,25000,1,9,2015,,,,1,
2,5,515,2,18,50025,1,2,"SOYA BEANS",2220,1,,10,2015,400,2,100,2,131,,22000,1,10,2015,,,,1,
2,5,515,2,18,50025,1,3,"GUINEA CORN",1070,1,,9,2015,400,2,100,3,131,,12000,1,9,2015,,,,1,
2,5,515,2,18,50025,2,1,"MILLET",1100,1,,8,2015,150,2,100,2,131,,6000,1,8,2015,,,,1,
2,5,515,2,18,50025,2,2,"SOYA BEANS",2220,1,,10,2015,150,2,100,1,131,,11000,1,10,2015,,,,1,
2,5,515,2,18,50025,2,3,"GUINEA CORN",1070,1,,9,2015,150,2,100,2,131,,8000,1,9,2015,,,,1,
2,5,515,2,18,50025,2,4,"BEANS",1010,1,,10,2015,150,2,100,1,131,,9000,1,10,2015,,,,1,
2,5,515,2,18,50025,3,1,"RICE",1110,1,,10,2015,70,2,100,3,131,,16800,1,10,2015,,,,1,
2,5,515,2,18,50026,1,1,"MAIZE",1080,1,,10,2015,300,2,50,13,131,,78000,1,10,2015,,,,1,
2,5,515,2,18,50026,1,2,"GUINEA CORN",1070,1,,12,2015,280,2,35,9,131,,54000,1,12,2015,,,,1,
2,5,515,2,18,50026,1,3,"MILLET",1100,1,,9,2015,200,2,20,6,131,,30000,1,9,2015,,,,1,
2,5,515,2,18,50026,2,1,"BEANS",1010,1,,11,2015,300,2,50,7,131,,70000,1,10,2015,,,,1,
2,5,515,2,18,50026,2,2,"GROUNDNUT",1060,1,,11,2015,300,2,50,5,131,,50000,1,10,2015,,,,1,
2,5,515,2,18,50027,1,1,"MILLET",1100,1,,10,2015,400,2,100,8,132,,48000,1,11,2015,,,,1,
2,5,515,2,18,50027,1,2,"GUINEA CORN",1070,1,,11,2015,250,2,100,6,132,,33000,1,12,2015,,,,1,
2,5,515,2,18,50027,1,3,"BEENISEED",2040,1,,10,2015,300,2,100,5,132,,50000,1,11,2015,,,,1,
2,5,515,2,18,50027,2,1,"GUINEA CORN",1070,1,,11,2015,220,2,100,4,132,,22000,1,12,2015,,,,1,
2,5,515,2,18,50027,2,2,"GROUNDNUT",1060,1,,10,2015,400,2,100,15,132,,90000,1,11,2015,,,,1,
2,5,515,2,18,50028,1,1,"RICE",1110,1,,10,2015,60,2,100,4,131,,22400,1,10,2015,,,,1,
2,5,515,2,18,50028,2,1,"MAIZE",1080,1,,10,2015,150,2,100,3,131,,15000,1,10,2015,,,,1,
2,5,515,2,18,50028,2,2,"GUINEA CORN",1070,1,,9,2015,150,2,100,2,131,,8000,1,9,2015,,,,1,
2,5,515,2,18,50028,2,3,"MILLET",1100,1,,9,2015,150,2,100,1,131,,3000,1,9,2015,,,,1,
2,5,515,2,18,50029,1,1,"G.CORN",1070,1,,9,2015,100,2,100,2,131,,8000,1,9,2015,,,,1,
2,5,515,2,18,50029,1,2,"MILLET",1100,1,,9,2015,100,2,100,1,131,,3000,1,9,2015,,,,1,
2,5,515,2,18,50029,1,3,"MAIZE",1080,1,,10,2015,100,2,100,2,131,,10000,1,10,2015,,,,1,
2,5,515,2,18,50029,1,4,"G.NUT",1060,1,,11,2015,100,2,100,1,131,,5000,1,11,2015,,,,1,
2,5,515,2,18,50029,2,1,"SOYA BEAN",2220,1,,10,2015,200,2,100,2,131,,22000,1,10,2015,,,,1,
2,5,515,2,18,50029,2,2,"GUINEA CORN",1070,1,,9,2015,200,2,100,3,131,,12000,1,9,2015,,,,1,
2,5,515,2,18,50029,2,3,"BEANS",1010,1,,10,2015,200,2,100,1,131,,9000,1,10,2015,,,,1,
2,5,515,2,18,50030,1,1,"MAIZE",1080,1,,10,2015,220,2,40,8,131,,40000,1,10,2015,,,,1,
2,5,515,2,18,50030,1,2,"GUINEA CORN",1070,1,,12,2015,300,2,60,7,131,,35000,1,12,2015,,,,1,
2,5,515,2,18,50030,1,3,"BEANS",1010,1,,10,2015,300,2,60,3,131,,30000,1,10,2015,,,,1,
2,5,515,2,18,50030,2,1,"MILLET",1100,1,,9,2015,200,2,50,5,131,,25000,1,9,2015,,,,1,
2,5,515,2,18,50030,2,2,"GUINEA CORN",1070,1,,12,2015,200,2,50,4,131,,24000,1,12,2015,,,,1,
2,5,515,2,18,50030,2,3,"BEANS",1010,1,,10,2015,200,2,50,3,131,,30000,1,10,2015,,,,1,
2,5,502,2,3878,50031,1,1,"MAIZE",1080,1,,10,2015,520,2,100,3,131,,4000,1,10,2015,,,,1,
2,5,502,2,3878,50031,2,1,"GROUND NUT",1062,1,,10,2015,520,2,100,4,131,,7000,1,10,2015,,,,1,
2,5,502,2,3878,50031,2,2,"BEANS",1010,1,,10,2015,300,2,100,2,131,,3500,1,10,2015,,,,1,
2,5,502,2,3878,50032,2,1,,1080,1,,11,2015,2611.7,7,50,40,30,,2600,1,11,2015,,,,1,
2,5,502,2,3878,50032,2,2,,2040,1,,10,2015,2611.7,7,50,50,30,,5000,1,11,2015,,,,1,
2,5,502,2,3878,50033,1,1,"MAIZE",1080,1,,10,2015,500,3,50,10,131,,4000,1,10,2015,,,,1,
2,5,502,2,3878,50033,1,2,"BEENI SEED",2040,1,,9,2015,300,3,30,1,131,,13000,1,10,2015,,,,1,
2,5,502,2,3878,50033,1,3,"PEPPER",2140,1,,10,2015,200,3,20,2,131,,15000,1,11,2015,,,,1,
2,5,502,2,3878,50033,2,1,"RICE",1110,1,,10,2015,2,6,100,17,131,,4000,1,11,2015,,,,1,
2,5,502,2,3878,50034,1,1,"MAIZE",1080,1,,10,2015,250,2,100,3,131,,4000,1,11,2015,,,,1,
2,5,502,2,3878,50034,2,1,"GROUND NUT",1060,1,,10,2015,380,2,60,10,131,,6000,1,10,2015,,,,1,
2,5,502,2,3878,50034,2,2,"BEANS",1010,1,,11,2015,140,2,40,2,131,,4000,1,11,2015,,,,1,
2,5,502,2,3878,50034,3,1,"MAIZE",1080,1,,10,2015,300,2,100,5,131,,4000,1,10,2015,,,,1,
2,5,502,2,3878,50035,1,1,"MAIZE",1080,1,,11,2015,530,2,100,6,131,,39000,1,12,2015,,,,1,
2,5,502,2,3878,50035,1,2,"BEANS",1010,1,,11,2015,530,2,100,2,131,,28000,1,12,2015,,,,1,
2,5,502,2,3878,50035,2,1,"MAIZE",1080,1,,11,2015,370,2,100,5,131,,32000,1,12,2015,,,,1,
2,5,502,2,3878,50035,2,2,"BEANS",1010,1,,12,2015,370,2,100,5,30,,1000,1,12,2015,,,,1,
2,5,502,2,3878,50035,3,1,"GROUND NUT",1060,1,,11,2015,800,2,100,40,131,,252000,1,12,2015,,,,1,
2,5,502,2,3878,50035,3,2,"GUINEA CORN",1070,1,,12,2015,800,2,100,17,131,,107100,1,12,2015,,,,1,
2,5,502,2,3878,50035,4,1,"MAIZE",1080,1,,11,2015,280,2,100,1,131,,6700,1,11,2015,,,,1,
2,5,502,2,3878,50036,1,1,"GROUND NUT",1060,1,,10,2015,340,2,100,5,132,,30000,1,10,2015,,,,1,3
2,5,502,2,3878,50036,1,2,"BEANS",1010,1,,9,2015,340,2,100,1,132,,10200,1,9,2015,,,,1,3
2,5,502,2,3878,50036,2,1,"GROUND NUT",1060,1,,10,2015,235,2,100,7,132,,42000,1,10,2015,,,,1,3
2,5,502,2,3878,50036,2,2,"BEANS",1010,1,,9,2015,235,2,100,50,30,,6000,1,9,2015,,,,1,3
2,5,502,2,3878,50036,3,1,"MAIZE",1080,1,,10,2015,1189,2,100,15,132,,75000,1,10,2015,,,,1,3
2,5,502,2,3878,50036,4,1,"GUINEA CORN",1070,1,,11,2015,280,2,100,80,162,,120000,1,12,2015,,,,1,3
2,5,502,2,3878,50038,1,1,"MAIZE",1080,1,,11,2015,375.25,7,90,2,131,,13400,1,11,2015,,,,1,
2,5,502,2,3878,50038,2,1,"GROUND NUT",1060,1,,11,2015,9193,7,60,18,131,,90000,1,12,2015,,,,1,
2,5,502,2,3878,50038,2,2,"GUINEA CORN",1070,1,,12,2015,9193,7,30,3,131,,19500,1,12,2015,,,,1,
2,5,502,2,3878,50038,2,3,"BEANS",1010,1,,11,2015,9193,7,10,1,131,,13000,1,12,2015,,,,1,
2,5,502,2,3878,50038,3,1,"GUINEA CORN",1070,1,,12,2015,10481,7,100,10,131,,65000,1,12,2015,,,,1,
2,5,502,2,3878,50039,1,1,"GUINEA CORN",1070,1,,11,2015,100,2,100,5,132,,4000,1,12,2015,,,,1,
2,5,502,2,3878,50039,2,1,"MAIZE",1080,1,,10,2015,120,2,100,10,132,,100000,1,12,2015,,,,1,
2,5,502,2,3878,50039,2,2,"GROUND NUT",1060,1,,10,2015,150,2,100,10,132,,70000,1,12,2015,,,,1,
2,5,502,2,3878,50040,1,1,"GROUND NUT",1060,1,,11,2015,500,2,100,40,132,,200000,1,12,2015,,,,1,
2,5,502,2,3878,50040,2,1,"GUINEA CORN",1070,1,,11,2015,600,2,100,20,132,,160000,1,12,2015,,,,1,
2,5,502,2,3878,50040,3,1,"BEANS",1010,1,,11,2015,300,2,100,6,132,,90000,1,12,2015,,,,1,
2,5,504,2,708,50041,1,1,"MILLET",1100,1,,10,2015,900,2,100,9,131,,45000,1,10,2015,,,,8,
2,5,504,2,708,50041,1,2,"BEANS",1010,1,,11,2015,900,2,100,5,131,,40000,1,11,2015,,,,8,
2,5,504,2,708,50041,1,3,"GROUNDNUT",1060,1,,10,2015,900,2,100,5,131,,5000,1,10,2015,,,,8,
2,5,504,2,708,50042,1,1,"MILLET",1100,1,,9,2015,220,2,100,8,131,,24000,1,9,2015,,,,1,
2,5,504,2,708,50042,1,2,"GUINEA CORN",1070,1,,10,2015,220,2,100,2,131,,8000,1,10,2015,,,,1,
2,5,504,2,708,50042,1,3,"GROUNDNUT",1060,1,,10,2015,220,2,100,3,131,,15000,1,10,2015,,,,1,
2,5,504,2,708,50042,1,4,"BEANS",1010,1,,10,2015,220,2,100,2,131,,18000,1,10,2015,,,,1,
2,5,504,2,708,50042,2,1,"MILLET",1100,1,,9,2015,138,2,100,5,131,,15000,1,9,2015,,,,1,
2,5,504,2,708,50042,2,2,"GUINEA CORN",1070,1,,10,2015,138,2,100,3,131,,12000,1,10,2015,,,,1,
2,5,504,2,708,50042,2,3,"BEANS",1010,1,,10,2015,138,2,100,1,131,,9000,1,10,2015,,,,1,
2,5,504,2,708,50043,1,1,"MILLET",1100,1,,10,2015,200,2,100,3,131,,12000,1,11,2015,,,,3,
2,5,504,2,708,50043,1,2,"BEANS",1010,1,,11,2015,150,2,100,2,131,,16000,1,12,2015,,,,3,
2,5,504,2,708,50043,2,1,"MILLET",1100,1,,10,2015,550,2,100,12,131,,48000,1,11,2015,,,,3,
2,5,504,2,708,50043,2,2,"BEANS",1010,1,,11,2015,200,2,100,3,131,,24000,1,12,2015,,,,3,
2,5,504,2,708,50044,1,1,"MILLET",1100,1,,10,2015,250,2,100,12,131,,48000,1,11,2015,,,,1,
2,5,504,2,708,50044,1,2,"GROUNDNUT",1060,1,,10,2015,150,2,100,4,131,,21600,1,11,2015,,,,1,
2,5,504,2,708,50044,2,1,"MILLET",1100,1,,10,2015,100,2,100,2,131,,8000,1,11,2015,,,,1,
2,5,504,2,708,50044,3,1,"MILLET",1100,1,,10,2015,60,2,100,3,131,,12000,1,11,2015,,,,1,
2,5,504,2,708,50044,3,2,"GROUNDNUT",1060,1,,10,2015,90,2,100,5,131,,27000,1,11,2015,,,,1,
2,5,504,2,708,50045,1,1,"MILLET",1100,1,,9,2015,185,2,100,9,131,,27000,1,9,2015,,,,1,
2,5,504,2,708,50045,1,2,"GUINEA CORN",1070,1,,10,2015,185,2,100,2,131,,8000,1,10,2015,,,,1,
2,5,504,2,708,50045,1,3,"GROUNDNUT",1060,1,,10,2015,185,2,100,2,131,,10000,1,10,2015,,,,1,
2,5,504,2,708,50045,1,4,"BEANS",1010,1,,10,2015,185,2,100,2,131,,18000,1,10,2015,,,,1,
2,5,504,2,708,50046,1,1,"MILLET",1100,1,,10,2015,1200,2,100,18,131,,90000,1,10,2015,,,,1,
2,5,504,2,708,50046,1,2,"BEANS",1010,1,,11,2015,1200,2,100,7,131,,70000,1,11,2015,,,,1,
2,5,504,2,708,50047,1,1,"MILLET",1100,1,,10,2015,260,2,100,6,131,,24000,1,11,2015,,,,1,
2,5,504,2,708,50047,2,1,"MILLET",1100,1,,10,2015,120,2,100,3,131,,12000,1,11,2015,,,,1,
2,5,504,2,708,50047,2,2,"BEANS",1010,1,,11,2015,80,2,100,1,131,,8500,1,12,2015,,,,1,
2,5,504,2,708,50047,3,1,"MILLET",1100,1,,10,2015,100,2,100,2,131,,8000,1,11,2015,,,,1,
2,5,504,2,708,50047,3,2,"GROUNDNUT",1060,1,,10,2015,70,2,100,2,131,,12000,1,11,2015,,,,1,
2,5,504,2,708,50048,1,1,"MILLET",1100,1,,9,2015,120,2,100,5,131,,15000,1,9,2015,,,,1,
2,5,504,2,708,50048,1,2,"GUINEA CORN",1070,1,,10,2015,120,2,100,7,131,,28000,1,10,2015,,,,1,
2,5,504,2,708,50048,1,3,"BEANS",1010,1,,10,2015,120,2,100,2,131,,18000,1,10,2015,,,,1,
2,5,504,2,708,50048,2,1,"MILLET",1100,1,,9,2015,152,2,100,6,131,,18000,1,9,2015,,,,1,
2,5,504,2,708,50048,2,2,"GUINEA CORN",1070,1,,10,2015,152,2,100,2,131,,8000,1,10,2015,,,,1,
2,5,504,2,708,50048,2,3,"BEANS",1010,1,,10,2015,152,2,100,1,131,,9000,1,10,2015,,,,1,
2,5,504,2,708,50049,1,1,"MILLET",1100,1,,10,2015,950,2,100,12,131,,60000,1,10,2015,,,,1,
2,5,504,2,708,50049,1,2,"GROUNDNUT",1060,1,,10,2015,950,2,100,5,131,,50000,1,10,2015,,,,1,
2,5,504,2,708,50049,1,3,"BEANS",1010,1,,11,2015,950,2,100,6,131,,48000,1,11,2015,,,,1,
2,5,504,2,708,50049,2,1,"MILLET",1100,1,,10,2015,500,2,100,7,131,,35000,1,10,2015,,,,1,
2,5,504,2,708,50049,2,2,"BEANS",1010,1,,10,2015,500,2,100,5,131,,40000,1,10,2015,,,,1,
2,5,504,2,708,50050,1,1,"MILLET",1100,1,,10,2015,400,2,100,6,131,,24000,1,11,2015,,,,1,
2,5,504,2,708,50050,1,2,"BEANS",1010,1,,11,2015,150,2,100,1,131,,8500,1,12,2015,,,,1,
2,5,504,2,708,50050,1,3,"BAMBARA NUT",2020,1,,11,2015,100,2,100,2,131,,15000,1,12,2015,,,,1,
2,5,504,2,708,50050,2,1,"MILLET",1100,1,,10,2015,60,2,100,2.5,131,,10000,1,11,2015,,,,1,
2,5,504,2,708,50050,2,2,"GROUND NUT",1060,1,,10,2015,100,2,100,3,131,,6000,1,11,2015,,,,1,
2,5,504,2,708,50050,2,3,"BEANS",1010,1,,11,2015,50,2,100,50,31,,4250,1,12,2015,,,,1,
2,5,513,2,348,50051,1,1,"MILLET",1100,1,,10,2015,200,2,100,6,131,,48000,1,11,2015,,,,1,
2,5,513,2,348,50051,1,2,"BEANS",1010,1,,12,2015,200,2,100,2,131,,32000,1,12,2015,,,,1,
2,5,513,2,348,50051,2,1,"MILLET",1100,1,,10,2015,180,2,100,5,131,,40000,1,10,2015,,,,1,
2,5,513,2,348,50051,2,2,"BEANS",1010,1,,12,2015,180,2,70,1,131,,16000,1,12,2015,,,,1,
2,5,513,2,348,50051,3,1,"RICE",1110,1,,11,2015,100,2,100,7,131,,35000,1,11,2015,,,,1,
2,5,513,2,348,50051,4,1,"MILLET",1100,1,,9,2015,200,2,100,5,131,,40000,1,10,2015,,,,1,
2,5,513,2,348,50051,4,2,"BEANS",1010,1,,12,2015,200,2,100,1,131,,16000,1,12,2015,,,,1,
2,5,513,2,348,50051,5,1,"MILLET",1100,1,,9,2015,160,2,60,3,131,,24000,1,10,2015,,,,1,
2,5,513,2,348,50051,5,2,"BEANS",1010,2,2,,,,,,,,,,,,,,,,,
2,5,513,2,348,50052,1,1,"RICE",1110,1,,10,2015,300,3,100,12,131,,48000,1,10,2015,,,,1,
2,5,513,2,348,50052,2,1,"MILLET",1100,1,,9,2015,250,3,60,10,131,,36000,1,9,2015,,,,1,
2,5,513,2,348,50052,2,2,"BEANS",1010,1,,10,2015,200,3,40,2,131,,16000,1,10,2015,,,,1,
2,5,513,2,348,50052,3,1,"BENISEED",2040,1,,9,2015,350,3,60,3,131,,39000,1,9,2015,,,,1,
2,5,513,2,348,50052,3,2,"BEANS",1010,1,,11,2015,200,3,40,2,131,,16000,1,11,2015,,,,1,
2,5,513,2,348,50053,1,1,"RICE",1110,1,,9,2015,250,2,100,10,131,,45000,1,9,2015,,,,1,
2,5,513,2,348,50053,1,2,"GUINEA CORN",1070,1,,11,2015,300,2,60,6,131,,24000,1,11,2015,,,,1,
2,5,513,2,348,50053,1,3,"MAIZE",1080,1,,10,2015,200,2,40,3,131,,8000,1,10,2015,,,,1,
2,5,513,2,348,50053,2,1,"GUINEA CORN",1070,1,,11,2015,320,2,100,5,131,,20000,1,11,2015,,,,1,
2,5,513,2,348,50054,1,1,"RICE",1110,1,,10,2015,150,2,100,10,131,,45000,1,10,2015,,,,1,
2,5,513,2,348,50054,2,1,"GUINEA CORN",1070,1,,11,2015,200,2,100,1,131,,4000,1,11,2015,,,,1,
2,5,513,2,348,50054,3,1,"MILLET",1100,1,,8,2015,100,2,50,5,131,,16000,1,8,2015,,,,1,
2,5,513,2,348,50054,3,2,"BEANS",1010,1,,10,2015,300,2,50,2,131,,16000,1,10,2015,,,,1,
2,5,513,2,348,50054,4,1,"MILLET",1100,1,,9,2015,210,2,70,2,131,,8000,1,9,2015,,,,1,
2,5,513,2,348,50054,4,2,"BEANS",1010,1,,11,2015,210,2,70,1,131,,8000,1,11,2015,,,,1,
2,5,513,2,348,50054,5,1,"MILLET",1100,1,,9,2015,280,2,70,3,131,,12000,1,9,2015,,,,1,
2,5,513,2,348,50054,5,2,"BEANS",1010,1,,10,2015,100,2,30,1,131,,8000,1,10,2015,,,,1,
2,5,513,2,348,50055,1,1,"MILLET",1100,1,,9,2015,300,2,60,6,131,,21600,1,9,2015,,,,1,
2,5,513,2,348,50055,1,2,"BEANS",1010,1,,11,2015,200,2,40,3,131,,27000,1,11,2015,,,,1,
2,5,513,2,348,50055,2,1,"RICE",1110,1,,10,2015,250,2,100,10,131,,42000,1,10,2015,,,,1,
2,5,513,2,348,50055,3,1,"MILLET",1100,1,,8,2015,150,2,30,5,131,,20000,1,8,2015,,,,1,
2,5,513,2,348,50055,3,2,"BEANS",1010,1,,10,2015,200,2,70,2,131,,18000,1,10,2015,,,,1,
2,5,513,2,348,50056,1,1,,1100,1,,9,2015,400,2,100,5,132,,30000,1,10,2015,,,,1,
2,5,513,2,348,50056,1,2,,1010,1,,11,2015,400,2,100,2,132,,26000,1,11,2015,,,,1,
2,5,513,2,348,50056,2,1,,1100,1,,9,2015,350,2,100,3,132,,18000,1,10,2015,,,,1,
2,5,513,2,348,50056,2,2,,1010,1,,11,2015,350,2,100,1,132,,13000,1,11,2015,,,,1,
2,5,513,2,348,50056,3,1,,1110,1,,9,2015,400,2,100,5,132,,3000,1,10,2015,,,,1,
2,5,513,2,348,50056,4,1,,1070,1,,11,2015,250,2,100,2,132,,12000,1,11,2015,,,,1,
2,5,513,2,348,50056,5,1,,1100,1,,9,2015,350,2,100,2,132,,12000,1,11,2015,,,,1,
2,5,513,2,348,50056,5,2,,1070,1,,11,2015,350,2,100,1,132,,6000,1,11,2015,,,,1,
2,5,513,2,348,50057,1,1,"MILLET",1100,1,,9,2015,200,2,100,5,132,,30000,1,11,2015,,,,1,
2,5,513,2,348,50057,1,2,"BEANS",1010,1,,11,2015,200,2,100,2,132,,26000,1,12,2015,,,,1,
2,5,513,2,348,50057,2,1,"MILLET",1100,1,,9,2015,150,2,100,2,132,,12000,1,11,2015,,,,1,
2,5,513,2,348,50057,2,2,"BEANS",1010,1,,11,2015,150,2,100,1,132,,13000,1,12,2015,,,,1,
2,5,513,2,348,50058,1,1,"MILLET",1100,1,,9,2015,300,2,100,7,132,,42000,1,12,2015,,,,1,
2,5,513,2,348,50058,1,2,"BEANS",1010,1,,11,2015,300,2,100,2,132,,26000,1,12,2015,,,,1,
2,5,513,2,348,50058,2,1,"MILLET",1100,1,,9,2015,200,2,100,4,132,,24000,1,10,2015,,,,1,
2,5,513,2,348,50058,2,2,"BEANS",1010,1,,11,2015,200,2,100,2,132,,26000,1,10,2015,,,,1,
2,5,513,2,348,50058,3,1,"MAIZE",1080,1,,10,2015,150,2,100,2,132,,14000,1,10,2015,,,,1,
2,5,513,2,348,50058,3,2,"BEANS",1010,1,,11,2015,150,2,100,30,30,,4500,1,12,2015,,,,1,
2,5,513,2,348,50059,1,1,"MILLET",1100,1,,10,2015,300,2,100,8,131,,64000,1,11,2015,,,,1,
2,5,513,2,348,50059,1,2,"GUINEA CORN",1070,1,,12,2015,300,2,100,10,131,,70000,1,12,2015,,,,1,
2,5,513,2,348,50059,1,3,"BEANS",1010,1,,12,2015,300,2,100,1,131,,16000,1,12,2015,,,,1,
2,5,513,2,348,50059,2,1,"MILLET",1100,1,,10,2015,100,2,100,12,131,,96000,1,11,2015,,,,1,
2,5,513,2,348,50059,2,2,"GUINEA CORN",1070,1,,12,2015,100,2,50,1,131,,7000,1,12,2015,,,,1,
2,5,513,2,348,50059,2,3,"BEANS",1010,1,,12,2015,100,2,50,10,30,,6000,1,12,2015,,,,1,
2,5,513,2,348,50059,3,1,"MILLET",1100,1,,10,2015,150,2,50,15,131,,120000,1,11,2015,,,,1,
2,5,513,2,348,50059,3,2,"GUINEA CORN",1070,1,,12,2015,150,2,50,6,131,,42000,1,12,2015,,,,1,
2,5,513,2,348,50059,3,3,"BEANS",1010,1,,12,2015,150,2,100,1,131,,16000,1,12,2015,,,,1,
2,5,513,2,348,50059,4,1,"RICE",1110,1,,1,2015,180,2,30,20,131,,100000,1,11,2015,,,,1,
2,5,513,2,348,50059,4,2,"GUINEA CORN",1070,1,,12,2015,300,2,45,1,131,,7000,1,12,2015,,,,1,
2,5,513,2,348,50059,4,3,"MILLET",1100,1,,12,2015,300,2,45,4,131,,32000,1,11,2015,,,,1,
2,5,513,2,348,50060,1,1,"MILLET",1100,1,,10,2015,100,2,50,5,131,,40000,1,11,2015,,,,1,
2,5,513,2,348,50060,1,2,"MAIZE",1080,1,,11,2015,100,2,50,2,131,,16000,1,11,2015,,,,1,
2,5,513,2,348,50060,2,1,"MILLET",1100,1,,10,2015,180,2,100,8,131,,64000,1,11,2015,,,,1,
2,5,514,2,710,50061,1,1,"MILLET",1100,1,,10,2015,620,2,50,27,131,,135000,1,10,2015,,,,1,
2,5,514,2,710,50061,1,2,"BEANS",1010,1,,10,2015,620,2,50,20,131,,160000,1,11,2015,,,,1,
2,5,514,2,710,50062,1,1,"MILLET",1100,1,,10,2015,70,2,100,4,131,,16000,1,11,2015,,,,1,
2,5,514,2,710,50062,1,2,"GROUNDNUT",1060,1,,10,2015,90,2,100,11,131,,59400,1,11,2015,,,,1,
2,5,514,2,710,50062,2,1,"MILLET",1100,1,,10,2015,150,2,100,6,131,,24000,1,11,2015,,,,1,
2,5,514,2,710,50062,2,2,"GROUNDNUT",1060,1,,10,2015,60,2,100,5,131,,27000,1,11,2015,,,,1,
2,5,514,2,710,50062,3,1,"GUINEA CORN",1070,1,,11,2015,50,2,100,1.5,131,,5400,1,12,2015,,,,1,
2,5,514,2,710,50062,3,2,"MILLET",1100,1,,10,2015,90,2,100,3.5,131,,14000,1,11,2015,,,,1,
