"zone","state","lga","sector","ea","hhid","ric","saq7","qno","qno1","ag1","ag2","ag3","saq11_b","saq12_b","saq13","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22","saq22a","saq22a_os","saq22b","saq22b_os"
4,11,1104,2,434,110081,1003,6,1,2,1,2,1,2,1,"12032016",12,3,2016,14,10,16,0,4,,"13032016",13,3,2016,14,25,16,6,12,,"14032016",14,3,2016,14,30,15,55,16,,2,1,,1,
4,11,1104,2,434,110082,1003,24,1,2,1,2,1,2,1,"12032016",12,3,2016,12,10,14,8,6,,"13032016",13,3,2016,13,20,14,16,13,,"14032016",14,3,2016,13,10,14,16,16,,2,1,,1,
4,11,1104,2,434,110083,1003,9,1,2,1,2,1,5,1,"12032016",12,3,2016,10,39,13,55,6,,"13032016",13,3,2016,16,21,18,20,12,,"14032016",14,3,2016,10,26,12,27,16,,2,1,,1,
4,11,1104,2,434,110084,1003,21,1,2,1,2,1,3,1,"12032016",12,3,2016,10,35,12,45,6,,"13032016",13,3,2016,11,0,13,15,12,,"14032016",14,3,2016,10,15,12,0,16,,2,1,,1,
4,11,1104,2,434,110085,1003,4,1,4,1,2,1,3,1,"06032016",6,3,2016,10,5,12,45,10,,"13032016",13,3,2016,13,25,16,50,11,,"14032016",14,3,2016,12,25,15,50,16,,1,1,,1,
4,11,1104,2,434,110086,1003,8,1,2,1,2,1,5,1,"12032016",12,3,2016,16,42,18,11,3,,"13032016",13,3,2016,10,28,13,58,11,,"14032016",14,3,2016,14,15,16,12,16,,2,1,,1,
4,11,1104,2,434,110087,1003,1,1,2,1,2,1,5,1,"12032016",12,3,2016,14,5,16,30,4,,"13032016",13,3,2016,13,58,16,10,13,,"14032016",14,3,2016,12,33,14,5,16,,2,1,,1,
4,11,1104,2,434,110088,1003,13,1,2,1,2,1,4,1,"12032016",12,3,2016,12,35,14,0,6,,"13032016",13,3,2016,13,25,14,40,13,,"14032016",14,3,2016,13,5,15,5,16,,2,1,,1,
4,11,1104,2,434,110089,1003,18,1,2,1,2,1,2,1,"12032016",12,3,2016,11,20,12,0,6,,"13032016",13,3,2016,11,10,13,2,10,,"14032016",14,3,2016,11,0,13,1,16,,2,1,,1,
4,11,1104,2,434,110090,1003,23,1,3,1,2,1,4,1,"12032016",12,3,2016,10,25,12,15,6,,"13032016",13,3,2016,11,5,13,10,14,,"14032016",14,3,2016,10,55,12,40,16,,2,1,,1,
4,11,1107,2,1034,110091,1405,19,1,2,1,2,1,4,1,"27022016",27,2,2016,14,55,17,20,12,,"28022016",28,2,2016,16,50,18,30,16,,,,,,,,,,,,2,1,,1,
4,11,1107,2,1034,110092,1405,1,1,2,1,2,1,5,1,"27022016",27,2,2016,11,40,15,15,10,,"28022016",28,2,2016,11,12,14,50,16,,,,,,,,,,,,2,1,,1,
4,11,1107,2,1034,110093,1405,6,1,2,1,2,1,4,1,"27022016",27,2,2016,11,58,14,45,10,,"28022016",28,2,2016,13,20,16,39,16,,,,,,,,,,,,2,1,,1,
4,11,1107,2,1034,110094,1405,15,1,2,1,2,1,4,1,"27022016",27,2,2016,8,20,11,40,9,,"28022016",28,2,2016,9,30,12,55,16,,,,,,,,,,,,1,1,,1,
4,11,1107,2,1034,110095,1405,4,1,2,1,2,1,5,1,"27022016",27,2,2016,15,27,17,54,3,,"28022016",28,2,2016,15,5,16,11,16,,,,,,,,,,,,2,1,,1,
4,11,1107,2,1034,110096,1405,22,1,2,1,2,1,2,1,"27022016",27,2,2016,10,56,12,57,9,,"28022016",28,2,2016,11,6,13,46,16,,,,,,,,,,,,2,1,,1,
4,11,1107,2,1034,110097,1405,7,1,2,1,2,1,2,1,"27022016",27,2,2016,13,0,15,30,9,,"28022016",28,2,2016,13,50,15,59,16,,,,,,,,,,,,2,1,,1,
4,11,1107,2,1034,110098,1405,14,1,2,1,2,1,3,1,"27022016",27,2,2016,9,0,12,45,10,,"28022016",28,2,2016,9,15,12,55,16,,,,,,,,,,,,1,1,,1,
4,11,1107,2,1034,110099,1405,11,1,2,1,2,1,3,1,"27022016",27,2,2016,12,55,14,50,11,,"28022016",28,2,2016,13,10,15,27,16,,,,,,,,,,,,2,1,,1,
4,11,1107,2,1034,110100,1405,3,1,2,1,2,1,3,1,"27022016",27,2,2016,15,30,18,0,11,,"28022016",28,2,2016,15,40,18,5,16,,,,,,,,,,,,2,1,,1,
4,11,1109,2,672,110101,1007,2,1,2,1,2,1,2,1,"25022016",25,2,2016,10,40,12,5,8,,"26022016",26,2,2016,12,32,14,6,16,,,,,,,,,,,,2,1,,1,
4,11,1109,2,672,110102,1007,38,1,2,1,1,1,3,1,"25022016",25,2,2016,14,40,17,0,10,,"26022016",26,2,2016,16,15,18,8,16,,,,,,,,,,,,2,1,,1,
4,11,1109,2,672,110103,1007,65,1,2,1,2,1,2,1,"25022016",25,2,2016,14,35,17,24,7,,"26022016",26,2,2016,14,32,16,58,16,,,,,,,,,,,,2,1,,1,
4,11,1109,2,672,110104,1007,34,1,1,2,2,2,3,1,"25022016",25,2,2016,10,20,12,6,8,,"26022016",26,2,2016,10,30,12,0,16,,,,,,,,,,,,2,1,,1,
4,11,1109,2,672,110105,1007,52,1,2,1,1,1,3,1,"25022016",25,2,2016,12,31,14,38,9,,"26022016",26,2,2016,12,10,16,5,16,,,,,,,,,,,,2,1,,1,
4,11,1109,2,672,110106,1007,29,1,2,1,2,1,5,1,"25022016",25,2,2016,11,49,14,33,9,,"26022016",26,2,2016,11,51,13,9,16,,,,,,,,,,,,2,1,,1,
4,11,1109,2,672,110107,1007,47,1,2,1,2,1,5,1,"25022016",25,2,2016,14,40,17,15,11,,"26022016",26,2,2016,16,44,18,20,16,,,,,,,,,,,,2,1,,1,
4,11,1109,2,672,110108,1007,20,1,2,1,2,1,4,1,"25022016",25,2,2016,13,55,15,35,8,,"26022016",26,2,2016,13,40,16,10,16,,,,,,,,,,,,2,1,,1,
4,11,1109,2,672,110109,1007,11,1,2,1,2,1,4,1,"25022016",25,2,2016,10,15,13,45,7,,"26022016",26,2,2016,9,25,13,5,16,,,,,,,,,,,,2,1,,1,
4,11,1109,2,672,110110,1007,61,1,2,1,2,1,5,1,"25022016",25,2,2016,17,25,18,21,6,,"26022016",26,2,2016,13,15,16,35,16,,,,,,,,,,,,2,1,,1,
4,11,1113,2,954,110111,1210,20,1,2,1,2,1,5,1,"06032016",6,3,2016,10,42,13,18,9,,"07032016",7,3,2016,13,55,15,37,16,,,,,,,,,,,,2,1,,1,
4,11,1113,2,954,110112,1210,18,1,2,1,2,1,2,1,"06032016",6,3,2016,10,20,12,20,10,,"07032016",7,3,2016,10,15,12,10,16,,,,,,,,,,,,2,1,,1,
4,11,1113,2,954,110113,1210,10,1,2,1,2,1,5,1,"06032016",6,3,2016,13,31,17,17,10,,"07032016",7,3,2016,11,3,13,45,16,,,,,,,,,,,,2,1,,1,
4,11,1113,2,954,110114,1210,25,1,2,1,2,1,3,1,"06032016",6,3,2016,10,15,12,50,10,,"07032016",7,3,2016,10,45,12,33,16,,,,,,,,,,,,2,1,,1,
4,11,1113,2,954,110115,1210,1,1,2,1,2,1,4,1,"06032016",6,3,2016,12,55,14,20,10,,"07032016",7,3,2016,12,35,14,15,16,,,,,,,,,,,,2,1,,1,
4,11,1113,2,954,110116,1210,3,1,2,1,2,1,4,1,"06032016",6,3,2016,14,30,16,0,13,,"07032016",7,3,2016,14,25,16,0,16,,,,,,,,,,,,2,1,,1,
4,11,1113,2,954,110117,1210,27,1,2,1,2,1,4,1,"06032016",6,3,2016,10,10,12,45,10,,"07032016",7,3,2016,9,30,12,25,16,,,,,,,,,,,,2,1,,1,
4,11,1113,2,954,110118,1210,16,1,2,1,2,1,2,1,"07032016",7,3,2016,14,56,16,48,9,,"08032016",8,3,2016,14,30,16,41,16,,,,,,,,,,,,2,1,,1,
4,11,1113,2,954,110119,1210,22,1,2,1,2,1,3,1,"06032016",6,3,2016,12,58,14,20,9,,"07032016",7,3,2016,12,40,14,20,16,,,,,,,,,,,,2,1,,1,
4,11,1113,2,954,110120,1210,23,1,2,1,2,1,2,1,"06032016",6,3,2016,12,30,14,41,10,,"07032016",7,3,2016,12,20,14,20,16,,,,,,,,,,,,2,1,,1,
4,11,1102,2,936,110121,1302,3,1,2,1,2,1,2,1,"18032016",18,3,2016,10,6,12,9,6,,"19032016",19,3,2016,10,20,12,5,12,,"20032016",20,3,2016,11,15,13,20,16,,2,1,,1,
4,11,1102,2,936,110122,1302,11,1,2,1,2,1,3,1,"18032016",18,3,2016,10,15,13,5,6,,"19032016",19,3,2016,10,25,13,3,13,,"20032016",20,3,2016,12,45,14,2,16,,2,1,,1,
4,11,1102,2,936,110123,1302,6,1,2,1,1,1,2,1,"18032016",18,3,2016,12,20,13,30,5,,"19032016",19,3,2016,12,30,14,0,12,,"20032016",20,3,2016,13,25,14,50,16,,2,1,,1,
4,11,1102,2,936,110124,1302,16,1,2,1,2,1,5,1,"18032016",18,3,2016,16,18,18,5,6,,"19032016",19,3,2016,10,25,12,58,11,,"20032016",20,3,2016,15,28,16,44,16,,2,1,,1,
4,11,1102,2,936,110125,1302,5,1,2,1,2,1,5,1,"18032016",18,3,2016,13,50,16,10,7,,"19032016",19,3,2016,13,15,15,12,13,,"20032016",20,3,2016,13,22,15,7,16,,1,1,,1,
4,11,1102,2,936,110126,1302,1,1,2,1,2,1,5,1,"18032016",18,3,2016,10,20,13,41,6,,"19032016",19,3,2016,15,20,17,55,13,,"20032016",20,3,2016,10,29,13,11,16,,2,1,,1,
4,11,1102,2,936,110127,1302,7,1,2,1,2,1,4,1,"18032016",18,3,2016,16,3,17,20,6,,"19032016",19,3,2016,13,15,14,55,14,,"20032016",20,3,2016,12,15,14,0,16,,2,1,,1,
4,11,1102,2,936,110128,1302,13,1,2,1,2,1,4,1,"18032016",18,3,2016,10,5,14,25,6,,"19032016",19,3,2016,10,18,13,4,14,,"20032016",20,3,2016,10,10,12,0,16,,2,1,,1,
4,11,1102,2,936,110129,1302,12,1,2,1,2,1,3,1,"18032016",18,3,2016,13,20,16,5,6,,"19032016",19,3,2016,13,15,15,5,14,,"20032016",20,3,2016,14,10,16,25,16,,2,1,,1,
4,11,1102,2,936,110130,1302,4,1,2,1,2,1,3,1,"18032016",18,3,2016,16,15,18,30,4,,"19032016",19,3,2016,15,13,18,0,13,,"20032016",20,3,2016,10,13,12,50,16,,2,1,,1,
4,11,1101,2,154,110131,1301,11,1,2,1,2,1,3,1,"21032016",21,3,2016,10,25,12,15,7,,"22032016",22,3,2016,10,15,12,0,16,,,,,,,,,,,,2,1,,1,
4,11,1101,2,154,110132,1301,3,1,2,1,2,1,3,1,"21032016",21,3,2016,14,55,17,10,6,,"22032016",22,3,2016,14,25,16,0,16,,,,,,,,,,,,2,1,,1,
4,11,1101,2,154,110133,1301,8,1,2,1,2,1,3,1,"21032016",21,3,2016,12,25,14,50,9,,"22032016",22,3,2016,12,5,14,20,16,,,,,,,,,,,,2,1,,1,
4,11,1101,2,154,110134,1301,14,1,2,1,2,1,2,1,"21032016",21,3,2016,10,6,17,50,9,,"22032016",22,3,2016,10,20,12,45,16,,,,,,,,,,,,2,1,,1,
4,11,1101,2,154,110135,1301,4,1,2,1,2,1,2,1,"21032016",21,3,2016,13,10,15,15,8,,"22032016",22,3,2016,13,0,15,9,16,,,,,,,,,,,,2,1,,1,
4,11,1101,2,154,110136,1301,8,1,2,1,2,1,5,1,"21032016",21,3,2016,10,38,13,59,9,,"22032016",22,3,2016,10,40,14,10,16,,,,,,,,,,,,2,1,,1,
4,11,1101,2,154,110137,1301,10,1,2,1,2,1,5,1,"21032016",21,3,2016,14,10,17,50,7,,"22032016",22,3,2016,14,22,18,7,16,,,,,,,,,,,,2,1,,1,
4,11,1101,2,154,110138,1301,12,1,2,1,2,1,4,1,"21032016",21,3,2016,10,2,13,40,8,,"22032016",22,3,2016,10,0,14,25,16,,,,,,,,,,,,2,1,,1,
4,11,1101,2,154,110139,1301,5,1,2,1,2,1,4,1,"21032016",21,3,2016,13,50,16,2,10,,"22032016",22,3,2016,14,35,16,55,16,,,,,,,,,,,,2,1,,1,
4,11,1101,2,154,110140,1301,13,1,2,1,2,1,4,1,"21032016",21,3,2016,16,10,18,45,11,,"22032016",22,3,2016,17,0,18,55,16,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2856,120001,1106,1,1,1,2,2,2,2,1,"05032016",5,3,2016,9,20,11,55,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2856,120002,1106,5,1,1,2,2,2,5,1,"05032016",5,3,2016,14,0,17,41,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2856,120003,1106,3,1,1,2,2,2,3,1,"05032016",5,3,2016,8,15,11,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2856,120004,1106,4,1,1,2,2,2,4,1,"07032016",7,3,2016,9,20,13,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2856,120005,1106,2,1,1,2,2,2,5,1,"05032016",5,3,2016,9,36,13,42,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2856,120006,1106,6,1,1,2,2,2,3,1,"05032016",5,3,2016,12,10,15,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2856,120007,1106,7,1,1,2,2,2,4,1,"05032016",5,3,2016,13,40,15,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2856,120008,1106,8,1,1,2,2,2,4,1,"05032016",5,3,2016,9,21,12,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2856,120010,1106,10,1,2,1,2,1,2,1,"05032016",5,3,2016,13,7,18,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,0,120011,0,0,1,1,2,2,2,4,1,"27022016",27,2,2016,10,31,13,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2146,120012,1501,8,1,1,2,2,2,3,1,"27022016",27,2,2016,13,20,17,55,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2146,120013,1501,12,1,1,2,2,2,2,1,"28022016",28,2,2016,10,15,14,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2146,120014,1501,16,1,1,2,2,2,3,1,"27022016",27,2,2016,9,15,12,56,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2146,120015,1501,21,1,1,2,2,2,2,1,"27022016",27,2,2016,10,15,14,14,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2146,120017,1501,45,1,1,2,2,2,4,1,"28022016",28,2,2016,14,20,18,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2146,120018,1501,13,1,1,2,2,2,2,1,"27022016",27,2,2016,14,11,18,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2146,120019,1501,58,1,1,2,2,2,4,1,"27022016",27,2,2016,15,25,18,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2146,120020,1501,62,1,1,2,2,2,5,1,"27022016",27,2,2016,10,15,14,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2710,120021,1101,8,1,1,2,2,2,4,1,"22022016",22,2,2016,15,50,18,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2710,120022,1101,12,1,1,2,2,2,3,1,"22022016",22,2,2016,14,40,18,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2710,120023,1101,15,1,1,2,2,2,4,1,"22022016",22,2,2016,12,20,15,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2710,120024,1101,18,1,1,2,2,2,3,1,"22022016",22,2,2016,10,15,14,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2710,120025,1101,25,1,1,2,2,2,4,1,"23022016",23,2,2016,16,5,18,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2710,120026,1101,25,1,1,2,2,2,2,1,"23022016",23,2,2016,14,30,18,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,0,120027,0,0,1,1,2,2,2,2,1,"22022016",22,2,2016,14,20,18,38,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,2710,120028,1101,37,1,1,2,2,2,5,1,"21022016",21,2,2016,15,7,19,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1202,1,0,120029,0,0,1,1,2,2,2,5,1,"22022016",22,2,2016,12,40,16,48,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
5,12,1202,1,2710,120030,1101,44,1,1,2,2,2,2,1,"22022016",22,2,2016,10,5,14,26,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1212,1,0,120031,0,0,1,1,2,2,2,4,1,"01032016",1,3,2016,14,20,17,25,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1212,1,1392,120032,1207,4,1,1,2,2,2,2,1,"01032016",1,3,2016,9,15,15,20,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1212,1,0,120033,0,0,1,2,1,2,1,3,1,"04032016",4,3,2016,9,10,12,55,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1212,1,1392,120034,1207,8,1,1,2,2,2,5,1,"02032016",2,3,2016,8,15,11,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1212,1,1392,120035,1207,13,1,1,2,2,2,5,1,"01032016",1,3,2016,14,25,17,39,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1212,1,1392,120036,1207,15,1,1,2,2,2,2,1,"01032016",1,3,2016,15,12,18,35,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1212,1,1392,120037,1207,17,1,1,2,2,2,3,1,"01032016",1,3,2016,8,15,11,43,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1212,1,1392,120038,1207,10,1,1,2,2,2,4,1,"01032016",1,3,2016,9,30,12,45,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1212,1,1392,120039,1207,20,1,1,2,2,2,3,1,"02032016",2,3,2016,12,0,15,30,14,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1212,1,1392,120040,1207,24,1,2,1,2,1,5,1,"01032016",1,3,2016,10,30,13,25,14,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
5,12,1208,2,526,120041,1005,1,1,2,1,2,1,2,1,"17032016",17,3,2016,10,15,14,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1208,2,526,120042,1005,4,1,2,1,2,1,3,1,"17032016",17,3,2016,9,15,12,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1208,2,526,120043,1005,6,1,1,2,2,2,3,1,"17032016",17,3,2016,15,0,18,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1208,2,526,120044,1005,9,1,1,2,2,2,4,1,"17032016",17,3,2016,12,10,15,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1208,2,526,120045,1005,14,1,2,1,2,1,4,1,"16032016",16,3,2016,16,1,19,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1208,2,526,120046,1005,17,1,2,1,2,1,3,1,"17032016",17,3,2016,12,35,14,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1208,2,526,120047,1005,19,1,2,1,2,1,5,1,"17032016",17,3,2016,12,0,15,41,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1208,2,526,120048,1005,22,1,2,1,2,1,5,1,"17032016",17,3,2016,8,49,11,37,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1208,2,526,120049,1005,27,1,2,1,2,1,2,1,"17032016",17,3,2016,14,21,16,32,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1208,2,526,120050,1005,32,1,1,2,2,2,5,1,"17032016",17,3,2016,15,55,19,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1216,2,618,120051,1309,2,1,2,1,2,1,2,1,"18032016",18,3,2016,14,30,16,37,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1216,2,618,120052,1309,4,1,2,1,2,1,2,1,"18032016",18,3,2016,16,45,19,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1216,2,618,120053,1309,5,1,2,1,2,1,2,1,"18032016",18,3,2016,10,0,14,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1216,2,618,120054,1309,7,1,2,1,2,1,5,1,"19032016",19,3,2016,9,15,12,47,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1216,2,618,120055,1309,8,1,2,1,2,1,5,1,"19032016",19,3,2016,13,0,17,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1216,2,618,120056,1309,10,1,2,1,1,1,4,1,"17032016",17,3,2016,10,15,13,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1216,2,618,120057,1309,11,1,2,1,2,1,3,1,"19032016",19,3,2016,14,30,18,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1216,2,618,120058,1309,12,1,2,1,2,1,4,1,"17032016",17,3,2016,14,0,17,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1216,2,618,120059,1309,14,1,2,1,1,1,4,1,"18032016",18,3,2016,13,10,16,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1216,2,0,120060,0,0,1,2,1,2,1,3,1,"19032016",19,3,2016,10,15,14,6,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1210,2,462,120061,1406,1,1,2,1,2,1,3,1,"16032016",16,3,2016,10,30,13,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1210,2,462,120062,1406,3,1,2,1,2,1,5,1,"16032016",16,3,2016,12,49,16,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1210,2,462,120063,1406,5,1,2,1,1,1,4,1,"16032016",16,3,2016,9,10,12,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1210,2,462,120064,1406,6,1,2,1,1,1,4,1,"15032016",15,3,2016,15,5,16,24,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1210,2,462,120065,1406,8,1,2,1,2,1,3,1,"16032016",16,3,2016,14,15,18,24,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1210,2,462,120066,1406,10,1,2,1,2,1,4,1,"16032016",16,3,2016,4,0,6,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1210,2,462,120067,1406,19,1,2,1,2,1,2,1,"16032016",16,3,2016,16,40,19,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1210,2,462,120068,1406,10,1,2,1,2,1,5,1,"16032016",16,3,2016,8,49,12,7,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1210,2,462,120069,1406,21,1,2,1,1,1,2,1,"16032016",16,3,2016,10,20,14,16,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1210,2,462,120070,1406,23,1,2,1,1,1,2,1,"16032016",16,3,2016,14,20,16,32,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1204,2,736,120071,1003,2,1,1,2,2,2,3,1,"12032016",12,3,2016,10,10,13,15,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1204,2,736,120072,1003,3,1,1,2,2,2,2,1,"12032016",12,3,2016,10,15,14,26,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1204,2,736,120073,1003,4,1,2,1,1,1,4,1,"12032016",12,3,2016,10,15,13,20,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1204,2,736,120074,1003,5,1,1,2,2,2,3,1,"13032016",13,3,2016,15,10,18,10,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1204,2,736,120075,1003,6,1,2,1,1,1,5,1,"12032016",12,3,2016,8,21,12,7,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1204,2,736,120076,1003,8,1,1,2,2,2,5,1,"13032016",13,3,2016,12,0,15,0,13,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1204,2,736,120078,1003,10,1,2,1,2,1,3,1,"12032016",12,3,2016,13,30,17,15,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1204,2,736,120079,1003,11,1,2,1,1,1,2,1,"12032016",12,3,2016,14,20,18,28,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1204,2,736,120080,1003,12,1,2,1,1,1,4,1,"12032016",12,3,2016,13,30,16,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2220,120081,1506,5,1,1,2,2,2,2,1,"26022016",26,2,2016,10,15,14,8,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2220,120082,1506,11,1,1,2,2,2,4,1,"25022016",25,2,2016,16,0,19,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2220,120083,1506,17,1,1,2,2,2,5,1,"26022016",26,2,2016,15,0,18,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,0,120084,0,0,1,1,2,2,2,5,1,"27042016",27,4,2016,9,14,12,3,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2220,120085,1506,30,1,1,2,2,2,3,1,"24022016",24,2,2016,10,15,13,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2220,120086,1506,42,1,1,2,2,2,2,1,"26022016",26,2,2016,14,30,18,40,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,0,120087,0,0,1,1,2,2,2,4,1,"25022016",25,2,2016,10,35,13,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2220,120088,1506,73,1,1,2,2,2,5,1,"25022016",25,2,2016,9,30,12,42,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2220,120089,1506,86,1,1,2,2,2,3,1,"26022016",26,2,2016,10,15,15,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1211,1,2220,120090,1506,90,1,1,2,2,2,3,1,"24022016",24,2,2016,14,16,18,5,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1214,2,452,120091,1208,1,1,2,1,2,1,4,1,"07032016",7,3,2016,12,20,15,25,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1214,2,452,120092,1208,2,1,2,1,2,1,3,1,"09032016",9,3,2016,13,40,16,55,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
5,12,1214,2,452,120093,1208,3,1,2,1,2,1,5,1,"09032016",9,3,2016,8,21,12,6,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
