"zone","state","lga","sector","ea","hhid","ric","saq7","qno","qno1","ag1","ag2","ag3","saq11_b","saq12_b","saq13","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22","saq22a","saq22a_os","saq22b","saq22b_os"
1,22,2214,2,1354,220084,1207,4,1,1,2,2,2,5,1,"09032016",9,3,2016,16,0,18,34,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2214,2,1354,220085,1207,5,1,2,1,1,1,4,1,"09032016",9,3,2016,10,50,13,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2214,2,1354,220087,1207,6,1,2,1,1,1,4,1,"09032016",9,3,2016,8,0,10,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2214,2,1354,220088,1207,6,1,2,1,1,1,5,1,"09032016",9,3,2016,8,0,11,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2214,2,1354,220089,1207,7,1,2,1,1,1,5,1,"09032016",9,3,2016,12,0,15,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2214,2,1354,220090,1207,8,1,1,2,2,2,3,1,"09032016",9,3,2016,11,25,13,53,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2218,2,596,220091,1309,1,1,1,2,2,2,4,1,"12032016",12,3,2016,15,2,17,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2218,2,596,220092,1309,2,1,2,1,2,1,3,1,"12032016",12,3,2016,12,50,15,42,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2218,2,596,220093,1309,3,1,2,1,2,1,3,1,"12032016",12,3,2016,9,0,12,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2218,2,596,220094,1309,6,1,2,1,1,1,4,1,"12032016",12,3,2016,8,4,11,7,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2218,2,596,220095,1309,5,1,1,2,2,2,2,1,"12032016",12,3,2016,15,53,17,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2218,2,596,220096,1309,11,1,2,1,1,1,5,1,"11032016",11,3,2016,8,30,11,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2218,2,596,220097,1309,12,1,2,1,1,1,4,1,"12032016",12,3,2016,11,50,14,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2218,2,596,220098,1309,8,1,2,1,1,1,5,1,"11032016",11,3,2016,11,30,14,6,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2218,2,596,220099,1309,9,1,2,1,1,1,5,1,"11032016",11,3,2016,14,36,17,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2218,2,596,220100,1309,2,1,1,2,2,2,2,1,"12032016",12,3,2016,10,32,13,3,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
1,22,2203,2,530,220101,1002,3,1,2,1,1,1,4,1,"11032016",11,3,2016,10,30,13,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,530,220102,1002,1,1,1,2,2,2,3,1,"11032016",11,3,2016,14,38,17,41,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,0,220103,0,0,1,1,2,2,2,2,1,"13032016",13,3,2016,14,22,16,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,530,220104,1002,6,1,1,2,2,2,3,1,"11032016",11,3,2016,12,0,14,25,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,530,220105,1002,7,1,1,2,2,2,4,1,"11032016",11,3,2016,9,0,11,12,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,530,220106,1002,17,1,2,1,2,1,3,1,"11032016",11,3,2016,8,21,11,52,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,530,220107,1002,23,1,1,2,2,2,5,1,"10032016",10,3,2016,12,5,15,0,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
1,22,2203,2,530,220108,1002,12,1,1,2,2,2,5,1,"11032016",11,3,2016,9,0,12,2,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,530,220109,1002,22,1,2,1,1,1,2,1,"11032016",11,3,2016,15,0,18,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,530,220110,1002,20,1,2,1,1,1,5,1,"10032016",10,3,2016,15,34,18,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,266,220111,1502,13,1,2,1,1,1,4,1,"13032016",13,3,2016,9,10,11,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,266,220112,1502,3,1,1,2,2,2,2,1,"13032016",13,3,2016,11,2,13,24,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,266,220113,1502,1,1,2,1,1,1,5,1,"13032016",13,3,2016,13,0,16,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,266,220114,1502,2,1,2,1,2,1,2,1,"13032016",13,3,2016,11,50,14,29,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,266,220115,1502,10,1,2,1,1,1,4,1,"13032016",13,3,2016,12,0,15,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,266,220116,1502,4,1,2,1,1,1,5,1,"13032016",13,3,2016,8,0,11,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,266,220117,1502,17,1,1,2,2,2,4,1,"13032016",13,3,2016,17,0,19,3,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,266,220118,1502,8,1,2,1,1,1,5,1,"13032016",13,3,2016,17,0,19,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,266,220119,1502,15,1,2,1,2,1,3,1,"13032016",13,3,2016,14,40,17,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,22,2203,2,266,220120,1502,11,1,1,2,2,2,3,1,"13032016",13,3,2016,8,40,11,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2308,1,5180,230001,1205,20,1,1,2,2,2,2,1,"26022016",26,2,2016,7,15,10,46,8,,"27022016",27,2,2016,14,25,17,46,7,,,,,,,,,,,,2,1,,1,
1,23,2308,1,5180,230002,1205,27,1,1,2,2,2,5,1,"24022016",24,2,2016,12,31,16,58,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2308,1,5180,230003,1205,22,1,1,2,2,2,4,1,"23022016",23,2,2016,7,58,12,43,11,,"24022016",24,2,2016,8,10,9,42,4,,,,,,,,,,,,2,1,,1,
1,23,2308,1,5180,230004,1205,24,1,1,2,2,2,3,1,"24022016",24,2,2016,10,14,14,22,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2308,1,5180,230005,1205,15,1,2,1,1,1,4,1,"23022016",23,2,2016,14,38,18,14,11,,"24022016",24,2,2016,10,38,12,7,4,,,,,,,,,,,,1,1,,1,
1,23,2308,1,5180,230006,1205,29,1,1,2,2,2,2,1,"23022016",23,2,2016,7,58,11,2,8,,"24022016",24,2,2016,9,20,11,38,7,,,,,,,,,,,,2,1,,1,
1,23,2308,1,5180,230007,1205,31,1,1,2,2,2,3,1,"23022016",23,2,2016,9,10,15,20,13,,"26022016",26,2,2016,16,10,16,50,2,,,,,,,,,,,,2,1,,1,
1,23,2308,1,5180,230008,1205,3,1,1,2,2,2,5,1,"23022016",23,2,2016,8,11,12,7,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2308,1,5180,230009,1205,13,1,1,2,2,2,2,1,"23022016",23,2,2016,14,23,18,10,8,,"24022016",24,2,2016,13,34,16,17,7,,,,,,,,,,,,2,1,,1,
1,23,2307,1,2316,230011,1405,1,1,1,2,2,2,5,1,"26022016",26,2,2016,9,13,13,36,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2307,1,2316,230013,1405,20,1,1,2,2,2,3,1,"26022016",26,2,2016,7,40,10,5,7,,"26022016",26,2,2016,14,10,17,52,8,,,,,,,,,,,,2,1,,1,
1,23,2307,1,2316,230014,1405,22,1,1,2,2,2,5,1,"26022016",26,2,2016,14,43,16,52,10,,"27022016",27,2,2016,8,31,11,28,5,,,,,,,,,,,,2,1,,1,
1,23,2307,1,2316,230015,1405,15,1,1,2,2,2,4,1,"26022016",26,2,2016,9,31,10,46,7,,"27022016",27,2,2016,6,47,9,22,8,,,,,,,,,,,,2,1,,1,
1,23,2307,1,2316,230016,1405,8,1,1,2,2,2,4,1,"26022016",26,2,2016,7,52,9,13,5,,"27022016",27,2,2016,16,48,19,40,10,,,,,,,,,,,,1,1,,1,
1,23,2307,1,2316,230017,1405,24,1,1,2,2,2,3,1,"26022016",26,2,2016,11,45,13,28,6,,"27022016",27,2,2016,10,55,13,3,9,,,,,,,,,,,,2,1,,1,
1,23,2307,1,2316,230018,1405,29,1,1,2,2,2,2,1,"26022016",26,2,2016,11,50,14,26,8,,"27022016",27,2,2016,9,56,12,20,7,,,,,,,,,,,,2,1,,1,
1,23,2307,1,2316,230019,1405,13,1,1,2,2,2,5,1,"27022016",27,2,2016,12,3,17,19,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2307,1,2316,230020,1405,27,1,1,2,2,2,2,1,"26022016",26,2,2016,15,13,18,32,8,,"27022016",27,2,2016,7,18,9,25,7,,,,,,,,,,,,2,1,,1,
1,23,2307,1,78,230022,1104,2,1,1,2,2,2,3,1,"01032016",1,3,2016,15,20,17,50,8,,"02032016",2,3,2016,7,10,9,26,7,,,,,,,,,,,,2,1,,1,
1,23,2307,1,78,230023,1104,3,1,1,2,2,2,5,1,"02032016",2,3,2016,7,36,10,2,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2307,1,78,230024,1104,4,1,1,2,2,2,5,1,"01032016",1,3,2016,8,4,11,47,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2307,1,78,230025,1104,5,1,1,2,2,2,2,1,"01032016",1,3,2016,14,20,19,12,12,,"02032016",2,3,2016,7,22,8,13,3,,,,,,,,,,,,2,1,,1,
1,23,2307,1,78,230026,1104,6,1,1,2,2,2,3,1,"01032016",1,3,2016,9,10,12,46,12,,"01032016",1,3,2016,14,16,15,4,3,,,,,,,,,,,,2,1,,1,
1,23,2307,1,78,230027,1104,7,1,1,2,2,2,4,1,"01032016",1,3,2016,8,29,9,10,3,,"01032016",1,3,2016,17,51,20,40,9,,"02032016",2,3,2016,6,48,7,12,3,,2,1,,1,
1,23,2307,1,78,230028,1104,8,1,1,2,2,2,2,1,"01032016",1,3,2016,8,12,13,24,10,,"02032016",2,3,2016,8,30,9,56,5,,,,,,,,,,,,2,1,,1,
1,23,2307,1,78,230029,1104,9,1,1,2,2,2,4,1,"01032016",1,3,2016,10,17,13,20,11,,"02032016",2,3,2016,7,40,9,3,4,,,,,,,,,,,,1,1,,1,
1,23,2307,1,78,230030,1104,10,1,1,2,2,2,5,1,"01032016",1,3,2016,12,17,17,3,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2306,1,970,230031,1304,9,1,1,2,2,2,5,1,"29022016",29,2,2016,8,46,14,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2306,1,970,230032,1304,10,1,1,2,2,2,2,1,"28022016",28,2,2016,11,20,14,14,7,,"29022016",29,2,2016,15,5,18,39,8,,,,,,,,,,,,2,1,,1,
1,23,2306,1,970,230033,1304,16,1,1,2,2,2,3,1,"28022016",28,2,2016,8,42,11,59,8,,"29022016",29,2,2016,14,25,17,51,7,,,,,,,,,,,,2,1,,1,
1,23,2306,1,970,230035,1304,13,1,1,2,2,2,2,1,"28022016",28,2,2016,15,45,19,20,10,,"29022016",29,2,2016,7,10,9,28,5,,,,,,,,,,,,2,1,,1,
1,23,2306,1,970,230036,1304,11,1,1,2,2,2,2,1,"28022016",28,2,2016,7,22,10,18,8,,"29022016",29,2,2016,11,10,14,17,7,,,,,,,,,,,,2,1,,1,
1,23,2306,1,970,230038,1304,5,1,1,2,2,2,4,1,"28022016",28,2,2016,14,20,16,32,7,,"29022016",29,2,2016,7,8,8,12,2,,"29022016",29,2,2016,16,44,20,4,6,,2,1,,1,
1,23,2306,1,970,230039,1304,20,1,1,2,2,2,3,1,"28022016",28,2,2016,12,36,16,53,8,,"29022016",29,2,2016,9,13,12,34,7,,,,,,,,,,,,2,1,,1,
1,23,2306,1,970,230040,1304,24,1,1,2,2,2,5,1,"28022016",28,2,2016,11,6,15,24,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2308,1,556,230041,1505,6,1,1,2,2,2,4,1,"21032016",21,3,2016,13,16,14,2,9,,"22032016",22,3,2016,7,52,9,40,16,,,,,,,,,,,,,1,,1,
1,23,2308,1,556,230042,1505,24,1,1,2,2,2,2,1,"21032016",21,3,2016,10,35,12,23,9,,"22032016",22,3,2016,8,20,11,41,16,,,,,,,,,,,,,1,,1,
1,23,2308,1,556,230043,1505,11,1,1,2,2,2,5,1,"22032016",22,3,2016,8,3,12,1,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
1,23,2308,1,556,230044,1505,3,1,1,2,2,2,3,1,"21032016",21,3,2016,9,5,12,15,11,,"21032016",21,3,2016,14,20,15,58,16,,,,,,,,,,,,,1,,1,
1,23,2308,1,556,230045,1505,17,1,1,2,2,2,4,1,"22032016",22,3,2016,11,20,12,14,6,,"22032016",22,3,2016,17,5,19,37,16,,,,,,,,,,,,,1,,1,
1,23,2308,1,556,230046,1505,22,1,1,2,2,2,5,1,"22032016",22,3,2016,12,44,16,58,16,,,,,,,,,,,,,,,,,,,,,,,1,,1,
1,23,2308,1,556,230047,1505,20,1,1,2,2,2,5,1,"21032016",21,3,2016,11,39,16,2,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
1,23,2308,1,556,230048,1505,4,1,1,2,2,2,3,1,"22032016",22,3,2016,8,5,12,55,16,,,,,,,,,,,,,,,,,,,,,,,1,,1,
1,23,2308,1,556,230049,1505,18,1,1,2,2,2,2,1,"21032016",21,3,2016,13,23,19,42,16,,,,,,,,,,,,,,,,,,,,,,,1,,1,
6,29,2906,1,0,230050,0,0,1,2,1,2,1,6,2,"27042016",27,4,2016,8,40,10,28,10,,"28042016",28,4,2016,15,6,16,48,6,,,,,,,,,,,,2,1,,1,
1,23,2315,2,924,230051,1310,12,1,1,2,2,2,5,1,"09032016",9,3,2016,9,11,13,16,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2315,2,924,230052,1310,9,1,1,2,2,2,2,1,"09032016",9,3,2016,17,40,19,52,9,,"10032016",10,3,2016,8,55,10,48,15,,,,,,,,,,,,2,1,,1,
1,23,2315,2,924,230053,1310,2,1,1,2,2,2,2,1,"09032016",9,3,2016,11,14,14,23,15,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
1,23,2315,2,924,230054,1310,17,1,1,2,2,2,3,1,"10032016",10,3,2016,8,28,10,30,7,,"10032016",10,3,2016,12,10,15,1,15,,,,,,,,,,,,2,1,,1,
1,23,2315,2,924,230056,1310,13,1,2,1,2,1,2,1,"09032016",9,3,2016,14,36,17,20,10,,"10032016",10,3,2016,7,10,8,42,15,,,,,,,,,,,,2,1,,1,
1,23,2315,2,924,230057,1310,22,1,1,2,2,2,5,1,"10032016",10,3,2016,9,56,14,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2315,2,924,230058,1310,5,1,1,2,2,2,3,1,"09032016",9,3,2016,12,1,14,50,10,,"09032016",9,3,2016,15,40,17,20,15,,,,,,,,,,,,2,1,,1,
1,23,2315,2,924,230059,1310,24,1,1,2,2,2,4,1,"09032016",9,3,2016,17,20,18,32,6,,"10032016",10,3,2016,14,20,17,44,15,,,,,,,,,,,,2,1,,1,
1,23,2315,2,924,230060,1310,26,1,1,2,2,2,4,1,"09032016",9,3,2016,11,9,15,12,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2309,2,998,230061,1306,10,1,2,1,2,1,2,1,"07032016",7,3,2016,8,14,12,40,11,,"08032016",8,3,2016,10,55,14,48,4,,,,,,,,,,,,2,1,,1,
1,23,2309,2,998,230062,1306,4,1,2,1,2,1,2,1,"07032016",7,3,2016,16,12,18,50,13,,"08032016",8,3,2016,8,14,10,36,2,,,,,,,,,,,,2,1,,1,
1,23,2309,2,998,230063,1306,3,1,1,2,2,2,5,1,"07032016",7,3,2016,10,42,14,8,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2309,2,998,230064,1306,1,1,2,1,2,1,3,1,"08032016",8,3,2016,9,10,15,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2309,2,998,230065,1306,7,1,2,1,2,1,5,1,"07032016",7,3,2016,14,32,17,50,12,,"08032016",8,3,2016,7,32,9,55,3,,,,,,,,,,,,2,1,,1,
1,23,2309,2,998,230066,1306,2,1,2,1,2,1,4,1,"07032016",7,3,2016,14,30,19,20,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2305,2,0,230067,0,0,1,2,1,2,1,5,1,"27042016",27,4,2016,16,19,18,25,9,,"28042016",28,4,2016,10,21,14,27,7,,,,,,,,,,,,2,1,,1,
1,23,2309,2,998,230068,1306,11,1,2,1,2,1,2,1,"07032016",7,3,2016,12,55,15,58,16,,"08032016",8,3,2016,15,5,18,28,5,,,,,,,,,,,,2,1,,1,
1,23,2309,2,998,230069,1306,9,1,2,1,2,1,5,1,"08032016",8,3,2016,10,21,15,32,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2309,2,998,230070,1306,8,1,2,1,2,1,4,1,"07032016",7,3,2016,9,36,12,4,16,,"08032016",8,3,2016,13,8,15,10,5,,,,,,,,,,,,2,1,,1,
1,23,2304,2,322,230071,1403,10,1,1,2,2,2,4,1,"11032016",11,3,2016,18,30,19,12,6,,"12032016",12,3,2016,9,15,11,20,15,,,,,,,,,,,,2,1,,1,
1,23,2304,2,322,230072,1403,7,1,1,2,2,2,2,1,"11032016",11,3,2016,14,37,17,56,12,,"12032016",12,3,2016,8,49,9,53,15,,,,,,,,,,,,2,1,,1,
1,23,2304,2,322,230073,1403,24,1,2,1,2,1,2,1,"11032016",11,3,2016,11,2,13,58,12,,"12032016",12,3,2016,10,41,12,58,3,,,,,,,,,,,,2,1,,1,
1,23,2304,2,322,230074,1403,31,1,1,2,2,2,3,1,"11032016",11,3,2016,12,2,14,6,9,,"11032016",11,3,2016,16,10,17,53,15,,,,,,,,,,,,2,1,,1,
1,23,2313,1,0,230075,0,0,1,1,2,2,2,4,1,"11032016",11,3,2016,8,20,11,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2304,2,322,230076,1403,12,1,1,2,2,2,2,1,"11032016",11,3,2016,18,10,19,50,8,,"12032016",12,3,2016,7,10,8,42,15,,,,,,,,,,,,2,1,,1,
1,23,2304,2,322,230077,1403,20,1,1,2,2,2,5,1,"11032016",11,3,2016,15,46,19,3,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2304,2,322,230078,1403,22,1,1,2,2,2,3,1,"12032016",12,3,2016,7,2,9,20,10,,"12032016",12,3,2016,10,2,11,50,15,,,,,,,,,,,,2,1,,1,
1,23,2304,2,322,230079,1403,3,1,2,1,2,1,5,1,"12032016",12,3,2016,8,5,12,47,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2304,2,322,230080,1403,1,1,1,2,2,2,4,1,"11032016",11,3,2016,15,10,18,2,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2311,2,516,230081,1507,4,1,1,2,2,2,2,1,"13032016",13,3,2016,16,56,19,5,6,,"14032016",14,3,2016,7,10,11,23,9,,,,,,,,,,,,1,1,,1,
1,23,2311,2,516,230083,1507,3,1,1,2,2,2,4,1,"13032016",13,3,2016,18,20,19,2,4,,"14032016",14,3,2016,10,20,14,7,11,,,,,,,,,,,,1,1,,1,
1,23,2311,2,516,230084,1507,15,1,1,2,2,2,3,1,"14032016",14,3,2016,8,14,12,10,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2311,2,516,230085,1507,22,1,1,2,2,2,4,1,"13032016",13,3,2016,11,20,15,48,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2311,2,516,230086,1507,20,1,1,2,2,2,5,1,"13032016",13,3,2016,12,22,16,43,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2311,2,516,230087,1507,23,1,1,2,2,2,3,1,"13032016",13,3,2016,13,40,15,30,12,,"13032016",13,3,2016,16,50,17,58,3,,,,,,,,,,,,2,1,,1,
6,29,2916,1,0,230088,0,0,1,2,1,2,1,5,1,"18032016",18,3,2016,9,15,14,25,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2311,2,516,230089,1507,17,1,1,2,2,2,5,1,"14032016",14,3,2016,11,33,17,8,15,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
1,23,2311,2,516,230090,1507,9,1,1,2,2,2,2,1,"13032016",13,3,2016,12,14,16,23,11,,"14032016",14,3,2016,12,25,15,43,4,,,,,,,,,,,,2,1,,1,
1,23,2302,2,1982,230091,1002,19,1,2,1,2,1,4,1,"15032016",15,3,2016,17,20,18,4,5,,"16032016",16,3,2016,13,40,17,55,10,,,,,,,,,,,,2,1,,1,
1,23,2302,2,1982,230092,1002,1,1,2,1,2,1,2,1,"15032016",15,3,2016,11,2,16,0,12,,"16032016",16,3,2016,14,10,18,48,16,,,,,,,,,,,,2,1,,1,
1,23,2302,2,1982,230093,1002,38,1,2,1,2,1,2,1,"15032016",15,3,2016,16,15,19,40,9,,"16032016",16,3,2016,7,5,12,27,16,,,,,,,,,,,,2,1,,1,
1,23,2302,2,1982,230095,1002,33,1,2,1,2,1,3,1,"15032016",15,3,2016,13,2,16,0,10,,"16032016",16,3,2016,8,2,11,25,,,,,,,,,,,,,,1,,1,
1,23,2302,2,1982,230097,1002,12,1,3,1,2,1,4,1,"15032016",15,3,2016,13,5,15,12,9,,"16032016",16,3,2016,7,52,11,50,16,,,,,,,,,,,,,1,,1,
1,23,2302,2,1982,230098,1002,10,1,2,1,2,1,5,1,"15032016",15,3,2016,12,46,15,31,10,,"16032016",16,3,2016,8,2,11,25,16,,,,,,,,,,,,,1,,1,
1,23,2302,2,1982,230099,1002,5,1,2,1,2,1,5,1,"16032016",16,3,2016,12,1,17,52,16,,,,,,,,,,,,,,,,,,,,,,,1,,1,
1,23,2316,1,140,230101,1510,11,1,2,1,2,1,3,1,"05032016",5,3,2016,16,20,18,10,7,,"06032016",6,3,2016,7,0,11,1,8,,,,,,,,,,,,2,1,,1,
1,23,2316,1,140,230102,1510,19,1,1,2,2,2,3,1,"07032016",7,3,2016,8,2,12,59,16,,,,,,,,,,,,,,,,,,,,,,,1,,1,
1,23,2316,1,140,230103,1510,9,1,2,1,2,1,5,1,"06032016",6,3,2016,14,55,18,8,9,,"07032016",7,3,2016,7,49,10,58,6,,,,,,,,,,,,1,1,,1,
1,23,2316,1,140,230104,1510,1,1,2,1,2,1,4,1,"04032016",4,3,2016,13,4,15,32,6,,"05032016",5,3,2016,7,31,10,43,16,,,,,,,,,,,,,1,,1,
1,23,2316,1,140,230105,1510,23,1,2,1,2,1,2,1,"04032016",4,3,2016,13,20,17,58,14,,"05032016",5,3,2016,10,20,14,48,16,,,,,,,,,,,,,1,,1,
1,23,2316,1,140,230106,1510,13,1,2,1,2,1,5,1,"06032016",6,3,2016,8,11,14,16,16,,,,,,,,,,,,,,,,,,,,,,,1,,1,
1,23,2316,1,140,230108,1510,8,1,2,1,2,1,4,1,"05032016",5,3,2016,17,9,18,10,4,,"06032016",6,3,2016,11,8,14,12,11,,,,,,,,,,,,2,1,,1,
1,23,2316,1,140,230109,1510,22,1,2,1,2,1,2,1,"04032016",4,3,2016,18,5,19,10,2,,"05032016",5,3,2016,7,30,9,20,12,,"05032016",5,3,2016,14,55,18,20,16,,2,1,,1,
1,23,2316,1,140,230110,1510,17,1,2,1,2,1,4,1,"05032016",5,3,2016,12,19,15,14,9,,"06032016",6,3,2016,16,19,19,14,14,,"07032016",7,3,2016,8,13,10,20,16,,2,1,,1,
1,23,2303,2,2348,230111,1102,10,1,2,1,2,1,2,1,"02032016",2,3,2016,14,42,17,15,7,,"03032016",3,3,2016,16,42,19,30,14,,"04032016",4,3,2016,6,30,7,49,15,,2,1,,1,
1,23,2303,2,2348,230112,1102,75,1,2,1,2,1,4,1,"02032016",2,3,2016,19,20,19,53,3,,"03032016",3,3,2016,12,31,17,15,15,,,,,,,,,,,,2,1,,1,
1,23,2303,2,2348,230113,1102,22,1,2,1,2,1,3,1,"02032016",2,3,2016,16,20,19,1,11,,"03032016",3,3,2016,7,2,9,50,15,,,,,,,,,,,,2,1,,1,
1,23,2303,2,2348,230114,1102,43,1,2,1,2,1,2,1,"02032016",2,3,2016,17,27,19,20,8,,"03032016",3,3,2016,14,20,16,30,15,,,,,,,,,,,,1,1,,1,
1,23,2303,2,2348,230115,1102,53,1,2,1,2,1,4,1,"02032016",2,3,2016,16,3,19,10,7,,"03032016",3,3,2016,7,8,11,34,8,,,,,,,,,,,,1,1,,1,
1,23,2303,2,2348,230116,1102,162,1,2,1,2,1,5,1,"04032016",4,3,2016,7,19,12,44,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2303,2,2348,230117,1102,86,1,2,1,2,1,3,1,"03032016",3,3,2016,10,40,13,5,10,,"03032016",3,3,2016,14,15,18,10,15,,,,,,,,,,,,2,1,,1,
1,23,2303,2,2348,230118,1102,64,1,2,1,2,1,5,1,"02032016",2,3,2016,15,42,17,50,10,,"03032016",3,3,2016,7,46,11,38,15,,,,,,,,,,,,2,1,,1,
1,23,2303,2,2348,230119,1102,151,1,2,1,2,1,2,1,"03032016",3,3,2016,7,20,13,56,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
1,23,2303,2,2348,230120,1102,32,1,2,1,2,1,5,1,"03032016",3,3,2016,12,27,17,36,15,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
6,24,2415,1,696,240001,1508,3,1,1,2,2,2,3,2,"01032016",1,3,2016,9,28,13,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
6,24,2415,1,696,240002,1508,12,1,1,2,2,2,3,2,"01032016",1,3,2016,13,40,16,35,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
6,24,2415,1,696,240003,1508,16,1,1,2,2,2,5,2,"01032016",1,3,2016,8,35,13,10,16,,"02032016",2,3,2016,10,20,13,15,7,,,,,,,,,,,,2,1,,1,
6,24,2415,1,696,240004,1508,20,1,1,2,2,2,5,2,"03032016",3,3,2016,11,3,14,1,16,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
6,24,2415,1,0,240005,0,0,1,1,2,2,2,3,2,"24032016",24,3,2016,11,30,14,5,16,,,,,,,,,,,,,,,,,,,,,,2,1,,1,
6,24,2415,1,696,240006,1508,42,1,1,2,2,2,5,2,"01032016",1,3,2016,14,22,18,40,16,,"02032016",2,3,2016,13,50,17,52,7,,"03032016",3,3,2016,15,47,18,20,4,,2,1,,1,
