"zone","state","sector","lga","ea","hhid","plotid","dist_household","srtmslp_nga","srtm_nga","twi_nga"
4,16,2,1613,440,160052,1,0,1.8,164,15
4,16,2,1613,440,160053,1,0,2.7,166,14
4,16,2,1613,440,160053,2,0,2.2,167,13
4,16,2,1613,440,160054,1,0,1.4,167,15
4,16,2,1613,440,160054,2,0.3,2.4,164,14
4,16,2,1613,440,160055,1,0.2,3.1,160,14
4,16,2,1613,440,160056,1,0,1.3,166,16
4,16,2,1613,440,160056,2,0.1,1.6,166,14
4,16,2,1613,440,160057,1,0,1.4,166,15
4,16,2,1613,440,160057,2,0,1.4,167,14
4,16,2,1613,440,160057,3,0,1.5,166,14
4,16,2,1613,440,160058,1,0,1.4,167,15
4,16,2,1613,440,160058,2,0,1.7,166,16
4,16,2,1613,440,160059,1,0,1.8,167,13
4,16,2,1613,440,160059,2,0,1.7,167,14
4,16,2,1616,296,160061,1,0.1,2.8,101,13
4,16,2,1616,296,160062,1,0,2.6,101,13
4,16,2,1616,296,160062,2,0,2.7,101,13
4,16,2,1616,296,160064,1,0,2.2,103,14
4,16,2,1616,296,160064,2,0,2.3,103,13
4,16,2,1616,296,160066,1,0.1,2.4,101,13
4,16,2,1616,296,160066,2,0.4,5,103,13
4,16,2,1616,296,160067,1,0.1,2.4,103,13
4,16,2,1616,296,160067,2,0.1,3.7,100,14
4,16,2,1616,296,160069,1,0,2.7,101,13
4,16,2,1616,296,160069,2,0,2.8,100,13
4,16,2,1616,296,160070,1,0,2.2,102,13
4,16,2,1620,106,160071,1,0.2,3.9,166,15
4,16,2,1620,106,160071,2,0.1,4.7,172,14
4,16,2,1620,106,160072,1,0.1,6.7,146,13
4,16,2,1620,106,160072,2,0.3,5.5,160,14
4,16,2,1620,106,160073,1,0,5.8,162,13
4,16,2,1620,106,160073,2,0.7,2.7,171,15
4,16,2,1620,106,160074,1,0.1,6.2,163,13
4,16,2,1620,106,160075,1,0,5.9,151,14
4,16,2,1620,106,160076,1,0.2,5.1,173,12
4,16,2,1620,106,160077,1,0.4,6.5,157,14
4,16,2,1620,106,160077,2,0.3,5,163,15
4,16,2,1620,106,160077,3,0.3,4.8,164,14
4,16,2,1620,106,160079,1,0.2,5.1,161,14
4,16,2,1620,106,160080,1,0.2,3.6,165,13
4,16,2,1618,1060,160081,1,1.6,0.8,55,16
4,16,2,1618,1060,160081,2,1.8,0.7,55,16
4,16,2,1618,1060,160081,3,0.7,0.1,56,20
4,16,2,1618,1060,160082,1,2.7,0.5,54,15
4,16,2,1618,1060,160083,1,1.8,1.2,56,15
4,16,2,1618,1060,160083,2,1.8,1.3,56,15
4,16,2,1618,1060,160085,1,1.3,0.7,55,15
4,16,2,1618,1060,160085,2,0.7,0.1,56,18
4,16,2,1618,1060,160085,3,1.7,1.4,56,14
4,16,2,1618,1060,160086,1,1.8,1.4,56,13
4,16,2,1618,1060,160088,1,1.7,0.3,56,15
4,16,2,1618,1060,160088,2,1.7,1.3,56,14
4,16,2,1618,1060,160089,1,1.2,0.9,56,15
4,16,2,1618,1060,160089,2,1.1,1,55,16
4,16,2,1618,1060,160089,3,1.8,1,56,15
4,16,2,1618,1060,160090,1,1.8,0.4,56,15
4,16,2,1618,1060,160090,2,1.8,1.3,55,15
4,16,2,1601,954,160091,1,0.8,0.4,120,17
4,16,2,1601,954,160092,1,0.3,1.5,118,20
4,16,2,1601,954,160092,2,0.5,1.3,121,14
4,16,2,1601,954,160093,1,0.6,0.7,121,15
4,16,2,1601,954,160094,1,0.3,1.5,117,15
4,16,2,1601,954,160095,1,0.3,1.3,117,15
4,16,2,1601,954,160095,2,0.3,1.6,118,15
4,16,2,1601,954,160096,1,1.1,1.7,118,16
4,16,2,1601,954,160096,2,1.1,1.7,117,16
4,16,2,1601,954,160097,1,0.7,0.4,120,17
4,16,2,1601,954,160097,2,0.5,0.9,120,17
4,16,2,1601,954,160097,3,0.3,0.8,118,22
4,16,2,1601,954,160098,1,0.1,0.7,117,19
4,16,2,1601,954,160099,1,0.2,1.8,118,15
4,16,2,1601,954,160099,2,0.6,0.7,121,14
4,16,2,1601,954,160099,3,0.7,0.5,121,15
4,16,2,1606,590,160101,1,0.4,3.1,222,13
4,16,2,1606,590,160101,2,0.1,2,227,16
4,16,2,1606,590,160103,1,0.8,14,214,13
4,16,2,1606,590,160103,2,0.3,3.5,226,15
4,16,2,1606,590,160103,3,0.2,1.8,226,16
4,16,2,1610,1006,160105,1,0.1,2.1,148,15
4,16,2,1610,1006,160105,2,0.1,2.2,148,15
4,16,2,1610,1006,160105,3,0.1,2.2,148,15
4,16,1,1624,286,160106,1,0.1,4.4,151,14
4,16,2,1606,590,160107,1,0.4,4.8,228,14
4,16,2,1606,590,160107,2,0.4,3.5,229,14
4,16,2,1606,590,160109,1,0.1,3.4,230,15
4,16,2,1603,158,160111,1,0.2,7.5,137,13
4,16,2,1603,158,160111,2,0.1,6.8,135,13
4,16,2,1610,1006,160112,1,0,3.2,151,13
4,16,2,1610,1006,160112,2,0,3.2,151,13
4,16,1,1624,286,160113,1,0.7,1.7,159,13
4,16,2,1610,1006,160114,1,0.1,2.7,146,15
4,16,2,1610,1006,160115,1,0.2,3.6,144,14
4,16,2,1610,1006,160115,2,0.1,3.6,153,14
4,16,2,1610,1006,160116,1,0,1.6,149,14
4,16,2,1610,1006,160116,2,0,1.7,149,14
4,16,2,1610,1006,160117,1,0.1,4.4,156,12
4,16,2,1610,1006,160117,2,0.1,4.4,156,12
4,16,2,1602,1576,160119,1,0,0.6,168,15
4,16,2,1602,1576,160120,1,0.1,1,170,17
4,16,2,1602,1576,160121,1,0.1,0.7,169,15
4,16,2,1602,1576,160121,2,0.1,0.7,169,15
4,16,2,1608,1104,160122,1,0.2,3.3,130,13
4,16,2,1602,1576,160124,1,0,0.8,169,15
4,16,2,1602,1576,160125,1,0,1.4,170,15
4,16,2,1612,414,160127,1,0.4,1.4,115,16
4,16,2,1612,414,160128,1,0.3,1.5,117,15
4,16,2,1622,18,160129,1,0.8,0.1,51,26
4,16,2,1612,414,160131,1,0.6,2.8,112,14
4,16,1,1624,286,160132,1,0.1,4.5,152,14
4,16,1,1624,286,160132,2,0.1,5,154,14
4,16,1,1624,286,160133,1,0,2,156,14
4,16,2,1605,180,160144,1,0,2.6,250,14
4,16,2,1605,180,160144,2,0.4,4,243,14
4,16,2,1605,180,160145,1,0.1,1.1,254,14
4,16,2,1605,180,160146,1,0,3,246,15
4,16,2,1605,180,160146,2,0,2.7,245,15
4,16,2,1605,180,160147,1,0.1,3.3,245,16
4,16,2,1605,180,160147,2,0,3.3,245,16
4,16,2,1605,180,160147,3,0.1,3.7,246,15
4,16,2,1605,180,160148,1,0,3.1,245,15
4,16,2,1605,180,160149,1,0,2.9,249,13
4,16,2,1605,180,160149,2,0.1,2.8,249,14
4,16,2,1605,180,160150,1,0.2,2.7,252,13
4,16,2,1605,180,160150,2,0.1,3.3,248,13
4,16,2,1605,180,160150,3,0.1,3.6,246,15
4,16,2,1605,180,160151,1,0.5,1.7,242,14
4,16,2,1605,180,160151,2,0.4,2,242,14
4,16,2,1605,180,160152,1,0.3,2.8,243,14
4,16,2,1605,180,160152,2,0.1,2.6,252,13
4,16,2,1605,180,160153,1,0,3.8,249,14
4,16,2,1605,180,160153,2,0.6,2.4,232,15
4,16,2,1603,158,160154,1,0.1,5.9,127,14
4,16,2,1603,158,160154,2,0,6.2,133,14
4,16,2,1603,158,160155,1,0,7.3,137,13
4,16,2,1603,158,160155,2,0,6.5,138,13
4,16,2,1609,738,160156,1,0,5.5,173,13
4,16,2,1609,738,160157,1,0,4.4,174,14
4,16,2,1609,738,160157,2,0.1,6,168,14
4,16,2,1609,738,160158,1,0,4.8,173,13
4,16,2,1609,738,160160,1,0,5.7,171,14
4,16,2,1609,738,160160,2,0.3,6.8,171,12
4,16,2,1609,738,160162,1,0.1,4.6,172,14
4,16,2,1608,1104,160163,1,0.4,1.9,124,14
4,16,2,1608,1104,160164,1,1.2,4,103,14
4,16,2,1608,1104,160165,1,0.3,3.9,135,12
4,16,2,1608,1104,160166,1,0,1.5,129,16
4,16,2,1608,1104,160167,1,0,3.1,128,14
4,16,2,1609,738,160168,1,0.1,6,174,12
4,16,2,1609,738,160168,2,0.1,6.8,171,12
4,16,2,1609,738,160169,1,0,5.2,175,13
4,16,2,1609,738,160170,1,0.1,4.8,176,13
4,16,2,1608,1104,160171,1,0.1,2.8,128,15
4,16,2,1609,738,160172,1,0,4.9,173,13
4,16,2,1608,1104,160173,1,0,2.8,132,14
4,16,2,1612,108,160174,1,0.5,1.5,91,14
4,16,2,1612,108,160174,2,0.4,0.8,92,14
4,16,2,1612,108,160174,3,0.3,0.1,91,15
4,16,2,1612,108,160174,4,0.1,3.3,83,14
4,16,2,1612,108,160175,1,0,3,86,13
4,16,2,1612,108,160175,2,0.7,0.6,92,15
4,16,2,1603,158,160176,1,0.3,6.1,140,12
4,16,2,1603,158,160178,1,0,6.7,139,12
4,16,2,1603,158,160179,1,0.1,5.9,144,13
4,16,2,1603,158,160179,2,0.1,6.5,149,12
4,16,2,1603,158,160180,1,0.1,5.5,129,14
4,16,2,1612,108,160181,1,0.5,1.8,91,14
4,16,2,1612,108,160181,2,0.4,0.9,91,14
4,16,2,1612,108,160181,3,0.4,0.6,91,15
4,16,2,1612,108,160182,1,0.3,2.3,89,14
4,16,2,1612,108,160183,1,0,2.5,85,13
4,16,2,1612,108,160183,2,0.3,2.2,88,13
4,16,2,1612,108,160183,3,0.9,0.4,92,15
4,16,2,1603,158,160184,1,0,5.5,138,13
4,16,2,1603,158,160185,1,0.2,8.9,153,12
4,16,2,1612,108,160186,1,0.8,0.5,92,15
4,16,2,1612,108,160186,2,0.9,0.4,92,15
4,16,2,1612,108,160186,3,0.9,0.4,92,15
4,16,2,1612,108,160188,1,0.9,0.7,90,14
4,16,2,1612,108,160188,2,0.5,2.6,91,14
4,16,2,1612,108,160189,1,0.9,0.9,90,14
4,16,2,1612,108,160189,2,0.8,2.1,90,14
4,16,2,1612,108,160189,3,0.8,2.3,91,14
4,16,2,1612,108,160189,4,0.8,2.1,92,13
4,16,2,1612,108,160190,1,0.6,1.5,92,13
3,17,2,1706,284,170001,1,0,0.7,403,15
3,17,2,1706,284,170002,1,0,1.2,406,15
3,17,2,1706,284,170003,1,0.1,1.1,405,14
3,17,2,1706,284,170003,2,0.2,1.1,404,15
3,17,2,1706,284,170003,3,0.3,1.2,405,14
3,17,2,1706,284,170005,1,12.1,0.2,403,17
3,17,2,1706,284,170006,1,0,0.8,403,16
3,17,2,1706,284,170007,1,0,1.1,403,15
3,17,2,1706,284,170007,2,0.1,0.3,404,15
3,17,2,1706,284,170008,1,1.8,0.6,404,16
3,17,2,1706,284,170008,2,1.7,1.6,401,15
3,17,2,1706,284,170009,1,0.1,1.4,404,18
3,17,2,1706,284,170010,1,0,1,405,17
3,17,2,1719,1354,170011,1,1.3,1.1,403,14
3,17,2,1719,1354,170012,1,0.3,2.4,400,13
3,17,2,1719,1354,170013,1,0.2,2.7,401,13
3,17,2,1719,1354,170013,2,1.4,0.5,398,23
3,17,2,1719,1354,170014,1,0.4,1.6,396,16
3,17,2,1719,1354,170015,1,0.3,2.7,399,13
3,17,2,1719,1354,170016,1,0.3,2.1,402,14
3,17,2,1719,1354,170017,1,0.1,2.6,404,13
3,17,2,1719,1354,170017,2,0.2,3.2,401,13
3,17,2,1719,1354,170017,3,0.2,3,401,13
3,17,2,1719,1354,170018,1,0.3,1.7,399,15
3,17,2,1719,1354,170018,2,0.3,2,400,14
3,17,2,1719,1354,170019,1,0.2,3,401,13
3,17,2,1719,1354,170019,2,0.3,2.6,399,13
3,17,2,1719,1354,170020,1,0.8,0.9,402,15
3,17,2,1719,1354,170020,2,0.2,2.1,403,13
3,17,2,1704,1080,170023,1,0.3,2.3,427,13
3,17,2,1704,1080,170024,1,0.1,1.7,431,14
3,17,2,1704,0,170025,1,0.4,1.8,430,13
3,17,2,1704,1080,170026,1,2,3,430,14
3,17,2,1704,1080,170026,2,2.7,2.1,434,15
3,17,2,1704,1080,170027,1,2.3,7.7,427,12
3,17,2,1704,1080,170028,1,1.8,1.6,422,14
3,17,2,1704,1080,170029,1,1.2,2.1,430,14
3,17,2,1704,1080,170029,2,1.6,2,438,14
3,17,2,1704,1080,170030,1,0.9,2.4,427,13
3,17,2,1722,96,170041,1,0.1,0.9,370,14
3,17,2,1722,96,170041,2,0.3,0.8,369,15
3,17,2,1722,96,170042,1,0.7,0.4,368,20
3,17,2,1722,96,170043,1,0.1,0.9,369,14
3,17,2,1722,96,170043,2,0.1,1.1,371,14
3,17,2,1722,96,170044,1,0.2,1,370,14
3,17,2,1722,96,170044,2,0.3,1.2,370,14
3,17,2,1722,96,170045,1,0.2,1.1,370,14
3,17,2,1722,96,170046,1,0.4,0.6,369,15
3,17,2,1722,96,170047,1,0.3,0.5,369,15
3,17,2,1722,96,170047,2,0.3,0.3,369,15
3,17,2,1722,96,170048,1,0.2,0.7,368,16
3,17,2,1722,96,170048,2,0.2,1,369,15
3,17,2,1722,96,170048,3,0.9,0.9,369,15
3,17,2,1722,96,170048,4,0.2,0.8,368,15
3,17,2,1722,96,170049,1,0.2,0.7,369,15
3,17,2,1722,96,170049,2,0.3,0.8,369,15
3,17,2,1722,96,170050,1,0.4,0.6,369,15
3,17,2,1722,96,170050,2,0.6,0.8,370,14
3,17,2,1715,2244,170051,1,1,0.9,370,16
3,17,2,1715,2244,170052,1,0.5,2.6,370,14
3,17,2,1715,2244,170052,2,0.5,1.2,370,15
3,17,2,1715,2244,170053,1,1.5,0.5,369,15
3,17,2,1715,2244,170053,2,1.4,0.5,369,14
3,17,2,1715,2244,170053,3,1.4,0.4,369,15
3,17,2,1715,2244,170054,1,0.6,1.4,370,15
3,17,2,1715,2244,170054,2,0.4,0.7,370,15
3,17,2,1715,2244,170054,3,0.6,0.6,370,16
3,17,2,1715,2244,170055,1,0.3,0.2,369,16
3,17,2,1715,2244,170055,2,0.6,0.1,369,18
3,17,2,1715,2244,170055,3,0.6,0.9,370,15
3,17,2,1715,2244,170056,1,0.1,0.6,369,14
3,17,2,1715,2244,170056,2,1,1.4,370,15
3,17,2,1715,2244,170057,1,0.8,1,369,16
3,17,2,1715,2244,170057,2,0.9,0.6,369,17
3,17,2,1715,2244,170057,3,0.9,0.6,369,17
3,17,2,1715,2244,170058,1,0.4,0.8,370,18
3,17,2,1715,2244,170058,2,0.5,1.1,371,14
3,17,2,1715,2244,170059,1,0.6,0.5,369,18
3,17,2,1715,2244,170059,2,1.1,2.1,371,13
3,17,2,1715,2244,170060,1,0.6,0.3,369,25
3,17,2,1715,2244,170060,2,0.1,0.9,369,15
3,17,2,1710,546,170061,1,0.2,1.7,352,13
3,17,2,1710,546,170062,1,1.8,2.4,351,13
3,17,2,1710,546,170062,2,1.8,2.2,351,14
3,17,2,1710,546,170063,1,1.5,1.2,352,15
3,17,2,1710,546,170063,2,1.6,1.6,350,15
3,17,2,1710,546,170064,1,1.5,1.2,353,14
3,17,2,1710,546,170064,2,1.8,2,351,14
3,17,2,1710,546,170065,1,0.3,1.5,352,14
3,17,2,1710,546,170066,1,0.4,0,353,21
3,17,2,1710,546,170066,2,0.6,0.7,351,15
3,17,2,1710,546,170066,3,0.6,0.7,352,15
3,17,2,1710,546,170067,1,0.8,0.5,351,16
3,17,2,1710,546,170068,1,0.3,0.7,353,14
3,17,2,1710,546,170068,2,0.6,1.3,352,15
3,17,2,1710,546,170069,1,0.4,0.6,353,24
3,17,2,1710,546,170070,1,0.6,1.4,352,15
3,17,1,1713,226,170079,1,1,0,358,29
3,17,2,1716,1452,170081,1,0.5,2,369,14
3,17,2,1716,1452,170082,1,0.5,2.3,371,13
3,17,2,1716,1452,170083,1,0.7,0.3,367,17
3,17,2,1716,1452,170083,2,0.5,0.2,367,17
3,17,2,1716,1452,170084,1,0.5,2,372,13
3,17,2,1716,1452,170085,1,0.5,0.6,367,16
3,17,2,1716,1452,170085,2,1.9,1.3,367,14
3,17,2,1716,1452,170086,1,0.6,1,368,14
3,17,2,1716,1452,170087,1,0.7,0.6,367,17
3,17,2,1716,1452,170087,2,0.7,0.2,367,16
3,17,2,1716,1452,170088,1,0.9,0.5,367,21
3,17,2,1716,1452,170088,2,1.9,0,371,26
3,17,2,1716,1452,170089,1,0.6,0.2,367,16
3,17,2,1716,1452,170089,2,1.9,1.5,368,15
3,17,2,1716,1452,170090,1,0.2,2.8,370,13
3,17,2,1702,510,170091,1,1.4,0,392,36
3,17,2,1702,510,170091,2,1.4,0,392,36
3,17,2,1702,510,170091,3,0.6,0,392,36
3,17,2,1702,510,170092,1,0.2,1.1,393,15
3,17,2,1702,510,170092,2,0.9,0.3,392,16
3,17,2,1702,510,170093,1,0.5,1.3,391,19
3,17,2,1702,510,170093,2,0.6,1.2,391,19
3,17,2,1702,510,170094,1,0.3,1.2,392,18
3,17,2,1702,510,170094,2,0.3,0.9,392,16
3,17,2,1702,510,170094,3,0.5,0,392,34
3,17,2,1702,510,170095,1,0.6,0.2,391,19
3,17,2,1702,510,170095,2,1.1,1.2,391,14
3,17,2,1702,510,170096,1,0.6,0.1,391,17
3,17,2,1702,510,170096,2,1.1,0.8,392,15
3,17,2,1702,510,170097,1,0.6,0.3,391,18
3,17,2,1702,510,170097,2,1.4,1.3,392,14
3,17,2,1702,510,170098,1,1.9,0.6,392,15
3,17,2,1702,510,170099,1,0.6,0.3,391,17
3,17,2,1702,510,170099,2,1.8,0.9,389,17
3,17,2,1702,510,170100,1,0.2,0.8,392,15
3,17,2,1702,510,170100,2,0.9,2,391,15
3,17,2,1727,634,170101,1,0.2,0.4,410,16
3,17,2,1727,634,170101,2,0.2,1.3,409,15
3,17,2,1727,634,170102,1,0.2,0.4,409,16
3,17,2,1727,634,170102,2,0.2,0.4,409,16
3,17,2,1727,634,170103,1,0.3,0.5,410,17
3,17,2,1727,634,170103,2,0.5,1,410,14
3,17,2,1727,634,170103,3,0.2,1.2,409,15
3,17,2,1727,634,170104,1,0.5,0.8,411,15
3,17,2,1727,634,170105,1,0.7,0.9,408,16
3,17,2,1727,634,170105,2,0.2,1.1,409,19
3,17,2,1727,634,170106,1,0.4,1.1,408,23
3,17,2,1727,634,170106,2,0.8,0.9,408,16
3,17,2,1727,634,170107,1,0.8,1.4,409,14
3,17,2,1727,634,170107,2,1.1,0.6,408,24
3,17,2,1727,634,170108,1,0.1,1.2,411,14
3,17,2,1727,634,170109,1,0.5,0.7,410,14
3,17,2,1727,634,170109,2,0.3,0.8,409,22
3,17,2,1727,634,170110,1,0.4,0,409,36
3,17,2,1712,794,170111,1,0,1.4,496,15
3,17,2,1712,794,170111,2,1.7,0.9,485,21
3,17,2,1712,794,170112,1,1.8,1.4,486,14
3,17,2,1712,794,170112,2,1,2.1,504,14
3,17,2,1712,794,170113,1,2.1,1.1,483,17
3,17,2,1712,794,170113,2,0.9,1.3,504,14
3,17,2,1712,794,170113,3,0.1,1,497,16
3,17,2,1712,794,170114,1,1,1.7,505,14
3,17,2,1712,794,170114,2,1,1.8,505,14
3,17,2,1712,794,170114,3,1,1.9,505,14
3,17,2,1712,794,170115,1,0.6,1.2,501,14
3,17,2,1712,794,170115,2,0.6,1.8,499,15
3,17,2,1712,794,170115,3,0.5,1.5,499,14
3,17,2,1712,794,170116,1,0,1.1,496,16
3,17,2,1712,794,170117,1,2.5,3.1,507,13
3,17,2,1712,794,170117,2,2.4,2.2,508,13
3,17,2,1712,794,170118,1,0.7,0.8,502,16
3,17,2,1712,794,170119,1,1,0.7,497,16
3,17,2,1712,794,170119,2,1,0.7,497,16
3,17,2,1712,794,170120,1,0.4,2.2,495,14
3,17,2,1712,794,170120,2,0.9,0.8,497,15
3,17,2,1724,786,170121,1,0.5,1.5,477,15
3,17,2,1724,786,170121,2,0.5,0.8,481,17
3,17,2,1724,786,170122,1,0.4,1.8,478,16
3,17,2,1724,786,170122,2,0.5,0.8,481,17
3,17,2,1724,786,170123,1,0.8,1,487,15
3,17,2,1724,786,170123,2,0.4,1.7,482,14
3,17,2,1724,786,170124,1,0.5,1.8,477,13
3,17,2,1724,786,170125,1,1.3,1.7,485,13
3,17,2,1724,786,170125,2,0.9,1.3,484,15
3,17,2,1724,786,170126,1,1,0.8,485,18
3,17,2,1724,786,170127,1,0.1,1.5,484,14
3,17,2,1724,786,170127,2,0.7,1.4,482,16
3,17,2,1724,786,170128,1,0.5,1.9,476,15
3,17,2,1724,786,170128,2,0.5,0.7,480,18
3,17,2,1724,786,170129,1,2.3,0.9,483,14
3,17,2,1724,786,170130,1,0.3,1.5,481,14
3,17,2,1724,786,170130,2,0.2,1.3,485,15
3,18,2,1803,840,180031,1,0.5,0.7,646,14
3,18,2,1803,840,180031,2,0.2,1.5,643,15
3,18,2,1803,840,180031,3,0.2,1.7,644,15
3,18,2,1803,840,180032,1,2,1.6,639,14
3,18,2,1803,840,180032,2,1.3,1.7,644,13
3,18,2,1803,840,180033,1,0,1.8,645,14
3,18,2,1803,840,180034,1,2,2.1,629,14
3,18,2,1803,840,180035,1,1.5,1.5,642,14
3,18,2,1803,840,180036,1,0.9,3.4,641,13
3,18,2,1803,840,180036,2,0.9,3.4,641,13
3,18,2,1803,840,180037,1,0.9,3.3,648,14
3,18,2,1803,840,180037,2,0.9,2.1,644,14
3,18,2,1803,840,180038,1,1.4,3.2,641,13
3,18,2,1803,840,180038,2,2.1,2.2,637,13
3,18,2,1803,840,180038,3,1.1,1.4,647,14
3,18,2,1803,840,180039,1,2,2,640,13
3,18,2,1803,0,180040,1,2.6,1.6,635,13
3,18,2,1803,0,180040,2,1.9,0.9,625,17
3,18,2,1803,0,180040,3,0.8,3,645,13
3,18,1,1816,378,180041,1,1.3,1.2,665,14
3,18,1,1816,378,180041,2,0,1.2,673,14
3,18,1,1816,378,180042,1,2.5,1.4,666,15
3,18,1,1816,378,180042,2,2.4,2.1,667,14
3,18,1,1816,378,180043,1,2.9,1.5,678,13
3,18,1,1816,378,180043,2,2.9,1.7,677,13
3,18,1,1816,378,180044,1,1.1,1.7,668,13
3,18,1,1816,378,180044,2,1.3,1.2,664,14
3,18,1,1816,378,180044,3,1.4,2.1,666,13
3,18,1,1816,378,180045,1,1.7,1.9,658,13
3,18,1,1816,378,180045,2,1.8,2.2,660,14
3,18,1,1816,378,180046,1,1.2,2.3,656,13
3,18,1,1816,378,180047,1,1.4,1.6,657,14
3,18,1,1816,378,180047,2,0.9,1.2,666,15
3,18,1,1816,378,180047,3,1.4,1.8,658,14
3,18,1,1816,378,180047,4,1.3,1.2,659,16
3,18,2,1805,534,180051,1,0.6,1.8,622,13
3,18,2,1805,534,180051,2,0.3,3,616,14
3,18,2,1805,534,180052,1,0.5,2.4,622,14
3,18,2,1805,534,180052,2,0.7,3.5,625,13
3,18,2,1805,534,180053,1,0,0.6,615,15
3,18,2,1805,534,180053,2,0.1,1.2,614,14
3,18,2,1805,534,180053,3,0.3,1.5,613,14
3,18,2,1805,534,180054,1,0.2,0.6,613,16
3,18,2,1805,534,180054,2,0.3,0.5,613,16
3,18,2,1805,534,180054,3,0.3,0.6,613,16
3,18,2,1805,534,180055,1,0.1,1.6,614,24
3,18,2,1805,534,180055,2,0.1,1.8,613,14
3,18,2,1805,534,180055,3,0.1,1.1,615,23
3,18,2,1805,534,180056,1,0.1,1.5,613,14
3,18,2,1805,534,180056,2,0.4,1.7,610,14
3,18,2,1805,534,180057,1,1.2,2.1,620,13
3,18,2,1805,534,180057,2,0.4,2.4,615,15
3,18,2,1805,534,180057,3,0.6,2.5,622,14
3,18,2,1805,534,180058,1,0,2.6,627,14
3,18,2,1805,534,180058,2,0.1,2.7,628,14
3,18,2,1805,534,180058,3,0.1,2.6,628,14
3,18,2,1805,534,180059,1,0.2,3.3,624,14
3,18,2,1805,534,180059,2,0.2,2.4,629,14
3,18,2,1805,534,180059,3,0.2,3.1,627,13
3,18,2,1805,534,180060,1,0.2,2.1,631,13
3,18,2,1805,534,180060,2,0.2,2.4,629,14
3,18,2,1805,534,180060,3,0.2,2.7,627,13
3,18,2,1817,370,180061,1,2,2,779,14
3,18,2,1817,370,180063,1,0.9,1.1,780,16
3,18,2,1817,370,180063,2,1,1.3,780,14
3,18,2,1817,370,180064,1,1.1,1.5,780,14
3,18,2,1817,370,180064,2,1.1,1.5,780,14
3,18,2,1817,370,180064,3,0.6,2.2,772,16
3,18,2,1817,370,180065,1,0.4,3.7,781,14
3,18,2,1817,370,180066,1,0.2,1.3,784,14
3,18,2,1817,370,180067,1,1.1,2.1,780,14
3,18,2,1817,370,180067,2,1.1,2.1,780,14
3,18,2,1817,370,180068,1,1,2.8,774,14
3,18,2,1817,370,180069,1,1.8,2.9,784,13
3,18,2,1817,370,180069,2,2,3.5,781,13
3,18,2,1817,370,180070,1,1.3,1.9,780,13
3,18,2,1817,370,180070,2,2.6,1.5,794,14
3,18,2,1808,1726,180071,1,6.1,1.8,729,15
3,18,2,1808,1726,180071,2,0.1,2.7,721,15
3,18,2,1808,1726,180071,3,0.4,4,728,12
3,18,2,1808,1726,180071,4,4.3,4.9,745,12
3,18,2,1808,1726,180072,1,0.2,3.2,724,13
3,18,2,1808,1726,180072,2,,,,
3,18,2,1808,1726,180072,3,0.1,2.6,723,14
3,18,2,1808,1726,180073,1,0.5,3.3,718,12
3,18,2,1808,1726,180073,2,0.5,5.7,714,13
3,18,2,1808,1726,180074,1,0,3,719,13
3,18,2,1808,1726,180075,1,0.6,3.6,727,13
3,18,2,1808,1726,180075,2,0.6,3.7,728,13
3,18,2,1808,1726,180076,1,0.7,0,703,22
3,18,2,1808,1726,180076,2,0.8,0,703,36
3,18,2,1808,1726,180077,1,0.9,1.3,728,14
3,18,2,1808,1726,180077,2,0.3,2.6,704,16
3,18,2,1808,1726,180077,3,0.4,5.2,725,13
3,18,2,1808,1726,180078,1,0.5,0,703,36
3,18,2,1808,1726,180078,2,0.7,4.3,724,14
3,18,2,1808,1726,180078,3,1.9,1.9,709,13
3,18,2,1808,1726,180079,1,0.2,1.6,703,16
3,18,2,1808,1726,180079,2,0.4,5.8,711,13
3,18,2,1808,1726,180080,1,0.4,2.6,721,15
3,18,2,1808,1726,180080,2,0.4,2.7,721,16
3,18,2,1808,1726,180080,3,0,3.2,715,14
3,18,2,1811,364,180081,1,0.5,3.4,564,14
3,18,2,1811,364,180081,2,0.4,3.1,566,15
3,18,2,1811,364,180082,1,0.9,3.2,590,14
3,18,2,1811,364,180082,2,2,3.7,583,12
3,18,2,1811,364,180082,3,1.2,3.5,586,14
3,18,2,1811,364,180083,1,1.7,1.5,577,19
3,18,2,1811,364,180083,2,1,3.1,585,14
3,18,2,1811,364,180083,3,0.5,2.4,592,13
3,18,2,1811,364,180084,1,1.1,2.5,566,16
3,18,2,1811,364,180084,2,0.4,3.7,574,15
3,18,2,1811,364,180084,3,0.5,6,577,13
3,18,2,1811,364,180084,4,0.5,6,577,13
3,18,2,1811,364,180085,1,0.3,4.7,571,12
3,18,2,1811,364,180085,2,0.2,4.4,573,12
3,18,2,1811,364,180085,3,0.3,2.8,595,14
3,18,2,1811,364,180086,1,1.3,2.9,573,15
3,18,2,1811,364,180086,2,1.3,2.9,573,15
3,18,2,1811,364,180086,3,1.2,4.3,574,15
3,18,2,1811,364,180087,1,6,4,605,15
3,18,2,1811,364,180087,2,1,4.5,579,15
3,18,2,1811,364,180087,3,1.1,3.6,572,16
3,18,2,1811,364,180088,1,0.3,13.6,608,11
3,18,2,1811,364,180088,2,1.1,2.2,594,14
3,18,2,1811,364,180088,3,0.2,8,601,12
3,18,2,1811,364,180089,1,1.1,4.3,572,15
3,18,2,1811,364,180089,2,1.1,4.2,572,16
