"zone","state","sector","lga","ea","hhid","plotid","dist_household","srtmslp_nga","srtm_nga","twi_nga"
1,7,2,702,632,70118,1,1.2,1.7,73,13
1,7,2,702,632,70118,2,1.1,0.5,72,15
1,7,2,702,632,70118,3,1.2,1.7,73,13
1,7,2,702,632,70118,4,1,0.7,72,15
1,7,2,702,632,70118,5,1.1,0.9,72,15
1,7,2,702,632,70119,1,2,2,84,13
1,7,2,702,632,70119,2,2,2.1,84,13
1,7,2,702,632,70119,3,2,1.3,85,13
1,7,2,702,632,70119,4,0.6,1,72,18
1,7,2,702,632,70119,5,1.8,2.6,80,14
1,7,2,702,632,70120,1,0.5,0.7,71,19
1,7,2,702,632,70120,2,0.5,1,72,16
1,7,2,702,632,70120,3,2.5,1.5,71,14
1,7,2,718,1640,70121,1,0,2.3,172,14
1,7,2,718,1640,70121,2,0,2.3,172,14
1,7,2,718,1640,70121,3,0.4,5.8,165,12
1,7,2,718,1640,70121,4,0.4,3.3,165,13
1,7,2,718,1640,70121,5,0.5,5.4,164,12
1,7,2,718,1640,70122,1,0,1.9,175,13
1,7,2,718,1640,70122,2,0.5,1.6,162,14
1,7,2,718,1640,70122,3,0.4,4,161,14
1,7,2,718,1640,70123,1,0.7,4.1,158,13
1,7,2,718,1640,70123,2,0.7,3.9,159,12
1,7,2,718,1640,70123,3,0.7,3.6,159,12
1,7,2,718,1640,70123,4,0.8,4.1,157,12
1,7,2,718,1640,70124,1,2.5,3.4,195,13
1,7,2,718,1640,70124,2,2.5,3.7,195,13
1,7,2,718,1640,70124,3,2.6,3.7,197,12
1,7,2,718,1640,70124,4,2.6,3.8,197,12
1,7,2,718,1640,70124,5,2.6,3.2,199,13
1,7,2,718,1640,70125,1,0.7,5.1,161,12
1,7,2,718,1640,70125,2,0.7,4.7,161,12
1,7,2,718,1640,70125,3,0.8,3.3,161,13
1,7,2,718,1640,70125,4,0.3,4.4,168,14
1,7,2,718,1640,70126,1,0,2.6,178,14
1,7,2,718,1640,70126,2,0.1,2.1,177,14
1,7,2,718,1640,70126,3,0.1,2.5,177,14
1,7,2,718,1640,70126,4,0.4,2.1,186,14
1,7,2,718,1640,70126,5,0.5,2.1,188,14
1,7,2,718,1640,70126,6,0.1,2,176,15
1,7,2,718,1640,70127,1,0.4,3.6,175,13
1,7,2,718,1640,70127,2,0.4,1.8,173,13
1,7,2,718,1640,70128,1,0,2,175,13
1,7,2,718,1640,70128,2,0.2,4.3,171,13
1,7,2,718,1640,70129,1,0.2,3.4,181,13
1,7,2,718,1640,70129,2,0.5,2.4,176,15
1,7,2,718,1640,70130,1,0.1,3.6,173,13
1,7,2,718,1640,70130,2,0.9,3.3,171,13
1,7,2,718,1640,70130,3,1,3.2,174,13
1,7,2,715,780,70131,1,0.9,8.1,219,13
1,7,2,715,780,70131,2,1,7.8,222,13
1,7,2,715,780,70131,3,1.1,6.8,230,12
1,7,2,715,780,70131,4,1.1,6,231,12
1,7,2,715,780,70132,1,0.5,6.4,209,13
1,7,2,715,780,70132,2,0.5,6.9,223,12
1,7,2,715,780,70132,3,0,4.3,224,13
1,7,2,715,780,70133,1,0.6,5,202,16
1,7,2,715,780,70133,2,0.5,7,206,13
1,7,2,715,780,70133,3,0,3.7,221,13
1,7,2,715,780,70134,1,0.7,7.6,216,12
1,7,2,715,780,70134,2,0.8,6.2,224,12
1,7,2,715,780,70134,3,0.9,4.7,226,12
1,7,2,715,780,70134,4,0.8,7.6,226,12
1,7,2,715,780,70134,5,0.7,7.6,222,12
1,7,2,715,780,70134,6,0,3.6,223,12
1,7,2,715,780,70135,1,0.3,8.5,222,12
1,7,2,715,780,70135,2,0.3,3.9,227,12
1,7,2,715,780,70135,3,0,3.6,224,12
1,7,2,715,780,70136,1,0,4,223,12
1,7,2,715,780,70136,2,0.6,6.1,205,14
1,7,2,715,780,70136,3,0.6,6.5,205,13
1,7,2,715,780,70136,4,0.6,6.7,206,13
1,7,2,715,780,70137,1,0.1,3.6,219,13
1,7,2,715,780,70137,2,0.1,3.6,220,12
1,7,2,715,780,70138,1,0.1,4.2,223,12
1,7,2,715,780,70138,2,0,3.4,219,13
1,7,2,715,780,70139,1,0.5,5.3,211,14
1,7,2,715,780,70139,2,0.6,7.1,215,13
1,7,2,715,780,70139,3,0.6,7.3,216,12
1,7,2,715,780,70139,4,0.7,7.6,215,12
1,7,2,715,780,70140,1,0,3.8,224,12
1,7,2,715,780,70140,2,0.3,2.4,215,14
1,7,2,715,780,70140,3,0.4,3.1,213,14
1,7,2,715,780,70140,4,0.4,2.9,212,14
1,7,2,715,780,70140,5,0.7,2.6,199,18
1,7,1,715,294,70141,1,2.4,5.8,437,13
1,7,1,715,294,70142,1,0.1,7.7,437,13
1,7,1,715,294,70144,1,0,6,441,12
1,7,1,715,294,70144,2,0,6,440,13
1,7,1,715,294,70147,1,9,4.1,428,14
1,7,1,715,294,70147,2,9.1,3.5,426,15
1,7,1,715,294,70149,1,1.3,2.3,409,15
1,7,1,715,294,70150,1,0,4.1,437,14
1,7,1,715,294,70150,2,0,3.9,436,15
1,7,2,713,304,70154,1,4.3,0.5,68,18
1,7,2,713,304,70154,2,3.4,0.9,72,14
1,7,2,713,304,70154,3,3.4,0.6,72,15
1,7,2,713,304,70155,1,3.4,1.2,70,15
1,7,2,713,304,70156,1,1.6,0.5,72,15
1,7,2,713,304,70156,2,1.8,1.3,73,14
1,7,2,713,304,70157,1,1.5,0.3,73,23
1,7,2,713,304,70157,2,2.7,0.9,70,14
1,7,2,713,304,70157,3,2.7,0.5,69,17
1,7,2,713,304,70159,1,2.7,0.7,69,16
1,7,2,713,304,70159,2,2.7,0.5,69,17
1,7,2,713,304,70159,3,3.3,1.7,71,14
1,7,2,713,304,70160,1,0.1,2.4,80,13
2,8,1,821,1448,80011,1,,,,
2,8,1,821,1448,80011,2,,,,
2,8,1,821,1448,80011,3,,,,
2,8,2,812,866,80081,1,0.2,10,616,12
2,8,2,812,866,80081,2,0.6,12.9,577,15
2,8,2,812,866,80081,3,0.6,13.1,578,14
2,8,2,812,866,80081,4,0.3,14,606,14
2,8,2,812,866,80081,5,0.3,11.9,602,14
2,8,2,812,866,80082,1,0.6,8.8,574,17
2,8,2,812,866,80082,2,0.6,8.8,574,17
2,8,2,812,866,80082,3,0.6,8.8,574,17
2,8,2,812,866,80083,1,0.1,6.4,637,12
2,8,2,812,866,80083,2,0.1,8.8,638,12
2,8,2,812,866,80084,1,1.9,25,650,11
2,8,2,812,866,80085,1,0.5,17.4,589,12
2,8,2,812,866,80085,2,0.4,14.1,604,11
2,8,2,812,866,80085,3,0.3,16.5,608,11
2,8,2,812,866,80085,4,0.5,9.7,575,16
2,8,2,812,866,80086,1,0,10.7,633,11
2,8,2,812,866,80086,2,0.3,11.2,618,12
2,8,2,812,866,80086,3,0,10.8,633,11
2,8,2,812,866,80087,1,0.1,15.8,632,12
2,8,2,812,866,80087,2,0.1,11.3,638,11
2,8,2,812,866,80088,1,0.1,12.4,646,11
2,8,2,812,866,80088,2,0.1,11.3,629,11
2,8,2,812,866,80089,1,0.2,13.4,654,11
2,8,2,812,866,80089,2,0.2,12.7,651,11
2,8,2,812,866,80089,3,0.2,12.5,651,11
2,8,2,812,866,80090,1,0.1,16,625,12
2,8,2,827,804,80101,1,1.5,2.9,242,13
2,8,2,827,804,80101,2,1.4,2.2,244,13
2,8,2,827,804,80102,1,0.4,1.3,261,16
2,8,2,827,804,80102,2,0.4,1.5,263,15
2,8,2,827,804,80102,3,0.3,0.8,262,16
2,8,2,827,804,80103,1,1,1.6,252,17
2,8,2,827,804,80103,2,0.8,11.1,266,12
2,8,2,827,804,80104,1,0.1,0.6,262,15
2,8,2,827,804,80105,1,2.8,1.8,261,15
2,8,2,827,804,80105,2,1.4,4.3,231,16
2,8,2,827,804,80106,1,1.4,5.4,240,12
2,8,2,827,804,80107,1,0,2.6,261,13
2,8,2,827,804,80107,2,0,2.7,261,13
2,8,2,827,804,80107,3,0.2,4.7,253,14
2,8,2,827,804,80108,1,1.8,4.1,234,12
2,8,2,827,804,80108,2,1.7,3.3,238,13
2,8,2,827,804,80108,3,1.3,2.9,246,13
2,8,2,827,804,80109,1,0.1,1.5,266,14
2,8,2,827,804,80109,2,0.2,1.3,264,14
2,8,2,827,804,80110,1,0.2,1.2,264,13
2,8,2,827,804,80110,2,1.2,5.6,248,14
2,8,2,820,1030,80141,1,1.1,1,337,15
2,8,2,820,1030,80141,2,0.9,0.7,337,15
2,8,2,820,1030,80141,3,0.6,1.1,338,15
2,8,2,820,1030,80142,1,0.3,0.6,338,14
2,8,2,820,1030,80142,2,0.5,0.8,337,15
2,8,2,820,1030,80142,3,0.5,0.9,338,14
2,8,2,820,1030,80143,1,88.1,0.8,361,14
2,8,2,820,1030,80143,2,87.9,1.4,360,14
2,8,2,820,1030,80143,3,1,0.9,337,15
2,8,2,820,1030,80144,1,0.4,1,339,14
2,8,2,820,1030,80144,2,0.7,1.8,338,13
2,8,2,820,1030,80145,1,0.1,1.4,338,15
2,8,2,820,1030,80145,2,0.1,0.8,338,14
2,8,2,820,1030,80145,3,0.3,0.6,337,15
2,8,2,820,1030,80146,1,1.7,1.8,329,14
2,8,2,820,1030,80146,2,3.2,0.1,322,19
2,8,2,820,1030,80147,1,0.1,0.2,340,15
2,8,2,820,1030,80147,2,0.4,0.4,338,15
2,8,2,820,1030,80147,3,0.6,0.5,337,15
2,8,2,820,1030,80148,1,1.2,0.2,337,16
2,8,2,820,1030,80148,2,1.8,0.7,336,15
2,8,2,820,1030,80149,1,1.1,0.5,336,18
2,8,2,820,1030,80149,2,0.2,0.9,340,15
2,8,2,820,1030,80149,3,0.5,0.5,338,15
2,8,2,820,1030,80150,1,1,0.8,338,15
2,8,2,824,768,80155,1,2.7,2,289,15
2,8,2,824,768,80155,2,2.8,2.7,288,18
2,8,2,824,768,80156,1,45.9,0.8,297,14
2,8,2,824,768,80156,2,51.9,0.6,298,16
2,8,2,824,768,80159,1,43.1,1.1,297,15
2,8,2,824,768,80160,1,1.9,2.5,290,13
2,8,2,815,362,80201,1,25.7,1,300,14
2,8,2,815,362,80202,1,25.1,0.9,300,17
2,8,2,815,362,80203,1,4.7,0.6,296,23
2,8,2,815,362,80204,1,5.3,0.3,296,21
2,8,2,815,362,80207,1,26.5,0.8,299,18
2,8,2,815,362,80208,1,2.5,0.5,299,15
2,8,2,815,362,80208,2,2.3,1.1,299,14
2,8,2,815,362,80210,1,4.8,0.5,298,17
2,8,2,815,362,80210,2,4.5,0.8,299,14
5,9,1,908,278,90004,1,1.4,10.2,66,12
5,9,1,908,0,90006,1,0,8.4,26,12
5,3,2,312,0,90007,1,0,3.5,90,13
5,3,2,312,0,90007,2,0,3.4,89,13
5,3,2,312,0,90007,3,0,3.7,89,13
5,3,2,312,0,90007,4,,,,
5,3,2,312,0,90007,5,,,,
5,3,2,312,0,90007,6,,,,
5,3,2,312,0,90007,7,,,,
5,9,1,908,278,90009,1,,,,
5,9,2,903,48,90011,1,0.1,3.4,39,13
5,9,2,903,48,90011,2,4.6,0.6,16,15
5,9,2,903,0,90013,1,,,,
5,9,2,903,0,90013,2,,,,
5,9,2,903,48,90014,1,1.2,1.8,40,13
5,9,2,903,48,90014,2,0.1,2.2,49,14
5,9,2,903,48,90016,1,0.1,7.3,43,12
5,9,2,903,48,90016,2,0.1,6.4,44,12
5,9,2,903,48,90018,1,0,3.8,40,13
5,9,2,903,48,90018,2,0.5,9.6,45,12
5,9,2,903,48,90018,3,0,3.4,40,13
5,9,2,903,48,90020,1,0,6.1,41,14
5,9,2,903,48,90020,2,0,6.1,41,13
5,9,1,915,1390,90022,1,2.4,8.1,27,13
5,9,1,915,1390,90022,2,2.4,4.5,24,18
5,9,1,915,1390,90022,3,2.4,12.8,46,12
5,9,1,915,1390,90025,1,0.6,4.7,36,16
5,9,1,915,1390,90025,2,0.7,10.1,41,15
5,9,1,915,1390,90025,3,0.7,9.9,41,15
5,9,1,915,1390,90025,4,0.8,11.6,46,12
5,9,1,915,1390,90026,1,0.4,6.3,43,15
5,9,1,915,1390,90027,1,0.4,8.5,63,12
5,9,1,915,1390,90027,2,0.2,9.4,61,11
5,9,1,915,1390,90029,1,0.4,9.2,65,12
5,9,1,917,1254,90031,1,2.7,5.9,66,12
5,9,1,917,1254,90032,1,3.2,5.4,59,12
5,9,1,917,1254,90032,2,2.6,2.2,67,13
5,9,1,917,1254,90033,1,3.3,3.8,61,13
5,9,1,917,1254,90033,2,2.2,2.1,57,13
5,9,1,917,1254,90033,3,3.1,5.1,55,13
5,9,1,917,1254,90033,4,3.1,4.3,54,13
5,9,1,917,1254,90033,5,,,,
5,9,1,917,1254,90035,1,3,1.2,50,16
5,9,1,917,1254,90035,2,2.6,5.4,64,12
5,9,1,917,1254,90035,3,2.8,8.4,65,12
5,9,1,917,1254,90036,1,3.4,1.8,48,17
5,9,1,917,1254,90036,2,3.3,1.6,48,17
5,9,1,917,1254,90036,3,3.3,1.3,48,17
5,9,1,917,1254,90036,4,3.2,3.3,52,14
5,9,1,917,1254,90036,5,3.3,3.8,52,14
5,9,1,917,1254,90036,6,3.2,5,61,12
5,9,1,917,1254,90036,7,3.2,4.4,59,12
5,9,1,917,1254,90036,8,3.1,5.3,58,12
5,9,1,917,1254,90036,9,3.2,5.4,59,12
5,9,1,917,1254,90036,10,,,,
5,9,1,917,1254,90037,1,3.3,1.7,63,13
5,9,1,917,1254,90037,2,2.1,1.2,55,14
5,9,1,917,1254,90037,3,1,1.4,37,19
5,9,1,917,1254,90038,1,1.8,2.1,59,14
5,9,1,917,1254,90038,2,2.8,4.4,68,13
5,9,1,917,1254,90038,3,3,9.9,63,12
5,9,1,917,1254,90040,1,2,1,55,15
5,9,2,901,398,90041,1,3.5,4.7,93,13
5,9,2,901,398,90041,2,1.8,4.3,30,15
5,9,2,901,398,90043,1,,,,
5,9,2,901,398,90043,2,,,,
5,9,2,901,398,90043,3,,,,
5,9,2,901,398,90043,4,1.9,3.9,65,12
5,9,2,901,398,90044,1,2.2,4.3,78,14
5,9,2,901,398,90044,2,1.2,5,53,13
5,9,2,901,398,90045,1,0.7,3.6,58,13
5,9,2,901,398,90045,2,0.9,5.7,53,14
5,9,2,901,398,90046,1,0.3,5.9,55,13
5,9,2,901,398,90047,1,0.9,3.8,58,14
5,9,2,901,398,90047,2,2,3.5,33,12
5,9,2,901,398,90048,1,3,4.8,48,14
5,9,2,901,398,90048,2,0.8,6.3,59,14
5,3,1,331,0,90051,1,,,,
5,3,1,331,0,90051,2,,,,
5,9,2,910,200,90052,1,,,,
5,9,2,910,200,90052,2,0.5,2.2,115,13
5,9,2,910,200,90054,1,0.2,2.6,107,15
5,9,2,910,0,90055,1,,,,
5,9,2,910,0,90055,2,,,,
5,9,2,910,0,90055,3,0.5,2.7,110,13
5,9,2,910,200,90056,1,,,,
5,9,2,910,200,90057,1,,,,
5,9,2,910,200,90057,2,0.7,2.3,111,14
5,9,2,910,200,90057,3,3.6,2.6,137,14
5,9,2,912,0,90058,1,1.2,2.4,285,18
5,9,2,912,0,90058,2,1.3,13.6,297,14
5,9,2,910,200,90059,1,0.5,3.1,113,13
5,9,2,910,200,90059,2,0.5,3.3,112,14
5,9,2,910,200,90059,3,0.7,3.1,116,13
5,9,2,910,200,90060,1,0.2,2.3,111,16
5,9,2,907,1446,90062,1,0.1,4.9,174,13
5,9,2,907,1446,90062,2,1.5,1.4,162,15
5,9,2,907,1446,90062,3,2.4,4.1,165,14
5,9,2,907,1446,90063,1,1.6,1.9,164,14
5,9,2,907,1446,90064,1,3.9,27.2,228,12
5,9,2,907,1446,90064,2,3.9,32.4,239,11
5,9,2,907,1446,90064,3,4.1,39.9,280,11
5,9,2,907,1446,90064,4,4.2,44.9,306,12
5,9,2,907,1446,90064,5,3.9,26.6,228,12
5,9,2,907,1446,90065,1,2.4,1.8,183,15
5,9,2,907,1446,90065,2,2.4,1.5,183,15
5,9,2,907,1446,90065,3,2.4,2.8,184,14
5,9,2,907,1446,90066,1,1.2,1.1,175,13
5,9,2,907,1446,90066,2,,,,
5,9,2,907,1446,90066,3,1.3,2.1,174,15
5,9,2,907,1446,90067,1,3.6,4.5,167,14
5,9,2,907,1446,90067,2,3.6,3.4,166,15
5,9,2,907,1446,90069,1,3,2.5,187,14
5,9,2,907,1446,90069,2,3.1,2.2,191,13
5,9,2,907,1446,90069,3,0,3.3,168,14
5,9,2,907,0,90070,1,1.4,1.2,186,13
5,9,2,907,0,90070,2,1.4,1.2,186,13
5,9,2,907,0,90070,3,1.4,5.5,188,12
5,9,2,912,102,90071,1,0.2,1.6,248,13
5,9,2,912,102,90071,2,0.3,1.6,248,13
5,9,2,912,0,90072,1,61.3,12.6,225,12
5,9,2,912,0,90072,2,1.5,2.9,254,13
5,9,2,912,0,90072,3,,,,
5,9,2,912,102,90074,1,1.4,13.2,273,11
5,9,2,912,102,90074,2,2,3.7,238,15
5,9,2,912,102,90074,3,0.4,5.7,246,12
5,9,2,912,102,90075,1,0.4,7.1,242,12
5,9,2,912,102,90075,2,0.2,2.7,248,13
5,9,2,912,102,90075,3,0.9,2.8,222,15
5,9,2,912,102,90076,1,0.1,3.4,249,13
5,9,2,912,102,90076,2,2.2,3,247,15
5,9,2,912,102,90076,3,0.9,5.5,238,13
5,9,2,912,102,90076,4,2.2,2.9,246,16
5,9,2,912,102,90078,1,0,3.2,247,13
5,9,2,912,102,90078,2,0,3.7,247,13
5,9,2,912,102,90078,3,0.1,2,249,13
5,9,2,912,102,90079,1,1.1,5.5,226,13
5,9,2,912,102,90079,2,2.7,49.9,440,10
5,9,2,912,102,90079,3,0.1,1.6,248,13
5,9,2,912,102,90079,4,0.8,2,222,16
5,9,2,912,102,90079,5,,,,
5,9,2,912,102,90079,6,0.1,2.1,248,13
5,9,2,912,102,90079,7,1.1,5.5,226,13
5,9,2,912,102,90080,1,0.1,2.9,248,13
5,9,2,916,1068,90081,1,2.1,3.7,105,17
5,9,2,916,1068,90082,1,0.1,2,119,15
5,9,2,916,1068,90082,2,1.1,3.8,125,13
5,9,2,916,1068,90083,1,0.1,1.5,118,15
5,9,2,916,1068,90083,2,0,1.6,118,14
5,9,2,916,1068,90084,1,2.9,4.1,108,13
5,9,2,916,1068,90084,2,3,3.3,112,13
5,9,2,916,1068,90085,1,3.7,1.9,109,14
5,9,2,916,1068,90085,2,3.7,1.5,109,14
5,9,2,916,1068,90086,1,1.8,3.2,114,13
5,9,2,916,1068,90086,2,1.9,3.1,115,13
5,9,2,916,1068,90087,1,3.1,0,101,24
5,9,2,916,1068,90087,2,0.8,3.4,119,13
5,9,2,916,1068,90088,1,0.2,4.7,119,12
5,9,2,916,1068,90089,1,0.1,2.8,116,16
5,9,2,916,1068,90089,2,0,2.7,118,13
5,9,2,916,1068,90090,1,1.8,2.6,113,13
5,9,2,916,1068,90090,2,1.8,1.5,112,13
5,9,2,916,1068,90090,3,2,3.4,107,16
5,9,2,918,834,90091,1,0.1,4.1,122,13
5,9,2,918,834,90091,2,9.2,4.8,127,13
5,9,2,918,834,90092,1,0,1,128,14
5,9,2,918,834,90092,2,,,,
5,9,2,918,834,90092,3,0.2,4.1,124,13
5,9,2,918,834,90092,4,0.2,4.1,124,13
5,9,2,918,834,90092,5,,,,
5,9,2,918,834,90093,1,0.2,5.9,114,14
5,9,2,918,834,90093,2,0.1,3.9,124,12
5,9,2,918,834,90093,3,2.2,2,106,16
5,9,2,918,834,90094,1,3.7,2.6,102,14
5,9,2,918,834,90095,1,3,3.3,118,13
5,9,2,918,834,90095,2,3,3.3,119,13
5,9,2,918,834,90095,3,3,4.4,116,13
5,9,2,918,834,90095,4,2.9,2,111,16
5,9,2,918,834,90095,5,3.6,3.9,103,14
5,9,2,918,834,90095,6,3.7,2,101,16
5,9,2,918,834,90095,7,3.7,2,101,16
5,9,2,918,834,90095,8,3.7,1.4,101,18
5,9,2,918,834,90096,1,3.3,1.7,114,13
5,9,2,918,834,90096,2,3.3,2.1,114,13
5,9,2,918,834,90096,3,3.2,2.3,114,13
5,9,2,918,834,90097,1,,,,
5,9,2,918,834,90097,2,,,,
5,9,2,918,834,90097,3,0.5,4.8,118,14
5,9,2,918,834,90097,4,,,,
5,9,2,918,834,90097,5,,,,
5,9,2,918,834,90099,1,1.1,4,121,13
5,9,2,918,834,90099,2,1.1,2.9,120,14
5,9,2,918,834,90100,1,1.4,1.4,112,16
5,9,2,918,834,90100,2,3.1,1.3,106,18
5,9,2,918,834,90100,3,3.1,1.5,107,16
5,9,2,918,834,90100,4,2,2.7,125,13
5,9,2,905,978,90101,1,0.2,4.5,147,14
5,9,2,905,978,90101,2,0.1,5.2,149,13
5,9,2,905,978,90102,1,0.3,4.1,149,16
1,25,2,2503,0,90103,1,1.6,1.9,171,14
1,25,2,2503,0,90103,2,1.5,2.6,172,13
5,9,2,905,978,90104,1,0,3.8,153,14
5,9,2,905,978,90104,2,0,3.9,154,14
5,9,2,905,978,90104,3,0.6,3.5,142,13
5,9,2,905,978,90104,4,0.7,2.4,135,16
5,9,2,905,978,90106,1,0.4,5.2,154,13
5,9,2,905,978,90106,2,0.5,2.9,160,13
5,9,2,905,978,90107,1,0,5.5,148,13
5,9,2,905,978,90107,2,0.1,4.2,143,14
5,9,2,905,978,90107,3,0.4,5.2,154,13
5,9,2,905,978,90107,4,0.1,4.1,143,15
5,9,2,905,978,90108,1,0.4,4.1,149,16
5,9,2,905,978,90108,2,0.7,3.6,162,13
5,9,2,905,0,90109,1,,,,
5,9,2,905,0,90109,2,20.5,3.9,142,12
5,9,2,905,0,90109,3,,,,
5,9,2,905,0,90109,4,20.3,3.8,146,12
5,9,2,905,978,90110,1,0.1,2.4,153,13
5,9,2,905,978,90110,2,0.1,3.1,152,13
5,9,2,914,1746,90112,1,1.7,1.8,176,14
5,9,2,914,1746,90112,2,1.7,1.6,177,14
5,9,2,914,1746,90112,3,1.7,1.9,177,14
5,9,2,914,1746,90112,4,0.1,5,176,13
5,9,2,914,1746,90113,1,1.7,4,172,13
5,9,2,914,1746,90113,2,1.6,0.9,166,19
5,9,2,914,1746,90113,3,0.1,1.9,169,14
5,9,2,914,1746,90113,4,,,,
5,9,2,914,1746,90114,1,1.2,3,170,16
5,9,2,914,1746,90114,2,,,,
5,9,2,914,1746,90115,1,1.5,1,167,15
5,9,2,914,1746,90115,2,1.6,1,166,19
5,9,2,914,1746,90115,3,1.6,0.8,166,19
5,9,2,914,1746,90116,1,0.1,2.1,178,14
5,9,2,914,1746,90118,1,1,3.6,182,15
5,9,2,914,1746,90118,2,1,4,183,14
5,9,2,907,0,90119,1,,,,
5,9,2,907,0,90119,2,,,,
5,9,2,914,1746,90120,1,0.3,2.3,163,16
5,9,2,914,1746,90120,2,0,1.3,170,14
5,9,2,914,1746,90120,3,,,,
5,9,2,914,1746,90120,4,0.6,0.7,172,14
5,9,2,913,2266,90121,1,0,1.4,26,15
5,9,2,913,2266,90121,2,0,1.2,28,15
5,9,2,913,2266,90121,3,0.4,1,29,14
5,9,2,913,2266,90121,4,0,1.1,26,15
5,9,2,913,2266,90122,1,0.4,2.5,32,13
5,9,2,913,2266,90122,2,0.4,2.1,29,15
4,11,2,1107,0,90123,1,0.1,1.9,33,13
5,9,2,913,2266,90124,1,0,2.5,33,13
5,9,2,913,2266,90124,2,0,2.5,33,13
5,9,2,913,2266,90124,3,0,2.7,32,13
5,9,2,913,2266,90124,4,0,2.4,32,13
5,9,2,913,2266,90124,5,0.1,2.6,31,14
5,9,2,913,2266,90124,6,0.1,2.5,28,17
5,9,2,913,2266,90126,1,0.1,1,26,17
5,9,2,913,2266,90126,2,,,,
5,9,2,913,2266,90126,3,0.1,0.9,26,16
5,9,2,913,2266,90126,4,0.1,1.2,27,14
5,9,2,913,2266,90127,1,0.4,1,29,14
5,9,2,913,2266,90127,2,0.4,0.9,28,15
5,9,2,913,2266,90127,3,0.4,1.6,28,14
5,9,2,913,2266,90128,1,0.1,0.9,28,16
5,9,2,913,2266,90128,2,0.1,1.1,29,14
5,9,2,913,2266,90128,3,0,0.8,28,15
5,9,2,913,2266,90129,1,1.2,1.3,28,16
5,9,2,913,2266,90129,2,1.8,1,27,16
5,9,2,913,2266,90129,3,1.3,0.3,27,16
5,9,2,913,2266,90129,4,1.4,0.7,26,16
5,9,2,913,2266,90129,5,1.8,0.8,27,19
5,9,2,913,2266,90129,6,1.1,0.8,29,14
5,9,2,913,2266,90129,7,1.1,0.9,28,15
5,9,2,913,2266,90130,1,0.1,1.7,31,14
5,9,2,913,2266,90130,2,0.1,1.8,31,15
5,9,2,913,2266,90130,3,0.1,1.8,31,16
5,10,2,1014,80,100002,1,0.4,8.8,136,12
5,10,2,1014,80,100002,2,0.2,2.4,99,14
5,10,2,1014,80,100003,1,0.1,5.9,101,12
5,10,2,1014,80,100004,1,0.6,4.6,94,14
5,10,2,1014,80,100005,1,0.6,3,115,13
5,10,2,1014,80,100005,2,0.1,3.6,96,14
5,10,2,1014,80,100007,1,0.2,6.6,100,12
5,10,2,1014,80,100009,1,0.1,5.8,91,13
5,10,2,1001,172,100013,1,0.9,5.5,183,13
5,10,2,1001,172,100014,1,1,5,182,14
5,10,2,1001,172,100015,1,1.1,5.1,181,13
5,10,2,1001,172,100020,1,0.7,3.5,193,12
5,10,2,1002,0,100021,1,0.9,3,255,15
5,10,1,1007,1166,100024,1,3.2,1.1,163,14
5,10,1,1007,1166,100025,1,5.2,1.1,162,15
5,10,1,1007,1166,100029,1,3.6,0.8,163,18
5,10,1,1007,1166,100030,1,4.3,1.3,163,16
5,10,2,1008,1314,100031,1,3.7,1.2,159,14
5,10,2,1008,1314,100031,2,1.2,0.8,157,15
5,10,2,1008,1314,100031,3,1.7,0.9,155,15
5,10,2,1008,1314,100032,1,0.8,0.7,157,15
5,10,2,1008,1314,100032,2,,,,
5,10,2,1008,1314,100033,1,0,0.5,155,15
5,10,2,1008,1314,100034,1,1.7,0.7,158,14
5,10,2,1008,1314,100034,2,1,0.6,157,15
5,10,2,1008,1314,100035,1,0,1.6,153,15
5,10,2,1008,1314,100036,1,2.4,0.2,155,23
5,10,2,1008,1314,100038,1,1,0.7,157,15
5,10,2,1008,1314,100039,1,0.7,0.5,157,15
5,10,2,1008,1314,100040,1,1.1,0.8,155,15
5,10,2,1008,1718,100042,1,3.9,1.7,122,16
5,10,2,1008,1718,100043,1,4.1,0.4,122,24
5,10,2,1008,1718,100044,1,4.4,2.7,133,14
5,10,2,1008,1718,100045,1,4.3,3,129,14
5,10,2,1008,1718,100046,1,4.1,2,128,17
5,10,2,1008,1718,100047,1,3.8,3.8,133,13
5,10,2,1008,1718,100048,1,3.1,0.6,144,15
5,10,2,1008,1718,100048,2,2.8,0.9,145,15
5,10,2,1008,1718,100049,1,4.9,2,144,14
5,10,2,1008,1718,100050,1,4,1.6,126,16
5,10,2,1012,936,100061,1,0,1.2,21,14
5,10,2,1012,936,100061,2,3.4,0.1,22,33
5,10,2,1012,936,100065,1,0,0.4,20,22
5,10,2,1010,20,100071,1,0.1,0.1,16,31
5,10,2,1010,20,100073,1,0.1,3.2,19,13
5,10,2,1010,20,100073,2,0,1.4,16,18
5,10,2,1010,20,100074,1,3.7,0.9,18,19
5,10,2,1010,20,100074,2,3.7,0.5,17,15
5,10,2,1010,20,100076,1,3,1.9,17,15
5,10,2,1010,20,100080,1,0,0.1,16,17
5,10,2,1005,1374,100082,1,3.3,0,18,29
5,10,2,1005,1374,100083,1,3.1,0.9,17,18
5,10,2,1005,1374,100085,1,2.4,0,17,36
5,10,2,1005,1374,100086,1,0.5,0,17,36
5,10,2,1005,1374,100090,1,3.1,0.9,18,17
5,10,1,1005,662,100092,1,2.7,2.5,24,13
5,10,1,1005,662,100094,1,0.9,1,16,16
