"zone","state","lga","sector","ea","hhid","ric","saq7","qno","qno1","saq11_b","saq12_b","saq13","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22","saq22a","saq22b"
5,9,917,1,1254,90040,1310,26,1,2,4,1,"15092015",15,9,2015,10,35,13,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,901,2,398,90041,1301,8,1,2,5,1,"19092015",19,9,2015,11,54,15,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,901,2,398,90042,1301,33,1,1,4,1,"19092015",19,9,2015,10,25,13,15,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,9,901,2,398,90043,1301,26,1,2,5,1,"20092015",20,9,2015,13,11,16,21,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,901,2,398,90044,1301,19,1,2,2,1,"19092015",19,9,2015,16,40,18,20,9,,"20092015",20,9,2015,15,30,17,15,16,,,,,,,,,,,,2,1,1
5,9,901,2,398,90045,1301,15,1,2,2,1,"19092015",19,9,2015,12,1,15,32,16,,,,,,,,,,,,,,,,,,,,,,,1,1
5,9,901,2,398,90046,1301,12,1,2,4,1,"20092015",20,9,2015,11,20,14,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,901,2,398,90047,1301,24,1,2,3,1,"19092015",19,9,2015,12,2,15,1,16,,,,,,,,,,,,,,,,,,,,,,,1,1
5,9,901,2,398,90048,1301,30,1,2,3,1,"20092015",20,9,2015,10,15,12,40,16,,,,,,,,,,,,,,,,,,,,,,,1,1
5,9,901,2,398,90049,1301,17,1,1,3,1,"19092015",19,9,2015,8,10,9,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,901,2,398,90050,1301,21,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,910,2,200,90051,1306,2,1,2,5,1,"31082015",31,8,2015,12,47,15,22,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,9,910,2,200,90052,1306,3,1,2,4,1,"31082015",31,8,2015,14,30,17,42,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,910,2,200,90054,1306,1,1,2,3,1,"31082015",31,8,2015,11,10,13,45,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,910,2,200,90055,1306,5,1,2,3,1,"01092015",1,9,2015,9,15,11,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,910,2,200,90056,1306,6,1,2,4,1,"01092015",1,9,2015,10,0,1,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,910,2,200,90057,1306,8,1,2,5,1,"31082015",31,8,2015,9,17,11,49,9,,"01092015",1,9,2015,12,13,14,27,15,,,,,,,,,,,,2,1,1
5,9,912,2,0,90058,0,,1,2,1,,"20102015",20,10,2015,16,7,18,44,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,910,2,200,90059,1306,9,1,2,2,1,"31082015",31,8,2015,15,5,17,15,9,,"01092015",1,9,2015,8,59,10,40,,,,,,,,,,,,,2,1,1
5,9,910,2,200,90060,1306,10,1,2,2,1,"31082015",31,8,2015,9,55,13,40,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,907,2,1446,90061,1404,8,1,1,3,1,"06092015",6,9,2015,12,2,13,55,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,907,2,1446,90062,1404,7,1,2,5,1,"06092015",6,9,2015,12,46,15,47,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,907,2,1446,90063,1404,3,1,2,4,1,"07092015",7,9,2015,17,5,21,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,907,2,1446,90064,1404,6,1,3,2,1,"07092015",7,9,2015,11,5,14,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,907,2,1446,90065,1404,5,1,2,2,1,"06092015",6,9,2015,14,10,16,20,7,,"07092015",7,9,2015,7,5,9,20,16,,,,,,,,,,,,2,1,1
5,9,907,2,1446,90066,1404,1,1,3,5,1,"07092015",7,9,2015,11,13,14,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,907,2,1446,90067,1404,9,1,3,3,1,"07092015",7,9,2015,11,55,14,25,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,907,2,1446,90068,1404,2,1,1,3,1,"06092015",6,9,2015,14,15,17,5,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,907,2,1446,90069,1404,12,1,2,4,1,"05092015",5,9,2015,9,30,12,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,907,2,0,90070,0,10,1,2,4,1,"06092015",6,9,2015,10,9,14,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,912,2,102,90071,1307,11,1,2,2,1,"02092015",2,9,2015,14,15,17,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,912,2,102,90072,1307,14,1,2,2,1,"03092015",3,9,2015,9,50,12,51,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,912,2,102,90073,1307,12,1,1,2,1,"03092015",3,9,2015,9,55,12,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,912,2,102,90074,1307,15,1,3,3,1,"02092015",2,9,2015,11,55,14,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,912,2,102,90075,1307,3,1,2,4,1,"02092015",2,9,2015,10,30,16,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,912,2,102,90076,1307,9,1,2,3,1,"03092015",3,9,2015,9,25,12,5,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,912,2,102,90077,1307,4,1,1,4,1,"03092015",3,9,2015,18,5,21,9,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,912,2,102,90078,1307,1,1,2,5,1,"02092015",2,9,2015,11,51,14,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,912,2,102,90079,1307,7,1,2,5,1,"03092015",3,9,2015,13,19,15,54,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,912,2,102,90080,1307,6,1,2,4,1,"02092015",2,9,2015,11,23,15,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,916,2,1068,90081,1409,24,1,2,5,1,"12092015",12,9,2015,11,32,15,29,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,916,2,1068,90082,1409,11,1,2,4,1,"13092015",13,9,2015,13,0,15,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,916,2,1068,90083,1409,9,1,2,4,1,"14092015",14,9,2015,10,30,15,5,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,916,2,1068,90084,1409,18,1,2,2,1,"13092015",13,9,2015,15,10,18,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,916,2,1068,90085,1409,16,1,3,2,1,"12092015",12,9,2015,13,2,15,20,9,,"13092015",13,9,2015,7,5,8,9,16,,,,,,,,,,,,2,1,1
5,9,916,2,1068,90086,1409,13,1,2,3,1,"13092015",13,9,2015,13,50,15,53,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,916,2,1068,90087,1409,26,1,2,3,1,"14092015",14,9,2015,10,37,12,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,916,2,1068,90088,1409,15,1,2,4,1,"12092015",12,9,2015,8,45,11,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,916,2,1068,90089,1409,7,1,2,5,1,"13092015",13,9,2015,9,13,12,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,916,2,1068,90090,1409,20,1,2,5,1,"14092015",14,9,2015,9,15,12,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,918,2,834,90091,1410,5,1,2,4,1,"10092015",10,9,2015,10,47,13,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,918,2,834,90092,1410,8,1,2,5,1,"10092015",10,9,2015,14,31,15,21,8,,"11092015",11,9,2015,9,53,12,11,16,,,,,,,,,,,,2,1,1
5,9,918,2,834,90093,1410,1,1,2,4,1,"11092015",11,9,2015,10,20,14,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,918,2,834,90094,1410,6,1,2,2,1,"11092015",11,9,2015,9,56,11,20,6,,"11092015",11,9,2015,13,10,15,20,16,,,,,,,,,,,,2,1,1
5,9,918,2,834,90095,1410,9,1,2,2,1,"10092015",10,9,2015,14,40,17,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,918,2,834,90096,1410,10,1,2,3,1,"10092015",10,9,2015,11,20,13,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,918,2,834,90097,1410,4,1,2,3,1,"11092015",11,9,2015,11,50,13,57,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,918,2,0,90098,0,,1,1,1,,"14102015",14,10,2015,13,48,15,42,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,918,2,834,90099,1410,7,1,2,2,1,"10092015",10,9,2015,10,50,13,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,918,2,834,90100,1410,2,1,2,5,1,"10092015",10,9,2015,10,51,13,39,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,905,2,978,90101,1503,14,1,2,5,1,"08092015",8,9,2015,11,20,14,57,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,905,2,978,90102,1503,15,1,2,4,1,"08092015",8,9,2015,9,7,12,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
1,25,2503,2,0,90103,0,16,1,2,3,1,"05092015",5,9,2015,10,20,12,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,905,2,978,90104,1503,11,1,2,2,1,"09092015",9,9,2015,8,59,12,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,905,2,978,90105,1503,9,1,1,2,1,"08092015",8,9,2015,12,50,15,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,905,2,978,90106,1503,9,1,2,3,1,"09092015",9,9,2015,10,55,13,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,905,2,978,90107,1503,9,1,2,3,1,"08092015",8,9,2015,11,55,14,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,905,2,978,90108,1503,1,1,2,5,1,"09092015",9,9,2015,15,29,18,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,911,2,0,90109,0,0,1,2,1,,"16102015",16,10,2015,10,17,13,14,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,9,905,2,978,90110,1503,12,1,2,5,1,"09092015",9,9,2015,11,31,14,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,914,2,1746,90112,1408,16,1,2,4,1,"04092015",4,9,2015,8,55,12,33,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,914,2,1746,90113,1408,7,1,3,5,1,"05092015",5,9,2015,10,11,12,32,16,,"05092015",5,9,2015,15,35,17,49,,,,,,,,,,,,,2,1,1
5,9,914,2,1746,90114,1408,5,1,2,2,1,"04092015",4,9,2015,12,45,15,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,914,2,1746,90115,1408,3,1,2,2,1,"04092015",4,9,2015,17,7,18,20,16,,"05092015",5,9,2015,10,12,12,33,,,,,,,,,,,,,2,1,1
5,9,914,2,1746,90116,1408,11,1,2,4,1,"03092015",3,9,2015,10,33,13,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,914,2,1746,90117,1408,1,1,1,3,1,"05092015",5,9,2015,9,15,10,55,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,914,2,1746,90118,1408,22,1,2,3,1,"04092015",4,9,2015,12,25,14,55,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,907,2,0,90119,0,,1,2,1,,"17102015",17,10,2015,10,52,13,16,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,9,914,2,1746,90120,1408,26,1,2,5,1,"04092015",4,9,2015,11,37,14,11,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,913,2,2266,90121,1108,2,1,2,5,1,"18092015",18,9,2015,10,32,13,57,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,913,2,2266,90122,1108,10,1,2,4,1,"19092015",19,9,2015,8,55,12,19,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,11,1107,2,0,90123,0,0,1,2,2,1,"14102015",14,10,2015,13,45,17,30,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,9,913,2,2266,90124,1108,11,1,3,2,1,"18092015",18,9,2015,9,10,12,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,913,2,2266,90125,1108,9,1,1,2,1,"17092015",17,9,2015,13,8,15,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,913,2,2266,90126,1108,1,1,2,5,1,"17092015",17,9,2015,12,59,16,53,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,913,2,2266,90127,1108,5,1,2,4,1,"12092015",12,9,2015,9,15,12,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,913,2,2266,90128,1108,6,1,2,5,1,"18092015",18,9,2015,15,22,18,27,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,913,2,2266,90129,1108,3,1,3,3,1,"17092015",17,9,2015,13,20,16,53,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,9,913,2,2266,90130,1108,12,1,2,3,1,"18092015",18,9,2015,9,32,11,55,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1014,2,80,100001,1406,9,1,1,3,1,"25082015",25,8,2015,9,57,12,43,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1014,2,80,100002,1406,6,1,2,5,1,"26082015",26,8,2015,10,0,13,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1014,2,80,100003,1406,3,1,2,3,1,"25082015",25,8,2015,13,26,16,32,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1014,2,80,100004,1406,6,1,2,5,1,"24082015",24,8,2015,11,40,14,32,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1014,2,80,100005,1406,8,1,2,3,1,"24082015",24,8,2015,11,51,15,3,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1014,2,80,100006,1406,11,1,1,4,1,"25082015",25,8,2015,8,30,10,40,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1014,2,80,100007,1406,1,1,2,4,1,"24082015",24,8,2015,11,0,13,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1014,2,80,100008,1406,5,1,2,3,1,"26082015",26,8,2015,10,13,14,9,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1014,2,80,100009,1406,2,1,2,4,1,"24082015",24,8,2015,13,50,16,40,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1001,2,172,100011,1501,10,1,1,3,1,"27082015",27,8,2015,14,26,18,10,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1001,2,172,100013,1501,12,1,2,3,1,"28082015",28,8,2015,11,14,15,1,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1001,2,172,100014,1501,9,1,2,3,1,"27082015",27,8,2015,10,47,13,50,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1001,2,172,100015,1501,9,1,3,4,1,"27082015",27,8,2015,10,15,13,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1001,2,172,100016,1501,4,1,1,4,1,"27082015",27,8,2015,14,0,16,20,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1001,2,172,100017,1501,11,1,1,4,1,"28082015",28,8,2015,9,15,11,45,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1001,2,172,100018,1501,21,1,1,5,1,"28082015",28,8,2015,11,9,14,13,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1001,2,172,100019,1501,1,1,1,5,1,"27082015",27,8,2015,1,30,14,45,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1001,2,172,100020,1501,2,1,2,5,1,"27082015",27,8,2015,10,0,13,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1002,2,0,100021,0,0,2,4,3,1,"28042016",28,4,2016,10,45,14,30,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1007,1,1166,100022,1403,11,1,1,4,1,"30082015",30,8,2015,8,30,10,45,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1007,1,1166,100023,1403,10,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4
5,10,1007,1,1166,100024,1403,7,1,2,5,1,"30082015",30,8,2015,11,10,15,18,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1007,1,1166,100025,1403,5,1,2,4,1,"29082015",29,8,2015,8,45,10,30,9,,"30082015",30,8,2015,7,15,8,20,15,,,,,,,,,,,,2,1,1
5,10,1007,1,1166,100026,1403,6,1,1,3,1,"30082015",30,8,2015,10,26,12,14,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1007,1,1166,100027,1403,3,1,1,5,1,"29082015",29,8,2015,10,0,14,18,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1007,1,1166,100028,1403,12,1,1,3,1,"30082015",30,8,2015,8,15,9,30,6,,"01092015",1,9,2015,11,12,14,5,16,,,,,,,,,,,,1,1,1
5,10,1007,1,1166,100029,1403,15,1,2,4,1,"29082015",29,8,2015,10,50,14,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1007,1,1166,100030,1403,8,1,2,3,1,"31092015",31,9,2015,11,27,15,20,11,,"02092015",2,9,2015,16,41,17,9,16,,,,,,,,,,,,1,1,1
5,10,1008,2,1314,100031,1504,1,1,2,3,1,"02092015",2,9,2015,11,13,14,20,7,,"03092015",3,9,2015,8,15,11,40,16,,,,,,,,,,,,2,1,1
5,10,1008,2,1314,100032,1504,5,1,2,4,1,"02092015",2,9,2015,8,30,11,45,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1008,2,1314,100033,1504,3,1,1,4,1,"02092015",2,9,2015,12,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1008,2,1314,100034,1504,2,1,2,3,1,"02092015",2,9,2015,15,15,18,29,8,,"03092015",3,9,2015,13,13,16,46,16,,,,,,,,,,,,2,1,1
5,10,1008,2,1314,100035,1504,9,1,2,5,1,"02092015",2,9,2015,12,51,15,20,7,,"04092015",4,9,2015,11,30,14,58,16,,,,,,,,,,,,2,1,1
5,10,1008,2,1314,100036,1504,8,1,2,5,1,"02092015",2,9,2015,9,16,12,31,9,,"02092015",2,9,2015,16,10,18,40,16,,,,,,,,,,,,2,1,1
5,10,1008,2,1314,100037,1504,6,1,1,3,1,"04092015",4,9,2015,9,32,12,18,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1008,2,1314,100038,1504,10,1,2,4,1,"03092015",3,9,2015,8,20,12,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1008,2,1314,100039,1504,7,1,2,5,1,"03092015",3,9,2015,10,16,14,25,16,,,,,,,,,,,,,,,,,,,,,,2,1,
5,10,1008,2,1314,100040,1504,4,1,2,4,1,"03092015",3,9,2015,12,30,14,50,13,,"04092015",4,9,2015,9,30,10,40,16,,,,,,,,,,,,2,1,1
5,10,1008,2,1718,100041,1004,9,1,1,3,1,"05092015",5,9,2015,13,51,15,20,6,,"06092015",6,9,2015,8,14,11,48,15,,,,,,,,,,,,1,1,1
5,10,1008,2,1718,100042,1004,5,1,2,4,1,"05092015",5,9,2015,8,30,11,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1008,2,1718,100043,1004,4,1,2,4,1,"06092015",6,9,2015,12,15,4,5,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1008,2,1718,100044,1004,17,1,2,4,1,"05092015",5,9,2015,12,30,16,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1008,2,1718,100045,1004,2,1,2,3,1,"07092015",7,9,2015,10,47,13,6,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1008,2,1718,100046,1004,8,1,2,4,1,"06092015",6,9,2015,8,15,11,45,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1008,2,1718,100047,1004,1,1,2,5,1,"07092015",7,9,2015,8,52,13,16,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1008,2,1718,100048,1004,13,1,2,3,1,"05092015",5,9,2015,9,16,13,17,15,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1008,2,1718,100049,1004,18,1,2,5,1,"05092015",5,9,2015,9,16,13,42,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1008,2,1718,100050,1004,6,1,2,5,1,"06092015",6,9,2015,10,32,15,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1021,2,120,100051,1509,8,1,1,4,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,4,4
5,10,1021,2,120,100053,1509,15,1,1,4,1,"08092015",8,9,2015,16,40,18,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1021,2,120,100054,1509,11,1,1,4,1,"08092015",8,9,2015,12,35,15,45,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1021,2,120,100055,1509,30,1,1,3,1,"08092015",8,9,2015,15,48,18,16,7,,"09092015",9,9,2015,8,16,10,4,15,,,,,,,,,,,,2,1,1
5,10,1021,2,120,100056,1509,23,1,1,5,1,"08092015",8,9,2015,9,41,13,27,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1021,2,120,100057,1509,27,1,1,3,1,"08092015",8,9,2015,8,19,11,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1021,2,120,100058,1509,32,1,1,4,1,"08092015",8,9,2015,9,15,12,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1021,2,120,100059,1509,25,1,1,3,1,"08092015",8,9,2015,12,10,15,29,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1021,2,120,100060,1509,35,1,1,5,1,"08092015",8,9,2015,13,45,15,21,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1012,2,936,100061,1405,1,1,2,4,1,"10092015",10,9,2015,12,45,16,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1012,2,936,100062,1405,7,1,1,3,1,"09092015",9,9,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4
5,10,1012,2,936,100063,1405,9,1,1,4,1,"09092015",9,9,2015,12,48,16,20,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1012,2,936,100064,1405,12,1,1,3,1,"10092015",10,9,2015,14,50,17,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1012,2,936,100065,1405,15,1,2,4,1,"09092015",9,9,2015,8,30,12,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1012,2,936,100066,1405,18,1,1,3,1,"09092015",9,9,2015,10,15,13,41,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1012,2,0,100067,0,,1,1,3,,"15102015",15,10,2015,13,46,16,20,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1012,2,936,100068,1405,26,1,1,3,1,"10092015",10,9,2015,10,16,13,45,10,,"12092015",12,9,2015,12,13,15,21,16,,,,,,,,,,,,2,1,1
5,10,1012,2,936,100069,1405,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4
5,10,1012,2,936,100070,1405,29,1,1,4,1,"10092015",10,9,2015,8,40,12,10,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1010,2,20,100071,1404,1,1,2,8,2,"28082015",28,8,2015,8,40,10,15,5,,"28082015",28,8,2015,13,20,16,50,16,,,,,,,,,,,,2,1,1
5,10,1010,2,20,100072,1404,16,1,1,7,2,"30082015",30,8,2015,8,40,10,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1010,2,20,100073,1404,6,1,2,6,2,"29082015",29,8,2015,7,30,10,25,9,,"29082015",29,8,2015,17,10,19,35,16,,,,,,,,,,,,2,1,1
5,10,1010,2,20,100074,1404,10,1,2,7,2,"29082015",29,8,2015,10,49,1,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1010,2,20,100075,1404,13,1,1,6,2,"28082015",28,8,2015,15,5,17,14,8,,"29082015",29,8,2015,12,0,14,14,16,,,,,,,,,,,,2,1,1
5,10,1010,2,20,100076,1404,3,1,2,7,2,"29082015",29,8,2015,16,0,18,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1010,2,20,100077,1404,9,1,1,8,2,"29082015",29,8,2015,9,15,11,32,8,,"29082015",29,8,2015,15,5,18,42,16,,,,,,,,,,,,2,1,1
5,10,1010,2,0,100078,0,,1,1,3,,"15102015",15,10,2015,10,40,12,36,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1010,2,20,100079,1404,18,1,1,6,2,"30082015",30,8,2015,14,0,17,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1010,2,20,100080,1404,21,1,2,8,2,"30082015",30,8,2015,12,15,14,35,8,,"30082015",30,8,2015,16,20,19,5,16,,,,,,,,,,,,2,1,1
5,10,1005,2,1374,100081,1102,2,1,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4
5,10,1005,2,1374,100082,1102,6,1,2,7,2,"26082015",26,8,2015,10,10,1,4,10,,"27082015",27,8,2015,1,20,3,0,16,,,,,,,,,,,,2,1,1
5,10,1005,2,1374,100083,1102,9,1,2,6,2,"27082015",27,8,2015,13,34,15,38,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1005,2,1374,100085,1102,13,1,2,6,2,"26082015",26,8,2015,10,5,12,30,9,,"26082015",26,8,2015,17,22,19,40,16,,,,,,,,,,,,2,1,1
5,10,1005,2,1374,100086,1102,8,1,2,6,2,"26082015",26,8,2015,9,30,13,14,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1005,2,1374,100087,1102,16,1,1,8,2,"26082015",26,8,2015,9,35,12,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1005,2,1374,100088,1102,10,1,1,7,2,"22082015",22,8,2015,12,40,3,0,7,,"28082015",28,8,2015,8,0,10,0,,,,,,,,,,,,,2,1,1
5,10,1005,2,1374,100089,1102,14,1,1,8,2,"25082015",25,8,2015,15,20,18,47,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1005,2,1374,100090,1102,13,1,2,8,2,"27082015",27,8,2015,11,40,14,5,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1005,1,662,100091,1203,14,1,1,8,2,"23082015",23,8,2015,13,33,15,20,16,,,,,,,,,,,,,,,,,,,,,,1,1,1
5,10,1005,1,662,100092,1203,10,1,2,6,2,"24082015",24,8,2015,15,15,19,25,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
5,10,1005,1,662,100093,1203,18,1,1,7,2,"22082015",22,8,2015,12,0,3,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
