"zone","state","lga","sector","ea","hhid","ric","saq7","qno","qno1","saq11_b","saq12_b","saq13","saq13d","saq13m","saq13y","saq14ah","saq14am","saq14bh","saq14bm","saq15a","saq15b","saq16","saq16d","saq16m","saq16y","saq17ah","saq17am","saq17bh","saq17bm","saq18a","saq18b","saq19","saq19d","saq19m","saq19y","saq20ah","saq20am","saq20bh","saq20bm","saq21a","saq21b","saq22","saq22a","saq22b"
4,16,1608,2,1104,160171,1103,28,1,2,8,1,"02092015",2,9,2015,10,5,12,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,16,1609,2,738,160172,1204,7,1,2,5,1,"29082015",29,8,2015,15,11,18,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
4,16,1608,2,1104,160173,1103,9,1,2,4,1,"02092015",2,9,2015,13,20,17,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,16,1612,2,108,160174,1205,6,1,2,6,2,"09092015",9,9,2015,14,1,16,5,9,,"10092015",10,9,2015,10,20,11,50,16,,,,,,,,,,,,2,1,1
4,16,1612,2,108,160175,1205,5,1,2,6,2,"09092015",9,9,2015,16,5,17,25,7,,"10092015",10,9,2015,13,5,14,28,12,,"11092015",11,9,2015,12,3,13,25,16,,2,1,1
4,16,1603,2,158,160176,1101,16,1,2,6,2,"31082015",31,8,2015,12,3,15,8,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,16,1603,2,158,160177,1101,11,1,1,6,2,"29082015",29,8,2015,16,18,17,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,16,1603,2,158,160178,1101,28,1,2,3,2,"30082015",30,8,2015,15,25,18,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,16,1603,2,158,160179,1101,25,1,2,3,2,"29082015",29,8,2015,16,17,18,55,16,,"30082015",30,8,2015,12,55,14,38,,,,,,,,,,,,,2,1,1
4,16,1603,2,158,160180,1101,5,1,2,7,2,"29082015",29,8,2015,14,18,17,9,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,16,1612,2,108,160181,1205,7,1,2,6,2,"09092015",9,9,2015,12,18,13,40,8,,"10092015",10,9,2015,9,2,10,18,16,,,,,,,,,,,,2,1,1
4,16,1612,2,108,160182,1205,9,1,2,7,2,"11092015",11,9,2015,8,53,14,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,16,1612,2,108,160183,1205,8,1,2,7,2,"11092015",11,9,2015,15,18,6,30,4,,"12092015",12,9,2015,8,40,15,27,16,,,,,,,,,,,,2,1,1
4,16,1603,2,158,160184,1101,34,1,2,3,2,"30082015",30,8,2015,11,6,13,48,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,16,1603,2,158,160185,1101,2,1,2,3,2,"30082015",30,8,2015,13,58,16,22,16,,"31082015",31,8,2015,14,15,17,10,16,,,,,,,,,,,,2,1,1
4,16,1612,2,108,160186,1205,3,1,2,7,2,"12092015",12,9,2015,16,32,18,13,3,,"13092015",13,9,2015,9,40,15,26,16,,,,,,,,,,,,2,1,1
4,16,1612,2,108,160187,1205,8,1,1,7,2,"11092015",11,9,2015,9,0,9,15,1,,,,,,,,,,,,,,,,,,,,,,1,4,1
4,16,1612,2,108,160188,1205,2,1,2,3,2,"11092015",11,9,2015,15,10,18,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,16,1612,2,108,160189,1205,4,1,2,3,2,"10092015",10,9,2015,11,43,14,55,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,16,1612,2,108,160190,1205,10,1,2,3,2,"13092015",13,9,2015,8,12,12,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1706,2,284,170001,1502,1,1,2,4,1,"24082015",24,8,2015,9,15,10,38,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1706,2,284,170002,1502,3,1,2,5,1,"24082015",24,8,2015,15,0,16,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1706,2,284,170003,1502,5,1,2,2,1,"25082015",25,8,2015,15,0,16,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1706,2,284,170004,1502,7,1,2,3,1,"24082015",24,8,2015,14,31,15,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1706,2,284,170005,1502,9,1,2,4,1,"24082015",24,8,2015,11,0,12,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1706,2,284,170006,1502,11,1,2,3,1,"24082015",24,8,2015,16,3,18,10,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1706,2,284,170007,1502,13,1,2,3,1,"24082015",24,8,2015,12,5,13,51,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1706,2,284,170008,1502,15,1,2,2,1,"24082015",24,8,2015,12,0,13,12,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1706,2,284,170009,1502,18,1,2,5,1,"25082015",25,8,2015,13,6,14,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1706,2,284,170010,1502,20,1,2,4,1,"25082015",25,8,2015,14,2,15,45,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1719,2,1354,170011,1507,1,1,2,5,1,"28082015",28,8,2015,13,15,14,25,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1719,2,1354,170012,1507,3,1,2,4,1,"28082015",28,8,2015,9,30,11,0,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1719,2,1354,170013,1507,6,1,2,2,1,"28082015",28,8,2015,12,0,13,10,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1719,2,1354,170014,1507,8,1,2,4,1,"29082015",29,8,2015,10,2,11,55,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1719,2,1354,170015,1507,10,1,2,4,1,"28082015",28,8,2015,12,15,14,10,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1719,2,1354,170016,1507,13,1,2,5,1,"29082015",29,8,2015,15,3,16,30,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1719,2,1354,170017,1507,15,1,2,3,1,"29082015",29,8,2015,12,10,14,10,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1719,2,1354,170018,1507,17,1,2,3,1,"28082015",28,8,2015,11,42,13,15,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1719,2,1354,170019,1507,20,1,2,3,1,"29082015",29,8,2015,10,32,11,46,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1719,2,1354,170020,1507,22,1,2,2,1,"29082015",29,8,2015,15,31,16,35,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,2,1080,170021,1202,2,1,2,4,1,,,,,9,10,10,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,2,1080,170022,1202,3,1,2,2,1,"26082015",26,8,2015,10,22,11,41,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,2,1080,170023,1202,7,1,2,3,1,"28082015",28,8,2015,12,13,13,28,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,2,1080,170024,1202,10,1,2,5,1,"27082015",27,8,2015,9,20,11,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,2,0,170025,0,0,1,2,2,1,"16102015",16,10,2015,10,5,11,3,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,2,1080,170026,1202,16,1,2,2,1,"27082015",27,8,2015,12,10,12,50,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,2,1080,170027,1202,18,1,2,3,1,"26082015",26,8,2015,10,21,11,53,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,2,1080,170028,1202,21,1,2,5,1,"26082015",26,8,2015,11,15,13,15,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,2,1080,170029,1202,24,1,2,5,1,"26082015",26,8,2015,13,20,14,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,2,1080,170030,1202,27,1,2,2,1,"26082015",26,8,2015,17,1,17,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,1,2074,170031,1002,7,1,1,2,1,"31082015",31,8,2015,16,10,17,15,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,1,2074,170032,1002,6,1,1,5,1,"31082015",31,8,2015,11,0,12,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,1,2074,170033,1002,9,1,1,3,1,"30082015",30,8,2015,9,45,10,57,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,1,0,170034,0,12,1,1,3,1,"31082015",31,8,2015,11,34,12,46,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,1,2074,170035,1002,15,1,1,5,1,"30082015",30,8,2015,9,20,10,55,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
4,11,1101,1,0,170036,0,0,1,1,2,1,"14102015",14,10,2015,7,38,11,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
1,23,2306,1,0,170037,0,21,1,1,5,1,"19092015",19,9,2015,9,18,12,11,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,1,2074,170038,1002,25,1,1,2,1,"30082015",30,8,2015,9,30,10,33,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,1,2074,170039,1002,28,1,1,4,1,"30082015",30,8,2015,9,30,10,40,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1704,1,2074,170040,1002,31,1,1,2,1,"30082015",30,8,2015,11,0,12,1,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1722,2,96,170041,1108,1,1,2,5,1,"03092015",3,9,2015,13,0,14,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1722,2,96,170042,1108,4,1,2,4,1,"04092015",4,9,2015,10,3,12,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1722,2,96,170043,1108,22,1,2,3,1,"03092015",3,9,2015,11,38,13,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1722,2,96,170044,1108,25,1,2,2,1,"03092015",3,9,2015,11,58,12,10,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1722,2,96,170045,1108,28,1,2,3,1,"03092015",3,9,2015,13,34,14,51,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1722,2,96,170046,1108,31,1,2,4,1,"03092015",3,9,2015,10,1,11,52,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1722,2,96,170047,1108,34,1,2,2,1,"03092015",3,9,2015,13,30,14,38,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1722,2,96,170048,1108,37,1,2,5,1,"04092015",4,9,2015,11,40,12,55,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1722,2,96,170049,1108,40,1,2,2,1,"04092015",4,9,2015,12,20,13,21,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1722,2,96,170050,1108,43,1,1,5,1,"03092015",3,9,2015,14,15,14,55,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1715,2,2244,170051,1106,1,1,2,4,1,"02092015",2,9,2015,10,0,12,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1715,2,2244,170052,1106,2,1,3,4,1,"01092015",1,9,2015,9,0,10,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1715,2,2244,170053,1106,4,1,2,3,1,"05092015",5,9,2015,11,8,12,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1715,2,2244,170054,1106,5,1,2,2,1,"05092015",5,9,2015,11,28,12,31,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1715,2,2244,170055,1106,6,1,3,3,1,"05092015",5,9,2015,13,8,15,17,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1715,2,2244,170056,1106,8,1,2,5,1,"05092015",5,9,2015,13,22,14,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1715,2,2244,170057,1106,9,1,2,3,1,"06092015",6,9,2015,10,35,12,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1715,2,2244,170058,1106,10,1,2,4,1,"01092015",1,9,2015,12,6,14,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1715,2,2244,170059,1106,12,1,2,2,1,"04092015",4,9,2015,13,31,14,35,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1715,2,2244,170060,1106,13,1,2,5,1,"05092015",5,9,2015,11,21,12,55,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1710,2,546,170061,1304,1,1,2,2,1,"09092015",9,9,2015,16,0,17,1,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1710,2,546,170062,1304,3,1,2,5,1,"08092015",8,9,2015,15,0,16,8,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1710,2,546,170063,1304,4,1,2,5,1,"09092015",9,9,2015,16,10,17,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1710,2,546,170064,1304,6,1,2,5,1,"08092015",8,9,2015,13,30,14,58,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1710,2,546,170065,1304,7,1,2,2,1,"08092015",8,9,2015,13,0,14,1,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1710,2,546,170066,1304,9,1,2,3,1,"08092015",8,9,2015,11,37,13,42,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1710,2,546,170067,1304,10,1,2,2,1,"08092015",8,9,2015,15,1,16,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1710,2,546,170068,1304,12,1,2,4,1,"09092015",9,9,2015,9,50,10,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1710,2,546,170069,1304,13,1,2,3,1,"08092015",8,9,2015,14,12,15,44,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1710,2,546,170070,1304,15,1,2,4,1,"09092015",9,9,2015,12,30,14,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1713,1,226,170071,1505,1,1,1,4,1,"10092015",10,9,2015,14,30,15,58,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1713,1,226,170072,1505,2,1,1,3,1,"10092015",10,9,2015,13,52,15,1,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1713,1,226,170073,1505,5,1,1,2,1,"10092015",10,9,2015,13,3,14,0,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1713,1,226,170074,1505,8,1,1,3,1,"10092015",10,9,2015,11,42,13,14,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1713,1,226,170075,1505,10,1,1,4,1,"10092015",10,9,2015,13,0,14,34,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1713,1,226,170076,1505,12,1,1,5,1,"10092015",10,9,2015,13,10,14,0,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1713,1,226,170077,1505,14,1,1,5,1,"11092015",11,9,2015,14,0,15,3,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1713,1,226,170078,1505,16,1,1,4,1,"11092015",11,9,2015,13,5,15,30,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1713,1,226,170079,1505,19,1,2,2,1,"11092015",11,9,2015,14,31,15,40,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1713,1,226,170080,1505,21,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1
3,17,1716,2,1452,170081,1506,1,1,2,4,1,"01092015",1,9,2015,9,2,11,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1716,2,1452,170082,1506,2,1,2,5,1,"01092015",1,9,2015,12,45,14,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1716,2,1452,170083,1506,3,1,2,3,1,"01092015",1,9,2015,11,56,13,44,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1716,2,1452,170084,1506,4,1,2,4,1,"02092015",2,9,2015,13,3,14,40,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1716,2,1452,170085,1506,5,1,2,2,1,"02092015",2,9,2015,12,46,13,16,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1716,2,1452,170086,1506,6,1,2,4,1,"02092015",2,9,2015,10,1,12,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1716,2,1452,170087,1506,7,1,2,3,1,"01092015",1,9,2015,14,5,16,23,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1716,2,1452,170088,1506,8,1,2,3,1,"21102015",21,10,2015,10,25,12,16,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1716,2,1452,170089,1506,10,1,2,2,1,"01092015",1,9,2015,10,59,12,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1716,2,1452,170090,1506,11,1,2,5,1,"02092015",2,9,2015,11,0,12,35,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1702,2,510,170091,1301,3,1,3,2,1,"10092015",10,9,2015,12,44,13,58,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1702,2,510,170092,1301,4,1,2,4,1,"10092015",10,9,2015,12,48,14,31,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1702,2,510,170093,1301,7,1,2,3,1,"10092015",10,9,2015,11,48,13,17,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1702,2,510,170094,1301,9,1,2,3,1,"10092015",10,9,2015,13,42,16,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1702,2,510,170095,1301,12,1,3,4,1,"11092015",11,9,2015,15,1,16,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1702,2,510,170096,1301,14,1,2,2,1,"10092015",10,9,2015,14,30,15,29,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1702,2,510,170097,1301,17,1,2,5,1,"13092015",13,9,2015,10,0,11,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1702,2,510,170098,1301,19,1,2,5,1,"12092015",12,9,2015,14,0,15,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1702,2,510,170099,1301,22,1,2,5,1,"12092015",12,9,2015,12,47,13,58,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1702,2,510,170100,1301,24,1,2,2,1,"11092015",11,9,2015,16,0,17,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1727,2,634,170101,1510,1,1,2,3,1,"14092015",14,9,2015,13,8,15,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1727,2,634,170102,1510,3,1,2,3,1,"15092015",15,9,2015,11,34,12,56,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1727,2,634,170103,1510,5,1,2,3,1,"14092015",14,9,2015,10,48,12,18,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1727,2,634,170104,1510,7,1,2,4,1,"14092015",14,9,2015,9,0,10,59,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1727,2,634,170105,1510,9,1,2,2,1,"15092015",15,9,2015,12,42,13,41,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1727,2,634,170106,1510,11,1,3,4,1,"14092015",14,9,2015,11,0,13,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1727,2,634,170107,1510,13,1,2,5,1,"14092015",14,9,2015,14,0,15,0,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1727,2,634,170108,1510,15,1,2,5,1,"15092015",15,9,2015,12,0,13,30,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1727,2,634,170109,1510,18,1,3,2,1,"14092015",14,9,2015,11,0,12,10,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1727,2,634,170110,1510,20,1,3,4,1,"15092015",15,9,2015,10,0,11,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1712,2,794,170111,1205,1,1,2,4,1,"16092015",16,9,2015,10,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1712,2,794,170112,1205,15,1,2,5,1,"16092015",16,9,2015,13,0,14,15,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1712,2,794,170113,1205,4,1,2,2,1,"16092015",16,9,2015,13,40,14,50,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1712,2,794,170114,1205,5,1,2,3,1,"16092015",16,9,2015,14,9,16,25,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1712,2,794,170115,1205,16,1,2,2,1,"17092015",17,9,2015,10,5,11,0,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1712,2,794,170116,1205,8,1,2,4,1,"17092015",17,9,2015,13,2,14,57,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1712,2,794,170117,1205,9,1,2,2,1,"16092015",16,9,2015,12,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1712,2,794,170118,1205,18,1,2,3,1,"16092015",16,9,2015,11,43,13,10,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1712,2,794,170119,1205,12,1,2,5,1,"16092015",16,9,2015,11,0,12,30,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1712,2,794,170120,1205,14,1,2,5,1,"17092015",17,9,2015,9,0,10,45,1,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1724,2,786,170121,1109,1,1,2,3,1,"19092015",19,9,2015,11,32,13,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1724,2,786,170122,1109,2,1,2,3,1,"18092015",18,9,2015,13,14,15,16,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1724,2,786,170123,1109,3,1,2,4,1,"19092015",19,9,2015,10,3,11,4,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1724,2,786,170124,1109,4,1,2,2,1,"19092015",19,9,2015,10,20,11,21,15,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1724,2,786,170125,1109,5,1,3,5,1,"18092015",18,9,2015,10,46,12,0,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1724,2,786,170126,1109,6,1,3,4,1,"18092015",18,9,2015,9,0,11,50,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1724,2,786,170127,1109,7,1,2,5,1,"19092015",19,9,2015,12,15,13,55,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1724,2,786,170128,1109,8,1,2,3,1,"18092015",18,9,2015,10,45,12,3,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1724,2,786,170129,1109,9,1,2,4,1,"19092015",19,9,2015,11,30,13,10,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,17,1724,2,786,170130,1109,10,1,2,2,1,"18092015",18,9,2015,10,55,11,56,16,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,18,1804,1,2690,180001,1002,9,2,2,5,1,"31032016",31,3,2016,9,30,10,40,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,18,1804,1,2690,180002,1002,30,2,2,5,1,"31032016",31,3,2016,12,5,13,10,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,18,1804,1,2690,180003,1002,26,2,2,5,1,"31032016",31,3,2016,7,16,9,56,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,18,1804,1,2690,180004,1002,28,2,2,4,1,"24032016",24,3,2016,12,52,16,7,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,18,1804,1,2690,180005,1002,7,2,2,4,1,"31032016",31,3,2016,9,20,12,45,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,18,1804,1,2690,180006,1002,13,2,2,3,1,"31032016",31,3,2016,8,20,10,18,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,18,1804,1,2690,180007,1002,5,2,2,3,1,"31032016",31,3,2016,12,58,14,42,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,18,1804,1,2690,180008,1002,18,2,2,3,1,"31032016",31,3,2016,10,33,12,50,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,18,1804,1,0,180009,0,0,2,2,2,1,"27042016",27,4,2016,15,23,19,14,14,,,,,,,,,,,,,,,,,,,,,,2,1,1
3,18,1809,1,1272,180011,1304,1,1,1,5,1,"23082015",23,8,2015,10,12,13,20,15,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1809,1,1272,180012,1304,6,1,1,4,1,"24082015",24,8,2015,12,13,14,43,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1809,1,1272,180013,1304,10,1,1,5,1,"22082015",22,8,2015,13,40,17,10,7,,"23082015",23,8,2015,8,30,10,48,1,,,,,,,,,,,,2,1,2
3,18,1809,1,1272,180014,1304,29,1,1,3,1,"25082015",25,8,2015,11,24,13,33,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1809,1,1272,180015,1304,43,1,1,3,1,"24082015",24,8,2015,11,32,13,13,8,,"25082015",25,8,2015,9,42,10,50,1,,,,,,,,,,,,2,1,2
3,18,1809,1,1272,180016,1304,43,1,1,3,1,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,2,4,2
3,18,1809,1,1272,180017,1304,48,1,1,4,1,"23082015",23,8,2015,11,12,13,55,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1809,1,1272,180018,1304,38,1,2,2,1,"24082015",24,8,2015,11,8,16,11,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1809,1,1272,180019,1304,52,1,1,4,1,"24082015",24,8,2015,14,47,16,53,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1809,1,1272,180020,1304,66,1,1,2,1,"02092015",2,9,2015,10,4,12,41,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1823,1,1822,180021,1510,4,1,1,4,1,"26082015",26,8,2015,10,44,13,1,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1823,1,1822,180022,1510,1,1,1,5,1,"26082015",26,8,2015,13,44,15,13,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1823,1,1822,180023,1510,23,1,1,5,1,"26082015",26,8,2015,11,3,13,11,15,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1823,1,1822,180024,1510,16,1,1,3,1,"26082015",26,8,2015,14,20,16,46,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1823,1,1822,180025,1510,22,1,1,4,1,"00",0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,4,1
3,18,1823,1,1822,180026,1510,29,1,1,3,1,"26082015",26,8,2015,10,10,12,18,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1823,1,1822,180027,1510,35,1,1,2,1,"26082015",26,8,2015,17,45,19,49,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1823,1,1822,180028,1510,38,1,1,2,1,"26082015",26,8,2015,9,28,12,16,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1823,1,1822,180029,1510,41,1,1,4,1,"26082015",26,8,2015,13,40,16,20,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
3,18,1823,1,1822,180030,1510,44,1,1,2,1,"26082015",26,8,2015,14,7,17,34,16,,,,,,,,,,,,,,,,,,,,,,2,1,2
