"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s10aq1","s10aq2"
5,12,1212,1,1392,120039,1,"FULL MEALS - BREAKFAST",1,2100
5,12,1212,1,1392,120039,2,"FULL MEALS - LUNCH",1,2100
5,12,1212,1,1392,120039,3,"FULL MEALS - DINNER",1,1750
5,12,1212,1,1392,120039,4,"SIDE DISHES",1,500
5,12,1212,1,1392,120039,5,"SNACKS",2,
5,12,1212,1,1392,120039,6,"DAIRY BASED BEVARAGES",2,
5,12,1212,1,1392,120039,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1212,1,1392,120039,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1212,1,1392,120039,9,"ALCOHOLIC DRINKS",1,1000
5,12,1212,1,1392,120040,1,"FULL MEALS - BREAKFAST",2,
5,12,1212,1,1392,120040,2,"FULL MEALS - LUNCH",2,
5,12,1212,1,1392,120040,3,"FULL MEALS - DINNER",2,
5,12,1212,1,1392,120040,4,"SIDE DISHES",2,
5,12,1212,1,1392,120040,5,"SNACKS",2,
5,12,1212,1,1392,120040,6,"DAIRY BASED BEVARAGES",2,
5,12,1212,1,1392,120040,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1212,1,1392,120040,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1212,1,1392,120040,9,"ALCOHOLIC DRINKS",2,
5,12,1208,2,526,120041,1,"FULL MEALS - BREAKFAST",1,2500
5,12,1208,2,526,120041,2,"FULL MEALS - LUNCH",1,900
5,12,1208,2,526,120041,3,"FULL MEALS - DINNER",1,1350
5,12,1208,2,526,120041,4,"SIDE DISHES",2,
5,12,1208,2,526,120041,5,"SNACKS",2,
5,12,1208,2,526,120041,6,"DAIRY BASED BEVARAGES",1,500
5,12,1208,2,526,120041,7,"VEGETABLES AND ROASTED OR BOIL",1,250
5,12,1208,2,526,120041,8,"NON-ALCOHOLIC DRINKS",1,140
5,12,1208,2,526,120041,9,"ALCOHOLIC DRINKS",1,500
5,12,1208,2,526,120042,1,"FULL MEALS - BREAKFAST",2,
5,12,1208,2,526,120042,2,"FULL MEALS - LUNCH",1,450
5,12,1208,2,526,120042,3,"FULL MEALS - DINNER",2,
5,12,1208,2,526,120042,4,"SIDE DISHES",2,
5,12,1208,2,526,120042,5,"SNACKS",1,200
5,12,1208,2,526,120042,6,"DAIRY BASED BEVARAGES",2,
5,12,1208,2,526,120042,7,"VEGETABLES AND ROASTED OR BOIL",1,350
5,12,1208,2,526,120042,8,"NON-ALCOHOLIC DRINKS",1,150
5,12,1208,2,526,120042,9,"ALCOHOLIC DRINKS",2,
5,12,1208,2,526,120043,1,"FULL MEALS - BREAKFAST",2,
5,12,1208,2,526,120043,2,"FULL MEALS - LUNCH",2,
5,12,1208,2,526,120043,3,"FULL MEALS - DINNER",2,
5,12,1208,2,526,120043,4,"SIDE DISHES",1,600
5,12,1208,2,526,120043,5,"SNACKS",1,100
5,12,1208,2,526,120043,6,"DAIRY BASED BEVARAGES",2,
5,12,1208,2,526,120043,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1208,2,526,120043,8,"NON-ALCOHOLIC DRINKS",1,360
5,12,1208,2,526,120043,9,"ALCOHOLIC DRINKS",1,1500
5,12,1208,2,526,120044,1,"FULL MEALS - BREAKFAST",2,
5,12,1208,2,526,120044,2,"FULL MEALS - LUNCH",2,
5,12,1208,2,526,120044,3,"FULL MEALS - DINNER",2,
5,12,1208,2,526,120044,4,"SIDE DISHES",2,
5,12,1208,2,526,120044,5,"SNACKS",1,150
5,12,1208,2,526,120044,6,"DAIRY BASED BEVARAGES",2,
5,12,1208,2,526,120044,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1208,2,526,120044,8,"NON-ALCOHOLIC DRINKS",1,500
5,12,1208,2,526,120044,9,"ALCOHOLIC DRINKS",1,1000
5,12,1208,2,526,120045,1,"FULL MEALS - BREAKFAST",2,
5,12,1208,2,526,120045,2,"FULL MEALS - LUNCH",1,1000
5,12,1208,2,526,120045,3,"FULL MEALS - DINNER",2,
5,12,1208,2,526,120045,4,"SIDE DISHES",2,
5,12,1208,2,526,120045,5,"SNACKS",2,
5,12,1208,2,526,120045,6,"DAIRY BASED BEVARAGES",2,
5,12,1208,2,526,120045,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1208,2,526,120045,8,"NON-ALCOHOLIC DRINKS",1,600
5,12,1208,2,526,120045,9,"ALCOHOLIC DRINKS",2,
5,12,1208,2,526,120046,1,"FULL MEALS - BREAKFAST",2,
5,12,1208,2,526,120046,2,"FULL MEALS - LUNCH",2,
5,12,1208,2,526,120046,3,"FULL MEALS - DINNER",2,
5,12,1208,2,526,120046,4,"SIDE DISHES",2,
5,12,1208,2,526,120046,5,"SNACKS",1,200
5,12,1208,2,526,120046,6,"DAIRY BASED BEVARAGES",2,
5,12,1208,2,526,120046,7,"VEGETABLES AND ROASTED OR BOIL",1,450
5,12,1208,2,526,120046,8,"NON-ALCOHOLIC DRINKS",1,210
5,12,1208,2,526,120046,9,"ALCOHOLIC DRINKS",1,2000
5,12,1208,2,526,120047,1,"FULL MEALS - BREAKFAST",2,
5,12,1208,2,526,120047,2,"FULL MEALS - LUNCH",2,
5,12,1208,2,526,120047,3,"FULL MEALS - DINNER",2,
5,12,1208,2,526,120047,4,"SIDE DISHES",2,
5,12,1208,2,526,120047,5,"SNACKS",2,
5,12,1208,2,526,120047,6,"DAIRY BASED BEVARAGES",2,
5,12,1208,2,526,120047,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1208,2,526,120047,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1208,2,526,120047,9,"ALCOHOLIC DRINKS",2,
5,12,1208,2,526,120048,1,"FULL MEALS - BREAKFAST",2,
5,12,1208,2,526,120048,2,"FULL MEALS - LUNCH",2,
5,12,1208,2,526,120048,3,"FULL MEALS - DINNER",2,
5,12,1208,2,526,120048,4,"SIDE DISHES",2,
5,12,1208,2,526,120048,5,"SNACKS",2,
5,12,1208,2,526,120048,6,"DAIRY BASED BEVARAGES",2,
5,12,1208,2,526,120048,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1208,2,526,120048,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1208,2,526,120048,9,"ALCOHOLIC DRINKS",2,
5,12,1208,2,526,120049,1,"FULL MEALS - BREAKFAST",1,800
5,12,1208,2,526,120049,2,"FULL MEALS - LUNCH",1,550
5,12,1208,2,526,120049,3,"FULL MEALS - DINNER",1,1000
5,12,1208,2,526,120049,4,"SIDE DISHES",2,
5,12,1208,2,526,120049,5,"SNACKS",1,160
5,12,1208,2,526,120049,6,"DAIRY BASED BEVARAGES",2,
5,12,1208,2,526,120049,7,"VEGETABLES AND ROASTED OR BOIL",1,200
5,12,1208,2,526,120049,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1208,2,526,120049,9,"ALCOHOLIC DRINKS",2,
5,12,1208,2,526,120050,1,"FULL MEALS - BREAKFAST",2,
5,12,1208,2,526,120050,2,"FULL MEALS - LUNCH",2,
5,12,1208,2,526,120050,3,"FULL MEALS - DINNER",2,
5,12,1208,2,526,120050,4,"SIDE DISHES",1,300
5,12,1208,2,526,120050,5,"SNACKS",1,500
5,12,1208,2,526,120050,6,"DAIRY BASED BEVARAGES",2,
5,12,1208,2,526,120050,7,"VEGETABLES AND ROASTED OR BOIL",1,300
5,12,1208,2,526,120050,8,"NON-ALCOHOLIC DRINKS",1,600
5,12,1208,2,526,120050,9,"ALCOHOLIC DRINKS",1,1200
5,12,1216,2,618,120051,1,"FULL MEALS - BREAKFAST",1,600
5,12,1216,2,618,120051,2,"FULL MEALS - LUNCH",1,400
5,12,1216,2,618,120051,3,"FULL MEALS - DINNER",1,1200
5,12,1216,2,618,120051,4,"SIDE DISHES",2,
5,12,1216,2,618,120051,5,"SNACKS",2,
5,12,1216,2,618,120051,6,"DAIRY BASED BEVARAGES",2,
5,12,1216,2,618,120051,7,"VEGETABLES AND ROASTED OR BOIL",1,250
5,12,1216,2,618,120051,8,"NON-ALCOHOLIC DRINKS",1,150
5,12,1216,2,618,120051,9,"ALCOHOLIC DRINKS",2,
5,12,1216,2,618,120052,1,"FULL MEALS - BREAKFAST",2,
5,12,1216,2,618,120052,2,"FULL MEALS - LUNCH",2,
5,12,1216,2,618,120052,3,"FULL MEALS - DINNER",2,
5,12,1216,2,618,120052,4,"SIDE DISHES",2,
5,12,1216,2,618,120052,5,"SNACKS",2,
5,12,1216,2,618,120052,6,"DAIRY BASED BEVARAGES",2,
5,12,1216,2,618,120052,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1216,2,618,120052,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1216,2,618,120052,9,"ALCOHOLIC DRINKS",1,500
5,12,1216,2,618,120053,1,"FULL MEALS - BREAKFAST",1,500
5,12,1216,2,618,120053,2,"FULL MEALS - LUNCH",1,250
5,12,1216,2,618,120053,3,"FULL MEALS - DINNER",1,1500
5,12,1216,2,618,120053,4,"SIDE DISHES",2,
5,12,1216,2,618,120053,5,"SNACKS",1,60
5,12,1216,2,618,120053,6,"DAIRY BASED BEVARAGES",2,
5,12,1216,2,618,120053,7,"VEGETABLES AND ROASTED OR BOIL",1,150
5,12,1216,2,618,120053,8,"NON-ALCOHOLIC DRINKS",1,120
5,12,1216,2,618,120053,9,"ALCOHOLIC DRINKS",2,
5,12,1216,2,618,120054,1,"FULL MEALS - BREAKFAST",2,
5,12,1216,2,618,120054,2,"FULL MEALS - LUNCH",2,
5,12,1216,2,618,120054,3,"FULL MEALS - DINNER",2,
5,12,1216,2,618,120054,4,"SIDE DISHES",2,
5,12,1216,2,618,120054,5,"SNACKS",2,
5,12,1216,2,618,120054,6,"DAIRY BASED BEVARAGES",2,
5,12,1216,2,618,120054,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1216,2,618,120054,8,"NON-ALCOHOLIC DRINKS",1,210
5,12,1216,2,618,120054,9,"ALCOHOLIC DRINKS",1,400
5,12,1216,2,618,120055,1,"FULL MEALS - BREAKFAST",2,
5,12,1216,2,618,120055,2,"FULL MEALS - LUNCH",2,
5,12,1216,2,618,120055,3,"FULL MEALS - DINNER",2,
5,12,1216,2,618,120055,4,"SIDE DISHES",2,
5,12,1216,2,618,120055,5,"SNACKS",2,
5,12,1216,2,618,120055,6,"DAIRY BASED BEVARAGES",2,
5,12,1216,2,618,120055,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1216,2,618,120055,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1216,2,618,120055,9,"ALCOHOLIC DRINKS",2,
5,12,1216,2,618,120056,1,"FULL MEALS - BREAKFAST",2,
5,12,1216,2,618,120056,2,"FULL MEALS - LUNCH",2,
5,12,1216,2,618,120056,3,"FULL MEALS - DINNER",2,
5,12,1216,2,618,120056,4,"SIDE DISHES",2,
5,12,1216,2,618,120056,5,"SNACKS",1,500
5,12,1216,2,618,120056,6,"DAIRY BASED BEVARAGES",2,
5,12,1216,2,618,120056,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1216,2,618,120056,8,"NON-ALCOHOLIC DRINKS",1,200
5,12,1216,2,618,120056,9,"ALCOHOLIC DRINKS",1,500
5,12,1216,2,618,120057,1,"FULL MEALS - BREAKFAST",2,
5,12,1216,2,618,120057,2,"FULL MEALS - LUNCH",1,400
5,12,1216,2,618,120057,3,"FULL MEALS - DINNER",2,
5,12,1216,2,618,120057,4,"SIDE DISHES",2,
5,12,1216,2,618,120057,5,"SNACKS",1,100
5,12,1216,2,618,120057,6,"DAIRY BASED BEVARAGES",2,
5,12,1216,2,618,120057,7,"VEGETABLES AND ROASTED OR BOIL",1,200
5,12,1216,2,618,120057,8,"NON-ALCOHOLIC DRINKS",1,150
5,12,1216,2,618,120057,9,"ALCOHOLIC DRINKS",2,
5,12,1216,2,618,120058,1,"FULL MEALS - BREAKFAST",2,
5,12,1216,2,618,120058,2,"FULL MEALS - LUNCH",2,
5,12,1216,2,618,120058,3,"FULL MEALS - DINNER",2,
5,12,1216,2,618,120058,4,"SIDE DISHES",2,
5,12,1216,2,618,120058,5,"SNACKS",2,
5,12,1216,2,618,120058,6,"DAIRY BASED BEVARAGES",2,
5,12,1216,2,618,120058,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1216,2,618,120058,8,"NON-ALCOHOLIC DRINKS",1,500
5,12,1216,2,618,120058,9,"ALCOHOLIC DRINKS",2,
5,12,1216,2,618,120059,1,"FULL MEALS - BREAKFAST",2,
5,12,1216,2,618,120059,2,"FULL MEALS - LUNCH",2,
5,12,1216,2,618,120059,3,"FULL MEALS - DINNER",2,
5,12,1216,2,618,120059,4,"SIDE DISHES",2,
5,12,1216,2,618,120059,5,"SNACKS",2,
5,12,1216,2,618,120059,6,"DAIRY BASED BEVARAGES",2,
5,12,1216,2,618,120059,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1216,2,618,120059,8,"NON-ALCOHOLIC DRINKS",1,500
5,12,1216,2,618,120059,9,"ALCOHOLIC DRINKS",1,300
5,12,1216,2,0,120060,1,"FULL MEALS - BREAKFAST",2,
5,12,1216,2,0,120060,2,"FULL MEALS - LUNCH",1,800
5,12,1216,2,0,120060,3,"FULL MEALS - DINNER",2,
5,12,1216,2,0,120060,4,"SIDE DISHES",2,
5,12,1216,2,0,120060,5,"SNACKS",1,400
5,12,1216,2,0,120060,6,"DAIRY BASED BEVARAGES",2,
5,12,1216,2,0,120060,7,"VEGETABLES AND ROASTED OR BOIL",1,600
5,12,1216,2,0,120060,8,"NON-ALCOHOLIC DRINKS",1,300
5,12,1216,2,0,120060,9,"ALCOHOLIC DRINKS",2,
5,12,1210,2,462,120061,1,"FULL MEALS - BREAKFAST",2,
5,12,1210,2,462,120061,2,"FULL MEALS - LUNCH",1,600
5,12,1210,2,462,120061,3,"FULL MEALS - DINNER",2,
5,12,1210,2,462,120061,4,"SIDE DISHES",2,
5,12,1210,2,462,120061,5,"SNACKS",2,
5,12,1210,2,462,120061,6,"DAIRY BASED BEVARAGES",2,
5,12,1210,2,462,120061,7,"VEGETABLES AND ROASTED OR BOIL",1,600
5,12,1210,2,462,120061,8,"NON-ALCOHOLIC DRINKS",1,300
5,12,1210,2,462,120061,9,"ALCOHOLIC DRINKS",1,650
5,12,1210,2,462,120062,1,"FULL MEALS - BREAKFAST",2,
5,12,1210,2,462,120062,2,"FULL MEALS - LUNCH",2,
5,12,1210,2,462,120062,3,"FULL MEALS - DINNER",2,
5,12,1210,2,462,120062,4,"SIDE DISHES",2,
5,12,1210,2,462,120062,5,"SNACKS",2,
5,12,1210,2,462,120062,6,"DAIRY BASED BEVARAGES",2,
5,12,1210,2,462,120062,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1210,2,462,120062,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1210,2,462,120062,9,"ALCOHOLIC DRINKS",2,
5,12,1210,2,462,120063,1,"FULL MEALS - BREAKFAST",2,
5,12,1210,2,462,120063,2,"FULL MEALS - LUNCH",1,1000
5,12,1210,2,462,120063,3,"FULL MEALS - DINNER",2,
5,12,1210,2,462,120063,4,"SIDE DISHES",2,
5,12,1210,2,462,120063,5,"SNACKS",2,
5,12,1210,2,462,120063,6,"DAIRY BASED BEVARAGES",2,
5,12,1210,2,462,120063,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1210,2,462,120063,8,"NON-ALCOHOLIC DRINKS",1,700
5,12,1210,2,462,120063,9,"ALCOHOLIC DRINKS",1,1500
5,12,1210,2,462,120064,1,"FULL MEALS - BREAKFAST",2,
5,12,1210,2,462,120064,2,"FULL MEALS - LUNCH",2,
5,12,1210,2,462,120064,3,"FULL MEALS - DINNER",2,
5,12,1210,2,462,120064,4,"SIDE DISHES",2,
5,12,1210,2,462,120064,5,"SNACKS",2,
5,12,1210,2,462,120064,6,"DAIRY BASED BEVARAGES",2,
5,12,1210,2,462,120064,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1210,2,462,120064,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1210,2,462,120064,9,"ALCOHOLIC DRINKS",2,
5,12,1210,2,462,120065,1,"FULL MEALS - BREAKFAST",2,
5,12,1210,2,462,120065,2,"FULL MEALS - LUNCH",2,
5,12,1210,2,462,120065,3,"FULL MEALS - DINNER",2,
5,12,1210,2,462,120065,4,"SIDE DISHES",2,
5,12,1210,2,462,120065,5,"SNACKS",1,200
5,12,1210,2,462,120065,6,"DAIRY BASED BEVARAGES",2,
5,12,1210,2,462,120065,7,"VEGETABLES AND ROASTED OR BOIL",1,150
5,12,1210,2,462,120065,8,"NON-ALCOHOLIC DRINKS",1,140
5,12,1210,2,462,120065,9,"ALCOHOLIC DRINKS",1,500
5,12,1210,2,462,120066,1,"FULL MEALS - BREAKFAST",2,
5,12,1210,2,462,120066,2,"FULL MEALS - LUNCH",2,
5,12,1210,2,462,120066,3,"FULL MEALS - DINNER",2,
5,12,1210,2,462,120066,4,"SIDE DISHES",2,
5,12,1210,2,462,120066,5,"SNACKS",1,200
5,12,1210,2,462,120066,6,"DAIRY BASED BEVARAGES",2,
5,12,1210,2,462,120066,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1210,2,462,120066,8,"NON-ALCOHOLIC DRINKS",1,240
5,12,1210,2,462,120066,9,"ALCOHOLIC DRINKS",2,
5,12,1210,2,462,120067,1,"FULL MEALS - BREAKFAST",2,
5,12,1210,2,462,120067,2,"FULL MEALS - LUNCH",2,
5,12,1210,2,462,120067,3,"FULL MEALS - DINNER",2,
5,12,1210,2,462,120067,4,"SIDE DISHES",1,300
5,12,1210,2,462,120067,5,"SNACKS",1,100
5,12,1210,2,462,120067,6,"DAIRY BASED BEVARAGES",2,
5,12,1210,2,462,120067,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1210,2,462,120067,8,"NON-ALCOHOLIC DRINKS",1,240
5,12,1210,2,462,120067,9,"ALCOHOLIC DRINKS",1,1500
5,12,1210,2,462,120068,1,"FULL MEALS - BREAKFAST",2,
5,12,1210,2,462,120068,2,"FULL MEALS - LUNCH",2,
5,12,1210,2,462,120068,3,"FULL MEALS - DINNER",2,
5,12,1210,2,462,120068,4,"SIDE DISHES",2,
5,12,1210,2,462,120068,5,"SNACKS",2,
5,12,1210,2,462,120068,6,"DAIRY BASED BEVARAGES",2,
5,12,1210,2,462,120068,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1210,2,462,120068,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1210,2,462,120068,9,"ALCOHOLIC DRINKS",2,
5,12,1210,2,462,120069,1,"FULL MEALS - BREAKFAST",1,2000
5,12,1210,2,462,120069,2,"FULL MEALS - LUNCH",1,1500
5,12,1210,2,462,120069,3,"FULL MEALS - DINNER",1,2500
5,12,1210,2,462,120069,4,"SIDE DISHES",2,
5,12,1210,2,462,120069,5,"SNACKS",2,
5,12,1210,2,462,120069,6,"DAIRY BASED BEVARAGES",1,500
5,12,1210,2,462,120069,7,"VEGETABLES AND ROASTED OR BOIL",1,100
5,12,1210,2,462,120069,8,"NON-ALCOHOLIC DRINKS",1,120
5,12,1210,2,462,120069,9,"ALCOHOLIC DRINKS",1,500
5,12,1210,2,462,120070,1,"FULL MEALS - BREAKFAST",1,2000
5,12,1210,2,462,120070,2,"FULL MEALS - LUNCH",1,800
5,12,1210,2,462,120070,3,"FULL MEALS - DINNER",1,1200
5,12,1210,2,462,120070,4,"SIDE DISHES",2,
5,12,1210,2,462,120070,5,"SNACKS",2,
5,12,1210,2,462,120070,6,"DAIRY BASED BEVARAGES",2,
5,12,1210,2,462,120070,7,"VEGETABLES AND ROASTED OR BOIL",1,100
5,12,1210,2,462,120070,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1210,2,462,120070,9,"ALCOHOLIC DRINKS",2,
5,12,1204,2,736,120071,1,"FULL MEALS - BREAKFAST",2,
5,12,1204,2,736,120071,2,"FULL MEALS - LUNCH",1,400
5,12,1204,2,736,120071,3,"FULL MEALS - DINNER",2,
5,12,1204,2,736,120071,4,"SIDE DISHES",2,
5,12,1204,2,736,120071,5,"SNACKS",1,100
5,12,1204,2,736,120071,6,"DAIRY BASED BEVARAGES",2,
5,12,1204,2,736,120071,7,"VEGETABLES AND ROASTED OR BOIL",1,200
5,12,1204,2,736,120071,8,"NON-ALCOHOLIC DRINKS",1,140
5,12,1204,2,736,120071,9,"ALCOHOLIC DRINKS",2,
5,12,1204,2,736,120072,1,"FULL MEALS - BREAKFAST",1,450
5,12,1204,2,736,120072,2,"FULL MEALS - LUNCH",1,270
5,12,1204,2,736,120072,3,"FULL MEALS - DINNER",1,1000
5,12,1204,2,736,120072,4,"SIDE DISHES",2,
5,12,1204,2,736,120072,5,"SNACKS",1,200
5,12,1204,2,736,120072,6,"DAIRY BASED BEVARAGES",2,
5,12,1204,2,736,120072,7,"VEGETABLES AND ROASTED OR BOIL",1,250
5,12,1204,2,736,120072,8,"NON-ALCOHOLIC DRINKS",1,60
5,12,1204,2,736,120072,9,"ALCOHOLIC DRINKS",2,
5,12,1204,2,736,120073,1,"FULL MEALS - BREAKFAST",2,
5,12,1204,2,736,120073,2,"FULL MEALS - LUNCH",1,600
5,12,1204,2,736,120073,3,"FULL MEALS - DINNER",2,
5,12,1204,2,736,120073,4,"SIDE DISHES",2,
5,12,1204,2,736,120073,5,"SNACKS",1,200
5,12,1204,2,736,120073,6,"DAIRY BASED BEVARAGES",2,
5,12,1204,2,736,120073,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1204,2,736,120073,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1204,2,736,120073,9,"ALCOHOLIC DRINKS",1,500
5,12,1204,2,736,120074,1,"FULL MEALS - BREAKFAST",2,
5,12,1204,2,736,120074,2,"FULL MEALS - LUNCH",1,1000
5,12,1204,2,736,120074,3,"FULL MEALS - DINNER",2,
5,12,1204,2,736,120074,4,"SIDE DISHES",1,1400
5,12,1204,2,736,120074,5,"SNACKS",1,200
5,12,1204,2,736,120074,6,"DAIRY BASED BEVARAGES",2,
5,12,1204,2,736,120074,7,"VEGETABLES AND ROASTED OR BOIL",1,100
5,12,1204,2,736,120074,8,"NON-ALCOHOLIC DRINKS",1,360
5,12,1204,2,736,120074,9,"ALCOHOLIC DRINKS",1,1500
5,12,1204,2,736,120075,1,"FULL MEALS - BREAKFAST",2,
5,12,1204,2,736,120075,2,"FULL MEALS - LUNCH",2,
5,12,1204,2,736,120075,3,"FULL MEALS - DINNER",2,
5,12,1204,2,736,120075,4,"SIDE DISHES",2,
5,12,1204,2,736,120075,5,"SNACKS",2,
5,12,1204,2,736,120075,6,"DAIRY BASED BEVARAGES",2,
5,12,1204,2,736,120075,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1204,2,736,120075,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1204,2,736,120075,9,"ALCOHOLIC DRINKS",2,
5,12,1204,2,736,120076,1,"FULL MEALS - BREAKFAST",2,
5,12,1204,2,736,120076,2,"FULL MEALS - LUNCH",1,200
5,12,1204,2,736,120076,3,"FULL MEALS - DINNER",2,
5,12,1204,2,736,120076,4,"SIDE DISHES",2,
5,12,1204,2,736,120076,5,"SNACKS",1,100
5,12,1204,2,736,120076,6,"DAIRY BASED BEVARAGES",2,
5,12,1204,2,736,120076,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1204,2,736,120076,8,"NON-ALCOHOLIC DRINKS",1,120
5,12,1204,2,736,120076,9,"ALCOHOLIC DRINKS",2,
5,12,1204,2,736,120078,1,"FULL MEALS - BREAKFAST",2,
5,12,1204,2,736,120078,2,"FULL MEALS - LUNCH",1,400
5,12,1204,2,736,120078,3,"FULL MEALS - DINNER",2,
5,12,1204,2,736,120078,4,"SIDE DISHES",2,
5,12,1204,2,736,120078,5,"SNACKS",2,
5,12,1204,2,736,120078,6,"DAIRY BASED BEVARAGES",2,
5,12,1204,2,736,120078,7,"VEGETABLES AND ROASTED OR BOIL",1,100
5,12,1204,2,736,120078,8,"NON-ALCOHOLIC DRINKS",1,150
5,12,1204,2,736,120078,9,"ALCOHOLIC DRINKS",1,100
5,12,1204,2,736,120079,1,"FULL MEALS - BREAKFAST",1,500
5,12,1204,2,736,120079,2,"FULL MEALS - LUNCH",1,680
5,12,1204,2,736,120079,3,"FULL MEALS - DINNER",1,1200
5,12,1204,2,736,120079,4,"SIDE DISHES",2,
5,12,1204,2,736,120079,5,"SNACKS",2,
5,12,1204,2,736,120079,6,"DAIRY BASED BEVARAGES",2,
5,12,1204,2,736,120079,7,"VEGETABLES AND ROASTED OR BOIL",1,200
5,12,1204,2,736,120079,8,"NON-ALCOHOLIC DRINKS",1,60
5,12,1204,2,736,120079,9,"ALCOHOLIC DRINKS",1,200
5,12,1204,2,736,120080,1,"FULL MEALS - BREAKFAST",2,
5,12,1204,2,736,120080,2,"FULL MEALS - LUNCH",1,1000
5,12,1204,2,736,120080,3,"FULL MEALS - DINNER",2,
5,12,1204,2,736,120080,4,"SIDE DISHES",2,
5,12,1204,2,736,120080,5,"SNACKS",1,500
5,12,1204,2,736,120080,6,"DAIRY BASED BEVARAGES",2,
5,12,1204,2,736,120080,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1204,2,736,120080,8,"NON-ALCOHOLIC DRINKS",1,700
5,12,1204,2,736,120080,9,"ALCOHOLIC DRINKS",2,
5,12,1211,1,2220,120081,1,"FULL MEALS - BREAKFAST",1,500
5,12,1211,1,2220,120081,2,"FULL MEALS - LUNCH",1,1000
5,12,1211,1,2220,120081,3,"FULL MEALS - DINNER",1,2000
5,12,1211,1,2220,120081,4,"SIDE DISHES",1,200
5,12,1211,1,2220,120081,5,"SNACKS",1,100
5,12,1211,1,2220,120081,6,"DAIRY BASED BEVARAGES",1,300
5,12,1211,1,2220,120081,7,"VEGETABLES AND ROASTED OR BOIL",1,150
5,12,1211,1,2220,120081,8,"NON-ALCOHOLIC DRINKS",1,180
5,12,1211,1,2220,120081,9,"ALCOHOLIC DRINKS",1,400
5,12,1211,1,2220,120082,1,"FULL MEALS - BREAKFAST",2,
5,12,1211,1,2220,120082,2,"FULL MEALS - LUNCH",1,300
5,12,1211,1,2220,120082,3,"FULL MEALS - DINNER",2,
5,12,1211,1,2220,120082,4,"SIDE DISHES",2,
5,12,1211,1,2220,120082,5,"SNACKS",2,
5,12,1211,1,2220,120082,6,"DAIRY BASED BEVARAGES",2,
5,12,1211,1,2220,120082,7,"VEGETABLES AND ROASTED OR BOIL",1,200
5,12,1211,1,2220,120082,8,"NON-ALCOHOLIC DRINKS",1,120
5,12,1211,1,2220,120082,9,"ALCOHOLIC DRINKS",2,
5,12,1211,1,2220,120083,1,"FULL MEALS - BREAKFAST",1,2500
5,12,1211,1,2220,120083,2,"FULL MEALS - LUNCH",1,2600
5,12,1211,1,2220,120083,3,"FULL MEALS - DINNER",1,3000
5,12,1211,1,2220,120083,4,"SIDE DISHES",1,800
5,12,1211,1,2220,120083,5,"SNACKS",1,100
5,12,1211,1,2220,120083,6,"DAIRY BASED BEVARAGES",2,
5,12,1211,1,2220,120083,7,"VEGETABLES AND ROASTED OR BOIL",2,
5,12,1211,1,2220,120083,8,"NON-ALCOHOLIC DRINKS",2,
5,12,1211,1,2220,120083,9,"ALCOHOLIC DRINKS",1,3000
5,12,1211,1,0,120084,1,"FULL MEALS - BREAKFAST",1,1450
5,12,1211,1,0,120084,2,"FULL MEALS - LUNCH",1,1000
5,12,1211,1,0,120084,3,"FULL MEALS - DINNER",2,
5,12,1211,1,0,120084,4,"SIDE DISHES",1,500
5,12,1211,1,0,120084,5,"SNACKS",1,700
