"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s10aq1","s10aq2"
3,18,1803,2,840,180037,5,"SNACKS",1,20
3,18,1803,2,840,180037,6,"DAIRY BASED BEVARAGES",1,50
3,18,1803,2,840,180037,7,"VEGETABLES AND ROASTED OR BOIL",1,20
3,18,1803,2,840,180037,8,"NON-ALCOHOLIC DRINKS",1,70
3,18,1803,2,840,180037,9,"ALCOHOLIC DRINKS",2,
3,18,1803,2,840,180038,1,"FULL MEALS - BREAKFAST",2,
3,18,1803,2,840,180038,2,"FULL MEALS - LUNCH",1,2000
3,18,1803,2,840,180038,3,"FULL MEALS - DINNER",2,
3,18,1803,2,840,180038,4,"SIDE DISHES",1,500
3,18,1803,2,840,180038,5,"SNACKS",1,1000
3,18,1803,2,840,180038,6,"DAIRY BASED BEVARAGES",1,1000
3,18,1803,2,840,180038,7,"VEGETABLES AND ROASTED OR BOIL",1,800
3,18,1803,2,840,180038,8,"NON-ALCOHOLIC DRINKS",1,300
3,18,1803,2,840,180038,9,"ALCOHOLIC DRINKS",2,
3,18,1803,2,840,180039,1,"FULL MEALS - BREAKFAST",1,120
3,18,1803,2,840,180039,2,"FULL MEALS - LUNCH",2,
3,18,1803,2,840,180039,3,"FULL MEALS - DINNER",2,
3,18,1803,2,840,180039,4,"SIDE DISHES",2,
3,18,1803,2,840,180039,5,"SNACKS",1,60
3,18,1803,2,840,180039,6,"DAIRY BASED BEVARAGES",2,
3,18,1803,2,840,180039,7,"VEGETABLES AND ROASTED OR BOIL",1,20
3,18,1803,2,840,180039,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1803,2,840,180039,9,"ALCOHOLIC DRINKS",2,
3,18,1803,2,0,180040,1,"FULL MEALS - BREAKFAST",1,340
3,18,1803,2,0,180040,2,"FULL MEALS - LUNCH",2,
3,18,1803,2,0,180040,3,"FULL MEALS - DINNER",1,400
3,18,1803,2,0,180040,4,"SIDE DISHES",2,
3,18,1803,2,0,180040,5,"SNACKS",2,
3,18,1803,2,0,180040,6,"DAIRY BASED BEVARAGES",2,
3,18,1803,2,0,180040,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1803,2,0,180040,8,"NON-ALCOHOLIC DRINKS",1,90
3,18,1803,2,0,180040,9,"ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180041,1,"FULL MEALS - BREAKFAST",2,
3,18,1816,1,378,180041,2,"FULL MEALS - LUNCH",2,
3,18,1816,1,378,180041,3,"FULL MEALS - DINNER",2,
3,18,1816,1,378,180041,4,"SIDE DISHES",2,
3,18,1816,1,378,180041,5,"SNACKS",2,
3,18,1816,1,378,180041,6,"DAIRY BASED BEVARAGES",1,150
3,18,1816,1,378,180041,7,"VEGETABLES AND ROASTED OR BOIL",1,100
3,18,1816,1,378,180041,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180041,9,"ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180042,1,"FULL MEALS - BREAKFAST",2,
3,18,1816,1,378,180042,2,"FULL MEALS - LUNCH",1,200
3,18,1816,1,378,180042,3,"FULL MEALS - DINNER",2,
3,18,1816,1,378,180042,4,"SIDE DISHES",1,300
3,18,1816,1,378,180042,5,"SNACKS",1,200
3,18,1816,1,378,180042,6,"DAIRY BASED BEVARAGES",2,
3,18,1816,1,378,180042,7,"VEGETABLES AND ROASTED OR BOIL",1,50
3,18,1816,1,378,180042,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180042,9,"ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180043,1,"FULL MEALS - BREAKFAST",1,300
3,18,1816,1,378,180043,2,"FULL MEALS - LUNCH",2,
3,18,1816,1,378,180043,3,"FULL MEALS - DINNER",2,
3,18,1816,1,378,180043,4,"SIDE DISHES",1,200
3,18,1816,1,378,180043,5,"SNACKS",2,
3,18,1816,1,378,180043,6,"DAIRY BASED BEVARAGES",2,
3,18,1816,1,378,180043,7,"VEGETABLES AND ROASTED OR BOIL",1,200
3,18,1816,1,378,180043,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180043,9,"ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180044,1,"FULL MEALS - BREAKFAST",1,200
3,18,1816,1,378,180044,2,"FULL MEALS - LUNCH",1,140
3,18,1816,1,378,180044,3,"FULL MEALS - DINNER",2,
3,18,1816,1,378,180044,4,"SIDE DISHES",1,500
3,18,1816,1,378,180044,5,"SNACKS",1,150
3,18,1816,1,378,180044,6,"DAIRY BASED BEVARAGES",2,
3,18,1816,1,378,180044,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1816,1,378,180044,8,"NON-ALCOHOLIC DRINKS",1,200
3,18,1816,1,378,180044,9,"ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180045,1,"FULL MEALS - BREAKFAST",2,
3,18,1816,1,378,180045,2,"FULL MEALS - LUNCH",1,100
3,18,1816,1,378,180045,3,"FULL MEALS - DINNER",2,
3,18,1816,1,378,180045,4,"SIDE DISHES",2,
3,18,1816,1,378,180045,5,"SNACKS",2,
3,18,1816,1,378,180045,6,"DAIRY BASED BEVARAGES",2,
3,18,1816,1,378,180045,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1816,1,378,180045,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180045,9,"ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180046,1,"FULL MEALS - BREAKFAST",1,300
3,18,1816,1,378,180046,2,"FULL MEALS - LUNCH",1,1800
3,18,1816,1,378,180046,3,"FULL MEALS - DINNER",1,700
3,18,1816,1,378,180046,4,"SIDE DISHES",2,
3,18,1816,1,378,180046,5,"SNACKS",2,
3,18,1816,1,378,180046,6,"DAIRY BASED BEVARAGES",1,250
3,18,1816,1,378,180046,7,"VEGETABLES AND ROASTED OR BOIL",1,400
3,18,1816,1,378,180046,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180046,9,"ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180047,1,"FULL MEALS - BREAKFAST",2,
3,18,1816,1,378,180047,2,"FULL MEALS - LUNCH",1,1200
3,18,1816,1,378,180047,3,"FULL MEALS - DINNER",2,
3,18,1816,1,378,180047,4,"SIDE DISHES",1,250
3,18,1816,1,378,180047,5,"SNACKS",1,100
3,18,1816,1,378,180047,6,"DAIRY BASED BEVARAGES",1,500
3,18,1816,1,378,180047,7,"VEGETABLES AND ROASTED OR BOIL",1,400
3,18,1816,1,378,180047,8,"NON-ALCOHOLIC DRINKS",1,240
3,18,1816,1,378,180047,9,"ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180049,1,"FULL MEALS - BREAKFAST",1,60
3,18,1816,1,378,180049,2,"FULL MEALS - LUNCH",1,400
3,18,1816,1,378,180049,3,"FULL MEALS - DINNER",1,200
3,18,1816,1,378,180049,4,"SIDE DISHES",2,
3,18,1816,1,378,180049,5,"SNACKS",2,
3,18,1816,1,378,180049,6,"DAIRY BASED BEVARAGES",1,150
3,18,1816,1,378,180049,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1816,1,378,180049,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180049,9,"ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180050,1,"FULL MEALS - BREAKFAST",2,
3,18,1816,1,378,180050,2,"FULL MEALS - LUNCH",2,
3,18,1816,1,378,180050,3,"FULL MEALS - DINNER",2,
3,18,1816,1,378,180050,4,"SIDE DISHES",1,200
3,18,1816,1,378,180050,5,"SNACKS",1,50
3,18,1816,1,378,180050,6,"DAIRY BASED BEVARAGES",2,
3,18,1816,1,378,180050,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1816,1,378,180050,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1816,1,378,180050,9,"ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180051,1,"FULL MEALS - BREAKFAST",1,120
3,18,1805,2,534,180051,2,"FULL MEALS - LUNCH",2,
3,18,1805,2,534,180051,3,"FULL MEALS - DINNER",2,
3,18,1805,2,534,180051,4,"SIDE DISHES",2,
3,18,1805,2,534,180051,5,"SNACKS",1,150
3,18,1805,2,534,180051,6,"DAIRY BASED BEVARAGES",2,
3,18,1805,2,534,180051,7,"VEGETABLES AND ROASTED OR BOIL",1,100
3,18,1805,2,534,180051,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180051,9,"ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180052,1,"FULL MEALS - BREAKFAST",1,500
3,18,1805,2,534,180052,2,"FULL MEALS - LUNCH",1,400
3,18,1805,2,534,180052,3,"FULL MEALS - DINNER",2,
3,18,1805,2,534,180052,4,"SIDE DISHES",2,
3,18,1805,2,534,180052,5,"SNACKS",1,200
3,18,1805,2,534,180052,6,"DAIRY BASED BEVARAGES",1,250
3,18,1805,2,534,180052,7,"VEGETABLES AND ROASTED OR BOIL",1,50
3,18,1805,2,534,180052,8,"NON-ALCOHOLIC DRINKS",1,140
3,18,1805,2,534,180052,9,"ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180053,1,"FULL MEALS - BREAKFAST",1,50
3,18,1805,2,534,180053,2,"FULL MEALS - LUNCH",1,50
3,18,1805,2,534,180053,3,"FULL MEALS - DINNER",2,
3,18,1805,2,534,180053,4,"SIDE DISHES",2,
3,18,1805,2,534,180053,5,"SNACKS",1,100
3,18,1805,2,534,180053,6,"DAIRY BASED BEVARAGES",1,100
3,18,1805,2,534,180053,7,"VEGETABLES AND ROASTED OR BOIL",1,200
3,18,1805,2,534,180053,8,"NON-ALCOHOLIC DRINKS",1,70
3,18,1805,2,534,180053,9,"ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180054,1,"FULL MEALS - BREAKFAST",1,500
3,18,1805,2,534,180054,2,"FULL MEALS - LUNCH",1,800
3,18,1805,2,534,180054,3,"FULL MEALS - DINNER",2,
3,18,1805,2,534,180054,4,"SIDE DISHES",1,100
3,18,1805,2,534,180054,5,"SNACKS",1,50
3,18,1805,2,534,180054,6,"DAIRY BASED BEVARAGES",1,50
3,18,1805,2,534,180054,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1805,2,534,180054,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180054,9,"ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180055,1,"FULL MEALS - BREAKFAST",1,30
3,18,1805,2,534,180055,2,"FULL MEALS - LUNCH",2,
3,18,1805,2,534,180055,3,"FULL MEALS - DINNER",2,
3,18,1805,2,534,180055,4,"SIDE DISHES",1,20
3,18,1805,2,534,180055,5,"SNACKS",1,100
3,18,1805,2,534,180055,6,"DAIRY BASED BEVARAGES",1,70
3,18,1805,2,534,180055,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1805,2,534,180055,8,"NON-ALCOHOLIC DRINKS",1,70
3,18,1805,2,534,180055,9,"ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180056,1,"FULL MEALS - BREAKFAST",1,60
3,18,1805,2,534,180056,2,"FULL MEALS - LUNCH",2,
3,18,1805,2,534,180056,3,"FULL MEALS - DINNER",2,
3,18,1805,2,534,180056,4,"SIDE DISHES",1,120
3,18,1805,2,534,180056,5,"SNACKS",1,150
3,18,1805,2,534,180056,6,"DAIRY BASED BEVARAGES",1,100
3,18,1805,2,534,180056,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1805,2,534,180056,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180056,9,"ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180057,1,"FULL MEALS - BREAKFAST",1,50
3,18,1805,2,534,180057,2,"FULL MEALS - LUNCH",1,100
3,18,1805,2,534,180057,3,"FULL MEALS - DINNER",1,70
3,18,1805,2,534,180057,4,"SIDE DISHES",1,45
3,18,1805,2,534,180057,5,"SNACKS",1,60
3,18,1805,2,534,180057,6,"DAIRY BASED BEVARAGES",1,50
3,18,1805,2,534,180057,7,"VEGETABLES AND ROASTED OR BOIL",1,150
3,18,1805,2,534,180057,8,"NON-ALCOHOLIC DRINKS",1,30
3,18,1805,2,534,180057,9,"ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180058,1,"FULL MEALS - BREAKFAST",1,100
3,18,1805,2,534,180058,2,"FULL MEALS - LUNCH",1,150
3,18,1805,2,534,180058,3,"FULL MEALS - DINNER",1,100
3,18,1805,2,534,180058,4,"SIDE DISHES",1,200
3,18,1805,2,534,180058,5,"SNACKS",1,50
3,18,1805,2,534,180058,6,"DAIRY BASED BEVARAGES",1,150
3,18,1805,2,534,180058,7,"VEGETABLES AND ROASTED OR BOIL",1,40
3,18,1805,2,534,180058,8,"NON-ALCOHOLIC DRINKS",1,140
3,18,1805,2,534,180058,9,"ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180059,1,"FULL MEALS - BREAKFAST",2,
3,18,1805,2,534,180059,2,"FULL MEALS - LUNCH",1,500
3,18,1805,2,534,180059,3,"FULL MEALS - DINNER",2,
3,18,1805,2,534,180059,4,"SIDE DISHES",2,
3,18,1805,2,534,180059,5,"SNACKS",1,250
3,18,1805,2,534,180059,6,"DAIRY BASED BEVARAGES",2,
3,18,1805,2,534,180059,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1805,2,534,180059,8,"NON-ALCOHOLIC DRINKS",1,150
3,18,1805,2,534,180059,9,"ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180060,1,"FULL MEALS - BREAKFAST",2,
3,18,1805,2,534,180060,2,"FULL MEALS - LUNCH",1,100
3,18,1805,2,534,180060,3,"FULL MEALS - DINNER",2,
3,18,1805,2,534,180060,4,"SIDE DISHES",2,
3,18,1805,2,534,180060,5,"SNACKS",1,40
3,18,1805,2,534,180060,6,"DAIRY BASED BEVARAGES",2,
3,18,1805,2,534,180060,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1805,2,534,180060,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1805,2,534,180060,9,"ALCOHOLIC DRINKS",2,
3,18,1817,2,370,180061,1,"FULL MEALS - BREAKFAST",2,
3,18,1817,2,370,180061,2,"FULL MEALS - LUNCH",1,100
3,18,1817,2,370,180061,3,"FULL MEALS - DINNER",2,
3,18,1817,2,370,180061,4,"SIDE DISHES",1,200
3,18,1817,2,370,180061,5,"SNACKS",1,100
3,18,1817,2,370,180061,6,"DAIRY BASED BEVARAGES",1,150
3,18,1817,2,370,180061,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1817,2,370,180061,8,"NON-ALCOHOLIC DRINKS",1,120
3,18,1817,2,370,180061,9,"ALCOHOLIC DRINKS",2,
3,18,1817,2,370,180062,1,"FULL MEALS - BREAKFAST",1,700
3,18,1817,2,370,180062,2,"FULL MEALS - LUNCH",1,1700
3,18,1817,2,370,180062,3,"FULL MEALS - DINNER",1,700
3,18,1817,2,370,180062,4,"SIDE DISHES",2,
3,18,1817,2,370,180062,5,"SNACKS",1,400
3,18,1817,2,370,180062,6,"DAIRY BASED BEVARAGES",1,350
3,18,1817,2,370,180062,7,"VEGETABLES AND ROASTED OR BOIL",1,240
3,18,1817,2,370,180062,8,"NON-ALCOHOLIC DRINKS",1,500
3,18,1817,2,370,180062,9,"ALCOHOLIC DRINKS",2,
3,18,1817,2,370,180063,1,"FULL MEALS - BREAKFAST",1,400
3,18,1817,2,370,180063,2,"FULL MEALS - LUNCH",2,
3,18,1817,2,370,180063,3,"FULL MEALS - DINNER",2,
3,18,1817,2,370,180063,4,"SIDE DISHES",1,800
3,18,1817,2,370,180063,5,"SNACKS",1,200
3,18,1817,2,370,180063,6,"DAIRY BASED BEVARAGES",1,210
3,18,1817,2,370,180063,7,"VEGETABLES AND ROASTED OR BOIL",1,100
3,18,1817,2,370,180063,8,"NON-ALCOHOLIC DRINKS",1,150
3,18,1817,2,370,180063,9,"ALCOHOLIC DRINKS",2,
3,18,1817,2,370,180064,1,"FULL MEALS - BREAKFAST",1,400
3,18,1817,2,370,180064,2,"FULL MEALS - LUNCH",1,600
3,18,1817,2,370,180064,3,"FULL MEALS - DINNER",2,
3,18,1817,2,370,180064,4,"SIDE DISHES",1,240
3,18,1817,2,370,180064,5,"SNACKS",1,180
3,18,1817,2,370,180064,6,"DAIRY BASED BEVARAGES",2,
3,18,1817,2,370,180064,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1817,2,370,180064,8,"NON-ALCOHOLIC DRINKS",1,400
3,18,1817,2,370,180064,9,"ALCOHOLIC DRINKS",2,
3,18,1817,2,370,180065,1,"FULL MEALS - BREAKFAST",1,500
3,18,1817,2,370,180065,2,"FULL MEALS - LUNCH",1,1000
3,18,1817,2,370,180065,3,"FULL MEALS - DINNER",2,
3,18,1817,2,370,180065,4,"SIDE DISHES",1,300
3,18,1817,2,370,180065,5,"SNACKS",1,380
3,18,1817,2,370,180065,6,"DAIRY BASED BEVARAGES",1,560
3,18,1817,2,370,180065,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1817,2,370,180065,8,"NON-ALCOHOLIC DRINKS",1,200
3,18,1817,2,370,180065,9,"ALCOHOLIC DRINKS",2,
3,18,1817,2,370,180066,1,"FULL MEALS - BREAKFAST",2,
3,18,1817,2,370,180066,2,"FULL MEALS - LUNCH",1,150
3,18,1817,2,370,180066,3,"FULL MEALS - DINNER",2,
3,18,1817,2,370,180066,4,"SIDE DISHES",2,
3,18,1817,2,370,180066,5,"SNACKS",2,
3,18,1817,2,370,180066,6,"DAIRY BASED BEVARAGES",1,50
3,18,1817,2,370,180066,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1817,2,370,180066,8,"NON-ALCOHOLIC DRINKS",1,120
3,18,1817,2,370,180066,9,"ALCOHOLIC DRINKS",2,
3,18,1817,2,370,180067,1,"FULL MEALS - BREAKFAST",1,300
3,18,1817,2,370,180067,2,"FULL MEALS - LUNCH",2,
3,18,1817,2,370,180067,3,"FULL MEALS - DINNER",2,
3,18,1817,2,370,180067,4,"SIDE DISHES",2,
3,18,1817,2,370,180067,5,"SNACKS",2,
3,18,1817,2,370,180067,6,"DAIRY BASED BEVARAGES",2,
3,18,1817,2,370,180067,7,"VEGETABLES AND ROASTED OR BOIL",1,150
3,18,1817,2,370,180067,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1817,2,370,180067,9,"ALCOHOLIC DRINKS",2,
3,18,1817,2,370,180068,1,"FULL MEALS - BREAKFAST",1,300
3,18,1817,2,370,180068,2,"FULL MEALS - LUNCH",1,150
3,18,1817,2,370,180068,3,"FULL MEALS - DINNER",2,
3,18,1817,2,370,180068,4,"SIDE DISHES",2,
3,18,1817,2,370,180068,5,"SNACKS",2,
3,18,1817,2,370,180068,6,"DAIRY BASED BEVARAGES",2,
3,18,1817,2,370,180068,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1817,2,370,180068,8,"NON-ALCOHOLIC DRINKS",1,50
3,18,1817,2,370,180068,9,"ALCOHOLIC DRINKS",2,
3,18,1817,2,370,180069,1,"FULL MEALS - BREAKFAST",1,1280
3,18,1817,2,370,180069,2,"FULL MEALS - LUNCH",1,500
3,18,1817,2,370,180069,3,"FULL MEALS - DINNER",1,420
3,18,1817,2,370,180069,4,"SIDE DISHES",1,400
3,18,1817,2,370,180069,5,"SNACKS",1,520
3,18,1817,2,370,180069,6,"DAIRY BASED BEVARAGES",1,720
3,18,1817,2,370,180069,7,"VEGETABLES AND ROASTED OR BOIL",1,325
3,18,1817,2,370,180069,8,"NON-ALCOHOLIC DRINKS",1,480
3,18,1817,2,370,180069,9,"ALCOHOLIC DRINKS",2,
3,18,1817,2,370,180070,1,"FULL MEALS - BREAKFAST",2,
3,18,1817,2,370,180070,2,"FULL MEALS - LUNCH",2,
3,18,1817,2,370,180070,3,"FULL MEALS - DINNER",2,
3,18,1817,2,370,180070,4,"SIDE DISHES",1,600
3,18,1817,2,370,180070,5,"SNACKS",1,200
3,18,1817,2,370,180070,6,"DAIRY BASED BEVARAGES",1,150
3,18,1817,2,370,180070,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1817,2,370,180070,8,"NON-ALCOHOLIC DRINKS",1,70
3,18,1817,2,370,180070,9,"ALCOHOLIC DRINKS",2,
3,18,1808,2,1726,180071,1,"FULL MEALS - BREAKFAST",2,
3,18,1808,2,1726,180071,2,"FULL MEALS - LUNCH",1,1400
3,18,1808,2,1726,180071,3,"FULL MEALS - DINNER",1,300
3,18,1808,2,1726,180071,4,"SIDE DISHES",1,250
3,18,1808,2,1726,180071,5,"SNACKS",2,
3,18,1808,2,1726,180071,6,"DAIRY BASED BEVARAGES",1,500
3,18,1808,2,1726,180071,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1808,2,1726,180071,8,"NON-ALCOHOLIC DRINKS",1,350
3,18,1808,2,1726,180071,9,"ALCOHOLIC DRINKS",2,
3,18,1808,2,1726,180072,1,"FULL MEALS - BREAKFAST",1,400
3,18,1808,2,1726,180072,2,"FULL MEALS - LUNCH",2,
3,18,1808,2,1726,180072,3,"FULL MEALS - DINNER",2,
3,18,1808,2,1726,180072,4,"SIDE DISHES",2,
3,18,1808,2,1726,180072,5,"SNACKS",2,
3,18,1808,2,1726,180072,6,"DAIRY BASED BEVARAGES",1,50
3,18,1808,2,1726,180072,7,"VEGETABLES AND ROASTED OR BOIL",1,100
3,18,1808,2,1726,180072,8,"NON-ALCOHOLIC DRINKS",1,440
3,18,1808,2,1726,180072,9,"ALCOHOLIC DRINKS",2,
3,18,1808,2,1726,180073,1,"FULL MEALS - BREAKFAST",2,
3,18,1808,2,1726,180073,2,"FULL MEALS - LUNCH",1,1200
3,18,1808,2,1726,180073,3,"FULL MEALS - DINNER",2,
3,18,1808,2,1726,180073,4,"SIDE DISHES",2,
3,18,1808,2,1726,180073,5,"SNACKS",2,
3,18,1808,2,1726,180073,6,"DAIRY BASED BEVARAGES",2,
3,18,1808,2,1726,180073,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1808,2,1726,180073,8,"NON-ALCOHOLIC DRINKS",1,550
3,18,1808,2,1726,180073,9,"ALCOHOLIC DRINKS",1,450
3,18,1808,2,1726,180074,1,"FULL MEALS - BREAKFAST",2,
3,18,1808,2,1726,180074,2,"FULL MEALS - LUNCH",2,
3,18,1808,2,1726,180074,3,"FULL MEALS - DINNER",2,
3,18,1808,2,1726,180074,4,"SIDE DISHES",2,
3,18,1808,2,1726,180074,5,"SNACKS",1,30
3,18,1808,2,1726,180074,6,"DAIRY BASED BEVARAGES",2,
3,18,1808,2,1726,180074,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1808,2,1726,180074,8,"NON-ALCOHOLIC DRINKS",1,70
3,18,1808,2,1726,180074,9,"ALCOHOLIC DRINKS",2,
3,18,1808,2,1726,180075,1,"FULL MEALS - BREAKFAST",1,1400
3,18,1808,2,1726,180075,2,"FULL MEALS - LUNCH",1,300
3,18,1808,2,1726,180075,3,"FULL MEALS - DINNER",2,
3,18,1808,2,1726,180075,4,"SIDE DISHES",1,600
3,18,1808,2,1726,180075,5,"SNACKS",1,200
3,18,1808,2,1726,180075,6,"DAIRY BASED BEVARAGES",1,200
3,18,1808,2,1726,180075,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1808,2,1726,180075,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1808,2,1726,180075,9,"ALCOHOLIC DRINKS",2,
3,18,1808,2,1726,180076,1,"FULL MEALS - BREAKFAST",2,
3,18,1808,2,1726,180076,2,"FULL MEALS - LUNCH",2,
3,18,1808,2,1726,180076,3,"FULL MEALS - DINNER",2,
3,18,1808,2,1726,180076,4,"SIDE DISHES",2,
3,18,1808,2,1726,180076,5,"SNACKS",1,100
3,18,1808,2,1726,180076,6,"DAIRY BASED BEVARAGES",1,40
3,18,1808,2,1726,180076,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1808,2,1726,180076,8,"NON-ALCOHOLIC DRINKS",1,70
3,18,1808,2,1726,180076,9,"ALCOHOLIC DRINKS",1,400
3,18,1808,2,1726,180077,1,"FULL MEALS - BREAKFAST",1,2000
3,18,1808,2,1726,180077,2,"FULL MEALS - LUNCH",2,
3,18,1808,2,1726,180077,3,"FULL MEALS - DINNER",2,
3,18,1808,2,1726,180077,4,"SIDE DISHES",2,
3,18,1808,2,1726,180077,5,"SNACKS",2,
3,18,1808,2,1726,180077,6,"DAIRY BASED BEVARAGES",1,500
3,18,1808,2,1726,180077,7,"VEGETABLES AND ROASTED OR BOIL",1,200
3,18,1808,2,1726,180077,8,"NON-ALCOHOLIC DRINKS",1,500
3,18,1808,2,1726,180077,9,"ALCOHOLIC DRINKS",2,
3,18,1808,2,1726,180078,1,"FULL MEALS - BREAKFAST",1,2000
3,18,1808,2,1726,180078,2,"FULL MEALS - LUNCH",2,
3,18,1808,2,1726,180078,3,"FULL MEALS - DINNER",2,
3,18,1808,2,1726,180078,4,"SIDE DISHES",1,500
3,18,1808,2,1726,180078,5,"SNACKS",1,100
3,18,1808,2,1726,180078,6,"DAIRY BASED BEVARAGES",1,50
3,18,1808,2,1726,180078,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1808,2,1726,180078,8,"NON-ALCOHOLIC DRINKS",1,200
3,18,1808,2,1726,180078,9,"ALCOHOLIC DRINKS",1,5000
3,18,1808,2,1726,180079,1,"FULL MEALS - BREAKFAST",2,
3,18,1808,2,1726,180079,2,"FULL MEALS - LUNCH",2,
3,18,1808,2,1726,180079,3,"FULL MEALS - DINNER",2,
3,18,1808,2,1726,180079,4,"SIDE DISHES",1,300
3,18,1808,2,1726,180079,5,"SNACKS",2,
3,18,1808,2,1726,180079,6,"DAIRY BASED BEVARAGES",2,
3,18,1808,2,1726,180079,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1808,2,1726,180079,8,"NON-ALCOHOLIC DRINKS",2,
3,18,1808,2,1726,180079,9,"ALCOHOLIC DRINKS",1,250
3,18,1808,2,1726,180080,1,"FULL MEALS - BREAKFAST",1,150
3,18,1808,2,1726,180080,2,"FULL MEALS - LUNCH",1,200
3,18,1808,2,1726,180080,3,"FULL MEALS - DINNER",1,200
3,18,1808,2,1726,180080,4,"SIDE DISHES",1,300
3,18,1808,2,1726,180080,5,"SNACKS",1,150
3,18,1808,2,1726,180080,6,"DAIRY BASED BEVARAGES",2,
3,18,1808,2,1726,180080,7,"VEGETABLES AND ROASTED OR BOIL",1,100
3,18,1808,2,1726,180080,8,"NON-ALCOHOLIC DRINKS",1,50
3,18,1808,2,1726,180080,9,"ALCOHOLIC DRINKS",2,
3,18,1811,2,364,180081,1,"FULL MEALS - BREAKFAST",2,
3,18,1811,2,364,180081,2,"FULL MEALS - LUNCH",2,
3,18,1811,2,364,180081,3,"FULL MEALS - DINNER",2,
3,18,1811,2,364,180081,4,"SIDE DISHES",2,
3,18,1811,2,364,180081,5,"SNACKS",2,
3,18,1811,2,364,180081,6,"DAIRY BASED BEVARAGES",1,150
3,18,1811,2,364,180081,7,"VEGETABLES AND ROASTED OR BOIL",2,
3,18,1811,2,364,180081,8,"NON-ALCOHOLIC DRINKS",1,70
3,18,1811,2,364,180081,9,"ALCOHOLIC DRINKS",2,
3,18,1811,2,364,180082,1,"FULL MEALS - BREAKFAST",2,
3,18,1811,2,364,180082,2,"FULL MEALS - LUNCH",1,3500
3,18,1811,2,364,180082,3,"FULL MEALS - DINNER",1,1800
3,18,1811,2,364,180082,4,"SIDE DISHES",1,200
3,18,1811,2,364,180082,5,"SNACKS",1,800
3,18,1811,2,364,180082,6,"DAIRY BASED BEVARAGES",1,100
3,18,1811,2,364,180082,7,"VEGETABLES AND ROASTED OR BOIL",2,
