"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11eq3","s11eq3a","s11eq3b","s11eq4","s11eq5","s11eq6a","s11eq6b","s11eq7","s11eq7b","s11eq8","s11eq9","s11eq10a","s11eq10b","s11eq11a","s11eq11b","s11eq12","s11eq13","s11eq13b","s11eq14","s11eq15a","s11eq15b","s11eq16","s11eq17","s11eq18a","s11eq18b","s11eq19","s11eq20","s11eq20b","s11eq21","s11eq22","s11eq23","s11eq24","s11eq25","s11eq26","s11eq27a","s11eq27b","s11eq28","s11eq29","s11eq30a","s11eq30b","s11eq31","s11eq32","s11eq33","s11eq34","s11eq35","s11eq36","s11eq37"
3,17,1724,2,786,170125,1,3,"BEANS",1010,1,1,4,1,1010,1,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170125,1,4,"BEREN SEED",2040,1,1,4,1,2040,3,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170125,2,1,"GUINEA CORN",1070,1,1,4,1,1070,5,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170125,2,2,"MILLET",1100,1,1,4,1,1100,5,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170125,2,3,"GROUNDNUT",1060,1,1,4,1,1060,10,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170126,1,1,"GUINEA CORN",1070,1,2,4,1,1070,5,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170126,1,2,"BEANS",1010,1,2,4,2,,,,,,2,,,,,,,,,1,2,,"N1",1010,1,51,0,1,,300,1,,,,2,,,,,,,,,,,,,
3,17,1724,2,786,170126,1,3,"MILLET",1100,1,2,4,1,1100,6,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170127,1,1,"GUINEA CORN",1070,1,1,4,1,1070,5,,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170127,1,2,"MILLET",1100,1,1,4,1,1100,5,,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170127,1,3,"MAIZE",1080,1,1,4,1,1080,2,,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170127,1,4,"GROUNDNUT",1060,1,1,4,1,1060,2,,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170127,1,5,"TOMATOES",2260,1,1,4,1,2260,2,12,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170127,2,1,"MILLET",1100,1,1,4,1,1100,5,,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170127,2,2,"GROUNDNUT",1060,1,1,4,1,1060,2,,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170127,2,3,"BEANS",1010,1,1,4,1,1010,2,,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170128,1,1,"MILLET",1100,1,2,4,1,1100,2,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170128,1,2,"GUINEA CORN",1070,1,2,4,1,1070,1,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170128,2,1,"MILLET",1100,1,2,4,1,1100,3,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170128,2,2,"GUINEA CORN",1070,1,2,4,1,1070,1,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170129,1,1,"GUINEA CORN",1070,1,2,4,1,1070,2,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170129,1,2,"MILLET",1100,1,2,4,1,1100,2,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170129,1,3,"BEANS",1010,1,2,4,2,,,,,,2,,,,,,,,,1,1,,"N1",1010,2,51,200,3,,1000,1,,,,2,,,,,,,,,,,,,
3,17,1724,2,786,170130,1,1,"GUINEA CORN",1070,1,2,4,1,1070,1,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170130,1,2,"BEANS",1010,1,2,4,1,1010,1,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170130,2,1,"MILLET",1100,1,2,4,1,1100,3,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1724,2,786,170130,2,2,"BEENI SEED",2040,1,2,4,1,2040,1,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180031,1,1,"CASSAVA",1020,1,2,3,1,1020,35,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180031,2,1,"RICE",1110,1,2,3,1,1110,20,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180031,3,1,"MAIZE",1080,1,2,3,1,1082,15,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180032,1,1,"S/BEANS",2220,1,1,1,2,,,,,,2,,,,,,,,,1,1,,"N2",2220,4,30,0,1,,680,1,,,,2,,,,,,,,,,,,,
3,18,1803,2,840,180032,1,2,"G/CORN",1070,1,1,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1070,3,30,0,1,,245,1,,,,2,,,,,,,,,,,,,
3,18,1803,2,840,180032,1,3,"MAIZE",1080,1,1,4,2,,,,,,2,,,,,,,,,1,1,,"N2",1080,10,30,0,1,,500,1,,,,2,,,,,,,,,,,,,
3,18,1803,2,840,180032,2,1,"MAIZE",1080,1,1,3,2,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180033,1,1,"MAIZE",1080,1,2,4,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,15,31,0,1,,750,1,,,,2,,,,,,,,,,,,,
3,18,1803,2,840,180033,1,2,"SOYA BEAN",2220,1,2,4,2,,,,,,2,,,,,,,,,1,1,,"N1",2220,2,31,0,1,,200,1,,,,2,,,,,,,,,,,,,
3,18,1803,2,840,180034,1,1,"MAIZE",1080,1,1,2,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,4.5,51,0,1,,3750,1,,,,2,,,,,,,,,,,,,
3,18,1803,2,840,180035,1,1,"MAIZE",1080,1,1,3,2,,,,,,1,1080,1,31,"N1",,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180035,1,2,"G/CORN",1070,1,1,3,2,,,,,,1,1070,1,31,"N1",,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180036,1,1,"MAIZE",1080,1,1,4,1,1080,20,31,1,,2,,,,,,,,,1,1,,"N1",1080,2,31,200,6,,400,1,,,,2,,,,,,,,,,,,,
3,18,1803,2,840,180036,2,1,"RICE",1110,1,1,4,1,1110,10,31,1,,2,,,,,,,,,1,1,,"N1",1110,2,31,200,6,,400,1,,,,2,,,,,,,,,,,,,
3,18,1803,2,840,180037,1,1,"MAIZE",1080,1,1,1,1,1080,5,30,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180037,1,2,"G /CORN",1070,1,1,1,1,1070,2,30,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180037,2,1,"SOYABEANS",2220,1,1,1,1,2220,2,30,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180038,1,1,"MAIZE",1080,1,2,2,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,20,50,200,5,,2200,1,,,,2,,,,,,,,,,,,,
3,18,1803,2,840,180038,2,1,"MAIZE",1080,1,2,2,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,20,50,200,5,,2200,1,,,,2,,,,,,,,,,,,,
3,18,1803,2,840,180038,2,2,"GUINEA CORN",1070,1,2,4,1,1070,5,30,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180038,3,1,"GUINEA CORN",1070,1,2,4,1,1070,5,30,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180038,3,2,"SOYA BEAN",2220,1,2,2,1,2220,10,30,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180039,1,1,"MAIZE",1080,1,2,3,1,1080,5,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,840,180039,1,2,"WHITE BEANS",1010,1,2,3,1,1010,4,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,1,1,"MAIZE",1080,1,2,3,1,1080,3,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,2,1,"RICE",1110,1,2,3,1,1110,10,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1803,2,0,180040,3,1,"MAIZE",1080,1,2,3,1,1080,12,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180041,1,1,"RICE",1110,1,1,3,2,,,,,,2,,,,,,,,,1,1,,"N1",1110,20,52,100,5,,2500,1,,,,2,,,,,,,,,,,,,
3,18,1816,1,378,180041,2,1,"G/CORN",1070,1,1,3,2,,,,,,2,,,,,,,,,1,1,,"N1",1070,2,52,100,5,,11000,1,,,,2,,,,,,,,,,,,,
3,18,1816,1,378,180041,2,2,"PEPPER",2140,1,1,3,1,2140,1,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180042,1,1,"RICE",1110,1,1,3,2,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180042,2,1,"MAIZE",1080,1,1,1,2,,,,,,1,1080,12,52,"N1",,100,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180043,1,1,"GUINEA CORN",1070,1,2,4,1,1070,3,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180043,2,1,"GUINEA CORN",1070,1,2,4,1,1070,2,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180044,1,1,"RICE",1110,1,2,3,1,1111,40,52,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180044,2,1,"MAIZE",1080,1,2,3,1,1082,3,52,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180044,3,1,"SOYA BEANS",2220,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N1",2220,5,52,180,6,,2100,1,,,,2,,,,,,,,,,,,,
3,18,1816,1,378,180045,1,1,"GUINEA CORN",1070,1,1,3,2,,,,,,2,,,,,,,,,1,1,,"N2",1070,2,52,0,5,,200,1,,,,2,,,,,,,,,,,,,
3,18,1816,1,378,180045,2,1,"RICE",1110,1,1,3,2,,,,,,2,,,,,,,,,1,1,,"N2",1110,52,52,0,5,,3000,1,,,,2,,,,,,,,,,,,,
3,18,1816,1,378,180046,1,1,"MAIZE",1080,1,2,4,2,,,,,,2,,,,,,,,,1,5,,"N1",1080,2,50,0,1,,220,1,,,,2,,,,,,,,,,,,,
3,18,1816,1,378,180047,1,1,"PEPPER",2140,1,2,4,1,2140,1,12,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,2,1,"RICE",1110,1,2,2,1,1110,4,51,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,2,2,"MAIZE",1080,1,2,2,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,2,51,0,1,,300,1,,,,2,,,,,,,,,,,,,
3,18,1816,1,378,180047,3,1,"G/CORN",1070,1,2,4,2,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180047,4,1,"MAIZE",1080,1,2,2,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,1,51,0,1,,150,1,,,,2,,,,,,,,,,,,,
3,18,1805,2,534,180051,1,1,"MAIZE",1080,1,2,3,1,1080,5,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180051,2,1,"ONION",2130,1,2,3,1,2130,2,92,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180052,1,1,"RICE",1110,1,2,4,1,1110,5,51,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180052,2,1,"MAIZE",1080,1,2,4,1,1080,1,51,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180052,2,2,"RICE",1110,1,2,4,1,1110,25,51,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180053,1,1,"SOYA",2220,1,1,3,2,,,,,,2,,,,,,,,,1,1,,"N1",2220,3,51,200,5,,1500,1,,,,2,,,,,,,,,,,,,
3,18,1805,2,534,180053,2,1,"RICE",1110,1,1,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1110,25,51,200,5,,4250,1,,,,2,,,,,,,,,,,,,
3,18,1805,2,534,180053,3,1,"MAIZE",1080,1,1,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,4,51,200,5,,750,1,,,,2,,,,,,,,,,,,,
3,18,1805,2,534,180053,3,2,"GROUND NUT",1060,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N1",1060,3,51,200,5,,1800,1,,,,2,,,,,,,,,,,,,
3,18,1805,2,534,180054,1,1,"RICE",1110,1,2,3,1,1110,40,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180054,2,1,"MAIZE",1080,1,2,3,1,1080,5,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180054,3,1,"GIUNEA CORN",1070,1,2,3,1,1070,6,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,1,1,"MAIZE",1080,1,2,3,1,1080,3,52,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,2,1,"RICE",1110,1,2,3,1,1110,20,52,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,3,1,"G. CORN",1070,1,2,3,1,1070,2,52,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180055,3,2,"SOYA BEANS",2220,1,2,3,1,2220,2,52,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,1,1,"MAIZE",1080,1,2,4,1,1080,4,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,2,1,"MAIZE",1080,1,2,4,1,1080,2,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,2,2,"G/CORN",1070,1,2,4,1,1070,1,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,1,1,"MAIZE",1080,1,2,4,1,1080,2,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,1,2,"SOYA BEAN",2220,1,2,4,1,2220,1,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,2,1,"MAIZE",1080,1,2,4,1,1080,2,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,2,2,"GROUNDNUT",1060,1,2,4,1,1060,2,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,3,1,"RICE",1110,1,2,4,1,1110,10,51,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180057,3,2,"YAM",1120,1,2,4,1,1120,4,170,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180058,1,1,"MAIZE",1080,1,1,4,1,1080,2,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180058,1,2,"G/CORN",1070,1,1,4,1,1070,2,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180058,2,1,"S/BEANS",2220,1,1,4,1,2220,1,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180058,3,1,"RICB",1110,1,1,4,1,1110,5,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180059,1,1,"SOYA BEANS",2220,1,2,3,1,2220,1.5,52,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180059,2,1,"SOYA BEANS",2220,1,2,3,1,2220,3,52,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180059,3,1,"MAIZE",1080,1,2,3,1,1082,1,52,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180060,1,1,"MAIZE",1080,1,2,3,1,1082,2,52,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180060,2,1,"PEPPER",2140,1,2,3,1,2140,2,12,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180060,3,1,"RICE",1110,1,2,3,1,1111,10,52,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1817,2,370,180061,1,1,",MAIZE",1080,1,1,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,15,31,200,5,,1200,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180061,1,2,"BEANS",1010,1,1,1,2,,,,,,2,,,,,,,,,1,1,,"N1",1010,12,31,200,5,,2040,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180063,1,1,"SOYA BEANS",2220,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N1",2220,7,31,0,1,,1400,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180063,1,2,"MAIZE",1080,1,2,3,1,1080,10,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1817,2,370,180063,2,1,"MAIZE",1080,1,2,3,1,1080,8,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1817,2,370,180063,2,2,"GRANUT",1060,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N1",1060,2,31,0,1,,800,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180063,2,3,"G/CORN",1070,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N1",1070,2,31,0,1,,300,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180064,1,1,"G/CORN",1070,1,2,4,1,1070,3,31,4,,2,,,,,,,,,1,1,,"N2",1070,4,31,0,1,,320,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180064,1,2,"SOYA BEAN",2220,1,2,2,1,2220,2,31,4,,2,,,,,,,,,1,1,,"N2",2220,2,31,0,1,,300,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180064,2,1,"YAM",1120,1,2,4,1,1120,5,170,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1817,2,370,180064,2,2,"RICE",1110,1,2,2,1,1110,5,31,4,,2,,,,,,,,,1,1,,"N2",1110,10,31,0,1,,600,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180064,3,1,"S/POTATOES",2181,1,2,4,1,2181,1,92,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1817,2,370,180064,3,2,"WHITE BEANS",1010,1,2,4,1,1010,2,31,4,,2,,,,,,,,,1,1,,"N2",1010,3,31,0,1,,460,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180065,1,1,"GIUNEACORN",1070,1,2,4,1,1070,3,31,1,,2,,,,,,,,,1,1,,"N2",1070,4,31,100,5,,280,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180065,1,2,"GROUNDNUT",1060,1,2,4,1,1060,2,31,4,,2,,,,,,,,,1,1,,"N2",1060,2,31,100,5,,500,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180065,1,3,"WHITEBEANS",1010,1,2,2,2,,,,,,2,,,,,,,,,1,1,,"N2",1010,2,31,0,1,,460,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180065,1,4,"SOYABEANS",2220,1,2,2,2,,,,,,2,,,,,,,,,1,1,,"N2",2220,1,31,0,1,,120,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180066,1,1,"MAIZE",1080,1,1,3,1,1080,6,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1817,2,370,180067,1,1,"SOYA",2220,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N2",2220,18,30,0,1,,3960,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180067,1,2,"MAIZE",1080,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N2",1080,1,30,0,1,,70,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180067,1,3,"G/CORN",1070,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N2",1070,1,30,0,1,,70,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180067,2,1,"MAIZE",1080,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N2",1080,1,30,0,1,,70,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180067,2,2,"OKORO",2120,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N2",2120,5,30,0,1,,1750,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180068,1,1,"MAIZE",1080,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,7,31,0,1,,490,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180068,1,2,"TOMATOES",2260,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N1",2260,1,12,0,1,,500,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180069,1,1,"MAIZE",1080,1,1,4,2,,,,,,2,,,,,,,,,1,1,,"N1",1080,4,30,0,1,,240,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180069,2,1,"S/BEANS",2220,1,1,4,2,,,,,,2,,,,,,,,,1,1,,"N1",2220,28,30,0,1,,5040,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180069,2,2,"G/CORN",1070,1,1,4,2,,,,,,2,,,,,,,,,1,1,,"N1",1070,3,30,0,1,,180,1,,,,2,,,,,,,,,,,,,
3,18,1817,2,370,180070,1,1,"MAIZE",1080,1,1,2,1,1080,40,30,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1817,2,370,180070,1,2,"BEANS",1010,1,1,2,1,1010,40,30,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1817,2,370,180070,2,1,"MAIZE",1080,1,1,2,1,1080,40,30,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1817,2,370,180070,2,2,"BEANS",1010,1,1,2,1,1010,40,30,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180071,1,1,"MAIZE",1080,1,2,2,1,1080,4,31,4,,2,,,,,,,,,1,1,,"N1",1080,6,31,400,6,,420,1,,,,2,,,,,,,,,,,,,
3,18,1808,2,1726,180071,2,1,"GUINEA CORN",1070,1,2,4,1,1070,10,31,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180071,3,1,"GIUNEA CORN",1070,1,2,4,1,1070,11,31,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180071,3,2,"HUNGRY RICE (ACHA)",2010,1,2,4,1,2010,60,31,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180071,3,3,"MAIZE",1080,1,2,4,1,1080,1,31,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180071,3,4,"MILLET",1100,1,2,4,1,1100,1,31,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180071,4,1,"OKRO",2120,1,2,4,1,2120,2,12,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180071,4,2,"GINGER",2100,1,2,4,1,2100,10,170,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180072,1,1,"GINGER",2100,1,2,3,1,2100,30,150,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180072,1,2,"MAIZE",1080,1,2,3,1,1080,4,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180072,2,1,"MAIZE",1080,1,2,3,1,1080,7,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180072,3,1,"GUINEA CORN",1070,1,2,3,1,1070,4,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180073,1,1,"GIUNEACORN",1070,1,2,4,1,1070,3,31,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
