"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11eq3","s11eq3a","s11eq3b","s11eq4","s11eq5","s11eq6a","s11eq6b","s11eq7","s11eq7b","s11eq8","s11eq9","s11eq10a","s11eq10b","s11eq11a","s11eq11b","s11eq12","s11eq13","s11eq13b","s11eq14","s11eq15a","s11eq15b","s11eq16","s11eq17","s11eq18a","s11eq18b","s11eq19","s11eq20","s11eq20b","s11eq21","s11eq22","s11eq23","s11eq24","s11eq25","s11eq26","s11eq27a","s11eq27b","s11eq28","s11eq29","s11eq30a","s11eq30b","s11eq31","s11eq32","s11eq33","s11eq34","s11eq35","s11eq36","s11eq37"
5,3,305,2,1542,30123,3,1,"YAM",1120,1,2,4,1,1120,25,81,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,1542,30123,3,2,"THREE LEAVE YAM",1124,1,2,4,1,1124,20,81,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,1542,30124,1,1,"CASSAVA OLD",1020,1,2,3,1,1020,3,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,1542,30125,1,1,"PUMPKIN SEED",2193,1,2,4,1,2193,1.5,121,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,1542,30125,1,2,"YAM",1120,1,2,4,1,1120,2,121,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,1542,30125,2,1,"CASSAVA",1020,1,2,4,1,1020,5,132,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,1542,30125,3,1,"CASSAVA",1020,1,2,4,1,1020,5,132,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,1542,30128,1,1,"CASSAVA",1020,1,2,4,1,1020,6,161,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,1542,30128,2,1,"CASSAVA",1020,1,2,4,1,1020,8,161,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,1542,30128,2,2,"YAM",1120,1,2,4,1,1120,25,81,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,1542,30128,3,1,"CASSAVA",1020,1,2,4,1,1020,5,161,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30131,1,1,"CASSAVA OLD",1020,1,2,3,1,1020,1,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30131,2,1,"CASSAVA",1020,1,2,3,1,1020,3,162,1,,2,,,,,,,,,1,1,,"N2",1020,3,162,2500,5,,1000,1,,,,2,,,,,,,,,,,,,
5,3,312,2,20,30131,3,1,"CASSAVA OLD",1020,1,2,3,1,1020,3,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30133,1,1,"CASSAVA",1020,1,2,4,1,1020,3,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30133,2,1,"CASSAVA",1020,1,2,4,1,1020,5,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30133,2,2,"PALM TREE",3180,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30133,3,1,"CASSAVA",1020,1,2,4,1,1020,2,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30134,1,1,"CASSAVA",1020,1,2,4,1,1020,6,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30134,2,1,"CASSAVA",1020,1,2,4,1,1020,6,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30134,3,1,"CASSAVA",1020,1,2,4,1,1020,4,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30135,1,1,"CASSAVA",1020,1,2,2,1,1020,10,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30137,1,1,"CASSAVA",1020,1,2,4,1,1020,15,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30137,1,2,"YAM",1120,1,2,4,1,1120,80,80,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30138,1,1,"CASSAVA",1020,1,2,4,1,1020,10,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30138,2,1,"CASSAVA",1020,1,2,4,1,1020,10,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30138,2,2,"MELON",1090,1,2,4,2,,,,,,2,,,,,,,,,1,1,,"N1",1090,1.5,12,100,5,,75,1,,,,2,,,,,,,,,,,,,
5,3,312,2,20,30138,3,1,"CASSAVA",1020,1,2,4,1,1020,10,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30138,3,2,"MELON",1090,1,2,4,2,,,,,,2,,,,,,,,,1,1,,"N1",1090,1.5,12,100,5,,75,1,,,,2,,,,,,,,,,,,,
5,3,312,2,20,30139,1,1,"CASSAVA OLD",1020,1,2,4,1,1020,7.5,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30139,2,1,"CASSAVA OLD",1020,1,2,4,1,1020,7,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30140,1,1,"YAM",1120,1,2,4,1,1120,22,80,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30140,1,2,"PUMPKIN SEED",2193,1,2,4,1,2193,2,71,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30140,2,1,"CASSAVA OLD",1020,1,2,4,1,1020,6,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,312,2,20,30140,3,1,"CASSAVA OLD",1020,1,2,4,1,1020,6,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30141,1,1,"CASSAVA OLD",1020,1,2,4,1,1020,5,132,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30142,1,1,"CASSAVA",1020,1,2,4,1,1020,3,132,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30142,2,1,"CASSAVA",1020,1,2,4,1,1020,3,132,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30146,1,1,"CASSAVA  OLD",1020,1,2,4,1,1020,2,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30146,2,1,"CASSAVA OLD",1020,1,2,4,1,1020,6,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30146,3,1,"CASSAVA OLD",1020,1,2,4,1,1020,6,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30147,1,1,"CASSAVA",1020,1,2,4,1,1020,3,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30148,1,1,"CASSAVA",1020,1,2,2,1,1020,5,162,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30148,2,1,"CASSAVA",1020,1,2,2,1,1020,4,162,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30148,3,1,"CASSAVA",1020,1,2,2,1,1020,7,162,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30149,1,1,"CASSAVA",1020,1,2,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1020,5,162,200,5,,2500,1,,,,2,,,,,,,,,,,,,
5,3,305,2,4,30149,2,1,"CASSAVA",1020,1,2,1,2,,,,,,2,,,,,,,,,1,1,,"N2",1020,5,162,200,5,,2500,1,,,,2,,,,,,,,,,,,,
5,3,305,2,4,30149,3,1,"CASSAVA",1020,1,2,1,1,1020,3,162,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30149,3,2,"THREE LEAVE YAM",1124,1,2,4,2,,,,,,2,,,,,,,,,1,1,,"N3",1124,26,81,400,5,,3000,1,,,,2,,,,,,,,,,,,,
5,3,305,2,4,30149,3,3,"YAM",1120,1,2,4,2,,,,,,2,,,,,,,,,1,1,,"N4",1120,15,81,400,5,,3000,1,,,,2,,,,,,,,,,,,,
5,3,305,2,4,30149,4,1,"CASSAVA",1020,1,2,1,1,1020,2,162,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,305,2,4,30149,4,2,"THREE LEAVE YAM",1124,1,2,4,2,,,,,,2,,,,,,,,,1,1,,"N3",1124,28,81,400,5,,500,1,,,,2,,,,,,,,,,,,,
5,3,305,2,4,30149,4,3,"PUMPKIN",2190,1,2,4,2,,,,,,2,,,,,,,,,1,1,,"N5",2193,20,81,400,5,,1500,1,,,,2,,,,,,,,,,,,,
4,4,414,1,2176,40033,1,1,"CASSAVA",1020,1,2,3,1,1020,3,161,1,,2,,,,,,,,,1,2,,"N2",1020,1,140,200,5,,500,1,,,,2,,,,,,,,,,,,,
4,4,414,1,2176,40033,1,2,"COCOYAM",1040,1,2,3,1,1040,2,91,1,,2,,,,,,,,,1,2,,"N2",1040,1,90,250,5,,2500,1,,,,2,,,,,,,,,,,,,
4,4,414,1,2176,40033,1,3,"YAM",1120,1,2,3,1,1120,2,92,1,,2,,,,,,,,,1,2,,"N2",1120,15,80,200,5,,750,1,,,,2,,,,,,,,,,,,,
4,4,414,1,2176,40033,1,4,"MAIZE",1080,1,2,3,1,1080,4,141,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,414,1,2176,40037,1,1,"YAM",1120,1,2,3,1,1120,650,80,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,414,1,2176,40037,1,2,"COCOYAM",1040,1,2,3,1,1040,4,141,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,414,1,2176,40037,1,3,"CASSAVA",1020,1,2,2,1,1020,6,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,414,1,2176,40037,1,4,"MAIZE",1080,1,2,2,2,,,,,,2,,,,,,,,,1,2,,"N1",1080,1,13,100,6,,100,1,,,,2,,,,,,,,,,,,,
4,4,415,1,2108,40041,1,1,"COCOYAM",1040,1,2,3,1,1040,1,10,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40041,1,2,"PUMPKIN SEED",2193,1,2,3,2,,,,,,2,,,,,,,,,1,2,,"N2",2193,3,90,200,5,,300,1,,,,2,,,,,,,,,,,,,
4,4,415,1,2108,40041,1,3,"PLANTAIN",2170,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40042,1,1,"YAM",1120,1,2,3,1,1120,150,80,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40042,1,2,"CASSAVA",1020,1,2,3,1,1020,10,160,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40042,1,3,"MAIZE",1080,1,2,3,1,1080,5,13,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40042,1,4,"OIL PALM TREE",3180,2,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40043,1,1,"YAM",1120,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N2",1120,150,80,200,5,,12000,1,,,,2,,,,,,,,,,,,,
4,4,415,1,2108,40043,1,2,"CASSAVA",1020,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N2",1020,7,160,300,5,,3000,1,,,,2,,,,,,,,,,,,,
4,4,415,1,2108,40043,1,3,"MAIZE",1080,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N2",1080,4,13,200,5,,200,1,,,,2,,,,,,,,,,,,,
4,4,415,1,0,40044,1,1,"COCOYAM",1040,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N1",1040,6,140,300,5,,2000,1,,,,2,,,,,,,,,,,,,
4,4,415,1,0,40044,1,2,"CASSAVA",1020,1,2,3,2,,,,,,2,,,,,,,,,1,1,,"N1",1020,5,160,300,5,,1000,1,,,,2,,,,,,,,,,,,,
4,4,415,1,2108,40045,1,1,"COCOYAM",1040,1,2,3,1,1040,3,141,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40045,1,2,"CASSAVA",1020,1,2,3,1,1020,20,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40045,1,3,"MAIZE",1080,1,2,3,1,1080,6,81,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40046,1,1,"YAM",1120,1,2,4,1,1120,1,91,1,,2,,,,,,,,,1,1,,"N2",1120,1,91,100,5,,2500,1,,,,2,,,,,,,,,,,,,
4,4,415,1,2108,40046,1,2,"CASSAVA",1020,1,2,2,1,1020,1,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40046,1,3,"COCOYAM",1040,1,2,4,1,1040,1,91,1,,2,,,,,,,,,1,1,,"N3",1040,2,91,150,5,,2000,1,,,,2,,,,,,,,,,,,,
4,4,415,1,2108,40046,1,4,"MAIZE",1080,1,2,2,2,,,,,,2,,,,,,,,,1,1,,"N4",1080,1,13,0,1,,70,1,,,,2,,,,,,,,,,,,,
4,4,415,1,2108,40047,1,1,"CASSAVA",1020,1,2,2,1,1020,1,160,1,,1,1020,1,160,"N2",,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40047,1,2,"COCOYAM",1040,1,2,4,1,1040,2,90,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40047,1,3,"MAIZE",1080,1,2,2,1,1080,1,13,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40049,1,1,"CASSAVA",1020,1,2,3,1,1020,22,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40049,1,2,"COCOYAM",1040,1,2,3,1,1040,3,141,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,415,1,2108,40049,1,3,"MAIZE",1080,1,2,3,1,1080,10,81,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40052,1,1,"MAIZE",1080,1,1,2,2,,,,,,2,,,,,,,,,1,2,1,"N1",1080,9,13,100,5,,270,1,,,,2,,,,,,,,,,,,,
4,4,413,2,1540,40052,1,2,"CASSAVA",1020,1,1,2,2,,,,,,2,,,,,,,,,1,2,1,"N1",1020,4,161,250,5,,1800,1,,,,2,,,,,,,,,,,,,
4,4,413,2,1540,40052,1,3,"YAM",1120,1,1,2,2,,,,,,2,,,,,,,,,1,2,1,"N1",1120,248,80,200,5,,4350,1,,,,2,,,,,,,,,,,,,
4,4,413,2,1540,40052,1,4,"VEGETABLE (OKRO)",2120,1,1,2,2,,,,,,2,,,,,,,,,1,2,1,"N1",2120,5,13,150,5,,150,1,,,,2,,,,,,,,,,,,,
4,4,413,2,1540,40054,1,1,"CASSAVA",1020,1,2,1,1,1020,4,161,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40054,1,2,"YAM",1120,1,2,4,2,,,,,,2,,,,,,,,,1,1,2,"N2",1120,200,80,100,5,,10000,1,,,,2,,,,,,,,,,,,,
4,4,413,2,1540,40054,1,3,"MAIZE",1080,1,2,1,1,1080,1,71,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40054,2,1,"CASSAVA",1020,1,2,1,1,1020,5,161,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40054,2,2,"MAIZE",1080,1,2,1,1,1080,1,71,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40054,2,3,"YAM",1120,1,2,4,2,,,,,,2,,,,,,,,,1,1,2,"N2",1120,300,80,100,5,,15000,1,,,,2,,,,,,,,,,,,,
4,4,413,2,1540,40055,1,1,"CASSAVA",1020,1,2,4,1,1020,4,160,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40055,2,1,"MAIZE",1080,1,2,4,1,1080,6,13,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40055,2,2,"PUMPKIN LEAVE",2191,1,2,4,1,2191,3,90,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40055,2,3,"GREEN VEGETABLE",2194,1,2,4,1,2194,2,160,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40056,1,1,"YAM",1120,1,2,3,1,1120,8,80,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40056,1,2,"CASSAVA",1020,1,2,3,1,1020,50,160,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40056,1,3,"MAIZE",1080,1,2,3,1,1080,7,11,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40056,2,1,"YAM",1120,1,2,3,1,1120,100,80,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40056,2,2,"CASSAVA",1020,1,2,3,1,1020,70,160,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40056,2,3,"MAIZE",1080,1,2,3,1,1080,10,11,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40060,1,1,"YAM",1120,1,2,2,1,1120,90,80,5,"DID WELL PREVIOUS HARVEST",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40060,1,2,"CASSAVA",1020,1,2,2,1,1020,12,161,5,"DID WELL PREVIOUS SEASON",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40060,1,3,"MAIZE",1080,1,2,2,1,1080,10,13,5,"DID WELL PREVIOUS SEASON",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40060,2,1,"YAM",1120,1,2,2,1,1120,40,80,5,"DID WELL PREVIOUS SEASON",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40060,2,2,"CASSAVA",1020,1,2,2,1,1020,8,161,5,"DID WELL PREVIOUS HARVEST",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40060,2,3,"MAIZE",1080,1,2,2,1,1080,6,13,5,"DID WELL PREVIOUS SEASON",2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,413,2,1540,40060,3,1,"YAM",1120,1,2,2,2,,,,,,2,,,,,,,,,1,1,3,"N1",1120,40,81,200,5,,6000,1,,,,2,,,,,,,,,,,,,
4,4,413,2,1540,40060,3,2,"CASSAVA",1020,1,2,2,2,,,,,,2,,,,,,,,,1,1,,"N2",1020,2,161,350,5,,2000,1,,,,2,,,,,,,,,,,,,
4,4,413,2,1540,40060,3,3,"MAIZE",1080,1,2,2,2,,,,,,2,,,,,,,,,1,1,,"N3",1080,4,13,100,5,,200,1,,,,2,,,,,,,,,,,,,
4,4,413,2,1540,40060,3,4,"COCOYAM",1040,1,2,2,2,,,,,,2,,,,,,,,,1,1,,"N4",1040,1,141,200,5,,1800,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40062,1,1,"MAIZE",1080,1,2,3,1,1080,2,11,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40062,1,2,"CASSAVA",1020,1,2,3,1,1020,2,11,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40063,1,1,"MAIZE",1080,1,2,4,1,1080,10,11,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40063,2,1,"CASSAVA",1020,1,2,4,1,1020,8,161,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40064,1,1,"COCOYAM",1040,1,2,4,2,,,,,,2,,,,,,,,,1,2,,"N1",1040,3,140,800,2,,3200,1,,,,1,2,,"N2",1040,1,140,200,2,1000,1,,,
4,4,405,2,722,40064,2,1,"MAIZE",1080,1,2,4,1,1080,10,13,2,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40064,2,2,"CASSAVA",1020,1,2,4,1,1020,12,161,2,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40065,1,1,"CASSAVA",1020,1,2,4,1,1020,2,160,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40065,2,1,"MAIZE",1080,1,2,4,1,1080,3,13,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40065,2,2,"CASSAVA",1020,1,2,4,1,1020,1,160,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40066,1,1,"MAIZE",1080,1,1,2,1,1080,5,13,4,,2,,,,,,,,,1,1,,"N2",1080,5,13,80,5,,150,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40066,1,2,"YAM",1120,1,1,2,2,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40066,1,3,"CASSAVA",1020,1,1,2,2,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40066,1,4,"OKRO",2120,1,1,2,1,2120,3,13,4,,2,,,,,,,,,1,1,,"N2",2120,3,13,80,5,,80,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40067,1,1,"CASSAVA",1020,1,1,2,2,,,,,,2,,,,,,,,,1,1,,"N2",1020,2,161,200,5,,800,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40067,1,2,"MAIZE",1080,1,1,2,2,,,,,,2,,,,,,,,,1,1,,"N2",1080,6,13,70,5,,270,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40068,1,1,"MAIZE",1080,1,1,2,2,,,,,,2,,,,,,,,,1,2,,"N2",1080,2,13,80,5,,60,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40068,1,2,"CASSAVA",1020,1,1,2,2,,,,,,2,,,,,,,,,1,2,,"N2",1020,2,161,100,5,,800,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40068,1,3,"YAM",1120,1,1,2,2,,,,,,2,,,,,,,,,1,2,,"N2",1120,1,142,100,5,,3750,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40068,1,4,"COCOYAM",1040,1,1,2,2,,,,,,2,,,,,,,,,1,2,,"N2",1040,1,151,80,5,,2850,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40069,1,1,"MAIZE",1080,1,1,2,2,,,,,,2,,,,,,,,,1,1,2,"N2",1080,2,1,0,1,,1200,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40069,1,2,"CASSAVA",1020,1,2,2,1,1020,4,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40069,1,3,"YAM",1120,1,2,4,1,1120,2,151,1,,2,,,,,,,,,1,1,2,"N3",1120,2,91,0,1,,14000,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40069,2,1,"MAIZE",1080,1,1,2,2,,,,,,2,,,,,,,,,1,1,2,"N2",1080,1,1,0,1,,600,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40069,2,2,"CASSAVA",1020,1,2,2,1,1020,1,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40069,2,3,"TOMATOES",2260,1,2,4,2,,,,,,2,,,,,,,,,1,1,2,"N2",2260,1,13,0,1,,200,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40069,3,1,"MAIZE",1080,1,1,2,2,,,,,,2,,,,,,,,,1,1,2,"N2",1080,1,1,0,1,,600,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40069,3,2,"YAM",1120,1,2,4,1,1120,1,151,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40069,3,3,"CASSAVA",1020,1,2,2,1,1020,1,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40069,3,4,"PUMPKIN SEED",2193,1,2,4,2,,,,,,2,,,,,,,,,1,1,2,"N3",2193,2,71,0,1,,1000,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40069,4,1,"MAIZE",1080,1,1,2,2,,,,,,2,,,,,,,,,1,1,2,"N2",1080,500,2,0,1,,300,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40069,4,2,"CASSAVA",1020,1,2,2,1,1020,3,162,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,722,40069,4,3,"YAM",1120,1,2,4,1,1120,2,151,1,,2,,,,,,,,,1,1,2,"N4",1120,1,91,0,1,,12000,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40070,1,1,"MAIZE",1080,1,2,1,2,,,,,,2,,,,,,,,,1,1,2,"N1",1080,1,70,50,5,,200,1,,,,2,,,,,,,,,,,,,
4,4,405,2,722,40070,1,2,"CASSAVA",1020,1,2,2,1,1020,1,161,4,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
