"zone","state","lga","sector","ea","activity_cd","c3q2c","c3q3","c3q4","c3q5","c3q6","c3q7","c3q8","c3q9","c3q10","c3q11","c3q12","c3q13"
1,7,722,2,892,2,2220,1,3,2,,1,400,2,,1,1200,50
1,7,722,2,892,3,1060,1,3,2,,1,400,2,,1,1200,50
1,7,722,2,892,4,1110,1,3,1,400,1,400,2,,1,1200,50
1,7,722,2,892,5,,2,,,,,,,,,,
1,7,722,2,892,6,,1,3,2,,1,400,2,,1,1200,50
1,7,722,2,892,7,1110,1,3,1,500,1,500,2,,1,1500,50
1,7,722,2,892,8,1060,1,3,1,400,1,400,1,400,1,1200,50
1,7,722,2,892,9,2220,1,3,1,600,1,600,2,,1,1700,50
1,7,722,2,892,10,,2,,,,,,,,,,
1,7,722,2,892,11,,2,,,,,,,,,,
1,7,722,2,892,12,,2,,,,,,,,,,
2,8,805,2,46,1,,1,3,1,500,1,500,2,,1,2500,150
2,8,805,2,46,2,1082,1,3,1,500,1,500,2,,1,2500,50
2,8,805,2,46,3,1010,1,3,1,500,1,500,2,,1,2000,50
2,8,805,2,46,4,2220,1,3,1,500,1,500,2,,1,2000,50
2,8,805,2,46,5,,1,3,1,500,1,500,2,,1,1500,50
2,8,805,2,46,6,,1,3,1,500,1,500,2,,1,4000,200
2,8,805,2,46,7,1082,1,3,1,500,1,500,2,,1,2000,100
2,8,805,2,46,8,1010,1,3,1,500,1,500,2,,1,2000,200
2,8,805,2,46,9,2220,1,3,1,500,1,500,2,,1,3000,200
2,8,805,2,46,10,1082,1,3,1,500,1,500,2,,1,2500,100
2,8,805,2,46,11,1010,1,3,1,500,1,500,2,,1,3000,200
2,8,805,2,46,12,2220,1,3,1,500,1,500,2,,1,3000,200
2,8,812,2,866,1,,2,,,,,,,,,,
2,8,812,2,866,2,,2,,,,,,,,,,
2,8,812,2,866,3,,2,,,,,,,,,,
2,8,812,2,866,4,,2,,,,,,,,,,
2,8,812,2,866,5,,2,,,,,,,,,,
2,8,812,2,866,6,,1,3,1,1000,1,500,1,300,1,20000,500
2,8,812,2,866,7,1082,1,3,1,1000,1,500,1,300,1,6000,500
2,8,812,2,866,8,1062,1,3,1,1000,1,500,1,300,1,20000,500
2,8,812,2,866,9,1010,1,3,1,1000,1,500,1,300,1,15000,500
2,8,812,2,866,10,1082,1,3,1,1000,1,500,1,300,1,5000,500
2,8,812,2,866,11,1062,1,3,1,1000,1,500,1,300,1,8000,500
2,8,812,2,866,12,1010,1,3,1,1000,1,500,1,300,1,6000,500
2,8,813,2,2094,1,,1,1,1,1000,2,,2,,1,2000,300
2,8,813,2,2094,2,,2,,,,,,,,,,
2,8,813,2,2094,3,,2,,,,,,,,,,
2,8,813,2,2094,4,1010,1,1,1,1000,2,,2,,1,6000,600
2,8,813,2,2094,5,,2,,,,,,,,,,
2,8,813,2,2094,6,,2,,,,,,,,,,
2,8,813,2,2094,7,1010,1,1,1,1000,2,,2,,1,10000,1000
2,8,813,2,2094,8,,2,,,,,,,,,,
2,8,813,2,2094,9,,2,,,,,,,,,,
2,8,813,2,2094,10,,2,,,,,,,,,,
2,8,813,2,2094,11,1062,1,1,1,900,2,,2,,2,,
2,8,813,2,2094,12,,2,,,,,,,,,,
2,8,815,2,362,1,,1,1,1,700,2,,2,,1,3000,250
2,8,815,2,362,2,1100,1,1,1,800,2,,2,,1,3000,250
2,8,815,2,362,3,,2,,,,,,,,,,
2,8,815,2,362,4,,2,,,,,,,,,,
2,8,815,2,362,5,,2,,,,,,,,,,
2,8,815,2,362,6,,1,1,1,1000,2,,2,,1,5000,300
2,8,815,2,362,7,1100,1,1,1,1000,2,,2,,1,3500,250
2,8,815,2,362,8,,2,,,,,,,,,,
2,8,815,2,362,9,,2,,,,,,,,,,
2,8,815,2,362,10,1100,1,1,2,,1,800,2,,2,,
2,8,815,2,362,11,,2,,,,,,,,,,
2,8,815,2,362,12,,2,,,,,,,,,,
2,8,820,2,1030,1,,2,,,,,,,,,,
2,8,820,2,1030,2,,2,,,,,,,,,,
2,8,820,2,1030,3,,2,,,,,,,,,,
2,8,820,2,1030,4,,2,,,,,,,,,,
2,8,820,2,1030,5,,2,,,,,,,,,,
2,8,820,2,1030,6,,2,,,,,,,,,,
2,8,820,2,1030,7,,2,,,,,,,,,,
2,8,820,2,1030,8,,2,,,,,,,,,,
2,8,820,2,1030,9,,2,,,,,,,,,,
2,8,820,2,1030,10,,2,,,,,,,,,,
2,8,820,2,1030,11,,2,,,,,,,,,,
2,8,820,2,1030,12,,2,,,,,,,,,,
2,8,821,1,5062,1,,1,3,1,500,2,,2,,1,1000,200
2,8,821,1,5062,2,1100,1,3,1,300,1,300,1,250,2,,
2,8,821,1,5062,3,1010,1,3,1,300,1,300,1,250,2,,
2,8,821,1,5062,4,1060,1,3,1,500,1,500,2,,2,,
2,8,821,1,5062,5,,1,3,1,300,1,250,1,250,2,,
2,8,821,1,5062,6,,1,3,1,400,2,,2,,1,4000,300
2,8,821,1,5062,7,1100,1,3,1,400,2,,2,,1,2000,250
2,8,821,1,5062,8,1010,1,3,1,500,1,400,1,300,2,,
2,8,821,1,5062,9,1060,1,3,1,400,1,400,1,300,2,,
2,8,821,1,5062,10,1100,1,3,1,800,1,800,2,,2,,
2,8,821,1,5062,11,1010,1,1,1,600,1,500,1,300,2,,
2,8,821,1,5062,12,1060,1,1,1,600,1,500,1,300,2,,
2,8,824,2,768,1,,1,1,1,1300,2,,2,,1,6000,300
2,8,824,2,768,2,1100,1,1,1,1300,1,1000,2,,1,6500,300
2,8,824,2,768,3,1010,1,1,1,1300,1,100,2,,1,6500,300
2,8,824,2,768,4,,2,,,,,,,,,,
2,8,824,2,768,5,,2,,,,,,,,,,
2,8,824,2,768,6,,1,1,1,1500,2,,2,,1,7000,400
2,8,824,2,768,7,1100,1,1,1,1300,2,,2,,1,7000,400
2,8,824,2,768,8,,2,,,,,,,,,,
2,8,824,2,768,9,,2,,,,,,,,,,
2,8,824,2,768,10,,2,,,,,,,,,,
2,8,824,2,768,11,,2,,,,,,,,,,
2,8,824,2,768,12,1010,1,1,1,1000,1,800,2,,1,5000,300
2,8,826,2,926,1,,2,,,,,,,,,,
2,8,826,2,926,2,,2,,,,,,,,,,
2,8,826,2,926,3,,2,,,,,,,,,,
2,8,826,2,926,4,,2,,,,,,,,,,
2,8,826,2,926,5,,2,,,,,,,,,,
2,8,826,2,926,6,,2,,,,,,,,,,
2,8,826,2,926,7,,2,,,,,,,,,,
2,8,826,2,926,8,,2,,,,,,,,,,
2,8,826,2,926,9,,2,,,,,,,,,,
2,8,826,2,926,10,,2,,,,,,,,,,
2,8,826,2,926,11,,2,,,,,,,,,,
2,8,826,2,926,12,,2,,,,,,,,,,
2,8,827,2,804,1,,1,3,1,500,2,,2,,1,5000,250
2,8,827,2,804,2,,2,,,,,,,,,,
2,8,827,2,804,3,,2,,,,,,,,,,
2,8,827,2,804,4,,2,,,,,,,,,,
2,8,827,2,804,5,,1,3,1,500,2,,2,,2,,
2,8,827,2,804,6,,1,3,1,700,2,,2,,1,12000,500
2,8,827,2,804,7,1080,1,3,1,500,2,,2,,2,,
2,8,827,2,804,8,1070,1,3,1,500,2,,2,,2,,
2,8,827,2,804,9,1010,1,3,1,700,1,400,1,300,2,,
2,8,827,2,804,10,1080,1,3,1,400,1,400,2,,2,,
2,8,827,2,804,11,1070,1,3,1,600,1,400,2,,2,,
2,8,827,2,804,12,1010,1,3,1,700,1,400,2,,2,,
5,9,901,2,398,1,,1,1,1,1000,2,,2,,2,,
5,9,901,2,398,2,1020,1,1,1,500,1,500,2,,2,,
5,9,901,2,398,3,1020,1,1,1,500,1,500,2,,2,,
5,9,901,2,398,4,,2,,,,,,,,,,
5,9,901,2,398,5,,2,,,,,,,,,,
5,9,901,2,398,6,,1,1,1,500,1,500,1,300,2,,
5,9,901,2,398,7,1120,1,1,1,500,1,500,2,,2,,
5,9,901,2,398,8,1120,1,1,1,500,2,,1,500,2,,
5,9,901,2,398,9,,2,,,,,,,,,,
5,9,901,2,398,10,,2,,,,,,,,,,
5,9,901,2,398,11,,2,,,,,,,,,,
5,9,901,2,398,12,,2,,,,,,,,,,
5,9,903,2,48,1,,1,1,1,1000,2,,2,,1,1000,50
5,9,903,2,48,2,1020,1,1,1,1000,1,1000,2,,2,,
5,9,903,2,48,3,1080,1,1,1,1000,1,1000,2,,1,1000,10
5,9,903,2,48,4,,2,,,,,,,,,,
5,9,903,2,48,5,,2,,,,,,,,,,
5,9,903,2,48,6,,1,1,1,1000,1,1500,2,,2,,
5,9,903,2,48,7,1020,1,1,1,3000,1,3000,2,,2,,
5,9,903,2,48,8,,2,,,,,,,,,,
5,9,903,2,48,9,,2,,,,,,,,,,
5,9,903,2,48,10,,2,,,,,,,,,,
5,9,903,2,48,11,,2,,,,,,,,,,
5,9,903,2,48,12,,2,,,,,,,,,,
5,9,905,2,978,1,,1,1,1,1000,2,,2,,2,,
5,9,905,2,978,2,1020,1,1,1,1000,1,1000,2,,1,2000,20
5,9,905,2,978,3,1060,1,1,1,1000,1,1000,2,,2,,
5,9,905,2,978,4,,2,,,,,,,,,,
5,9,905,2,978,5,,2,,,,,,,,,,
5,9,905,2,978,6,,1,1,1,700,1,700,1,700,2,,
5,9,905,2,978,7,1020,1,1,1,700,1,700,1,300,2,,
5,9,905,2,978,8,1060,1,1,1,500,1,500,1,300,2,,
5,9,905,2,978,9,,2,,,,,,,,,,
5,9,905,2,978,10,,2,,,,,,,,,,
5,9,905,2,978,11,,2,,,,,,,,,,
5,9,905,2,978,12,,2,,,,,,,,,,
5,9,907,2,1446,1,,1,1,1,500,1,500,2,,1,2000,10
5,9,907,2,1446,2,1020,1,1,1,500,1,500,2,,2,,
5,9,907,2,1446,3,3040,1,1,1,500,1,500,2,,2,,
5,9,907,2,1446,4,2030,1,1,1,500,2,,2,,1,3000,20
5,9,907,2,1446,5,,2,,,,,,,,,,
5,9,907,2,1446,6,,1,1,1,800,1,1000,1,400,1,2000,10
5,9,907,2,1446,7,1020,1,1,1,500,1,500,2,,2,,
5,9,907,2,1446,8,3040,1,1,1,500,2,,2,,1,3000,50
5,9,907,2,1446,9,,2,,,,,,,,,,
5,9,907,2,1446,10,,2,,,,,,,,,,
5,9,907,2,1446,11,,2,,,,,,,,,,
5,9,907,2,1446,12,,2,,,,,,,,,,
5,9,908,1,278,1,,1,1,1,1000,2,,2,,1,1000,30
5,9,908,1,278,2,1020,1,1,1,500,1,500,2,,1,500,20
5,9,908,1,278,3,,2,,,,,,,,,,
5,9,908,1,278,4,,2,,,,,,,,,,
5,9,908,1,278,5,,2,,,,,,,,,,
5,9,908,1,278,6,,1,1,2,,1,500,2,,1,500,20
5,9,908,1,278,7,,2,,,,,,,,,,
5,9,908,1,278,8,,2,,,,,,,,,,
5,9,908,1,278,9,,2,,,,,,,,,,
5,9,908,1,278,10,,2,,,,,,,,,,
5,9,908,1,278,11,,2,,,,,,,,,,
5,9,908,1,278,12,,2,,,,,,,,,,
5,9,910,2,200,1,,1,1,1,1000,2,,2,,2,,
5,9,910,2,200,2,1020,1,1,1,700,1,700,2,,2,,
5,9,910,2,200,3,3040,1,1,1,700,1,700,2,,2,,
5,9,910,2,200,4,,2,,,,,,,,,,
5,9,910,2,200,5,,2,,,,,,,,,,
5,9,910,2,200,6,,2,,,,,,,,,,
5,9,910,2,200,7,1020,1,1,1,700,1,700,2,,2,,
5,9,910,2,200,8,3040,1,1,1,700,1,700,2,,2,,
5,9,910,2,200,9,,2,,,,,,,,,,
5,9,910,2,200,10,,2,,,,,,,,,,
5,9,910,2,200,11,,2,,,,,,,,,,
5,9,910,2,200,12,,2,,,,,,,,,,
5,9,912,2,102,1,,1,1,1,1000,2,,2,,1,2000,50
5,9,912,2,102,2,1110,1,1,1,1000,1,1000,2,,2,,
5,9,912,2,102,3,1120,1,1,1,1000,1,1000,2,,1,2000,10
5,9,912,2,102,4,1020,1,1,1,1000,1,1000,2,,1,2000,10
5,9,912,2,102,5,,2,,,,,,,,,,
5,9,912,2,102,6,,1,1,1,1000,1,1000,2,,1,2000,20
5,9,912,2,102,7,1110,1,1,1,1000,1,1000,2,,1,3000,20
5,9,912,2,102,8,1020,1,1,1,1000,1,1000,2,,1,3000,20
5,9,912,2,102,9,,2,,,,,,,,,,
5,9,912,2,102,10,,2,,,,,,,,,,
5,9,912,2,102,11,,2,,,,,,,,,,
5,9,912,2,102,12,,2,,,,,,,,,,
5,9,913,2,2266,1,,1,1,1,1000,2,,2,,2,,
5,9,913,2,2266,2,1110,1,1,1,1000,1,1000,2,,2,,
5,9,913,2,2266,3,1020,1,1,1,700,1,700,2,,1,2000,50
5,9,913,2,2266,4,,2,,,,,,,,,,
5,9,913,2,2266,5,,2,,,,,,,,,,
5,9,913,2,2266,6,,1,1,1,500,1,500,2,,1,1500,20
5,9,913,2,2266,7,1110,1,1,1,1000,1,1000,2,,2,,
5,9,913,2,2266,8,,2,,,,,,,,,,
5,9,913,2,2266,9,,2,,,,,,,,,,
5,9,913,2,2266,10,,2,,,,,,,,,,
5,9,913,2,2266,11,,2,,,,,,,,,,
5,9,913,2,2266,12,,2,,,,,,,,,,
5,9,914,2,1746,1,,1,1,1,700,1,500,2,,1,1500,10
5,9,914,2,1746,2,3040,1,1,1,700,1,700,2,,2,,
5,9,914,2,1746,3,3180,1,1,1,700,1,700,2,,2,,
5,9,914,2,1746,4,1020,1,1,1,700,1,700,2,,2,,
5,9,914,2,1746,5,,2,,,,,,,,,,
5,9,914,2,1746,6,,1,1,1,500,1,500,1,300,2,,
5,9,914,2,1746,7,3040,1,1,1,500,1,500,1,300,2,,
5,9,914,2,1746,8,3180,1,1,1,500,1,500,1,300,2,,
5,9,914,2,1746,9,1020,1,1,1,500,1,500,1,300,2,,
5,9,914,2,1746,10,,2,,,,,,,,,,
5,9,914,2,1746,11,,2,,,,,,,,,,
5,9,914,2,1746,12,,2,,,,,,,,,,
5,9,915,1,1390,1,,1,1,1,1000,1,500,2,,2,,
5,9,915,1,1390,2,1020,1,1,1,1000,1,500,2,,2,,
5,9,915,1,1390,3,1120,1,1,1,1000,1,500,2,,2,,
5,9,915,1,1390,4,,2,,,,,,,,,,
5,9,915,1,1390,5,,2,,,,,,,,,,
5,9,915,1,1390,6,,1,1,1,1000,1,500,2,,1,2000,20
5,9,915,1,1390,7,1020,1,1,1,1000,1,1000,2,,2,,
5,9,915,1,1390,8,,2,,,,,,,,,,
5,9,915,1,1390,9,,2,,,,,,,,,,
5,9,915,1,1390,10,,2,,,,,,,,,,
5,9,915,1,1390,11,,2,,,,,,,,,,
5,9,915,1,1390,12,,2,,,,,,,,,,
5,9,916,2,1068,1,,1,1,1,1000,2,,2,,1,2000,10
5,9,916,2,1068,2,1020,1,1,1,1000,1,1000,1,300,2,,
5,9,916,2,1068,3,1120,1,1,1,1000,1,1000,1,300,2,,
5,9,916,2,1068,4,,2,,,,,,,,,,
5,9,916,2,1068,5,,2,,,,,,,,,,
5,9,916,2,1068,6,,1,1,1,1000,1,1000,1,500,2,,
5,9,916,2,1068,7,,2,,,,,,,,,,
5,9,916,2,1068,8,,2,,,,,,,,,,
5,9,916,2,1068,9,,2,,,,,,,,,,
5,9,916,2,1068,10,,2,,,,,,,,,,
5,9,916,2,1068,11,,2,,,,,,,,,,
5,9,916,2,1068,12,,2,,,,,,,,,,
5,9,917,1,1254,1,,1,1,1,2000,2,,2,,1,2000,50
5,9,917,1,1254,2,1020,1,1,1,2000,1,2000,2,,1,5000,10
5,9,917,1,1254,3,,2,,,,,,,,,,
5,9,917,1,1254,4,,2,,,,,,,,,,
5,9,917,1,1254,5,,2,,,,,,,,,,
5,9,917,1,1254,6,,1,1,1,2000,1,2000,2,,1,5000,10
5,9,917,1,1254,7,1020,1,1,1,1000,1,1000,1,500,2,,
5,9,917,1,1254,8,,2,,,,,,,,,,
5,9,917,1,1254,9,,2,,,,,,,,,,
5,9,917,1,1254,10,,2,,,,,,,,,,
5,9,917,1,1254,11,,2,,,,,,,,,,
5,9,917,1,1254,12,,2,,,,,,,,,,
5,9,918,2,834,1,,1,1,1,1000,2,,2,,1,3500,10
5,9,918,2,834,2,1110,1,1,1,500,1,500,1,500,2,,
5,9,918,2,834,3,1020,1,1,1,400,1,400,1,400,2,,
5,9,918,2,834,4,1120,1,1,1,400,1,400,1,400,2,,
5,9,918,2,834,5,,2,,,,,,,,,,
5,9,918,2,834,6,,1,1,1,200,1,400,1,200,2,,
5,9,918,2,834,7,1110,1,1,1,400,1,500,1,500,2,,
5,9,918,2,834,8,1120,1,1,1,500,1,500,1,300,2,,
5,9,918,2,834,9,1120,1,1,1,500,1,500,2,,2,,
5,9,918,2,834,10,,2,,,,,,,,,,
5,9,918,2,834,11,,2,,,,,,,,,,
5,9,918,2,834,12,,2,,,,,,,,,,
5,10,1001,2,172,1,,1,3,1,1000,1,1000,1,800,1,10000,1000
5,10,1001,2,172,2,1020,1,3,1,1000,1,1000,1,800,1,8000,1000
5,10,1001,2,172,3,1120,1,3,1,1200,1,1000,1,800,1,10000,1200
5,10,1001,2,172,4,1080,1,3,1,1000,1,1000,1,800,1,8000,1000
5,10,1001,2,172,5,,2,,,,,,,,,,
5,10,1001,2,172,6,,1,3,1,1000,1,1000,1,800,1,15000,1000
5,10,1001,2,172,7,1020,1,3,1,1000,1,1000,1,800,1,8000,1000
5,10,1001,2,172,8,1120,1,3,1,1200,1,1000,1,800,1,10000,1200
5,10,1001,2,172,9,1080,1,3,1,1000,1,1000,1,800,1,8000,1000
5,10,1001,2,172,10,1020,1,3,1,1000,1,1000,1,800,1,9000,1000
5,10,1001,2,172,11,1120,1,3,1,1200,1,1000,1,800,1,9000,1200
5,10,1001,2,172,12,1080,1,3,1,1000,1,1000,1,800,1,8000,1000
5,10,1005,1,662,1,,1,1,1,1000,2,,2,,1,15000,1000
5,10,1005,1,662,2,1020,1,1,2,,1,800,2,,2,,
5,10,1005,1,662,3,1080,2,,,,,,,,,,
5,10,1005,1,662,4,2120,2,,,,,,,,,,
5,10,1005,1,662,5,,2,,,,,,,,,,
5,10,1005,1,662,6,,1,1,2,,1,800,2,,2,,
5,10,1005,1,662,7,,2,,,,,,,,,,
5,10,1005,1,662,8,,2,,,,,,,,,,
5,10,1005,1,662,9,,2,,,,,,,,,,
5,10,1005,1,662,10,,2,,,,,,,,,,
5,10,1005,1,662,11,,2,,,,,,,,,,
5,10,1005,1,662,12,,2,,,,,,,,,,
5,10,1005,2,1374,1,,1,1,1,1200,1,1200,2,,2,,
5,10,1005,2,1374,2,1020,1,1,2,,1,700,2,,2,,
5,10,1005,2,1374,3,3180,1,1,1,700,2,,2,,2,,
5,10,1005,2,1374,4,2120,1,1,2,,1,700,2,,2,,
5,10,1005,2,1374,5,,2,,,,,,,,,,
5,10,1005,2,1374,6,,1,1,2,,1,700,2,,2,,
5,10,1005,2,1374,7,1020,1,1,2,,1,700,2,,2,,
5,10,1005,2,1374,8,3181,1,1,1,700,2,,2,,2,,
5,10,1005,2,1374,9,,2,,,,,,,,,,
5,10,1005,2,1374,10,,2,,,,,,,,,,
5,10,1005,2,1374,11,,2,,,,,,,,,,
5,10,1005,2,1374,12,,2,,,,,,,,,,
5,10,1007,1,1166,1,,1,1,1,1000,2,,1,500,1,10000,1000
5,10,1007,1,1166,2,1080,1,1,1,1000,2,,1,500,1,10000,1000
5,10,1007,1,1166,3,1020,1,1,1,1000,2,,1,500,1,10000,1000
5,10,1007,1,1166,4,2120,1,1,1,1000,2,,1,500,1,10000,1000
5,10,1007,1,1166,5,,2,,,,,,,,,,
5,10,1007,1,1166,6,,1,1,1,1000,1,1000,1,500,1,5000,500
5,10,1007,1,1166,7,1080,1,1,1,1000,1,1000,1,500,1,10000,1000
5,10,1007,1,1166,8,1020,1,1,1,1000,1,1000,1,500,1,10000,1000
5,10,1007,1,1166,9,2120,1,1,1,1000,1,1000,1,500,1,5000,500
5,10,1007,1,1166,10,1080,2,,,,,,,,,,
5,10,1007,1,1166,11,1020,2,,,,,,,,,,
5,10,1007,1,1166,12,2120,2,,,,,,,,,,
5,10,1008,2,1314,1,,1,3,1,1000,1,1000,1,500,1,15000,1000
5,10,1008,2,1314,2,1020,1,3,1,1000,1,1000,1,500,1,15000,1000
5,10,1008,2,1314,3,1120,1,3,1,1000,1,1000,1,500,1,20000,1000
5,10,1008,2,1314,4,1080,1,3,1,1000,1,1000,1,500,1,15000,1000
5,10,1008,2,1314,5,,2,,,,,,,,,,
5,10,1008,2,1314,6,,1,3,1,1000,1,1000,1,500,1,18000,1000
5,10,1008,2,1314,7,1020,1,3,1,1000,1,1000,1,500,1,10000,1000
5,10,1008,2,1314,8,1120,1,3,1,1000,1,1000,1,500,1,15000,1000
5,10,1008,2,1314,9,1080,1,3,1,1000,1,1000,1,500,1,10000,1000
5,10,1008,2,1314,10,1020,1,3,1,1000,1,1000,1,500,1,10000,1000
5,10,1008,2,1314,11,1120,1,3,1,1000,1,1000,1,500,1,15000,1000
5,10,1008,2,1314,12,1080,1,3,1,1000,1,1000,1,500,1,8000,1000
5,10,1008,2,1718,1,,1,3,1,1000,1,1000,1,1000,1,10000,1000
5,10,1008,2,1718,2,1120,1,3,1,1000,1,1000,1,1000,1,10000,1000
5,10,1008,2,1718,3,1020,1,3,1,1000,1,1000,1,1000,1,10000,1000
5,10,1008,2,1718,4,1080,1,3,1,1000,1,1000,1,1000,1,10000,1000
5,10,1008,2,1718,5,,2,,,,,,,,,,
5,10,1008,2,1718,6,,1,3,1,1000,1,1000,1,1000,1,10000,1000
5,10,1008,2,1718,7,1120,1,3,1,1000,1,1000,1,1000,1,10000,1000
5,10,1008,2,1718,8,1020,1,3,1,1000,1,1000,1,1000,1,10000,1000
5,10,1008,2,1718,9,1080,1,3,1,1000,1,1000,1,1000,1,10000,1000
5,10,1008,2,1718,10,1120,1,3,1,1000,1,1000,1,1000,1,10000,1000
5,10,1008,2,1718,11,1020,1,3,1,1000,1,1000,1,1000,1,10000,1000
5,10,1008,2,1718,12,1080,1,3,1,10000,1,1000,1,1000,1,10000,1000
5,10,1010,2,20,1,,1,1,1,1500,1,1500,2,,2,,
5,10,1010,2,20,2,1020,1,1,1,1500,1,1500,2,,2,,
5,10,1010,2,20,3,,2,,,,,,,,,,
5,10,1010,2,20,4,,2,,,,,,,,,,
5,10,1010,2,20,5,,2,,,,,,,,,,
5,10,1010,2,20,6,,1,1,2,,1,1500,2,,2,,
5,10,1010,2,20,7,1020,1,1,1,1500,1,1500,2,,2,,
5,10,1010,2,20,8,,2,,,,,,,,,,
5,10,1010,2,20,9,,2,,,,,,,,,,
5,10,1010,2,20,10,,2,,,,,,,,,,
5,10,1010,2,20,11,,2,,,,,,,,,,
5,10,1010,2,20,12,,2,,,,,,,,,,
5,10,1012,2,936,1,,2,,,,,,,,,,
5,10,1012,2,936,2,,2,,,,,,,,,,
5,10,1012,2,936,3,,2,,,,,,,,,,
5,10,1012,2,936,4,,2,,,,,,,,,,
5,10,1012,2,936,5,,2,,,,,,,,,,
5,10,1012,2,936,6,,2,,,,,,,,,,
5,10,1012,2,936,7,,2,,,,,,,,,,
5,10,1012,2,936,8,,2,,,,,,,,,,
5,10,1012,2,936,9,,2,,,,,,,,,,
5,10,1012,2,936,10,,2,,,,,,,,,,
5,10,1012,2,936,11,,2,,,,,,,,,,
5,10,1012,2,936,12,,2,,,,,,,,,,
5,10,1014,2,80,1,,1,1,1,1200,1,1200,2,,1,1200,1200
5,10,1014,2,80,2,1080,1,1,1,1200,1,1200,1,600,1,5000,1200
5,10,1014,2,80,3,1082,1,1,1,1000,1,1000,2,,1,5000,1000
5,10,1014,2,80,4,1080,1,1,1,1200,1,1200,1,500,1,5000,1200
5,10,1014,2,80,5,,2,,,,,,,,,,
5,10,1014,2,80,6,,2,,,,,,,,,,
5,10,1014,2,80,7,1040,1,1,1,1000,1,1000,1,500,2,,
5,10,1014,2,80,8,1121,1,1,1,1200,1,1200,2,,1,7000,1500
5,10,1014,2,80,9,1040,1,1,1,1200,1,1200,2,,1,5000,1200
5,10,1014,2,80,10,1080,2,,,,,,,,,,
5,10,1014,2,80,11,1121,2,,,,,,,,,,
5,10,1014,2,80,12,1080,1,1,1,1200,1,1200,1,600,2,,
5,10,1018,1,634,1,,1,1,1,3000,2,,2,,1,40000,3500
5,10,1018,1,634,2,1020,1,1,2,,1,3500,2,,2,,
5,10,1018,1,634,3,,2,,,,,,,,,,
5,10,1018,1,634,4,,2,,,,,,,,,,
5,10,1018,1,634,5,,2,,,,,,,,,,
5,10,1018,1,634,6,,1,1,2,,1,3500,2,,2,,
5,10,1018,1,634,7,1020,1,1,1,3500,1,3500,2,,2,,
5,10,1018,1,634,8,,2,,,,,,,,,,
5,10,1018,1,634,9,,2,,,,,,,,,,
5,10,1018,1,634,10,1020,1,1,2,,1,2000,2,,2,,
5,10,1018,1,634,11,,2,,,,,,,,,,
5,10,1018,1,634,12,,2,,,,,,,,,,
5,10,1018,2,898,1,,1,1,1,1500,1,1500,2,,1,35000,
5,10,1018,2,898,2,1020,1,1,2,,1,1500,2,,1,16000,
5,10,1018,2,898,3,,2,,,,,,,,,,
5,10,1018,2,898,4,,2,,,,,,,,,,
5,10,1018,2,898,5,,2,,,,,,,,,,
5,10,1018,2,898,6,,1,1,1,1000,1,1000,2,,1,20000,
5,10,1018,2,898,7,1020,1,1,2,,1,500,2,,2,,
5,10,1018,2,898,8,,2,,,,,,,,,,
5,10,1018,2,898,9,,2,,,,,,,,,,
5,10,1018,2,898,10,1020,2,,,,,,,,,,
5,10,1018,2,898,11,,2,,,,,,,,,,
5,10,1018,2,898,12,,2,,,,,,,,,,
5,10,1020,1,38,1,,1,1,1,3000,1,2500,2,,1,15000,1500
5,10,1020,1,38,2,1020,1,1,2,,1,2500,2,,2,,
5,10,1020,1,38,3,,2,,,,,,,,,,
5,10,1020,1,38,4,,2,,,,,,,,,,
5,10,1020,1,38,5,,2,,,,,,,,,,
5,10,1020,1,38,6,,1,1,2,,1,2500,2,,2,,
5,10,1020,1,38,7,1020,1,1,2,,1,2500,2,,1,5000,500
5,10,1020,1,38,8,,2,,,,,,,,,,
5,10,1020,1,38,9,,2,,,,,,,,,,
5,10,1020,1,38,10,1020,2,,,,,,,,,,
5,10,1020,1,38,11,,2,,,,,,,,,,
5,10,1020,1,38,12,,2,,,,,,,,,,
5,10,1021,2,120,1,,1,3,1,1000,1,1000,2,,1,12000,1000
5,10,1021,2,120,2,1120,1,3,1,1000,1,1000,2,,1,12000,1000
5,10,1021,2,120,3,1020,1,3,1,1000,1,1000,2,,1,12000,1000
5,10,1021,2,120,4,1080,1,3,1,1000,1,1000,2,,1,12000,1000
5,10,1021,2,120,5,,2,,,,,,,,,,
5,10,1021,2,120,6,,1,3,1,1000,1,1000,2,,1,12000,1000
5,10,1021,2,120,7,1120,1,3,1,1000,1,1000,2,,1,15000,1200
5,10,1021,2,120,8,1020,1,3,1,1000,1,1000,2,,1,12000,1000
5,10,1021,2,120,9,1080,1,3,1,1000,1,1000,2,,1,10000,1000
5,10,1021,2,120,10,1120,1,3,1,1000,1,1000,2,,1,10000,1000
5,10,1021,2,120,11,1020,1,3,1,1000,1,1000,2,,1,10000,1000
5,10,1021,2,120,12,1080,1,3,1,1000,1,1000,2,,1,8000,1000
5,10,1025,2,1774,1,,2,,,,,,,,,,
5,10,1025,2,1774,2,,2,,,,,,,,,,
5,10,1025,2,1774,3,,2,,,,,,,,,,
5,10,1025,2,1774,4,,2,,,,,,,,,,
5,10,1025,2,1774,5,,2,,,,,,,,,,
5,10,1025,2,1774,6,,2,,,,,,,,,,
5,10,1025,2,1774,7,,2,,,,,,,,,,
5,10,1025,2,1774,8,,2,,,,,,,,,,
