"zone","state","lga","ea","sector","hhid","network_cd","s12q2","s12q2b","s12q3"
4,4,412,1606,2,40114,"N01",10,,4
4,4,412,1606,2,40115,"N01",9,,3
4,4,412,1606,2,40116,"N01",9,,3
4,4,412,1606,2,40117,"N01",1,,1
4,4,412,1606,2,40117,"N02",2,,2
4,4,412,1606,2,40117,"N03",1,,1
4,4,412,1606,2,40117,"N04",2,,3
4,4,412,1606,2,40117,"N05",12,,4
4,4,412,1606,2,40118,"N01",1,,1
4,4,412,1606,2,40118,"N02",10,,3
4,4,412,1606,2,40119,"N01",1,,1
4,4,412,1606,2,40119,"N02",12,,4
4,4,412,1606,2,40120,"N01",1,,1
4,4,412,1606,2,40120,"N02",7,,1
4,4,412,1606,2,40120,"N03",10,,3
4,4,410,4036,2,40125,"N01",1,,1
4,4,410,4036,2,40125,"N02",10,,4
4,4,410,4036,2,40125,"N03",10,,4
4,4,410,4036,2,40125,"N04",1,,1
4,4,410,4036,2,40125,"N05",1,,1
4,4,410,4036,2,40125,"N06",12,,4
4,4,410,4036,2,40125,"N07",31,"LABOURER",1
4,4,410,4036,2,40126,"N01",1,,1
4,4,410,4036,2,40126,"N02",1,,1
4,4,410,4036,2,40126,"N03",13,,4
4,4,410,4036,2,40126,"N04",12,,4
4,4,410,4036,2,40129,"N01",1,,4
4,4,410,4036,2,40130,"N01",1,,6
4,4,410,4036,2,40130,"N02",13,,3
4,4,407,796,2,40131,"N01",17,,6
4,4,407,796,2,40133,"N01",17,,6
4,4,407,796,2,40134,"N01",17,,4
4,4,407,796,2,40135,"N01",17,,1
4,4,407,796,2,40135,"N02",1,,6
4,4,407,796,2,40135,"N03",1,,6
4,4,407,796,2,40136,"N01",17,,4
4,4,407,796,2,40138,"N01",4,,1
4,4,407,796,2,40140,"N01",4,,1
4,4,407,796,2,40140,"N02",9,,3
4,4,410,3192,1,40141,"N01",1,,8
4,4,410,3192,1,40141,"N02",9,,3
4,4,410,3192,1,40142,"N01",1,,8
4,4,410,3192,1,40142,"N02",9,,3
4,4,410,3192,1,40142,"N03",9,,3
4,4,410,3192,1,40144,"N01",1,,8
4,4,410,3192,1,40144,"N02",1,,8
4,4,410,3192,1,40147,"N01",1,,1
4,4,410,3192,1,40149,"N01",1,,1
4,4,410,3414,1,40151,"N01",1,,8
4,4,410,3414,1,40152,"N01",1,,1
4,4,410,3414,1,40153,"N01",1,,1
4,4,410,0,1,40155,"N01",9,,1
4,4,410,0,1,40155,"N02",31,"CO FARMER",1
4,4,410,0,1,40155,"N03",9,,1
4,4,410,3414,1,40156,"N01",7,,6
4,4,410,3414,1,40157,"N01",1,,8
4,4,410,3414,1,40157,"N02",1,,3
4,4,410,3414,1,40157,"N03",9,,3
4,4,410,3414,1,40157,"N04",31,"VILLAGE MAN",1
4,4,410,3414,1,40158,"N01",10,,1
4,4,410,3414,1,40158,"N02",1,,1
4,4,410,3414,1,40158,"N03",1,,1
4,4,410,3414,1,40158,"N04",9,,2
4,4,410,3414,1,40159,"N01",9,,3
4,4,410,3414,1,40160,"N01",1,,1
4,4,410,3414,1,40160,"N02",9,,2
4,4,401,738,1,40161,"N01",9,,3
4,4,401,738,1,40162,"N01",1,,1
4,4,401,738,1,40162,"N02",1,,1
4,4,401,738,1,40162,"N03",9,,3
4,4,401,738,1,40162,"N04",9,,3
4,4,401,738,1,40163,"N01",1,,1
4,4,401,738,1,40163,"N02",9,,3
4,4,401,738,1,40166,"N01",10,,1
4,4,401,738,1,40167,"N01",31,"LAND OWNER",1
4,4,401,738,1,40169,"N01",1,,1
4,4,401,738,1,40170,"N01",1,,1
4,4,401,738,1,40170,"N02",9,,2
4,4,421,0,1,40173,"N01",9,,3
4,4,421,800,1,40174,"N01",1,,8
4,4,421,800,1,40174,"N02",9,,3
4,4,421,800,1,40176,"N01",4,,1
4,4,421,800,1,40176,"N02",8,,3
4,4,421,800,1,40177,"N01",1,,7
4,4,411,1486,1,40181,"N01",9,,3
4,4,411,1486,1,40182,"N01",9,,3
4,4,411,1486,1,40184,"N01",9,,3
4,4,411,1486,1,40187,"N01",1,,1
4,4,411,1486,1,40187,"N02",10,,1
4,4,411,1486,1,40187,"N03",2,,1
4,4,411,1486,1,40187,"N04",10,,1
4,4,411,1486,1,40187,"N05",13,,4
4,4,411,1486,1,40188,"N01",1,,1
4,4,411,1486,1,40188,"N02",10,,2
4,4,411,1486,1,40188,"N03",10,,4
4,4,411,1486,1,40188,"N04",10,,3
4,4,411,1486,1,40188,"N05",9,,1
4,4,411,1486,1,40188,"N06",12,,5
4,4,411,1486,1,40189,"N01",9,,2
4,4,411,1486,1,40190,"N01",9,,2
4,4,401,2106,2,40191,"N01",1,,5
4,4,401,2106,2,40191,"N02",10,,2
4,4,401,2106,2,40191,"N03",10,,2
4,4,401,2106,2,40191,"N04",10,,2
4,4,401,2106,2,40191,"N05",10,,1
4,4,401,2106,2,40192,"N01",1,,1
4,4,401,2106,2,40192,"N02",9,,3
4,4,401,2106,2,40192,"N03",9,,3
4,4,401,2106,2,40195,"N01",31,"BROTHER",8
4,4,401,2106,2,40195,"N02",9,,1
4,4,401,2106,2,40196,"N01",1,,8
4,4,401,2106,2,40196,"N02",9,,3
4,4,401,2106,2,40196,"N03",9,,3
4,4,401,2106,2,40197,"N01",1,,8
4,4,401,2106,2,40197,"N02",28,,4
4,4,401,2106,2,40197,"N03",13,,4
4,4,401,2106,2,40197,"N04",13,,4
4,4,401,2106,2,40197,"N05",2,,1
4,4,401,2106,2,40197,"N06",31,"TRANSPORTER2",2
4,4,401,2106,2,40197,"N07",31,"FILLING STATION",3
4,4,401,2106,2,40199,"N01",9,,3
4,4,401,2106,2,40199,"N02",2,,1
4,4,402,1080,2,40201,"N01",1,,1
4,4,402,1080,2,40201,"N02",10,,4
4,4,402,1080,2,40201,"N03",2,,1
4,4,402,1080,2,40201,"N04",10,,2
4,4,402,1080,2,40201,"N05",10,,4
4,4,402,1080,2,40201,"N06",1,,1
4,4,402,1080,2,40201,"N07",12,,4
4,4,402,1080,2,40201,"N08",9,,3
4,4,402,1080,2,40201,"N09",1,,1
4,4,402,1080,2,40202,"N01",10,,4
4,4,402,1080,2,40204,"N01",1,,5
4,4,402,1080,2,40204,"N02",10,,4
4,4,402,1080,2,40206,"N01",9,,3
4,4,402,1080,2,40207,"N01",3,,1
4,4,402,1080,2,40207,"N02",13,,1
4,4,402,1080,2,40207,"N03",12,,7
4,4,402,1080,2,40208,"N01",1,,1
4,4,402,1080,2,40208,"N02",10,,1
4,4,402,1080,2,40209,"N01",1,,1
4,4,402,1080,2,40209,"N02",2,,1
4,4,402,1080,2,40209,"N03",9,,3
4,4,402,1080,2,40209,"N04",1,,1
4,4,402,1080,2,40210,"N01",1,,1
4,4,402,1080,2,40210,"N02",1,,1
4,4,402,1080,2,40210,"N03",10,,2
4,4,402,1080,2,40210,"N04",12,,4
4,4,403,836,2,40211,"N01",10,,4
4,4,403,836,2,40211,"N02",2,,1
4,4,403,836,2,40211,"N03",10,,1
4,4,403,836,2,40211,"N04",15,,4
4,4,403,836,2,40212,"N01",1,,1
4,4,403,836,2,40212,"N02",2,,1
4,4,403,836,2,40213,"N01",1,,5
4,4,403,836,2,40213,"N02",10,,4
4,4,403,836,2,40214,"N01",1,,1
4,4,403,836,2,40214,"N02",9,,2
4,4,403,836,2,40215,"N01",30,,3
4,4,403,836,2,40215,"N02",10,,3
4,4,403,836,2,40218,"N01",9,,3
4,4,403,836,2,40220,"N01",2,,1
2,5,506,830,2,50002,"N01",2,,1
2,5,506,830,2,50002,"N02",13,,5
2,5,506,830,2,50002,"N03",9,,2
2,5,506,830,2,50003,"N01",9,,2
2,5,506,830,2,50003,"N02",9,,2
2,5,506,830,2,50003,"N03",2,,1
2,5,506,830,2,50003,"N04",2,,1
2,5,506,830,2,50004,"N01",9,,2
2,5,506,830,2,50004,"N02",9,,2
2,5,506,830,2,50004,"N03",9,,2
2,5,506,830,2,50006,"N01",9,,2
2,5,506,830,2,50006,"N02",2,,1
2,5,506,830,2,50006,"N03",28,,2
2,5,506,830,2,50006,"N04",9,,2
2,5,506,830,2,50006,"N05",2,,1
2,5,506,830,2,50007,"N01",7,,2
2,5,506,830,2,50008,"N01",8,,5
2,5,506,830,2,50008,"N02",3,,2
2,5,506,830,2,50008,"N03",9,,5
2,5,506,830,2,50009,"N01",9,,2
2,5,506,830,2,50009,"N02",2,,1
2,5,506,830,2,50009,"N03",2,,1
2,5,506,830,2,50010,"N01",1,,1
2,5,502,2194,1,50016,"N01",2,,2
2,5,502,2194,1,50016,"N02",2,,3
2,5,502,2194,1,50016,"N03",2,,3
2,5,515,18,2,50021,"N01",9,,2
2,5,515,18,2,50021,"N02",28,,2
2,5,515,18,2,50021,"N03",2,,1
2,5,515,18,2,50022,"N01",28,,4
2,5,515,18,2,50022,"N02",9,,4
2,5,515,18,2,50023,"N01",9,,2
2,5,515,18,2,50023,"N02",9,,2
2,5,515,18,2,50023,"N03",28,,2
2,5,515,18,2,50023,"N04",2,,1
2,5,515,18,2,50023,"N05",9,,2
2,5,515,18,2,50024,"N01",9,,2
2,5,515,18,2,50024,"N02",9,,2
2,5,515,18,2,50024,"N03",2,,2
2,5,515,18,2,50024,"N04",28,,2
2,5,515,18,2,50024,"N05",2,,1
2,5,515,18,2,50025,"N01",9,,2
2,5,515,18,2,50025,"N02",28,,2
2,5,515,18,2,50025,"N03",2,,1
2,5,515,18,2,50026,"N01",28,,4
2,5,515,18,2,50026,"N02",9,,4
2,5,515,18,2,50027,"N01",9,,2
2,5,515,18,2,50027,"N02",2,,1
2,5,515,18,2,50027,"N03",28,,2
2,5,515,18,2,50027,"N04",2,,1
2,5,515,18,2,50028,"N01",9,,2
2,5,515,18,2,50028,"N02",28,,2
2,5,515,18,2,50028,"N03",2,,1
2,5,515,18,2,50029,"N01",28,,2
2,5,515,18,2,50030,"N01",28,,4
2,5,515,18,2,50030,"N02",9,,4
2,5,502,3878,2,50031,"N01",9,,5
2,5,502,3878,2,50031,"N02",1,,1
2,5,502,3878,2,50031,"N03",1,,1
2,5,502,3878,2,50032,"N01",2,,1
2,5,502,3878,2,50033,"N01",1,,1
2,5,502,3878,2,50033,"N02",1,,1
2,5,502,3878,2,50033,"N03",2,,1
2,5,502,3878,2,50034,"N01",9,,2
2,5,502,3878,2,50034,"N02",9,,2
2,5,502,3878,2,50035,"N01",9,,2
2,5,502,3878,2,50035,"N02",2,,1
2,5,502,3878,2,50036,"N01",9,,6
2,5,502,3878,2,50036,"N02",1,,1
2,5,502,3878,2,50037,"N01",9,,2
2,5,502,3878,2,50038,"N01",1,,1
2,5,502,3878,2,50038,"N02",9,,2
2,5,502,3878,2,50039,"N01",9,,2
2,5,502,3878,2,50039,"N02",9,,2
2,5,502,3878,2,50039,"N03",9,,5
2,5,502,3878,2,50039,"N04",2,,1
2,5,502,3878,2,50040,"N01",9,,2
2,5,502,3878,2,50040,"N02",2,,1
2,5,502,3878,2,50040,"N03",2,,1
2,5,502,3878,2,50040,"N04",2,,1
2,5,504,708,2,50041,"N01",1,,2
2,5,504,708,2,50042,"N01",2,,1
2,5,504,708,2,50042,"N02",9,,2
2,5,504,708,2,50043,"N01",9,,2
2,5,504,708,2,50043,"N02",8,,5
2,5,504,708,2,50043,"N03",13,,5
2,5,504,708,2,50043,"N04",9,,2
2,5,504,708,2,50044,"N01",9,,2
2,5,504,708,2,50044,"N02",2,,1
2,5,504,708,2,50045,"N01",2,,1
2,5,504,708,2,50046,"N01",9,,4
2,5,504,708,2,50046,"N02",9,,4
2,5,504,708,2,50047,"N01",8,,5
2,5,504,708,2,50047,"N02",9,,2
2,5,504,708,2,50047,"N03",2,,1
2,5,504,708,2,50048,"N01",2,,1
2,5,504,708,2,50048,"N02",2,,1
2,5,504,708,2,50049,"N01",8,,5
2,5,504,708,2,50049,"N02",10,,4
2,5,513,348,2,50051,"N01",15,,2
2,5,513,348,2,50051,"N02",9,,2
2,5,513,348,2,50051,"N03",9,,2
2,5,513,348,2,50052,"N01",9,,2
2,5,513,348,2,50052,"N02",2,,2
2,5,513,348,2,50053,"N01",9,,2
2,5,513,348,2,50054,"N01",9,,2
2,5,513,348,2,50054,"N02",2,,1
2,5,513,348,2,50054,"N03",2,,1
2,5,513,348,2,50055,"N01",9,,1
2,5,513,348,2,50055,"N02",2,,1
2,5,513,348,2,50056,"N01",17,,3
2,5,513,348,2,50056,"N02",15,,2
2,5,513,348,2,50056,"N03",9,,2
2,5,513,348,2,50056,"N04",9,,2
2,5,513,348,2,50057,"N01",2,,1
2,5,513,348,2,50057,"N02",15,,2
2,5,513,348,2,50057,"N03",9,,2
2,5,513,348,2,50057,"N04",9,,2
2,5,513,348,2,50058,"N01",1,,7
2,5,513,348,2,50058,"N02",2,,2
2,5,513,348,2,50058,"N03",9,,2
2,5,513,348,2,50058,"N04",2,,2
2,5,513,348,2,50059,"N01",9,,2
2,5,513,348,2,50059,"N02",2,,2
2,5,513,348,2,50060,"N01",9,,2
2,5,513,348,2,50060,"N02",2,,1
2,5,514,710,2,50061,"N01",28,,1
2,5,514,710,2,50061,"N02",2,,1
2,5,514,710,2,50062,"N01",9,,2
2,5,514,710,2,50062,"N02",2,,1
2,5,514,710,2,50062,"N03",28,,1
2,5,514,710,2,50062,"N04",2,,1
2,5,514,710,2,50062,"N05",2,,1
2,5,514,710,2,50062,"N06",2,,1
2,5,514,710,2,50064,"N01",8,,5
2,5,514,710,2,50064,"N02",9,,4
2,5,514,710,2,50064,"N03",7,,3
2,5,514,710,2,50065,"N01",2,,1
2,5,514,710,2,50065,"N02",9,,2
2,5,514,710,2,50065,"N03",9,,2
2,5,514,710,2,50065,"N04",28,,1
2,5,514,710,2,50065,"N05",9,,2
2,5,514,710,2,50066,"N01",28,,5
2,5,514,710,2,50066,"N02",9,,4
2,5,514,710,2,50066,"N03",7,,3
2,5,514,710,2,50067,"N01",2,,1
2,5,514,710,2,50067,"N02",2,,1
2,5,514,710,2,50068,"N01",9,,1
2,5,514,710,2,50070,"N01",9,,2
2,5,514,710,2,50070,"N02",2,,1
2,5,514,710,2,50070,"N03",28,,1
2,5,514,710,2,50070,"N04",9,,2
2,5,514,710,2,50070,"N05",9,,2
2,5,501,60,2,50071,"N01",2,,1
2,5,501,60,2,50071,"N02",2,,1
2,5,501,60,2,50072,"N01",9,,1
2,5,501,60,2,50072,"N02",10,,1
2,5,501,60,2,50072,"N03",9,,1
2,5,501,60,2,50072,"N04",9,,1
2,5,501,60,2,50073,"N01",9,,1
2,5,501,60,2,50073,"N02",8,,1
2,5,501,60,2,50075,"N01",2,,1
2,5,501,60,2,50075,"N02",9,,1
2,5,501,60,2,50076,"N01",9,,7
2,5,501,60,2,50076,"N02",9,,1
2,5,501,60,2,50077,"N01",2,,1
2,5,501,60,2,50079,"N01",2,,1
2,5,501,60,2,50080,"N01",8,,1
2,5,501,60,2,50080,"N02",9,,1
2,5,501,60,2,50080,"N03",9,,4
2,5,516,942,2,50081,"N01",12,,5
2,5,516,942,2,50081,"N02",2,,1
2,5,516,942,2,50082,"N01",9,,2
2,5,516,942,2,50082,"N02",2,,1
2,5,516,942,2,50082,"N03",9,,2
2,5,516,942,2,50082,"N04",9,,5
2,5,516,942,2,50083,"N01",12,,5
2,5,516,942,2,50083,"N02",9,,2
2,5,516,942,2,50083,"N03",12,,5
2,5,516,942,2,50083,"N04",13,,1
2,5,516,942,2,50083,"N05",9,,2
2,5,516,942,2,50083,"N06",9,,2
2,5,516,942,2,50084,"N01",2,,1
2,5,516,942,2,50084,"N02",9,,2
2,5,516,942,2,50084,"N03",12,,5
2,5,516,942,2,50084,"N04",2,,1
2,5,516,942,2,50084,"N05",28,,1
2,5,516,942,2,50084,"N06",2,,1
2,5,516,942,2,50084,"N07",12,,5
2,5,516,942,2,50085,"N01",12,,5
2,5,516,942,2,50085,"N02",12,,5
2,5,516,942,2,50085,"N03",2,,1
2,5,516,942,2,50085,"N04",9,,2
2,5,516,942,2,50085,"N05",12,,5
2,5,516,942,2,50085,"N06",12,,5
2,5,516,942,2,50085,"N07",2,,1
2,5,516,942,2,50086,"N01",2,,2
2,5,516,942,2,50086,"N02",9,,2
2,5,516,942,2,50086,"N03",28,,1
2,5,516,942,2,50086,"N04",2,,1
2,5,516,942,2,50087,"N01",9,,2
2,5,516,942,2,50087,"N02",28,,1
2,5,516,942,2,50087,"N03",12,,5
2,5,516,942,2,50087,"N04",12,,5
2,5,516,942,2,50088,"N01",12,,5
2,5,516,942,2,50088,"N02",2,,1
2,5,516,942,2,50089,"N01",9,,2
2,5,516,942,2,50089,"N02",9,,2
2,5,516,942,2,50089,"N03",2,,1
2,5,516,942,2,50089,"N04",28,,1
2,5,516,942,2,50089,"N05",12,,5
2,5,516,942,2,50089,"N06",12,,5
2,5,516,942,2,50090,"N01",12,,5
2,5,516,942,2,50090,"N02",2,,1
2,5,508,984,2,50091,"N01",17,,2
2,5,508,984,2,50091,"N02",9,,2
2,5,508,984,2,50091,"N03",8,,3
2,5,508,984,2,50092,"N01",9,,2
2,5,508,984,2,50092,"N02",8,,2
2,5,508,984,2,50093,"N01",9,,1
2,5,508,984,2,50093,"N02",2,,2
2,5,508,984,2,50094,"N01",3,,1
2,5,508,984,2,50094,"N02",2,,1
2,5,508,984,2,50095,"N01",9,,2
2,5,508,984,2,50097,"N01",2,,1
2,5,508,984,2,50097,"N02",2,,2
2,5,508,984,2,50098,"N01",2,,1
2,5,508,984,2,50098,"N02",2,,2
2,5,508,984,2,50099,"N01",9,,2
2,5,508,984,2,50099,"N02",2,,1
2,5,508,984,2,50100,"N01",1,,1
2,5,508,984,2,50100,"N02",9,,2
2,5,514,2036,1,50102,"N01",12,,3
2,5,514,2036,1,50102,"N02",28,,3
2,5,514,2036,1,50102,"N03",12,,3
2,5,514,2036,1,50110,"N01",2,,1
2,5,514,2036,1,50110,"N02",28,,1
2,5,508,718,2,50112,"N01",9,,1
2,5,508,718,2,50112,"N02",2,,1
2,5,508,718,2,50113,"N01",9,,1
2,5,508,718,2,50114,"N01",9,,1
2,5,508,718,2,50116,"N01",2,,1
2,5,508,718,2,50116,"N02",9,,1
2,5,508,718,2,50117,"N01",9,,1
2,5,508,718,2,50118,"N01",2,,1
2,34,3410,0,2,50119,"N01",1,,1
2,34,3410,0,2,50119,"N02",2,,1
2,34,3410,0,2,50119,"N03",2,,1
2,34,3410,0,2,50119,"N04",2,,1
2,5,508,718,2,50120,"N01",2,,1
2,5,508,718,2,50120,"N02",9,,1
2,5,510,872,1,50124,"N01",16,,5
2,5,510,872,1,50124,"N02",2,,3
2,5,510,872,1,50125,"N01",17,,1
2,5,510,872,1,50125,"N02",28,,1
2,5,510,872,1,50125,"N03",9,,1
2,5,518,1588,2,50131,"N01",1,,1
2,5,518,1588,2,50131,"N02",2,,2
2,5,518,1588,2,50131,"N03",1,,2
2,5,518,1588,2,50131,"N04",2,,2
2,5,518,1588,2,50132,"N01",9,,2
2,5,518,1588,2,50132,"N02",9,,2
2,5,518,1588,2,50133,"N01",9,,2
2,5,518,1588,2,50134,"N01",8,,2
2,5,518,1588,2,50134,"N02",12,,3
2,5,518,1588,2,50135,"N01",2,,2
2,5,518,1588,2,50135,"N02",1,,1
2,5,518,1588,2,50136,"N01",1,,1
2,5,518,1588,2,50137,"N01",9,,2
2,5,518,1588,2,50137,"N02",9,,2
2,5,518,1588,2,50137,"N03",8,,1
2,5,518,1588,2,50138,"N01",2,,1
2,5,518,1588,2,50138,"N02",9,,2
2,5,518,1588,2,50138,"N03",15,,2
2,5,518,1588,2,50139,"N01",1,,1
2,5,510,1516,2,50141,"N01",28,,5
2,5,510,1516,2,50141,"N02",9,,4
2,5,510,1516,2,50141,"N03",9,,4
2,5,510,1516,2,50142,"N01",28,,5
2,5,510,1516,2,50142,"N02",9,,4
2,5,510,1516,2,50143,"N01",2,,1
2,5,510,1516,2,50143,"N02",2,,1
2,5,510,1516,2,50143,"N03",29,,2
2,5,510,1516,2,50144,"N01",12,,2
2,5,510,1516,2,50144,"N02",12,,2
2,5,510,1516,2,50144,"N03",10,,2
2,5,510,1516,2,50144,"N04",28,,2
2,5,510,1516,2,50144,"N05",12,,1
2,5,510,1516,2,50145,"N01",28,,5
2,5,510,1516,2,50145,"N02",9,,4
2,5,510,1516,2,50146,"N01",2,,1
2,5,510,1516,2,50146,"N02",29,,2
2,5,510,1516,2,50147,"N01",12,,2
2,5,510,1516,2,50147,"N02",28,,2
2,5,510,1516,2,50147,"N03",2,,1
2,5,510,1516,2,50147,"N04",12,,2
2,5,510,1516,2,50148,"N01",12,,5
2,5,510,1516,2,50148,"N02",29,,2
2,5,510,1516,2,50149,"N01",12,,2
2,5,510,1516,2,50149,"N02",28,,2
2,5,510,1516,2,50149,"N03",2,,1
2,5,510,1516,2,50149,"N04",2,,1
2,5,510,1516,2,50150,"N01",12,,2
2,5,510,1516,2,50150,"N02",1,,2
2,5,510,1516,2,50150,"N03",28,,2
2,5,510,1516,2,50150,"N04",1,,2
2,5,510,1516,2,50150,"N05",2,,1
2,5,518,1304,2,50153,"N01",1,,1
2,5,518,1304,2,50153,"N02",10,,1
2,5,518,1304,2,50153,"N03",2,,1
2,5,518,1304,2,50153,"N04",9,,2
2,5,518,1304,2,50154,"N01",1,,2
2,5,518,1304,2,50154,"N02",1,,1
2,5,518,1304,2,50154,"N03",2,,1
2,5,518,1304,2,50155,"N01",2,,1
2,5,518,1304,2,50155,"N02",2,,2
2,5,518,1304,2,50156,"N01",1,,5
2,5,518,1304,2,50156,"N02",1,,1
2,5,518,1304,2,50156,"N03",1,,1
2,5,518,1304,2,50157,"N01",2,,1
2,5,518,1304,2,50157,"N02",2,,1
2,5,518,1304,2,50158,"N01",1,,2
2,5,518,1304,2,50158,"N02",2,,1
2,5,518,1304,2,50159,"N01",9,,2
2,5,518,1304,2,50159,"N02",2,,1
2,5,518,1304,2,50159,"N03",2,,1
2,5,518,1304,2,50159,"N04",9,,2
2,5,520,1756,2,50161,"N01",9,,2
2,5,520,1756,2,50161,"N02",28,,2
2,5,520,1756,2,50161,"N03",2,,1
2,5,520,1756,2,50162,"N01",1,,6
2,5,520,1756,2,50162,"N02",9,,4
2,5,520,1756,2,50162,"N03",28,,4
2,5,520,1756,2,50163,"N01",28,,2
2,5,520,1756,2,50163,"N02",9,,2
2,5,520,1756,2,50163,"N03",9,,2
2,5,520,1756,2,50164,"N01",9,,2
2,5,520,1756,2,50164,"N02",28,,2
2,5,520,1756,2,50165,"N01",9,,2
2,5,520,1756,2,50165,"N02",10,,2
2,5,520,1756,2,50165,"N03",28,,2
2,5,520,1756,2,50165,"N04",9,,2
2,5,520,1756,2,50166,"N01",9,,2
2,5,520,1756,2,50166,"N02",28,,2
2,5,520,1756,2,50167,"N01",9,,2
2,5,520,1756,2,50167,"N02",2,,2
2,5,520,1756,2,50167,"N03",28,,2
2,5,520,1756,2,50167,"N04",2,,1
2,5,520,1756,2,50168,"N01",28,,5
2,5,520,1756,2,50168,"N02",9,,4
2,5,520,1756,2,50168,"N03",7,,4
2,5,520,1756,2,50169,"N01",2,,1
2,5,520,1756,2,50169,"N02",2,,1
2,5,520,1756,2,50169,"N03",28,,4
2,5,520,1756,2,50170,"N01",28,,5
2,5,520,1756,2,50170,"N02",9,,4
5,6,602,1356,2,60006,"N01",1,,5
5,6,602,1356,2,60008,"N01",10,,4
5,6,602,1356,2,60008,"N02",2,,2
5,6,602,1356,2,60009,"N01",2,,1
5,6,602,1356,2,60009,"N02",10,,7
5,6,602,1356,2,60009,"N03",10,,7
5,6,602,1356,2,60009,"N04",10,,7
5,6,606,1372,2,60012,"N01",1,,1
5,6,606,1372,2,60015,"N01",1,,5
5,6,606,1372,2,60015,"N02",1,,4
5,6,606,1372,2,60020,"N01",3,,1
5,6,608,3978,1,60021,"N01",3,,1
5,6,608,3978,1,60022,"N01",2,,1
5,6,608,3978,1,60022,"N02",3,,3
5,6,608,3978,1,60022,"N03",1,,1
5,6,608,3978,1,60022,"N04",2,,1
5,6,608,3978,1,60023,"N01",3,,1
5,6,608,3978,1,60026,"N01",3,,5
5,6,608,3978,1,60027,"N01",3,,2
5,6,608,3978,1,60028,"N01",3,,1
5,6,608,3978,1,60028,"N02",31,"FARMER",2
5,6,608,3978,1,60028,"N03",2,,2
5,6,608,3978,1,60028,"N04",31,"FARMER",2
5,6,608,3978,1,60030,"N01",3,,1
5,6,607,1892,2,60038,"N01",1,,1
5,6,607,1892,2,60038,"N02",2,,1
5,6,607,1892,2,60038,"N03",2,,1
5,6,605,162,2,60052,"N01",1,,8
1,7,707,560,2,70002,"N01",1,,1
1,7,707,560,2,70003,"N01",1,,2
1,7,707,560,2,70003,"N02",9,,2
1,7,707,560,2,70006,"N01",1,,1
1,7,707,560,2,70006,"N02",12,,3
1,7,707,560,2,70007,"N01",31,"Inlaw",1
1,7,707,560,2,70007,"N02",9,,3
1,7,707,560,2,70007,"N03",9,,4
1,7,707,560,2,70009,"N01",2,,1
1,7,708,754,2,70011,"N01",2,,2
1,7,708,754,2,70011,"N02",28,,2
1,7,708,754,2,70013,"N01",10,,4
1,7,708,754,2,70016,"N01",1,,1
1,7,708,754,2,70017,"N01",1,,1
1,7,708,754,2,70017,"N02",28,,2
1,7,708,754,2,70018,"N01",28,,2
1,7,708,754,2,70019,"N01",31,"Brother in-law",2
1,7,708,754,2,70020,"N01",9,,2
1,7,705,4186,2,70021,"N01",2,,2
1,7,705,4186,2,70021,"N02",12,,5
1,7,705,4186,2,70023,"N01",2,,1
1,7,705,4186,2,70025,"N01",13,,2
1,7,705,4186,2,70027,"N01",1,,1
1,7,705,4186,2,70028,"N01",12,,2
1,7,705,4186,2,70029,"N01",12,,5
1,7,705,4186,2,70030,"N01",12,,3
1,7,722,234,2,70031,"N01",1,,5
1,7,722,234,2,70032,"N01",1,,1
1,7,722,234,2,70033,"N01",12,,3
1,7,722,234,2,70035,"N01",1,,1
1,7,722,234,2,70035,"N02",9,,2
1,7,722,234,2,70035,"N03",9,,2
1,7,722,234,2,70035,"N04",12,,5
1,7,722,234,2,70038,"N01",12,,3
1,7,722,234,2,70039,"N01",2,,1
1,7,722,892,2,70043,"N01",1,,1
1,7,722,892,2,70044,"N01",12,,2
1,7,722,892,2,70044,"N02",12,,2
1,7,722,892,2,70046,"N01",9,,2
1,7,722,892,2,70047,"N01",12,,2
1,7,722,892,2,70047,"N02",12,,2
1,7,722,892,2,70048,"N01",1,,1
1,7,722,892,2,70048,"N02",2,,1
1,7,722,892,2,70049,"N01",9,,2
1,7,722,892,2,70050,"N01",9,,2
1,7,710,2726,2,70052,"N01",12,,2
1,7,710,2726,2,70052,"N02",2,,1
1,7,710,2726,2,70053,"N01",1,,1
1,7,710,2726,2,70053,"N02",2,,1
1,7,710,2726,2,70053,"N03",9,,1
1,7,710,2726,2,70054,"N01",12,,2
1,7,710,2726,2,70054,"N02",28,,1
1,7,710,2726,2,70055,"N01",1,,1
1,7,710,2726,2,70055,"N02",9,,2
1,7,710,2726,2,70056,"N01",9,,2
1,7,710,2726,2,70056,"N02",2,,1
1,7,710,2726,2,70056,"N03",1,,1
1,7,710,2726,2,70058,"N01",1,,1
1,7,710,2726,2,70060,"N01",2,,1
1,7,711,2532,2,70062,"N01",1,,8
1,7,711,2532,2,70062,"N02",12,,2
1,7,711,2532,2,70063,"N01",1,,1
1,7,711,2532,2,70063,"N02",12,,2
1,7,711,2532,2,70064,"N01",2,,2
1,7,711,2532,2,70064,"N02",2,,2
1,7,711,2532,2,70066,"N01",9,,2
1,7,711,2532,2,70067,"N01",1,,2
1,7,711,2532,2,70068,"N01",9,,2
1,7,709,1226,2,70071,"N01",12,,2
1,7,709,1226,2,70071,"N02",12,,2
