"zone","state","lga","sector","ea","hhid","indiv","s3q1","s3q2","s3q3","s3q4","s3q4b","s3q5","s3q5b","s3q5c","s3q6","s3q6b","s3q6c","s3q7","s3q8","s3q9","s3q9b","s3q10","s3q11","s3q11b","s3q12b1","s3q13a","s3q13b","s3q14","s3q14b","s3q15","s3q15b","s3q15b1","s3q15c","s3q15d","s3q15e","s3q15f","s3q16","s3q17","s3q18","s3q21a","s3q21b","s3q22a","s3q22b","s3q23","s3q24a","s3q24b","s3q25","s3q26a","s3q26b","s3q27","s3q28","s3q28b","s3q28b1","s3q28c","s3q28d","s3q28e","s3q28f","s3q29","s3q30","s3q31","s3q34a","s3q34b","s3q35a","s3q35b","s3q36","s3q37a","s3q37b","s3q38","s3q38a","s3q39_new","s3q39a_new","s3q40_new"
6,30,3007,1,0,300003,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
6,30,3007,1,0,300003,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,0,300003,5,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,0,300003,6,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,0,300003,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3009,1,764,300004,1,1,2,2,2,,2,,,1,50,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3009,1,764,300004,2,1,1,,2,,2,,,1,60,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3009,1,764,300004,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3009,1,764,300005,1,1,2,2,2,,2,,,1,50,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3009,1,764,300005,2,1,1,,2,,2,,,1,60,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
6,30,3009,1,764,300005,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3009,1,764,300005,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3009,1,764,300005,5,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3009,1,764,300006,1,1,1,,2,,2,,,1,24,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3009,1,764,300006,2,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
6,30,3009,1,764,300006,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
6,30,3009,1,764,300007,1,1,1,,2,,2,,,1,6,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3009,1,764,300007,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3009,1,764,300007,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3009,1,764,300007,6,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3026,1,0,300008,1,1,1,,2,,2,,,2,,,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3026,1,0,300008,2,1,2,1,2,,2,,,1,60,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
6,30,3026,1,0,300008,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
6,30,3026,1,0,300008,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
6,30,3026,1,0,300008,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3026,1,0,300008,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3026,1,0,300010,1,1,1,,2,,2,,,1,54,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3026,1,0,300010,2,1,2,1,2,,2,,,1,42,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3026,1,0,300010,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
6,30,3026,1,0,300010,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
6,30,3026,1,0,300010,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
6,30,3026,1,0,300010,6,1,2,1,2,,2,,,1,36,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3026,1,0,300010,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3007,1,1624,300011,1,1,1,,2,,2,,,1,40,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,4
6,30,3007,1,1624,300011,2,1,2,1,2,,2,,,1,56,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,4
6,30,3007,1,1624,300012,1,1,1,,2,,2,,,1,50,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
6,30,3007,1,1624,300012,2,1,2,1,2,,2,,,1,60,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300012,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300013,1,1,1,,2,,2,,,2,,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300014,2,1,2,3,2,,2,,,2,,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300014,3,1,1,,2,,2,,,1,11,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300014,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3007,1,1624,300016,1,1,1,,1,40,2,,,2,,,1,,,,,,,1,"HEALTH TEACHER",3221,12,,3,,2,4,1,1,2,11,44,40,20000,5,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300016,2,1,2,1,2,,2,,,1,60,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,4
6,30,3007,1,1624,300016,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300016,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300017,1,1,2,2,1,40,2,,,2,,,1,,,,,,,1,"LOCAL GOVERNMENT DRIVER",8323,7,,3,,2,2,1,1,1,11,44,40,20000,5,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300017,2,1,1,,2,,2,,,1,50,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
6,30,3007,1,1624,300017,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
6,30,3007,1,1624,300017,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
6,30,3007,1,1624,300018,1,1,1,,2,,2,,,1,72,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300018,2,1,2,1,2,,2,,,1,60,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300018,4,1,2,1,2,,2,,,1,60,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300018,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300018,7,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300019,1,1,1,,2,,2,,,1,60,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300019,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300019,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3007,1,1624,300019,5,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
6,30,3007,1,1624,300019,6,1,2,5,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
6,30,3007,1,1624,300020,1,1,1,,2,,2,,,1,21,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
6,30,3018,2,914,300022,1,1,1,,2,,1,48,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3018,2,914,300022,2,1,1,,2,,1,48,2,1,60,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3018,2,914,300022,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3018,2,914,300024,1,1,1,,2,,1,42,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3018,2,914,300024,6,1,2,1,2,,2,,,2,,,2,2,10,"TOO YOUNG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3018,2,914,300025,2,1,1,,2,,2,,,1,60,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3018,2,914,300026,1,1,2,2,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3018,2,914,300026,2,1,1,,2,,1,48,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3018,2,914,300029,1,1,1,,2,,1,60,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,
6,30,3018,2,914,300029,2,1,2,1,2,,2,,,1,50,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,4
6,30,3018,2,914,300029,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3018,2,914,300029,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3018,2,914,300029,6,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3018,2,914,300029,7,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3012,2,334,300035,1,1,1,,2,,1,50,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3012,2,334,300035,2,1,1,,2,,2,,,1,48,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
6,30,3012,2,334,300035,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
6,30,3012,2,334,300035,5,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
6,30,3012,2,334,300036,1,1,1,,2,,1,48,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3012,2,334,300036,2,1,2,1,2,,1,42,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3012,2,334,300036,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3012,2,334,300037,1,1,1,,2,,1,60,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3012,2,334,300037,2,1,1,,2,,1,48,2,1,56,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3012,2,334,300037,5,1,2,1,2,,1,40,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3012,2,334,300037,6,1,1,,2,,1,48,2,1,56,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3012,2,334,300038,1,1,1,,2,,1,60,2,1,20,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3012,2,334,300038,3,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,4
6,30,3012,2,334,300038,4,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,4
6,30,3012,1,0,300040,1,1,1,,2,,2,,,1,72,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
6,30,3014,2,120,300041,1,1,2,2,2,,1,40,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300041,2,1,1,,2,,1,40,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300042,1,1,2,2,2,,1,56,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,
6,30,3014,2,120,300042,2,1,1,,2,,1,28,2,1,21,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
6,30,3014,2,120,300042,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,3
6,30,3014,2,120,300042,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,3
6,30,3014,2,120,300043,1,1,2,2,2,,2,,,1,50,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,
6,30,3014,2,120,300043,2,1,1,,2,,2,,,1,40,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,5
6,30,3014,2,120,300043,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300043,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300043,5,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300043,6,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300043,7,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300043,8,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300043,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3014,2,120,300044,1,1,1,,2,,1,56,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,
6,30,3014,2,120,300044,2,1,2,1,2,,1,42,2,1,21,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
6,30,3014,2,120,300044,3,1,2,1,2,,1,28,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,2
6,30,3014,2,120,300044,4,1,2,1,2,,1,28,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,2
6,30,3014,2,120,300045,1,1,2,2,2,,2,,,1,42,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300045,2,1,1,,2,,2,,,1,7,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300045,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,6
6,30,3014,2,120,300045,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,6
6,30,3014,2,120,300045,5,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,6
6,30,3014,2,120,300045,6,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300045,8,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300046,1,1,1,,2,,1,60,,2,,,1,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300046,2,1,1,,2,,1,24,,1,30,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,4
6,30,3014,2,120,300046,4,1,2,1,2,,2,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
6,30,3014,2,120,300047,1,1,1,,2,,1,48,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300048,1,1,1,,2,,1,48,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300048,2,1,1,,2,,1,48,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300048,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300048,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3014,2,120,300048,5,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300049,1,1,1,,2,,1,56,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300049,2,1,2,1,2,,1,49,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
6,30,3014,2,120,300049,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300050,1,1,1,,2,,1,36,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,
6,30,3014,2,120,300050,2,1,2,1,2,,1,36,2,1,12,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300050,4,1,2,1,2,,1,24,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,5
6,30,3014,2,120,300050,5,1,2,1,2,,1,12,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,5
6,30,3014,2,120,300050,6,1,2,1,2,,1,12,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300050,7,1,2,1,2,,1,25,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3014,2,120,300050,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,3024,1,1924,300051,1,1,1,,1,30,2,,,2,,,1,,,,,,,1,"SECONDARY EDUCATION TEACHING PROFESSIONA",2320,11,,2,,2,4,2,1,2,11,44,30,138000,5,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,1,5
6,30,3024,1,1924,300051,2,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,5
6,30,3024,1,1924,300051,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,5
6,30,3024,1,1924,300052,1,1,1,,2,,2,,,2,,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
6,30,3024,1,1924,300053,1,1,2,2,2,,2,,,1,60,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3024,1,1924,300053,2,1,1,,2,,2,,,2,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3024,1,1924,300053,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
6,30,3024,1,1924,300053,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
