"zone","state","lga","sector","ea","hhid","indiv","s3q1","s3q2","s3q3","s3q4","s3q4b","s3q5","s3q5b","s3q5c","s3q6","s3q6b","s3q6c","s3q7","s3q8","s3q9","s3q9b","s3q10","s3q11","s3q11b","s3q12b1","s3q13a","s3q13b","s3q14","s3q14b","s3q15","s3q15b","s3q15b1","s3q15c","s3q15d","s3q15e","s3q15f","s3q16","s3q17","s3q18","s3q21a","s3q21b","s3q22a","s3q22b","s3q23","s3q24a","s3q24b","s3q25","s3q26a","s3q26b","s3q27","s3q28","s3q28b","s3q28b1","s3q28c","s3q28d","s3q28e","s3q28f","s3q29","s3q30","s3q31","s3q34a","s3q34b","s3q35a","s3q35b","s3q36","s3q37a","s3q37b","s3q38","s3q38a","s3q39_new","s3q39a_new","s3q40_new"
1,7,701,2,606,70106,8,1,2,1,2,,2,,,1,40,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
1,7,701,2,606,70107,1,1,1,,2,,1,56,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,701,2,606,70107,2,1,2,1,2,,1,44,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,4
1,7,701,2,606,70107,3,1,2,1,2,,1,44,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,4
1,7,701,2,606,70107,4,1,2,1,2,,1,44,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,4
1,7,701,2,606,70107,5,1,2,1,2,,1,44,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,4
1,7,701,2,606,70107,6,1,2,1,2,,1,44,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,701,2,606,70108,1,1,1,,2,,1,16,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,
1,7,701,2,606,70108,2,1,2,1,2,,1,17,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,2
1,7,701,2,606,70108,3,1,2,1,2,,1,13,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,2
1,7,701,2,606,70108,4,1,2,1,2,,1,13,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,2
1,7,701,2,606,70109,1,1,1,,2,,1,44,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
1,7,701,2,606,70109,2,1,2,1,2,,1,44,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,3
1,7,701,2,606,70109,3,1,2,1,2,,1,32,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,3
1,7,701,2,606,70109,4,1,2,1,2,,1,29,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,3
1,7,701,2,606,70109,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,606,70109,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,606,70110,1,1,1,,2,,1,44,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,701,2,606,70110,2,1,2,1,2,,1,42,3,1,24,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,4
1,7,701,2,606,70110,5,1,2,1,2,,1,18,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,4
1,7,701,2,606,70110,6,1,2,1,2,,1,18,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,4
1,7,701,2,606,70110,7,1,2,1,2,,1,5,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,4
1,7,701,2,606,70110,9,1,2,1,2,,2,,,2,,,2,2,10,"TOO YOUNG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,702,2,632,70111,1,1,1,,2,,1,44,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,702,2,632,70111,2,1,2,1,2,,1,40,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,1,1
1,7,702,2,632,70111,3,1,2,1,2,,1,30,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,1,1
1,7,702,2,632,70111,4,1,2,1,2,,1,24,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,1,1
1,7,702,2,632,70111,5,1,2,1,2,,1,24,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,1,1
1,7,702,2,632,70111,6,1,2,1,2,,1,40,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,1,1
1,7,702,2,632,70112,1,1,1,,2,,1,46,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,702,2,632,70112,2,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,702,2,632,70112,3,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,702,2,632,70112,4,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,702,2,632,70112,5,1,2,2,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,702,2,632,70112,6,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,702,2,632,70112,7,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,702,2,632,70112,8,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,702,2,632,70112,9,1,2,6,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,702,2,632,70112,10,1,1,,2,,1,40,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,702,2,632,70112,11,1,2,6,2,,2,,,2,,,2,2,10,"TOO YOUNG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,702,2,632,70113,1,1,1,,2,,1,28,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,702,2,632,70113,2,1,2,1,2,,1,28,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,1,1
1,7,702,2,632,70113,3,1,2,1,2,,1,14,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,1,1
1,7,702,2,632,70113,4,1,2,1,2,,1,14,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,1,1
1,7,702,2,632,70113,5,1,2,1,2,,1,14,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,1,1
1,7,702,2,632,70113,6,1,2,1,2,,1,14,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,1,1
1,7,702,2,632,70113,7,1,2,1,2,,1,14,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,1,1
1,7,702,2,632,70113,8,1,2,1,2,,1,14,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,702,2,632,70113,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,632,70114,1,1,1,,2,,1,18,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,702,2,632,70114,2,1,2,1,2,,1,18,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,3
1,7,702,2,632,70114,6,1,2,1,2,,1,15,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,3
1,7,702,2,632,70114,7,1,2,1,2,,1,15,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,3
1,7,702,2,632,70114,9,1,2,1,2,,1,15,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,3
1,7,702,2,632,70115,1,1,1,,2,,1,46,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,702,2,632,70115,2,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,702,2,632,70115,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,632,70116,1,1,1,,2,,1,25,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,2
1,7,702,2,632,70116,5,1,2,1,2,,1,25,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,2
1,7,702,2,632,70116,6,1,2,1,2,,1,25,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,2
1,7,702,2,632,70117,1,1,1,,2,,1,30,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,2
1,7,702,2,632,70117,2,1,2,1,2,,1,30,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,1,2
1,7,702,2,632,70117,3,1,2,1,2,,1,19,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,1,2
1,7,702,2,632,70117,4,1,2,1,2,,1,19,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,1,2
1,7,702,2,632,70117,5,1,2,1,2,,1,19,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,1,2
1,7,702,2,632,70117,6,1,2,1,2,,1,8,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,1,2
1,7,702,2,632,70117,7,1,2,1,2,,1,8,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,1,2
1,7,702,2,632,70117,8,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,702,2,632,70118,2,1,1,,2,,1,24,4,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,1
1,7,702,2,632,70118,5,1,1,,2,,1,24,4,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,1
1,7,702,2,632,70119,1,1,1,,2,,1,12,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,702,2,632,70119,2,1,2,1,2,,1,12,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,702,2,632,70119,3,1,2,1,2,,1,19,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,702,2,632,70119,4,1,2,1,2,,1,19,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,702,2,632,70119,5,1,2,1,2,,1,19,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,702,2,632,70119,6,1,2,1,2,,1,19,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,702,2,632,70120,2,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,718,2,1640,70121,1,1,1,,2,,1,24,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70121,2,1,2,1,2,,1,24,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2
1,7,718,2,1640,70121,5,1,2,1,2,,1,18,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2
1,7,718,2,1640,70121,6,1,2,1,2,,1,18,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2
1,7,718,2,1640,70121,7,1,2,1,2,,1,18,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70121,8,1,2,1,2,,1,18,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70121,9,1,2,1,2,,1,18,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70121,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70122,1,1,1,,2,,1,40,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70122,2,1,2,1,2,,1,40,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1
1,7,718,2,1640,70123,2,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2
1,7,718,2,1640,70123,3,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70123,4,1,2,13,2,,1,40,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70123,5,1,1,,2,,1,30,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70123,6,1,1,,2,,1,30,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70123,8,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70123,9,1,2,13,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70123,10,1,2,13,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70123,11,1,2,13,2,,1,30,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70123,12,1,2,13,2,,1,30,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70123,13,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70123,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70124,1,1,1,,2,,1,48,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70124,2,1,1,,2,,1,46,3,1,30,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1
1,7,718,2,1640,70124,3,1,1,,2,,1,46,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,718,2,1640,70124,4,1,2,1,2,,1,46,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,718,2,1640,70124,5,1,2,1,2,,1,40,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,718,2,1640,70124,6,1,2,1,2,,1,40,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70124,7,1,2,1,2,,2,,,2,,,2,2,10,"TOO YOUNG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70124,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70124,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70125,1,1,1,,2,,1,48,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70125,2,1,2,1,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
1,7,718,2,1640,70125,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,718,2,1640,70125,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,718,2,1640,70125,6,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70125,7,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70125,8,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70125,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70125,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70125,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70126,1,1,1,,2,,1,24,3,1,2,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,3
1,7,718,2,1640,70126,2,1,2,1,2,,1,24,3,1,2,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,
1,7,718,2,1640,70126,3,1,2,1,2,,1,24,3,1,2,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,718,2,1640,70126,4,1,2,1,2,,1,24,3,1,2,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,718,2,1640,70126,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,718,2,1640,70126,6,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1
1,7,718,2,1640,70126,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70127,1,1,1,,2,,1,42,3,1,24,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70127,2,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2
1,7,718,2,1640,70127,3,1,2,1,2,,1,18,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70127,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70127,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70127,6,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70127,7,1,2,1,2,,2,,,2,,,2,2,10,"TOO YOUNG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70127,8,1,2,1,2,,2,,,2,,,2,2,10,"TOO YOUNG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70127,10,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70127,11,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70127,12,1,2,1,2,,2,,,2,,,2,2,10,"TOO YOUNG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70127,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70127,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70127,15,1,1,,2,,1,42,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
1,7,718,2,1640,70128,1,1,1,,2,,1,24,3,1,5,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70128,3,1,2,1,2,,1,24,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,2
1,7,718,2,1640,70129,2,1,1,,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
1,7,718,2,1640,70129,3,1,2,1,2,,1,18,4,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,
