"item_name","item_cd","unit_name","unit_cd","unit_other","conv_national","conv_NC_1","conv_NE_2","conv_NW_3","conv_SE_4","conv_SS_5","conv_SW_6","note"
"MILLET",11,"KOBIOWU MEDIUM",61,,0.635,0.634999990463257,0.634999990463257,0.634999990463257,0.634999990463257,0.634999990463257,0.634999990463257,
"MILLET",11,"KOBIOWU LARGE",62,,1.202,1.20200002193451,1.20200002193451,1.20200002193451,1.20200002193451,1.20200002193451,1.20200002193451,
"MILLET",11,"BOWL SMALL",70,,0.541,0.541000008583069,0.541000008583069,0.541000008583069,0.541000008583069,0.541000008583069,0.541000008583069,"Used milk cup ratio, wheat flour, for bowl"
"MILLET",11,"BOWL MEDIUM",71,,0.826,0.825999975204468,0.825999975204468,0.825999975204468,0.825999975204468,0.825999975204468,0.825999975204468,"Used milk cup ratio, wheat flour, for bowl"
"MILLET",11,"BOWL LARGE",72,,1.757,1.75699996948242,1.75699996948242,1.75699996948242,1.75699996948242,1.75699996948242,1.75699996948242,"Used milk cup ratio, wheat flour, for bowl"
"RICE - LOCAL",13,"KILOGRAM (KG)",1,,1,1,1,1,1,1,1,
"RICE - LOCAL",13,"GRAMS (G)",2,,0.001,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,
"RICE - LOCAL",13,"PAINT RUBBER",11,,3.985,4.00299978256226,3.98499989509583,3.98499989509583,3.91799998283386,4.05299997329712,4.0149998664856,
"RICE - LOCAL",13,"MILK CUP",12,,0.162,0.170000001788139,0.156000003218651,0.167999997735024,0.155000001192093,0.162000000476837,0.159999996423721,
"RICE - LOCAL",13,"CIGARETTE CUP",13,,0.22,0.219999998807907,0.219999998807907,0.219999998807907,0.23199999332428,0.202999994158745,0.219999998807907,
"RICE - LOCAL",13,"TIN",14,,19.534,19.7900009155273,19.5340003967285,19.5340003967285,19.1499996185303,19.5340003967285,19.5340003967285,
"RICE - LOCAL",13,"CONGO SMALL",20,,0.945,1.32500004768372,0.944999992847443,0.944999992847443,0.944999992847443,0.944999992847443,0.754999995231628,
"RICE - LOCAL",13,"CONGO LARGE",21,,1.633,1.75,1.63300001621246,1.63300001621246,1.63300001621246,1.63300001621246,1.57500004768372,
"RICE - LOCAL",13,"MUDU SMALL",30,,1.194,1.13300001621246,1.23500001430511,1.19400000572205,1.19400000572205,1.19400000572205,1.19400000572205,
"RICE - LOCAL",13,"MUDU LARGE",31,,1.43,1.42999994754791,1.36000001430511,1.45299994945526,1.42999994754791,1.42999994754791,1.42999994754791,
"RICE - LOCAL",13,"DERICA SMALL",40,,0.22,0.219999998807907,0.219999998807907,0.219999998807907,0.219999998807907,0.146999999880791,0.365000009536743,
"RICE - LOCAL",13,"DERICA MEDIUM",41,,0.678,0.677999973297119,0.647000014781952,0.677999973297119,0.677999973297119,0.677999973297119,0.800000011920929,
"RICE - LOCAL",13,"DERICA LARGE",42,,1.91,1.9099999666214,1.9099999666214,1.9099999666214,1.9099999666214,1.9099999666214,1.9099999666214,
"RICE - LOCAL",13,"DERICA VERY LARGE",43,,2.013,2.01300001144409,2.01300001144409,2.01300001144409,2.01300001144409,1.99699997901917,2.04500007629395,
"RICE - LOCAL",13,"TIYA SMALL",50,,0.532,0.532000005245209,0.532000005245209,0.532000005245209,0.532000005245209,0.532000005245209,0.532000005245209,"Used milk cup ratio, garri"
"RICE - LOCAL",13,"TIYA MEDIUM",51,,1.34,1.3400000333786,1.3400000333786,1.3400000333786,1.3400000333786,1.3400000333786,1.3400000333786,
"RICE - LOCAL",13,"TIYA LARGE",52,,2.703,2.70300006866455,2.70300006866455,2.70300006866455,2.70300006866455,2.70300006866455,2.70300006866455,
"RICE - LOCAL",13,"KOBIOWU MEDIUM",61,,0.69,0.689999997615814,0.689999997615814,0.689999997615814,0.689999997615814,0.689999997615814,0.689999997615814,
"RICE - LOCAL",13,"KOBIOWU LARGE",62,,1.313,1.31299996376038,1.31299996376038,1.31299996376038,1.31299996376038,1.31299996376038,1.31299996376038,
"RICE - LOCAL",13,"BOWL SMALL",70,,0.575,0.574999988079071,0.574999988079071,0.574999988079071,0.574999988079071,0.574999988079071,0.574999988079071,"Used milk cup ratio, wheat flour, for bowl"
"RICE - LOCAL",13,"BOWL MEDIUM",71,,0.878,0.878000020980835,0.878000020980835,0.878000020980835,0.878000020980835,0.878000020980835,0.878000020980835,"Used milk cup ratio, wheat flour, for bowl"
"RICE - LOCAL",13,"BOWL LARGE",72,,1.867,1.86699998378754,1.86699998378754,1.86699998378754,1.86699998378754,1.86699998378754,1.86699998378754,"Used milk cup ratio, wheat flour, for bowl"
"RICE - IMPORTED",14,"KILOGRAM (KG)",1,,1,1,1,1,1,1,1,
"RICE - IMPORTED",14,"GRAMS (G)",2,,0.001,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,
"RICE - IMPORTED",14,"PAINT RUBBER",11,,4.013,3.94199991226196,4.01300001144409,4.01300001144409,3.86999988555908,3.98399996757507,4.46299982070923,
"RICE - IMPORTED",14,"MILK CUP",12,,0.164,0.165000006556511,0.153999999165535,0.170000001788139,0.164000004529953,0.164000004529953,0.172999992966652,
"RICE - IMPORTED",14,"CIGARETTE CUP",13,,0.218,0.217999994754791,0.217999994754791,0.217999994754791,0.224999994039536,0.202999994158745,0.217999994754791,
"RICE - IMPORTED",14,"TIN",14,,15.837,15.8369998931885,15.8369998931885,15.8369998931885,15.8369998931885,15.8369998931885,15.8369998931885,
"RICE - IMPORTED",14,"CONGO SMALL",20,,1.033,1.29999995231628,1.03299999237061,1.03299999237061,1.03299999237061,1.03299999237061,0.764999985694885,
"RICE - IMPORTED",14,"CONGO LARGE",21,,1.57,1.57000005245209,1.57000005245209,1.57000005245209,1.57000005245209,1.57000005245209,1.57000005245209,
"RICE - IMPORTED",14,"MUDU SMALL",30,,1.252,1.28299999237061,1.23199999332428,1.25199997425079,1.25199997425079,1.25199997425079,1.25199997425079,
"RICE - IMPORTED",14,"MUDU LARGE",31,,1.455,1.45500004291534,1.375,1.49500000476837,1.45500004291534,1.45500004291534,1.45500004291534,
"RICE - IMPORTED",14,"DERICA SMALL",40,,0.177,0.177000001072884,0.177000001072884,0.177000001072884,0.177000001072884,0.141000002622604,0.319999992847443,
"RICE - IMPORTED",14,"DERICA MEDIUM",41,,0.477,0.476999998092651,0.615000009536743,0.476999998092651,0.476999998092651,0.324999988079071,0.347000002861023,
"RICE - IMPORTED",14,"DERICA LARGE",42,,0.723,0.72299998998642,0.709999978542328,0.72299998998642,0.72299998998642,0.72299998998642,0.735000014305115,
"RICE - IMPORTED",14,"DERICA VERY LARGE",43,,1.917,1.91700005531311,1.91700005531311,1.91700005531311,1.89999997615814,1.92799997329712,1.93499994277954,
"RICE - IMPORTED",14,"TIYA SMALL",50,,0.539,0.538999974727631,0.538999974727631,0.538999974727631,0.538999974727631,0.538999974727631,0.538999974727631,"Used milk cup ratio, garri"
"RICE - IMPORTED",14,"TIYA MEDIUM",51,,1.908,1.90799999237061,1.90799999237061,1.90799999237061,1.90799999237061,1.90799999237061,1.90799999237061,
"RICE - IMPORTED",14,"TIYA LARGE",52,,2.87,2.86999988555908,2.86999988555908,2.86999988555908,2.86999988555908,2.86999988555908,2.86999988555908,
"RICE - IMPORTED",14,"KOBIOWU MEDIUM",61,,0.725,0.725000023841858,0.725000023841858,0.725000023841858,0.725000023841858,0.725000023841858,0.725000023841858,
"RICE - IMPORTED",14,"KOBIOWU LARGE",62,,1.305,1.30499994754791,1.30499994754791,1.30499994754791,1.30499994754791,1.30499994754791,1.30499994754791,
"RICE - IMPORTED",14,"BOWL SMALL",70,,0.582,0.582000017166138,0.582000017166138,0.582000017166138,0.582000017166138,0.582000017166138,0.582000017166138,"Used milk cup ratio, wheat flour, for bowl"
"RICE - IMPORTED",14,"BOWL MEDIUM",71,,0.888,0.888000011444092,0.888000011444092,0.888000011444092,0.888000011444092,0.888000011444092,0.888000011444092,"Used milk cup ratio, wheat flour, for bowl"
"RICE - IMPORTED",14,"BOWL LARGE",72,,1.889,1.88900005817413,1.88900005817413,1.88900005817413,1.88900005817413,1.88900005817413,1.88900005817413,"Used milk cup ratio, wheat flour, for bowl"
"MAIZE FLOUR",16,"KILOGRAM (KG)",1,,1,1,1,1,1,1,1,
"MAIZE FLOUR",16,"GRAMS (G)",2,,0.001,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,
"MAIZE FLOUR",16,"PAINT RUBBER",11,,3.342,4.33500003814697,3.34200000762939,3.34200000762939,3.14000010490417,2.75500011444092,3.34200000762939,
"MAIZE FLOUR",16,"MILK CUP",12,,0.114,0.114000000059605,0.109999999403954,0.129999995231628,0.114000000059605,0.114000000059605,0.114000000059605,
"MAIZE FLOUR",16,"CIGARETTE CUP",13,,0.183,0.18299999833107,0.18299999833107,0.18299999833107,0.18299999833107,0.185000002384186,0.18299999833107,
"MAIZE FLOUR",16,"TIN",14,,12.892,12.8920001983643,12.8920001983643,12.8920001983643,12.8920001983643,12.8920001983643,12.8920001983643,"Used milk cup ratio, garri"
"MAIZE FLOUR",16,"CONGO SMALL",20,,0.408,0.407999992370605,0.407999992370605,0.407999992370605,0.407999992370605,0.407999992370605,0.407999992370605,"Used milk cup ratio, garri"
"MAIZE FLOUR",16,"CONGO LARGE",21,,0.814,0.814000010490417,0.814000010490417,0.814000010490417,0.814000010490417,0.814000010490417,0.814000010490417,"Used milk cup ratio, garri"
"MAIZE FLOUR",16,"MUDU SMALL",30,,0.894,0.893999993801117,0.862999975681305,0.985000014305115,0.893999993801117,0.893999993801117,0.893999993801117,
"MAIZE FLOUR",16,"MUDU LARGE",31,,1.172,1.44500005245209,1.00499999523163,1.06500005722046,1.17200005054474,1.17200005054474,1.17200005054474,
"MAIZE FLOUR",16,"DERICA SMALL",40,,0.675,0.675000011920929,0.675000011920929,0.675000011920929,0.675000011920929,0.675000011920929,0.675000011920929,
"MAIZE FLOUR",16,"DERICA MEDIUM",41,,1.315,1.31500005722046,1.31500005722046,1.31500005722046,1.31500005722046,1.31500005722046,1.31500005722046,
"MAIZE FLOUR",16,"DERICA LARGE",42,,1.385,1.38499999046326,1.38499999046326,1.38499999046326,1.38499999046326,1.38499999046326,1.38499999046326,
"MAIZE FLOUR",16,"DERICA VERY LARGE",43,,1.845,1.84500002861023,1.84500002861023,1.84500002861023,1.84500002861023,1.84500002861023,1.84500002861023,
"MAIZE FLOUR",16,"TIYA SMALL",50,,0.374,0.374000012874603,0.374000012874603,0.374000012874603,0.374000012874603,0.374000012874603,0.374000012874603,"Used milk cup ratio, garri"
"MAIZE FLOUR",16,"TIYA MEDIUM",51,,1.307,1.307000041008,1.307000041008,1.307000041008,1.307000041008,1.307000041008,1.307000041008,
"MAIZE FLOUR",16,"TIYA LARGE",52,,2.065,2.06500005722046,2.06500005722046,2.06500005722046,2.06500005722046,2.06500005722046,2.06500005722046,
"MAIZE FLOUR",16,"KOBIOWU MEDIUM",61,,0.478,0.477999985218048,0.477999985218048,0.477999985218048,0.477999985218048,0.477999985218048,0.477999985218048,"Used milk cup ratio, garri"
"MAIZE FLOUR",16,"KOBIOWU LARGE",62,,0.823,0.823000013828278,0.823000013828278,0.823000013828278,0.823000013828278,0.823000013828278,0.823000013828278,"Used milk cup ratio, garri"
"MAIZE FLOUR",16,"BOWL SMALL",70,,0.404,0.404000014066696,0.404000014066696,0.404000014066696,0.404000014066696,0.404000014066696,0.404000014066696,"Used milk cup ratio, wheat flour, for bowl"
"MAIZE FLOUR",16,"BOWL MEDIUM",71,,0.617,0.616999983787537,0.616999983787537,0.616999983787537,0.616999983787537,0.616999983787537,0.616999983787537,"Used milk cup ratio, wheat flour, for bowl"
"MAIZE FLOUR",16,"BOWL LARGE",72,,1.312,1.31200003623962,1.31200003623962,1.31200003623962,1.31200003623962,1.31200003623962,1.31200003623962,"Used milk cup ratio, wheat flour, for bowl"
"YAM FLOUR",17,"KILOGRAM (KG)",1,,1,1,1,1,1,1,1,
"YAM FLOUR",17,"GRAMS (G)",2,,0.001,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,
"YAM FLOUR",17,"PAINT RUBBER",11,,2.697,2.97900009155273,2.69700002670288,2.69700002670288,2.8199999332428,2.35800004005432,2.40499997138977,
"YAM FLOUR",17,"MILK CUP",12,,0.105,0.0949999988079071,0.115000002086163,0.104999996721745,0.104999996721745,0.104999996721745,0.104999996721745,
"YAM FLOUR",17,"CIGARETTE CUP",13,,0.165,0.165000006556511,0.165000006556511,0.165000006556511,0.165000006556511,0.165000006556511,0.165000006556511,
"YAM FLOUR",17,"TIN",14,,11.874,11.8739995956421,11.8739995956421,11.8739995956421,11.8739995956421,11.8739995956421,11.8739995956421,"Used milk cup ratio, garri"
"YAM FLOUR",17,"CONGO SMALL",20,,0.541,0.41499999165535,0.541000008583069,0.541000008583069,0.541000008583069,0.541000008583069,0.583000004291534,
"YAM FLOUR",17,"CONGO LARGE",21,,1.053,0.834999978542328,1.05299997329712,1.05299997329712,1.05299997329712,1.05299997329712,1.125,
"YAM FLOUR",17,"MUDU SMALL",30,,0.877,0.876999974250793,0.876999974250793,0.876999974250793,0.876999974250793,0.876999974250793,0.876999974250793,
"YAM FLOUR",17,"MUDU LARGE",31,,1.122,1.1599999666214,1.12199997901917,1.10199999809265,1.12199997901917,1.12199997901917,1.12199997901917,
"YAM FLOUR",17,"DERICA SMALL",40,,0.53,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,0.529999971389771,
"YAM FLOUR",17,"DERICA MEDIUM",41,,1.13,1.12999999523163,1.12999999523163,1.12999999523163,1.12999999523163,1.12999999523163,1.12999999523163,
"YAM FLOUR",17,"DERICA LARGE",42,,1.135,1.13499999046326,1.13499999046326,1.13499999046326,1.13499999046326,1.13499999046326,1.13499999046326,
"YAM FLOUR",17,"DERICA VERY LARGE",43,,1.395,1.39499998092651,1.39499998092651,1.39499998092651,1.39499998092651,1.39499998092651,1.39499998092651,
"YAM FLOUR",17,"TIYA SMALL",50,,0.344,0.34400001168251,0.34400001168251,0.34400001168251,0.34400001168251,0.34400001168251,0.34400001168251,"Used milk cup ratio, garri"
"YAM FLOUR",17,"TIYA MEDIUM",51,,1.155,1.15499997138977,1.15499997138977,1.15499997138977,1.15499997138977,1.15499997138977,1.15499997138977,
"YAM FLOUR",17,"TIYA LARGE",52,,2.035,2.03500008583069,2.03500008583069,2.03500008583069,2.03500008583069,2.03500008583069,2.03500008583069,
"YAM FLOUR",17,"KOBIOWU SMALL",60,,0.455,0.455000013113022,0.455000013113022,0.455000013113022,0.455000013113022,0.455000013113022,0.455000013113022,
"YAM FLOUR",17,"KOBIOWU MEDIUM",61,,0.97,0.970000028610229,0.970000028610229,0.970000028610229,0.970000028610229,0.970000028610229,0.970000028610229,
"YAM FLOUR",17,"KOBIOWU LARGE",62,,1.02,1.01999998092651,1.01999998092651,1.01999998092651,1.01999998092651,1.01999998092651,1.01999998092651,
"YAM FLOUR",17,"BOWL SMALL",70,,0.372,0.372000008821487,0.372000008821487,0.372000008821487,0.372000008821487,0.372000008821487,0.372000008821487,"Used milk cup ratio, wheat flour, for bowl"
"YAM FLOUR",17,"BOWL MEDIUM",71,,0.568,0.568000018596649,0.568000018596649,0.568000018596649,0.568000018596649,0.568000018596649,0.568000018596649,"Used milk cup ratio, wheat flour, for bowl"
"YAM FLOUR",17,"BOWL LARGE",72,,1.208,1.20799994468689,1.20799994468689,1.20799994468689,1.20799994468689,1.20799994468689,1.20799994468689,"Used milk cup ratio, wheat flour, for bowl"
"CASSAVA FLOUR",18,"KILOGRAM (KG)",1,,1,1,1,1,1,1,1,
"CASSAVA FLOUR",18,"GRAMS (G)",2,,0.001,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,
"CASSAVA FLOUR",18,"PAINT RUBBER",11,,2.061,1.73699998855591,2.06100010871887,2.06100010871887,2.32999992370605,1.91299998760223,2.47000002861023,
"CASSAVA FLOUR",18,"MILK CUP",12,,0.098,0.0979999974370003,0.0949999988079071,0.115000002086163,0.0979999974370003,0.0979999974370003,0.0949999988079071,
"CASSAVA FLOUR",18,"CIGARETTE CUP",13,,0.195,0.194999992847443,0.194999992847443,0.194999992847443,0.194999992847443,0.194999992847443,0.194999992847443,
"CASSAVA FLOUR",18,"TIN",14,,11.12,11.1199998855591,11.1199998855591,11.1199998855591,11.1199998855591,11.1199998855591,11.1199998855591,"Used milk cup ratio, garri"
"CASSAVA FLOUR",18,"CONGO SMALL",20,,0.507,0.523999989032745,0.507000029087067,0.507000029087067,0.507000029087067,0.507000029087067,0.490000009536743,
"CASSAVA FLOUR",18,"CONGO LARGE",21,,0.927,0.926999986171722,0.926999986171722,0.926999986171722,0.926999986171722,0.926999986171722,0.926999986171722,
"CASSAVA FLOUR",18,"MUDU SMALL",30,,0.705,0.704999983310699,0.75,0.683000028133392,0.704999983310699,0.704999983310699,0.704999983310699,
"CASSAVA FLOUR",18,"MUDU LARGE",31,,0.955,0.850000023841858,0.834999978542328,1.17999994754791,0.954999983310699,0.954999983310699,0.954999983310699,
"CASSAVA FLOUR",18,"DERICA SMALL",40,,0.403,0.402999997138977,0.402999997138977,0.402999997138977,0.402999997138977,0.402999997138977,0.402999997138977,
"CASSAVA FLOUR",18,"DERICA MEDIUM",41,,0.95,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,
"CASSAVA FLOUR",18,"DERICA LARGE",42,,1.145,1.14499998092651,1.14499998092651,1.14499998092651,1.14499998092651,1.14499998092651,1.14499998092651,
"CASSAVA FLOUR",18,"DERICA VERY LARGE",43,,1.278,1.27799999713898,1.27799999713898,1.27799999713898,1.40499997138977,1.27799999713898,1.14999997615814,
"CASSAVA FLOUR",18,"TIYA SMALL",50,,0.322,0.321999996900558,0.321999996900558,0.321999996900558,0.321999996900558,0.321999996900558,0.321999996900558,"Used milk cup ratio, garri"
"CASSAVA FLOUR",18,"TIYA MEDIUM",51,,0.885,0.884999990463257,0.884999990463257,0.884999990463257,0.884999990463257,0.884999990463257,0.884999990463257,
"CASSAVA FLOUR",18,"TIYA LARGE",52,,1.717,1.71700000762939,1.71700000762939,1.71700000762939,1.71700000762939,1.71700000762939,1.71700000762939,
"CASSAVA FLOUR",18,"KOBIOWU MEDIUM",61,,0.522,0.522000014781952,0.522000014781952,0.522000014781952,0.522000014781952,0.522000014781952,0.522000014781952,
"CASSAVA FLOUR",18,"KOBIOWU LARGE",62,,0.71,0.709999978542328,0.709999978542328,0.709999978542328,0.709999978542328,0.709999978542328,0.709999978542328,
"CASSAVA FLOUR",18,"BOWL SMALL",70,,0.348,0.34799998998642,0.34799998998642,0.34799998998642,0.34799998998642,0.34799998998642,0.34799998998642,"Used milk cup ratio, wheat flour, for bowl"
"CASSAVA FLOUR",18,"BOWL MEDIUM",71,,0.532,0.532000005245209,0.532000005245209,0.532000005245209,0.532000005245209,0.532000005245209,0.532000005245209,"Used milk cup ratio, wheat flour, for bowl"
"CASSAVA FLOUR",18,"BOWL LARGE",72,,1.131,1.13100004196167,1.13100004196167,1.13100004196167,1.13100004196167,1.13100004196167,1.13100004196167,"Used milk cup ratio, wheat flour, for bowl"
"WHEAT FLOUR",19,"KILOGRAM (KG)",1,,1,1,1,1,1,1,1,
"WHEAT FLOUR",19,"GRAMS (G)",2,,0.001,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,0.00100000004749745,
"WHEAT FLOUR",19,"PAINT RUBBER",11,,2.743,2.74300003051758,2.74300003051758,2.74300003051758,2.87800002098084,2.60800004005432,2.74300003051758,
"WHEAT FLOUR",19,"MILK CUP",12,,0.262,0.261999994516373,0.330000013113022,0.127000004053116,0.261999994516373,0.261999994516373,0.261999994516373,
"WHEAT FLOUR",19,"CIGARETTE CUP",13,,0.149,0.149000003933907,0.149000003933907,0.149000003933907,0.152999997138977,0.144999995827675,0.149000003933907,
"WHEAT FLOUR",19,"TIN",14,,29.685,29.6849994659424,29.6849994659424,29.6849994659424,29.6849994659424,29.6849994659424,29.6849994659424,"Used milk cup ratio, garri"
"WHEAT FLOUR",19,"CONGO SMALL",20,,0.94,0.939999997615814,0.939999997615814,0.939999997615814,0.939999997615814,0.939999997615814,0.939999997615814,"Used milk cup ratio, garri"
"WHEAT FLOUR",19,"CONGO LARGE",21,,1.875,1.875,1.875,1.875,1.875,1.875,1.875,"Used milk cup ratio, garri"
"WHEAT FLOUR",19,"MUDU SMALL",30,,0.879,0.879000008106232,0.879000008106232,0.879000008106232,0.879000008106232,0.879000008106232,0.879000008106232,
"WHEAT FLOUR",19,"MUDU LARGE",31,,1.258,1.25800001621246,1.25800001621246,1.25800001621246,1.25800001621246,1.25800001621246,1.25800001621246,
"WHEAT FLOUR",19,"DERICA SMALL",40,,0.52,0.519999980926514,0.519999980926514,0.519999980926514,0.519999980926514,0.519999980926514,0.519999980926514,
