"zone","state","lga","sector","ea","hhid","crop_number","cropname","cropcode","sa3iiq3","sa3iiq4","sa3iiq5a","sa3iiq5b","sa3iiq5b_os","sa3iiq6","sa3iiq7a","sa3iiq7b","sa3iiq8a","sa3iiq8b","sa3iiq9a","sa3iiq9b","sa3iiq10","sa3iiq11a","sa3iiq11b","sa3iiq11b_os","sa3iiq12a","sa3iiq12b","sa3iiq13a","sa3iiq13b","sa3iiq13b_os","sa3iiq14a","sa3iiq14b","sa3iiq14b_os","sa3iiq15a","sa3iiq15b","sa3iiq16a","sa3iiq16b","sa3iiq16b_os","sa3iiq17a","sa3iiq17b","sa3iiq17b_os","sa3iiq18a","sa3iiq18b","sa3iiq18b_os","sa3iiq18c","sa3iiq19","sa3iiq20a","sa3iiq20b","sa3iiq20b_os","sa3iiq21","sa3iiq22a","sa3iiq22b","sa3iiq23a","sa3iiq23b","sa3iiq24","sa3iiq25","sa3iiq25_os","sa3iiq26","sa3iiq27"
4,11,1112,2,78,110025,3,"WATER YAM",1123,1,1,20,141,,16000,"N01",,2,,1,2,1,15,141,,0,,3,141,,0,,,0,,0,,,1,141,,1,41,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110026,1,"YAM",1120,2,,,,,,,,,,,,,400,81,,0,,50,81,,0,,,0,,0,,,0,,,240,81,,20,2,,,,,,,,,,,,,
4,11,1112,2,78,110026,3,"MAIZE",1080,1,1,18,141,,16000,"N01","N02",5,,2,,1,10,13,,0,,2,141,,0,,,0,,0,,,0,,,4,141,,15,2,,,,,,,,,,,,,
4,11,1112,2,78,110026,4,"OKRO",2120,2,,,,,,,,,,,,,5,13,,0,,1,141,,0,,,0,,0,,,0,,,1,141,,10,2,,,,,,,,,,,,,
4,11,1112,2,78,110026,5,"SWEET POTATOES",2181,2,,,,,,,,,,,,,0,,,0,,2,141,,0,,,0,,0,,,0,,,1,141,,10,2,,,,,,,,,,,,,
4,11,1112,2,78,110027,1,"YAM",1120,2,,,,,,,,,,,,,16,141,,0,,4,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110027,2,"MAIZE",1080,1,1,10,141,,10000,"N01",,2,,1,2,1,3,141,,0,,2,141,,0,,,0,,0,,,1,141,,2,141,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110027,3,"SWEET POTATOES",2181,1,1,6,141,,3600,"N01",,2,,1,2,1,0,,,0,,1,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110027,4,"COCOYAM",1040,1,1,2,141,,1800,"N01",,2,,1,2,1,5,141,,0,,2,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110028,2,,2181,1,4,6,140,,5620,"N01",,2,,1,,1,0,,,0,,2,141,,1,141,,1,141,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110028,3,,1120,1,4,4,141,,3800,"N01",,2,,1,,1,3,141,,0,,4,141,,1,141,,1,141,1,141,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110028,4,,1080,1,2,3,141,,1800,"N01",,2,,1,,1,1,141,,0,,2,141,,2,141,,2,141,2,141,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110029,1,"YAM",1120,2,,,,,,,,,,,,,10,141,,0,,5,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110029,2,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110029,3,"OKRO",2120,2,,,,,,,,,,,,,5,141,,0,,10,141,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110029,4,"PUMPKIN",2190,2,,,,,,,,,,,,,1,141,,0,,1,140,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110030,1,"YAM",1120,1,4,15,140,,4075,"N01",,2,,2,5,1,10,140,,0,,2,141,,1,140,,0,,0,,,1,140,,1,140,,5,2,,,,,,,,,,,,,
4,11,1112,2,78,110030,2,"PUMPKIN",2193,1,1,16,141,,1400,"N01",,2,,2,5,1,14,141,,0,,3,141,,3,141,,1,141,3,141,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110030,3,"MAIZE",1080,1,1,7,140,,2400,"N01",,2,,2,5,1,1,140,,0,,2,140,,1,140,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110030,4,"OKRO",2120,1,1,10,140,,2800,"N01",,2,,2,5,1,1,140,,0,,1,140,,1,140,,0,,2,140,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110030,5,"SWEET POTATOES",2181,1,1,6,141,,1320,"N01",,2,,2,5,1,1,141,,0,,1,141,,1,141,,0,,1,141,,0,,,1,140,,10,2,,,,,,,,,,,,,
4,11,1110,2,714,110031,1,"WATER YAM",1123,1,5,50,81,,10000,"N01",,2,,1,2,1,100,80,,0,,30,81,,0,,,10,81,0,,,15,81,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110031,3,,1080,1,1,10,141,,10000,"N01",,2,,2,1,1,15,13,,0,,3,141,,0,,,1,141,0,,,1,141,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110031,4,,1040,1,4,8,141,,12000,"N01",,2,,2,1,1,1,141,,0,,1,141,,0,,,0,,0,,,0,,,1,141,,10,2,,,,,,,,,,,,,
4,11,1110,2,714,110031,5,,2040,1,1,8,11,,4000,"N01",,2,,2,1,1,0.5,11,,0,,1,11,,0,,,1,11,0,,,0.5,11,,5,11,,12,2,,,,,,,,,,,,,
4,11,1110,2,714,110032,1,"WATER YAM",1123,1,3,12,141,,10800,"N01",,2,,1,2,1,15,141,,0,,2,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110032,2,"WHITE YAM",1121,1,3,15,141,,28500,"N01",,2,,1,2,1,15,141,,0,,3,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110032,3,"MAIZE",1080,1,1,6,141,,6000,"N01",,2,,1,2,1,2,141,,0,,5,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110032,4,"PEPPER",2140,2,,,,,,,,,,,,,2,71,,0,,2,71,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110032,5,"OKRO",2120,1,1,9,141,,8100,"N01",,2,,1,2,1,2,141,,0,,3,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110033,1,"MAIZE",1080,1,1,9,140,,1800,"N01",,2,,1,,1,3,140,,0,,2,140,,0,,,0,,0,,,1,140,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110033,2,"YAM",1120,1,4,15,92,,30000,"N01",,2,,1,,1,7,92,,0,,3,92,,0,,,0,,0,,,2,92,,1,92,,2,2,,,,,,,,,,,,,
4,11,1110,2,714,110033,3,"COCOYAM",1040,1,3,5,141,,1000,"N01",,2,,1,,1,3,141,,0,,1,141,,0,,,0,,0,,,0,,,1,141,,1,2,,,,,,,,,,,,,
4,11,1110,2,714,110033,4,"OKRO",2120,1,1,15,142,,6150,"N01",,2,,1,,1,2,142,,0,,1,142,,0,,,0,,0,,,1,142,,1,142,,1,2,,,,,,,,,,,,,
4,11,1110,2,714,110034,1,"MAIZE",1080,1,1,10,140,,2208,"N01",,2,,1,,1,1,140,,0,,1,140,,0,,,0,,0,,,0,,,1,140,,12,2,,,,,,,,,,,,,
4,11,1110,2,714,110034,2,"WATER YAM",1123,1,4,8,91,,12000,"N01",,2,,1,,1,1,91,,0,,2,91,,0,,,0,,0,,,2,91,,1,91,,1,2,,,,,,,,,,,,,
4,11,1110,2,714,110034,3,"WHITE YAM",1121,1,4,15,92,,30000,"N01",,2,,1,,1,1,92,,0,,3,92,,0,,,0,,0,,,2,92,,1,92,,1,2,,,,,,,,,,,,,
4,11,1110,2,714,110034,4,"OKRO",2120,1,1,8,141,,16000,"N01",,2,,1,,1,1,141,,0,,1,141,,0,,,0,,0,,,1,141,,1,141,,1,2,,,,,,,,,,,,,
4,11,1110,2,714,110034,5,"PEPPER",2140,1,3,4,140,,1200,"N01",,2,,1,,1,1,140,,0,,1,140,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110034,6,"PUMPKIN",2190,1,4,10,140,,500,"N01",,2,,1,,1,1,140,,0,,1,140,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110035,1,"WHITE YAM",1121,1,3,17,141,,32300,"N01",,2,,1,2,1,13,141,,0,,5,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110035,2,"WATER YAM",1123,1,3,15,141,,13500,"N01",,2,,1,2,1,12,141,,0,,3,141,,0,,,0,,0,,,2,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110035,3,"MAIZE",1080,1,1,13,141,,14300,"N01",,2,,1,2,1,2,141,,0,,4,141,,0,,,0,,0,,,2,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110036,1,"WHITE YAM",1121,1,4,21,141,,39900,"N01",,3,,2,3,1,16,141,,0,,2,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110036,2,"MAIZE",1080,1,1,12,140,,12000,"N01",,3,,2,3,1,2,140,,0,,3,140,,0,,,0,,0,,,2,140,,1,140,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110036,3,"WATER YAM",1123,1,1,8,141,,6400,"N01",,3,,2,3,1,6,141,,0,,2,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110036,4,"OKRO",2120,1,2,20,140,,18000,"N01",,3,,2,3,1,3,140,,0,,2,140,,0,,,0,,0,,,1,140,,1,140,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110037,1,"WHITE YAM",1121,1,5,20,81,,4000,"N01",,2,,2,,1,50,81,,0,,8,81,,0,,,5,81,0,,,5,81,,25,81,,2,2,,,,,,,,,,,,,
4,11,1110,2,714,110037,2,"WATER YAM",1123,1,5,40,81,,4000,"N01",,2,,2,,1,50,81,,0,,10,81,,0,,,10,81,0,,,10,81,,30,81,,5,2,,,,,,,,,,,,,
4,11,1110,2,714,110037,4,"OKRO",2120,1,1,4,141,,6000,"N01",,2,,2,,1,3,13,,0,,0,,,0,,,0,,0,,,0,,,0.5,141,,2,2,,,,,,,,,,,,,
4,11,1110,2,714,110037,5,"MAIZE",1080,1,1,9,141,,9000,"N01",,2,,2,,1,4,13,,0,,1,141,,0,,,0.5,141,0,,,0.5,141,,1,141,,5,2,,,,,,,,,,,,,
4,11,1110,2,714,110038,1,"YAM",1120,1,5,50,81,,10000,"N01",,2,,2,1,1,80,81,,0,,20,81,,0,,,0,,0,,,0,,,50,81,,5,2,,,,,,,,,,,,,
4,11,1110,2,714,110038,2,"WATER YAM",1123,1,5,50,81,,5000,"N01",,2,,2,1,1,100,81,,0,,30,81,,0,,,0,,0,,,0,,,80,81,,8,2,,,,,,,,,,,,,
4,11,1110,2,714,110038,4,"OKRO",2120,1,1,5,140,,5000,"N01",,2,,2,1,1,10,13,,0,,0.5,140,,0,,,0,,0,,,0.5,140,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110038,5,"MAIZE",1080,1,1,9,141,,9000,"N01",,2,,2,1,1,20,13,,0,,2,141,,0,,,0.5,141,0,,,0.5,141,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110039,1,"WHITE YAM",1121,1,3,19,141,,36100,"N01",,2,,1,2,1,14,141,,0,,4,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110039,2,"WATER YAM",1123,1,4,10,141,,8000,"N01",,2,,1,2,1,5,141,,0,,3,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110039,3,"OKRO",2120,1,2,4,141,,4000,"N01",,2,,1,2,1,2,141,,0,,1,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110039,4,"PEPPER",2140,1,1,1,141,,600,"N01",,2,,2,,1,1,141,,0,,1,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110040,1,"WHITE YAM",1121,1,3,3,141,,5700,"N01",,1,,1,,1,3,141,,0,,1,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110040,2,"WATER YAM",1123,1,3,4,141,,3200,"N01",,1,,1,,1,3,141,,0,,1,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110040,3,"MAIZE",1080,2,,,,,,,,,,,,,1,141,,0,,2,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110041,1,"MAIZE",1080,1,2,8,141,,8800,"N01",,2,,1,2,1,3,141,,0,,2,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110041,2,"WHITE YAM",1121,1,4,12,141,,22800,"N01",,2,,1,2,1,15,141,,0,,3,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110041,3,"WATER YAM",1123,1,4,10,141,,9000,"N01",,2,,1,2,1,10,141,,0,,3,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110041,4,"POTATOES",2180,1,2,12,141,,10800,"N01",,2,,1,2,1,0,,,0,,4,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110042,1,"MAIZE",1080,1,1,10,141,,2000,"N01",,1,2,1,,1,2,141,,0,,1,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110042,2,"WHITE YAM",1121,1,3,30,92,,36000,"N01",,1,2,1,,1,15,92,,0,,12,92,,0,,,0,,0,,,2,92,,1,92,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110042,3,,1123,1,3,5,91,,5000,"N01",,1,2,1,,1,3,91,,0,,2,91,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110042,4,"OKRO",2120,1,1,2,141,,780,"N01",,1,2,1,,1,1,141,,0,,1,141,,0,,,0,,0,,,1,141,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110042,5,"VEGETABLE",2194,1,1,4,140,,800,"N01",,1,2,1,,1,0,,,0,,1,140,,0,,,0,,0,,,0,,,1,140,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110042,6,"RICE",1110,1,4,40,132,,894915,"N01",,1,2,1,,1,15,132,,0,,2,132,,0,,,0,,0,,,1,132,,1,132,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110043,1,"MAIZE",1080,1,1,8,141,,1600,"N01",,2,3,1,,1,1,141,,0,,2,141,,0,,,0,,0,,,2,141,,2,141,,1,2,,,,,,,,,,,,,
4,11,1110,2,2752,110043,2,"OKRO",2120,1,1,22,141,,2400,"N01",,2,3,1,,1,2,141,,0,,2,141,,0,,,0,,0,,,1,141,,2,141,,2,2,,,,,,,,,,,,,
4,11,1110,2,2752,110043,3,"YAM",1121,1,4,20,92,,3000,"N01",,1,3,1,,1,4,92,,0,,1,92,,0,,,0,,0,,,0,,,1,92,,1,2,,,,,,,,,,,,,
4,11,1110,2,2752,110043,4,"WATER YAM",1123,1,4,6,92,,5400,"N01",,2,3,1,,1,2,92,,0,,2,92,,0,,,0,,0,,,1,92,,1,92,,1,2,,,,,,,,,,,,,
4,11,1110,2,2752,110043,5,"PEPPER",2140,1,4,6,140,,1669,"N01",,2,3,1,,1,1,140,,0,,1,140,,0,,,0,,0,,,1,140,,1,140,,1,2,,,,,,,,,,,,,
4,11,1110,2,2752,110043,6,"RICE",1110,1,3,6,131,,20000,"N01",,1,2,1,,1,5,131,,0,,2,131,,0,,,0,,0,,,1,131,,1,131,,1,1,2,131,,67000,2,3,1,2,1,2,,1,1
4,11,1110,2,2752,110044,1,"MAIZE",1080,1,2,15,141,,16500,"N01",,2,,2,,1,2,141,,0,,3,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110044,2,"WATER YAM",1123,1,4,25,141,,22500,"N01",,2,,2,,1,16,141,,0,,5,141,,0,,,0,,0,,,2,141,,2,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110044,3,"WHITE YAM",1121,1,4,23,141,,43700,"N01",,2,,2,,1,24,141,,0,,4,141,,0,,,0,,0,,,2,141,,2,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110044,4,"PEPPER",2140,1,1,3,140,,3000,"N01",,2,,2,,1,1,140,,0,,1,140,,0,,,0,,0,,,0,,,1,140,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110044,5,"PUMPKIN SEED",2193,1,1,7,141,,8400,"N01",,2,,2,,1,2,141,,0,,0,,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110044,6,"OKRO",2120,1,1,8,141,,8000,"N01",,2,,2,,1,1,141,,0,,1,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110045,1,"PATATEOS",2180,1,1,13,141,,0,"N01",,2,,1,2,1,0,,,0,,3,141,,0,,,0,,0,,,2,141,,2,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110045,2,"COCOYAM",1040,1,2,5,141,,0,"N01",,2,,1,2,1,3,141,,0,,1,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110045,3,"MAIZE",1080,1,1,12,141,,0,"N01",,2,,1,2,1,3,141,,0,,1,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110045,4,"WHITE YAM",1121,1,1,18,141,,0,"N01",,2,,1,2,1,20,141,,0,,3,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110045,5,"WATER YAM",1123,1,1,15,141,,0,"N01",,2,,1,2,1,10,141,,0,,2,141,,0,,,0,,0,,,1,141,,2,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110045,6,"OKRO",2120,1,7,5,141,,0,"N01",,2,,1,2,1,1,141,,0,,1,141,,0,,,0,,0,,,1,141,,2,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110045,7,"PUMKIN",2190,1,1,4,141,,0,"N01",,2,,1,2,1,1,141,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110046,1,"WATER YAM",1123,1,3,25,141,,20000,"N01",,2,,1,2,1,17,141,,0,,6,141,,0,,,0,,0,,,2,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110046,2,"WHITE YAM",1121,1,3,22,141,,41800,"N01",,2,,1,2,1,20,141,,0,,5,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110046,3,"OKRO",2120,1,1,6,141,,6000,"N01",,2,,1,2,1,4,141,,0,,3,141,,0,,,0,,0,,,1,141,,2,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110046,4,"MAIZE",1080,1,1,10,141,,11000,"N01",,2,,1,2,1,3,141,,0,,4,141,,0,,,0,,0,,,2,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110047,1,"WHITE YAM",1121,1,3,20,141,,3800,"N01",,1,,1,,1,14,141,,0,,3,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110047,2,"WATER YAM",1123,1,3,21,141,,16800,"N01",,1,,1,,1,13,141,,0,,4,141,,0,,,0,,0,,,2,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110047,3,"MAIZE",1080,1,1,10,141,,11000,"N01",,1,,1,,1,3,141,,0,,5,141,,0,,,0,,0,,,1,141,,2,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110047,4,"OKRO",2120,1,1,9,141,,9000,"N01",,1,,1,,1,3,141,,0,,3,141,,0,,,0,,0,,,2,141,,2,141,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110048,1,"YAM",1120,2,,,,,,,,,,,,,150,80,,0,,15,81,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110048,2,"WATER YAM",1123,1,5,50,81,,10000,"N01","N02",2,,1,,1,200,80,,0,,15,81,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110048,3,"COCOYAM",1040,1,5,4,141,,10500,"N01",,2,,1,,1,0.5,141,,0,,0.5,141,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110048,4,"MAIZE",1080,1,1,7,141,,7000,"N02",,2,,2,,1,15,13,,0,,2,141,,0,,,1,141,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110048,6,"OKRO",2120,1,1,9,141,,13500,"N02",,2,,2,,1,10,12,,0,,1,141,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110049,1,"YAM",1120,1,5,20,81,,4000,"N01","N02",1,6,1,,1,200,80,,0,,15,81,,5,81,,15,81,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110049,2,"WATER YAM",1123,1,5,30,81,,30000,"N01","N02",1,,1,,1,300,80,,0,,20,81,,15,81,,25,81,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110049,3,"COCOYAM",1040,1,4,4,41,,6000,"N01","N02",1,6,2,,1,0.5,141,,0,,1,141,,0,,,0.5,141,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110049,4,,1080,1,1,20,141,,20000,"N01","N02",1,6,2,1,1,10,13,,0,,3,141,,0,,,1,141,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110049,6,"OKRO",2120,1,1,3,141,,4500,"N01","N02",1,6,2,,1,10,12,,0,,1,141,,0,,,0.5,141,0,,,0.5,141,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110050,1,"YAM",1120,1,5,20,81,,4000,"N01","N02",2,,1,,1,200,80,,0,,18,81,,0,,,0,,0,,,5,81,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110050,2,"WATER YAM",1123,1,5,80,81,,8000,"N01","N02",2,,1,,1,300,80,,0,,25,81,,0,,,0,,0,,,15,81,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110050,4,"MAIZE",1080,1,1,10,141,,10000,"N01","N02",2,,2,1,1,10,13,,0,,2,141,,0,,,0.5,141,0,,,0.5,141,,0,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110050,5,"COCOYAM",1040,1,5,6,141,,7200,"N01","N02",2,,2,1,1,0.5,141,,0,,2,141,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110051,1,"MAIZE",1080,1,3,7,141,,8000,"N01",,4,,1,,1,2,141,,0,,1,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110051,2,"POTATOES",2180,1,2,11,141,,10800,"N01",,4,,1,,1,0,,,0,,2,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110051,3,"YAM",1120,1,4,10,142,,21000,"N01",,4,,1,,1,17,142,,0,,2,142,,0,,,0,,0,,,0,,,1,142,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110053,1,"MAIZE",1080,1,2,9,141,,9000,"N01",,1,,1,,1,2,141,,0,,1,141,,0,,,0,,0,,,2,141,,2,141,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110053,2,"YAM",1120,1,1,5,141,,10000,"N01",,1,,1,,1,17,141,,0,,2,141,,0,,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110053,3,"POTATOES",2180,1,2,8,141,,8000,"N01",,1,,1,,1,0,,,0,,1,141,,0,,,0,,0,,,2,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110055,1,"MAIZE",1080,1,1,10,141,,2857,"N01",,2,,1,,1,2,141,,0,,2,141,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110055,2,"YAM",1120,1,4,18,91,,37630,"N01",,2,,1,,1,2,91,,0,,2,91,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110055,3,"POTATOES",2180,1,1,5,141,,1142,"N01",,2,,1,,1,1,141,,0,,1,141,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110057,1,"WATER YAM",1123,1,3,5,141,,5000,"N01",,4,,1,,1,6,141,,0,,2,141,,2,141,,0,,0,,,0,,,1,141,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110057,2,"MAIZE",1080,1,2,4,141,,4000,"N01",,4,,1,,1,2,141,,0,,2,141,,0,,,0,,0,,,1,141,,1,141,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110059,1,"YAM",1120,1,4,50,81,,10000,"N01",,1,,1,,1,300,80,,0,,20,81,,0,,,10,81,0,,,15,81,,0,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110059,2,"WATER YAM",1123,1,5,60,81,,5000,"N01",,1,,1,,1,300,80,,0,,30,81,,0,,,20,81,0,,,20,81,,0,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110059,4,"MAIZE",1080,1,1,7,141,,6300,"N01",,1,,1,2,1,15,13,,0,,2,141,,0,,,1,141,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110059,5,"SWEET POTATOES",2181,1,1,30,141,,21000,"N01",,1,,1,2,1,0,,,0,,1,141,,0,,,2,141,0,,,2,141,,0,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110060,1,"YAM",1120,1,5,50,81,,10000,"N01",,1,,1,,2,320,80,,0,,40,81,,0,,,20,81,0,,,15,81,,0,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110060,2,"WATER YAM",1123,1,5,100,81,,10000,"N01",,1,,1,,2,200,80,,0,,30,81,,0,,,20,81,0,,,30,81,,0,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110060,3,"MAIZE",1080,1,1,5,141,,4500,"N01",,1,,1,,2,10,13,,0,,2,141,,0,,,0.5,141,0,,,0.5,141,,0,,,,2,,,,,,,,,,,,,
4,11,1105,2,100,110061,1,"WATER YAM",1123,1,4,20,91,,7185,"N02",,1,,1,,1,4,91,,0,,3,91,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
4,11,1105,2,100,110061,2,"WATER YAM",1121,1,4,37,91,,22297,"N02",,1,,1,,1,15,91,,0,,5,91,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
