"zone","state","lga","sector","ea","hhid","crop_number","cropname","cropcode","sa3iiq3","sa3iiq4","sa3iiq5a","sa3iiq5b","sa3iiq5b_os","sa3iiq6","sa3iiq7a","sa3iiq7b","sa3iiq8a","sa3iiq8b","sa3iiq9a","sa3iiq9b","sa3iiq10","sa3iiq11a","sa3iiq11b","sa3iiq11b_os","sa3iiq12a","sa3iiq12b","sa3iiq13a","sa3iiq13b","sa3iiq13b_os","sa3iiq14a","sa3iiq14b","sa3iiq14b_os","sa3iiq15a","sa3iiq15b","sa3iiq16a","sa3iiq16b","sa3iiq16b_os","sa3iiq17a","sa3iiq17b","sa3iiq17b_os","sa3iiq18a","sa3iiq18b","sa3iiq18b_os","sa3iiq18c","sa3iiq19","sa3iiq20a","sa3iiq20b","sa3iiq20b_os","sa3iiq21","sa3iiq22a","sa3iiq22b","sa3iiq23a","sa3iiq23b","sa3iiq24","sa3iiq25","sa3iiq25_os","sa3iiq26","sa3iiq27"
3,17,1706,2,284,170008,1,"MILLET",1100,2,,,,,,,,,,,,,3,161,,0,,5,161,,0,,,0,,0,,,3,161,,10,161,,,2,,,,,,,,,,,,,
3,17,1706,2,284,170008,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,2,161,,0,,2,161,,0,,,0,,0,,,2,161,,0,,,,2,,,,,,,,,,,,,
3,17,1706,2,284,170008,3,"BEANS",1010,1,3,20,51,,6000,"N01",,1,,1,,1,5,51,,0,,10,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1706,2,284,170009,1,"G.CORN",1070,2,,,,,,,,,,,,,10,51,,0,,200,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1706,2,284,170009,2,"MILLET",1100,2,,,,,,,,,,,,,10,51,,0,,200,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1706,2,284,170009,3,"BEANS",1010,2,,,,,,,,,,,,,0,,,0,,100,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1706,2,284,170009,4,"BEENESEEDS",2040,2,,,,,,,,,,,,,1,51,,0,,5,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1706,2,284,170010,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,1,51,,0,,200,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1706,2,284,170010,2,"MILLET",1100,2,,,,,,,,,,,,,1,51,,0,,200,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1706,2,284,170010,3,"BEANS",1010,2,,,,,,,,,,,,,3,51,,0,,100,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170011,1,"GUINEA CORN",1070,1,2,20,131,,120000,"N02",,1,,1,,1,10,51,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170011,2,"MILLET",1100,1,2,7,131,,42000,"N02",,1,,1,,1,10,51,,0,,4,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170011,3,"BEANS",1010,1,2,2,131,,20000,"N02",,1,,1,,1,2,51,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170011,4,"GROUNDNUT",1060,1,2,10,131,,60000,"N02",,1,,1,,1,5,51,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170012,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,3,51,,0,,100,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170012,2,"MILLET",1100,2,,,,,,,,,,,,,5,51,,0,,200,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170012,3,"BEANS",1010,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,1,100,1,,6000,1,,1,,1,1,,2,
3,17,1719,2,1354,170013,1,"MILLET",1100,2,,,,,,,,,,,,,2,51,,0,,5,160,,0,,,0,,0,,,3,160,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170013,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,1,51,,2,160,2,160,,0,,,0,,0,,,2,160,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170013,3,"G.NUT",1060,1,3,1,130,,5000,"N02",,1,,1,,1,5,51,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170013,4,"BEANS",1010,1,3,1,131,,8000,"N02",,1,,1,,1,2,51,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170014,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,2,51,,0,,400,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170014,2,"MILLET",1100,2,,,,,,,,,,,,,2,51,,0,,300,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170014,3,"BEANS",1010,2,,,,,,,,,,,,,1,51,,0,,100,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170015,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,5,51,,0,,400,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170015,2,"MILLET",1100,2,,,,,,,,,,,,,4,51,,0,,400,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170015,3,"BEANS",1010,2,,,,,,,,,,,,,3,51,,0,,200,1,,0,,,0,,0,,,0,,,0,,,,1,100,1,,8000,1,,1,,1,1,,2,
3,17,1719,2,1354,170015,4,"SESOME",2040,2,,,,,,,,,,,,,2,51,,0,,0,,,0,,,0,,0,,,0,,,0,,,,1,100,1,,20000,1,,1,,1,1,,2,
3,17,1719,2,1354,170016,1,"G.CORN",1070,1,2,10,131,,60000,"N02",,1,,1,,1,10,51,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170016,2,"MILLET",1100,1,2,5,131,,30000,"N02",,1,,1,,1,10,51,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170016,3,"BEANS",1010,1,2,2,131,,20000,"N02",,1,,1,,1,3,51,,0,,20,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170016,4,"G.NUT",1060,1,2,1,131,,6000,"N02",,1,,1,,1,4,51,,0,,10,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170017,1,"G-NUT",1060,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170017,2,"MILLET",1100,2,,,,,,,,,,,,,0,,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170017,3,"BENISEED",2040,1,2,2,131,,30000,"N01",,1,,1,,1,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170017,4,"BEANS",1010,2,,,,,,,,,,,,,0,,,0,,10,51,,0,,,0,,0,,,3,51,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170018,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,0,,,0,,2,131,,0,,,0,,0,,,10,51,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170018,2,"MILLET",1100,2,,,,,,,,,,,,,0,,,0,,2,131,,0,,,0,,0,,,10,51,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170018,3,"BEANS",1010,1,4,20,51,,5000,"N01",,1,,1,,1,0,,,0,,10,51,,0,,,0,,0,,,5,51,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170019,1,"MILLET",1100,2,,,,,,,,,,,,,0,,,0,,2,131,,0,,,0,,0,,,15,51,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170019,2,"G-CORN",1070,2,,,,,,,,,,,,,0,,,0,,2,131,,0,,,0,,0,,,10,51,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170019,3,"BEANS",1010,1,4,2,131,,18000,"N02",,3,,3,,1,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170020,1,"MILLET",1100,2,,,,,,,,,,,,,5,51,,0,,20,160,,0,,,0,,0,,,11,160,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170020,2,"BEANS",1010,1,1,20,51,,6000,"N02",,1,,1,,1,5,51,,0,,0,,,0,,,0,,0,,,10,51,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170020,3,"CASSAVA",1020,2,,,,,,,,,,,,,0,,,0,,5,91,,0,,,0,,0,,,1,91,,0,,,,2,,,,,,,,,,,,,
3,17,1719,2,1354,170020,4,"GUINEA CORN",1070,2,,,,,,,,,,,,,5,51,,0,,5,160,,0,,,0,,0,,,2,160,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170024,1,"G CORN",1070,1,1,2,132,,12000,"N01",,1,,1,,1,10,51,,0,,40,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170024,2,"MILLET",1100,1,2,2,132,,12000,"N01",,1,,1,,1,10,51,,0,,40,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170024,3,"BEANS",1010,2,,,,,,,,,,,,,2,51,,0,,10,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170024,4,"BERNISEED",2040,1,2,2,132,,25600,"N01",,1,,1,,1,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,0,170025,1,"MILLET",1100,2,,,,,,,,,,,,,17,160,,0,,5,160,,0,,,0,,0,,,2,160,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,0,170025,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,7,160,,0,,2,160,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,0,170025,3,"BEANS",1010,1,4,30,51,,7000,"N02",,1,,1,,1,10,51,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170026,1,"BENISEED",2040,2,,,,,,,,,,,,,1,1,,0,,34,52,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170026,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,2,1,,0,,200,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170027,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,0,,,0,,30,52,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170027,2,"MILLET",1100,2,,,,,,,,,,,,,0,,,0,,20,52,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170028,1,"MILLET",1100,1,2,7,130,,4000,"N02",,1,,1,,1,6,51,,0,,2,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170028,2,"BENISEED",2040,1,2,2,130,,11000,"N02",,1,,1,,1,3,51,,0,,10,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170029,1,"RIDI (BENISEED)",2040,1,2,3,131,,20000,"N02",,1,,1,,1,4,51,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170029,2,"GUINEA CORN",1070,1,2,3,131,,10000,"N02",,1,,1,,1,3,51,,0,,1,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170029,3,"MILLET",1100,1,2,3,131,,8000,"N02",,1,,1,,1,7,51,,0,,1,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170029,4,"BEANS",1010,2,,,,,,,,,,,,,2,51,,0,,1,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170030,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,0,,,0,,15,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1704,2,1080,170030,2,"BENISEED",2040,2,,,,,,,,,,,,,0,,,0,,4,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170041,1,"MILLET",1100,2,,,,,,,,,,,,,3,51,,0,,15,161,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170041,2,"RICE",1110,1,4,7,131,,45500,"N02",,1,,1,,1,2,51,,0,,5,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170042,1,"RICE",1110,1,4,4,131,,48000,"N02",,1,,1,,1,20,51,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170043,1,"MILLET",1100,2,,,,,,,,,,,,,0,,,0,,3,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170043,2,"BEANS",1010,2,,,,,,,,,,,,,0,,,0,,10,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170043,3,"RICE",1110,1,5,5,131,,25000,"N01",,1,,1,,1,0,,,0,,4,131,,0,,,0,,0,,,2,131,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170044,1,"MAIZE",1080,2,,,,,,,,,,,,,5,51,,0,,4,131,,0,,,0,,0,,,1,131,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170044,2,"MILLET",1100,2,,,,,,,,,,,,,10,51,,0,,10,161,,0,,,0,,0,,,2,161,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170045,1,"RICE",1110,1,3,3,131,,21000,"N01",,1,,1,,1,0,,,0,,0,,,0,,,0,,0,,,1,131,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170046,1,"RICE",1110,1,4,2,131,,12000,"N04",,1,,1,,1,3,51,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170047,1,"RICE",1110,2,,,,,,,,,,,,,20,51,,0,,2,131,,0,,,0,,0,,,1,131,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170047,2,"MAIZE",1080,2,,,,,,,,,,,,,10,51,,0,,3,131,,0,,,0,,0,,,30,51,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170048,1,"MILLET",1100,2,,,,,,,,,,,,,5,51,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170048,2,"MAIZE",1080,2,,,,,,,,,,,,,5,51,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170048,3,"RICE",1110,1,4,10,131,,180000,"N03",,1,,1,,1,3,51,,0,,4,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170048,4,"PEPPER",2140,1,4,8,131,,112000,"N03",,1,,1,,1,2,51,,0,,10,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170048,5,"TOMATOES",2260,2,,,,,,,,,,,,,2,51,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170048,6,"BENI SEED",2040,1,4,15,131,,300000,"N03",,1,,1,,1,2,51,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170048,7,"BEANS",1010,2,,,,,,,,,,,,,3,51,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170049,1,"RICE",1110,2,,,,,,,,,,,,,20,51,,0,,4,131,,0,,,0,,0,,,2,131,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170049,2,"TOMATOES",2260,1,3,10,131,,50000,"N03",,1,,1,,1,0,,,0,,20,51,,0,,,0,,0,,,2,131,,0,,,,2,,,,,,,,,,,,,
3,17,1722,2,96,170050,1,"RICE",1110,1,4,19,131,,133000,"N03",,3,,3,,1,2,131,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170051,1,"MILLET",1100,2,,,,,,,,,,,,,2,51,,0,,100,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170051,2,"BEANS",1010,2,,,,,,,,,,,,,1,51,,0,,10,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170051,3,"SESAME",2040,2,,,,,,,,,,,,,1,51,,0,,10,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170052,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,12,51,,0,,100,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170052,2,"BEANS",1010,2,,,,,,,,,,,,,1,51,,0,,15,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170052,3,"SESAME",2040,2,,,,,,,,,,,,,1,51,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170052,4,"MILLET",1100,2,,,,,,,,,,,,,10,51,,0,,30,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170053,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,0,,,0,,3,13,,0,,,0,,0,,,12,51,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170053,2,"BEANS",1010,1,3,20,51,,4000,"N01",,1,,1,,1,0,,,0,,20,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170053,3,"MILLET",1100,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,14,51,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170053,4,"BENI SEED",2040,1,3,2,131,,13000,"N01",,1,,1,,1,0,,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170054,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,2,51,,0,,6,160,,0,,,0,,0,,,3,160,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170054,2,"GROUND NUT",1060,2,,,,,,,,,,,,,5,51,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170054,3,"BEANS",1010,1,3,1,130,,7500,"N07",,1,,1,,1,1,51,,0,,20,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170054,4,"BENI SEED",2040,2,,,,,,,,,,,,,1,51,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170054,5,"MILLET",1100,2,,,,,,,,,,,,,2,51,,0,,7,160,,0,,,0,,0,,,2,160,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170055,1,"MILLET",1100,2,,,,,,,,,,,,,10,51,,0,,2,131,,0,,,0,,0,,,23,131,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170055,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,10,51,,0,,2,131,,0,,,0,,0,,,10,131,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170055,3,"BEANS",1010,1,3,2,131,,16000,"N02",,1,,1,,1,0,,,0,,30,51,,0,,,0,,0,,,5,131,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170055,4,"BENISEED",2040,1,3,2,131,,2800,"N02",,1,,1,,1,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170056,1,"MILLET",1100,2,,,,,,,,,,,,,3,51,,0,,2,131,,0,,,0,,0,,,4,51,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170056,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,3,51,,0,,2,131,,0,,,0,,0,,,4,51,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170056,3,"BENISEED",2040,1,2,1,131,,10000,"N03",,1,,1,,1,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170056,4,"BEANS",1010,2,,,,,,,,,,,,,3,51,,0,,1,131,,0,,,0,,0,,,4,51,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170056,5,"GROUNDNUT",1060,2,,,,,,,,,,,,,1,51,,0,,10,51,,0,,,0,,0,,,2,51,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170057,1,"MILLET",1100,2,,,,,,,,,,,,,0,,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170057,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,0,,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170057,3,"BEANS",1010,1,4,1,131,,8000,"N01",,1,,1,,1,0,,,0,,10,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170057,4,"BENISEED",2040,1,2,1,131,,15000,"N01",,1,,1,,1,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170058,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,4,51,,0,,100,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170058,2,"MILLET",1100,2,,,,,,,,,,,,,3,51,,0,,100,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170058,3,"BEANS",1010,2,,,,,,,,,,,,,1,51,,0,,3,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170058,4,"SESAME",2040,2,,,,,,,,,,,,,1,51,,0,,4,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170059,1,"MILLET",1100,2,,,,,,,,,,,,,2,160,,0,,10,160,,0,,,0,,0,,,2,160,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170059,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,2,160,,0,,7,160,,0,,,0,,0,,,1,160,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170059,3,"BENI SEED",2040,1,3,10,51,,3000,"N01",,1,,1,,1,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170059,4,"BEANS",1010,1,3,10,51,,2500,"N01",,1,,1,,1,0,,,0,,2,51,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170059,5,"GROOUND NUT",1060,1,3,10,51,,1000,"N01",,1,,1,,1,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170060,1,"MILLET",1100,2,,,,,,,,,,,,,10,51,,0,,2,131,,0,,,0,,0,,,10,51,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170060,2,"BEANS",1010,1,5,2,131,,20800,"N02",,2,,1,,1,5,51,,0,,1,131,,0,,,0,,0,,,5,51,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170060,3,"GUINEA CORN",1070,2,,,,,,,,,,,,,10,51,,0,,2,131,,0,,,0,,0,,,10,51,,0,,,,2,,,,,,,,,,,,,
3,17,1715,2,2244,170060,4,"BENISEED",2040,1,4,6,131,,84000,"N02",,2,,1,,1,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170061,1,"ONION",2130,1,3,50,160,,50000,"N04",,9,1,9,1,1,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170062,1,"MAIZE",1080,2,,,,,,,,,,,,,1,131,,0,,5,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170062,2,"RICE",1110,1,4,14,131,,98000,"N03",,1,,1,,1,1,131,,0,,5,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170063,1,"MAIZE",1080,2,,,,,,,,,,,,,10,51,,0,,0,,,0,,,0,,0,,,10,131,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170063,2,"RICE",1110,1,3,80,131,,400000,"N02",,1,,1,,1,10,51,,0,,8,131,,0,,,0,,0,,,6,131,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170064,1,"MAIZE",1080,2,,,,,,,,,,,,,10,51,,0,,2,131,,0,,,0,,0,,,3,131,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170064,2,"RICE",1110,1,4,30,131,,150000,"N02",,1,,1,,1,10,51,,0,,4,131,,0,,,0,,0,,,3,131,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170065,1,"MAIZE",1080,2,,,,,,,,,,,,,5,51,,0,,3,131,,0,,,0,,0,,,10,51,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170066,1,"RICE",1110,1,4,15,131,,80000,"N03",,1,,1,,1,2,131,,0,,4,131,,0,,,0,,0,,,3,131,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170066,2,"PEPPER",2140,1,4,10,131,,60000,"N03",,1,,1,,1,0,,,0,,5,51,,0,,,0,,0,,,3,131,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170066,3,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,3,131,,0,,,0,,0,,,2,131,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170067,1,"MAIZE",1080,2,,,,,,,,,,,,,2,51,,0,,2,161,,0,,,0,,0,,,10,51,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170068,1,"SWEET PEPPER",2141,1,2,120,131,,130000,"N04",,1,,1,,1,100,1,,0,,100,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170068,2,"MAIZE",1080,1,4,20,131,,90000,"N05",,1,,1,,1,10,51,,0,,200,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170069,1,"RICE",1110,1,4,3,131,,18000,"N02",,1,,1,,1,0,,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
3,17,1710,2,546,170070,1,"MAIZE",1080,1,4,7,131,,42000,"N03",,1,,1,,1,4,51,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
