"zone","state","lga","ea","sector","hhid","sa9aq1"
5,10,1018,898,2,100104,2
5,10,1018,898,2,100105,2
5,10,1018,898,2,100109,2
5,10,1018,898,2,100110,2
4,11,1112,1952,2,110011,2
4,11,1112,1952,2,110012,2
4,11,1112,1952,2,110013,2
4,11,1112,1952,2,110014,2
4,11,1112,1952,2,110015,2
4,11,1112,1952,2,110016,2
4,11,1112,1952,2,110017,2
4,11,1112,1952,2,110018,2
4,11,1112,1952,2,110019,2
4,11,1112,1952,2,110020,2
4,11,1112,78,2,110021,2
4,11,1112,78,2,110022,2
4,11,1112,78,2,110023,2
4,11,1112,78,2,110024,2
4,11,1112,78,2,110025,2
4,11,1112,78,2,110026,2
4,11,1112,78,2,110027,2
4,11,1112,78,2,110028,2
4,11,1112,78,2,110029,2
4,11,1112,78,2,110030,2
4,11,1110,714,2,110031,2
4,11,1110,714,2,110032,2
4,11,1110,714,2,110033,2
4,11,1110,714,2,110034,2
4,11,1110,714,2,110035,2
4,11,1110,714,2,110036,2
4,11,1110,714,2,110037,2
4,11,1110,714,2,110038,2
4,11,1110,714,2,110039,2
4,11,1110,714,2,110040,2
4,11,1110,2752,2,110041,2
4,11,1110,2752,2,110042,2
4,11,1110,2752,2,110043,2
4,11,1110,2752,2,110044,2
4,11,1110,2752,2,110045,2
4,11,1110,2752,2,110046,2
4,11,1110,2752,2,110047,2
4,11,1110,2752,2,110048,2
4,11,1110,2752,2,110049,2
4,11,1110,2752,2,110050,2
4,11,1108,492,2,110051,2
4,11,1108,492,2,110053,2
4,11,1108,492,2,110055,2
4,11,1108,492,2,110057,2
4,11,1108,492,2,110059,2
4,11,1108,492,2,110060,2
4,11,1105,100,2,110061,2
4,11,1105,100,2,110062,2
4,11,1105,100,2,110063,2
4,11,1105,100,2,110064,2
4,11,1105,100,2,110065,2
4,11,1105,100,2,110066,2
4,11,1105,100,2,110067,2
4,11,1105,100,2,110068,2
4,11,1105,100,2,110069,2
4,11,1105,100,2,110070,2
4,11,1106,446,2,110071,2
4,11,1106,446,2,110072,2
4,11,1106,446,2,110073,2
4,11,1106,446,2,110074,2
4,11,1106,446,2,110075,2
4,11,1106,446,2,110076,2
4,11,1106,446,2,110078,2
4,11,1106,446,2,110079,2
4,11,1106,446,2,110080,2
4,11,1104,434,2,110081,2
4,11,1104,434,2,110082,2
4,11,1104,434,2,110083,2
4,11,1104,434,2,110084,2
4,11,1104,434,2,110085,2
4,11,1104,434,2,110086,2
4,11,1104,434,2,110087,2
4,11,1104,434,2,110088,2
4,11,1104,434,2,110089,2
4,11,1104,434,2,110090,2
4,11,1107,1034,2,110091,2
4,11,1107,1034,2,110092,2
4,11,1107,1034,2,110093,2
4,11,1107,1034,2,110094,2
4,11,1107,1034,2,110095,2
4,11,1107,1034,2,110096,2
4,11,1107,1034,2,110097,2
4,11,1107,1034,2,110098,2
4,11,1107,1034,2,110099,2
4,11,1107,1034,2,110100,2
4,11,1109,672,2,110101,2
4,11,1109,672,2,110102,2
4,11,1109,672,2,110103,2
4,11,1109,672,2,110105,2
4,11,1109,672,2,110106,2
4,11,1109,672,2,110107,2
4,11,1109,672,2,110108,2
4,11,1109,672,2,110109,2
4,11,1109,672,2,110110,2
4,11,1113,954,2,110111,2
4,11,1113,954,2,110112,2
4,11,1113,954,2,110113,2
4,11,1113,954,2,110114,2
4,11,1113,954,2,110115,2
4,11,1113,954,2,110116,2
4,11,1113,954,2,110117,2
4,11,1113,954,2,110118,2
4,11,1113,954,2,110119,2
4,11,1113,954,2,110120,2
4,11,1102,936,2,110121,2
4,11,1102,936,2,110122,2
4,11,1102,936,2,110123,2
4,11,1102,936,2,110124,2
4,11,1102,936,2,110125,2
4,11,1102,936,2,110126,2
4,11,1102,936,2,110127,2
4,11,1102,936,2,110128,2
4,11,1102,936,2,110129,2
4,11,1102,936,2,110130,2
4,11,1101,154,2,110131,2
4,11,1101,154,2,110132,2
4,11,1101,154,2,110133,2
4,11,1101,154,2,110134,2
4,11,1101,154,2,110135,2
4,11,1101,154,2,110136,2
4,11,1101,154,2,110137,2
4,11,1101,154,2,110138,2
4,11,1101,154,2,110139,2
4,11,1101,154,2,110140,2
5,12,1211,2856,1,120010,2
5,12,1212,0,1,120033,2
5,12,1212,1392,1,120040,2
5,12,1208,526,2,120041,2
5,12,1208,526,2,120042,2
5,12,1208,526,2,120045,2
5,12,1208,526,2,120046,2
5,12,1208,526,2,120047,2
5,12,1208,526,2,120048,2
5,12,1208,526,2,120049,2
5,12,1216,618,2,120051,2
5,12,1216,618,2,120052,2
5,12,1216,618,2,120053,2
5,12,1216,618,2,120054,2
5,12,1216,618,2,120055,2
5,12,1216,618,2,120056,2
5,12,1216,618,2,120057,2
5,12,1216,618,2,120058,2
5,12,1216,618,2,120059,2
5,12,1216,0,2,120060,2
5,12,1210,462,2,120061,2
5,12,1210,462,2,120062,2
5,12,1210,462,2,120063,2
5,12,1210,462,2,120064,2
5,12,1210,462,2,120065,2
5,12,1210,462,2,120066,2
5,12,1210,462,2,120067,2
5,12,1210,462,2,120068,2
5,12,1210,462,2,120069,2
5,12,1210,462,2,120070,2
5,12,1204,736,2,120073,2
5,12,1204,736,2,120075,2
5,12,1204,736,2,120078,2
5,12,1204,736,2,120079,2
5,12,1204,736,2,120080,2
5,12,1214,452,2,120091,2
5,12,1214,452,2,120092,2
5,12,1214,452,2,120093,2
5,12,1214,452,2,120094,2
5,12,1214,452,2,120098,2
5,12,1214,452,2,120099,2
5,12,1214,452,2,120100,2
6,13,1310,0,1,130001,2
6,13,1310,0,1,130007,2
6,13,1310,1300,1,130010,2
6,13,1314,6,1,130013,2
6,13,1314,6,1,130016,2
6,13,1314,6,1,130018,2
6,13,1307,268,1,130021,2
6,13,1307,268,1,130025,2
6,13,1307,268,1,130027,2
6,13,1307,268,1,130029,2
6,13,1303,626,1,130032,2
6,13,1303,626,1,130034,2
6,13,1305,1232,1,130042,2
6,13,1305,0,1,130045,2
6,13,1305,1232,1,130048,2
6,13,1305,1232,1,130050,2
6,13,1309,674,2,130051,2
6,13,1309,674,2,130052,2
6,13,1309,0,2,130053,2
6,13,1309,674,2,130054,2
6,13,1309,674,2,130055,2
6,13,1309,674,2,130056,2
6,13,1309,674,2,130057,2
6,13,1309,0,2,130059,2
6,13,1309,674,2,130060,2
6,13,1305,0,2,130061,2
6,13,1305,10,2,130062,2
6,13,1305,10,2,130063,2
6,13,1305,10,2,130064,2
4,14,1401,1116,2,140001,2
4,14,1401,1116,2,140003,2
4,14,1401,1116,2,140004,2
4,14,1401,1116,2,140006,2
4,14,1401,1116,2,140007,2
4,14,1401,1116,2,140008,2
4,14,1401,1116,2,140009,2
4,14,1407,68,2,140011,2
4,14,1407,68,2,140012,2
4,14,1407,68,2,140013,2
4,14,1407,68,2,140014,2
4,14,1407,68,2,140016,2
4,14,1407,68,2,140017,2
4,14,1407,68,2,140019,2
4,14,1407,68,2,140020,2
4,14,1408,1996,2,140022,2
4,14,1408,1996,2,140024,2
4,14,1408,1996,2,140025,2
4,14,1408,1996,2,140026,2
4,14,1408,1996,2,140027,2
4,14,1408,1996,2,140030,2
4,14,1413,2578,1,140031,2
4,14,1413,2578,1,140033,2
4,14,1413,2578,1,140034,2
4,14,1413,2578,1,140035,2
4,14,1413,2578,1,140036,2
4,14,1413,2578,1,140037,2
4,14,1413,2578,1,140038,2
4,14,1413,2578,1,140039,2
4,14,1413,2578,1,140040,2
4,14,1415,952,2,140041,2
4,14,1415,952,2,140043,2
4,14,1415,952,2,140044,2
4,14,1415,952,2,140045,2
4,14,1415,952,2,140046,2
4,14,1415,952,2,140047,2
4,14,1415,952,2,140048,2
4,14,1415,952,2,140049,2
4,14,1415,952,2,140050,2
4,14,1406,694,2,140062,2
4,14,1406,694,2,140063,2
4,14,1406,694,2,140065,2
4,14,1406,694,2,140066,2
4,14,1406,694,2,140067,2
4,14,1406,694,2,140068,2
4,14,1406,694,2,140070,2
4,14,1413,670,2,140071,2
4,14,1413,670,2,140072,2
4,14,1413,670,2,140073,2
4,14,1413,670,2,140074,2
4,14,1413,670,2,140075,2
4,14,1413,0,2,140076,2
4,14,1413,670,2,140078,2
4,14,1413,670,2,140079,2
4,14,1413,670,2,140080,2
4,14,1410,236,2,140082,2
4,14,1410,236,2,140083,2
4,14,1410,236,2,140084,2
4,14,1410,236,2,140085,2
4,14,1410,236,2,140086,2
4,14,1410,236,2,140087,2
4,14,1410,236,2,140089,2
4,14,1410,236,2,140090,2
4,14,1408,968,2,140101,2
4,14,1408,968,2,140102,2
4,14,1408,968,2,140103,2
4,14,1408,968,2,140104,2
4,14,1408,968,2,140105,2
4,14,1408,968,2,140106,2
4,14,1408,0,2,140108,2
4,14,1408,968,2,140109,2
4,14,1408,968,2,140110,2
4,14,1411,1066,2,140112,2
4,14,1411,1066,2,140113,2
4,14,1411,1066,2,140114,2
4,14,1411,1066,2,140115,2
4,14,1411,1066,2,140116,2
4,14,1411,1066,2,140117,2
4,14,1411,1066,2,140119,2
4,14,1411,1066,2,140120,2
4,14,1416,2314,2,140121,2
4,14,1416,2314,2,140122,2
4,14,1416,2314,2,140123,2
4,14,1416,2314,2,140125,2
4,14,1416,2314,2,140126,2
4,14,1416,2314,2,140127,2
4,14,1416,2314,2,140128,2
4,14,1416,2314,2,140130,2
2,15,1506,398,1,150002,2
2,15,1506,398,1,150003,2
2,15,1506,398,1,150007,2
2,15,1506,398,1,150008,2
2,15,1508,1682,2,150011,2
2,15,1508,1682,2,150012,2
2,15,1508,1682,2,150013,2
2,15,1508,1682,2,150014,2
2,15,1508,1682,2,150015,2
2,15,1508,1682,2,150016,2
2,15,1508,1682,2,150017,2
2,15,1508,1682,2,150018,2
2,15,1508,1682,2,150019,2
2,15,1508,1682,2,150020,2
2,15,1511,1938,2,150021,2
2,15,1511,1938,2,150022,2
2,15,1511,1938,2,150023,2
2,15,1511,1938,2,150024,2
2,15,1511,1938,2,150025,2
2,15,1511,1938,2,150026,2
2,15,1511,1938,2,150027,2
2,15,1511,1938,2,150028,2
2,15,1511,1938,2,150029,2
2,15,1511,1938,2,150030,2
2,15,1502,590,2,150031,2
2,15,1502,590,2,150032,2
2,15,1502,590,2,150033,2
2,15,1502,590,2,150034,2
2,15,1502,590,2,150035,2
2,15,1502,590,2,150037,2
2,15,1502,590,2,150038,2
2,15,1502,590,2,150039,2
2,15,1502,590,2,150040,2
2,15,1510,616,2,150041,2
2,15,1510,616,2,150042,2
2,15,1510,616,2,150043,2
2,15,1510,616,2,150044,2
2,15,1510,616,2,150045,2
2,15,1510,616,2,150046,2
2,15,1510,616,2,150047,2
2,15,1510,616,2,150048,2
2,15,1510,616,2,150049,2
2,15,1510,616,2,150050,2
2,15,1507,458,2,150051,2
2,15,1507,458,2,150052,2
2,15,1507,458,2,150053,2
2,15,1507,458,2,150054,2
2,15,1507,458,2,150055,2
2,15,1507,458,2,150056,2
2,15,1507,458,2,150057,2
2,15,1507,458,2,150058,2
2,15,1507,458,2,150059,2
2,15,1507,458,2,150060,2
2,15,1503,634,2,150064,2
2,15,1503,634,2,150066,2
2,15,1503,634,2,150069,2
1,25,2504,0,1,150071,2
2,15,1501,0,2,150072,2
4,16,1626,1546,2,160002,2
4,16,1626,1546,2,160008,2
4,16,1610,1006,2,160011,2
4,16,1610,1006,2,160012,2
4,16,1610,1006,2,160013,2
4,16,1624,0,1,160014,2
4,16,1624,136,1,160017,2
4,16,1624,136,1,160018,2
4,16,1624,136,1,160019,2
4,16,1622,18,2,160020,2
4,16,1612,414,2,160021,2
4,16,1622,18,2,160022,2
4,16,1622,18,2,160023,2
4,16,1624,136,1,160024,2
4,16,1624,136,1,160025,2
4,16,1602,1576,2,160026,2
4,16,1608,1104,2,160027,2
4,16,1624,0,1,160028,2
4,16,1624,286,1,160029,2
4,16,1624,286,1,160030,2
4,16,1622,18,2,160031,2
4,16,1624,136,1,160032,2
4,16,1624,136,1,160033,2
4,16,1622,18,2,160034,2
4,16,1624,136,1,160035,2
4,16,1624,136,1,160036,2
4,16,1622,18,2,160037,2
4,16,1606,590,2,160038,2
4,16,1606,590,2,160039,2
4,16,1606,590,2,160040,2
4,16,1624,136,1,160041,2
4,16,1622,18,2,160042,2
4,16,1622,18,2,160043,2
4,16,1622,18,2,160044,2
4,16,1612,414,2,160046,2
4,16,1602,1576,2,160048,2
4,16,1602,1576,2,160049,2
4,16,1602,1576,2,160050,2
4,16,1613,440,2,160051,2
4,16,1613,440,2,160052,2
4,16,1613,440,2,160053,2
4,16,1613,440,2,160054,2
4,16,1613,440,2,160055,2
4,16,1613,440,2,160056,2
4,16,1613,440,2,160057,2
4,16,1613,440,2,160058,2
4,16,1613,440,2,160059,2
4,16,1616,296,2,160061,2
4,16,1616,296,2,160062,2
4,16,1616,296,2,160064,2
4,16,1616,296,2,160066,2
4,16,1616,296,2,160067,2
4,16,1616,296,2,160069,2
4,16,1616,296,2,160070,2
4,16,1620,106,2,160071,2
4,16,1620,106,2,160072,2
4,16,1620,106,2,160073,2
4,16,1620,106,2,160074,2
4,16,1620,106,2,160075,2
4,16,1620,106,2,160076,2
4,16,1620,106,2,160077,2
4,16,1620,106,2,160079,2
4,16,1620,106,2,160080,2
4,16,1618,1060,2,160081,2
4,16,1618,1060,2,160082,2
4,16,1618,1060,2,160083,2
4,16,1618,1060,2,160085,2
4,16,1618,1060,2,160086,2
4,16,1618,1060,2,160088,2
4,16,1618,1060,2,160089,2
4,16,1618,1060,2,160090,2
4,16,1601,954,2,160091,2
4,16,1601,954,2,160092,2
4,16,1601,954,2,160093,2
4,16,1601,954,2,160094,2
4,16,1601,954,2,160095,2
4,16,1601,954,2,160096,2
4,16,1601,954,2,160097,2
4,16,1601,954,2,160098,2
4,16,1601,954,2,160099,2
4,16,1606,590,2,160101,2
4,16,1606,590,2,160103,2
4,16,1610,1006,2,160105,2
4,16,1624,286,1,160106,2
4,16,1606,590,2,160107,2
4,16,1606,590,2,160109,2
4,16,1603,158,2,160111,2
4,16,1610,1006,2,160112,2
4,16,1624,286,1,160113,2
4,16,1610,1006,2,160114,2
4,16,1610,1006,2,160115,2
4,16,1610,1006,2,160116,2
4,16,1610,1006,2,160117,2
4,16,1602,1576,2,160119,2
4,16,1602,1576,2,160120,2
4,16,1602,1576,2,160121,2
4,16,1608,1104,2,160122,2
4,16,1602,1576,2,160124,2
4,16,1602,1576,2,160125,2
4,16,1612,414,2,160127,2
4,16,1612,414,2,160128,2
4,16,1622,18,2,160129,2
4,16,1612,414,2,160131,2
4,16,1624,286,1,160132,2
4,16,1624,286,1,160133,2
4,16,1605,180,2,160144,2
4,16,1605,180,2,160145,2
4,16,1605,180,2,160146,2
4,16,1605,180,2,160147,2
4,16,1605,180,2,160148,2
4,16,1605,180,2,160149,2
4,16,1605,180,2,160150,2
4,16,1605,180,2,160151,2
4,16,1605,180,2,160152,2
4,16,1605,180,2,160153,2
4,16,1603,158,2,160154,2
4,16,1603,158,2,160155,2
4,16,1609,738,2,160156,2
4,16,1609,738,2,160157,2
4,16,1609,738,2,160158,2
4,16,1609,738,2,160160,2
4,16,1609,738,2,160162,2
4,16,1608,1104,2,160163,2
4,16,1608,1104,2,160164,2
4,16,1608,1104,2,160165,2
4,16,1608,1104,2,160166,2
4,16,1608,1104,2,160167,2
4,16,1609,738,2,160168,2
4,16,1609,738,2,160169,2
4,16,1609,738,2,160170,2
4,16,1608,1104,2,160171,2
4,16,1609,738,2,160172,2
4,16,1608,1104,2,160173,2
4,16,1612,108,2,160174,2
4,16,1612,108,2,160175,2
4,16,1603,158,2,160176,2
4,16,1603,158,2,160178,2
4,16,1603,158,2,160179,2
4,16,1603,158,2,160180,2
4,16,1612,108,2,160181,2
4,16,1612,108,2,160182,2
4,16,1612,108,2,160183,2
4,16,1603,158,2,160184,2
4,16,1603,158,2,160185,2
4,16,1612,108,2,160186,2
4,16,1612,108,2,160188,2
4,16,1612,108,2,160189,2
4,16,1612,108,2,160190,2
3,17,1706,284,2,170001,2
3,17,1706,284,2,170002,2
3,17,1706,284,2,170003,2
3,17,1706,284,2,170005,2
3,17,1706,284,2,170006,2
3,17,1706,284,2,170007,2
3,17,1706,284,2,170008,2
3,17,1706,284,2,170009,2
3,17,1706,284,2,170010,2
3,17,1719,1354,2,170011,2
3,17,1719,1354,2,170012,2
3,17,1719,1354,2,170013,2
3,17,1719,1354,2,170014,2
3,17,1719,1354,2,170015,2
3,17,1719,1354,2,170016,2
3,17,1719,1354,2,170017,2
3,17,1719,1354,2,170018,2
3,17,1719,1354,2,170019,2
3,17,1719,1354,2,170020,2
3,17,1704,1080,2,170023,2
3,17,1704,1080,2,170024,2
3,17,1704,0,2,170025,2
3,17,1704,1080,2,170026,2
3,17,1704,1080,2,170027,2
3,17,1704,1080,2,170028,2
3,17,1704,1080,2,170029,2
3,17,1704,1080,2,170030,2
3,17,1722,96,2,170041,1
3,17,1722,96,2,170042,1
3,17,1722,96,2,170043,1
3,17,1722,96,2,170044,2
3,17,1722,96,2,170045,2
3,17,1722,96,2,170046,1
3,17,1722,96,2,170047,1
3,17,1722,96,2,170048,1
3,17,1722,96,2,170049,1
3,17,1722,96,2,170050,2
3,17,1715,2244,2,170051,2
3,17,1715,2244,2,170052,2
3,17,1715,2244,2,170053,2
3,17,1715,2244,2,170054,2
3,17,1715,2244,2,170055,2
3,17,1715,2244,2,170056,2
3,17,1715,2244,2,170057,2
3,17,1715,2244,2,170058,2
3,17,1715,2244,2,170059,2
3,17,1715,2244,2,170060,2
3,17,1710,546,2,170061,2
3,17,1710,546,2,170062,2
3,17,1710,546,2,170063,2
3,17,1710,546,2,170064,2
3,17,1710,546,2,170065,2
3,17,1710,546,2,170066,2
3,17,1710,546,2,170067,2
3,17,1710,546,2,170068,2
3,17,1710,546,2,170069,2
3,17,1710,546,2,170070,2
3,17,1713,226,1,170079,2
3,17,1716,1452,2,170081,2
3,17,1716,1452,2,170082,2
3,17,1716,1452,2,170083,2
3,17,1716,1452,2,170084,2
3,17,1716,1452,2,170085,2
3,17,1716,1452,2,170086,2
3,17,1716,1452,2,170087,2
3,17,1716,1452,2,170088,2
3,17,1716,1452,2,170089,2
3,17,1716,1452,2,170090,2
3,17,1702,510,2,170091,2
3,17,1702,510,2,170092,2
3,17,1702,510,2,170093,2
3,17,1702,510,2,170094,2
3,17,1702,510,2,170095,2
3,17,1702,510,2,170096,2
3,17,1702,510,2,170097,2
3,17,1702,510,2,170098,2
3,17,1702,510,2,170099,2
3,17,1702,510,2,170100,2
3,17,1727,634,2,170101,2
3,17,1727,634,2,170102,2
3,17,1727,634,2,170103,2
3,17,1727,634,2,170104,2
3,17,1727,634,2,170105,2
3,17,1727,634,2,170106,2
3,17,1727,634,2,170107,2
3,17,1727,634,2,170108,2
3,17,1727,634,2,170109,2
3,17,1727,634,2,170110,2
3,17,1712,794,2,170111,2
3,17,1712,794,2,170112,2
3,17,1712,794,2,170113,2
3,17,1712,794,2,170114,2
3,17,1712,794,2,170115,2
3,17,1712,794,2,170116,2
3,17,1712,794,2,170117,2
3,17,1712,794,2,170118,2
3,17,1712,794,2,170119,2
3,17,1712,794,2,170120,2
3,17,1724,786,2,170121,2
3,17,1724,786,2,170122,2
3,17,1724,786,2,170123,2
3,17,1724,786,2,170124,2
3,17,1724,786,2,170125,2
3,17,1724,786,2,170126,2
3,17,1724,786,2,170127,2
3,17,1724,786,2,170128,2
3,17,1724,786,2,170129,2
3,17,1724,786,2,170130,2
3,18,1803,840,2,180031,2
3,18,1803,840,2,180032,2
3,18,1803,840,2,180033,2
3,18,1803,840,2,180034,2
3,18,1803,840,2,180035,2
3,18,1803,840,2,180036,2
3,18,1803,840,2,180037,2
3,18,1803,840,2,180038,2
3,18,1803,840,2,180039,2
3,18,1803,0,2,180040,2
3,18,1816,378,1,180041,2
3,18,1816,378,1,180042,2
3,18,1816,378,1,180043,2
3,18,1816,378,1,180044,2
3,18,1816,378,1,180045,2
3,18,1816,378,1,180046,2
3,18,1816,378,1,180047,2
3,18,1805,534,2,180051,2
3,18,1805,534,2,180052,2
3,18,1805,534,2,180053,2
3,18,1805,534,2,180054,2
3,18,1805,534,2,180055,2
3,18,1805,534,2,180056,2
3,18,1805,534,2,180057,2
3,18,1805,534,2,180058,2
3,18,1805,534,2,180059,2
3,18,1805,534,2,180060,2
3,18,1817,370,2,180061,2
3,18,1817,370,2,180063,2
3,18,1817,370,2,180064,2
3,18,1817,370,2,180065,2
3,18,1817,370,2,180066,2
3,18,1817,370,2,180067,2
3,18,1817,370,2,180068,2
3,18,1817,370,2,180069,2
3,18,1817,370,2,180070,2
3,18,1808,1726,2,180071,2
3,18,1808,1726,2,180072,2
3,18,1808,1726,2,180073,2
3,18,1808,1726,2,180074,2
3,18,1808,1726,2,180075,2
3,18,1808,1726,2,180076,2
3,18,1808,1726,2,180077,2
3,18,1808,1726,2,180078,2
3,18,1808,1726,2,180079,2
3,18,1808,1726,2,180080,2
3,18,1811,364,2,180081,2
3,18,1811,364,2,180082,2
3,18,1811,364,2,180083,2
3,18,1811,364,2,180084,2
3,18,1811,364,2,180085,2
3,18,1811,364,2,180086,2
3,18,1811,364,2,180087,2
3,18,1811,364,2,180088,2
3,18,1811,364,2,180089,2
3,18,1811,364,2,180090,2
3,18,1820,450,2,180091,2
3,18,1820,450,2,180092,2
3,18,1820,450,2,180093,2
3,18,1820,450,2,180094,2
3,18,1820,450,2,180095,2
3,18,1820,450,2,180096,2
3,18,1820,450,2,180097,2
3,18,1820,450,2,180098,2
3,18,1820,450,2,180099,2
3,18,1820,450,2,180100,2
3,18,1822,1654,2,180101,2
3,18,1822,1654,2,180102,2
3,18,1822,1654,2,180103,2
3,18,1822,1654,2,180104,2
3,18,1822,1654,2,180105,2
3,18,1822,1654,2,180106,2
3,18,1822,1654,2,180108,2
3,18,1822,1654,2,180109,2
3,18,1817,0,2,180110,2
3,18,1814,678,2,180111,2
3,18,1814,678,2,180112,2
3,18,1814,678,2,180113,2
3,18,1814,678,2,180117,2
3,18,1814,0,2,180118,2
3,18,1814,0,2,180120,2
3,19,1943,668,2,190021,2
3,19,1943,668,2,190022,2
3,19,1943,668,2,190023,2
3,19,1943,668,2,190024,2
3,19,1943,668,2,190025,2
3,19,1943,668,2,190026,2
3,19,1943,668,2,190027,2
3,19,1943,668,2,190029,2
3,19,1943,668,2,190030,2
3,19,1916,1516,2,190031,2
3,19,1916,1516,2,190032,2
3,19,1916,1516,2,190033,2
3,19,1916,1516,2,190034,2
3,19,1916,1516,2,190035,2
3,19,1916,1516,2,190036,2
3,19,1916,1516,2,190037,2
3,19,1916,1516,2,190038,2
3,19,1916,1516,2,190039,2
3,19,1916,1516,2,190040,2
3,19,1901,640,2,190041,2
3,19,1901,640,2,190042,2
3,19,1901,640,2,190043,2
3,19,1901,640,2,190044,2
3,19,1901,640,2,190045,2
3,19,1901,640,2,190046,2
3,19,1901,640,2,190047,2
3,19,1901,640,2,190048,2
3,19,1901,640,2,190049,2
3,19,1901,640,2,190050,2
3,19,1937,432,2,190051,2
3,36,3611,0,2,190052,2
3,19,1937,432,2,190053,2
3,19,1937,432,2,190054,2
3,19,1937,432,2,190056,2
3,19,1937,432,2,190059,2
3,19,1936,1994,2,190061,2
3,19,1936,1994,2,190062,2
3,19,1936,1994,2,190064,2
3,19,1936,1994,2,190065,2
3,19,1936,1994,2,190066,2
3,19,1936,1994,2,190067,2
3,19,1936,1994,2,190068,2
3,19,1936,1994,2,190069,2
3,19,1936,1994,2,190070,2
3,19,1902,52,2,190071,2
3,19,1902,52,2,190072,2
3,19,1902,52,2,190073,2
3,19,1902,52,2,190074,2
3,19,1902,52,2,190075,2
3,19,1902,52,2,190076,2
3,19,1902,52,2,190077,2
3,19,1902,52,2,190078,2
3,19,1902,52,2,190079,2
3,19,1902,52,2,190080,2
3,19,1914,934,2,190081,2
3,19,1914,934,2,190082,2
3,19,1914,934,2,190083,2
3,19,1914,934,2,190084,2
3,19,1914,934,2,190085,2
3,19,1914,934,2,190086,2
3,19,1914,934,2,190087,2
3,19,1914,934,2,190088,2
3,19,1914,934,2,190089,2
3,19,1914,934,2,190090,2
3,19,1941,518,2,190091,2
3,19,1941,518,2,190093,2
3,19,1941,518,2,190094,2
3,19,1941,518,2,190095,2
3,19,1941,518,2,190096,2
3,19,1941,518,2,190097,2
3,19,1941,518,2,190098,2
3,19,1941,518,2,190099,2
3,19,1941,518,2,190100,2
3,19,1925,2858,1,190101,2
3,19,1925,2858,1,190102,2
3,19,1925,2858,1,190103,2
3,19,1925,2858,1,190104,2
3,19,1925,2858,1,190105,2
3,19,1925,2858,1,190106,2
3,19,1925,2858,1,190107,2
3,19,1925,2858,1,190108,2
3,19,1925,2858,1,190109,2
3,19,1925,2858,1,190110,2
3,19,1905,1290,2,190121,2
3,19,1905,1290,2,190122,2
3,19,1905,1290,2,190123,2
3,19,1905,1290,2,190124,2
3,19,1905,1290,2,190125,2
3,19,1905,1290,2,190126,2
3,19,1905,1290,2,190127,2
3,19,1905,1290,2,190128,2
3,19,1905,1290,2,190129,2
3,19,1905,1290,2,190130,2
3,19,1910,808,2,190131,2
3,19,1910,808,2,190132,2
3,19,1910,808,2,190133,2
3,19,1910,808,2,190134,2
3,19,1910,808,2,190135,2
3,19,1910,808,2,190136,2
3,19,1910,808,2,190138,2
3,19,1910,808,2,190139,2
3,19,1910,808,2,190140,2
3,19,1908,284,2,190141,2
3,19,1908,284,2,190142,2
3,19,1908,284,2,190143,2
3,19,1908,284,2,190144,2
3,19,1908,284,2,190145,2
3,19,1908,284,2,190146,2
3,19,1908,284,2,190147,2
3,19,1908,284,2,190148,2
3,19,1908,284,2,190149,2
3,19,1908,284,2,190150,2
3,19,1934,386,2,190151,2
3,19,1934,386,2,190152,2
3,19,1934,386,2,190153,2
3,19,1934,386,2,190154,2
3,19,1934,386,2,190156,2
3,19,1934,386,2,190157,2
3,19,1934,386,2,190158,2
3,19,1934,386,2,190159,2
3,19,1934,386,2,190160,2
3,19,1919,366,2,190161,2
3,19,1919,366,2,190162,2
3,19,1919,366,2,190163,2
3,19,1919,366,2,190164,2
3,19,1919,366,2,190165,2
3,19,1919,366,2,190166,2
3,19,1919,366,2,190167,2
3,19,1919,366,2,190168,2
3,19,1919,366,2,190169,2
3,19,1919,366,2,190170,2
3,19,1928,526,2,190171,2
3,19,1928,526,2,190172,2
3,19,1928,526,2,190173,2
3,19,1928,526,2,190174,2
3,19,1928,526,2,190175,2
3,19,1928,526,2,190176,2
3,19,1928,526,2,190177,2
3,19,1928,0,2,190178,2
3,19,1928,526,2,190179,2
3,19,1928,526,2,190180,2
3,19,1932,562,2,190181,2
3,19,1932,562,2,190183,2
3,19,1932,562,2,190184,2
3,19,1932,562,2,190185,2
3,19,1932,562,2,190186,2
3,19,1932,562,2,190187,2
3,19,1932,562,2,190188,2
3,19,1932,562,2,190189,2
3,19,1932,562,2,190190,2
3,19,1923,284,2,190192,2
3,19,1923,284,2,190193,2
3,19,1923,284,2,190194,2
3,19,1923,284,2,190195,2
3,19,1923,284,2,190196,2
3,19,1923,284,2,190197,2
3,19,1923,284,2,190198,2
3,19,1923,284,2,190199,2
3,19,1923,284,2,190200,2
3,20,2021,3300,1,200010,2
3,20,2018,1134,2,200011,2
3,20,2018,1134,2,200012,2
3,20,2018,1134,2,200013,2
3,20,2018,1134,2,200014,2
3,20,2018,1134,2,200015,2
3,20,2018,1134,2,200016,2
3,20,2018,1134,2,200017,2
3,20,2018,1134,2,200018,2
3,20,2018,1134,2,200019,2
3,20,2018,1134,2,200020,2
3,20,2005,970,2,200021,2
3,20,2005,970,2,200022,2
3,20,2005,970,2,200023,2
3,20,2005,970,2,200024,2
3,20,2005,970,2,200025,2
3,20,2005,970,2,200026,2
